"geo","geo.cat","geo.name","geo.mn_name_c","geo.mn_mdb_c","geo.category","geo.dc","geo.dc_mdb_c","geo.dc_name","geo.dc_name_c","geo.pr","geo.pr_mdb_c","geo.pr_name","geo.albers_are","geo.shape_leng","geo.shape_area","shape_lores_svg","geo.world_4region"
570,"municipality","Umtshezi","Umtshezi(KZN234 )","KZN234","Local Municipality",523,"DC23","Uthukela","Uthukela(DC23 )",5,"KZN","KwaZulu-Natal","1972,449711","2,722888269","0,1824631262",,africa
571,"municipality","Okhahlamba","Okhahlamba(KZN235 )","KZN235","Local Municipality",523,"DC23","Uthukela","Uthukela(DC23 )",5,"KZN","KwaZulu-Natal","3970,981794","3,887281322","0,3668476613",,africa
573,"municipality","Imbabazane","Imbabazane(KZN236 )","KZN236","Local Municipality",523,"DC23","Uthukela","Uthukela(DC23 )",5,"KZN","KwaZulu-Natal","1426,307517","2,315269598","0,1322115919",,africa
574,"municipality","Endumeni","Endumeni(KZN241 )","KZN241","Local Municipality",554,"DC24","Umzinyathi","Umzinyathi(DC24 )",5,"KZN","KwaZulu-Natal","1610,233077","2,524723558","0,1479529295",,africa
575,"municipality","Nqutu","Nqutu(KZN242 )","KZN242","Local Municipality",554,"DC24","Umzinyathi","Umzinyathi(DC24 )",5,"KZN","KwaZulu-Natal","1962,257615","3,641358239","0,1805214669",,africa
576,"municipality","Msinga","Msinga(KZN244 )","KZN244","Local Municipality",554,"DC24","Umzinyathi","Umzinyathi(DC24 )",5,"KZN","KwaZulu-Natal","2501,14142","3,435074495","0,230764192",,africa
577,"municipality","Umvoti","Umvoti(KZN245 )","KZN245","Local Municipality",554,"DC24","Umzinyathi","Umzinyathi(DC24 )",5,"KZN","KwaZulu-Natal","2515,529852","3,963469893","0,2330010971",,africa
524,"municipality","Newcastle","Newcastle(KZN252 )","KZN252","Local Municipality",555,"DC25","Amajuba","Amajuba(DC25 )",5,"KZN","KwaZulu-Natal","1855,29071","3,183448983","0,1698037535",,africa
525,"municipality","Emadlangeni","Emadlangeni(KZN253 )","KZN253","Local Municipality",555,"DC25","Amajuba","Amajuba(DC25 )",5,"KZN","KwaZulu-Natal","3539,315929","3,878198881","0,3235808434",,africa
526,"municipality","Dannhauser","Dannhauser(KZN254 )","KZN254","Local Municipality",555,"DC25","Amajuba","Amajuba(DC25 )",5,"KZN","KwaZulu-Natal","1515,906483","2,870722209","0,1390751023",,africa
578,"municipality","eDumbe","eDumbe(KZN261 )","KZN261","Local Municipality",556,"DC26","Zululand","Zululand(DC26 )",5,"KZN","KwaZulu-Natal","1942,762287","2,852511331","0,1773812664",,africa
579,"municipality","UPhongolo","UPhongolo(KZN262 )","KZN262","Local Municipality",556,"DC26","Zululand","Zululand(DC26 )",5,"KZN","KwaZulu-Natal","3239,186419","4,392944139","0,2957938122",,africa
529,"municipality","Abaqulusi","Abaqulusi(KZN263 )","KZN263","Local Municipality",556,"DC26","Zululand","Zululand(DC26 )",5,"KZN","KwaZulu-Natal","4184,626408","4,188700857","0,3833218572",,africa
580,"municipality","Nongoma","Nongoma(KZN265 )","KZN265","Local Municipality",556,"DC26","Zululand","Zululand(DC26 )",5,"KZN","KwaZulu-Natal","2182,11427","3,371442783","0,2000270077",,africa
581,"municipality","Ulundi","Ulundi(KZN266 )","KZN266","Local Municipality",556,"DC26","Zululand","Zululand(DC26 )",5,"KZN","KwaZulu-Natal","3250,291844","4,166103713","0,2988346787",,africa
582,"municipality","Umhlabuyalingana","Umhlabuyalingana(KZN271 )","KZN271","Local Municipality",527,"DC27","Umkhanyakude","Umkhanyakude(DC27 )",5,"KZN","KwaZulu-Natal","4401,600148","3,239764238","0,400891311",,africa
583,"municipality","Jozini","Jozini(KZN272 )","KZN272","Local Municipality",527,"DC27","Umkhanyakude","Umkhanyakude(DC27 )",5,"KZN","KwaZulu-Natal","3442,245599","4,207265084","0,3140112844",,africa
584,"municipality","The Big 5 False Bay","The Big 5 False Bay(KZN273 )","KZN273","Local Municipality",527,"DC27","Umkhanyakude","Umkhanyakude(DC27 )",5,"KZN","KwaZulu-Natal","2486,543067","3,087024851","0,227826338",,africa
585,"municipality","Hlabisa","Hlabisa(KZN274 )","KZN274","Local Municipality",527,"DC27","Umkhanyakude","Umkhanyakude(DC27 )",5,"KZN","KwaZulu-Natal","1555,134837","2,276334416","0,142892633",,africa
586,"municipality","Mtubatuba","Mtubatuba(KZN275 )","KZN275","Local Municipality",527,"DC27","Umkhanyakude","Umkhanyakude(DC27 )",5,"KZN","KwaZulu-Natal","1969,82949","2,326087252","0,1811881785",,africa
587,"municipality","Mfolozi","Mfolozi(KZN281 )","KZN281","Local Municipality",528,"DC28","Uthungulu","Uthungulu(DC28 )",5,"KZN","KwaZulu-Natal","1209,975997","2,187572961","0,111567947",,africa
538,"municipality","uMhlathuze","uMhlathuze(KZN282 )","KZN282","Local Municipality",528,"DC28","Uthungulu","Uthungulu(DC28 )",5,"KZN","KwaZulu-Natal","793,1765572","1,921837789","0,07329849986",,africa
588,"municipality","Ntambanana","Ntambanana(KZN283 )","KZN283","Local Municipality",528,"DC28","Uthungulu","Uthungulu(DC28 )",5,"KZN","KwaZulu-Natal","1082,754032","2,0379078","0,09985169542",,africa
589,"municipality","uMlalazi","uMlalazi(KZN284 )","KZN284","Local Municipality",528,"DC28","Uthungulu","Uthungulu(DC28 )",5,"KZN","KwaZulu-Natal","2213,941015","3,601727702","0,2048158614",,africa
590,"municipality","Mthonjaneni","Mthonjaneni(KZN285 )","KZN285","Local Municipality",528,"DC28","Uthungulu","Uthungulu(DC28 )",5,"KZN","KwaZulu-Natal","1085,965022","2,437383994","0,1001639981",,africa
542,"municipality","Nkandla","Nkandla(KZN286 )","KZN286","Local Municipality",528,"DC28","Uthungulu","Uthungulu(DC28 )",5,"KZN","KwaZulu-Natal","1827,577606","3,360201951","0,1686825347",,africa
591,"municipality","Mandeni","Mandeni(KZN291 )","KZN291","Local Municipality",559,"DC29","iLembe","iLembe(DC29 )",5,"KZN","KwaZulu-Natal","545,4813696","1,622126122","0,05056837743",,africa
592,"municipality","KwaDukuza","KwaDukuza(KZN292 )","KZN292","Local Municipality",559,"DC29","iLembe","iLembe(DC29 )",5,"KZN","KwaZulu-Natal","734,9596136","2,056217327","0,06828539263",,africa
593,"municipality","Ndwedwe","Ndwedwe(KZN293 )","KZN293","Local Municipality",559,"DC29","iLembe","iLembe(DC29 )",5,"KZN","KwaZulu-Natal","1092,911072","2,727165544","0,101609804",,africa
546,"municipality","Maphumulo","Maphumulo(KZN294 )","KZN294","Local Municipality",559,"DC29","iLembe","iLembe(DC29 )",5,"KZN","KwaZulu-Natal","895,9098891","2,378906649","0,08304453471",,africa
594,"municipality","Ingwe","Ingwe(KZN431 )","KZN431","Local Municipality",543,"DC43","Sisonke","Sisonke(DC43 )",5,"KZN","KwaZulu-Natal","1976,200722","2,96011584","0,1845651151",,africa
595,"municipality","Kwa Sani","Kwa Sani(KZN432 )","KZN432","Local Municipality",543,"DC43","Sisonke","Sisonke(DC43 )",5,"KZN","KwaZulu-Natal","1851,898893","2,600652287","0,1727408502",,africa
596,"municipality","Greater Kokstad","Greater Kokstad(KZN433 )","KZN433","Local Municipality",543,"DC43","Sisonke","Sisonke(DC43 )",5,"KZN","KwaZulu-Natal","2679,822993","3,65049578","0,2513024359",,africa
597,"municipality","Ubuhlebezwe","Ubuhlebezwe(KZN434 )","KZN434","Local Municipality",543,"DC43","Sisonke","Sisonke(DC43 )",5,"KZN","KwaZulu-Natal","1604,03163","2,471459392","0,1502514283",,africa
598,"municipality","Umzimkhulu","Umzimkhulu(KZN435 )","KZN435","Local Municipality",543,"DC43","Sisonke","Sisonke(DC43 )",5,"KZN","KwaZulu-Natal","2435,474337","3,402166438","0,2283663634",,africa
960,"municipality","Greater Giyani","Greater Giyani(LIM331 )","LIM331","Local Municipality",933,"DC33","Mopani","Mopani(DC33 )",9,"LIM","Limpopo","4171,600626","4,674778648","0,3683994541",,africa
962,"municipality","Greater Tzaneen","Greater Tzaneen(LIM333 )","LIM333","Local Municipality",933,"DC33","Mopani","Mopani(DC33 )",9,"LIM","Limpopo","3242,571611","3,607248674","0,2874255596",,africa
963,"municipality","Ba-Phalaborwa","Ba-Phalaborwa(LIM334 )","LIM334","Local Municipality",933,"DC33","Mopani","Mopani(DC33 )",9,"LIM","Limpopo","7461,571072","5,242820692","0,6609719105",,africa
964,"municipality","Maruleng","Maruleng(LIM335 )","LIM335","Local Municipality",933,"DC33","Mopani","Mopani(DC33 )",9,"LIM","Limpopo","3244,296184","3,478752556","0,2885593232",,africa
967,"municipality","Musina","Musina(LIM341 )","LIM341","Local Municipality",934,"DC34","Vhembe","Vhembe(DC34 )",9,"LIM","Limpopo","7576,835788","4,641934946","0,6646386604",,africa
965,"municipality","Mutale","Mutale(LIM342 )","LIM342","Local Municipality",934,"DC34","Vhembe","Vhembe(DC34 )",9,"LIM","Limpopo","3886,207896","3,317057074","0,3412016885",,africa
966,"municipality","Thulamela","Thulamela(LIM343 )","LIM343","Local Municipality",934,"DC34","Vhembe","Vhembe(DC34 )",9,"LIM","Limpopo","5833,70941","5,043779148","0,5135866407",,africa
968,"municipality","Makhado","Makhado(LIM344 )","LIM344","Local Municipality",934,"DC34","Vhembe","Vhembe(DC34 )",9,"LIM","Limpopo","8299,697226","5,608402675","0,7311062659",,africa
961,"municipality","Greater Letaba","Greater Letaba(LIM332 )","LIM332","Local Municipality",933,"DC33","Mopani","Mopani(DC33 )",9,"LIM","Limpopo","1890,897248","2,807811669","0,1671698288",,africa
969,"municipality","Blouberg","Blouberg(LIM351 )","LIM351","Local Municipality",935,"DC35","Capricorn","Capricorn(DC35 )",9,"LIM","Limpopo","9248,132395","4,729467343","0,8142601796",,africa
973,"municipality","Molemole","Molemole(LIM353 )","LIM353","Local Municipality",935,"DC35","Capricorn","Capricorn(DC35 )",9,"LIM","Limpopo","3347,325111","3,565757315","0,2958997783",,africa
974,"municipality","Polokwane","Polokwane(LIM354 )","LIM354","Local Municipality",935,"DC35","Capricorn","Capricorn(DC35 )",9,"LIM","Limpopo","3765,976679","3,421892961","0,3340324426",,africa
976,"municipality","Lepele-Nkumpi","Lepele-Nkumpi(LIM355 )","LIM355","Local Municipality",935,"DC35","Capricorn","Capricorn(DC35 )",9,"LIM","Limpopo","3463,448298","4,470641954","0,3079470468",,africa
977,"municipality","Thabazimbi","Thabazimbi(LIM361 )","LIM361","Local Municipality",936,"DC36","Waterberg","Waterberg(DC36 )",9,"LIM","Limpopo","11190,14967","6,86579713","0,997102979",,africa
979,"municipality","Mookgopong","Mookgopong(LIM364 )","LIM364","Local Municipality",936,"DC36","Waterberg","Waterberg(DC36 )",9,"LIM","Limpopo","5688,849686","4,420230775","0,5069331318",,africa
980,"municipality","Modimolle","Modimolle(LIM365 )","LIM365","Local Municipality",936,"DC36","Waterberg","Waterberg(DC36 )",9,"LIM","Limpopo","4677,956176","4,453491026","0,4165138557",,africa
981,"municipality","Bela-Bela","Bela-Bela(LIM366 )","LIM366","Local Municipality",936,"DC36","Waterberg","Waterberg(DC36 )",9,"LIM","Limpopo","3406,192554","4,277722743","0,3044895859",,africa
382,"municipality","Kgatelopele","Kgatelopele(NC086 )","NC086","Local Municipality",308,"DC8","Siyanda","Siyanda(DC8 )",3,"NC","Northern Cape","2477,924744","2,372726529","0,2277769194",,africa
386,"municipality","Phokwane","Phokwane(NC094 )","NC094","Local Municipality",309,"DC9","Frances Baard","Frances Baard(DC9 )",3,"NC","Northern Cape","833,8774732","1,742187299","0,07635885464",,africa
360,"municipality","Joe Morolong","Joe Morolong(NC451 )","NC451","Local Municipality",345,"DC45","John Taolo Gaetsewe","John Taolo Gaetsewe(DC45 )",3,"NC","Northern Cape","20172,0696","9,80861132","1,831651177",,africa
362,"municipality","Gamagara","Gamagara(NC453 )","NC453","Local Municipality",345,"DC45","John Taolo Gaetsewe","John Taolo Gaetsewe(DC45 )",3,"NC","Northern Cape","2619,42247","2,926590535","0,239528316",,africa
299,"municipality","Nelson Mandela Bay","Nelson Mandela Bay(NMA )","NMA","Metropolitan Municipality",299,"NMA","Nelson Mandela Bay","Nelson Mandela Bay(NMA )",2,"EC","Eastern Cape","1958,908267","2,939828329","0,1907285194",,africa
660,"municipality","Moretele","Moretele(NW371 )","NW371","Local Municipality",637,"DC37","Bojanala","Bojanala(DC37 )",6,"NW","North West","1378,737709","2,360971627","0,1234604923",,africa
661,"municipality","Madibeng","Madibeng(NW372 )","NW372","Local Municipality",637,"DC37","Bojanala","Bojanala(DC37 )",6,"NW","North West","3839,205043","3,937305293","0,3445297532",,africa
675,"municipality","Ventersdorp","Ventersdorp(NW401 )","NW401","Local Municipality",640,"DC40","Dr Kenneth Kaunda","Dr Kenneth Kaunda(DC40 )",6,"NW","North West","3764,049208","3,253143347","0,3402482771",,africa
799,"municipality","City of Tshwane","City of Tshwane(TSH )","TSH","Metropolitan Municipality",799,"TSH","City of Tshwane","City of Tshwane(TSH )",7,"GT","Gauteng","6297,83321","6,356642425","0,566199331",,africa
160,"municipality","Matzikama","Matzikama(WC011 )","WC011","Local Municipality",101,"DC1","West Coast","West Coast(DC1 )",1,"WC","Western Cape","12981,4458","6,726860335","1,229263417",,africa
161,"municipality","Cederberg","Cederberg(WC012 )","WC012","Local Municipality",101,"DC1","West Coast","West Coast(DC1 )",1,"WC","Western Cape","8007,478375","5,409753439","0,766332514",,africa
162,"municipality","Bergrivier","Bergrivier(WC013 )","WC013","Local Municipality",101,"DC1","West Coast","West Coast(DC1 )",1,"WC","Western Cape","4407,046954","3,923850976","0,4242126811",,africa
163,"municipality","Saldanha Bay","Saldanha Bay(WC014 )","WC014","Local Municipality",101,"DC1","West Coast","West Coast(DC1 )",1,"WC","Western Cape","2015,368829","4,785436314","0,1944739329",,africa
164,"municipality","Swartland","Swartland(WC015 )","WC015","Local Municipality",101,"DC1","West Coast","West Coast(DC1 )",1,"WC","Western Cape","3707,34365","4,03109758","0,3589437536",,africa
165,"municipality","Witzenberg","Witzenberg(WC022 )","WC022","Local Municipality",102,"DC2","Cape Winelands","Cape Winelands(DC2 )",1,"WC","Western Cape","10752,67953","5,980682528","1,036899779",,africa
166,"municipality","Drakenstein","Drakenstein(WC023 )","WC023","Local Municipality",102,"DC2","Cape Winelands","Cape Winelands(DC2 )",1,"WC","Western Cape","1537,649843","2,788704084","0,1493597072",,africa
167,"municipality","Stellenbosch","Stellenbosch(WC024 )","WC024","Local Municipality",102,"DC2","Cape Winelands","Cape Winelands(DC2 )",1,"WC","Western Cape","831,0476394","1,728081667","0,08102797684",,africa
168,"municipality","Breede Valley","Breede Valley(WC025 )","WC025","Local Municipality",102,"DC2","Cape Winelands","Cape Winelands(DC2 )",1,"WC","Western Cape","3833,384927","4,666389009","0,3722498001",,africa
171,"municipality","Theewaterskloof","Theewaterskloof(WC031 )","WC031","Local Municipality",103,"DC3","Overberg","Overberg(DC3 )",1,"WC","Western Cape","3231,632382","3,738929379","0,315946192",,africa
172,"municipality","Overstrand","Overstrand(WC032 )","WC032","Local Municipality",103,"DC3","Overberg","Overberg(DC3 )",1,"WC","Western Cape","1707,505512","4,457730732","0,1675448326",,africa
173,"municipality","Cape Agulhas","Cape Agulhas(WC033 )","WC033","Local Municipality",103,"DC3","Overberg","Overberg(DC3 )",1,"WC","Western Cape","3466,59715","4,253162434","0,3402585699",,africa
170,"municipality","Swellendam","Swellendam(WC034 )","WC034","Local Municipality",103,"DC3","Overberg","Overberg(DC3 )",1,"WC","Western Cape","3835,023431","6,028024092","0,3744013486",,africa
175,"municipality","Hessequa","Hessequa(WC042 )","WC042","Local Municipality",104,"DC4","Eden","Eden(DC4 )",1,"WC","Western Cape","5733,487871","5,017405632","0,5603691951",,africa
176,"municipality","Mossel Bay","Mossel Bay(WC043 )","WC043","Local Municipality",104,"DC4","Eden","Eden(DC4 )",1,"WC","Western Cape","2010,829379","2,928312643","0,1963223067",,africa
177,"municipality","George","George(WC044 )","WC044","Local Municipality",104,"DC4","Eden","Eden(DC4 )",1,"WC","Western Cape","5191,010206","4,878969413","0,504793301",,africa
179,"municipality","Bitou","Bitou(WC047 )","WC047","Local Municipality",104,"DC4","Eden","Eden(DC4 )",1,"WC","Western Cape","991,8555913","2,007679655","0,0967202447",,africa
169,"municipality","Langeberg","Langeberg(WC026 )","WC026","Local Municipality",102,"DC2","Cape Winelands","Cape Winelands(DC2 )",1,"WC","Western Cape","4517,921796","4,383580013","0,4397943691",,africa
174,"municipality","Kannaland","Kannaland(WC041 )","WC041","Local Municipality",104,"DC4","Eden","Eden(DC4 )",1,"WC","Western Cape","4758,071036","4,098985219","0,4622067546",,africa
180,"municipality","Knysna","Knysna(WC048 )","WC048","Local Municipality",104,"DC4","Eden","Eden(DC4 )",1,"WC","Western Cape","1108,768475","1,650494469","0,1081314064",,africa
181,"municipality","Laingsburg","Laingsburg(WC051 )","WC051","Local Municipality",105,"DC5","Central Karoo","Central Karoo(DC5 )",1,"WC","Western Cape","8784,488845","5,501141015","0,8485505427",,africa
178,"municipality","Oudtshoorn","Oudtshoorn(WC045 )","WC045","Local Municipality",104,"DC4","Eden","Eden(DC4 )",1,"WC","Western Cape","3537,055208","3,842888981","0,3435550879",,africa
182,"municipality","Prince Albert","Prince Albert(WC052 )","WC052","Local Municipality",105,"DC5","Central Karoo","Central Karoo(DC5 )",1,"WC","Western Cape","8152,910438","5,112711608","0,7870795424",,africa
183,"municipality","Beaufort West","Beaufort West(WC053 )","WC053","Local Municipality",105,"DC5","Central Karoo","Central Karoo(DC5 )",1,"WC","Western Cape","21916,61434","10,86874468","2,097944525",,africa
361,"municipality","Ga-Segonyana","Ga-Segonyana(NC452 )","NC452","Local Municipality",345,"DC45","John Taolo Gaetsewe","John Taolo Gaetsewe(DC45 )",3,"NC","Northern Cape","4491,633745","4,278618002","0,4106651999",,africa
662,"municipality","Rustenburg","Rustenburg(NW373 )","NW373","Local Municipality",637,"DC37","Bojanala","Bojanala(DC37 )",6,"NW","North West","3423,257679","3,015478914","0,3077647144",,africa
664,"municipality","Moses Kotane","Moses Kotane(NW375 )","NW375","Local Municipality",637,"DC37","Bojanala","Bojanala(DC37 )",6,"NW","North West","5719,072868","4,276553544","0,5119765033",,africa
665,"municipality","Ratlou","Ratlou(NW381 )","NW381","Local Municipality",638,"DC38","Ngaka Modiri Molema","Ngaka Modiri Molema(DC38 )",6,"NW","North West","4883,65457","3,910304933","0,4405956887",,africa
666,"municipality","Tswaing","Tswaing(NW382 )","NW382","Local Municipality",638,"DC38","Ngaka Modiri Molema","Ngaka Modiri Molema(DC38 )",6,"NW","North West","5966,247954","4,254059038","0,5407123365",,africa
667,"municipality","Mafikeng","Mafikeng(NW383 )","NW383","Local Municipality",638,"DC38","Ngaka Modiri Molema","Ngaka Modiri Molema(DC38 )",6,"NW","North West","3698,445309","3,750009087","0,333121642",,africa
668,"municipality","Ditsobotla","Ditsobotla(NW384 )","NW384","Local Municipality",638,"DC38","Ngaka Modiri Molema","Ngaka Modiri Molema(DC38 )",6,"NW","North West","6464,869864","4,451967586","0,5833862625",,africa
669,"municipality","Ramotshere Moiloa","Ramotshere Moiloa(NW385 )","NW385","Local Municipality",638,"DC38","Ngaka Modiri Molema","Ngaka Modiri Molema(DC38 )",6,"NW","North West","7192,855834","4,607543819","0,6443146264",,africa
663,"municipality","Kgetlengrivier","Kgetlengrivier(NW374 )","NW374","Local Municipality",637,"DC37","Bojanala","Bojanala(DC37 )",6,"NW","North West","3973,114381","3,166562648","0,357384445",,africa
670,"municipality","Naledi","Naledi(NW392 )","NW392","Local Municipality",639,"DC39","Dr Ruth Segomotsi Mompati","Dr Ruth Segomotsi Mompati(DC39 )",6,"NW","North West","6941,192732","5,555311869","0,6304107815",,africa
671,"municipality","Mamusa","Mamusa(NW393 )","NW393","Local Municipality",639,"DC39","Dr Ruth Segomotsi Mompati","Dr Ruth Segomotsi Mompati(DC39 )",6,"NW","North West","3614,840044","3,779028898","0,3293306102",,africa
672,"municipality","Greater Taung","Greater Taung(NW394 )","NW394","Local Municipality",639,"DC39","Dr Ruth Segomotsi Mompati","Dr Ruth Segomotsi Mompati(DC39 )",6,"NW","North West","5635,468465","5,144863764","0,5146947415",,africa
673,"municipality","Lekwa-Teemane","Lekwa-Teemane(NW396 )","NW396","Local Municipality",639,"DC39","Dr Ruth Segomotsi Mompati","Dr Ruth Segomotsi Mompati(DC39 )",6,"NW","North West","3681,200453","4,113409623","0,3366074623",,africa
674,"municipality","Kagisano/Molopo","Kagisano/Molopo(NW397 )","NW397","Local Municipality",639,"DC39","Dr Ruth Segomotsi Mompati","Dr Ruth Segomotsi Mompati(DC39 )",6,"NW","North West","23827,27582","10,03637372","2,150352444",,africa
676,"municipality","Tlokwe City Council","Tlokwe City Council(NW402 )","NW402","Local Municipality",640,"DC40","Dr Kenneth Kaunda","Dr Kenneth Kaunda(DC40 )",6,"NW","North West","2673,678182","3,087600609","0,2425618183",,africa
677,"municipality","City of Matlosana","City of Matlosana(NW403 )","NW403","Local Municipality",640,"DC40","Dr Kenneth Kaunda","Dr Kenneth Kaunda(DC40 )",6,"NW","North West","3561,459327","3,091545577","0,3233068971",,africa
678,"municipality","Maquassi Hills","Maquassi Hills(NW404 )","NW404","Local Municipality",640,"DC40","Dr Kenneth Kaunda","Dr Kenneth Kaunda(DC40 )",6,"NW","North West","4643,047585","4,144110108","0,4230648394",,africa
