side,time,age,sg_population,stack
usa,1971,14,1264152,2
usa,1971,15,1244526,2
usa,1971,16,1221846,2
usa,1971,17,1195443,2
usa,1971,18,1168527,2
usa,1971,19,1143129,2
usa,1971,20,1118025,2
usa,1971,21,1090557,2
usa,1971,22,1061958,2
usa,1971,23,1030428,2
usa,1971,24,995031,2
usa,1971,25,957366,2
usa,1971,26,920514,2
usa,1971,27,884517,2
usa,1971,28,849615,2
usa,1971,29,816459,2
usa,1971,30,785535,2
usa,1971,31,756432,2
usa,1971,32,728931,2
usa,1971,33,707637,2
usa,1971,34,694713,2
usa,1971,35,688299,2
usa,1971,36,683460,2
usa,1971,37,680091,2
usa,1971,38,682035,2
usa,1971,39,690351,2
usa,1971,40,702819,2
usa,1971,41,715758,2
usa,1971,42,729432,2
usa,1971,43,740994,2
usa,1971,44,748500,2
usa,1971,45,752592,2
usa,1971,46,756588,2
usa,1971,47,760692,2
usa,1971,48,758436,2
usa,1971,49,747204,2
usa,1971,50,729939,2
usa,1971,51,712011,2
usa,1971,52,692118,2
usa,1971,53,674427,2
usa,1971,54,661488,2
usa,1971,55,651279,2
usa,1971,56,639189,2
usa,1971,57,626064,2
usa,1971,58,611967,2
usa,1971,59,596442,2
usa,1971,60,579693,2
usa,1971,61,562773,2
usa,1971,62,545937,2
usa,1971,63,526758,2
usa,1971,64,504288,2
usa,1971,65,479808,2
usa,1971,66,455397,2
usa,1971,67,430461,2
usa,1971,68,407631,2
usa,1971,69,388377,2
usa,1971,70,371469,2
usa,1971,71,354087,2
usa,1971,72,336654,2
usa,1971,73,319410,2
usa,1971,74,302148,2
usa,1971,75,284802,2
usa,1971,76,267804,2
usa,1971,77,251418,2
usa,1971,78,233436,2
usa,1971,79,212922,2
usa,1971,80,167523,2
usa,1971,81,150456,2
usa,1971,82,134493,2
usa,1971,83,120324,2
usa,1971,84,107514,2
usa,1971,85,94983,2
usa,1971,86,83013,2
usa,1971,87,71664,2
usa,1971,88,60879,2
usa,1971,89,50787,2
usa,1971,90,41472,2
usa,1971,91,32811,2
usa,1971,92,25530,2
usa,1971,93,19959,2
usa,1971,94,15729,2
usa,1971,95,12063,2
usa,1971,96,9033,2
usa,1971,97,6585,2
usa,1971,98,4581,2
usa,1971,99,3003,2
usa,1971,100,1872,2
usa,1971,101,1086,2
usa,1971,102,588,2
usa,1971,103,294,2
usa,1971,104,0,2
usa,1971,105,0,2
usa,1971,106,0,2
usa,1971,107,0,2
usa,1971,108,0,2
usa,1971,109,0,2
usa,1971,110,0,2
usa,1971,111,0,2
usa,1971,112,0,2
usa,1971,113,0,2
usa,1971,114,0,2
usa,1971,115,0,2
usa,1971,116,0,2
usa,1971,117,0,2
usa,1971,118,0,2
usa,1971,119,0,2
usa,1971,120,0,2
usa,1971,121,0,2
usa,1971,122,0,2
usa,1971,123,0,2
usa,1971,124,0,2
usa,1971,125,0,2
usa,1971,126,0,2
usa,1971,127,0,2
usa,1971,128,0,2
usa,1971,129,0,2
usa,1971,130,0,2
usa,1972,0,972573,2
usa,1972,1,995535,2
usa,1972,2,986625,2
usa,1972,3,1029336,2
usa,1972,4,1071135,2
usa,1972,5,1111293,2
usa,1972,6,1149084,2
usa,1972,7,1184499,2
usa,1972,8,1217538,2
usa,1972,9,1243856.7,2
usa,1972,10,1261284,2
usa,1972,11,1271259,2
usa,1972,12,1278153,2
usa,1972,13,1282002,2
usa,1972,14,1278258,2
usa,1972,15,1265385,2
usa,1972,16,1245675,2
usa,1972,17,1222893,2
usa,1972,18,1196232,2
usa,1972,19,1169724,2
usa,1972,20,1145745,2
usa,1972,21,1122630,2
usa,1972,22,1097007,2
usa,1972,23,1070349,2
usa,1972,24,1039830,2
usa,1972,25,1003962,2
usa,1972,26,964851,2
usa,1972,27,926676,2
usa,1972,28,889317,2
usa,1972,29,853101,2
usa,1972,30,818844,2
usa,1972,31,786990,2
usa,1972,32,756846,2
usa,1972,33,728169,2
usa,1972,34,706179,2
usa,1972,35,693294,2
usa,1972,36,687375,2
usa,1972,37,682980,2
usa,1972,38,680139,2
usa,1972,39,682275,2
usa,1972,40,690204,2
usa,1972,41,701910,2
usa,1972,42,714174,2
usa,1972,43,727179,2
usa,1972,44,738108,2
usa,1972,45,745077,2
usa,1972,46,748701,2
usa,1972,47,752181,2
usa,1972,48,755724,2
usa,1972,49,753000,2
usa,1972,50,741447,2
usa,1972,51,723948,2
usa,1972,52,705792,2
usa,1972,53,685734,2
usa,1972,54,667683,2
usa,1972,55,654057,2
usa,1972,56,642987,2
usa,1972,57,630045,2
usa,1972,58,615957,2
usa,1972,59,601338,2
usa,1972,60,586002,2
usa,1972,61,569844,2
usa,1972,62,553452,2
usa,1972,63,537297,2
usa,1972,64,518067,2
usa,1972,65,494364,2
usa,1972,66,467940,2
usa,1972,67,441744,2
usa,1972,68,414909,2
usa,1972,69,390906,2
usa,1972,70,371673,2
usa,1972,71,355539,2
usa,1972,72,338832,2
usa,1972,73,322185,2
usa,1972,74,305370,2
usa,1972,75,287871,2
usa,1972,76,269901,2
usa,1972,77,252474,2
usa,1972,78,235734,2
usa,1972,79,217626,2
usa,1972,80,176004,2
usa,1972,81,158076,2
usa,1972,82,141303,2
usa,1972,83,126414,2
usa,1972,84,112956,2
usa,1972,85,99792,2
usa,1972,86,87216,2
usa,1972,87,75291,2
usa,1972,88,63963,2
usa,1972,89,53358,2
usa,1972,90,43572,2
usa,1972,91,34473,2
usa,1972,92,26823,2
usa,1972,93,20970,2
usa,1972,94,16527,2
usa,1972,95,12675,2
usa,1972,96,9489,2
usa,1972,97,6918,2
usa,1972,98,4815,2
usa,1972,99,3156,2
usa,1972,100,1929,2
usa,1972,101,1122,2
usa,1972,102,606,2
usa,1972,103,306,2
usa,1972,104,144,2
usa,1972,105,0,2
usa,1972,106,0,2
usa,1972,107,0,2
usa,1972,108,0,2
usa,1972,109,0,2
usa,1972,110,0,2
usa,1972,111,0,2
usa,1972,112,0,2
usa,1972,113,0,2
usa,1972,114,0,2
usa,1972,115,0,2
usa,1972,116,0,2
usa,1972,117,0,2
usa,1972,118,0,2
usa,1972,119,0,2
usa,1972,120,0,2
usa,1972,121,0,2
usa,1972,122,0,2
usa,1972,123,0,2
usa,1972,124,0,2
usa,1972,125,0,2
usa,1972,126,0,2
usa,1972,127,0,2
usa,1972,128,0,2
usa,1972,129,0,2
usa,1972,130,0,2
usa,1973,0,986214,2
usa,1973,1,990435,2
usa,1973,2,1002666,2
usa,1973,3,994845,2
usa,1973,4,1032429,2
usa,1973,5,1071081,2
usa,1973,6,1109742,2
usa,1973,7,1147341,2
usa,1973,8,1183893,2
usa,1973,9,1219416,2
usa,1973,10,1247424,2
usa,1973,11,1264689,2
usa,1973,12,1273392,2
usa,1973,13,1279737,2
usa,1973,14,1283433,2
usa,1973,15,1279539,2
usa,1973,16,1266528,2
usa,1973,17,1246731,2
usa,1973,18,1223853,2
usa,1973,19,1196934,2
usa,1973,20,1170834,2
usa,1973,21,1148277,2
usa,1973,22,1127151,2
usa,1973,23,1103373,2
usa,1973,24,1078656,2
usa,1973,25,1049151,2
usa,1973,26,1012812,2
usa,1973,27,972258,2
usa,1973,28,932769,2
usa,1973,29,894051,2
usa,1973,30,856521,2
usa,1973,31,821169,2
usa,1973,32,788388,2
usa,1973,33,757206,2
usa,1973,34,727353,2
usa,1973,35,704670,2
usa,1973,36,691827,2
usa,1973,37,686400,2
usa,1973,38,682452,2
usa,1973,39,680136,2
usa,1973,40,682464,2
usa,1973,41,690006,2
usa,1973,42,700950,2
usa,1973,43,712542,2
usa,1973,44,724878,2
usa,1973,45,735171,2
usa,1973,46,741603,2
usa,1973,47,744759,2
usa,1973,48,747723,2
usa,1973,49,750705,2
usa,1973,50,747516,2
usa,1973,51,735642,2
usa,1973,52,717909,2
usa,1973,53,699525,2
usa,1973,54,679308,2
usa,1973,55,660900,2
usa,1973,56,646587,2
usa,1973,57,634653,2
usa,1973,58,620865,2
usa,1973,59,605814,2
usa,1973,60,590673,2
usa,1973,61,575526,2
usa,1973,62,559962,2
usa,1973,63,544095,2
usa,1973,64,528627,2
usa,1973,65,509346,2
usa,1973,66,484407,2
usa,1973,67,456051,2
usa,1973,68,428067,2
usa,1973,69,399339,2
usa,1973,70,374166,2
usa,1973,71,354954,2
usa,1973,72,339600,2
usa,1973,73,323559,2
usa,1973,74,307704,2
usa,1973,75,291318,2
usa,1973,76,273585,2
usa,1973,77,254994,2
usa,1973,78,237138,2
usa,1973,79,220044,2
usa,1973,80,183117,2
usa,1973,81,164463,2
usa,1973,82,147012,2
usa,1973,83,131523,2
usa,1973,84,117522,2
usa,1973,85,103827,2
usa,1973,86,90741,2
usa,1973,87,78333,2
usa,1973,88,66546,2
usa,1973,89,55515,2
usa,1973,90,45333,2
usa,1973,91,35868,2
usa,1973,92,27906,2
usa,1973,93,21819,2
usa,1973,94,17193,2
usa,1973,95,13185,2
usa,1973,96,9873,2
usa,1973,97,7197,2
usa,1973,98,5010,2
usa,1973,99,3285,2
usa,1973,100,2007,2
usa,1973,101,1146,2
usa,1973,102,621,2
usa,1973,103,312,2
usa,1973,104,147,2
usa,1973,105,0,2
usa,1973,106,0,2
usa,1973,107,0,2
usa,1973,108,0,2
usa,1973,109,0,2
usa,1973,110,0,2
usa,1973,111,0,2
usa,1973,112,0,2
usa,1973,113,0,2
usa,1973,114,0,2
usa,1973,115,0,2
usa,1973,116,0,2
usa,1973,117,0,2
usa,1973,118,0,2
usa,1973,119,0,2
usa,1973,120,0,2
usa,1973,121,0,2
usa,1973,122,0,2
usa,1973,123,0,2
usa,1973,124,0,2
usa,1973,125,0,2
usa,1973,126,0,2
usa,1973,127,0,2
usa,1973,128,0,2
usa,1973,129,0,2
usa,1973,130,0,2
usa,1974,0,1000947,2
usa,1974,1,988623,2
usa,1974,2,987939,2
usa,1974,3,997281,2
usa,1974,4,1003461,2
usa,1974,5,1035930,2
usa,1974,6,1071459,2
usa,1974,7,1108638,2
usa,1974,8,1146057,2
usa,1974,9,1183761,2
usa,1974,10,1221780,2
usa,1974,11,1251492,2
usa,1974,12,1268601,2
usa,1974,13,1276032,2
usa,1974,14,1281831,2
usa,1974,15,1285377,2
usa,1974,16,1281333,2
usa,1974,17,1268175,2
usa,1974,18,1248291,2
usa,1974,19,1225299,2
usa,1974,20,1198116,2
usa,1974,21,1172412,2
usa,1974,22,1151268,2
usa,1974,23,1132122,2
usa,1974,24,1110177,2
usa,1974,25,1087392,2
usa,1974,26,1058886,2
usa,1974,27,1022067,2
usa,1974,28,980055,2
usa,1974,29,939234,2
usa,1974,30,899142,2
usa,1974,31,860283,2
usa,1974,32,823818,2
usa,1974,33,790101,2
usa,1974,34,757866,2
usa,1974,35,726831,2
usa,1974,36,703446,2
usa,1974,37,690636,2
usa,1974,38,685704,2
usa,1974,39,682197,2
usa,1974,40,680406,2
usa,1974,41,682929,2
usa,1974,42,690084,2
usa,1974,43,700272,2
usa,1974,44,711195,2
usa,1974,45,722865,2
usa,1974,46,732528,2
usa,1974,47,738429,2
usa,1974,48,741117,2
usa,1974,49,743568,2
usa,1974,50,745989,2
usa,1974,51,742332,2
usa,1974,52,730137,2
usa,1974,53,712161,2
usa,1974,54,693543,2
usa,1974,55,673158,2
usa,1974,56,654381,2
usa,1974,57,639381,2
usa,1974,58,626577,2
usa,1974,59,611937,2
usa,1974,60,595917,2
usa,1974,61,580248,2
usa,1974,62,565287,2
usa,1974,63,550308,2
usa,1974,64,534963,2
usa,1974,65,520170,2
usa,1974,66,500832,2
usa,1974,67,474651,2
usa,1974,68,444345,2
usa,1974,69,414567,2
usa,1974,70,383937,2
usa,1974,71,357582,2
usa,1974,72,338385,2
usa,1974,73,323802,2
usa,1974,74,308426.7,2
usa,1974,75,293349,2
usa,1974,76,277389,2
usa,1974,77,259416,2
usa,1974,78,240195,2
usa,1974,79,221904,2
usa,1974,80,188682,2
usa,1974,81,169461,2
usa,1974,82,151479,2
usa,1974,83,135519,2
usa,1974,84,121092,2
usa,1974,85,106980,2
usa,1974,86,93498,2
usa,1974,87,80715,2
usa,1974,88,68568,2
usa,1974,89,57201,2
usa,1974,90,46710,2
usa,1974,91,36957,2
usa,1974,92,28755,2
usa,1974,93,22482,2
usa,1974,94,17718,2
usa,1974,95,13587,2
usa,1974,96,10173,2
usa,1974,97,7416,2
usa,1974,98,5160,2
usa,1974,99,3384,2
usa,1974,100,2070,2
usa,1974,101,1179,2
usa,1974,102,627,2
usa,1974,103,315,2
usa,1974,104,147,2
usa,1974,105,0,2
usa,1974,106,0,2
usa,1974,107,0,2
usa,1974,108,0,2
usa,1974,109,0,2
usa,1974,110,0,2
usa,1974,111,0,2
usa,1974,112,0,2
usa,1974,113,0,2
usa,1974,114,0,2
usa,1974,115,0,2
usa,1974,116,0,2
usa,1974,117,0,2
usa,1974,118,0,2
usa,1974,119,0,2
usa,1974,120,0,2
usa,1974,121,0,2
usa,1974,122,0,2
usa,1974,123,0,2
usa,1974,124,0,2
usa,1974,125,0,2
usa,1974,126,0,2
usa,1974,127,0,2
usa,1974,128,0,2
usa,1974,129,0,2
usa,1974,130,0,2
usa,1975,0,1012506,2
usa,1975,1,988464,2
usa,1975,2,978201,2
usa,1975,3,979968,2
usa,1975,4,992016,2
usa,1975,5,1012602,2
usa,1975,6,1039977,2
usa,1975,7,1072395,2
usa,1975,8,1108110,2
usa,1975,9,1145373,2
usa,1975,10,1184244,2
usa,1975,11,1224783,2
usa,1975,12,1256214,2
usa,1975,13,1273176,2
usa,1975,14,1279341,2
usa,1975,15,1284597,2
usa,1975,16,1287990,2
usa,1975,17,1283796,2
usa,1975,18,1270485,2
usa,1975,19,1250499,2
usa,1975,20,1227387,2
usa,1975,21,1199922,2
usa,1975,22,1174602,2
usa,1975,23,1154862,2
usa,1975,24,1137687,2
usa,1975,25,1117563,2
usa,1975,26,1096701,2
usa,1975,27,1069179,2
usa,1975,28,1031856,2
usa,1975,29,988362,2
usa,1975,30,946191,2
usa,1975,31,904701,2
usa,1975,32,864495,2
usa,1975,33,826902,2
usa,1975,34,792228,2
usa,1975,35,758925,2
usa,1975,36,726687,2
usa,1975,37,702585,2
usa,1975,38,689805,2
usa,1975,39,685362,2
usa,1975,40,682296,2
usa,1975,41,681030,2
usa,1975,42,683748,2
usa,1975,43,690522,2
usa,1975,44,699960,2
usa,1975,45,710220,2
usa,1975,46,721230,2
usa,1975,47,730266,2
usa,1975,48,735639,2
usa,1975,49,737862,2
usa,1975,50,739797,2
usa,1975,51,741657,2
usa,1975,52,737532,2
usa,1975,53,725007,2
usa,1975,54,706782,2
usa,1975,55,687918,2
usa,1975,56,667353,2
usa,1975,57,648201,2
usa,1975,58,632502,2
usa,1975,59,618825,2
usa,1975,60,603324,2
usa,1975,61,586326,2
usa,1975,62,570123,2
usa,1975,63,555336,2
usa,1975,64,540936,2
usa,1975,65,526101,2
usa,1975,66,511980,2
usa,1975,67,492576,2
usa,1975,68,465138,2
usa,1975,69,432867,2
usa,1975,70,401277,2
usa,1975,71,368727,2
usa,1975,72,341178,2
usa,1975,73,321984,2
usa,1975,74,308163,2
usa,1975,75,293445,2
usa,1975,76,279144,2
usa,1975,77,263598,2
usa,1975,78,245373,2
usa,1975,79,225513,2
usa,1975,80,192666,2
usa,1975,81,173040,2
usa,1975,82,154677,2
usa,1975,83,138381,2
usa,1975,84,123651,2
usa,1975,85,109239,2
usa,1975,86,95472,2
usa,1975,87,82419,2
usa,1975,88,70017,2
usa,1975,89,58410,2
usa,1975,90,47697,2
usa,1975,91,37737,2
usa,1975,92,29361,2
usa,1975,93,22956,2
usa,1975,94,18090,2
usa,1975,95,13875,2
usa,1975,96,10389,2
usa,1975,97,7572,2
usa,1975,98,5271,2
usa,1975,99,3456,2
usa,1975,100,2115,2
usa,1975,101,1205.7,2
usa,1975,102,642,2
usa,1975,103,318,2
usa,1975,104,150,2
usa,1975,105,0,2
usa,1975,106,0,2
usa,1975,107,0,2
usa,1975,108,0,2
usa,1975,109,0,2
usa,1975,110,0,2
usa,1975,111,0,2
usa,1975,112,0,2
usa,1975,113,0,2
usa,1975,114,0,2
usa,1975,115,0,2
usa,1975,116,0,2
usa,1975,117,0,2
usa,1975,118,0,2
usa,1975,119,0,2
usa,1975,120,0,2
usa,1975,121,0,2
usa,1975,122,0,2
usa,1975,123,0,2
usa,1975,124,0,2
usa,1975,125,0,2
usa,1975,126,0,2
usa,1975,127,0,2
usa,1975,128,0,2
usa,1975,129,0,2
usa,1975,130,0,2
usa,1976,0,1017342,2
usa,1976,1,1005855,2
usa,1976,2,987912,2
usa,1976,3,981888,2
usa,1976,4,986316,2
usa,1976,5,999717,2
usa,1976,6,1020381,2
usa,1976,7,1046583,2
usa,1976,8,1078098,2
usa,1976,9,1113954,2
usa,1976,10,1151934,2
usa,1976,11,1190871,2
usa,1976,12,1231089,2
usa,1976,13,1262148,2
usa,1976,14,1278738,2
usa,1976,15,1284525,2
usa,1976,16,1289352,2
usa,1976,17,1292286,2
usa,1976,18,1287657,2
usa,1976,19,1273950,2
usa,1976,20,1253622,2
usa,1976,21,1230119.7,2
usa,1976,22,1202139,2
usa,1976,23,1176654,2
usa,1976,24,1157292,2
usa,1976,25,1140777,2
usa,1976,26,1121283,2
usa,1976,27,1101243,2
usa,1976,28,1073667,2
usa,1976,29,1034907,2
usa,1976,30,989160,2
usa,1976,31,944880,2
usa,1976,32,901086,2
usa,1976,33,859611,2
usa,1976,34,822450,2
usa,1976,35,789258,2
usa,1976,36,757245,2
usa,1976,37,726420,2
usa,1976,38,703074,2
usa,1976,39,689889,2
usa,1976,40,684321,2
usa,1976,41,680310,2
usa,1976,42,678072,2
usa,1976,43,680088,2
usa,1976,44,686670,2
usa,1976,45,696225,2
usa,1976,46,706497,2
usa,1976,47,717498,2
usa,1976,48,726429,2
usa,1976,49,731514,2
usa,1976,50,733338,2
usa,1976,51,734916,2
usa,1976,52,736455,2
usa,1976,53,731946,2
usa,1976,54,718953,2
usa,1976,55,700227,2
usa,1976,56,680820,2
usa,1976,57,659589,2
usa,1976,58,640110,2
usa,1976,59,624639,2
usa,1976,60,611478,2
usa,1976,61,596460,2
usa,1976,62,580140,2
usa,1976,63,563757,2
usa,1976,64,547410,2
usa,1976,65,530655,2
usa,1976,66,513591,2
usa,1976,67,496998,2
usa,1976,68,476307,2
usa,1976,69,449514,2
usa,1976,70,419061,2
usa,1976,71,389079,2
usa,1976,72,358368,2
usa,1976,73,331578,2
usa,1976,74,311322,2
usa,1976,75,295335,2
usa,1976,76,278769,2
usa,1976,77,262632,2
usa,1976,78,245865,2
usa,1976,79,227472,2
usa,1976,80,200691,2
usa,1976,81,180246,2
usa,1976,82,161121,2
usa,1976,83,144147,2
usa,1976,84,128799,2
usa,1976,85,113790,2
usa,1976,86,99447,2
usa,1976,87,85851,2
usa,1976,88,72933,2
usa,1976,89,60843,2
usa,1976,90,49686,2
usa,1976,91,39309,2
usa,1976,92,30585,2
usa,1976,93,23913,2
usa,1976,94,18843,2
usa,1976,95,14451,2
usa,1976,96,10821,2
usa,1976,97,7887,2
usa,1976,98,5490,2
usa,1976,99,3600,2
usa,1976,100,2241,2
usa,1976,101,1302,2
usa,1976,102,705,2
usa,1976,103,357,2
usa,1976,104,168,2
usa,1976,105,0,2
usa,1976,106,0,2
usa,1976,107,0,2
usa,1976,108,0,2
usa,1976,109,0,2
usa,1976,110,0,2
usa,1976,111,0,2
usa,1976,112,0,2
usa,1976,113,0,2
usa,1976,114,0,2
usa,1976,115,0,2
usa,1976,116,0,2
usa,1976,117,0,2
usa,1976,118,0,2
usa,1976,119,0,2
usa,1976,120,0,2
usa,1976,121,0,2
usa,1976,122,0,2
usa,1976,123,0,2
usa,1976,124,0,2
usa,1976,125,0,2
usa,1976,126,0,2
usa,1976,127,0,2
usa,1976,128,0,2
usa,1976,129,0,2
usa,1976,130,0,2
usa,1977,0,1018692,2
usa,1977,1,988734,2
usa,1977,2,999870,2
usa,1977,3,988014,2
usa,1977,4,986223,2
usa,1977,5,993309,2
usa,1977,6,1008075,2
usa,1977,7,1028829,2
usa,1977,8,1053879,2
usa,1977,9,1084512,2
usa,1977,10,1120533,2
usa,1977,11,1159254,2
usa,1977,12,1198281,2
usa,1977,13,1238205,2
usa,1977,14,1268913,2
usa,1977,15,1285143,2
usa,1977,16,1290555,2
usa,1977,17,1294953,2
usa,1977,18,1297434,2
usa,1977,19,1292364,2
usa,1977,20,1278255,2
usa,1977,21,1257573,2
usa,1977,22,1233663,2
usa,1977,23,1205151,2
usa,1977,24,1179483,2
usa,1977,25,1160484,2
usa,1977,26,1144620,2
usa,1977,27,1125738,2
usa,1977,28,1106508,2
usa,1977,29,1078863,2
usa,1977,30,1038639,2
usa,1977,31,990609,2
usa,1977,32,944193,2
usa,1977,33,898068,2
usa,1977,34,855297,2
usa,1977,35,818544,2
usa,1977,36,786816,2
usa,1977,37,756066,2
usa,1977,38,726636,2
usa,1977,39,704025,2
usa,1977,40,690429,2
usa,1977,41,683733,2
usa,1977,42,678774,2
usa,1977,43,675561,2
usa,1977,44,676881,2
usa,1977,45,683274,2
usa,1977,46,692955,2
usa,1977,47,703242,2
usa,1977,48,714240,2
usa,1977,49,723072,2
usa,1977,50,727878,2
usa,1977,51,729300,2
usa,1977,52,730521,2
usa,1977,53,731739,2
usa,1977,54,726846,2
usa,1977,55,713379,2
usa,1977,56,694137,2
usa,1977,57,674178,2
usa,1977,58,652263,2
usa,1977,59,632448,2
usa,1977,60,617193,2
usa,1977,61,604542,2
usa,1977,62,589992,2
usa,1977,63,574344,2
usa,1977,64,557766,2
usa,1977,65,539850,2
usa,1977,66,520728,2
usa,1977,67,501429,2
usa,1977,68,482352,2
usa,1977,69,460362,2
usa,1977,70,434196,2
usa,1977,71,405537,2
usa,1977,72,377148,2
usa,1977,73,348252,2
usa,1977,74,322203,2
usa,1977,75,300873,2
usa,1977,76,282708,2
usa,1977,77,264285,2
usa,1977,78,246300,2
usa,1977,79,228303,2
usa,1977,80,206964,2
usa,1977,81,185880,2
usa,1977,82,166158,2
usa,1977,83,148653,2
usa,1977,84,132828,2
usa,1977,85,117348,2
usa,1977,86,102558,2
usa,1977,87,88536,2
usa,1977,88,75213,2
usa,1977,89,62745,2
usa,1977,90,51237,2
usa,1977,91,40539,2
usa,1977,92,31542,2
usa,1977,93,24660,2
usa,1977,94,19434,2
usa,1977,95,14904,2
usa,1977,96,11160,2
usa,1977,97,8133,2
usa,1977,98,5661,2
usa,1977,99,3711,2
usa,1977,100,2268,2
usa,1977,101,1317,2
usa,1977,102,714,2
usa,1977,103,360,2
usa,1977,104,168,2
usa,1977,105,0,2
usa,1977,106,0,2
usa,1977,107,0,2
usa,1977,108,0,2
usa,1977,109,0,2
usa,1977,110,0,2
usa,1977,111,0,2
usa,1977,112,0,2
usa,1977,113,0,2
usa,1977,114,0,2
usa,1977,115,0,2
usa,1977,116,0,2
usa,1977,117,0,2
usa,1977,118,0,2
usa,1977,119,0,2
usa,1977,120,0,2
usa,1977,121,0,2
usa,1977,122,0,2
usa,1977,123,0,2
usa,1977,124,0,2
usa,1977,125,0,2
usa,1977,126,0,2
usa,1977,127,0,2
usa,1977,128,0,2
usa,1977,129,0,2
usa,1977,130,0,2
usa,1978,0,1019070,2
usa,1978,1,992142,2
usa,1978,2,975681,2
usa,1978,3,994245,2
usa,1978,4,988467,2
usa,1978,5,990915,2
usa,1978,6,1000662,2
usa,1978,7,1016796,2
usa,1978,8,1037649,2
usa,1978,9,1061553,2
usa,1978,10,1091319,2
usa,1978,11,1127517,2
usa,1978,12,1166991,2
usa,1978,13,1206123,2
usa,1978,14,1245768,2
usa,1978,15,1276134,2
usa,1978,16,1292010,2
usa,1978,17,1297050,2
usa,1978,18,1301022,2
usa,1978,19,1303047,2
usa,1978,20,1297536,2
usa,1978,21,1283022,2
usa,1978,22,1261974,2
usa,1978,23,1237650,2
usa,1978,24,1208595,2
usa,1978,25,1182735,2
usa,1978,26,1164093,2
usa,1978,27,1148874,2
usa,1978,28,1130601,2
usa,1978,29,1112172,2
usa,1978,30,1084449,2
usa,1978,31,1042743,2
usa,1978,32,992412,2
usa,1978,33,943842,2
usa,1978,34,895368,2
usa,1978,35,851289,2
usa,1978,36,814929,2
usa,1978,37,784653,2
usa,1978,38,755157,2
usa,1978,39,727110,2
usa,1978,40,705228,2
usa,1978,41,691218,2
usa,1978,42,683391,2
usa,1978,43,677484,2
usa,1978,44,673293,2
usa,1978,45,673917,2
usa,1978,46,680121,2
usa,1978,47,689931,2
usa,1978,48,700236,2
usa,1978,49,711240,2
usa,1978,50,719970,2
usa,1978,51,724497,2
usa,1978,52,725520,2
usa,1978,53,726387,2
usa,1978,54,727287,2
usa,1978,55,722004,2
usa,1978,56,708060,2
usa,1978,57,688296,2
usa,1978,58,667776,2
usa,1978,59,645171,2
usa,1978,60,625011,2
usa,1978,61,609966,2
usa,1978,62,597816,2
usa,1978,63,583734,2
usa,1978,64,568752,2
usa,1978,65,551970,2
usa,1978,66,532479,2
usa,1978,67,510984,2
usa,1978,68,489441,2
usa,1978,69,467874,2
usa,1978,70,444576,2
usa,1978,71,419028,2
usa,1978,72,392154,2
usa,1978,73,365343,2
usa,1978,74,338259,2
usa,1978,75,312939,2
usa,1978,76,290526,2
usa,1978,77,270177,2
usa,1978,78,249891,2
usa,1978,79,230052,2
usa,1978,80,211260,2
usa,1978,81,189738,2
usa,1978,82,169605,2
usa,1978,83,151737,2
usa,1978,84,135582,2
usa,1978,85,119781,2
usa,1978,86,104685,2
usa,1978,87,90372,2
usa,1978,88,76776,2
usa,1978,89,64047,2
usa,1978,90,52302,2
usa,1978,91,41379,2
usa,1978,92,32196,2
usa,1978,93,25170,2
usa,1978,94,19836,2
usa,1978,95,15213,2
usa,1978,96,11391,2
usa,1978,97,8304,2
usa,1978,98,5778,2
usa,1978,99,3789,2
usa,1978,100,2316,2
usa,1978,101,1320,2
usa,1978,102,714,2
usa,1978,103,360,2
usa,1978,104,168,2
usa,1978,105,0,2
usa,1978,106,0,2
usa,1978,107,0,2
usa,1978,108,0,2
usa,1978,109,0,2
usa,1978,110,0,2
usa,1978,111,0,2
usa,1978,112,0,2
usa,1978,113,0,2
usa,1978,114,0,2
usa,1978,115,0,2
usa,1978,116,0,2
usa,1978,117,0,2
usa,1978,118,0,2
usa,1978,119,0,2
usa,1978,120,0,2
usa,1978,121,0,2
usa,1978,122,0,2
usa,1978,123,0,2
usa,1978,124,0,2
usa,1978,125,0,2
usa,1978,126,0,2
usa,1978,127,0,2
usa,1978,128,0,2
usa,1978,129,0,2
usa,1978,130,0,2
usa,1979,0,1022331,2
usa,1979,1,998847,2
usa,1979,2,983475,2
usa,1979,3,975579,2
usa,1979,4,988503,2
usa,1979,5,988812,2
usa,1979,6,995499,2
usa,1979,7,1007913,2
usa,1979,8,1025412,2
usa,1979,9,1046361,2
usa,1979,10,1069116,2
usa,1979,11,1098009,2
usa,1979,12,1134381,2
usa,1979,13,1174605,2
usa,1979,14,1213836,2
usa,1979,15,1253199,2
usa,1979,16,1283220,2
usa,1979,17,1298736,2
usa,1979,18,1303404,2
usa,1979,19,1306950,2
usa,1979,20,1308522,2
usa,1979,21,1302567,2
usa,1979,22,1287648,2
usa,1979,23,1266240,2
usa,1979,24,1241502,2
usa,1979,25,1211907,2
usa,1979,26,1185861,2
usa,1979,27,1167579,2
usa,1979,28,1153005,2
usa,1979,29,1135341,2
usa,1979,30,1117719,2
usa,1979,31,1089918,2
usa,1979,32,1046739,2
usa,1979,33,994110,2
usa,1979,34,943389,2
usa,1979,35,892569,2
usa,1979,36,847185,2
usa,1979,37,811224,2
usa,1979,38,782400,2
usa,1979,39,754164,2
usa,1979,40,727503,2
usa,1979,41,706356,2
