blood_pressure_sbp_women_mmhg,geo,time
123.8,per,1989
123.5,per,1990
123.1,per,1991
122.8,per,1992
122.5,per,1993
122.2,per,1994
122.0,per,1995
121.8,per,1996
121.6,per,1997
121.5,per,1998
121.3,per,1999
121.2,per,2000
121.0,per,2001
120.8,per,2002
120.6,per,2003
120.4,per,2004
120.2,per,2005
120.0,per,2006
119.8,per,2007
119.6,per,2008
122.2,phl,1980
122.3,phl,1981
122.4,phl,1982
122.5,phl,1983
122.4,phl,1984
122.4,phl,1985
122.3,phl,1986
122.3,phl,1987
122.3,phl,1988
122.4,phl,1989
122.4,phl,1990
122.4,phl,1991
122.4,phl,1992
122.4,phl,1993
122.4,phl,1994
122.4,phl,1995
122.5,phl,1996
122.5,phl,1997
122.5,phl,1998
122.5,phl,1999
122.5,phl,2000
122.5,phl,2001
122.5,phl,2002
122.5,phl,2003
122.5,phl,2004
122.4,phl,2005
122.4,phl,2006
122.4,phl,2007
122.3,phl,2008
137.5,pol,1980
137.1,pol,1981
136.6,pol,1982
136.2,pol,1983
135.8,pol,1984
135.3,pol,1985
134.8,pol,1986
134.3,pol,1987
133.9,pol,1988
133.5,pol,1989
133.0,pol,1990
132.6,pol,1991
132.2,pol,1992
131.8,pol,1993
131.5,pol,1994
131.2,pol,1995
130.9,pol,1996
130.7,pol,1997
130.6,pol,1998
130.4,pol,1999
130.3,pol,2000
130.2,pol,2001
130.1,pol,2002
130.0,pol,2003
129.9,pol,2004
129.8,pol,2005
129.8,pol,2006
129.7,pol,2007
129.7,pol,2008
135.3,prt,1980
134.9,prt,1981
134.6,prt,1982
134.2,prt,1983
133.8,prt,1984
133.5,prt,1985
133.2,prt,1986
133.0,prt,1987
132.9,prt,1988
132.7,prt,1989
132.6,prt,1990
132.5,prt,1991
132.3,prt,1992
132.1,prt,1993
131.8,prt,1994
131.6,prt,1995
131.3,prt,1996
130.9,prt,1997
130.6,prt,1998
130.2,prt,1999
129.9,prt,2000
129.5,prt,2001
129.2,prt,2002
128.8,prt,2003
128.5,prt,2004
128.2,prt,2005
127.9,prt,2006
127.6,prt,2007
127.3,prt,2008
127.8,pri,1980
127.6,pri,1981
127.4,pri,1982
127.2,pri,1983
127.0,pri,1984
126.8,pri,1985
126.6,pri,1986
126.4,pri,1987
126.3,pri,1988
126.1,pri,1989
125.9,pri,1990
125.7,pri,1991
125.5,pri,1992
125.3,pri,1993
125.1,pri,1994
124.9,pri,1995
124.6,pri,1996
124.3,pri,1997
124.1,pri,1998
123.8,pri,1999
123.5,pri,2000
123.2,pri,2001
122.9,pri,2002
122.5,pri,2003
122.3,pri,2004
122.0,pri,2005
121.7,pri,2006
121.4,pri,2007
121.1,pri,2008
139.5,qat,1980
138.8,qat,1981
138.2,qat,1982
137.5,qat,1983
136.8,qat,1984
136.1,qat,1985
135.4,qat,1986
134.8,qat,1987
134.2,qat,1988
133.7,qat,1989
133.2,qat,1990
132.7,qat,1991
132.2,qat,1992
131.8,qat,1993
131.4,qat,1994
131.0,qat,1995
130.6,qat,1996
130.2,qat,1997
129.9,qat,1998
129.5,qat,1999
129.2,qat,2000
128.9,qat,2001
128.5,qat,2002
128.2,qat,2003
127.8,qat,2004
127.4,qat,2005
127.1,qat,2006
126.7,qat,2007
126.3,qat,2008
133.7,rou,1980
133.7,rou,1981
133.7,rou,1982
133.7,rou,1983
133.7,rou,1984
133.6,rou,1985
133.4,rou,1986
133.3,rou,1987
133.1,rou,1988
132.8,rou,1989
132.5,rou,1990
132.1,rou,1991
131.7,rou,1992
131.3,rou,1993
131.0,rou,1994
130.7,rou,1995
130.5,rou,1996
130.2,rou,1997
130.0,rou,1998
129.8,rou,1999
129.6,rou,2000
129.5,rou,2001
129.3,rou,2002
129.3,rou,2003
129.2,rou,2004
129.1,rou,2005
129.0,rou,2006
128.9,rou,2007
128.8,rou,2008
133.8,rus,1980
133.8,rus,1981
133.8,rus,1982
133.8,rus,1983
133.7,rus,1984
133.6,rus,1985
133.5,rus,1986
133.3,rus,1987
133.0,rus,1988
132.7,rus,1989
132.3,rus,1990
131.9,rus,1991
131.4,rus,1992
130.9,rus,1993
130.4,rus,1994
129.9,rus,1995
129.5,rus,1996
129.2,rus,1997
128.9,rus,1998
128.6,rus,1999
128.5,rus,2000
128.4,rus,2001
128.4,rus,2002
128.4,rus,2003
128.4,rus,2004
128.4,rus,2005
128.5,rus,2006
128.5,rus,2007
128.5,rus,2008
129.2,rwa,1980
129.4,rwa,1981
129.7,rwa,1982
130.0,rwa,1983
130.1,rwa,1984
130.4,rwa,1985
130.5,rwa,1986
130.6,rwa,1987
130.7,rwa,1988
130.9,rwa,1989
130.9,rwa,1990
130.9,rwa,1991
131.0,rwa,1992
131.1,rwa,1993
130.9,rwa,1994
131.1,rwa,1995
131.2,rwa,1996
131.4,rwa,1997
131.6,rwa,1998
131.9,rwa,1999
132.2,rwa,2000
132.5,rwa,2001
132.9,rwa,2002
133.3,rwa,2003
133.6,rwa,2004
133.9,rwa,2005
134.3,rwa,2006
134.7,rwa,2007
135.1,rwa,2008
128.2,kna,1980
128.2,kna,1981
128.2,kna,1982
128.1,kna,1983
128.1,kna,1984
128.1,kna,1985
128.2,kna,1986
128.2,kna,1987
128.3,kna,1988
128.3,kna,1989
128.3,kna,1990
128.3,kna,1991
128.3,kna,1992
128.3,kna,1993
128.3,kna,1994
128.3,kna,1995
128.3,kna,1996
128.3,kna,1997
128.3,kna,1998
128.3,kna,1999
128.3,kna,2000
128.4,kna,2001
128.4,kna,2002
128.4,kna,2003
128.5,kna,2004
128.7,kna,2005
128.9,kna,2006
129.1,kna,2007
129.3,kna,2008
125.4,lca,1980
125.4,lca,1981
125.4,lca,1982
125.3,lca,1983
125.3,lca,1984
125.3,lca,1985
125.3,lca,1986
125.2,lca,1987
125.3,lca,1988
125.3,lca,1989
125.3,lca,1990
125.3,lca,1991
125.3,lca,1992
125.2,lca,1993
125.1,lca,1994
125.0,lca,1995
125.0,lca,1996
125.0,lca,1997
124.9,lca,1998
124.9,lca,1999
124.8,lca,2000
124.8,lca,2001
124.8,lca,2002
124.7,lca,2003
124.8,lca,2004
124.9,lca,2005
125.0,lca,2006
125.1,lca,2007
125.2,lca,2008
124.4,vct,1980
124.5,vct,1981
124.6,vct,1982
124.7,vct,1983
124.7,vct,1984
124.8,vct,1985
124.9,vct,1986
124.9,vct,1987
125.0,vct,1988
125.0,vct,1989
125.1,vct,1990
125.1,vct,1991
125.0,vct,1992
125.0,vct,1993
124.9,vct,1994
124.9,vct,1995
124.8,vct,1996
124.7,vct,1997
124.7,vct,1998
124.6,vct,1999
124.7,vct,2000
124.7,vct,2001
124.8,vct,2002
124.8,vct,2003
125.0,vct,2004
125.1,vct,2005
125.2,vct,2006
125.3,vct,2007
125.4,vct,2008
122.9,wsm,1980
123.0,wsm,1981
123.0,wsm,1982
123.0,wsm,1983
123.1,wsm,1984
123.1,wsm,1985
123.1,wsm,1986
123.2,wsm,1987
123.3,wsm,1988
123.3,wsm,1989
123.3,wsm,1990
123.2,wsm,1991
123.0,wsm,1992
123.0,wsm,1993
123.0,wsm,1994
123.0,wsm,1995
123.2,wsm,1996
123.4,wsm,1997
123.7,wsm,1998
124.1,wsm,1999
124.4,wsm,2000
124.7,wsm,2001
125.0,wsm,2002
125.2,wsm,2003
125.5,wsm,2004
125.7,wsm,2005
125.9,wsm,2006
126.2,wsm,2007
126.4,wsm,2008
131.5,stp,1980
131.6,stp,1981
131.7,stp,1982
131.7,stp,1983
131.7,stp,1984
131.8,stp,1985
131.8,stp,1986
131.9,stp,1987
131.9,stp,1988
132.0,stp,1989
132.0,stp,1990
132.1,stp,1991
132.3,stp,1992
132.4,stp,1993
132.5,stp,1994
132.6,stp,1995
132.7,stp,1996
133.0,stp,1997
133.2,stp,1998
133.5,stp,1999
133.7,stp,2000
134.0,stp,2001
134.3,stp,2002
134.7,stp,2003
135.0,stp,2004
135.3,stp,2005
135.6,stp,2006
136.0,stp,2007
136.3,stp,2008
135.2,sau,1980
134.9,sau,1981
134.6,sau,1982
134.1,sau,1983
133.6,sau,1984
133.1,sau,1985
132.5,sau,1986
131.9,sau,1987
131.5,sau,1988
131.0,sau,1989
130.6,sau,1990
130.3,sau,1991
130.0,sau,1992
129.7,sau,1993
129.4,sau,1994
129.0,sau,1995
128.7,sau,1996
128.4,sau,1997
128.1,sau,1998
127.8,sau,1999
127.6,sau,2000
127.5,sau,2001
127.4,sau,2002
127.3,sau,2003
127.2,sau,2004
127.1,sau,2005
127.0,sau,2006
126.9,sau,2007
126.8,sau,2008
127.7,sen,1980
127.8,sen,1981
127.9,sen,1982
127.9,sen,1983
128.0,sen,1984
128.1,sen,1985
128.3,sen,1986
128.3,sen,1987
128.4,sen,1988
128.4,sen,1989
128.5,sen,1990
128.5,sen,1991
128.6,sen,1992
128.6,sen,1993
128.7,sen,1994
128.7,sen,1995
128.8,sen,1996
128.8,sen,1997
128.9,sen,1998
129.0,sen,1999
129.1,sen,2000
129.3,sen,2001
129.3,sen,2002
129.5,sen,2003
129.6,sen,2004
129.8,sen,2005
129.9,sen,2006
130.1,sen,2007
130.3,sen,2008
136.6,srb,1980
136.5,srb,1981
136.3,srb,1982
136.1,srb,1983
135.9,srb,1984
135.7,srb,1985
135.5,srb,1986
135.3,srb,1987
135.1,srb,1988
134.9,srb,1989
134.7,srb,1990
134.4,srb,1991
134.0,srb,1992
133.6,srb,1993
133.2,srb,1994
132.8,srb,1995
132.4,srb,1996
132.2,srb,1997
131.9,srb,1998
131.6,srb,1999
131.3,srb,2000
131.1,srb,2001
130.9,srb,2002
130.9,srb,2003
130.8,srb,2004
130.7,srb,2005
130.6,srb,2006
130.5,srb,2007
130.4,srb,2008
130.4,syc,1980
130.4,syc,1981
130.5,syc,1982
130.5,syc,1983
130.5,syc,1984
130.6,syc,1985
130.6,syc,1986
130.6,syc,1987
130.7,syc,1988
130.8,syc,1989
130.8,syc,1990
130.9,syc,1991
130.9,syc,1992
130.9,syc,1993
130.8,syc,1994
130.7,syc,1995
130.6,syc,1996
130.4,syc,1997
130.3,syc,1998
130.1,syc,1999
129.9,syc,2000
129.7,syc,2001
129.5,syc,2002
129.3,syc,2003
129.1,syc,2004
129.0,syc,2005
129.0,syc,2006
128.9,syc,2007
128.8,syc,2008
130.1,sle,1980
130.3,sle,1981
130.6,sle,1982
130.9,sle,1983
131.1,sle,1984
131.3,sle,1985
131.5,sle,1986
131.7,sle,1987
131.9,sle,1988
132.1,sle,1989
132.3,sle,1990
132.4,sle,1991
132.5,sle,1992
132.6,sle,1993
132.7,sle,1994
132.8,sle,1995
132.9,sle,1996
133.0,sle,1997
133.0,sle,1998
133.1,sle,1999
133.1,sle,2000
133.3,sle,2001
133.4,sle,2002
133.6,sle,2003
133.8,sle,2004
134.1,sle,2005
134.3,sle,2006
134.5,sle,2007
134.7,sle,2008
129.7,sgp,1980
129.4,sgp,1981
129.1,sgp,1982
128.8,sgp,1983
128.5,sgp,1984
128.1,sgp,1985
127.8,sgp,1986
127.5,sgp,1987
127.2,sgp,1988
127.0,sgp,1989
126.8,sgp,1990
126.6,sgp,1991
126.4,sgp,1992
126.2,sgp,1993
126.0,sgp,1994
125.8,sgp,1995
125.5,sgp,1996
125.1,sgp,1997
124.8,sgp,1998
124.4,sgp,1999
124.0,sgp,2000
123.6,sgp,2001
123.3,sgp,2002
122.9,sgp,2003
122.5,sgp,2004
122.2,sgp,2005
121.9,sgp,2006
121.5,sgp,2007
121.2,sgp,2008
135.8,svk,1980
135.7,svk,1981
135.5,svk,1982
135.4,svk,1983
135.2,svk,1984
135.0,svk,1985
134.8,svk,1986
134.5,svk,1987
134.3,svk,1988
134.0,svk,1989
133.8,svk,1990
133.4,svk,1991
133.0,svk,1992
132.6,svk,1993
132.2,svk,1994
131.9,svk,1995
131.7,svk,1996
131.4,svk,1997
131.2,svk,1998
131.0,svk,1999
130.8,svk,2000
130.6,svk,2001
130.4,svk,2002
130.3,svk,2003
130.1,svk,2004
130.0,svk,2005
129.8,svk,2006
129.7,svk,2007
129.5,svk,2008
136.5,svn,1980
136.3,svn,1981
136.2,svn,1982
136.0,svn,1983
135.8,svn,1984
135.5,svn,1985
135.3,svn,1986
135.0,svn,1987
134.8,svn,1988
134.5,svn,1989
134.2,svn,1990
133.8,svn,1991
133.5,svn,1992
133.1,svn,1993
132.7,svn,1994
132.4,svn,1995
132.1,svn,1996
131.8,svn,1997
131.6,svn,1998
131.4,svn,1999
131.3,svn,2000
131.1,svn,2001
130.9,svn,2002
130.8,svn,2003
130.7,svn,2004
130.5,svn,2005
130.3,svn,2006
130.1,svn,2007
129.9,svn,2008
118.3,slb,1980
118.5,slb,1981
118.7,slb,1982
118.8,slb,1983
118.9,slb,1984
119.0,slb,1985
119.1,slb,1986
119.3,slb,1987
119.5,slb,1988
119.7,slb,1989
119.9,slb,1990
120.1,slb,1991
120.4,slb,1992
120.7,slb,1993
120.9,slb,1994
121.2,slb,1995
121.5,slb,1996
121.7,slb,1997
121.9,slb,1998
122.1,slb,1999
122.3,slb,2000
122.5,slb,2001
122.7,slb,2002
122.9,slb,2003
123.2,slb,2004
123.4,slb,2005
123.6,slb,2006
123.8,slb,2007
124.0,slb,2008
126.9,som,1980
126.9,som,1981
127.0,som,1982
127.1,som,1983
127.2,som,1984
127.3,som,1985
127.4,som,1986
127.5,som,1987
127.7,som,1988
127.9,som,1989
128.1,som,1990
128.2,som,1991
128.4,som,1992
128.6,som,1993
128.7,som,1994
128.8,som,1995
128.9,som,1996
129.0,som,1997
129.2,som,1998
129.3,som,1999
129.5,som,2000
129.6,som,2001
129.8,som,2002
130.1,som,2003
130.3,som,2004
130.6,som,2005
130.9,som,2006
131.2,som,2007
131.5,som,2008
133.2,zaf,1980
133.2,zaf,1981
133.2,zaf,1982
133.1,zaf,1983
133.1,zaf,1984
133.0,zaf,1985
132.9,zaf,1986
132.8,zaf,1987
132.7,zaf,1988
132.5,zaf,1989
132.3,zaf,1990
132.1,zaf,1991
131.8,zaf,1992
131.5,zaf,1993
131.2,zaf,1994
130.9,zaf,1995
130.6,zaf,1996
130.4,zaf,1997
130.2,zaf,1998
130.1,zaf,1999
130.0,zaf,2000
130.0,zaf,2001
130.1,zaf,2002
130.2,zaf,2003
130.3,zaf,2004
130.5,zaf,2005
130.6,zaf,2006
130.8,zaf,2007
131.0,zaf,2008
133.5,esp,1980
132.8,esp,1981
132.1,esp,1982
131.5,esp,1983
130.8,esp,1984
130.2,esp,1985
129.6,esp,1986
129.1,esp,1987
128.6,esp,1988
128.2,esp,1989
127.9,esp,1990
127.5,esp,1991
127.2,esp,1992
126.8,esp,1993
126.4,esp,1994
126.0,esp,1995
125.6,esp,1996
125.2,esp,1997
124.8,esp,1998
124.5,esp,1999
124.1,esp,2000
123.8,esp,2001
123.5,esp,2002
123.2,esp,2003
123.0,esp,2004
122.7,esp,2005
122.5,esp,2006
122.3,esp,2007
122.0,esp,2008
121.6,lka,1980
121.8,lka,1981
121.9,lka,1982
122.1,lka,1983
122.1,lka,1984
122.2,lka,1985
122.3,lka,1986
122.3,lka,1987
122.4,lka,1988
122.4,lka,1989
122.5,lka,1990
122.6,lka,1991
122.7,lka,1992
122.9,lka,1993
123.1,lka,1994
123.2,lka,1995
123.4,lka,1996
123.6,lka,1997
123.8,lka,1998
123.9,lka,1999
124.1,lka,2000
124.3,lka,2001
124.4,lka,2002
124.5,lka,2003
124.6,lka,2004
124.7,lka,2005
124.8,lka,2006
124.8,lka,2007
124.9,lka,2008
124.5,sdn,1980
124.6,sdn,1981
124.7,sdn,1982
124.8,sdn,1983
124.9,sdn,1984
125.0,sdn,1985
125.1,sdn,1986
125.3,sdn,1987
125.5,sdn,1988
125.7,sdn,1989
125.9,sdn,1990
126.1,sdn,1991
126.3,sdn,1992
126.5,sdn,1993
126.7,sdn,1994
126.9,sdn,1995
127.0,sdn,1996
127.2,sdn,1997
127.3,sdn,1998
127.5,sdn,1999
127.7,sdn,2000
127.9,sdn,2001
128.2,sdn,2002
128.4,sdn,2003
128.7,sdn,2004
128.9,sdn,2005
129.2,sdn,2006
129.5,sdn,2007
129.7,sdn,2008
127.1,sur,1980
127.0,sur,1981
126.9,sur,1982
126.8,sur,1983
126.6,sur,1984
126.5,sur,1985
126.3,sur,1986
126.1,sur,1987
125.9,sur,1988
125.8,sur,1989
125.7,sur,1990
125.6,sur,1991
125.5,sur,1992
125.4,sur,1993
125.3,sur,1994
125.2,sur,1995
125.0,sur,1996
124.9,sur,1997
124.8,sur,1998
124.8,sur,1999
124.7,sur,2000
124.6,sur,2001
124.6,sur,2002
124.5,sur,2003
124.6,sur,2004
124.6,sur,2005
124.6,sur,2006
124.6,sur,2007
124.6,sur,2008
128.8,swz,1980
129.0,swz,1981
129.2,swz,1982
129.3,swz,1983
129.4,swz,1984
129.6,swz,1985
129.8,swz,1986
130.0,swz,1987
130.2,swz,1988
130.4,swz,1989
130.5,swz,1990
130.6,swz,1991
130.6,swz,1992
130.6,swz,1993
130.6,swz,1994
130.5,swz,1995
130.5,swz,1996
130.5,swz,1997
130.4,swz,1998
130.4,swz,1999
130.5,swz,2000
130.6,swz,2001
130.8,swz,2002
130.9,swz,2003
131.1,swz,2004
131.3,swz,2005
131.5,swz,2006
131.7,swz,2007
131.9,swz,2008
132.9,swe,1980
132.4,swe,1981
132.0,swe,1982
131.5,swe,1983
131.0,swe,1984
130.6,swe,1985
130.2,swe,1986
130.0,swe,1987
129.7,swe,1988
129.5,swe,1989
129.3,swe,1990
129.0,swe,1991
128.8,swe,1992
128.5,swe,1993
128.2,swe,1994
127.8,swe,1995
127.4,swe,1996
127.0,swe,1997
126.6,swe,1998
126.2,swe,1999
125.8,swe,2000
125.4,swe,2001
125.1,swe,2002
124.7,swe,2003
124.3,swe,2004
124.0,swe,2005
123.6,swe,2006
123.3,swe,2007
122.9,swe,2008
131.3,che,1980
130.7,che,1981
130.2,che,1982
129.7,che,1983
129.2,che,1984
128.7,che,1985
128.3,che,1986
127.9,che,1987
127.5,che,1988
127.1,che,1989
126.8,che,1990
126.4,che,1991
126.0,che,1992
125.6,che,1993
125.2,che,1994
124.7,che,1995
124.3,che,1996
123.8,che,1997
123.4,che,1998
122.9,che,1999
122.5,che,2000
122.0,che,2001
121.7,che,2002
121.3,che,2003
120.9,che,2004
120.6,che,2005
120.2,che,2006
119.9,che,2007
119.6,che,2008
129.0,syr,1980
129.1,syr,1981
129.1,syr,1982
129.0,syr,1983
128.9,syr,1984
128.9,syr,1985
128.7,syr,1986
128.6,syr,1987
128.5,syr,1988
128.4,syr,1989
128.3,syr,1990
128.2,syr,1991
128.1,syr,1992
128.0,syr,1993
128.0,syr,1994
127.9,syr,1995
127.9,syr,1996
127.8,syr,1997
127.8,syr,1998
127.7,syr,1999
127.7,syr,2000
127.7,syr,2001
127.6,syr,2002
127.6,syr,2003
127.5,syr,2004
127.4,syr,2005
127.3,syr,2006
127.1,syr,2007
127.0,syr,2008
124.1,twn,1980
123.8,twn,1981
123.5,twn,1982
123.2,twn,1983
122.9,twn,1984
122.7,twn,1985
122.4,twn,1986
122.1,twn,1987
121.9,twn,1988
121.7,twn,1989
121.5,twn,1990
121.2,twn,1991
121.0,twn,1992
120.8,twn,1993
120.5,twn,1994
120.3,twn,1995
120.0,twn,1996
119.8,twn,1997
119.5,twn,1998
119.3,twn,1999
119.0,twn,2000
118.8,twn,2001
118.6,twn,2002
118.4,twn,2003
118.3,twn,2004
118.1,twn,2005
118.0,twn,2006
117.8,twn,2007
117.6,twn,2008
130.5,tjk,1980
130.4,tjk,1981
130.4,tjk,1982
130.3,tjk,1983
130.3,tjk,1984
130.2,tjk,1985
130.1,tjk,1986
130.1,tjk,1987
130.0,tjk,1988
130.0,tjk,1989
129.9,tjk,1990
129.9,tjk,1991
129.7,tjk,1992
129.5,tjk,1993
129.2,tjk,1994
129.0,tjk,1995
128.8,tjk,1996
128.7,tjk,1997
128.5,tjk,1998
128.5,tjk,1999
128.5,tjk,2000
128.6,tjk,2001
128.7,tjk,2002
128.9,tjk,2003
129.1,tjk,2004
129.4,tjk,2005
129.6,tjk,2006
129.8,tjk,2007
130.0,tjk,2008
122.6,tza,1980
122.9,tza,1981
123.2,tza,1982
123.5,tza,1983
123.8,tza,1984
124.1,tza,1985
124.3,tza,1986
124.6,tza,1987
124.9,tza,1988
125.3,tza,1989
125.6,tza,1990
125.9,tza,1991
126.1,tza,1992
126.4,tza,1993
126.6,tza,1994
126.7,tza,1995
126.9,tza,1996
127.1,tza,1997
127.3,tza,1998
127.6,tza,1999
127.9,tza,2000
128.2,tza,2001
128.5,tza,2002
128.9,tza,2003
129.3,tza,2004
129.6,tza,2005
130.1,tza,2006
130.5,tza,2007
130.8,tza,2008
118.3,tha,1980
118.5,tha,1981
118.5,tha,1982
118.6,tha,1983
118.7,tha,1984
118.7,tha,1985
118.8,tha,1986
118.9,tha,1987
119.0,tha,1988
119.2,tha,1989
119.3,tha,1990
119.5,tha,1991
119.6,tha,1992
119.8,tha,1993
120.0,tha,1994
120.1,tha,1995
120.2,tha,1996
120.3,tha,1997
120.4,tha,1998
120.4,tha,1999
120.5,tha,2000
120.5,tha,2001
120.5,tha,2002
120.6,tha,2003
120.6,tha,2004
120.6,tha,2005
120.6,tha,2006
120.6,tha,2007
120.5,tha,2008
116.6,tls,1980
116.8,tls,1981
117.0,tls,1982
117.2,tls,1983
117.4,tls,1984
117.5,tls,1985
117.7,tls,1986
117.9,tls,1987
118.1,tls,1988
118.3,tls,1989
118.5,tls,1990
118.8,tls,1991
119.1,tls,1992
119.4,tls,1993
119.7,tls,1994
120.1,tls,1995
120.5,tls,1996
120.8,tls,1997
121.0,tls,1998
121.2,tls,1999
121.4,tls,2000
121.5,tls,2001
121.7,tls,2002
121.9,tls,2003
122.0,tls,2004
122.2,tls,2005
122.4,tls,2006
122.6,tls,2007
122.7,tls,2008
127.5,tgo,1980
127.5,tgo,1981
127.6,tgo,1982
127.6,tgo,1983
127.7,tgo,1984
127.7,tgo,1985
127.8,tgo,1986
127.8,tgo,1987
127.9,tgo,1988
128.0,tgo,1989
128.2,tgo,1990
128.3,tgo,1991
128.4,tgo,1992
128.5,tgo,1993
128.6,tgo,1994
128.7,tgo,1995
128.9,tgo,1996
129.1,tgo,1997
129.2,tgo,1998
129.4,tgo,1999
129.5,tgo,2000
129.7,tgo,2001
129.8,tgo,2002
130.0,tgo,2003
130.2,tgo,2004
130.4,tgo,2005
130.6,tgo,2006
130.8,tgo,2007
131.0,tgo,2008
119.5,ton,1980
119.8,ton,1981
120.1,ton,1982
120.4,ton,1983
120.7,ton,1984
121.0,ton,1985
121.3,ton,1986
121.6,ton,1987
121.9,ton,1988
122.1,ton,1989
122.3,ton,1990
122.5,ton,1991
122.8,ton,1992
123.0,ton,1993
123.1,ton,1994
123.3,ton,1995
123.5,ton,1996
123.7,ton,1997
123.9,ton,1998
124.1,ton,1999
124.3,ton,2000
124.5,ton,2001
124.7,ton,2002
124.9,ton,2003
125.1,ton,2004
125.3,ton,2005
125.4,ton,2006
125.6,ton,2007
125.8,ton,2008
126.1,tto,1980
126.1,tto,1981
126.0,tto,1982
125.9,tto,1983
125.7,tto,1984
125.5,tto,1985
125.3,tto,1986
125.1,tto,1987
124.9,tto,1988
124.7,tto,1989
124.5,tto,1990
124.4,tto,1991
124.3,tto,1992
124.2,tto,1993
124.2,tto,1994
124.2,tto,1995
124.1,tto,1996
124.1,tto,1997
124.1,tto,1998
124.2,tto,1999
124.2,tto,2000
124.3,tto,2001
124.4,tto,2002
124.5,tto,2003
124.6,tto,2004
124.7,tto,2005
124.8,tto,2006
124.9,tto,2007
125.0,tto,2008
130.0,tun,1980
130.1,tun,1981
130.2,tun,1982
130.2,tun,1983
130.3,tun,1984
130.3,tun,1985
130.4,tun,1986
130.4,tun,1987
130.4,tun,1988
130.3,tun,1989
130.4,tun,1990
130.4,tun,1991
130.4,tun,1992
130.4,tun,1993
130.3,tun,1994
130.2,tun,1995
130.2,tun,1996
130.1,tun,1997
130.0,tun,1998
130.0,tun,1999
129.9,tun,2000
129.7,tun,2001
129.6,tun,2002
129.4,tun,2003
129.3,tun,2004
129.1,tun,2005
129.0,tun,2006
128.8,tun,2007
128.6,tun,2008
127.1,tur,1980
127.1,tur,1981
127.2,tur,1982
127.3,tur,1983
127.3,tur,1984
127.4,tur,1985
127.5,tur,1986
127.6,tur,1987
127.8,tur,1988
127.9,tur,1989
128.0,tur,1990
128.1,tur,1991
128.1,tur,1992
128.1,tur,1993
127.9,tur,1994
127.8,tur,1995
127.6,tur,1996
127.5,tur,1997
127.2,tur,1998
126.9,tur,1999
126.7,tur,2000
126.4,tur,2001
126.1,tur,2002
125.7,tur,2003
125.4,tur,2004
125.1,tur,2005
124.8,tur,2006
124.4,tur,2007
124.1,tur,2008
132.2,tkm,1980
132.0,tkm,1981
131.9,tkm,1982
131.8,tkm,1983
131.6,tkm,1984
131.5,tkm,1985
131.3,tkm,1986
131.2,tkm,1987
131.1,tkm,1988
130.9,tkm,1989
130.8,tkm,1990
130.6,tkm,1991
130.4,tkm,1992
130.2,tkm,1993
129.9,tkm,1994
129.7,tkm,1995
129.5,tkm,1996
129.3,tkm,1997
129.1,tkm,1998
129.1,tkm,1999
129.0,tkm,2000
129.0,tkm,2001
129.0,tkm,2002
129.0,tkm,2003
129.0,tkm,2004
129.1,tkm,2005
129.1,tkm,2006
129.1,tkm,2007
129.2,tkm,2008
126.3,uga,1980
126.5,uga,1981
126.7,uga,1982
127.1,uga,1983
127.3,uga,1984
127.6,uga,1985
127.8,uga,1986
128.1,uga,1987
128.5,uga,1988
128.8,uga,1989
129.2,uga,1990
129.5,uga,1991
129.8,uga,1992
130.1,uga,1993
130.4,uga,1994
130.7,uga,1995
130.9,uga,1996
131.2,uga,1997
131.5,uga,1998
131.7,uga,1999
132.0,uga,2000
132.4,uga,2001
132.7,uga,2002
133.1,uga,2003
133.4,uga,2004
133.7,uga,2005
134.0,uga,2006
134.2,uga,2007
134.5,uga,2008
136.1,ukr,1980
136.0,ukr,1981
135.8,ukr,1982
135.7,ukr,1983
135.5,ukr,1984
135.4,ukr,1985
135.2,ukr,1986
135.0,ukr,1987
134.8,ukr,1988
134.6,ukr,1989
134.4,ukr,1990
134.1,ukr,1991
133.8,ukr,1992
133.5,ukr,1993
133.1,ukr,1994
132.6,ukr,1995
132.3,ukr,1996
131.9,ukr,1997
131.7,ukr,1998
131.4,ukr,1999
131.3,ukr,2000
131.3,ukr,2001
131.3,ukr,2002
131.3,ukr,2003
131.4,ukr,2004
131.4,ukr,2005
131.5,ukr,2006
131.5,ukr,2007
131.5,ukr,2008
134.5,are,1980
134.2,are,1981
133.6,are,1982
133.0,are,1983
132.5,are,1984
131.9,are,1985
131.3,are,1986
130.7,are,1987
129.9,are,1988
129.4,are,1989
128.8,are,1990
128.2,are,1991
127.8,are,1992
127.3,are,1993
126.8,are,1994
126.3,are,1995
125.8,are,1996
125.3,are,1997
124.8,are,1998
124.4,are,1999
124.0,are,2000
123.6,are,2001
123.3,are,2002
123.0,are,2003
122.7,are,2004
122.4,are,2005
122.2,are,2006
122.0,are,2007
121.7,are,2008
131.0,gbr,1980
131.0,gbr,1981
131.0,gbr,1982
130.9,gbr,1983
130.9,gbr,1984
131.0,gbr,1985
131.1,gbr,1986
131.2,gbr,1987
131.3,gbr,1988
131.5,gbr,1989
131.6,gbr,1990
131.6,gbr,1991
131.6,gbr,1992
131.5,gbr,1993
131.4,gbr,1994
131.1,gbr,1995
130.8,gbr,1996
130.4,gbr,1997
129.9,gbr,1998
129.4,gbr,1999
128.9,gbr,2000
128.4,gbr,2001
127.8,gbr,2002
127.2,gbr,2003
126.6,gbr,2004
