alternative_gdp_per_capita_ppp_wb,geo,time
21870.0,cyp,1999
22730.0,cyp,2000
23390.0,cyp,2001
23590.0,cyp,2002
23630.0,cyp,2003
24060.0,cyp,2004
24410.0,cyp,2005
24930.0,cyp,2006
25830.0,cyp,2007
26460.0,cyp,2008
25790.0,cyp,2009
25960.0,cyp,2010
26050.0,cyp,2011
16520.0,cze,1990
14630.0,cze,1991
14540.0,cze,1992
14540.0,cze,1993
14850.0,cze,1994
15750.0,cze,1995
16480.0,cze,1996
16360.0,cze,1997
16330.0,cze,1998
16630.0,cze,1999
17340.0,cze,2000
17940.0,cze,2001
18380.0,cze,2002
19070.0,cze,2003
19960.0,cze,2004
21260.0,cze,2005
22680.0,cze,2006
23830.0,cze,2007
24360.0,cze,2008
23080.0,cze,2009
23640.0,cze,2010
23970.0,cze,2011
20790.0,dnk,1980
20610.0,dnk,1981
21390.0,dnk,1982
21970.0,dnk,1983
22900.0,dnk,1984
23810.0,dnk,1985
24960.0,dnk,1986
25000.0,dnk,1987
24950.0,dnk,1988
25080.0,dnk,1989
25440.0,dnk,1990
25710.0,dnk,1991
26130.0,dnk,1992
26020.0,dnk,1993
27360.0,dnk,1994
28050.0,dnk,1995
28690.0,dnk,1996
29480.0,dnk,1997
30010.0,dnk,1998
30680.0,dnk,1999
31650.0,dnk,2000
31760.0,dnk,2001
31810.0,dnk,2002
31840.0,dnk,2003
32490.0,dnk,2004
33190.0,dnk,2005
34210.0,dnk,2006
34600.0,dnk,2007
34120.0,dnk,2008
31960.0,dnk,2009
32230.0,dnk,2010
32400.0,dnk,2011
2736.0,dji,1990
2532.0,dji,1991
2477.0,dji,1992
2278.0,dji,1993
2221.0,dji,1994
2098.0,dji,1995
1956.0,dji,1996
1879.0,dji,1997
1818.0,dji,1998
1798.0,dji,1999
1756.0,dji,2000
1749.0,dji,2001
1758.0,dji,2002
1781.0,dji,2003
1817.0,dji,2004
1840.0,dji,2005
1893.0,dji,2006
1952.0,dji,2007
2026.0,dji,2008
2087.0,dji,2009
4002.0,dma,1980
4482.0,dma,1981
4681.0,dma,1982
4834.0,dma,1983
5133.0,dma,1984
5239.0,dma,1985
5657.0,dma,1986
6138.0,dma,1987
6721.0,dma,1988
6752.0,dma,1989
7138.0,dma,1990
7190.0,dma,1991
7325.0,dma,1992
7425.0,dma,1993
7513.0,dma,1994
7660.0,dma,1995
7883.0,dma,1996
8038.0,dma,1997
8490.0,dma,1998
8598.0,dma,1999
8444.0,dma,2000
8456.0,dma,2001
8321.0,dma,2002
8965.0,dma,2003
9277.0,dma,2004
9259.0,dma,2005
9721.0,dma,2006
10140.0,dma,2007
10970.0,dma,2008
10930.0,dma,2009
10990.0,dma,2010
11120.0,dma,2011
3766.0,dom,1980
3838.0,dom,1981
3815.0,dom,1982
3903.0,dom,1983
3865.0,dom,1984
3702.0,dom,1985
3750.0,dom,1986
4043.0,dom,1987
4045.0,dom,1988
4137.0,dom,1989
3833.0,dom,1990
3793.0,dom,1991
4110.0,dom,1992
4323.0,dom,1993
4341.0,dom,1994
4497.0,dom,1995
4735.0,dom,1996
5030.0,dom,1997
5296.0,dom,1998
5562.0,dom,1999
5785.0,dom,2000
5799.0,dom,2001
6042.0,dom,2002
5936.0,dom,2003
5925.0,dom,2004
6380.0,dom,2005
6961.0,dom,2006
7445.0,dom,2007
7728.0,dom,2008
7887.0,dom,2009
8387.0,dom,2010
8651.0,dom,2011
5699.0,ecu,1980
5731.0,ecu,1981
5547.0,ecu,1982
5264.0,ecu,1983
5324.0,ecu,1984
5340.0,ecu,1985
5419.0,ecu,1986
5172.0,ecu,1987
5471.0,ecu,1988
5395.0,ecu,1989
5414.0,ecu,1990
5569.0,ecu,1991
5531.0,ecu,1992
5432.0,ecu,1993
5575.0,ecu,1994
5568.0,ecu,1995
5603.0,ecu,1996
5736.0,ecu,1997
5766.0,ecu,1998
5319.0,ecu,1999
5381.0,ecu,2000
5575.0,ecu,2001
5761.0,ecu,2002
5849.0,ecu,2003
6258.0,ecu,2004
6510.0,ecu,2005
6713.0,ecu,2006
6746.0,ecu,2007
7128.0,ecu,2008
7051.0,ecu,2009
7201.0,ecu,2010
7443.0,ecu,2011
2404.0,egy,1980
2436.0,egy,1981
2614.0,egy,1982
2741.0,egy,1983
2839.0,egy,1984
2954.0,egy,1985
2960.0,egy,1986
2962.0,egy,1987
3047.0,egy,1988
3127.0,egy,1989
3237.0,egy,1990
3210.0,egy,1991
3292.0,egy,1992
3330.0,egy,1993
3405.0,egy,1994
3504.0,egy,1995
3617.0,egy,1996
3752.0,egy,1997
3837.0,egy,1998
4001.0,egy,1999
4141.0,egy,2000
4211.0,egy,2001
4231.0,egy,2002
4286.0,egy,2003
4379.0,egy,2004
4491.0,egy,2005
4711.0,egy,2006
4955.0,egy,2007
5216.0,egy,2008
5365.0,egy,2009
5544.0,egy,2010
5547.0,egy,2011
4372.0,slv,1980
3854.0,slv,1981
3559.0,slv,1982
3564.0,slv,1983
3564.0,slv,1984
3539.0,slv,1985
3501.0,slv,1986
3544.0,slv,1987
3565.0,slv,1988
3552.0,slv,1989
3672.0,slv,1990
3747.0,slv,1991
3967.0,slv,1992
4194.0,slv,1993
4385.0,slv,1994
4609.0,slv,1995
4641.0,slv,1996
4798.0,slv,1997
4945.0,slv,1998
5087.0,slv,1999
5171.0,slv,2000
5237.0,slv,2001
5339.0,slv,2002
5444.0,slv,2003
5526.0,slv,2004
5702.0,slv,2005
5902.0,slv,2006
6102.0,slv,2007
6151.0,slv,2008
5928.0,slv,2009
5978.0,slv,2010
6032.0,slv,2011
2239.0,gnq,1985
2083.0,gnq,1986
2095.0,gnq,1987
2084.0,gnq,1988
1998.0,gnq,1989
1999.0,gnq,1990
1912.0,gnq,1991
2046.0,gnq,1992
2102.0,gnq,1993
2135.0,gnq,1994
2360.0,gnq,1995
2949.0,gnq,1996
4886.0,gnq,1997
5767.0,gnq,1998
7899.0,gnq,1999
8682.0,gnq,2000
13620.0,gnq,2001
15760.0,gnq,2002
17410.0,gnq,2003
23300.0,gnq,2004
24810.0,gnq,2005
24400.0,gnq,2006
28800.0,gnq,2007
30990.0,gnq,2008
31860.0,gnq,2009
30750.0,gnq,2010
32030.0,gnq,2011
450.1,eri,1992
511.3,eri,1993
618.7,eri,1994
631.1,eri,1995
678.9,eri,1996
716.7,eri,1997
709.6,eri,1998
687.4,eri,1999
576.4,eri,2000
672.3,eri,2001
664.3,eri,2002
619.9,eri,2003
603.8,eri,2004
596.1,eri,2005
570.1,eri,2006
559.8,eri,2007
489.8,eri,2008
493.8,eri,2009
489.7,eri,2010
516.5,eri,2011
7938.0,est,1995
8531.0,est,1996
9641.0,est,1997
10400.0,est,1998
10450.0,est,1999
11510.0,est,2000
12280.0,est,2001
13140.0,est,2002
14220.0,est,2003
15170.0,est,2004
16550.0,est,2005
18250.0,est,2006
19650.0,est,2007
18940.0,est,2008
16250.0,est,2009
16610.0,est,2010
17890.0,est,2011
599.7,eth,1981
588.4,eth,1982
617.3,eth,1983
580.6,eth,1984
499.5,eth,1985
530.4,eth,1986
584.8,eth,1987
569.1,eth,1988
548.8,eth,1989
545.2,eth,1990
489.5,eth,1991
432.0,eth,1992
472.6,eth,1993
472.0,eth,1994
485.5,eth,1995
529.7,eth,1996
530.9,eth,1997
498.6,eth,1998
510.4,eth,1999
527.3,eth,2000
556.4,eth,2001
550.7,eth,2002
525.5,eth,2003
582.5,eth,2004
636.1,eth,2005
688.9,eth,2006
750.8,eth,2007
813.7,eth,2008
866.4,eth,2009
932.2,eth,2010
979.2,eth,2011
3434.0,fji,1980
3564.0,fji,1981
3264.0,fji,1982
3056.0,fji,1983
3242.0,fji,1984
3043.0,fji,1985
3248.0,fji,1986
3020.0,fji,1987
3044.0,fji,1988
3263.0,fji,1989
3434.0,fji,1990
3310.0,fji,1991
3469.0,fji,1992
3493.0,fji,1993
3619.0,fji,1994
3662.0,fji,1995
3794.0,fji,1996
3671.0,fji,1997
3684.0,fji,1998
3977.0,fji,1999
3886.0,fji,2000
3949.0,fji,2001
4068.0,fji,2002
4103.0,fji,2003
4311.0,fji,2004
4323.0,fji,2005
4374.0,fji,2006
4299.0,fji,2007
4300.0,fji,2008
4202.0,fji,2009
4154.0,fji,2010
4199.0,fji,2011
17860.0,fin,1980
18010.0,fin,1981
18460.0,fin,1982
18900.0,fin,1983
19380.0,fin,1984
19940.0,fin,1985
20400.0,fin,1986
21050.0,fin,1987
22090.0,fin,1988
23130.0,fin,1989
23140.0,fin,1990
21630.0,fin,1991
20760.0,fin,1992
20500.0,fin,1993
21150.0,fin,1994
21910.0,fin,1995
22610.0,fin,1996
23950.0,fin,1997
25090.0,fin,1998
26010.0,fin,1999
27330.0,fin,2000
27890.0,fin,2001
28340.0,fin,2002
28840.0,fin,2003
29940.0,fin,2004
30710.0,fin,2005
31940.0,fin,2006
33500.0,fin,2007
33440.0,fin,2008
30500.0,fin,2009
31500.0,fin,2010
32250.0,fin,2011
20260.0,fra,1980
20360.0,fra,1981
20740.0,fra,1982
20880.0,fra,1983
21070.0,fra,1984
21290.0,fra,1985
21650.0,fra,1986
22040.0,fra,1987
22940.0,fra,1988
23770.0,fra,1989
24270.0,fra,1990
24400.0,fra,1991
24650.0,fra,1992
24390.0,fra,1993
24830.0,fra,1994
25230.0,fra,1995
25400.0,fra,1996
25850.0,fra,1997
26610.0,fra,1998
27400.0,fra,1999
28210.0,fra,2000
28520.0,fra,2001
28580.0,fra,2002
28630.0,fra,2003
29140.0,fra,2004
29450.0,fra,2005
29970.0,fra,2006
30470.0,fra,2007
30270.0,fra,2008
29160.0,fra,2009
29480.0,fra,2010
29820.0,fra,2011
17010.0,gab,1980
17360.0,gab,1981
16330.0,gab,1982
16730.0,gab,1983
17440.0,gab,1984
16520.0,gab,1985
15880.0,gab,1986
12760.0,gab,1987
13950.0,gab,1988
14670.0,gab,1989
14940.0,gab,1990
15350.0,gab,1991
14400.0,gab,1992
14500.0,gab,1993
14580.0,gab,1994
14860.0,gab,1995
14970.0,gab,1996
15420.0,gab,1997
15550.0,gab,1998
13820.0,gab,1999
13250.0,gab,2000
13230.0,gab,2001
12920.0,gab,2002
12970.0,gab,2003
12880.0,gab,2004
13010.0,gab,2005
12920.0,gab,2006
13380.0,gab,2007
13440.0,gab,2008
13010.0,gab,2009
13610.0,gab,2010
14000.0,gab,2011
1649.0,gmb,1980
1644.0,gmb,1981
1571.0,gmb,1982
1675.0,gmb,1983
1663.0,gmb,1984
1578.0,gmb,1985
1567.0,gmb,1986
1529.0,gmb,1987
1523.0,gmb,1988
1542.0,gmb,1989
1533.0,gmb,1990
1526.0,gmb,1991
1528.0,gmb,1992
1528.0,gmb,1993
1488.0,gmb,1994
1459.0,gmb,1995
1451.0,gmb,1996
1480.0,gmb,1997
1489.0,gmb,1998
1540.0,gmb,1999
1579.0,gmb,2000
1622.0,gmb,2001
1523.0,gmb,2002
1580.0,gmb,2003
1642.0,gmb,2004
1599.0,gmb,2005
1606.0,gmb,2006
1655.0,gmb,2007
1711.0,gmb,2008
1776.0,gmb,2009
1833.0,gmb,2010
1873.0,gmb,2011
6859.0,geo,1980
7161.0,geo,1981
7243.0,geo,1982
7488.0,geo,1983
7827.0,geo,1984
8143.0,geo,1985
7411.0,geo,1986
7444.0,geo,1987
7780.0,geo,1988
7201.0,geo,1989
6138.0,geo,1990
4809.0,geo,1991
2629.0,geo,1992
1845.0,geo,1993
1670.0,geo,1994
1759.0,geo,1995
2006.0,geo,1996
2259.0,geo,1997
2352.0,geo,1998
2438.0,geo,1999
2502.0,geo,2000
2642.0,geo,2001
2805.0,geo,2002
3135.0,geo,2003
3327.0,geo,2004
3611.0,geo,2005
3916.0,geo,2006
4409.0,geo,2007
4516.0,geo,2008
4319.0,geo,2009
4546.0,geo,2010
4826.0,geo,2011
20860.0,deu,1980
20940.0,deu,1981
20880.0,deu,1982
21260.0,deu,1983
21940.0,deu,1984
22500.0,deu,1985
23000.0,deu,1986
23290.0,deu,1987
24060.0,deu,1988
24800.0,deu,1989
25880.0,deu,1990
27010.0,deu,1991
27310.0,deu,1992
26860.0,deu,1993
27430.0,deu,1994
27810.0,deu,1995
27950.0,deu,1996
28390.0,deu,1997
28920.0,deu,1998
29440.0,deu,1999
30300.0,deu,2000
30700.0,deu,2001
30660.0,deu,2002
30520.0,deu,2003
30890.0,deu,2004
31110.0,deu,2005
32300.0,deu,2006
33400.0,deu,2007
33830.0,deu,2008
32180.0,deu,2009
33410.0,deu,2010
34440.0,deu,2011
992.8,gha,1980
930.4,gha,1981
837.8,gha,1982
772.0,gha,1983
810.3,gha,1984
824.5,gha,1985
841.8,gha,1986
857.8,gha,1987
882.0,gha,1988
902.3,gha,1989
907.1,gha,1990
928.5,gha,1991
937.4,gha,1992
955.4,gha,1993
960.2,gha,1994
973.7,gha,1995
993.2,gha,1996
1010.0,gha,1997
1033.0,gha,1998
1053.0,gha,1999
1067.0,gha,2000
1083.0,gha,2001
1105.0,gha,2002
1134.0,gha,2003
1169.0,gha,2004
1208.0,gha,2005
1255.0,gha,2006
1304.0,gha,2007
1380.0,gha,2008
1401.0,gha,2009
1478.0,gha,2010
1652.0,gha,2011
17040.0,grc,1980
16630.0,grc,1981
16340.0,grc,1982
16070.0,grc,1983
16310.0,grc,1984
16660.0,grc,1985
16690.0,grc,1986
16250.0,grc,1987
16890.0,grc,1988
17440.0,grc,1989
17330.0,grc,1990
17690.0,grc,1991
17620.0,grc,1992
17180.0,grc,1993
17380.0,grc,1994
17600.0,grc,1995
17890.0,grc,1996
18430.0,grc,1997
18950.0,grc,1998
19510.0,grc,1999
20320.0,grc,2000
21110.0,grc,2001
21760.0,grc,2002
22980.0,grc,2003
23900.0,grc,2004
24350.0,grc,2005
25600.0,grc,2006
26260.0,grc,2007
26110.0,grc,2008
25160.0,grc,2009
24210.0,grc,2010
22560.0,grc,2011
4034.0,grd,1980
3998.0,grd,1981
4082.0,grd,1982
4075.0,grd,1983
4163.0,grd,1984
4433.0,grd,1985
4788.0,grd,1986
5363.0,grd,1987
5621.0,grd,1988
6036.0,grd,1989
6388.0,grd,1990
6524.0,grd,1991
6454.0,grd,1992
6214.0,grd,1993
6314.0,grd,1994
6417.0,grd,1995
6641.0,grd,1996
6925.0,grd,1997
7365.0,grd,1998
8096.0,grd,1999
9102.0,grd,2000
8728.0,grd,2001
8895.0,grd,2002
9624.0,grd,2003
8978.0,grd,2004
10030.0,grd,2005
9809.0,grd,2006
10390.0,grd,2007
10530.0,grd,2008
9897.0,grd,2009
9735.0,grd,2010
9806.0,grd,2011
3873.0,gtm,1980
3803.0,gtm,1981
3579.0,gtm,1982
3402.0,gtm,1983
3336.0,gtm,1984
3237.0,gtm,1985
3167.0,gtm,1986
3204.0,gtm,1987
3254.0,gtm,1988
3306.0,gtm,1989
3332.0,gtm,1990
3375.0,gtm,1991
3457.0,gtm,1992
3510.0,gtm,1993
3568.0,gtm,1994
3660.0,gtm,1995
3683.0,gtm,1996
3758.0,gtm,1997
3857.0,gtm,1998
3913.0,gtm,1999
3960.0,gtm,2000
3955.0,gtm,2001
4008.0,gtm,2002
4008.0,gtm,2003
4032.0,gtm,2004
4062.0,gtm,2005
4176.0,gtm,2006
4331.0,gtm,2007
4365.0,gtm,2008
4281.0,gtm,2009
4297.0,gtm,2010
4351.0,gtm,2011
617.4,gin,1986
622.5,gin,1987
643.7,gin,1988
646.2,gin,1989
644.5,gin,1990
626.1,gin,1991
608.3,gin,1992
601.3,gin,1993
592.6,gin,1994
594.0,gin,1995
605.8,gin,1996
620.0,gin,1997
639.5,gin,1998
660.1,gin,1999
663.0,gin,2000
671.8,gin,2001
686.4,gin,2002
712.1,gin,2003
716.8,gin,2004
970.9,gin,2005
977.8,gin,2006
976.7,gin,2007
1005.0,gin,2008
981.5,gin,2009
978.4,gin,2010
989.7,gin,2011
905.4,gnb,1980
1043.0,gnb,1981
1064.0,gnb,1982
1010.0,gnb,1983
1083.0,gnb,1984
1108.0,gnb,1985
1079.0,gnb,1986
1089.0,gnb,1987
1117.0,gnb,1988
1161.0,gnb,1989
1208.0,gnb,1990
1244.0,gnb,1991
1232.0,gnb,1992
1233.0,gnb,1993
1246.0,gnb,1994
1275.0,gnb,1995
1395.0,gnb,1996
1457.0,gnb,1997
1028.0,gnb,1998
1087.0,gnb,1999
1146.0,gnb,2000
1126.0,gnb,2001
1026.0,gnb,2002
1000.0,gnb,2003
1002.0,gnb,2004
1017.0,gnb,2005
1018.0,gnb,2006
1029.0,gnb,2007
1041.0,gnb,2008
1050.0,gnb,2009
1064.0,gnb,2010
1097.0,gnb,2011
2059.0,guy,1980
2093.0,guy,1981
1826.0,guy,1982
1716.0,guy,1983
1644.0,guy,1984
1699.0,guy,1985
1699.0,guy,1986
1729.0,guy,1987
1678.0,guy,1988
1606.0,guy,1989
1564.0,guy,1990
1661.0,guy,1991
1790.0,guy,1992
1934.0,guy,1993
2094.0,guy,1994
2194.0,guy,1995
2364.0,guy,1996
2508.0,guy,1997
2463.0,guy,1998
2533.0,guy,1999
2492.0,guy,2000
2541.0,guy,2001
2558.0,guy,2002
2522.0,guy,2003
2596.0,guy,2004
2536.0,guy,2005
2659.0,guy,2006
2839.0,guy,2007
2889.0,guy,2008
2980.0,guy,2009
3104.0,guy,2010
1377.0,hti,1991
1278.0,hti,1992
1185.0,hti,1993
1023.0,hti,1994
1102.0,hti,1995
1126.0,hti,1996
1134.0,hti,1997
1137.0,hti,1998
1147.0,hti,1999
1137.0,hti,2000
1106.0,hti,2001
1086.0,hti,2002
1073.0,hti,2003
1020.0,hti,2004
1023.0,hti,2005
1032.0,hti,2006
1052.0,hti,2007
1047.0,hti,2008
1063.0,hti,2009
992.4,hti,2010
1034.0,hti,2011
2820.0,hnd,1980
2803.0,hnd,1981
2680.0,hnd,1982
2576.0,hnd,1983
2608.0,hnd,1984
2636.0,hnd,1985
2577.0,hnd,1986
2653.0,hnd,1987
2695.0,hnd,1988
2732.0,hnd,1989
2658.0,hnd,1990
2669.0,hnd,1991
2744.0,hnd,1992
2839.0,hnd,1993
2731.0,hnd,1994
2774.0,hnd,1995
2807.0,hnd,1996
2882.0,hnd,1997
2903.0,hnd,1998
2788.0,hnd,1999
2888.0,hnd,2000
2906.0,hnd,2001
2955.0,hnd,2002
3027.0,hnd,2003
3152.0,hnd,2004
3277.0,hnd,2005
3423.0,hnd,2006
3563.0,hnd,2007
3641.0,hnd,2008
3493.0,hnd,2009
3519.0,hnd,2010
3566.0,hnd,2011
13950.0,hkg,1980
14890.0,hkg,1981
15090.0,hkg,1982
15750.0,hkg,1983
17140.0,hkg,1984
17070.0,hkg,1985
18730.0,hkg,1986
20990.0,hkg,1987
22620.0,hkg,1988
22880.0,hkg,1989
23700.0,hkg,1990
24840.0,hkg,1991
26130.0,hkg,1992
27240.0,hkg,1993
28240.0,hkg,1994
28320.0,hkg,1995
28220.0,hkg,1996
29400.0,hkg,1997
27400.0,hkg,1998
27840.0,hkg,1999
29790.0,hkg,2000
29710.0,hkg,2001
30130.0,hkg,2002
31090.0,hkg,2003
33460.0,hkg,2004
35680.0,hkg,2005
37940.0,hkg,2006
39960.0,hkg,2007
40580.0,hkg,2008
39350.0,hkg,2009
41710.0,hkg,2010
43840.0,hkg,2011
11350.0,hun,1980
11670.0,hun,1981
12010.0,hun,1982
12110.0,hun,1983
12460.0,hun,1984
12450.0,hun,1985
12670.0,hun,1986
13200.0,hun,1987
13210.0,hun,1988
13460.0,hun,1989
13120.0,hun,1990
11560.0,hun,1991
11210.0,hun,1992
11160.0,hun,1993
11500.0,hun,1994
11690.0,hun,1995
11730.0,hun,1996
12120.0,hun,1997
12640.0,hun,1998
13090.0,hun,1999
13670.0,hun,2000
14210.0,hun,2001
14900.0,hun,2002
15510.0,hun,2003
16290.0,hun,2004
16970.0,hun,2005
17660.0,hun,2006
17710.0,hun,2007
17900.0,hun,2008
16710.0,hun,2009
16960.0,hun,2010
17300.0,hun,2011
21850.0,isl,1980
22520.0,isl,1981
22700.0,isl,1982
21920.0,isl,1983
22580.0,isl,1984
23140.0,isl,1985
24420.0,isl,1986
26210.0,isl,1987
25780.0,isl,1988
25530.0,isl,1989
25630.0,isl,1990
25280.0,isl,1991
24120.0,isl,1992
24190.0,isl,1993
24850.0,isl,1994
24740.0,isl,1995
25780.0,isl,1996
26830.0,isl,1997
28220.0,isl,1998
29020.0,isl,1999
29870.0,isl,2000
30630.0,isl,2001
30400.0,isl,2002
30920.0,isl,2003
33060.0,isl,2004
34890.0,isl,2005
35680.0,isl,2006
36880.0,isl,2007
36660.0,isl,2008
34040.0,isl,2009
32720.0,isl,2010
33620.0,isl,2011
879.4,ind,1980
910.8,ind,1981
921.1,ind,1982
966.0,ind,1983
980.5,ind,1984
1009.0,ind,1985
1034.0,ind,1986
1052.0,ind,1987
1129.0,ind,1988
1171.0,ind,1989
1210.0,ind,1990
1198.0,ind,1991
1238.0,ind,1992
1272.0,ind,1993
1330.0,ind,1994
1404.0,ind,1995
1482.0,ind,1996
1515.0,ind,1997
1580.0,ind,1998
1684.0,ind,1999
1722.0,ind,2000
1778.0,ind,2001
1818.0,ind,2002
1932.0,ind,2003
2052.0,ind,2004
2209.0,ind,2005
2378.0,ind,2006
2573.0,ind,2007
2635.0,ind,2008
2813.0,ind,2009
3039.0,ind,2010
3203.0,ind,2011
1323.0,idn,1980
1399.0,idn,1981
1383.0,idn,1982
1467.0,idn,1983
1539.0,idn,1984
1561.0,idn,1985
1621.0,idn,1986
1675.0,idn,1987
1749.0,idn,1988
1875.0,idn,1989
2008.0,idn,1990
2151.0,idn,1991
2270.0,idn,1992
2396.0,idn,1993
2538.0,idn,1994
2711.0,idn,1995
2877.0,idn,1996
2971.0,idn,1997
2547.0,idn,1998
2533.0,idn,1999
2623.0,idn,2000
2683.0,idn,2001
2768.0,idn,2002
2863.0,idn,2003
2970.0,idn,2004
3102.0,idn,2005
3236.0,idn,2006
3403.0,idn,2007
3570.0,idn,2008
3696.0,idn,2009
3885.0,idn,2010
4094.0,idn,2011
7188.0,irn,1980
6570.0,irn,1981
7149.0,irn,1982
7752.0,irn,1983
7347.0,irn,1984
7224.0,irn,1985
6322.0,irn,1986
6010.0,irn,1987
5440.0,irn,1988
5600.0,irn,1989
6201.0,irn,1990
6832.0,irn,1991
6998.0,irn,1992
6784.0,irn,1993
6661.0,irn,1994
6729.0,irn,1995
7081.0,irn,1996
7186.0,irn,1997
7245.0,irn,1998
7254.0,irn,1999
7503.0,irn,2000
7664.0,irn,2001
8130.0,irn,2002
8600.0,irn,2003
8928.0,irn,2004
9228.0,irn,2005
9654.0,irn,2006
10290.0,irn,2007
10400.0,irn,2008
10460.0,irn,2009
3138.0,irq,1997
4105.0,irq,1998
4970.0,irq,1999
4615.0,irq,2000
4202.0,irq,2001
3778.0,irq,2002
2162.0,irq,2003
3088.0,irq,2004
2990.0,irq,2005
3082.0,irq,2006
3036.0,irq,2007
3227.0,irq,2008
3264.0,irq,2009
3195.0,irq,2010
3412.0,irq,2011
33420.0,irl,2000
34470.0,irl,2001
35890.0,irl,2002
36780.0,irl,2003
37740.0,irl,2004
38900.0,irl,2005
40000.0,irl,2006
41140.0,irl,2007
39290.0,irl,2008
36270.0,irl,2009
35990.0,irl,2010
35640.0,irl,2011
15030.0,isr,1980
15490.0,isr,1981
15480.0,isr,1982
15730.0,isr,1983
15670.0,isr,1984
15920.0,isr,1985
16430.0,isr,1986
17330.0,isr,1987
17390.0,isr,1988
17250.0,isr,1989
17860.0,isr,1990
18120.0,isr,1991
18480.0,isr,1992
19000.0,isr,1993
19800.0,isr,1994
20540.0,isr,1995
21100.0,isr,1996
21280.0,isr,1997
21650.0,isr,1998
21820.0,isr,1999
23210.0,isr,2000
22620.0,isr,2001
22040.0,isr,2002
21980.0,isr,2003
22640.0,isr,2004
23340.0,isr,2005
24210.0,isr,2006
25100.0,isr,2007
25650.0,isr,2008
25250.0,isr,2009
25990.0,isr,2010
26720.0,isr,2011
18810.0,ita,1980
18950.0,ita,1981
19010.0,ita,1982
19230.0,ita,1983
19850.0,ita,1984
20400.0,ita,1985
20980.0,ita,1986
21650.0,ita,1987
22540.0,ita,1988
23290.0,ita,1989
23750.0,ita,1990
24090.0,ita,1991
24260.0,ita,1992
24040.0,ita,1993
24550.0,ita,1994
25260.0,ita,1995
25540.0,ita,1996
26000.0,ita,1997
26370.0,ita,1998
26750.0,ita,1999
27720.0,ita,2000
28220.0,ita,2001
28250.0,ita,2002
28020.0,ita,2003
28230.0,ita,2004
28280.0,ita,2005
28740.0,ita,2006
29010.0,ita,2007
28450.0,ita,2008
26730.0,ita,2009
27080.0,ita,2010
27070.0,ita,2011
5250.0,jam,1980
5316.0,jam,1981
5333.0,jam,1982
5336.0,jam,1983
5163.0,jam,1984
4944.0,jam,1985
4983.0,jam,1986
5341.0,jam,1987
5539.0,jam,1988
5891.0,jam,1989
6099.0,jam,1990
6352.0,jam,1991
6430.0,jam,1992
6984.0,jam,1993
7026.0,jam,1994
7133.0,jam,1995
7040.0,jam,1996
6894.0,jam,1997
6673.0,jam,1998
6697.0,jam,1999
6716.0,jam,2000
6767.0,jam,2001
6799.0,jam,2002
7119.0,jam,2003
7184.0,jam,2004
7224.0,jam,2005
7420.0,jam,2006
7429.0,jam,2007
7272.0,jam,2008
7061.0,jam,2009
7001.0,jam,2010
7074.0,jam,2011
17830.0,jpn,1980
18440.0,jpn,1981
18940.0,jpn,1982
19380.0,jpn,1983
20120.0,jpn,1984
21260.0,jpn,1985
21730.0,jpn,1986
22520.0,jpn,1987
24020.0,jpn,1988
25210.0,jpn,1989
26520.0,jpn,1990
27320.0,jpn,1991
27470.0,jpn,1992
27450.0,jpn,1993
27600.0,jpn,1994
28030.0,jpn,1995
28680.0,jpn,1996
29060.0,jpn,1997
28410.0,jpn,1998
28300.0,jpn,1999
28890.0,jpn,2000
28930.0,jpn,2001
28940.0,jpn,2002
29370.0,jpn,2003
30050.0,jpn,2004
30440.0,jpn,2005
30960.0,jpn,2006
31640.0,jpn,2007
31320.0,jpn,2008
29630.0,jpn,2009
30970.0,jpn,2010
30660.0,jpn,2011
3931.0,jor,1980
3960.0,jor,1981
4086.0,jor,1982
4004.0,jor,1983
4187.0,jor,1984
4180.0,jor,1985
4310.0,jor,1986
4276.0,jor,1987
4051.0,jor,1988
3383.0,jor,1989
3293.0,jor,1990
2998.0,jor,1991
3378.0,jor,1992
3378.0,jor,1993
3412.0,jor,1994
3507.0,jor,1995
3472.0,jor,1996
3479.0,jor,1997
3476.0,jor,1998
3530.0,jor,1999
3591.0,jor,2000
3687.0,jor,2001
3808.0,jor,2002
3870.0,jor,2003
4101.0,jor,2004
4334.0,jor,2005
4580.0,jor,2006
4845.0,jor,2007
5083.0,jor,2008
5246.0,jor,2009
5249.0,jor,2010
5269.0,jor,2011
7089.0,kaz,1990
6270.0,kaz,1991
5942.0,kaz,1992
5431.0,kaz,1993
4816.0,kaz,1994
4499.0,kaz,1995
4591.0,kaz,1996
4743.0,kaz,1997
4734.0,kaz,1998
4909.0,kaz,1999
5406.0,kaz,2000
6146.0,kaz,2001
6748.0,kaz,2002
7351.0,kaz,2003
8001.0,kaz,2004
8699.0,kaz,2005
9529.0,kaz,2006
10260.0,kaz,2007
10470.0,kaz,2008
10320.0,kaz,2009
10920.0,kaz,2010
11570.0,kaz,2011
1375.0,ken,1980
1373.0,ken,1981
1342.0,ken,1982
1309.0,ken,1983
1282.0,ken,1984
1289.0,ken,1985
1332.0,ken,1986
1361.0,ken,1987
1395.0,ken,1988
1411.0,ken,1989
1421.0,ken,1990
1394.0,ken,1991
1339.0,ken,1992
1302.0,ken,1993
1296.0,ken,1994
1315.0,ken,1995
1332.0,ken,1996
