geo,female_population_with_projections,time
brb,125100,2046
brb,124300,2047
brb,123500,2048
brb,122600,2049
brb,121800,2050
blr,4321000,1950
blr,4301000,1951
blr,4291000,1952
blr,4292000,1953
blr,4302000,1954
blr,4320000,1955
blr,4346000,1956
blr,4378000,1957
blr,4415000,1958
blr,4453000,1959
blr,4492000,1960
blr,4530000,1961
blr,4567000,1962
blr,4604000,1963
blr,4642000,1964
blr,4682000,1965
blr,4724000,1966
blr,4766000,1967
blr,4809000,1968
blr,4850000,1969
blr,4889000,1970
blr,4923000,1971
blr,4955000,1972
blr,4985000,1973
blr,5013000,1974
blr,5040000,1975
blr,5066000,1976
blr,5092000,1977
blr,5117000,1978
blr,5144000,1979
blr,5173000,1980
blr,5204000,1981
blr,5237000,1982
blr,5271000,1983
blr,5305000,1984
blr,5336000,1985
blr,5366000,1986
blr,5393000,1987
blr,5417000,1988
blr,5437000,1989
blr,5451000,1990
blr,5461000,1991
blr,5465000,1992
blr,5465000,1993
blr,5459000,1994
blr,5449000,1995
blr,5434000,1996
blr,5414000,1997
blr,5392000,1998
blr,5369000,1999
blr,5346000,2000
blr,5323000,2001
blr,5302000,2002
blr,5281000,2003
blr,5260000,2004
blr,5239000,2005
blr,5218000,2006
blr,5197000,2007
blr,5176000,2008
blr,5154000,2009
blr,5132000,2010
blr,5110000,2011
blr,5087000,2012
blr,5063000,2013
blr,5039000,2014
blr,5015000,2015
blr,4991000,2016
blr,4966000,2017
blr,4941000,2018
blr,4915000,2019
blr,4889000,2020
blr,4863000,2021
blr,4836000,2022
blr,4809000,2023
blr,4781000,2024
blr,4752000,2025
blr,4724000,2026
blr,4694000,2027
blr,4664000,2028
blr,4634000,2029
blr,4603000,2030
blr,4572000,2031
blr,4540000,2032
blr,4508000,2033
blr,4476000,2034
blr,4443000,2035
blr,4409000,2036
blr,4375000,2037
blr,4341000,2038
blr,4306000,2039
blr,4271000,2040
blr,4236000,2041
blr,4199000,2042
blr,4163000,2043
blr,4126000,2044
blr,4089000,2045
blr,4051000,2046
blr,4013000,2047
blr,3975000,2048
blr,3937000,2049
blr,3898000,2050
bel,4376000,1950
bel,4396000,1951
bel,4419000,1952
bel,4446000,1953
bel,4474000,1954
bel,4505000,1955
bel,4536000,1956
bel,4568000,1957
bel,4600000,1958
bel,4632000,1959
bel,4664000,1960
bel,4696000,1961
bel,4727000,1962
bel,4757000,1963
bel,4786000,1964
bel,4812000,1965
bel,4836000,1966
bel,4858000,1967
bel,4878000,1968
bel,4897000,1969
bel,4916000,1970
bel,4935000,1971
bel,4953000,1972
bel,4971000,1973
bel,4987000,1974
bel,4999000,1975
bel,5009000,1976
bel,5015000,1977
bel,5020000,1978
bel,5023000,1979
bel,5026000,1980
bel,5028000,1981
bel,5029000,1982
bel,5031000,1983
bel,5034000,1984
bel,5038000,1985
bel,5044000,1986
bel,5051000,1987
bel,5060000,1988
bel,5071000,1989
bel,5083000,1990
bel,5096000,1991
bel,5111000,1992
bel,5126000,1993
bel,5140000,1994
bel,5153000,1995
bel,5164000,1996
bel,5173000,1997
bel,5182000,1998
bel,5192000,1999
bel,5206000,2000
bel,5223000,2001
bel,5244000,2002
bel,5267000,2003
bel,5292000,2004
bel,5318000,2005
bel,5346000,2006
bel,5376000,2007
bel,5405000,2008
bel,5433000,2009
bel,5458000,2010
bel,5480000,2011
bel,5499000,2012
bel,5516000,2013
bel,5533000,2014
bel,5549000,2015
bel,5567000,2016
bel,5585000,2017
bel,5602000,2018
bel,5619000,2019
bel,5636000,2020
bel,5651000,2021
bel,5666000,2022
bel,5681000,2023
bel,5695000,2024
bel,5708000,2025
bel,5721000,2026
bel,5734000,2027
bel,5746000,2028
bel,5757000,2029
bel,5768000,2030
bel,5779000,2031
bel,5789000,2032
bel,5798000,2033
bel,5807000,2034
bel,5816000,2035
bel,5824000,2036
bel,5832000,2037
bel,5839000,2038
bel,5846000,2039
bel,5852000,2040
bel,5858000,2041
bel,5863000,2042
bel,5868000,2043
bel,5872000,2044
bel,5876000,2045
bel,5880000,2046
bel,5882000,2047
bel,5885000,2048
bel,5887000,2049
bel,5888000,2050
blz,35180,1950
blz,36240,1951
blz,37280,1952
blz,38330,1953
blz,39420,1954
blz,40570,1955
blz,41780,1956
blz,43040,1957
blz,44350,1958
blz,45680,1959
blz,47010,1960
blz,48340,1961
blz,49660,1962
blz,51000,1963
blz,52390,1964
blz,53860,1965
blz,55410,1966
blz,57020,1967
blz,58630,1968
blz,60160,1969
blz,61560,1970
blz,62820,1971
blz,63970,1972
blz,65000,1973
blz,65920,1974
blz,66760,1975
blz,67490,1976
blz,68150,1977
blz,68870,1978
blz,69800,1979
blz,71040,1980
blz,72680,1981
blz,74650,1982
blz,76880,1983
blz,79220,1984
blz,81580,1985
blz,83910,1986
blz,86260,1987
blz,88660,1988
blz,91170,1989
blz,93850,1990
blz,96690,1991
blz,99680,1992
blz,102800,1993
blz,105900,1994
blz,109000,1995
blz,112200,1996
blz,115300,1997
blz,118400,1998
blz,121500,1999
blz,124600,2000
blz,127700,2001
blz,130800,2002
blz,133900,2003
blz,136900,2004
blz,140000,2005
blz,143000,2006
blz,146100,2007
blz,149100,2008
blz,152200,2009
blz,155200,2010
blz,158300,2011
blz,161400,2012
blz,164500,2013
blz,167600,2014
blz,170700,2015
blz,173800,2016
blz,176800,2017
blz,179900,2018
blz,183000,2019
blz,186000,2020
blz,189000,2021
blz,191900,2022
blz,194900,2023
blz,197700,2024
blz,200500,2025
blz,203300,2026
blz,206000,2027
blz,208700,2028
blz,211300,2029
blz,213800,2030
blz,216200,2031
blz,218600,2032
blz,220900,2033
blz,223200,2034
blz,225400,2035
blz,227600,2036
blz,229700,2037
blz,231800,2038
blz,233800,2039
blz,235800,2040
blz,237800,2041
blz,239700,2042
blz,241500,2043
blz,243300,2044
blz,245100,2045
blz,246800,2046
blz,248500,2047
blz,250000,2048
blz,251600,2049
blz,253000,2050
ben,1095000,1950
ben,1099000,1951
ben,1105000,1952
ben,1112000,1953
ben,1121000,1954
ben,1130000,1955
ben,1142000,1956
ben,1154000,1957
ben,1168000,1958
ben,1183000,1959
ben,1199000,1960
ben,1217000,1961
ben,1237000,1962
ben,1257000,1963
ben,1279000,1964
ben,1302000,1965
ben,1327000,1966
ben,1353000,1967
ben,1380000,1968
ben,1409000,1969
ben,1439000,1970
ben,1471000,1971
ben,1504000,1972
ben,1539000,1973
ben,1576000,1974
ben,1614000,1975
ben,1655000,1976
ben,1697000,1977
ben,1742000,1978
ben,1788000,1979
ben,1837000,1980
ben,1888000,1981
ben,1941000,1982
ben,1997000,1983
ben,2054000,1984
ben,2113000,1985
ben,2173000,1986
ben,2234000,1987
ben,2299000,1988
ben,2367000,1989
ben,2441000,1990
ben,2522000,1991
ben,2607000,1992
ben,2697000,1993
ben,2788000,1994
ben,2878000,1995
ben,2967000,1996
ben,3055000,1997
ben,3145000,1998
ben,3238000,1999
ben,3338000,2000
ben,3443000,2001
ben,3554000,2002
ben,3670000,2003
ben,3790000,2004
ben,3912000,2005
ben,4037000,2006
ben,4164000,2007
ben,4294000,2008
ben,4426000,2009
ben,4560000,2010
ben,4697000,2011
ben,4836000,2012
ben,4976000,2013
ben,5119000,2014
ben,5264000,2015
ben,5411000,2016
ben,5560000,2017
ben,5710000,2018
ben,5862000,2019
ben,6015000,2020
ben,6170000,2021
ben,6325000,2022
ben,6482000,2023
ben,6640000,2024
ben,6798000,2025
ben,6958000,2026
ben,7118000,2027
ben,7280000,2028
ben,7442000,2029
ben,7605000,2030
ben,7769000,2031
ben,7933000,2032
ben,8098000,2033
ben,8264000,2034
ben,8430000,2035
ben,8596000,2036
ben,8763000,2037
ben,8930000,2038
ben,9096000,2039
ben,9263000,2040
ben,9429000,2041
ben,9594000,2042
ben,9759000,2043
ben,9924000,2044
ben,10090000,2045
ben,10250000,2046
ben,10410000,2047
ben,10570000,2048
ben,10730000,2049
ben,10890000,2050
btn,82040,1950
btn,85020,1951
btn,87860,1952
btn,90610,1953
btn,93300,1954
btn,95960,1955
btn,98640,1956
btn,101300,1957
btn,104100,1958
btn,106800,1959
btn,109600,1960
btn,112500,1961
btn,115500,1962
btn,118600,1963
btn,121900,1964
btn,125400,1965
btn,129100,1966
btn,133000,1967
btn,137200,1968
btn,141700,1969
btn,146400,1970
btn,151400,1971
btn,156600,1972
btn,162100,1973
btn,167700,1974
btn,173500,1975
btn,179400,1976
btn,185500,1977
btn,191600,1978
btn,197700,1979
btn,203700,1980
btn,209400,1981
btn,214800,1982
btn,220300,1983
btn,226300,1984
btn,233100,1985
btn,241000,1986
btn,249900,1987
btn,258200,1988
btn,264400,1989
btn,267400,1990
btn,266400,1991
btn,262100,1992
btn,256500,1993
btn,251800,1994
btn,249900,1995
btn,251500,1996
btn,255900,1997
btn,262400,1998
btn,269600,1999
btn,276600,2000
btn,283200,2001
btn,289700,2002
btn,296000,2003
btn,302100,2004
btn,308100,2005
btn,313800,2006
btn,319200,2007
btn,324500,2008
btn,329700,2009
btn,335100,2010
btn,340700,2011
btn,346400,2012
btn,352200,2013
btn,357900,2014
btn,363500,2015
btn,369000,2016
btn,374400,2017
btn,379600,2018
btn,384800,2019
btn,389900,2020
btn,394900,2021
btn,399900,2022
btn,404700,2023
btn,409300,2024
btn,413900,2025
btn,418200,2026
btn,422400,2027
btn,426500,2028
btn,430500,2029
btn,434400,2030
btn,438200,2031
btn,441900,2032
btn,445600,2033
btn,449200,2034
btn,452800,2035
btn,456400,2036
btn,459900,2037
btn,463300,2038
btn,466800,2039
btn,470100,2040
btn,473400,2041
btn,476700,2042
btn,479900,2043
btn,483000,2044
btn,486000,2045
btn,488900,2046
btn,491800,2047
btn,494500,2048
btn,497100,2049
btn,499500,2050
bol,1360000,1950
bol,1389000,1951
bol,1418000,1952
bol,1449000,1953
bol,1480000,1954
bol,1513000,1955
bol,1547000,1956
bol,1582000,1957
bol,1617000,1958
bol,1654000,1959
bol,1692000,1960
bol,1731000,1961
bol,1770000,1962
bol,1811000,1963
bol,1853000,1964
bol,1896000,1965
bol,1941000,1966
bol,1987000,1967
bol,2034000,1968
bol,2083000,1969
bol,2134000,1970
bol,2187000,1971
bol,2242000,1972
bol,2299000,1973
bol,2356000,1974
bol,2415000,1975
bol,2474000,1976
bol,2534000,1977
bol,2594000,1978
bol,2655000,1979
bol,2715000,1980
bol,2774000,1981
bol,2834000,1982
bol,2894000,1983
bol,2955000,1984
bol,3018000,1985
bol,3083000,1986
bol,3151000,1987
bol,3220000,1988
bol,3292000,1989
bol,3366000,1990
bol,3443000,1991
bol,3522000,1992
bol,3603000,1993
bol,3685000,1994
bol,3767000,1995
bol,3849000,1996
bol,3931000,1997
bol,4012000,1998
bol,4095000,1999
bol,4179000,2000
bol,4264000,2001
bol,4349000,2002
bol,4436000,2003
bol,4522000,2004
bol,4607000,2005
bol,4692000,2006
bol,4777000,2007
bol,4861000,2008
bol,4945000,2009
bol,5028000,2010
bol,5111000,2011
bol,5193000,2012
bol,5275000,2013
bol,5356000,2014
bol,5437000,2015
bol,5516000,2016
bol,5595000,2017
bol,5673000,2018
bol,5750000,2019
bol,5826000,2020
bol,5901000,2021
bol,5975000,2022
bol,6048000,2023
bol,6120000,2024
bol,6190000,2025
bol,6259000,2026
bol,6327000,2027
bol,6394000,2028
bol,6459000,2029
bol,6523000,2030
bol,6585000,2031
bol,6646000,2032
bol,6706000,2033
bol,6764000,2034
bol,6820000,2035
bol,6875000,2036
bol,6929000,2037
bol,6980000,2038
bol,7030000,2039
bol,7079000,2040
bol,7126000,2041
bol,7172000,2042
bol,7215000,2043
bol,7258000,2044
bol,7298000,2045
bol,7338000,2046
bol,7375000,2047
bol,7411000,2048
bol,7446000,2049
bol,7479000,2050
bih,1377000,1950
bih,1407000,1951
bih,1435000,1952
bih,1463000,1953
bih,1489000,1954
bih,1514000,1955
bih,1539000,1956
bih,1562000,1957
bih,1585000,1958
bih,1607000,1959
bih,1628000,1960
bih,1649000,1961
bih,1669000,1962
bih,1689000,1963
bih,1709000,1964
bih,1728000,1965
bih,1746000,1966
bih,1765000,1967
bih,1783000,1968
bih,1801000,1969
bih,1819000,1970
bih,1836000,1971
bih,1854000,1972
bih,1871000,1973
bih,1888000,1974
bih,1905000,1975
bih,1921000,1976
bih,1937000,1977
bih,1953000,1978
bih,1969000,1979
bih,1987000,1980
bih,2005000,1981
bih,2022000,1982
bih,2040000,1983
bih,2062000,1984
bih,2089000,1985
bih,2124000,1986
bih,2165000,1987
bih,2199000,1988
bih,2207000,1989
bih,2179000,1990
bih,2107000,1991
bih,1999000,1992
bih,1878000,1993
bih,1776000,1994
bih,1716000,1995
bih,1707000,1996
bih,1741000,1997
bih,1802000,1998
bih,1865000,1999
bih,1913000,2000
bih,1942000,2001
bih,1958000,2002
bih,1962000,2003
bih,1962000,2004
bih,1962000,2005
bih,1962000,2006
bih,1961000,2007
bih,1958000,2008
bih,1954000,2009
bih,1951000,2010
bih,1947000,2011
bih,1944000,2012
bih,1941000,2013
bih,1938000,2014
bih,1934000,2015
bih,1930000,2016
bih,1925000,2017
bih,1920000,2018
bih,1914000,2019
bih,1908000,2020
bih,1902000,2021
bih,1895000,2022
bih,1888000,2023
bih,1880000,2024
bih,1872000,2025
bih,1864000,2026
bih,1855000,2027
bih,1846000,2028
bih,1837000,2029
bih,1827000,2030
bih,1816000,2031
bih,1806000,2032
bih,1794000,2033
bih,1783000,2034
bih,1771000,2035
bih,1758000,2036
bih,1746000,2037
bih,1732000,2038
bih,1719000,2039
bih,1705000,2040
bih,1691000,2041
bih,1676000,2042
bih,1661000,2043
bih,1646000,2044
bih,1631000,2045
bih,1616000,2046
bih,1600000,2047
bih,1585000,2048
bih,1569000,2049
bih,1554000,2050
bwa,212800,1950
bwa,218800,1951
bwa,224700,1952
bwa,230500,1953
bwa,236300,1954
bwa,242100,1955
bwa,248000,1956
bwa,254000,1957
bwa,260100,1958
bwa,266500,1959
bwa,273200,1960
bwa,280100,1961
bwa,287400,1962
bwa,295100,1963
bwa,303100,1964
bwa,311500,1965
bwa,320300,1966
bwa,329600,1967
bwa,339400,1968
bwa,349600,1969
bwa,360300,1970
bwa,371300,1971
bwa,382800,1972
bwa,394900,1973
bwa,407800,1974
bwa,421800,1975
bwa,436800,1976
bwa,452800,1977
bwa,469600,1978
bwa,486700,1979
bwa,504000,1980
bwa,521400,1981
bwa,538800,1982
bwa,556400,1983
bwa,574200,1984
bwa,592400,1985
bwa,610900,1986
bwa,629600,1987
bwa,648400,1988
bwa,667600,1989
bwa,687100,1990
bwa,706700,1991
bwa,726500,1992
bwa,746300,1993
bwa,765800,1994
bwa,784900,1995
bwa,803500,1996
bwa,821700,1997
bwa,839100,1998
bwa,855100,1999
bwa,869500,2000
bwa,882000,2001
bwa,893000,2002
bwa,903000,2003
bwa,913200,2004
bwa,924100,2005
bwa,936100,2006
bwa,949000,2007
bwa,962300,2008
bwa,975600,2009
bwa,988400,2010
bwa,1001000,2011
bwa,1012000,2012
bwa,1024000,2013
bwa,1035000,2014
bwa,1046000,2015
bwa,1057000,2016
bwa,1068000,2017
bwa,1079000,2018
bwa,1090000,2019
bwa,1100000,2020
bwa,1110000,2021
bwa,1120000,2022
bwa,1130000,2023
bwa,1139000,2024
bwa,1148000,2025
bwa,1158000,2026
bwa,1166000,2027
bwa,1175000,2028
bwa,1184000,2029
bwa,1192000,2030
bwa,1200000,2031
bwa,1208000,2032
bwa,1215000,2033
bwa,1223000,2034
bwa,1230000,2035
bwa,1237000,2036
bwa,1245000,2037
bwa,1252000,2038
bwa,1260000,2039
bwa,1268000,2040
bwa,1275000,2041
bwa,1283000,2042
bwa,1291000,2043
bwa,1299000,2044
bwa,1307000,2045
bwa,1315000,2046
bwa,1323000,2047
bwa,1331000,2048
bwa,1339000,2049
bwa,1347000,2050
bra,27200000,1950
bra,28020000,1951
bra,28880000,1952
bra,29760000,1953
bra,30660000,1954
bra,31570000,1955
bra,32500000,1956
bra,33440000,1957
bra,34420000,1958
bra,35430000,1959
bra,36480000,1960
bra,37580000,1961
bra,38730000,1962
bra,39900000,1963
bra,41080000,1964
bra,42250000,1965
bra,43420000,1966
bra,44580000,1967
bra,45730000,1968
bra,46900000,1969
bra,48070000,1970
bra,49250000,1971
bra,50450000,1972
bra,51660000,1973
bra,52900000,1974
bra,54170000,1975
bra,55460000,1976
bra,56780000,1977
bra,58130000,1978
bra,59520000,1979
bra,60940000,1980
bra,62400000,1981
bra,63890000,1982
bra,65390000,1983
bra,66880000,1984
bra,68350000,1985
bra,69790000,1986
bra,71200000,1987
bra,72590000,1988
bra,73940000,1989
bra,75270000,1990
bra,76560000,1991
bra,77820000,1992
bra,79070000,1993
bra,80320000,1994
bra,81580000,1995
bra,82870000,1996
bra,84170000,1997
bra,85470000,1998
bra,86780000,1999
bra,88080000,2000
bra,89380000,2001
bra,90660000,2002
bra,91920000,2003
bra,93140000,2004
bra,94290000,2005
bra,95390000,2006
bra,96420000,2007
bra,97400000,2008
bra,98330000,2009
bra,99220000,2010
bra,100100000,2011
bra,100900000,2012
bra,101700000,2013
bra,102500000,2014
bra,103200000,2015
bra,103900000,2016
bra,104600000,2017
bra,105300000,2018
bra,105900000,2019
bra,106500000,2020
bra,107100000,2021
bra,107700000,2022
bra,108200000,2023
bra,108700000,2024
bra,109200000,2025
bra,109600000,2026
bra,110000000,2027
bra,110400000,2028
bra,110800000,2029
bra,111100000,2030
bra,111400000,2031
bra,111700000,2032
bra,112000000,2033
bra,112200000,2034
bra,112400000,2035
bra,112600000,2036
bra,112800000,2037
bra,112900000,2038
bra,113000000,2039
bra,113100000,2040
bra,113200000,2041
bra,113200000,2042
bra,113200000,2043
bra,113200000,2044
bra,113200000,2045
bra,113200000,2046
bra,113100000,2047
bra,113000000,2048
bra,112800000,2049
bra,112700000,2050
brn,23300,1950
brn,24720,1951
brn,26140,1952
brn,27590,1953
brn,29110,1954
brn,30700,1955
brn,32370,1956
brn,34110,1957
brn,35910,1958
brn,37750,1959
brn,39600,1960
brn,41470,1961
brn,43360,1962
brn,45320,1963
brn,47390,1964
brn,49600,1965
brn,51960,1966
brn,54460,1967
brn,57080,1968
brn,59830,1969
brn,62700,1970
brn,65690,1971
brn,68800,1972
brn,71920,1973
brn,74950,1974
brn,77800,1975
brn,80430,1976
brn,82880,1977
brn,85240,1978
brn,87660,1979
brn,90220,1980
brn,92980,1981
brn,95890,1982
brn,98930,1983
brn,102000,1984
brn,105100,1985
brn,108200,1986
brn,111300,1987
brn,114400,1988
brn,117700,1989
brn,121100,1990
brn,124800,1991
brn,128500,1992
brn,132500,1993
brn,136400,1994
brn,140400,1995
brn,144300,1996
brn,148200,1997
brn,152100,1998
brn,156000,1999
brn,159800,2000
brn,163600,2001
brn,167300,2002
brn,171000,2003
brn,174600,2004
brn,178300,2005
brn,182100,2006
brn,185800,2007
brn,189600,2008
brn,193400,2009
brn,197100,2010
brn,200900,2011
brn,204600,2012
brn,208300,2013
brn,212000,2014
brn,215600,2015
brn,219300,2016
brn,222900,2017
brn,226600,2018
brn,230200,2019
brn,233900,2020
brn,237500,2021
brn,241200,2022
brn,244900,2023
brn,248600,2024
brn,252200,2025
brn,255900,2026
brn,259500,2027
brn,263100,2028
brn,266600,2029
brn,270200,2030
brn,273700,2031
brn,277100,2032
brn,280500,2033
brn,283900,2034
brn,287200,2035
brn,290500,2036
brn,293700,2037
brn,296900,2038
brn,300000,2039
brn,303100,2040
brn,306100,2041
brn,309100,2042
brn,312000,2043
brn,314900,2044
brn,317700,2045
brn,320400,2046
brn,323200,2047
brn,325800,2048
brn,328500,2049
brn,331100,2050
bgr,3627000,1950
bgr,3646000,1951
bgr,3670000,1952
bgr,3697000,1953
bgr,3727000,1954
bgr,3760000,1955
bgr,3795000,1956
bgr,3831000,1957
bgr,3867000,1958
bgr,3904000,1959
bgr,3940000,1960
bgr,3975000,1961
bgr,4009000,1962
bgr,4041000,1963
bgr,4073000,1964
bgr,4104000,1965
bgr,4134000,1966
bgr,4163000,1967
bgr,4191000,1968
bgr,4219000,1969
bgr,4246000,1970
bgr,4272000,1971
bgr,4298000,1972
bgr,4323000,1973
bgr,4346000,1974
bgr,4367000,1975
bgr,4386000,1976
bgr,4402000,1977
bgr,4417000,1978
bgr,4431000,1979
bgr,4446000,1980
bgr,4461000,1981
bgr,4476000,1982
bgr,4490000,1983
bgr,4501000,1984
bgr,4508000,1985
bgr,4512000,1986
bgr,4512000,1987
bgr,4507000,1988
bgr,4494000,1989
bgr,4472000,1990
bgr,4440000,1991
bgr,4399000,1992
bgr,4353000,1993
bgr,4307000,1994
bgr,4264000,1995
bgr,4226000,1996
bgr,4191000,1997
bgr,4161000,1998
bgr,4132000,1999
bgr,4104000,2000
bgr,4078000,2001
bgr,4053000,2002
bgr,4029000,2003
bgr,4006000,2004
bgr,3984000,2005
bgr,3962000,2006
bgr,3940000,2007
bgr,3919000,2008
bgr,3897000,2009
bgr,3875000,2010
bgr,3853000,2011
bgr,3831000,2012
bgr,3809000,2013
bgr,3786000,2014
bgr,3763000,2015
bgr,3739000,2016
bgr,3715000,2017
bgr,3690000,2018
bgr,3665000,2019
bgr,3640000,2020
bgr,3613000,2021
bgr,3587000,2022
bgr,3560000,2023
bgr,3532000,2024
bgr,3504000,2025
bgr,3476000,2026
bgr,3447000,2027
bgr,3418000,2028
bgr,3388000,2029
bgr,3359000,2030
bgr,3329000,2031
bgr,3300000,2032
bgr,3270000,2033
bgr,3241000,2034
bgr,3212000,2035
bgr,3183000,2036
bgr,3154000,2037
bgr,3125000,2038
bgr,3097000,2039
bgr,3069000,2040
bgr,3040000,2041
bgr,3012000,2042
bgr,2984000,2043
bgr,2956000,2044
bgr,2929000,2045
bgr,2901000,2046
bgr,2873000,2047
bgr,2845000,2048
bgr,2816000,2049
bgr,2788000,2050
bfa,1940000,1950
bfa,1970000,1951
bfa,2001000,1952
bfa,2033000,1953
bfa,2068000,1954
bfa,2103000,1955
bfa,2141000,1956
bfa,2180000,1957
bfa,2220000,1958
bfa,2261000,1959
bfa,2302000,1960
bfa,2345000,1961
bfa,2387000,1962
bfa,2431000,1963
bfa,2477000,1964
bfa,2524000,1965
bfa,2574000,1966
bfa,2626000,1967
bfa,2680000,1968
bfa,2735000,1969
bfa,2792000,1970
bfa,2849000,1971
bfa,2908000,1972
bfa,2968000,1973
bfa,3031000,1974
bfa,3097000,1975
bfa,3165000,1976
bfa,3237000,1977
bfa,3311000,1978
bfa,3388000,1979
bfa,3467000,1980
bfa,3549000,1981
bfa,3633000,1982
bfa,3721000,1983
bfa,3813000,1984
bfa,3910000,1985
bfa,4012000,1986
bfa,4120000,1987
bfa,4232000,1988
bfa,4349000,1989
bfa,4469000,1990
bfa,4593000,1991
bfa,4721000,1992
bfa,4853000,1993
bfa,4988000,1994
bfa,5127000,1995
bfa,5270000,1996
bfa,5417000,1997
bfa,5570000,1998
bfa,5730000,1999
bfa,5899000,2000
bfa,6078000,2001
bfa,6267000,2002
bfa,6465000,2003
bfa,6675000,2004
bfa,6896000,2005
bfa,7130000,2006
bfa,7374000,2007
bfa,7628000,2008
bfa,7887000,2009
bfa,8149000,2010
bfa,8413000,2011
bfa,8680000,2012
bfa,8948000,2013
bfa,9220000,2014
bfa,9495000,2015
bfa,9773000,2016
bfa,10050000,2017
bfa,10340000,2018
bfa,10620000,2019
bfa,10910000,2020
bfa,11200000,2021
bfa,11490000,2022
bfa,11780000,2023
bfa,12080000,2024
bfa,12380000,2025
bfa,12680000,2026
bfa,12990000,2027
bfa,13290000,2028
bfa,13600000,2029
bfa,13920000,2030
bfa,14240000,2031
bfa,14560000,2032
bfa,14880000,2033
bfa,15200000,2034
bfa,15530000,2035
bfa,15850000,2036
bfa,16180000,2037
bfa,16510000,2038
bfa,16840000,2039
bfa,17170000,2040
bfa,17490000,2041
bfa,17820000,2042
bfa,18140000,2043
bfa,18460000,2044
bfa,18790000,2045
bfa,19100000,2046
bfa,19420000,2047
bfa,19740000,2048
bfa,20050000,2049
bfa,20360000,2050
bdi,1280000,1950
bdi,1305000,1951
bdi,1329000,1952
bdi,1352000,1953
bdi,1375000,1954
bdi,1399000,1955
bdi,1423000,1956
bdi,1449000,1957
bdi,1475000,1958
bdi,1502000,1959
bdi,1529000,1960
bdi,1556000,1961
bdi,1583000,1962
bdi,1610000,1963
bdi,1639000,1964
bdi,1669000,1965
bdi,1700000,1966
bdi,1734000,1967
bdi,1767000,1968
bdi,1797000,1969
bdi,1823000,1970
bdi,1843000,1971
bdi,1860000,1972
bdi,1875000,1973
bdi,1894000,1974
bdi,1919000,1975
bdi,1950000,1976
bdi,1988000,1977
bdi,2033000,1978
bdi,2084000,1979
bdi,2143000,1980
bdi,2208000,1981
bdi,2279000,1982
bdi,2355000,1983
bdi,2435000,1984
bdi,2517000,1985
bdi,2599000,1986
bdi,2683000,1987
bdi,2764000,1988
bdi,2841000,1989
bdi,2912000,1990
bdi,2975000,1991
bdi,3032000,1992
bdi,3083000,1993
