geo,female_population_with_projections,time
com,275300,2000
com,281300,2001
com,287500,2002
com,293900,2003
com,300400,2004
com,307200,2005
com,314300,2006
com,321700,2007
com,329200,2008
com,336800,2009
com,344400,2010
com,352000,2011
com,359600,2012
com,367100,2013
com,374600,2014
com,382000,2015
com,389300,2016
com,396500,2017
com,403700,2018
com,410700,2019
com,417700,2020
com,424700,2021
com,431600,2022
com,438400,2023
com,445300,2024
com,452100,2025
com,459000,2026
com,465800,2027
com,472700,2028
com,479700,2029
com,486600,2030
com,493600,2031
com,500600,2032
com,507600,2033
com,514600,2034
com,521600,2035
com,528500,2036
com,535500,2037
com,542300,2038
com,549000,2039
com,555700,2040
com,562200,2041
com,568600,2042
com,574800,2043
com,580900,2044
com,586800,2045
com,592600,2046
com,598200,2047
com,603700,2048
com,609000,2049
com,614000,2050
cog,410900,1950
cog,419000,1951
cog,427400,1952
cog,436300,1953
cog,445600,1954
cog,455400,1955
cog,465600,1956
cog,476400,1957
cog,487700,1958
cog,499600,1959
cog,512000,1960
cog,525000,1961
cog,538700,1962
cog,552900,1963
cog,567900,1964
cog,583500,1965
cog,599800,1966
cog,616800,1967
cog,634600,1968
cog,653200,1969
cog,672500,1970
cog,692600,1971
cog,713500,1972
cog,735200,1973
cog,757800,1974
cog,781400,1975
cog,806000,1976
cog,831400,1977
cog,857800,1978
cog,885000,1979
cog,913000,1980
cog,941700,1981
cog,971100,1982
cog,1001000,1983
cog,1032000,1984
cog,1064000,1985
cog,1096000,1986
cog,1128000,1987
cog,1161000,1988
cog,1194000,1989
cog,1228000,1990
cog,1263000,1991
cog,1299000,1992
cog,1334000,1993
cog,1367000,1994
cog,1397000,1995
cog,1424000,1996
cog,1447000,1997
cog,1470000,1998
cog,1495000,1999
cog,1524000,2000
cog,1558000,2001
cog,1596000,2002
cog,1636000,2003
cog,1676000,2004
cog,1713000,2005
cog,1747000,2006
cog,1780000,2007
cog,1811000,2008
cog,1845000,2009
cog,1882000,2010
cog,1924000,2011
cog,1968000,2012
cog,2016000,2013
cog,2065000,2014
cog,2113000,2015
cog,2162000,2016
cog,2210000,2017
cog,2258000,2018
cog,2304000,2019
cog,2349000,2020
cog,2391000,2021
cog,2431000,2022
cog,2470000,2023
cog,2508000,2024
cog,2546000,2025
cog,2584000,2026
cog,2623000,2027
cog,2661000,2028
cog,2699000,2029
cog,2738000,2030
cog,2775000,2031
cog,2813000,2032
cog,2850000,2033
cog,2887000,2034
cog,2924000,2035
cog,2960000,2036
cog,2996000,2037
cog,3032000,2038
cog,3068000,2039
cog,3103000,2040
cog,3138000,2041
cog,3172000,2042
cog,3206000,2043
cog,3240000,2044
cog,3273000,2045
cog,3305000,2046
cog,3337000,2047
cog,3369000,2048
cog,3399000,2049
cog,3429000,2050
cri,473100,1950
cri,487100,1951
cri,502400,1952
cri,518800,1953
cri,536000,1954
cri,553900,1955
cri,572500,1956
cri,591700,1957
cri,611800,1958
cri,632900,1959
cri,655200,1960
cri,678700,1961
cri,703200,1962
cri,728300,1963
cri,753500,1964
cri,778400,1965
cri,802900,1966
cri,827000,1967
cri,850800,1968
cri,874200,1969
cri,897200,1970
cri,919900,1971
cri,942300,1972
cri,964800,1973
cri,988000,1974
cri,1012000,1975
cri,1037000,1976
cri,1064000,1977
cri,1092000,1978
cri,1121000,1979
cri,1151000,1980
cri,1184000,1981
cri,1217000,1982
cri,1252000,1983
cri,1288000,1984
cri,1324000,1985
cri,1361000,1986
cri,1399000,1987
cri,1436000,1988
cri,1474000,1989
cri,1512000,1990
cri,1551000,1991
cri,1589000,1992
cri,1628000,1993
cri,1668000,1994
cri,1710000,1995
cri,1753000,1996
cri,1798000,1997
cri,1843000,1998
cri,1888000,1999
cri,1932000,2000
cri,1975000,2001
cri,2016000,2002
cri,2055000,2003
cri,2092000,2004
cri,2128000,2005
cri,2162000,2006
cri,2193000,2007
cri,2223000,2008
cri,2253000,2009
cri,2284000,2010
cri,2315000,2011
cri,2347000,2012
cri,2380000,2013
cri,2412000,2014
cri,2443000,2015
cri,2474000,2016
cri,2504000,2017
cri,2533000,2018
cri,2562000,2019
cri,2591000,2020
cri,2620000,2021
cri,2648000,2022
cri,2676000,2023
cri,2703000,2024
cri,2730000,2025
cri,2756000,2026
cri,2781000,2027
cri,2806000,2028
cri,2831000,2029
cri,2854000,2030
cri,2877000,2031
cri,2900000,2032
cri,2922000,2033
cri,2943000,2034
cri,2963000,2035
cri,2983000,2036
cri,3002000,2037
cri,3021000,2038
cri,3038000,2039
cri,3055000,2040
cri,3072000,2041
cri,3087000,2042
cri,3102000,2043
cri,3116000,2044
cri,3130000,2045
cri,3142000,2046
cri,3154000,2047
cri,3166000,2048
cri,3176000,2049
cri,3186000,2050
civ,1235000,1950
civ,1270000,1951
civ,1307000,1952
civ,1346000,1953
civ,1387000,1954
civ,1431000,1955
civ,1476000,1956
civ,1524000,1957
civ,1575000,1958
civ,1630000,1959
civ,1690000,1960
civ,1754000,1961
civ,1824000,1962
civ,1898000,1963
civ,1976000,1964
civ,2058000,1965
civ,2143000,1966
civ,2232000,1967
civ,2326000,1968
civ,2427000,1969
civ,2534000,1970
civ,2649000,1971
civ,2772000,1972
civ,2902000,1973
civ,3041000,1974
civ,3188000,1975
civ,3343000,1976
civ,3506000,1977
civ,3677000,1978
civ,3855000,1979
civ,4038000,1980
civ,4226000,1981
civ,4420000,1982
civ,4618000,1983
civ,4818000,1984
civ,5021000,1985
civ,5223000,1986
civ,5427000,1987
civ,5634000,1988
civ,5845000,1989
civ,6063000,1990
civ,6287000,1991
civ,6516000,1992
civ,6750000,1993
civ,6985000,1994
civ,7222000,1995
civ,7460000,1996
civ,7698000,1997
civ,7934000,1998
civ,8164000,1999
civ,8384000,2000
civ,8593000,2001
civ,8794000,2002
civ,8991000,2003
civ,9192000,2004
civ,9402000,2005
civ,9623000,2006
civ,9854000,2007
civ,10090000,2008
civ,10340000,2009
civ,10600000,2010
civ,10850000,2011
civ,11120000,2012
civ,11390000,2013
civ,11670000,2014
civ,11940000,2015
civ,12220000,2016
civ,12500000,2017
civ,12780000,2018
civ,13060000,2019
civ,13340000,2020
civ,13620000,2021
civ,13900000,2022
civ,14180000,2023
civ,14470000,2024
civ,14750000,2025
civ,15040000,2026
civ,15320000,2027
civ,15610000,2028
civ,15890000,2029
civ,16180000,2030
civ,16470000,2031
civ,16750000,2032
civ,17040000,2033
civ,17320000,2034
civ,17610000,2035
civ,17890000,2036
civ,18170000,2037
civ,18460000,2038
civ,18740000,2039
civ,19010000,2040
civ,19290000,2041
civ,19570000,2042
civ,19840000,2043
civ,20110000,2044
civ,20380000,2045
civ,20650000,2046
civ,20910000,2047
civ,21180000,2048
civ,21440000,2049
civ,21690000,2050
hrv,2016000,1950
hrv,2028000,1951
hrv,2041000,1952
hrv,2053000,1953
hrv,2065000,1954
hrv,2075000,1955
hrv,2084000,1956
hrv,2092000,1957
hrv,2100000,1958
hrv,2107000,1959
hrv,2114000,1960
hrv,2121000,1961
hrv,2129000,1962
hrv,2137000,1963
hrv,2143000,1964
hrv,2147000,1965
hrv,2149000,1966
hrv,2150000,1967
hrv,2150000,1968
hrv,2151000,1969
hrv,2155000,1970
hrv,2161000,1971
hrv,2169000,1972
hrv,2180000,1973
hrv,2191000,1974
hrv,2202000,1975
hrv,2213000,1976
hrv,2225000,1977
hrv,2236000,1978
hrv,2247000,1979
hrv,2258000,1980
hrv,2269000,1981
hrv,2281000,1982
hrv,2291000,1983
hrv,2300000,1984
hrv,2308000,1985
hrv,2312000,1986
hrv,2314000,1987
hrv,2316000,1988
hrv,2321000,1989
hrv,2332000,1990
hrv,2349000,1991
hrv,2372000,1992
hrv,2395000,1993
hrv,2412000,1994
hrv,2419000,1995
hrv,2413000,1996
hrv,2397000,1997
hrv,2375000,1998
hrv,2353000,1999
hrv,2335000,2000
hrv,2323000,2001
hrv,2315000,2002
hrv,2311000,2003
hrv,2307000,2004
hrv,2304000,2005
hrv,2300000,2006
hrv,2296000,2007
hrv,2292000,2008
hrv,2289000,2009
hrv,2285000,2010
hrv,2280000,2011
hrv,2276000,2012
hrv,2271000,2013
hrv,2266000,2014
hrv,2261000,2015
hrv,2255000,2016
hrv,2249000,2017
hrv,2243000,2018
hrv,2237000,2019
hrv,2230000,2020
hrv,2224000,2021
hrv,2217000,2022
hrv,2210000,2023
hrv,2202000,2024
hrv,2195000,2025
hrv,2187000,2026
hrv,2179000,2027
hrv,2171000,2028
hrv,2163000,2029
hrv,2154000,2030
hrv,2146000,2031
hrv,2137000,2032
hrv,2128000,2033
hrv,2119000,2034
hrv,2109000,2035
hrv,2100000,2036
hrv,2091000,2037
hrv,2081000,2038
hrv,2071000,2039
hrv,2062000,2040
hrv,2052000,2041
hrv,2042000,2042
hrv,2033000,2043
hrv,2023000,2044
hrv,2013000,2045
hrv,2003000,2046
hrv,1993000,2047
hrv,1983000,2048
hrv,1973000,2049
hrv,1964000,2050
cub,2863000,1950
cub,2929000,1951
cub,2995000,1952
cub,3059000,1953
cub,3121000,1954
cub,3181000,1955
cub,3240000,1956
cub,3299000,1957
cub,3359000,1958
cub,3423000,1959
cub,3493000,1960
cub,3569000,1961
cub,3651000,1962
cub,3736000,1963
cub,3822000,1964
cub,3905000,1965
cub,3984000,1966
cub,4060000,1967
cub,4134000,1968
cub,4208000,1969
cub,4284000,1970
cub,4362000,1971
cub,4442000,1972
cub,4519000,1973
cub,4590000,1974
cub,4653000,1975
cub,4707000,1976
cub,4753000,1977
cub,4792000,1978
cub,4826000,1979
cub,4858000,1980
cub,4887000,1981
cub,4914000,1982
cub,4941000,1983
cub,4972000,1984
cub,5009000,1985
cub,5054000,1986
cub,5105000,1987
cub,5160000,1988
cub,5214000,1989
cub,5262000,1990
cub,5305000,1991
cub,5342000,1992
cub,5374000,1993
cub,5404000,1994
cub,5432000,1995
cub,5458000,1996
cub,5481000,1997
cub,5502000,1998
cub,5521000,1999
cub,5537000,2000
cub,5549000,2001
cub,5560000,2002
cub,5568000,2003
cub,5574000,2004
cub,5579000,2005
cub,5583000,2006
cub,5585000,2007
cub,5586000,2008
cub,5587000,2009
cub,5588000,2010
cub,5590000,2011
cub,5593000,2012
cub,5596000,2013
cub,5598000,2014
cub,5599000,2015
cub,5599000,2016
cub,5598000,2017
cub,5597000,2018
cub,5595000,2019
cub,5594000,2020
cub,5593000,2021
cub,5591000,2022
cub,5589000,2023
cub,5586000,2024
cub,5581000,2025
cub,5574000,2026
cub,5564000,2027
cub,5553000,2028
cub,5540000,2029
cub,5526000,2030
cub,5509000,2031
cub,5491000,2032
cub,5472000,2033
cub,5450000,2034
cub,5428000,2035
cub,5403000,2036
cub,5378000,2037
cub,5350000,2038
cub,5322000,2039
cub,5291000,2040
cub,5260000,2041
cub,5226000,2042
cub,5192000,2043
cub,5155000,2044
cub,5118000,2045
cub,5079000,2046
cub,5038000,2047
cub,4996000,2048
cub,4952000,2049
cub,4907000,2050
cyp,250400,1950
cyp,254800,1951
cyp,258600,1952
cyp,262300,1953
cyp,266200,1954
cyp,270400,1955
cyp,275000,1956
cyp,279800,1957
cyp,284300,1958
cyp,288300,1959
cyp,291300,1960
cyp,293100,1961
cyp,294000,1962
cyp,294300,1963
cyp,295000,1964
cyp,296500,1965
cyp,299100,1966
cyp,302500,1967
cyp,306200,1968
cyp,309200,1969
cyp,311100,1970
cyp,311500,1971
cyp,310800,1972
cyp,309300,1973
cyp,307700,1974
cyp,306300,1975
cyp,305200,1976
cyp,304500,1977
cyp,304200,1978
cyp,304700,1979
cyp,306200,1980
cyp,308900,1981
cyp,312600,1982
cyp,316900,1983
cyp,321200,1984
cyp,325200,1985
cyp,328600,1986
cyp,331700,1987
cyp,334600,1988
cyp,337700,1989
cyp,341400,1990
cyp,345500,1991
cyp,350100,1992
cyp,355200,1993
cyp,360700,1994
cyp,366500,1995
cyp,372700,1996
cyp,379200,1997
cyp,385900,1998
cyp,392700,1999
cyp,399300,2000
cyp,405800,2001
cyp,412100,2002
cyp,418100,2003
cyp,423800,2004
cyp,429200,2005
cyp,434000,2006
cyp,438500,2007
cyp,442700,2008
cyp,446900,2009
cyp,451100,2010
cyp,455500,2011
cyp,459900,2012
cyp,464400,2013
cyp,469000,2014
cyp,473500,2015
cyp,478000,2016
cyp,482600,2017
cyp,487100,2018
cyp,491600,2019
cyp,496100,2020
cyp,500500,2021
cyp,504900,2022
cyp,509200,2023
cyp,513500,2024
cyp,517700,2025
cyp,521800,2026
cyp,525700,2027
cyp,529600,2028
cyp,533400,2029
cyp,537000,2030
cyp,540600,2031
cyp,544000,2032
cyp,547300,2033
cyp,550500,2034
cyp,553700,2035
cyp,556700,2036
cyp,559700,2037
cyp,562700,2038
cyp,565600,2039
cyp,568500,2040
cyp,571300,2041
cyp,574200,2042
cyp,577000,2043
cyp,579800,2044
cyp,582600,2045
cyp,585300,2046
cyp,588000,2047
cyp,590700,2048
cyp,593300,2049
cyp,595900,2050
cze,4588000,1950
cze,4627000,1951
cze,4666000,1952
cze,4704000,1953
cze,4741000,1954
cze,4776000,1955
cze,4809000,1956
cze,4839000,1957
cze,4867000,1958
cze,4892000,1959
cze,4916000,1960
cze,4937000,1961
cze,4956000,1962
cze,4974000,1963
cze,4989000,1964
cze,5002000,1965
cze,5012000,1966
cze,5021000,1967
cze,5029000,1968
cze,5039000,1969
cze,5054000,1970
cze,5073000,1971
cze,5095000,1972
cze,5120000,1973
cze,5147000,1974
cze,5175000,1975
cze,5203000,1976
cze,5232000,1977
cze,5260000,1978
cze,5283000,1979
cze,5300000,1980
cze,5310000,1981
cze,5314000,1982
cze,5314000,1983
cze,5311000,1984
cze,5309000,1985
cze,5307000,1986
cze,5305000,1987
cze,5304000,1988
cze,5303000,1989
cze,5302000,1990
cze,5304000,1991
cze,5306000,1992
cze,5308000,1993
cze,5308000,1994
cze,5304000,1995
cze,5297000,1996
cze,5286000,1997
cze,5273000,1998
cze,5261000,1999
cze,5249000,2000
cze,5239000,2001
cze,5230000,2002
cze,5223000,2003
cze,5221000,2004
cze,5224000,2005
cze,5232000,2006
cze,5246000,2007
cze,5263000,2008
cze,5281000,2009
cze,5296000,2010
cze,5308000,2011
cze,5317000,2012
cze,5325000,2013
cze,5332000,2014
cze,5338000,2015
cze,5345000,2016
cze,5350000,2017
cze,5355000,2018
cze,5359000,2019
cze,5362000,2020
cze,5364000,2021
cze,5365000,2022
cze,5365000,2023
cze,5364000,2024
cze,5361000,2025
cze,5357000,2026
cze,5352000,2027
cze,5346000,2028
cze,5340000,2029
cze,5332000,2030
cze,5324000,2031
cze,5316000,2032
cze,5307000,2033
cze,5298000,2034
cze,5290000,2035
cze,5281000,2036
cze,5273000,2037
cze,5266000,2038
cze,5258000,2039
cze,5252000,2040
cze,5246000,2041
cze,5240000,2042
cze,5235000,2043
cze,5230000,2044
cze,5225000,2045
cze,5220000,2046
cze,5216000,2047
cze,5211000,2048
cze,5206000,2049
cze,5200000,2050
prk,5284000,1950
prk,5182000,1951
prk,5119000,1952
prk,5099000,1953
prk,5120000,1954
prk,5179000,1955
prk,5271000,1956
prk,5389000,1957
prk,5524000,1958
prk,5665000,1959
prk,5803000,1960
prk,5933000,1961
prk,6056000,1962
prk,6178000,1963
prk,6309000,1964
prk,6458000,1965
prk,6626000,1966
prk,6807000,1967
prk,6997000,1968
prk,7192000,1969
prk,7386000,1970
prk,7578000,1971
prk,7769000,1972
prk,7952000,1973
prk,8123000,1974
prk,8275000,1975
prk,8407000,1976
prk,8521000,1977
prk,8625000,1978
prk,8731000,1979
prk,8849000,1980
prk,8981000,1981
prk,9126000,1982
prk,9277000,1983
prk,9429000,1984
prk,9576000,1985
prk,9717000,1986
prk,9852000,1987
prk,9987000,1988
prk,10130000,1989
prk,10270000,1990
prk,10430000,1991
prk,10590000,1992
prk,10750000,1993
prk,10910000,1994
prk,11060000,1995
prk,11200000,1996
prk,11320000,1997
prk,11440000,1998
prk,11540000,1999
prk,11630000,2000
prk,11710000,2001
prk,11780000,2002
prk,11840000,2003
prk,11890000,2004
prk,11940000,2005
prk,11980000,2006
prk,12020000,2007
prk,12060000,2008
prk,12100000,2009
prk,12140000,2010
prk,12180000,2011
prk,12210000,2012
prk,12250000,2013
prk,12280000,2014
prk,12320000,2015
prk,12360000,2016
prk,12390000,2017
prk,12430000,2018
prk,12470000,2019
prk,12510000,2020
prk,12540000,2021
prk,12570000,2022
prk,12610000,2023
prk,12640000,2024
prk,12660000,2025
prk,12690000,2026
prk,12710000,2027
prk,12730000,2028
prk,12750000,2029
prk,12770000,2030
prk,12780000,2031
prk,12790000,2032
prk,12790000,2033
prk,12800000,2034
prk,12800000,2035
prk,12800000,2036
prk,12790000,2037
prk,12780000,2038
prk,12770000,2039
prk,12760000,2040
prk,12750000,2041
prk,12730000,2042
prk,12710000,2043
prk,12690000,2044
prk,12660000,2045
prk,12630000,2046
prk,12600000,2047
prk,12570000,2048
prk,12540000,2049
prk,12500000,2050
cod,6477000,1950
cod,6604000,1951
cod,6733000,1952
cod,6867000,1953
cod,7008000,1954
cod,7159000,1955
cod,7320000,1956
cod,7491000,1957
cod,7669000,1958
cod,7853000,1959
cod,8042000,1960
cod,8234000,1961
cod,8430000,1962
cod,8635000,1963
cod,8853000,1964
cod,9086000,1965
cod,9338000,1966
cod,9606000,1967
cod,9887000,1968
cod,10180000,1969
cod,10470000,1970
cod,10770000,1971
cod,11070000,1972
cod,11380000,1973
cod,11700000,1974
cod,12030000,1975
cod,12380000,1976
cod,12740000,1977
cod,13110000,1978
cod,13500000,1979
cod,13880000,1980
cod,14270000,1981
cod,14670000,1982
cod,15090000,1983
cod,15520000,1984
cod,15980000,1985
cod,16470000,1986
cod,16970000,1987
cod,17510000,1988
cod,18110000,1989
cod,18780000,1990
cod,19530000,1991
cod,20350000,1992
cod,21200000,1993
cod,22010000,1994
cod,22750000,1995
cod,23390000,1996
cod,23960000,1997
cod,24500000,1998
cod,25070000,1999
cod,25700000,2000
cod,26430000,2001
cod,27230000,2002
cod,28080000,2003
cod,28960000,2004
cod,29830000,2005
cod,30690000,2006
cod,31550000,2007
cod,32420000,2008
cod,33300000,2009
cod,34210000,2010
cod,35140000,2011
cod,36080000,2012
cod,37050000,2013
cod,38020000,2014
cod,39020000,2015
cod,40020000,2016
cod,41040000,2017
cod,42070000,2018
cod,43110000,2019
cod,44150000,2020
cod,45200000,2021
cod,46260000,2022
cod,47310000,2023
cod,48370000,2024
cod,49430000,2025
cod,50490000,2026
cod,51550000,2027
cod,52610000,2028
cod,53660000,2029
cod,54720000,2030
cod,55770000,2031
cod,56810000,2032
cod,57850000,2033
cod,58890000,2034
cod,59920000,2035
cod,60950000,2036
cod,61970000,2037
cod,62990000,2038
cod,64000000,2039
cod,65010000,2040
cod,66000000,2041
cod,66990000,2042
cod,67970000,2043
cod,68940000,2044
cod,69900000,2045
cod,70850000,2046
cod,71780000,2047
cod,72700000,2048
cod,73610000,2049
cod,74500000,2050
dnk,2153000,1950
dnk,2171000,1951
dnk,2189000,1952
dnk,2206000,1953
dnk,2221000,1954
dnk,2236000,1955
dnk,2250000,1956
dnk,2264000,1957
dnk,2279000,1958
dnk,2293000,1959
dnk,2309000,1960
dnk,2326000,1961
dnk,2344000,1962
dnk,2362000,1963
dnk,2381000,1964
dnk,2399000,1965
dnk,2417000,1966
dnk,2434000,1967
dnk,2450000,1968
dnk,2467000,1969
dnk,2483000,1970
dnk,2498000,1971
dnk,2514000,1972
dnk,2528000,1973
dnk,2542000,1974
dnk,2554000,1975
dnk,2565000,1976
dnk,2575000,1977
dnk,2584000,1978
dnk,2590000,1979
dnk,2594000,1980
dnk,2597000,1981
dnk,2597000,1982
dnk,2596000,1983
dnk,2595000,1984
dnk,2595000,1985
dnk,2595000,1986
dnk,2597000,1987
dnk,2599000,1988
dnk,2603000,1989
dnk,2607000,1990
dnk,2613000,1991
dnk,2621000,1992
dnk,2629000,1993
dnk,2638000,1994
dnk,2648000,1995
dnk,2658000,1996
dnk,2668000,1997
dnk,2679000,1998
dnk,2689000,1999
dnk,2698000,2000
dnk,2707000,2001
dnk,2716000,2002
dnk,2724000,2003
dnk,2731000,2004
dnk,2737000,2005
dnk,2743000,2006
dnk,2749000,2007
dnk,2754000,2008
dnk,2759000,2009
dnk,2763000,2010
dnk,2767000,2011
dnk,2770000,2012
dnk,2774000,2013
dnk,2777000,2014
dnk,2780000,2015
dnk,2783000,2016
dnk,2786000,2017
dnk,2789000,2018
dnk,2792000,2019
dnk,2796000,2020
dnk,2799000,2021
dnk,2802000,2022
dnk,2806000,2023
dnk,2809000,2024
dnk,2813000,2025
dnk,2816000,2026
dnk,2819000,2027
dnk,2822000,2028
dnk,2824000,2029
dnk,2826000,2030
dnk,2827000,2031
dnk,2829000,2032
dnk,2829000,2033
dnk,2829000,2034
dnk,2829000,2035
dnk,2828000,2036
dnk,2826000,2037
dnk,2825000,2038
dnk,2822000,2039
dnk,2820000,2040
dnk,2817000,2041
dnk,2814000,2042
dnk,2810000,2043
dnk,2807000,2044
dnk,2803000,2045
dnk,2799000,2046
dnk,2795000,2047
dnk,2792000,2048
dnk,2788000,2049
dnk,2784000,2050
dji,31220,1950
dji,31980,1951
dji,32770,1952
dji,33600,1953
dji,34470,1954
dji,35400,1955
dji,36420,1956
dji,37600,1957
dji,39010,1958
dji,40730,1959
dji,42820,1960
dji,45330,1961
dji,48250,1962
dji,51530,1963
dji,55080,1964
dji,58850,1965
dji,62860,1966
dji,67170,1967
dji,71730,1968
dji,76480,1969
dji,81430,1970
dji,86400,1971
dji,91470,1972
dji,97130,1973
dji,104100,1974
dji,112700,1975
dji,123400,1976
dji,135900,1977
dji,149000,1978
dji,161100,1979
dji,170900,1980
dji,178000,1981
dji,182700,1982
dji,186800,1983
dji,192600,1984
dji,201900,1985
dji,215400,1986
dji,232200,1987
dji,250400,1988
dji,267300,1989
dji,280900,1990
dji,290500,1991
dji,296700,1992
dji,301200,1993
dji,305900,1994
dji,312500,1995
dji,321500,1996
dji,332200,1997
dji,343800,1998
dji,355200,1999
dji,365300,2000
dji,374200,2001
dji,382000,2002
dji,389000,2003
dji,395900,2004
dji,402900,2005
dji,410100,2006
dji,417500,2007
dji,424900,2008
dji,432300,2009
dji,439700,2010
dji,447000,2011
dji,454400,2012
dji,461700,2013
dji,469100,2014
dji,476300,2015
dji,483600,2016
dji,490800,2017
dji,498100,2018
dji,505500,2019
dji,513200,2020
dji,521300,2021
dji,529500,2022
dji,538000,2023
dji,546400,2024
dji,554800,2025
dji,563100,2026
dji,571200,2027
dji,579300,2028
dji,587300,2029
dji,595200,2030
dji,603000,2031
dji,610700,2032
dji,618300,2033
dji,625800,2034
dji,633200,2035
dji,640500,2036
dji,647700,2037
dji,654900,2038
dji,661900,2039
dji,668900,2040
dji,675800,2041
dji,682600,2042
dji,689300,2043
dji,696000,2044
dji,702600,2045
dji,709100,2046
dji,715600,2047
dji,722000,2048
dji,728300,2049
dji,734600,2050
dom,1191000,1950
dom,1226000,1951
dom,1263000,1952
dom,1303000,1953
dom,1345000,1954
dom,1390000,1955
dom,1436000,1956
dom,1485000,1957
dom,1536000,1958
dom,1589000,1959
dom,1644000,1960
dom,1701000,1961
dom,1760000,1962
dom,1820000,1963
dom,1881000,1964
dom,1943000,1965
dom,2006000,1966
dom,2070000,1967
dom,2134000,1968
dom,2199000,1969
dom,2264000,1970
dom,2330000,1971
dom,2396000,1972
dom,2462000,1973
dom,2528000,1974
dom,2594000,1975
dom,2660000,1976
dom,2725000,1977
dom,2791000,1978
dom,2858000,1979
dom,2925000,1980
dom,2994000,1981
dom,3064000,1982
dom,3135000,1983
dom,3207000,1984
dom,3279000,1985
dom,3352000,1986
dom,3425000,1987
dom,3499000,1988
dom,3574000,1989
dom,3649000,1990
dom,3725000,1991
dom,3801000,1992
dom,3877000,1993
dom,3953000,1994
dom,4027000,1995
dom,4100000,1996
dom,4172000,1997
dom,4243000,1998
dom,4313000,1999
dom,4384000,2000
dom,4455000,2001
dom,4526000,2002
dom,4597000,2003
dom,4668000,2004
dom,4739000,2005
dom,4810000,2006
dom,4881000,2007
dom,4951000,2008
dom,5021000,2009
dom,5090000,2010
dom,5158000,2011
dom,5225000,2012
dom,5291000,2013
dom,5356000,2014
dom,5420000,2015
dom,5482000,2016
dom,5544000,2017
dom,5605000,2018
dom,5664000,2019
dom,5722000,2020
dom,5779000,2021
dom,5835000,2022
dom,5890000,2023
dom,5943000,2024
dom,5996000,2025
dom,6047000,2026
dom,6096000,2027
dom,6145000,2028
dom,6192000,2029
dom,6237000,2030
dom,6282000,2031
dom,6324000,2032
dom,6365000,2033
dom,6405000,2034
dom,6443000,2035
dom,6479000,2036
dom,6514000,2037
dom,6547000,2038
dom,6578000,2039
dom,6607000,2040
dom,6635000,2041
dom,6661000,2042
dom,6685000,2043
dom,6707000,2044
dom,6727000,2045
dom,6746000,2046
dom,6762000,2047
dom,6777000,2048
dom,6790000,2049
dom,6801000,2050
ecu,1704000,1950
ecu,1747000,1951
ecu,1792000,1952
ecu,1838000,1953
ecu,1887000,1954
ecu,1937000,1955
ecu,1989000,1956
ecu,2043000,1957
ecu,2100000,1958
ecu,2159000,1959
ecu,2220000,1960
ecu,2284000,1961
ecu,2351000,1962
ecu,2421000,1963
ecu,2493000,1964
ecu,2567000,1965
ecu,2644000,1966
ecu,2723000,1967
ecu,2805000,1968
ecu,2889000,1969
ecu,2974000,1970
ecu,3062000,1971
ecu,3153000,1972
ecu,3245000,1973
ecu,3340000,1974
ecu,3437000,1975
ecu,3537000,1976
ecu,3640000,1977
ecu,3744000,1978
ecu,3851000,1979
ecu,3960000,1980
ecu,4070000,1981
ecu,4182000,1982
ecu,4295000,1983
ecu,4410000,1984
ecu,4525000,1985
ecu,4642000,1986
ecu,4759000,1987
ecu,4876000,1988
ecu,4994000,1989
ecu,5111000,1990
ecu,5228000,1991
ecu,5345000,1992
ecu,5459000,1993
ecu,5570000,1994
ecu,5676000,1995
ecu,5776000,1996
ecu,5870000,1997
ecu,5960000,1998
ecu,6047000,1999
ecu,6130000,2000
ecu,6211000,2001
ecu,6289000,2002
ecu,6365000,2003
ecu,6439000,2004
ecu,6513000,2005
ecu,6584000,2006
ecu,6655000,2007
ecu,6727000,2008
ecu,6800000,2009
ecu,6877000,2010
ecu,6957000,2011
ecu,7041000,2012
ecu,7127000,2013
ecu,7213000,2014
ecu,7297000,2015
ecu,7380000,2016
ecu,7462000,2017
ecu,7542000,2018
ecu,7621000,2019
ecu,7698000,2020
ecu,7774000,2021
ecu,7848000,2022
ecu,7921000,2023
ecu,7992000,2024
ecu,8061000,2025
ecu,8128000,2026
ecu,8193000,2027
ecu,8257000,2028
ecu,8318000,2029
ecu,8378000,2030
ecu,8435000,2031
ecu,8490000,2032
ecu,8543000,2033
ecu,8594000,2034
ecu,8642000,2035
ecu,8688000,2036
ecu,8732000,2037
ecu,8774000,2038
ecu,8813000,2039
ecu,8850000,2040
ecu,8884000,2041
ecu,8916000,2042
ecu,8946000,2043
ecu,8973000,2044
ecu,8998000,2045
ecu,9022000,2046
ecu,9043000,2047
ecu,9063000,2048
ecu,9081000,2049
ecu,9098000,2050
egy,10820000,1950
egy,11070000,1951
egy,11340000,1952
egy,11620000,1953
egy,11920000,1954
egy,12220000,1955
egy,12540000,1956
egy,12870000,1957
egy,13210000,1958
egy,13550000,1959
egy,13900000,1960
egy,14260000,1961
egy,14630000,1962
egy,15000000,1963
egy,15380000,1964
egy,15760000,1965
egy,16150000,1966
egy,16550000,1967
egy,16960000,1968
egy,17360000,1969
egy,17750000,1970
egy,18140000,1971
egy,18530000,1972
egy,18930000,1973
egy,19330000,1974
egy,19750000,1975
egy,20190000,1976
egy,20650000,1977
egy,21130000,1978
egy,21640000,1979
