geo,murder_per_100000_people,time
ita,1.157,1997
ita,1.193,1998
ita,1.158,1999
ita,0.9749,2000
ita,0.901,2001
ita,0.9152,2002
ita,1.061,2003
ita,0.8971,2004
ita,0.8971,2005
jam,0.5423,2002
jam,25.14,2003
jam,37.65,2004
jam,42.59,2005
jpn,2.232,1950
jpn,2.035,1951
jpn,2.011,1952
jpn,1.968,1953
jpn,2.195,1954
jpn,2.362,1955
jpn,2.053,1956
jpn,2.017,1957
jpn,2.147,1958
jpn,2.018,1959
jpn,1.886,1960
jpn,1.702,1961
jpn,1.571,1962
jpn,1.554,1963
jpn,1.533,1964
jpn,1.433,1965
jpn,1.45,1966
jpn,1.391,1967
jpn,1.443,1968
jpn,1.371,1969
jpn,1.332,1970
jpn,1.301,1971
jpn,1.253,1972
jpn,1.253,1973
jpn,1.248,1974
jpn,1.285,1975
jpn,1.259,1976
jpn,1.221,1977
jpn,1.16,1978
jpn,1.041,1979
jpn,0.9623,1980
jpn,0.9973,1981
jpn,0.9355,1982
jpn,1.006,1983
jpn,0.9808,1984
jpn,0.8521,1985
jpn,0.8679,1986
jpn,0.7743,1987
jpn,0.7746,1988
jpn,0.6523,1989
jpn,0.6128,1990
jpn,0.5553,1991
jpn,0.6257,1992
jpn,0.6541,1993
jpn,0.6262,1994
jpn,0.5515,1995
jpn,0.5386,1996
jpn,0.5574,1997
jpn,0.6188,1998
jpn,0.5744,1999
jpn,0.5749,2000
jpn,0.5454,2001
jpn,0.5275,2002
jpn,0.5316,2003
jpn,0.4763,2004
jpn,0.4394,2005
jor,3.197,2002
jor,7.423,2004
jor,4.874,2005
kaz,10.85,1981
kaz,10.4,1982
kaz,8.7,1985
kaz,6.039,1986
kaz,6.886,1987
kaz,7.585,1988
kaz,10.8,1989
kaz,12.5,1990
kaz,12.8,1991
kaz,15.31,1992
kaz,18.49,1993
kaz,18.62,1994
kaz,20.69,1995
kaz,19.91,1996
kaz,18.93,1997
kaz,18.9,1998
kaz,17.1,1999
kaz,17.21,2000
kaz,15.94,2001
kaz,13.3,2002
kaz,14.95,2003
kaz,15.99,2004
kaz,14.25,2005
ken,18.18,2002
ken,26.34,2004
ken,23.18,2005
kir,7.258,2002
kir,6.452,2004
kir,6.452,2005
prk,19.38,2002
prk,18.63,2004
prk,18.63,2005
kor,0.9966,1985
kor,1.004,1986
kor,1.091,1987
kor,1.027,1988
kor,1.399,1989
kor,1.508,1990
kor,1.453,1991
kor,1.253,1992
kor,1.616,1993
kor,1.574,1994
kor,1.717,1995
kor,1.824,1996
kor,2.008,1997
kor,2.038,1998
kor,1.585,1999
kor,1.64,2000
kor,1.499,2001
kor,1.592,2002
kor,1.638,2003
kor,1.681,2004
kor,1.66,2005
kwt,3.82,1972
kwt,1.641,1975
kwt,1.666,1976
kwt,1.036,1977
kwt,1.885,1978
kwt,0.4899,1979
kwt,0.9867,1980
kwt,0.4144,1981
kwt,0.5415,1982
kwt,0.8803,1983
kwt,2.57,1984
kwt,2.228,1985
kwt,0.7838,1986
kwt,0.434,1987
kwt,1.877,1993
kwt,1.84,1994
kwt,0.8945,1995
kwt,1.675,1996
kwt,1.352,1997
kwt,1.434,1998
kwt,2.175,1999
kwt,0.9562,2000
kwt,1.977,2001
kwt,0.9177,2002
kwt,1.213,2004
kwt,1.213,2005
kgz,8.998,1981
kgz,8.17,1982
kgz,6.371,1985
kgz,3.428,1986
kgz,4.982,1987
kgz,5.883,1988
kgz,8.773,1989
kgz,16.83,1990
kgz,11.18,1991
kgz,14.55,1992
kgz,16.26,1993
kgz,17.94,1994
kgz,15.78,1995
kgz,13.89,1996
kgz,10.79,1997
kgz,9.147,1998
kgz,8.626,1999
kgz,9.513,2000
kgz,8.069,2001
kgz,7.619,2002
kgz,7.264,2003
kgz,7.444,2004
kgz,8.472,2005
lao,7.692,2002
lao,7.118,2004
lao,7.118,2005
lva,5.573,1980
lva,6.652,1981
lva,5.755,1982
lva,6.227,1983
lva,5.79,1984
lva,5.112,1985
lva,4.266,1986
lva,4.111,1987
lva,5.896,1988
lva,8.513,1989
lva,8.799,1990
lva,11.03,1991
lva,15.5,1992
lva,23.43,1993
lva,22.06,1994
lva,17.15,1995
lva,14.76,1996
lva,15.26,1997
lva,11.92,1998
lva,11.66,1999
lva,11.4,2000
lva,11.49,2001
lva,10.21,2002
lva,9.519,2003
lva,8.402,2004
lva,8.905,2005
lbn,2.988,2002
lbn,2.731,2004
lbn,2.731,2005
lso,8.586,2002
lso,16.21,2004
lso,16.21,2005
lbr,41.55,2002
lbr,21.5,2004
lbr,21.5,2005
lby,2.772,2002
lby,3.155,2004
lby,3.155,2005
ltu,6.612,1981
ltu,6.359,1982
ltu,5.981,1985
ltu,4.808,1986
ltu,3.759,1987
ltu,4.486,1988
ltu,5.642,1989
ltu,7.427,1990
ltu,8.925,1991
ltu,10.31,1992
ltu,12.15,1993
ltu,13.21,1994
ltu,11.39,1995
ltu,9.226,1996
ltu,9.023,1997
ltu,8.3,1998
ltu,7.923,1999
ltu,9.279,2000
ltu,9.428,2001
ltu,6.792,2002
ltu,8.655,2003
ltu,7.634,2004
ltu,8.074,2005
lux,0.889,1998
lux,0.658,1999
lux,1.864,2000
lux,2.269,2001
lux,1.835,2002
lux,1.058,2003
lux,1.238,2004
lux,1.509,2005
mkd,1.425,1991
mkd,1.897,1992
mkd,2.092,1993
mkd,1.774,1994
mkd,1.559,1995
mkd,2.321,1996
mkd,2.247,1997
mkd,2.185,1998
mkd,2.546,1999
mkd,2.866,2000
mkd,6.193,2001
mkd,3.218,2002
mkd,3.085,2003
mkd,5.053,2004
mkd,5.053,2005
mdg,12.29,2002
mdg,14.56,2004
mdg,14.56,2005
mwi,11.45,2002
mwi,25.09,2004
mwi,25.09,2005
mys,1.111,2000
mys,1.74,2001
mys,9.733,2002
mys,1.828,2003
mys,10.23,2004
mys,1.595,2005
mdv,0.0,2000
mdv,0.0,2001
mdv,11.23,2002
mdv,0.0,2003
mdv,2.292,2004
mdv,2.292,2005
mli,16.92,2002
mli,23.47,2004
mli,23.47,2005
mlt,0.813,1995
mlt,1.464,1996
mlt,0.445,1997
mlt,1.755,1998
mlt,2.196,1999
mlt,0.752,2000
mlt,2.767,2001
mlt,1.581,2002
mlt,0.0,2003
mlt,0.7949,2004
mlt,0.448,2005
mhl,1.79,2002
mhl,1.744,2004
mhl,1.744,2005
mtq,3.156,2000
mtq,3.91,2001
mtq,2.583,2002
mtq,3.736,2003
mtq,2.585,2004
mtq,4.5,2005
mrt,15.47,2002
mrt,17.61,2004
mrt,17.61,2005
mus,1.256,1961
mus,0.8254,1962
mus,0.822,1963
mus,2.449,1964
mus,2.602,1965
mus,4.134,1966
mus,2.644,1967
mus,8.367,1968
mus,3.438,1969
mus,3.436,1970
mus,2.957,1971
mus,1.523,1972
mus,2.483,1973
mus,3.957,1974
mus,2.035,1975
mus,1.858,1976
mus,0.7207,1977
mus,1.541,1978
mus,2.706,1979
mus,1.868,1980
mus,0.8965,1981
mus,1.75,1982
mus,1.26,1983
mus,1.813,1984
mus,0.6464,1985
mus,0.762,1986
mus,2.123,1987
mus,2.57,1988
mus,2.83,1989
mus,2.548,1990
mus,3.213,1991
mus,3.217,1992
mus,2.507,1993
mus,2.029,1994
mus,1.312,1995
mus,2.676,1996
mus,1.747,1997
mus,2.521,1998
mus,2.914,1999
mus,2.887,2000
mus,2.179,2001
mus,2.419,2002
mus,2.693,2003
mus,2.761,2004
mus,3.662,2005
mex,43.09,1955
mex,41.18,1956
mex,39.52,1957
mex,39.68,1958
mex,42.43,1959
mex,41.05,1960
mex,37.52,1961
mex,34.14,1962
mex,28.86,1963
mex,29.05,1964
mex,26.69,1965
mex,25.96,1966
mex,26.36,1967
mex,25.48,1968
mex,13.84,1969
mex,23.38,1970
mex,21.01,1971
mex,19.47,1972
mex,17.25,1973
mex,30.48,1974
mex,24.35,1975
mex,22.43,1976
mex,25.12,1977
mex,23.76,1978
mex,23.85,1979
mex,24.02,1980
mex,23.68,1981
mex,24.32,1982
mex,23.69,1983
mex,20.74,1984
mex,24.33,1985
mex,25.08,1986
mex,24.59,1987
mex,22.94,1988
mex,22.46,1989
mex,20.72,1990
mex,20.59,1991
mex,22.3,1992
mex,21.07,1993
mex,20.19,1994
mex,19.3,1995
mex,17.26,1996
mex,15.76,1997
mex,15.56,1998
mex,13.67,1999
mex,11.76,2000
mex,10.85,2001
mex,10.53,2002
mex,10.41,2003
mex,9.458,2004
mex,9.914,2005
fsm,1.266,2002
fsm,0.7856,2004
fsm,0.7856,2005
mda,9.651,1981
mda,9.523,1982
mda,7.667,1985
mda,6.033,1986
mda,5.771,1987
mda,7.615,1988
mda,8.549,1989
mda,9.318,1990
mda,8.947,1991
mda,14.19,1992
mda,12.88,1993
mda,14.52,1994
mda,16.75,1995
mda,13.66,1996
mda,13.26,1997
mda,11.51,1998
mda,11.22,1999
mda,11.7,2000
mda,10.96,2001
mda,9.837,2002
mda,8.69,2003
mda,7.007,2004
mda,7.531,2005
mco,0.9546,2002
mco,0.9239,2004
mco,0.922,2005
mng,3.58,2002
mng,3.252,2004
mng,2.997,2005
mar,1.321,2002
mar,1.245,2004
mar,1.214,2005
moz,11.96,2002
moz,25.62,2004
moz,25.62,2005
mmr,18.51,2002
mmr,16.32,2004
mmr,16.32,2005
nam,32.62,2002
nam,15.82,2004
nam,15.82,2005
nru,10.89,2002
nru,12.58,2004
nru,12.58,2005
npl,18.82,2002
npl,16.86,2004
npl,20.42,2005
nld,0.4109,1950
nld,0.373,1951
nld,0.3441,1952
nld,0.2915,1953
nld,0.2709,1954
nld,0.2799,1955
nld,0.1668,1956
nld,0.327,1957
nld,0.3254,1958
nld,0.3397,1959
nld,0.2993,1960
nld,0.3745,1961
nld,0.2446,1962
nld,0.3789,1963
nld,0.3924,1964
nld,0.343,1965
nld,0.4104,1966
nld,0.4456,1967
nld,0.4092,1968
nld,0.5184,1969
nld,0.5088,1970
nld,0.5705,1971
nld,0.5489,1972
nld,0.6268,1973
nld,0.8026,1974
nld,0.7344,1975
nld,0.8342,1976
nld,0.8801,1977
nld,0.8161,1978
nld,0.8654,1979
nld,0.7761,1980
nld,0.8143,1981
nld,0.8286,1982
nld,0.9335,1983
nld,0.9287,1984
nld,0.873,1985
nld,0.9804,1986
nld,0.8862,1987
nld,0.8897,1988
nld,0.9208,1989
nld,0.8875,1990
nld,1.102,1991
nld,1.236,1992
nld,1.219,1993
nld,1.029,1994
nld,1.194,1995
nld,1.328,1996
nld,1.311,1997
nld,1.086,1998
nld,1.277,1999
nld,1.13,2000
nld,1.232,2001
nld,1.227,2002
nld,1.209,2003
nld,1.145,2004
nld,1.078,2005
ant,4.229,1988
ant,7.801,1989
ant,1.364,1990
ant,3.799,1991
ant,5.073,1992
ant,6.378,1993
ant,10.08,1994
ant,7.837,1995
ant,9.411,1996
ant,8.041,1997
ant,10.71,1998
ant,9.795,1999
ant,8.611,2000
nzl,1.027,1950
nzl,1.261,1951
nzl,1.06,1952
nzl,0.824,1953
nzl,0.9166,1954
nzl,1.106,1955
nzl,0.4653,1956
nzl,0.6231,1957
nzl,1.062,1958
nzl,1.076,1959
nzl,1.01,1960
nzl,1.037,1961
nzl,0.7749,1962
nzl,0.6186,1963
nzl,1.265,1964
nzl,1.062,1965
nzl,0.7462,1966
nzl,1.361,1967
nzl,0.7289,1968
nzl,1.164,1969
nzl,1.226,1970
nzl,0.9539,1971
nzl,1.038,1972
nzl,0.9031,1973
nzl,1.563,1974
nzl,1.092,1975
nzl,1.082,1976
nzl,1.791,1977
nzl,1.903,1978
nzl,1.628,1979
nzl,1.297,1980
nzl,1.327,1981
nzl,1.34,1982
nzl,1.61,1983
nzl,1.183,1984
nzl,1.957,1985
nzl,2.248,1986
nzl,1.959,1987
nzl,1.747,1988
nzl,2.151,1989
nzl,2.266,1990
nzl,1.913,1991
nzl,2.311,1992
nzl,1.43,1993
nzl,1.974,1994
nzl,1.254,1995
nzl,1.847,1996
nzl,1.834,1997
nzl,1.537,1998
nzl,1.356,1999
nzl,1.481,2000
nzl,1.413,2001
nzl,1.801,2002
nzl,1.428,2003
nzl,1.238,2004
nzl,1.789,2005
nic,12.21,1997
nic,10.38,1998
nic,8.654,1999
nic,8.712,2000
nic,8.784,2001
nic,13.72,2002
nic,10.76,2003
nic,17.59,2004
nic,19.6,2005
ner,19.05,2002
ner,26.87,2004
ner,26.87,2005
nga,28.75,2002
nga,21.4,2004
nga,21.4,2005
niu,1.069,2002
niu,1.014,2004
niu,1.014,2005
nor,0.3348,1951
nor,0.3397,1952
nor,0.3372,1953
nor,0.3579,1954
nor,0.253,1955
nor,0.388,1956
nor,0.5842,1957
nor,0.49,1958
nor,0.4223,1959
nor,0.4227,1960
nor,0.4415,1961
nor,0.3953,1962
nor,0.6614,1963
nor,0.5095,1964
nor,0.4918,1965
nor,0.4029,1966
nor,0.4583,1967
nor,0.5578,1968
nor,0.6605,1969
nor,0.6553,1970
nor,0.6272,1971
nor,0.7381,1972
nor,0.7591,1973
nor,0.641,1974
nor,0.7158,1975
nor,0.7483,1976
nor,0.8574,1977
nor,0.7382,1978
nor,0.896,1979
nor,1.143,1980
nor,1.401,1981
nor,1.065,1982
nor,1.277,1983
nor,1.05,1984
nor,0.9699,1985
nor,1.548,1986
nor,1.393,1987
nor,1.123,1988
nor,1.288,1989
nor,1.157,1990
nor,1.454,1991
nor,1.096,1992
nor,0.9743,1993
nor,0.7542,1994
nor,0.9985,1995
nor,0.9835,1996
nor,0.9251,1997
nor,0.9411,1998
nor,0.8502,1999
nor,1.208,2000
nor,0.8044,2001
nor,0.9063,2002
nor,1.095,2003
nor,0.8763,2004
nor,0.6321,2005
omn,2.086,2002
omn,2.04,2004
omn,2.04,2005
pak,5.611,2002
pak,5.147,2004
pak,4.99,2005
plw,0.9599,2002
plw,0.8448,2004
plw,0.8448,2005
pan,3.475,1984
pan,6.031,1985
pan,6.412,1986
pan,7.617,1987
pan,7.341,1988
pan,5.622,1989
pan,7.817,1996
pan,10.71,1997
pan,9.188,1998
pan,8.488,1999
pan,9.733,2000
pan,10.37,2001
pan,12.08,2002
pan,11.49,2003
pan,10.22,2004
pan,10.22,2005
png,20.11,2002
png,19.13,2004
png,19.13,2005
pry,12.21,1994
pry,13.09,1995
pry,14.8,1996
pry,12.28,1997
pry,13.12,1998
pry,12.4,1999
pry,14.74,2000
pry,14.48,2001
pry,14.07,2002
pry,14.78,2003
pry,14.57,2004
pry,13.23,2005
per,2.478,1999
per,2.197,2000
per,4.028,2002
per,3.447,2004
per,3.129,2005
phl,0.9626,1992
phl,14.02,1993
phl,18.31,1997
phl,18.64,1998
phl,17.83,1999
phl,18.74,2000
phl,19.87,2001
phl,19.96,2002
phl,19.28,2003
phl,24.66,2004
phl,24.55,2005
pol,1.159,1959
pol,1.038,1960
pol,1.203,1961
pol,1.173,1962
pol,0.9114,1963
pol,0.8227,1964
pol,0.8853,1965
pol,1.039,1966
pol,1.031,1967
pol,0.9913,1968
pol,1.076,1969
pol,1.125,1970
pol,1.156,1971
pol,0.9144,1972
pol,0.9628,1973
pol,0.8646,1974
pol,1.031,1975
pol,1.201,1976
pol,1.281,1977
pol,1.252,1978
pol,1.01,1979
pol,1.435,1983
pol,1.762,1984
pol,1.519,1985
pol,1.559,1986
pol,1.671,1987
pol,1.717,1988
pol,1.994,1989
pol,2.835,1990
pol,2.782,1991
pol,2.836,1992
pol,2.589,1993
pol,2.837,1994
pol,2.673,1995
pol,2.49,1996
pol,2.169,1999
pol,1.954,2000
pol,1.611,2001
pol,1.629,2002
pol,1.412,2003
pol,1.345,2004
pol,1.288,2005
prt,1.41,1955
prt,1.556,1956
prt,1.362,1957
prt,1.058,1958
prt,0.8533,1959
prt,0.9604,1960
prt,1.478,1961
prt,0.9815,1962
prt,1.034,1963
prt,1.245,1964
prt,1.003,1965
prt,0.9322,1966
prt,1.424,1967
prt,0.899,1968
prt,0.9391,1969
prt,0.8084,1970
prt,1.229,1971
prt,0.7654,1972
prt,0.845,1973
prt,1.356,1974
prt,1.951,1975
prt,1.73,1976
prt,1.714,1977
prt,1.575,1978
prt,1.589,1979
prt,1.314,1980
prt,1.238,1981
prt,1.273,1982
prt,1.545,1983
prt,1.723,1984
prt,1.405,1985
prt,1.406,1986
prt,1.271,1987
prt,1.361,1988
prt,1.522,1989
prt,1.626,1990
prt,1.564,1991
prt,1.513,1992
prt,1.472,1993
prt,1.447,1994
prt,1.666,1995
prt,1.205,1996
prt,1.199,1997
prt,1.24,1998
prt,1.101,1999
prt,0.8998,2000
prt,1.223,2001
prt,1.603,2002
prt,1.46,2003
prt,1.55,2004
prt,1.424,2005
pri,18.25,1999
pri,18.65,2000
pri,20.78,2001
pri,19.89,2002
pri,19.01,2003
pri,18.51,2004
pri,19.3,2005
qat,0.0,1995
qat,1.413,2002
qat,0.9312,2004
qat,0.8382,2005
reu,1.921,2001
reu,1.967,2002
reu,2.134,2003
reu,2.611,2004
reu,2.702,2005
rou,3.805,1989
rou,5.143,1990
rou,4.372,1991
rou,4.727,1992
rou,4.079,1993
rou,4.195,1994
rou,3.93,1995
rou,3.561,1996
rou,3.506,1997
rou,3.075,1998
rou,3.308,1999
rou,3.331,2000
rou,3.137,2001
rou,3.302,2002
rou,3.479,2003
rou,2.829,2004
rou,2.272,2005
rus,12.39,1980
rus,12.35,1981
rus,12.05,1982
rus,10.05,1985
rus,7.121,1986
rus,7.533,1987
rus,9.428,1988
rus,12.22,1989
rus,13.9,1990
rus,14.88,1991
rus,22.24,1992
rus,29.52,1993
rus,31.17,1994
rus,29.39,1995
rus,25.31,1996
rus,22.63,1997
rus,21.58,1998
rus,24.43,1999
rus,26.15,2000
rus,27.12,2001
rus,27.96,2002
rus,26.08,2003
rus,24.35,2004
rus,22.12,2005
rwa,25.39,2002
rwa,34.38,2004
rwa,34.38,2005
kna,12.08,2002
kna,11.33,2004
kna,11.33,2005
lca,9.873,1996
lca,9.935,1997
lca,10.3,1998
lca,11.27,1999
lca,19.51,2000
lca,17.85,2001
lca,7.342,2002
lca,22.41,2004
lca,22.41,2005
vct,1.744,1990
vct,12.91,2000
vct,10.96,2001
vct,14.58,2002
vct,9.616,2003
vct,16.58,2004
vct,16.58,2005
wsm,1.064,2002
wsm,1.035,2004
wsm,1.035,2005
smr,0.0,2002
smr,0.0,2004
stp,5.338,2002
stp,6.294,2004
stp,6.294,2005
sau,2.853,2002
sau,3.138,2004
sau,2.794,2005
sen,13.26,2002
sen,17.15,2004
sen,17.15,2005
srb,3.209,1998
srb,3.013,1999
srb,2.525,2000
srb,2.658,2001
srb,2.105,2002
srb,2.195,2003
srb,1.628,2004
srb,1.946,2005
scg,2.991,1997
scg,2.649,1998
scg,2.431,1999
scg,2.112,2000
scg,2.704,2001
scg,2.153,2002
scg,2.616,2004
scg,2.616,2005
syc,3.492,2002
syc,3.227,2004
syc,3.227,2005
sle,60.71,2002
sle,39.78,2004
sle,39.78,2005
sgp,0.8665,1963
sgp,1.722,1964
sgp,2.674,1965
sgp,2.241,1966
sgp,2.296,1967
sgp,1.599,1968
sgp,1.955,1969
sgp,1.788,1970
sgp,2.234,1971
sgp,2.705,1972
sgp,1.799,1973
sgp,2.309,1974
sgp,1.977,1975
sgp,1.685,1976
sgp,1.686,1977
sgp,1.677,1978
sgp,1.535,1979
sgp,2.278,1980
sgp,1.697,1981
sgp,1.483,1982
sgp,2.385,1983
sgp,2.804,1984
sgp,2.286,1985
sgp,2.335,1986
sgp,1.677,1987
sgp,1.804,1988
sgp,2.482,1989
sgp,1.401,1990
sgp,1.229,1991
sgp,1.24,1992
sgp,1.163,1993
sgp,0.8838,1994
sgp,0.8705,1995
sgp,0.5446,1996
sgp,0.9213,1997
sgp,0.7041,1998
sgp,0.9412,1999
sgp,1.081,2000
sgp,0.7527,2001
sgp,0.6338,2002
sgp,0.7695,2003
sgp,0.5995,2004
sgp,0.5393,2005
svk,2.244,1992
svk,2.318,1993
svk,2.126,1994
svk,2.039,1995
svk,1.904,1996
svk,2.522,1997
svk,1.992,1998
svk,2.263,1999
svk,2.043,2000
svk,1.925,2001
svk,2.076,2002
svk,1.794,2003
svk,1.604,2004
svk,1.447,2005
svn,1.866,1985
svn,1.612,1986
svn,1.372,1987
svn,1.516,1988
svn,2.213,1989
svn,1.98,1990
svn,2.316,1991
svn,2.117,1992
svn,1.33,1993
svn,2.031,1994
svn,2.285,1995
svn,2.055,1996
svn,2.047,1997
svn,0.9228,1998
svn,1.321,1999
svn,0.9669,2000
svn,0.7496,2001
svn,1.357,2002
svn,1.266,2003
svn,1.755,2004
svn,1.069,2005
slb,1.468,2002
slb,1.212,2004
slb,1.212,2005
som,38.62,2002
som,1.851,2004
som,1.851,2005
zaf,45.61,2002
zaf,70.85,2004
zaf,70.85,2005
esp,0.4974,1951
esp,0.4399,1952
esp,0.3237,1953
esp,0.3497,1954
esp,0.3121,1955
esp,0.4481,1956
esp,0.5063,1957
esp,0.5141,1958
esp,0.4473,1959
esp,0.2774,1960
esp,0.182,1961
esp,0.09925,1962
esp,0.1379,1963
esp,0.06319,1964
esp,0.1406,1965
esp,0.1721,1966
esp,0.1209,1967
esp,0.1014,1968
esp,0.2554,1969
esp,0.6298,1970
esp,0.2443,1971
esp,0.3084,1972
esp,0.3084,1973
esp,0.3571,1974
esp,0.6486,1975
esp,0.5244,1976
esp,0.6792,1977
esp,0.9454,1978
esp,1.073,1979
esp,1.025,1980
esp,0.8669,1981
esp,0.8081,1982
esp,1.044,1983
esp,1.182,1984
esp,1.051,1985
esp,1.026,1986
esp,1.166,1987
esp,0.8725,1988
esp,0.8401,1989
esp,0.9294,1990
esp,0.8549,1991
esp,0.8325,1992
esp,0.8998,1993
esp,0.8365,1994
esp,0.8207,1995
esp,0.809,1996
esp,0.79,1997
esp,0.8045,1998
esp,0.7884,1999
esp,0.9259,2000
esp,0.9198,2001
esp,0.953,2002
esp,0.9423,2003
esp,1.272,2004
esp,0.8139,2005
lka,4.757,1950
lka,4.599,1951
lka,4.7,1952
lka,4.711,1953
lka,6.391,1954
lka,5.122,1955
lka,4.847,1956
lka,4.694,1957
lka,6.02,1958
lka,5.464,1959
lka,4.228,1960
lka,3.513,1961
lka,4.048,1962
lka,3.047,1963
lka,3.113,1964
lka,3.776,1965
lka,4.36,1966
lka,3.434,1967
lka,2.825,1968
lka,8.161,1977
lka,2.792,1980
lka,3.55,1981
lka,4.12,1982
lka,7.914,1983
lka,6.348,1984
lka,7.985,1985
lka,7.916,1986
lka,7.81,2002
lka,6.769,2004
lka,5.95,2005
sdn,33.08,2002
sdn,31.0,2004
sdn,31.0,2005
sur,6.494,1995
sur,6.409,1996
sur,7.413,1997
sur,10.88,1998
sur,11.17,1999
sur,8.06,2000
sur,4.908,2002
sur,12.93,2004
sur,10.55,2005
swz,6.757,2002
swz,25.77,2004
swz,25.77,2005
swe,0.6303,1951
swe,0.6712,1952
swe,0.6396,1953
swe,0.759,1954
swe,0.6609,1955
swe,0.9058,1956
swe,0.7477,1957
swe,0.7105,1958
swe,0.6676,1959
swe,0.6299,1960
swe,0.5335,1961
swe,0.5208,1962
swe,0.8735,1963
swe,0.7932,1964
swe,0.7467,1965
swe,0.8653,1966
swe,0.8994,1967
swe,0.6574,1968
swe,0.8847,1969
swe,0.8607,1970
swe,0.9734,1971
swe,1.076,1972
swe,0.9911,1973
swe,1.215,1974
swe,1.165,1975
swe,1.295,1976
swe,1.251,1977
swe,0.9736,1978
swe,1.394,1979
swe,1.194,1980
swe,1.474,1981
swe,1.275,1982
swe,1.177,1983
swe,1.099,1984
swe,1.248,1985
swe,1.412,1986
swe,1.212,1987
swe,1.352,1988
swe,1.49,1989
swe,1.225,1990
swe,1.396,1991
swe,1.342,1992
swe,1.232,1993
swe,1.187,1994
swe,0.997,1995
swe,1.168,1996
swe,1.013,1997
swe,1.101,1998
swe,1.165,1999
swe,1.006,2000
swe,0.9226,2001
swe,1.165,2002
swe,0.8929,2003
swe,1.082,2004
swe,0.8965,2005
che,1.261,1951
che,1.183,1952
che,1.097,1953
che,1.063,1954
che,1.164,1955
che,0.6497,1956
che,0.7746,1957
che,0.645,1958
che,0.9393,1959
che,0.5958,1960
che,0.7096,1961
che,1.05,1962
che,0.6847,1963
che,0.7381,1964
che,0.5841,1965
che,0.6683,1966
che,0.8038,1967
che,0.7447,1968
che,0.5285,1969
che,0.7289,1970
che,0.9628,1971
che,0.96,1972
che,0.6521,1973
che,0.9833,1974
che,0.9373,1975
che,0.8969,1976
che,0.8994,1977
che,0.7372,1978
che,0.9505,1979
che,0.9993,1980
che,1.165,1981
che,1.314,1982
che,1.401,1983
che,0.9358,1984
che,1.565,1985
che,0.995,1986
che,1.271,1987
che,1.228,1988
che,1.209,1989
che,1.468,1990
che,1.319,1991
che,1.432,1992
che,1.628,1993
che,1.316,1994
che,0.9392,1995
che,1.074,1996
che,1.342,1997
che,0.7992,1998
che,0.9771,1999
che,0.8316,2000
che,1.076,2001
che,0.9413,2002
che,0.6691,2003
che,0.8976,2004
che,0.9867,2005
syr,3.164,2002
syr,3.045,2004
syr,3.069,2005
tjk,7.995,2002
tjk,3.301,2004
tjk,3.603,2005
tza,30.11,2002
tza,33.27,2004
tza,33.27,2005
tha,9.089,1990
tha,8.596,1991
tha,8.97,1992
tha,8.734,1994
tha,6.077,1995
tha,9.731,1996
tha,6.086,1997
tha,8.061,1998
tha,11.3,1999
tha,8.634,2000
tha,9.094,2002
tha,6.704,2004
tha,7.464,2005
tls,22.9,2002
tls,16.25,2004
tls,16.25,2005
tgo,12.79,2002
tgo,16.71,2004
tgo,16.71,2005
ton,0.7089,2002
ton,0.6161,2004
ton,0.6161,2005
tto,5.285,1951
tto,5.638,1952
tto,8.219,1953
tto,7.267,1954
tto,7.331,1955
tto,8.859,1956
tto,7.808,1957
tto,4.464,1958
tto,5.479,1960
tto,5.865,1961
tto,7.169,1962
tto,5.406,1963
tto,10.97,1967
tto,6.418,1968
tto,5.957,1970
tto,4.966,1971
tto,4.84,1972
tto,5.88,1973
tto,8.276,1974
tto,6.382,1975
tto,5.91,1976
tto,6.804,1977
tto,5.332,1978
tto,5.239,1979
tto,2.461,1980
tto,3.933,1981
tto,3.198,1982
tto,5.637,1983
tto,5.984,1984
tto,9.914,1985
tto,7.596,1986
tto,10.1,1987
tto,8.245,1988
tto,8.626,1989
tto,6.864,1990
tto,8.109,1991
tto,10.76,1992
tto,9.933,1993
tto,12.15,1994
tto,10.84,1995
tto,10.14,1996
tto,8.493,1997
tto,8.687,1998
tto,8.978,1999
tto,12.0,2000
tto,15.12,2001
tto,13.31,2002
tto,12.9,2004
tto,12.9,2005
tun,2.296,2002
tun,1.733,2004
tun,1.733,2005
tur,3.666,2002
tur,2.864,2004
tur,3.139,2005
tkm,8.629,1981
tkm,6.452,1982
tkm,5.49,1985
tkm,4.757,1986
tkm,4.463,1987
tkm,7.089,1988
tkm,8.077,1989
tkm,8.483,1990
tkm,6.462,1991
tkm,6.502,1992
tkm,7.155,1993
tkm,5.422,1994
tkm,4.731,1995
tkm,7.017,1996
tkm,6.305,1997
tkm,8.552,1998
tkm,11.47,2002
tkm,9.862,2004
tkm,9.862,2005
tuv,2.154,2002
tuv,1.924,2004
tuv,1.924,2005
uga,27.86,2002
uga,33.08,2004
uga,38.94,2005
ukr,5.964,1981
ukr,5.995,1982
ukr,4.721,1985
ukr,3.992,1986
ukr,4.443,1987
ukr,5.264,1988
ukr,7.049,1989
ukr,7.818,1990
ukr,8.449,1991
ukr,11.06,1992
ukr,11.45,1993
ukr,13.19,1994
ukr,14.3,1995
ukr,14.3,1996
ukr,12.37,1997
ukr,11.38,1998
ukr,11.73,1999
ukr,11.99,2000
ukr,11.38,2001
ukr,10.67,2002
