total_gdp_ppp_inflation_adjusted,geo,time
378600000,com,1967
378700000,com,1968
369700000,com,1969
378800000,com,1970
395000000,com,1971
403700000,com,1972
433300000,com,1973
446400000,com,1974
475800000,com,1975
477200000,com,1976
496100000,com,1977
511200000,com,1978
560100000,com,1979
601500000,com,1980
624700000,com,1981
664600000,com,1982
696600000,com,1983
725300000,com,1984
741800000,com,1985
755700000,com,1986
768100000,com,1987
788700000,com,1988
775800000,com,1989
782400000,com,1990
796300000,com,1991
824000000,com,1992
848700000,com,1993
803900000,com,1994
833000000,com,1995
821800000,com,1996
856400000,com,1997
866300000,com,1998
883000000,com,1999
895500000,com,2000
925300000,com,2001
963700000,com,2002
987600000,com,2003
985200000,com,2004
1027000000,com,2005
1040000000,com,2006
1045000000,com,2007
1055000000,com,2008
1074000000,com,2009
1096000000,com,2010
1120000000,com,2011
1159000000,com,2012
1205000000,com,2013
2634000000,cod,1800
2638000000,cod,1801
2642000000,cod,1802
2646000000,cod,1803
2650000000,cod,1804
2654000000,cod,1805
2659000000,cod,1806
2663000000,cod,1807
2667000000,cod,1808
2671000000,cod,1809
2676000000,cod,1810
2680000000,cod,1811
2684000000,cod,1812
2688000000,cod,1813
2693000000,cod,1814
2697000000,cod,1815
2701000000,cod,1816
2705000000,cod,1817
2710000000,cod,1818
2714000000,cod,1819
2718000000,cod,1820
2741000000,cod,1821
2763000000,cod,1822
2786000000,cod,1823
2809000000,cod,1824
2832000000,cod,1825
2855000000,cod,1826
2879000000,cod,1827
2902000000,cod,1828
2926000000,cod,1829
2950000000,cod,1830
2975000000,cod,1831
2999000000,cod,1832
3024000000,cod,1833
3049000000,cod,1834
3074000000,cod,1835
3099000000,cod,1836
3124000000,cod,1837
3150000000,cod,1838
3176000000,cod,1839
3202000000,cod,1840
3228000000,cod,1841
3255000000,cod,1842
3282000000,cod,1843
3309000000,cod,1844
3336000000,cod,1845
3363000000,cod,1846
3391000000,cod,1847
3419000000,cod,1848
3447000000,cod,1849
3475000000,cod,1850
3504000000,cod,1851
3533000000,cod,1852
3562000000,cod,1853
3591000000,cod,1854
3620000000,cod,1855
3650000000,cod,1856
3680000000,cod,1857
3710000000,cod,1858
3741000000,cod,1859
3772000000,cod,1860
3803000000,cod,1861
3834000000,cod,1862
3866000000,cod,1863
3897000000,cod,1864
3929000000,cod,1865
3962000000,cod,1866
3994000000,cod,1867
4027000000,cod,1868
4060000000,cod,1869
4094000000,cod,1870
4127000000,cod,1871
4161000000,cod,1872
4195000000,cod,1873
4230000000,cod,1874
4265000000,cod,1875
4300000000,cod,1876
4335000000,cod,1877
4371000000,cod,1878
4407000000,cod,1879
4443000000,cod,1880
4479000000,cod,1881
4516000000,cod,1882
4553000000,cod,1883
4591000000,cod,1884
4628000000,cod,1885
4667000000,cod,1886
4705000000,cod,1887
4744000000,cod,1888
4783000000,cod,1889
4822000000,cod,1890
4862000000,cod,1891
4901000000,cod,1892
4942000000,cod,1893
4982000000,cod,1894
5023000000,cod,1895
5065000000,cod,1896
5106000000,cod,1897
5148000000,cod,1898
5191000000,cod,1899
5233000000,cod,1900
5276000000,cod,1901
5320000000,cod,1902
5363000000,cod,1903
5408000000,cod,1904
5452000000,cod,1905
5497000000,cod,1906
5542000000,cod,1907
5588000000,cod,1908
5633000000,cod,1909
5680000000,cod,1910
5727000000,cod,1911
5774000000,cod,1912
5821000000,cod,1913
5937000000,cod,1914
6055000000,cod,1915
6176000000,cod,1916
6299000000,cod,1917
6424000000,cod,1918
6552000000,cod,1919
6683000000,cod,1920
6816000000,cod,1921
6951000000,cod,1922
7090000000,cod,1923
7231000000,cod,1924
7375000000,cod,1925
7522000000,cod,1926
7672000000,cod,1927
7824000000,cod,1928
7980000000,cod,1929
8139000000,cod,1930
8301000000,cod,1931
8467000000,cod,1932
8635000000,cod,1933
8807000000,cod,1934
8982000000,cod,1935
9161000000,cod,1936
9344000000,cod,1937
9530000000,cod,1938
9720000000,cod,1939
9913000000,cod,1940
10110000000,cod,1941
10310000000,cod,1942
10520000000,cod,1943
10730000000,cod,1944
10940000000,cod,1945
11160000000,cod,1946
11380000000,cod,1947
11610000000,cod,1948
11840000000,cod,1949
12070000000,cod,1950
13860000000,cod,1951
14880000000,cod,1952
16440000000,cod,1953
17210000000,cod,1954
18370000000,cod,1955
19460000000,cod,1956
19730000000,cod,1957
19380000000,cod,1958
19870000000,cod,1959
21770000000,cod,1960
19570000000,cod,1961
22250000000,cod,1962
22740000000,cod,1963
22940000000,cod,1964
22580000000,cod,1965
24030000000,cod,1966
23720000000,cod,1967
25200000000,cod,1968
27190000000,cod,1969
27140000000,cod,1970
29270000000,cod,1971
29430000000,cod,1972
31800000000,cod,1973
33730000000,cod,1974
30380000000,cod,1975
28350000000,cod,1976
28140000000,cod,1977
26650000000,cod,1978
26570000000,cod,1979
27210000000,cod,1980
27990000000,cod,1981
27870000000,cod,1982
28250000000,cod,1983
29830000000,cod,1984
29970000000,cod,1985
31390000000,cod,1986
32230000000,cod,1987
32410000000,cod,1988
31970000000,cod,1989
29870000000,cod,1990
27630000000,cod,1991
24740000000,cod,1992
21400000000,cod,1993
20570000000,cod,1994
20710000000,cod,1995
20480000000,cod,1996
19370000000,cod,1997
19040000000,cod,1998
18230000000,cod,1999
16970000000,cod,2000
16610000000,cod,2001
17190000000,cod,2002
18180000000,cod,2003
19390000000,cod,2004
20900000000,cod,2005
22070000000,cod,2006
23450000000,cod,2007
24890000000,cod,2008
25580000000,cod,2009
27420000000,cod,2010
29320000000,cod,2011
31320000000,cod,2012
33860000000,cod,2013
190300000,cog,1800
190800000,cog,1801
191300000,cog,1802
191800000,cog,1803
192300000,cog,1804
192800000,cog,1805
193300000,cog,1806
193900000,cog,1807
194400000,cog,1808
194900000,cog,1809
195400000,cog,1810
195900000,cog,1811
196500000,cog,1812
197000000,cog,1813
197500000,cog,1814
198100000,cog,1815
198600000,cog,1816
199100000,cog,1817
199700000,cog,1818
200200000,cog,1819
200700000,cog,1820
202700000,cog,1821
204800000,cog,1822
206800000,cog,1823
208900000,cog,1824
211000000,cog,1825
213100000,cog,1826
215200000,cog,1827
217300000,cog,1828
219500000,cog,1829
221700000,cog,1830
223900000,cog,1831
226100000,cog,1832
228400000,cog,1833
230700000,cog,1834
233000000,cog,1835
235300000,cog,1836
237700000,cog,1837
240000000,cog,1838
242400000,cog,1839
244900000,cog,1840
247300000,cog,1841
249800000,cog,1842
252300000,cog,1843
254800000,cog,1844
257300000,cog,1845
259900000,cog,1846
262500000,cog,1847
265100000,cog,1848
267800000,cog,1849
270400000,cog,1850
273100000,cog,1851
275900000,cog,1852
278600000,cog,1853
281400000,cog,1854
284200000,cog,1855
287000000,cog,1856
289900000,cog,1857
292800000,cog,1858
295700000,cog,1859
298700000,cog,1860
301700000,cog,1861
304700000,cog,1862
307700000,cog,1863
310800000,cog,1864
313900000,cog,1865
317000000,cog,1866
320200000,cog,1867
323400000,cog,1868
326600000,cog,1869
329900000,cog,1870
333200000,cog,1871
336500000,cog,1872
339900000,cog,1873
343300000,cog,1874
346700000,cog,1875
350200000,cog,1876
353700000,cog,1877
357200000,cog,1878
360700000,cog,1879
364400000,cog,1880
368000000,cog,1881
371700000,cog,1882
375400000,cog,1883
379100000,cog,1884
382900000,cog,1885
386700000,cog,1886
390600000,cog,1887
394500000,cog,1888
398400000,cog,1889
402400000,cog,1890
406400000,cog,1891
410500000,cog,1892
414600000,cog,1893
418700000,cog,1894
422900000,cog,1895
427100000,cog,1896
431400000,cog,1897
435700000,cog,1898
440100000,cog,1899
444500000,cog,1900
448900000,cog,1901
453400000,cog,1902
457900000,cog,1903
462500000,cog,1904
467100000,cog,1905
471800000,cog,1906
476500000,cog,1907
481200000,cog,1908
486000000,cog,1909
490900000,cog,1910
495800000,cog,1911
500700000,cog,1912
505700000,cog,1913
520700000,cog,1914
536100000,cog,1915
552000000,cog,1916
568300000,cog,1917
585200000,cog,1918
602500000,cog,1919
620300000,cog,1920
638700000,cog,1921
657600000,cog,1922
677100000,cog,1923
697100000,cog,1924
717800000,cog,1925
739000000,cog,1926
760900000,cog,1927
783400000,cog,1928
806600000,cog,1929
830500000,cog,1930
855100000,cog,1931
880400000,cog,1932
906500000,cog,1933
933300000,cog,1934
961000000,cog,1935
989400000,cog,1936
1019000000,cog,1937
1049000000,cog,1938
1080000000,cog,1939
1112000000,cog,1940
1145000000,cog,1941
1179000000,cog,1942
1214000000,cog,1943
1250000000,cog,1944
1287000000,cog,1945
1325000000,cog,1946
1364000000,cog,1947
1404000000,cog,1948
1446000000,cog,1949
1489000000,cog,1950
1549000000,cog,1951
1612000000,cog,1952
1676000000,cog,1953
1744000000,cog,1954
1815000000,cog,1955
1887000000,cog,1956
1964000000,cog,1957
2044000000,cog,1958
2127000000,cog,1959
2207000000,cog,1960
2610000000,cog,1961
2570000000,cog,1962
2452000000,cog,1963
2537000000,cog,1964
2659000000,cog,1965
2827000000,cog,1966
3184000000,cog,1967
3498000000,cog,1968
3893000000,cog,1969
4388000000,cog,1970
4784000000,cog,1971
4982000000,cog,1972
5847000000,cog,1973
5799000000,cog,1974
5749000000,cog,1975
6022000000,cog,1976
5578000000,cog,1977
5914000000,cog,1978
6580000000,cog,1979
7414000000,cog,1980
8987000000,cog,1981
11110000000,cog,1982
11730000000,cog,1983
12580000000,cog,1984
12430000000,cog,1985
11570000000,cog,1986
11600000000,cog,1987
11800000000,cog,1988
12010000000,cog,1989
12130000000,cog,1990
12420000000,cog,1991
12750000000,cog,1992
12620000000,cog,1993
11930000000,cog,1994
12400000000,cog,1995
12930000000,cog,1996
12850000000,cog,1997
13330000000,cog,1998
12990000000,cog,1999
13970000000,cog,2000
14510000000,cog,2001
15170000000,cog,2002
15290000000,cog,2003
15840000000,cog,2004
17050000000,cog,2005
18110000000,cog,2006
17830000000,cog,2007
18880000000,cog,2008
20300000000,cog,2009
22070000000,cog,2010
23050000000,cog,2011
23780000000,cog,2012
24840000000,cog,2013
6530000,cok,1800
6538000,cok,1801
6546000,cok,1802
6554000,cok,1803
6561000,cok,1804
6569000,cok,1805
6578000,cok,1806
6586000,cok,1807
6593000,cok,1808
6601000,cok,1809
6610000,cok,1810
6618000,cok,1811
6626000,cok,1812
6633000,cok,1813
6641000,cok,1814
6650000,cok,1815
6658000,cok,1816
6666000,cok,1817
6674000,cok,1818
6682000,cok,1819
6690000,cok,1820
6720000,cok,1821
6750000,cok,1822
6780000,cok,1823
6811000,cok,1824
6841000,cok,1825
6871000,cok,1826
6902000,cok,1827
6933000,cok,1828
6964000,cok,1829
6995000,cok,1830
7026000,cok,1831
7058000,cok,1832
7089000,cok,1833
7121000,cok,1834
7153000,cok,1835
7184000,cok,1836
7217000,cok,1837
7249000,cok,1838
7281000,cok,1839
7314000,cok,1840
7346000,cok,1841
7379000,cok,1842
7412000,cok,1843
7372000,cok,1844
7332000,cok,1845
7293000,cok,1846
7253000,cok,1847
7214000,cok,1848
7175000,cok,1849
7136000,cok,1850
7077000,cok,1851
7019000,cok,1852
6961000,cok,1853
6904000,cok,1854
6847000,cok,1855
6791000,cok,1856
6735000,cok,1857
6680000,cok,1858
6625000,cok,1859
6570000,cok,1860
6516000,cok,1861
6462000,cok,1862
6409000,cok,1863
6356000,cok,1864
6304000,cok,1865
6252000,cok,1866
6201000,cok,1867
6150000,cok,1868
6099000,cok,1869
6049000,cok,1870
5999000,cok,1871
5949000,cok,1872
5901000,cok,1873
5852000,cok,1874
5804000,cok,1875
5756000,cok,1876
5709000,cok,1877
5662000,cok,1878
5615000,cok,1879
5569000,cok,1880
5523000,cok,1881
5478000,cok,1882
5433000,cok,1883
5388000,cok,1884
5344000,cok,1885
5299000,cok,1886
5256000,cok,1887
5213000,cok,1888
5170000,cok,1889
5127000,cok,1890
5085000,cok,1891
5043000,cok,1892
5002000,cok,1893
4960000,cok,1894
4920000,cok,1895
4879000,cok,1896
4839000,cok,1897
4799000,cok,1898
4760000,cok,1899
4721000,cok,1900
4521000,cok,1901
4329000,cok,1902
4382000,cok,1903
4436000,cok,1904
4491000,cok,1905
4546000,cok,1906
4582000,cok,1907
4618000,cok,1908
4655000,cok,1909
4692000,cok,1910
4729000,cok,1911
4755000,cok,1912
4782000,cok,1913
4918000,cok,1914
5058000,cok,1915
5202000,cok,1916
5421000,cok,1917
5649000,cok,1918
5886000,cok,1919
6134000,cok,1920
6391000,cok,1921
6626000,cok,1922
6870000,cok,1923
7122000,cok,1924
7384000,cok,1925
7655000,cok,1926
8000000,cok,1927
8360000,cok,1928
8737000,cok,1929
9132000,cok,1930
9542000,cok,1931
9973000,cok,1932
10420000,cok,1933
10890000,cok,1934
11380000,cok,1935
11900000,cok,1936
12420000,cok,1937
12960000,cok,1938
13530000,cok,1939
14130000,cok,1940
14750000,cok,1941
15390000,cok,1942
16070000,cok,1943
16780000,cok,1944
17510000,cok,1945
18240000,cok,1946
19000000,cok,1947
19790000,cok,1948
20610000,cok,1949
21460000,cok,1950
22510000,cok,1951
23440000,cok,1952
24370000,cok,1953
25370000,cok,1954
26520000,cok,1955
27820000,cok,1956
29260000,cok,1957
30780000,cok,1958
32270000,cok,1959
33660000,cok,1960
34870000,cok,1961
35940000,cok,1962
36990000,cok,1963
38220000,cok,1964
39790000,cok,1965
41780000,cok,1966
44130000,cok,1967
46650000,cok,1968
49060000,cok,1969
51090000,cok,1970
45480000,cok,1971
40480000,cok,1972
40000000,cok,1973
39580000,cok,1974
38990000,cok,1975
38570000,cok,1976
38370000,cok,1977
37290000,cok,1978
47920000,cok,1979
62350000,cok,1980
87660000,cok,1981
114400000,cok,1982
113900000,cok,1983
127800000,cok,1984
135000000,cok,1985
140400000,cok,1986
138300000,cok,1987
140800000,cok,1988
147100000,cok,1989
158900000,cok,1990
170500000,cok,1991
181100000,cok,1992
188900000,cok,1993
197500000,cok,1994
190400000,cok,1995
191900000,cok,1996
189900000,cok,1997
191900000,cok,1998
201700000,cok,1999
236900000,cok,2000
258200000,cok,2001
276800000,cok,2002
313900000,cok,2003
342900000,cok,2004
358600000,cok,2005
376500000,cok,2006
375800000,cok,2007
362600000,cok,2008
349600000,cok,2009
350400000,cok,2010
362300000,cok,2011
42200000,cri,1800
43020000,cri,1801
43410000,cri,1802
43810000,cri,1803
44210000,cri,1804
44610000,cri,1805
45020000,cri,1806
45430000,cri,1807
45850000,cri,1808
46270000,cri,1809
46690000,cri,1810
47120000,cri,1811
47550000,cri,1812
47980000,cri,1813
48420000,cri,1814
48860000,cri,1815
49310000,cri,1816
49760000,cri,1817
50210000,cri,1818
50670000,cri,1819
51140000,cri,1820
52110000,cri,1821
53100000,cri,1822
54110000,cri,1823
55140000,cri,1824
56600000,cri,1825
58110000,cri,1826
59650000,cri,1827
61240000,cri,1828
62860000,cri,1829
64530000,cri,1830
66250000,cri,1831
68010000,cri,1832
69810000,cri,1833
71670000,cri,1834
73570000,cri,1835
75520000,cri,1836
78160000,cri,1837
80900000,cri,1838
83720000,cri,1839
86650000,cri,1840
89680000,cri,1841
92810000,cri,1842
96050000,cri,1843
99410000,cri,1844
101700000,cri,1845
104100000,cri,1846
106500000,cri,1847
109000000,cri,1848
111500000,cri,1849
114100000,cri,1850
116800000,cri,1851
119600000,cri,1852
122400000,cri,1853
125300000,cri,1854
128200000,cri,1855
131300000,cri,1856
134400000,cri,1857
137500000,cri,1858
140800000,cri,1859
144100000,cri,1860
147500000,cri,1861
151000000,cri,1862
154600000,cri,1863
158200000,cri,1864
163500000,cri,1865
169000000,cri,1866
174700000,cri,1867
180600000,cri,1868
186700000,cri,1869
193000000,cri,1870
199500000,cri,1871
206200000,cri,1872
213100000,cri,1873
220300000,cri,1874
227700000,cri,1875
235300000,cri,1876
243100000,cri,1877
251200000,cri,1878
259600000,cri,1879
268200000,cri,1880
277100000,cri,1881
286300000,cri,1882
295900000,cri,1883
308900000,cri,1884
322500000,cri,1885
336700000,cri,1886
351600000,cri,1887
367100000,cri,1888
383300000,cri,1889
400200000,cri,1890
417800000,cri,1891
436200000,cri,1892
452300000,cri,1893
468900000,cri,1894
486100000,cri,1895
504000000,cri,1896
522600000,cri,1897
541800000,cri,1898
561700000,cri,1899
582300000,cri,1900
614600000,cri,1901
641400000,cri,1902
648500000,cri,1903
676200000,cri,1904
704400000,cri,1905
712200000,cri,1906
741300000,cri,1907
749500000,cri,1908
779500000,cri,1909
794700000,cri,1910
810200000,cri,1911
825900000,cri,1912
841800000,cri,1913
892300000,cri,1914
902200000,cri,1915
935600000,cri,1916
946000000,cri,1917
980400000,cri,1918
1015000000,cri,1919
1027000000,cri,1920
1010000000,cri,1921
1130000000,cri,1922
1050000000,cri,1923
1207000000,cri,1924
1210000000,cri,1925
1346000000,cri,1926
1256000000,cri,1927
1331000000,cri,1928
1284000000,cri,1929
1357000000,cri,1930
1351000000,cri,1931
1254000000,cri,1932
1506000000,cri,1933
1340000000,cri,1934
1464000000,cri,1935
1577000000,cri,1936
1826000000,cri,1937
1955000000,cri,1938
2001000000,cri,1939
1942000000,cri,1940
2201000000,cri,1941
1965000000,cri,1942
1987000000,cri,1943
1796000000,cri,1944
2043000000,cri,1945
2289000000,cri,1946
2724000000,cri,1947
2882000000,cri,1948
3003000000,cri,1949
2855000000,cri,1950
2920000000,cri,1951
3262000000,cri,1952
3749000000,cri,1953
3767000000,cri,1954
4182000000,cri,1955
4042000000,cri,1956
4367000000,cri,1957
4887000000,cri,1958
5041000000,cri,1959
5453000000,cri,1960
5662000000,cri,1961
5998000000,cri,1962
6510000000,cri,1963
6831000000,cri,1964
7448000000,cri,1965
8004000000,cri,1966
8470000000,cri,1967
9097000000,cri,1968
9677000000,cri,1969
10290000000,cri,1970
10920000000,cri,1971
11830000000,cri,1972
12700000000,cri,1973
13330000000,cri,1974
13560000000,cri,1975
14260000000,cri,1976
15490000000,cri,1977
16260000000,cri,1978
17020000000,cri,1979
17320000000,cri,1980
16980000000,cri,1981
15790000000,cri,1982
16220000000,cri,1983
17470000000,cri,1984
17590000000,cri,1985
18510000000,cri,1986
19370000000,cri,1987
20030000000,cri,1988
21170000000,cri,1989
21940000000,cri,1990
22440000000,cri,1991
24060000000,cri,1992
25510000000,cri,1993
26680000000,cri,1994
27380000000,cri,1995
27770000000,cri,1996
29510000000,cri,1997
32200000000,cri,1998
35450000000,cri,1999
36420000000,cri,2000
36980000000,cri,2001
38200000000,cri,2002
40810000000,cri,2003
42590000000,cri,2004
45210000000,cri,2005
49000000000,cri,2006
52660000000,cri,2007
53850000000,cri,2008
53090000000,cri,2009
57120000000,cri,2010
59700000000,cri,2011
62830000000,cri,2012
64480000000,cri,2013
882800000,civ,1800
886200000,civ,1801
889600000,civ,1802
893100000,civ,1803
896500000,civ,1804
900000000,civ,1805
903400000,civ,1806
906900000,civ,1807
910400000,civ,1808
913900000,civ,1809
917500000,civ,1810
921000000,civ,1811
924600000,civ,1812
928100000,civ,1813
931700000,civ,1814
935300000,civ,1815
938900000,civ,1816
942600000,civ,1817
946200000,civ,1818
949800000,civ,1819
953500000,civ,1820
963700000,civ,1821
974000000,civ,1822
984400000,civ,1823
995000000,civ,1824
1006000000,civ,1825
1016000000,civ,1826
1027000000,civ,1827
1038000000,civ,1828
1049000000,civ,1829
1061000000,civ,1830
1072000000,civ,1831
1083000000,civ,1832
1095000000,civ,1833
1107000000,civ,1834
1118000000,civ,1835
1130000000,civ,1836
1143000000,civ,1837
1155000000,civ,1838
1167000000,civ,1839
1180000000,civ,1840
1192000000,civ,1841
1205000000,civ,1842
1218000000,civ,1843
1231000000,civ,1844
1244000000,civ,1845
1257000000,civ,1846
1271000000,civ,1847
1284000000,civ,1848
1298000000,civ,1849
1312000000,civ,1850
1326000000,civ,1851
1340000000,civ,1852
1355000000,civ,1853
1369000000,civ,1854
1384000000,civ,1855
1398000000,civ,1856
1413000000,civ,1857
1429000000,civ,1858
1444000000,civ,1859
1459000000,civ,1860
1475000000,civ,1861
1491000000,civ,1862
1507000000,civ,1863
1523000000,civ,1864
1539000000,civ,1865
1555000000,civ,1866
1572000000,civ,1867
1589000000,civ,1868
1606000000,civ,1869
1623000000,civ,1870
1640000000,civ,1871
1658000000,civ,1872
1676000000,civ,1873
1694000000,civ,1874
1712000000,civ,1875
1730000000,civ,1876
1749000000,civ,1877
1767000000,civ,1878
1786000000,civ,1879
1805000000,civ,1880
1825000000,civ,1881
1844000000,civ,1882
1864000000,civ,1883
1884000000,civ,1884
1904000000,civ,1885
1924000000,civ,1886
1945000000,civ,1887
1966000000,civ,1888
1987000000,civ,1889
2008000000,civ,1890
2029000000,civ,1891
2051000000,civ,1892
2073000000,civ,1893
2095000000,civ,1894
2118000000,civ,1895
2140000000,civ,1896
2163000000,civ,1897
2186000000,civ,1898
2210000000,civ,1899
2233000000,civ,1900
2257000000,civ,1901
2281000000,civ,1902
2306000000,civ,1903
2330000000,civ,1904
2355000000,civ,1905
2381000000,civ,1906
2406000000,civ,1907
2432000000,civ,1908
2458000000,civ,1909
2484000000,civ,1910
2511000000,civ,1911
2537000000,civ,1912
2565000000,civ,1913
2614000000,civ,1914
2665000000,civ,1915
2717000000,civ,1916
2770000000,civ,1917
2823000000,civ,1918
2878000000,civ,1919
2934000000,civ,1920
2991000000,civ,1921
3049000000,civ,1922
3108000000,civ,1923
3169000000,civ,1924
3230000000,civ,1925
3293000000,civ,1926
3357000000,civ,1927
3422000000,civ,1928
3488000000,civ,1929
3556000000,civ,1930
3625000000,civ,1931
3695000000,civ,1932
3767000000,civ,1933
3840000000,civ,1934
3915000000,civ,1935
3991000000,civ,1936
4068000000,civ,1937
4147000000,civ,1938
4228000000,civ,1939
4310000000,civ,1940
4393000000,civ,1941
4479000000,civ,1942
4566000000,civ,1943
4654000000,civ,1944
4745000000,civ,1945
4837000000,civ,1946
4931000000,civ,1947
5026000000,civ,1948
5124000000,civ,1949
5223000000,civ,1950
5468000000,civ,1951
5729000000,civ,1952
6005000000,civ,1953
6299000000,civ,1954
6606000000,civ,1955
6926000000,civ,1956
7267000000,civ,1957
7625000000,civ,1958
7973000000,civ,1959
8721000000,civ,1960
9918000000,civ,1961
9931000000,civ,1962
11300000000,civ,1963
13420000000,civ,1964
13020000000,civ,1965
14410000000,civ,1966
14850000000,civ,1967
16890000000,civ,1968
17990000000,civ,1969
19540000000,civ,1970
21380000000,civ,1971
22290000000,civ,1972
23610000000,civ,1973
24630000000,civ,1974
26670000000,civ,1975
30110000000,civ,1976
32310000000,civ,1977
35840000000,civ,1978
36700000000,civ,1979
32680000000,civ,1980
33820000000,civ,1981
33890000000,civ,1982
32570000000,civ,1983
31690000000,civ,1984
33110000000,civ,1985
34190000000,civ,1986
34070000000,civ,1987
34450000000,civ,1988
38550000000,civ,1989
38070000000,civ,1990
38090000000,civ,1991
37860000000,civ,1992
37710000000,civ,1993
38520000000,civ,1994
41230000000,civ,1995
44010000000,civ,1996
46510000000,civ,1997
48900000000,civ,1998
49850000000,civ,1999
48520000000,civ,2000
48580000000,civ,2001
47770000000,civ,2002
47110000000,civ,2003
47700000000,civ,2004
48520000000,civ,2005
48860000000,civ,2006
49640000000,civ,2007
50790000000,civ,2008
52720000000,civ,2009
54300000000,civ,2010
51730000000,civ,2011
56330000000,civ,2012
60440000000,civ,2013
2238000000,hrv,1800
2240000000,hrv,1801
2242000000,hrv,1802
2245000000,hrv,1803
2247000000,hrv,1804
2249000000,hrv,1805
2252000000,hrv,1806
2254000000,hrv,1807
2256000000,hrv,1808
2259000000,hrv,1809
2261000000,hrv,1810
2263000000,hrv,1811
2266000000,hrv,1812
2268000000,hrv,1813
2271000000,hrv,1814
2273000000,hrv,1815
2275000000,hrv,1816
2278000000,hrv,1817
2280000000,hrv,1818
2282000000,hrv,1819
2285000000,hrv,1820
2306000000,hrv,1821
2328000000,hrv,1822
2350000000,hrv,1823
2372000000,hrv,1824
2394000000,hrv,1825
2417000000,hrv,1826
2440000000,hrv,1827
2463000000,hrv,1828
2486000000,hrv,1829
2509000000,hrv,1830
2533000000,hrv,1831
2557000000,hrv,1832
2581000000,hrv,1833
2605000000,hrv,1834
2630000000,hrv,1835
2655000000,hrv,1836
2680000000,hrv,1837
2705000000,hrv,1838
2730000000,hrv,1839
2756000000,hrv,1840
2782000000,hrv,1841
2808000000,hrv,1842
2835000000,hrv,1843
2861000000,hrv,1844
2888000000,hrv,1845
2915000000,hrv,1846
2943000000,hrv,1847
2971000000,hrv,1848
2999000000,hrv,1849
3027000000,hrv,1850
3055000000,hrv,1851
3084000000,hrv,1852
3113000000,hrv,1853
3143000000,hrv,1854
3172000000,hrv,1855
3202000000,hrv,1856
3232000000,hrv,1857
3263000000,hrv,1858
3293000000,hrv,1859
3324000000,hrv,1860
3356000000,hrv,1861
3387000000,hrv,1862
3419000000,hrv,1863
3452000000,hrv,1864
3484000000,hrv,1865
3517000000,hrv,1866
3550000000,hrv,1867
3583000000,hrv,1868
3617000000,hrv,1869
3651000000,hrv,1870
3747000000,hrv,1871
3845000000,hrv,1872
3946000000,hrv,1873
4049000000,hrv,1874
4156000000,hrv,1875
4265000000,hrv,1876
4376000000,hrv,1877
4491000000,hrv,1878
4609000000,hrv,1879
4730000000,hrv,1880
4854000000,hrv,1881
4981000000,hrv,1882
5111000000,hrv,1883
5245000000,hrv,1884
5383000000,hrv,1885
5524000000,hrv,1886
5669000000,hrv,1887
5818000000,hrv,1888
5970000000,hrv,1889
6127000000,hrv,1890
6223000000,hrv,1891
6320000000,hrv,1892
6419000000,hrv,1893
6520000000,hrv,1894
6622000000,hrv,1895
6726000000,hrv,1896
6831000000,hrv,1897
6938000000,hrv,1898
7047000000,hrv,1899
7157000000,hrv,1900
7336000000,hrv,1901
7519000000,hrv,1902
7707000000,hrv,1903
7899000000,hrv,1904
8096000000,hrv,1905
8298000000,hrv,1906
8505000000,hrv,1907
8717000000,hrv,1908
8935000000,hrv,1909
9157000000,hrv,1910
9238000000,hrv,1911
9320000000,hrv,1912
9402000000,hrv,1913
9452000000,hrv,1914
9502000000,hrv,1915
9552000000,hrv,1916
9603000000,hrv,1917
9654000000,hrv,1918
9705000000,hrv,1919
9756000000,hrv,1920
9939000000,hrv,1921
10170000000,hrv,1922
10650000000,hrv,1923
11350000000,hrv,1924
11840000000,hrv,1925
12600000000,hrv,1926
12330000000,hrv,1927
13340000000,hrv,1928
13970000000,hrv,1929
13620000000,hrv,1930
13140000000,hrv,1931
11860000000,hrv,1932
12160000000,hrv,1933
12550000000,hrv,1934
12300000000,hrv,1935
13830000000,hrv,1936
13990000000,hrv,1937
15030000000,hrv,1938
15780000000,hrv,1939
15780000000,hrv,1940
15780000000,hrv,1941
15780000000,hrv,1942
15780000000,hrv,1943
15780000000,hrv,1944
15780000000,hrv,1945
15780000000,hrv,1946
15780000000,hrv,1947
18740000000,hrv,1948
20490000000,hrv,1949
19100000000,hrv,1950
19720000000,hrv,1951
18070000000,hrv,1952
20620000000,hrv,1953
21610000000,hrv,1954
22800000000,hrv,1955
22200000000,hrv,1956
25780000000,hrv,1957
26710000000,hrv,1958
29830000000,hrv,1959
31530000000,hrv,1960
32750000000,hrv,1961
33170000000,hrv,1962
36420000000,hrv,1963
39680000000,hrv,1964
40480000000,hrv,1965
42360000000,hrv,1966
42800000000,hrv,1967
43420000000,hrv,1968
48000000000,hrv,1969
50070000000,hrv,1970
55550000000,hrv,1971
57180000000,hrv,1972
58870000000,hrv,1973
66200000000,hrv,1974
65950000000,hrv,1975
67700000000,hrv,1976
72340000000,hrv,1977
76080000000,hrv,1978
81040000000,hrv,1979
84880000000,hrv,1980
86300000000,hrv,1981
86800000000,hrv,1982
87450000000,hrv,1983
89520000000,hrv,1984
90050000000,hrv,1985
93460000000,hrv,1986
92060000000,hrv,1987
90450000000,hrv,1988
89110000000,hrv,1989
