geo,stomach_cancer_deaths_per_100000_men,time
kor,48.18,1993
kor,48.63,1994
kor,43.31,1995
kor,40.65,1996
kor,39.17,1997
kor,36.4,1998
kor,34.58,1999
kor,34.52,2000
kor,32.9,2001
kor,32.72,2002
kwt,9.41,1972
kwt,10.34,1975
kwt,9.77,1976
kwt,6.09,1977
kwt,7.43,1978
kwt,10.5,1979
kwt,6.45,1980
kwt,4.95,1981
kwt,8.59,1982
kwt,7.88,1983
kwt,6.23,1984
kwt,9.93,1985
kwt,6.06,1986
kwt,4.84,1987
kwt,7.57,1993
kwt,4.54,1994
kwt,4.21,1995
kwt,6.49,1996
kwt,4.0,1997
kwt,3.06,1998
kwt,1.18,1999
kwt,2.58,2000
kwt,2.41,2001
kwt,1.91,2002
kgz,39.85,1981
kgz,38.34,1982
kgz,35.78,1985
kgz,37.23,1986
kgz,36.56,1987
kgz,31.56,1988
kgz,32.32,1989
kgz,29.28,1990
kgz,28.76,1991
kgz,32.48,1992
kgz,27.46,1993
kgz,30.53,1994
kgz,28.18,1995
kgz,27.43,1996
kgz,27.77,1997
kgz,25.79,1998
kgz,24.45,1999
kgz,23.03,2000
kgz,22.76,2001
kgz,21.09,2002
lao,2.7,2002
lva,33.04,1980
lva,34.85,1981
lva,31.71,1982
lva,34.33,1983
lva,33.99,1984
lva,33.67,1985
lva,30.98,1986
lva,32.15,1987
lva,30.64,1988
lva,31.27,1989
lva,26.93,1990
lva,29.45,1991
lva,32.02,1992
lva,28.18,1993
lva,26.67,1994
lva,27.14,1995
lva,26.12,1996
lva,23.92,1997
lva,23.27,1998
lva,22.35,1999
lva,20.41,2000
lva,21.36,2001
lva,19.6,2002
lbn,6.1,2002
lso,5.0,2002
lbr,3.7,2002
lby,3.9,2002
ltu,35.46,1981
ltu,35.44,1982
ltu,32.89,1985
ltu,33.64,1986
ltu,30.13,1987
ltu,28.14,1988
ltu,29.53,1989
ltu,29.91,1990
ltu,27.25,1991
ltu,29.74,1992
ltu,28.38,1993
ltu,25.71,1994
ltu,26.44,1995
ltu,26.23,1996
ltu,24.78,1997
ltu,22.96,1998
ltu,22.79,1999
ltu,22.66,2000
ltu,20.15,2001
ltu,20.85,2002
lux,22.14,1967
lux,25.41,1968
lux,19.09,1969
lux,20.62,1970
lux,21.68,1971
lux,20.98,1972
lux,21.71,1973
lux,19.02,1974
lux,19.52,1975
lux,16.81,1976
lux,16.02,1977
lux,17.74,1978
lux,20.53,1979
lux,12.54,1980
lux,18.25,1981
lux,14.58,1982
lux,16.96,1983
lux,15.3,1984
lux,12.55,1985
lux,10.94,1986
lux,13.61,1987
lux,9.59,1988
lux,12.18,1989
lux,13.29,1990
lux,10.11,1991
lux,11.93,1992
lux,9.77,1993
lux,9.13,1994
lux,10.09,1995
lux,8.9,1996
lux,7.86,1997
lux,7.09,1998
lux,7.63,1999
lux,6.54,2000
lux,5.73,2001
lux,6.4,2002
mkd,23.18,1991
mkd,21.11,1992
mkd,23.55,1993
mkd,22.23,1994
mkd,22.39,1995
mkd,22.36,1996
mkd,21.3,1997
mkd,24.51,1998
mkd,17.28,1999
mkd,19.27,2000
mkd,19.44,2001
mkd,20.0,2002
mdg,7.0,2002
mwi,2.0,2002
mys,11.4,2002
mli,16.1,2002
mlt,17.95,1965
mlt,23.11,1967
mlt,21.51,1968
mlt,9.4,1969
mlt,20.36,1970
mlt,22.55,1971
mlt,22.78,1972
mlt,15.98,1973
mlt,13.75,1974
mlt,17.8,1975
mlt,21.63,1976
mlt,18.47,1977
mlt,14.91,1978
mlt,12.19,1979
mlt,17.42,1980
mlt,18.94,1981
mlt,15.95,1982
mlt,22.59,1983
mlt,11.17,1984
mlt,16.1,1985
mlt,14.3,1986
mlt,11.81,1987
mlt,10.95,1988
mlt,13.6,1989
mlt,17.23,1990
mlt,16.18,1991
mlt,11.29,1992
mlt,8.46,1993
mlt,9.58,1994
mlt,11.34,1995
mlt,13.24,1996
mlt,11.92,1997
mlt,8.8,1998
mlt,12.13,1999
mlt,8.9,2000
mlt,5.94,2001
mlt,9.18,2002
mrt,3.2,2002
mus,18.48,1961
mus,16.81,1962
mus,13.27,1963
mus,15.43,1964
mus,26.36,1965
mus,27.36,1966
mus,17.99,1967
mus,21.98,1968
mus,21.92,1969
mus,34.31,1970
mus,29.47,1971
mus,25.62,1972
mus,22.29,1973
mus,25.9,1974
mus,29.02,1975
mus,24.25,1976
mus,21.57,1977
mus,20.07,1978
mus,21.73,1979
mus,17.73,1980
mus,18.96,1981
mus,17.2,1982
mus,14.27,1983
mus,19.99,1984
mus,14.72,1985
mus,15.54,1986
mus,12.35,1987
mus,13.45,1988
mus,13.92,1989
mus,14.09,1990
mus,7.88,1991
mus,14.04,1992
mus,14.3,1993
mus,11.76,1994
mus,8.73,1995
mus,11.28,1996
mus,10.95,1997
mus,9.86,1998
mus,9.27,1999
mus,9.32,2000
mus,12.25,2001
mus,8.82,2002
mex,6.84,1955
mex,6.97,1956
mex,8.93,1957
mex,8.02,1958
mex,8.25,1959
mex,8.71,1960
mex,8.53,1961
mex,8.42,1962
mex,9.53,1963
mex,9.39,1964
mex,9.39,1965
mex,9.23,1966
mex,9.56,1967
mex,9.36,1968
mex,10.27,1969
mex,10.51,1970
mex,9.9,1971
mex,9.82,1972
mex,9.64,1973
mex,9.52,1974
mex,8.65,1975
mex,8.88,1976
mex,8.85,1977
mex,9.07,1978
mex,9.32,1979
mex,8.4,1980
mex,8.96,1981
mex,9.02,1982
mex,9.21,1983
mex,8.57,1984
mex,9.18,1985
mex,9.17,1986
mex,9.17,1987
mex,9.87,1988
mex,9.95,1989
mex,9.3,1990
mex,9.08,1991
mex,9.84,1992
mex,9.67,1993
mex,9.4,1994
mex,8.79,1995
mex,8.82,1996
mex,8.55,1997
mex,8.01,1998
mex,7.99,1999
mex,8.02,2000
mex,7.45,2001
mex,7.39,2002
mda,21.76,1981
mda,21.88,1982
mda,20.34,1985
mda,21.53,1986
mda,22.83,1987
mda,21.2,1988
mda,20.5,1989
mda,24.46,1990
mda,22.79,1991
mda,20.36,1992
mda,20.53,1993
mda,19.42,1994
mda,21.4,1995
mda,19.75,1996
mda,15.7,1997
mda,14.68,1998
mda,14.04,1999
mda,15.89,2000
mda,13.47,2001
mda,13.77,2002
mng,33.4,2002
mar,5.5,2002
moz,0.8,2002
mmr,9.9,2002
nam,2.5,2002
npl,5.7,2002
nld,42.98,1950
nld,41.06,1951
nld,38.66,1952
nld,38.62,1953
nld,37.6,1954
nld,36.15,1955
nld,35.07,1956
nld,33.04,1957
nld,33.09,1958
nld,31.72,1959
nld,31.25,1960
nld,31.53,1961
nld,29.78,1962
nld,29.71,1963
nld,29.44,1964
nld,27.69,1965
nld,27.48,1966
nld,26.25,1967
nld,26.66,1968
nld,24.98,1969
nld,23.92,1970
nld,22.86,1971
nld,22.27,1972
nld,22.26,1973
nld,21.75,1974
nld,21.12,1975
nld,20.6,1976
nld,19.49,1977
nld,18.85,1978
nld,18.14,1979
nld,17.41,1980
nld,16.63,1981
nld,16.44,1982
nld,16.04,1983
nld,15.61,1984
nld,15.12,1985
nld,13.9,1986
nld,14.21,1987
nld,14.34,1988
nld,13.13,1989
nld,12.0,1990
nld,11.95,1991
nld,12.24,1992
nld,11.15,1993
nld,10.76,1994
nld,9.94,1995
nld,10.19,1996
nld,8.92,1997
nld,8.73,1998
nld,8.46,1999
nld,8.26,2000
nld,7.56,2001
nld,7.29,2002
nzl,27.29,1950
nzl,28.19,1951
nzl,20.73,1952
nzl,24.86,1953
nzl,20.55,1954
nzl,21.35,1955
nzl,20.42,1956
nzl,21.3,1957
nzl,21.11,1958
nzl,19.17,1959
nzl,19.21,1960
nzl,19.55,1961
nzl,18.6,1962
nzl,18.03,1963
nzl,17.37,1964
nzl,17.38,1965
nzl,17.06,1966
nzl,17.25,1967
nzl,15.94,1968
nzl,16.31,1969
nzl,16.48,1970
nzl,13.31,1971
nzl,13.3,1972
nzl,15.97,1973
nzl,14.6,1974
nzl,13.41,1975
nzl,15.16,1976
nzl,13.02,1977
nzl,11.81,1978
nzl,13.07,1979
nzl,10.91,1980
nzl,12.72,1981
nzl,12.42,1982
nzl,10.33,1983
nzl,10.78,1984
nzl,10.6,1985
nzl,10.58,1986
nzl,10.51,1987
nzl,8.96,1988
nzl,8.39,1989
nzl,8.42,1990
nzl,9.07,1991
nzl,8.99,1992
nzl,7.7,1993
nzl,5.87,1994
nzl,6.14,1995
nzl,7.21,1996
nzl,6.11,1997
nzl,7.08,1998
nzl,7.95,1999
nzl,6.65,2000
nzl,7.07,2001
nzl,6.55,2002
nic,2.31,1961
nic,2.51,1962
nic,2.33,1963
nic,0.55,1964
nic,1.85,1965
nic,1.93,1968
nic,1.9,1969
nic,2.75,1973
nic,0.29,1974
nic,1.72,1975
nic,2.09,1976
nic,1.62,1977
nic,0.09,1978
nic,8.48,1988
nic,9.12,1989
nic,7.65,1990
nic,7.87,1991
nic,7.93,1992
nic,9.18,1993
nic,7.89,1994
nic,10.52,1996
nic,9.0,1997
nic,10.77,1998
nic,10.17,1999
nic,10.31,2000
nic,8.66,2001
nic,9.93,2002
ner,2.2,2002
nga,1.6,2002
nor,43.1,1951
nor,45.24,1952
nor,41.82,1953
nor,40.66,1954
nor,35.72,1955
nor,33.93,1956
nor,35.39,1957
nor,32.48,1958
nor,31.86,1959
nor,28.39,1960
nor,29.85,1961
nor,27.63,1962
nor,27.74,1963
nor,25.8,1964
nor,26.36,1965
nor,25.68,1966
nor,25.79,1967
nor,25.81,1968
nor,23.74,1969
nor,22.44,1970
nor,21.13,1971
nor,19.84,1972
nor,19.32,1973
nor,16.4,1974
nor,17.63,1975
nor,17.49,1976
nor,17.02,1977
nor,14.91,1978
nor,15.77,1979
nor,13.56,1980
nor,14.37,1981
nor,14.43,1982
nor,13.77,1983
nor,13.33,1984
nor,13.15,1985
nor,12.4,1986
nor,11.75,1987
nor,11.3,1988
nor,11.3,1989
nor,10.54,1990
nor,10.68,1991
nor,10.52,1992
nor,9.32,1993
nor,9.6,1994
nor,8.56,1995
nor,9.04,1996
nor,8.85,1997
nor,7.61,1998
nor,8.59,1999
nor,6.54,2000
nor,7.44,2001
nor,5.84,2002
omn,10.7,2002
pak,3.2,2002
pan,17.95,1955
pan,13.67,1956
pan,10.68,1957
pan,16.87,1958
pan,14.34,1959
pan,13.08,1960
pan,13.66,1961
pan,15.15,1962
pan,13.38,1963
pan,11.62,1964
pan,11.15,1965
pan,10.81,1966
pan,12.12,1967
pan,11.46,1968
pan,12.87,1969
pan,14.34,1970
pan,10.3,1971
pan,11.94,1972
pan,12.22,1973
pan,14.44,1974
pan,13.28,1975
pan,12.32,1976
pan,11.24,1977
pan,10.15,1978
pan,13.25,1979
pan,12.35,1980
pan,9.99,1981
pan,11.06,1982
pan,12.02,1983
pan,11.08,1984
pan,10.55,1985
pan,10.86,1986
pan,13.81,1987
pan,11.52,1988
pan,12.44,1989
pan,12.69,1996
pan,11.68,1997
pan,13.31,1998
pan,10.95,1999
pan,11.48,2000
pan,9.17,2001
pan,11.59,2002
png,4.4,2002
pry,15.4,2002
per,29.5,2002
phl,8.1,2002
pol,36.1,1959
pol,38.81,1960
pol,41.54,1961
pol,43.05,1962
pol,44.43,1963
pol,45.12,1964
pol,44.08,1965
pol,42.82,1966
pol,41.79,1967
pol,42.7,1968
pol,40.27,1969
pol,39.84,1970
pol,38.28,1971
pol,37.26,1972
pol,35.95,1973
pol,35.67,1974
pol,35.28,1975
pol,34.75,1976
pol,33.74,1977
pol,32.21,1978
pol,30.85,1979
pol,30.73,1980
pol,29.97,1981
pol,28.38,1982
pol,28.15,1983
pol,27.28,1984
pol,26.63,1985
pol,25.96,1986
pol,26.05,1987
pol,24.45,1988
pol,23.07,1989
pol,23.21,1990
pol,21.6,1991
pol,21.31,1992
pol,20.49,1993
pol,19.63,1994
pol,19.18,1995
pol,17.93,1996
pol,16.55,1999
pol,16.12,2000
pol,15.23,2001
pol,15.24,2002
prt,29.6,1955
prt,28.21,1956
prt,29.69,1957
prt,30.36,1958
prt,30.02,1959
prt,30.88,1960
prt,32.33,1961
prt,33.03,1962
prt,33.72,1963
prt,35.47,1964
prt,34.49,1965
prt,35.53,1966
prt,34.84,1967
prt,35.82,1968
prt,35.64,1969
prt,36.28,1970
prt,38.96,1971
prt,34.67,1972
prt,35.04,1973
prt,37.15,1974
prt,36.2,1975
prt,33.84,1976
prt,34.12,1977
prt,30.8,1978
prt,30.44,1979
prt,31.3,1980
prt,29.34,1981
prt,29.11,1982
prt,27.08,1983
prt,27.24,1984
prt,27.05,1985
prt,25.65,1986
prt,24.96,1987
prt,24.28,1988
prt,24.68,1989
prt,25.12,1990
prt,22.86,1991
prt,23.29,1992
prt,21.75,1993
prt,20.99,1994
prt,21.75,1995
prt,20.11,1996
prt,19.38,1997
prt,18.51,1998
prt,18.81,1999
prt,18.38,2000
prt,17.91,2001
prt,17.57,2002
pri,10.3,2002
qat,6.4,2002
rou,32.08,1959
rou,34.31,1960
rou,38.5,1961
rou,38.64,1962
rou,38.43,1963
rou,35.42,1964
rou,33.98,1965
rou,32.23,1966
rou,29.71,1967
rou,30.1,1968
rou,33.7,1969
rou,30.64,1970
rou,30.67,1971
rou,31.2,1972
rou,30.0,1973
rou,27.93,1974
rou,27.28,1975
rou,28.03,1976
rou,27.46,1977
rou,27.42,1978
rou,25.57,1980
rou,23.23,1981
rou,22.36,1982
rou,20.87,1983
rou,19.99,1984
rou,20.89,1985
rou,19.89,1986
rou,18.73,1987
rou,19.11,1988
rou,18.61,1989
rou,17.51,1990
rou,17.57,1991
rou,18.05,1992
rou,18.19,1993
rou,17.74,1994
rou,17.66,1995
rou,17.21,1996
rou,16.99,1997
rou,16.09,1998
rou,16.67,1999
rou,16.35,2000
rou,17.23,2001
rou,17.4,2002
rus,51.6,1980
rus,50.53,1981
rus,50.37,1982
rus,49.86,1983
rus,49.14,1984
rus,46.21,1985
rus,45.28,1986
rus,44.74,1987
rus,43.48,1988
rus,41.93,1989
rus,41.51,1990
rus,40.7,1991
rus,40.12,1992
rus,39.7,1993
rus,37.64,1994
rus,36.27,1995
rus,34.2,1996
rus,32.91,1997
rus,32.12,1998
rus,31.76,1999
rus,30.42,2000
rus,29.34,2001
rus,28.43,2002
rwa,11.4,2002
wsm,21.4,2002
sau,4.9,2002
sen,4.9,2002
scg,12.2,2002
sle,3.2,2002
sgp,42.42,1963
sgp,41.32,1964
sgp,34.26,1965
sgp,34.54,1966
sgp,39.19,1967
sgp,30.94,1968
sgp,33.92,1969
sgp,27.07,1970
sgp,30.32,1971
sgp,30.59,1972
sgp,28.96,1973
sgp,30.5,1974
sgp,32.52,1975
sgp,32.8,1976
sgp,32.8,1977
sgp,29.77,1978
sgp,30.66,1979
sgp,26.11,1980
sgp,22.53,1981
sgp,21.92,1982
sgp,25.19,1983
sgp,19.73,1984
sgp,22.35,1985
sgp,23.42,1986
sgp,20.92,1987
sgp,15.89,1988
sgp,21.75,1989
sgp,19.97,1990
sgp,18.01,1991
sgp,17.8,1992
sgp,15.18,1993
sgp,14.37,1994
sgp,14.26,1995
sgp,14.56,1996
sgp,15.12,1997
sgp,11.49,1998
sgp,12.2,1999
sgp,9.91,2000
sgp,9.33,2001
sgp,8.51,2002
svk,18.64,1992
svk,19.56,1993
svk,16.37,1994
svk,17.68,1995
svk,16.35,1996
svk,16.71,1997
svk,18.19,1998
svk,16.81,1999
svk,16.13,2000
svk,14.81,2001
svk,14.8,2002
svn,27.11,1985
svn,25.26,1986
svn,24.85,1987
svn,26.3,1988
svn,24.2,1989
svn,24.65,1990
svn,22.16,1991
svn,22.29,1992
svn,23.48,1993
svn,21.23,1994
svn,20.8,1995
svn,17.03,1996
svn,20.14,1997
svn,18.74,1998
svn,17.83,1999
svn,17.03,2000
svn,15.32,2001
svn,16.73,2002
slb,7.8,2002
som,7.0,2002
zaf,9.01,1993
zaf,8.39,1994
zaf,7.71,1995
zaf,8.65,1996
zaf,8.17,1997
zaf,8.0,1998
zaf,7.93,1999
zaf,7.41,2000
zaf,7.05,2001
zaf,6.3,2002
esp,25.91,1951
esp,26.35,1952
esp,26.52,1953
esp,26.53,1954
esp,29.03,1955
esp,29.43,1956
esp,28.38,1957
esp,27.78,1958
esp,28.23,1959
esp,30.38,1960
esp,30.85,1961
esp,31.41,1962
esp,32.79,1963
esp,32.23,1964
esp,32.62,1965
esp,30.93,1966
esp,30.56,1967
esp,28.89,1968
esp,27.7,1969
esp,27.4,1970
esp,26.99,1971
esp,25.66,1972
esp,26.13,1973
esp,23.94,1974
esp,23.92,1975
esp,23.23,1976
esp,22.27,1977
esp,21.08,1978
esp,20.13,1979
esp,19.34,1980
esp,17.93,1981
esp,16.77,1982
esp,16.71,1983
esp,16.44,1984
esp,16.14,1985
esp,15.37,1986
esp,15.62,1987
esp,15.19,1988
esp,14.6,1989
esp,14.13,1990
esp,13.43,1991
esp,12.97,1992
esp,13.09,1993
esp,13.07,1994
esp,12.13,1995
esp,11.92,1996
esp,11.73,1997
esp,11.03,1998
esp,10.84,1999
esp,10.56,2000
esp,10.34,2001
esp,9.47,2002
lka,1.9,2002
sdn,3.1,2002
sur,11.8,2002
swz,4.1,2002
swe,32.62,1951
swe,31.55,1952
swe,31.7,1953
swe,31.47,1954
swe,30.72,1955
swe,30.81,1956
swe,28.18,1957
swe,28.05,1958
swe,27.04,1959
swe,26.23,1960
swe,25.15,1961
swe,25.86,1962
swe,24.01,1963
swe,22.17,1964
swe,22.25,1965
swe,20.47,1966
swe,20.28,1967
swe,18.69,1968
swe,18.36,1969
swe,17.61,1970
swe,17.55,1971
swe,17.47,1972
swe,16.83,1973
swe,16.45,1974
swe,16.15,1975
swe,15.4,1976
swe,15.07,1977
swe,13.7,1978
swe,14.01,1979
swe,12.35,1980
swe,12.31,1981
swe,11.3,1982
swe,10.58,1983
swe,10.05,1984
swe,10.38,1985
swe,9.18,1986
swe,9.09,1987
swe,8.84,1988
swe,8.78,1989
swe,8.5,1990
swe,8.75,1991
swe,7.88,1992
swe,6.85,1993
swe,7.06,1994
swe,6.36,1995
swe,6.34,1996
swe,6.44,1997
swe,6.15,1998
swe,6.14,1999
swe,5.31,2000
swe,5.37,2001
swe,5.42,2002
che,43.04,1951
che,41.15,1952
che,40.0,1953
che,39.75,1954
che,38.53,1955
che,36.33,1956
che,35.91,1957
che,34.72,1958
che,33.24,1959
che,31.83,1960
che,31.56,1961
che,29.13,1962
che,30.88,1963
che,27.16,1964
che,26.59,1965
che,25.52,1966
che,24.92,1967
che,24.64,1968
che,23.52,1969
che,21.1,1970
che,22.33,1971
che,21.35,1972
che,21.3,1973
che,17.59,1974
che,18.39,1975
che,18.51,1976
che,15.45,1977
che,15.92,1978
che,15.24,1979
che,13.28,1980
che,13.71,1981
che,12.91,1982
che,12.35,1983
che,11.79,1984
che,11.53,1985
che,10.71,1986
che,10.25,1987
che,9.42,1988
che,10.19,1989
che,9.74,1990
che,8.8,1991
che,8.7,1992
che,8.05,1993
che,8.21,1994
che,7.16,1995
che,6.79,1996
che,6.87,1997
che,6.42,1998
che,5.67,1999
che,5.43,2000
che,5.88,2001
che,5.51,2002
syr,6.1,2002
tjk,27.8,1981
tjk,29.97,1982
tjk,30.65,1985
tjk,28.77,1986
tjk,29.48,1987
tjk,27.94,1988
tjk,29.12,1989
tjk,31.06,1990
tjk,29.72,1991
tjk,25.01,1992
tjk,22.59,1993
tjk,19.18,1994
tjk,13.04,1995
tjk,15.09,1996
tjk,17.15,1997
tjk,15.46,1998
tjk,18.49,1999
tjk,18.06,2000
tjk,16.06,2001
tjk,22.6,2002
tza,7.2,2002
tha,1.2,1957
tha,1.02,1958
tha,1.9,1959
tha,2.01,1960
tha,1.52,1961
tha,2.18,1962
tha,1.57,1963
tha,1.68,1964
tha,1.56,1965
tha,1.54,1966
tha,1.75,1967
tha,1.12,1968
tha,1.35,1969
tha,1.55,1970
tha,1.21,1971
tha,1.54,1972
tha,1.87,1973
tha,1.8,1974
tha,1.87,1975
tha,1.15,1976
tha,1.4,1977
tha,1.4,1978
tha,1.6,1979
tha,1.48,1980
tha,1.61,1981
tha,1.64,1982
tha,1.55,1983
tha,1.1,1984
tha,1.11,1985
tha,1.06,1986
tha,0.8,1987
tha,1.06,1990
tha,1.02,1991
tha,1.09,1992
tha,1.04,1994
tha,1.23,1995
tha,0.91,1996
tha,0.58,1997
tha,0.83,1998
tha,0.97,1999
tha,1.32,2000
tha,1.83,2002
tgo,3.2,2002
tto,23.84,1951
tto,25.71,1952
tto,23.89,1953
tto,28.11,1954
tto,22.2,1955
tto,24.36,1956
tto,26.32,1957
tto,24.53,1958
tto,19.33,1960
tto,25.75,1961
tto,20.92,1962
tto,28.59,1963
tto,26.88,1966
tto,30.24,1967
tto,24.21,1968
tto,26.19,1970
tto,20.11,1971
tto,21.09,1972
tto,15.0,1973
tto,16.15,1974
tto,14.44,1975
tto,15.79,1976
tto,14.36,1977
tto,14.15,1978
tto,17.61,1979
tto,15.4,1980
tto,14.09,1981
tto,12.34,1982
tto,15.78,1983
tto,18.33,1984
tto,12.36,1985
tto,12.57,1986
tto,13.93,1987
tto,13.51,1988
tto,13.02,1989
tto,11.45,1990
tto,8.93,1991
tto,10.53,1992
tto,10.15,1993
tto,10.11,1994
tto,6.58,1995
tto,9.38,1996
tto,9.2,1997
tto,11.9,1998
tto,6.53,1999
tto,7.8,2000
tto,5.48,2001
tto,7.58,2002
tun,5.0,2002
tur,10.4,2002
tkm,19.2,2002
uga,6.6,2002
ukr,33.34,1981
ukr,34.28,1982
ukr,33.08,1985
ukr,32.82,1986
ukr,32.77,1987
ukr,31.97,1988
ukr,32.37,1989
ukr,30.89,1990
ukr,31.9,1991
ukr,31.52,1992
ukr,29.88,1993
ukr,29.04,1994
ukr,27.76,1995
ukr,26.57,1996
ukr,25.63,1997
ukr,25.17,1998
ukr,24.84,1999
ukr,24.09,2000
ukr,23.1,2001
ukr,22.48,2002
are,10.5,2002
gbr,29.41,1950
gbr,29.48,1951
gbr,29.26,1952
gbr,28.78,1953
gbr,27.97,1954
gbr,28.12,1955
gbr,27.21,1956
gbr,27.56,1957
gbr,27.2,1958
gbr,27.09,1959
gbr,26.36,1960
gbr,25.97,1961
gbr,25.5,1962
gbr,25.19,1963
gbr,24.11,1964
gbr,23.93,1965
gbr,23.81,1966
gbr,23.23,1967
gbr,22.02,1968
gbr,21.93,1969
gbr,21.28,1970
gbr,21.18,1971
gbr,20.61,1972
gbr,20.28,1973
gbr,19.6,1974
gbr,19.36,1975
gbr,18.93,1976
gbr,18.07,1977
gbr,18.0,1978
gbr,17.4,1979
gbr,16.74,1980
gbr,16.3,1981
gbr,15.4,1982
gbr,15.97,1983
gbr,15.24,1984
gbr,14.58,1985
gbr,14.3,1986
gbr,13.88,1987
gbr,13.48,1988
gbr,12.95,1989
gbr,12.29,1990
gbr,11.86,1991
gbr,11.52,1992
gbr,10.47,1993
gbr,10.44,1994
gbr,9.51,1995
gbr,9.33,1996
gbr,8.67,1997
gbr,8.52,1998
gbr,8.11,1999
gbr,7.53,2000
gbr,7.15,2001
gbr,7.03,2002
usa,17.72,1950
usa,16.97,1951
usa,16.31,1952
usa,15.95,1953
usa,15.46,1954
usa,14.67,1955
usa,14.23,1956
usa,13.57,1957
usa,12.85,1958
usa,12.85,1959
usa,12.45,1960
usa,11.82,1961
usa,10.99,1962
usa,10.82,1963
usa,10.45,1964
usa,9.75,1965
usa,9.34,1966
usa,8.95,1967
usa,8.72,1968
usa,8.38,1969
usa,8.13,1970
usa,7.68,1971
usa,7.5,1972
usa,7.3,1973
usa,7.16,1974
usa,6.9,1975
usa,6.68,1976
usa,6.47,1977
usa,6.24,1978
usa,6.21,1979
usa,6.02,1980
usa,6.0,1981
usa,5.82,1982
usa,5.6,1983
usa,5.59,1984
usa,5.43,1985
usa,5.37,1986
usa,5.16,1987
usa,5.01,1988
usa,5.17,1989
usa,4.98,1990
usa,5.05,1991
usa,4.62,1992
usa,4.67,1993
usa,4.48,1994
usa,4.4,1995
usa,4.19,1996
usa,4.06,1997
usa,3.88,1998
usa,3.75,1999
usa,3.62,2000
usa,3.5,2001
usa,3.38,2002
ury,37.83,1955
ury,35.77,1956
ury,39.6,1957
ury,37.97,1958
ury,39.62,1959
ury,35.46,1960
ury,37.28,1963
ury,32.92,1964
ury,37.81,1965
ury,36.36,1966
ury,35.27,1967
ury,33.99,1968
ury,31.43,1969
ury,32.15,1970
ury,34.62,1971
ury,32.47,1972
ury,30.6,1973
ury,28.63,1974
ury,25.27,1975
ury,27.51,1976
ury,23.33,1977
ury,23.82,1978
ury,21.38,1980
ury,19.18,1981
ury,17.66,1982
ury,15.94,1983
ury,17.2,1984
ury,18.36,1985
ury,17.57,1986
ury,14.93,1987
ury,16.9,1988
ury,17.8,1989
ury,16.01,1990
ury,15.31,1993
ury,16.8,1994
ury,13.93,1995
ury,14.21,1996
ury,13.51,1997
ury,13.24,1998
ury,12.5,1999
ury,12.29,2000
ury,12.64,2001
ury,11.95,2002
uzb,25.02,1981
uzb,25.41,1982
uzb,24.63,1985
uzb,25.36,1986
uzb,24.41,1987
uzb,23.67,1988
uzb,22.95,1989
uzb,20.57,1990
uzb,20.02,1991
uzb,20.27,1992
uzb,18.59,1993
uzb,15.87,1994
uzb,14.26,1995
uzb,14.72,1996
uzb,14.68,1997
uzb,12.68,1998
uzb,11.82,1999
uzb,11.94,2000
uzb,11.39,2002
vut,2.0,2002
ven,27.98,1955
ven,29.53,1956
ven,33.53,1957
ven,32.46,1958
ven,27.1,1959
ven,29.7,1960
ven,33.03,1961
ven,32.36,1962
ven,32.8,1963
ven,29.68,1964
ven,31.24,1965
ven,34.07,1966
ven,31.57,1967
ven,31.04,1968
ven,29.15,1969
ven,31.66,1970
ven,28.9,1971
ven,27.79,1972
ven,27.97,1973
ven,26.4,1974
ven,25.83,1975
ven,25.83,1976
ven,23.35,1977
ven,23.65,1978
ven,22.03,1979
ven,22.68,1980
ven,21.61,1981
ven,20.91,1982
ven,22.38,1983
ven,18.09,1985
ven,16.94,1986
ven,18.7,1987
ven,18.02,1988
ven,16.21,1989
ven,18.4,1990
ven,17.23,1992
ven,16.67,1993
ven,16.31,1994
ven,14.81,1996
ven,14.28,1997
ven,14.49,1998
ven,14.05,1999
ven,13.0,2000
ven,12.29,2001
ven,12.25,2002
vnm,18.6,2002
yem,6.0,2002
zmb,8.8,2002
zwe,10.4,2002
