geo,crude_death_rate_deaths_per_1000_population,time
gha,17.42,1968
gha,15.85,1973
gha,14.21,1978
gha,13.07,1983
gha,11.95,1988
gha,10.0,1993
gha,10.04,1998
gha,10.78,2003
gha,11.15,2008
gha,10.47,2013
gha,9.752,2018
gha,9.112,2023
gha,8.596,2028
gha,8.265,2033
gha,8.079,2038
gha,8.016,2043
gha,8.048,2048
grc,7.16,1953
grc,7.28,1958
grc,7.76,1963
grc,8.09,1968
grc,8.56,1973
grc,8.84,1978
grc,9.02,1983
grc,9.28,1988
grc,10.23,1993
grc,9.234,1998
grc,10.03,2003
grc,10.2,2008
grc,10.42,2013
grc,10.91,2018
grc,11.14,2023
grc,11.6,2028
grc,11.96,2033
grc,12.46,2038
grc,12.99,2043
grc,13.62,2048
grd,10.54,1953
grd,10.25,1958
grd,9.514,1963
grd,8.584,1968
grd,8.683,1973
grd,9.289,1978
grd,9.442,1983
grd,8.927,1988
grd,7.062,1993
grd,7.754,1998
grd,6.535,2003
grd,6.181,2008
grd,5.851,2013
grd,5.609,2018
grd,5.561,2023
grd,5.87,2028
grd,6.531,2033
grd,7.437,2038
grd,8.482,2043
grd,9.541,2048
glp,13.11,1953
glp,10.19,1958
glp,8.45,1963
glp,8.07,1968
glp,7.46,1973
glp,6.87,1978
glp,6.681,1983
glp,6.186,1988
glp,6.361,1993
glp,6.433,1998
glp,6.582,2003
glp,7.877,2008
glp,8.098,2013
glp,8.244,2018
glp,8.471,2023
glp,8.909,2028
glp,9.578,2033
glp,10.36,2038
glp,11.15,2043
glp,11.88,2048
gum,8.93,1953
gum,7.73,1958
gum,6.4,1963
gum,5.55,1968
gum,4.57,1973
gum,4.14,1978
gum,3.84,1983
gum,3.93,1988
gum,4.686,1993
gum,4.712,1998
gum,5.067,2003
gum,5.461,2008
gum,5.68,2013
gum,5.977,2018
gum,6.369,2023
gum,6.867,2028
gum,7.468,2033
gum,8.096,2038
gum,8.664,2043
gum,9.106,2048
gtm,22.31,1953
gtm,20.16,1958
gtm,17.98,1963
gtm,15.82,1968
gtm,13.52,1973
gtm,12.19,1978
gtm,10.89,1983
gtm,9.362,1988
gtm,6.933,1993
gtm,8.092,1998
gtm,6.051,2003
gtm,5.677,2008
gtm,5.36,2013
gtm,5.129,2018
gtm,4.964,2023
gtm,4.875,2028
gtm,4.872,2033
gtm,4.946,2038
gtm,5.104,2043
gtm,5.367,2048
gin,31.55,1953
gin,30.04,1958
gin,28.3,1963
gin,26.56,1968
gin,24.89,1973
gin,22.75,1978
gin,20.89,1983
gin,18.99,1988
gin,14.95,1993
gin,16.8,1998
gin,12.89,2003
gin,11.17,2008
gin,9.705,2013
gin,8.491,2018
gin,7.531,2023
gin,6.77,2028
gin,6.234,2033
gin,5.864,2038
gin,5.644,2043
gin,5.536,2048
gnb,33.57,1953
gnb,29.5,1958
gnb,27.35,1963
gnb,24.79,1968
gnb,27.35,1973
gnb,25.2,1978
gnb,22.23,1983
gnb,20.49,1988
gnb,19.42,1993
gnb,20.22,1998
gnb,18.45,2003
gnb,17.37,2008
gnb,15.83,2013
gnb,14.42,2018
gnb,13.18,2023
gnb,12.02,2028
gnb,11.01,2033
gnb,10.15,2038
gnb,9.399,2043
gnb,8.826,2048
guy,17.7,1953
guy,15.9,1958
guy,13.7,1963
guy,11.6,1968
guy,10.3,1973
guy,9.2,1978
guy,9.035,1983
guy,8.694,1988
guy,9.0,1993
guy,8.709,1998
guy,8.812,2003
guy,8.18,2008
guy,7.893,2013
guy,7.94,2018
guy,8.349,2023
guy,8.983,2028
guy,9.999,2033
guy,11.1,2038
guy,12.24,2043
guy,13.35,2048
hti,26.45,1953
hti,23.56,1958
hti,21.05,1963
hti,18.63,1968
hti,17.15,1973
hti,16.18,1978
hti,15.74,1983
hti,13.84,1988
hti,10.33,1993
hti,11.91,1998
hti,9.778,2003
hti,9.112,2008
hti,8.877,2013
hti,8.347,2018
hti,7.709,2023
hti,7.33,2028
hti,7.228,2033
hti,7.309,2038
hti,7.416,2043
hti,7.488,2048
hnd,24.55,1953
hnd,21.53,1958
hnd,18.33,1963
hnd,16.06,1968
hnd,13.77,1973
hnd,11.4,1978
hnd,9.204,1983
hnd,7.306,1988
hnd,5.616,1993
hnd,6.387,1998
hnd,5.283,2003
hnd,5.061,2008
hnd,4.918,2013
hnd,4.801,2018
hnd,4.762,2023
hnd,4.832,2028
hnd,5.01,2033
hnd,5.282,2038
hnd,5.65,2043
hnd,6.215,2048
hun,11.36,1953
hun,10.28,1958
hun,10.14,1963
hun,10.89,1968
hun,11.82,1973
hun,12.8,1978
hun,13.74,1983
hun,13.77,1988
hun,13.96,1993
hun,14.3,1998
hun,13.53,2003
hun,13.44,2008
hun,13.37,2013
hun,13.35,2018
hun,13.4,2023
hun,13.6,2028
hun,13.92,2033
hun,14.16,2038
hun,14.29,2043
hun,14.35,2048
isl,7.5,1953
isl,7.1,1958
isl,6.9,1963
isl,7.05,1968
isl,6.96,1973
isl,6.42,1978
isl,6.87,1983
isl,6.88,1988
isl,6.727,1993
isl,6.74,1998
isl,6.093,2003
isl,6.068,2008
isl,6.106,2013
isl,6.297,2018
isl,6.621,2023
isl,7.117,2028
isl,7.803,2033
isl,8.61,2038
isl,9.43,2043
isl,10.14,2048
ind,25.51,1953
ind,22.68,1958
ind,19.88,1963
ind,17.34,1968
ind,15.22,1973
ind,13.14,1978
ind,11.97,1983
ind,11.06,1988
ind,9.536,1993
ind,10.39,1998
ind,8.927,2003
ind,8.494,2008
ind,8.103,2013
ind,7.901,2018
ind,7.874,2023
ind,7.998,2028
ind,8.281,2033
ind,8.695,2038
ind,9.176,2043
ind,9.705,2048
idn,26.05,1953
idn,24.21,1958
idn,21.71,1963
idn,18.61,1968
idn,15.91,1973
idn,13.36,1978
idn,11.25,1983
idn,9.203,1988
idn,7.193,1993
idn,8.224,1998
idn,6.638,2003
idn,6.327,2008
idn,6.283,2013
idn,6.368,2018
idn,6.603,2023
idn,7.016,2028
idn,7.62,2033
idn,8.357,2038
idn,9.097,2043
idn,9.879,2048
irn,22.77,1953
irn,20.17,1958
irn,18.0,1963
irn,15.37,1968
irn,13.19,1973
irn,11.75,1978
irn,10.71,1983
irn,8.204,1988
irn,5.88,1993
irn,6.537,1998
irn,5.84,2003
irn,5.741,2008
irn,5.496,2013
irn,5.351,2018
irn,5.446,2023
irn,5.882,2028
irn,6.596,2033
irn,7.441,2038
irn,8.341,2043
irn,9.312,2048
irq,23.31,1953
irq,17.67,1958
irq,14.48,1963
irq,12.53,1968
irq,10.82,1973
irq,9.886,1978
irq,8.96,1983
irq,7.874,1988
irq,5.198,1993
irq,6.721,1998
irq,5.303,2003
irq,6.085,2008
irq,4.899,2013
irq,4.833,2018
irq,4.681,2023
irq,4.585,2028
irq,4.636,2033
irq,4.824,2038
irq,5.115,2043
irq,5.526,2048
irl,12.55,1953
irl,12.04,1958
irl,11.76,1963
irl,11.45,1968
irl,11.02,1973
irl,10.25,1978
irl,9.39,1983
irl,9.14,1988
irl,8.561,1993
irl,8.84,1998
irl,7.521,2003
irl,6.443,2008
irl,6.487,2013
irl,6.656,2018
irl,6.944,2023
irl,7.344,2028
irl,7.835,2033
irl,8.35,2038
irl,8.872,2043
irl,9.374,2048
isr,6.9,1953
isr,6.2,1958
isr,6.0,1963
isr,6.7,1968
isr,7.1,1973
isr,6.83,1978
isr,6.75,1983
isr,6.6,1988
isr,6.313,1993
isr,6.3,1998
isr,5.642,2003
isr,5.476,2008
isr,5.559,2013
isr,5.661,2018
isr,5.822,2023
isr,6.043,2028
isr,6.375,2033
isr,6.786,2038
isr,7.146,2043
isr,7.451,2048
ita,9.902,1953
ita,9.728,1958
ita,9.943,1963
ita,10.09,1968
ita,9.977,1973
ita,10.04,1978
ita,9.981,1983
ita,9.77,1988
ita,10.26,1993
ita,9.99,1998
ita,9.943,2003
ita,9.923,2008
ita,10.53,2013
ita,11.05,2018
ita,11.52,2023
ita,11.93,2028
ita,12.35,2033
ita,12.82,2038
ita,13.36,2043
ita,13.95,2048
jam,11.5,1953
jam,9.8,1958
jam,9.1,1963
jam,8.5,1968
jam,8.2,1973
jam,7.4,1978
jam,7.075,1983
jam,7.153,1988
jam,7.227,1993
jam,7.171,1998
jam,7.53,2003
jam,7.439,2008
jam,7.33,2013
jam,7.343,2018
jam,7.494,2023
jam,7.795,2028
jam,8.302,2033
jam,8.945,2038
jam,9.657,2043
jam,10.36,2048
jpn,9.389,1953
jpn,7.926,1958
jpn,7.381,1963
jpn,6.907,1968
jpn,6.62,1973
jpn,6.25,1978
jpn,6.276,1983
jpn,6.461,1988
jpn,7.514,1993
jpn,7.013,1998
jpn,7.884,2003
jpn,9.149,2008
jpn,9.84,2013
jpn,10.85,2018
jpn,11.99,2023
jpn,13.01,2028
jpn,13.87,2033
jpn,14.56,2038
jpn,15.07,2043
jpn,15.42,2048
jor,26.0,1953
jor,23.0,1958
jor,22.0,1963
jor,19.0,1968
jor,13.0,1973
jor,9.6,1978
jor,8.85,1983
jor,7.1,1988
jor,4.61,1993
jor,5.79,1998
jor,4.402,2003
jor,4.227,2008
jor,4.006,2013
jor,3.995,2018
jor,4.122,2023
jor,4.369,2028
jor,4.743,2033
jor,5.24,2038
jor,5.881,2043
jor,6.635,2048
kaz,14.35,1953
kaz,12.93,1958
kaz,11.25,1963
kaz,9.61,1968
kaz,9.21,1973
kaz,8.79,1978
kaz,8.27,1983
kaz,7.95,1988
kaz,11.67,1993
kaz,9.485,1998
kaz,10.87,2003
kaz,11.25,2008
kaz,10.78,2013
kaz,10.25,2018
kaz,9.92,2023
kaz,9.785,2028
kaz,9.921,2033
kaz,10.21,2038
kaz,10.51,2043
kaz,10.81,2048
ken,23.59,1953
ken,21.6,1958
ken,18.77,1963
ken,16.55,1968
ken,14.4,1973
ken,12.51,1978
ken,10.72,1983
ken,10.03,1988
ken,11.25,1993
ken,9.451,1998
ken,12.9,2003
ken,11.71,2008
ken,10.32,2013
ken,9.336,2018
ken,8.877,2023
ken,8.473,2028
ken,8.198,2033
ken,7.987,2038
ken,7.795,2043
ken,7.644,2048
kwt,11.2,1953
kwt,10.5,1958
kwt,9.0,1963
kwt,6.3,1968
kwt,5.0,1973
kwt,4.2,1978
kwt,3.18,1983
kwt,2.36,1988
kwt,1.762,1993
kwt,2.1,1998
kwt,1.733,2003
kwt,1.86,2008
kwt,2.139,2013
kwt,2.548,2018
kwt,3.093,2023
kwt,3.78,2028
kwt,4.611,2033
kwt,5.567,2038
kwt,6.598,2043
kwt,7.636,2048
kgz,16.38,1953
kgz,15.14,1958
kgz,13.2,1963
kgz,11.12,1968
kgz,10.35,1973
kgz,9.56,1978
kgz,8.74,1983
kgz,7.69,1988
kgz,7.823,1993
kgz,7.913,1998
kgz,7.508,2003
kgz,7.379,2008
kgz,7.146,2013
kgz,6.935,2018
kgz,6.867,2023
kgz,7.067,2028
kgz,7.592,2033
kgz,8.295,2038
kgz,9.006,2043
kgz,9.657,2048
lao,21.13,1953
lao,20.14,1958
lao,19.3,1963
lao,18.67,1968
lao,18.09,1973
lao,17.13,1978
lao,16.15,1983
lao,14.35,1988
lao,9.742,1993
lao,11.82,1998
lao,8.083,2003
lao,7.111,2008
lao,6.447,2013
lao,5.954,2018
lao,5.625,2023
lao,5.485,2028
lao,5.546,2033
lao,5.733,2038
lao,6.049,2043
lao,6.45,2048
lva,11.56,1953
lva,10.24,1958
lva,10.15,1963
lva,10.7,1968
lva,11.48,1973
lva,12.54,1978
lva,12.75,1983
lva,12.42,1988
lva,14.46,1993
lva,14.24,1998
lva,14.1,2003
lva,13.83,2008
lva,13.86,2013
lva,13.88,2018
lva,13.86,2023
lva,13.9,2028
lva,14.07,2033
lva,14.44,2038
lva,14.82,2043
lva,15.02,2048
lbn,18.7,1953
lbn,12.87,1958
lbn,10.8,1963
lbn,9.28,1968
lbn,8.113,1973
lbn,7.794,1978
lbn,7.609,1983
lbn,7.308,1988
lbn,7.076,1993
lbn,7.137,1998
lbn,6.964,2003
lbn,6.943,2008
lbn,7.084,2013
lbn,7.15,2018
lbn,7.273,2023
lbn,7.568,2028
lbn,8.097,2033
lbn,8.828,2038
lbn,9.572,2043
lbn,10.35,2048
lso,22.74,1953
lso,20.36,1958
lso,18.32,1963
lso,17.78,1968
lso,16.85,1973
lso,15.12,1978
lso,13.07,1983
lso,11.79,1988
lso,11.95,1993
lso,10.07,1998
lso,16.52,2003
lso,16.85,2008
lso,16.3,2013
lso,15.97,2018
lso,15.97,2023
lso,15.52,2028
lso,15.2,2033
lso,14.84,2038
lso,14.44,2043
lso,13.93,2048
lbr,27.23,1953
lbr,26.52,1958
lbr,24.66,1963
lbr,22.11,1968
lbr,19.43,1973
lbr,18.5,1978
lbr,18.52,1983
lbr,18.41,1988
lbr,14.08,1993
lbr,16.34,1998
lbr,12.01,2003
lbr,10.6,2008
lbr,9.472,2013
lbr,8.483,2018
lbr,7.69,2023
lbr,7.123,2028
lbr,6.796,2033
lbr,6.616,2038
lbr,6.509,2043
lbr,6.449,2048
lby,22.5,1953
lby,19.9,1958
lby,18.3,1963
lby,16.8,1968
lby,14.8,1973
lby,12.7,1978
lby,10.85,1983
lby,5.243,1988
lby,4.028,1993
lby,4.487,1998
lby,4.066,2003
lby,4.077,2008
lby,4.161,2013
lby,4.351,2018
lby,4.661,2023
lby,5.101,2028
lby,5.641,2033
lby,6.269,2038
lby,6.962,2043
lby,7.724,2048
ltu,10.62,1953
ltu,8.54,1958
ltu,7.98,1963
ltu,8.31,1968
ltu,8.98,1973
ltu,9.97,1978
ltu,10.54,1983
ltu,10.35,1988
ltu,11.94,1993
ltu,11.78,1998
ltu,11.9,2003
ltu,13.12,2008
ltu,13.79,2013
ltu,13.98,2018
ltu,14.05,2023
ltu,14.11,2028
ltu,14.38,2033
ltu,14.86,2038
ltu,15.42,2043
ltu,15.85,2048
lux,11.72,1953
lux,11.8,1958
lux,11.98,1963
lux,12.27,1968
lux,12.22,1973
lux,11.61,1978
lux,11.22,1983
lux,10.6,1988
lux,9.323,1993
lux,10.24,1998
lux,8.822,2003
lux,8.15,2008
lux,8.055,2013
lux,8.018,2018
lux,7.916,2023
lux,7.887,2028
lux,8.036,2033
lux,8.343,2038
lux,8.698,2043
lux,9.007,2048
mdg,27.51,1953
mdg,25.8,1958
mdg,23.96,1963
mdg,22.14,1968
mdg,20.58,1973
mdg,18.82,1978
mdg,16.5,1983
mdg,16.44,1988
mdg,12.41,1993
mdg,14.24,1998
mdg,10.76,2003
mdg,9.315,2008
mdg,8.236,2013
mdg,7.482,2018
mdg,6.909,2023
mdg,6.522,2028
mdg,6.309,2033
mdg,6.239,2038
mdg,6.273,2043
mdg,6.393,2048
mwi,30.89,1953
mwi,29.07,1958
mwi,27.47,1963
mwi,25.46,1968
mwi,23.46,1973
mwi,23.3,1978
mwi,20.44,1983
mwi,18.62,1988
mwi,14.77,1993
mwi,16.21,1998
mwi,14.63,2003
mwi,12.41,2008
mwi,10.56,2013
mwi,9.491,2018
mwi,8.982,2023
mwi,8.429,2028
mwi,8.073,2033
mwi,7.835,2038
mwi,7.623,2043
mwi,7.385,2048
mys,19.89,1953
mys,16.54,1958
mys,13.28,1963
mys,10.4,1968
mys,8.8,1973
mys,7.7,1978
mys,6.2,1983
mys,5.6,1988
mys,4.655,1993
mys,5.022,1998
mys,4.51,2003
mys,4.469,2008
mys,4.647,2013
mys,4.954,2018
mys,5.383,2023
mys,5.9,2028
mys,6.479,2033
mys,7.103,2038
mys,7.717,2043
mys,8.308,2048
mdv,27.31,1953
mdv,24.0,1958
mdv,20.77,1963
mdv,18.08,1968
mdv,15.89,1973
mdv,13.91,1978
mdv,11.84,1983
mdv,9.92,1988
mdv,6.811,1993
mdv,8.649,1998
mdv,5.173,2003
mdv,4.626,2008
mdv,4.453,2013
mdv,4.437,2018
mdv,4.496,2023
mdv,4.714,2028
mdv,5.148,2033
mdv,5.807,2038
mdv,6.67,2043
mdv,7.651,2048
mli,27.62,1953
mli,27.89,1958
mli,27.81,1963
mli,27.36,1968
mli,26.1,1973
mli,24.8,1978
mli,23.39,1983
mli,21.98,1988
mli,19.06,1993
mli,20.63,1998
mli,17.44,2003
mli,15.89,2008
mli,14.23,2013
mli,12.63,2018
mli,11.29,2023
mli,10.18,2028
mli,9.329,2033
mli,8.689,2038
mli,8.188,2043
mli,7.81,2048
mlt,10.15,1953
mlt,8.77,1958
mlt,8.79,1963
mlt,9.24,1968
mlt,9.03,1973
mlt,8.83,1978
mlt,9.25,1983
mlt,7.9,1988
mlt,7.777,1993
mlt,7.5,1998
mlt,7.608,2003
mlt,7.842,2008
mlt,8.422,2013
mlt,9.061,2018
mlt,9.777,2023
mlt,10.56,2028
mlt,11.36,2033
mlt,12.06,2038
mlt,12.53,2043
mlt,12.82,2048
mtq,12.9,1953
mtq,9.9,1958
mtq,8.5,1963
mtq,7.5,1968
mtq,7.2,1973
mtq,6.8,1978
mtq,6.33,1983
mtq,6.14,1988
mtq,7.018,1993
mtq,7.013,1998
mtq,7.329,2003
mtq,7.733,2008
mtq,8.214,2013
mtq,8.729,2018
mtq,9.277,2023
mtq,9.892,2028
mtq,10.59,2033
mtq,11.41,2038
mtq,12.28,2043
mtq,13.1,2048
mrt,21.69,1953
mrt,21.01,1958
mrt,19.88,1963
mrt,18.54,1968
mrt,17.06,1973
mrt,14.91,1978
mrt,12.87,1983
mrt,11.86,1988
mrt,10.79,1993
mrt,11.24,1998
mrt,10.6,2003
mrt,10.46,2008
mrt,9.538,2013
mrt,8.848,2018
mrt,8.377,2023
mrt,8.006,2028
mrt,7.711,2033
mrt,7.569,2038
mrt,7.564,2043
mrt,7.687,2048
mus,15.66,1953
mus,10.62,1958
mus,9.109,1963
mus,7.785,1968
mus,7.009,1973
mus,6.325,1978
mus,6.457,1983
mus,6.142,1988
mus,6.394,1993
mus,6.332,1998
mus,6.582,2003
mus,7.163,2008
mus,7.974,2013
mus,8.614,2018
mus,9.184,2023
mus,9.752,2028
mus,10.42,2033
mus,11.14,2038
mus,11.71,2043
mus,12.11,2048
myt,23.4,1953
myt,17.1,1958
myt,13.9,1963
myt,11.7,1968
myt,9.3,1973
myt,7.3,1978
myt,5.6,1983
myt,4.5,1988
myt,3.121,1993
myt,3.456,1998
myt,2.946,2003
myt,2.905,2008
myt,2.983,2013
myt,3.118,2018
myt,3.305,2023
myt,3.552,2028
myt,3.878,2033
myt,4.298,2038
myt,4.804,2043
myt,5.382,2048
mex,16.65,1953
mex,13.48,1958
mex,11.45,1963
mex,10.37,1968
mex,9.093,1973
mex,7.421,1978
mex,6.351,1983
mex,5.71,1988
mex,4.798,1993
mex,5.222,1998
mex,4.73,2003
mex,4.745,2008
mex,4.909,2013
mex,5.202,2018
mex,5.617,2023
mex,6.16,2028
mex,6.855,2033
mex,7.716,2038
mex,8.711,2043
mex,9.824,2048
fsm,14.0,1953
fsm,12.45,1958
fsm,10.85,1963
fsm,9.595,1968
fsm,8.313,1973
fsm,7.676,1978
fsm,6.967,1983
fsm,6.38,1988
fsm,5.492,1993
fsm,6.069,1998
fsm,5.251,2003
fsm,5.147,2008
fsm,5.109,2013
fsm,5.238,2018
fsm,5.51,2023
fsm,5.884,2028
fsm,6.331,2033
fsm,6.805,2038
fsm,7.251,2043
fsm,7.666,2048
fsm,14.23,1953
fsm,12.5,1958
fsm,10.93,1963
fsm,9.611,1968
fsm,8.754,1973
fsm,7.756,1978
fsm,7.204,1983
fsm,6.723,1988
fsm,6.303,1993
fsm,6.399,1998
fsm,6.322,2003
fsm,6.104,2008
fsm,5.848,2013
fsm,5.782,2018
fsm,5.894,2023
fsm,6.063,2028
fsm,6.241,2033
fsm,6.415,2038
fsm,6.593,2043
fsm,6.896,2048
mng,21.74,1953
mng,19.26,1958
mng,16.97,1963
mng,14.78,1968
mng,13.09,1973
mng,11.43,1978
mng,10.01,1983
mng,8.7,1988
mng,7.2,1993
mng,8.9,1998
mng,6.8,2003
mng,6.665,2008
mng,6.549,2013
mng,6.57,2018
mng,6.746,2023
mng,7.06,2028
mng,7.556,2033
mng,8.264,2038
mng,9.094,2043
mng,9.949,2048
mne,4.965,1953
mne,4.175,1958
mne,3.64,1963
mne,3.274,1968
mne,3.075,1973
mne,3.12,1978
mne,3.23,1983
mne,3.11,1988
mne,6.702,1993
mne,6.3,1998
mne,8.267,2003
mne,10.19,2008
mne,10.2,2013
mne,10.63,2018
mne,10.96,2023
mne,11.21,2028
mne,11.46,2033
mne,11.85,2038
mne,12.2,2043
mne,12.47,2048
mar,25.7,1953
mar,22.7,1958
mar,19.6,1963
mar,17.4,1968
mar,15.7,1973
mar,13.0,1978
mar,10.74,1983
mar,8.684,1988
mar,6.38,1993
mar,7.246,1998
mar,5.95,2003
mar,5.833,2008
mar,5.817,2013
mar,5.849,2018
mar,6.01,2023
mar,6.373,2028
mar,6.916,2033
mar,7.582,2038
mar,8.243,2043
mar,8.818,2048
moz,32.85,1953
moz,30.01,1958
moz,27.54,1963
moz,25.61,1968
moz,23.53,1973
moz,21.66,1978
moz,21.38,1983
moz,20.99,1988
moz,17.42,1993
moz,19.73,1998
moz,16.89,2003
moz,16.08,2008
moz,14.72,2013
moz,13.49,2018
moz,12.58,2023
moz,11.75,2028
moz,11.15,2033
moz,10.64,2038
moz,10.14,2043
moz,9.7,2048
mmr,27.72,1953
mmr,22.76,1958
mmr,19.9,1963
mmr,16.7,1968
mmr,14.38,1973
mmr,12.39,1978
mmr,11.22,1983
mmr,10.79,1988
mmr,10.1,1993
mmr,10.32,1998
mmr,9.976,2003
mmr,9.925,2008
mmr,8.831,2013
mmr,8.39,2018
mmr,8.219,2023
mmr,8.337,2028
mmr,8.695,2033
mmr,9.238,2038
mmr,9.847,2043
mmr,10.48,2048
nam,22.96,1953
nam,19.92,1958
nam,17.41,1963
nam,15.43,1968
nam,13.81,1973
nam,12.14,1978
nam,10.35,1983
nam,9.174,1988
nam,8.294,1993
nam,8.011,1998
nam,10.54,2003
nam,8.468,2008
nam,8.369,2013
nam,8.53,2018
nam,8.613,2023
nam,8.761,2028
nam,9.115,2033
nam,9.318,2038
nam,9.278,2043
nam,9.275,2048
npl,25.59,1953
npl,24.83,1958
npl,23.72,1963
npl,22.02,1968
npl,20.0,1973
npl,17.89,1978
npl,15.79,1983
npl,13.75,1988
npl,9.637,1993
npl,11.97,1998
npl,7.672,2003
npl,6.47,2008
npl,6.122,2013
npl,5.811,2018
npl,5.611,2023
npl,5.537,2028
npl,5.617,2033
npl,5.83,2038
npl,6.199,2043
npl,6.676,2048
nld,7.53,1953
nld,7.615,1958
nld,7.81,1963
nld,8.162,1968
nld,8.32,1973
nld,8.13,1978
nld,8.29,1983
nld,8.553,1988
nld,8.837,1993
nld,8.755,1998
nld,8.737,2003
nld,8.383,2008
nld,8.761,2013
nld,9.219,2018
nld,9.755,2023
nld,10.38,2028
nld,11.07,2033
nld,11.73,2038
nld,12.22,2043
nld,12.5,2048
ant,12.3,1953
ant,9.4,1958
ant,7.9,1963
ant,7.1,1968
ant,6.7,1973
ant,6.6,1978
ant,6.3,1983
ant,6.18,1988
ant,6.946,1993
ant,6.338,1998
ant,7.288,2003
ant,7.376,2008
ant,7.669,2013
ant,8.231,2018
ant,9.022,2023
ant,10.03,2028
ant,11.19,2033
ant,12.52,2038
ant,13.89,2043
ant,15.15,2048
ncl,15.28,1953
ncl,13.89,1958
ncl,10.99,1963
ncl,9.71,1968
ncl,9.08,1973
ncl,7.06,1978
ncl,6.13,1983
ncl,5.74,1988
ncl,5.524,1993
ncl,5.484,1998
ncl,5.212,2003
ncl,5.525,2008
ncl,5.869,2013
ncl,6.254,2018
ncl,6.671,2023
ncl,7.109,2028
ncl,7.602,2033
ncl,8.13,2038
ncl,8.698,2043
ncl,9.261,2048
nzl,9.32,1953
nzl,9.06,1958
nzl,8.87,1963
nzl,8.72,1968
nzl,8.44,1973
nzl,8.21,1978
nzl,8.24,1983
nzl,8.195,1988
nzl,7.521,1993
nzl,7.804,1998
nzl,7.062,2003
nzl,7.038,2008
nzl,7.167,2013
nzl,7.352,2018
nzl,7.617,2023
nzl,8.048,2028
nzl,8.626,2033
nzl,9.233,2038
nzl,9.746,2043
nzl,10.14,2048
nic,22.97,1953
nic,20.36,1958
nic,16.99,1963
nic,14.43,1968
nic,12.56,1973
nic,11.33,1978
nic,10.15,1983
nic,8.443,1988
nic,5.568,1993
nic,6.513,1998
nic,5.009,2003
nic,4.735,2008
nic,4.589,2013
nic,4.601,2018
nic,4.698,2023
nic,4.991,2028
nic,5.418,2033
nic,6.015,2038
nic,6.748,2043
nic,7.58,2048
ner,25.83,1953
ner,26.04,1958
ner,26.72,1963
ner,26.87,1968
ner,26.44,1973
ner,25.93,1978
ner,25.24,1983
ner,24.24,1988
ner,20.47,1993
ner,22.69,1998
ner,17.39,2003
ner,15.18,2008
ner,13.09,2013
ner,11.29,2018
ner,9.751,2023
ner,8.563,2028
ner,7.624,2033
ner,6.778,2038
ner,6.065,2043
ner,5.528,2048
nga,27.71,1953
nga,26.62,1958
nga,25.33,1963
nga,24.18,1968
nga,22.94,1973
nga,20.7,1978
nga,20.08,1983
nga,19.95,1988
nga,18.83,1993
nga,19.75,1998
nga,17.39,2003
nga,16.49,2008
nga,15.34,2013
nga,13.91,2018
nga,12.71,2023
nga,11.73,2028
nga,10.98,2033
nga,10.37,2038
nga,9.885,2043
nga,9.543,2048
nor,8.17,1953
nor,8.77,1958
nor,9.47,1963
nor,9.74,1968
nor,10.0,1973
nor,10.04,1978
nor,10.24,1983
nor,10.7,1988
nor,10.12,1993
nor,10.51,1998
nor,9.422,2003
nor,8.729,2008
nor,8.48,2013
nor,8.383,2018
nor,8.522,2023
nor,8.864,2028
nor,9.347,2033
nor,9.827,2038
nor,10.18,2043
nor,10.4,2048
pse,26.0,1953
pse,23.0,1958
pse,22.0,1963
pse,21.0,1968
pse,16.8,1973
pse,13.5,1978
pse,9.1,1983
pse,6.3,1988
pse,5.049,1993
pse,6.9,1998
pse,4.228,2003
pse,3.675,2008
pse,3.302,2013
pse,3.096,2018
pse,3.019,2023
pse,3.058,2028
pse,3.191,2033
pse,3.396,2038
pse,3.659,2043
pse,3.967,2048
omn,27.11,1953
omn,24.6,1958
omn,21.67,1963
omn,18.45,1968
omn,14.57,1973
omn,10.96,1978
omn,7.722,1983
omn,5.108,1988
omn,3.131,1993
omn,3.585,1998
omn,2.785,2003
omn,2.7,2008
omn,2.811,2013
omn,3.062,2018
omn,3.393,2023
omn,3.809,2028
omn,4.318,2033
omn,4.916,2038
omn,5.58,2043
omn,6.292,2048
pak,21.7,1953
pak,20.03,1958
pak,18.33,1963
pak,16.53,1968
pak,15.12,1973
pak,13.44,1978
pak,12.26,1983
pak,11.12,1988
pak,8.521,1993
pak,9.807,1998
pak,7.621,2003
pak,6.986,2008
pak,6.448,2013
pak,6.003,2018
pak,5.725,2023
pak,5.583,2028
pak,5.569,2033
pak,5.694,2038
pak,5.937,2043
pak,6.288,2048
pan,13.25,1953
pan,11.09,1958
pan,9.78,1963
pan,8.601,1968
pan,7.451,1973
pan,6.262,1978
pan,5.646,1983
pan,5.407,1988
pan,5.112,1993
pan,5.204,1998
pan,5.028,2003
pan,5.041,2008
pan,5.152,2013
pan,5.363,2018
pan,5.67,2023
pan,6.07,2028
pan,6.555,2033
pan,7.115,2038
pan,7.746,2043
pan,8.41,2048
png,29.7,1953
png,26.0,1958
png,22.8,1963
png,20.2,1968
png,18.0,1973
png,17.5,1978
png,11.96,1983
png,11.5,1988
png,9.999,1993
png,10.57,1998
png,8.746,2003
png,7.998,2008
png,7.521,2013
png,7.147,2018
png,6.988,2023
png,6.883,2028
png,6.862,2033
png,6.934,2038
png,7.075,2043
png,7.263,2048
