geo,net_barter_terms_of_trade_2000_100,time
gnb,89.12,2001
gnb,92.84,2002
gnb,98.59,2003
gnb,101.3,2004
gnb,91.54,2005
gnb,89.17,2006
gnb,86.15,2007
gnb,65.87,2008
gnb,65.98,2009
guy,100.0,2000
guy,97.29,2001
guy,98.48,2002
guy,96.79,2003
guy,93.13,2004
guy,93.13,2005
guy,105.3,2006
guy,95.62,2007
guy,104.6,2008
guy,124.0,2009
hti,224.6,1980
hti,175.4,1981
hti,169.0,1982
hti,169.7,1983
hti,188.5,1984
hti,203.9,1985
hti,205.5,1986
hti,201.5,1987
hti,195.8,1988
hti,130.7,1989
hti,132.3,1990
hti,110.8,1991
hti,104.8,1992
hti,106.0,1993
hti,110.6,1994
hti,113.2,1995
hti,102.1,1996
hti,107.6,1997
hti,110.3,1998
hti,108.5,1999
hti,100.0,2000
hti,101.2,2001
hti,100.2,2002
hti,98.74,2003
hti,95.99,2004
hti,92.44,2005
hti,88.95,2006
hti,86.43,2007
hti,62.12,2008
hti,70.59,2009
hnd,113.2,1980
hnd,88.79,1981
hnd,82.3,1982
hnd,89.0,1983
hnd,102.0,1984
hnd,96.0,1985
hnd,125.0,1986
hnd,114.1,1987
hnd,83.87,1988
hnd,79.41,1989
hnd,78.02,1990
hnd,83.7,1991
hnd,78.95,1992
hnd,87.36,1993
hnd,89.13,1994
hnd,96.33,1995
hnd,89.62,1996
hnd,110.8,1997
hnd,113.4,1998
hnd,106.3,1999
hnd,100.0,2000
hnd,94.83,2001
hnd,91.98,2002
hnd,87.98,2003
hnd,87.17,2004
hnd,87.17,2005
hnd,83.17,2006
hnd,81.61,2007
hnd,76.65,2008
hnd,81.93,2009
hkg,100.0,1980
hkg,97.8,1981
hkg,100.0,1982
hkg,98.78,1983
hkg,100.0,1984
hkg,103.6,1985
hkg,100.0,1986
hkg,100.0,1987
hkg,97.89,1988
hkg,100.0,1989
hkg,100.0,1990
hkg,101.0,1991
hkg,101.0,1992
hkg,101.9,1993
hkg,100.0,1994
hkg,99.1,1995
hkg,100.0,1996
hkg,100.9,1997
hkg,102.0,1998
hkg,101.0,1999
hkg,100.0,2000
hkg,100.8,2001
hkg,102.2,2002
hkg,101.0,2003
hkg,99.27,2004
hkg,97.96,2005
hkg,96.81,2006
hkg,96.78,2007
hkg,96.36,2008
hkg,97.57,2009
hun,117.4,1980
hun,116.5,1981
hun,113.8,1982
hun,111.0,1983
hun,108.6,1984
hun,107.6,1985
hun,103.7,1986
hun,104.7,1987
hun,107.2,1988
hun,110.2,1989
hun,110.7,1990
hun,99.17,1991
hun,98.5,1992
hun,101.6,1993
hun,102.5,1994
hun,104.3,1995
hun,101.9,1996
hun,103.1,1997
hun,104.5,1998
hun,102.8,1999
hun,100.0,2000
hun,99.77,2001
hun,100.2,2002
hun,99.7,2003
hun,98.98,2004
hun,96.88,2005
hun,95.5,2006
hun,95.45,2007
hun,93.85,2008
hun,95.57,2009
isl,98.45,1980
isl,100.4,1981
isl,100.9,1982
isl,96.62,1983
isl,93.75,1984
isl,94.77,1985
isl,102.8,1986
isl,108.6,1987
isl,104.0,1988
isl,97.71,1989
isl,99.69,1990
isl,108.9,1991
isl,106.5,1992
isl,100.9,1993
isl,99.69,1994
isl,100.4,1995
isl,96.26,1996
isl,96.84,1997
isl,105.0,1998
isl,104.6,1999
isl,100.0,2000
isl,102.5,2001
isl,103.7,2002
isl,97.25,2003
isl,95.1,2004
isl,94.73,2005
isl,101.2,2006
isl,101.0,2007
isl,94.8,2008
isl,84.31,2009
ind,108.0,1995
ind,99.04,1996
ind,113.6,1997
ind,117.6,1998
ind,105.2,1999
ind,100.0,2000
ind,97.83,2001
ind,88.62,2002
ind,96.23,2003
ind,86.17,2004
ind,105.2,2005
ind,110.8,2006
ind,114.2,2007
ind,100.3,2008
ind,99.43,2009
idn,182.6,1981
idn,182.1,1982
idn,172.2,1983
idn,173.1,1984
idn,156.8,1985
idn,108.5,1986
idn,96.2,1987
idn,81.82,1988
idn,81.72,1989
idn,94.9,1990
idn,91.26,1991
idn,88.57,1992
idn,88.35,1993
idn,84.91,1994
idn,90.35,1995
idn,97.32,1996
idn,99.05,1997
idn,81.82,1998
idn,66.33,1999
idn,100.0,2000
idn,95.04,2001
idn,101.1,2002
idn,99.03,2003
idn,101.2,2004
idn,58.19,2005
idn,60.03,2006
idn,61.55,2007
idn,65.04,2008
idn,63.2,2009
irn,100.0,2000
irn,90.12,2001
irn,89.85,2002
irn,97.1,2003
irn,111.6,2004
irn,141.3,2005
irn,160.0,2006
irn,161.7,2007
irn,186.2,2008
irn,132.4,2009
irq,100.0,2000
irq,88.87,2001
irq,90.91,2002
irq,99.34,2003
irq,119.6,2004
irq,156.5,2005
irq,177.6,2006
irq,175.7,2007
irq,203.3,2008
irq,140.8,2009
irl,107.7,1980
irl,103.6,1981
irl,106.6,1982
irl,110.8,1983
irl,109.1,1984
irl,110.9,1985
irl,115.8,1986
irl,115.8,1987
irl,116.4,1988
irl,116.7,1989
irl,111.5,1990
irl,108.2,1991
irl,107.7,1992
irl,110.0,1993
irl,106.0,1994
irl,103.9,1995
irl,104.9,1996
irl,105.6,1997
irl,106.0,1998
irl,103.2,1999
irl,100.0,2000
irl,102.0,2001
irl,104.1,2002
irl,103.5,2003
irl,102.0,2004
irl,101.6,2005
irl,98.68,2006
irl,96.01,2007
irl,92.16,2008
irl,96.6,2009
isr,80.51,1980
isr,80.34,1981
isr,83.04,1982
isr,84.87,1983
isr,83.37,1984
isr,84.31,1985
isr,87.57,1986
isr,84.77,1987
isr,89.23,1988
isr,88.96,1989
isr,89.47,1990
isr,94.43,1991
isr,95.04,1992
isr,98.79,1993
isr,95.3,1994
isr,92.15,1995
isr,92.75,1996
isr,96.27,1997
isr,98.82,1998
isr,103.0,1999
isr,100.0,2000
isr,97.85,2001
isr,97.88,2002
isr,96.48,2003
isr,94.57,2004
isr,95.2,2005
isr,93.76,2006
isr,91.68,2007
isr,92.94,2008
isr,102.7,2009
ita,78.83,1980
ita,75.0,1981
ita,76.89,1982
ita,78.82,1983
ita,77.57,1984
ita,78.05,1985
ita,90.42,1986
ita,92.71,1987
ita,93.59,1988
ita,92.44,1989
ita,95.11,1990
ita,98.64,1991
ita,99.94,1992
ita,99.64,1993
ita,99.28,1994
ita,96.59,1995
ita,100.7,1996
ita,102.2,1997
ita,107.4,1998
ita,108.4,1999
ita,100.0,2000
ita,101.6,2001
ita,103.6,2002
ita,103.9,2003
ita,102.8,2004
ita,99.82,2005
ita,95.81,2006
ita,97.77,2007
ita,94.7,2008
ita,103.3,2009
jam,100.0,2000
jam,100.0,2001
jam,95.55,2002
jam,94.52,2003
jam,99.26,2004
jam,86.07,2005
jam,89.95,2006
jam,102.6,2007
jam,83.95,2008
jam,77.11,2009
jpn,79.79,1980
jpn,79.44,1981
jpn,76.51,1982
jpn,78.01,1983
jpn,81.25,1984
jpn,82.09,1985
jpn,108.6,1986
jpn,112.3,1987
jpn,115.0,1988
jpn,111.7,1989
jpn,105.0,1990
jpn,108.2,1991
jpn,111.0,1992
jpn,114.0,1993
jpn,117.3,1994
jpn,114.9,1995
jpn,109.7,1996
jpn,104.0,1997
jpn,110.8,1998
jpn,109.8,1999
jpn,100.0,2000
jpn,100.6,2001
jpn,100.9,2002
jpn,97.63,2003
jpn,92.47,2004
jpn,83.31,2005
jpn,75.4,2006
jpn,71.67,2007
jpn,62.0,2008
jpn,74.37,2009
jor,87.96,1980
jor,83.05,1981
jor,88.5,1982
jor,89.0,1983
jor,86.67,1984
jor,86.87,1985
jor,100.0,1986
jor,90.0,1987
jor,98.84,1988
jor,104.9,1989
jor,93.68,1990
jor,103.2,1991
jor,105.7,1992
jor,104.5,1993
jor,112.9,1994
jor,115.6,1995
jor,113.6,1996
jor,112.9,1997
jor,107.0,1998
jor,107.1,1999
jor,100.0,2000
jor,99.06,2001
jor,96.77,2002
jor,88.38,2003
jor,87.36,2004
jor,88.5,2005
jor,88.47,2006
jor,92.37,2007
jor,118.0,2008
jor,120.4,2009
ken,100.7,1980
ken,88.11,1981
ken,81.62,1982
ken,77.37,1983
ken,87.02,1984
ken,76.69,1985
ken,85.5,1986
ken,77.86,1987
ken,81.06,1988
ken,79.37,1989
ken,70.15,1990
ken,78.69,1991
ken,81.03,1992
ken,94.87,1993
ken,107.2,1994
ken,103.9,1995
ken,108.2,1996
ken,114.0,1997
ken,109.9,1998
ken,98.08,1999
ken,100.0,2000
ken,93.86,2001
ken,90.46,2002
ken,90.38,2003
ken,90.17,2004
ken,90.74,2005
ken,89.31,2006
ken,85.08,2007
ken,83.17,2008
ken,94.68,2009
kir,100.0,2000
kir,77.0,2001
kir,74.43,2002
kir,72.21,2003
kir,67.55,2004
kir,59.82,2005
kir,64.49,2006
kir,64.9,2007
kir,57.36,2008
kir,60.94,2009
prk,100.0,2000
prk,102.8,2001
prk,98.27,2002
prk,92.53,2003
prk,87.36,2004
prk,84.68,2005
prk,82.36,2006
prk,78.65,2007
prk,76.52,2008
prk,83.88,2009
kor,114.3,1980
kor,111.9,1981
kor,117.4,1982
kor,118.3,1983
kor,119.8,1984
kor,120.8,1985
kor,131.6,1986
kor,134.3,1987
kor,138.1,1988
kor,138.3,1989
kor,133.3,1990
kor,134.2,1991
kor,134.2,1992
kor,132.4,1993
kor,137.3,1994
kor,138.5,1995
kor,125.9,1996
kor,121.9,1997
kor,117.2,1998
kor,114.9,1999
kor,100.0,2000
kor,95.56,2001
kor,94.93,2002
kor,89.04,2003
kor,85.35,2004
kor,79.04,2005
kor,73.83,2006
kor,71.96,2007
kor,62.28,2008
kor,68.55,2009
kwt,100.0,2000
kwt,90.51,2001
kwt,88.94,2002
kwt,101.4,2003
kwt,121.8,2004
kwt,164.5,2005
kwt,185.7,2006
kwt,190.1,2007
kwt,233.2,2008
kwt,156.1,2009
lao,100.0,2000
lao,101.1,2001
lao,102.2,2002
lao,100.8,2003
lao,95.7,2004
lao,95.18,2005
lao,118.6,2006
lao,114.7,2007
lao,110.8,2008
lao,103.9,2009
lbn,100.0,2000
lbn,101.0,2001
lbn,104.5,2002
lbn,104.7,2003
lbn,103.5,2004
lbn,95.72,2005
lbn,99.54,2006
lbn,101.6,2007
lbn,101.0,2008
lbn,109.1,2009
lso,131.0,1980
lso,116.0,1981
lso,106.5,1982
lso,102.0,1983
lso,102.4,1984
lso,100.0,1985
lso,93.15,1986
lso,63.74,1987
lso,101.1,1988
lso,100.0,1989
lso,100.0,1990
lso,88.71,1991
lso,100.8,1992
lso,100.0,1993
lso,100.0,1994
lso,100.0,1995
lso,100.0,1996
lso,100.0,1997
lso,100.0,1998
lso,99.06,1999
lso,100.0,2000
lso,101.1,2001
lso,101.6,2002
lso,95.8,2003
lso,89.25,2004
lso,85.59,2005
lso,82.1,2006
lso,78.2,2007
lso,71.14,2008
lso,78.25,2009
lbr,100.0,2000
lbr,100.9,2001
lbr,104.5,2002
lbr,110.0,2003
lbr,112.7,2004
lbr,114.5,2005
lbr,120.2,2006
lbr,120.2,2007
lbr,119.8,2008
lbr,111.4,2009
lby,104.7,1982
lby,97.16,1983
lby,100.1,1984
lby,102.3,1985
lby,100.0,2000
lby,88.16,2001
lby,87.43,2002
lby,96.75,2003
lby,116.8,2004
lby,158.9,2005
lby,178.5,2006
lby,173.1,2007
lby,203.4,2008
lby,140.4,2009
mac,100.0,2000
mac,101.6,2001
mac,102.4,2002
mac,99.04,2003
mac,96.04,2004
mac,93.78,2005
mac,93.36,2006
mac,91.35,2007
mac,88.01,2008
mac,90.4,2009
mdg,83.33,1980
mdg,82.61,1981
mdg,92.19,1982
mdg,100.0,1983
mdg,106.8,1984
mdg,96.55,1985
mdg,112.1,1986
mdg,94.37,1987
mdg,94.37,1988
mdg,70.51,1989
mdg,80.95,1990
mdg,72.09,1991
mdg,71.11,1992
mdg,71.59,1993
mdg,77.66,1994
mdg,79.61,1995
mdg,81.55,1996
mdg,84.69,1997
mdg,93.75,1998
mdg,88.89,1999
mdg,100.0,2000
mdg,89.27,2001
mdg,85.51,2002
mdg,84.98,2003
mdg,79.82,2004
mdg,75.81,2005
mdg,74.99,2006
mdg,75.28,2007
mdg,71.15,2008
mdg,75.51,2009
mwi,163.3,1980
mwi,195.2,1981
mwi,200.0,1982
mwi,186.0,1983
mwi,191.1,1984
mwi,167.3,1985
mwi,144.8,1986
mwi,137.3,1987
mwi,129.3,1988
mwi,138.2,1989
mwi,148.2,1990
mwi,157.5,1991
mwi,127.8,1992
mwi,114.1,1993
mwi,89.32,1994
mwi,105.7,1995
mwi,112.4,1996
mwi,117.1,1997
mwi,103.1,1998
mwi,106.1,1999
mwi,100.0,2000
mwi,101.2,2001
mwi,92.86,2002
mwi,88.12,2003
mwi,83.97,2004
mwi,82.05,2005
mwi,85.39,2006
mwi,84.78,2007
mwi,76.21,2008
mwi,94.18,2009
mys,71.43,1980
mys,62.28,1981
mys,64.49,1982
mys,70.59,1983
mys,86.32,1984
mys,80.22,1985
mys,75.31,1986
mys,87.5,1987
mys,88.89,1988
mys,94.23,1989
mys,102.7,1990
mys,109.2,1991
mys,109.1,1992
mys,108.6,1993
mys,110.2,1994
mys,108.5,1995
mys,112.1,1996
mys,111.2,1997
mys,107.0,1998
mys,105.1,1999
mys,100.0,2000
mys,99.6,2001
mys,99.95,2002
mys,102.3,2003
mys,101.9,2004
mys,102.2,2005
mys,101.6,2006
mys,102.0,2007
mys,104.3,2008
mys,99.66,2009
mdv,100.0,2000
mdv,102.8,2001
mdv,104.6,2002
mdv,99.16,2003
mdv,98.2,2004
mdv,106.4,2005
mdv,117.1,2006
mdv,97.09,2007
mdv,97.21,2008
mdv,127.8,2009
mli,116.4,1980
mli,107.1,1981
mli,109.8,1982
mli,119.4,1983
mli,124.7,1984
mli,121.2,1985
mli,112.0,1986
mli,126.9,1987
mli,128.4,1988
mli,130.7,1989
mli,134.8,1990
mli,127.0,1991
mli,113.3,1992
mli,109.5,1993
mli,100.9,1994
mli,109.6,1995
mli,110.7,1996
mli,106.5,1997
mli,111.8,1998
mli,101.0,1999
mli,100.0,2000
mli,98.32,2001
mli,109.0,2002
mli,126.1,2003
mli,121.8,2004
mli,108.5,2005
mli,129.6,2006
mli,134.9,2007
mli,140.1,2008
mli,165.4,2009
mlt,102.1,1980
mlt,99.11,1981
mlt,101.0,1982
mlt,94.81,1983
mlt,98.34,1984
mlt,100.0,1985
mlt,106.5,1986
mlt,110.9,1987
mlt,121.4,1988
mlt,123.1,1989
mlt,102.2,1995
mlt,99.52,1996
mlt,97.73,1997
mlt,96.85,1998
mlt,96.66,1999
mlt,100.0,2000
mlt,92.82,2001
mlt,88.48,2002
mlt,92.33,2003
mlt,85.37,2004
mhl,100.0,2000
mhl,101.9,2001
mhl,99.67,2002
mhl,102.4,2003
mhl,108.9,2004
mhl,110.5,2005
mhl,110.8,2006
mhl,109.0,2007
mhl,109.0,2008
mhl,108.3,2009
mrt,72.26,1980
mrt,79.39,1981
mrt,80.8,1982
mrt,77.05,1983
mrt,80.7,1984
mrt,88.03,1985
mrt,93.28,1986
mrt,93.75,1987
mrt,86.52,1988
mrt,97.14,1989
mrt,97.32,1990
mrt,104.1,1991
mrt,109.8,1992
mrt,120.3,1993
mrt,97.04,1994
mrt,102.2,1995
mrt,93.75,1996
mrt,102.9,1997
mrt,103.3,1998
mrt,103.8,1999
mrt,100.0,2000
mrt,98.43,2001
mrt,95.35,2002
mrt,92.35,2003
mrt,94.88,2004
mrt,124.9,2005
mrt,135.3,2006
mrt,127.1,2007
mrt,148.8,2008
mrt,150.9,2009
mus,92.5,1980
mus,82.42,1981
mus,78.05,1982
mus,79.75,1983
mus,81.33,1984
mus,80.28,1985
mus,87.01,1986
mus,96.39,1987
mus,96.63,1988
mus,93.33,1989
mus,92.63,1990
mus,94.17,1991
mus,93.14,1992
mus,90.57,1993
mus,89.22,1994
mus,88.5,1995
mus,90.68,1996
mus,91.38,1997
mus,94.17,1998
mus,96.94,1999
mus,100.0,2000
mus,94.52,2001
mus,98.13,2002
mus,104.5,2003
mus,100.9,2004
mus,91.95,2005
mus,86.86,2006
mus,86.41,2007
mus,76.16,2008
mus,81.3,2009
mex,305.4,1980
mex,306.6,1981
mex,245.3,1982
mex,207.4,1983
mex,197.1,1984
mex,173.9,1985
mex,109.3,1986
mex,113.3,1987
mex,90.32,1988
mex,90.32,1989
mex,102.2,1990
mex,97.85,1991
mex,96.91,1992
mex,97.92,1993
mex,95.92,1994
mex,92.45,1995
mex,96.12,1996
mex,97.06,1997
mex,94.0,1998
mex,95.0,1999
mex,100.0,2000
mex,97.38,2001
mex,97.86,2002
mex,98.82,2003
mex,101.7,2004
mex,103.6,2005
mex,104.1,2006
mex,105.1,2007
mex,105.8,2008
mex,104.0,2009
fsm,100.0,2000
fsm,99.18,2001
fsm,97.59,2002
fsm,93.14,2003
fsm,86.26,2004
fsm,88.02,2005
fsm,96.72,2006
fsm,79.83,2007
fsm,81.89,2008
fsm,106.3,2009
mng,100.0,2000
mng,100.3,2001
mng,107.5,2002
mng,112.7,2003
mng,126.8,2004
mng,127.8,2005
mng,165.4,2006
mng,168.8,2007
mng,183.0,2008
mng,170.2,2009
mar,90.16,1980
mar,85.34,1981
mar,89.11,1982
mar,80.2,1983
mar,79.8,1984
mar,78.79,1985
mar,82.86,1986
mar,82.3,1987
mar,92.59,1988
mar,89.19,1989
mar,84.92,1990
mar,88.79,1991
mar,92.04,1992
mar,88.18,1993
mar,79.67,1994
mar,89.06,1995
mar,91.54,1996
mar,94.78,1997
mar,105.9,1998
mar,103.9,1999
mar,100.0,2000
mar,96.88,2001
mar,101.0,2002
mar,105.5,2003
mar,104.8,2004
mar,99.48,2005
mar,100.4,2006
mar,98.42,2007
mar,133.4,2008
mar,137.4,2009
moz,240.3,1980
moz,254.7,1981
moz,223.3,1982
moz,225.7,1983
moz,220.6,1984
moz,215.4,1985
moz,220.8,1986
moz,216.0,1987
moz,195.5,1988
moz,183.5,1989
moz,175.0,1990
moz,178.0,1991
moz,141.4,1992
moz,135.1,1993
moz,162.2,1994
moz,151.1,1995
moz,115.2,1996
moz,115.8,1997
moz,116.7,1998
moz,117.7,1999
moz,100.0,2000
moz,97.0,2001
moz,91.59,2002
moz,95.18,2003
moz,102.7,2004
moz,106.0,2005
moz,121.4,2006
moz,116.5,2007
moz,109.2,2008
moz,98.22,2009
mmr,721.1,1981
mmr,617.6,1982
mmr,600.0,1983
mmr,600.0,1984
mmr,339.0,1985
mmr,273.8,1986
mmr,220.9,1987
mmr,252.2,1988
mmr,273.5,1989
mmr,251.9,1990
mmr,222.8,1991
mmr,177.6,1992
mmr,160.0,1993
mmr,186.8,1994
mmr,214.3,1995
mmr,165.1,1996
mmr,125.5,1997
mmr,115.7,1998
mmr,110.1,1999
mmr,100.0,2000
mmr,104.1,2001
mmr,97.07,2002
mmr,106.7,2003
mmr,104.2,2004
mmr,107.8,2005
mmr,118.3,2006
mmr,110.0,2007
mmr,120.1,2008
mmr,117.1,2009
nam,112.2,1980
nam,95.56,1981
nam,89.92,1982
nam,87.77,1983
nam,90.35,1984
nam,107.0,1985
nam,96.55,1986
nam,89.81,1987
nam,102.8,1988
nam,103.5,1989
nam,92.75,1990
nam,76.06,1991
nam,74.83,1992
nam,79.23,1993
nam,88.37,1994
nam,82.61,1995
nam,90.4,1996
nam,91.94,1997
nam,95.41,1998
nam,94.29,1999
nam,100.0,2000
nam,101.0,2001
nam,101.0,2002
nam,99.22,2003
nam,101.3,2004
nam,104.9,2005
nam,128.8,2006
nam,135.4,2007
nam,120.6,2008
nam,113.5,2009
npl,100.0,2000
npl,101.5,2001
npl,101.6,2002
npl,97.71,2003
npl,94.05,2004
npl,85.17,2005
npl,83.93,2006
npl,83.59,2007
npl,76.3,2008
npl,80.74,2009
nld,92.13,1980
nld,92.61,1981
nld,93.71,1982
nld,92.71,1983
nld,94.8,1984
nld,95.77,1985
nld,98.61,1986
nld,95.12,1987
nld,95.53,1988
nld,93.7,1989
nld,95.77,1990
nld,96.25,1991
nld,96.03,1992
nld,96.05,1993
nld,96.51,1994
nld,97.61,1995
nld,98.08,1996
nld,99.18,1997
nld,99.91,1998
nld,99.74,1999
nld,100.0,2000
nld,101.6,2001
nld,103.0,2002
nld,103.8,2003
nld,103.4,2004
nld,103.9,2005
nld,103.5,2006
nld,103.4,2007
nld,103.3,2008
nld,102.5,2009
ant,100.0,2000
ant,101.8,2001
ant,94.25,2002
ant,96.46,2003
ant,107.7,2004
ant,112.2,2005
ant,111.1,2006
ant,113.3,2007
ant,110.1,2008
ant,103.5,2009
ncl,100.0,2000
ncl,96.12,2001
ncl,100.5,2002
ncl,104.4,2003
ncl,136.1,2004
ncl,138.6,2005
ncl,145.8,2006
ncl,187.8,2007
ncl,185.9,2008
ncl,192.1,2009
nzl,88.45,1980
nzl,87.9,1981
nzl,86.9,1982
nzl,84.77,1983
nzl,84.6,1984
nzl,83.1,1985
nzl,83.13,1986
nzl,92.26,1987
nzl,98.55,1988
nzl,103.6,1989
nzl,102.2,1990
nzl,96.88,1991
nzl,98.16,1992
nzl,101.2,1993
nzl,100.6,1994
nzl,99.04,1995
nzl,98.07,1996
nzl,96.24,1997
nzl,96.28,1998
nzl,96.09,1999
nzl,100.0,2000
nzl,104.5,2001
nzl,98.66,2002
nzl,102.4,2003
nzl,108.3,2004
nzl,107.5,2005
nzl,109.5,2006
nzl,118.1,2007
nzl,121.3,2008
nzl,111.0,2009
nic,162.2,1980
nic,139.8,1981
nic,123.3,1982
nic,138.4,1983
nic,176.1,1984
nic,123.4,1985
nic,149.3,1986
nic,114.8,1987
nic,125.3,1988
nic,114.5,1989
nic,155.0,1990
nic,126.5,1991
nic,93.02,1992
nic,104.7,1993
nic,122.9,1994
nic,128.9,1995
nic,114.0,1996
nic,109.0,1997
nic,113.7,1998
nic,105.4,1999
nic,100.0,2000
nic,88.41,2001
nic,86.99,2002
nic,84.05,2003
nic,82.5,2004
nic,81.37,2005
nic,79.39,2006
nic,78.64,2007
nic,75.16,2008
nic,83.9,2009
ner,230.5,1980
ner,187.3,1981
ner,221.1,1982
ner,258.3,1983
ner,227.5,1984
ner,205.9,1985
ner,226.2,1986
ner,225.4,1987
ner,201.3,1988
ner,184.9,1989
ner,165.1,1990
ner,152.4,1991
ner,143.5,1992
ner,146.0,1993
ner,119.1,1994
ner,121.4,1995
ner,106.1,1996
ner,100.0,1997
ner,99.01,1998
ner,93.27,1999
ner,100.0,2000
ner,104.4,2001
ner,108.2,2002
ner,110.8,2003
ner,132.3,2004
ner,147.2,2005
ner,183.3,2006
ner,270.8,2007
ner,196.1,2008
ner,185.2,2009
nga,181.2,1980
nga,192.0,1981
nga,163.6,1982
nga,155.2,1983
nga,154.5,1984
nga,143.5,1985
nga,70.27,1986
nga,72.6,1987
nga,60.94,1988
nga,75.71,1989
nga,88.51,1990
nga,74.39,1991
nga,65.04,1992
nga,59.41,1993
nga,56.12,1994
nga,55.56,1995
nga,86.9,1996
nga,65.09,1997
nga,43.88,1998
nga,59.6,1999
nga,100.0,2000
nga,89.51,2001
nga,90.57,2002
nga,97.32,2003
nga,115.0,2004
nga,150.3,2005
nga,169.8,2006
nga,169.9,2007
nga,209.8,2008
nga,145.3,2009
mnp,100.0,2000
mnp,102.7,2001
mnp,104.0,2002
mnp,100.1,2003
mnp,94.77,2004
nor,77.42,1980
nor,83.93,1981
nor,85.71,1982
nor,84.68,1983
nor,91.35,1984
nor,89.13,1985
nor,67.06,1986
nor,63.03,1987
nor,61.3,1988
nor,65.11,1989
nor,67.12,1990
nor,66.09,1991
nor,62.05,1992
nor,61.27,1993
nor,58.84,1994
nor,60.3,1995
nor,65.58,1996
nor,67.62,1997
nor,60.52,1998
nor,71.47,1999
nor,100.0,2000
nor,96.16,2001
nor,90.14,2002
nor,91.3,2003
nor,101.5,2004
nor,123.0,2005
nor,140.9,2006
nor,135.6,2007
nor,156.9,2008
nor,128.6,2009
omn,100.0,2000
omn,86.27,2001
omn,97.34,2002
omn,117.4,2003
omn,112.1,2004
omn,155.6,2005
omn,180.2,2006
omn,177.0,2007
omn,252.8,2008
omn,150.1,2009
pak,129.5,1980
pak,116.7,1981
pak,112.9,1982
pak,120.8,1983
pak,122.8,1984
pak,116.4,1985
pak,150.0,1986
pak,135.1,1987
pak,124.4,1988
pak,114.1,1989
pak,108.7,1990
pak,105.6,1991
pak,104.5,1992
pak,107.1,1993
pak,107.8,1994
pak,119.2,1995
pak,120.0,1996
pak,118.6,1997
pak,136.1,1998
pak,117.2,1999
pak,100.0,2000
pak,99.85,2001
pak,94.81,2002
pak,88.68,2003
pak,84.56,2004
pak,75.19,2005
pak,70.01,2006
pak,65.54,2007
pak,57.63,2008
pak,63.35,2009
plw,100.0,2000
plw,99.55,2001
plw,98.12,2002
plw,94.69,2003
plw,96.76,2004
plw,104.0,2005
plw,115.0,2006
plw,93.72,2007
plw,96.41,2008
plw,78.4,2009
pan,94.59,1981
pan,86.96,1982
pan,91.43,1983
pan,90.0,1984
pan,102.9,1985
pan,100.0,1986
pan,89.02,1987
pan,80.0,1988
pan,75.28,1989
pan,68.75,1990
pan,82.76,1991
pan,104.3,1992
pan,106.8,1993
pan,110.3,1994
pan,100.0,1995
pan,102.1,1996
pan,103.1,1997
pan,103.1,1998
pan,106.3,1999
pan,100.0,2000
pan,102.7,2001
pan,101.7,2002
pan,97.18,2003
pan,95.33,2004
pan,93.52,2005
pan,90.84,2006
pan,89.98,2007
pan,85.89,2008
pan,92.42,2009
png,100.0,2000
png,92.5,2001
png,88.4,2002
png,98.0,2003
png,110.1,2004
png,120.2,2005
png,177.5,2006
png,177.7,2007
png,171.5,2008
png,164.1,2009
pry,68.18,1980
pry,71.85,1981
pry,74.36,1982
pry,69.03,1983
pry,93.52,1984
pry,62.0,1985
pry,58.02,1986
pry,87.5,1987
pry,100.0,1988
pry,121.0,1989
pry,103.4,1990
pry,103.5,1991
pry,94.44,1992
pry,103.4,1993
pry,125.9,1994
pry,118.3,1995
pry,118.3,1996
pry,118.3,1997
pry,109.0,1998
pry,104.1,1999
pry,100.0,2000
pry,100.2,2001
pry,96.65,2002
pry,101.4,2003
pry,104.3,2004
pry,97.39,2005
pry,95.52,2006
pry,100.1,2007
pry,107.3,2008
pry,104.9,2009
per,245.6,1980
per,201.4,1981
per,200.0,1982
per,193.2,1983
per,195.7,1984
per,170.8,1985
per,129.2,1986
per,128.6,1987
per,139.8,1988
per,119.1,1989
per,114.1,1990
per,107.2,1991
per,117.5,1992
per,110.5,1993
per,118.6,1994
per,123.4,1995
per,119.4,1996
per,127.2,1997
per,111.2,1998
per,103.2,1999
per,100.0,2000
per,95.6,2001
per,98.45,2002
per,102.2,2003
per,111.3,2004
per,119.4,2005
per,152.1,2006
per,157.6,2007
per,136.7,2008
per,129.1,2009
phl,99.12,1980
phl,70.64,1981
phl,74.38,1982
phl,71.95,1983
phl,69.03,1984
phl,80.2,1985
phl,86.75,1986
phl,94.05,1987
phl,106.0,1988
phl,97.73,1989
phl,87.37,1990
phl,93.41,1991
phl,79.21,1992
phl,77.67,1993
phl,77.88,1994
phl,80.2,1995
phl,81.13,1996
phl,82.41,1997
phl,87.39,1998
phl,102.9,1999
phl,100.0,2000
phl,99.21,2001
phl,92.5,2002
phl,95.64,2003
phl,92.53,2004
phl,86.25,2005
phl,77.27,2006
phl,75.71,2007
phl,67.66,2008
phl,72.03,2009
pol,22.19,1980
pol,22.11,1981
pol,21.9,1982
pol,21.03,1983
pol,20.74,1984
pol,21.24,1985
pol,21.64,1986
pol,22.44,1987
pol,23.04,1988
pol,26.86,1989
pol,95.49,1990
pol,83.6,1991
pol,91.97,1992
pol,99.52,1993
pol,101.2,1994
pol,102.4,1995
pol,100.3,1996
