surviving_kids_per_woman,geo,time
4.772,civ,1968
4.79,civ,1969
4.921,civ,1970
5.045,civ,1971
5.052,civ,1972
5.162,civ,1973
5.265,civ,1974
5.366,civ,1975
5.451,civ,1976
5.416,civ,1977
5.478,civ,1978
5.521,civ,1979
5.457,civ,1980
5.473,civ,1981
5.386,civ,1982
5.382,civ,1983
5.286,civ,1984
5.182,civ,1985
5.07,civ,1986
4.966,civ,1987
4.855,civ,1988
4.751,civ,1989
4.647,civ,1990
4.466,civ,1991
4.364,civ,1992
4.262,civ,1993
4.094,civ,1994
4.001,civ,1995
3.922,civ,1996
3.781,civ,1997
3.724,civ,1998
3.675,civ,1999
3.633,civ,2000
3.598,civ,2001
3.562,civ,2002
3.585,civ,2003
3.535,civ,2004
3.547,civ,2005
3.488,civ,2006
3.482,civ,2007
3.422,civ,2008
3.411,civ,2009
3.397,civ,2010
3.049,civ,2020
2.742,civ,2030
2.264,civ,2050
1.781,civ,2099
2.894,hrv,1800
2.894,hrv,1801
2.894,hrv,1802
2.894,hrv,1803
2.894,hrv,1804
2.894,hrv,1805
2.894,hrv,1806
2.894,hrv,1807
2.894,hrv,1808
2.894,hrv,1809
2.894,hrv,1810
2.894,hrv,1811
2.894,hrv,1812
2.894,hrv,1813
2.894,hrv,1814
2.894,hrv,1815
2.894,hrv,1816
2.894,hrv,1817
2.894,hrv,1818
2.894,hrv,1819
2.894,hrv,1820
2.894,hrv,1821
2.894,hrv,1822
2.894,hrv,1823
2.894,hrv,1824
2.894,hrv,1825
2.894,hrv,1826
2.894,hrv,1827
2.894,hrv,1828
2.894,hrv,1829
2.894,hrv,1830
2.894,hrv,1831
2.894,hrv,1832
2.894,hrv,1833
2.894,hrv,1834
2.894,hrv,1835
2.894,hrv,1836
2.894,hrv,1837
2.894,hrv,1838
2.894,hrv,1839
2.894,hrv,1840
2.894,hrv,1841
2.894,hrv,1842
2.894,hrv,1843
2.894,hrv,1844
2.894,hrv,1845
2.894,hrv,1846
2.894,hrv,1847
2.894,hrv,1848
2.894,hrv,1849
2.894,hrv,1850
2.894,hrv,1851
2.894,hrv,1852
2.894,hrv,1853
2.894,hrv,1854
2.894,hrv,1855
2.894,hrv,1856
2.894,hrv,1857
2.894,hrv,1858
2.894,hrv,1859
2.894,hrv,1860
2.894,hrv,1861
2.894,hrv,1862
2.894,hrv,1863
2.894,hrv,1864
2.894,hrv,1865
2.894,hrv,1866
2.894,hrv,1867
2.894,hrv,1868
2.894,hrv,1869
2.894,hrv,1870
2.894,hrv,1871
2.894,hrv,1872
2.894,hrv,1873
2.894,hrv,1874
2.894,hrv,1875
2.894,hrv,1876
2.894,hrv,1877
2.894,hrv,1878
2.894,hrv,1879
2.894,hrv,1880
2.894,hrv,1881
2.947,hrv,1882
3.001,hrv,1883
3.055,hrv,1884
3.109,hrv,1885
3.022,hrv,1886
2.934,hrv,1887
2.846,hrv,1888
2.759,hrv,1889
2.671,hrv,1890
2.728,hrv,1891
2.784,hrv,1892
2.841,hrv,1893
2.898,hrv,1894
2.954,hrv,1895
2.912,hrv,1896
2.871,hrv,1897
2.829,hrv,1898
2.787,hrv,1899
2.745,hrv,1900
2.725,hrv,1901
2.706,hrv,1902
2.686,hrv,1903
2.666,hrv,1904
2.646,hrv,1905
2.627,hrv,1906
2.607,hrv,1907
2.587,hrv,1908
2.567,hrv,1909
2.548,hrv,1910
2.528,hrv,1911
2.508,hrv,1912
2.488,hrv,1913
2.469,hrv,1914
2.516,hrv,1915
2.563,hrv,1916
2.61,hrv,1917
2.657,hrv,1918
2.705,hrv,1919
2.675,hrv,1920
2.726,hrv,1921
2.775,hrv,1922
2.743,hrv,1923
2.788,hrv,1924
2.807,hrv,1925
2.821,hrv,1926
2.832,hrv,1927
2.771,hrv,1928
2.777,hrv,1929
2.779,hrv,1930
2.777,hrv,1931
2.712,hrv,1932
2.705,hrv,1933
2.695,hrv,1934
2.681,hrv,1935
2.663,hrv,1936
2.593,hrv,1937
2.57,hrv,1938
2.545,hrv,1939
2.515,hrv,1940
2.441,hrv,1941
2.407,hrv,1942
2.37,hrv,1943
2.33,hrv,1944
2.287,hrv,1945
2.208,hrv,1946
2.16,hrv,1947
2.299,hrv,1948
2.519,hrv,1949
2.431,hrv,1950
2.389,hrv,1951
2.337,hrv,1952
2.29,hrv,1953
2.222,hrv,1954
2.189,hrv,1955
2.162,hrv,1956
2.142,hrv,1957
2.099,hrv,1958
2.094,hrv,1959
2.059,hrv,1960
2.053,hrv,1961
2.026,hrv,1962
1.999,hrv,1963
1.991,hrv,1964
1.964,hrv,1965
1.928,hrv,1966
1.892,hrv,1967
1.882,hrv,1968
1.855,hrv,1969
1.828,hrv,1970
1.81,hrv,1971
1.816,hrv,1972
1.807,hrv,1973
1.816,hrv,1974
1.825,hrv,1975
1.834,hrv,1976
1.844,hrv,1977
1.858,hrv,1978
1.858,hrv,1979
1.849,hrv,1980
1.84,hrv,1981
1.831,hrv,1982
1.812,hrv,1983
1.794,hrv,1984
1.775,hrv,1985
1.747,hrv,1986
1.701,hrv,1987
1.667,hrv,1988
1.611,hrv,1989
1.556,hrv,1990
1.509,hrv,1991
1.462,hrv,1992
1.444,hrv,1993
1.426,hrv,1994
1.434,hrv,1995
1.434,hrv,1996
1.425,hrv,1997
1.423,hrv,1998
1.395,hrv,1999
1.376,hrv,2000
1.347,hrv,2001
1.319,hrv,2002
1.3,hrv,2003
1.3,hrv,2004
1.3,hrv,2005
1.325,hrv,2006
1.335,hrv,2007
1.354,hrv,2008
1.373,hrv,2009
1.392,hrv,2010
1.548,hrv,2020
1.66,hrv,2030
1.83,hrv,2050
2.009,hrv,2099
2.546,cub,1800
2.546,cub,1801
2.546,cub,1802
2.638,cub,1803
2.638,cub,1804
2.638,cub,1805
2.638,cub,1806
2.638,cub,1807
2.638,cub,1808
2.729,cub,1809
2.729,cub,1810
2.729,cub,1811
2.729,cub,1812
2.729,cub,1813
2.729,cub,1814
2.729,cub,1815
2.729,cub,1816
2.82,cub,1817
2.82,cub,1818
2.82,cub,1819
2.82,cub,1820
2.82,cub,1821
2.909,cub,1822
2.909,cub,1823
2.909,cub,1824
2.909,cub,1825
2.909,cub,1826
2.909,cub,1827
2.909,cub,1828
2.909,cub,1829
2.909,cub,1830
2.909,cub,1831
2.909,cub,1832
2.909,cub,1833
2.909,cub,1834
2.909,cub,1835
2.909,cub,1836
2.909,cub,1837
2.998,cub,1838
2.998,cub,1839
2.909,cub,1840
2.909,cub,1841
2.909,cub,1842
2.909,cub,1843
2.909,cub,1844
2.909,cub,1845
2.909,cub,1846
2.909,cub,1847
2.909,cub,1848
2.909,cub,1849
2.909,cub,1850
2.909,cub,1851
2.909,cub,1852
2.909,cub,1853
2.998,cub,1854
2.998,cub,1855
2.998,cub,1856
2.998,cub,1857
2.998,cub,1858
2.998,cub,1859
2.909,cub,1860
2.909,cub,1861
2.909,cub,1862
2.82,cub,1863
2.82,cub,1864
2.729,cub,1865
2.638,cub,1866
2.546,cub,1867
2.453,cub,1868
2.36,cub,1869
2.36,cub,1870
2.36,cub,1871
2.36,cub,1872
2.36,cub,1873
2.36,cub,1874
2.453,cub,1875
2.546,cub,1876
2.638,cub,1877
2.82,cub,1878
2.909,cub,1879
2.998,cub,1880
3.086,cub,1881
3.174,cub,1882
3.26,cub,1883
3.345,cub,1884
3.43,cub,1885
3.43,cub,1886
3.513,cub,1887
3.513,cub,1888
3.596,cub,1889
3.26,cub,1890
2.724,cub,1891
2.286,cub,1892
1.865,cub,1893
1.462,cub,1894
1.324,cub,1895
1.193,cub,1896
1.142,cub,1897
1.02,cub,1898
0.9054,cub,1899
2.076,cub,1900
2.322,cub,1901
2.657,cub,1902
2.676,cub,1903
2.694,cub,1904
2.712,cub,1905
2.73,cub,1906
2.839,cub,1907
2.838,cub,1908
2.836,cub,1909
2.834,cub,1910
2.833,cub,1911
2.921,cub,1912
2.919,cub,1913
2.918,cub,1914
2.916,cub,1915
3.003,cub,1916
3.002,cub,1917
3.0,cub,1918
2.998,cub,1919
2.943,cub,1920
2.972,cub,1921
2.915,cub,1922
2.858,cub,1923
2.802,cub,1924
2.822,cub,1925
2.764,cub,1926
2.779,cub,1927
2.718,cub,1928
2.728,cub,1929
2.666,cub,1930
2.67,cub,1931
2.71,cub,1932
2.685,cub,1933
2.722,cub,1934
2.757,cub,1935
2.731,cub,1936
2.763,cub,1937
2.736,cub,1938
2.766,cub,1939
2.739,cub,1940
2.766,cub,1941
2.792,cub,1942
2.816,cub,1943
2.893,cub,1944
3.024,cub,1945
3.157,cub,1946
3.347,cub,1947
3.484,cub,1948
3.677,cub,1949
3.817,cub,1950
3.656,cub,1951
3.431,cub,1952
3.22,cub,1953
3.114,cub,1954
3.071,cub,1955
3.063,cub,1956
3.143,cub,1957
3.245,cub,1958
3.42,cub,1959
3.615,cub,1960
3.771,cub,1961
3.944,cub,1962
4.031,cub,1963
4.1,cub,1964
4.124,cub,1965
4.052,cub,1966
3.992,cub,1967
3.919,cub,1968
3.801,cub,1969
3.696,cub,1970
3.54,cub,1971
3.375,cub,1972
3.143,cub,1973
2.894,cub,1974
2.645,cub,1975
2.394,cub,1976
2.185,cub,1977
1.998,cub,1978
1.866,cub,1979
1.783,cub,1980
1.736,cub,1981
1.726,cub,1982
1.726,cub,1983
1.726,cub,1984
1.736,cub,1985
1.736,cub,1986
1.726,cub,1987
1.708,cub,1988
1.689,cub,1989
1.651,cub,1990
1.632,cub,1991
1.594,cub,1992
1.565,cub,1993
1.546,cub,1994
1.527,cub,1995
1.527,cub,1996
1.535,cub,1997
1.544,cub,1998
1.544,cub,1999
1.554,cub,2000
1.561,cub,2001
1.551,cub,2002
1.542,cub,2003
1.523,cub,2004
1.509,cub,2005
1.49,cub,2006
1.461,cub,2007
1.447,cub,2008
1.428,cub,2009
1.418,cub,2010
1.404,cub,2020
1.519,cub,2030
1.718,cub,2050
1.969,cub,2099
3.311,cyp,1800
3.311,cyp,1801
3.311,cyp,1802
3.311,cyp,1803
3.311,cyp,1804
3.311,cyp,1805
3.311,cyp,1806
3.311,cyp,1807
3.311,cyp,1808
3.311,cyp,1809
3.311,cyp,1810
3.311,cyp,1811
3.311,cyp,1812
3.311,cyp,1813
3.311,cyp,1814
3.311,cyp,1815
3.311,cyp,1816
3.311,cyp,1817
3.311,cyp,1818
3.311,cyp,1819
3.311,cyp,1820
3.311,cyp,1821
3.311,cyp,1822
3.311,cyp,1823
3.311,cyp,1824
3.311,cyp,1825
3.311,cyp,1826
3.311,cyp,1827
3.311,cyp,1828
3.311,cyp,1829
3.311,cyp,1830
3.311,cyp,1831
3.311,cyp,1832
3.311,cyp,1833
3.311,cyp,1834
3.311,cyp,1835
3.311,cyp,1836
3.311,cyp,1837
3.311,cyp,1838
3.311,cyp,1839
3.311,cyp,1840
3.311,cyp,1841
3.311,cyp,1842
3.311,cyp,1843
3.311,cyp,1844
3.311,cyp,1845
3.311,cyp,1846
3.311,cyp,1847
3.311,cyp,1848
3.311,cyp,1849
3.311,cyp,1850
3.311,cyp,1851
3.311,cyp,1852
3.311,cyp,1853
3.311,cyp,1854
3.311,cyp,1855
3.311,cyp,1856
3.311,cyp,1857
3.311,cyp,1858
3.311,cyp,1859
3.311,cyp,1860
3.311,cyp,1861
3.311,cyp,1862
3.311,cyp,1863
3.311,cyp,1864
3.311,cyp,1865
3.311,cyp,1866
3.311,cyp,1867
3.311,cyp,1868
3.311,cyp,1869
3.311,cyp,1870
3.311,cyp,1871
3.311,cyp,1872
3.311,cyp,1873
3.311,cyp,1874
3.311,cyp,1875
3.27,cyp,1876
3.229,cyp,1877
3.189,cyp,1878
3.148,cyp,1879
3.107,cyp,1880
3.066,cyp,1881
3.026,cyp,1882
2.985,cyp,1883
2.944,cyp,1884
2.903,cyp,1885
2.863,cyp,1886
2.822,cyp,1887
2.781,cyp,1888
2.74,cyp,1889
2.7,cyp,1890
2.659,cyp,1891
2.618,cyp,1892
2.577,cyp,1893
2.537,cyp,1894
2.496,cyp,1895
2.455,cyp,1896
2.48,cyp,1897
2.438,cyp,1898
2.459,cyp,1899
2.477,cyp,1900
2.433,cyp,1901
2.472,cyp,1902
2.509,cyp,1903
2.488,cyp,1904
2.524,cyp,1905
2.566,cyp,1906
2.609,cyp,1907
2.71,cyp,1908
2.753,cyp,1909
2.797,cyp,1910
2.835,cyp,1911
2.934,cyp,1912
2.973,cyp,1913
3.012,cyp,1914
3.052,cyp,1915
3.035,cyp,1916
2.956,cyp,1917
2.877,cyp,1918
2.798,cyp,1919
2.719,cyp,1920
2.64,cyp,1921
2.561,cyp,1922
2.482,cyp,1923
2.403,cyp,1924
2.324,cyp,1925
2.442,cyp,1926
2.56,cyp,1927
2.678,cyp,1928
2.796,cyp,1929
2.914,cyp,1930
2.918,cyp,1931
2.921,cyp,1932
2.925,cyp,1933
2.929,cyp,1934
2.932,cyp,1935
2.947,cyp,1936
2.961,cyp,1937
3.035,cyp,1938
3.108,cyp,1939
3.18,cyp,1940
3.186,cyp,1941
3.189,cyp,1942
3.138,cyp,1943
3.188,cyp,1944
3.23,cyp,1945
3.284,cyp,1946
3.332,cyp,1947
3.333,cyp,1948
3.371,cyp,1949
3.402,cyp,1950
3.367,cyp,1951
3.329,cyp,1952
3.267,cyp,1953
3.222,cyp,1954
3.217,cyp,1955
3.199,cyp,1956
3.21,cyp,1957
3.201,cyp,1958
3.192,cyp,1959
3.21,cyp,1960
3.183,cyp,1961
3.137,cyp,1962
3.097,cyp,1963
3.005,cyp,1964
2.894,cyp,1965
2.783,cyp,1966
2.692,cyp,1967
2.59,cyp,1968
2.506,cyp,1969
2.448,cyp,1970
2.391,cyp,1971
2.335,cyp,1972
2.288,cyp,1973
2.255,cyp,1974
2.217,cyp,1975
2.189,cyp,1976
2.179,cyp,1977
2.179,cyp,1978
2.21,cyp,1979
2.229,cyp,1980
2.267,cyp,1981
2.296,cyp,1982
2.315,cyp,1983
2.336,cyp,1984
2.345,cyp,1985
2.345,cyp,1986
2.336,cyp,1987
2.326,cyp,1988
2.317,cyp,1989
2.308,cyp,1990
2.279,cyp,1991
2.241,cyp,1992
2.183,cyp,1993
2.116,cyp,1994
2.03,cyp,1995
1.954,cyp,1996
1.875,cyp,1997
1.788,cyp,1998
1.711,cyp,1999
1.644,cyp,2000
1.596,cyp,2001
1.548,cyp,2002
1.519,cyp,2003
1.49,cyp,2004
1.476,cyp,2005
1.457,cyp,2006
1.447,cyp,2007
1.438,cyp,2008
1.438,cyp,2009
1.428,cyp,2010
1.417,cyp,2020
1.529,cyp,2030
1.722,cyp,2050
1.973,cyp,2099
2.599,cze,1800
2.595,cze,1801
2.592,cze,1802
2.588,cze,1803
2.584,cze,1804
2.581,cze,1805
2.577,cze,1806
2.573,cze,1807
2.57,cze,1808
2.566,cze,1809
2.562,cze,1810
2.559,cze,1811
2.555,cze,1812
2.552,cze,1813
2.548,cze,1814
2.544,cze,1815
2.541,cze,1816
2.537,cze,1817
2.533,cze,1818
2.53,cze,1819
2.526,cze,1820
2.523,cze,1821
2.519,cze,1822
2.515,cze,1823
2.512,cze,1824
2.508,cze,1825
2.508,cze,1826
2.508,cze,1827
2.508,cze,1828
2.508,cze,1829
2.509,cze,1830
2.509,cze,1831
2.509,cze,1832
2.509,cze,1833
2.509,cze,1834
2.509,cze,1835
2.509,cze,1836
2.509,cze,1837
2.51,cze,1838
2.51,cze,1839
2.51,cze,1840
2.51,cze,1841
2.51,cze,1842
2.51,cze,1843
2.51,cze,1844
2.51,cze,1845
2.51,cze,1846
2.511,cze,1847
2.511,cze,1848
2.511,cze,1849
2.511,cze,1850
2.507,cze,1851
2.503,cze,1852
2.499,cze,1853
2.495,cze,1854
2.491,cze,1855
2.487,cze,1856
2.483,cze,1857
2.479,cze,1858
2.475,cze,1859
2.471,cze,1860
2.475,cze,1861
2.479,cze,1862
2.482,cze,1863
2.486,cze,1864
2.49,cze,1865
2.494,cze,1866
2.498,cze,1867
2.502,cze,1868
2.506,cze,1869
2.509,cze,1870
2.505,cze,1871
2.501,cze,1872
2.497,cze,1873
2.492,cze,1874
2.488,cze,1875
2.484,cze,1876
2.48,cze,1877
2.475,cze,1878
2.471,cze,1879
2.467,cze,1880
2.46,cze,1881
2.453,cze,1882
2.447,cze,1883
2.44,cze,1884
2.433,cze,1885
2.427,cze,1886
2.42,cze,1887
2.413,cze,1888
2.406,cze,1889
2.4,cze,1890
2.396,cze,1891
2.393,cze,1892
2.389,cze,1893
2.385,cze,1894
2.458,cze,1895
2.529,cze,1896
2.599,cze,1897
2.669,cze,1898
2.665,cze,1899
2.733,cze,1900
2.757,cze,1901
2.71,cze,1902
2.663,cze,1903
2.682,cze,1904
2.633,cze,1905
2.648,cze,1906
2.598,cze,1907
2.608,cze,1908
2.557,cze,1909
2.507,cze,1910
2.496,cze,1911
2.428,cze,1912
2.412,cze,1913
2.392,cze,1914
2.321,cze,1915
2.297,cze,1916
2.225,cze,1917
2.195,cze,1918
2.121,cze,1919
2.087,cze,1920
2.137,cze,1921
2.066,cze,1922
2.02,cze,1923
1.89,cze,1924
1.844,cze,1925
1.776,cze,1926
1.688,cze,1927
1.667,cze,1928
1.629,cze,1929
1.674,cze,1930
1.578,cze,1931
1.531,cze,1932
1.443,cze,1933
1.402,cze,1934
1.345,cze,1935
1.334,cze,1936
1.355,cze,1937
1.483,cze,1938
1.574,cze,1939
1.823,cze,1940
1.865,cze,1941
2.019,cze,1942
2.322,cze,1943
2.364,cze,1944
2.259,cze,1945
2.782,cze,1946
2.608,cze,1947
2.496,cze,1948
2.368,cze,1949
2.474,cze,1950
2.457,cze,1951
2.419,cze,1952
2.37,cze,1953
2.307,cze,1954
2.273,cze,1955
2.219,cze,1956
2.182,cze,1957
2.174,cze,1958
2.137,cze,1959
2.11,cze,1960
2.099,cze,1961
2.036,cze,1962
2.0,cze,1963
1.96,cze,1964
1.899,cze,1965
1.862,cze,1966
1.834,cze,1967
1.825,cze,1968
1.828,cze,1969
1.88,cze,1970
1.926,cze,1971
1.981,cze,1972
2.027,cze,1973
2.073,cze,1974
2.126,cze,1975
2.136,cze,1976
2.126,cze,1977
2.108,cze,1978
2.062,cze,1979
2.0,cze,1980
1.96,cze,1981
1.914,cze,1982
1.868,cze,1983
1.84,cze,1984
1.821,cze,1985
1.803,cze,1986
1.798,cze,1987
1.779,cze,1988
1.742,cze,1989
1.683,cze,1990
1.639,cze,1991
1.565,cze,1992
1.491,cze,1993
1.397,cze,1994
1.304,cze,1995
1.236,cze,1996
1.16,cze,1997
1.119,cze,1998
1.082,cze,1999
1.072,cze,2000
1.082,cze,2001
1.115,cze,2002
1.138,cze,2003
1.182,cze,2004
1.23,cze,2005
1.274,cze,2006
1.312,cze,2007
1.35,cze,2008
1.379,cze,2009
1.404,cze,2010
1.563,cze,2020
1.684,cze,2030
1.855,cze,2050
2.022,cze,2099
1.969,dnk,1800
1.972,dnk,1801
1.974,dnk,1802
1.977,dnk,1803
1.98,dnk,1804
1.982,dnk,1805
2.048,dnk,1806
2.051,dnk,1807
2.054,dnk,1808
2.056,dnk,1809
2.059,dnk,1810
2.063,dnk,1811
2.068,dnk,1812
2.073,dnk,1813
2.077,dnk,1814
2.082,dnk,1815
2.15,dnk,1816
2.155,dnk,1817
2.159,dnk,1818
2.164,dnk,1819
2.169,dnk,1820
2.173,dnk,1821
2.178,dnk,1822
2.183,dnk,1823
2.187,dnk,1824
2.192,dnk,1825
2.158,dnk,1826
2.187,dnk,1827
2.152,dnk,1828
2.118,dnk,1829
2.083,dnk,1830
2.094,dnk,1831
2.105,dnk,1832
2.116,dnk,1833
2.127,dnk,1834
2.137,dnk,1835
2.269,dnk,1836
2.399,dnk,1837
2.47,dnk,1838
2.423,dnk,1839
2.375,dnk,1840
2.503,dnk,1841
2.452,dnk,1842
2.579,dnk,1843
2.588,dnk,1844
2.537,dnk,1845
2.362,dnk,1846
2.37,dnk,1847
2.44,dnk,1848
2.386,dnk,1849
2.64,dnk,1850
2.583,dnk,1851
2.722,dnk,1852
2.344,dnk,1853
2.809,dnk,1854
2.8,dnk,1855
2.901,dnk,1856
2.635,dnk,1857
2.527,dnk,1858
2.819,dnk,1859
2.8,dnk,1860
2.894,dnk,1861
2.822,dnk,1862
2.828,dnk,1863
2.291,dnk,1864
2.372,dnk,1865
2.626,dnk,1866
2.6,dnk,1867
2.719,dnk,1868
2.574,dnk,1869
2.664,dnk,1870
2.642,dnk,1871
2.774,dnk,1872
2.815,dnk,1873
2.709,dnk,1874
2.74,dnk,1875
2.863,dnk,1876
2.892,dnk,1877
2.89,dnk,1878
2.797,dnk,1879
2.722,dnk,1880
2.941,dnk,1881
2.897,dnk,1882
2.964,dnk,1883
3.108,dnk,1884
3.089,dnk,1885
3.02,dnk,1886
2.96,dnk,1887
2.82,dnk,1888
2.852,dnk,1889
2.73,dnk,1890
2.774,dnk,1891
2.655,dnk,1892
2.759,dnk,1893
2.834,dnk,1894
2.929,dnk,1895
3.054,dnk,1896
2.932,dnk,1897
3.029,dnk,1898
2.874,dnk,1899
2.973,dnk,1900
3.073,dnk,1901
3.106,dnk,1902
3.037,dnk,1903
3.095,dnk,1904
2.921,dnk,1905
3.056,dnk,1906
2.968,dnk,1907
2.938,dnk,1908
2.987,dnk,1909
2.946,dnk,1910
2.845,dnk,1911
2.873,dnk,1912
2.786,dnk,1913
2.777,dnk,1914
2.587,dnk,1915
2.552,dnk,1916
2.457,dnk,1917
2.463,dnk,1918
2.339,dnk,1919
2.639,dnk,1920
2.629,dnk,1921
2.395,dnk,1922
2.384,dnk,1923
2.316,dnk,1924
2.248,dnk,1925
2.177,dnk,1926
2.039,dnk,1927
2.054,dnk,1928
1.939,dnk,1929
1.943,dnk,1930
1.861,dnk,1931
1.87,dnk,1932
1.812,dnk,1933
1.857,dnk,1934
1.816,dnk,1935
1.853,dnk,1936
1.865,dnk,1937
1.905,dnk,1938
1.905,dnk,1939
1.958,dnk,1940
1.981,dnk,1941
2.228,dnk,1942
2.363,dnk,1943
2.508,dnk,1944
2.631,dnk,1945
2.692,dnk,1946
2.635,dnk,1947
2.485,dnk,1948
2.359,dnk,1949
2.363,dnk,1950
2.313,dnk,1951
2.344,dnk,1952
2.399,dnk,1953
2.35,dnk,1954
2.399,dnk,1955
2.413,dnk,1956
2.381,dnk,1957
2.361,dnk,1958
2.323,dnk,1959
2.369,dnk,1960
2.372,dnk,1961
2.37,dnk,1962
2.461,dnk,1963
2.44,dnk,1964
2.431,dnk,1965
2.436,dnk,1966
2.204,dnk,1967
1.985,dnk,1968
1.876,dnk,1969
1.829,dnk,1970
1.916,dnk,1971
1.904,dnk,1972
1.809,dnk,1973
1.789,dnk,1974
1.81,dnk,1975
1.648,dnk,1976
1.575,dnk,1977
1.574,dnk,1978
1.51,dnk,1979
1.459,dnk,1980
1.356,dnk,1981
1.354,dnk,1982
1.306,dnk,1983
1.328,dnk,1984
1.373,dnk,1985
1.404,dnk,1986
1.419,dnk,1987
1.479,dnk,1988
1.537,dnk,1989
1.582,dnk,1990
1.597,dnk,1991
1.674,dnk,1992
1.659,dnk,1993
1.722,dnk,1994
1.714,dnk,1995
1.665,dnk,1996
1.67,dnk,1997
1.651,dnk,1998
1.661,dnk,1999
1.696,dnk,2000
1.673,dnk,2001
1.65,dnk,2002
1.69,dnk,2003
1.715,dnk,2004
1.733,dnk,2005
1.779,dnk,2006
1.775,dnk,2007
1.819,dnk,2008
1.795,dnk,2009
1.804,dnk,2010
1.868,dnk,2020
1.913,dnk,2030
1.986,dnk,2050
2.055,dnk,2099
3.688,dji,1950
3.683,dji,1951
3.805,dji,1952
3.805,dji,1953
3.926,dji,1954
3.926,dji,1955
4.046,dji,1956
4.051,dji,1957
4.17,dji,1958
4.176,dji,1959
4.294,dji,1960
4.288,dji,1961
4.288,dji,1962
4.393,dji,1963
4.382,dji,1964
4.474,dji,1965
4.451,dji,1966
4.528,dji,1967
4.492,dji,1968
4.553,dji,1969
4.51,dji,1970
4.56,dji,1971
4.504,dji,1972
4.555,dji,1973
4.498,dji,1974
4.447,dji,1975
4.493,dji,1976
4.447,dji,1977
4.501,dji,1978
4.468,dji,1979
4.532,dji,1980
4.505,dji,1981
4.574,dji,1982
4.553,dji,1983
4.619,dji,1984
4.597,dji,1985
4.562,dji,1986
4.603,dji,1987
4.553,dji,1988
4.496,dji,1989
4.424,dji,1990
4.415,dji,1991
4.32,dji,1992
4.218,dji,1993
4.109,dji,1994
4.076,dji,1995
3.964,dji,1996
3.86,dji,1997
3.756,dji,1998
3.721,dji,1999
3.623,dji,2000
3.532,dji,2001
3.442,dji,2002
3.413,dji,2003
3.32,dji,2004
3.286,dji,2005
3.201,dji,2006
3.123,dji,2007
3.091,dji,2008
3.027,dji,2009
3.007,dji,2010
2.653,dji,2020
2.37,dji,2030
2.0,dji,2050
1.779,dji,2099
2.515,dom,1800
2.515,dom,1801
2.515,dom,1802
2.515,dom,1803
2.515,dom,1804
2.515,dom,1805
2.515,dom,1806
2.515,dom,1807
2.515,dom,1808
2.515,dom,1809
2.515,dom,1810
2.515,dom,1811
2.516,dom,1812
2.516,dom,1813
2.516,dom,1814
2.516,dom,1815
2.516,dom,1816
2.516,dom,1817
2.516,dom,1818
2.516,dom,1819
2.516,dom,1820
2.516,dom,1821
2.516,dom,1822
2.516,dom,1823
2.516,dom,1824
2.516,dom,1825
2.516,dom,1826
2.516,dom,1827
2.516,dom,1828
2.516,dom,1829
2.516,dom,1830
2.516,dom,1831
2.516,dom,1832
2.516,dom,1833
2.516,dom,1834
2.516,dom,1835
2.516,dom,1836
2.516,dom,1837
2.516,dom,1838
2.516,dom,1839
2.516,dom,1840
2.516,dom,1841
2.516,dom,1842
2.516,dom,1843
2.516,dom,1844
2.516,dom,1845
2.516,dom,1846
2.516,dom,1847
2.516,dom,1848
2.516,dom,1849
2.516,dom,1850
2.516,dom,1851
2.516,dom,1852
2.516,dom,1853
2.516,dom,1854
2.516,dom,1855
2.516,dom,1856
2.516,dom,1857
2.516,dom,1858
2.516,dom,1859
2.516,dom,1860
2.516,dom,1861
2.516,dom,1862
2.516,dom,1863
2.516,dom,1864
2.516,dom,1865
2.516,dom,1866
2.516,dom,1867
2.516,dom,1868
2.516,dom,1869
2.516,dom,1870
2.516,dom,1871
2.516,dom,1872
2.516,dom,1873
2.516,dom,1874
2.516,dom,1875
2.516,dom,1876
2.516,dom,1877
2.516,dom,1878
2.516,dom,1879
2.516,dom,1880
2.516,dom,1881
2.516,dom,1882
2.516,dom,1883
2.516,dom,1884
2.516,dom,1885
2.516,dom,1886
2.516,dom,1887
2.516,dom,1888
2.516,dom,1889
2.516,dom,1890
2.516,dom,1891
2.516,dom,1892
2.516,dom,1893
2.516,dom,1894
2.517,dom,1895
2.517,dom,1896
2.517,dom,1897
2.517,dom,1898
2.517,dom,1899
2.517,dom,1900
2.517,dom,1901
2.517,dom,1902
2.517,dom,1903
2.517,dom,1904
2.517,dom,1905
2.517,dom,1906
2.517,dom,1907
2.517,dom,1908
2.517,dom,1909
2.517,dom,1910
2.517,dom,1911
2.517,dom,1912
2.517,dom,1913
2.517,dom,1914
2.517,dom,1915
2.517,dom,1916
2.517,dom,1917
2.517,dom,1918
2.517,dom,1919
2.517,dom,1920
2.517,dom,1921
2.517,dom,1922
2.517,dom,1923
2.517,dom,1924
2.517,dom,1925
2.517,dom,1926
2.517,dom,1927
2.517,dom,1928
2.517,dom,1929
2.517,dom,1930
2.517,dom,1931
2.517,dom,1932
2.517,dom,1933
2.517,dom,1934
2.517,dom,1935
2.655,dom,1936
2.794,dom,1937
2.936,dom,1938
3.08,dom,1939
3.226,dom,1940
3.374,dom,1941
3.523,dom,1942
3.675,dom,1943
3.828,dom,1944
3.983,dom,1945
