population_growth_annual_percent,geo,time
1.53,dom,2002
1.508,dom,2003
1.485,dom,2004
1.46,dom,2005
1.436,dom,2006
1.412,dom,2007
1.386,dom,2008
1.356,dom,2009
1.323,dom,2010
1.29,dom,2011
2.867,ecu,1960
2.907,ecu,1961
2.941,ecu,1962
2.966,ecu,1963
2.98,ecu,1964
2.986,ecu,1965
2.988,ecu,1966
2.988,ecu,1967
2.982,ecu,1968
2.972,ecu,1969
2.958,ecu,1970
2.94,ecu,1971
2.922,ecu,1972
2.906,ecu,1973
2.895,ecu,1974
2.885,ecu,1975
2.874,ecu,1976
2.857,ecu,1977
2.836,ecu,1978
2.808,ecu,1979
2.777,ecu,1980
2.741,ecu,1981
2.703,ecu,1982
2.663,ecu,1983
2.622,ecu,1984
2.579,ecu,1985
2.532,ecu,1986
2.481,ecu,1987
2.426,ecu,1988
2.366,ecu,1989
2.302,ecu,1990
2.245,ecu,1991
2.185,ecu,1992
2.103,ecu,1993
1.993,ecu,1994
1.87,ecu,1995
1.738,ecu,1996
1.626,ecu,1997
1.564,ecu,1998
1.565,ecu,1999
1.607,ecu,2000
1.663,ecu,2001
1.701,ecu,2002
1.713,ecu,2003
1.686,ecu,2004
1.633,ecu,2005
1.576,ecu,2006
1.528,ecu,2007
1.484,ecu,2008
1.447,ecu,2009
1.415,ecu,2010
1.382,ecu,2011
2.654,egy,1960
2.637,egy,1961
2.618,egy,1962
2.597,egy,1963
2.576,egy,1964
2.554,egy,1965
2.535,egy,1966
2.512,egy,1967
2.473,egy,1968
2.415,egy,1969
2.347,egy,1970
2.278,egy,1971
2.223,egy,1972
2.19,egy,1973
2.186,egy,1974
2.202,egy,1975
2.221,egy,1976
2.237,egy,1977
2.262,egy,1978
2.294,egy,1979
2.329,egy,1980
2.359,egy,1981
2.379,egy,1982
2.396,egy,1983
2.408,egy,1984
2.411,egy,1985
2.418,egy,1986
2.411,egy,1987
2.356,egy,1988
2.241,egy,1989
2.091,egy,1990
1.932,egy,1991
1.799,egy,1992
1.707,egy,1993
1.671,egy,1994
1.676,egy,1995
1.688,egy,1996
1.695,egy,1997
1.714,egy,1998
1.742,egy,1999
1.777,egy,2000
1.816,egy,2001
1.85,egy,2002
1.869,egy,2003
1.866,egy,2004
1.847,egy,2005
1.823,egy,2006
1.801,egy,2007
1.78,egy,2008
1.763,egy,2009
1.747,egy,2010
1.73,egy,2011
2.915,slv,1960
3.061,slv,1961
3.17,slv,1962
3.212,slv,1963
3.176,slv,1964
3.089,slv,1965
2.981,slv,1966
2.882,slv,1967
2.8,slv,1968
2.743,slv,1969
2.7,slv,1970
2.656,slv,1971
2.595,slv,1972
2.512,slv,1973
2.403,slv,1974
2.276,slv,1975
2.152,slv,1976
2.034,slv,1977
1.915,slv,1978
1.793,slv,1979
1.675,slv,1980
1.56,slv,1981
1.458,slv,1982
1.38,slv,1983
1.333,slv,1984
1.31,slv,1985
1.281,slv,1986
1.256,slv,1987
1.267,slv,1988
1.323,slv,1989
1.401,slv,1990
1.497,slv,1991
1.562,slv,1992
1.544,slv,1993
1.418,slv,1994
1.221,slv,1995
1.007,slv,1996
0.8203,slv,1997
0.6656,slv,1998
0.5598,slv,1999
0.493,slv,2000
0.4321,slv,2001
0.3715,slv,2002
0.3383,slv,2003
0.3368,slv,2004
0.3596,slv,2005
0.3954,slv,2006
0.4334,slv,2007
0.4703,slv,2008
0.5011,slv,2009
0.5273,slv,2010
0.5555,slv,2011
1.281,gnq,1960
1.177,gnq,1961
1.108,gnq,1962
1.176,gnq,1963
1.428,gnq,1964
1.754,gnq,1965
2.218,gnq,1966
2.5,gnq,1967
2.191,gnq,1968
1.141,gnq,1969
-0.3802,gnq,1970
-2.082,gnq,1971
-3.58,gnq,1972
-4.66,gnq,1973
-5.005,gnq,1974
-4.646,gnq,1975
-4.159,gnq,1976
-3.602,gnq,1977
-2.31,gnq,1978
-0.1389,gnq,1979
2.509,gnq,1980
5.338,gnq,1981
7.466,gnq,1982
8.229,gnq,1983
7.596,gnq,1984
6.247,gnq,1985
4.834,gnq,1986
3.799,gnq,1987
3.139,gnq,1988
2.978,gnq,1989
3.141,gnq,1990
3.327,gnq,1991
3.385,gnq,1992
3.414,gnq,1993
3.392,gnq,1994
3.337,gnq,1995
3.288,gnq,1996
3.262,gnq,1997
3.239,gnq,1998
3.218,gnq,1999
3.198,gnq,2000
3.18,gnq,2001
3.158,gnq,2002
3.12,gnq,2003
3.064,gnq,2004
2.997,gnq,2005
2.925,gnq,2006
2.861,gnq,2007
2.816,gnq,2008
2.797,gnq,2009
2.792,gnq,2010
2.789,gnq,2011
2.48,eri,1960
2.524,eri,1961
2.561,eri,1962
2.587,eri,1963
2.601,eri,1964
2.608,eri,1965
2.618,eri,1966
2.63,eri,1967
2.636,eri,1968
2.637,eri,1969
2.637,eri,1970
2.62,eri,1971
2.612,eri,1972
2.658,eri,1973
2.768,eri,1974
2.91,eri,1975
3.062,eri,1976
3.169,eri,1977
3.186,eri,1978
3.096,eri,1979
2.939,eri,1980
2.734,eri,1981
2.554,eri,1982
2.463,eri,1983
2.49,eri,1984
2.575,eri,1985
2.739,eri,1986
2.825,eri,1987
2.648,eri,1988
2.143,eri,1989
1.456,eri,1990
0.6984,eri,1991
0.1128,eri,1992
-0.1093,eri,1993
0.1735,eri,1994
0.8264,eri,1995
1.56,eri,1996
2.187,eri,1997
2.753,eri,1998
3.204,eri,1999
3.544,eri,2000
3.875,eri,2001
4.149,eri,2002
4.226,eri,2003
4.085,eri,2004
3.812,eri,2005
3.498,eri,2006
3.234,eri,2007
3.057,eri,2008
2.996,eri,2009
3.008,eri,2010
3.03,eri,2011
1.007,est,1960
1.178,est,1961
1.264,est,1962
1.248,est,1963
1.233,est,1964
1.094,est,1965
1.048,est,1966
1.12,est,1967
1.108,est,1968
1.095,est,1969
1.0,est,1970
1.07,est,1971
1.124,est,1972
0.96,est,1973
0.8653,est,1974
0.7855,est,1975
0.7127,est,1976
0.736,est,1977
0.6856,est,1978
0.5563,est,1979
0.6034,est,1980
0.7047,est,1981
0.7199,est,1982
0.6871,est,1983
0.6522,est,1984
0.6671,est,1985
0.7435,est,1986
0.7781,est,1987
0.6216,est,1988
0.3981,est,1989
0.06649,est,1990
-0.5022,est,1991
-1.824,est,1992
-2.574,est,1993
-2.139,est,1994
-1.785,est,1995
-1.475,est,1996
-1.141,est,1997
-0.9606,est,1998
-0.7605,est,1999
-0.4473,est,2000
-0.3961,est,2001
-0.4008,est,2002
-0.3751,est,2003
-0.3157,est,2004
-0.2369,est,2005
-0.1896,est,2006
-0.1397,est,2007
-0.07434,est,2008
-0.03014,est,2009
-0.008208,est,2010
-0.01201,est,2011
2.246,eth,1960
2.327,eth,1961
2.402,eth,1962
2.459,eth,1963
2.496,eth,1964
2.517,eth,1965
2.512,eth,1966
2.504,eth,1967
2.527,eth,1968
2.59,eth,1969
2.666,eth,1970
2.788,eth,1971
2.863,eth,1972
2.769,eth,1973
2.466,eth,1974
2.052,eth,1975
1.587,eth,1976
1.239,eth,1977
1.145,eth,1978
1.389,eth,1979
1.859,eth,1980
2.388,eth,1981
2.817,eth,1982
3.117,eth,1983
3.238,eth,1984
3.24,eth,1985
3.211,eth,1986
3.212,eth,1987
3.23,eth,1988
3.277,eth,1989
3.336,eth,1990
3.388,eth,1991
3.404,eth,1992
3.368,eth,1993
3.271,eth,1994
3.136,eth,1995
2.991,eth,1996
2.864,eth,1997
2.76,eth,1998
2.689,eth,1999
2.641,eth,2000
2.598,eth,2001
2.548,eth,2002
2.494,eth,2003
2.432,eth,2004
2.367,eth,2005
2.302,eth,2006
2.245,eth,2007
2.199,eth,2008
2.168,eth,2009
2.147,eth,2010
2.129,eth,2011
1.47,fro,1960
1.328,fro,1961
1.191,fro,1962
1.093,fro,1963
1.084,fro,1964
1.122,fro,1965
1.172,fro,1966
1.193,fro,1967
1.187,fro,1968
1.139,fro,1969
1.064,fro,1970
0.9836,fro,1971
0.9205,fro,1972
0.8945,fro,1973
0.9215,fro,1974
0.9825,fro,1975
1.049,fro,1976
1.101,fro,1977
1.146,fro,1978
1.193,fro,1979
1.225,fro,1980
1.222,fro,1981
1.207,fro,1982
1.209,fro,1983
1.245,fro,1984
1.276,fro,1985
1.388,fro,1986
1.44,fro,1987
1.206,fro,1988
0.6082,fro,1989
-0.2121,fro,1990
-1.191,fro,1991
-2.031,fro,1992
-2.411,fro,1993
-2.093,fro,1994
-1.232,fro,1995
-0.1542,fro,1996
0.7572,fro,1997
1.389,fro,1998
1.592,fro,1999
1.482,fro,2000
1.336,fro,2001
1.256,fro,2002
1.118,fro,2003
0.9289,fro,2004
0.7133,fro,2005
0.4487,fro,2006
0.1999,fro,2007
0.05146,fro,2008
0.0576,fro,2009
0.1705,fro,2010
0.3177,fro,2011
3.343,fji,1960
3.441,fji,1961
3.482,fji,1962
3.413,fji,1963
3.214,fji,1964
2.94,fji,1965
2.648,fji,1966
2.404,fji,1967
2.226,fji,1968
2.137,fji,1969
2.111,fji,1970
2.105,fji,1971
2.088,fji,1972
2.06,fji,1973
2.015,fji,1974
1.963,fji,1975
1.878,fji,1976
1.81,fji,1977
1.836,fji,1978
1.981,fji,1979
2.183,fji,1980
2.443,fji,1981
2.616,fji,1982
2.542,fji,1983
2.161,fji,1984
1.596,fji,1985
0.9554,fji,1986
0.4308,fji,1987
0.1545,fji,1988
0.2282,fji,1989
0.5487,fji,1990
0.939,fji,1991
1.235,fji,1992
1.412,fji,1993
1.413,fji,1994
1.288,fji,1995
1.162,fji,1996
1.071,fji,1997
0.9436,fji,1998
0.7766,fji,1999
0.592,fji,2000
0.3765,fji,2001
0.1908,fji,2002
0.1228,fji,2003
0.2155,fji,2004
0.4204,fji,2005
0.6656,fji,2006
0.8683,fji,2007
0.9987,fji,2008
1.023,fji,2009
0.9691,fji,2010
0.9003,fji,2011
0.7807,fin,1960
0.7057,fin,1961
0.68,fin,1962
0.707,fin,1963
0.5563,fin,1964
0.3334,fin,1965
0.3748,fin,1966
0.5416,fin,1967
0.449,fin,1968
-0.05803,fin,1969
-0.3787,fin,1970
0.1262,fin,1971
0.5952,fin,1972
0.5679,fin,1973
0.5235,fin,1974
0.4439,fin,1975
0.3014,fin,1976
0.2797,fin,1977
0.2871,fin,1978
0.2556,fin,1979
0.3111,fin,1980
0.4265,fin,1981
0.5603,fin,1982
0.596,fin,1983
0.5343,fin,1984
0.4171,fin,1985
0.3248,fin,1986
0.2836,fin,1987
0.2907,fin,1988
0.361,fin,1989
0.4434,fin,1990
0.5462,fin,1991
0.5619,fin,1992
0.4839,fin,1993
0.431,fin,1994
0.3817,fin,1995
0.328,fin,1996
0.2974,fin,1997
0.2655,fin,1998
0.2321,fin,1999
0.2076,fin,2000
0.2277,fin,2001
0.2424,fin,2002
0.2385,fin,2003
0.2904,fin,2004
0.3422,fin,2005
0.3838,fin,2006
0.4254,fin,2007
0.4655,fin,2008
0.4782,fin,2009
0.4575,fin,2010
0.4399,fin,2011
1.203,fra,1960
1.315,fra,1961
1.394,fra,1962
1.402,fra,1963
1.322,fra,1964
1.182,fra,1965
1.018,fra,1966
0.8758,fra,1967
0.7788,fra,1968
0.7481,fra,1969
0.763,fra,1970
0.7935,fra,1971
0.805,fra,1972
0.7861,fra,1973
0.7232,fra,1974
0.6324,fra,1975
0.5329,fra,1976
0.4532,fra,1977
0.4082,fra,1978
0.4113,fra,1979
0.4489,fra,1980
0.4961,fra,1981
0.5336,fra,1982
0.5614,fra,1983
0.5726,fra,1984
0.5706,fra,1985
0.5698,fra,1986
0.5712,fra,1987
0.5617,fra,1988
0.5389,fra,1989
0.5075,fra,1990
0.4746,fra,1991
0.4466,fra,1992
0.4254,fra,1993
0.414,fra,1994
0.4119,fra,1995
0.4075,fra,1996
0.4066,fra,1997
0.427,fra,1998
0.3249,fra,1999
0.6846,fra,2000
0.7273,fra,2001
0.7267,fra,2002
0.7082,fra,2003
0.7357,fra,2004
0.7532,fra,2005
0.6966,fra,2006
0.6182,fra,2007
0.5584,fra,2008
0.5418,fra,2009
0.5475,fra,2010
0.5532,fra,2011
2.845,pyf,1960
2.931,pyf,1961
3.027,pyf,1962
3.134,pyf,1963
3.262,pyf,1964
3.385,pyf,1965
3.511,pyf,1966
3.606,pyf,1967
3.623,pyf,1968
3.555,pyf,1969
3.434,pyf,1970
3.299,pyf,1971
3.188,pyf,1972
3.111,pyf,1973
3.083,pyf,1974
3.083,pyf,1975
3.081,pyf,1976
3.062,pyf,1977
3.042,pyf,1978
3.019,pyf,1979
2.987,pyf,1980
2.96,pyf,1981
2.921,pyf,1982
2.856,pyf,1983
2.756,pyf,1984
2.634,pyf,1985
2.512,pyf,1986
2.402,pyf,1987
2.302,pyf,1988
2.217,pyf,1989
2.145,pyf,1990
2.067,pyf,1991
1.994,pyf,1992
1.953,pyf,1993
1.951,pyf,1994
1.973,pyf,1995
2.007,pyf,1996
2.021,pyf,1997
1.985,pyf,1998
1.885,pyf,1999
1.743,pyf,2000
1.591,pyf,2001
1.46,pyf,2002
1.361,pyf,2003
1.306,pyf,2004
1.283,pyf,2005
1.267,pyf,2006
1.242,pyf,2007
1.215,pyf,2008
1.181,pyf,2009
1.144,pyf,2010
1.107,pyf,2011
0.4856,gab,1960
0.5465,gab,1961
0.6105,gab,1962
0.6649,gab,1963
0.7049,gab,1964
0.7436,gab,1965
0.7711,gab,1966
0.8286,gab,1967
0.9737,gab,1968
1.231,gab,1969
1.558,gab,1970
1.908,gab,1971
2.214,gab,1972
2.44,gab,1973
2.56,gab,1974
2.606,gab,1975
2.631,gab,1976
2.672,gab,1977
2.72,gab,1978
2.786,gab,1979
2.861,gab,1980
2.928,gab,1981
2.98,gab,1982
3.025,gab,1983
3.062,gab,1984
3.093,gab,1985
3.107,gab,1986
3.115,gab,1987
3.135,gab,1988
3.169,gab,1989
3.205,gab,1990
3.239,gab,1991
3.246,gab,1992
3.201,gab,1993
3.095,gab,1994
2.951,gab,1995
2.801,gab,1996
2.665,gab,1997
2.538,gab,1998
2.426,gab,1999
2.327,gab,2000
2.233,gab,2001
2.143,gab,2002
2.067,gab,2003
2.005,gab,2004
1.957,gab,2005
1.912,gab,2006
1.875,gab,2007
1.856,gab,2008
1.858,gab,2009
1.874,gab,2010
1.895,gab,2011
3.161,gmb,1960
2.528,gmb,1961
1.97,gmb,1962
1.626,gmb,1963
1.572,gmb,1964
1.728,gmb,1965
1.911,gmb,1966
2.053,gmb,1967
2.238,gmb,1968
2.458,gmb,1969
2.69,gmb,1970
2.958,gmb,1971
3.199,gmb,1972
3.322,gmb,1973
3.3,gmb,1974
3.196,gmb,1975
3.074,gmb,1976
3.014,gmb,1977
3.045,gmb,1978
3.19,gmb,1979
3.409,gmb,1980
3.592,gmb,1981
3.739,gmb,1982
3.936,gmb,1983
4.19,gmb,1984
4.444,gmb,1985
4.706,gmb,1986
4.864,gmb,1987
4.8,gmb,1988
4.487,gmb,1989
4.036,gmb,1990
3.569,gmb,1991
3.194,gmb,1992
2.933,gmb,1993
2.82,gmb,1994
2.81,gmb,1995
2.813,gmb,1996
2.796,gmb,1997
2.805,gmb,1998
2.836,gmb,1999
2.878,gmb,2000
2.932,gmb,2001
2.977,gmb,2002
2.991,gmb,2003
2.965,gmb,2004
2.914,gmb,2005
2.857,gmb,2006
2.81,gmb,2007
2.773,gmb,2008
2.751,gmb,2009
2.737,gmb,2010
2.723,gmb,2011
1.844,geo,1960
1.578,geo,1961
1.519,geo,1962
1.473,geo,1963
1.41,geo,1964
1.317,geo,1965
1.143,geo,1966
0.9809,geo,1967
0.9071,geo,1968
0.9357,geo,1969
-2.796,geo,1970
1.043,geo,1971
4.77,geo,1972
0.8807,geo,1973
0.8683,geo,1974
0.738,geo,1975
0.7211,geo,1976
0.6816,geo,1977
0.5838,geo,1978
0.7363,geo,1979
0.8429,geo,1980
0.8203,geo,1981
0.8467,geo,1982
0.8788,geo,1983
0.8539,geo,1984
0.8767,geo,1985
0.8882,geo,1986
0.8256,geo,1987
0.9901,geo,1988
0.2627,geo,1989
-0.02707,geo,1990
0.7035,geo,1991
0.7745,geo,1992
0.7686,geo,1993
-1.013,geo,1994
-2.66,geo,1995
-2.522,geo,1996
-1.848,geo,1997
-0.9824,geo,1998
-0.7785,geo,1999
-0.7711,geo,2000
-0.7246,geo,2001
-0.6725,geo,2002
-0.647,geo,2003
-0.2452,geo,2004
0.9885,geo,2005
0.8403,geo,2006
-0.2185,geo,2007
-0.1072,geo,2008
0.6163,geo,2009
0.9477,geo,2010
0.7428,geo,2011
0.7827,deu,1960
0.7699,deu,1961
0.8794,deu,1962
0.9259,deu,1963
0.8051,deu,1964
0.8532,deu,1965
0.8346,deu,1966
0.4572,deu,1967
0.4447,deu,1968
0.793,deu,1969
0.3327,deu,1970
0.1835,deu,1971
0.4785,deu,1972
0.3149,deu,1973
0.03897,deu,1974
-0.3728,deu,1975
-0.4288,deu,1976
-0.2264,deu,1977
-0.08703,deu,1978
0.04421,deu,1979
0.2074,deu,1980
0.1523,deu,1981
-0.09511,deu,1982
-0.2622,deu,1983
-0.3457,deu,1984
-0.2235,deu,1985
0.04577,deu,1986
0.1536,deu,1987
0.3907,deu,1988
0.7733,deu,1989
0.862,deu,1990
0.7286,deu,1991
0.7603,deu,1992
0.6574,deu,1993
0.3469,deu,1994
0.2939,deu,1995
0.2895,deu,1996
0.1463,deu,1997
0.01514,deu,1998
0.06463,deu,1999
0.1354,deu,2000
0.1682,deu,2001
0.1681,deu,2002
0.05536,deu,2003
-0.02171,deu,2004
-0.05678,deu,2005
-0.1128,deu,2006
-0.1337,deu,2007
-0.1901,deu,2008
-0.2534,deu,2009
-0.1532,deu,2010
-0.0623,deu,2011
3.144,gha,1960
3.157,gha,1961
3.13,gha,1962
3.02,gha,1963
2.813,gha,1964
2.557,gha,1965
2.264,gha,1966
2.029,gha,1967
1.948,gha,1968
2.065,gha,1969
2.303,gha,1970
2.609,gha,1971
2.838,gha,1972
2.88,gha,1973
2.682,gha,1974
2.35,gha,1975
1.96,gha,1976
1.682,gha,1977
1.645,gha,1978
1.922,gha,1979
2.394,gha,1980
2.917,gha,1981
3.312,gha,1982
3.507,gha,1983
3.45,gha,1984
3.235,gha,1985
2.985,gha,1986
2.801,gha,1987
2.693,gha,1988
2.688,gha,1989
2.747,gha,1990
2.817,gha,1991
2.849,gha,1992
2.832,gha,1993
2.752,gha,1994
2.635,gha,1995
2.512,gha,1996
2.415,gha,1997
2.357,gha,1998
2.349,gha,1999
2.375,gha,2000
2.406,gha,2001
2.426,gha,2002
2.439,gha,2003
2.44,gha,2004
2.432,gha,2005
2.423,gha,2006
2.415,gha,2007
2.4,gha,2008
2.38,gha,2009
2.354,gha,2010
2.326,gha,2011
0.901,gib,1960
0.7228,grc,1960
0.7929,grc,1961
0.5958,grc,1962
0.3709,grc,1963
0.3626,grc,1964
0.4678,grc,1965
0.7378,grc,1966
0.8144,grc,1967
0.6505,grc,1968
0.3654,grc,1969
0.2282,grc,1970
0.4338,grc,1971
0.65,grc,1972
0.4541,grc,1973
0.3682,grc,1974
0.9387,grc,1975
1.553,grc,1976
1.301,grc,1977
1.297,grc,1978
1.247,grc,1979
0.9822,grc,1980
0.8966,grc,1981
0.6165,grc,1982
0.5817,grc,1983
0.4982,grc,1984
0.3883,grc,1985
0.3308,grc,1986
0.3344,grc,1987
0.3632,grc,1988
0.5219,grc,1989
0.6658,grc,1990
0.9738,grc,1991
1.101,grc,1992
0.9183,grc,1993
0.8327,grc,1994
0.7679,grc,1995
0.7008,grc,1996
0.6268,grc,1997
0.5402,grc,1998
0.4393,grc,1999
0.3202,grc,2000
0.297,grc,2001
0.3427,grc,2002
0.3268,grc,2003
0.3458,grc,2004
0.3813,grc,2005
0.3999,grc,2006
0.3966,grc,2007
0.3953,grc,2008
0.4056,grc,2009
0.2898,grc,2010
-0.1018,grc,2011
4.007,grl,1960
3.626,grl,1961
3.785,grl,1962
3.922,grl,1963
3.244,grl,1964
4.167,grl,1965
3.263,grl,1966
3.398,grl,1967
3.517,grl,1968
3.398,grl,1969
3.286,grl,1970
1.709,grl,1971
2.304,grl,1972
1.439,grl,1973
1.015,grl,1974
0.2018,grl,1975
0.2014,grl,1976
-0.6055,grl,1977
-0.4057,grl,1978
0.8097,grl,1979
1.202,grl,1980
1.581,grl,1981
0.9756,grl,1982
1.158,grl,1983
1.145,grl,1984
0.9443,grl,1985
0.5623,grl,1986
1.115,grl,1987
1.286,grl,1988
0.9083,grl,1989
0.541,grl,1990
-0.18,grl,1991
-0.361,grl,1992
-0.181,grl,1993
0.542,grl,1994
0.5391,grl,1995
0.1791,grl,1996
0.1787,grl,1997
0.1784,grl,1998
0.0,grl,1999
0.1781,grl,2000
0.2665,grl,2001
0.4586,grl,2002
0.2752,grl,2003
0.2569,grl,2004
0.04216,grl,2005
-0.2832,grl,2006
-0.3865,grl,2007
-0.4022,grl,2008
-0.008877,grl,2009
0.3722,grl,2010
0.3725,grl,2011
1.804,grd,1960
1.545,grd,1961
1.269,grd,1962
1.001,grd,1963
0.7599,grd,1964
0.5419,grd,1965
0.3136,grd,1966
0.08325,grd,1967
-0.0959,grd,1968
-0.2079,grd,1969
-0.2708,grd,1970
-0.2684,grd,1971
-0.2595,grd,1972
-0.3286,grd,1973
-0.5142,grd,1974
-0.7547,grd,1975
-1.112,grd,1976
-1.379,grd,1977
-1.254,grd,1978
-0.5667,grd,1979
0.4824,grd,1980
1.748,grd,1981
2.737,grd,1982
3.058,grd,1983
2.529,grd,1984
1.478,grd,1985
0.2381,grd,1986
-0.7685,grd,1987
-1.336,grd,1988
-1.225,grd,1989
-0.6063,grd,1990
0.1745,grd,1991
0.7701,grd,1992
1.125,grd,1993
1.115,grd,1994
0.8522,grd,1995
0.5416,grd,1996
0.3291,grd,1997
0.178,grd,1998
0.1333,grd,1999
0.1656,grd,2000
0.2057,grd,2001
0.219,grd,2002
0.2361,grd,2003
0.2541,grd,2004
0.2719,grd,2005
0.2945,grd,2006
0.3207,grd,2007
0.3428,grd,2008
0.3599,grd,2009
0.374,grd,2010
0.385,grd,2011
1.767,gum,1960
2.053,gum,1961
2.306,gum,1962
2.469,gum,1963
2.519,gum,1964
2.49,gum,1965
2.444,gum,1966
2.411,gum,1967
2.37,gum,1968
2.331,gum,1969
2.293,gum,1970
2.248,gum,1971
2.204,gum,1972
2.176,gum,1973
2.173,gum,1974
2.181,gum,1975
2.194,gum,1976
2.204,gum,1977
2.217,gum,1978
2.233,gum,1979
2.247,gum,1980
2.254,gum,1981
2.257,gum,1982
2.271,gum,1983
2.301,gum,1984
2.337,gum,1985
2.373,gum,1986
2.387,gum,1987
2.344,gum,1988
2.234,gum,1989
2.08,gum,1990
1.926,gum,1991
1.788,gum,1992
1.658,gum,1993
1.537,gum,1994
1.43,gum,1995
1.312,gum,1996
1.212,gum,1997
1.189,gum,1998
1.264,gum,1999
1.402,gum,2000
1.566,gum,2001
1.696,gum,2002
1.75,gum,2003
1.7,gum,2004
1.583,gum,2005
1.448,gum,2006
1.342,gum,2007
1.264,gum,2008
1.228,gum,2009
1.224,gum,2010
1.224,gum,2011
2.721,gtm,1960
2.719,gtm,1961
2.717,gtm,1962
2.714,gtm,1963
2.709,gtm,1964
2.701,gtm,1965
2.69,gtm,1966
2.679,gtm,1967
2.677,gtm,1968
2.686,gtm,1969
2.699,gtm,1970
2.717,gtm,1971
2.725,gtm,1972
2.707,gtm,1973
2.656,gtm,1974
2.586,gtm,1975
2.508,gtm,1976
2.444,gtm,1977
2.408,gtm,1978
2.409,gtm,1979
2.432,gtm,1980
2.463,gtm,1981
2.481,gtm,1982
2.478,gtm,1983
2.446,gtm,1984
2.397,gtm,1985
2.344,gtm,1986
2.303,gtm,1987
2.279,gtm,1988
2.276,gtm,1989
2.286,gtm,1990
2.304,gtm,1991
2.317,gtm,1992
2.321,gtm,1993
2.312,gtm,1994
2.297,gtm,1995
2.278,gtm,1996
2.268,gtm,1997
2.279,gtm,1998
2.315,gtm,1999
2.366,gtm,2000
2.422,gtm,2001
2.468,gtm,2002
2.496,gtm,2003
2.499,gtm,2004
2.487,gtm,2005
2.468,gtm,2006
2.455,gtm,2007
2.455,gtm,2008
2.473,gtm,2009
2.5,gtm,2010
2.528,gtm,2011
1.466,gin,1960
1.461,gin,1961
1.464,gin,1962
1.498,gin,1963
1.572,gin,1964
1.663,gin,1965
1.773,gin,1966
1.84,gin,1967
1.791,gin,1968
1.596,gin,1969
1.307,gin,1970
1.011,gin,1971
0.7678,gin,1972
0.5692,gin,1973
0.4374,gin,1974
0.3709,gin,1975
0.3086,gin,1976
0.2835,gin,1977
0.3968,gin,1978
0.6824,gin,1979
1.089,gin,1980
1.584,gin,1981
2.05,gin,1982
2.38,gin,1983
2.52,gin,1984
2.554,gin,1985
2.451,gin,1986
2.434,gin,1987
2.767,gin,1988
3.535,gin,1989
4.491,gin,1990
5.48,gin,1991
6.1,gin,1992
6.076,gin,1993
5.355,gin,1994
4.262,gin,1995
3.13,gin,1996
2.235,gin,1997
1.622,gin,1998
1.389,gin,1999
1.428,gin,2000
1.521,gin,2001
1.553,gin,2002
1.603,gin,2003
1.649,gin,2004
1.697,gin,2005
1.76,gin,2006
1.848,gin,2007
1.96,gin,2008
2.092,gin,2009
2.233,gin,2010
2.378,gin,2011
0.551,gnb,1960
0.4064,gnb,1961
0.2761,gnb,1962
0.1459,gnb,1963
0.0117,gnb,1964
-0.1002,gnb,1965
-0.227,gnb,1966
-0.2756,gnb,1967
-0.0932,gnb,1968
0.3887,gnb,1969
1.077,gnb,1970
1.797,gnb,1971
2.421,gnb,1972
2.948,gnb,1973
3.333,gnb,1974
3.587,gnb,1975
3.831,gnb,1976
4.0,gnb,1977
3.927,gnb,1978
3.585,gnb,1979
3.089,gnb,1980
2.547,gnb,1981
2.095,gnb,1982
1.8,gnb,1983
1.718,gnb,1984
1.785,gnb,1985
1.879,gnb,1986
1.931,gnb,1987
1.976,gnb,1988
1.999,gnb,1989
2.004,gnb,1990
2.019,gnb,1991
2.043,gnb,1992
2.05,gnb,1993
2.037,gnb,1994
2.009,gnb,1995
1.981,gnb,1996
1.959,gnb,1997
1.943,gnb,1998
1.935,gnb,1999
1.933,gnb,2000
1.932,gnb,2001
1.932,gnb,2002
1.941,gnb,2003
1.96,gnb,2004
1.985,gnb,2005
2.012,gnb,2006
2.036,gnb,2007
2.055,gnb,2008
2.067,gnb,2009
2.074,gnb,2010
2.079,gnb,2011
2.843,guy,1960
2.76,guy,1961
2.688,guy,1962
2.647,guy,1963
2.643,guy,1964
2.651,guy,1965
2.686,guy,1966
2.676,guy,1967
2.52,guy,1968
2.185,guy,1969
1.744,guy,1970
1.249,guy,1971
0.8225,guy,1972
0.562,guy,1973
0.5317,guy,1974
0.6557,guy,1975
0.8464,guy,1976
0.9629,guy,1977
0.9254,guy,1978
0.6706,guy,1979
0.2717,guy,1980
-0.1632,guy,1981
-0.5259,guy,1982
-0.7921,guy,1983
-0.9102,guy,1984
-0.9089,guy,1985
-0.8848,guy,1986
-0.8663,guy,1987
-0.7861,guy,1988
-0.6378,guy,1989
-0.4426,guy,1990
-0.2048,guy,1991
0.02308,guy,1992
0.1787,guy,1993
0.2264,guy,1994
0.1962,guy,1995
0.1388,guy,1996
0.1032,guy,1997
0.09793,guy,1998
0.142,guy,1999
0.2192,guy,2000
0.3032,guy,2001
0.3643,guy,2002
0.3941,guy,2003
0.3796,guy,2004
0.3345,guy,2005
0.2791,guy,2006
0.2332,guy,2007
0.2011,guy,2008
0.1907,guy,2009
0.1964,guy,2010
0.2048,guy,2011
1.962,hti,1960
1.979,hti,1961
1.991,hti,1962
1.998,hti,1963
2.0,hti,1964
1.997,hti,1965
1.999,hti,1966
