geo,children_and_elderly_per_100_adults,time
gab,65.31,2050
gmb,77.57,1950
gmb,73.64,1955
gmb,69.31,1960
gmb,68.51,1965
gmb,74.23,1970
gmb,77.74,1975
gmb,81.88,1980
gmb,84.41,1985
gmb,83.65,1990
gmb,83.9,1995
gmb,84.14,2000
gmb,83.93,2005
gmb,81.6,2010
gmb,79.61,2015
gmb,78.89,2020
gmb,80.39,2025
gmb,81.47,2030
gmb,81.9,2035
gmb,81.95,2040
gmb,82.12,2045
gmb,82.48,2050
geo,56.36,1950
geo,52.83,1955
geo,58.17,1960
geo,63.07,1965
geo,60.65,1970
geo,55.81,1975
geo,51.08,1980
geo,48.77,1985
geo,48.63,1990
geo,54.87,1995
geo,52.44,2000
geo,48.96,2005
geo,44.87,2010
geo,48.03,2015
geo,53.89,2020
geo,59.97,2025
geo,64.12,2030
geo,63.76,2035
geo,64.41,2040
geo,66.67,2045
geo,69.86,2050
deu,47.56,1950
deu,44.93,1955
deu,46.46,1960
deu,52.0,1965
deu,55.43,1970
deu,53.72,1975
deu,47.51,1980
deu,39.41,1985
deu,39.56,1990
deu,46.34,1995
deu,47.0,2000
deu,49.66,2005
deu,51.11,2010
deu,52.57,2015
deu,57.46,2020
deu,65.19,2025
deu,74.04,2030
deu,80.7,2035
deu,80.95,2040
deu,81.09,2045
deu,83.28,2050
gha,90.41,1950
gha,88.27,1955
gha,88.07,1960
gha,88.72,1965
gha,92.95,1970
gha,95.02,1975
gha,94.55,1980
gha,92.08,1985
gha,88.54,1990
gha,85.14,1995
gha,80.51,2000
gha,75.9,2005
gha,71.83,2010
gha,70.42,2015
gha,70.28,2020
gha,71.25,2025
gha,71.51,2030
gha,71.55,2035
gha,71.91,2040
gha,72.86,2045
gha,74.16,2050
grc,53.32,1950
grc,49.6,1955
grc,51.2,1960
grc,49.97,1965
grc,53.1,1970
grc,53.27,1975
grc,52.48,1980
grc,49.26,1985
grc,44.6,1990
grc,47.21,1995
grc,46.5,2000
grc,47.81,2005
grc,48.21,2010
grc,51.82,2015
grc,55.77,2020
grc,60.45,2025
grc,63.61,2030
grc,68.32,2035
grc,73.13,2040
grc,79.05,2045
grc,83.02,2050
grd,109.8,1950
grd,103.2,1955
grd,115.6,1960
grd,119.1,1965
grd,118.3,1970
grd,93.83,1975
grd,87.01,1980
grd,77.77,1985
grd,85.76,1990
grd,85.15,1995
grd,74.26,2000
grd,59.96,2005
grd,52.43,2010
grd,51.89,2015
grd,55.49,2020
grd,59.14,2025
grd,59.18,2030
grd,53.8,2035
grd,53.37,2040
grd,56.57,2045
grd,64.28,2050
glp,77.12,1950
glp,83.67,1955
glp,92.22,1960
glp,93.07,1965
glp,89.15,1970
glp,89.5,1975
glp,65.38,1980
glp,57.53,1985
glp,47.49,1990
glp,50.81,1995
glp,51.41,2000
glp,55.33,2005
glp,54.23,2010
glp,56.52,2015
glp,59.22,2020
glp,64.64,2025
glp,70.39,2030
glp,74.29,2035
glp,75.65,2040
glp,73.57,2045
glp,76.38,2050
gum,39.57,1950
gum,54.89,1955
gum,72.84,1960
gum,71.65,1965
gum,70.25,1970
gum,65.09,1975
gum,60.0,1980
gum,55.12,1985
gum,50.91,1990
gum,55.21,1995
gum,55.91,2000
gum,56.06,2005
gum,52.5,2010
gum,52.08,2015
gum,54.26,2020
gum,58.65,2025
gum,61.68,2030
gum,63.1,2035
gum,63.08,2040
gum,62.42,2045
gum,62.18,2050
gtm,88.65,1950
gtm,91.87,1955
gtm,93.35,1960
gtm,91.66,1965
gtm,89.86,1970
gtm,90.42,1975
gtm,92.78,1980
gtm,94.5,1985
gtm,94.18,1990
gtm,94.35,1995
gtm,92.67,2000
gtm,90.26,2005
gtm,84.98,2010
gtm,81.89,2015
gtm,80.4,2020
gtm,80.58,2025
gtm,79.48,2030
gtm,78.02,2035
gtm,77.22,2040
gtm,77.43,2045
gtm,78.25,2050
gin,79.76,1950
gin,82.54,1955
gin,81.83,1960
gin,83.53,1965
gin,84.47,1970
gin,85.64,1975
gin,87.45,1980
gin,89.78,1985
gin,91.19,1990
gin,91.41,1995
gin,89.36,2000
gin,86.83,2005
gin,84.92,2010
gin,84.71,2015
gin,85.79,2020
gin,87.58,2025
gin,88.15,2030
gin,88.16,2035
gin,88.37,2040
gin,88.99,2045
gin,89.88,2050
gnb,73.15,1950
gnb,81.92,1955
gnb,79.54,1960
gnb,79.76,1965
gnb,67.11,1970
gnb,79.15,1975
gnb,83.48,1980
gnb,89.93,1985
gnb,80.73,1990
gnb,80.16,1995
gnb,82.85,2000
gnb,84.9,2005
gnb,85.43,2010
gnb,85.07,2015
gnb,86.75,2020
gnb,87.54,2025
gnb,88.31,2030
gnb,88.17,2035
gnb,90.44,2040
gnb,91.35,2045
gnb,91.73,2050
guy,82.91,1950
guy,95.12,1955
guy,106.7,1960
guy,101.0,1965
guy,103.8,1970
guy,90.8,1975
guy,80.6,1980
guy,74.93,1985
guy,68.83,1990
guy,61.72,1995
guy,55.64,2000
guy,57.92,2005
guy,54.48,2010
guy,50.7,2015
guy,51.25,2020
guy,57.73,2025
guy,63.31,2030
guy,66.26,2035
guy,66.46,2040
guy,65.65,2045
guy,66.88,2050
hti,75.47,1950
hti,74.94,1955
hti,76.36,1960
hti,81.52,1965
hti,82.84,1970
hti,81.74,1975
hti,81.55,1980
hti,85.17,1985
hti,87.82,1990
hti,86.55,1995
hti,79.44,2000
hti,73.01,2005
hti,67.5,2010
hti,64.23,2015
hti,64.31,2020
hti,65.76,2025
hti,65.83,2030
hti,64.93,2035
hti,63.98,2040
hti,64.75,2045
hti,67.61,2050
hnd,84.42,1950
hnd,90.29,1955
hnd,96.29,1960
hnd,100.3,1965
hnd,102.6,1970
hnd,101.9,1975
hnd,99.82,1980
hnd,96.66,1985
hnd,94.5,1990
hnd,91.89,1995
hnd,86.27,2000
hnd,78.45,2005
hnd,69.77,2010
hnd,65.37,2015
hnd,64.66,2020
hnd,65.41,2025
hnd,64.77,2030
hnd,63.88,2035
hnd,63.62,2040
hnd,64.65,2045
hnd,66.5,2050
hun,46.85,1950
hun,49.77,1955
hun,50.68,1960
hun,48.5,1965
hun,45.63,1970
hun,46.66,1975
hun,51.44,1980
hun,47.79,1985
hun,46.72,1990
hun,48.0,1995
hun,46.75,2000
hun,45.31,2005
hun,45.16,2010
hun,48.78,2015
hun,55.19,2020
hun,59.54,2025
hun,59.0,2030
hun,59.33,2035
hun,62.07,2040
hun,68.23,2045
hun,72.22,2050
isl,60.23,1950
isl,65.96,1955
isl,72.28,1960
isl,72.73,1965
isl,67.57,1970
isl,61.48,1975
isl,56.1,1980
isl,53.76,1985
isl,51.37,1990
isl,55.42,1995
isl,53.49,2000
isl,51.12,2005
isl,47.21,2010
isl,49.57,2015
isl,54.77,2020
isl,60.51,2025
isl,64.02,2030
isl,65.43,2035
isl,67.31,2040
isl,71.11,2045
isl,75.67,2050
ind,67.8,1950
ind,72.36,1955
ind,77.24,1960
ind,81.2,1965
ind,78.59,1970
ind,76.24,1975
ind,74.4,1980
ind,72.79,1985
ind,70.73,1990
ind,68.6,1995
ind,64.71,2000
ind,60.46,2005
ind,55.59,2010
ind,53.18,2015
ind,53.18,2020
ind,54.46,2025
ind,54.77,2030
ind,54.8,2035
ind,55.37,2040
ind,56.88,2045
ind,58.78,2050
idn,75.23,1950
idn,73.34,1955
idn,75.9,1960
idn,80.71,1965
idn,82.9,1970
idn,81.42,1975
idn,77.73,1980
idn,71.83,1985
idn,64.92,1990
idn,59.52,1995
idn,54.34,2000
idn,51.32,2005
idn,48.71,2010
idn,47.47,2015
idn,47.25,2020
idn,49.24,2025
idn,50.97,2030
idn,53.3,2035
idn,55.7,2040
idn,58.56,2045
idn,61.49,2050
irn,78.99,1950
irn,86.61,1955
irn,91.64,1960
irn,92.41,1965
irn,92.29,1970
irn,91.7,1975
irn,91.78,1980
irn,91.35,1985
irn,92.23,1990
irn,79.37,1995
irn,57.81,2000
irn,45.84,2005
irn,40.15,2010
irn,43.02,2015
irn,46.02,2020
irn,47.28,2025
irn,46.21,2030
irn,46.12,2035
irn,48.66,2040
irn,54.61,2045
irn,63.69,2050
irq,66.73,1950
irq,78.6,1955
irq,84.94,1960
irq,95.15,1965
irq,94.69,1970
irq,100.1,1975
irq,101.7,1980
irq,96.97,1985
irq,94.8,1990
irq,89.77,1995
irq,86.41,2000
irq,82.58,2005
irq,78.3,2010
irq,71.27,2015
irq,70.69,2020
irq,71.4,2025
irq,71.98,2030
irq,72.19,2035
irq,72.13,2040
irq,72.6,2045
irq,73.53,2050
irl,63.04,1950
irl,66.26,1955
irl,69.87,1960
irl,70.19,1965
irl,70.15,1970
irl,69.79,1975
irl,67.34,1980
irl,64.3,1985
irl,59.64,1990
irl,55.53,1995
irl,48.95,2000
irl,45.84,2005
irl,47.35,2010
irl,52.07,2015
irl,55.11,2020
irl,56.78,2025
irl,57.07,2030
irl,58.45,2035
irl,62.58,2040
irl,68.54,2045
irl,72.72,2050
isr,54.77,1950
isr,63.68,1955
isr,68.49,1960
isr,67.18,1965
isr,64.6,1970
isr,66.82,1975
isr,69.74,1980
isr,68.02,1985
isr,64.7,1990
isr,64.18,1995
isr,61.78,2000
isr,61.32,2005
isr,60.76,2010
isr,62.46,2015
isr,63.79,2020
isr,64.87,2025
isr,64.96,2030
isr,65.91,2035
isr,67.74,2040
isr,69.14,2045
isr,69.82,2050
ita,51.74,1950
ita,49.6,1955
ita,50.48,1960
ita,50.42,1965
ita,52.84,1970
ita,54.4,1975
ita,51.82,1980
ita,44.27,1985
ita,40.97,1990
ita,46.84,1995
ita,48.67,2000
ita,51.15,2005
ita,52.93,2010
ita,57.16,2015
ita,60.16,2020
ita,64.0,2025
ita,69.34,2030
ita,76.29,2035
ita,83.23,2040
ita,87.5,2045
ita,88.69,2050
jam,65.94,1950
jam,69.28,1955
jam,84.17,1960
jam,93.79,1965
jam,109.0,1970
jam,102.5,1975
jam,85.82,1980
jam,76.8,1985
jam,70.95,1990
jam,69.96,1995
jam,67.64,2000
jam,64.26,2005
jam,57.91,2010
jam,55.4,2015
jam,57.16,2020
jam,61.06,2025
jam,63.85,2030
jam,64.65,2035
jam,64.28,2040
jam,63.51,2045
jam,63.75,2050
jpn,66.84,1950
jpn,62.5,1955
jpn,55.02,1960
jpn,45.84,1965
jpn,43.8,1970
jpn,45.9,1975
jpn,46.39,1980
jpn,44.13,1985
jpn,40.06,1990
jpn,43.78,1995
jpn,46.71,2000
jpn,50.85,2005
jpn,55.68,2010
jpn,64.31,2015
jpn,70.11,2020
jpn,73.92,2025
jpn,76.67,2030
jpn,80.61,2035
jpn,87.71,2040
jpn,92.94,2045
jpn,100.1,2050
jor,101.3,1950
jor,97.44,1955
jor,93.53,1960
jor,93.26,1965
jor,95.18,1970
jor,99.46,1975
jor,109.7,1980
jor,101.5,1985
jor,98.87,1990
jor,77.72,1995
jor,73.4,2000
jor,68.53,2005
jor,60.35,2010
jor,59.19,2015
jor,58.12,2020
jor,57.29,2025
jor,56.66,2030
jor,57.55,2035
jor,59.56,2040
jor,62.03,2045
jor,64.91,2050
kaz,67.86,1950
kaz,60.37,1955
kaz,70.85,1960
kaz,77.54,1965
kaz,73.78,1970
kaz,66.03,1975
kaz,61.04,1980
kaz,58.84,1985
kaz,57.76,1990
kaz,58.54,1995
kaz,52.59,2000
kaz,47.44,2005
kaz,44.48,2010
kaz,49.03,2015
kaz,54.22,2020
kaz,55.19,2025
kaz,53.74,2030
kaz,52.29,2035
kaz,53.75,2040
kaz,56.65,2045
kaz,59.26,2050
ken,76.99,1950
ken,86.73,1955
ken,99.83,1960
ken,107.6,1965
ken,109.8,1970
ken,111.5,1975
ken,112.0,1980
ken,111.1,1985
ken,106.0,1990
ken,96.37,1995
ken,88.55,2000
ken,83.49,2005
ken,83.35,2010
ken,84.5,2015
ken,84.85,2020
ken,84.14,2025
ken,83.2,2030
ken,82.96,2035
ken,83.65,2040
ken,84.86,2045
ken,85.98,2050
kwt,63.79,1950
kwt,65.19,1955
kwt,58.7,1960
kwt,65.88,1965
kwt,81.68,1970
kwt,84.58,1975
kwt,71.03,1980
kwt,61.81,1985
kwt,60.55,1990
kwt,42.93,1995
kwt,37.68,2000
kwt,34.27,2005
kwt,34.46,2010
kwt,35.64,2015
kwt,37.2,2020
kwt,39.75,2025
kwt,42.26,2030
kwt,46.82,2035
kwt,52.59,2040
kwt,58.65,2045
kwt,62.35,2050
kgz,57.36,1950
kgz,58.68,1955
kgz,75.02,1960
kgz,89.89,1965
kgz,89.96,1970
kgz,82.56,1975
kgz,73.24,1980
kgz,71.08,1985
kgz,72.42,1990
kgz,75.46,1995
kgz,67.92,2000
kgz,59.03,2005
kgz,51.75,2010
kgz,51.11,2015
kgz,53.91,2020
kgz,54.91,2025
kgz,54.43,2030
kgz,53.64,2035
kgz,54.81,2040
kgz,56.7,2045
kgz,59.16,2050
lao,73.94,1950
lao,78.68,1955
lao,81.98,1960
lao,83.31,1965
lao,82.24,1970
lao,83.12,1975
lao,89.93,1980
lao,90.04,1985
lao,88.73,1990
lao,89.34,1995
lao,87.34,2000
lao,78.06,2005
lao,68.06,2010
lao,62.17,2015
lao,63.96,2020
lao,66.44,2025
lao,66.43,2030
lao,64.73,2035
lao,63.57,2040
lao,63.86,2045
lao,65.72,2050
lva,54.49,1950
lva,49.42,1955
lva,45.38,1960
lva,46.77,1965
lva,47.42,1970
lva,47.78,1975
lva,46.92,1980
lva,45.45,1985
lva,45.66,1990
lva,52.19,1995
lva,49.61,2000
lva,45.06,2005
lva,45.51,2010
lva,49.69,2015
lva,55.94,2020
lva,61.11,2025
lva,62.2,2030
lva,60.43,2035
lva,61.53,2040
lva,66.13,2045
lva,73.99,2050
lbn,69.37,1950
lbn,74.88,1955
lbn,85.01,1960
lbn,90.72,1965
lbn,87.45,1970
lbn,80.48,1975
lbn,78.39,1980
lbn,72.61,1985
lbn,67.91,1990
lbn,62.04,1995
lbn,59.45,2000
lbn,53.07,2005
lbn,47.24,2010
lbn,44.14,2015
lbn,46.41,2020
lbn,51.11,2025
lbn,53.6,2030
lbn,54.47,2035
lbn,55.16,2040
lbn,57.52,2045
lbn,61.68,2050
lso,81.53,1950
lso,85.32,1955
lso,89.04,1960
lso,90.61,1965
lso,92.32,1970
lso,93.99,1975
lso,94.83,1980
lso,94.51,1985
lso,96.15,1990
lso,95.27,1995
lso,87.55,2000
lso,81.5,2005
lso,76.25,2010
lso,73.6,2015
lso,74.12,2020
lso,76.27,2025
lso,74.9,2030
lso,71.6,2035
lso,69.22,2040
lso,69.05,2045
lso,70.2,2050
lbr,79.77,1950
lbr,79.86,1955
lbr,85.37,1960
lbr,91.91,1965
lbr,96.6,1970
lbr,91.64,1975
lbr,89.57,1980
lbr,89.2,1985
lbr,92.31,1990
lbr,91.39,1995
lbr,89.33,2000
lbr,87.03,2005
lbr,83.9,2010
lbr,81.87,2015
lbr,81.47,2020
lbr,83.53,2025
lbr,84.56,2030
lbr,84.56,2035
lbr,84.02,2040
lbr,84.52,2045
lbr,85.39,2050
lby,86.59,1950
lby,89.21,1955
lby,89.12,1960
lby,88.02,1965
lby,91.39,1970
lby,94.47,1975
lby,96.76,1980
lby,97.75,1985
lby,83.9,1990
lby,68.65,1995
lby,55.07,2000
lby,51.81,2005
lby,52.54,2010
lby,53.74,2015
lby,53.53,2020
lby,52.67,2025
lby,50.97,2030
lby,51.16,2035
lby,54.5,2040
lby,59.64,2045
lby,65.44,2050
ltu,55.66,1950
ltu,53.31,1955
ltu,51.08,1960
ltu,55.38,1965
ltu,56.29,1970
ltu,54.81,1975
ltu,50.45,1980
ltu,46.59,1985
ltu,46.27,1990
ltu,51.81,1995
ltu,51.2,2000
ltu,47.07,2005
ltu,44.93,2010
ltu,46.89,2015
ltu,52.29,2020
ltu,59.81,2025
ltu,64.32,2030
ltu,64.72,2035
ltu,64.28,2040
ltu,65.08,2045
ltu,69.9,2050
lux,40.52,1950
lux,40.97,1955
lux,45.05,1960
lux,49.5,1965
lux,50.4,1970
lux,46.41,1975
lux,44.65,1980
lux,40.01,1985
lux,39.98,1990
lux,47.26,1995
lux,49.28,2000
lux,48.41,2005
lux,46.29,2010
lux,46.57,2015
lux,49.71,2020
lux,55.17,2025
lux,60.41,2030
lux,63.8,2035
lux,64.19,2040
lux,63.85,2045
lux,64.22,2050
mdg,70.23,1950
mdg,76.3,1955
mdg,84.39,1960
mdg,91.89,1965
mdg,94.31,1970
mdg,97.08,1975
mdg,97.47,1980
mdg,93.24,1985
mdg,91.06,1990
mdg,90.94,1995
mdg,93.29,2000
mdg,89.93,2005
mdg,83.64,2010
mdg,79.72,2015
mdg,79.87,2020
mdg,82.3,2025
mdg,83.06,2030
mdg,82.82,2035
mdg,82.77,2040
mdg,83.26,2045
mdg,83.52,2050
mwi,94.71,1950
mwi,93.45,1955
mwi,93.04,1960
mwi,92.7,1965
mwi,95.66,1970
mwi,98.25,1975
mwi,99.5,1980
mwi,100.8,1985
mwi,97.24,1990
mwi,92.69,1995
mwi,95.77,2000
mwi,99.28,2005
mwi,96.18,2010
mwi,92.92,2015
mwi,92.43,2020
mwi,94.92,2025
mwi,95.5,2030
mwi,94.16,2035
mwi,92.67,2040
mwi,92.78,2045
mwi,93.28,2050
mys,83.85,1950
mys,86.94,1955
mys,93.89,1960
mys,96.61,1965
mys,91.41,1970
mys,83.67,1975
mys,74.51,1980
mys,72.79,1985
mys,68.73,1990
mys,66.24,1995
mys,59.59,2000
mys,55.51,2005
mys,51.33,2010
mys,50.68,2015
mys,51.56,2020
mys,54.07,2025
mys,55.91,2030
mys,56.58,2035
mys,57.15,2040
mys,58.2,2045
mys,60.5,2050
mdv,60.78,1950
mdv,70.22,1955
mdv,79.37,1960
mdv,87.32,1965
mdv,85.11,1970
mdv,85.12,1975
mdv,87.98,1980
mdv,94.13,1985
mdv,98.45,1990
mdv,95.05,1995
mdv,76.4,2000
mdv,58.17,2005
mdv,46.03,2010
mdv,42.96,2015
mdv,45.53,2020
mdv,48.55,2025
mdv,48.32,2030
mdv,47.09,2035
mdv,47.08,2040
mdv,50.47,2045
mdv,57.94,2050
mli,75.32,1950
mli,75.46,1955
mli,76.42,1960
mli,78.77,1965
mli,82.98,1970
mli,83.83,1975
mli,86.04,1980
mli,88.6,1985
mli,91.3,1990
mli,93.97,1995
mli,92.68,2000
mli,88.53,2005
mli,86.49,2010
mli,86.33,2015
mli,86.32,2020
mli,86.57,2025
mli,86.37,2030
mli,86.42,2035
mli,86.81,2040
mli,87.38,2045
mli,88.29,2050
mlt,67.64,1950
mlt,79.09,1955
mlt,77.97,1960
mlt,69.53,1965
mlt,56.12,1970
mlt,50.11,1975
mlt,46.96,1980
mlt,48.93,1985
mlt,48.35,1990
mlt,50.33,1995
mlt,47.69,2000
mlt,44.14,2005
mlt,42.93,2010
mlt,48.05,2015
mlt,54.45,2020
mlt,62.55,2025
mlt,65.53,2030
mlt,64.31,2035
mlt,64.74,2040
mlt,68.35,2045
mlt,73.93,2050
mtq,73.31,1950
mtq,81.4,1955
mtq,86.78,1960
mtq,95.33,1965
mtq,86.08,1970
mtq,84.86,1975
mtq,60.01,1980
mtq,54.06,1985
mtq,48.54,1990
mtq,53.7,1995
mtq,53.59,2000
mtq,53.82,2005
mtq,51.94,2010
mtq,53.36,2015
mtq,57.36,2020
mtq,64.82,2025
mtq,73.36,2030
mtq,78.13,2035
mtq,79.77,2040
mtq,76.94,2045
mtq,76.73,2050
mrt,82.45,1950
mrt,81.7,1955
mrt,84.32,1960
mrt,87.55,1965
mrt,90.87,1970
mrt,91.44,1975
mrt,91.12,1980
mrt,90.26,1985
mrt,89.31,1990
mrt,86.32,1995
mrt,81.51,2000
mrt,76.27,2005
mrt,72.1,2010
mrt,70.45,2015
mrt,69.73,2020
mrt,70.56,2025
mrt,70.86,2030
mrt,71.24,2035
mrt,71.96,2040
mrt,72.99,2045
mrt,73.97,2050
mus,92.11,1950
mus,94.41,1955
mus,95.86,1960
mus,95.54,1965
mus,85.92,1970
mus,73.24,1975
mus,63.94,1980
mus,55.72,1985
mus,49.99,1990
mus,48.52,1995
mus,46.66,2000
mus,45.35,2005
mus,42.17,2010
mus,43.33,2015
mus,46.96,2020
mus,52.55,2025
mus,56.29,2030
mus,59.59,2035
mus,61.7,2040
mus,63.59,2045
mus,65.28,2050
myt,62.54,1950
myt,82.02,1955
myt,94.16,1960
myt,102.8,1965
myt,106.9,1970
myt,112.9,1975
myt,113.4,1980
myt,106.8,1985
myt,98.43,1990
myt,95.46,1995
myt,90.95,2000
myt,81.88,2005
myt,69.88,2010
myt,61.46,2015
myt,59.85,2020
myt,62.33,2025
myt,62.94,2030
myt,62.09,2035
myt,61.28,2040
myt,61.34,2045
myt,63.0,2050
mex,83.74,1950
mex,90.88,1955
mex,96.09,1960
mex,100.6,1965
mex,100.1,1970
mex,98.48,1975
mex,92.97,1980
mex,84.34,1985
mex,73.6,1990
mex,67.87,1995
mex,62.2,2000
mex,57.41,2005
mex,52.67,2010
mex,50.41,2015
mex,50.72,2020
mex,52.78,2025
mex,54.34,2030
mex,57.07,2035
mex,61.25,2040
mex,64.8,2045
mex,67.17,2050
fsm,63.09,1950
fsm,74.07,1955
fsm,85.49,1960
fsm,87.53,1965
fsm,86.13,1970
fsm,82.9,1975
fsm,78.96,1980
fsm,71.6,1985
fsm,66.85,1990
fsm,66.48,1995
fsm,60.74,2000
fsm,56.82,2005
fsm,53.49,2010
fsm,52.84,2015
fsm,54.28,2020
fsm,57.16,2025
fsm,59.16,2030
fsm,60.65,2035
fsm,60.57,2040
fsm,60.64,2045
fsm,62.22,2050
fsm,79.23,1950
fsm,88.12,1955
fsm,94.97,1960
fsm,101.5,1965
fsm,96.39,1970
fsm,105.9,1975
fsm,102.6,1980
fsm,95.76,1985
fsm,90.36,1990
fsm,88.39,1995
fsm,78.2,2000
fsm,72.67,2005
fsm,67.3,2010
fsm,64.4,2015
fsm,65.8,2020
fsm,69.01,2025
fsm,70.07,2030
fsm,68.13,2035
fsm,64.13,2040
fsm,62.05,2045
fsm,64.35,2050
mng,82.09,1950
mng,83.78,1955
mng,85.08,1960
mng,86.32,1965
mng,87.0,1970
mng,86.94,1975
mng,85.0,1980
mng,82.38,1985
mng,83.27,1990
mng,74.37,1995
mng,61.84,2000
mng,48.17,2005
mng,42.13,2010
mng,41.74,2015
mng,44.81,2020
mng,48.38,2025
mng,49.55,2030
mng,48.85,2035
mng,48.97,2040
mng,51.93,2045
mng,57.38,2050
mne,77.16,1950
mne,70.98,1955
mne,75.18,1960
mne,71.44,1965
mne,64.87,1970
mne,58.84,1975
mne,53.36,1980
mne,49.42,1985
mne,50.12,1990
mne,48.38,1995
mne,44.98,2000
mne,48.57,2005
mne,47.06,2010
mne,48.49,2015
mne,52.5,2020
mne,58.46,2025
mne,60.99,2030
mne,61.08,2035
mne,61.17,2040
mne,63.35,2045
mne,66.74,2050
mar,89.25,1950
mar,89.53,1955
mar,89.85,1960
mar,96.9,1965
mar,105.5,1970
mar,102.3,1975
mar,86.37,1980
mar,82.81,1985
mar,76.48,1990
mar,71.56,1995
mar,62.16,2000
mar,55.06,2005
mar,50.21,2010
mar,50.05,2015
mar,52.67,2020
mar,55.75,2025
mar,55.21,2030
mar,53.84,2035
mar,53.82,2040
mar,55.95,2045
mar,60.07,2050
moz,79.67,1950
moz,80.28,1955
moz,81.75,1960
moz,83.99,1965
moz,86.13,1970
moz,87.55,1975
moz,87.74,1980
moz,91.02,1985
moz,98.59,1990
moz,89.29,1995
moz,88.02,2000
moz,89.62,2005
moz,89.26,2010
moz,88.66,2015
moz,87.29,2020
moz,89.09,2025
moz,90.2,2030
moz,90.32,2035
moz,89.9,2040
moz,89.55,2045
moz,89.58,2050
mmr,59.86,1950
mmr,68.79,1955
mmr,78.43,1960
mmr,85.02,1965
mmr,83.42,1970
mmr,82.45,1975
mmr,80.05,1980
mmr,76.91,1985
mmr,69.76,1990
mmr,63.51,1995
mmr,54.98,2000
mmr,50.33,2005
mmr,47.16,2010
mmr,47.34,2015
mmr,49.45,2020
mmr,51.63,2025
mmr,51.9,2030
mmr,52.3,2035
mmr,54.07,2040
mmr,56.97,2045
mmr,60.57,2050
nam,74.45,1950
nam,79.32,1955
nam,82.24,1960
nam,84.79,1965
nam,86.88,1970
nam,90.75,1975
nam,99.61,1980
nam,101.3,1985
nam,88.23,1990
nam,85.13,1995
nam,79.81,2000
nam,73.79,2005
nam,66.81,2010
nam,64.71,2015
nam,65.36,2020
nam,66.99,2025
nam,66.9,2030
nam,65.65,2035
nam,64.6,2040
nam,64.66,2045
nam,65.65,2050
npl,74.03,1950
npl,73.82,1955
npl,74.65,1960
npl,78.59,1965
npl,80.75,1970
npl,82.05,1975
npl,83.12,1980
npl,83.75,1985
npl,83.45,1990
npl,82.67,1995
npl,80.01,2000
npl,74.67,2005
npl,66.62,2010
npl,60.6,2015
npl,58.75,2020
npl,60.03,2025
npl,59.67,2030
npl,58.61,2035
npl,58.42,2040
npl,59.67,2045
npl,61.49,2050
nld,57.25,1950
nld,60.12,1955
nld,61.67,1960
nld,58.35,1965
nld,57.11,1970
nld,53.47,1975
nld,47.75,1980
nld,42.23,1985
nld,40.89,1990
nld,46.19,1995
nld,47.38,2000
nld,48.15,2005
nld,49.21,2010
nld,54.21,2015
nld,58.94,2020
nld,66.1,2025
nld,72.82,2030
nld,77.36,2035
nld,77.48,2040
nld,75.23,2045
nld,73.65,2050
ant,69.54,1950
ant,82.45,1955
ant,84.46,1960
ant,80.74,1965
ant,70.55,1970
ant,61.71,1975
ant,55.77,1980
ant,51.73,1985
ant,47.52,1990
ant,51.3,1995
ant,51.34,2000
ant,48.24,2005
ant,44.75,2010
ant,46.44,2015
ant,49.21,2020
ant,54.32,2025
ant,60.18,2030
ant,65.01,2035
ant,72.08,2040
ant,79.65,2045
ant,87.32,2050
ncl,66.85,1950
ncl,66.85,1955
ncl,70.4,1960
ncl,73.72,1965
ncl,73.99,1970
ncl,72.56,1975
ncl,68.93,1980
ncl,63.4,1985
ncl,57.29,1990
ncl,55.58,1995
ncl,54.82,2000
ncl,51.37,2005
ncl,48.77,2010
ncl,48.18,2015
ncl,50.2,2020
ncl,53.8,2025
ncl,56.62,2030
ncl,58.55,2035
ncl,60.26,2040
ncl,61.71,2045
ncl,63.52,2050
nzl,59.64,1950
nzl,65.15,1955
nzl,68.49,1960
nzl,66.35,1965
nzl,64.8,1970
nzl,60.76,1975
nzl,55.92,1980
nzl,50.46,1985
nzl,48.45,1990
nzl,52.87,1995
nzl,52.74,2000
nzl,50.69,2005
nzl,49.69,2010
nzl,53.07,2015
nzl,57.63,2020
nzl,63.57,2025
nzl,67.85,2030
nzl,69.34,2035
nzl,68.86,2040
nzl,68.56,2045
nzl,69.69,2050
nic,84.11,1950
nic,91.67,1955
nic,99.33,1960
nic,106.6,1965
nic,102.0,1970
nic,98.43,1975
nic,98.75,1980
nic,99.31,1985
nic,95.8,1990
nic,90.0,1995
nic,80.51,2000
nic,72.12,2005
nic,64.16,2010
nic,59.8,2015
nic,59.96,2020
nic,60.52,2025
nic,59.7,2030
nic,59.09,2035
nic,59.55,2040
nic,61.24,2045
nic,63.89,2050
ner,101.5,1950
ner,93.71,1955
ner,90.45,1960
ner,91.82,1965
ner,96.97,1970
ner,99.75,1975
ner,100.9,1980
ner,103.1,1985
ner,104.5,1990
ner,103.4,1995
ner,102.4,2000
ner,103.8,2005
ner,108.8,2010
ner,112.3,2015
ner,114.7,2020
ner,114.2,2025
ner,115.5,2030
ner,117.1,2035
ner,118.4,2040
ner,118.8,2045
ner,118.7,2050
nga,80.5,1950
nga,82.05,1955
nga,83.77,1960
nga,86.3,1965
nga,86.7,1970
nga,88.11,1975
