geo,all_forms_of_tb_number_of_deaths_estimated,time
tls,594,1996
tls,584,1997
tls,572,1998
tls,567,1999
tls,574,2000
tls,595,2001
tls,334,2002
tls,431,2003
tls,466,2004
tls,494,2005
tls,532,2006
tls,544,2007
tgo,3475,1990
tgo,3690,1991
tgo,3933,1992
tgo,4191,1993
tgo,4449,1994
tgo,4701,1995
tgo,5030,1996
tgo,5748,1997
tgo,5862,1998
tgo,6245,1999
tgo,6587,2000
tgo,6939,2001
tgo,7499,2002
tgo,7593,2003
tgo,7880,2004
tgo,8199,2005
tgo,8542,2006
tgo,9058,2007
tkl,1,1990
tkl,1,1991
tkl,1,1992
tkl,0,1993
tkl,0,1994
tkl,1,1995
tkl,0,1996
tkl,0,1997
tkl,0,1998
tkl,0,1999
tkl,0,2000
tkl,0,2001
tkl,0,2002
tkl,0,2003
tkl,0,2004
tkl,0,2005
tkl,0,2006
tkl,0,2007
ton,6,1990
ton,5,1991
ton,5,1992
ton,5,1993
ton,5,1994
ton,5,1995
ton,3,1996
ton,4,1997
ton,2,1998
ton,4,1999
ton,3,2000
ton,5,2001
ton,3,2002
ton,3,2003
ton,4,2004
ton,3,2005
ton,3,2006
ton,2,2007
tto,24,1990
tto,24,1991
tto,25,1992
tto,25,1993
tto,26,1994
tto,26,1995
tto,26,1996
tto,27,1997
tto,24,1998
tto,26,1999
tto,25,2000
tto,28,2001
tto,29,2002
tto,28,2003
tto,26,2004
tto,28,2005
tto,26,2006
tto,26,2007
tun,273,1990
tun,263,1991
tun,284,1992
tun,297,1993
tun,307,1994
tun,300,1995
tun,309,1996
tun,301,1997
tun,264,1998
tun,296,1999
tun,248,2000
tun,224,2001
tun,268,2002
tun,260,2003
tun,276,2004
tun,271,2005
tun,282,2006
tun,282,2007
tur,4872,1990
tur,4784,1991
tur,4791,1992
tur,4701,1993
tur,4537,1994
tur,4249,1995
tur,4358,1996
tur,4515,1997
tur,4644,1998
tur,4163,1999
tur,3639,2000
tur,3378,2001
tur,3370,2002
tur,3388,2003
tur,3494,2004
tur,3351,2005
tur,3328,2006
tur,3789,2007
tkm,343,1990
tkm,339,1991
tkm,360,1992
tkm,360,1993
tkm,355,1994
tkm,321,1995
tkm,373,1996
tkm,468,1997
tkm,570,1998
tkm,601,1999
tkm,606,2000
tkm,585,2001
tkm,572,2002
tkm,544,2003
tkm,520,2004
tkm,492,2005
tkm,494,2006
tkm,460,2007
tca,1,1990
tca,1,1991
tca,1,1992
tca,1,1993
tca,1,1994
tca,1,1995
tca,1,1996
tca,1,1997
tca,1,1998
tca,0,1999
tca,0,2000
tca,1,2001
tca,1,2002
tca,1,2003
tca,1,2004
tca,1,2005
tca,0,2006
tca,0,2007
tuv,6,1990
tuv,6,1991
tuv,5,1992
tuv,5,1993
tuv,5,1994
tuv,5,1995
tuv,5,1996
tuv,4,1997
tuv,4,1998
tuv,4,1999
tuv,4,2000
tuv,4,2001
tuv,4,2002
tuv,4,2003
tuv,4,2004
tuv,3,2005
tuv,3,2006
tuv,2,2007
uga,12330,1990
uga,19650,1991
uga,22140,1992
uga,24880,1993
uga,26430,1994
uga,28280,1995
uga,28490,1996
uga,22300,1997
uga,23340,1998
uga,23380,1999
uga,25510,2000
uga,26420,2001
uga,28810,2002
uga,30980,2003
uga,30890,2004
uga,30980,2005
uga,29950,2006
uga,28690,2007
ukr,2879,1990
ukr,2773,1991
ukr,2965,1992
ukr,3179,1993
ukr,3360,1994
ukr,3559,1995
ukr,3975,1996
ukr,4409,1997
ukr,5070,1998
ukr,5338,1999
ukr,5909,2000
ukr,6404,2001
ukr,6732,2002
ukr,7142,2003
ukr,7008,2004
ukr,6822,2005
ukr,6704,2006
ukr,6744,2007
are,64,1990
are,64,1991
are,64,1992
are,63,1993
are,64,1994
are,64,1995
are,57,1996
are,58,1997
are,59,1998
are,69,1999
are,69,2000
are,71,2001
are,74,2002
are,74,2003
are,76,2004
are,78,2005
are,79,2006
are,80,2007
gbr,672,1990
gbr,685,1991
gbr,707,1992
gbr,711,1993
gbr,702,1994
gbr,693,1995
gbr,636,1996
gbr,699,1997
gbr,697,1998
gbr,691,1999
gbr,686,2000
gbr,712,2001
gbr,719,2002
gbr,756,2003
gbr,804,2004
gbr,869,2005
gbr,900,2006
gbr,930,2007
tza,10820,1990
tza,12670,1991
tza,14520,1992
tza,16420,1993
tza,18590,1994
tza,20490,1995
tza,22640,1996
tza,25250,1997
tza,26450,1998
tza,28270,1999
tza,30220,2000
tza,30570,2001
tza,32810,2002
tza,33150,2003
tza,33030,2004
tza,32930,2005
tza,32490,2006
tza,31500,2007
vir,3,1990
vir,3,1991
vir,3,1992
vir,3,1993
vir,3,1994
vir,3,1995
vir,2,1996
vir,2,1997
vir,2,1998
vir,2,1999
vir,2,2000
vir,2,2001
vir,2,2002
vir,2,2003
vir,2,2004
vir,2,2005
vir,2,2006
vir,2,2007
usa,2396,1990
usa,2497,1991
usa,2478,1992
usa,2413,1993
usa,2287,1994
usa,2164,1995
usa,2022,1996
usa,1881,1997
usa,1763,1998
usa,1654,1999
usa,1579,2000
usa,1502,2001
usa,1455,2002
usa,1409,2003
usa,1378,2004
usa,1344,2005
usa,1306,2006
usa,1267,2007
ury,104,1990
ury,103,1991
ury,102,1992
ury,102,1993
ury,101,1994
ury,100,1995
ury,93,1996
ury,93,1997
ury,100,1998
ury,100,1999
ury,99,2000
ury,95,2001
ury,98,2002
ury,97,2003
ury,89,2004
ury,95,2005
ury,95,2006
ury,84,2007
uzb,2012,1990
uzb,1925,1991
uzb,1950,1992
uzb,2320,1993
uzb,2363,1994
uzb,2516,1995
uzb,2373,1996
uzb,2529,1997
uzb,2730,1998
uzb,2923,1999
uzb,3079,2000
uzb,3416,2001
uzb,3732,2002
uzb,3926,2003
uzb,4146,2004
uzb,4305,2005
uzb,4273,2006
uzb,4497,2007
vut,47,1990
vut,46,1991
vut,45,1992
vut,44,1993
vut,43,1994
vut,42,1995
vut,41,1996
vut,37,1997
vut,36,1998
vut,34,1999
vut,31,2000
vut,27,2001
vut,33,2002
vut,30,2003
vut,29,2004
vut,31,2005
vut,27,2006
vut,27,2007
ven,1002,1990
ven,1022,1991
ven,1042,1992
ven,1062,1993
ven,1082,1994
ven,1103,1995
ven,1127,1996
ven,1151,1997
ven,1176,1998
ven,1200,1999
ven,1226,2000
ven,1255,2001
ven,1282,2002
ven,1304,2003
ven,1328,2004
ven,1352,2005
ven,1378,2006
ven,1403,2007
vnm,21730,1990
vnm,22000,1991
vnm,22280,1992
vnm,22550,1993
vnm,22820,1994
vnm,23080,1995
vnm,21270,1996
vnm,19520,1997
vnm,19280,1998
vnm,19340,1999
vnm,19580,2000
vnm,19790,2001
vnm,19730,2002
vnm,20170,2003
vnm,19970,2004
vnm,20490,2005
vnm,20460,2006
vnm,20680,2007
wlf,2,1990
wlf,6,1991
wlf,1,1992
wlf,3,1993
wlf,3,1994
wlf,1,1995
wlf,1,1996
wlf,2,1997
wlf,1,1998
wlf,1,1999
wlf,2,2000
wlf,0,2001
wlf,4,2002
wlf,2,2003
wlf,1,2004
wlf,1,2005
wlf,1,2006
wlf,0,2007
pse,119,1990
pse,122,1991
pse,127,1992
pse,128,1993
pse,131,1994
pse,133,1995
pse,134,1996
pse,130,1997
pse,129,1998
pse,129,1999
pse,124,2000
pse,126,2001
pse,126,2002
pse,127,2003
pse,127,2004
pse,126,2005
pse,125,2006
pse,125,2007
yem,2182,1990
yem,2248,1991
yem,2378,1992
yem,2404,1993
yem,2484,1994
yem,2528,1995
yem,2614,1996
yem,2476,1997
yem,2400,1998
yem,2306,1999
yem,2272,2000
yem,2246,2001
yem,2245,2002
yem,2239,2003
yem,2200,2004
yem,2202,2005
yem,2208,2006
yem,2188,2007
zmb,10230,1990
zmb,12740,1991
zmb,15570,1992
zmb,17840,1993
zmb,19680,1994
zmb,21250,1995
zmb,22590,1996
zmb,24080,1997
zmb,25000,1998
zmb,26400,1999
zmb,26660,2000
zmb,29180,2001
zmb,16950,2002
zmb,15320,2003
zmb,15490,2004
zmb,15870,2005
zmb,14930,2006
zmb,13660,2007
zwe,14710,1990
zwe,17340,1991
zwe,19500,1992
zwe,21810,1993
zwe,24090,1994
zwe,26500,1995
zwe,28660,1996
zwe,30870,1997
zwe,17450,1998
zwe,19460,1999
zwe,23390,2000
zwe,25100,2001
zwe,27840,2002
zwe,32800,2003
zwe,32950,2004
zwe,34560,2005
zwe,35450,2006
zwe,35340,2007
