newborn_mortality_rate_per_1000,geo,time
6.2,deu,1979
5.5,deu,1980
5.0,deu,1981
4.6,deu,1982
4.3,deu,1983
4.0,deu,1984
3.7,deu,1985
3.4,deu,1986
3.3,deu,1987
3.2,deu,1988
3.3,deu,1989
3.4,deu,1990
3.5,deu,1991
3.5,deu,1992
3.3,deu,1993
3.2,deu,1994
3.1,deu,1995
3.0,deu,1996
2.9,deu,1997
2.9,deu,1998
2.8,deu,1999
2.8,deu,2000
2.7,deu,2001
2.7,deu,2002
2.7,deu,2003
2.6,deu,2004
2.6,deu,2005
2.6,deu,2006
2.5,deu,2007
2.4,deu,2008
2.4,deu,2009
2.3,deu,2010
2.3,deu,2011
2.3,deu,2012
2.2,deu,2013
2.2,deu,2014
2.1,deu,2015
64.6,gha,1956
63.9,gha,1957
63.3,gha,1958
62.8,gha,1959
62.4,gha,1960
61.9,gha,1961
61.6,gha,1962
61.4,gha,1963
61.2,gha,1964
61.1,gha,1965
60.9,gha,1966
60.7,gha,1967
60.5,gha,1968
60.3,gha,1969
60.0,gha,1970
59.5,gha,1971
58.8,gha,1972
57.8,gha,1973
56.9,gha,1974
55.8,gha,1975
54.7,gha,1976
53.8,gha,1977
52.9,gha,1978
52.2,gha,1979
51.5,gha,1980
50.8,gha,1981
50.1,gha,1982
49.3,gha,1983
48.4,gha,1984
47.4,gha,1985
46.5,gha,1986
45.5,gha,1987
44.4,gha,1988
43.3,gha,1989
42.3,gha,1990
41.4,gha,1991
40.7,gha,1992
40.1,gha,1993
39.6,gha,1994
39.2,gha,1995
38.7,gha,1996
38.2,gha,1997
37.8,gha,1998
37.1,gha,1999
36.4,gha,2000
35.7,gha,2001
34.9,gha,2002
34.4,gha,2003
33.9,gha,2004
33.6,gha,2005
33.4,gha,2006
33.1,gha,2007
32.8,gha,2008
32.4,gha,2009
31.9,gha,2010
31.2,gha,2011
30.5,gha,2012
29.7,gha,2013
29.0,gha,2014
28.3,gha,2015
29.1,grc,1960
29.0,grc,1961
29.1,grc,1962
29.1,grc,1963
29.3,grc,1964
29.5,grc,1965
29.9,grc,1966
30.1,grc,1967
30.1,grc,1968
29.7,grc,1969
29.0,grc,1970
28.1,grc,1971
27.2,grc,1972
26.4,grc,1973
25.6,grc,1974
24.8,grc,1975
23.8,grc,1976
22.8,grc,1977
21.6,grc,1978
20.4,grc,1979
19.2,grc,1980
18.0,grc,1981
16.9,grc,1982
16.0,grc,1983
15.1,grc,1984
14.1,grc,1985
13.1,grc,1986
12.1,grc,1987
11.1,grc,1988
10.2,grc,1989
9.5,grc,1990
9.0,grc,1991
8.6,grc,1992
8.4,grc,1993
8.1,grc,1994
7.8,grc,1995
7.5,grc,1996
7.1,grc,1997
6.6,grc,1998
6.1,grc,1999
5.6,grc,2000
5.1,grc,2001
4.7,grc,2002
4.3,grc,2003
3.9,grc,2004
3.6,grc,2005
3.4,grc,2006
3.2,grc,2007
3.1,grc,2008
3.1,grc,2009
3.0,grc,2010
3.0,grc,2011
3.0,grc,2012
3.0,grc,2013
3.0,grc,2014
2.9,grc,2015
14.1,grd,1985
14.0,grd,1986
14.0,grd,1987
13.9,grd,1988
13.6,grd,1989
13.2,grd,1990
12.6,grd,1991
11.8,grd,1992
11.0,grd,1993
10.1,grd,1994
9.3,grd,1995
8.7,grd,1996
8.2,grd,1997
7.9,grd,1998
7.8,grd,1999
7.7,grd,2000
7.6,grd,2001
7.5,grd,2002
7.5,grd,2003
7.4,grd,2004
7.3,grd,2005
7.2,grd,2006
7.1,grd,2007
7.0,grd,2008
6.9,grd,2009
6.8,grd,2010
6.7,grd,2011
6.5,grd,2012
6.4,grd,2013
6.2,grd,2014
6.0,grd,2015
59.1,gtm,1964
58.2,gtm,1965
57.3,gtm,1966
56.2,gtm,1967
55.0,gtm,1968
54.0,gtm,1969
52.8,gtm,1970
51.6,gtm,1971
50.3,gtm,1972
48.9,gtm,1973
47.3,gtm,1974
45.8,gtm,1975
44.3,gtm,1976
42.9,gtm,1977
41.7,gtm,1978
40.5,gtm,1979
39.3,gtm,1980
38.1,gtm,1981
37.0,gtm,1982
35.8,gtm,1983
34.7,gtm,1984
33.7,gtm,1985
32.7,gtm,1986
31.9,gtm,1987
30.9,gtm,1988
30.0,gtm,1989
29.0,gtm,1990
28.0,gtm,1991
27.1,gtm,1992
26.3,gtm,1993
25.4,gtm,1994
24.6,gtm,1995
23.8,gtm,1996
23.1,gtm,1997
22.4,gtm,1998
21.6,gtm,1999
21.0,gtm,2000
20.3,gtm,2001
19.6,gtm,2002
19.1,gtm,2003
18.5,gtm,2004
17.9,gtm,2005
17.5,gtm,2006
17.0,gtm,2007
16.6,gtm,2008
16.2,gtm,2009
15.8,gtm,2010
15.3,gtm,2011
14.8,gtm,2012
14.3,gtm,2013
13.8,gtm,2014
13.4,gtm,2015
70.2,gin,1976
71.2,gin,1977
72.8,gin,1978
74.5,gin,1979
76.1,gin,1980
77.1,gin,1981
77.5,gin,1982
77.1,gin,1983
75.7,gin,1984
73.7,gin,1985
71.3,gin,1986
68.8,gin,1987
66.5,gin,1988
64.5,gin,1989
62.9,gin,1990
61.6,gin,1991
60.5,gin,1992
59.8,gin,1993
59.3,gin,1994
58.7,gin,1995
57.7,gin,1996
56.2,gin,1997
54.0,gin,1998
51.1,gin,1999
48.3,gin,2000
46.1,gin,2001
44.5,gin,2002
43.3,gin,2003
42.1,gin,2004
40.9,gin,2005
39.4,gin,2006
37.7,gin,2007
36.4,gin,2008
35.3,gin,2009
34.6,gin,2010
33.9,gin,2011
33.2,gin,2012
32.6,gin,2013
31.8,gin,2014
31.3,gin,2015
67.2,gnb,1987
66.6,gnb,1988
66.0,gnb,1989
65.4,gnb,1990
64.7,gnb,1991
64.2,gnb,1992
63.6,gnb,1993
62.6,gnb,1994
61.6,gnb,1995
60.6,gnb,1996
59.5,gnb,1997
58.3,gnb,1998
57.1,gnb,1999
55.7,gnb,2000
54.6,gnb,2001
53.6,gnb,2002
52.5,gnb,2003
51.9,gnb,2004
51.1,gnb,2005
50.4,gnb,2006
49.3,gnb,2007
48.2,gnb,2008
46.9,gnb,2009
45.5,gnb,2010
44.2,gnb,2011
42.8,gnb,2012
41.6,gnb,2013
40.6,gnb,2014
39.7,gnb,2015
51.1,guy,1952
49.8,guy,1953
48.4,guy,1954
47.0,guy,1955
45.4,guy,1956
44.0,guy,1957
42.5,guy,1958
41.2,guy,1959
39.9,guy,1960
39.0,guy,1961
38.1,guy,1962
37.4,guy,1963
36.7,guy,1964
36.1,guy,1965
35.7,guy,1966
35.3,guy,1967
35.0,guy,1968
34.6,guy,1969
34.3,guy,1970
34.2,guy,1971
34.1,guy,1972
33.9,guy,1973
33.6,guy,1974
33.4,guy,1975
33.1,guy,1976
32.8,guy,1977
32.5,guy,1978
32.1,guy,1979
31.8,guy,1980
31.5,guy,1981
31.4,guy,1982
31.3,guy,1983
31.1,guy,1984
30.9,guy,1985
30.8,guy,1986
30.7,guy,1987
30.5,guy,1988
30.3,guy,1989
30.1,guy,1990
30.0,guy,1991
29.8,guy,1992
29.5,guy,1993
29.2,guy,1994
28.8,guy,1995
28.4,guy,1996
27.9,guy,1997
27.3,guy,1998
26.6,guy,1999
26.0,guy,2000
25.5,guy,2001
25.1,guy,2002
24.8,guy,2003
24.6,guy,2004
24.4,guy,2005
24.2,guy,2006
24.1,guy,2007
24.1,guy,2008
24.0,guy,2009
23.9,guy,2010
23.8,guy,2011
23.7,guy,2012
23.5,guy,2013
23.2,guy,2014
22.8,guy,2015
89.3,hti,1959
88.5,hti,1960
88.2,hti,1961
88.1,hti,1962
87.4,hti,1963
86.7,hti,1964
85.7,hti,1965
84.9,hti,1966
83.8,hti,1967
82.9,hti,1968
81.6,hti,1969
80.3,hti,1970
78.9,hti,1971
77.2,hti,1972
75.2,hti,1973
73.2,hti,1974
71.1,hti,1975
68.8,hti,1976
66.6,hti,1977
64.0,hti,1978
61.7,hti,1979
59.3,hti,1980
56.9,hti,1981
54.9,hti,1982
53.0,hti,1983
51.3,hti,1984
49.7,hti,1985
47.8,hti,1986
45.7,hti,1987
43.4,hti,1988
41.2,hti,1989
39.2,hti,1990
37.5,hti,1991
36.2,hti,1992
35.2,hti,1993
34.3,hti,1994
33.6,hti,1995
32.8,hti,1996
32.1,hti,1997
31.5,hti,1998
31.0,hti,1999
30.6,hti,2000
30.3,hti,2001
30.2,hti,2002
30.2,hti,2003
30.1,hti,2004
29.8,hti,2005
29.4,hti,2006
29.0,hti,2007
28.5,hti,2008
28.1,hti,2009
29.9,hti,2010
27.3,hti,2011
26.9,hti,2012
26.5,hti,2013
26.0,hti,2014
25.4,hti,2015
41.9,hnd,1968
41.2,hnd,1969
40.4,hnd,1970
39.6,hnd,1971
38.7,hnd,1972
37.8,hnd,1973
36.7,hnd,1974
35.7,hnd,1975
34.8,hnd,1976
34.0,hnd,1977
33.1,hnd,1978
32.4,hnd,1979
31.5,hnd,1980
30.5,hnd,1981
29.5,hnd,1982
28.4,hnd,1983
27.4,hnd,1984
26.4,hnd,1985
25.5,hnd,1986
24.5,hnd,1987
23.5,hnd,1988
22.6,hnd,1989
21.6,hnd,1990
20.8,hnd,1991
20.1,hnd,1992
19.6,hnd,1993
19.2,hnd,1994
18.9,hnd,1995
18.7,hnd,1996
18.5,hnd,1997
18.5,hnd,1998
17.9,hnd,1999
17.6,hnd,2000
17.3,hnd,2001
17.0,hnd,2002
16.5,hnd,2003
16.1,hnd,2004
15.7,hnd,2005
15.3,hnd,2006
14.8,hnd,2007
14.3,hnd,2008
13.7,hnd,2009
13.1,hnd,2010
12.6,hnd,2011
12.2,hnd,2012
11.8,hnd,2013
11.4,hnd,2014
11.0,hnd,2015
33.9,hun,1960
33.2,hun,1961
33.1,hun,1962
33.2,hun,1963
33.4,hun,1964
33.5,hun,1965
33.7,hun,1966
33.8,hun,1967
33.9,hun,1968
33.8,hun,1969
33.7,hun,1970
33.8,hun,1971
33.9,hun,1972
33.8,hun,1973
33.1,hun,1974
31.6,hun,1975
29.2,hun,1976
26.2,hun,1977
23.7,hun,1978
22.0,hun,1979
20.7,hun,1980
19.6,hun,1981
18.8,hun,1982
18.4,hun,1983
18.4,hun,1984
18.2,hun,1985
17.3,hun,1986
15.9,hun,1987
14.8,hun,1988
14.1,hun,1989
13.6,hun,1990
12.8,hun,1991
11.9,hun,1992
10.8,hun,1993
9.9,hun,1994
9.1,hun,1995
8.5,hun,1996
8.1,hun,1997
7.7,hun,1998
7.4,hun,1999
7.0,hun,2000
6.6,hun,2001
6.1,hun,2002
5.7,hun,2003
5.3,hun,2004
5.0,hun,2005
4.8,hun,2006
4.6,hun,2007
4.4,hun,2008
4.2,hun,2009
4.0,hun,2010
3.9,hun,2011
3.8,hun,2012
3.7,hun,2013
3.6,hun,2014
3.5,hun,2015
12.3,isl,1952
12.1,isl,1953
11.8,isl,1954
11.6,isl,1955
11.5,isl,1956
11.3,isl,1957
11.3,isl,1958
11.2,isl,1959
11.2,isl,1960
11.2,isl,1961
11.2,isl,1962
11.1,isl,1963
11.0,isl,1964
10.9,isl,1965
10.8,isl,1966
10.6,isl,1967
10.4,isl,1968
10.1,isl,1969
9.7,isl,1970
9.3,isl,1971
8.9,isl,1972
8.4,isl,1973
7.9,isl,1974
7.3,isl,1975
6.8,isl,1976
6.4,isl,1977
6.0,isl,1978
5.7,isl,1979
5.4,isl,1980
5.2,isl,1981
4.9,isl,1982
4.7,isl,1983
4.5,isl,1984
4.3,isl,1985
4.2,isl,1986
4.0,isl,1987
3.8,isl,1988
3.6,isl,1989
3.5,isl,1990
3.3,isl,1991
3.1,isl,1992
3.0,isl,1993
2.8,isl,1994
2.7,isl,1995
2.6,isl,1996
2.5,isl,1997
2.3,isl,1998
2.2,isl,1999
2.1,isl,2000
2.0,isl,2001
1.8,isl,2002
1.7,isl,2003
1.6,isl,2004
1.5,isl,2005
1.4,isl,2006
1.3,isl,2007
1.3,isl,2008
1.2,isl,2009
1.2,isl,2010
1.1,isl,2011
1.1,isl,2012
1.0,isl,2013
1.0,isl,2014
0.9,isl,2015
85.3,ind,1969
84.5,ind,1970
83.6,ind,1971
82.8,ind,1972
82.0,ind,1973
80.9,ind,1974
79.6,ind,1975
78.2,ind,1976
76.7,ind,1977
75.1,ind,1978
73.6,ind,1979
71.9,ind,1980
70.4,ind,1981
68.9,ind,1982
67.4,ind,1983
65.9,ind,1984
64.4,ind,1985
63.0,ind,1986
61.5,ind,1987
60.1,ind,1988
58.7,ind,1989
57.4,ind,1990
56.1,ind,1991
54.8,ind,1992
53.7,ind,1993
52.5,ind,1994
51.4,ind,1995
50.3,ind,1996
49.0,ind,1997
47.8,ind,1998
46.5,ind,1999
45.1,ind,2000
43.7,ind,2001
42.3,ind,2002
40.9,ind,2003
39.5,ind,2004
38.3,ind,2005
37.1,ind,2006
36.0,ind,2007
34.9,ind,2008
33.8,ind,2009
32.7,ind,2010
31.6,ind,2011
30.6,ind,2012
29.5,ind,2013
28.6,ind,2014
27.7,ind,2015
63.5,idn,1953
62.4,idn,1954
61.4,idn,1955
60.3,idn,1956
59.3,idn,1957
58.3,idn,1958
57.2,idn,1959
56.3,idn,1960
55.4,idn,1961
54.5,idn,1962
53.7,idn,1963
52.8,idn,1964
52.0,idn,1965
51.2,idn,1966
50.4,idn,1967
49.6,idn,1968
48.8,idn,1969
48.0,idn,1970
47.1,idn,1971
46.2,idn,1972
45.2,idn,1973
44.2,idn,1974
43.2,idn,1975
42.1,idn,1976
41.1,idn,1977
40.2,idn,1978
39.3,idn,1979
38.4,idn,1980
37.4,idn,1981
36.4,idn,1982
35.4,idn,1983
34.4,idn,1984
33.6,idn,1985
32.8,idn,1986
32.2,idn,1987
31.6,idn,1988
31.0,idn,1989
30.3,idn,1990
29.6,idn,1991
28.9,idn,1992
28.2,idn,1993
27.4,idn,1994
26.5,idn,1995
25.6,idn,1996
24.7,idn,1997
23.9,idn,1998
23.1,idn,1999
22.3,idn,2000
21.6,idn,2001
20.9,idn,2002
20.3,idn,2003
19.8,idn,2004
19.2,idn,2005
18.6,idn,2006
18.1,idn,2007
17.6,idn,2008
17.1,idn,2009
16.4,idn,2010
15.7,idn,2011
15.1,idn,2012
14.5,idn,2013
14.0,idn,2014
13.5,idn,2015
26.5,irn,1990
25.6,irn,1991
24.8,irn,1992
24.0,irn,1993
23.3,irn,1994
22.6,irn,1995
22.0,irn,1996
21.3,irn,1997
20.6,irn,1998
19.9,irn,1999
19.2,irn,2000
18.4,irn,2001
17.5,irn,2002
16.8,irn,2003
16.0,irn,2004
15.3,irn,2005
14.6,irn,2006
13.9,irn,2007
13.1,irn,2008
12.4,irn,2009
11.7,irn,2010
11.2,irn,2011
10.7,irn,2012
10.2,irn,2013
9.8,irn,2014
9.5,irn,2015
45.5,irq,1969
44.3,irq,1970
43.0,irq,1971
41.7,irq,1972
40.5,irq,1973
39.4,irq,1974
38.3,irq,1975
37.2,irq,1976
36.3,irq,1977
35.4,irq,1978
34.6,irq,1979
33.7,irq,1980
32.9,irq,1981
32.1,irq,1982
31.4,irq,1983
30.7,irq,1984
30.0,irq,1985
29.4,irq,1986
28.8,irq,1987
28.2,irq,1988
27.6,irq,1989
27.1,irq,1990
26.6,irq,1991
26.2,irq,1992
25.9,irq,1993
25.6,irq,1994
25.3,irq,1995
25.1,irq,1996
24.9,irq,1997
24.7,irq,1998
24.5,irq,1999
24.3,irq,2000
24.0,irq,2001
23.7,irq,2002
23.4,irq,2003
23.0,irq,2004
22.6,irq,2005
22.3,irq,2006
21.9,irq,2007
21.5,irq,2008
21.1,irq,2009
20.7,irq,2010
20.4,irq,2011
20.0,irq,2012
19.5,irq,2013
19.0,irq,2014
18.4,irq,2015
21.1,irl,1960
20.2,irl,1961
19.2,irl,1962
18.4,irl,1963
17.7,irl,1964
17.0,irl,1965
16.3,irl,1966
15.5,irl,1967
14.6,irl,1968
13.7,irl,1969
13.1,irl,1970
12.6,irl,1971
12.3,irl,1972
12.1,irl,1973
11.9,irl,1974
11.5,irl,1975
10.8,irl,1976
10.0,irl,1977
9.1,irl,1978
8.2,irl,1979
7.5,irl,1980
6.8,irl,1981
6.3,irl,1982
6.0,irl,1983
5.7,irl,1984
5.4,irl,1985
5.1,irl,1986
4.9,irl,1987
4.8,irl,1988
4.8,irl,1989
4.7,irl,1990
4.6,irl,1991
4.5,irl,1992
4.4,irl,1993
4.3,irl,1994
4.2,irl,1995
4.1,irl,1996
4.1,irl,1997
4.1,irl,1998
4.1,irl,1999
4.0,irl,2000
3.9,irl,2001
3.7,irl,2002
3.5,irl,2003
3.2,irl,2004
3.0,irl,2005
2.8,irl,2006
2.6,irl,2007
2.5,irl,2008
2.5,irl,2009
2.5,irl,2010
2.5,irl,2011
2.5,irl,2012
2.4,irl,2013
2.3,irl,2014
2.3,irl,2015
13.6,isr,1975
12.6,isr,1976
11.8,isr,1977
11.0,isr,1978
10.5,isr,1979
10.0,isr,1980
9.4,isr,1981
8.9,isr,1982
8.4,isr,1983
8.0,isr,1984
7.8,isr,1985
7.6,isr,1986
7.3,isr,1987
6.9,isr,1988
6.6,isr,1989
6.3,isr,1990
5.9,isr,1991
5.5,isr,1992
5.1,isr,1993
4.7,isr,1994
4.5,isr,1995
4.2,isr,1996
4.0,isr,1997
3.8,isr,1998
3.7,isr,1999
3.6,isr,2000
3.5,isr,2001
3.3,isr,2002
3.2,isr,2003
2.9,isr,2004
2.7,isr,2005
2.5,isr,2006
2.5,isr,2007
2.4,isr,2008
2.4,isr,2009
2.4,isr,2010
2.4,isr,2011
2.3,isr,2012
2.3,isr,2013
2.2,isr,2014
2.1,isr,2015
24.3,ita,1960
23.6,ita,1961
23.0,ita,1962
22.7,ita,1963
22.7,ita,1964
22.8,ita,1965
22.5,ita,1966
21.8,ita,1967
21.2,ita,1968
20.9,ita,1969
20.8,ita,1970
20.4,ita,1971
19.7,ita,1972
18.7,ita,1973
17.4,ita,1974
16.0,ita,1975
14.9,ita,1976
14.0,ita,1977
13.2,ita,1978
12.3,ita,1979
11.4,ita,1980
10.5,ita,1981
9.9,ita,1982
9.4,ita,1983
8.8,ita,1984
8.3,ita,1985
7.8,ita,1986
7.4,ita,1987
7.1,ita,1988
6.8,ita,1989
6.4,ita,1990
6.1,ita,1991
5.6,ita,1992
5.3,ita,1993
5.0,ita,1994
4.7,ita,1995
4.5,ita,1996
4.2,ita,1997
3.9,ita,1998
3.7,ita,1999
3.4,ita,2000
3.2,ita,2001
3.1,ita,2002
2.9,ita,2003
2.8,ita,2004
2.7,ita,2005
2.6,ita,2006
2.5,ita,2007
2.5,ita,2008
2.5,ita,2009
2.4,ita,2010
2.4,ita,2011
2.3,ita,2012
2.2,ita,2013
2.1,ita,2014
2.1,ita,2015
46.4,jam,1952
45.1,jam,1953
43.6,jam,1954
42.2,jam,1955
40.9,jam,1956
39.3,jam,1957
37.7,jam,1958
36.4,jam,1959
35.3,jam,1960
34.3,jam,1961
33.2,jam,1962
32.0,jam,1963
31.0,jam,1964
29.9,jam,1965
28.9,jam,1966
28.0,jam,1967
27.0,jam,1968
26.1,jam,1969
25.2,jam,1970
24.5,jam,1971
23.7,jam,1972
23.2,jam,1973
22.8,jam,1974
22.6,jam,1975
22.4,jam,1976
22.4,jam,1977
22.3,jam,1978
22.2,jam,1979
22.1,jam,1980
22.0,jam,1981
21.9,jam,1982
21.9,jam,1983
21.8,jam,1984
21.7,jam,1985
21.6,jam,1986
21.3,jam,1987
21.0,jam,1988
20.8,jam,1989
20.6,jam,1990
20.3,jam,1991
20.0,jam,1992
19.7,jam,1993
19.3,jam,1994
18.9,jam,1995
18.6,jam,1996
18.3,jam,1997
17.9,jam,1998
17.5,jam,1999
17.0,jam,2000
16.5,jam,2001
16.0,jam,2002
15.5,jam,2003
15.1,jam,2004
14.7,jam,2005
14.5,jam,2006
14.3,jam,2007
14.0,jam,2008
13.7,jam,2009
13.5,jam,2010
13.1,jam,2011
12.7,jam,2012
12.4,jam,2013
12.0,jam,2014
11.6,jam,2015
9.6,jpn,1968
9.1,jpn,1969
8.7,jpn,1970
8.2,jpn,1971
7.8,jpn,1972
7.4,jpn,1973
7.0,jpn,1974
6.7,jpn,1975
6.4,jpn,1976
6.1,jpn,1977
5.7,jpn,1978
5.3,jpn,1979
4.9,jpn,1980
4.6,jpn,1981
4.3,jpn,1982
3.9,jpn,1983
3.7,jpn,1984
3.4,jpn,1985
3.1,jpn,1986
2.9,jpn,1987
2.8,jpn,1988
2.6,jpn,1989
2.5,jpn,1990
2.5,jpn,1991
2.4,jpn,1992
2.3,jpn,1993
2.2,jpn,1994
2.2,jpn,1995
2.1,jpn,1996
2.0,jpn,1997
1.9,jpn,1998
1.8,jpn,1999
1.8,jpn,2000
1.7,jpn,2001
1.7,jpn,2002
1.6,jpn,2003
1.5,jpn,2004
1.4,jpn,2005
1.3,jpn,2006
1.3,jpn,2007
1.2,jpn,2008
1.2,jpn,2009
1.1,jpn,2010
1.0,jpn,2011
1.0,jpn,2012
1.0,jpn,2013
1.0,jpn,2014
0.9,jpn,2015
48.1,jor,1953
46.9,jor,1954
45.8,jor,1955
44.6,jor,1956
43.5,jor,1957
42.4,jor,1958
41.3,jor,1959
40.3,jor,1960
39.2,jor,1961
38.2,jor,1962
37.1,jor,1963
36.1,jor,1964
35.1,jor,1965
34.1,jor,1966
33.3,jor,1967
32.4,jor,1968
31.6,jor,1969
30.9,jor,1970
30.1,jor,1971
29.4,jor,1972
28.8,jor,1973
28.1,jor,1974
27.5,jor,1975
26.9,jor,1976
26.4,jor,1977
26.0,jor,1978
25.9,jor,1979
25.7,jor,1980
25.6,jor,1981
25.4,jor,1982
25.0,jor,1983
24.5,jor,1984
23.8,jor,1985
23.0,jor,1986
22.2,jor,1987
21.4,jor,1988
20.8,jor,1989
20.2,jor,1990
19.7,jor,1991
19.3,jor,1992
18.9,jor,1993
18.5,jor,1994
18.1,jor,1995
17.8,jor,1996
17.5,jor,1997
17.3,jor,1998
17.0,jor,1999
16.6,jor,2000
16.3,jor,2001
15.9,jor,2002
15.4,jor,2003
15.0,jor,2004
14.5,jor,2005
14.1,jor,2006
13.6,jor,2007
13.3,jor,2008
12.9,jor,2009
12.5,jor,2010
12.1,jor,2011
11.7,jor,2012
11.3,jor,2013
11.0,jor,2014
10.6,jor,2015
27.7,kaz,1972
27.3,kaz,1973
26.9,kaz,1974
26.6,kaz,1975
26.3,kaz,1976
26.0,kaz,1977
25.8,kaz,1978
25.5,kaz,1979
25.1,kaz,1980
24.8,kaz,1981
24.4,kaz,1982
24.1,kaz,1983
23.8,kaz,1984
23.4,kaz,1985
23.0,kaz,1986
22.7,kaz,1987
22.4,kaz,1988
22.3,kaz,1989
22.3,kaz,1990
22.3,kaz,1991
22.4,kaz,1992
22.7,kaz,1993
22.9,kaz,1994
22.8,kaz,1995
22.6,kaz,1996
22.2,kaz,1997
21.5,kaz,1998
20.9,kaz,1999
20.1,kaz,2000
19.4,kaz,2001
18.6,kaz,2002
17.9,kaz,2003
17.2,kaz,2004
16.2,kaz,2005
15.1,kaz,2006
14.0,kaz,2007
12.9,kaz,2008
11.8,kaz,2009
10.7,kaz,2010
9.8,kaz,2011
8.9,kaz,2012
8.1,kaz,2013
7.5,kaz,2014
7.0,kaz,2015
58.0,ken,1954
56.3,ken,1955
54.6,ken,1956
52.8,ken,1957
51.2,ken,1958
49.5,ken,1959
47.6,ken,1960
45.9,ken,1961
44.3,ken,1962
42.9,ken,1963
41.7,ken,1964
40.6,ken,1965
40.0,ken,1966
39.6,ken,1967
39.3,ken,1968
38.9,ken,1969
38.4,ken,1970
37.7,ken,1971
36.9,ken,1972
36.2,ken,1973
35.4,ken,1974
34.7,ken,1975
34.2,ken,1976
33.7,ken,1977
33.2,ken,1978
32.8,ken,1979
32.5,ken,1980
32.1,ken,1981
31.7,ken,1982
31.3,ken,1983
30.9,ken,1984
30.4,ken,1985
29.8,ken,1986
29.1,ken,1987
28.4,ken,1988
27.9,ken,1989
27.4,ken,1990
27.2,ken,1991
27.2,ken,1992
27.1,ken,1993
27.1,ken,1994
27.3,ken,1995
27.6,ken,1996
28.0,ken,1997
28.4,ken,1998
28.8,ken,1999
29.1,ken,2000
29.3,ken,2001
29.3,ken,2002
29.3,ken,2003
29.2,ken,2004
29.0,ken,2005
28.5,ken,2006
28.0,ken,2007
27.3,ken,2008
26.6,ken,2009
25.9,ken,2010
25.1,ken,2011
24.3,ken,2012
23.6,ken,2013
22.9,ken,2014
22.2,ken,2015
36.1,kir,1990
35.2,kir,1991
34.4,kir,1992
33.7,kir,1993
33.1,kir,1994
32.5,kir,1995
31.9,kir,1996
31.1,kir,1997
30.4,kir,1998
29.7,kir,1999
28.9,kir,2000
28.2,kir,2001
27.5,kir,2002
26.9,kir,2003
26.5,kir,2004
26.2,kir,2005
26.0,kir,2006
26.0,kir,2007
26.0,kir,2008
25.9,kir,2009
25.7,kir,2010
25.3,kir,2011
24.9,kir,2012
24.6,kir,2013
24.1,kir,2014
23.7,kir,2015
21.9,prk,1990
23.7,prk,1991
25.7,prk,1992
27.8,prk,1993
29.5,prk,1994
30.9,prk,1995
31.7,prk,1996
31.7,prk,1997
30.9,prk,1998
29.4,prk,1999
27.3,prk,2000
24.8,prk,2001
22.3,prk,2002
20.2,prk,2003
18.7,prk,2004
17.7,prk,2005
17.4,prk,2006
17.4,prk,2007
17.5,prk,2008
17.3,prk,2009
16.9,prk,2010
16.2,prk,2011
15.5,prk,2012
14.8,prk,2013
14.1,prk,2014
13.5,prk,2015
43.9,kor,1951
41.0,kor,1952
38.2,kor,1953
35.9,kor,1954
33.9,kor,1955
32.3,kor,1956
31.0,kor,1957
30.0,kor,1958
29.3,kor,1959
28.7,kor,1960
28.1,kor,1961
27.6,kor,1962
27.1,kor,1963
26.5,kor,1964
25.9,kor,1965
25.0,kor,1966
24.0,kor,1967
22.9,kor,1968
21.7,kor,1969
20.3,kor,1970
18.8,kor,1971
17.3,kor,1972
15.8,kor,1973
13.9,kor,1974
11.9,kor,1975
10.2,kor,1976
8.8,kor,1977
7.7,kor,1978
6.8,kor,1979
6.0,kor,1980
5.5,kor,1981
5.0,kor,1982
4.6,kor,1983
4.3,kor,1984
4.0,kor,1985
3.6,kor,1986
3.4,kor,1987
3.1,kor,1988
2.9,kor,1989
2.7,kor,1990
2.5,kor,1991
2.4,kor,1992
2.2,kor,1993
2.1,kor,1994
1.9,kor,1995
1.8,kor,1996
1.8,kor,1997
1.9,kor,1998
2.1,kor,1999
2.4,kor,2000
2.7,kor,2001
2.9,kor,2002
2.9,kor,2003
2.7,kor,2004
2.5,kor,2005
2.2,kor,2006
2.0,kor,2007
1.9,kor,2008
1.8,kor,2009
1.7,kor,2010
1.7,kor,2011
1.7,kor,2012
1.7,kor,2013
1.7,kor,2014
1.6,kor,2015
12.4,kwt,1985
11.9,kwt,1986
11.6,kwt,1987
11.2,kwt,1988
10.8,kwt,1989
10.4,kwt,1990
9.9,kwt,1991
9.4,kwt,1992
8.9,kwt,1993
8.5,kwt,1994
8.1,kwt,1995
7.7,kwt,1996
7.3,kwt,1997
7.0,kwt,1998
6.7,kwt,1999
6.5,kwt,2000
6.4,kwt,2001
6.2,kwt,2002
6.0,kwt,2003
5.9,kwt,2004
5.9,kwt,2005
5.8,kwt,2006
5.7,kwt,2007
5.4,kwt,2008
5.1,kwt,2009
4.6,kwt,2010
4.2,kwt,2011
3.8,kwt,2012
3.6,kwt,2013
3.4,kwt,2014
3.2,kwt,2015
30.3,kgz,1979
29.7,kgz,1980
29.0,kgz,1981
28.0,kgz,1982
27.2,kgz,1983
26.6,kgz,1984
26.0,kgz,1985
25.7,kgz,1986
25.5,kgz,1987
25.3,kgz,1988
25.1,kgz,1989
25.2,kgz,1990
