murdered_60plus_per_100000_people,geo,time
4.186,mkd,2002
3.179,mkd,2003
0.0,mus,1961
0.0,mus,1962
0.0,mus,1963
4.023,mus,1964
2.435,mus,1965
19.36,mus,1966
1.913,mus,1967
13.07,mus,1968
9.508,mus,1969
7.562,mus,1970
1.904,mus,1971
2.125,mus,1972
5.251,mus,1973
1.793,mus,1974
0.0,mus,1975
6.712,mus,1976
0.0,mus,1977
5.846,mus,1978
0.0,mus,1979
0.0,mus,1980
0.0,mus,1981
5.501,mus,1982
1.268,mus,1983
5.727,mus,1984
2.204,mus,1985
1.338,mus,1986
1.285,mus,1987
6.202,mus,1988
3.239,mus,1989
4.834,mus,1990
4.361,mus,1991
3.52,mus,1992
6.653,mus,1993
4.217,mus,1994
1.106,mus,1995
1.002,mus,1996
2.777,mus,1997
1.003,mus,1998
5.251,mus,1999
5.801,mus,2000
1.846,mus,2001
3.73,mus,2002
4.725,mus,2003
1.014,mus,2004
2.605,mus,2005
10.9,mus,2006
3.352,mus,2007
4.461,mus,2008
36.06,mex,1955
34.08,mex,1956
29.35,mex,1957
32.11,mex,1958
36.42,mex,1959
33.75,mex,1960
31.53,mex,1961
29.39,mex,1962
23.68,mex,1963
20.41,mex,1964
20.62,mex,1965
19.84,mex,1966
22.22,mex,1967
21.18,mex,1968
11.13,mex,1969
21.23,mex,1970
18.88,mex,1971
18.34,mex,1972
16.19,mex,1973
28.75,mex,1974
23.49,mex,1975
23.14,mex,1976
22.96,mex,1977
23.7,mex,1978
22.04,mex,1979
23.08,mex,1980
26.05,mex,1981
26.76,mex,1982
29.22,mex,1983
20.67,mex,1984
28.57,mex,1985
26.54,mex,1986
26.95,mex,1987
27.11,mex,1988
27.93,mex,1989
27.19,mex,1990
26.43,mex,1991
24.11,mex,1992
23.82,mex,1993
23.47,mex,1994
20.67,mex,1995
17.51,mex,1996
16.99,mex,1997
17.1,mex,1998
14.85,mex,1999
13.56,mex,2000
12.29,mex,2001
11.96,mex,2002
11.93,mex,2003
10.38,mex,2004
11.03,mex,2005
10.76,mex,2006
7.53,mex,2007
16.81,mda,1981
14.07,mda,1982
12.09,mda,1985
10.01,mda,1986
8.631,mda,1987
13.87,mda,1988
11.47,mda,1989
11.23,mda,1990
11.49,mda,1991
16.18,mda,1992
17.74,mda,1993
15.69,mda,1994
19.3,mda,1995
16.28,mda,1996
18.15,mda,1997
12.4,mda,1998
15.83,mda,1999
14.54,mda,2000
16.34,mda,2001
18.78,mda,2002
13.73,mda,2003
10.71,mda,2004
13.69,mda,2005
9.088,mda,2006
9.544,mda,2007
8.355,mda,2008
0.3395,nld,1950
0.5876,nld,1951
0.4699,nld,1952
0.7034,nld,1953
0.2227,nld,1954
0.5189,nld,1955
0.2832,nld,1956
0.2756,nld,1957
0.338,nld,1958
0.1969,nld,1959
0.3255,nld,1960
0.4415,nld,1961
0.3075,nld,1962
0.5985,nld,1963
0.2366,nld,1964
0.3403,nld,1965
0.3895,nld,1966
0.8581,nld,1967
0.3731,nld,1968
0.575,nld,1969
0.4121,nld,1970
0.5078,nld,1971
0.6551,nld,1972
0.4198,nld,1973
0.8869,nld,1974
0.4431,nld,1975
0.8239,nld,1976
0.6551,nld,1977
0.6057,nld,1978
0.5304,nld,1979
0.7166,nld,1980
0.4699,nld,1981
0.6006,nld,1982
0.698,nld,1983
0.7715,nld,1984
0.5034,nld,1985
0.8876,nld,1986
0.5122,nld,1987
0.3324,nld,1988
0.9908,nld,1989
0.3676,nld,1990
0.9685,nld,1991
0.7411,nld,1992
0.7398,nld,1993
0.9851,nld,1994
0.5849,nld,1995
0.9934,nld,1996
0.8184,nld,1997
0.9028,nld,1998
0.7944,nld,1999
0.5226,nld,2000
0.6971,nld,2001
0.5607,nld,2002
0.9684,nld,2003
1.104,nld,2004
0.7843,nld,2005
0.4646,nld,2006
0.365,nld,2007
0.5476,nld,2008
1.621,nzl,1950
0.8869,nzl,1951
1.896,nzl,1952
0.3491,nzl,1953
1.156,nzl,1954
0.6877,nzl,1955
0.0,nzl,1956
1.053,nzl,1957
0.6616,nzl,1958
0.6554,nzl,1959
0.3541,nzl,1960
1.72,nzl,1961
1.609,nzl,1962
0.0,nzl,1963
0.0,nzl,1964
0.6291,nzl,1965
0.635,nzl,1966
1.208,nzl,1967
0.5851,nzl,1968
0.0,nzl,1969
0.2819,nzl,1970
1.397,nzl,1971
0.0,nzl,1972
0.0,nzl,1973
0.5082,nzl,1974
1.018,nzl,1975
0.4764,nzl,1976
0.9849,nzl,1977
0.949,nzl,1978
1.282,nzl,1979
1.162,nzl,1980
1.291,nzl,1981
0.9038,nzl,1982
0.4392,nzl,1983
1.549,nzl,1984
1.607,nzl,1985
1.066,nzl,1986
1.212,nzl,1987
0.8593,nzl,1988
1.236,nzl,1989
2.143,nzl,1990
0.3427,nzl,1991
1.552,nzl,1992
0.5368,nzl,1993
0.6516,nzl,1994
0.9077,nzl,1995
1.388,nzl,1996
1.86,nzl,1997
0.4969,nzl,1998
0.6408,nzl,1999
0.3925,nzl,2000
1.222,nzl,2001
2.041,nzl,2002
0.2543,nzl,2003
0.4053,nzl,2004
0.9267,nzl,2005
0.9025,nzl,2006
0.2256,nor,1951
0.835,nor,1952
0.4238,nor,1953
0.6148,nor,1954
0.3951,nor,1955
0.1876,nor,1956
0.3717,nor,1957
0.3586,nor,1958
0.7085,nor,1959
0.1743,nor,1960
0.5027,nor,1961
0.653,nor,1962
0.359,nor,1963
0.3183,nor,1964
0.7544,nor,1965
0.7471,nor,1966
0.3187,nor,1967
0.9073,nor,1968
0.9779,nor,1969
0.5669,nor,1970
0.1395,nor,1971
0.9816,nor,1972
0.5163,nor,1973
0.7713,nor,1974
0.2615,nor,1975
0.9159,nor,1976
0.643,nor,1977
0.888,nor,1978
1.522,nor,1979
0.8422,nor,1980
1.048,nor,1981
0.5443,nor,1982
0.8538,nor,1983
0.99,nor,1984
0.6747,nor,1985
1.76,nor,1986
0.8865,nor,1987
0.8103,nor,1988
0.6566,nor,1989
0.5995,nor,1990
1.441,nor,1991
0.5596,nor,1992
0.6968,nor,1993
0.7348,nor,1994
0.5076,nor,1995
1.166,nor,1996
0.3172,nor,1997
1.3,nor,1998
0.4618,nor,1999
0.9625,nor,2000
0.0,nor,2001
0.7082,nor,2002
0.335,nor,2003
0.4831,nor,2004
0.476,nor,2005
0.7914,nor,2006
0.759,nor,2007
6.786,pan,1984
6.469,pan,1985
11.6,pan,1986
5.653,pan,1987
4.796,pan,1988
6.921,pan,1989
8.137,pan,1996
9.878,pan,1997
9.946,pan,1998
3.954,pan,1999
7.295,pan,2000
7.409,pan,2001
9.155,pan,2002
9.21,pan,2003
8.072,pan,2004
5.108,pan,2006
14.86,pry,1994
13.53,pry,1995
13.77,pry,1996
10.02,pry,1997
16.76,pry,1998
15.96,pry,1999
16.19,pry,2000
12.03,pry,2001
18.84,pry,2002
19.17,pry,2003
10.38,pry,2004
10.34,pry,2005
11.09,pry,2006
0.7673,phl,1992
8.483,phl,1993
13.16,phl,1997
15.11,phl,1998
18.83,phl,1999
19.28,phl,2000
18.32,phl,2001
17.47,phl,2002
17.33,phl,2003
1.095,pol,1959
0.8972,pol,1960
1.398,pol,1961
1.292,pol,1962
1.166,pol,1963
0.8723,pol,1964
0.8375,pol,1965
1.271,pol,1966
1.207,pol,1967
1.043,pol,1968
1.334,pol,1969
1.566,pol,1970
1.396,pol,1971
1.357,pol,1972
1.508,pol,1973
1.032,pol,1974
1.757,pol,1975
1.966,pol,1976
2.266,pol,1977
1.765,pol,1978
1.429,pol,1979
2.259,pol,1983
2.403,pol,1984
2.027,pol,1985
1.792,pol,1986
2.111,pol,1987
2.122,pol,1988
2.535,pol,1989
4.247,pol,1990
3.279,pol,1991
3.129,pol,1992
3.153,pol,1993
3.283,pol,1994
3.58,pol,1995
2.851,pol,1996
2.457,pol,1999
2.376,pol,2000
2.255,pol,2001
1.879,pol,2002
1.682,pol,2003
1.516,pol,2004
1.663,pol,2005
1.679,pol,2006
1.617,pol,2007
1.329,pol,2008
1.588,prt,1955
1.306,prt,1956
1.97,prt,1957
1.107,prt,1958
0.9453,prt,1959
0.9666,prt,1960
1.786,prt,1961
0.7463,prt,1962
1.052,prt,1963
1.184,prt,1964
1.48,prt,1965
0.835,prt,1966
1.134,prt,1967
1.107,prt,1968
0.758,prt,1969
1.225,prt,1970
1.315,prt,1971
0.7625,prt,1972
0.6114,prt,1973
1.866,prt,1974
1.861,prt,1975
2.141,prt,1976
1.492,prt,1977
1.907,prt,1978
1.895,prt,1979
1.395,prt,1980
0.9835,prt,1981
1.523,prt,1982
1.599,prt,1983
1.666,prt,1984
1.799,prt,1985
1.087,prt,1986
1.319,prt,1987
1.888,prt,1988
1.372,prt,1989
1.599,prt,1990
1.881,prt,1991
1.393,prt,1992
1.042,prt,1993
1.289,prt,1994
1.54,prt,1995
1.246,prt,1996
0.8477,prt,1997
0.9739,prt,1998
1.002,prt,1999
0.7674,prt,2000
1.001,prt,2001
1.218,prt,2002
1.628,prt,2003
5.049,rou,1989
6.845,rou,1990
6.06,rou,1991
6.449,rou,1992
5.746,rou,1993
5.001,rou,1994
5.642,rou,1995
4.475,rou,1996
5.85,rou,1997
4.665,rou,1998
4.837,rou,1999
4.821,rou,2000
5.09,rou,2001
5.469,rou,2002
4.836,rou,2003
4.288,rou,2004
3.493,rou,2005
3.422,rou,2006
3.167,rou,2007
2.979,rou,2008
9.724,rus,1980
9.912,rus,1981
9.867,rus,1982
7.893,rus,1985
5.873,rus,1986
6.29,rus,1987
7.447,rus,1988
8.274,rus,1989
9.527,rus,1990
9.648,rus,1991
15.36,rus,1992
21.71,rus,1993
22.93,rus,1994
21.94,rus,1995
19.79,rus,1996
18.91,rus,1997
17.95,rus,1998
21.67,rus,1999
22.54,rus,2000
24.7,rus,2001
24.96,rus,2002
23.18,rus,2003
21.38,rus,2004
19.0,rus,2005
15.72,rus,2006
2.937,srb,1998
2.969,srb,1999
2.611,srb,2000
2.956,srb,2001
2.152,srb,2002
2.816,srb,2003
2.215,srb,2004
2.611,srb,2005
2.716,srb,2006
3.034,srb,2007
1.944,srb,2008
0.8759,sgp,1963
5.638,sgp,1964
0.805,sgp,1965
2.497,sgp,1966
4.087,sgp,1967
0.6868,sgp,1968
3.196,sgp,1969
1.298,sgp,1970
0.9073,sgp,1971
2.68,sgp,1972
0.5451,sgp,1973
0.7494,sgp,1974
3.421,sgp,1975
1.297,sgp,1976
2.864,sgp,1977
1.675,sgp,1978
1.251,sgp,1979
2.551,sgp,1980
1.662,sgp,1981
2.0,sgp,1982
4.004,sgp,1983
5.205,sgp,1984
2.134,sgp,1985
3.148,sgp,1986
1.835,sgp,1987
1.363,sgp,1988
2.367,sgp,1989
1.165,sgp,1990
1.943,sgp,1991
2.634,sgp,1992
0.3845,sgp,1993
1.758,sgp,1994
0.3252,sgp,1995
1.701,sgp,1996
2.276,sgp,1997
1.542,sgp,1998
1.883,sgp,1999
1.722,sgp,2000
1.956,sgp,2001
1.583,sgp,2002
1.278,sgp,2003
0.2481,sgp,2004
0.7335,sgp,2005
4.064,svk,1992
2.922,svk,1993
2.98,svk,1994
3.337,svk,1995
2.703,svk,1996
1.938,svk,1997
2.711,svk,1998
3.012,svk,1999
2.458,svk,2000
2.433,svk,2001
3.27,svk,2002
1.781,svk,2003
2.296,svk,2004
1.873,svk,2005
3.02,svn,1985
0.9997,svn,1986
1.022,svn,1987
0.8415,svn,1988
2.444,svn,1989
2.093,svn,1990
1.955,svn,1991
2.603,svn,1992
0.6929,svn,1993
2.384,svn,1994
1.869,svn,1995
1.464,svn,1996
2.159,svn,1997
1.41,svn,1998
2.058,svn,1999
1.889,svn,2000
1.076,svn,2001
1.373,svn,2002
1.606,svn,2003
0.8755,svn,2004
0.7099,svn,2005
0.6269,svn,2006
1.216,svn,2007
0.3947,svn,2008
0.4394,esp,1951
0.5053,esp,1952
0.3913,esp,1953
0.5594,esp,1954
0.356,esp,1955
0.6387,esp,1956
0.6137,esp,1957
0.5398,esp,1958
0.322,esp,1959
0.6047,esp,1960
0.2524,esp,1961
0.1461,esp,1962
0.1443,esp,1963
0.06911,esp,1964
0.2001,esp,1965
0.1901,esp,1966
0.2494,esp,1967
0.1598,esp,1968
0.2076,esp,1969
0.9927,esp,1970
0.3103,esp,1971
0.3414,esp,1972
0.3987,esp,1973
0.4992,esp,1974
0.5868,esp,1975
0.5638,esp,1976
0.8252,esp,1977
0.8546,esp,1978
1.188,esp,1979
0.8252,esp,1980
0.9043,esp,1981
0.9794,esp,1982
0.7942,esp,1983
1.332,esp,1984
0.9131,esp,1985
1.093,esp,1986
1.102,esp,1987
0.8398,esp,1988
0.846,esp,1989
1.051,esp,1990
0.69,esp,1991
0.7785,esp,1992
0.8199,esp,1993
0.7992,esp,1994
0.7745,esp,1995
0.8008,esp,1996
0.7829,esp,1997
0.911,esp,1998
0.7947,esp,1999
0.7097,esp,2000
0.8855,esp,2001
0.9038,esp,2002
0.7853,esp,2003
0.873,esp,2004
0.8138,esp,2005
3.65,lka,1950
5.228,lka,1951
6.551,lka,1952
5.583,lka,1953
8.731,lka,1954
4.838,lka,1955
4.235,lka,1956
6.887,lka,1957
6.904,lka,1958
6.979,lka,1959
7.715,lka,1960
5.802,lka,1961
4.892,lka,1962
3.365,lka,1963
3.181,lka,1964
4.011,lka,1965
5.924,lka,1966
4.029,lka,1967
3.486,lka,1968
7.841,lka,1977
3.451,lka,1980
5.957,lka,1981
6.036,lka,1982
9.919,lka,1983
8.413,lka,1984
9.246,lka,1985
9.364,lka,1986
0.3615,swe,1951
1.005,swe,1952
0.8027,swe,1953
1.036,swe,1954
0.5131,swe,1955
0.5811,swe,1956
0.5613,swe,1957
0.3196,swe,1958
1.401,swe,1959
0.3036,swe,1960
0.2994,swe,1961
0.6594,swe,1962
0.5799,swe,1963
0.9907,swe,1964
0.4148,swe,1965
0.4586,swe,1966
0.8,swe,1967
0.7175,swe,1968
0.9898,swe,1969
0.5727,swe,1970
0.6002,swe,1971
0.8131,swe,1972
0.9638,swe,1973
1.308,swe,1974
0.8552,swe,1975
0.602,swe,1976
0.457,swe,1977
0.9105,swe,1978
0.8467,swe,1979
0.8427,swe,1980
1.007,swe,1981
0.6526,swe,1982
1.223,swe,1983
0.5772,swe,1984
0.8413,swe,1985
0.9878,swe,1986
0.6336,swe,1987
1.175,swe,1988
0.9209,swe,1989
0.8689,swe,1990
1.445,swe,1991
0.7967,swe,1992
1.629,swe,1993
0.9424,swe,1994
0.47,swe,1995
0.9804,swe,1996
1.215,swe,1997
1.246,swe,1998
0.841,swe,1999
1.162,swe,2000
0.9543,swe,2001
0.6062,swe,2002
0.6834,swe,2003
0.6489,swe,2004
0.5961,swe,2005
0.8295,swe,2006
0.9179,swe,2007
1.117,che,1951
0.773,che,1952
1.375,che,1953
0.8064,che,1954
0.5358,che,1955
0.684,che,1956
0.5157,che,1957
0.6289,che,1958
0.245,che,1959
0.7338,che,1960
0.7163,che,1961
0.2262,che,1962
0.6455,che,1963
1.341,che,1964
0.4393,che,1965
0.4726,che,1966
0.9355,che,1967
0.9924,che,1968
0.7891,che,1969
0.5844,che,1970
1.048,che,1971
0.4203,che,1972
1.232,che,1973
0.7892,che,1974
0.8565,che,1975
0.8127,che,1976
0.793,che,1977
0.7333,che,1978
0.5496,che,1979
0.5088,che,1980
0.9848,che,1981
1.314,che,1982
1.193,che,1983
0.8674,che,1984
0.6375,che,1985
0.6663,che,1986
0.4365,che,1987
0.491,che,1988
0.8228,che,1989
1.044,che,1990
1.121,che,1991
1.22,che,1992
0.5104,che,1993
0.7874,che,1994
0.6961,che,1995
0.933,che,1996
1.91,che,1997
0.2806,che,1998
0.659,che,1999
0.558,che,2000
1.029,che,2001
1.057,che,2002
0.7749,che,2003
0.4604,che,2004
0.4815,che,2005
0.5226,che,2006
0.4454,che,2007
7.564,tto,1951
13.03,tto,1952
12.07,tto,1953
4.552,tto,1954
2.475,tto,1955
18.64,tto,1956
8.616,tto,1957
3.873,tto,1958
3.551,tto,1960
4.398,tto,1961
9.489,tto,1962
5.613,tto,1963
14.77,tto,1967
4.37,tto,1968
10.68,tto,1970
3.986,tto,1971
2.321,tto,1972
1.569,tto,1973
8.494,tto,1974
8.657,tto,1975
2.165,tto,1976
8.01,tto,1977
4.465,tto,1978
5.404,tto,1979
5.473,tto,1980
10.92,tto,1981
0.9805,tto,1982
6.602,tto,1983
6.021,tto,1984
10.67,tto,1985
10.61,tto,1986
10.58,tto,1987
8.877,tto,1988
10.12,tto,1989
11.71,tto,1990
11.14,tto,1991
19.23,tto,1992
11.81,tto,1993
12.58,tto,1994
7.885,tto,1995
11.11,tto,1996
3.86,tto,1997
10.01,tto,1998
9.92,tto,1999
11.46,tto,2000
17.05,tto,2001
16.04,tto,2002
7.402,tkm,1981
5.878,tkm,1982
4.286,tkm,1985
5.847,tkm,1986
4.655,tkm,1987
10.06,tkm,1988
11.79,tkm,1989
6.618,tkm,1990
7.916,tkm,1991
4.695,tkm,1992
7.077,tkm,1993
7.236,tkm,1994
4.37,tkm,1995
9.05,tkm,1996
5.545,tkm,1997
9.19,tkm,1998
6.189,ukr,1981
6.001,ukr,1982
4.83,ukr,1985
3.805,ukr,1986
4.814,ukr,1987
4.925,ukr,1988
6.03,ukr,1989
6.984,ukr,1990
7.161,ukr,1991
8.449,ukr,1992
8.492,ukr,1993
10.3,ukr,1994
11.5,ukr,1995
12.07,ukr,1996
11.07,ukr,1997
11.27,ukr,1998
10.85,ukr,1999
12.26,ukr,2000
12.7,ukr,2001
11.98,ukr,2002
10.62,ukr,2003
10.32,ukr,2004
8.951,ukr,2005
7.997,ukr,2006
0.4312,gbr,1950
0.2896,gbr,1951
0.2723,gbr,1952
0.3724,gbr,1953
0.3575,gbr,1954
0.2915,gbr,1955
0.2979,gbr,1956
0.3612,gbr,1957
0.5278,gbr,1958
0.5004,gbr,1959
0.2687,gbr,1960
0.3911,gbr,1961
0.4629,gbr,1962
0.2493,gbr,1963
0.3901,gbr,1964
0.4135,gbr,1965
0.575,gbr,1966
0.5606,gbr,1967
0.537,gbr,1968
0.5291,gbr,1969
0.6489,gbr,1970
0.5558,gbr,1971
0.5054,gbr,1972
0.7408,gbr,1973
0.7944,gbr,1974
0.8341,gbr,1975
1.093,gbr,1976
0.9473,gbr,1977
1.003,gbr,1978
0.9692,gbr,1979
0.8834,gbr,1980
0.4725,gbr,1981
0.6284,gbr,1982
0.6641,gbr,1983
0.6789,gbr,1984
0.5944,gbr,1985
0.5952,gbr,1986
0.8298,gbr,1987
0.6045,gbr,1988
0.4987,gbr,1989
0.4553,gbr,1990
0.5595,gbr,1991
0.503,gbr,1992
0.6605,gbr,1993
0.4845,gbr,1994
0.4123,gbr,1995
0.3011,gbr,1996
0.4112,gbr,1997
0.4178,gbr,1998
0.3321,gbr,1999
0.3427,gbr,2000
0.1758,gbr,2001
0.2916,gbr,2002
0.2488,gbr,2003
0.251,gbr,2004
0.1991,gbr,2005
0.1979,gbr,2006
0.1523,gbr,2007
3.103,usa,1950
2.872,usa,1951
2.986,usa,1952
2.805,usa,1953
2.763,usa,1954
2.815,usa,1955
2.886,usa,1956
2.812,usa,1957
3.068,usa,1958
3.038,usa,1959
2.992,usa,1960
3.051,usa,1961
3.338,usa,1962
3.249,usa,1963
3.334,usa,1964
3.474,usa,1965
3.704,usa,1966
4.196,usa,1967
4.638,usa,1968
4.535,usa,1969
5.339,usa,1970
5.608,usa,1971
5.227,usa,1972
5.868,usa,1973
6.256,usa,1974
6.268,usa,1975
5.694,usa,1976
5.661,usa,1977
5.229,usa,1978
5.563,usa,1979
5.797,usa,1980
5.364,usa,1981
5.227,usa,1982
4.858,usa,1983
4.577,usa,1984
4.54,usa,1985
4.501,usa,1986
4.579,usa,1987
4.452,usa,1988
4.323,usa,1989
4.21,usa,1990
4.423,usa,1991
3.985,usa,1992
3.835,usa,1993
3.598,usa,1994
3.422,usa,1995
3.181,usa,1996
3.155,usa,1997
2.706,usa,1998
2.667,usa,1999
2.483,usa,2000
3.0,usa,2001
2.44,usa,2002
2.404,usa,2003
2.502,usa,2004
2.42,usa,2005
3.288,ury,1955
2.83,ury,1956
2.928,ury,1957
3.318,ury,1958
4.754,ury,1959
4.734,ury,1960
2.223,ury,1963
2.625,ury,1964
3.462,ury,1965
4.702,ury,1966
4.948,ury,1967
3.453,ury,1968
3.313,ury,1969
4.752,ury,1970
2.846,ury,1971
3.295,ury,1972
2.157,ury,1973
2.418,ury,1974
3.061,ury,1975
2.998,ury,1976
1.703,ury,1977
1.034,ury,1978
1.704,ury,1980
3.179,ury,1981
4.056,ury,1982
2.881,ury,1983
2.832,ury,1984
4.202,ury,1985
3.56,ury,1986
3.066,ury,1987
3.502,ury,1988
4.006,ury,1989
6.435,ury,1990
3.76,ury,1993
3.948,ury,1994
5.517,ury,1995
4.64,ury,1996
4.478,ury,1997
4.714,ury,1998
4.574,ury,1999
4.113,ury,2000
4.132,ury,2001
3.944,ury,2004
6.454,uzb,1981
4.848,uzb,1982
5.821,uzb,1985
5.844,uzb,1986
5.096,uzb,1987
6.027,uzb,1988
8.857,uzb,1989
8.714,uzb,1990
6.976,uzb,1991
8.079,uzb,1992
5.976,uzb,1993
7.38,uzb,1994
8.055,uzb,1995
7.677,uzb,1996
7.06,uzb,1997
5.595,uzb,1998
4.984,uzb,1999
7.016,uzb,2000
6.544,uzb,2001
5.563,uzb,2002
3.848,uzb,2003
3.776,uzb,2004
3.789,uzb,2005
7.062,ven,1955
5.839,ven,1956
4.151,ven,1957
7.538,ven,1958
6.886,ven,1959
6.247,ven,1960
10.16,ven,1961
8.996,ven,1962
10.82,ven,1963
11.1,ven,1964
12.74,ven,1965
13.5,ven,1966
9.93,ven,1967
9.027,ven,1968
12.57,ven,1969
10.05,ven,1970
9.551,ven,1971
7.878,ven,1972
10.78,ven,1973
10.57,ven,1974
8.67,ven,1975
9.545,ven,1976
8.7,ven,1977
9.121,ven,1978
9.5,ven,1979
11.45,ven,1980
8.342,ven,1981
10.9,ven,1982
11.5,ven,1983
9.366,ven,1985
7.844,ven,1986
5.715,ven,1987
6.274,ven,1988
7.979,ven,1989
8.286,ven,1990
5.081,ven,1992
7.813,ven,1993
8.828,ven,1994
8.76,ven,1996
7.474,ven,1997
6.407,ven,1998
10.07,ven,1999
11.98,ven,2000
13.7,ven,2001
14.16,ven,2002
16.36,ven,2003
11.8,ven,2004
11.84,ven,2005
11.39,ven,2007
1.585,cheslo,1953
0.7307,cheslo,1954
0.91,cheslo,1955
1.077,cheslo,1956
0.92,cheslo,1957
0.5916,cheslo,1958
0.5938,cheslo,1959
1.081,cheslo,1960
1.001,cheslo,1961
0.8793,cheslo,1962
1.191,cheslo,1963
0.7853,cheslo,1964
1.303,cheslo,1965
0.8198,cheslo,1966
0.7088,cheslo,1967
1.131,cheslo,1968
0.8909,cheslo,1969
1.318,cheslo,1970
1.058,cheslo,1971
1.729,cheslo,1972
1.001,cheslo,1973
1.134,cheslo,1974
1.438,cheslo,1975
1.077,cheslo,1976
0.95,cheslo,1977
1.465,cheslo,1978
1.484,cheslo,1979
0.8841,cheslo,1980
1.274,cheslo,1981
1.436,cheslo,1982
1.534,cheslo,1983
1.29,cheslo,1984
1.409,cheslo,1985
1.45,cheslo,1986
1.368,cheslo,1987
1.266,cheslo,1988
1.219,cheslo,1989
3.004,cheslo,1990
2.891,cheslo,1991
0.4211,deu_east,1973
0.3106,deu_east,1974
0.4599,deu_east,1989
0.7738,deu_east,1990
0.6266,deu_west,1952
0.7559,deu_west,1953
0.7298,deu_west,1954
0.6646,deu_west,1955
0.6218,deu_west,1956
0.5284,deu_west,1957
0.5499,deu_west,1958
0.7745,deu_west,1959
0.7667,deu_west,1960
0.6781,deu_west,1961
0.9737,deu_west,1962
0.8309,deu_west,1963
0.9454,deu_west,1964
1.035,deu_west,1965
0.9313,deu_west,1966
0.983,deu_west,1967
0.8749,deu_west,1968
1.038,deu_west,1969
1.008,deu_west,1970
1.08,deu_west,1971
1.04,deu_west,1972
0.8961,deu_west,1973
0.9439,deu_west,1974
1.019,deu_west,1975
1.038,deu_west,1976
0.7859,deu_west,1977
0.9635,deu_west,1978
0.9243,deu_west,1979
0.9233,deu_west,1980
1.002,deu_west,1981
0.9771,deu_west,1982
0.8993,deu_west,1983
0.9744,deu_west,1984
0.9585,deu_west,1985
1.102,deu_west,1986
0.9818,deu_west,1987
0.8658,deu_west,1988
0.9329,deu_west,1989
0.773,deu_west,1990
8.211,ussr,1982
8.293,ussr,1983
7.635,ussr,1984
6.627,ussr,1985
5.144,ussr,1986
5.591,ussr,1987
6.562,ussr,1988
7.477,ussr,1989
8.537,ussr,1990
4.262,yug,1968
4.683,yug,1969
2.686,yug,1978
2.991,yug,1979
1.882,yug,1980
2.658,yug,1981
2.832,yug,1982
2.456,yug,1983
2.083,yug,1984
2.175,yug,1985
2.241,yug,1986
2.175,yug,1987
1.83,yug,1988
1.767,yug,1989
2.2,yug,1990
4.564,scg,1997
3.047,scg,1998
2.876,scg,1999
2.619,scg,2000
2.817,scg,2001
2.267,scg,2002
