income_per_person_long_series,geo,time
931.2,bgd,1764
930.9,bgd,1765
930.7,bgd,1766
930.4,bgd,1767
930.2,bgd,1768
929.9,bgd,1769
929.7,bgd,1770
929.5,bgd,1771
929.2,bgd,1772
929.0,bgd,1773
928.7,bgd,1774
928.5,bgd,1775
928.3,bgd,1776
928.0,bgd,1777
927.8,bgd,1778
927.5,bgd,1779
927.3,bgd,1780
927.0,bgd,1781
926.8,bgd,1782
926.6,bgd,1783
926.3,bgd,1784
926.1,bgd,1785
925.8,bgd,1786
925.6,bgd,1787
925.4,bgd,1788
925.1,bgd,1789
924.9,bgd,1790
924.6,bgd,1791
924.4,bgd,1792
924.2,bgd,1793
923.9,bgd,1794
923.7,bgd,1795
923.4,bgd,1796
923.2,bgd,1797
923.0,bgd,1798
922.7,bgd,1799
922.5,bgd,1800
922.2,bgd,1801
922.0,bgd,1802
921.8,bgd,1803
921.5,bgd,1804
921.3,bgd,1805
921.0,bgd,1806
920.8,bgd,1807
920.6,bgd,1808
920.3,bgd,1809
920.1,bgd,1810
919.8,bgd,1811
919.6,bgd,1812
919.4,bgd,1813
919.1,bgd,1814
918.9,bgd,1815
918.6,bgd,1816
918.4,bgd,1817
918.2,bgd,1818
917.9,bgd,1819
917.7,bgd,1820
917.7,bgd,1821
917.7,bgd,1822
917.7,bgd,1823
917.7,bgd,1824
917.7,bgd,1825
917.7,bgd,1826
917.6,bgd,1827
917.6,bgd,1828
917.6,bgd,1829
917.6,bgd,1830
917.6,bgd,1831
917.6,bgd,1832
917.6,bgd,1833
917.6,bgd,1834
917.6,bgd,1835
917.6,bgd,1836
917.6,bgd,1837
917.6,bgd,1838
917.6,bgd,1839
917.6,bgd,1840
917.6,bgd,1841
917.6,bgd,1842
917.6,bgd,1843
917.6,bgd,1844
917.5,bgd,1845
917.5,bgd,1846
917.5,bgd,1847
917.5,bgd,1848
917.5,bgd,1849
917.5,bgd,1850
917.5,bgd,1851
917.5,bgd,1852
917.6,bgd,1853
917.6,bgd,1854
917.6,bgd,1855
917.6,bgd,1856
917.6,bgd,1857
917.6,bgd,1858
917.6,bgd,1859
917.6,bgd,1860
917.6,bgd,1861
917.7,bgd,1862
917.7,bgd,1863
917.7,bgd,1864
917.7,bgd,1865
917.7,bgd,1866
917.7,bgd,1867
917.7,bgd,1868
917.7,bgd,1869
917.7,bgd,1870
919.9,bgd,1871
922.0,bgd,1872
924.1,bgd,1873
926.2,bgd,1874
928.3,bgd,1875
930.5,bgd,1876
932.6,bgd,1877
934.7,bgd,1878
936.9,bgd,1879
939.0,bgd,1880
941.2,bgd,1881
943.3,bgd,1882
945.5,bgd,1883
947.7,bgd,1884
975.6,bgd,1885
943.0,bgd,1886
984.1,bgd,1887
991.3,bgd,1888
962.6,bgd,1889
1006.0,bgd,1890
911.5,bgd,1891
983.0,bgd,1892
1006.0,bgd,1893
1020.0,bgd,1894
993.0,bgd,1895
918.2,bgd,1896
1084.0,bgd,1897
1084.0,bgd,1898
998.2,bgd,1899
1031.0,bgd,1900
1046.0,bgd,1901
1127.0,bgd,1902
1136.0,bgd,1903
1134.0,bgd,1904
1107.0,bgd,1905
1132.0,bgd,1906
1057.0,bgd,1907
1065.0,bgd,1908
1204.0,bgd,1909
1199.0,bgd,1910
1189.0,bgd,1911
1186.0,bgd,1912
1158.0,bgd,1913
1220.0,bgd,1914
1189.0,bgd,1915
1222.0,bgd,1916
1199.0,bgd,1917
1045.0,bgd,1918
1188.0,bgd,1919
1093.0,bgd,1920
1170.0,bgd,1921
1207.0,bgd,1922
1156.0,bgd,1923
1200.0,bgd,1924
1202.0,bgd,1925
1227.0,bgd,1926
1215.0,bgd,1927
1215.0,bgd,1928
1253.0,bgd,1929
1249.0,bgd,1930
1224.0,bgd,1931
1221.0,bgd,1932
1205.0,bgd,1933
1199.0,bgd,1934
1171.0,bgd,1935
1200.0,bgd,1936
1164.0,bgd,1937
1151.0,bgd,1938
1160.0,bgd,1939
1181.0,bgd,1940
1189.0,bgd,1941
1170.0,bgd,1942
1202.0,bgd,1943
1175.0,bgd,1944
1143.0,bgd,1945
1070.0,bgd,1946
1063.0,bgd,1947
1062.0,bgd,1948
1075.0,bgd,1949
1020.0,bgd,1950
1023.0,bgd,1951
1037.0,bgd,1952
1034.0,bgd,1953
1034.0,bgd,1954
959.9,bgd,1955
1042.0,bgd,1956
1003.0,bgd,1957
963.7,bgd,1958
994.5,bgd,1959
1029.0,bgd,1960
1066.0,bgd,1961
1040.0,bgd,1962
1123.0,bgd,1963
1112.0,bgd,1964
1149.0,bgd,1965
1140.0,bgd,1966
1093.0,bgd,1967
1170.0,bgd,1968
1162.0,bgd,1969
1190.0,bgd,1970
1108.0,bgd,1971
955.0,bgd,1972
939.3,bgd,1973
1034.0,bgd,1974
999.6,bgd,1975
1022.0,bgd,1976
999.9,bgd,1977
1041.0,bgd,1978
1058.0,bgd,1979
1036.0,bgd,1980
1040.0,bgd,1981
1026.0,bgd,1982
1050.0,bgd,1983
1082.0,bgd,1984
1090.0,bgd,1985
1115.0,bgd,1986
1139.0,bgd,1987
1150.0,bgd,1988
1157.0,bgd,1989
1210.0,bgd,1990
1228.0,bgd,1991
1269.0,bgd,1992
1308.0,bgd,1993
1340.0,bgd,1994
1383.0,bgd,1995
1423.0,bgd,1996
1474.0,bgd,1997
1523.0,bgd,1998
1568.0,bgd,1999
1630.0,bgd,2000
1682.0,bgd,2001
1722.0,bgd,2002
1776.0,bgd,2003
1851.0,bgd,2004
1921.0,bgd,2005
2021.0,bgd,2006
2125.0,bgd,2007
2228.0,bgd,2008
2335.0,bgd,2009
2456.0,bgd,2010
2589.0,bgd,2011
2715.0,bgd,2012
2841.0,bgd,2013
2981.0,bgd,2014
3143.0,bgd,2015
3321.0,bgd,2016
3517.0,bgd,2017
3724.0,bgd,2018
3944.0,bgd,2019
961.5,brb,1800
961.5,brb,1801
961.5,brb,1802
961.5,brb,1803
961.5,brb,1804
961.5,brb,1805
961.5,brb,1806
961.5,brb,1807
961.5,brb,1808
961.5,brb,1809
961.5,brb,1810
961.5,brb,1811
961.5,brb,1812
961.5,brb,1813
961.5,brb,1814
961.5,brb,1815
961.5,brb,1816
961.5,brb,1817
961.5,brb,1818
961.5,brb,1819
961.5,brb,1820
967.9,brb,1821
974.3,brb,1822
980.7,brb,1823
987.2,brb,1824
993.7,brb,1825
1000.0,brb,1826
1007.0,brb,1827
1014.0,brb,1828
1020.0,brb,1829
1027.0,brb,1830
1034.0,brb,1831
1041.0,brb,1832
1047.0,brb,1833
1054.0,brb,1834
1061.0,brb,1835
1068.0,brb,1836
1075.0,brb,1837
1083.0,brb,1838
1090.0,brb,1839
1097.0,brb,1840
1104.0,brb,1841
1111.0,brb,1842
1119.0,brb,1843
1126.0,brb,1844
1134.0,brb,1845
1141.0,brb,1846
1149.0,brb,1847
1156.0,brb,1848
1164.0,brb,1849
1172.0,brb,1850
1179.0,brb,1851
1187.0,brb,1852
1195.0,brb,1853
1203.0,brb,1854
1211.0,brb,1855
1219.0,brb,1856
1227.0,brb,1857
1235.0,brb,1858
1243.0,brb,1859
1251.0,brb,1860
1260.0,brb,1861
1268.0,brb,1862
1276.0,brb,1863
1285.0,brb,1864
1293.0,brb,1865
1302.0,brb,1866
1310.0,brb,1867
1319.0,brb,1868
1328.0,brb,1869
1337.0,brb,1870
1345.0,brb,1871
1354.0,brb,1872
1363.0,brb,1873
1372.0,brb,1874
1381.0,brb,1875
1390.0,brb,1876
1400.0,brb,1877
1409.0,brb,1878
1418.0,brb,1879
1428.0,brb,1880
1437.0,brb,1881
1446.0,brb,1882
1456.0,brb,1883
1466.0,brb,1884
1475.0,brb,1885
1485.0,brb,1886
1495.0,brb,1887
1505.0,brb,1888
1515.0,brb,1889
1525.0,brb,1890
1535.0,brb,1891
1545.0,brb,1892
1555.0,brb,1893
1565.0,brb,1894
1576.0,brb,1895
1586.0,brb,1896
1597.0,brb,1897
1607.0,brb,1898
1618.0,brb,1899
1629.0,brb,1900
1639.0,brb,1901
1650.0,brb,1902
1661.0,brb,1903
1672.0,brb,1904
1683.0,brb,1905
1694.0,brb,1906
1705.0,brb,1907
1717.0,brb,1908
1728.0,brb,1909
1739.0,brb,1910
1751.0,brb,1911
1762.0,brb,1912
1774.0,brb,1913
1801.0,brb,1914
1827.0,brb,1915
1855.0,brb,1916
1882.0,brb,1917
1910.0,brb,1918
1939.0,brb,1919
1968.0,brb,1920
1997.0,brb,1921
2027.0,brb,1922
2057.0,brb,1923
2087.0,brb,1924
2118.0,brb,1925
2150.0,brb,1926
2182.0,brb,1927
2215.0,brb,1928
2247.0,brb,1929
2281.0,brb,1930
2315.0,brb,1931
2349.0,brb,1932
2384.0,brb,1933
2420.0,brb,1934
2456.0,brb,1935
2493.0,brb,1936
2530.0,brb,1937
2567.0,brb,1938
2606.0,brb,1939
2644.0,brb,1940
2684.0,brb,1941
2724.0,brb,1942
2764.0,brb,1943
2805.0,brb,1944
2847.0,brb,1945
2890.0,brb,1946
2933.0,brb,1947
2976.0,brb,1948
3021.0,brb,1949
3066.0,brb,1950
3221.0,brb,1951
3384.0,brb,1952
3556.0,brb,1953
3736.0,brb,1954
3925.0,brb,1955
4124.0,brb,1956
4333.0,brb,1957
4553.0,brb,1958
4783.0,brb,1959
5026.0,brb,1960
5396.0,brb,1961
5861.0,brb,1962
5539.0,brb,1963
5791.0,brb,1964
6430.0,brb,1965
6667.0,brb,1966
7358.0,brb,1967
7848.0,brb,1968
8412.0,brb,1969
9175.0,brb,1970
9272.0,brb,1971
9309.0,brb,1972
9438.0,brb,1973
10650.0,brb,1974
10380.0,brb,1975
10780.0,brb,1976
11160.0,brb,1977
11690.0,brb,1978
12570.0,brb,1979
13090.0,brb,1980
12760.0,brb,1981
12030.0,brb,1982
11980.0,brb,1983
12280.0,brb,1984
12300.0,brb,1985
12810.0,brb,1986
13020.0,brb,1987
13360.0,brb,1988
13720.0,brb,1989
13180.0,brb,1990
12560.0,brb,1991
11590.0,brb,1992
11620.0,brb,1993
12030.0,brb,1994
12290.0,brb,1995
12620.0,brb,1996
13130.0,brb,1997
13890.0,brb,1998
13900.0,brb,1999
14150.0,brb,2000
13730.0,brb,2001
13740.0,brb,2002
13960.0,brb,2003
14420.0,brb,2004
14960.0,brb,2005
15780.0,brb,2006
16000.0,brb,2007
16020.0,brb,2008
15330.0,brb,2009
15330.0,brb,2010
15370.0,brb,2011
15340.0,brb,2012
15190.0,brb,2013
14970.0,brb,2014
15070.0,brb,2015
15270.0,brb,2016
15510.0,brb,2017
15830.0,brb,2018
16160.0,brb,2019
639.8,blr,1800
640.1,blr,1801
640.3,blr,1802
640.6,blr,1803
640.8,blr,1804
641.1,blr,1805
641.3,blr,1806
641.6,blr,1807
641.8,blr,1808
642.1,blr,1809
642.3,blr,1810
642.6,blr,1811
642.8,blr,1812
643.1,blr,1813
643.3,blr,1814
643.6,blr,1815
643.8,blr,1816
644.1,blr,1817
644.3,blr,1818
644.6,blr,1819
644.8,blr,1820
648.5,blr,1821
652.2,blr,1822
655.9,blr,1823
659.6,blr,1824
663.3,blr,1825
667.1,blr,1826
670.9,blr,1827
674.7,blr,1828
678.5,blr,1829
682.4,blr,1830
686.3,blr,1831
690.2,blr,1832
694.1,blr,1833
698.0,blr,1834
702.0,blr,1835
706.0,blr,1836
710.0,blr,1837
714.0,blr,1838
718.1,blr,1839
722.1,blr,1840
726.2,blr,1841
730.4,blr,1842
734.5,blr,1843
738.7,blr,1844
742.9,blr,1845
747.1,blr,1846
751.3,blr,1847
755.6,blr,1848
759.9,blr,1849
764.2,blr,1850
768.5,blr,1851
772.9,blr,1852
777.3,blr,1853
781.7,blr,1854
786.1,blr,1855
790.6,blr,1856
795.1,blr,1857
799.6,blr,1858
804.1,blr,1859
808.7,blr,1860
813.3,blr,1861
817.9,blr,1862
822.5,blr,1863
827.2,blr,1864
831.9,blr,1865
836.6,blr,1866
841.4,blr,1867
846.2,blr,1868
851.0,blr,1869
855.8,blr,1870
860.7,blr,1871
865.5,blr,1872
870.5,blr,1873
875.4,blr,1874
880.4,blr,1875
885.4,blr,1876
890.4,blr,1877
895.4,blr,1878
900.5,blr,1879
905.6,blr,1880
910.8,blr,1881
915.9,blr,1882
921.1,blr,1883
926.4,blr,1884
931.6,blr,1885
895.1,blr,1886
1046.0,blr,1887
1005.0,blr,1888
934.3,blr,1889
929.9,blr,1890
851.2,blr,1891
931.2,blr,1892
1055.0,blr,1893
1198.0,blr,1894
1108.0,blr,1895
1220.0,blr,1896
1199.0,blr,1897
1230.0,blr,1898
1304.0,blr,1899
1275.0,blr,1900
1306.0,blr,1901
1418.0,blr,1902
1320.0,blr,1903
1458.0,blr,1904
1290.0,blr,1905
1232.0,blr,1906
1183.0,blr,1907
1291.0,blr,1908
1340.0,blr,1909
1429.0,blr,1910
1319.0,blr,1911
1424.0,blr,1912
1495.0,blr,1913
1427.0,blr,1914
1468.0,blr,1915
1304.0,blr,1916
1144.0,blr,1917
700.0,blr,1918
603.1,blr,1919
605.1,blr,1920
553.5,blr,1921
642.1,blr,1922
739.1,blr,1923
935.7,blr,1924
1169.0,blr,1925
1311.0,blr,1926
1365.0,blr,1927
1435.0,blr,1928
1450.0,blr,1929
1515.0,blr,1930
1527.0,blr,1931
1503.0,blr,1932
1558.0,blr,1933
1700.0,blr,1934
1943.0,blr,1935
2074.0,blr,1936
2244.0,blr,1937
2237.0,blr,1938
2326.0,blr,1939
2227.0,blr,1940
2184.0,blr,1941
2142.0,blr,1942
2100.0,blr,1943
2059.0,blr,1944
2019.0,blr,1945
1980.0,blr,1946
2199.0,blr,1947
2483.0,blr,1948
2710.0,blr,1949
2933.0,blr,1950
2894.0,blr,1951
3027.0,blr,1952
3104.0,blr,1953
3198.0,blr,1954
3409.0,blr,1955
3667.0,blr,1956
3674.0,blr,1957
3879.0,blr,1958
3765.0,blr,1959
4046.0,blr,1960
4203.0,blr,1961
4246.0,blr,1962
4087.0,blr,1963
4552.0,blr,1964
4752.0,blr,1965
4926.0,blr,1966
5090.0,blr,1967
5335.0,blr,1968
5359.0,blr,1969
5717.0,blr,1970
5812.0,blr,1971
5787.0,blr,1972
6214.0,blr,1973
6404.0,blr,1974
6432.0,blr,1975
6746.0,blr,1976
6919.0,blr,1977
7108.0,blr,1978
7093.0,blr,1979
7122.0,blr,1980
7207.0,blr,1981
7404.0,blr,1982
7659.0,blr,1983
7770.0,blr,1984
7855.0,blr,1985
8196.0,blr,1986
8323.0,blr,1987
8525.0,blr,1988
8704.0,blr,1989
8531.0,blr,1990
8388.0,blr,1991
7537.0,blr,1992
6928.0,blr,1993
6101.0,blr,1994
5458.0,blr,1995
5609.0,blr,1996
6251.0,blr,1997
6782.0,blr,1998
7021.0,blr,1999
7439.0,blr,2000
7801.0,blr,2001
8203.0,blr,2002
8772.0,blr,2003
9783.0,blr,2004
10700.0,blr,2005
11820.0,blr,2006
12870.0,blr,2007
14450.0,blr,2008
14500.0,blr,2009
15650.0,blr,2010
16600.0,blr,2011
16920.0,blr,2012
17070.0,blr,2013
17430.0,blr,2014
17950.0,blr,2015
18540.0,blr,2016
19130.0,blr,2017
19760.0,blr,2018
20410.0,blr,2019
1713.0,bel,1570
1712.0,bel,1571
1711.0,bel,1572
1711.0,bel,1573
1710.0,bel,1574
1709.0,bel,1575
1709.0,bel,1576
1708.0,bel,1577
1707.0,bel,1578
1707.0,bel,1579
1706.0,bel,1580
1705.0,bel,1581
1705.0,bel,1582
1704.0,bel,1583
1703.0,bel,1584
1703.0,bel,1585
1702.0,bel,1586
1701.0,bel,1587
1701.0,bel,1588
1700.0,bel,1589
1699.0,bel,1590
1699.0,bel,1591
1698.0,bel,1592
1697.0,bel,1593
1697.0,bel,1594
1696.0,bel,1595
1695.0,bel,1596
1695.0,bel,1597
1694.0,bel,1598
1693.0,bel,1599
1693.0,bel,1600
1692.0,bel,1601
1691.0,bel,1602
1691.0,bel,1603
1690.0,bel,1604
1690.0,bel,1605
1689.0,bel,1606
1688.0,bel,1607
1688.0,bel,1608
1687.0,bel,1609
1686.0,bel,1610
1686.0,bel,1611
1685.0,bel,1612
1684.0,bel,1613
1684.0,bel,1614
1683.0,bel,1615
1682.0,bel,1616
1682.0,bel,1617
1681.0,bel,1618
1680.0,bel,1619
1680.0,bel,1620
1679.0,bel,1621
1678.0,bel,1622
1678.0,bel,1623
1677.0,bel,1624
1676.0,bel,1625
1676.0,bel,1626
1675.0,bel,1627
1674.0,bel,1628
1674.0,bel,1629
1673.0,bel,1630
1672.0,bel,1631
1672.0,bel,1632
1671.0,bel,1633
1670.0,bel,1634
1670.0,bel,1635
1669.0,bel,1636
1669.0,bel,1637
1668.0,bel,1638
1667.0,bel,1639
1667.0,bel,1640
1666.0,bel,1641
1665.0,bel,1642
1665.0,bel,1643
1664.0,bel,1644
1663.0,bel,1645
1663.0,bel,1646
1662.0,bel,1647
1661.0,bel,1648
1661.0,bel,1649
1660.0,bel,1650
1662.0,bel,1651
1663.0,bel,1652
1665.0,bel,1653
1666.0,bel,1654
1668.0,bel,1655
1669.0,bel,1656
1671.0,bel,1657
1672.0,bel,1658
1674.0,bel,1659
1676.0,bel,1660
1677.0,bel,1661
1679.0,bel,1662
1680.0,bel,1663
1682.0,bel,1664
1683.0,bel,1665
1685.0,bel,1666
1687.0,bel,1667
1688.0,bel,1668
1690.0,bel,1669
1691.0,bel,1670
1693.0,bel,1671
1694.0,bel,1672
1696.0,bel,1673
1698.0,bel,1674
1699.0,bel,1675
1701.0,bel,1676
1702.0,bel,1677
1704.0,bel,1678
1705.0,bel,1679
1707.0,bel,1680
1709.0,bel,1681
1710.0,bel,1682
1712.0,bel,1683
1713.0,bel,1684
1715.0,bel,1685
1717.0,bel,1686
1718.0,bel,1687
1720.0,bel,1688
1721.0,bel,1689
1723.0,bel,1690
1725.0,bel,1691
1726.0,bel,1692
1728.0,bel,1693
1729.0,bel,1694
1731.0,bel,1695
1733.0,bel,1696
1734.0,bel,1697
1736.0,bel,1698
1738.0,bel,1699
1739.0,bel,1700
1742.0,bel,1701
1745.0,bel,1702
1748.0,bel,1703
1751.0,bel,1704
1754.0,bel,1705
1757.0,bel,1706
1760.0,bel,1707
1764.0,bel,1708
1767.0,bel,1709
1770.0,bel,1710
1773.0,bel,1711
1776.0,bel,1712
1779.0,bel,1713
1782.0,bel,1714
1785.0,bel,1715
1788.0,bel,1716
1791.0,bel,1717
1794.0,bel,1718
1798.0,bel,1719
1801.0,bel,1720
1804.0,bel,1721
1807.0,bel,1722
1810.0,bel,1723
1813.0,bel,1724
1816.0,bel,1725
1820.0,bel,1726
1823.0,bel,1727
1826.0,bel,1728
1829.0,bel,1729
1832.0,bel,1730
1836.0,bel,1731
1839.0,bel,1732
1842.0,bel,1733
1845.0,bel,1734
1848.0,bel,1735
1852.0,bel,1736
1855.0,bel,1737
1858.0,bel,1738
1861.0,bel,1739
1864.0,bel,1740
1868.0,bel,1741
1871.0,bel,1742
1874.0,bel,1743
1878.0,bel,1744
1881.0,bel,1745
1884.0,bel,1746
1887.0,bel,1747
1891.0,bel,1748
1894.0,bel,1749
1897.0,bel,1750
1898.0,bel,1751
1899.0,bel,1752
1899.0,bel,1753
1900.0,bel,1754
1901.0,bel,1755
1902.0,bel,1756
1902.0,bel,1757
1903.0,bel,1758
1904.0,bel,1759
1905.0,bel,1760
1905.0,bel,1761
1906.0,bel,1762
1907.0,bel,1763
1908.0,bel,1764
1908.0,bel,1765
1909.0,bel,1766
1910.0,bel,1767
1911.0,bel,1768
1911.0,bel,1769
1912.0,bel,1770
1913.0,bel,1771
1914.0,bel,1772
1914.0,bel,1773
1915.0,bel,1774
1916.0,bel,1775
1917.0,bel,1776
1917.0,bel,1777
1918.0,bel,1778
1919.0,bel,1779
1920.0,bel,1780
1920.0,bel,1781
1921.0,bel,1782
1922.0,bel,1783
1923.0,bel,1784
1923.0,bel,1785
1924.0,bel,1786
1925.0,bel,1787
1926.0,bel,1788
1926.0,bel,1789
1927.0,bel,1790
1928.0,bel,1791
1929.0,bel,1792
1929.0,bel,1793
1930.0,bel,1794
1931.0,bel,1795
1932.0,bel,1796
1932.0,bel,1797
1933.0,bel,1798
1934.0,bel,1799
1935.0,bel,1800
1935.0,bel,1801
1936.0,bel,1802
1937.0,bel,1803
1938.0,bel,1804
1939.0,bel,1805
1939.0,bel,1806
1940.0,bel,1807
1941.0,bel,1808
1942.0,bel,1809
1942.0,bel,1810
1943.0,bel,1811
1944.0,bel,1812
1945.0,bel,1813
1945.0,bel,1814
1946.0,bel,1815
1947.0,bel,1816
1948.0,bel,1817
1948.0,bel,1818
1949.0,bel,1819
1950.0,bel,1820
1955.0,bel,1821
1960.0,bel,1822
1965.0,bel,1823
1971.0,bel,1824
1976.0,bel,1825
1981.0,bel,1826
1986.0,bel,1827
1992.0,bel,1828
1997.0,bel,1829
2002.0,bel,1830
2030.0,bel,1831
2059.0,bel,1832
2088.0,bel,1833
2117.0,bel,1834
2147.0,bel,1835
2177.0,bel,1836
2208.0,bel,1837
2239.0,bel,1838
2271.0,bel,1839
2303.0,bel,1840
2335.0,bel,1841
2368.0,bel,1842
2401.0,bel,1843
2435.0,bel,1844
2470.0,bel,1845
2504.0,bel,1846
2605.0,bel,1847
2593.0,bel,1848
2648.0,bel,1849
2732.0,bel,1850
2790.0,bel,1851
2847.0,bel,1852
2903.0,bel,1853
3064.0,bel,1854
3066.0,bel,1855
3213.0,bel,1856
3276.0,bel,1857
3276.0,bel,1858
3255.0,bel,1859
3397.0,bel,1860
3423.0,bel,1861
3488.0,bel,1862
3563.0,bel,1863
3656.0,bel,1864
3629.0,bel,1865
3710.0,bel,1866
3702.0,bel,1867
3810.0,bel,1868
3948.0,bel,1869
3992.0,bel,1870
3978.0,bel,1871
4189.0,bel,1872
4184.0,bel,1873
4288.0,bel,1874
4245.0,bel,1875
4265.0,bel,1876
4280.0,bel,1877
4367.0,bel,1878
4371.0,bel,1879
4550.0,bel,1880
4558.0,bel,1881
4657.0,bel,1882
4670.0,bel,1883
4657.0,bel,1884
4660.0,bel,1885
4683.0,bel,1886
4828.0,bel,1887
4823.0,bel,1888
5020.0,bel,1889
5094.0,bel,1890
5045.0,bel,1891
5115.0,bel,1892
5135.0,bel,1893
5155.0,bel,1894
5220.0,bel,1895
5280.0,bel,1896
5332.0,bel,1897
5374.0,bel,1898
5436.0,bel,1899
5549.0,bel,1900
5531.0,bel,1901
5561.0,bel,1902
5611.0,bel,1903
5684.0,bel,1904
5776.0,bel,1905
5830.0,bel,1906
5852.0,bel,1907
5852.0,bel,1908
5910.0,bel,1909
6049.0,bel,1910
6175.0,bel,1911
6262.0,bel,1912
6282.0,bel,1913
4602.0,bel,1914
3770.0,bel,1915
4219.0,bel,1916
3513.0,bel,1917
3282.0,bel,1918
4045.0,bel,1919
6109.0,bel,1920
6432.0,bel,1921
6865.0,bel,1922
7302.0,bel,1923
7624.0,bel,1924
7634.0,bel,1925
7731.0,bel,1926
7698.0,bel,1927
8216.0,bel,1928
8420.0,bel,1929
8547.0,bel,1930
8236.0,bel,1931
7833.0,bel,1932
7739.0,bel,1933
7549.0,bel,1934
7887.0,bel,1935
8130.0,bel,1936
8509.0,bel,1937
8339.0,bel,1938
7997.0,bel,1939
6565.0,bel,1940
5605.0,bel,1941
5749.0,bel,1942
4657.0,bel,1943
4724.0,bel,1944
5041.0,bel,1945
7933.0,bel,1946
8934.0,bel,1947
9379.0,bel,1948
9648.0,bel,1949
9948.0,bel,1950
10450.0,bel,1951
10390.0,bel,1952
10760.0,bel,1953
11140.0,bel,1954
11510.0,bel,1955
11860.0,bel,1956
12100.0,bel,1957
11800.0,bel,1958
12050.0,bel,1959
12550.0,bel,1960
13090.0,bel,1961
13680.0,bel,1962
14190.0,bel,1963
15050.0,bel,1964
15450.0,bel,1965
15840.0,bel,1966
16370.0,bel,1967
16990.0,bel,1968
18080.0,bel,1969
19150.0,bel,1970
19790.0,bel,1971
20760.0,bel,1972
21960.0,bel,1973
22810.0,bel,1974
22450.0,bel,1975
23680.0,bel,1976
23800.0,bel,1977
24460.0,bel,1978
25010.0,bel,1979
26110.0,bel,1980
25770.0,bel,1981
26120.0,bel,1982
26120.0,bel,1983
26770.0,bel,1984
27030.0,bel,1985
27420.0,bel,1986
28040.0,bel,1987
29330.0,bel,1988
30220.0,bel,1989
31030.0,bel,1990
31490.0,bel,1991
31840.0,bel,1992
31410.0,bel,1993
32300.0,bel,1994
32970.0,bel,1995
33270.0,bel,1996
34310.0,bel,1997
34900.0,bel,1998
36030.0,bel,1999
37280.0,bel,2000
37460.0,bel,2001
37950.0,bel,2002
38270.0,bel,2003
39340.0,bel,2004
39940.0,bel,2005
40740.0,bel,2006
41630.0,bel,2007
41720.0,bel,2008
40230.0,bel,2009
40880.0,bel,2010
41000.0,bel,2011
40590.0,bel,2012
40450.0,bel,2013
40840.0,bel,2014
41160.0,bel,2015
41430.0,bel,2016
41730.0,bel,2017
42040.0,bel,2018
42400.0,bel,2019
609.2,blz,1800
609.2,blz,1801
609.2,blz,1802
609.2,blz,1803
609.2,blz,1804
609.2,blz,1805
609.2,blz,1806
609.2,blz,1807
609.2,blz,1808
609.2,blz,1809
609.2,blz,1810
609.2,blz,1811
609.2,blz,1812
609.2,blz,1813
609.2,blz,1814
609.2,blz,1815
609.2,blz,1816
609.2,blz,1817
609.2,blz,1818
609.2,blz,1819
609.2,blz,1820
613.2,blz,1821
617.2,blz,1822
621.3,blz,1823
625.4,blz,1824
629.6,blz,1825
633.7,blz,1826
637.9,blz,1827
642.1,blz,1828
646.4,blz,1829
650.6,blz,1830
654.9,blz,1831
659.3,blz,1832
663.6,blz,1833
668.0,blz,1834
672.4,blz,1835
676.9,blz,1836
681.3,blz,1837
685.8,blz,1838
690.4,blz,1839
694.9,blz,1840
699.5,blz,1841
704.1,blz,1842
708.8,blz,1843
713.5,blz,1844
718.2,blz,1845
722.9,blz,1846
727.7,blz,1847
732.5,blz,1848
737.4,blz,1849
742.2,blz,1850
747.1,blz,1851
752.1,blz,1852
757.1,blz,1853
762.1,blz,1854
767.1,blz,1855
772.2,blz,1856
777.3,blz,1857
782.4,blz,1858
787.6,blz,1859
792.8,blz,1860
798.0,blz,1861
803.3,blz,1862
808.6,blz,1863
813.9,blz,1864
819.3,blz,1865
824.7,blz,1866
830.2,blz,1867
835.7,blz,1868
841.2,blz,1869
846.7,blz,1870
852.3,blz,1871
858.0,blz,1872
863.6,blz,1873
869.3,blz,1874
875.1,blz,1875
880.9,blz,1876
886.7,blz,1877
892.6,blz,1878
898.5,blz,1879
904.4,blz,1880
910.4,blz,1881
916.4,blz,1882
922.4,blz,1883
928.5,blz,1884
934.7,blz,1885
940.8,blz,1886
947.1,blz,1887
953.3,blz,1888
959.6,blz,1889
966.0,blz,1890
972.3,blz,1891
978.8,blz,1892
985.2,blz,1893
991.7,blz,1894
998.3,blz,1895
1005.0,blz,1896
1012.0,blz,1897
1018.0,blz,1898
1025.0,blz,1899
1032.0,blz,1900
1039.0,blz,1901
1045.0,blz,1902
1052.0,blz,1903
1059.0,blz,1904
1066.0,blz,1905
1073.0,blz,1906
1080.0,blz,1907
1088.0,blz,1908
1095.0,blz,1909
1102.0,blz,1910
1109.0,blz,1911
1117.0,blz,1912
1124.0,blz,1913
1141.0,blz,1914
1158.0,blz,1915
1175.0,blz,1916
1192.0,blz,1917
1210.0,blz,1918
1228.0,blz,1919
1246.0,blz,1920
1265.0,blz,1921
1284.0,blz,1922
1303.0,blz,1923
1322.0,blz,1924
1342.0,blz,1925
1362.0,blz,1926
1382.0,blz,1927
1403.0,blz,1928
1424.0,blz,1929
1445.0,blz,1930
1467.0,blz,1931
1488.0,blz,1932
1511.0,blz,1933
