geo,fixed_line_and_mobile_phone_subscribers_per_100_people,time
tto,10.02,1985
tto,11.9,1986
tto,13.22,1987
tto,13.33,1988
tto,13.01,1989
tto,13.48,1990
tto,14.15,1991
tto,14.6,1992
tto,15.51,1993
tto,16.36,1994
tto,16.98,1995
tto,17.93,1996
tto,20.29,1997
tto,22.51,1998
tto,24.51,1999
tto,36.8,2000
tto,43.51,2001
tto,44.34,2002
tto,49.84,2003
tto,73.8,2004
tto,84.87,2005
tto,149.1,2006
tun,1.158,1975
tun,1.242,1976
tun,1.335,1977
tun,1.441,1978
tun,1.609,1979
tun,1.754,1980
tun,1.853,1981
tun,2.059,1982
tun,2.201,1983
tun,2.397,1984
tun,2.965,1987
tun,3.173,1988
tun,3.495,1989
tun,3.725,1990
tun,4.006,1991
tun,4.438,1992
tun,4.893,1993
tun,5.411,1994
tun,5.86,1995
tun,6.499,1996
tun,7.183,1997
tun,8.477,1998
tun,9.578,1999
tun,11.23,2000
tun,14.94,2001
tun,17.61,2002
tun,31.32,2003
tun,49.73,2004
tun,69.18,2005
tun,84.99,2006
tur,1.7,1975
tur,1.882,1976
tur,2.039,1977
tur,2.316,1978
tur,2.511,1979
tur,2.58,1980
tur,2.858,1981
tur,3.217,1982
tur,3.495,1983
tur,3.955,1984
tur,4.47,1985
tur,5.404,1986
tur,7.042,1987
tur,9.159,1988
tur,10.7,1989
tur,12.28,1990
tur,14.32,1991
tur,16.23,1992
tur,18.52,1993
tur,20.44,1994
tur,21.97,1995
tur,24.01,1996
tur,26.85,1997
tur,31.18,1998
tur,39.27,1999
tur,51.21,2000
tur,56.15,2001
tur,60.63,2002
tur,66.19,2003
tur,75.66,2004
tur,86.85,2005
tur,97.97,2006
tkm,2.381,1975
tkm,2.705,1976
tkm,3.013,1977
tkm,3.305,1978
tkm,3.582,1979
tkm,3.845,1980
tkm,4.094,1981
tkm,4.329,1982
tkm,4.551,1983
tkm,4.76,1984
tkm,4.954,1985
tkm,5.136,1986
tkm,5.306,1987
tkm,5.577,1988
tkm,5.882,1989
tkm,5.998,1990
tkm,6.289,1991
tkm,6.404,1992
tkm,6.634,1993
tkm,7.427,1994
tkm,7.639,1995
tkm,7.92,1996
tkm,8.225,1997
tkm,8.132,1998
tkm,8.165,1999
tkm,8.261,2000
tkm,8.671,2001
tkm,8.254,2002
tkm,8.201,2003
tkm,9.192,2004
tkm,10.41,2005
uga,0.1845,1975
uga,0.1783,1976
uga,0.1817,1977
uga,0.1897,1978
uga,0.1685,1979
uga,0.1548,1980
uga,0.157,1981
uga,0.1708,1982
uga,0.1737,1983
uga,0.1466,1984
uga,0.1728,1985
uga,0.1684,1986
uga,0.1632,1987
uga,0.1628,1988
uga,0.1595,1989
uga,0.1563,1990
uga,0.1535,1991
uga,0.1566,1992
uga,0.1045,1993
uga,0.1481,1994
uga,0.1918,1995
uga,0.237,1996
uga,0.2617,1997
uga,0.3738,1998
uga,0.4743,1999
uga,0.7638,2000
uga,1.334,2001
uga,1.706,2002
uga,3.085,2003
uga,4.412,2004
uga,4.846,2005
uga,7.08,2006
ukr,5.712,1975
ukr,6.089,1976
ukr,6.466,1977
ukr,6.844,1978
ukr,7.22,1979
ukr,7.593,1980
ukr,7.965,1981
ukr,8.534,1982
ukr,9.117,1983
ukr,9.654,1984
ukr,10.21,1985
ukr,10.76,1986
ukr,11.31,1987
ukr,12.1,1988
ukr,12.91,1989
ukr,13.54,1990
ukr,14.12,1991
ukr,14.53,1992
ukr,14.99,1993
ukr,15.54,1994
ukr,16.16,1995
ukr,18.16,1996
ukr,18.71,1997
ukr,19.57,1998
ukr,20.72,1999
ukr,22.85,2000
ukr,26.49,2001
ukr,30.14,2002
ukr,36.83,2003
ukr,54.53,2004
ukr,88.45,2005
ukr,131.3,2006
are,14.59,1982
are,15.13,1983
are,15.28,1984
are,15.59,1985
are,16.35,1986
are,17.43,1987
are,19.54,1988
are,22.52,1989
are,24.25,1990
are,25.63,1991
are,27.26,1992
are,29.75,1993
are,31.87,1994
are,33.24,1995
are,37.43,1996
are,43.15,1997
are,49.7,1998
are,59.59,1999
are,75.4,2000
are,86.5,2001
are,97.75,2002
are,108.7,2003
are,123.4,2004
are,140.6,2005
are,160.7,2006
gbr,23.53,1975
gbr,24.83,1976
gbr,26.82,1977
gbr,29.12,1978
gbr,30.81,1979
gbr,32.24,1980
gbr,33.36,1981
gbr,34.16,1982
gbr,35.25,1983
gbr,36.36,1984
gbr,37.44,1985
gbr,38.45,1986
gbr,40.26,1987
gbr,42.51,1988
gbr,44.93,1989
gbr,46.01,1990
gbr,47.06,1991
gbr,48.39,1992
gbr,51.01,1993
gbr,55.54,1994
gbr,60.34,1995
gbr,64.99,1996
gbr,69.64,1997
gbr,81.42,1998
gbr,104.2,1999
gbr,131.7,2000
gbr,135.9,2001
gbr,141.6,2002
gbr,149.0,2003
gbr,157.5,2004
gbr,165.3,2005
gbr,170.5,2006
usa,37.28,1975
usa,37.98,1976
usa,38.79,1977
usa,39.73,1978
usa,40.55,1979
usa,41.49,1980
usa,47.77,1984
usa,48.89,1985
usa,49.54,1986
usa,51.19,1987
usa,52.82,1988
usa,54.7,1989
usa,56.64,1990
usa,58.1,1991
usa,60.18,1992
usa,63.14,1993
usa,67.49,1994
usa,72.65,1995
usa,78.13,1996
usa,84.05,1997
usa,90.29,1998
usa,98.75,1999
usa,107.0,2000
usa,112.2,2001
usa,114.9,2002
usa,118.1,2003
usa,123.5,2004
usa,131.0,2005
usa,135.3,2006
ury,6.611,1975
ury,6.796,1976
ury,7.075,1977
ury,7.098,1978
ury,7.325,1979
ury,7.551,1980
ury,7.722,1981
ury,7.89,1982
ury,8.338,1983
ury,8.685,1984
ury,9.573,1985
ury,10.14,1986
ury,10.24,1987
ury,11.27,1988
ury,12.18,1989
ury,13.38,1990
ury,14.44,1991
ury,15.68,1992
ury,16.88,1993
ury,18.44,1994
ury,20.57,1995
ury,23.11,1996
ury,26.42,1997
ury,29.78,1998
ury,36.97,1999
ury,40.59,2000
ury,44.46,2001
ury,44.13,2002
ury,43.46,2003
ury,48.37,2004
ury,65.37,2005
ury,100.1,2006
uzb,2.503,1975
uzb,2.713,1976
uzb,3.116,1977
uzb,3.301,1978
uzb,3.538,1979
uzb,3.636,1980
uzb,4.03,1981
uzb,4.282,1982
uzb,4.519,1983
uzb,4.798,1984
uzb,5.117,1985
uzb,5.42,1986
uzb,5.761,1987
uzb,6.135,1988
uzb,6.739,1989
uzb,6.84,1990
uzb,6.961,1991
uzb,7.128,1992
uzb,7.036,1993
uzb,6.963,1994
uzb,6.794,1995
uzb,6.634,1996
uzb,6.584,1997
uzb,6.501,1998
uzb,6.72,1999
uzb,6.93,2000
uzb,7.173,2001
uzb,7.392,2002
uzb,7.971,2003
uzb,8.871,2004
uzb,9.605,2005
vut,1.0,1975
vut,1.027,1976
vut,1.023,1977
vut,1.11,1978
vut,1.291,1982
vut,1.375,1983
vut,1.385,1984
vut,1.187,1985
vut,1.514,1986
vut,1.59,1987
vut,1.622,1988
vut,1.65,1989
vut,1.74,1990
vut,1.981,1991
vut,2.249,1992
vut,2.496,1993
vut,2.666,1994
vut,2.518,1995
vut,2.628,1996
vut,2.793,1997
vut,2.955,1998
vut,3.121,1999
vut,3.692,2000
vut,3.662,2001
vut,5.78,2002
vut,7.014,2003
vut,8.224,2004
vut,9.127,2005
ven,3.934,1975
ven,4.382,1976
ven,4.516,1977
ven,4.652,1978
ven,4.794,1979
ven,5.301,1980
ven,5.522,1981
ven,5.957,1982
ven,6.18,1983
ven,6.454,1984
ven,6.95,1985
ven,7.375,1986
ven,7.625,1987
ven,7.747,1988
ven,7.613,1989
ven,7.57,1990
ven,7.999,1991
ven,9.246,1992
ven,10.73,1993
ven,12.29,1994
ven,13.01,1995
ven,14.44,1996
ven,16.88,1997
ven,19.66,1998
ven,26.55,1999
ven,32.84,2000
ven,37.06,2001
ven,37.21,2002
ven,38.84,2003
ven,45.04,2004
ven,60.75,2005
ven,85.14,2006
vnm,0.1167,1982
vnm,0.12,1983
vnm,0.1213,1984
vnm,0.1223,1985
vnm,0.1261,1986
vnm,0.1247,1987
vnm,0.1233,1988
vnm,0.1235,1989
vnm,0.1488,1990
vnm,0.2028,1991
vnm,0.2225,1992
vnm,0.3754,1993
vnm,0.6341,1994
vnm,1.094,1995
vnm,1.689,1996
vnm,1.979,1997
vnm,2.57,1998
vnm,3.141,1999
vnm,4.291,2000
vnm,5.466,2001
vnm,7.314,2002
vnm,8.83,2003
vnm,18.39,2004
vnm,30.61,2005
vir,29.59,1981
vir,28.99,1982
vir,28.8,1983
vir,34.47,1984
vir,36.45,1985
vir,38.5,1986
vir,39.63,1987
vir,43.0,1988
vir,45.03,1989
vir,45.28,1990
vir,72.73,1997
vir,83.38,1998
vir,89.91,1999
vir,95.07,2000
vir,101.5,2001
vir,105.2,2002
vir,109.4,2003
vir,124.2,2004
vir,139.8,2005
pse,3.428,1992
pse,3.386,1993
pse,3.403,1994
pse,4.174,1995
pse,4.304,1996
pse,5.742,1997
pse,9.787,1998
pse,11.94,1999
pse,15.11,2000
pse,19.12,2001
pse,19.24,2002
pse,21.74,2003
pse,36.04,2004
pse,39.81,2005
pse,30.81,2006
yem,0.2024,1980
yem,0.2779,1981
yem,0.4295,1982
yem,0.5311,1983
yem,0.5943,1984
yem,0.6658,1985
yem,0.7075,1986
yem,0.7438,1987
yem,0.7706,1988
yem,0.787,1989
yem,1.011,1990
yem,1.015,1991
yem,1.069,1992
yem,1.169,1993
yem,1.216,1994
yem,1.256,1995
yem,1.326,1996
yem,1.398,1997
yem,1.549,1998
yem,1.767,1999
yem,2.083,2000
yem,3.071,2001
yem,4.941,2002
yem,6.967,2003
yem,9.132,2004
yem,14.07,2005
zmb,0.5625,1975
zmb,0.5403,1976
zmb,0.547,1977
zmb,0.5385,1978
zmb,0.5334,1979
zmb,0.5493,1980
zmb,0.5686,1981
zmb,0.5725,1982
zmb,0.5721,1983
zmb,0.618,1984
zmb,0.6267,1985
zmb,0.6544,1986
zmb,0.6849,1987
zmb,0.7633,1988
zmb,0.833,1989
zmb,0.801,1990
zmb,0.8257,1991
zmb,0.885,1992
zmb,0.8861,1993
zmb,0.8839,1994
zmb,0.8458,1995
zmb,0.8492,1996
zmb,0.841,1997
zmb,0.8608,1998
zmb,1.088,1999
zmb,1.743,2000
zmb,1.94,2001
zmb,2.086,2002
zmb,2.976,2003
zmb,4.934,2004
zmb,9.097,2005
zmb,15.02,2006
zwe,1.324,1975
zwe,1.329,1976
zwe,1.311,1977
zwe,1.335,1978
zwe,1.323,1979
zwe,1.313,1980
zwe,1.283,1981
zwe,1.255,1982
zwe,1.258,1983
zwe,1.219,1984
zwe,1.182,1985
zwe,1.177,1986
zwe,1.2,1987
zwe,1.178,1988
zwe,1.192,1989
zwe,1.179,1990
zwe,1.169,1991
zwe,1.149,1992
zwe,1.131,1993
zwe,1.166,1994
zwe,1.293,1995
zwe,1.458,1996
zwe,1.783,1997
zwe,2.066,1998
zwe,3.297,1999
zwe,4.076,2000
zwe,4.447,2001
zwe,4.873,2002
zwe,5.135,2003
zwe,5.686,2004
zwe,7.592,2005
zwe,8.801,2006
