gnipercapita_atlasmethod_current_us,geo,time
590,sgp,1966
660,sgp,1967
750,sgp,1968
850,sgp,1969
960,sgp,1970
1090,sgp,1971
1320,sgp,1972
1720,sgp,1973
2260,sgp,1974
2820,sgp,1975
2930,sgp,1976
3030,sgp,1977
3450,sgp,1978
4170,sgp,1979
4930,sgp,1980
5510,sgp,1981
5710,sgp,1982
6190,sgp,1983
6900,sgp,1984
7030,sgp,1985
7260,sgp,1986
8120,sgp,1987
9590,sgp,1988
10690,sgp,1989
12040,sgp,1990
13450,sgp,1991
15720,sgp,1992
17760,sgp,1993
20780,sgp,1994
23610,sgp,1995
25640,sgp,1996
27750,sgp,1997
24010,sgp,1998
23420,sgp,1999
23670,sgp,2000
21990,sgp,2001
21760,sgp,2002
23110,sgp,2003
25650,sgp,2004
28370,sgp,2005
32080,sgp,2006
35660,sgp,2007
36680,sgp,2008
37080,sgp,2009
44790,sgp,2010
48330,sgp,2011
51390,sgp,2012
54580,sgp,2013
55150,sgp,2014
55730,sgp,2015
800,slb,1992
750,slb,1993
830,slb,1994
900,slb,1995
890,slb,1996
1440,slb,1997
1320,slb,1998
1220,slb,1999
1010,slb,2000
930,slb,2001
840,slb,2002
840,slb,2003
860,slb,2004
900,slb,2005
970,slb,2006
960,slb,2007
980,slb,2008
820,slb,2009
910,slb,2010
1120,slb,2011
1520,slb,2012
1830,slb,2013
1830,slb,2014
1830,slb,2015
160,sle,1964
170,sle,1965
170,sle,1966
160,sle,1967
150,sle,1968
160,sle,1969
170,sle,1970
180,sle,1971
180,sle,1972
210,sle,1973
250,sle,1974
270,sle,1975
240,sle,1976
230,sle,1977
260,sle,1978
340,sle,1979
400,sle,1980
400,sle,1981
390,sle,1982
330,sle,1983
320,sle,1984
260,sle,1985
190,sle,1986
190,sle,1987
190,sle,1988
230,sle,1989
200,sle,1990
190,sle,1991
150,sle,1992
180,sle,1993
180,sle,1994
200,sle,1995
230,sle,1996
220,sle,1997
190,sle,1998
170,sle,1999
160,sle,2000
170,sle,2001
230,sle,2002
300,sle,2003
310,sle,2004
320,sle,2005
340,sle,2006
400,sle,2007
470,sle,2008
490,sle,2009
470,sle,2010
500,sle,2011
520,sle,2012
670,sle,2013
710,sle,2014
752,sle,2015
300,slv,1967
300,slv,1968
300,slv,1969
310,slv,1970
320,slv,1971
350,slv,1972
390,slv,1973
440,slv,1974
480,slv,1975
530,slv,1976
610,slv,1977
710,slv,1978
780,slv,1979
760,slv,1980
730,slv,1981
690,slv,1982
680,slv,1983
700,slv,1984
720,slv,1985
760,slv,1986
820,slv,1987
870,slv,1988
860,slv,1989
910,slv,1990
960,slv,1991
1090,slv,1992
1210,slv,1993
1370,slv,1994
1590,slv,1995
1730,slv,1996
1860,slv,1997
1950,slv,1998
2040,slv,1999
2160,slv,2000
2230,slv,2001
2310,slv,2002
2470,slv,2003
2660,slv,2004
2870,slv,2005
3040,slv,2006
3250,slv,2007
3460,slv,2008
3390,slv,2009
3450,slv,2010
3600,slv,2011
3730,slv,2012
3870,slv,2013
3950,slv,2014
4032,slv,2015
26370,smr,2001
26090,smr,2002
30370,smr,2003
36960,smr,2004
41830,smr,2005
44440,smr,2006
47670,smr,2007
52140,smr,2008
70,som,1962
70,som,1963
70,som,1964
70,som,1965
80,som,1966
90,som,1967
90,som,1968
90,som,1969
90,som,1970
100,som,1971
120,som,1972
140,som,1973
130,som,1974
190,som,1975
180,som,1976
160,som,1977
130,som,1978
110,som,1979
110,som,1980
120,som,1981
120,som,1982
110,som,1983
120,som,1984
130,som,1985
150,som,1986
170,som,1987
170,som,1988
170,som,1989
150,som,1990
2390,srb,1999
1530,srb,2000
1450,srb,2001
1430,srb,2002
2260,srb,2003
3070,srb,2004
3630,srb,2005
3970,srb,2006
4580,srb,2007
5650,srb,2008
6040,srb,2009
5850,srb,2010
5910,srb,2011
5700,srb,2012
6050,srb,2013
5820,srb,2014
5599,srb,2015
1060,ssd,2010
910,ssd,2011
820,ssd,2012
920,ssd,2013
940,ssd,2014
960,ssd,2015
540,stp,2002
620,stp,2003
710,stp,2004
780,stp,2005
910,stp,2006
940,stp,2007
1030,stp,2008
1120,stp,2009
1190,stp,2010
1300,stp,2011
1380,stp,2012
1560,stp,2013
1670,stp,2014
1788,stp,2015
1560,sur,1977
1920,sur,1978
2080,sur,1979
2280,sur,1980
2530,sur,1981
2480,sur,1982
2330,sur,1983
2290,sur,1984
2280,sur,1985
2340,sur,1986
2320,sur,1987
2890,sur,1988
2270,sur,1989
1430,sur,1990
1120,sur,1991
1010,sur,1992
1080,sur,1994
1320,sur,1995
1640,sur,1996
1850,sur,1997
1940,sur,1998
1760,sur,1999
1870,sur,2000
1590,sur,2001
1820,sur,2002
2120,sur,2003
2840,sur,2004
3380,sur,2005
4110,sur,2006
5120,sur,2007
6430,sur,2008
7100,sur,2009
7900,sur,2010
8420,sur,2011
9020,sur,2012
9470,sur,2013
9942,sur,2014
10440,sur,2015
4200,svk,1995
5000,svk,1996
5400,svk,1997
5410,svk,1998
5360,svk,1999
5520,svk,2000
5710,svk,2001
6020,svk,2002
6960,svk,2003
9030,svk,2004
11330,svk,2005
12880,svk,2006
14840,svk,2007
17110,svk,2008
17010,svk,2009
17130,svk,2010
17430,svk,2011
17400,svk,2012
17810,svk,2013
18230,svk,2014
18660,svk,2015
11300,svn,1997
11050,svn,1998
11370,svn,1999
11350,svn,2000
11000,svn,2001
10990,svn,2002
12700,svn,2003
15710,svn,2004
18460,svn,2005
19970,svn,2006
21950,svn,2007
24680,svn,2008
24390,svn,2009
24540,svn,2010
24560,svn,2011
23290,svn,2012
23220,svn,2013
23150,svn,2014
23080,svn,2015
2310,swe,1962
2490,swe,1963
2740,swe,1964
2960,swe,1965
3190,swe,1966
3460,swe,1967
3770,swe,1968
4100,swe,1969
4650,swe,1970
4970,swe,1971
5670,swe,1972
7050,swe,1973
8580,swe,1974
10160,swe,1975
10720,swe,1976
11290,swe,1977
12460,swe,1978
14790,swe,1979
17300,swe,1980
17530,swe,1981
15760,swe,1982
13550,swe,1983
13020,swe,1984
13080,swe,1985
15330,swe,1986
19360,swe,1987
24190,swe,1988
26090,swe,1989
27760,swe,1990
29110,swe,1991
31340,swe,1992
28200,swe,1993
27690,swe,1994
28070,swe,1995
30390,swe,1996
31380,swe,1997
31120,swe,1998
30910,swe,1999
31220,swe,2000
29390,swe,2001
28740,swe,2002
32410,swe,2003
39390,swe,2004
45350,swe,2005
48650,swe,2006
52190,swe,2007
55600,swe,2008
51900,swe,2009
53810,swe,2010
56020,swe,2011
58600,swe,2012
61750,swe,2013
61600,swe,2014
61450,swe,2015
290,swz,1972
360,swz,1973
450,swz,1974
1230,swz,1990
1290,swz,1991
1500,swz,1992
1520,swz,1993
1510,swz,1994
1750,swz,1995
1850,swz,1996
1870,swz,1997
1650,swz,1998
1640,swz,1999
1520,swz,2000
1480,swz,2001
1260,swz,2002
1340,swz,2003
1710,swz,2004
2390,swz,2005
2560,swz,2006
2720,swz,2007
2770,swz,2008
2670,swz,2009
2600,swz,2010
2750,swz,2011
2860,swz,2012
2750,swz,2013
2700,swz,2014
2651,swz,2015
290,syc,1962
310,syc,1963
330,syc,1964
320,syc,1965
360,syc,1966
350,syc,1967
350,syc,1968
330,syc,1969
350,syc,1970
410,syc,1971
480,syc,1972
620,syc,1973
770,syc,1974
870,syc,1975
910,syc,1976
870,syc,1977
1160,syc,1978
1730,syc,1979
2080,syc,1980
2260,syc,1981
2240,syc,1982
2120,syc,1983
2150,syc,1984
2410,syc,1985
2650,syc,1986
3210,syc,1987
3970,syc,1988
4530,syc,1989
5000,syc,1990
5180,syc,1991
5930,syc,1992
6350,syc,1993
6560,syc,1994
6460,syc,1995
6740,syc,1996
7330,syc,1997
7320,syc,1998
7290,syc,1999
7290,syc,2000
7310,syc,2001
6850,syc,2002
7490,syc,2003
9280,syc,2004
11140,syc,2005
12580,syc,2006
12270,syc,2007
11130,syc,2008
10220,syc,2009
10190,syc,2010
11060,syc,2011
12170,syc,2012
13430,syc,2013
13990,syc,2014
14570,syc,2015
250,syr,1962
230,syr,1963
250,syr,1964
270,syr,1965
250,syr,1966
280,syr,1967
300,syr,1968
370,syr,1969
360,syr,1970
400,syr,1971
500,syr,1972
500,syr,1973
710,syr,1974
960,syr,1975
1080,syr,1976
1050,syr,1977
1170,syr,1978
1280,syr,1979
1560,syr,1980
1750,syr,1981
1740,syr,1982
1700,syr,1983
1640,syr,1984
1690,syr,1985
1480,syr,1986
1270,syr,1987
1190,syr,1988
890,syr,1989
910,syr,1990
990,syr,1991
1110,syr,1992
1070,syr,1993
970,syr,1994
900,syr,1995
860,syr,1996
860,syr,1997
920,syr,1998
890,syr,1999
970,syr,2000
1110,syr,2001
1210,syr,2002
1240,syr,2003
1390,syr,2004
1530,syr,2005
1650,syr,2006
1860,syr,2007
110,tcd,1962
110,tcd,1963
110,tcd,1964
120,tcd,1965
120,tcd,1966
130,tcd,1967
130,tcd,1968
140,tcd,1969
140,tcd,1970
140,tcd,1971
150,tcd,1972
160,tcd,1973
190,tcd,1974
230,tcd,1975
220,tcd,1976
230,tcd,1977
240,tcd,1978
220,tcd,1979
240,tcd,1980
230,tcd,1981
210,tcd,1982
190,tcd,1983
180,tcd,1984
210,tcd,1985
210,tcd,1986
210,tcd,1987
270,tcd,1988
270,tcd,1989
270,tcd,1990
290,tcd,1991
330,tcd,1992
240,tcd,1993
220,tcd,1994
210,tcd,1995
200,tcd,1996
210,tcd,1997
220,tcd,1998
200,tcd,1999
180,tcd,2000
190,tcd,2001
190,tcd,2002
210,tcd,2003
340,tcd,2004
470,tcd,2005
530,tcd,2006
630,tcd,2007
700,tcd,2008
830,tcd,2009
910,tcd,2010
890,tcd,2011
960,tcd,2012
980,tcd,2013
980,tcd,2014
980,tcd,2015
90,tgo,1962
90,tgo,1963
100,tgo,1964
110,tgo,1965
120,tgo,1966
120,tgo,1967
130,tgo,1968
140,tgo,1969
130,tgo,1970
130,tgo,1971
140,tgo,1972
170,tgo,1973
220,tgo,1974
260,tgo,1975
270,tgo,1976
290,tgo,1977
330,tgo,1978
350,tgo,1979
420,tgo,1980
390,tgo,1981
320,tgo,1982
250,tgo,1983
230,tgo,1984
230,tgo,1985
250,tgo,1986
310,tgo,1987
390,tgo,1988
400,tgo,1989
400,tgo,1990
400,tgo,1991
410,tgo,1992
330,tgo,1993
300,tgo,1994
300,tgo,1995
310,tgo,1996
350,tgo,1997
330,tgo,1998
320,tgo,1999
300,tgo,2000
270,tgo,2001
250,tgo,2002
290,tgo,2003
330,tgo,2004
360,tgo,2005
380,tgo,2006
400,tgo,2007
400,tgo,2008
440,tgo,2009
450,tgo,2010
460,tgo,2011
490,tgo,2012
520,tgo,2013
570,tgo,2014
625,tgo,2015
170,tha,1967
180,tha,1968
190,tha,1969
210,tha,1970
210,tha,1971
220,tha,1972
260,tha,1973
330,tha,1974
380,tha,1975
420,tha,1976
450,tha,1977
530,tha,1978
610,tha,1979
710,tha,1980
760,tha,1981
760,tha,1982
760,tha,1983
790,tha,1984
790,tha,1985
830,tha,1986
950,tha,1987
1160,tha,1988
1320,tha,1989
1490,tha,1990
1660,tha,1991
1880,tha,1992
2120,tha,1993
2390,tha,1994
2730,tha,1995
2960,tha,1996
2720,tha,1997
2060,tha,1998
1950,tha,1999
1950,tha,2000
1890,tha,2001
1890,tha,2002
2050,tha,2003
2360,tha,2004
2590,tha,2005
2870,tha,2006
3270,tha,2007
3740,tha,2008
3850,tha,2009
4300,tha,2010
4590,tha,2011
5180,tha,2012
5320,tha,2013
5370,tha,2014
5420,tha,2015
340,tjk,1992
290,tjk,1993
230,tjk,1994
200,tjk,1995
170,tjk,1996
170,tjk,1997
180,tjk,1998
180,tjk,1999
170,tjk,2000
160,tjk,2001
170,tjk,2002
210,tjk,2003
270,tjk,2004
320,tjk,2005
370,tjk,2006
440,tjk,2007
570,tjk,2008
660,tjk,2009
730,tjk,2010
790,tjk,2011
890,tjk,2012
1000,tjk,2013
1080,tjk,2014
1166,tjk,2015
800,tkm,1993
690,tkm,1994
610,tkm,1995
610,tkm,1996
550,tkm,1997
560,tkm,1998
620,tkm,1999
600,tkm,2000
650,tkm,2001
750,tkm,2002
990,tkm,2003
1310,tkm,2004
1600,tkm,2005
1960,tkm,2006
2330,tkm,2007
3050,tkm,2008
3570,tkm,2009
4070,tkm,2010
4660,tkm,2011
5410,tkm,2012
6880,tkm,2013
8020,tkm,2014
9349,tkm,2015
810,tls,2002
700,tls,2003
740,tls,2004
910,tls,2005
1340,tls,2006
1860,tls,2007
3010,tls,2008
2370,tls,2009
3000,tls,2010
4080,tls,2011
3940,tls,2012
4250,tls,2013
3120,tls,2014
2290,tls,2015
690,ton,1983
690,ton,1984
720,ton,1985
770,ton,1986
860,ton,1987
1070,ton,1988
1160,ton,1989
1220,ton,1990
1350,ton,1991
1450,ton,1992
1530,ton,1993
1820,ton,1994
2010,ton,1995
2280,ton,1996
2260,ton,1997
2210,ton,1998
2140,ton,1999
2030,ton,2000
1920,ton,2001
1880,ton,2002
1950,ton,2003
2250,ton,2004
2500,ton,2005
2720,ton,2006
2810,ton,2007
3170,ton,2008
3300,ton,2009
3480,ton,2010
3790,ton,2011
4220,ton,2012
4320,ton,2013
4290,ton,2014
4260,ton,2015
640,tto,1962
680,tto,1963
730,tto,1964
760,tto,1965
760,tto,1966
770,tto,1967
790,tto,1968
810,tto,1969
830,tto,1970
870,tto,1971
1000,tto,1972
1200,tto,1973
1500,tto,1974
2170,tto,1975
2530,tto,1976
2810,tto,1977
3360,tto,1978
3940,tto,1979
5140,tto,1980
6140,tto,1981
6750,tto,1982
6090,tto,1983
5950,tto,1984
5900,tto,1985
5090,tto,1986
4480,tto,1987
3930,tto,1988
3630,tto,1989
3710,tto,1990
3900,tto,1991
4140,tto,1992
3920,tto,1993
3860,tto,1994
3890,tto,1995
4150,tto,1996
4320,tto,1997
4540,tto,1998
4770,tto,1999
5300,tto,2000
6050,tto,2001
6760,tto,2002
8050,tto,2003
9570,tto,2004
11040,tto,2005
13170,tto,2006
15020,tto,2007
17340,tto,2008
16190,tto,2009
15660,tto,2010
13690,tto,2011
14610,tto,2012
15550,tto,2013
16550,tto,2014
17620,tto,2015
220,tun,1967
240,tun,1968
250,tun,1969
270,tun,1970
310,tun,1971
400,tun,1972
460,tun,1973
610,tun,1974
770,tun,1975
820,tun,1976
850,tun,1977
940,tun,1978
1130,tun,1979
1360,tun,1980
1420,tun,1981
1280,tun,1982
1180,tun,1983
1180,tun,1984
1160,tun,1985
1140,tun,1986
1270,tun,1987
1340,tun,1988
1310,tun,1989
1430,tun,1990
1480,tun,1991
1700,tun,1992
1700,tun,1993
1740,tun,1994
1820,tun,1995
2010,tun,1996
2160,tun,1997
2190,tun,1998
2300,tun,1999
2310,tun,2000
2280,tun,2001
2210,tun,2002
2500,tun,2003
2920,tun,2004
3190,tun,2005
3370,tun,2006
3550,tun,2007
3890,tun,2008
4130,tun,2009
4160,tun,2010
4050,tun,2011
4170,tun,2012
4210,tun,2013
4250,tun,2014
4291,tun,2015
470,tur,1967
520,tur,1968
560,tur,1969
560,tur,1970
540,tur,1971
560,tur,1972
650,tur,1973
860,tur,1974
1120,tur,1975
1310,tur,1976
1410,tur,1977
1530,tur,1978
1820,tur,1979
1860,tur,1980
1860,tur,1981
1570,tur,1982
1400,tur,1983
1310,tur,1984
1310,tur,1985
1440,tur,1986
1740,tur,1987
1860,tur,1988
1920,tur,1989
2300,tur,1990
2590,tur,1991
2940,tur,1992
3150,tur,1993
2680,tur,1994
2850,tur,1995
2920,tur,1996
3190,tur,1997
3410,tur,1998
3530,tur,1999
4190,tur,2000
3470,tur,2001
3470,tur,2002
3800,tur,2003
5060,tur,2004
6510,tur,2005
7510,tur,2006
8500,tur,2007
9340,tur,2008
9130,tur,2009
9950,tur,2010
10490,tur,2011
10800,tur,2012
10970,tur,2013
10840,tur,2014
10710,tur,2015
2710,tuv,2001
3330,tuv,2002
2530,tuv,2003
3310,tuv,2004
3740,tuv,2005
3930,tuv,2006
4710,tuv,2007
4910,tuv,2008
5130,tuv,2009
4720,tuv,2010
5080,tuv,2011
5650,tuv,2012
5840,tuv,2013
6036,tuv,2014
6239,tuv,2015
200,tza,1990
180,tza,1991
180,tza,1992
170,tza,1993
160,tza,1994
170,tza,1995
190,tza,1996
210,tza,1997
250,tza,1998
280,tza,1999
310,tza,2000
310,tza,2001
310,tza,2002
330,tza,2003
360,tza,2004
340,tza,2005
450,tza,2006
510,tza,2007
570,tza,2008
630,tza,2009
690,tza,2010
720,tza,2011
760,tza,2012
840,tza,2013
930,tza,2014
1030,tza,2015
180,uga,1984
190,uga,1985
250,uga,1986
310,uga,1987
400,uga,1988
400,uga,1989
320,uga,1990
250,uga,1991
190,uga,1992
180,uga,1993
180,uga,1994
230,uga,1995
280,uga,1996
300,uga,1997
290,uga,1998
290,uga,1999
270,uga,2000
250,uga,2001
250,uga,2002
250,uga,2003
270,uga,2004
300,uga,2005
340,uga,2006
380,uga,2007
430,uga,2008
490,uga,2009
530,uga,2010
570,uga,2011
600,uga,2012
620,uga,2013
680,uga,2014
746,uga,2015
1620,ukr,1989
1610,ukr,1990
1520,ukr,1991
1420,ukr,1992
1230,ukr,1993
1010,ukr,1994
920,ukr,1995
860,ukr,1996
890,ukr,1997
850,ukr,1998
760,ukr,1999
700,ukr,2000
730,ukr,2001
790,ukr,2002
980,ukr,2003
1270,ukr,2004
1540,ukr,2005
1950,ukr,2006
2570,ukr,2007
3220,ukr,2008
2840,ukr,2009
2990,ukr,2010
3110,ukr,2011
3500,ukr,2012
3760,ukr,2013
3560,ukr,2014
3371,ukr,2015
580,ury,1962
610,ury,1963
660,ury,1964
680,ury,1965
720,ury,1966
640,ury,1967
610,ury,1968
670,ury,1969
820,ury,1970
850,ury,1971
870,ury,1972
1060,ury,1973
1370,ury,1974
1620,ury,1975
1490,ury,1976
1420,ury,1977
1630,ury,1978
2150,ury,1979
2870,ury,1980
3650,ury,1981
3290,ury,1982
2190,ury,1983
1740,ury,1984
1510,ury,1985
1780,ury,1986
2210,ury,1987
2600,ury,1988
2730,ury,1989
2840,ury,1990
3180,ury,1991
3830,ury,1992
4350,ury,1993
5040,ury,1994
5530,ury,1995
6160,ury,1996
6970,ury,1997
7240,ury,1998
7260,ury,1999
7050,ury,2000
6500,ury,2001
5140,ury,2002
4240,ury,2003
4130,ury,2004
4720,ury,2005
5380,ury,2006
6370,ury,2007
7690,ury,2008
8770,ury,2009
10390,ury,2010
12010,ury,2011
13910,ury,2012
15640,ury,2013
16350,ury,2014
17090,ury,2015
3280,usa,1962
3410,usa,1963
3610,usa,1964
3880,usa,1965
4200,usa,1966
4380,usa,1967
4750,usa,1968
5080,usa,1969
5260,usa,1970
5650,usa,1971
6290,usa,1972
7310,usa,1973
8000,usa,1974
8530,usa,1975
8980,usa,1976
9610,usa,1977
10790,usa,1978
12230,usa,1979
13410,usa,1980
14400,usa,1981
14230,usa,1982
14590,usa,1983
16230,usa,1984
17510,usa,1985
19160,usa,1986
21460,usa,1987
23580,usa,1988
23860,usa,1989
24150,usa,1990
24370,usa,1991
25780,usa,1992
26480,usa,1993
27750,usa,1994
29150,usa,1995
30380,usa,1996
31390,usa,1997
32150,usa,1998
33780,usa,1999
36070,usa,2000
36840,usa,2001
37470,usa,2002
39950,usa,2003
43680,usa,2004
46340,usa,2005
48080,usa,2006
48640,usa,2007
49330,usa,2008
48050,usa,2009
48950,usa,2010
50450,usa,2011
52540,usa,2012
54070,usa,2013
55200,usa,2014
56350,usa,2015
600,uzb,1992
590,uzb,1993
570,uzb,1994
580,uzb,1995
600,uzb,1996
610,uzb,1997
620,uzb,1998
650,uzb,1999
630,uzb,2000
560,uzb,2001
450,uzb,2002
420,uzb,2003
460,uzb,2004
530,uzb,2005
600,uzb,2006
760,uzb,2007
960,uzb,2008
1130,uzb,2009
1300,uzb,2010
1510,uzb,2011
1730,uzb,2012
1940,uzb,2013
2090,uzb,2014
2252,uzb,2015
180,vct,1962
160,vct,1963
170,vct,1964
180,vct,1965
180,vct,1966
170,vct,1967
190,vct,1968
190,vct,1969
210,vct,1970
220,vct,1971
300,vct,1972
310,vct,1973
340,vct,1974
370,vct,1975
390,vct,1976
390,vct,1977
460,vct,1978
540,vct,1979
620,vct,1980
710,vct,1981
760,vct,1982
820,vct,1983
930,vct,1984
1030,vct,1985
1120,vct,1986
1340,vct,1987
1610,vct,1988
1670,vct,1989
1740,vct,1990
1830,vct,1991
2120,vct,1992
2170,vct,1993
2130,vct,1994
2290,vct,1995
2450,vct,1996
2760,vct,1997
2790,vct,1998
2820,vct,1999
3070,vct,2000
3410,vct,2001
3940,vct,2002
4380,vct,2003
4730,vct,2004
4950,vct,2005
5460,vct,2006
5880,vct,2007
6210,vct,2008
6270,vct,2009
6030,vct,2010
6070,vct,2011
6340,vct,2012
6540,vct,2013
6560,vct,2014
6580,vct,2015
1050,ven,1962
1080,ven,1963
1050,ven,1964
1000,ven,1965
930,ven,1966
950,ven,1967
1010,ven,1968
1030,ven,1969
1110,ven,1970
1140,ven,1971
1240,ven,1972
1500,ven,1973
1920,ven,1974
2390,ven,1975
2780,ven,1976
2960,ven,1977
3220,ven,1978
3680,ven,1979
4140,ven,1980
4640,ven,1981
4560,ven,1982
4300,ven,1983
3810,ven,1984
3450,ven,1985
3380,ven,1986
3150,ven,1987
3230,ven,1988
2430,ven,1989
2560,ven,1990
2580,ven,1991
2740,ven,1992
2720,ven,1993
2620,ven,1994
2910,ven,1995
2960,ven,1996
3350,ven,1997
3340,ven,1998
3530,ven,1999
4070,ven,2000
4540,ven,2001
3940,ven,2002
3450,ven,2003
4050,ven,2004
4920,ven,2005
6050,ven,2006
7520,ven,2007
9230,ven,2008
10150,ven,2009
11530,ven,2010
11790,ven,2011
12500,ven,2012
11780,ven,2013
12890,ven,2014
14100,ven,2015
4170,vir,1972
4510,vir,1973
4830,vir,1974
5210,vir,1975
4690,vir,1976
4930,vir,1977
5440,vir,1978
6620,vir,1979
8000,vir,1980
8620,vir,1981
7960,vir,1982
8300,vir,1983
8640,vir,1984
8930,vir,1985
9850,vir,1986
11550,vir,1987
12590,vir,1988
13660,vir,1989
220,vnm,1989
130,vnm,1990
110,vnm,1991
130,vnm,1992
170,vnm,1993
200,vnm,1994
260,vnm,1995
310,vnm,1996
350,vnm,1997
360,vnm,1998
370,vnm,1999
400,vnm,2000
430,vnm,2001
460,vnm,2002
510,vnm,2003
590,vnm,2004
680,vnm,2005
760,vnm,2006
850,vnm,2007
1000,vnm,2008
1120,vnm,2009
1270,vnm,2010
1390,vnm,2011
1560,vnm,2012
1740,vnm,2013
1890,vnm,2014
2053,vnm,2015
850,vut,1981
800,vut,1982
810,vut,1983
860,vut,1984
960,vut,1985
980,vut,1986
860,vut,1987
990,vut,1988
1090,vut,1989
1200,vut,1990
1090,vut,1991
1120,vut,1992
1210,vut,1993
1170,vut,1994
1270,vut,1995
1280,vut,1996
1310,vut,1997
1420,vut,1998
1420,vut,1999
1430,vut,2000
1370,vut,2001
1230,vut,2002
1360,vut,2003
1590,vut,2004
1780,vut,2005
1990,vut,2006
2130,vut,2007
2510,vut,2008
2600,vut,2009
2700,vut,2010
2850,vut,2011
3000,vut,2012
3090,vut,2013
3183,vut,2014
3278,vut,2015
1520,pse,1996
1740,pse,1997
1940,pse,1998
1960,pse,1999
1580,pse,2000
1390,pse,2001
1300,pse,2002
1390,pse,2003
1480,pse,2004
1660,pse,2005
1570,pse,2006
1600,pse,2007
1660,pse,2008
2110,pse,2009
2310,pse,2010
2560,pse,2011
3070,pse,2012
3060,pse,2013
3050,pse,2014
3040,pse,2015
1520,wsm,1997
1550,wsm,1998
1570,wsm,1999
1600,wsm,2000
1630,wsm,2001
1630,wsm,2002
1720,wsm,2003
2100,wsm,2004
2370,wsm,2005
2560,wsm,2006
2830,wsm,2007
3050,wsm,2008
3020,wsm,2009
3220,wsm,2010
3590,wsm,2011
3860,wsm,2012
3960,wsm,2013
4050,wsm,2014
4142,wsm,2015
500,yem,1992
450,yem,1993
370,yem,1994
310,yem,1995
290,yem,1996
320,yem,1997
370,yem,1998
370,yem,1999
420,yem,2000
470,yem,2001
510,yem,2002
530,yem,2003
600,yem,2004
690,yem,2005
790,yem,2006
930,yem,2007
1100,yem,2008
1260,yem,2009
1250,yem,2010
1060,yem,2011
1180,yem,2012
1300,yem,2013
1432,yem,2014
1578,yem,2015
430,zaf,1962
460,zaf,1963
500,zaf,1964
540,zaf,1965
570,zaf,1966
620,zaf,1967
660,zaf,1968
720,zaf,1969
780,zaf,1970
850,zaf,1971
900,zaf,1972
1090,zaf,1973
1380,zaf,1974
1590,zaf,1975
1550,zaf,1976
1490,zaf,1977
1610,zaf,1978
1940,zaf,1979
2510,zaf,1980
2940,zaf,1981
2890,zaf,1982
2650,zaf,1983
2660,zaf,1984
2400,zaf,1985
2360,zaf,1986
2670,zaf,1987
3290,zaf,1988
3580,zaf,1989
3390,zaf,1990
3320,zaf,1991
3320,zaf,1992
3500,zaf,1993
3680,zaf,1994
3850,zaf,1995
3870,zaf,1996
3780,zaf,1997
3370,zaf,1998
3230,zaf,1999
3140,zaf,2000
2900,zaf,2001
2710,zaf,2002
2960,zaf,2003
3770,zaf,2004
5050,zaf,2005
5690,zaf,2006
5970,zaf,2007
6030,zaf,2008
5900,zaf,2009
6240,zaf,2010
7050,zaf,2011
7640,zaf,2012
7410,zaf,2013
6800,zaf,2014
6240,zaf,2015
230,cod,1962
270,cod,1963
230,cod,1964
230,cod,1965
220,cod,1966
220,cod,1967
220,cod,1968
230,cod,1969
250,cod,1970
270,cod,1971
290,cod,1972
360,cod,1973
430,cod,1974
460,cod,1975
430,cod,1976
460,cod,1977
510,cod,1978
610,cod,1979
650,cod,1980
570,cod,1981
490,cod,1982
420,cod,1983
350,cod,1984
270,cod,1985
260,cod,1986
250,cod,1987
260,cod,1988
250,cod,1989
240,cod,1990
290,cod,1991
610,cod,1992
380,cod,1994
180,cod,1995
130,cod,1996
120,cod,1997
120,cod,1998
100,cod,1999
130,cod,2000
140,cod,2001
190,cod,2002
160,cod,2003
190,cod,2004
200,cod,2005
220,cod,2006
250,cod,2007
270,cod,2008
290,cod,2009
300,cod,2010
310,cod,2011
350,cod,2012
370,cod,2013
380,cod,2014
390,cod,2015
190,zmb,1962
190,zmb,1963
210,zmb,1964
260,zmb,1965
270,zmb,1966
320,zmb,1967
360,zmb,1968
400,zmb,1969
440,zmb,1970
430,zmb,1971
430,zmb,1972
450,zmb,1973
570,zmb,1974
570,zmb,1975
540,zmb,1976
490,zmb,1977
490,zmb,1978
510,zmb,1979
610,zmb,1980
700,zmb,1981
610,zmb,1982
500,zmb,1983
420,zmb,1984
340,zmb,1985
250,zmb,1986
260,zmb,1987
330,zmb,1988
400,zmb,1989
430,zmb,1990
390,zmb,1991
360,zmb,1992
370,zmb,1993
350,zmb,1994
370,zmb,1995
400,zmb,1996
400,zmb,1997
350,zmb,1998
350,zmb,1999
330,zmb,2000
340,zmb,2001
350,zmb,2002
400,zmb,2003
460,zmb,2004
550,zmb,2005
710,zmb,2006
880,zmb,2007
1160,zmb,2008
1260,zmb,2009
1310,zmb,2010
1400,zmb,2011
1650,zmb,2012
1700,zmb,2013
1680,zmb,2014
1660,zmb,2015
270,zwe,1962
280,zwe,1963
260,zwe,1964
280,zwe,1965
290,zwe,1966
300,zwe,1967
300,zwe,1968
340,zwe,1969
400,zwe,1970
420,zwe,1971
460,zwe,1972
550,zwe,1973
680,zwe,1974
740,zwe,1975
720,zwe,1976
670,zwe,1977
660,zwe,1978
740,zwe,1979
920,zwe,1980
1080,zwe,1981
1060,zwe,1982
970,zwe,1983
840,zwe,1984
