geo,all_forms_of_tb_new_cases_per_100000_estimated,time
kaz,130,1999
kaz,141,2000
kaz,146,2001
kaz,148,2002
kaz,148,2003
kaz,144,2004
kaz,137,2005
kaz,133,2006
kaz,129,2007
ken,112,1990
ken,114,1991
ken,135,1992
ken,160,1993
ken,192,1994
ken,224,1995
ken,258,1996
ken,302,1997
ken,344,1998
ken,382,1999
ken,405,2000
ken,408,2001
ken,419,2002
ken,436,2003
ken,441,2004
ken,406,2005
ken,371,2006
ken,353,2007
kir,513,1990
kir,503,1991
kir,493,1992
kir,483,1993
kir,474,1994
kir,464,1995
kir,455,1996
kir,446,1997
kir,437,1998
kir,428,1999
kir,420,2000
kir,412,2001
kir,403,2002
kir,396,2003
kir,388,2004
kir,380,2005
kir,372,2006
kir,365,2007
kwt,45,1990
kwt,42,1991
kwt,40,1992
kwt,37,1993
kwt,36,1994
kwt,34,1995
kwt,33,1996
kwt,32,1997
kwt,31,1998
kwt,29,1999
kwt,28,2000
kwt,27,2001
kwt,26,2002
kwt,25,2003
kwt,25,2004
kwt,24,2005
kwt,24,2006
kwt,24,2007
kgz,55,1990
kgz,58,1991
kgz,58,1992
kgz,59,1993
kgz,65,1994
kgz,77,1995
kgz,94,1996
kgz,110,1997
kgz,125,1998
kgz,130,1999
kgz,135,2000
kgz,135,2001
kgz,133,2002
kgz,128,2003
kgz,125,2004
kgz,124,2005
kgz,123,2006
kgz,121,2007
lao,179,1990
lao,177,1991
lao,175,1992
lao,173,1993
lao,172,1994
lao,170,1995
lao,168,1996
lao,167,1997
lao,165,1998
lao,163,1999
lao,162,2000
lao,160,2001
lao,159,2002
lao,157,2003
lao,156,2004
lao,154,2005
lao,153,2006
lao,151,2007
lva,34,1990
lva,36,1991
lva,37,1992
lva,41,1993
lva,49,1994
lva,60,1995
lva,73,1996
lva,82,1997
lva,85,1998
lva,85,1999
lva,83,2000
lva,83,2001
lva,79,2002
lva,73,2003
lva,68,2004
lva,63,2005
lva,58,2006
lva,53,2007
lbn,50,1990
lbn,49,1991
lbn,49,1992
lbn,48,1993
lbn,48,1994
lbn,46,1995
lbn,41,1996
lbn,35,1997
lbn,32,1998
lbn,29,1999
lbn,27,2000
lbn,23,2001
lbn,20,2002
lbn,18,2003
lbn,17,2004
lbn,17,2005
lbn,18,2006
lbn,19,2007
lso,184,1990
lso,201,1991
lso,218,1992
lso,244,1993
lso,280,1994
lso,323,1995
lso,362,1996
lso,409,1997
lso,461,1998
lso,519,1999
lso,553,2000
lso,576,2001
lso,613,2002
lso,635,2003
lso,643,2004
lso,639,2005
lso,638,2006
lso,637,2007
lbr,199,1990
lbr,203,1991
lbr,207,1992
lbr,211,1993
lbr,215,1994
lbr,219,1995
lbr,223,1996
lbr,228,1997
lbr,232,1998
lbr,237,1999
lbr,242,2000
lbr,246,2001
lbr,251,2002
lbr,256,2003
lbr,261,2004
lbr,266,2005
lbr,272,2006
lbr,277,2007
lby,30,1990
lby,29,1991
lby,30,1992
lby,29,1993
lby,28,1994
lby,28,1995
lby,27,1996
lby,25,1997
lby,24,1998
lby,23,1999
lby,22,2000
lby,22,2001
lby,21,2002
lby,20,2003
lby,19,2004
lby,18,2005
lby,18,2006
lby,17,2007
ltu,40,1990
ltu,42,1991
ltu,46,1992
ltu,51,1993
ltu,58,1994
ltu,65,1995
ltu,73,1996
ltu,80,1997
ltu,82,1998
ltu,80,1999
ltu,77,2000
ltu,73,2001
ltu,73,2002
ltu,68,2003
ltu,65,2004
ltu,63,2005
ltu,66,2006
ltu,68,2007
lux,23,1990
lux,22,1991
lux,21,1992
lux,19,1993
lux,19,1994
lux,18,1995
lux,17,1996
lux,16,1997
lux,16,1998
lux,15,1999
lux,14,2000
lux,14,2001
lux,14,2002
lux,13,2003
lux,13,2004
lux,13,2005
lux,12,2006
lux,12,2007
mdg,177,1990
mdg,181,1991
mdg,185,1992
mdg,189,1993
mdg,192,1994
mdg,196,1995
mdg,200,1996
mdg,205,1997
mdg,209,1998
mdg,213,1999
mdg,217,2000
mdg,222,2001
mdg,226,2002
mdg,231,2003
mdg,236,2004
mdg,241,2005
mdg,246,2006
mdg,251,2007
mwi,258,1990
mwi,286,1991
mwi,314,1992
mwi,343,1993
mwi,373,1994
mwi,390,1995
mwi,389,1996
mwi,401,1997
mwi,412,1998
mwi,417,1999
mwi,425,2000
mwi,414,2001
mwi,416,2002
mwi,410,2003
mwi,405,2004
mwi,391,2005
mwi,368,2006
mwi,346,2007
mys,118,1990
mys,117,1991
mys,117,1992
mys,116,1993
mys,115,1994
mys,114,1995
mys,113,1996
mys,112,1997
mys,111,1998
mys,110,1999
mys,109,2000
mys,108,2001
mys,108,2002
mys,107,2003
mys,106,2004
mys,105,2005
mys,104,2006
mys,103,2007
mdv,129,1990
mdv,121,1991
mdv,114,1992
mdv,108,1993
mdv,102,1994
mdv,96,1995
mdv,90,1996
mdv,85,1997
mdv,80,1998
mdv,75,1999
mdv,71,2000
mdv,67,2001
mdv,63,2002
mdv,59,2003
mdv,56,2004
mdv,53,2005
mdv,50,2006
mdv,47,2007
mli,275,1990
mli,277,1991
mli,280,1992
mli,282,1993
mli,285,1994
mli,287,1995
mli,290,1996
mli,292,1997
mli,295,1998
mli,297,1999
mli,300,2000
mli,303,2001
mli,305,2002
mli,308,2003
mli,311,2004
mli,313,2005
mli,316,2006
mli,319,2007
mlt,11,1990
mlt,11,1991
mlt,10,1992
mlt,9,1993
mlt,9,1994
mlt,9,1995
mlt,8,1996
mlt,8,1997
mlt,8,1998
mlt,7,1999
mlt,7,2000
mlt,7,2001
mlt,7,2002
mlt,6,2003
mlt,6,2004
mlt,6,2005
mlt,6,2006
mlt,6,2007
mrt,228,1990
mrt,232,1991
mrt,237,1992
mrt,241,1993
mrt,246,1994
mrt,251,1995
mrt,256,1996
mrt,261,1997
mrt,266,1998
mrt,272,1999
mrt,277,2000
mrt,282,2001
mrt,288,2002
mrt,294,2003
mrt,300,2004
mrt,305,2005
mrt,312,2006
mrt,318,2007
mus,28,1990
mus,27,1991
mus,27,1992
mus,27,1993
mus,26,1994
mus,26,1995
mus,26,1996
mus,25,1997
mus,25,1998
mus,25,1999
mus,24,2000
mus,24,2001
mus,24,2002
mus,24,2003
mus,23,2004
mus,23,2005
mus,23,2006
mus,22,2007
mex,61,1990
mex,57,1991
mex,54,1992
mex,50,1993
mex,47,1994
mex,44,1995
mex,41,1996
mex,39,1997
mex,36,1998
mex,34,1999
mex,32,2000
mex,30,2001
mex,28,2002
mex,26,2003
mex,24,2004
mex,23,2005
mex,21,2006
mex,20,2007
fsm,188,1990
fsm,181,1991
fsm,174,1992
fsm,168,1993
fsm,161,1994
fsm,155,1995
fsm,149,1996
fsm,143,1997
fsm,138,1998
fsm,133,1999
fsm,128,2000
fsm,123,2001
fsm,118,2002
fsm,114,2003
fsm,109,2004
fsm,105,2005
fsm,101,2006
fsm,97,2007
mco,4,1990
mco,4,1991
mco,4,1992
mco,4,1993
mco,4,1994
mco,3,1995
mco,3,1996
mco,3,1997
mco,3,1998
mco,3,1999
mco,3,2000
mco,3,2001
mco,3,2002
mco,2,2003
mco,2,2004
mco,2,2005
mco,2,2006
mco,2,2007
mng,205,1990
mng,205,1991
mng,205,1992
mng,205,1993
mng,205,1994
mng,205,1995
mng,205,1996
mng,205,1997
mng,205,1998
mng,205,1999
mng,205,2000
mng,205,2001
mng,205,2002
mng,205,2003
mng,205,2004
mng,205,2005
mng,205,2006
mng,205,2007
mne,33,2005
mne,32,2006
msr,9,1990
msr,9,1991
msr,9,1992
msr,9,1993
msr,9,1994
msr,8,1995
msr,8,1996
msr,8,1997
msr,8,1998
msr,8,1999
msr,8,2000
msr,8,2001
msr,8,2002
msr,8,2003
msr,8,2004
msr,8,2005
msr,8,2006
msr,8,2007
mar,149,1990
mar,145,1991
mar,141,1992
mar,137,1993
mar,133,1994
mar,129,1995
mar,125,1996
mar,122,1997
mar,118,1998
mar,115,1999
mar,112,2000
mar,109,2001
mar,106,2002
mar,103,2003
mar,100,2004
mar,97,2005
mar,94,2006
mar,92,2007
moz,181,1990
moz,201,1991
moz,214,1992
moz,230,1993
moz,245,1994
moz,262,1995
moz,276,1996
moz,297,1997
moz,320,1998
moz,347,1999
moz,378,2000
moz,408,2001
moz,436,2002
moz,455,2003
moz,460,2004
moz,454,2005
moz,443,2006
moz,431,2007
mmr,171,1990
mmr,171,1991
mmr,171,1992
mmr,171,1993
mmr,171,1994
mmr,171,1995
mmr,171,1996
mmr,171,1997
mmr,171,1998
mmr,171,1999
mmr,171,2000
mmr,171,2001
mmr,171,2002
mmr,171,2003
mmr,171,2004
mmr,171,2005
mmr,171,2006
mmr,171,2007
nam,322,1990
nam,357,1991
nam,381,1992
nam,409,1993
nam,435,1994
nam,465,1995
nam,491,1996
nam,527,1997
nam,568,1998
nam,616,1999
nam,671,2000
nam,726,2001
nam,776,2002
nam,809,2003
nam,817,2004
nam,808,2005
nam,787,2006
nam,767,2007
nru,85,1990
nru,143,1991
nru,140,1992
nru,137,1993
nru,45,1994
nru,132,1995
nru,129,1996
nru,127,1997
nru,124,1998
nru,22,1999
nru,44,2000
nru,33,2001
nru,55,2002
nru,33,2003
nru,110,2004
nru,121,2005
nru,132,2006
nru,33,2007
npl,243,1990
npl,238,1991
npl,233,1992
npl,229,1993
npl,224,1994
npl,220,1995
npl,216,1996
npl,211,1997
npl,207,1998
npl,203,1999
npl,199,2000
npl,195,2001
npl,191,2002
npl,187,2003
npl,184,2004
npl,180,2005
npl,176,2006
npl,173,2007
nld,14,1990
nld,13,1991
nld,13,1992
nld,12,1993
nld,11,1994
nld,11,1995
nld,10,1996
nld,10,1997
nld,10,1998
nld,9,1999
nld,9,2000
nld,8,2001
nld,8,2002
nld,8,2003
nld,8,2004
nld,8,2005
nld,8,2006
nld,8,2007
ant,14,1990
ant,13,1991
ant,13,1992
ant,12,1993
ant,11,1994
ant,11,1995
ant,10,1996
ant,10,1997
ant,10,1998
ant,9,1999
ant,9,2000
ant,8,2001
ant,8,2002
ant,8,2003
ant,8,2004
ant,8,2005
ant,8,2006
ant,7,2007
ncl,93,1990
ncl,89,1991
ncl,87,1992
ncl,63,1993
ncl,57,1994
ncl,50,1995
ncl,58,1996
ncl,48,1997
ncl,48,1998
ncl,41,1999
ncl,49,2000
ncl,31,2001
ncl,32,2002
ncl,19,2003
ncl,29,2004
ncl,22,2005
ncl,22,2006
ncl,22,2007
nzl,10,1990
nzl,10,1991
nzl,9,1992
nzl,9,1993
nzl,10,1994
nzl,10,1995
nzl,10,1996
nzl,10,1997
nzl,10,1998
nzl,11,1999
nzl,11,2000
nzl,9,2001
nzl,10,2002
nzl,10,2003
nzl,9,2004
nzl,9,2005
nzl,8,2006
nzl,7,2007
nic,108,1990
nic,103,1991
nic,98,1992
nic,94,1993
nic,89,1994
nic,85,1995
nic,81,1996
nic,78,1997
nic,74,1998
nic,71,1999
nic,68,2000
nic,64,2001
nic,62,2002
nic,59,2003
nic,56,2004
nic,53,2005
nic,51,2006
nic,49,2007
ner,125,1990
ner,127,1991
ner,130,1992
ner,133,1993
ner,135,1994
ner,138,1995
ner,141,1996
ner,143,1997
ner,146,1998
ner,149,1999
ner,152,2000
ner,155,2001
ner,158,2002
ner,161,2003
ner,164,2004
ner,168,2005
ner,171,2006
ner,174,2007
nga,131,1990
nga,145,1991
nga,155,1992
nga,166,1993
nga,176,1994
nga,188,1995
nga,199,1996
nga,214,1997
nga,230,1998
nga,250,1999
nga,272,2000
nga,294,2001
nga,314,2002
nga,328,2003
nga,331,2004
nga,327,2005
nga,319,2006
nga,311,2007
niu,59,1990
niu,58,1991
niu,56,1992
niu,55,1993
niu,54,1994
niu,53,1995
niu,101,1996
niu,0,1997
niu,0,1998
niu,57,1999
niu,0,2000
niu,0,2001
niu,253,2002
niu,0,2003
niu,0,2004
niu,0,2005
niu,0,2006
niu,0,2007
mnp,71,1990
mnp,101,1991
mnp,150,1992
mnp,97,1993
mnp,93,1994
mnp,92,1995
mnp,94,1996
mnp,166,1997
mnp,167,1998
mnp,110,1999
mnp,121,2000
mnp,90,2001
mnp,80,2002
mnp,66,2003
mnp,75,2004
mnp,79,2005
mnp,69,2006
mnp,58,2007
nor,10,1990
nor,10,1991
nor,9,1992
nor,9,1993
nor,8,1994
nor,8,1995
nor,8,1996
nor,7,1997
nor,7,1998
nor,7,1999
nor,6,2000
nor,6,2001
nor,6,2002
nor,6,2003
nor,6,2004
nor,6,2005
nor,6,2006
nor,6,2007
omn,26,1990
omn,23,1991
omn,19,1992
omn,16,1993
omn,14,1994
omn,14,1995
omn,13,1996
omn,13,1997
omn,12,1998
omn,12,1999
omn,12,2000
omn,13,2001
omn,12,2002
omn,12,2003
omn,11,2004
omn,12,2005
omn,12,2006
omn,13,2007
pak,181,1990
pak,181,1991
pak,181,1992
pak,181,1993
pak,181,1994
pak,181,1995
pak,181,1996
pak,181,1997
pak,181,1998
pak,181,1999
pak,181,2000
pak,181,2001
pak,181,2002
pak,181,2003
pak,181,2004
pak,181,2005
pak,181,2006
pak,181,2007
plw,64,1990
plw,44,1991
plw,28,1992
plw,172,1993
plw,275,1994
plw,124,1995
plw,32,1996
plw,92,1997
plw,54,1998
plw,188,1999
plw,52,2000
plw,51,2001
plw,62,2002
plw,50,2003
plw,28,2004
plw,55,2005
plw,66,2006
plw,60,2007
pan,47,1990
pan,47,1991
pan,47,1992
pan,47,1993
pan,47,1994
pan,47,1995
pan,47,1996
pan,47,1997
pan,47,1998
pan,47,1999
pan,47,2000
pan,47,2001
pan,47,2002
pan,47,2003
pan,47,2004
pan,47,2005
pan,47,2006
pan,47,2007
png,250,1990
png,250,1991
png,250,1992
png,250,1993
png,250,1994
png,250,1995
png,250,1996
png,250,1997
png,250,1998
png,250,1999
png,250,2000
png,250,2001
png,250,2002
png,250,2003
png,250,2004
png,250,2005
png,250,2006
png,250,2007
pry,60,1990
pry,60,1991
pry,60,1992
pry,60,1993
pry,60,1994
pry,60,1995
pry,60,1996
pry,59,1997
pry,59,1998
pry,59,1999
pry,59,2000
pry,59,2001
pry,59,2002
pry,59,2003
pry,59,2004
pry,58,2005
pry,58,2006
pry,58,2007
per,317,1990
per,301,1991
per,285,1992
per,270,1993
per,255,1994
per,242,1995
per,229,1996
per,217,1997
per,205,1998
per,195,1999
per,184,2000
per,174,2001
per,165,2002
per,156,2003
per,148,2004
per,140,2005
per,133,2006
per,126,2007
phl,393,1990
phl,386,1991
phl,380,1992
phl,373,1993
phl,366,1994
phl,360,1995
phl,353,1996
phl,347,1997
phl,341,1998
phl,335,1999
phl,329,2000
phl,323,2001
phl,317,2002
phl,312,2003
phl,306,2004
phl,301,2005
phl,295,2006
phl,290,2007
pol,52,1990
pol,52,1991
pol,53,1992
pol,53,1993
pol,52,1994
pol,51,1995
pol,48,1996
pol,45,1997
pol,42,1998
pol,38,1999
pol,35,2000
pol,33,2001
pol,32,2002
pol,30,2003
pol,28,2004
pol,27,2005
pol,26,2006
pol,25,2007
prt,67,1990
prt,65,1991
prt,62,1992
prt,61,1993
prt,59,1994
prt,59,1995
prt,57,1996
prt,55,1997
prt,53,1998
prt,49,1999
prt,46,2000
prt,45,2001
prt,43,2002
prt,41,2003
prt,37,2004
prt,34,2005
prt,32,2006
prt,30,2007
pri,11,1990
pri,10,1991
pri,11,1992
pri,12,1993
pri,12,1994
pri,12,1995
pri,11,1996
pri,10,1997
pri,9,1998
pri,8,1999
pri,7,2000
pri,6,2001
pri,5,2002
pri,5,2003
pri,5,2004
pri,5,2005
pri,4,2006
pri,4,2007
qat,60,1990
qat,59,1991
qat,59,1992
qat,64,1993
qat,72,1994
qat,76,1995
qat,71,1996
qat,64,1997
qat,63,1998
qat,66,1999
qat,66,2000
qat,64,2001
qat,60,2002
qat,56,2003
qat,57,2004
qat,58,2005
qat,64,2006
qat,70,2007
kor,165,1990
kor,145,1991
kor,129,1992
kor,112,1993
kor,106,1994
kor,98,1995
kor,93,1996
kor,87,1997
kor,80,1998
kor,71,1999
kor,72,2000
kor,74,2001
kor,83,2002
kor,80,2003
kor,83,2004
kor,85,2005
kor,87,2006
kor,90,2007
mda,65,1990
mda,62,1991
mda,65,1992
mda,71,1993
mda,79,1994
mda,91,1995
mda,103,1996
mda,113,1997
mda,122,1998
mda,130,1999
mda,138,2000
mda,141,2001
mda,140,2002
mda,139,2003
mda,139,2004
mda,140,2005
mda,140,2006
mda,141,2007
rou,74,1990
rou,79,1991
rou,86,1992
rou,96,1993
rou,105,1994
rou,112,1995
rou,116,1996
rou,121,1997
rou,125,1998
rou,131,1999
rou,136,2000
rou,143,2001
rou,145,2002
rou,146,2003
rou,140,2004
rou,134,2005
rou,125,2006
rou,115,2007
rus,45,1990
rus,42,1991
rus,46,1992
rus,51,1993
rus,60,1994
rus,73,1995
rus,86,1996
rus,94,1997
rus,100,1998
rus,106,1999
rus,113,2000
rus,112,2001
rus,108,2002
rus,105,2003
rus,105,2004
rus,106,2005
rus,108,2006
rus,110,2007
rwa,167,1990
rwa,185,1991
rwa,197,1992
rwa,212,1993
rwa,225,1994
rwa,241,1995
rwa,254,1996
rwa,273,1997
rwa,294,1998
rwa,319,1999
rwa,348,2000
rwa,376,2001
rwa,402,2002
rwa,419,2003
rwa,423,2004
rwa,418,2005
rwa,408,2006
rwa,397,2007
kna,10,1990
kna,10,1991
kna,10,1992
kna,10,1993
kna,10,1994
kna,10,1995
kna,10,1996
kna,10,1997
kna,10,1998
kna,10,1999
kna,10,2000
kna,10,2001
kna,10,2002
kna,10,2003
kna,9,2004
kna,9,2005
kna,9,2006
kna,9,2007
lca,16,1990
lca,16,1991
lca,16,1992
lca,16,1993
lca,15,1994
lca,15,1995
lca,15,1996
lca,15,1997
lca,15,1998
lca,15,1999
lca,15,2000
lca,15,2001
lca,15,2002
lca,15,2003
lca,15,2004
lca,14,2005
lca,14,2006
lca,14,2007
vct,27,1990
vct,27,1991
vct,27,1992
vct,27,1993
vct,27,1994
vct,27,1995
vct,26,1996
vct,26,1997
vct,26,1998
vct,26,1999
vct,26,2000
vct,26,2001
vct,25,2002
vct,25,2003
vct,25,2004
vct,25,2005
vct,25,2006
vct,25,2007
wsm,32,1990
wsm,31,1991
wsm,30,1992
wsm,29,1993
wsm,28,1994
wsm,27,1995
wsm,26,1996
wsm,26,1997
wsm,25,1998
wsm,24,1999
wsm,23,2000
wsm,23,2001
wsm,22,2002
wsm,21,2003
wsm,21,2004
wsm,20,2005
wsm,19,2006
wsm,19,2007
smr,12,1990
smr,11,1991
smr,11,1992
smr,10,1993
smr,9,1994
smr,9,1995
smr,9,1996
smr,8,1997
smr,8,1998
smr,8,1999
smr,7,2000
smr,7,2001
smr,7,2002
smr,7,2003
smr,7,2004
smr,6,2005
smr,6,2006
smr,6,2007
stp,135,1990
stp,133,1991
stp,131,1992
stp,129,1993
stp,126,1994
stp,124,1995
stp,122,1996
stp,120,1997
stp,118,1998
stp,116,1999
stp,114,2000
stp,112,2001
stp,110,2002
stp,108,2003
stp,106,2004
stp,105,2005
stp,103,2006
stp,101,2007
sau,43,1990
sau,38,1991
sau,37,1992
sau,38,1993
sau,41,1994
sau,43,1995
sau,45,1996
sau,46,1997
sau,48,1998
sau,48,1999
sau,47,2000
sau,46,2001
sau,44,2002
sau,43,2003
sau,42,2004
sau,43,2005
sau,45,2006
sau,46,2007
sen,195,1990
sen,198,1991
sen,202,1992
sen,206,1993
sen,211,1994
sen,215,1995
sen,219,1996
sen,223,1997
sen,228,1998
sen,232,1999
sen,237,2000
sen,241,2001
sen,246,2002
sen,251,2003
sen,256,2004
sen,261,2005
sen,266,2006
sen,272,2007
syc,43,1990
syc,43,1991
syc,42,1992
syc,41,1993
syc,40,1994
syc,40,1995
syc,39,1996
syc,38,1997
syc,38,1998
syc,37,1999
syc,37,2000
syc,36,2001
syc,35,2002
syc,35,2003
syc,34,2004
syc,33,2005
syc,33,2006
syc,32,2007
sle,207,1990
sle,220,1991
sle,233,1992
sle,248,1993
sle,263,1994
sle,279,1995
sle,297,1996
sle,315,1997
sle,334,1998
sle,355,1999
sle,377,2000
sle,400,2001
sle,425,2002
sle,451,2003
sle,479,2004
sle,509,2005
sle,540,2006
sle,574,2007
sgp,50,1990
sgp,50,1991
sgp,51,1992
sgp,48,1993
sgp,47,1994
sgp,47,1995
sgp,48,1996
sgp,48,1997
sgp,46,1998
sgp,43,1999
sgp,37,2000
sgp,35,2001
sgp,33,2002
sgp,32,2003
sgp,30,2004
sgp,28,2005
sgp,27,2006
sgp,27,2007
svk,40,1990
svk,41,1991
svk,44,1992
svk,45,1993
svk,44,1994
svk,41,1995
svk,37,1996
svk,35,1997
svk,31,1998
svk,29,1999
svk,26,2000
svk,25,2001
svk,24,2002
svk,22,2003
svk,19,2004
svk,17,2005
svk,17,2006
svk,17,2007
svn,43,1990
svn,40,1991
svn,38,1992
svn,37,1993
svn,34,1994
svn,33,1995
svn,32,1996
svn,30,1997
svn,27,1998
svn,25,1999
svn,23,2000
svn,21,2001
svn,19,2002
svn,17,2003
svn,16,2004
svn,14,2005
svn,14,2006
svn,13,2007
slb,312,1990
slb,296,1991
slb,281,1992
slb,267,1993
slb,253,1994
slb,240,1995
slb,228,1996
slb,216,1997
slb,205,1998
slb,195,1999
slb,185,2000
slb,175,2001
slb,166,2002
slb,158,2003
slb,150,2004
slb,142,2005
slb,135,2006
slb,128,2007
som,249,1990
som,249,1991
som,249,1992
som,249,1993
som,249,1994
som,249,1995
som,249,1996
som,249,1997
som,249,1998
som,249,1999
som,249,2000
som,249,2001
som,249,2002
som,249,2003
som,249,2004
som,249,2005
som,249,2006
som,249,2007
zaf,301,1990
zaf,301,1991
zaf,302,1992
zaf,305,1993
zaf,309,1994
zaf,317,1995
zaf,332,1996
zaf,360,1997
zaf,406,1998
zaf,479,1999
zaf,576,2000
zaf,683,2001
zaf,780,2002
zaf,852,2003
zaf,898,2004
zaf,925,2005
zaf,940,2006
zaf,948,2007
esp,56,1990
esp,53,1991
esp,50,1992
esp,47,1993
esp,45,1994
esp,43,1995
esp,41,1996
esp,40,1997
esp,38,1998
esp,36,1999
esp,35,2000
esp,33,2001
esp,33,2002
esp,32,2003
esp,31,2004
esp,31,2005
esp,30,2006
esp,30,2007
lka,60,1990
lka,60,1991
lka,60,1992
lka,60,1993
lka,60,1994
lka,60,1995
lka,60,1996
lka,60,1997
lka,60,1998
lka,60,1999
lka,60,2000
lka,60,2001
lka,60,2002
lka,60,2003
lka,60,2004
lka,60,2005
lka,60,2006
lka,60,2007
sdn,174,1990
sdn,178,1991
sdn,181,1992
sdn,185,1993
sdn,189,1994
sdn,192,1995
sdn,196,1996
sdn,200,1997
sdn,204,1998
sdn,208,1999
sdn,212,2000
sdn,216,2001
sdn,221,2002
sdn,225,2003
sdn,229,2004
sdn,234,2005
sdn,239,2006
sdn,243,2007
sur,66,1990
sur,61,1991
sur,49,1992
sur,51,1993
sur,49,1994
sur,51,1995
sur,58,1996
sur,67,1997
sur,79,1998
sur,83,1999
sur,79,2000
sur,79,2001
sur,80,2002
sur,86,2003
sur,91,2004
sur,100,2005
sur,108,2006
sur,116,2007
swz,267,1990
swz,266,1991
swz,260,1992
swz,267,1993
swz,293,1994
swz,337,1995
swz,398,1996
swz,474,1997
swz,558,1998
swz,691,1999
swz,801,2000
swz,916,2001
swz,994,2002
swz,1075,2003
swz,1127,2004
swz,1141,2005
swz,1169,2006
swz,1198,2007
swe,7,1990
swe,7,1991
swe,7,1992
swe,7,1993
swe,7,1994
swe,6,1995
swe,6,1996
swe,6,1997
swe,6,1998
swe,5,1999
swe,5,2000
swe,5,2001
swe,5,2002
swe,5,2003
swe,5,2004
swe,6,2005
swe,6,2006
swe,6,2007
che,18,1990
che,18,1991
che,16,1992
che,14,1993
che,14,1994
che,13,1995
che,12,1996
che,11,1997
che,11,1998
che,10,1999
che,9,2000
che,8,2001
che,8,2002
che,8,2003
che,8,2004
che,7,2005
che,7,2006
che,6,2007
syr,61,1990
syr,57,1991
syr,54,1992
syr,51,1993
syr,49,1994
syr,46,1995
syr,43,1996
syr,41,1997
syr,39,1998
syr,37,1999
syr,35,2000
syr,33,2001
syr,31,2002
syr,29,2003
syr,28,2004
syr,26,2005
syr,25,2006
syr,24,2007
tjk,112,1990
tjk,95,1991
tjk,66,1992
tjk,47,1993
tjk,51,1994
tjk,65,1995
tjk,82,1996
tjk,86,1997
tjk,97,1998
tjk,105,1999
tjk,117,2000
tjk,136,2001
tjk,153,2002
tjk,165,2003
tjk,181,2004
tjk,192,2005
tjk,211,2006
tjk,231,2007
tha,142,1990
tha,142,1991
tha,142,1992
tha,142,1993
tha,142,1994
tha,142,1995
tha,142,1996
tha,142,1997
tha,142,1998
tha,142,1999
tha,142,2000
tha,142,2001
tha,142,2002
tha,142,2003
tha,142,2004
tha,142,2005
tha,142,2006
tha,142,2007
mkd,54,1990
mkd,53,1991
mkd,53,1992
mkd,52,1993
mkd,51,1994
mkd,48,1995
mkd,47,1996
mkd,47,1997
mkd,45,1998
mkd,41,1999
mkd,36,2000
mkd,33,2001
mkd,32,2002
mkd,31,2003
mkd,31,2004
mkd,30,2005
mkd,30,2006
mkd,29,2007
tls,322,1990
tls,322,1991
tls,322,1992
tls,322,1993
tls,322,1994
tls,322,1995
tls,322,1996
tls,322,1997
tls,322,1998
tls,322,1999
tls,322,2000
tls,322,2001
tls,322,2002
tls,322,2003
tls,322,2004
tls,322,2005
tls,322,2006
tls,322,2007
tgo,308,1990
tgo,314,1991
tgo,320,1992
tgo,326,1993
tgo,333,1994
tgo,339,1995
tgo,346,1996
tgo,353,1997
tgo,360,1998
tgo,367,1999
tgo,374,2000
tgo,382,2001
tgo,389,2002
tgo,397,2003
tgo,405,2004
tgo,413,2005
tgo,421,2006
tgo,429,2007
tkl,69,1990
tkl,70,1991
tkl,72,1992
tkl,56,1993
tkl,0,1994
tkl,150,1995
tkl,0,1996
tkl,56,1997
tkl,56,1998
tkl,0,1999
tkl,0,2000
tkl,0,2001
tkl,56,2002
tkl,0,2003
tkl,56,2004
tkl,0,2005
tkl,0,2006
tkl,0,2007
ton,34,1990
ton,33,1991
ton,32,1992
ton,32,1993
ton,31,1994
ton,31,1995
ton,30,1996
ton,29,1997
ton,29,1998
ton,28,1999
ton,28,2000
ton,27,2001
ton,27,2002
ton,26,2003
ton,26,2004
ton,25,2005
ton,25,2006
ton,24,2007
tto,11,1990
tto,11,1991
tto,11,1992
tto,11,1993
tto,11,1994
tto,11,1995
tto,11,1996
tto,11,1997
tto,11,1998
tto,11,1999
tto,11,2000
tto,11,2001
tto,11,2002
tto,11,2003
tto,11,2004
tto,11,2005
tto,11,2006
tto,11,2007
tun,31,1990
tun,30,1991
tun,31,1992
tun,32,1993
tun,33,1994
tun,31,1995
tun,31,1996
tun,30,1997
tun,28,1998
tun,27,1999
tun,25,2000
tun,24,2001
tun,23,2002
tun,23,2003
tun,24,2004
tun,24,2005
tun,25,2006
tun,26,2007
tur,49,1990
tur,48,1991
tur,47,1992
tur,45,1993
tur,43,1994
tur,40,1995
tur,40,1996
tur,41,1997
tur,41,1998
tur,36,1999
tur,31,2000
tur,29,2001
tur,28,2002
tur,28,2003
tur,28,2004
tur,29,2005
tur,29,2006
tur,30,2007
tkm,64,1990
tkm,62,1991
tkm,64,1992
tkm,62,1993
tkm,59,1994
tkm,52,1995
tkm,60,1996
tkm,74,1997
tkm,89,1998
tkm,93,1999
tkm,92,2000
tkm,88,2001
tkm,85,2002
tkm,79,2003
tkm,75,2004
tkm,70,2005
tkm,69,2006
tkm,68,2007
tca,26,1990
tca,24,1991
tca,23,1992
tca,22,1993
tca,21,1994
tca,20,1995
tca,19,1996
tca,18,1997
tca,18,1998
tca,17,1999
tca,16,2000
tca,15,2001
