geo,exports_unit_value_index_2000100,time
uga,43.36,1991
uga,31.14,1992
uga,38.83,1993
uga,88.79,1994
uga,102.4,1995
uga,130.5,1996
uga,123.3,1997
uga,111.3,1998
uga,115.3,1999
uga,100.0,2000
uga,103.8,2001
uga,106.3,2002
uga,127.2,2003
uga,168.7,2004
uga,225.8,2005
uga,264.0,2006
uga,444.3,2007
uga,600.9,2008
uga,600.2,2009
are,44.04,1980
are,43.69,1981
are,36.54,1982
are,30.86,1983
are,32.06,1984
are,29.6,1985
are,20.31,1986
are,25.59,1987
are,24.56,1988
are,35.28,1989
are,47.2,1990
are,48.99,1991
are,49.63,1992
are,47.4,1993
are,54.91,1994
are,58.55,1995
are,67.45,1996
are,68.25,1997
are,62.32,1998
are,73.23,1999
are,100.0,2000
are,97.15,2001
are,103.9,2002
are,133.9,2003
are,182.5,2004
are,235.3,2005
are,292.1,2006
are,358.4,2007
are,480.0,2008
are,350.6,2009
gbr,36.2,1980
gbr,33.75,1981
gbr,32.22,1982
gbr,30.58,1983
gbr,31.28,1984
gbr,33.52,1985
gbr,36.02,1986
gbr,44.0,1987
gbr,49.42,1988
gbr,50.27,1989
gbr,60.05,1990
gbr,61.14,1991
gbr,63.62,1992
gbr,63.4,1993
gbr,72.58,1994
gbr,85.06,1995
gbr,91.13,1996
gbr,98.17,1997
gbr,95.51,1998
gbr,94.24,1999
gbr,100.0,2000
gbr,96.03,2001
gbr,98.78,2002
gbr,109.3,2003
gbr,124.5,2004
gbr,140.4,2005
gbr,162.3,2006
gbr,158.7,2007
gbr,168.2,2008
gbr,129.5,2009
usa,28.85,1980
usa,30.53,1981
usa,27.68,1982
usa,26.3,1983
usa,28.64,1984
usa,27.98,1985
usa,29.05,1986
usa,32.5,1987
usa,41.24,1988
usa,46.53,1989
usa,50.34,1990
usa,53.94,1991
usa,57.32,1992
usa,59.44,1993
usa,65.56,1994
usa,74.78,1995
usa,79.94,1996
usa,88.14,1997
usa,87.24,1998
usa,88.99,1999
usa,100.0,2000
usa,93.25,2001
usa,88.64,2002
usa,92.69,2003
usa,104.7,2004
usa,116.0,2005
usa,132.8,2006
usa,148.7,2007
usa,166.4,2008
usa,135.1,2009
ury,46.13,1980
ury,52.97,1981
ury,44.58,1982
ury,45.54,1983
ury,40.69,1984
ury,39.61,1985
ury,47.4,1986
ury,51.82,1987
ury,61.21,1988
ury,69.67,1989
ury,73.77,1990
ury,69.93,1991
ury,74.19,1992
ury,71.7,1993
ury,83.38,1994
ury,91.78,1995
ury,104.5,1996
ury,118.8,1997
ury,120.7,1998
ury,97.49,1999
ury,100.0,2000
ury,89.79,2001
ury,81.1,2002
ury,96.14,2003
ury,127.7,2004
ury,148.4,2005
ury,172.3,2006
ury,195.5,2007
ury,279.8,2008
ury,236.1,2009
vut,109.0,1995
vut,116.3,1996
vut,136.0,1997
vut,130.1,1998
vut,99.18,1999
vut,100.0,2000
vut,76.91,2001
vut,77.72,2002
vut,105.1,2003
vut,146.3,2004
vut,145.4,2005
vut,187.4,2006
vut,191.4,2007
vut,217.4,2008
vut,221.9,2009
ven,60.44,1980
ven,65.97,1981
ven,52.17,1982
ven,43.82,1983
ven,50.3,1984
ven,45.4,1985
ven,27.23,1986
ven,33.26,1987
ven,32.21,1988
ven,41.78,1989
ven,55.02,1990
ven,47.65,1991
ven,44.6,1992
ven,46.18,1993
ven,50.59,1994
ven,56.2,1995
ven,69.83,1996
ven,71.2,1997
ven,52.81,1998
ven,62.52,1999
ven,100.0,2000
ven,79.53,2001
ven,79.87,2002
ven,81.21,2003
ven,118.3,2004
ven,166.2,2005
ven,195.6,2006
ven,205.8,2007
ven,283.8,2008
ven,171.8,2009
vnm,2.343,1980
vnm,2.777,1981
vnm,3.645,1982
vnm,4.267,1983
vnm,4.496,1984
vnm,4.834,1985
vnm,5.461,1986
vnm,5.911,1987
vnm,7.187,1988
vnm,13.47,1989
vnm,16.64,1990
vnm,14.44,1991
vnm,17.86,1992
vnm,20.66,1993
vnm,28.06,1994
vnm,37.62,1995
vnm,50.1,1996
vnm,63.42,1997
vnm,64.63,1998
vnm,79.68,1999
vnm,100.0,2000
vnm,103.8,2001
vnm,115.3,2002
vnm,139.1,2003
vnm,182.9,2004
vnm,224.0,2005
vnm,273.5,2006
vnm,333.5,2007
vnm,432.4,2008
vnm,385.1,2009
yem,16.97,1990
yem,16.16,1991
yem,15.18,1992
yem,14.97,1993
yem,22.9,1994
yem,47.68,1995
yem,65.57,1996
yem,61.39,1997
yem,36.71,1998
yem,59.83,1999
yem,100.0,2000
yem,82.72,2001
yem,90.32,2002
yem,96.2,2003
yem,114.6,2004
yem,157.2,2005
yem,179.4,2006
yem,172.8,2007
yem,220.1,2008
yem,143.5,2009
zmb,196.1,1980
zmb,169.0,1981
zmb,153.8,1982
zmb,125.0,1983
zmb,99.24,1984
zmb,117.8,1985
zmb,77.68,1986
zmb,131.1,1987
zmb,177.0,1988
zmb,202.0,1989
zmb,196.6,1990
zmb,162.8,1991
zmb,113.5,1992
zmb,124.1,1993
zmb,139.3,1994
zmb,115.7,1995
zmb,116.2,1996
zmb,102.5,1997
zmb,115.7,1998
zmb,119.1,1999
zmb,100.0,2000
zmb,110.7,2001
zmb,107.2,2002
zmb,109.9,2003
zmb,176.6,2004
zmb,202.8,2005
zmb,422.5,2006
zmb,517.4,2007
zmb,571.4,2008
zmb,483.2,2009
zwe,73.19,1980
zwe,73.04,1981
zwe,66.12,1982
zwe,58.61,1983
zwe,59.65,1984
zwe,57.58,1985
zwe,67.7,1986
zwe,74.01,1987
zwe,84.69,1988
zwe,80.34,1989
zwe,89.59,1990
zwe,79.5,1991
zwe,74.9,1992
zwe,81.29,1993
zwe,97.71,1994
zwe,110.3,1995
zwe,125.7,1996
zwe,124.4,1997
zwe,109.7,1998
zwe,98.06,1999
zwe,100.0,2000
zwe,62.7,2001
zwe,104.5,2002
zwe,86.75,2003
zwe,98.03,2004
zwe,95.58,2005
zwe,104.9,2006
zwe,106.5,2007
zwe,87.99,2008
zwe,117.9,2009
