life_expectancy_male,geo,time
33.28,civ,1956
33.92,civ,1957
34.58,civ,1958
35.24,civ,1959
35.91,civ,1960
36.57,civ,1961
37.21,civ,1962
37.83,civ,1963
38.43,civ,1964
39.02,civ,1965
39.62,civ,1966
40.23,civ,1967
40.88,civ,1968
41.56,civ,1969
42.26,civ,1970
42.99,civ,1971
43.74,civ,1972
44.48,civ,1973
45.21,civ,1974
45.91,civ,1975
46.58,civ,1976
47.21,civ,1977
47.79,civ,1978
48.33,civ,1979
48.81,civ,1980
49.25,civ,1981
49.66,civ,1982
50.02,civ,1983
50.34,civ,1984
50.6,civ,1985
50.78,civ,1986
50.87,civ,1987
50.87,civ,1988
50.77,civ,1989
50.57,civ,1990
50.27,civ,1991
49.89,civ,1992
49.45,civ,1993
48.98,civ,1994
48.46,civ,1995
47.92,civ,1996
47.36,civ,1997
46.81,civ,1998
46.3,civ,1999
45.89,civ,2000
45.64,civ,2001
45.57,civ,2002
45.68,civ,2003
45.97,civ,2004
46.4,civ,2005
46.93,civ,2006
47.48,civ,2007
48.01,civ,2008
48.49,civ,2009
48.91,civ,2010
49.27,civ,2011
49.61,civ,2012
49.95,civ,2013
50.31,civ,2014
50.67,civ,2015
51.04,civ,2016
51.42,civ,2017
51.81,civ,2018
52.19,civ,2019
52.58,civ,2020
52.96,civ,2021
53.35,civ,2022
53.73,civ,2023
54.12,civ,2024
54.51,civ,2025
54.9,civ,2026
55.29,civ,2027
55.67,civ,2028
56.06,civ,2029
56.45,civ,2030
56.83,civ,2031
57.21,civ,2032
57.59,civ,2033
57.97,civ,2034
58.34,civ,2035
58.71,civ,2036
59.08,civ,2037
59.45,civ,2038
59.81,civ,2039
60.16,civ,2040
60.51,civ,2041
60.86,civ,2042
61.2,civ,2043
61.54,civ,2044
61.87,civ,2045
62.2,civ,2046
62.52,civ,2047
62.83,civ,2048
63.14,civ,2049
63.45,civ,2050
63.75,civ,2051
64.05,civ,2052
64.34,civ,2053
64.62,civ,2054
64.9,civ,2055
65.17,civ,2056
65.44,civ,2057
65.71,civ,2058
65.97,civ,2059
66.22,civ,2060
66.47,civ,2061
66.71,civ,2062
66.95,civ,2063
67.19,civ,2064
67.42,civ,2065
67.64,civ,2066
67.86,civ,2067
68.08,civ,2068
68.3,civ,2069
68.5,civ,2070
68.71,civ,2071
68.91,civ,2072
69.11,civ,2073
69.31,civ,2074
69.5,civ,2075
69.69,civ,2076
69.87,civ,2077
70.05,civ,2078
70.23,civ,2079
70.41,civ,2080
70.59,civ,2081
70.76,civ,2082
70.93,civ,2083
71.09,civ,2084
71.25,civ,2085
71.42,civ,2086
71.57,civ,2087
71.73,civ,2088
71.88,civ,2089
72.03,civ,2090
72.18,civ,2091
72.33,civ,2092
72.47,civ,2093
72.62,civ,2094
72.76,civ,2095
72.9,civ,2096
73.03,civ,2097
73.17,civ,2098
73.3,civ,2099
58.47,hrv,1950
58.69,hrv,1951
59.12,hrv,1952
59.54,hrv,1953
59.95,hrv,1954
60.34,hrv,1955
60.72,hrv,1956
61.09,hrv,1957
61.44,hrv,1958
61.78,hrv,1959
62.09,hrv,1960
62.4,hrv,1961
62.68,hrv,1962
62.94,hrv,1963
63.19,hrv,1964
63.43,hrv,1965
63.67,hrv,1966
63.92,hrv,1967
64.17,hrv,1968
64.42,hrv,1969
64.66,hrv,1970
64.89,hrv,1971
65.09,hrv,1972
65.26,hrv,1973
65.4,hrv,1974
65.52,hrv,1975
65.62,hrv,1976
65.72,hrv,1977
65.82,hrv,1978
65.94,hrv,1979
66.09,hrv,1980
66.28,hrv,1981
66.51,hrv,1982
66.77,hrv,1983
67.06,hrv,1984
67.36,hrv,1985
67.65,hrv,1986
67.92,hrv,1987
68.16,hrv,1988
68.37,hrv,1989
68.57,hrv,1990
68.79,hrv,1991
69.04,hrv,1992
69.34,hrv,1993
69.67,hrv,1994
70.03,hrv,1995
70.37,hrv,1996
70.66,hrv,1997
70.9,hrv,1998
71.07,hrv,1999
71.2,hrv,2000
71.3,hrv,2001
71.41,hrv,2002
71.54,hrv,2003
71.72,hrv,2004
71.93,hrv,2005
72.16,hrv,2006
72.41,hrv,2007
72.64,hrv,2008
72.87,hrv,2009
73.08,hrv,2010
73.28,hrv,2011
73.47,hrv,2012
73.67,hrv,2013
73.86,hrv,2014
74.06,hrv,2015
74.26,hrv,2016
74.47,hrv,2017
74.67,hrv,2018
74.88,hrv,2019
75.09,hrv,2020
75.3,hrv,2021
75.52,hrv,2022
75.73,hrv,2023
75.94,hrv,2024
76.15,hrv,2025
76.36,hrv,2026
76.56,hrv,2027
76.76,hrv,2028
76.96,hrv,2029
77.16,hrv,2030
77.35,hrv,2031
77.53,hrv,2032
77.71,hrv,2033
77.88,hrv,2034
78.04,hrv,2035
78.2,hrv,2036
78.36,hrv,2037
78.51,hrv,2038
78.66,hrv,2039
78.8,hrv,2040
78.94,hrv,2041
79.08,hrv,2042
79.22,hrv,2043
79.36,hrv,2044
79.49,hrv,2045
79.62,hrv,2046
79.75,hrv,2047
79.87,hrv,2048
80.0,hrv,2049
80.12,hrv,2050
80.24,hrv,2051
80.36,hrv,2052
80.48,hrv,2053
80.6,hrv,2054
80.72,hrv,2055
80.83,hrv,2056
80.95,hrv,2057
81.07,hrv,2058
81.19,hrv,2059
81.31,hrv,2060
81.42,hrv,2061
81.54,hrv,2062
81.66,hrv,2063
81.77,hrv,2064
81.88,hrv,2065
82.0,hrv,2066
82.11,hrv,2067
82.22,hrv,2068
82.33,hrv,2069
82.44,hrv,2070
82.55,hrv,2071
82.66,hrv,2072
82.77,hrv,2073
82.88,hrv,2074
82.99,hrv,2075
83.1,hrv,2076
83.21,hrv,2077
83.33,hrv,2078
83.44,hrv,2079
83.55,hrv,2080
83.66,hrv,2081
83.77,hrv,2082
83.88,hrv,2083
83.99,hrv,2084
84.1,hrv,2085
84.21,hrv,2086
84.31,hrv,2087
84.42,hrv,2088
84.53,hrv,2089
84.64,hrv,2090
84.74,hrv,2091
84.85,hrv,2092
84.95,hrv,2093
85.06,hrv,2094
85.17,hrv,2095
85.27,hrv,2096
85.38,hrv,2097
85.48,hrv,2098
85.59,hrv,2099
56.58,cub,1950
56.88,cub,1951
57.47,cub,1952
58.07,cub,1953
58.66,cub,1954
59.26,cub,1955
59.86,cub,1956
60.45,cub,1957
61.05,cub,1958
61.66,cub,1959
62.27,cub,1960
62.89,cub,1961
63.53,cub,1962
64.17,cub,1963
64.81,cub,1964
65.45,cub,1965
66.08,cub,1966
66.68,cub,1967
67.26,cub,1968
67.8,cub,1969
68.31,cub,1970
68.79,cub,1971
69.25,cub,1972
69.7,cub,1973
70.13,cub,1974
70.54,cub,1975
70.93,cub,1976
71.3,cub,1977
71.63,cub,1978
71.93,cub,1979
72.18,cub,1980
72.39,cub,1981
72.55,cub,1982
72.67,cub,1983
72.76,cub,1984
72.81,cub,1985
72.82,cub,1986
72.82,cub,1987
72.8,cub,1988
72.79,cub,1989
72.8,cub,1990
72.84,cub,1991
72.94,cub,1992
73.08,cub,1993
73.26,cub,1994
73.49,cub,1995
73.75,cub,1996
74.02,cub,1997
74.28,cub,1998
74.53,cub,1999
74.77,cub,2000
74.98,cub,2001
75.19,cub,2002
75.39,cub,2003
75.58,cub,2004
75.76,cub,2005
75.95,cub,2006
76.14,cub,2007
76.32,cub,2008
76.51,cub,2009
76.71,cub,2010
76.91,cub,2011
77.11,cub,2012
77.31,cub,2013
77.51,cub,2014
77.72,cub,2015
77.92,cub,2016
78.13,cub,2017
78.34,cub,2018
78.54,cub,2019
78.75,cub,2020
78.95,cub,2021
79.15,cub,2022
79.35,cub,2023
79.54,cub,2024
79.72,cub,2025
79.9,cub,2026
80.08,cub,2027
80.25,cub,2028
80.41,cub,2029
80.57,cub,2030
80.72,cub,2031
80.87,cub,2032
81.01,cub,2033
81.15,cub,2034
81.29,cub,2035
81.43,cub,2036
81.56,cub,2037
81.69,cub,2038
81.82,cub,2039
81.94,cub,2040
82.07,cub,2041
82.2,cub,2042
82.33,cub,2043
82.45,cub,2044
82.57,cub,2045
82.7,cub,2046
82.82,cub,2047
82.94,cub,2048
83.06,cub,2049
83.18,cub,2050
83.3,cub,2051
83.41,cub,2052
83.53,cub,2053
83.64,cub,2054
83.76,cub,2055
83.87,cub,2056
83.98,cub,2057
84.1,cub,2058
84.21,cub,2059
84.33,cub,2060
84.44,cub,2061
84.55,cub,2062
84.67,cub,2063
84.78,cub,2064
84.89,cub,2065
85.0,cub,2066
85.11,cub,2067
85.22,cub,2068
85.34,cub,2069
85.45,cub,2070
85.56,cub,2071
85.67,cub,2072
85.78,cub,2073
85.89,cub,2074
86.0,cub,2075
86.11,cub,2076
86.22,cub,2077
86.32,cub,2078
86.43,cub,2079
86.54,cub,2080
86.64,cub,2081
86.75,cub,2082
86.85,cub,2083
86.96,cub,2084
87.06,cub,2085
87.17,cub,2086
87.28,cub,2087
87.39,cub,2088
87.49,cub,2089
87.6,cub,2090
87.71,cub,2091
87.82,cub,2092
87.92,cub,2093
88.03,cub,2094
88.13,cub,2095
88.24,cub,2096
88.34,cub,2097
88.44,cub,2098
88.54,cub,2099
63.94,cyp,1950
64.16,cyp,1951
64.59,cyp,1952
65.01,cyp,1953
65.42,cyp,1954
65.81,cyp,1955
66.2,cyp,1956
66.58,cyp,1957
66.94,cyp,1958
67.29,cyp,1959
67.63,cyp,1960
67.96,cyp,1961
68.28,cyp,1962
68.59,cyp,1963
68.89,cyp,1964
69.19,cyp,1965
69.47,cyp,1966
69.75,cyp,1967
70.02,cyp,1968
70.28,cyp,1969
70.54,cyp,1970
70.79,cyp,1971
71.04,cyp,1972
71.27,cyp,1973
71.5,cyp,1974
71.73,cyp,1975
71.95,cyp,1976
72.16,cyp,1977
72.37,cyp,1978
72.57,cyp,1979
72.77,cyp,1980
72.96,cyp,1981
73.15,cyp,1982
73.33,cyp,1983
73.52,cyp,1984
73.69,cyp,1985
73.86,cyp,1986
74.03,cyp,1987
74.19,cyp,1988
74.36,cyp,1989
74.51,cyp,1990
74.67,cyp,1991
74.82,cyp,1992
74.97,cyp,1993
75.12,cyp,1994
75.26,cyp,1995
75.4,cyp,1996
75.54,cyp,1997
75.68,cyp,1998
75.81,cyp,1999
75.94,cyp,2000
76.06,cyp,2001
76.18,cyp,2002
76.3,cyp,2003
76.41,cyp,2004
76.53,cyp,2005
76.66,cyp,2006
76.79,cyp,2007
76.94,cyp,2008
77.11,cyp,2009
77.28,cyp,2010
77.47,cyp,2011
77.66,cyp,2012
77.86,cyp,2013
78.05,cyp,2014
78.25,cyp,2015
78.44,cyp,2016
78.63,cyp,2017
78.82,cyp,2018
79.0,cyp,2019
79.19,cyp,2020
79.37,cyp,2021
79.54,cyp,2022
79.71,cyp,2023
79.88,cyp,2024
80.03,cyp,2025
80.18,cyp,2026
80.33,cyp,2027
80.48,cyp,2028
80.62,cyp,2029
80.76,cyp,2030
80.89,cyp,2031
81.03,cyp,2032
81.16,cyp,2033
81.28,cyp,2034
81.41,cyp,2035
81.53,cyp,2036
81.65,cyp,2037
81.77,cyp,2038
81.9,cyp,2039
82.02,cyp,2040
82.14,cyp,2041
82.26,cyp,2042
82.38,cyp,2043
82.5,cyp,2044
82.62,cyp,2045
82.74,cyp,2046
82.85,cyp,2047
82.97,cyp,2048
83.08,cyp,2049
83.2,cyp,2050
83.31,cyp,2051
83.42,cyp,2052
83.54,cyp,2053
83.65,cyp,2054
83.77,cyp,2055
83.88,cyp,2056
83.99,cyp,2057
84.11,cyp,2058
84.22,cyp,2059
84.34,cyp,2060
84.45,cyp,2061
84.56,cyp,2062
84.68,cyp,2063
84.79,cyp,2064
84.9,cyp,2065
85.01,cyp,2066
85.12,cyp,2067
85.24,cyp,2068
85.35,cyp,2069
85.46,cyp,2070
85.57,cyp,2071
85.67,cyp,2072
85.78,cyp,2073
85.89,cyp,2074
86.0,cyp,2075
86.11,cyp,2076
86.22,cyp,2077
86.33,cyp,2078
86.44,cyp,2079
86.55,cyp,2080
86.66,cyp,2081
86.77,cyp,2082
86.87,cyp,2083
86.98,cyp,2084
87.09,cyp,2085
87.2,cyp,2086
87.31,cyp,2087
87.41,cyp,2088
87.52,cyp,2089
87.62,cyp,2090
87.73,cyp,2091
87.84,cyp,2092
87.94,cyp,2093
88.05,cyp,2094
88.16,cyp,2095
88.27,cyp,2096
88.38,cyp,2097
88.48,cyp,2098
88.59,cyp,2099
62.26,cze,1950
62.72,cze,1951
63.58,cze,1952
64.36,cze,1953
65.04,cze,1954
65.64,cze,1955
66.14,cze,1956
66.55,cze,1957
66.88,cze,1958
67.12,cze,1959
67.27,cze,1960
67.35,cze,1961
67.35,cze,1962
67.3,cze,1963
67.2,cze,1964
67.08,cze,1965
66.94,cze,1966
66.79,cze,1967
66.66,cze,1968
66.55,cze,1969
66.48,cze,1970
66.45,cze,1971
66.48,cze,1972
66.54,cze,1973
66.64,cze,1974
66.76,cze,1975
66.87,cze,1976
66.97,cze,1977
67.05,cze,1978
67.09,cze,1979
67.12,cze,1980
67.13,cze,1981
67.16,cze,1982
67.21,cze,1983
67.29,cze,1984
67.4,cze,1985
67.52,cze,1986
67.65,cze,1987
67.78,cze,1988
67.92,cze,1989
68.08,cze,1990
68.27,cze,1991
68.51,cze,1992
68.8,cze,1993
69.13,cze,1994
69.5,cze,1995
69.89,cze,1996
70.28,cze,1997
70.66,cze,1998
71.01,cze,1999
71.33,cze,2000
71.65,cze,2001
71.96,cze,2002
72.27,cze,2003
72.59,cze,2004
72.9,cze,2005
73.2,cze,2006
73.47,cze,2007
73.72,cze,2008
73.94,cze,2009
74.13,cze,2010
74.3,cze,2011
74.47,cze,2012
74.63,cze,2013
74.8,cze,2014
74.98,cze,2015
75.16,cze,2016
75.34,cze,2017
75.53,cze,2018
75.72,cze,2019
75.91,cze,2020
76.1,cze,2021
76.29,cze,2022
76.48,cze,2023
76.67,cze,2024
76.87,cze,2025
77.06,cze,2026
77.25,cze,2027
77.43,cze,2028
77.61,cze,2029
77.79,cze,2030
77.96,cze,2031
78.12,cze,2032
78.28,cze,2033
78.44,cze,2034
78.59,cze,2035
78.74,cze,2036
78.88,cze,2037
79.02,cze,2038
79.16,cze,2039
79.3,cze,2040
79.43,cze,2041
79.56,cze,2042
79.69,cze,2043
79.81,cze,2044
79.94,cze,2045
80.07,cze,2046
80.19,cze,2047
80.31,cze,2048
80.43,cze,2049
80.55,cze,2050
80.67,cze,2051
80.79,cze,2052
80.91,cze,2053
81.03,cze,2054
81.15,cze,2055
81.27,cze,2056
81.39,cze,2057
81.51,cze,2058
81.62,cze,2059
81.74,cze,2060
81.85,cze,2061
81.97,cze,2062
82.08,cze,2063
82.19,cze,2064
82.31,cze,2065
82.43,cze,2066
82.54,cze,2067
82.66,cze,2068
82.77,cze,2069
82.89,cze,2070
83.0,cze,2071
83.11,cze,2072
83.22,cze,2073
83.33,cze,2074
83.44,cze,2075
83.56,cze,2076
83.67,cze,2077
83.78,cze,2078
83.89,cze,2079
84.0,cze,2080
84.12,cze,2081
84.23,cze,2082
84.35,cze,2083
84.46,cze,2084
84.57,cze,2085
84.68,cze,2086
84.79,cze,2087
84.91,cze,2088
85.02,cze,2089
85.12,cze,2090
85.23,cze,2091
85.34,cze,2092
85.46,cze,2093
85.57,cze,2094
85.68,cze,2095
85.79,cze,2096
85.9,cze,2097
86.02,cze,2098
86.13,cze,2099
69.08,dnk,1950
69.23,dnk,1951
69.53,dnk,1952
69.78,dnk,1953
69.99,dnk,1954
70.16,dnk,1955
70.29,dnk,1956
70.38,dnk,1957
70.44,dnk,1958
70.48,dnk,1959
70.48,dnk,1960
70.48,dnk,1961
70.47,dnk,1962
70.46,dnk,1963
70.45,dnk,1964
70.47,dnk,1965
70.49,dnk,1966
70.53,dnk,1967
70.58,dnk,1968
70.63,dnk,1969
70.7,dnk,1970
70.78,dnk,1971
70.86,dnk,1972
70.96,dnk,1973
71.05,dnk,1974
71.14,dnk,1975
71.22,dnk,1976
71.28,dnk,1977
71.33,dnk,1978
71.36,dnk,1979
71.39,dnk,1980
71.41,dnk,1981
71.43,dnk,1982
71.47,dnk,1983
71.51,dnk,1984
71.58,dnk,1985
71.66,dnk,1986
71.76,dnk,1987
71.86,dnk,1988
71.98,dnk,1989
72.11,dnk,1990
72.26,dnk,1991
72.42,dnk,1992
72.58,dnk,1993
72.76,dnk,1994
72.96,dnk,1995
73.17,dnk,1996
73.4,dnk,1997
73.65,dnk,1998
73.91,dnk,1999
74.19,dnk,2000
74.47,dnk,2001
74.77,dnk,2002
75.07,dnk,2003
75.36,dnk,2004
75.65,dnk,2005
75.92,dnk,2006
76.17,dnk,2007
76.39,dnk,2008
76.59,dnk,2009
76.77,dnk,2010
76.94,dnk,2011
77.1,dnk,2012
77.26,dnk,2013
77.42,dnk,2014
77.59,dnk,2015
77.76,dnk,2016
77.94,dnk,2017
78.12,dnk,2018
78.3,dnk,2019
78.48,dnk,2020
78.66,dnk,2021
78.83,dnk,2022
79.01,dnk,2023
79.18,dnk,2024
79.34,dnk,2025
79.5,dnk,2026
79.65,dnk,2027
79.8,dnk,2028
79.95,dnk,2029
80.09,dnk,2030
80.22,dnk,2031
80.36,dnk,2032
80.49,dnk,2033
80.62,dnk,2034
80.75,dnk,2035
80.87,dnk,2036
81.0,dnk,2037
81.12,dnk,2038
81.25,dnk,2039
81.37,dnk,2040
81.48,dnk,2041
81.6,dnk,2042
81.72,dnk,2043
81.83,dnk,2044
81.94,dnk,2045
82.05,dnk,2046
82.17,dnk,2047
82.28,dnk,2048
82.39,dnk,2049
82.5,dnk,2050
82.62,dnk,2051
82.73,dnk,2052
82.85,dnk,2053
82.96,dnk,2054
83.07,dnk,2055
83.18,dnk,2056
83.29,dnk,2057
83.41,dnk,2058
83.52,dnk,2059
83.63,dnk,2060
83.74,dnk,2061
83.85,dnk,2062
83.96,dnk,2063
84.07,dnk,2064
84.18,dnk,2065
84.29,dnk,2066
84.39,dnk,2067
84.5,dnk,2068
84.61,dnk,2069
84.72,dnk,2070
84.82,dnk,2071
84.93,dnk,2072
85.03,dnk,2073
85.14,dnk,2074
85.25,dnk,2075
85.36,dnk,2076
85.47,dnk,2077
85.57,dnk,2078
85.68,dnk,2079
85.79,dnk,2080
85.89,dnk,2081
86.0,dnk,2082
86.1,dnk,2083
86.21,dnk,2084
86.31,dnk,2085
86.42,dnk,2086
86.53,dnk,2087
86.63,dnk,2088
86.74,dnk,2089
86.85,dnk,2090
86.95,dnk,2091
87.06,dnk,2092
87.16,dnk,2093
87.27,dnk,2094
87.37,dnk,2095
87.48,dnk,2096
87.58,dnk,2097
87.68,dnk,2098
87.78,dnk,2099
39.05,dji,1950
39.21,dji,1951
39.53,dji,1952
39.88,dji,1953
40.24,dji,1954
40.62,dji,1955
41.02,dji,1956
41.44,dji,1957
41.86,dji,1958
42.3,dji,1959
42.73,dji,1960
43.16,dji,1961
43.59,dji,1962
44.01,dji,1963
44.43,dji,1964
44.87,dji,1965
45.35,dji,1966
45.89,dji,1967
46.48,dji,1968
47.11,dji,1969
47.76,dji,1970
48.39,dji,1971
48.98,dji,1972
49.49,dji,1973
49.93,dji,1974
50.31,dji,1975
50.65,dji,1976
50.98,dji,1977
51.34,dji,1978
51.71,dji,1979
52.11,dji,1980
52.52,dji,1981
52.93,dji,1982
53.31,dji,1983
53.66,dji,1984
53.98,dji,1985
54.27,dji,1986
54.52,dji,1987
54.75,dji,1988
54.96,dji,1989
55.13,dji,1990
55.26,dji,1991
55.35,dji,1992
55.41,dji,1993
55.43,dji,1994
55.43,dji,1995
55.41,dji,1996
55.4,dji,1997
55.4,dji,1998
55.42,dji,1999
55.48,dji,2000
55.6,dji,2001
55.76,dji,2002
55.98,dji,2003
56.25,dji,2004
56.57,dji,2005
56.95,dji,2006
57.37,dji,2007
57.83,dji,2008
58.31,dji,2009
58.8,dji,2010
59.29,dji,2011
59.76,dji,2012
60.23,dji,2013
60.66,dji,2014
61.08,dji,2015
61.47,dji,2016
61.85,dji,2017
62.22,dji,2018
62.58,dji,2019
62.94,dji,2020
63.29,dji,2021
63.63,dji,2022
63.96,dji,2023
64.29,dji,2024
64.61,dji,2025
64.92,dji,2026
65.22,dji,2027
65.51,dji,2028
65.79,dji,2029
66.07,dji,2030
66.34,dji,2031
66.6,dji,2032
66.85,dji,2033
67.11,dji,2034
67.35,dji,2035
67.59,dji,2036
67.83,dji,2037
68.06,dji,2038
68.29,dji,2039
68.51,dji,2040
68.73,dji,2041
68.94,dji,2042
69.15,dji,2043
69.36,dji,2044
69.56,dji,2045
69.75,dji,2046
69.94,dji,2047
70.12,dji,2048
70.29,dji,2049
70.45,dji,2050
70.61,dji,2051
70.76,dji,2052
70.91,dji,2053
71.06,dji,2054
71.2,dji,2055
71.35,dji,2056
71.49,dji,2057
71.63,dji,2058
71.77,dji,2059
71.91,dji,2060
72.05,dji,2061
72.19,dji,2062
72.34,dji,2063
72.48,dji,2064
72.63,dji,2065
72.78,dji,2066
72.92,dji,2067
73.07,dji,2068
73.22,dji,2069
73.36,dji,2070
73.5,dji,2071
73.64,dji,2072
73.78,dji,2073
73.92,dji,2074
74.06,dji,2075
74.2,dji,2076
74.33,dji,2077
74.47,dji,2078
74.6,dji,2079
74.72,dji,2080
74.84,dji,2081
74.96,dji,2082
75.08,dji,2083
75.19,dji,2084
75.3,dji,2085
75.4,dji,2086
75.5,dji,2087
75.6,dji,2088
75.7,dji,2089
75.8,dji,2090
75.9,dji,2091
75.99,dji,2092
76.09,dji,2093
76.19,dji,2094
76.28,dji,2095
76.38,dji,2096
76.47,dji,2097
76.57,dji,2098
76.66,dji,2099
43.16,dom,1950
43.56,dom,1951
44.35,dom,1952
45.14,dom,1953
45.92,dom,1954
46.69,dom,1955
47.45,dom,1956
48.2,dom,1957
48.94,dom,1958
49.67,dom,1959
50.4,dom,1960
51.11,dom,1961
51.81,dom,1962
52.5,dom,1963
53.17,dom,1964
53.83,dom,1965
54.48,dom,1966
55.1,dom,1967
55.7,dom,1968
56.29,dom,1969
56.85,dom,1970
57.38,dom,1971
57.89,dom,1972
58.37,dom,1973
58.83,dom,1974
59.27,dom,1975
59.68,dom,1976
60.08,dom,1977
60.45,dom,1978
60.82,dom,1979
61.18,dom,1980
61.55,dom,1981
61.94,dom,1982
62.33,dom,1983
62.74,dom,1984
63.17,dom,1985
63.63,dom,1986
64.1,dom,1987
64.57,dom,1988
65.04,dom,1989
65.49,dom,1990
65.89,dom,1991
66.24,dom,1992
66.54,dom,1993
66.77,dom,1994
66.96,dom,1995
67.11,dom,1996
67.24,dom,1997
67.37,dom,1998
67.51,dom,1999
67.66,dom,2000
67.83,dom,2001
68.02,dom,2002
68.22,dom,2003
68.42,dom,2004
68.63,dom,2005
68.84,dom,2006
69.06,dom,2007
69.28,dom,2008
69.5,dom,2009
69.72,dom,2010
69.94,dom,2011
70.15,dom,2012
70.37,dom,2013
70.59,dom,2014
70.81,dom,2015
71.02,dom,2016
71.24,dom,2017
71.46,dom,2018
71.67,dom,2019
71.89,dom,2020
72.11,dom,2021
72.32,dom,2022
72.54,dom,2023
72.76,dom,2024
72.98,dom,2025
73.2,dom,2026
73.43,dom,2027
73.65,dom,2028
73.87,dom,2029
74.1,dom,2030
74.32,dom,2031
74.55,dom,2032
74.77,dom,2033
75.0,dom,2034
75.23,dom,2035
75.46,dom,2036
75.69,dom,2037
75.92,dom,2038
76.15,dom,2039
76.38,dom,2040
76.61,dom,2041
76.84,dom,2042
77.07,dom,2043
77.29,dom,2044
77.51,dom,2045
77.73,dom,2046
77.95,dom,2047
78.16,dom,2048
78.36,dom,2049
78.56,dom,2050
78.75,dom,2051
78.93,dom,2052
79.11,dom,2053
79.29,dom,2054
79.46,dom,2055
79.62,dom,2056
79.78,dom,2057
79.94,dom,2058
80.09,dom,2059
80.25,dom,2060
80.39,dom,2061
80.54,dom,2062
80.69,dom,2063
80.83,dom,2064
80.97,dom,2065
81.11,dom,2066
81.24,dom,2067
81.38,dom,2068
81.51,dom,2069
81.64,dom,2070
81.77,dom,2071
81.9,dom,2072
82.03,dom,2073
82.15,dom,2074
82.28,dom,2075
82.4,dom,2076
82.53,dom,2077
82.65,dom,2078
82.78,dom,2079
82.9,dom,2080
83.02,dom,2081
83.14,dom,2082
83.26,dom,2083
83.38,dom,2084
83.5,dom,2085
83.62,dom,2086
83.74,dom,2087
83.86,dom,2088
83.98,dom,2089
84.09,dom,2090
84.21,dom,2091
84.32,dom,2092
84.44,dom,2093
84.55,dom,2094
84.67,dom,2095
84.78,dom,2096
84.89,dom,2097
85.01,dom,2098
85.12,dom,2099
46.06,ecu,1950
46.31,ecu,1951
46.83,ecu,1952
47.38,ecu,1953
47.96,ecu,1954
48.57,ecu,1955
49.2,ecu,1956
49.86,ecu,1957
50.53,ecu,1958
51.2,ecu,1959
51.86,ecu,1960
52.49,ecu,1961
53.07,ecu,1962
53.6,ecu,1963
54.07,ecu,1964
54.49,ecu,1965
54.87,ecu,1966
55.23,ecu,1967
55.59,ecu,1968
55.95,ecu,1969
56.33,ecu,1970
56.73,ecu,1971
57.14,ecu,1972
57.57,ecu,1973
58.0,ecu,1974
58.46,ecu,1975
58.94,ecu,1976
59.43,ecu,1977
59.95,ecu,1978
60.48,ecu,1979
61.04,ecu,1980
61.6,ecu,1981
62.18,ecu,1982
62.77,ecu,1983
63.35,ecu,1984
63.92,ecu,1985
64.47,ecu,1986
65.01,ecu,1987
65.52,ecu,1988
66.01,ecu,1989
66.48,ecu,1990
66.94,ecu,1991
67.38,ecu,1992
67.81,ecu,1993
68.24,ecu,1994
68.66,ecu,1995
69.07,ecu,1996
69.47,ecu,1997
69.86,ecu,1998
70.23,ecu,1999
70.57,ecu,2000
70.87,ecu,2001
71.13,ecu,2002
71.36,ecu,2003
71.55,ecu,2004
71.73,ecu,2005
71.9,ecu,2006
72.09,ecu,2007
72.3,ecu,2008
72.53,ecu,2009
72.8,ecu,2010
73.08,ecu,2011
73.38,ecu,2012
73.67,ecu,2013
73.96,ecu,2014
74.24,ecu,2015
74.51,ecu,2016
74.78,ecu,2017
75.05,ecu,2018
75.31,ecu,2019
75.58,ecu,2020
75.84,ecu,2021
76.1,ecu,2022
76.36,ecu,2023
76.62,ecu,2024
76.88,ecu,2025
77.14,ecu,2026
77.39,ecu,2027
77.64,ecu,2028
77.88,ecu,2029
78.12,ecu,2030
78.34,ecu,2031
78.56,ecu,2032
78.78,ecu,2033
78.98,ecu,2034
79.17,ecu,2035
79.36,ecu,2036
79.54,ecu,2037
79.71,ecu,2038
79.88,ecu,2039
80.04,ecu,2040
80.2,ecu,2041
80.35,ecu,2042
80.5,ecu,2043
80.65,ecu,2044
80.79,ecu,2045
80.93,ecu,2046
81.07,ecu,2047
81.21,ecu,2048
81.34,ecu,2049
81.47,ecu,2050
81.6,ecu,2051
81.73,ecu,2052
81.86,ecu,2053
81.98,ecu,2054
82.11,ecu,2055
82.23,ecu,2056
82.35,ecu,2057
82.47,ecu,2058
82.59,ecu,2059
82.71,ecu,2060
82.83,ecu,2061
82.94,ecu,2062
83.06,ecu,2063
83.17,ecu,2064
83.29,ecu,2065
83.4,ecu,2066
83.52,ecu,2067
83.63,ecu,2068
83.74,ecu,2069
83.85,ecu,2070
83.96,ecu,2071
84.08,ecu,2072
84.19,ecu,2073
84.3,ecu,2074
84.4,ecu,2075
84.51,ecu,2076
84.62,ecu,2077
84.72,ecu,2078
84.83,ecu,2079
84.93,ecu,2080
85.04,ecu,2081
85.14,ecu,2082
85.24,ecu,2083
85.34,ecu,2084
85.44,ecu,2085
85.55,ecu,2086
85.65,ecu,2087
85.75,ecu,2088
85.86,ecu,2089
85.96,ecu,2090
86.06,ecu,2091
86.17,ecu,2092
86.27,ecu,2093
86.37,ecu,2094
