residential_energy_use_percent,geo,time
14.64,kwt,2003
15.36,kwt,2004
14.86,kwt,2005
16.54,kwt,2006
17.65,kwt,2007
18.11,kwt,2008
17.97,kwt,2009
16.98,kwt,2010
1.228,kgz,1990
1.333,kgz,1991
3.227,kgz,1992
6.258,kgz,1993
6.589,kgz,1994
9.223,kgz,1995
7.258,kgz,1996
7.165,kgz,1997
6.359,kgz,1998
9.007,kgz,1999
11.19,kgz,2000
10.02,kgz,2001
7.862,kgz,2002
10.27,kgz,2003
10.17,kgz,2004
12.06,kgz,2005
13.15,kgz,2006
9.936,kgz,2007
5.628,kgz,2008
4.589,kgz,2009
5.003,kgz,2010
24.64,lva,1990
28.54,lva,1991
32.84,lva,1992
38.96,lva,1993
41.14,lva,1994
41.68,lva,1995
44.59,lva,1996
41.17,lva,1997
41.26,lva,1998
41.06,lva,1999
40.17,lva,2000
39.96,lva,2001
39.01,lva,2002
39.05,lva,2003
37.38,lva,2004
37.03,lva,2005
34.96,lva,2006
33.22,lva,2007
34.77,lva,2008
38.23,lva,2009
35.87,lva,2010
30.99,lbn,1971
32.79,lbn,1972
31.0,lbn,1973
33.87,lbn,1974
36.9,lbn,1975
35.31,lbn,1976
34.58,lbn,1977
30.34,lbn,1978
26.18,lbn,1979
42.72,lbn,1980
38.13,lbn,1981
24.32,lbn,1982
26.28,lbn,1983
30.42,lbn,1984
31.06,lbn,1985
35.35,lbn,1986
34.5,lbn,1987
31.8,lbn,1988
24.14,lbn,1989
23.93,lbn,1990
24.37,lbn,1991
18.01,lbn,1992
39.23,lbn,1993
40.83,lbn,1994
40.21,lbn,1995
36.55,lbn,1996
40.93,lbn,1997
27.16,lbn,1998
29.15,lbn,1999
29.45,lbn,2000
31.81,lbn,2001
31.36,lbn,2002
24.93,lbn,2003
30.33,lbn,2004
26.42,lbn,2005
25.89,lbn,2006
25.5,lbn,2007
24.75,lbn,2008
36.44,lbn,2009
25.71,lbn,2010
28.86,lby,1971
22.97,lby,1972
19.76,lby,1973
17.8,lby,1974
16.72,lby,1975
16.88,lby,1976
16.42,lby,1977
15.69,lby,1978
13.94,lby,1979
13.41,lby,1980
11.87,lby,1981
9.532,lby,1982
9.07,lby,1983
9.379,lby,1984
9.9,lby,1985
10.63,lby,1986
13.7,lby,1987
15.37,lby,1988
15.04,lby,1989
15.63,lby,1990
15.44,lby,1991
15.44,lby,1992
15.45,lby,1993
14.77,lby,1994
14.23,lby,1995
14.7,lby,1996
15.41,lby,1997
16.78,lby,1998
16.69,lby,1999
16.67,lby,2000
17.34,lby,2001
15.52,lby,2002
16.22,lby,2003
15.67,lby,2004
17.39,lby,2005
17.66,lby,2006
16.75,lby,2007
15.18,lby,2008
13.42,lby,2009
13.84,lby,2010
17.71,ltu,1990
18.19,ltu,1991
24.09,ltu,1992
33.7,ltu,1993
34.49,ltu,1994
32.2,ltu,1995
30.58,ltu,1996
29.6,ltu,1997
28.63,ltu,1998
30.03,ltu,1999
31.04,ltu,2000
30.68,ltu,2001
29.95,ltu,2002
29.57,ltu,2003
28.92,ltu,2004
28.1,ltu,2005
27.75,ltu,2006
23.48,ltu,2007
25.04,ltu,2008
29.48,ltu,2009
29.21,ltu,2010
14.35,lux,1960
14.88,lux,1961
16.7,lux,1962
19.28,lux,1963
16.76,lux,1964
15.38,lux,1965
16.19,lux,1966
15.62,lux,1967
16.27,lux,1968
16.26,lux,1969
16.9,lux,1970
16.79,lux,1971
18.57,lux,1972
17.67,lux,1973
16.13,lux,1974
18.01,lux,1975
18.11,lux,1976
19.63,lux,1977
18.71,lux,1978
20.28,lux,1979
19.66,lux,1980
20.77,lux,1981
21.67,lux,1982
22.87,lux,1983
20.96,lux,1984
21.43,lux,1985
23.12,lux,1986
22.64,lux,1987
20.9,lux,1988
18.72,lux,1989
17.83,lux,1990
19.59,lux,1991
18.59,lux,1992
18.11,lux,1993
17.91,lux,1994
19.92,lux,1995
21.34,lux,1996
20.62,lux,1997
21.55,lux,1998
9.658,lux,1999
14.53,lux,2000
14.96,lux,2001
14.41,lux,2002
14.14,lux,2003
13.48,lux,2004
12.99,lux,2005
12.92,lux,2006
12.86,lux,2007
12.99,lux,2008
14.09,lux,2009
12.48,lux,2010
17.97,mys,1971
20.13,mys,1972
20.6,mys,1973
20.69,mys,1974
21.71,mys,1975
20.57,mys,1976
21.88,mys,1977
23.33,mys,1978
21.8,mys,1979
20.42,mys,1980
19.67,mys,1981
19.8,mys,1982
19.02,mys,1983
19.33,mys,1984
17.93,mys,1985
17.68,mys,1986
17.24,mys,1987
17.15,mys,1988
15.34,mys,1989
14.63,mys,1990
13.66,mys,1991
12.84,mys,1992
12.36,mys,1993
12.14,mys,1994
11.35,mys,1995
11.4,mys,1996
10.81,mys,1997
11.59,mys,1998
11.39,mys,1999
10.35,mys,2000
10.16,mys,2001
10.17,mys,2002
9.957,mys,2003
9.792,mys,2004
9.973,mys,2005
10.08,mys,2006
9.25,mys,2007
9.781,mys,2008
9.886,mys,2009
10.07,mys,2010
27.0,mlt,1971
21.57,mlt,1972
27.17,mlt,1973
26.99,mlt,1974
26.49,mlt,1975
29.3,mlt,1976
30.5,mlt,1977
29.79,mlt,1978
21.3,mlt,1979
18.2,mlt,1980
16.55,mlt,1981
14.26,mlt,1982
21.32,mlt,1983
27.33,mlt,1984
27.65,mlt,1985
18.55,mlt,1986
19.55,mlt,1987
20.23,mlt,1988
20.11,mlt,1989
20.8,mlt,1990
18.38,mlt,1991
18.6,mlt,1992
17.39,mlt,1993
20.1,mlt,1994
19.25,mlt,1995
21.72,mlt,1996
18.1,mlt,1997
17.52,mlt,1998
19.96,mlt,1999
23.92,mlt,2000
24.18,mlt,2001
29.23,mlt,2002
27.99,mlt,2003
25.25,mlt,2004
23.83,mlt,2005
25.62,mlt,2006
26.29,mlt,2007
20.9,mlt,2008
18.66,mlt,2009
17.77,mlt,2010
23.27,mex,1971
22.25,mex,1972
21.62,mex,1973
19.75,mex,1974
19.6,mex,1975
18.95,mex,1976
18.66,mex,1977
17.48,mex,1978
16.71,mex,1979
16.93,mex,1980
15.68,mex,1981
16.03,mex,1982
16.07,mex,1983
16.49,mex,1984
15.98,mex,1985
16.81,mex,1986
16.23,mex,1987
16.46,mex,1988
16.76,mex,1989
18.72,mex,1990
18.25,mex,1991
19.02,mex,1992
18.97,mex,1993
18.96,mex,1994
19.42,mex,1995
18.58,mex,1996
18.28,mex,1997
18.41,mex,1998
17.64,mex,1999
18.43,mex,2000
18.53,mex,2001
18.15,mex,2002
18.31,mex,2003
17.46,mex,2004
16.82,mex,2005
16.23,mex,2006
15.75,mex,2007
15.55,mex,2008
16.07,mex,2009
15.73,mex,2010
7.62,mda,1990
10.24,mda,1991
20.11,mda,1992
25.94,mda,1993
28.96,mda,1994
30.78,mda,1995
36.89,mda,1996
39.86,mda,1997
43.2,mda,1998
34.55,mda,1999
38.73,mda,2000
39.14,mda,2001
38.21,mda,2002
38.13,mda,2003
40.08,mda,2004
39.74,mda,2005
38.69,mda,2006
37.7,mda,2007
36.7,mda,2008
53.37,mda,2009
51.35,mda,2010
11.11,mng,1985
10.68,mng,1986
10.73,mng,1987
13.08,mng,1988
19.08,mng,1989
20.51,mng,1990
20.06,mng,1991
16.15,mng,1992
15.78,mng,1993
18.52,mng,1994
19.04,mng,1995
24.95,mng,1996
25.58,mng,1997
27.52,mng,1998
26.99,mng,1999
27.8,mng,2000
29.17,mng,2001
30.75,mng,2002
30.72,mng,2003
30.54,mng,2004
29.6,mng,2005
27.75,mng,2006
27.7,mng,2007
27.43,mng,2008
29.67,mng,2009
30.2,mng,2010
24.97,mne,2005
21.88,mne,2006
23.78,mne,2007
26.69,mne,2008
31.35,mne,2009
30.64,mne,2010
18.5,mar,1971
18.79,mar,1972
18.12,mar,1973
18.55,mar,1974
19.52,mar,1975
20.4,mar,1976
20.62,mar,1977
19.99,mar,1978
20.16,mar,1979
20.37,mar,1980
20.93,mar,1981
21.56,mar,1982
22.87,mar,1983
23.53,mar,1984
23.4,mar,1985
24.34,mar,1986
26.31,mar,1987
26.02,mar,1988
24.57,mar,1989
20.62,mar,1990
21.04,mar,1991
20.67,mar,1992
22.15,mar,1993
21.34,mar,1994
22.38,mar,1995
21.69,mar,1996
21.83,mar,1997
22.15,mar,1998
22.11,mar,1999
22.17,mar,2000
21.63,mar,2001
22.08,mar,2002
22.63,mar,2003
22.32,mar,2004
21.46,mar,2005
22.05,mar,2006
22.14,mar,2007
22.15,mar,2008
21.68,mar,2009
21.42,mar,2010
77.88,moz,1971
78.62,moz,1972
77.95,moz,1973
78.22,moz,1974
79.57,moz,1975
79.37,moz,1976
79.77,moz,1977
81.47,moz,1978
82.08,moz,1979
80.62,moz,1980
81.89,moz,1981
82.19,moz,1982
82.43,moz,1983
83.13,moz,1984
82.83,moz,1985
82.75,moz,1986
82.62,moz,1987
82.6,moz,1988
82.64,moz,1989
82.86,moz,1990
83.34,moz,1991
82.31,moz,1992
81.29,moz,1993
82.35,moz,1994
82.04,moz,1995
83.09,moz,1996
82.91,moz,1997
82.2,moz,1998
82.1,moz,1999
80.74,moz,2000
77.55,moz,2001
77.42,moz,2002
74.31,moz,2003
72.89,moz,2004
73.54,moz,2005
73.17,moz,2006
72.2,moz,2007
72.62,moz,2008
73.06,moz,2009
72.59,moz,2010
85.2,mmr,1971
85.98,mmr,1972
88.79,mmr,1973
87.09,mmr,1974
87.1,mmr,1975
86.36,mmr,1976
85.4,mmr,1977
84.92,mmr,1978
84.35,mmr,1979
83.88,mmr,1980
83.75,mmr,1981
84.18,mmr,1982
84.84,mmr,1983
84.04,mmr,1984
84.69,mmr,1985
84.29,mmr,1986
88.83,mmr,1987
89.24,mmr,1988
89.51,mmr,1989
89.84,mmr,1990
90.5,mmr,1991
90.76,mmr,1992
89.55,mmr,1993
85.9,mmr,1994
83.28,mmr,1995
82.46,mmr,1996
83.39,mmr,1997
82.23,mmr,1998
81.13,mmr,1999
78.12,mmr,2000
80.82,mmr,2001
81.08,mmr,2002
77.81,mmr,2003
78.31,mmr,2004
77.37,mmr,2005
78.78,mmr,2006
77.91,mmr,2007
82.77,mmr,2008
82.48,mmr,2009
80.68,mmr,2010
17.47,nam,1991
17.41,nam,1992
18.26,nam,1993
17.86,nam,1994
17.65,nam,1995
17.0,nam,1996
17.35,nam,1997
17.01,nam,1998
17.94,nam,1999
18.09,nam,2000
15.98,nam,2001
18.08,nam,2002
17.58,nam,2003
16.44,nam,2004
15.07,nam,2005
15.5,nam,2006
15.47,nam,2007
14.1,nam,2008
13.87,nam,2009
13.72,nam,2010
98.3,npl,1971
98.11,npl,1972
97.25,npl,1973
97.32,npl,1974
97.75,npl,1975
98.16,npl,1976
97.88,npl,1977
97.9,npl,1978
96.88,npl,1979
96.04,npl,1980
96.4,npl,1981
95.97,npl,1982
95.06,npl,1983
94.88,npl,1984
96.21,npl,1985
95.27,npl,1986
95.25,npl,1987
95.53,npl,1988
96.28,npl,1989
94.86,npl,1990
94.19,npl,1991
94.41,npl,1992
93.97,npl,1993
92.98,npl,1994
92.54,npl,1995
92.63,npl,1996
92.21,npl,1997
92.03,npl,1998
89.78,npl,1999
89.53,npl,2000
89.48,npl,2001
91.01,npl,2002
90.74,npl,2003
90.73,npl,2004
89.81,npl,2005
91.13,npl,2006
90.93,npl,2007
89.53,npl,2008
87.96,npl,2009
87.36,npl,2010
34.32,nld,1960
34.46,nld,1961
35.72,nld,1962
38.33,nld,1963
34.92,nld,1964
33.98,nld,1965
33.41,nld,1966
31.22,nld,1967
31.98,nld,1968
33.15,nld,1969
31.54,nld,1970
28.57,nld,1971
28.08,nld,1972
27.41,nld,1973
25.02,nld,1974
27.09,nld,1975
25.69,nld,1976
25.91,nld,1977
25.03,nld,1978
24.38,nld,1979
26.09,nld,1980
24.91,nld,1981
26.79,nld,1982
24.95,nld,1983
22.32,nld,1984
23.77,nld,1985
20.58,nld,1986
20.74,nld,1987
19.89,nld,1988
19.86,nld,1989
20.25,nld,1990
20.91,nld,1991
19.87,nld,1992
20.66,nld,1993
20.32,nld,1994
20.26,nld,1995
21.97,nld,1996
19.69,nld,1997
19.02,nld,1998
18.85,nld,1999
18.16,nld,2000
18.46,nld,2001
17.88,nld,2002
17.72,nld,2003
17.48,nld,2004
16.8,nld,2005
17.45,nld,2006
14.75,nld,2007
15.68,nld,2008
16.95,nld,2009
17.78,nld,2010
6.412,ant,1971
5.184,ant,1972
5.106,ant,1973
5.283,ant,1974
7.017,ant,1975
6.584,ant,1976
6.764,ant,1977
9.05,ant,1978
9.727,ant,1979
12.27,ant,1980
12.82,ant,1981
12.16,ant,1982
11.3,ant,1983
10.8,ant,1984
11.3,ant,1985
12.65,ant,1986
9.719,ant,1987
8.245,ant,1988
10.06,ant,1989
12.3,ant,1990
11.67,ant,1991
11.2,ant,1992
13.78,ant,1993
12.46,ant,1994
12.63,ant,1995
12.92,ant,1996
8.313,ant,1997
8.222,ant,1998
8.268,ant,1999
8.264,ant,2000
8.271,ant,2001
8.256,ant,2002
8.248,ant,2003
8.298,ant,2004
8.309,ant,2005
8.344,ant,2006
8.304,ant,2007
8.317,ant,2008
8.305,ant,2009
8.324,ant,2010
17.47,nzl,1960
17.37,nzl,1961
17.09,nzl,1962
17.7,nzl,1963
16.35,nzl,1964
16.96,nzl,1965
17.04,nzl,1966
15.88,nzl,1967
18.01,nzl,1968
18.13,nzl,1969
16.93,nzl,1970
16.62,nzl,1971
15.75,nzl,1972
15.36,nzl,1973
15.87,nzl,1974
16.84,nzl,1975
16.44,nzl,1976
15.87,nzl,1977
15.16,nzl,1978
15.16,nzl,1979
14.67,nzl,1980
15.08,nzl,1981
14.93,nzl,1982
14.93,nzl,1983
13.45,nzl,1984
13.33,nzl,1985
13.46,nzl,1986
13.08,nzl,1987
12.15,nzl,1988
12.31,nzl,1989
12.14,nzl,1990
12.02,nzl,1991
11.53,nzl,1992
11.39,nzl,1993
11.02,nzl,1994
10.67,nzl,1995
10.73,nzl,1996
10.73,nzl,1997
11.14,nzl,1998
10.65,nzl,1999
10.48,nzl,2000
10.71,nzl,2001
10.21,nzl,2002
11.11,nzl,2003
11.03,nzl,2004
11.43,nzl,2005
11.69,nzl,2006
11.35,nzl,2007
11.37,nzl,2008
12.16,nzl,2009
11.85,nzl,2010
51.9,nic,1971
52.05,nic,1972
49.97,nic,1973
47.61,nic,1974
47.97,nic,1975
45.45,nic,1976
44.04,nic,1977
46.55,nic,1978
54.4,nic,1979
51.35,nic,1980
50.15,nic,1981
50.57,nic,1982
51.75,nic,1983
52.38,nic,1984
51.71,nic,1985
53.94,nic,1986
54.04,nic,1987
57.5,nic,1988
59.85,nic,1989
58.32,nic,1990
61.14,nic,1991
61.86,nic,1992
62.43,nic,1993
59.92,nic,1994
59.95,nic,1995
58.96,nic,1996
57.39,nic,1997
58.85,nic,1998
55.06,nic,1999
55.7,nic,2000
57.52,nic,2001
56.22,nic,2002
59.98,nic,2003
60.38,nic,2004
60.06,nic,2005
56.18,nic,2006
47.45,nic,2007
49.19,nic,2008
50.88,nic,2009
48.61,nic,2010
86.14,nga,1971
85.55,nga,1972
84.37,nga,1973
84.25,nga,1974
83.33,nga,1975
81.85,nga,1976
80.02,nga,1977
78.9,nga,1978
78.38,nga,1979
78.12,nga,1980
77.82,nga,1981
76.96,nga,1982
77.72,nga,1983
79.26,nga,1984
79.39,nga,1985
80.56,nga,1986
80.71,nga,1987
80.12,nga,1988
79.74,nga,1989
81.45,nga,1990
79.68,nga,1991
78.62,nga,1992
79.93,nga,1993
81.7,nga,1994
82.49,nga,1995
81.95,nga,1996
80.59,nga,1997
81.11,nga,1998
81.25,nga,1999
79.73,nga,2000
78.6,nga,2001
78.99,nga,2002
79.21,nga,2003
79.46,nga,2004
78.49,nga,2005
79.52,nga,2006
80.02,nga,2007
80.04,nga,2008
80.94,nga,2009
81.13,nga,2010
15.71,nor,1960
14.97,nor,1961
15.77,nor,1962
16.19,nor,1963
16.01,nor,1964
15.74,nor,1965
15.88,nor,1966
15.3,nor,1967
15.94,nor,1968
15.78,nor,1969
16.15,nor,1970
15.28,nor,1971
14.98,nor,1972
14.03,nor,1973
13.49,nor,1974
14.29,nor,1975
19.53,nor,1976
20.08,nor,1977
19.68,nor,1978
19.7,nor,1979
19.94,nor,1980
20.05,nor,1981
20.71,nor,1982
20.12,nor,1983
19.95,nor,1984
20.21,nor,1985
21.03,nor,1986
20.77,nor,1987
20.35,nor,1988
20.05,nor,1989
20.67,nor,1990
21.28,nor,1991
21.23,nor,1992
20.96,nor,1993
21.35,nor,1994
20.79,nor,1995
20.94,nor,1996
20.34,nor,1997
20.19,nor,1998
19.85,nor,1999
19.32,nor,2000
19.55,nor,2001
19.92,nor,2002
18.86,nor,2003
18.26,nor,2004
18.96,nor,2005
18.71,nor,2006
18.4,nor,2007
18.31,nor,2008
19.96,nor,2009
20.21,nor,2010
0.632,omn,1971
1.282,omn,1972
2.317,omn,1973
3.034,omn,1974
3.216,omn,1975
3.566,omn,1976
4.689,omn,1977
5.098,omn,1978
5.507,omn,1979
6.308,omn,1980
7.747,omn,1981
9.198,omn,1982
11.41,omn,1983
9.102,omn,1984
9.567,omn,1985
14.44,omn,1986
14.55,omn,1987
14.18,omn,1988
14.13,omn,1989
13.51,omn,1990
9.115,omn,1991
10.65,omn,1992
12.6,omn,1993
16.64,omn,1994
13.26,omn,1995
12.97,omn,1996
13.57,omn,1997
15.5,omn,1998
13.59,omn,1999
12.51,omn,2000
11.92,omn,2001
11.96,omn,2002
11.85,omn,2003
13.59,omn,2004
10.76,omn,2005
11.14,omn,2006
11.4,omn,2007
16.17,omn,2008
16.85,omn,2009
11.67,omn,2010
62.86,pak,1971
63.15,pak,1972
62.21,pak,1973
62.49,pak,1974
61.5,pak,1975
62.25,pak,1976
62.69,pak,1977
61.43,pak,1978
60.7,pak,1979
60.06,pak,1980
58.36,pak,1981
56.75,pak,1982
57.13,pak,1983
56.85,pak,1984
56.37,pak,1985
56.37,pak,1986
55.43,pak,1987
54.77,pak,1988
54.95,pak,1989
55.37,pak,1990
55.63,pak,1991
53.97,pak,1992
52.67,pak,1993
52.97,pak,1994
52.79,pak,1995
51.99,pak,1996
52.69,pak,1997
52.02,pak,1998
51.43,pak,1999
52.48,pak,2000
52.54,pak,2001
52.03,pak,2002
50.23,pak,2003
48.9,pak,2004
48.41,pak,2005
47.97,pak,2006
46.41,pak,2007
48.06,pak,2008
47.85,pak,2009
48.31,pak,2010
41.56,pan,1971
41.55,pan,1972
38.65,pan,1973
37.32,pan,1974
37.21,pan,1975
35.69,pan,1976
34.88,pan,1977
34.12,pan,1978
32.71,pan,1979
32.76,pan,1980
33.72,pan,1981
33.45,pan,1982
32.72,pan,1983
32.73,pan,1984
32.45,pan,1985
32.03,pan,1986
32.6,pan,1987
36.8,pan,1988
35.98,pan,1989
35.33,pan,1990
33.46,pan,1991
32.94,pan,1992
31.94,pan,1993
31.45,pan,1994
30.13,pan,1995
30.06,pan,1996
29.83,pan,1997
28.83,pan,1998
28.16,pan,1999
27.83,pan,2000
27.44,pan,2001
27.42,pan,2002
30.09,pan,2003
25.59,pan,2004
21.93,pan,2005
23.68,pan,2006
21.23,pan,2007
25.25,pan,2008
22.53,pan,2009
23.17,pan,2010
61.69,pry,1971
61.32,pry,1972
57.97,pry,1973
59.56,pry,1974
62.1,pry,1975
59.24,pry,1976
57.34,pry,1977
53.78,pry,1978
52.53,pry,1979
48.58,pry,1980
49.51,pry,1981
49.19,pry,1982
49.14,pry,1983
49.8,pry,1984
49.84,pry,1985
54.24,pry,1986
49.89,pry,1987
48.54,pry,1988
46.25,pry,1989
46.98,pry,1990
48.27,pry,1991
42.18,pry,1992
42.86,pry,1993
38.12,pry,1994
35.77,pry,1995
35.72,pry,1996
35.14,pry,1997
32.53,pry,1998
35.01,pry,1999
37.08,pry,2000
38.31,pry,2001
37.55,pry,2002
37.32,pry,2003
36.86,pry,2004
37.49,pry,2005
34.32,pry,2006
33.61,pry,2007
34.86,pry,2008
34.65,pry,2009
30.31,pry,2010
41.14,per,1971
41.88,per,1972
41.26,per,1973
39.93,per,1974
40.06,per,1975
40.21,per,1976
41.96,per,1977
43.07,per,1978
43.14,per,1979
43.46,per,1980
42.39,per,1981
43.27,per,1982
46.31,per,1983
45.57,per,1984
45.3,per,1985
44.13,per,1986
42.57,per,1987
42.98,per,1988
44.54,per,1989
42.48,per,1990
43.0,per,1991
42.47,per,1992
39.63,per,1993
37.39,per,1994
35.52,per,1995
34.65,per,1996
34.5,per,1997
34.41,per,1998
31.85,per,1999
32.59,per,2000
34.5,per,2001
33.3,per,2002
33.23,per,2003
29.7,per,2004
30.15,per,2005
30.38,per,2006
28.34,per,2007
22.41,per,2008
24.37,per,2009
26.12,per,2010
48.87,phl,1971
48.19,phl,1972
46.33,phl,1973
47.75,phl,1974
46.88,phl,1975
47.52,phl,1976
47.44,phl,1977
46.87,phl,1978
46.85,phl,1979
48.52,phl,1980
50.11,phl,1981
50.23,phl,1982
49.07,phl,1983
52.1,phl,1984
53.45,phl,1985
53.63,phl,1986
51.86,phl,1987
50.09,phl,1988
49.23,phl,1989
46.06,phl,1990
47.38,phl,1991
45.2,phl,1992
42.91,phl,1993
41.77,phl,1994
37.64,phl,1995
36.22,phl,1996
34.02,phl,1997
34.26,phl,1998
33.84,phl,1999
33.94,phl,2000
32.93,phl,2001
32.42,phl,2002
31.68,phl,2003
30.71,phl,2004
29.71,phl,2005
29.29,phl,2006
27.88,phl,2007
28.02,phl,2008
27.3,phl,2009
25.71,phl,2010
27.75,pol,1960
27.36,pol,1961
27.1,pol,1962
26.33,pol,1963
25.56,pol,1964
24.9,pol,1965
23.46,pol,1966
22.71,pol,1967
21.9,pol,1968
23.28,pol,1969
24.64,pol,1970
24.08,pol,1971
23.65,pol,1972
22.78,pol,1973
23.48,pol,1974
23.6,pol,1975
24.82,pol,1976
23.55,pol,1977
24.24,pol,1978
24.6,pol,1979
25.86,pol,1980
27.14,pol,1981
29.55,pol,1982
28.06,pol,1983
27.74,pol,1984
29.01,pol,1985
29.18,pol,1986
30.58,pol,1987
30.85,pol,1988
30.82,pol,1989
29.02,pol,1990
33.17,pol,1991
34.56,pol,1992
37.61,pol,1993
36.73,pol,1994
35.1,pol,1995
33.59,pol,1996
32.29,pol,1997
31.16,pol,1998
31.86,pol,1999
29.54,pol,2000
32.23,pol,2001
31.29,pol,2002
30.28,pol,2003
29.23,pol,2004
29.81,pol,2005
29.92,pol,2006
28.15,pol,2007
28.33,pol,2008
28.94,pol,2009
30.14,pol,2010
26.45,prt,1960
25.48,prt,1961
23.28,prt,1962
22.49,prt,1963
22.0,prt,1964
21.06,prt,1965
20.87,prt,1966
21.01,prt,1967
20.24,prt,1968
19.21,prt,1969
17.15,prt,1970
16.43,prt,1971
14.9,prt,1972
14.09,prt,1973
12.68,prt,1974
13.23,prt,1975
13.69,prt,1976
13.91,prt,1977
14.31,prt,1978
12.6,prt,1979
13.01,prt,1980
14.27,prt,1981
13.35,prt,1982
13.83,prt,1983
13.69,prt,1984
13.88,prt,1985
13.38,prt,1986
13.19,prt,1987
12.51,prt,1988
18.12,prt,1989
17.12,prt,1990
17.48,prt,1991
17.32,prt,1992
17.78,prt,1993
17.26,prt,1994
16.84,prt,1995
16.81,prt,1996
15.96,prt,1997
14.87,prt,1998
15.02,prt,1999
14.43,prt,2000
14.64,prt,2001
14.96,prt,2002
15.57,prt,2003
15.65,prt,2004
15.66,prt,2005
16.24,prt,2006
15.81,prt,2007
16.0,prt,2008
16.92,prt,2009
15.12,prt,2010
0.9164,qat,1971
1.018,qat,1972
0.8602,qat,1973
1.299,qat,1974
0.6035,qat,1975
1.014,qat,1976
1.038,qat,1977
1.253,qat,1978
0.6645,qat,1979
3.938,qat,1980
0.1691,qat,1981
1.588,qat,1982
0.3972,qat,1983
0.3114,qat,1984
5.974,qat,1985
4.025,qat,1986
4.873,qat,1987
4.519,qat,1988
7.559,qat,1989
7.355,qat,1990
8.244,qat,1991
8.526,qat,1992
9.819,qat,1993
8.58,qat,1994
7.817,qat,1995
8.836,qat,1996
8.649,qat,1997
9.555,qat,1998
8.485,qat,1999
6.672,qat,2000
5.846,qat,2001
5.001,qat,2002
3.975,qat,2003
3.072,qat,2004
3.906,qat,2005
4.371,qat,2006
4.447,qat,2007
4.238,qat,2008
4.16,qat,2009
3.649,qat,2010
21.33,rou,1971
26.3,rou,1972
25.56,rou,1973
26.42,rou,1974
23.21,rou,1975
16.88,rou,1976
15.6,rou,1977
14.33,rou,1978
13.09,rou,1979
13.12,rou,1980
14.34,rou,1981
14.21,rou,1982
14.16,rou,1983
14.22,rou,1984
20.74,rou,1985
21.14,rou,1986
20.36,rou,1987
20.87,rou,1988
21.3,rou,1989
24.11,rou,1990
20.11,rou,1991
21.74,rou,1992
25.2,rou,1993
24.7,rou,1994
23.57,rou,1995
26.8,rou,1996
32.81,rou,1997
35.72,rou,1998
37.27,rou,1999
35.41,rou,2000
30.3,rou,2001
30.29,rou,2002
31.67,rou,2003
31.26,rou,2004
30.67,rou,2005
30.03,rou,2006
29.23,rou,2007
30.35,rou,2008
33.87,rou,2009
34.32,rou,2010
13.36,rus,1990
12.61,rus,1991
13.11,rus,1992
30.56,rus,1993
32.6,rus,1994
31.94,rus,1995
32.63,rus,1996
33.73,rus,1997
33.85,rus,1998
33.49,rus,1999
33.49,rus,2000
34.07,rus,2001
32.73,rus,2002
33.07,rus,2003
32.1,rus,2004
26.81,rus,2005
27.06,rus,2006
26.25,rus,2007
26.2,rus,2008
26.16,rus,2009
25.0,rus,2010
9.53,sau,1971
9.465,sau,1972
8.161,sau,1973
7.815,sau,1974
7.565,sau,1975
6.843,sau,1976
5.046,sau,1977
3.331,sau,1978
2.442,sau,1979
2.372,sau,1980
1.866,sau,1981
2.01,sau,1982
5.466,sau,1983
7.038,sau,1984
8.437,sau,1985
7.925,sau,1986
7.994,sau,1987
7.917,sau,1988
8.457,sau,1989
9.54,sau,1990
9.804,sau,1991
9.451,sau,1992
10.12,sau,1993
10.03,sau,1994
10.95,sau,1995
10.18,sau,1996
10.68,sau,1997
10.84,sau,1998
10.9,sau,1999
11.02,sau,2000
11.27,sau,2001
10.98,sau,2002
11.36,sau,2003
10.62,sau,2004
11.0,sau,2005
10.94,sau,2006
10.74,sau,2007
10.47,sau,2008
10.24,sau,2009
10.29,sau,2010
64.93,sen,1971
63.28,sen,1972
61.13,sen,1973
59.62,sen,1974
62.53,sen,1975
58.24,sen,1976
55.87,sen,1977
58.92,sen,1978
56.83,sen,1979
54.93,sen,1980
56.12,sen,1981
56.82,sen,1982
57.92,sen,1983
56.02,sen,1984
57.0,sen,1985
58.62,sen,1986
59.27,sen,1987
62.39,sen,1988
61.05,sen,1989
60.06,sen,1990
60.27,sen,1991
58.94,sen,1992
60.91,sen,1993
60.9,sen,1994
59.68,sen,1995
59.79,sen,1996
58.57,sen,1997
57.02,sen,1998
55.27,sen,1999
57.6,sen,2000
56.19,sen,2001
54.23,sen,2002
55.17,sen,2003
50.71,sen,2004
52.35,sen,2005
54.72,sen,2006
49.55,sen,2007
47.21,sen,2008
50.3,sen,2009
50.05,sen,2010
24.18,srb,1990
26.67,srb,1991
30.99,srb,1992
41.63,srb,1993
42.99,srb,1994
41.41,srb,1995
32.44,srb,1996
30.07,srb,1997
31.09,srb,1998
37.95,srb,1999
43.69,srb,2000
38.14,srb,2001
35.82,srb,2002
34.4,srb,2003
29.16,srb,2004
31.8,srb,2005
28.25,srb,2006
31.35,srb,2007
28.65,srb,2008
34.36,srb,2009
32.18,srb,2010
14.46,sgp,1971
11.27,sgp,1972
9.95,sgp,1973
8.523,sgp,1974
8.789,sgp,1975
8.297,sgp,1976
