geo,aged_15plus_employment_rate_percent,time
jam,58.4,1999
jam,57.8,2000
jam,57.5,2001
jam,56.5,2002
jam,57.9,2003
jam,57.8,2004
jam,58.2,2005
jam,59.1,2006
jam,58.2,2007
jpn,62.5,1991
jpn,62.7,1992
jpn,62.3,1993
jpn,61.8,1994
jpn,61.4,1995
jpn,61.3,1996
jpn,61.5,1997
jpn,60.7,1998
jpn,59.9,1999
jpn,59.5,2000
jpn,59.0,2001
jpn,58.1,2002
jpn,57.9,2003
jpn,57.8,2004
jpn,57.9,2005
jpn,58.0,2006
jpn,57.3,2007
jor,36.2,1991
jor,36.4,1992
jor,36.4,1993
jor,37.9,1994
jor,39.2,1995
jor,39.6,1996
jor,39.1,1997
jor,39.0,1998
jor,38.7,1999
jor,37.9,2000
jor,37.6,2001
jor,37.2,2002
jor,37.6,2003
jor,39.0,2004
jor,39.0,2005
jor,39.2,2006
jor,38.9,2007
kaz,63.7,1991
kaz,61.3,1992
kaz,62.4,1993
kaz,64.3,1994
kaz,61.8,1995
kaz,60.5,1996
kaz,60.6,1997
kaz,60.7,1998
kaz,60.5,1999
kaz,61.1,2000
kaz,62.9,2001
kaz,63.7,2002
kaz,63.6,2003
kaz,63.3,2004
kaz,62.9,2005
kaz,62.8,2006
kaz,63.7,2007
ken,72.3,1991
ken,72.2,1992
ken,72.2,1993
ken,72.2,1994
ken,72.1,1995
ken,72.0,1996
ken,71.9,1997
ken,71.9,1998
ken,73.6,1999
ken,73.3,2000
ken,73.2,2001
ken,73.0,2002
ken,72.9,2003
ken,72.9,2004
ken,73.0,2005
ken,73.2,2006
ken,73.2,2007
prk,62.4,1991
prk,62.7,1992
prk,63.1,1993
prk,63.4,1994
prk,63.6,1995
prk,62.1,1996
prk,62.0,1997
prk,61.5,1998
prk,61.9,1999
prk,62.1,2000
prk,62.0,2001
prk,62.8,2002
prk,63.3,2003
prk,64.0,2004
prk,64.3,2005
prk,64.7,2006
prk,64.6,2007
kor,59.0,1991
kor,59.1,1992
kor,58.8,1993
kor,59.8,1994
kor,60.5,1995
kor,60.8,1996
kor,60.9,1997
kor,56.5,1998
kor,56.7,1999
kor,58.3,2000
kor,58.6,2001
kor,59.5,2002
kor,58.7,2003
kor,59.2,2004
kor,59.1,2005
kor,59.2,2006
kor,58.9,2007
kwt,61.9,1991
kwt,63.1,1992
kwt,64.1,1993
kwt,65.5,1994
kwt,66.6,1995
kwt,67.6,1996
kwt,68.4,1997
kwt,68.5,1998
kwt,68.5,1999
kwt,68.4,2000
kwt,68.4,2001
kwt,67.6,2002
kwt,66.7,2003
kwt,66.4,2004
kwt,66.1,2005
kwt,65.7,2006
kwt,65.7,2007
kgz,59.5,1991
kgz,59.3,1992
kgz,59.2,1993
kgz,59.4,1994
kgz,59.1,1995
kgz,59.6,1996
kgz,59.7,1997
kgz,58.8,1998
kgz,59.5,1999
kgz,58.7,2000
kgz,58.5,2001
kgz,56.2,2002
kgz,57.5,2003
kgz,58.0,2004
kgz,58.2,2005
kgz,58.4,2006
kgz,58.9,2007
lao,80.4,1991
lao,80.4,1992
lao,80.3,1993
lao,80.2,1994
lao,79.4,1995
lao,79.4,1996
lao,79.3,1997
lao,79.4,1998
lao,79.4,1999
lao,79.3,2000
lao,79.2,2001
lao,79.1,2002
lao,78.8,2003
lao,78.7,2004
lao,78.4,2005
lao,78.2,2006
lao,78.2,2007
lva,58.9,1991
lva,57.8,1992
lva,56.6,1993
lva,55.4,1994
lva,57.4,1995
lva,47.3,1996
lva,50.4,1997
lva,50.2,1998
lva,49.7,1999
lva,48.4,2000
lva,49.0,2001
lva,51.3,2002
lva,52.1,2003
lva,52.6,2004
lva,53.6,2005
lva,56.5,2006
lva,56.8,2007
lbn,45.9,1991
lbn,45.4,1992
lbn,45.8,1993
lbn,45.9,1994
lbn,46.2,1995
lbn,46.1,1996
lbn,45.8,1997
lbn,45.7,1998
lbn,45.9,1999
lbn,46.0,2000
lbn,45.9,2001
lbn,45.9,2002
lbn,45.7,2003
lbn,45.8,2004
lbn,45.8,2005
lbn,46.0,2006
lbn,46.0,2007
lso,50.8,1991
lso,49.5,1992
lso,50.7,1993
lso,50.9,1994
lso,49.5,1995
lso,47.1,1996
lso,45.0,1997
lso,49.3,1998
lso,53.4,1999
lso,55.5,2000
lso,54.7,2001
lso,55.6,2002
lso,55.2,2003
lso,56.4,2004
lso,55.0,2005
lso,58.5,2006
lso,56.3,2007
lbr,65.7,1991
lbr,65.6,1992
lbr,65.6,1993
lbr,65.6,1994
lbr,65.6,1995
lbr,65.6,1996
lbr,65.5,1997
lbr,65.5,1998
lbr,65.5,1999
lbr,65.5,2000
lbr,65.6,2001
lbr,65.5,2002
lbr,65.6,2003
lbr,65.6,2004
lbr,65.7,2005
lbr,65.8,2006
lbr,66.0,2007
lby,45.8,1991
lby,45.4,1992
lby,45.6,1993
lby,45.8,1994
lby,45.7,1995
lby,46.0,1996
lby,46.1,1997
lby,46.1,1998
lby,46.2,1999
lby,46.5,2000
lby,46.6,2001
lby,47.0,2002
lby,47.5,2003
lby,47.6,2004
lby,48.0,2005
lby,48.0,2006
lby,48.6,2007
ltu,54.8,1991
ltu,54.0,1992
ltu,53.2,1993
ltu,52.7,1994
ltu,52.3,1995
ltu,52.5,1996
ltu,52.7,1997
ltu,53.6,1998
ltu,53.0,1999
ltu,49.9,2000
ltu,48.6,2001
ltu,50.0,2002
ltu,50.9,2003
ltu,50.6,2004
ltu,51.8,2005
ltu,52.7,2006
ltu,53.1,2007
lux,51.2,1991
lux,51.6,1992
lux,50.9,1993
lux,50.2,1994
lux,48.7,1995
lux,49.1,1996
lux,49.6,1997
lux,49.7,1998
lux,50.7,1999
lux,51.9,2000
lux,51.8,2001
lux,52.5,2002
lux,51.4,2003
lux,51.6,2004
lux,52.7,2005
lux,52.5,2006
lux,53.5,2007
mac,56.8,1991
mac,57.3,1992
mac,57.3,1993
mac,57.0,1994
mac,57.7,1995
mac,64.6,1996
mac,64.7,1997
mac,63.3,1998
mac,61.3,1999
mac,60.4,2000
mac,61.9,2001
mac,60.1,2002
mac,58.8,2003
mac,60.7,2004
mac,62.2,2005
mac,64.2,2006
mac,63.6,2007
mdg,79.1,1991
mdg,79.3,1992
mdg,79.5,1993
mdg,79.6,1994
mdg,79.8,1995
mdg,80.0,1996
mdg,80.1,1997
mdg,80.2,1998
mdg,80.3,1999
mdg,80.2,2000
mdg,80.0,2001
mdg,79.3,2002
mdg,78.1,2003
mdg,81.5,2004
mdg,84.3,2005
mdg,84.1,2006
mdg,83.0,2007
mwi,71.6,1991
mwi,71.5,1992
mwi,71.4,1993
mwi,71.1,1994
mwi,71.1,1995
mwi,71.0,1996
mwi,71.0,1997
mwi,71.0,1998
mwi,71.2,1999
mwi,71.3,2000
mwi,71.5,2001
mwi,71.6,2002
mwi,71.7,2003
mwi,71.8,2004
mwi,71.8,2005
mwi,71.7,2006
mwi,71.8,2007
mys,60.1,1991
mys,59.8,1992
mys,60.2,1993
mys,60.2,1994
mys,60.1,1995
mys,60.5,1996
mys,60.5,1997
mys,60.0,1998
mys,59.7,1999
mys,61.0,2000
mys,60.7,2001
mys,60.7,2002
mys,60.6,2003
mys,60.5,2004
mys,60.6,2005
mys,60.6,2006
mys,60.5,2007
mdv,49.8,1991
mdv,50.1,1992
mdv,50.3,1993
mdv,51.2,1994
mdv,51.6,1995
mdv,52.0,1996
mdv,52.3,1997
mdv,53.1,1998
mdv,54.2,1999
mdv,54.3,2000
mdv,55.2,2001
mdv,57.8,2002
mdv,59.4,2003
mdv,60.8,2004
mdv,60.4,2005
mdv,55.8,2006
mdv,56.9,2007
mli,47.6,1991
mli,47.4,1992
mli,47.5,1993
mli,47.2,1994
mli,47.7,1995
mli,48.2,1996
mli,48.7,1997
mli,47.8,1998
mli,46.5,1999
mli,47.0,2000
mli,47.3,2001
mli,47.6,2002
mli,46.7,2003
mli,45.6,2004
mli,45.6,2005
mli,45.6,2006
mli,45.7,2007
mlt,43.7,1991
mlt,43.7,1992
mlt,43.8,1993
mlt,43.6,1994
mlt,44.5,1995
mlt,45.3,1996
mlt,45.2,1997
mlt,44.8,1998
mlt,46.0,1999
mlt,45.7,2000
mlt,46.1,2001
mlt,46.8,2002
mlt,45.1,2003
mlt,45.8,2004
mlt,45.7,2005
mlt,46.5,2006
mlt,46.8,2007
mtq,46.2,1991
mtq,46.2,1992
mtq,47.0,1993
mtq,47.0,1994
mtq,44.9,1995
mtq,44.1,1996
mtq,42.9,1997
mtq,42.3,1998
mtq,42.6,1999
mtq,43.5,2000
mtq,44.3,2001
mtq,45.5,2002
mtq,45.3,2003
mtq,45.0,2004
mtq,45.2,2005
mtq,43.1,2006
mtq,42.5,2007
mrt,54.4,1991
mrt,54.3,1992
mrt,54.2,1993
mrt,54.1,1994
mrt,54.1,1995
mrt,54.0,1996
mrt,53.9,1997
mrt,53.8,1998
mrt,54.9,1999
mrt,55.8,2000
mrt,53.4,2001
mrt,51.5,2002
mrt,49.5,2003
mrt,47.0,2004
mrt,47.1,2005
mrt,47.4,2006
mrt,46.9,2007
mus,56.2,1991
mus,59.6,1992
mus,59.6,1993
mus,59.5,1994
mus,53.5,1995
mus,55.9,1996
mus,55.5,1997
mus,55.5,1998
mus,55.2,1999
mus,54.7,2000
mus,54.7,2001
mus,56.8,2002
mus,56.1,2003
mus,53.6,2004
mus,53.3,2005
mus,53.5,2006
mus,54.5,2007
mex,56.9,1991
mex,57.5,1992
mex,58.1,1993
mex,57.3,1994
mex,55.7,1995
mex,56.7,1996
mex,58.8,1997
mex,58.9,1998
mex,58.8,1999
mex,58.6,2000
mex,58.0,2001
mex,58.0,2002
mex,57.4,2003
mex,58.3,2004
mex,58.3,2005
mex,59.3,2006
mex,57.9,2007
mng,51.1,1991
mng,51.7,1992
mng,51.5,1993
mng,51.4,1994
mng,52.7,1995
mng,51.6,1996
mng,51.5,1997
mng,51.5,1998
mng,51.4,1999
mng,51.0,2000
mng,51.3,2001
mng,51.5,2002
mng,52.4,2003
mng,53.2,2004
mng,51.9,2005
mng,52.0,2006
mng,52.1,2007
mar,46.1,1991
mar,46.4,1992
mar,46.6,1993
mar,46.6,1994
mar,47.0,1995
mar,47.0,1996
mar,47.3,1997
mar,47.5,1998
mar,46.5,1999
mar,45.8,2000
mar,44.8,2001
mar,44.9,2002
mar,45.6,2003
mar,46.6,2004
mar,46.2,2005
mar,46.9,2006
mar,46.2,2007
moz,79.1,1991
moz,78.9,1992
moz,78.9,1993
moz,78.8,1994
moz,78.5,1995
moz,78.3,1996
moz,78.0,1997
moz,77.8,1998
moz,77.7,1999
moz,77.7,2000
moz,77.5,2001
moz,77.5,2002
moz,77.5,2003
moz,77.4,2004
moz,77.2,2005
moz,77.1,2006
moz,77.0,2007
mmr,74.5,1991
mmr,74.7,1992
mmr,74.6,1993
mmr,74.5,1994
mmr,74.5,1995
mmr,74.4,1996
mmr,74.4,1997
mmr,74.7,1998
mmr,74.8,1999
mmr,74.8,2000
mmr,74.8,2001
mmr,74.8,2002
mmr,74.8,2003
mmr,74.7,2004
mmr,74.7,2005
mmr,74.6,2006
mmr,74.7,2007
nam,45.7,1991
nam,45.7,1992
nam,45.8,1993
nam,45.7,1994
nam,45.1,1995
nam,44.5,1996
nam,44.1,1997
nam,44.4,1998
nam,44.6,1999
nam,44.6,2000
nam,45.4,2001
nam,43.6,2002
nam,43.9,2003
nam,42.4,2004
nam,42.1,2005
nam,41.8,2006
nam,42.0,2007
npl,61.2,1991
npl,62.5,1992
npl,62.4,1993
npl,62.3,1994
npl,62.3,1995
npl,61.2,1996
npl,61.7,1997
npl,62.3,1998
npl,63.2,1999
npl,61.2,2000
npl,59.0,2001
npl,60.0,2002
npl,60.0,2003
npl,60.5,2004
npl,61.2,2005
npl,61.8,2006
npl,61.8,2007
nld,53.2,1991
nld,53.9,1992
nld,53.9,1993
nld,54.0,1994
nld,55.0,1995
nld,55.9,1996
nld,57.5,1997
nld,58.7,1998
nld,59.9,1999
nld,60.5,2000
nld,60.8,2001
nld,60.8,2002
nld,60.3,2003
nld,59.7,2004
nld,59.5,2005
nld,60.4,2006
nld,61.3,2007
ant,49.0,1991
ant,49.8,1992
ant,50.2,1993
ant,50.9,1994
ant,50.8,1995
ant,51.5,1996
ant,51.4,1997
ant,50.2,1998
ant,51.1,1999
ant,52.0,2000
ant,50.8,2001
ant,50.9,2002
ant,51.3,2003
ant,50.7,2004
ant,49.5,2005
ant,51.8,2006
ant,53.5,2007
nzl,57.0,1991
nzl,56.6,1992
nzl,57.1,1993
nzl,58.8,1994
nzl,60.5,1995
nzl,61.4,1996
nzl,60.9,1997
nzl,60.0,1998
nzl,60.5,1999
nzl,61.2,2000
nzl,62.2,2001
nzl,62.9,2002
nzl,63.0,2003
nzl,64.0,2004
nzl,64.9,2005
nzl,65.4,2006
nzl,65.0,2007
nic,52.8,1991
nic,54.4,1992
nic,51.4,1993
nic,55.9,1994
nic,48.8,1995
nic,50.4,1996
nic,51.5,1997
nic,51.6,1998
nic,53.6,1999
nic,57.0,2000
nic,54.1,2001
nic,53.4,2002
nic,56.1,2003
nic,57.3,2004
nic,57.7,2005
nic,58.2,2006
nic,58.8,2007
ner,60.0,1991
ner,59.7,1992
ner,59.7,1993
ner,59.7,1994
ner,59.9,1995
ner,60.1,1996
ner,60.1,1997
ner,60.4,1998
ner,60.4,1999
ner,60.3,2000
ner,60.5,2001
ner,60.5,2002
ner,60.5,2003
ner,60.4,2004
ner,60.5,2005
ner,60.4,2006
ner,60.4,2007
nga,52.2,1991
nga,52.2,1992
nga,52.1,1993
nga,52.1,1994
nga,52.0,1995
nga,51.9,1996
nga,51.8,1997
nga,51.7,1998
nga,51.5,1999
nga,51.5,2000
nga,51.4,2001
nga,51.4,2002
nga,51.2,2003
nga,51.1,2004
nga,51.0,2005
nga,51.0,2006
nga,50.9,2007
nor,59.8,1991
nor,59.2,1992
nor,58.9,1993
nor,59.6,1994
nor,60.6,1995
nor,61.8,1996
nor,63.4,1997
nor,64.8,1998
nor,64.7,1999
nor,64.7,2000
nor,64.7,2001
nor,64.6,2002
nor,63.8,2003
nor,63.7,2004
nor,63.4,2005
nor,64.2,2006
nor,65.0,2007
omn,52.8,1991
omn,53.7,1992
omn,54.6,1993
omn,55.3,1994
omn,55.6,1995
omn,55.5,1996
omn,55.1,1997
omn,54.5,1998
omn,54.0,1999
omn,53.5,2000
omn,52.7,2001
omn,52.1,2002
omn,51.6,2003
omn,51.2,2004
omn,50.9,2005
omn,50.6,2006
omn,50.7,2007
pak,47.6,1991
pak,47.9,1992
pak,47.9,1993
pak,48.3,1994
pak,46.8,1995
pak,47.2,1996
pak,47.6,1997
pak,47.6,1998
pak,47.8,1999
pak,47.4,2000
pak,46.9,2001
pak,46.9,2002
pak,47.0,2003
pak,47.9,2004
pak,48.7,2005
pak,50.6,2006
pak,51.0,2007
pan,50.0,1991
pan,51.7,1992
pan,53.2,1993
pan,53.0,1994
pan,53.2,1995
pan,53.0,1996
pan,54.0,1997
pan,54.0,1998
pan,55.7,1999
pan,54.6,2000
pan,54.2,2001
pan,54.7,2002
pan,55.2,2003
pan,56.4,2004
pan,58.0,2005
pan,58.0,2006
pan,59.8,2007
png,70.4,1991
png,69.8,1992
png,69.2,1993
png,69.1,1994
png,69.5,1995
png,69.4,1996
png,69.6,1997
png,70.2,1998
png,69.9,1999
png,70.5,2000
png,70.7,2001
png,70.5,2002
png,70.2,2003
png,70.1,2004
png,70.3,2005
png,70.2,2006
png,70.4,2007
pry,61.6,1991
pry,63.3,1992
pry,64.0,1993
pry,64.9,1994
pry,69.0,1995
pry,68.5,1996
pry,68.0,1997
pry,68.4,1998
pry,68.3,1999
pry,68.1,2000
pry,68.7,2001
pry,67.0,2002
pry,69.6,2003
pry,71.1,2004
pry,72.4,2005
pry,72.5,2006
pry,73.1,2007
per,58.4,1991
per,58.8,1992
per,59.4,1993
per,60.6,1994
per,61.0,1995
per,61.2,1996
per,62.2,1997
per,62.3,1998
per,63.1,1999
per,63.9,2000
per,64.3,2001
per,65.4,2002
per,65.9,2003
per,66.6,2004
per,67.2,2005
per,67.8,2006
per,68.3,2007
phl,59.1,1991
phl,59.7,1992
phl,59.3,1993
phl,59.5,1994
phl,60.6,1995
phl,61.2,1996
phl,60.8,1997
phl,60.3,1998
phl,60.2,1999
phl,58.4,2000
phl,60.1,2001
phl,59.7,2002
phl,59.6,2003
phl,58.7,2004
phl,59.9,2005
phl,59.4,2006
phl,61.0,2007
pol,54.0,1991
pol,53.3,1992
pol,52.3,1993
pol,51.1,1994
pol,50.7,1995
pol,50.7,1996
pol,50.9,1997
pol,50.8,1998
pol,48.8,1999
pol,47.0,2000
pol,45.7,2001
pol,44.0,2002
pol,43.9,2003
pol,44.2,2004
pol,45.0,2005
pol,46.6,2006
pol,48.7,2007
prt,59.1,1991
prt,57.4,1992
prt,56.2,1993
prt,55.5,1994
prt,54.8,1995
prt,55.1,1996
prt,56.2,1997
prt,57.4,1998
prt,57.9,1999
prt,58.7,2000
prt,59.1,2001
prt,58.9,2002
prt,58.2,2003
prt,57.7,2004
prt,57.4,2005
prt,57.7,2006
prt,57.6,2007
pri,38.1,1991
pri,37.9,1992
pri,39.1,1993
pri,39.9,1994
pri,39.8,1995
pri,40.7,1996
pri,41.4,1997
pri,41.5,1998
pri,42.1,1999
pri,41.8,2000
pri,41.5,2001
pri,41.3,2002
pri,41.8,2003
pri,42.2,2004
pri,42.2,2005
pri,42.0,2006
pri,42.4,2007
qat,74.1,1991
qat,73.7,1992
qat,73.1,1993
qat,72.3,1994
qat,71.6,1995
qat,71.4,1996
qat,70.5,1997
qat,70.5,1998
qat,70.0,1999
qat,71.2,2000
qat,70.7,2001
qat,72.0,2002
qat,73.3,2003
qat,75.6,2004
qat,75.8,2005
qat,75.5,2006
qat,76.0,2007
mda,58.6,1991
mda,58.0,1992
mda,57.4,1993
mda,56.5,1994
mda,55.6,1995
mda,55.0,1996
mda,54.3,1997
mda,52.4,1998
mda,50.5,1999
mda,50.6,2000
mda,49.8,2001
mda,48.6,2002
mda,46.5,2003
mda,44.7,2004
mda,44.9,2005
mda,45.1,2006
mda,44.3,2007
reu,33.5,1991
reu,34.3,1992
reu,35.1,1993
reu,37.6,1994
reu,40.1,1995
reu,36.5,1996
reu,37.3,1997
reu,36.5,1998
reu,34.4,1999
reu,37.3,2000
reu,39.1,2001
reu,40.4,2002
reu,39.3,2003
reu,38.9,2004
reu,40.1,2005
reu,41.3,2006
reu,44.2,2007
rou,56.8,1991
rou,59.4,1992
rou,60.7,1993
rou,60.1,1994
rou,61.8,1995
rou,60.4,1996
rou,61.0,1997
rou,59.7,1998
rou,59.3,1999
rou,58.9,2000
rou,58.2,2001
rou,51.0,2002
rou,52.6,2003
rou,50.4,2004
rou,50.2,2005
rou,51.1,2006
rou,49.5,2007
rus,58.1,1991
rus,61.2,1992
rus,60.1,1993
rus,57.9,1994
rus,56.1,1995
rus,55.2,1996
rus,53.7,1997
rus,52.3,1998
rus,51.9,1999
rus,54.5,2000
rus,55.3,2001
rus,56.0,2002
rus,55.9,2003
rus,56.1,2004
rus,56.9,2005
rus,56.8,2006
rus,58.8,2007
rwa,86.8,1991
rwa,86.8,1992
rwa,87.0,1993
rwa,87.7,1994
rwa,87.3,1995
rwa,86.8,1996
rwa,86.1,1997
rwa,85.4,1998
rwa,84.7,1999
rwa,84.0,2000
rwa,83.1,2001
rwa,82.2,2002
rwa,81.3,2003
rwa,80.6,2004
rwa,80.1,2005
rwa,80.0,2006
rwa,79.8,2007
sau,51.0,1991
sau,51.1,1992
sau,51.2,1993
sau,51.5,1994
sau,51.5,1995
sau,51.1,1996
sau,50.8,1997
sau,50.6,1998
sau,51.4,1999
sau,51.1,2000
sau,51.3,2001
sau,51.4,2002
sau,51.6,2003
sau,51.9,2004
sau,51.4,2005
sau,50.6,2006
sau,51.2,2007
sen,66.9,1991
sen,66.8,1992
sen,66.7,1993
sen,66.6,1994
sen,66.6,1995
sen,66.4,1996
sen,66.3,1997
sen,66.2,1998
sen,66.1,1999
sen,65.9,2000
sen,65.8,2001
sen,65.6,2002
sen,65.6,2003
sen,65.5,2004
sen,65.4,2005
sen,65.4,2006
sen,65.6,2007
scg,49.7,1991
scg,49.1,1992
scg,48.9,1993
scg,47.9,1994
scg,50.1,1995
scg,50.7,1996
scg,50.4,1997
scg,50.4,1998
scg,50.5,1999
scg,51.3,2000
scg,51.2,2001
scg,50.7,2002
scg,50.0,2003
scg,48.2,2004
scg,46.9,2005
scg,47.0,2006
scg,48.7,2007
sle,63.5,1991
sle,63.8,1992
sle,64.1,1993
sle,64.1,1994
sle,64.5,1995
sle,64.3,1996
sle,64.8,1997
sle,64.9,1998
sle,65.0,1999
sle,65.0,2000
sle,64.8,2001
sle,64.4,2002
sle,64.2,2003
sle,64.0,2004
sle,63.9,2005
sle,63.8,2006
sle,63.8,2007
sgp,64.4,1991
sgp,64.4,1992
sgp,64.0,1993
sgp,64.2,1994
sgp,62.6,1995
sgp,64.0,1996
sgp,63.6,1997
sgp,62.7,1998
sgp,62.1,1999
sgp,61.6,2000
sgp,63.0,2001
sgp,61.8,2002
sgp,61.6,2003
sgp,61.7,2004
sgp,62.0,2005
sgp,62.4,2006
sgp,62.4,2007
svk,56.0,1991
svk,55.3,1992
svk,54.6,1993
svk,51.8,1994
svk,52.0,1995
svk,53.4,1996
svk,52.6,1997
svk,52.1,1998
svk,50.0,1999
svk,48.8,2000
svk,48.9,2001
svk,49.0,2002
svk,49.9,2003
svk,49.4,2004
svk,50.0,2005
svk,51.3,2006
svk,53.4,2007
svn,55.8,1991
svn,51.7,1992
svn,47.9,1993
svn,53.0,1994
svn,54.7,1995
svn,53.9,1996
svn,54.5,1997
svn,55.2,1998
svn,54.1,1999
svn,53.9,2000
svn,54.4,2001
svn,54.6,2002
svn,52.7,2003
svn,55.3,2004
svn,55.3,2005
svn,56.3,2006
svn,55.9,2007
slb,67.4,1991
slb,67.6,1992
slb,67.5,1993
slb,67.6,1994
slb,67.5,1995
slb,67.2,1996
slb,66.9,1997
slb,66.7,1998
slb,66.4,1999
slb,65.9,2000
slb,65.8,2001
slb,65.7,2002
slb,65.7,2003
slb,65.6,2004
slb,65.4,2005
slb,65.3,2006
slb,65.0,2007
som,64.9,1991
som,64.9,1992
som,64.7,1993
som,64.5,1994
som,64.5,1995
som,64.6,1996
som,64.8,1997
som,65.0,1998
som,65.1,1999
som,65.3,2000
som,65.4,2001
som,65.5,2002
som,65.6,2003
som,65.6,2004
som,65.7,2005
som,65.8,2006
som,66.0,2007
zaf,39.7,1991
zaf,39.9,1992
zaf,39.5,1993
zaf,42.7,1994
zaf,44.3,1995
zaf,42.1,1996
zaf,41.0,1997
zaf,39.8,1998
zaf,39.7,1999
zaf,39.0,2000
zaf,37.6,2001
zaf,37.1,2002
zaf,36.7,2003
zaf,39.4,2004
zaf,39.0,2005
zaf,39.5,2006
zaf,41.1,2007
esp,42.7,1991
esp,41.1,1992
esp,38.8,1993
esp,38.1,1994
esp,39.2,1995
esp,39.9,1996
esp,40.9,1997
esp,42.1,1998
esp,44.1,1999
esp,45.9,2000
esp,46.9,2001
esp,47.4,2002
esp,48.4,2003
esp,49.6,2004
esp,51.5,2005
esp,52.7,2006
esp,52.5,2007
lka,52.0,1991
lka,50.7,1992
lka,49.7,1993
lka,50.6,1994
lka,49.5,1995
lka,50.5,1996
lka,51.0,1997
lka,55.0,1998
lka,53.4,1999
lka,53.7,2000
lka,53.4,2001
lka,53.1,2002
lka,53.1,2003
lka,53.4,2004
lka,53.5,2005
lka,54.3,2006
lka,55.1,2007
sdn,46.2,1991
sdn,45.9,1992
sdn,45.8,1993
sdn,46.4,1994
sdn,46.9,1995
sdn,47.2,1996
sdn,47.4,1997
sdn,47.2,1998
sdn,47.1,1999
sdn,47.2,2000
sdn,47.1,2001
sdn,47.1,2002
sdn,47.0,2003
sdn,47.0,2004
sdn,46.9,2005
sdn,47.0,2006
sdn,47.3,2007
sur,44.6,1991
sur,42.6,1992
sur,42.8,1993
sur,43.2,1994
sur,45.2,1995
sur,44.3,1996
sur,44.6,1997
sur,44.5,1998
sur,43.1,1999
sur,43.2,2000
sur,43.7,2001
sur,43.5,2002
sur,44.0,2003
sur,44.3,2004
sur,44.4,2005
sur,45.0,2006
sur,44.7,2007
swz,54.2,1991
swz,54.3,1992
swz,54.3,1993
swz,54.3,1994
swz,55.9,1995
swz,55.2,1996
swz,54.7,1997
swz,54.3,1998
swz,54.0,1999
swz,53.6,2000
swz,53.1,2001
swz,52.6,2002
swz,52.2,2003
swz,51.8,2004
swz,51.4,2005
swz,51.0,2006
swz,50.9,2007
swe,64.9,1991
swe,61.8,1992
swe,58.0,1993
swe,57.2,1994
swe,57.8,1995
swe,57.1,1996
swe,56.4,1997
swe,57.2,1998
swe,58.3,1999
swe,59.9,2000
swe,60.6,2001
swe,60.4,2002
swe,60.0,2003
swe,59.2,2004
swe,59.7,2005
swe,60.3,2006
swe,60.7,2007
che,67.7,1991
che,67.1,1992
che,66.5,1993
che,65.6,1994
che,65.7,1995
che,65.7,1996
che,65.2,1997
che,66.0,1998
che,66.3,1999
che,66.1,2000
che,66.6,2001
che,66.1,2002
che,65.3,2003
che,64.5,2004
che,64.1,2005
che,64.7,2006
che,64.3,2007
syr,46.8,1991
syr,47.2,1992
syr,47.6,1993
syr,48.2,1994
syr,48.9,1995
syr,45.1,1996
syr,40.9,1997
syr,43.1,1998
syr,45.9,1999
syr,48.2,2000
syr,45.8,2001
syr,47.2,2002
syr,43.8,2003
syr,44.2,2004
syr,44.5,2005
syr,44.8,2006
syr,44.8,2007
twn,56.9,1991
twn,56.6,1992
twn,56.9,1993
twn,56.6,1994
twn,56.2,1995
twn,55.5,1996
twn,55.3,1997
twn,55.0,1998
twn,54.7,1999
twn,54.2,2000
twn,53.5,2001
twn,53.3,2002
twn,53.7,2003
twn,54.0,2004
twn,54.3,2005
twn,54.3,2006
twn,54.5,2007
tjk,54.3,1991
tjk,52.3,1992
tjk,50.5,1993
tjk,47.6,1994
tjk,45.7,1995
tjk,42.7,1996
tjk,42.9,1997
tjk,43.8,1998
tjk,44.3,1999
tjk,45.4,2000
tjk,47.4,2001
tjk,48.0,2002
tjk,49.4,2003
tjk,50.1,2004
tjk,50.5,2005
tjk,51.2,2006
tjk,54.6,2007
tza,87.5,1991
tza,87.2,1992
tza,87.0,1993
tza,86.7,1994
tza,86.5,1995
tza,86.0,1996
tza,86.1,1997
tza,85.9,1998
tza,85.7,1999
tza,85.1,2000
tza,84.3,2001
tza,83.3,2002
tza,82.3,2003
tza,81.0,2004
tza,79.4,2005
tza,78.1,2006
tza,78.2,2007
tha,77.7,1991
tha,77.1,1992
tha,75.3,1993
tha,73.7,1994
tha,74.3,1995
tha,74.6,1996
tha,74.7,1997
tha,72.0,1998
tha,71.2,1999
tha,71.9,2000
tha,71.9,2001
tha,72.3,2002
tha,72.3,2003
tha,72.4,2004
tha,72.6,2005
tha,72.1,2006
tha,72.0,2007
mkd,37.6,1991
mkd,36.9,1992
mkd,35.9,1993
mkd,36.3,1994
mkd,36.4,1995
mkd,35.1,1996
mkd,34.5,1997
mkd,35.1,1998
mkd,35.8,1999
mkd,35.9,2000
mkd,37.3,2001
mkd,36.2,2002
mkd,33.9,2003
mkd,32.3,2004
mkd,33.2,2005
mkd,34.6,2006
mkd,34.9,2007
tgo,65.2,1991
tgo,65.0,1992
tgo,64.5,1993
tgo,65.0,1994
tgo,64.9,1995
tgo,64.8,1996
tgo,64.8,1997
tgo,64.6,1998
tgo,64.5,1999
tgo,64.4,2000
tgo,64.2,2001
tgo,64.2,2002
tgo,64.2,2003
tgo,64.1,2004
tgo,64.0,2005
