trade_balance_percent_of_gdp,geo,time
-3.476,gha,1974
0.9294,gha,1975
-0.3386,gha,1976
-1.056,gha,1977
-1.328,gha,1978
0.07087,gha,1979
-0.6884,gha,1980
-0.5673,gha,1981
0.3563,gha,1982
-0.4331,gha,1983
-2.727,gha,1984
-2.935,gha,1985
-3.56,gha,1986
-6.523,gha,1987
-5.879,gha,1988
-7.601,gha,1989
-8.972,gha,1990
-8.561,gha,1991
-11.54,gha,1992
-16.16,gha,1993
-11.5,gha,1994
-8.43,gha,1995
-7.981,gha,1996
-20.58,gha,1997
-12.86,gha,1998
-17.55,gha,1999
-18.44,gha,2000
-19.58,gha,2001
-12.26,gha,2002
-15.93,gha,2003
-21.06,gha,2004
-25.27,gha,2005
-15.54,gha,2006
-16.3,gha,2007
-19.46,gha,2008
-13.01,gha,2009
-11.77,gha,2010
-7.647,grc,1960
-7.21,grc,1961
-7.272,grc,1962
-8.032,grc,1963
-9.842,grc,1964
-11.27,grc,1965
-7.646,grc,1966
-7.52,grc,1967
-8.84,grc,1968
-9.019,grc,1969
-8.453,grc,1970
-8.291,grc,1971
-8.334,grc,1972
-9.97,grc,1973
-8.215,grc,1974
-8.21,grc,1975
-7.9,grc,1976
-7.804,grc,1977
-6.761,grc,1978
-5.949,grc,1979
-6.773,grc,1980
-4.828,grc,1981
-8.622,grc,1982
-9.591,grc,1983
-8.465,grc,1984
-9.474,grc,1985
-8.407,grc,1986
-6.958,grc,1987
-8.098,grc,1988
-10.41,grc,1989
-12.46,grc,1990
-12.02,grc,1991
-10.64,grc,1992
-10.49,grc,1993
-8.484,grc,1994
-9.674,grc,1995
-10.4,grc,1996
-9.907,grc,1997
-11.03,grc,1998
-11.47,grc,1999
-13.88,grc,2000
-13.53,grc,2001
-13.94,grc,2002
-12.61,grc,2003
-10.33,grc,2004
-9.29,grc,2005
-10.81,grc,2006
-13.47,grc,2007
-14.41,grc,2008
-11.35,grc,2009
-8.877,grc,2010
-10.49,grd,1977
-8.444,grd,1978
-21.19,grd,1979
-32.03,grd,1980
-44.84,grd,1981
-42.74,grd,1982
-32.39,grd,1983
-26.68,grd,1984
-25.68,grd,1985
-20.47,grd,1986
-20.83,grd,1987
-17.92,grd,1988
-20.09,grd,1989
-20.36,grd,1990
-21.02,grd,1991
-15.52,grd,1992
-19.06,grd,1993
-14.13,grd,1994
-10.46,grd,1995
-20.91,grd,1996
-25.75,grd,1997
-28.1,grd,1998
-12.71,grd,1999
-15.23,grd,2000
-16.78,grd,2001
-18.85,grd,2002
-23.03,grd,2003
-21.37,grd,2004
-36.21,grd,2005
-35.24,grd,2006
-33.56,grd,2007
-32.84,grd,2008
-25.2,grd,2009
-28.85,grd,2010
-1.897,gtm,1960
-1.542,gtm,1961
-1.635,gtm,1962
-1.647,gtm,1963
-2.702,gtm,1964
-2.824,gtm,1965
-0.1941,gtm,1966
-3.302,gtm,1967
-1.683,gtm,1968
0.3731,gtm,1969
0.7931,gtm,1970
-1.411,gtm,1971
0.3712,gtm,1972
0.6773,gtm,1973
-3.258,gtm,1974
-1.81,gtm,1975
-6.011,gtm,1976
-1.801,gtm,1977
-5.787,gtm,1978
-4.503,gtm,1979
-2.733,gtm,1980
-6.512,gtm,1981
-3.9,gtm,1982
-1.558,gtm,1983
-2.149,gtm,1984
-1.036,gtm,1985
1.46,gtm,1986
-6.445,gtm,1987
-5.833,gtm,1988
-5.167,gtm,1989
-3.814,gtm,1990
-3.615,gtm,1991
-9.23,gtm,1992
-8.373,gtm,1993
-7.331,gtm,1994
-6.171,gtm,1995
-4.773,gtm,1996
-5.64,gtm,1997
-8.081,gtm,1998
-8.351,gtm,1999
-8.756,gtm,2000
-13.13,gtm,2001
-13.43,gtm,2002
-14.41,gtm,2003
-15.13,gtm,2004
-15.94,gtm,2005
-16.95,gtm,2006
-16.77,gtm,2007
-14.69,gtm,2008
-9.13,gtm,2009
-10.89,gtm,2010
3.019,gin,1986
0.9276,gin,1987
-4.202,gin,1988
1.308,gin,1989
-2.367,gin,1990
-0.2547,gin,1991
-1.199,gin,1992
-1.565,gin,1993
-3.11,gin,1994
-3.407,gin,1995
-5.15,gin,1996
-3.293,gin,1997
-5.637,gin,1998
-4.394,gin,1999
-4.266,gin,2000
-1.404,gin,2001
-2.275,gin,2002
-0.09063,gin,2003
-2.313,gin,2004
-1.282,gin,2005
-3.337,gin,2006
-4.567,gin,2007
-5.305,gin,2008
-4.661,gin,2009
-4.448,gin,2010
-26.19,gnb,1970
-30.15,gnb,1971
-31.27,gnb,1972
-34.67,gnb,1973
-34.23,gnb,1974
-20.76,gnb,1975
-22.66,gnb,1976
-23.3,gnb,1977
-28.32,gnb,1978
-34.25,gnb,1979
-29.15,gnb,1980
-24.53,gnb,1981
-33.44,gnb,1982
-26.24,gnb,1983
-37.88,gnb,1984
-47.95,gnb,1985
-26.6,gnb,1986
-27.59,gnb,1987
-38.73,gnb,1988
-37.3,gnb,1989
-27.1,gnb,1990
-27.81,gnb,1991
-45.21,gnb,1992
-23.85,gnb,1993
-17.85,gnb,1994
-23.48,gnb,1995
-21.31,gnb,1996
-18.87,gnb,1997
-21.4,gnb,1998
-17.96,gnb,1999
-19.8,gnb,2000
-34.35,gnb,2001
-21.4,gnb,2002
-8.225,guy,1960
-0.9102,guy,1961
11.76,guy,1962
16.79,guy,1963
3.594,guy,1964
-2.4,guy,1965
-5.17,guy,1966
-2.351,guy,1967
3.09,guy,1968
3.811,guy,1969
-0.5414,guy,1970
3.723,guy,1971
-1.302,guy,1972
-16.7,guy,1973
1.927,guy,1974
-0.02527,guy,1975
-24.93,guy,1976
-15.56,guy,1977
-0.01578,guy,1978
-9.419,guy,1979
-12.35,guy,1980
-23.39,guy,1981
-17.3,guy,1982
-18.7,guy,1983
-7.198,guy,1984
-13.79,guy,1985
-6.908,guy,1986
-11.19,guy,1987
-4.302,guy,1988
-7.193,guy,1989
-17.15,guy,1990
-22.13,guy,1991
-25.25,guy,1992
-19.85,guy,1993
-12.98,guy,1994
-10.91,guy,1995
-6.095,guy,1996
-9.817,guy,1997
-11.98,guy,1998
-8.042,guy,1999
-14.61,guy,2000
-16.43,guy,2001
-12.69,guy,2002
-9.977,guy,2003
-9.864,guy,2004
-34.58,guy,2005
-19.18,hti,1991
-17.39,hti,1992
-27.06,hti,1993
-18.29,hti,1994
-19.58,hti,1995
-17.57,hti,1996
-15.99,hti,1997
-16.72,hti,1998
-17.45,hti,1999
-20.72,hti,2000
-23.78,hti,2001
-23.87,hti,2002
-32.04,hti,2003
-28.66,hti,2004
-28.9,hti,2005
-30.53,hti,2006
-25.7,hti,2007
-31.46,hti,2008
-29.7,hti,2009
-45.2,hti,2010
-1.639,hnd,1960
0.393,hnd,1961
0.4126,hnd,1962
-2.633,hnd,1963
-2.276,hnd,1964
0.4522,hnd,1965
-1.455,hnd,1966
-2.023,hnd,1967
-1.206,hnd,1968
-2.889,hnd,1969
-6.196,hnd,1970
-0.8208,hnd,1971
1.059,hnd,1972
-0.8767,hnd,1973
-11.94,hnd,1974
-8.986,hnd,1975
-4.451,hnd,1976
-4.432,hnd,1977
-4.12,hnd,1978
-3.686,hnd,1979
-6.82,hnd,1980
-6.065,hnd,1981
-1.378,hnd,1982
-3.071,hnd,1983
-6.327,hnd,1984
-4.767,hnd,1985
-1.72,hnd,1986
-2.866,hnd,1987
-2.638,hnd,1988
-3.338,hnd,1989
-2.744,hnd,1990
-3.053,hnd,1991
-4.106,hnd,1992
-9.022,hnd,1993
-10.02,hnd,1994
-4.381,hnd,1995
-5.115,hnd,1996
-5.631,hnd,1997
-7.656,hnd,1998
-14.96,hnd,1999
-12.45,hnd,2000
-13.18,hnd,2001
-12.54,hnd,2002
-14.06,hnd,2003
-18.62,hnd,2004
-18.48,hnd,2005
-21.02,hnd,2006
-28.05,hnd,2007
-33.1,hnd,2008
-18.93,hnd,2009
-20.74,hnd,2010
-9.614,hkg,1960
-9.787,hkg,1961
-10.29,hkg,1962
-9.219,hkg,1963
-9.619,hkg,1964
-3.441,hkg,1965
-3.537,hkg,1966
4.654,hkg,1967
5.384,hkg,1968
8.83,hkg,1969
7.706,hkg,1970
4.207,hkg,1971
7.955,hkg,1972
6.32,hkg,1973
4.8,hkg,1974
5.594,hkg,1975
10.68,hkg,1976
6.539,hkg,1977
1.015,hkg,1978
1.295,hkg,1979
-0.4784,hkg,1980
-1.485,hkg,1981
0.6064,hkg,1982
1.854,hkg,1983
8.109,hkg,1984
10.17,hkg,1985
9.231,hkg,1986
10.51,hkg,1987
9.023,hkg,1988
11.55,hkg,1989
8.641,hkg,1990
6.904,hkg,1991
5.299,hkg,1992
6.777,hkg,1993
1.231,hkg,1994
-4.447,hkg,1995
-1.449,hkg,1996
-3.352,hkg,1997
0.5559,hkg,1998
5.267,hkg,1999
4.445,hkg,2000
4.494,hkg,2001
8.294,hkg,2002
9.237,hkg,2003
8.868,hkg,2004
12.43,hkg,2005
11.4,hkg,2006
10.83,hkg,2007
10.26,hkg,2008
7.459,hkg,2009
5.611,hkg,2010
-2.211,hun,1960
-0.1447,hun,1961
-0.5634,hun,1962
-1.574,hun,1963
-2.875,hun,1964
-0.7348,hun,1965
0.996,hun,1966
-1.885,hun,1967
-0.7749,hun,1968
2.196,hun,1969
-2.313,hun,1970
-6.229,hun,1971
1.217,hun,1972
4.57,hun,1973
-4.423,hun,1974
-7.407,hun,1975
-4.251,hun,1976
-4.452,hun,1977
-9.122,hun,1978
-3.443,hun,1979
-2.159,hun,1980
-1.055,hun,1981
0.7993,hun,1982
1.913,hun,1983
3.156,hun,1984
2.071,hun,1985
-1.416,hun,1986
-0.4823,hun,1987
2.684,hun,1988
3.332,hun,1989
2.612,hun,1990
-0.7183,hun,1991
-0.02476,hun,1992
-8.041,hun,1993
-6.283,hun,1994
0.3007,hun,1995
0.6655,hun,1996
1.221,hun,1997
-1.27,hun,1998
-2.516,hun,1999
-3.45,hun,2000
-1.033,hun,2001
-1.853,hun,2002
-3.843,hun,2003
-3.6,hun,2004
-2.107,hun,2005
-0.9149,hun,2006
0.8915,hun,2007
0.4542,hun,2008
4.858,hun,2009
6.501,hun,2010
-4.271,isl,1960
3.119,isl,1961
3.451,isl,1962
-1.193,isl,1963
-1.449,isl,1964
1.278,isl,1965
-1.013,isl,1966
-7.808,isl,1967
-7.805,isl,1968
2.044,isl,1969
1.734,isl,1970
-6.417,isl,1971
-1.777,isl,1972
-2.024,isl,1973
-9.687,isl,1974
-8.341,isl,1975
0.3895,isl,1976
-0.7613,isl,1977
2.978,isl,1978
1.176,isl,1979
0.01982,isl,1980
-1.458,isl,1981
-4.705,isl,1982
2.176,isl,1983
-0.02888,isl,1984
0.1855,isl,1985
3.865,isl,1986
-1.029,isl,1987
-0.8847,isl,1988
2.261,isl,1989
1.313,isl,1990
-1.23,isl,1991
-0.07537,isl,1992
3.165,isl,1993
5.154,isl,1994
3.614,isl,1995
0.6079,isl,1996
0.5249,isl,1997
-4.438,isl,1998
-4.69,isl,1999
-7.279,isl,2000
-1.056,isl,2001
1.555,isl,2002
-3.061,isl,2003
-5.623,isl,2004
-12.26,isl,2005
-18.21,isl,2006
-10.67,isl,2007
-2.768,isl,2008
8.42,isl,2009
10.03,isl,2010
-2.63,ind,1960
-1.66,ind,1961
-1.9,ind,1962
-1.659,ind,1963
-1.955,ind,1964
-1.927,ind,1965
-2.561,ind,1966
-1.936,ind,1967
-0.9155,ind,1968
-0.321,ind,1969
-0.0973,ind,1970
-0.3392,ind,1971
0.3224,ind,1972
-0.5209,ind,1973
-1.204,ind,1974
-1.012,ind,1975
0.5785,ind,1976
0.1197,ind,1977
-0.2766,ind,1978
-1.436,ind,1979
-3.142,ind,1980
-2.666,ind,1981
-2.184,ind,1982
-2.039,ind,1983
-1.459,ind,1984
-2.418,ind,1985
-1.847,ind,1986
-1.391,ind,1987
-1.436,ind,1988
-1.149,ind,1989
-1.415,ind,1990
0.0007637,ind,1991
-0.7558,ind,1992
0.01709,ind,1993
-0.3055,ind,1994
-1.193,ind,1995
-1.173,ind,1996
-1.253,ind,1997
-1.683,ind,1998
-1.947,ind,1999
-0.9226,ind,2000
-0.8905,ind,2001
-0.9951,ind,2002
-1.292,ind,2003
-1.755,ind,2004
-2.746,ind,2005
-3.16,ind,2006
-4.015,ind,2007
-5.11,ind,2008
-5.214,ind,2009
-3.243,ind,2010
3.151,idn,1960
-2.192,idn,1961
0.7029,idn,1962
1.306,idn,1963
1.378,idn,1964
0.1039,idn,1965
-7.519,idn,1966
-6.748,idn,1967
-3.335,idn,1968
-4.548,idn,1969
-1.519,idn,1970
-1.025,idn,1971
1.381,idn,1972
2.409,idn,1973
9.334,idn,1974
2.985,idn,1975
3.006,idn,1976
5.65,idn,1977
3.207,idn,1978
8.009,idn,1979
13.97,idn,1980
5.017,idn,1981
1.245,idn,1982
-1.518,idn,1983
3.509,idn,1984
1.751,idn,1985
-0.9994,idn,1986
1.537,idn,1987
2.686,idn,1988
2.88,idn,1989
1.595,idn,1990
1.695,idn,1991
2.933,idn,1992
2.986,idn,1993
1.146,idn,1994
-1.334,idn,1995
-0.6156,idn,1996
-0.2754,idn,1997
9.75,idn,1998
8.084,idn,1999
10.52,idn,2000
8.271,idn,2001
6.296,idn,2002
7.339,idn,2003
4.672,idn,2004
4.147,idn,2005
5.412,idn,2006
4.042,idn,2007
1.055,idn,2008
2.807,idn,2009
1.635,idn,2010
1.373,irn,1965
0.4921,irn,1966
-0.3556,irn,1967
-0.9532,irn,1968
-0.891,irn,1969
-0.586,irn,1970
4.129,irn,1971
3.828,irn,1972
15.66,irn,1973
26.92,irn,1974
9.51,irn,1975
12.71,irn,1976
5.049,irn,1977
3.774,irn,1978
12.95,irn,1979
-12.66,irn,1980
-13.17,irn,1981
-1.8,irn,1982
-7.639,irn,1983
-3.826,irn,1984
-4.166,irn,1985
-5.913,irn,1986
1.389,irn,1987
-5.878,irn,1988
-7.22,irn,1989
-8.611,irn,1990
-14.63,irn,1991
-12.12,irn,1992
7.569,irn,1993
17.32,irn,1994
8.593,irn,1995
5.873,irn,1996
2.145,irn,1997
-2.039,irn,1998
6.545,irn,1999
5.275,irn,2000
1.717,irn,2001
3.81,irn,2002
1.53,irn,2003
3.119,irn,2004
8.398,irn,2005
8.036,irn,2006
10.64,irn,2007
-5.747,irl,1960
-5.547,irl,1961
-6.931,irl,1962
-7.495,irl,1963
-7.849,irl,1964
-9.236,irl,1965
-6.344,irl,1966
-3.624,irl,1967
-6.812,irl,1968
-9.229,irl,1969
-8.343,irl,1970
-7.64,irl,1971
-5.79,irl,1972
-7.261,irl,1973
-14.74,irl,1974
-6.626,irl,1975
-8.485,irl,1976
-9.657,irl,1977
-10.42,irl,1978
-16.59,irl,1979
-13.8,irl,1980
-14.47,irl,1981
-7.938,irl,1982
-3.717,irl,1983
-1.472,irl,1984
0.5966,irl,1985
1.355,irl,1986
4.535,irl,1987
6.441,irl,1988
5.864,irl,1989
4.802,irl,1990
5.158,irl,1991
7.797,irl,1992
10.78,irl,1993
10.08,irl,1994
11.66,irl,1995
11.78,irl,1996
12.9,irl,1997
11.63,irl,1998
13.88,irl,1999
13.33,irl,2000
15.41,irl,2001
17.1,irl,2002
15.94,irl,2003
14.82,irl,2004
11.67,irl,2005
9.609,irl,2006
8.983,irl,2007
9.058,irl,2008
15.48,irl,2009
19.09,irl,2010
0.7896,isr,1960
0.3119,isr,1961
1.059,isr,1962
2.644,isr,1963
1.356,isr,1964
-13.07,isr,1965
-9.732,isr,1966
-13.74,isr,1967
-18.03,isr,1968
-21.73,isr,1969
-24.54,isr,1970
-22.39,isr,1971
-19.1,isr,1972
-26.23,isr,1973
-28.25,isr,1974
-34.68,isr,1975
-29.99,isr,1976
-20.97,isr,1977
-26.43,isr,1978
-24.07,isr,1979
-15.56,isr,1980
-17.47,isr,1981
-19.54,isr,1982
-18.03,isr,1983
-14.55,isr,1984
-13.61,isr,1985
-12.9,isr,1986
-17.89,isr,1987
-13.06,isr,1988
-8.912,isr,1989
-10.69,isr,1990
-15.49,isr,1991
-13.7,isr,1992
-16.12,isr,1993
-15.35,isr,1994
-8.134,isr,1995
-7.493,isr,1996
-4.972,isr,1997
-2.713,isr,1998
-2.758,isr,1999
-0.2969,isr,2000
-2.469,isr,2001
-3.054,isr,2002
-0.7313,isr,2003
0.02814,isr,2004
-0.3037,isr,2005
0.4893,isr,2006
-1.318,isr,2007
-1.558,isr,2008
2.44,isr,2009
2.041,isr,2010
-0.3656,ita,1960
-0.07064,ita,1961
-0.5344,ita,1962
-2.179,ita,1963
0.1048,ita,1964
2.162,ita,1965
1.691,ita,1966
0.9646,ita,1967
1.967,ita,1968
1.298,ita,1969
0.256,ita,1970
0.8143,ita,1971
0.8571,ita,1972
-1.91,ita,1973
-3.886,ita,1974
0.08949,ita,1975
-1.124,ita,1976
1.015,ita,1977
2.201,ita,1978
1.131,ita,1979
-2.683,ita,1980
-2.005,ita,1981
-1.295,ita,1982
0.5204,ita,1983
-0.4184,ita,1984
-0.4032,ita,1985
1.318,ita,1986
0.444,ita,1987
0.06811,ita,1988
0.002287,ita,1989
0.1954,ita,1990
0.0979,ita,1991
0.06777,ita,1992
3.188,ita,1993
3.449,ita,1994
3.841,ita,1995
4.721,ita,1996
3.922,ita,1997
3.223,ita,1998
1.919,ita,1999
0.9534,ita,2000
1.383,ita,2001
0.9368,ita,2002
0.54,ita,2003
0.7022,ita,2004
-0.06035,ita,2005
-0.8152,ita,2006
-0.2502,ita,2007
-0.8321,ita,2008
-0.5283,ita,2009
-1.91,ita,2010
-4.809,jam,1960
-1.701,jam,1961
-1.906,jam,1962
0.1277,jam,1963
-5.52,jam,1964
-3.586,jam,1965
1.583,jam,1966
-0.7578,jam,1967
-5.237,jam,1968
-6.699,jam,1969
-4.186,jam,1970
-7.119,jam,1971
-8.29,jam,1972
-9.582,jam,1973
-10.23,jam,1974
-10.35,jam,1975
-8.845,jam,1976
1.384,jam,1977
3.221,jam,1978
-0.8248,jam,1979
0.02724,jam,1980
-8.617,jam,1981
-10.6,jam,1982
-7.331,jam,1983
-6.032,jam,1984
-9.833,jam,1985
2.956,jam,1986
0.3344,jam,1987
-4.155,jam,1988
-8.786,jam,1989
-3.814,jam,1990
-1.184,jam,1991
-0.9452,jam,1992
-8.234,jam,1993
-6.178,jam,1994
-10.26,jam,1995
-11.5,jam,1996
-12.78,jam,1997
-18.07,jam,2005
-19.55,jam,2006
-25.66,jam,2007
-29.22,jam,2008
-17.87,jam,2009
-17.71,jam,2010
0.435,jpn,1960
-1.624,jpn,1961
0.1402,jpn,1962
-0.8385,jpn,1963
-0.1968,jpn,1964
1.383,jpn,1965
1.548,jpn,1966
0.204,jpn,1967
1.098,jpn,1968
1.576,jpn,1969
1.246,jpn,1970
2.669,jpn,1971
2.263,jpn,1972
0.0056,jpn,1973
-0.7646,jpn,1974
0.0149,jpn,1975
0.7644,jpn,1976
1.593,jpn,1977
1.697,jpn,1978
-0.9176,jpn,1979
-0.9138,jpn,1980
0.7352,jpn,1981
0.6747,jpn,1982
1.707,jpn,1983
2.652,jpn,1984
3.393,jpn,1985
3.9,jpn,1986
2.982,jpn,1987
2.164,jpn,1988
1.521,jpn,1989
0.9425,jpn,1990
1.608,jpn,1991
2.163,jpn,1992
2.226,jpn,1993
2.023,jpn,1994
1.405,jpn,1995
0.5027,jpn,1996
1.117,jpn,1997
1.87,jpn,1998
1.586,jpn,1999
1.454,jpn,2000
0.6377,jpn,2001
1.305,jpn,2002
1.627,jpn,2003
1.932,jpn,2004
1.386,jpn,2005
1.251,jpn,2006
1.675,jpn,2007
0.1458,jpn,2008
0.305,jpn,2009
1.146,jpn,2010
-49.1,jor,1976
-50.81,jor,1977
-47.32,jor,1978
-52.09,jor,1979
-44.33,jor,1980
-54.13,jor,1981
-52.05,jor,1982
-44.49,jor,1983
-39.0,jor,1984
-35.7,jor,1985
-26.13,jor,1986
-25.51,jor,1987
-22.03,jor,1988
-18.76,jor,1989
-30.81,jor,1990
-23.29,jor,1991
-31.18,jor,1992
-29.82,jor,1993
-22.61,jor,1994
-21.14,jor,1995
-25.3,jor,1996
-22.24,jor,1997
-19.46,jor,1998
-17.85,jor,1999
-26.66,jor,2000
-25.0,jor,2001
-19.19,jor,2002
-20.96,jor,2003
-30.24,jor,2004
-41.5,jor,2005
-32.72,jor,2006
-36.14,jor,2007
-30.01,jor,2008
-21.46,jor,2009
-21.38,jor,2010
-1.327,kaz,1992
-8.844,kaz,1993
-10.05,kaz,1994
-4.575,kaz,1995
-0.736,kaz,1996
-2.526,kaz,1997
-4.516,kaz,1998
2.345,kaz,1999
7.505,kaz,2000
-1.059,kaz,2001
-0.0504,kaz,2002
5.371,kaz,2003
8.592,kaz,2004
8.816,kaz,2005
10.67,kaz,2006
6.689,kaz,2007
20.11,kaz,2008
8.223,kaz,2009
14.74,kaz,2010
-2.574,ken,1960
1.587,ken,1961
1.913,ken,1962
3.07,ken,1963
4.177,ken,1964
0.7015,ken,1965
1.539,ken,1966
-0.9087,ken,1967
0.1035,ken,1968
1.44,ken,1969
-0.8382,ken,1970
-6.55,ken,1971
-2.139,ken,1972
-1.275,ken,1973
-7.222,ken,1974
-4.688,ken,1975
0.6948,ken,1976
3.366,ken,1977
-9.753,ken,1978
-5.858,ken,1979
-6.383,ken,1980
-3.36,ken,1981
-4.901,ken,1982
-2.263,ken,1983
-5.304,ken,1984
-4.848,ken,1985
-4.045,ken,1986
-5.092,ken,1987
-5.233,ken,1988
-7.09,ken,1989
-5.636,ken,1990
-1.514,ken,1991
-0.4101,ken,1992
4.949,ken,1993
2.814,ken,1994
-6.562,ken,1995
-6.911,ken,1996
-8.684,ken,1997
-8.559,ken,1998
-6.527,ken,1999
-10.13,ken,2000
-10.08,ken,2001
-5.377,ken,2002
-5.959,ken,2003
-6.256,ken,2004
-7.461,ken,2005
-9.892,ken,2006
-10.92,ken,2007
-14.12,ken,2008
-12.46,ken,2009
-10.34,ken,2010
4.699,kir,1972
13.3,kir,1973
45.6,kir,1974
39.79,kir,1975
20.7,kir,1976
17.6,kir,1977
8.701,kir,1978
1.692,kir,1979
-86.77,kir,1980
-92.79,kir,1981
-107.4,kir,1982
-87.31,kir,1983
-66.54,kir,1984
-104.8,kir,1985
-125.3,kir,1986
-109.6,kir,1987
-95.98,kir,1988
-106.1,kir,1989
-135.6,kir,1990
-77.86,kir,1991
-69.16,kir,1992
-48.97,kir,1993
-34.0,kir,1994
-60.36,kir,1995
-52.0,kir,1996
-41.96,kir,1997
-27.43,kir,1998
-40.39,kir,1999
-39.93,kir,2000
-43.85,kir,2001
-44.75,kir,2002
-64.5,kir,2003
-67.07,kir,2004
-9.442,kor,1960
-9.661,kor,1961
-11.61,kor,1962
-11.07,kor,1963
-7.676,kor,1964
-7.616,kor,1965
-10.11,kor,1966
-10.9,kor,1967
-13.02,kor,1968
-12.21,kor,1969
-10.19,kor,1970
-10.61,kor,1971
-4.806,kor,1972
-3.163,kor,1973
-11.16,kor,1974
-8.525,kor,1975
-1.997,kor,1976
-0.8428,kor,1977
-3.738,kor,1978
-7.058,kor,1979
-7.9,kor,1980
-5.4,kor,1981
-2.527,kor,1982
-1.102,kor,1983
-0.2753,kor,1984
0.5914,kor,1985
5.064,kor,1986
7.071,kor,1987
7.143,kor,1988
2.06,kor,1989
-1.075,kor,1990
-2.656,kor,1991
-1.158,kor,1992
0.391,kor,1993
-0.7423,kor,1994
-1.093,kor,1995
-3.475,kor,1996
-0.6036,kor,1997
12.87,kor,1998
6.686,kor,1999
2.857,kor,2000
2.262,kor,2001
1.475,kor,2002
2.268,kor,2003
4.158,kor,2004
2.702,kor,2005
1.387,kor,2006
1.511,kor,2007
-1.178,kor,2008
3.705,kor,2009
2.789,kor,2010
-36.69,_unk,2006
-38.56,_unk,2007
-41.44,_unk,2008
-38.48,_unk,2009
-42.79,_unk,2010
45.94,kwt,1962
44.62,kwt,1963
45.81,kwt,1964
44.59,kwt,1965
41.33,kwt,1966
31.08,kwt,1967
35.65,kwt,1968
34.58,kwt,1969
35.7,kwt,1970
47.68,kwt,1971
47.94,kwt,1972
49.77,kwt,1973
71.12,kwt,1974
54.46,kwt,1975
45.38,kwt,1976
28.58,kwt,1977
30.67,kwt,1978
49.15,kwt,1979
44.05,kwt,1980
31.02,kwt,1981
2.141,kwt,1982
9.777,kwt,1983
15.47,kwt,1984
10.93,kwt,1985
-1.826,kwt,1986
15.42,kwt,1987
4.625,kwt,1988
11.03,kwt,1989
-13.13,kwt,1990
-108.8,kwt,1991
-13.75,kwt,1992
3.485,kwt,1993
8.523,kwt,1994
10.39,kwt,1995
13.1,kwt,1996
13.26,kwt,1997
-7.234,kwt,1998
6.5,kwt,1999
26.33,kwt,2000
15.76,kwt,2001
8.007,kwt,2002
17.63,kwt,2003
24.54,kwt,2004
35.71,kwt,2005
41.38,kwt,2006
35.1,kwt,2007
40.46,kwt,2008
28.34,kwt,2009
-18.89,kgz,1987
-16.42,kgz,1988
-22.4,kgz,1989
-20.35,kgz,1990
-1.297,kgz,1991
-12.01,kgz,1992
-7.644,kgz,1993
-6.307,kgz,1994
-12.89,kgz,1995
-25.82,kgz,1996
-7.903,kgz,1997
-21.54,kgz,1998
-14.79,kgz,1999
-5.735,kgz,2000
-0.2978,kgz,2001
-3.758,kgz,2002
-6.571,kgz,2003
-8.704,kgz,2004
-18.98,kgz,2005
-37.31,kgz,2006
-31.23,kgz,2007
-39.01,kgz,2008
-23.98,kgz,2009
-31.42,kgz,2010
-3.577,lao,1984
-5.728,lao,1985
-4.088,lao,1986
-7.931,lao,1987
-18.27,lao,1988
-19.87,lao,1989
-13.19,lao,1990
-12.27,lao,1991
-10.08,lao,1992
-9.706,lao,1993
-14.84,lao,1994
-14.11,lao,1995
-18.36,lao,1996
-17.37,lao,1997
-11.36,lao,1998
-8.307,lao,1999
-14.09,lao,2000
-9.321,lao,2001
-7.216,lao,2002
-6.931,lao,2003
-15.48,lao,2004
-14.41,lao,2005
-7.585,lao,2006
-15.94,lao,2007
-15.18,lao,2008
-12.11,lao,2009
-4.56,lao,2010
-1.313,lva,1990
9.761,lva,1991
6.878,lva,1992
16.26,lva,1993
2.066,lva,1994
-2.201,lva,1995
-7.435,lva,1996
-7.808,lva,1997
-12.44,lva,1998
-9.231,lva,1999
-7.033,lva,2000
-9.531,lva,2001
-9.746,lva,2002
-12.58,lva,2003
-15.61,lva,2004
-14.38,lva,2005
-21.47,lva,2006
-20.03,lva,2007
-13.65,lva,2008
-1.48,lva,2009
-0.8336,lva,2010
-73.22,lbn,1989
-81.91,lbn,1990
-71.01,lbn,1991
-64.48,lbn,1992
-61.13,lbn,1993
-54.53,lbn,1994
-51.52,lbn,1995
-42.4,lbn,1996
-33.02,lbn,1997
-27.19,lbn,1998
-22.69,lbn,1999
-21.76,lbn,2000
-24.35,lbn,2001
-18.85,lbn,2002
-20.62,lbn,2003
-21.62,lbn,2004
-21.23,lbn,2005
-20.89,lbn,2006
-25.17,lbn,2007
-29.04,lbn,2008
-27.46,lbn,2009
-22.84,lbn,2010
-26.72,lso,1960
-32.94,lso,1961
-33.44,lso,1962
-36.01,lso,1963
-34.23,lso,1964
-37.76,lso,1965
-45.68,lso,1966
-44.65,lso,1967
-43.06,lso,1968
-37.99,lso,1969
-36.66,lso,1970
-42.05,lso,1971
-53.05,lso,1972
-53.51,lso,1973
-63.41,lso,1974
-89.51,lso,1975
-120.7,lso,1976
-100.5,lso,1977
-73.34,lso,1978
-101.5,lso,1979
-89.08,lso,1980
-97.72,lso,1981
-107.0,lso,1982
-113.3,lso,1983
-116.5,lso,1984
-109.9,lso,1985
-105.3,lso,1986
-121.1,lso,1987
-121.7,lso,1988
-118.5,lso,1989
-105.1,lso,1990
