trade_balance_percent_of_gdp,geo,time
6.828,swe,2003
8.182,swe,2004
7.824,swe,2005
8.096,swe,2006
7.461,swe,2007
6.752,swe,2008
6.591,swe,2009
6.046,swe,2010
1.025,che,1960
-1.456,che,1961
-1.99,che,1962
-1.665,che,1963
-1.726,che,1964
0.4944,che,1965
1.373,che,1966
1.758,che,1967
2.812,che,1968
2.592,che,1969
-0.2068,che,1970
-1.758,che,1980
0.5219,che,1981
2.381,che,1982
1.708,che,1983
1.546,che,1984
2.131,che,1985
2.624,che,1986
2.361,che,1987
2.07,che,1988
1.397,che,1989
1.718,che,1990
2.466,che,1991
4.311,che,1992
5.916,che,1993
5.417,che,1994
5.088,che,1995
4.838,che,1996
5.302,che,1997
4.822,che,1998
5.539,che,1999
5.816,che,2000
4.94,che,2001
6.555,che,2002
6.571,che,2003
6.889,che,2004
6.729,che,2005
8.262,che,2006
10.27,che,2007
11.32,che,2008
11.01,che,2009
11.34,che,2010
-6.443,syr,1960
-4.784,syr,1961
-0.6296,syr,1962
-1.743,syr,1963
-2.5,syr,1964
7.017e-05,syr,1965
-5.332,syr,1966
-3.402,syr,1967
-3.154,syr,1968
-4.58,syr,1969
-3.586,syr,1970
-5.048,syr,1971
-5.624,syr,1972
-3.731,syr,1973
-9.794,syr,1974
-12.75,syr,1975
-15.01,syr,1976
-22.89,syr,1977
-16.67,syr,1978
-17.15,syr,1979
-17.5,syr,1980
-17.63,syr,1981
-11.2,syr,1982
-13.65,syr,1983
-11.77,syr,1984
-12.83,syr,1985
-11.17,syr,1986
-13.5,syr,1987
-9.362,syr,1988
-4.879,syr,1989
0.3883,syr,1990
-7.669,syr,1991
-11.38,syr,1992
-13.04,syr,1993
-12.33,syr,1994
-6.897,syr,1995
-6.262,syr,1996
-1.381,syr,1997
-0.3665,syr,1998
0.3251,syr,1999
6.808,syr,2000
6.143,syr,2001
7.53,syr,2002
4.902,syr,2003
0.2425,syr,2004
-1.237,syr,2005
0.7813,syr,2006
0.8104,syr,2007
0.1218,syr,2008
-2.07,syr,2009
-0.4289,syr,2010
-13.11,tjk,1985
-14.41,tjk,1986
-14.19,tjk,1987
-11.09,tjk,1988
-12.84,tjk,1989
-7.38,tjk,1990
0.976,tjk,1991
-2.87,tjk,1992
-13.09,tjk,1993
-11.58,tjk,1994
-6.35,tjk,1995
-3.458,tjk,1996
-6.658,tjk,1997
-9.094,tjk,1998
-1.432,tjk,1999
-2.151,tjk,2000
-10.37,tjk,2001
-10.63,tjk,2002
-10.11,tjk,2003
-11.59,tjk,2004
-26.8,tjk,2005
-33.97,tjk,2006
-48.07,tjk,2007
-55.23,tjk,2008
-42.93,tjk,2009
-45.85,tjk,2010
-24.83,tza,1990
-23.38,tza,1991
-26.91,tza,1992
-29.72,tza,1993
-23.01,tza,1994
-17.43,tza,1995
-12.01,tza,1996
-9.471,tza,1997
-12.62,tza,1998
-10.32,tza,1999
-6.761,tza,2000
-4.277,tza,2001
-2.26,tza,2002
-4.248,tza,2003
-6.415,tza,2004
-8.908,tza,2005
-13.14,tza,2006
-16.86,tza,2007
-13.64,tza,2008
-11.92,tza,2009
-11.69,tza,2010
-1.329,tha,1960
0.3101,tha,1961
-1.971,tha,1962
-3.169,tha,1963
-1.442,tha,1964
-1.17,tha,1965
-0.3502,tha,1966
-1.99,tha,1967
-3.695,tha,1968
-3.846,tha,1969
-4.41,tha,1970
-2.868,tha,1971
-0.9994,tha,1972
-1.441,tha,1973
-2.364,tha,1974
-4.616,tha,1975
-2.482,tha,1976
-5.428,tha,1977
-4.22,tha,1978
-6.71,tha,1979
-6.256,tha,1980
-6.274,tha,1981
-1.713,tha,1982
-7.162,tha,1983
-4.266,tha,1984
-2.728,tha,1985
2.033,tha,1986
0.56,tha,1987
-1.39,tha,1988
-2.564,tha,1989
-7.519,tha,1990
-6.543,tha,1991
-4.01,tha,1992
-4.239,tha,1993
-4.843,tha,1994
-6.742,tha,1995
-6.275,tha,1996
1.416,tha,1997
15.89,tha,1998
12.57,tha,1999
8.633,tha,2000
6.49,tha,2001
6.692,tha,2002
6.782,tha,2003
4.856,tha,2004
-1.119,tha,2005
3.49,tha,2006
8.388,tha,2007
2.563,tha,2008
10.55,tha,2009
7.362,tha,2010
-0.4178,tgo,1960
9.018,tgo,1961
4.623,tgo,1962
-4.398,tgo,1963
-0.5072,tgo,1964
0.8702,tgo,1965
7.662,tgo,1966
10.32,tgo,1967
12.92,tgo,1968
13.55,tgo,1969
10.85,tgo,1970
6.941,tgo,1971
0.7999,tgo,1972
0.1245,tgo,1973
37.12,tgo,1974
-10.29,tgo,1975
0.7776,tgo,1976
-10.99,tgo,1977
-12.9,tgo,1978
-26.23,tgo,1979
-5.289,tgo,1980
-6.73,tgo,1981
-8.519,tgo,1982
-1.268,tgo,1983
-2.103,tgo,1984
-8.701,tgo,1985
-11.7,tgo,1986
-9.377,tgo,1987
-8.936,tgo,1988
-9.173,tgo,1989
-11.86,tgo,1990
-8.091,tgo,1991
-9.217,tgo,1992
-7.711,tgo,1993
-3.706,tgo,1994
-4.973,tgo,1995
-10.86,tgo,1996
-15.83,tgo,1997
-13.62,tgo,1998
-10.14,tgo,1999
-19.97,tgo,2000
-19.41,tgo,2001
-17.95,tgo,2002
-13.57,tgo,2003
-13.47,tgo,2004
-16.83,tgo,2005
-19.68,tgo,2006
-20.31,tgo,2007
-29.49,ton,1975
-29.69,ton,1976
-23.31,ton,1977
-39.08,ton,1978
-43.72,ton,1979
-37.66,ton,1980
-41.87,ton,1981
-37.04,ton,1982
-50.51,ton,1983
-36.35,ton,1984
-42.1,ton,1985
-44.16,ton,1986
-33.68,ton,1987
-44.01,ton,1988
-37.7,ton,1989
-31.23,ton,1990
-37.66,ton,1991
-25.35,ton,1992
-27.66,ton,1993
-28.92,ton,1994
-38.36,ton,1995
-38.03,ton,1996
-27.94,ton,1997
-39.86,ton,1998
-29.65,ton,1999
-31.46,ton,2000
-35.97,ton,2001
-37.46,ton,2002
-34.41,ton,2003
-34.96,ton,2004
-39.93,ton,2005
-35.92,ton,2006
-41.71,ton,2007
-43.79,ton,2008
-49.21,ton,2009
-46.53,ton,2010
-1.144,tto,1960
4.866,tto,1961
1.752,tto,1962
3.466,tto,1963
1.835,tto,1964
-4.783,tto,1965
5.594,tto,1966
8.517,tto,1967
9.408,tto,1968
4.248,tto,1969
1.101,tto,1970
-5.15,tto,1971
-6.663,tto,1972
5.783,tto,1973
24.52,tto,1974
17.79,tto,1975
15.7,tto,1976
12.66,tto,1977
4.387,tto,1978
5.736,tto,1979
11.47,tto,1980
9.674,tto,1981
-7.17,tto,1982
-9.885,tto,1983
-1.62,tto,1984
4.129,tto,1985
-4.25,tto,1986
1.423,tto,1987
4.665,tto,1988
7.716,tto,1989
16.77,tto,1990
7.589,tto,1991
8.948,tto,1992
4.871,tto,1993
13.41,tto,1994
14.54,tto,1995
10.25,tto,1996
-3.489,tto,1997
-5.353,tto,1998
5.821,tto,1999
13.66,tto,2000
10.73,tto,2001
5.535,tto,2002
14.22,tto,2003
15.36,tto,2004
26.78,tto,2005
30.03,tto,2006
29.02,tto,2007
27.71,tto,2008
6.869,tun,1961
5.663,tun,1962
5.904,tun,1963
5.396,tun,1964
4.651,tun,1965
7.557,tun,1966
6.684,tun,1967
10.08,tun,1968
9.465,tun,1969
-2.753,tun,1970
-0.3291,tun,1971
0.6089,tun,1972
-0.3561,tun,1973
3.159,tun,1974
-1.872,tun,1975
-4.93,tun,1976
-8.431,tun,1977
-7.774,tun,1978
-2.988,tun,1979
-5.364,tun,1980
-8.467,tun,1981
-10.53,tun,1982
-8.356,tun,1983
-11.37,tun,1984
-6.03,tun,1985
-7.12,tun,1986
-0.9894,tun,1987
0.3603,tun,1988
-3.316,tun,1989
-7.047,tun,1990
-4.955,tun,1991
-6.93,tun,1992
-7.52,tun,1993
-2.94,tun,1994
-3.906,tun,1995
-1.502,tun,1996
-2.273,tun,1997
-2.94,tun,1998
-1.947,tun,1999
-3.363,tun,2000
-3.919,tun,2001
-3.773,tun,2002
-3.423,tun,2003
-2.506,tun,2004
-0.3867,tun,2005
-1.884,tun,2006
-1.903,tun,2007
-3.037,tun,2008
-2.908,tun,2009
-5.311,tun,2010
-1.544,tur,1960
-1.786,tur,1961
-2.442,tur,1962
-2.865,tur,1963
-1.063,tur,1964
-0.8923,tur,1965
-1.606,tur,1966
-0.8739,tur,1967
-1.411,tur,1968
-1.168,tur,1969
-1.911,tur,1970
-2.908,tur,1971
-2.527,tur,1972
-2.059,tur,1973
-5.544,tur,1974
-6.8,tur,1975
-5.805,tur,1976
-6.889,tur,1977
-3.142,tur,1978
-2.663,tur,1979
-6.765,tur,1980
-4.667,tur,1981
-3.152,tur,1982
-4.085,tur,1983
-4.067,tur,1984
-3.106,tur,1985
-2.789,tur,1986
-2.177,tur,1987
1.101,tur,1988
-1.578,tur,1989
-4.213,tur,1990
-2.794,tur,1991
-2.953,tur,1992
-5.669,tur,1993
0.9784,tur,1994
-4.459,tur,1995
-6.284,tur,1996
-5.807,tur,1997
1.157,tur,1998
0.1539,tur,1999
-2.996,tur,2000
4.126,tur,2001
1.635,tur,2002
-1.043,tur,2003
-2.634,tur,2004
-3.496,tur,2005
-4.911,tur,2006
-5.161,tur,2007
-4.433,tur,2008
-1.105,tur,2009
-5.523,tur,2010
11.92,tkm,1991
28.96,tkm,1992
23.32,tkm,1993
-0.3475,tkm,1994
-0.2337,tkm,1995
-0.828,tkm,1996
-25.86,tkm,1997
-38.15,tkm,1998
-27.36,tkm,1999
14.56,tkm,2000
4.526,tkm,2001
15.64,tkm,2002
5.696,tkm,2003
2.12,tkm,2004
17.25,tkm,2005
38.17,tkm,2006
36.69,tkm,2007
23.68,tkm,2008
-9.689,tkm,2009
-2.87,tkm,2010
5.513,uga,1960
2.774,uga,1961
2.66,uga,1962
4.41,uga,1963
6.802,uga,1964
1.219,uga,1965
0.2421,uga,1966
0.9119,uga,1967
1.323,uga,1968
1.186,uga,1969
3.234,uga,1970
-4.139,uga,1971
2.61,uga,1972
3.397,uga,1973
-0.326,uga,1974
-2.265,uga,1975
1.782,uga,1976
1.354,uga,1977
-5.21,uga,1978
1.87,uga,1979
-6.588,uga,1980
-5.982,uga,1981
-9.139,uga,1982
-4.984,uga,1983
-1.633,uga,1984
-1.27,uga,1985
-2.428,uga,1986
-9.796,uga,1987
-10.2,uga,1988
-10.14,uga,1989
-12.13,uga,1990
-14.47,uga,1991
-15.53,uga,1992
-14.11,uga,1993
-10.36,uga,1994
-9.039,uga,1995
-11.46,uga,1996
-7.44,uga,1997
-10.77,uga,1998
-11.52,uga,1999
-11.45,uga,2000
-12.29,uga,2001
-13.85,uga,2002
-13.81,uga,2003
-10.07,uga,2004
-10.63,uga,2005
-13.08,uga,2006
-13.33,uga,2007
-7.698,uga,2008
-11.41,uga,2009
-10.27,uga,2010
-0.06519,ukr,1989
-1.077,ukr,1990
2.171,ukr,1991
1.991,ukr,1992
-0.3129,ukr,1993
-3.166,ukr,1994
-3.083,ukr,1995
-2.553,ukr,1996
-3.059,ukr,1997
-2.274,ukr,1998
5.456,ukr,1999
5.031,ukr,2000
1.626,ukr,2001
4.38,ukr,2002
2.569,ukr,2003
7.513,ukr,2004
0.8375,ukr,2005
-2.847,ukr,2006
-5.519,ukr,2007
-7.988,ukr,2008
-1.675,ukr,2009
-2.787,ukr,2010
8.454,are,2001
5.935,are,2002
9.546,are,2003
10.51,are,2004
15.62,are,2005
17.79,are,2006
7.963,are,2007
9.24,are,2008
5.482,are,2009
9.177,are,2010
-1.385,gbr,1960
-0.3446,gbr,1961
-0.1982,gbr,1962
-0.3984,gbr,1963
-1.697,gbr,1964
-0.8815,gbr,1965
-0.1465,gbr,1966
-1.039,gbr,1967
-0.7968,gbr,1968
0.4111,gbr,1969
1.045,gbr,1970
1.577,gbr,1971
0.0831,gbr,1972
-2.163,gbr,1973
-4.633,gbr,1974
-1.454,gbr,1975
-0.8522,gbr,1976
0.9759,gbr,1977
1.583,gbr,1978
0.63,gbr,1979
2.463,gbr,1980
3.127,gbr,1981
2.185,gbr,1982
1.233,gbr,1983
0.2098,gbr,1984
1.405,gbr,1985
-0.3688,gbr,1986
-0.7218,gbr,1987
-3.169,gbr,1988
-3.59,gbr,1989
-2.115,gbr,1990
-0.6533,gbr,1991
-1.077,gbr,1992
-0.7478,gbr,1993
-0.4279,gbr,1994
-0.117,gbr,1995
0.07547,gbr,1996
0.5285,gbr,1997
-0.7817,gbr,1998
-1.442,gbr,1999
-1.845,gbr,2000
-2.346,gbr,2001
-2.607,gbr,2002
-2.309,gbr,2003
-2.715,gbr,2004
-3.405,gbr,2005
-3.066,gbr,2006
-3.034,gbr,2007
-2.729,gbr,2008
-1.839,gbr,2009
-2.51,gbr,2010
0.8043,usa,1960
0.9075,usa,1961
0.7006,usa,1962
0.8068,usa,1963
1.049,usa,1964
0.7826,usa,1965
0.4881,usa,1966
0.4286,usa,1967
0.1421,usa,1968
0.1461,usa,1969
0.3806,usa,1970
0.06289,usa,1971
-0.2776,usa,1972
0.2994,usa,1973
-0.05384,usa,1974
0.9856,usa,1975
-0.08844,usa,1976
-1.147,usa,1977
-1.112,usa,1978
-0.8885,usa,1979
-0.4697,usa,1980
-0.406,usa,1981
-0.6196,usa,1982
-1.471,usa,1983
-2.633,usa,1984
-2.753,usa,1985
-2.997,usa,1986
-3.084,usa,1987
-2.175,usa,1988
-1.616,usa,1989
-1.349,usa,1990
-0.4536,usa,1991
-0.5238,usa,1992
-0.9783,usa,1993
-1.326,usa,1994
-1.236,usa,1995
-1.242,usa,1996
-1.228,usa,1997
-1.851,usa,1998
-2.818,usa,1999
-3.86,usa,2000
-3.625,usa,2001
-4.034,usa,2002
-4.546,usa,2003
-5.238,usa,2004
-5.745,usa,2005
-5.769,usa,2006
-5.095,usa,2007
-4.964,usa,2008
-2.788,usa,2009
-3.544,usa,2010
-4.611,ury,1960
-0.3743,ury,1961
-2.926,ury,1962
0.161,ury,1963
0.7542,ury,1964
6.953,ury,1965
5.637,ury,1966
1.44,ury,1967
3.002,ury,1968
1.279,ury,1969
-1.316,ury,1970
-1.149,ury,1971
0.5482,ury,1972
0.9123,ury,1973
-2.509,ury,1974
-3.497,ury,1975
-0.5193,ury,1976
-2.762,ury,1977
-2.308,ury,1978
-4.334,ury,1979
-5.598,ury,1980
-3.827,ury,1981
-2.965,ury,1982
2.085,ury,1983
5.205,ury,1984
5.656,ury,1985
5.946,ury,1986
2.443,ury,1987
4.322,ury,1988
5.794,ury,1989
5.436,ury,1990
2.832,ury,1991
0.8221,ury,1992
-0.4329,ury,1993
-0.6152,ury,1994
-0.104,ury,1995
-0.1885,ury,1996
-2.791,ury,1997
-2.8,ury,1998
-3.191,ury,1999
-3.318,ury,2000
-2.7,ury,2001
1.214,ury,2002
3.106,ury,2003
2.748,ury,2004
1.93,ury,2005
-1.377,ury,2006
-1.029,ury,2007
-4.802,ury,2008
0.5401,ury,2009
0.7502,ury,2010
-18.96,uzb,1990
-3.863,uzb,1991
-16.15,uzb,1992
3.186,uzb,1993
-3.777,uzb,1994
-0.1049,uzb,1995
-6.488,uzb,1996
-2.964,uzb,1997
-0.3002,uzb,1998
-0.2635,uzb,1999
3.063,uzb,2000
0.4298,uzb,2001
1.466,uzb,2002
6.7,uzb,2003
7.556,uzb,2004
9.193,uzb,2005
5.651,uzb,2006
3.142,uzb,2007
2.739,uzb,2008
-0.05903,uzb,2009
0.5476,uzb,2010
-8.624,vut,1980
-2.364,vut,1981
-2.531,vut,1982
-12.72,vut,1983
-4.565,vut,1984
-20.35,vut,1985
-30.05,vut,1986
-28.47,vut,1987
-24.6,vut,1988
-25.5,vut,1989
-25.86,vut,1990
-15.13,vut,1991
-9.667,vut,1992
-9.236,vut,1993
-8.357,vut,1994
-8.733,vut,1995
-7.159,vut,1996
1.734,vut,1997
-10.16,vut,1998
-16.48,vut,1999
-8.798,vut,2000
-11.86,vut,2001
-13.8,vut,2002
-4.814,vut,2003
-4.98,vut,2004
-7.113,vut,2005
-6.571,vut,2006
-5.362,vut,2007
-12.01,vut,2008
-7.926,vut,2009
-6.333,vut,2010
10.94,ven,1960
13.36,ven,1961
14.08,ven,1962
15.19,ven,1963
10.83,ven,1964
8.832,ven,1965
9.261,ven,1966
8.721,ven,1967
5.118,ven,1968
4.011,ven,1969
4.017,ven,1970
5.564,ven,1971
2.901,ven,1972
8.324,ven,1973
21.97,ven,1974
6.902,ven,1975
0.7463,ven,1976
-6.816,ven,1977
-11.15,ven,1978
1.294,ven,1979
6.951,ven,1980
4.927,ven,1981
-2.616,ven,1982
8.309,ven,1983
8.033,ven,1984
6.052,ven,1985
-0.4273,ven,1986
-1.935,ven,1987
-6.662,ven,1988
13.04,ven,1989
19.27,ven,1990
5.126,ven,1991
-2.556,ven,1992
-0.2228,ven,1993
8.564,ven,1994
5.291,ven,1995
15.19,ven,1996
7.273,ven,1997
-1.758,ven,1998
3.753,ven,1999
11.63,ven,2000
3.33,ven,2001
12.29,ven,2002
17.13,ven,2003
17.03,ven,2004
19.19,ven,2005
14.37,ven,2006
5.921,ven,2007
9.603,ven,2008
-2.219,ven,2009
11.52,ven,2010
-9.974,vnm,1986
-8.796,vnm,1987
-11.06,vnm,1988
-10.21,vnm,1989
-9.238,vnm,1990
-5.117,vnm,1991
-4.086,vnm,1992
-8.767,vnm,1993
-9.447,vnm,1994
-9.096,vnm,1995
-10.97,vnm,1996
-8.139,vnm,1997
-7.305,vnm,1998
-2.855,vnm,1999
-2.463,vnm,2000
-2.282,vnm,2001
-5.168,vnm,2002
-8.361,vnm,2003
-7.549,vnm,2004
-4.181,vnm,2005
-4.561,vnm,2006
-15.85,vnm,2007
-15.21,vnm,2008
-10.35,vnm,2009
-10.28,vnm,2010
-57.64,pse,1994
-52.06,pse,1995
-57.14,pse,1996
-55.42,pse,1997
-54.56,pse,1998
-64.01,pse,1999
-55.19,pse,2000
-54.21,pse,2001
-55.57,pse,2002
-56.2,pse,2003
-54.12,pse,2004
-54.14,pse,2005
-4.956,yem,1990
-19.22,yem,1991
-19.5,yem,1992
-25.64,yem,1993
-16.68,yem,1994
-19.58,yem,1995
-8.927,yem,1996
-8.813,yem,1997
-20.62,yem,1998
-2.325,yem,1999
7.379,yem,2000
0.9015,yem,2001
-0.7281,yem,2002
-1.505,yem,2003
0.9183,yem,2004
5.02,yem,2005
0.4412,yem,2006
-7.317,yem,2007
-5.571,yem,2008
-11.57,yem,2009
-4.076,yem,2010
15.07,zmb,1960
12.35,zmb,1961
9.934,zmb,1962
14.87,zmb,1963
24.05,zmb,1964
14.59,zmb,1965
13.59,zmb,1966
6.151,zmb,1967
6.592,zmb,1968
31.74,zmb,1969
16.82,zmb,1970
-2.125,zmb,1971
1.6,zmb,1972
15.83,zmb,1973
9.524,zmb,1974
-19.65,zmb,1975
4.853,zmb,1976
-2.588,zmb,1977
-3.359,zmb,1978
8.976,zmb,1979
-4.021,zmb,1980
-12.51,zmb,1981
-8.8,zmb,1982
1.423,zmb,1983
1.839,zmb,1984
-0.7608,zmb,1985
-1.708,zmb,1986
3.791,zmb,1987
7.139,zmb,1988
-7.02,zmb,1989
-0.7055,zmb,1990
-2.639,zmb,1991
-11.57,zmb,1992
-6.83,zmb,1993
-0.8193,zmb,1994
-3.749,zmb,1995
-7.55,zmb,1996
-3.885,zmb,1997
-7.666,zmb,1998
-10.54,zmb,1999
-14.39,zmb,2000
-16.25,zmb,2001
-14.04,zmb,2002
-12.35,zmb,2003
-4.415,zmb,2004
-2.075,zmb,2005
8.399,zmb,2006
6.36,zmb,2007
2.44,zmb,2008
3.448,zmb,2009
9.078,zmb,2010
-1.669,zwe,1975
2.363,zwe,1976
1.177,zwe,1977
2.036,zwe,1978
-0.8611,zwe,1979
-3.156,zwe,1980
-6.48,zwe,1981
-5.294,zwe,1982
-3.031,zwe,1983
-0.2439,zwe,1984
0.1979,zwe,1985
2.528,zwe,1986
2.741,zwe,1987
3.38,zwe,1988
1.622,zwe,1989
0.07444,zwe,1990
-3.285,zwe,1991
-9.258,zwe,1992
-1.728,zwe,1993
-1.92,zwe,1994
-2.684,zwe,1995
0.1905,zwe,1996
-7.015,zwe,1997
-1.728,zwe,1998
3.895,zwe,1999
2.252,zwe,2000
2.02,zwe,2001
-3.138,zwe,2002
-5.658,zwe,2003
-7.1,zwe,2004
-8.946,zwe,2005
-10.91,zwe,2006
-8.602,zwe,2007
-26.59,zwe,2008
-31.93,zwe,2009
-29.73,zwe,2010
