geo,oil_production_total,time
qat,33550000,1998
qat,34280000,1999
qat,36120000,2000
qat,35690000,2001
qat,35240000,2002
qat,40780000,2003
qat,46040000,2004
qat,47290000,2005
qat,50910000,2006
qat,53610000,2007
qat,60840000,2008
qat,57870000,2009
qat,65690000,2010
qat,71050000,2011
rou,12820000,1965
rou,13080000,1966
rou,13460000,1967
rou,13540000,1968
rou,13550000,1969
rou,13680000,1970
rou,14090000,1971
rou,14430000,1972
rou,14640000,1973
rou,14840000,1974
rou,14980000,1975
rou,15090000,1976
rou,15040000,1977
rou,14110000,1978
rou,12710000,1979
rou,12000000,1980
rou,12130000,1981
rou,12230000,1982
rou,12080000,1983
rou,11940000,1984
rou,11250000,1985
rou,10660000,1986
rou,10030000,1987
rou,9839000,1988
rou,9623000,1989
rou,8136000,1990
rou,7008000,1991
rou,6827000,1992
rou,6929000,1993
rou,6974000,1994
rou,6951000,1995
rou,6852000,1996
rou,6750000,1997
rou,6553000,1998
rou,6379000,1999
rou,6287000,2000
rou,6238000,2001
rou,6072000,2002
rou,5890000,2003
rou,5705000,2004
rou,5437000,2005
rou,4996000,2006
rou,4745000,2007
rou,4719000,2008
rou,4498000,2009
rou,4287000,2010
rou,4222000,2011
rus,0,1965
rus,0,1966
rus,0,1967
rus,0,1968
rus,0,1969
rus,0,1970
rus,0,1971
rus,0,1972
rus,0,1973
rus,0,1974
rus,0,1975
rus,0,1976
rus,0,1977
rus,0,1978
rus,0,1979
rus,0,1980
rus,0,1981
rus,0,1982
rus,0,1983
rus,0,1984
rus,542300000,1985
rus,561200000,1986
rus,569500000,1987
rus,568800000,1988
rus,552200000,1989
rus,515900000,1990
rus,461900000,1991
rus,398800000,1992
rus,354900000,1993
rus,317600000,1994
rus,310700000,1995
rus,302900000,1996
rus,307400000,1997
rus,304300000,1998
rus,304800000,1999
rus,323300000,2000
rus,348100000,2001
rus,379600000,2002
rus,421400000,2003
rus,458800000,2004
rus,470000000,2005
rus,480500000,2006
rus,491300000,2007
rus,488500000,2008
rus,494200000,2009
rus,505100000,2010
rus,511400000,2011
sau,111000000,1965
sau,130800000,1966
sau,141300000,1967
sau,154200000,1968
sau,162700000,1969
sau,192200000,1970
sau,240800000,1971
sau,304200000,1972
sau,384000000,1973
sau,429700000,1974
sau,359300000,1975
sau,437300000,1976
sau,468400000,1977
sau,424400000,1978
sau,488000000,1979
sau,509800000,1980
sau,506300000,1981
sau,340200000,1982
sau,240300000,1983
sau,219000000,1984
sau,172100000,1985
sau,252600000,1986
sau,221100000,1987
sau,276500000,1988
sau,271100000,1989
sau,342600000,1990
sau,428400000,1991
sau,442400000,1992
sau,432800000,1993
sau,437200000,1994
sau,437200000,1995
sau,445400000,1996
sau,453200000,1997
sau,454400000,1998
sau,422400000,1999
sau,455000000,2000
sau,439400000,2001
sau,424100000,2002
sau,483800000,2003
sau,504300000,2004
sau,524900000,2005
sau,512400000,2006
sau,492400000,2007
sau,513500000,2008
sau,462700000,2009
sau,466600000,2010
sau,525800000,2011
sdn,98520,1993
sdn,98520,1994
sdn,98520,1995
sdn,247000,1996
sdn,443300,1997
sdn,591100,1998
sdn,3103000,1999
sdn,8594000,2000
sdn,10690000,2001
sdn,11870000,2002
sdn,13050000,2003
sdn,14870000,2004
sdn,15020000,2005
sdn,16300000,2006
sdn,23050000,2007
sdn,23710000,2008
sdn,23400000,2009
sdn,22900000,2010
sdn,22310000,2011
syr,1049000,1968
syr,2639000,1969
syr,4233000,1970
syr,5278000,1971
syr,5842000,1972
syr,5527000,1973
syr,6424000,1974
syr,9561000,1975
syr,10040000,1976
syr,9113000,1977
syr,8913000,1978
syr,8316000,1979
syr,7889000,1980
syr,8166000,1981
syr,7718000,1982
syr,8017000,1983
syr,8089000,1984
syr,7932000,1985
syr,9979000,1986
syr,11480000,1987
syr,13370000,1988
syr,16940000,1989
syr,20230000,1990
syr,23470000,1991
syr,25640000,1992
syr,28130000,1993
syr,27990000,1994
syr,29610000,1995
syr,29190000,1996
syr,28670000,1997
syr,28620000,1998
syr,28750000,1999
syr,27340000,2000
syr,28910000,2001
syr,27220000,2002
syr,26230000,2003
syr,24660000,2004
syr,22360000,2005
syr,21630000,2006
syr,20630000,2007
syr,19840000,2008
syr,19940000,2009
syr,19140000,2010
syr,16520000,2011
tha,66960,1981
tha,241400,1982
tha,585000,1983
tha,1062000,1984
tha,2010000,1985
tha,2044000,1986
tha,1893000,1987
tha,2165000,1988
tha,2107000,1989
tha,2534000,1990
tha,2961000,1991
tha,3573000,1992
tha,3711000,1993
tha,3739000,1994
tha,3554000,1995
tha,4088000,1996
tha,4847000,1997
tha,4997000,1998
tha,5446000,1999
tha,6986000,2000
tha,7525000,2001
tha,8155000,2002
tha,9591000,2003
tha,9079000,2004
tha,10840000,2005
tha,11780000,2006
tha,12530000,2007
tha,13250000,2008
tha,13690000,2009
tha,13820000,2010
tha,13930000,2011
tto,6671000,1965
tto,7563000,1966
tto,8851000,1967
tto,9485000,1968
tto,7775000,1969
tto,6934000,1970
tto,6389000,1971
tto,7002000,1972
tto,8221000,1973
tto,9261000,1974
tto,10700000,1975
tto,10530000,1976
tto,11340000,1977
tto,11390000,1978
tto,10600000,1979
tto,10530000,1980
tto,9360000,1981
tto,8766000,1982
tto,7924000,1983
tto,8442000,1984
tto,8636000,1985
tto,8298000,1986
tto,7614000,1987
tto,7445000,1988
tto,7343000,1989
tto,7375000,1990
tto,7244000,1991
tto,6949000,1992
tto,6453000,1993
tto,6763000,1994
tto,6736000,1995
tto,6676000,1996
tto,6437000,1997
tto,6397000,1998
tto,6645000,1999
tto,6470000,2000
tto,6257000,2001
tto,7213000,2002
tto,7551000,2003
tto,6994000,2004
tto,7918000,2005
tto,7990000,2006
tto,6939000,2007
tto,6630000,2008
tto,6585000,2009
tto,6291000,2010
tto,5880000,2011
tun,771000,1966
tun,2241000,1967
tun,3191000,1968
tun,3707000,1969
tun,4151000,1970
tun,4109000,1971
tun,3977000,1972
tun,3878000,1973
tun,4139000,1974
tun,4609000,1975
tun,3710000,1976
tun,4304000,1977
tun,4944000,1978
tun,5536000,1979
tun,5627000,1980
tun,5407000,1981
tun,5146000,1982
tun,5532000,1983
tun,5480000,1984
tun,5408000,1985
tun,5250000,1986
tun,5007000,1987
tun,4936000,1988
tun,4960000,1989
tun,4537000,1990
tun,5226000,1991
tun,5221000,1992
tun,4674000,1993
tun,4396000,1994
tun,4246000,1995
tun,4214000,1996
tun,3822000,1997
tun,4011000,1998
tun,3972000,1999
tun,3690000,2000
tun,3359000,2001
tun,3518000,2002
tun,3199000,2003
tun,3376000,2004
tun,3439000,2005
tun,3306000,2006
tun,4608000,2007
tun,4210000,2008
tun,3950000,2009
tun,3770000,2010
tun,3674000,2011
tkm,0,1965
tkm,0,1966
tkm,0,1967
tkm,0,1968
tkm,0,1969
tkm,0,1970
tkm,0,1971
tkm,0,1972
tkm,0,1973
tkm,0,1974
tkm,0,1975
tkm,0,1976
tkm,0,1977
tkm,0,1978
tkm,0,1979
tkm,0,1980
tkm,0,1981
tkm,0,1982
tkm,0,1983
tkm,0,1984
tkm,6780000,1985
tkm,6560000,1986
tkm,6470000,1987
tkm,5720000,1988
tkm,5750000,1989
tkm,5700000,1990
tkm,5400000,1991
tkm,5200000,1992
tkm,4382000,1993
tkm,4192000,1994
tkm,4070000,1995
tkm,4355000,1996
tkm,5368000,1997
tkm,6369000,1998
tkm,7063000,1999
tkm,7160000,2000
tkm,8019000,2001
tkm,9010000,2002
tkm,10000000,2003
tkm,9599000,2004
tkm,9499000,2005
tkm,9200000,2006
tkm,9800000,2007
tkm,10300000,2008
tkm,10400000,2009
tkm,10690000,2010
tkm,10690000,2011
are,13660000,1965
are,17430000,1966
are,18500000,1967
are,24180000,1968
are,29010000,1969
are,36900000,1970
are,53560000,1971
are,63130000,1972
are,70510000,1973
are,78990000,1974
are,82130000,1975
are,94060000,1976
are,96760000,1977
are,88570000,1978
are,88670000,1979
are,84300000,1980
are,74070000,1981
are,65080000,1982
are,60840000,1983
are,59940000,1984
are,58330000,1985
are,73410000,1986
are,74580000,1987
are,75710000,1988
are,95000000,1989
are,107600000,1990
are,124500000,1991
are,118400000,1992
are,114600000,1993
are,116300000,1994
are,112300000,1995
are,117800000,1996
are,122100000,1997
are,125200000,1998
are,120200000,1999
are,122100000,2000
are,118000000,2001
are,110200000,2002
are,124500000,2003
are,131700000,2004
are,137300000,2005
are,145500000,2006
are,140700000,2007
are,142900000,2008
are,126300000,2009
are,131400000,2010
are,150100000,2011
gbr,84000,1965
gbr,78000,1966
gbr,89000,1967
gbr,84000,1968
gbr,85000,1969
gbr,156000,1970
gbr,212000,1971
gbr,333000,1972
gbr,372000,1973
gbr,410000,1974
gbr,1568000,1975
gbr,12170000,1976
gbr,38260000,1977
gbr,54010000,1978
gbr,77850000,1979
gbr,80470000,1980
gbr,89480000,1981
gbr,103200000,1982
gbr,115000000,1983
gbr,126100000,1984
gbr,127600000,1985
gbr,127100000,1986
gbr,123400000,1987
gbr,114500000,1988
gbr,91710000,1989
gbr,91600000,1990
gbr,91260000,1991
gbr,94250000,1992
gbr,100200000,1993
gbr,126500000,1994
gbr,129900000,1995
gbr,129700000,1996
gbr,127900000,1997
gbr,132600000,1998
gbr,137400000,1999
gbr,126200000,2000
gbr,116700000,2001
gbr,115900000,2002
gbr,106100000,2003
gbr,95370000,2004
gbr,84720000,2005
gbr,76580000,2006
gbr,76830000,2007
gbr,71660000,2008
gbr,68200000,2009
gbr,62960000,2010
gbr,52000000,2011
usa,427700000,1965
usa,454500000,1966
usa,484200000,1967
usa,502900000,1968
usa,511400000,1969
usa,533500000,1970
usa,525900000,1971
usa,527900000,1972
usa,514700000,1973
usa,491400000,1974
usa,469800000,1975
usa,458000000,1976
usa,462800000,1977
usa,484200000,1978
usa,477000000,1979
usa,480200000,1980
usa,478800000,1981
usa,480700000,1982
usa,483000000,1983
usa,496100000,1984
usa,498700000,1985
usa,482300000,1986
usa,467300000,1987
usa,459100000,1988
usa,429000000,1989
usa,416600000,1990
usa,422900000,1991
usa,413000000,1992
usa,397000000,1993
usa,387500000,1994
usa,383600000,1995
usa,382100000,1996
usa,380000000,1997
usa,368100000,1998
usa,352600000,1999
usa,352600000,2000
usa,349200000,2001
usa,346800000,2002
usa,338400000,2003
usa,329200000,2004
usa,313300000,2005
usa,310200000,2006
usa,309800000,2007
usa,304900000,2008
usa,328600000,2009
usa,339900000,2010
usa,352300000,2011
uzb,0,1965
uzb,0,1966
uzb,0,1967
uzb,0,1968
uzb,0,1969
uzb,0,1970
uzb,0,1971
uzb,0,1972
uzb,0,1973
uzb,0,1974
uzb,0,1975
uzb,0,1976
uzb,0,1977
uzb,0,1978
uzb,0,1979
uzb,0,1980
uzb,0,1981
uzb,0,1982
uzb,0,1983
uzb,0,1984
uzb,2310000,1985
uzb,2530000,1986
uzb,2670000,1987
uzb,2440000,1988
uzb,2700000,1989
uzb,2800000,1990
uzb,2800000,1991
uzb,3300000,1992
uzb,4001000,1993
uzb,5517000,1994
uzb,7587000,1995
uzb,7623000,1996
uzb,7891000,1997
uzb,8176000,1998
uzb,8100000,1999
uzb,7500000,2000
uzb,7176000,2001
uzb,7198000,2002
uzb,7134000,2003
uzb,6578000,2004
uzb,5449000,2005
uzb,5412000,2006
uzb,4928000,2007
uzb,4781000,2008
uzb,4455000,2009
uzb,3649000,2010
uzb,3585000,2011
ven,184100000,1965
ven,178800000,1966
ven,187900000,1967
ven,191800000,1968
ven,190800000,1969
ven,197200000,1970
ven,189900000,1971
ven,173800000,1972
ven,181400000,1973
ven,160700000,1974
ven,127100000,1975
ven,124800000,1976
ven,121500000,1977
ven,117000000,1978
ven,127400000,1979
ven,117300000,1980
ven,113600000,1981
ven,102600000,1982
ven,97270000,1983
ven,97600000,1984
ven,91500000,1985
ven,98940000,1986
ven,100300000,1987
ven,105200000,1988
ven,105700000,1989
ven,117800000,1990
ven,131300000,1991
ven,131600000,1992
ven,136100000,1993
ven,144500000,1994
ven,155300000,1995
ven,165200000,1996
ven,174400000,1997
ven,179600000,1998
ven,160900000,1999
ven,167300000,2000
ven,161600000,2001
ven,148800000,2002
ven,131400000,2003
ven,145200000,2004
ven,154500000,2005
ven,151200000,2006
ven,152100000,2007
ven,154100000,2008
ven,149900000,2009
ven,142500000,2010
ven,139600000,2011
vnm,280000,1987
vnm,690000,1988
vnm,1490000,1989
vnm,2700000,1990
vnm,3960000,1991
vnm,5490000,1992
vnm,6300000,1993
vnm,7100000,1994
vnm,7652000,1995
vnm,8850000,1996
vnm,10100000,1997
vnm,12100000,1998
vnm,14600000,1999
vnm,16200000,2000
vnm,17080000,2001
vnm,17260000,2002
vnm,17670000,2003
vnm,20830000,2004
vnm,19100000,2005
vnm,17380000,2006
vnm,16400000,2007
vnm,15350000,2008
vnm,16860000,2009
vnm,15530000,2010
vnm,15860000,2011
yem,478400,1986
yem,1244000,1987
yem,8155000,1988
yem,8515000,1989
yem,8706000,1990
yem,9424000,1991
yem,8726000,1992
yem,9895000,1993
yem,16390000,1994
yem,16660000,1995
yem,16920000,1996
yem,17730000,1997
yem,18000000,1998
yem,19170000,1999
yem,21330000,2000
yem,21510000,2001
yem,21550000,2002
yem,21140000,2003
yem,19880000,2004
yem,19610000,2005
yem,17910000,2006
yem,16070000,2007
yem,14870000,2008
yem,14430000,2009
yem,14170000,2010
yem,10770000,2011
