geo,population_growth_annual_percent_with_projections,time
mkd,1.136,1968
mkd,1.328,1973
mkd,1.375,1978
mkd,0.368,1983
mkd,0.869,1988
mkd,0.559,1993
mkd,0.484,1998
mkd,0.234,2003
mkd,0.079,2008
mkd,0.02,2013
mkd,0.005,2018
mkd,-0.089,2023
mkd,-0.203,2028
mkd,-0.313,2033
mkd,-0.397,2038
mkd,-0.449,2043
mkd,-0.487,2048
tha,2.88,1953
tha,2.994,1958
tha,3.049,1963
tha,2.883,1968
tha,2.547,1973
tha,2.249,1978
tha,2.118,1983
tha,1.513,1988
tha,1.188,1993
tha,0.721,1998
tha,1.122,2003
tha,0.654,2008
tha,0.521,2013
tha,0.426,2018
tha,0.329,2023
tha,0.228,2028
tha,0.122,2033
tha,0.025,2038
tha,-0.057,2043
tha,-0.118,2048
tls,1.274,1953
tls,1.605,1958
tls,1.835,1963
tls,1.94,1968
tls,2.129,1973
tls,-2.909,1978
tls,2.5,1983
tls,2.33,1988
tls,2.734,1993
tls,-0.8,1998
tls,3.915,2003
tls,3.329,2008
tls,3.354,2013
tls,3.104,2018
tls,2.886,2023
tls,2.568,2028
tls,2.29,2033
tls,2.12,2038
tls,2.008,2043
tls,1.877,2048
tgo,1.578,1953
tgo,1.709,1958
tgo,1.755,1963
tgo,4.414,1968
tgo,2.759,1973
tgo,2.579,1978
tgo,3.667,1983
tgo,3.203,1988
tgo,2.425,1993
tgo,3.378,1998
tgo,2.654,2003
tgo,2.471,2008
tgo,2.301,2013
tgo,2.091,2018
tgo,1.891,2023
tgo,1.718,2028
tgo,1.557,2033
tgo,1.407,2038
tgo,1.254,2043
tgo,1.1,2048
tkl,0.366,1953
tkl,3.045,1958
tkl,-0.097,1963
tkl,-3.175,1968
tkl,-0.152,1973
tkl,-0.166,1978
tkl,0.47,1983
tkl,0.187,1988
tkl,-1.404,1993
tkl,0.449,1998
tkl,-4.683,2003
tkl,-0.116,2008
tkl,-0.234,2013
tkl,0.167,2018
tkl,0.149,2023
tkl,-0.05,2028
tkl,0.05,2033
tkl,-0.216,2038
tkl,0.1,2043
tkl,0.099,2048
ton,3.657,1953
ton,3.742,1958
ton,3.816,1963
ton,3.452,1968
ton,-1.003,1973
ton,0.711,1978
ton,-0.897,1983
ton,0.413,1988
ton,0.585,1993
ton,0.247,1998
ton,0.657,2003
ton,0.462,2008
ton,0.117,2013
ton,0.653,2018
ton,0.626,2023
ton,0.65,2028
ton,0.61,2033
ton,0.449,2038
ton,0.23,2043
ton,0.049,2048
tto,2.509,1953
tto,3.127,1958
tto,1.228,1963
tto,1.596,1968
tto,0.828,1973
tto,1.335,1978
tto,1.673,1983
tto,0.712,1988
tto,0.738,1993
tto,0.476,1998
tto,0.355,2003
tto,0.382,2008
tto,0.351,2013
tto,0.234,2018
tto,0.065,2023
tto,-0.091,2028
tto,-0.228,2033
tto,-0.334,2038
tto,-0.439,2043
tto,-0.558,2048
tun,1.79,1953
tun,1.787,1958
tun,1.851,1963
tun,2.039,1968
tun,2.005,1973
tun,2.609,1978
tun,2.537,1983
tun,2.279,1988
tun,1.68,1993
tun,1.125,1998
tun,0.883,2003
tun,0.979,2008
tun,0.96,2013
tun,0.867,2018
tun,0.744,2023
tun,0.551,2028
tun,0.387,2033
tun,0.275,2038
tun,0.188,2043
tun,0.091,2048
tur,2.717,1953
tur,2.747,1958
tur,2.503,1963
tur,2.473,1968
tur,2.589,1973
tur,2.269,1978
tur,2.107,1983
tur,1.788,1988
tur,1.747,1993
tur,1.647,1998
tur,1.369,2003
tur,1.236,2008
tur,1.095,2013
tur,0.954,2018
tur,0.816,2023
tur,0.678,2028
tur,0.555,2033
tur,0.431,2038
tur,0.313,2043
tur,0.197,2048
tkm,2.254,1953
tkm,3.235,1958
tkm,3.413,1963
tkm,2.933,1968
tkm,2.821,1973
tkm,2.538,1978
tkm,2.423,1983
tkm,2.546,1988
tkm,2.649,1993
tkm,1.448,1998
tkm,1.462,2003
tkm,1.331,2008
tkm,1.245,2013
tkm,1.086,2018
tkm,0.86,2023
tkm,0.661,2028
tkm,0.551,2033
tkm,0.46,2038
tkm,0.355,2043
tkm,0.226,2048
tca,0.586,1953
tca,1.932,1958
tca,-0.193,1963
tca,-0.135,1968
tca,3.002,1973
tca,2.781,1978
tca,4.667,1983
tca,3.906,1988
tca,5.669,1993
tca,4.157,1998
tca,9.625,2003
tca,1.551,2008
tca,1.135,2013
tca,0.841,2018
tca,0.691,2023
tca,0.607,2028
tca,0.488,2033
tca,0.307,2038
tca,0.101,2043
tca,-0.072,2048
tuv,1.481,1953
tuv,1.863,1958
tuv,2.215,1963
tuv,1.352,1968
tuv,1.044,1973
tuv,0.933,1978
tuv,1.432,1983
tuv,0.558,1988
tuv,0.707,1993
tuv,0.682,1998
tuv,0.462,2003
tuv,0.422,2008
tuv,0.417,2013
tuv,0.489,2018
tuv,0.479,2023
tuv,0.378,2028
tuv,0.219,2033
tuv,0.076,2038
tuv,0.009,2043
tuv,-0.036,2048
uga,2.683,1953
uga,2.807,1958
uga,3.319,1963
uga,3.286,1968
uga,2.858,1973
uga,2.998,1978
uga,3.125,1983
uga,3.62,1988
uga,3.34,1993
uga,3.072,1998
uga,3.219,2003
uga,3.27,2008
uga,3.225,2013
uga,3.079,2018
uga,2.847,2023
uga,2.599,2028
uga,2.363,2033
uga,2.14,2038
uga,1.919,2043
uga,1.697,2048
ukr,1.448,1953
ukr,1.296,1958
ukr,1.161,1963
ukr,0.853,1968
ukr,0.706,1973
ukr,0.415,1978
ukr,0.345,1983
ukr,0.261,1988
ukr,-0.203,1993
ukr,-0.878,1998
ukr,-0.808,2003
ukr,-0.651,2008
ukr,-0.566,2013
ukr,-0.56,2018
ukr,-0.629,2023
ukr,-0.698,2028
ukr,-0.727,2033
ukr,-0.696,2038
ukr,-0.66,2043
ukr,-0.667,2048
are,2.51,1953
are,2.686,1958
are,9.38,1963
are,8.863,1968
are,17.17,1973
are,13.0,1978
are,6.575,1983
are,5.61,1988
are,5.283,1993
are,5.729,1998
are,4.667,2003
are,2.816,2008
are,1.966,2013
are,1.72,2018
are,1.527,2023
are,1.411,2028
are,1.324,2033
are,1.217,2038
are,1.096,2043
are,0.969,2048
gbr,0.229,1953
gbr,0.453,1958
gbr,0.741,1963
gbr,0.477,1968
gbr,0.201,1973
gbr,0.031,1978
gbr,0.085,1983
gbr,0.24,1988
gbr,0.279,1993
gbr,0.296,1998
gbr,0.454,2003
gbr,0.537,2008
gbr,0.519,2013
gbr,0.486,2018
gbr,0.459,2023
gbr,0.403,2028
gbr,0.344,2033
gbr,0.315,2038
gbr,0.304,2043
gbr,0.294,2048
tza,2.666,1953
tza,2.838,1958
tza,2.96,1963
tza,3.044,1968
tza,3.215,1973
tza,3.113,1978
tza,3.119,1983
tza,3.089,1988
tza,3.267,1993
tza,2.599,1998
tza,2.671,2003
tza,2.876,2008
tza,2.916,2013
tza,2.687,2018
tza,2.457,2023
tza,2.271,2028
tza,2.107,2033
tza,1.944,2038
tza,1.773,2043
tza,1.604,2048
usa,1.623,1953
usa,1.699,1958
usa,1.362,1963
usa,0.98,1968
usa,0.9,1973
usa,0.924,1978
usa,0.948,1983
usa,1.151,1988
usa,1.202,1993
usa,1.232,1998
usa,1.009,2003
usa,0.961,2008
usa,0.904,2013
usa,0.815,2018
usa,0.714,2023
usa,0.617,2028
usa,0.534,2033
usa,0.463,2038
usa,0.4,2043
usa,0.358,2048
vir,1.828,1953
vir,2.111,1958
vir,8.379,1963
vir,5.116,1968
vir,5.839,1973
vir,2.749,1978
vir,1.233,1983
vir,-0.27,1988
vir,0.719,1993
vir,0.28,1998
vir,0.208,2003
vir,-0.07,2008
vir,-0.259,2013
vir,-0.406,2018
vir,-0.583,2023
vir,-0.826,2028
vir,-1.076,2033
vir,-1.295,2038
vir,-1.477,2043
vir,-1.625,2048
ury,1.164,1953
ury,1.354,1958
ury,1.192,1963
ury,0.838,1968
ury,0.145,1973
ury,0.594,1978
ury,0.649,1983
ury,0.641,1988
ury,0.723,1993
ury,0.59,1998
ury,0.026,2003
ury,0.28,2008
ury,0.337,2013
ury,0.366,2018
ury,0.302,2023
ury,0.236,2028
ury,0.175,2033
ury,0.104,2038
ury,0.03,2043
ury,-0.04,2048
uzb,2.78,1953
uzb,3.303,1958
uzb,3.575,1963
uzb,3.14,1968
uzb,3.101,1973
uzb,2.638,1978
uzb,2.608,1983
uzb,2.423,1988
uzb,2.216,1993
uzb,1.558,1998
uzb,1.209,2003
uzb,1.09,2008
uzb,1.162,2013
uzb,1.141,2018
uzb,0.958,2023
uzb,0.731,2028
uzb,0.521,2033
uzb,0.393,2038
uzb,0.307,2043
uzb,0.205,2048
vut,2.841,1953
vut,2.985,1958
vut,3.094,1963
vut,2.874,1968
vut,3.208,1973
vut,2.972,1978
vut,2.39,1983
vut,2.479,1988
vut,2.836,1993
vut,1.936,1998
vut,2.635,2003
vut,2.543,2008
vut,2.351,2013
vut,2.127,2018
vut,1.921,2023
vut,1.741,2028
vut,1.58,2033
vut,1.42,2038
vut,1.253,2043
vut,1.09,2048
ven,4.028,1953
ven,3.923,1958
ven,3.645,1963
ven,3.294,1968
ven,3.445,1973
ven,3.394,1978
ven,2.751,1983
ven,2.613,1988
ven,2.251,1993
ven,1.993,1998
ven,1.815,2003
ven,1.663,2008
ven,1.491,2013
ven,1.311,2018
ven,1.139,2023
ven,0.979,2028
ven,0.827,2033
ven,0.68,2038
ven,0.538,2043
ven,0.432,2048
vnm,1.872,1953
vnm,2.261,1958
vnm,2.485,1963
vnm,2.373,1968
vnm,2.237,1973
vnm,2.112,1978
vnm,2.291,1983
vnm,2.052,1988
vnm,1.93,1993
vnm,1.506,1998
vnm,1.33,2003
vnm,1.145,2008
vnm,1.011,2013
vnm,0.911,2018
vnm,0.808,2023
vnm,0.654,2028
vnm,0.495,2033
vnm,0.348,2038
vnm,0.213,2043
vnm,0.09,2048
wlf,2.146,1953
wlf,1.875,1958
wlf,1.485,1963
wlf,-0.858,1968
wlf,1.242,1973
wlf,4.031,1978
wlf,3.684,1983
wlf,0.045,1988
wlf,0.67,1993
wlf,0.487,1998
wlf,0.318,2003
wlf,0.698,2008
wlf,0.707,2013
wlf,0.632,2018
wlf,0.428,2023
wlf,0.206,2028
wlf,0.077,2033
wlf,0.001,2038
wlf,-0.064,2043
wlf,-0.166,2048
esh,8.633,1953
esh,8.734,1958
esh,8.8,1963
esh,8.183,1968
esh,-0.503,1973
esh,13.96,1978
esh,4.005,1983
esh,3.686,1988
esh,3.196,1993
esh,3.933,1998
esh,6.684,2003
esh,3.719,2008
esh,3.295,2013
esh,2.894,2018
esh,1.383,2023
esh,1.109,2028
esh,0.882,2033
esh,0.726,2038
esh,0.615,2043
esh,0.5,2048
yem,1.842,1953
yem,1.969,1958
yem,2.094,1963
yem,1.945,1968
yem,2.086,1973
yem,3.337,1978
yem,3.803,1983
yem,3.891,1988
yem,4.632,1993
yem,3.162,1998
yem,2.905,2003
yem,2.86,2008
yem,2.741,2013
yem,2.571,2018
yem,2.311,2023
yem,2.054,2028
yem,1.838,2033
yem,1.651,2038
yem,1.464,2043
yem,1.261,2048
zmb,2.51,1953
zmb,2.75,1958
zmb,2.997,1963
zmb,3.14,1968
zmb,3.377,1973
zmb,3.289,1978
zmb,3.226,1983
zmb,3.069,1988
zmb,2.819,1993
zmb,2.782,1998
zmb,2.292,2003
zmb,2.434,2008
zmb,2.444,2013
zmb,2.431,2018
zmb,2.207,2023
zmb,2.012,2028
zmb,1.845,2033
zmb,1.698,2038
zmb,1.56,2043
zmb,1.428,2048
zwe,3.074,1953
zwe,3.159,1958
zwe,3.283,1963
zwe,3.264,1968
zwe,3.397,1973
zwe,3.322,1978
zwe,3.887,1983
zwe,3.357,1988
zwe,2.261,1993
zwe,1.228,1998
zwe,0.032,2003
zwe,0.269,2008
zwe,2.078,2013
zwe,2.086,2018
zwe,1.495,2023
zwe,1.312,2028
zwe,1.172,2033
zwe,1.103,2038
zwe,1.048,2043
zwe,0.943,2048
