geo,urban_population_growth_annual_percent,time
lao,3.25,1961
lao,3.242,1962
lao,3.236,1963
lao,3.235,1964
lao,3.236,1965
lao,5.394,1966
lao,5.286,1967
lao,5.225,1968
lao,5.219,1969
lao,5.236,1970
lao,5.612,1971
lao,5.615,1972
lao,5.449,1973
lao,5.074,1974
lao,4.585,1975
lao,3.77,1976
lao,3.36,1977
lao,3.174,1978
lao,3.289,1979
lao,3.61,1980
lao,4.191,1981
lao,4.482,1982
lao,4.692,1983
lao,4.782,1984
lao,4.787,1985
lao,5.064,1986
lao,5.05,1987
lao,5.026,1988
lao,4.998,1989
lao,4.96,1990
lao,5.304,1991
lao,5.218,1992
lao,5.094,1993
lao,4.927,1994
lao,4.732,1995
lao,7.484,1996
lao,7.093,1997
lao,6.732,1998
lao,6.402,1999
lao,6.1,2000
lao,6.518,2001
lao,6.195,2002
lao,5.924,2003
lao,5.711,2004
lao,5.541,2005
lao,5.625,2006
lao,5.467,2007
lao,5.308,2008
lao,5.139,2009
lao,4.966,2010
lao,4.667,2011
lva,2.394,1960
lva,2.972,1961
lva,2.801,1962
lva,2.781,1963
lva,2.76,1964
lva,2.528,1965
lva,2.117,1966
lva,2.124,1967
lva,2.289,1968
lva,2.142,1969
lva,1.967,1970
lva,1.856,1971
lva,1.924,1972
lva,1.941,1973
lva,1.972,1974
lva,1.854,1975
lva,1.515,1976
lva,1.472,1977
lva,1.411,1978
lva,1.208,1979
lva,1.109,1980
lva,0.7426,1981
lva,0.8956,1982
lva,1.02,1983
lva,1.058,1984
lva,1.083,1985
lva,1.013,1986
lva,1.222,1987
lva,1.217,1988
lva,0.7081,1989
lva,0.05674,1990
lva,-0.6176,1991
lva,-1.522,1992
lva,-2.117,1993
lva,-1.819,1994
lva,-1.571,1995
lva,-1.325,1996
lva,-1.196,1997
lva,-1.143,1998
lva,-1.014,1999
lva,-0.9351,2000
lva,-0.78,2001
lva,-0.718,2002
lva,-0.5893,2003
lva,-0.5597,2004
lva,-0.5532,2005
lva,-0.6312,2006
lva,-0.6028,2007
lva,-0.5243,2008
lva,-0.5819,2009
lva,-0.7882,2010
lva,-0.8555,2011
lbn,6.045,1960
lbn,7.068,1961
lbn,6.86,1962
lbn,6.617,1963
lbn,6.334,1964
lbn,6.035,1965
lbn,5.675,1966
lbn,5.367,1967
lbn,5.19,1968
lbn,5.178,1969
lbn,5.257,1970
lbn,5.061,1971
lbn,5.13,1972
lbn,4.953,1973
lbn,4.466,1974
lbn,3.795,1975
lbn,2.82,1976
lbn,2.209,1977
lbn,1.827,1978
lbn,1.772,1979
lbn,1.953,1980
lbn,2.002,1981
lbn,2.25,1982
lbn,2.342,1983
lbn,2.2,1984
lbn,1.92,1985
lbn,1.03,1986
lbn,0.791,1987
lbn,0.9122,1988
lbn,1.526,1989
lbn,2.448,1990
lbn,3.009,1991
lbn,3.809,1992
lbn,4.136,1993
lbn,3.884,1994
lbn,3.275,1995
lbn,2.453,1996
lbn,1.909,1997
lbn,1.569,1998
lbn,1.526,1999
lbn,1.682,2000
lbn,1.738,2001
lbn,1.843,2002
lbn,1.847,2003
lbn,1.711,2004
lbn,1.483,2005
lbn,1.236,2006
lbn,1.039,2007
lbn,0.9023,2008
lbn,0.8493,2009
lbn,0.8566,2010
lbn,0.8778,2011
lso,10.9,1960
lso,17.55,1961
lso,15.45,1962
lso,13.86,1963
lso,12.62,1964
lso,11.61,1965
lso,8.872,1966
lso,8.467,1967
lso,8.102,1968
lso,7.765,1969
lso,7.458,1970
lso,7.056,1971
lso,6.82,1972
lso,6.651,1973
lso,6.557,1974
lso,6.513,1975
lso,3.624,1976
lso,3.716,1977
lso,3.775,1978
lso,3.793,1979
lso,3.777,1980
lso,3.194,1981
lso,3.174,1982
lso,3.106,1983
lso,2.983,1984
lso,2.827,1985
lso,5.848,1986
lso,5.573,1987
lso,5.347,1988
lso,5.18,1989
lso,5.057,1990
lso,6.004,1991
lso,5.808,1992
lso,5.651,1993
lso,5.536,1994
lso,5.443,1995
lso,5.412,1996
lso,5.328,1997
lso,5.167,1998
lso,4.905,1999
lso,4.583,2000
lso,4.525,2001
lso,4.217,2002
lso,3.983,2003
lso,3.85,2004
lso,3.792,2005
lso,3.977,2006
lso,3.915,2007
lso,3.855,2008
lso,3.79,2009
lso,3.72,2010
lso,3.703,2011
lbr,6.342,1960
lbr,6.052,1961
lbr,5.954,1962
lbr,5.867,1963
lbr,5.791,1964
lbr,5.725,1965
lbr,6.05,1966
lbr,5.968,1967
lbr,5.895,1968
lbr,5.831,1969
lbr,5.774,1970
lbr,6.044,1971
lbr,5.97,1972
lbr,5.907,1973
lbr,5.859,1974
lbr,5.817,1975
lbr,5.989,1976
lbr,5.855,1977
lbr,5.803,1978
lbr,5.853,1979
lbr,5.932,1980
lbr,5.7,1981
lbr,5.739,1982
lbr,5.404,1983
lbr,4.618,1984
lbr,3.57,1985
lbr,1.29,1986
lbr,0.4483,1987
lbr,-0.2066,1988
lbr,-0.5807,1989
lbr,-0.6826,1990
lbr,-0.8728,1991
lbr,-0.9785,1992
lbr,-0.3464,1993
lbr,1.261,1994
lbr,3.44,1995
lbr,5.881,1996
lbr,7.661,1997
lbr,8.147,1998
lbr,7.26,1999
lbr,5.679,2000
lbr,3.953,2001
lbr,2.681,2002
lbr,2.131,2003
lbr,2.56,2004
lbr,3.613,2005
lbr,4.796,2006
lbr,5.567,2007
lbr,5.827,2008
lbr,5.477,2009
lbr,4.776,2010
lbr,4.105,2011
lby,6.794,1960
lby,8.217,1961
lby,7.965,1962
lby,7.789,1963
lby,7.708,1964
lby,7.688,1965
lby,13.06,1966
lby,12.4,1967
lby,11.83,1968
lby,11.32,1969
lby,10.86,1970
lby,9.363,1971
lby,9.133,1972
lby,8.92,1973
lby,8.721,1974
lby,8.538,1975
lby,6.522,1976
lby,6.422,1977
lby,6.431,1978
lby,6.568,1979
lby,6.749,1980
lby,6.404,1981
lby,6.495,1982
lby,6.316,1983
lby,5.831,1984
lby,5.179,1985
lby,3.169,1986
lby,2.636,1987
lby,2.26,1988
lby,2.09,1989
lby,2.063,1990
lby,2.068,1991
lby,2.044,1992
lby,2.018,1993
lby,1.977,1994
lby,1.929,1995
lby,1.91,1996
lby,1.892,1997
lby,1.895,1998
lby,1.92,1999
lby,1.959,2000
lby,2.034,2001
lby,2.051,2002
lby,2.083,2003
lby,2.134,2004
lby,2.184,2005
lby,2.309,2006
lby,2.352,2007
lby,2.261,2008
lby,2.002,2009
lby,1.646,2010
lby,1.281,2011
lie,2.352,1960
lie,1.407,1961
lie,1.407,1962
lie,1.439,1963
lie,1.521,1964
lie,1.622,1965
lie,1.684,1966
lie,1.737,1967
lie,1.683,1968
lie,1.497,1969
lie,1.228,1970
lie,1.904,1971
lie,1.665,1972
lie,1.5,1973
lie,1.438,1974
lie,1.443,1975
lie,1.551,1976
lie,1.551,1977
lie,1.546,1978
lie,1.525,1979
lie,1.496,1980
lie,0.8038,1981
lie,0.7873,1982
lie,0.7481,1983
lie,0.71,1984
lie,0.6655,1985
lie,0.5703,1986
lie,0.5315,1987
lie,0.5007,1988
lie,0.488,1989
lie,0.4891,1990
lie,0.7877,1991
lie,0.788,1992
lie,0.7813,1993
lie,0.7646,1994
lie,0.7353,1995
lie,-0.4112,1996
lie,-0.47,1997
lie,-0.5195,1998
lie,-0.5633,1999
lie,-0.5987,2000
lie,0.6393,2001
lie,0.6259,2002
lie,0.5893,2003
lie,0.5128,2004
lie,0.4183,2005
lie,0.4731,2006
lie,0.385,2007
lie,0.3325,2008
lie,0.3147,2009
lie,0.3332,2010
lie,0.5178,2011
ltu,4.041,1960
ltu,4.104,1961
ltu,3.837,1962
ltu,3.614,1963
ltu,3.566,1964
ltu,3.498,1965
ltu,3.495,1966
ltu,3.422,1967
ltu,3.298,1968
ltu,3.047,1969
ltu,3.118,1970
ltu,3.689,1971
ltu,3.468,1972
ltu,3.284,1973
ltu,3.181,1974
ltu,3.071,1975
ltu,2.761,1976
ltu,2.699,1977
ltu,2.601,1978
ltu,2.38,1979
ltu,2.257,1980
ltu,1.838,1981
ltu,1.949,1982
ltu,2.037,1983
ltu,2.044,1984
ltu,2.06,1985
ltu,1.745,1986
ltu,1.815,1987
ltu,1.832,1988
ltu,1.558,1989
ltu,1.124,1990
ltu,0.08189,1991
ltu,-0.1969,1992
ltu,-0.5625,1993
ltu,-0.7825,1994
ltu,-0.8583,1995
ltu,-0.8493,1996
ltu,-0.8268,1997
ltu,-0.8135,1998
ltu,-0.7986,1999
ltu,-0.7926,2000
ltu,-0.6275,2001
ltu,-0.4567,2002
ltu,-0.5345,2003
ltu,-0.6455,2004
ltu,-0.7268,2005
ltu,-0.4842,2006
ltu,-0.4358,2007
ltu,-0.4103,2008
ltu,-0.4478,2009
ltu,-1.479,2010
ltu,-2.413,2011
lux,1.428,1960
lux,1.6,1961
lux,1.909,1962
lux,1.718,1963
lux,1.794,1964
lux,1.808,1965
lux,1.389,1966
lux,0.9937,1967
lux,0.9153,1968
lux,1.146,1969
lux,1.146,1970
lux,1.737,1971
lux,1.99,1972
lux,1.876,1973
lux,2.069,1974
lux,1.852,1975
lux,1.203,1976
lux,0.8764,1977
lux,0.8773,1978
lux,0.9273,1979
lux,1.044,1980
lux,0.4513,1981
lux,0.2384,1982
lux,0.1826,1983
lux,0.2586,1984
lux,0.3488,1985
lux,0.5176,1986
lux,0.7169,1987
lux,0.7944,1988
lux,1.041,1989
lux,1.32,1990
lux,1.819,1991
lux,1.806,1992
lux,1.817,1993
lux,1.835,1994
lux,1.875,1995
lux,1.568,1996
lux,1.46,1997
lux,1.45,1998
lux,1.556,1999
lux,1.549,2000
lux,1.232,2001
lux,1.09,2002
lux,1.257,2003
lux,1.463,2004
lux,1.572,2005
lux,1.894,2006
lux,1.843,2007
lux,2.085,2008
lux,2.148,2009
lux,2.121,2010
lux,2.229,2011
mac,0.7174,1960
mac,2.309,1961
mac,3.494,1962
mac,4.34,1963
mac,4.754,1964
mac,4.828,1965
mac,4.881,1966
mac,4.856,1967
mac,4.429,1968
mac,3.569,1969
mac,2.468,1970
mac,1.319,1971
mac,0.3344,1972
mac,-0.3905,1973
mac,-0.7359,1974
mac,-0.7615,1975
mac,-0.8019,1976
mac,-0.7657,1977
mac,-0.3945,1978
mac,0.3798,1979
mac,1.42,1980
mac,2.59,1981
mac,3.55,1982
mac,4.212,1983
mac,4.494,1984
mac,4.501,1985
mac,4.374,1986
mac,4.328,1987
mac,4.115,1988
mac,3.734,1989
mac,3.259,1990
mac,2.713,1991
mac,2.276,1992
mac,1.945,1993
mac,1.757,1994
mac,1.679,1995
mac,1.607,1996
mac,1.548,1997
mac,1.559,1998
mac,1.647,1999
mac,1.788,2000
mac,1.926,2001
mac,2.07,2002
mac,2.197,2003
mac,2.296,2004
mac,2.367,2005
mac,2.437,2006
mac,2.491,2007
mac,2.491,2008
mac,2.426,2009
mac,2.319,2010
mac,2.197,2011
mkd,4.049,1960
mkd,4.621,1961
mkd,4.745,1962
mkd,4.78,1963
mkd,4.676,1964
mkd,4.48,1965
mkd,4.459,1966
mkd,4.289,1967
mkd,4.163,1968
mkd,4.1,1969
mkd,4.079,1970
mkd,2.709,1971
mkd,2.722,1972
mkd,2.747,1973
mkd,2.787,1974
mkd,2.825,1975
mkd,2.659,1976
mkd,2.698,1977
mkd,2.621,1978
mkd,2.395,1979
mkd,2.078,1980
mkd,1.463,1981
mkd,1.16,1982
mkd,1.003,1983
mkd,1.051,1984
mkd,1.243,1985
mkd,1.437,1986
mkd,1.623,1987
mkd,1.721,1988
mkd,1.689,1989
mkd,1.566,1990
mkd,1.368,1991
mkd,1.259,1992
mkd,1.179,1993
mkd,1.144,1994
mkd,1.141,1995
mkd,0.3759,1996
mkd,0.3688,1997
mkd,0.3511,1998
mkd,0.317,1999
mkd,0.2721,2000
mkd,0.2439,2001
mkd,0.2028,2002
mkd,0.1714,2003
mkd,0.1536,2004
mkd,0.1455,2005
mkd,0.2895,2006
mkd,0.2815,2007
mkd,0.2698,2008
mkd,0.2519,2009
mkd,0.2296,2010
mkd,0.3751,2011
mdg,5.229,1960
mdg,5.599,1961
mdg,5.525,1962
mdg,5.455,1963
mdg,5.388,1964
mdg,5.325,1965
mdg,5.239,1966
mdg,5.186,1967
mdg,5.144,1968
mdg,5.115,1969
mdg,5.095,1970
mdg,5.783,1971
mdg,5.72,1972
mdg,5.659,1973
mdg,5.598,1974
mdg,5.536,1975
mdg,5.431,1976
mdg,5.379,1977
mdg,5.299,1978
mdg,5.183,1979
mdg,5.051,1980
mdg,5.147,1981
mdg,5.026,1982
mdg,4.953,1983
mdg,4.938,1984
mdg,4.963,1985
mdg,5.206,1986
mdg,5.221,1987
mdg,5.228,1988
mdg,5.219,1989
mdg,5.201,1990
mdg,4.845,1991
mdg,4.841,1992
mdg,4.84,1993
mdg,4.843,1994
mdg,4.847,1995
mdg,4.156,1996
mdg,4.168,1997
mdg,4.163,1998
mdg,4.139,1999
mdg,4.103,2000
mdg,4.331,2001
mdg,4.287,2002
mdg,4.246,2003
mdg,4.211,2004
mdg,4.179,2005
mdg,5.119,2006
mdg,5.055,2007
mdg,4.99,2008
mdg,4.924,2009
mdg,4.859,2010
mdg,4.841,2011
mwi,4.543,1960
mwi,4.642,1961
mwi,4.646,1962
mwi,4.641,1963
mwi,4.623,1964
mwi,4.601,1965
mwi,7.044,1966
mwi,6.875,1967
mwi,6.76,1968
mwi,6.705,1969
mwi,6.69,1970
mwi,8.119,1971
mwi,7.98,1972
mwi,7.839,1973
mwi,7.685,1974
mwi,7.524,1975
mwi,6.913,1976
mwi,6.857,1977
mwi,6.708,1978
mwi,6.447,1979
mwi,6.145,1980
mwi,5.106,1981
mwi,4.811,1982
mwi,4.931,1983
mwi,5.564,1984
mwi,6.442,1985
mwi,7.975,1986
mwi,8.562,1987
mwi,8.406,1988
mwi,7.429,1989
mwi,6.024,1990
mwi,5.043,1991
mwi,3.84,1992
mwi,3.156,1993
mwi,3.19,1994
mwi,3.733,1995
mwi,3.888,1996
mwi,4.409,1997
mwi,4.735,1998
mwi,4.775,1999
mwi,4.629,2000
mwi,3.248,2001
mwi,3.203,2002
mwi,3.2,2003
mwi,3.259,2004
mwi,3.357,2005
mwi,3.513,2006
mwi,3.586,2007
mwi,3.652,2008
mwi,3.709,2009
mwi,3.757,2010
mwi,4.148,2011
mys,5.54,1960
mys,5.699,1961
mys,5.687,1962
mys,5.607,1963
mys,5.447,1964
mys,5.238,1965
mys,5.168,1966
mys,4.973,1967
mys,4.814,1968
mys,4.705,1969
mys,4.631,1970
mys,4.956,1971
mys,4.876,1972
mys,4.791,1973
mys,4.697,1974
mys,4.603,1975
mys,4.615,1976
mys,4.542,1977
mys,4.501,1978
mys,4.497,1979
mys,4.518,1980
mys,4.286,1981
mys,4.313,1982
mys,4.353,1983
mys,4.407,1984
mys,4.463,1985
mys,4.546,1986
mys,4.584,1987
mys,4.571,1988
mys,4.497,1989
mys,4.385,1990
mys,5.044,1991
mys,4.905,1992
mys,4.791,1993
mys,4.713,1994
mys,4.658,1995
mys,4.742,1996
mys,4.669,1997
mys,4.591,1998
mys,4.507,1999
mys,4.415,2000
mys,4.111,2001
mys,4.031,2002
mys,3.927,2003
mys,3.793,2004
mys,3.643,2005
mys,3.148,2006
mys,3.02,2007
mys,2.923,2008
mys,2.868,2009
mys,2.841,2010
mys,2.537,2011
mdv,2.472,1960
mdv,3.221,1961
mdv,3.266,1962
mdv,3.244,1963
mdv,3.139,1964
mdv,2.997,1965
mdv,3.077,1966
mdv,2.943,1967
mdv,2.947,1968
mdv,3.126,1969
mdv,3.411,1970
mdv,11.72,1971
mdv,11.27,1972
mdv,10.79,1973
mdv,10.19,1974
mdv,9.554,1975
mdv,8.429,1976
mdv,7.982,1977
mdv,7.696,1978
mdv,7.602,1979
mdv,7.63,1980
mdv,6.203,1981
mdv,6.297,1982
mdv,6.319,1983
mdv,6.246,1984
mdv,6.109,1985
mdv,3.724,1986
mdv,3.642,1987
mdv,3.532,1988
mdv,3.391,1989
mdv,3.233,1990
mdv,2.645,1991
mdv,2.487,1992
mdv,2.336,1993
mdv,2.193,1994
mdv,2.061,1995
mdv,3.688,1996
mdv,3.541,1997
mdv,3.412,1998
mdv,3.305,1999
mdv,3.215,2000
mdv,5.924,2001
mdv,5.694,2002
mdv,5.481,2003
mdv,5.282,2004
mdv,5.098,2005
mdv,5.039,2006
mdv,4.873,2007
mdv,4.727,2008
mdv,4.602,2009
mdv,4.493,2010
mdv,4.081,2011
mli,4.365,1960
mli,4.004,1961
mli,3.934,1962
mli,3.881,1963
mli,3.846,1964
mli,3.826,1965
mli,4.087,1966
mli,4.06,1967
mli,4.048,1968
mli,4.053,1969
mli,4.068,1970
mli,4.352,1971
mli,4.355,1972
mli,4.338,1973
mli,4.293,1974
mli,4.229,1975
mli,4.544,1976
mli,4.457,1977
mli,4.402,1978
mli,4.387,1979
mli,4.396,1980
mli,4.737,1981
mli,4.738,1982
mli,4.658,1983
mli,4.477,1984
mli,4.24,1985
mli,3.775,1986
mli,3.586,1987
mli,3.527,1988
mli,3.635,1989
mli,3.857,1990
mli,4.017,1991
mli,4.229,1992
mli,4.375,1993
mli,4.429,1994
mli,4.422,1995
mli,4.679,1996
mli,4.67,1997
mli,4.679,1998
mli,4.715,1999
mli,4.765,2000
mli,5.13,2001
mli,5.145,2002
mli,5.142,2003
mli,5.117,2004
mli,5.076,2005
mli,5.136,2006
mli,5.087,2007
mli,5.032,2008
mli,4.974,2009
mli,4.913,2010
mli,4.886,2011
mlt,0.9999,1960
mlt,-0.4664,1961
mlt,-0.4835,1962
mlt,-0.4852,1963
mlt,-0.4715,1964
mlt,-0.8332,1965
mlt,-1.164,1966
mlt,-1.193,1967
mlt,-1.207,1968
mlt,-1.204,1969
mlt,-0.5718,1970
mlt,0.02611,1971
mlt,-0.07304,1972
mlt,-0.07311,1973
mlt,-0.05794,1974
mlt,0.744,1975
mlt,0.5184,1976
mlt,0.4,1977
mlt,1.051,1978
mlt,1.023,1979
mlt,1.058,1980
mlt,0.7449,1981
mlt,2.155,1982
mlt,1.419,1983
mlt,0.03045,1984
mlt,1.766,1985
mlt,1.794,1986
mlt,0.8115,1987
mlt,0.9438,1988
mlt,1.096,1989
mlt,1.101,1990
mlt,1.124,1991
mlt,1.108,1992
mlt,1.073,1993
mlt,1.008,1994
mlt,0.7993,1995
mlt,0.9189,1996
mlt,0.9929,1997
mlt,0.9161,1998
mlt,0.7966,1999
mlt,0.835,2000
mlt,3.289,2001
mlt,1.021,2002
mlt,0.9323,2003
mlt,0.9455,2004
mlt,0.9113,2005
mlt,0.8535,2006
mlt,0.8664,2007
mlt,0.9244,2008
mlt,0.7117,2009
mlt,0.6999,2010
mlt,0.8804,2011
mhl,5.1,1960
mhl,6.52,1961
mhl,6.978,1962
mhl,7.196,1963
mhl,7.096,1964
mhl,6.801,1965
mhl,8.124,1966
mhl,7.744,1967
mhl,7.601,1968
mhl,7.717,1969
mhl,8.007,1970
mhl,7.009,1971
mhl,7.292,1972
mhl,7.305,1973
mhl,7.007,1974
mhl,6.551,1975
mhl,2.946,1976
mhl,2.628,1977
mhl,2.541,1978
mhl,2.731,1979
mhl,3.083,1980
mhl,5.448,1981
mhl,5.642,1982
mhl,5.787,1983
mhl,5.88,1984
mhl,5.899,1985
mhl,5.76,1986
mhl,5.712,1987
mhl,5.421,1988
mhl,4.861,1989
mhl,4.153,1990
mhl,2.98,1991
mhl,2.35,1992
mhl,1.858,1993
mhl,1.549,1994
mhl,1.375,1995
mhl,1.233,1996
mhl,1.084,1997
mhl,0.9335,1998
mhl,0.7699,1999
mhl,0.6039,2000
mhl,0.4405,2001
mhl,0.3404,2002
mhl,0.3207,2003
mhl,0.4147,2004
mhl,0.5914,2005
mhl,0.7797,2006
mhl,0.975,2007
mhl,1.19,2008
mhl,1.413,2009
mhl,1.635,2010
mhl,1.858,2011
mrt,9.827,1960
mrt,11.74,1961
mrt,11.02,1962
mrt,10.4,1963
mrt,9.865,1964
mrt,9.399,1965
mrt,11.32,1966
mrt,10.65,1967
mrt,10.08,1968
mrt,9.613,1969
mrt,9.212,1970
mrt,10.82,1971
mrt,10.26,1972
mrt,9.774,1973
mrt,9.341,1974
mrt,8.954,1975
mrt,9.336,1976
mrt,8.943,1977
mrt,8.591,1978
mrt,8.275,1979
mrt,7.987,1980
mrt,8.299,1981
mrt,8.007,1982
mrt,7.728,1983
mrt,7.454,1984
mrt,7.192,1985
mrt,5.32,1986
mrt,5.209,1987
mrt,5.128,1988
mrt,5.082,1989
mrt,5.06,1990
mrt,2.794,1991
mrt,2.828,1992
mrt,2.857,1993
mrt,2.879,1994
mrt,2.894,1995
mrt,2.903,1996
mrt,2.911,1997
mrt,2.923,1998
mrt,2.941,1999
mrt,2.959,2000
mrt,3.077,2001
mrt,3.079,2002
mrt,3.056,2003
mrt,3.004,2004
mrt,2.933,2005
mrt,3.112,2006
mrt,3.04,2007
mrt,2.968,2008
mrt,2.897,2009
mrt,2.829,2010
mrt,3.013,2011
mus,4.253,1960
mus,5.473,1961
mus,5.064,1962
mus,4.788,1963
mus,4.54,1964
mus,4.319,1965
mus,4.762,1966
mus,4.56,1967
mus,4.38,1968
mus,4.222,1969
mus,4.084,1970
mus,2.258,1971
mus,2.181,1972
mus,2.148,1973
mus,2.173,1974
mus,2.229,1975
mus,1.109,1976
mus,1.121,1977
mus,1.112,1978
mus,1.076,1979
mus,1.007,1980
mus,1.338,1981
mus,1.168,1982
mus,0.997,1983
mus,0.8265,1984
mus,0.6559,1985
mus,1.592,1986
mus,1.521,1987
mus,1.51,1988
mus,1.499,1989
mus,1.655,1990
mus,0.7984,1991
mus,1.034,1992
mus,0.9029,1993
mus,1.117,1994
mus,0.5757,1995
mus,0.7387,1996
mus,0.9672,1997
mus,0.7657,1998
mus,0.9847,1999
mus,0.6953,2000
mus,0.8601,2001
mus,0.6255,2002
mus,0.806,2003
mus,0.6296,2004
mus,0.5647,2005
mus,0.5665,2006
mus,0.4225,2007
mus,0.4544,2008
mus,0.3171,2009
mus,0.2693,2010
mus,0.4435,2011
mex,4.71,1960
mex,4.873,1961
mex,4.788,1962
mex,4.699,1963
mex,4.61,1964
mex,4.526,1965
mex,4.401,1966
mex,4.319,1967
mex,4.278,1968
mex,4.288,1969
mex,4.326,1970
mex,4.247,1971
mex,4.264,1972
mex,4.251,1973
mex,4.198,1974
mex,4.117,1975
mex,3.99,1976
mex,3.913,1977
mex,3.8,1978
mex,3.648,1979
mex,3.475,1980
mex,3.001,1981
mex,2.847,1982
mex,2.751,1983
mex,2.727,1984
mex,2.752,1985
mex,2.749,1986
mex,2.768,1987
mex,2.763,1988
mex,2.723,1989
mex,2.658,1990
mex,2.444,1991
mex,2.386,1992
mex,2.335,1993
mex,2.295,1994
mex,2.261,1995
mex,2.072,1996
mex,2.04,1997
mex,1.988,1998
mex,1.911,1999
mex,1.82,2000
mex,1.785,2001
mex,1.701,2002
mex,1.648,2003
mex,1.636,2004
mex,1.652,2005
mex,1.658,2006
mex,1.672,2007
mex,1.673,2008
mex,1.655,2009
mex,1.623,2010
mex,1.561,2011
fsm,4.313,1960
fsm,4.226,1961
fsm,4.147,1962
fsm,4.161,1963
fsm,4.295,1964
fsm,4.464,1965
fsm,4.763,1966
fsm,4.905,1967
fsm,4.68,1968
fsm,4.015,1969
fsm,3.111,1970
fsm,1.934,1971
fsm,1.145,1972
fsm,0.8145,1973
fsm,1.12,1974
fsm,1.881,1975
fsm,2.398,1976
fsm,3.092,1977
fsm,3.592,1978
fsm,3.804,1979
fsm,3.812,1980
fsm,3.137,1981
fsm,3.153,1982
fsm,3.075,1983
fsm,2.905,1984
fsm,2.675,1985
fsm,2.359,1986
fsm,2.091,1987
fsm,1.945,1988
fsm,1.963,1989
fsm,2.069,1990
fsm,1.909,1991
fsm,1.978,1992
fsm,1.815,1993
fsm,1.358,1994
fsm,0.7251,1995
fsm,-1.585,1996
fsm,-2.219,1997
fsm,-2.628,1998
fsm,-2.708,1999
fsm,-2.548,2000
fsm,0.1744,2001
fsm,0.4074,2002
fsm,0.5526,2003
fsm,0.5533,2004
fsm,0.4516,2005
fsm,0.5022,2006
fsm,0.44,2007
fsm,0.4136,2008
fsm,0.4434,2009
fsm,0.5135,2010
fsm,0.8691,2011
mda,5.727,1960
mda,5.845,1961
mda,5.598,1962
mda,5.367,1963
mda,5.076,1964
mda,4.873,1965
mda,4.899,1966
mda,4.668,1967
mda,4.449,1968
mda,4.34,1969
mda,4.27,1970
mda,3.96,1971
mda,3.909,1972
mda,3.797,1973
mda,3.627,1974
mda,3.465,1975
mda,3.253,1976
mda,3.102,1977
mda,2.956,1978
mda,2.964,1979
mda,2.971,1980
mda,2.797,1981
mda,2.841,1982
mda,2.826,1983
mda,2.784,1984
mda,2.687,1985
mda,2.056,1986
mda,1.98,1987
mda,1.878,1988
mda,1.724,1989
mda,1.519,1990
mda,0.06983,1991
mda,-0.1198,1992
mda,-0.3091,1993
mda,-0.4989,1994
mda,-0.715,1995
mda,-0.9395,1996
mda,-0.9657,1997
mda,-0.9387,1998
mda,-0.9142,1999
mda,-0.9653,2000
mda,-0.8652,2001
mda,-0.8774,2002
mda,-0.9317,2003
mda,-0.9019,2004
mda,-0.9017,2005
mda,1.464,2006
mda,1.463,2007
mda,1.485,2008
mda,1.521,2009
mda,1.521,2010
mda,1.436,2011
mco,1.31,1960
mco,0.9353,1961
mco,0.5979,1962
mco,0.3775,1963
mco,0.3584,1964
mco,0.467,1965
mco,0.6004,1966
mco,0.6967,1967
mco,0.8125,1968
mco,0.9168,1969
mco,1.023,1970
mco,1.171,1971
mco,1.302,1972
mco,1.321,1973
mco,1.2,1974
mco,1.003,1975
mco,0.7446,1976
mco,0.5549,1977
mco,0.5284,1978
mco,0.7196,1979
mco,1.064,1980
mco,1.45,1981
mco,1.764,1982
mco,1.945,1983
mco,1.965,1984
mco,1.871,1985
mco,1.748,1986
mco,1.657,1987
mco,1.576,1988
mco,1.512,1989
mco,1.464,1990
mco,1.395,1991
mco,1.316,1992
mco,1.28,1993
mco,1.298,1994
mco,1.342,1995
mco,1.417,1996
mco,1.45,1997
mco,1.374,1998
mco,1.143,1999
mco,0.8175,2000
mco,0.4601,2001
mco,0.1501,2002
mco,-0.05095,2003
mco,-0.1161,2004
mco,-0.06237,2005
mco,0.01985,2006
mco,0.07936,2007
mco,0.1161,2008
mco,0.116,2009
mco,0.08476,2010
mco,0.05647,2011
mng,7.745,1960
mng,6.303,1961
mng,6.355,1962
mng,6.342,1963
mng,6.247,1964
mng,6.1,1965
mng,4.314,1966
mng,4.244,1967
mng,4.202,1968
mng,4.199,1969
mng,4.218,1970
mng,4.531,1971
mng,4.523,1972
mng,4.486,1973
mng,4.412,1974
mng,4.317,1975
mng,4.147,1976
mng,4.065,1977
mng,3.998,1978
mng,3.952,1979
mng,3.922,1980
mng,3.687,1981
mng,3.63,1982
mng,3.627,1983
mng,3.689,1984
mng,3.776,1985
mng,3.546,1986
mng,3.604,1987
mng,3.49,1988
mng,3.165,1989
mng,2.715,1990
mng,1.455,1991
mng,1.054,1992
mng,0.7766,1993
mng,0.6714,1994
mng,0.6929,1995
mng,0.9462,1996
mng,0.9823,1997
mng,1.018,1998
mng,1.039,1999
mng,1.053,2000
mng,2.815,2001
mng,2.82,2002
mng,2.858,2003
mng,2.933,2004
mng,3.03,2005
mng,3.045,2006
mng,3.135,2007
mng,3.184,2008
mng,3.179,2009
mng,3.135,2010
mng,2.898,2011
mne,5.326,1960
mne,5.789,1961
mne,5.677,1962
mne,5.443,1963
mne,5.055,1964
mne,4.577,1965
mne,4.492,1966
mne,4.02,1967
mne,3.729,1968
mne,3.687,1969
