geo,life_expectancy_at_birth_with_projections,time
bel,74.74,1986
bel,75.35,1987
bel,75.66,1988
bel,75.73,1989
bel,76.14,1990
bel,76.3,1991
bel,76.46,1992
bel,76.47,1993
bel,76.82,1994
bel,76.97,1995
bel,77.31,1996
bel,77.53,1997
bel,77.62,1998
bel,77.8,1999
bel,77.91,2000
bel,78.22,2001
bel,78.32,2002
bel,78.47,2003
bel,79.12,2004
bel,79.21,2005
bel,79.55,2006
bel,79.49,2007
bel,79.78,2008
bel,79.81,2009
bel,80.01,2010
bel,80.19,2011
bel,80.37,2012
bel,80.55,2013
bel,80.72,2014
bel,80.89,2015
bel,82.37,2025
bel,85.57,2050
bel,91.18,2099
blz,26.5,1800
blz,26.5,1801
blz,26.5,1802
blz,26.5,1803
blz,26.5,1804
blz,26.5,1805
blz,26.5,1806
blz,26.5,1807
blz,26.5,1808
blz,26.5,1809
blz,26.5,1810
blz,26.5,1811
blz,26.5,1812
blz,26.5,1813
blz,26.5,1814
blz,26.5,1815
blz,26.5,1816
blz,26.5,1817
blz,26.5,1818
blz,26.5,1819
blz,26.5,1820
blz,26.5,1821
blz,26.5,1822
blz,26.5,1823
blz,26.5,1824
blz,26.5,1825
blz,26.5,1826
blz,26.5,1827
blz,26.5,1828
blz,26.5,1829
blz,26.5,1830
blz,26.5,1831
blz,26.5,1832
blz,26.5,1833
blz,26.5,1834
blz,26.5,1835
blz,26.5,1836
blz,26.5,1837
blz,26.5,1838
blz,26.5,1839
blz,26.5,1840
blz,26.5,1841
blz,26.5,1842
blz,26.5,1843
blz,26.5,1844
blz,26.5,1845
blz,26.5,1846
blz,26.5,1847
blz,26.5,1848
blz,26.5,1849
blz,26.5,1850
blz,26.5,1851
blz,26.5,1852
blz,26.5,1853
blz,26.5,1854
blz,26.5,1855
blz,26.5,1856
blz,26.5,1857
blz,26.5,1858
blz,26.5,1859
blz,26.5,1860
blz,26.5,1861
blz,26.5,1862
blz,26.5,1863
blz,26.5,1864
blz,26.5,1865
blz,26.5,1866
blz,26.5,1867
blz,26.5,1868
blz,26.5,1869
blz,26.5,1870
blz,26.5,1871
blz,26.5,1872
blz,26.5,1873
blz,26.5,1874
blz,26.5,1875
blz,26.5,1876
blz,26.5,1877
blz,26.5,1878
blz,26.5,1879
blz,26.5,1880
blz,26.5,1881
blz,26.5,1882
blz,26.5,1883
blz,26.5,1884
blz,26.5,1885
blz,26.5,1886
blz,26.5,1887
blz,26.5,1888
blz,26.5,1889
blz,26.5,1890
blz,26.5,1891
blz,26.5,1892
blz,26.5,1893
blz,26.5,1894
blz,26.5,1895
blz,26.5,1896
blz,26.5,1897
blz,26.5,1898
blz,26.5,1899
blz,26.5,1900
blz,26.5,1901
blz,26.5,1902
blz,26.5,1903
blz,26.5,1904
blz,26.5,1905
blz,26.5,1906
blz,26.5,1907
blz,26.5,1908
blz,26.5,1909
blz,26.5,1910
blz,27.06,1911
blz,27.62,1912
blz,28.19,1913
blz,28.75,1914
blz,29.31,1915
blz,29.88,1916
blz,30.44,1917
blz,26.91,1918
blz,31.56,1919
blz,32.12,1920
blz,32.69,1921
blz,33.25,1922
blz,33.81,1923
blz,34.38,1924
blz,34.94,1925
blz,35.5,1926
blz,36.06,1927
blz,36.62,1928
blz,37.19,1929
blz,37.75,1930
blz,38.31,1931
blz,38.88,1932
blz,39.44,1933
blz,40.0,1934
blz,40.93,1935
blz,41.85,1936
blz,42.78,1937
blz,43.7,1938
blz,44.63,1939
blz,45.55,1940
blz,46.48,1941
blz,47.4,1942
blz,48.33,1943
blz,49.25,1944
blz,50.18,1945
blz,51.1,1946
blz,52.03,1947
blz,52.96,1948
blz,53.88,1949
blz,54.81,1950
blz,55.09,1951
blz,55.64,1952
blz,56.2,1953
blz,56.74,1954
blz,57.29,1955
blz,57.83,1956
blz,58.37,1957
blz,58.9,1958
blz,59.44,1959
blz,59.98,1960
blz,60.53,1961
blz,61.09,1962
blz,61.66,1963
blz,62.24,1964
blz,62.82,1965
blz,63.4,1966
blz,63.97,1967
blz,64.53,1968
blz,65.06,1969
blz,65.57,1970
blz,66.05,1971
blz,66.5,1972
blz,66.94,1973
blz,67.35,1974
blz,67.75,1975
blz,68.14,1976
blz,68.51,1977
blz,68.87,1978
blz,69.23,1979
blz,69.58,1980
blz,69.92,1981
blz,70.26,1982
blz,70.58,1983
blz,70.86,1984
blz,71.11,1985
blz,71.28,1986
blz,71.36,1987
blz,71.37,1988
blz,71.29,1989
blz,71.15,1990
blz,70.94,1991
blz,70.7,1992
blz,70.45,1993
blz,70.22,1994
blz,70.05,1995
blz,69.95,1996
blz,69.95,1997
blz,70.02,1998
blz,70.19,1999
blz,70.42,2000
blz,70.72,2001
blz,71.04,2002
blz,71.37,2003
blz,71.69,2004
blz,71.99,2005
blz,72.26,2006
blz,72.52,2007
blz,72.77,2008
blz,73.01,2009
blz,73.24,2010
blz,73.46,2011
blz,73.67,2012
blz,73.88,2013
blz,74.09,2014
blz,74.3,2015
blz,76.95,2025
blz,83.36,2050
blz,91.31,2099
ben,31.0,1800
ben,31.0,1801
ben,31.0,1802
ben,31.0,1803
ben,31.0,1804
ben,31.0,1805
ben,31.0,1806
ben,31.0,1807
ben,31.0,1808
ben,31.0,1809
ben,31.0,1810
ben,31.0,1811
ben,31.0,1812
ben,31.0,1813
ben,31.0,1814
ben,31.0,1815
ben,31.0,1816
ben,31.0,1817
ben,31.0,1818
ben,31.0,1819
ben,31.0,1820
ben,31.0,1821
ben,31.0,1822
ben,31.0,1823
ben,31.0,1824
ben,31.0,1825
ben,31.0,1826
ben,31.0,1827
ben,31.0,1828
ben,31.0,1829
ben,31.0,1830
ben,31.0,1831
ben,31.0,1832
ben,31.0,1833
ben,31.0,1834
ben,31.0,1835
ben,31.0,1836
ben,31.0,1837
ben,31.0,1838
ben,31.0,1839
ben,31.0,1840
ben,31.0,1841
ben,31.0,1842
ben,31.0,1843
ben,31.0,1844
ben,31.0,1845
ben,31.0,1846
ben,31.0,1847
ben,31.0,1848
ben,31.0,1849
ben,31.0,1850
ben,31.0,1851
ben,31.0,1852
ben,31.0,1853
ben,31.0,1854
ben,31.0,1855
ben,31.0,1856
ben,31.0,1857
ben,31.0,1858
ben,31.0,1859
ben,31.0,1860
ben,31.0,1861
ben,31.0,1862
ben,31.0,1863
ben,31.0,1864
ben,31.0,1865
ben,31.0,1866
ben,31.0,1867
ben,31.0,1868
ben,31.0,1869
ben,31.0,1870
ben,31.0,1871
ben,31.0,1872
ben,31.0,1873
ben,31.0,1874
ben,31.0,1875
ben,31.0,1876
ben,31.0,1877
ben,31.0,1878
ben,31.0,1879
ben,31.0,1880
ben,31.0,1881
ben,31.0,1882
ben,31.0,1883
ben,31.0,1884
ben,31.0,1885
ben,31.0,1886
ben,31.0,1887
ben,31.0,1888
ben,31.0,1889
ben,31.0,1890
ben,31.0,1891
ben,31.0,1892
ben,31.0,1893
ben,31.0,1894
ben,31.0,1895
ben,31.0,1896
ben,31.0,1897
ben,31.0,1898
ben,31.0,1899
ben,31.0,1900
ben,31.0,1901
ben,31.0,1902
ben,31.0,1903
ben,31.0,1904
ben,31.0,1905
ben,31.0,1906
ben,31.0,1907
ben,31.0,1908
ben,31.0,1909
ben,31.0,1910
ben,31.0,1911
ben,31.0,1912
ben,31.0,1913
ben,31.0,1914
ben,31.0,1915
ben,31.0,1916
ben,31.0,1917
ben,11.99,1918
ben,31.0,1919
ben,31.0,1920
ben,31.0,1921
ben,31.0,1922
ben,31.0,1923
ben,31.0,1924
ben,31.0,1925
ben,31.0,1926
ben,31.0,1927
ben,31.0,1928
ben,31.0,1929
ben,31.0,1930
ben,31.0,1931
ben,31.0,1932
ben,31.0,1933
ben,31.0,1934
ben,31.0,1935
ben,31.0,1936
ben,31.0,1937
ben,31.0,1938
ben,31.0,1939
ben,31.0,1940
ben,31.0,1941
ben,31.0,1942
ben,31.0,1943
ben,31.0,1944
ben,31.28,1945
ben,31.57,1946
ben,31.85,1947
ben,32.13,1948
ben,32.41,1949
ben,32.7,1950
ben,32.95,1951
ben,33.47,1952
ben,33.97,1953
ben,34.47,1954
ben,34.95,1955
ben,35.42,1956
ben,35.89,1957
ben,36.35,1958
ben,36.81,1959
ben,37.26,1960
ben,37.72,1961
ben,38.18,1962
ben,38.66,1963
ben,39.14,1964
ben,39.64,1965
ben,40.16,1966
ben,40.7,1967
ben,41.25,1968
ben,41.81,1969
ben,42.38,1970
ben,42.95,1971
ben,43.51,1972
ben,44.07,1973
ben,44.61,1974
ben,45.12,1975
ben,45.6,1976
ben,46.05,1977
ben,46.47,1978
ben,46.87,1979
ben,47.28,1980
ben,47.72,1981
ben,48.21,1982
ben,48.75,1983
ben,49.35,1984
ben,50.01,1985
ben,50.72,1986
ben,51.46,1987
ben,52.19,1988
ben,52.89,1989
ben,53.52,1990
ben,54.03,1991
ben,54.42,1992
ben,54.69,1993
ben,54.84,1994
ben,54.9,1995
ben,54.91,1996
ben,54.92,1997
ben,54.97,1998
ben,55.07,1999
ben,55.26,2000
ben,55.54,2001
ben,55.88,2002
ben,56.28,2003
ben,56.7,2004
ben,57.13,2005
ben,57.55,2006
ben,57.93,2007
ben,58.27,2008
ben,58.56,2009
ben,58.8,2010
ben,58.99,2011
ben,59.16,2012
ben,59.33,2013
ben,59.49,2014
ben,59.66,2015
ben,61.29,2025
ben,64.54,2050
ben,69.75,2099
btn,28.8,1800
btn,28.8,1801
btn,28.8,1802
btn,28.8,1803
btn,28.8,1804
btn,28.8,1805
btn,28.8,1806
btn,28.8,1807
btn,28.8,1808
btn,28.8,1809
btn,28.8,1810
btn,28.8,1811
btn,28.8,1812
btn,28.8,1813
btn,28.8,1814
btn,28.8,1815
btn,28.8,1816
btn,28.8,1817
btn,28.8,1818
btn,28.8,1819
btn,28.8,1820
btn,28.8,1821
btn,28.8,1822
btn,28.8,1823
btn,28.8,1824
btn,28.8,1825
btn,28.8,1826
btn,28.8,1827
btn,28.8,1828
btn,28.8,1829
btn,28.8,1830
btn,28.8,1831
btn,28.8,1832
btn,28.8,1833
btn,28.8,1834
btn,28.8,1835
btn,28.8,1836
btn,28.8,1837
btn,28.8,1838
btn,28.8,1839
btn,28.8,1840
btn,28.8,1841
btn,28.8,1842
btn,28.8,1843
btn,28.8,1844
btn,28.8,1845
btn,28.8,1846
btn,28.8,1847
btn,28.8,1848
btn,28.8,1849
btn,28.8,1850
btn,28.8,1851
btn,28.8,1852
btn,28.8,1853
btn,28.8,1854
btn,28.8,1855
btn,28.8,1856
btn,28.8,1857
btn,28.8,1858
btn,28.8,1859
btn,28.8,1860
btn,28.8,1861
btn,28.8,1862
btn,28.8,1863
btn,28.8,1864
btn,28.8,1865
btn,28.8,1866
btn,28.8,1867
btn,28.8,1868
btn,28.8,1869
btn,28.8,1870
btn,28.8,1871
btn,28.8,1872
btn,28.8,1873
btn,28.8,1874
btn,28.8,1875
btn,28.8,1876
btn,28.8,1877
btn,28.8,1878
btn,28.8,1879
btn,28.8,1880
btn,28.8,1881
btn,28.8,1882
btn,28.8,1883
btn,28.8,1884
btn,28.8,1885
btn,28.8,1886
btn,28.8,1887
btn,28.8,1888
btn,28.8,1889
btn,28.8,1890
btn,28.8,1891
btn,28.8,1892
btn,28.8,1893
btn,28.8,1894
btn,28.8,1895
btn,28.8,1896
btn,28.8,1897
btn,28.8,1898
btn,28.8,1899
btn,28.8,1900
btn,28.8,1901
btn,28.8,1902
btn,28.8,1903
btn,28.8,1904
btn,28.8,1905
btn,28.8,1906
btn,28.8,1907
btn,28.8,1908
btn,28.8,1909
btn,28.8,1910
btn,28.8,1911
btn,28.8,1912
btn,28.8,1913
btn,28.8,1914
btn,28.8,1915
btn,28.8,1916
btn,28.8,1917
btn,18.46,1918
btn,28.8,1919
btn,28.8,1920
btn,28.8,1921
btn,28.8,1922
btn,28.8,1923
btn,28.8,1924
btn,28.8,1925
btn,28.8,1926
btn,28.8,1927
btn,28.8,1928
btn,28.8,1929
btn,28.8,1930
btn,28.8,1931
btn,28.8,1932
btn,28.8,1933
btn,28.8,1934
btn,28.8,1935
btn,28.8,1936
btn,28.8,1937
btn,28.8,1938
btn,28.8,1939
btn,28.8,1940
btn,28.8,1941
btn,28.8,1942
btn,28.8,1943
btn,28.8,1944
btn,28.8,1945
btn,28.8,1946
btn,28.8,1947
btn,28.8,1948
btn,28.8,1949
btn,28.8,1950
btn,28.98,1951
btn,29.33,1952
btn,29.69,1953
btn,30.06,1954
btn,30.44,1955
btn,30.82,1956
btn,31.21,1957
btn,31.6,1958
btn,31.99,1959
btn,32.37,1960
btn,32.74,1961
btn,33.1,1962
btn,33.46,1963
btn,33.83,1964
btn,34.21,1965
btn,34.64,1966
btn,35.12,1967
btn,35.66,1968
btn,36.27,1969
btn,36.95,1970
btn,37.69,1971
btn,38.48,1972
btn,39.29,1973
btn,40.13,1974
btn,40.96,1975
btn,41.79,1976
btn,42.61,1977
btn,43.42,1978
btn,44.21,1979
btn,44.98,1980
btn,45.73,1981
btn,46.46,1982
btn,47.19,1983
btn,47.92,1984
btn,48.65,1985
btn,49.39,1986
btn,50.15,1987
btn,50.91,1988
btn,51.69,1989
btn,52.47,1990
btn,53.27,1991
btn,54.07,1992
btn,54.87,1993
btn,55.67,1994
btn,56.46,1995
btn,57.25,1996
btn,58.02,1997
btn,58.79,1998
btn,59.55,1999
btn,60.31,2000
btn,61.06,2001
btn,61.82,2002
btn,62.58,2003
btn,63.32,2004
btn,64.05,2005
btn,64.74,2006
btn,65.39,2007
btn,65.98,2008
btn,66.52,2009
btn,67.02,2010
btn,67.47,2011
btn,67.89,2012
btn,68.29,2013
btn,68.69,2014
btn,69.08,2015
btn,72.4,2025
btn,77.6,2050
btn,84.95,2099
bol,33.0,1800
bol,33.0,1801
bol,33.0,1802
bol,33.0,1803
bol,33.0,1804
bol,33.0,1805
bol,33.0,1806
bol,33.0,1807
bol,33.0,1808
bol,33.0,1809
bol,33.0,1810
bol,33.0,1811
bol,33.0,1812
bol,33.0,1813
bol,33.0,1814
bol,33.0,1815
bol,33.0,1816
bol,33.0,1817
bol,33.0,1818
bol,33.0,1819
bol,33.0,1820
bol,33.0,1821
bol,33.0,1822
bol,33.0,1823
bol,33.0,1824
bol,33.0,1825
bol,33.0,1826
bol,33.0,1827
bol,33.0,1828
bol,33.0,1829
bol,33.0,1830
bol,33.0,1831
bol,33.0,1832
bol,33.0,1833
bol,33.0,1834
bol,33.0,1835
bol,33.0,1836
bol,33.0,1837
bol,33.0,1838
bol,33.0,1839
bol,33.0,1840
bol,33.0,1841
bol,33.0,1842
bol,33.0,1843
bol,33.0,1844
bol,33.0,1845
bol,33.0,1846
bol,33.0,1847
bol,33.0,1848
bol,33.0,1849
bol,33.0,1850
bol,33.0,1851
bol,33.0,1852
bol,33.0,1853
bol,33.0,1854
bol,33.0,1855
bol,33.0,1856
bol,33.0,1857
bol,33.0,1858
bol,33.0,1859
bol,33.0,1860
bol,33.0,1861
bol,33.0,1862
bol,33.0,1863
bol,33.0,1864
bol,33.0,1865
bol,33.0,1866
bol,33.0,1867
bol,33.0,1868
bol,33.0,1869
bol,33.0,1870
bol,33.0,1871
bol,33.0,1872
bol,33.0,1873
bol,33.0,1874
bol,33.0,1875
bol,33.0,1876
bol,33.0,1877
bol,33.0,1878
bol,33.0,1879
bol,33.0,1880
bol,33.0,1881
bol,33.0,1882
bol,33.0,1883
bol,33.0,1884
bol,33.0,1885
bol,33.0,1886
bol,33.0,1887
bol,33.0,1888
bol,33.0,1889
bol,33.0,1890
bol,33.0,1891
bol,33.0,1892
bol,33.0,1893
bol,33.0,1894
bol,33.0,1895
bol,33.0,1896
bol,33.0,1897
bol,33.0,1898
bol,33.0,1899
bol,33.0,1900
bol,33.0,1901
bol,33.0,1902
bol,33.0,1903
bol,33.0,1904
bol,33.0,1905
bol,33.0,1906
bol,33.0,1907
bol,33.0,1908
bol,33.0,1909
bol,33.0,1910
bol,33.0,1911
bol,33.0,1912
bol,33.0,1913
bol,33.0,1914
bol,33.0,1915
bol,33.0,1916
bol,33.0,1917
bol,29.17,1918
bol,33.0,1919
bol,33.0,1920
bol,33.0,1921
bol,33.0,1922
bol,33.0,1923
bol,33.0,1924
bol,33.0,1925
bol,33.0,1926
bol,33.0,1927
bol,33.0,1928
bol,33.0,1929
bol,33.0,1930
bol,33.0,1931
bol,33.0,1932
bol,33.0,1933
bol,33.0,1934
bol,33.0,1935
bol,33.0,1936
bol,33.0,1937
bol,33.0,1938
bol,33.0,1939
bol,33.0,1940
bol,33.68,1941
bol,34.37,1942
bol,35.05,1943
bol,35.74,1944
bol,36.42,1945
bol,37.11,1946
bol,37.79,1947
bol,38.48,1948
bol,39.16,1949
bol,39.84,1950
bol,39.99,1951
bol,40.27,1952
bol,40.56,1953
bol,40.86,1954
bol,41.15,1955
bol,41.45,1956
bol,41.75,1957
bol,42.05,1958
bol,42.35,1959
bol,42.66,1960
bol,42.97,1961
bol,43.28,1962
bol,43.59,1963
bol,43.91,1964
bol,44.23,1965
bol,44.54,1966
bol,44.84,1967
bol,45.13,1968
bol,45.44,1969
bol,45.77,1970
bol,46.13,1971
bol,46.56,1972
bol,47.05,1973
bol,47.61,1974
bol,48.24,1975
bol,48.93,1976
bol,49.67,1977
bol,50.43,1978
bol,51.21,1979
bol,51.99,1980
bol,52.76,1981
bol,53.53,1982
bol,54.28,1983
bol,55.02,1984
bol,55.72,1985
bol,56.4,1986
bol,57.04,1987
bol,57.66,1988
bol,58.26,1989
bol,58.82,1990
bol,59.34,1991
bol,59.83,1992
bol,60.29,1993
bol,60.72,1994
bol,61.13,1995
bol,61.52,1996
bol,61.9,1997
bol,62.27,1998
bol,62.63,1999
bol,62.99,2000
bol,63.35,2001
bol,63.71,2002
bol,64.06,2003
bol,64.4,2004
bol,64.74,2005
bol,65.08,2006
bol,65.4,2007
bol,65.73,2008
bol,66.05,2009
bol,66.36,2010
bol,66.67,2011
bol,66.97,2012
bol,67.26,2013
bol,67.54,2014
bol,67.81,2015
bol,70.07,2025
bol,73.86,2050
bol,80.32,2099
bih,35.1,1800
bih,35.1,1801
bih,35.1,1802
bih,35.1,1803
bih,35.1,1804
bih,35.1,1805
bih,35.1,1806
bih,35.1,1807
bih,35.1,1808
bih,35.1,1809
bih,35.1,1810
bih,35.1,1811
bih,35.1,1812
bih,35.1,1813
bih,35.1,1814
bih,35.1,1815
bih,35.1,1816
bih,35.1,1817
bih,35.1,1818
bih,35.1,1819
bih,35.1,1820
bih,35.1,1821
bih,35.1,1822
bih,35.1,1823
bih,35.1,1824
bih,35.1,1825
bih,35.1,1826
bih,35.1,1827
bih,35.1,1828
bih,35.1,1829
bih,35.1,1830
bih,35.1,1831
bih,35.1,1832
bih,35.1,1833
bih,35.1,1834
bih,35.1,1835
bih,35.1,1836
bih,35.1,1837
bih,35.1,1838
bih,35.1,1839
bih,35.1,1840
bih,35.1,1841
bih,35.1,1842
bih,35.1,1843
bih,35.1,1844
bih,35.1,1845
bih,35.1,1846
bih,35.1,1847
bih,35.1,1848
bih,35.1,1849
bih,35.1,1850
bih,35.1,1851
bih,35.1,1852
bih,35.1,1853
bih,35.1,1854
bih,35.1,1855
bih,35.1,1856
bih,35.1,1857
bih,35.1,1858
bih,35.1,1859
bih,35.1,1860
bih,35.1,1861
bih,35.1,1862
bih,35.1,1863
bih,35.1,1864
bih,35.1,1865
bih,35.1,1866
bih,35.1,1867
bih,35.1,1868
bih,35.1,1869
bih,35.1,1870
bih,35.1,1871
bih,35.1,1872
bih,35.1,1873
bih,35.1,1874
bih,35.1,1875
bih,35.1,1876
bih,35.1,1877
bih,35.1,1878
bih,35.1,1879
bih,35.1,1880
bih,35.1,1881
bih,35.1,1882
bih,35.1,1883
bih,35.1,1884
bih,35.1,1885
bih,35.1,1886
bih,35.1,1887
bih,35.1,1888
bih,35.1,1889
bih,35.1,1890
bih,35.1,1891
bih,35.1,1892
bih,35.1,1893
bih,35.1,1894
bih,35.1,1895
bih,35.1,1896
bih,35.1,1897
bih,35.1,1898
bih,35.1,1899
bih,35.1,1900
bih,35.1,1901
bih,35.1,1902
bih,35.1,1903
bih,35.1,1904
bih,35.1,1905
bih,35.1,1906
bih,35.1,1907
bih,35.1,1908
bih,35.1,1909
bih,35.1,1910
bih,35.1,1911
bih,35.1,1912
bih,35.1,1913
bih,35.1,1914
bih,35.1,1915
bih,35.1,1916
bih,35.1,1917
bih,19.26,1918
bih,35.1,1919
bih,35.1,1920
bih,35.64,1921
bih,36.19,1922
bih,36.73,1923
bih,37.28,1924
bih,37.82,1925
bih,38.36,1926
bih,38.91,1927
bih,39.45,1928
bih,40.0,1929
bih,40.54,1930
bih,41.08,1931
bih,41.63,1932
bih,42.17,1933
bih,42.72,1934
bih,43.26,1935
bih,43.81,1936
bih,44.35,1937
bih,44.89,1938
bih,45.44,1939
bih,45.98,1940
bih,31.37,1941
bih,27.52,1942
bih,23.81,1943
bih,21.78,1944
bih,25.9,1945
bih,41.0,1946
bih,49.0,1947
bih,50.0,1948
bih,50.7,1949
bih,51.42,1950
bih,52.01,1951
bih,53.16,1952
bih,54.26,1953
bih,55.3,1954
bih,56.28,1955
bih,57.2,1956
bih,58.07,1957
bih,58.88,1958
bih,59.64,1959
bih,60.35,1960
bih,61.02,1961
bih,61.64,1962
bih,62.24,1963
bih,62.81,1964
bih,63.38,1965
bih,63.94,1966
bih,64.49,1967
bih,65.05,1968
bih,65.62,1969
bih,66.18,1970
bih,66.75,1971
bih,67.31,1972
bih,67.85,1973
bih,68.37,1974
bih,68.85,1975
bih,69.27,1976
bih,69.63,1977
bih,69.92,1978
bih,70.17,1979
bih,70.39,1980
bih,70.67,1981
bih,71.01,1982
bih,71.39,1983
bih,71.77,1984
bih,71.98,1985
bih,71.81,1986
bih,71.17,1987
bih,70.09,1988
bih,68.66,1989
bih,67.18,1990
bih,66.0,1991
bih,65.4,1992
bih,65.56,1993
bih,66.46,1994
bih,67.97,1995
bih,69.82,1996
bih,71.64,1997
bih,73.16,1998
bih,74.25,1999
bih,74.88,2000
bih,75.12,2001
bih,75.17,2002
bih,75.16,2003
bih,75.17,2004
bih,75.23,2005
bih,75.34,2006
bih,75.47,2007
bih,75.61,2008
bih,75.75,2009
bih,75.9,2010
bih,76.05,2011
bih,76.21,2012
bih,76.37,2013
bih,76.53,2014
bih,76.69,2015
bih,78.27,2025
bih,81.96,2050
bih,87.21,2099
bwa,33.6,1800
bwa,33.6,1801
bwa,33.6,1802
bwa,33.6,1803
bwa,33.6,1804
bwa,33.6,1805
bwa,33.6,1806
bwa,33.6,1807
bwa,33.6,1808
bwa,33.6,1809
bwa,33.6,1810
bwa,33.6,1811
bwa,33.6,1812
bwa,33.6,1813
bwa,33.6,1814
bwa,33.6,1815
bwa,33.6,1816
bwa,33.6,1817
bwa,33.6,1818
bwa,33.6,1819
bwa,33.6,1820
bwa,33.6,1821
bwa,33.6,1822
bwa,33.6,1823
bwa,33.6,1824
bwa,33.6,1825
bwa,33.6,1826
bwa,33.6,1827
bwa,33.6,1828
bwa,33.6,1829
bwa,33.6,1830
bwa,33.6,1831
bwa,33.6,1832
bwa,33.6,1833
bwa,33.6,1834
bwa,33.6,1835
bwa,33.6,1836
bwa,33.6,1837
bwa,33.6,1838
bwa,33.6,1839
bwa,33.6,1840
bwa,33.6,1841
bwa,33.6,1842
bwa,33.6,1843
bwa,33.6,1844
bwa,33.6,1845
bwa,33.6,1846
bwa,33.6,1847
bwa,33.6,1848
bwa,33.6,1849
bwa,33.6,1850
bwa,33.6,1851
bwa,33.6,1852
bwa,33.6,1853
bwa,33.6,1854
bwa,33.6,1855
bwa,33.6,1856
bwa,33.6,1857
bwa,33.6,1858
bwa,33.6,1859
bwa,33.6,1860
bwa,33.6,1861
bwa,33.6,1862
bwa,33.6,1863
bwa,33.6,1864
bwa,33.6,1865
bwa,33.6,1866
bwa,33.6,1867
bwa,33.6,1868
bwa,33.6,1869
bwa,33.6,1870
bwa,33.6,1871
bwa,33.6,1872
bwa,33.6,1873
bwa,33.6,1874
bwa,33.6,1875
bwa,33.6,1876
bwa,33.6,1877
bwa,33.6,1878
bwa,33.6,1879
bwa,33.6,1880
bwa,33.6,1881
bwa,33.6,1882
bwa,33.6,1883
bwa,33.6,1884
bwa,33.6,1885
bwa,33.6,1886
bwa,33.6,1887
bwa,33.6,1888
bwa,33.6,1889
bwa,33.6,1890
bwa,33.6,1891
bwa,33.6,1892
bwa,33.6,1893
bwa,33.6,1894
bwa,33.6,1895
bwa,33.6,1896
bwa,33.6,1897
bwa,33.6,1898
bwa,33.6,1899
bwa,33.6,1900
bwa,33.6,1901
bwa,33.6,1902
bwa,33.6,1903
bwa,33.6,1904
bwa,33.6,1905
bwa,33.6,1906
bwa,33.6,1907
bwa,33.6,1908
bwa,33.6,1909
bwa,33.6,1910
bwa,33.6,1911
bwa,33.6,1912
bwa,33.6,1913
bwa,33.6,1914
bwa,33.6,1915
bwa,33.6,1916
bwa,33.6,1917
bwa,10.91,1918
bwa,33.6,1919
bwa,33.6,1920
bwa,33.6,1921
bwa,33.6,1922
bwa,33.6,1923
bwa,33.6,1924
bwa,33.6,1925
bwa,33.6,1926
bwa,33.6,1927
bwa,33.6,1928
bwa,33.6,1929
bwa,33.6,1930
bwa,33.6,1931
bwa,33.6,1932
bwa,33.6,1933
bwa,33.6,1934
bwa,33.6,1935
bwa,33.6,1936
bwa,33.6,1937
bwa,33.6,1938
bwa,33.6,1939
bwa,33.6,1940
bwa,33.6,1941
bwa,33.6,1942
bwa,33.6,1943
bwa,33.6,1944
bwa,33.6,1945
bwa,36.25,1946
bwa,38.89,1947
bwa,41.54,1948
bwa,44.18,1949
bwa,46.83,1950
bwa,47.04,1951
bwa,47.45,1952
bwa,47.86,1953
bwa,48.27,1954
bwa,48.68,1955
bwa,49.09,1956
bwa,49.49,1957
bwa,49.89,1958
bwa,50.28,1959
bwa,50.65,1960
bwa,51.02,1961
bwa,51.36,1962
bwa,51.7,1963
bwa,52.03,1964
bwa,52.38,1965
bwa,52.76,1966
bwa,53.19,1967
bwa,53.66,1968
bwa,54.18,1969
bwa,54.76,1970
bwa,55.38,1971
bwa,56.03,1972
bwa,56.69,1973
bwa,57.34,1974
bwa,57.99,1975
bwa,58.62,1976
bwa,59.22,1977
bwa,59.8,1978
bwa,60.34,1979
bwa,60.86,1980
bwa,61.36,1981
bwa,61.86,1982
bwa,62.33,1983
bwa,62.76,1984
bwa,63.13,1985
bwa,63.41,1986
bwa,63.57,1987
bwa,63.59,1988
bwa,63.44,1989
bwa,63.07,1990
bwa,62.44,1991
bwa,61.57,1992
bwa,60.48,1993
bwa,59.2,1994
bwa,57.77,1995
bwa,56.26,1996
bwa,54.72,1997
bwa,53.22,1998
bwa,51.82,1999
bwa,50.57,2000
bwa,49.49,2001
bwa,48.59,2002
bwa,47.84,2003
bwa,47.26,2004
bwa,46.84,2005
bwa,46.56,2006
bwa,46.42,2007
bwa,46.38,2008
bwa,46.44,2009
bwa,46.59,2010
bwa,46.82,2011
bwa,47.15,2012
bwa,47.57,2013
bwa,48.08,2014
bwa,48.67,2015
bwa,57.44,2025
bwa,71.01,2050
bwa,79.97,2099
bra,32.0,1800
bra,32.0,1801
bra,32.0,1802
bra,32.0,1803
bra,32.0,1804
bra,32.0,1805
bra,32.0,1806
bra,32.0,1807
bra,32.0,1808
bra,32.0,1809
bra,32.0,1810
bra,32.0,1811
bra,32.0,1812
bra,32.0,1813
bra,32.0,1814
bra,32.0,1815
bra,32.0,1816
bra,32.0,1817
bra,32.0,1818
bra,32.0,1819
bra,32.0,1820
bra,32.0,1821
bra,32.0,1822
bra,32.0,1823
bra,32.0,1824
bra,32.0,1825
bra,31.99,1826
bra,31.99,1827
