geo,murdered_men_per_100000_people,time
ltu,11.4,2004
lux,1.113,2004
mkd,2.466,1991
mkd,2.903,1992
mkd,3.15,1993
mkd,2.779,1994
mkd,2.55,1995
mkd,3.247,1996
mkd,3.666,1997
mkd,3.491,1998
mkd,3.951,1999
mkd,4.407,2000
mkd,11.34,2001
mkd,5.576,2002
mkd,4.673,2003
mkd,8.49,2004
mdg,22.99,2004
mwi,42.86,2004
mys,17.94,2004
mdv,1.863,2004
mli,41.58,2004
mlt,0.7455,2004
mhl,3.289,2004
mrt,28.04,2004
mus,1.094,1961
mus,0.6879,1962
mus,1.611,1963
mus,3.074,1964
mus,4.549,1965
mus,4.25,1966
mus,4.551,1967
mus,14.65,1968
mus,5.924,1969
mus,6.613,1970
mus,5.388,1971
mus,1.485,1972
mus,4.853,1973
mus,6.995,1974
mus,3.314,1975
mus,3.497,1976
mus,0.9783,1977
mus,2.073,1978
mus,4.236,1979
mus,3.062,1980
mus,1.524,1981
mus,2.601,1982
mus,2.334,1983
mus,2.983,1984
mus,0.4871,1985
mus,1.37,1986
mus,3.431,1987
mus,3.458,1988
mus,4.253,1989
mus,3.928,1990
mus,5.282,1991
mus,4.571,1992
mus,3.664,1993
mus,2.271,1994
mus,2.134,1995
mus,4.161,1996
mus,2.878,1997
mus,3.974,1998
mus,3.415,1999
mus,3.139,2000
mus,3.582,2001
mus,4.149,2002
mus,3.932,2003
mus,4.553,2004
mex,81.85,1955
mex,77.04,1956
mex,74.87,1957
mex,73.96,1958
mex,79.36,1959
mex,76.87,1960
mex,70.51,1961
mex,64.41,1962
mex,54.78,1963
mex,55.0,1964
mex,50.05,1965
mex,48.89,1966
mex,49.53,1967
mex,47.99,1968
mex,25.9,1969
mex,44.11,1970
mex,39.29,1971
mex,36.13,1972
mex,32.2,1973
mex,56.08,1974
mex,45.03,1975
mex,41.4,1976
mex,47.09,1977
mex,43.96,1978
mex,44.34,1979
mex,44.64,1980
mex,44.33,1981
mex,45.54,1982
mex,43.75,1983
mex,38.86,1984
mex,45.52,1985
mex,46.83,1986
mex,45.98,1987
mex,42.57,1988
mex,41.41,1989
mex,38.05,1990
mex,37.86,1991
mex,41.4,1992
mex,39.18,1993
mex,37.74,1994
mex,35.92,1995
mex,31.92,1996
mex,29.19,1997
mex,28.37,1998
mex,24.9,1999
mex,21.29,2000
mex,19.6,2001
mex,18.98,2002
mex,18.74,2003
mex,17.12,2004
fsm,1.457,2004
mda,13.23,1981
mda,12.92,1982
mda,9.384,1985
mda,7.236,1986
mda,8.01,1987
mda,10.66,1988
mda,12.71,1989
mda,13.67,1990
mda,12.9,1991
mda,22.5,1992
mda,19.44,1993
mda,23.06,1994
mda,27.45,1995
mda,20.61,1996
mda,21.06,1997
mda,18.63,1998
mda,18.1,1999
mda,17.88,2000
mda,16.61,2001
mda,14.42,2002
mda,12.29,2003
mda,9.984,2004
mco,1.213,2004
mng,5.939,2004
mar,2.073,2004
moz,43.76,2004
mmr,28.0,2004
nam,26.62,2004
nru,4.364,2004
npl,28.5,2004
nld,0.5538,1950
nld,0.4679,1951
nld,0.4675,1952
nld,0.3371,1953
nld,0.275,1954
nld,0.2603,1955
nld,0.2869,1956
nld,0.3438,1957
nld,0.3887,1958
nld,0.4446,1959
nld,0.3889,1960
nld,0.5146,1961
nld,0.3201,1962
nld,0.4917,1963
nld,0.451,1964
nld,0.4754,1965
nld,0.5122,1966
nld,0.5833,1967
nld,0.5969,1968
nld,0.6959,1969
nld,0.6954,1970
nld,0.73,1971
nld,0.7436,1972
nld,0.8135,1973
nld,1.093,1974
nld,1.008,1975
nld,1.041,1976
nld,1.181,1977
nld,0.9878,1978
nld,1.24,1979
nld,0.998,1980
nld,1.072,1981
nld,1.165,1982
nld,1.197,1983
nld,1.29,1984
nld,1.193,1985
nld,1.322,1986
nld,1.162,1987
nld,1.068,1988
nld,1.333,1989
nld,1.177,1990
nld,1.454,1991
nld,1.74,1992
nld,1.704,1993
nld,1.441,1994
nld,1.457,1995
nld,1.789,1996
nld,1.84,1997
nld,1.61,1998
nld,1.772,1999
nld,1.458,2000
nld,1.595,2001
nld,1.627,2002
nld,1.556,2003
nld,1.647,2004
nzl,1.578,1950
nzl,1.529,1951
nzl,0.9423,1952
nzl,1.06,1953
nzl,0.9005,1954
nzl,1.726,1955
nzl,0.5044,1956
nzl,0.6305,1957
nzl,1.268,1958
nzl,1.096,1959
nzl,0.9521,1960
nzl,1.095,1961
nzl,0.6706,1962
nzl,0.7927,1963
nzl,1.494,1964
nzl,1.339,1965
nzl,0.6462,1966
nzl,1.528,1967
nzl,0.921,1968
nzl,1.6,1969
nzl,1.291,1970
nzl,1.122,1971
nzl,1.45,1972
nzl,0.8141,1973
nzl,1.99,1974
nzl,1.5,1975
nzl,1.451,1976
nzl,2.161,1977
nzl,2.515,1978
nzl,1.943,1979
nzl,1.789,1980
nzl,1.382,1981
nzl,1.301,1982
nzl,2.192,1983
nzl,1.704,1984
nzl,2.372,1985
nzl,2.823,1986
nzl,2.837,1987
nzl,2.27,1988
nzl,3.418,1989
nzl,3.215,1990
nzl,2.35,1991
nzl,3.101,1992
nzl,1.811,1993
nzl,2.366,1994
nzl,1.822,1995
nzl,2.469,1996
nzl,2.243,1997
nzl,1.746,1998
nzl,2.084,1999
nzl,1.835,2000
nzl,1.678,2001
nzl,2.015,2002
nzl,1.983,2003
nzl,1.817,2004
nic,31.38,2004
ner,45.08,2004
nga,34.87,2004
niu,1.788,2004
nor,0.3744,1951
nor,0.3552,1952
nor,0.4616,1953
nor,0.3498,1954
nor,0.4113,1955
nor,0.3984,1956
nor,0.6323,1957
nor,0.5538,1958
nor,0.5256,1959
nor,0.6355,1960
nor,0.4675,1961
nor,0.5304,1962
nor,0.6374,1963
nor,0.5865,1964
nor,0.4021,1965
nor,0.4977,1966
nor,0.5866,1967
nor,0.8148,1968
nor,0.9749,1969
nor,0.9052,1970
nor,0.9248,1971
nor,0.9117,1972
nor,1.055,1973
nor,0.6712,1974
nor,0.8785,1975
nor,0.8866,1976
nor,1.305,1977
nor,0.9849,1978
nor,1.276,1979
nor,1.299,1980
nor,1.885,1981
nor,1.197,1982
nor,1.569,1983
nor,1.635,1984
nor,1.169,1985
nor,2.152,1986
nor,1.382,1987
nor,1.785,1988
nor,1.512,1989
nor,1.706,1990
nor,2.061,1991
nor,1.564,1992
nor,1.094,1993
nor,0.7762,1994
nor,1.216,1995
nor,1.009,1996
nor,1.289,1997
nor,1.3,1998
nor,1.083,1999
nor,1.257,2000
nor,0.9811,2001
nor,1.162,2002
nor,1.132,2003
nor,1.142,2004
omn,2.419,2004
pak,6.089,2004
plw,1.531,2004
pan,5.372,1984
pan,10.69,1985
pan,11.03,1986
pan,13.23,1987
pan,13.12,1988
pan,9.675,1989
pan,14.06,1996
pan,19.33,1997
pan,15.61,1998
pan,15.79,1999
pan,17.46,2000
pan,18.75,2001
pan,21.54,2002
pan,20.43,2003
pan,18.71,2004
png,32.24,2004
pry,22.25,1994
pry,23.58,1995
pry,25.98,1996
pry,21.86,1997
pry,23.53,1998
pry,21.23,1999
pry,26.59,2000
pry,26.35,2001
pry,25.45,2002
pry,26.9,2003
pry,27.11,2004
per,5.604,2004
phl,1.807,1992
phl,25.98,1993
phl,33.89,1997
phl,34.39,1998
phl,33.12,1999
phl,34.56,2000
phl,36.7,2001
phl,36.96,2002
phl,35.89,2003
phl,44.89,2004
pol,1.729,1959
pol,1.684,1960
pol,1.755,1961
pol,1.584,1962
pol,1.237,1963
pol,1.163,1964
pol,1.269,1965
pol,1.384,1966
pol,1.379,1967
pol,1.515,1968
pol,1.513,1969
pol,1.498,1970
pol,1.622,1971
pol,1.277,1972
pol,1.415,1973
pol,1.161,1974
pol,1.353,1975
pol,1.704,1976
pol,1.693,1977
pol,1.731,1978
pol,1.333,1979
pol,1.952,1983
pol,2.304,1984
pol,1.975,1985
pol,2.047,1986
pol,2.227,1987
pol,2.288,1988
pol,2.797,1989
pol,4.032,1990
pol,3.959,1991
pol,4.376,1992
pol,3.913,1993
pol,4.321,1994
pol,4.015,1995
pol,3.626,1996
pol,3.348,1999
pol,2.971,2000
pol,2.41,2001
pol,2.368,2002
pol,1.991,2003
pol,2.098,2004
prt,2.157,1955
prt,2.334,1956
prt,2.229,1957
prt,1.784,1958
prt,1.414,1959
prt,1.493,1960
prt,2.452,1961
prt,1.509,1962
prt,1.637,1963
prt,2.098,1964
prt,1.473,1965
prt,1.582,1966
prt,2.343,1967
prt,1.457,1968
prt,1.296,1969
prt,1.103,1970
prt,1.869,1971
prt,1.037,1972
prt,1.372,1973
prt,2.309,1974
prt,3.628,1975
prt,2.96,1976
prt,2.884,1977
prt,2.569,1978
prt,2.613,1979
prt,2.154,1980
prt,1.999,1981
prt,2.126,1982
prt,2.579,1983
prt,2.783,1984
prt,2.408,1985
prt,2.172,1986
prt,1.832,1987
prt,2.052,1988
prt,2.347,1989
prt,2.375,1990
prt,2.66,1991
prt,2.291,1992
prt,2.003,1993
prt,2.147,1994
prt,2.319,1995
prt,1.871,1996
prt,1.839,1997
prt,1.904,1998
prt,1.544,1999
prt,1.263,2000
prt,1.949,2001
prt,2.291,2002
prt,2.314,2003
prt,2.483,2004
qat,0.8443,2004
rou,5.324,1989
rou,7.981,1990
rou,6.916,1991
rou,7.252,1992
rou,6.126,1993
rou,6.145,1994
rou,5.862,1995
rou,5.093,1996
rou,4.903,1997
rou,4.48,1998
rou,4.837,1999
rou,4.984,2000
rou,0.0,2001
rou,4.675,2002
rou,5.155,2003
rou,4.023,2004
rus,18.74,1980
rus,18.72,1981
rus,17.95,1982
rus,14.72,1985
rus,10.46,1986
rus,11.13,1987
rus,14.45,1988
rus,19.29,1989
rus,22.09,1990
rus,23.8,1991
rus,35.9,1992
rus,47.34,1993
rus,50.01,1994
rus,47.08,1995
rus,40.05,1996
rus,35.82,1997
rus,34.0,1998
rus,38.27,1999
rus,41.27,2000
rus,43.07,2001
rus,44.82,2002
rus,41.89,2003
rus,39.21,2004
rwa,61.23,2004
kna,23.21,2004
lca,39.64,2004
vct,29.46,2004
wsm,1.891,2004
smr,0.0,2004
stp,9.885,2004
sau,3.964,2004
sen,27.22,2004
srb,5.05,1998
srb,4.159,1999
srb,3.928,2000
srb,3.875,2001
srb,3.121,2002
srb,2.855,2003
srb,2.372,2004
scg,4.288,1997
scg,4.127,1998
scg,3.465,1999
scg,3.326,2000
scg,4.007,2001
scg,3.232,2002
scg,3.872,2004
syc,5.472,2004
sle,71.17,2004
sgp,1.544,1963
sgp,4.131,1964
sgp,4.871,1965
sgp,4.286,1966
sgp,3.577,1967
sgp,2.828,1968
sgp,3.279,1969
sgp,2.818,1970
sgp,3.738,1971
sgp,4.518,1972
sgp,2.954,1973
sgp,3.609,1974
sgp,3.616,1975
sgp,2.082,1976
sgp,2.566,1977
sgp,2.68,1978
sgp,2.111,1979
sgp,2.927,1980
sgp,2.564,1981
sgp,1.979,1982
sgp,3.188,1983
sgp,3.916,1984
sgp,3.08,1985
sgp,3.059,1986
sgp,2.458,1987
sgp,2.31,1988
sgp,3.478,1989
sgp,1.667,1990
sgp,1.647,1991
sgp,1.972,1992
sgp,1.96,1993
sgp,1.291,1994
sgp,1.1,1995
sgp,0.4588,1996
sgp,1.315,1997
sgp,0.8106,1998
sgp,1.535,1999
sgp,1.623,2000
sgp,0.8583,2001
sgp,0.8771,2002
sgp,1.223,2003
sgp,0.8365,2004
svk,2.863,1992
svk,3.208,1993
svk,3.165,1994
svk,2.868,1995
svk,2.651,1996
svk,4.011,1997
svk,2.732,1998
svk,3.221,1999
svk,3.207,2000
svk,2.757,2001
svk,2.822,2002
svk,2.542,2003
svk,2.149,2004
svn,1.745,1985
svn,2.197,1986
svn,1.68,1987
svn,1.842,1988
svn,2.72,1989
svn,3.033,1990
svn,3.52,1991
svn,2.735,1992
svn,1.759,1993
svn,2.749,1994
svn,3.354,1995
svn,2.74,1996
svn,2.628,1997
svn,1.483,1998
svn,1.857,1999
svn,1.208,2000
svn,1.091,2001
svn,1.759,2002
svn,1.097,2003
svn,2.443,2004
slb,1.717,2004
som,2.37,2004
zaf,121.1,2004
esp,0.8689,1951
esp,0.6238,1952
esp,0.5534,1953
esp,0.5799,1954
esp,0.5183,1955
esp,0.6971,1956
esp,0.8223,1957
esp,0.8321,1958
esp,0.7735,1959
esp,0.3947,1960
esp,0.2951,1961
esp,0.1486,1962
esp,0.1748,1963
esp,0.1003,1964
esp,0.2029,1965
esp,0.2916,1966
esp,0.1783,1967
esp,0.1503,1968
esp,0.3635,1969
esp,0.959,1970
esp,0.3105,1971
esp,0.4268,1972
esp,0.4734,1973
esp,0.4676,1974
esp,1.008,1975
esp,0.792,1976
esp,1.121,1977
esp,1.559,1978
esp,1.852,1979
esp,1.706,1980
esp,1.386,1981
esp,1.318,1982
esp,1.724,1983
esp,1.98,1984
esp,1.722,1985
esp,1.629,1986
esp,1.697,1987
esp,1.312,1988
esp,1.341,1989
esp,1.383,1990
esp,1.283,1991
esp,1.254,1992
esp,1.281,1993
esp,1.275,1994
esp,1.261,1995
esp,1.14,1996
esp,1.157,1997
esp,1.205,1998
esp,0.0,1999
esp,0.0,2000
esp,1.428,2001
esp,1.477,2002
esp,1.353,2003
esp,1.613,2004
lka,6.868,1950
lka,6.678,1951
lka,6.996,1952
lka,7.315,1953
lka,10.1,1954
lka,8.039,1955
lka,7.377,1956
lka,7.295,1957
lka,9.761,1958
lka,8.216,1959
lka,6.733,1960
lka,5.643,1961
lka,6.2,1962
lka,4.753,1963
lka,5.14,1964
lka,6.024,1965
lka,6.926,1966
lka,5.324,1967
lka,4.319,1968
lka,13.63,1977
lka,4.652,1980
lka,5.848,1981
lka,6.813,1982
lka,12.88,1983
lka,10.9,1984
lka,13.64,1985
lka,13.88,1986
lka,12.13,2004
sdn,50.99,2004
sur,22.31,2004
swz,40.65,2004
swe,0.7138,1951
swe,0.7865,1952
swe,0.6655,1953
swe,0.7086,1954
swe,0.6154,1955
swe,0.9611,1956
swe,0.7325,1957
swe,0.6406,1958
swe,0.6987,1959
swe,0.6919,1960
swe,0.6587,1961
swe,0.428,1962
swe,0.9231,1963
swe,0.7155,1964
swe,0.9189,1965
swe,0.874,1966
swe,1.12,1967
swe,0.5961,1968
swe,1.066,1969
swe,1.114,1970
swe,1.161,1971
swe,1.083,1972
swe,1.089,1973
swe,1.501,1974
swe,1.471,1975
swe,1.49,1976
swe,1.627,1977
swe,1.336,1978
swe,1.548,1979
swe,1.317,1980
swe,2.098,1981
swe,1.614,1982
swe,1.463,1983
swe,1.366,1984
swe,1.6,1985
swe,1.889,1986
swe,1.509,1987
swe,1.852,1988
swe,1.851,1989
swe,1.58,1990
swe,2.013,1991
swe,1.701,1992
swe,1.671,1993
swe,1.572,1994
swe,1.303,1995
swe,1.505,1996
swe,1.353,1997
swe,1.429,1998
swe,1.624,1999
swe,1.295,2000
swe,1.215,2001
swe,1.415,2002
swe,1.208,2003
swe,1.34,2004
che,1.7,1951
che,1.374,1952
che,0.8053,1953
che,0.9201,1954
che,1.292,1955
che,0.8205,1956
che,0.7192,1957
che,0.8863,1958
che,1.073,1959
che,0.616,1960
che,0.6308,1961
che,0.852,1962
che,0.5344,1963
che,0.8175,1964
che,0.571,1965
che,0.5746,1966
che,0.8747,1967
che,0.7303,1968
che,0.6328,1969
che,0.9005,1970
che,0.964,1971
che,0.9178,1972
che,0.8455,1973
che,1.232,1974
che,0.9713,1975
che,0.8865,1976
che,1.018,1977
che,0.8165,1978
che,0.817,1979
che,0.777,1980
che,1.185,1981
che,1.648,1982
che,1.652,1983
che,1.152,1984
che,1.297,1985
che,0.7847,1986
che,1.086,1987
che,1.513,1988
che,1.269,1989
che,1.578,1990
che,1.48,1991
che,1.599,1992
che,1.922,1993
che,1.282,1994
che,0.9987,1995
che,1.364,1996
che,1.542,1997
che,0.0,1998
che,0.0,1999
che,0.0,2000
che,1.319,2001
che,0.8123,2002
che,0.6311,2003
che,0.8713,2004
syr,5.164,2004
tjk,4.14,2004
tza,57.01,2004
tha,10.67,2004
tls,28.25,2004
tgo,27.05,2004
ton,1.126,2004
tto,7.59,1951
tto,6.941,1952
tto,11.93,1953
tto,9.979,1954
tto,11.76,1955
tto,13.15,1956
tto,13.39,1957
tto,6.521,1958
tto,8.364,1960
tto,9.638,1961
tto,11.76,1962
tto,8.449,1963
tto,16.94,1967
tto,10.3,1968
tto,9.085,1970
tto,7.054,1971
tto,6.327,1972
tto,8.597,1973
tto,12.79,1974
tto,10.2,1975
tto,9.057,1976
tto,11.55,1977
tto,7.906,1978
tto,6.276,1979
tto,3.135,1980
tto,4.56,1981
tto,5.399,1982
tto,7.119,1983
tto,8.802,1984
tto,14.81,1985
tto,11.98,1986
tto,14.62,1987
tto,13.69,1988
tto,12.66,1989
tto,10.23,1990
tto,12.88,1991
tto,15.77,1992
tto,14.04,1993
tto,17.07,1994
tto,17.62,1995
tto,16.15,1996
tto,13.13,1997
tto,14.14,1998
tto,13.37,1999
tto,20.74,2000
tto,25.55,2001
tto,24.08,2002
tto,19.12,2004
tun,2.967,2004
tur,4.749,2004
tkm,13.18,1981
tkm,8.204,1982
tkm,7.559,1985
tkm,6.546,1986
tkm,6.275,1987
tkm,10.79,1988
tkm,12.72,1989
tkm,13.76,1990
tkm,11.43,1991
tkm,11.41,1992
tkm,11.09,1993
tkm,8.764,1994
tkm,6.813,1995
tkm,12.25,1996
tkm,10.39,1997
tkm,14.52,1998
tkm,17.02,2004
tuv,3.284,2004
uga,55.56,2004
ukr,8.902,1981
ukr,9.097,1982
ukr,6.666,1985
ukr,5.663,1986
ukr,6.235,1987
ukr,7.463,1988
ukr,10.6,1989
ukr,11.76,1990
ukr,12.91,1991
ukr,17.38,1992
ukr,17.88,1993
ukr,20.75,1994
ukr,22.74,1995
ukr,22.3,1996
ukr,19.15,1997
ukr,17.57,1998
ukr,17.84,1999
ukr,18.2,2000
ukr,17.15,2001
ukr,16.13,2002
ukr,14.88,2003
ukr,13.78,2004
are,0.6098,2004
gbr,0.5035,1950
gbr,0.4785,1951
gbr,0.4879,1952
gbr,0.4516,1953
gbr,0.506,1954
gbr,0.5013,1955
gbr,0.4139,1956
gbr,0.5812,1957
gbr,0.571,1958
gbr,0.4684,1959
gbr,0.6249,1960
gbr,0.6885,1961
gbr,0.6225,1962
gbr,0.625,1963
gbr,0.6201,1964
gbr,0.7075,1965
gbr,0.8392,1966
gbr,0.8221,1967
gbr,0.7996,1968
gbr,0.8368,1969
gbr,0.9532,1970
gbr,1.029,1971
gbr,1.168,1972
gbr,1.712,1973
gbr,2.007,1974
gbr,1.902,1975
gbr,2.068,1976
gbr,1.938,1977
gbr,1.85,1978
gbr,1.503,1979
gbr,1.21,1980
gbr,0.902,1981
gbr,1.147,1982
gbr,1.079,1983
gbr,1.129,1984
gbr,1.043,1985
gbr,1.048,1986
gbr,1.249,1987
gbr,1.405,1988
gbr,1.402,1989
gbr,1.042,1990
gbr,0.9162,1991
gbr,1.178,1992
gbr,1.698,1993
gbr,1.394,1994
gbr,1.449,1995
gbr,1.204,1996
gbr,0.9905,1997
gbr,0.9886,1998
gbr,1.172,1999
gbr,1.255,2000
gbr,0.6021,2001
gbr,0.7026,2002
gbr,0.7082,2003
gbr,0.7995,2004
usa,8.196,1950
usa,7.639,1951
usa,8.365,1952
usa,7.844,1953
usa,7.842,1954
usa,7.386,1955
usa,7.461,1956
usa,7.417,1957
usa,7.417,1958
usa,7.658,1959
usa,7.845,1960
usa,7.839,1961
usa,8.192,1962
usa,8.362,1963
usa,8.784,1964
usa,9.654,1965
usa,10.25,1966
usa,11.91,1967
usa,13.15,1968
usa,13.65,1969
usa,14.54,1970
usa,15.95,1971
usa,16.47,1972
usa,16.32,1973
usa,16.93,1974
usa,16.25,1975
usa,14.57,1976
usa,14.48,1977
usa,14.61,1978
usa,15.6,1979
usa,16.58,1980
usa,15.94,1981
usa,14.63,1982
usa,12.95,1983
usa,12.32,1984
usa,12.2,1985
usa,13.28,1986
usa,12.58,1987
usa,13.25,1988
usa,13.97,1989
usa,15.45,1990
usa,16.44,1991
usa,15.83,1992
usa,16.0,1993
usa,15.48,1994
usa,13.92,1995
usa,12.61,1996
usa,11.88,1997
usa,10.7,1998
usa,9.951,1999
usa,9.556,2000
usa,11.33,2001
usa,9.916,2002
usa,9.996,2003
usa,9.666,2004
ury,8.097,1955
ury,8.474,1956
ury,9.039,1957
ury,8.404,1958
ury,8.096,1959
ury,8.409,1960
ury,8.091,1963
ury,7.325,1964
ury,6.212,1965
ury,7.231,1966
ury,8.902,1967
ury,7.462,1968
ury,6.343,1969
ury,6.125,1970
ury,6.606,1971
ury,6.825,1972
ury,5.696,1973
ury,6.757,1974
ury,5.112,1975
ury,4.866,1976
ury,3.909,1977
ury,3.264,1978
ury,3.753,1980
ury,4.956,1981
ury,4.842,1982
ury,3.398,1983
ury,4.277,1984
ury,4.899,1985
ury,4.624,1986
ury,4.252,1987
ury,5.461,1988
ury,7.549,1989
ury,7.072,1990
ury,7.052,1993
ury,7.27,1994
ury,7.767,1995
ury,6.999,1996
ury,8.035,1997
ury,9.847,1998
ury,9.199,1999
ury,8.915,2000
ury,7.825,2001
ury,6.617,2004
ussr,13.96,1982
ussr,13.51,1983
ussr,12.87,1984
ussr,11.21,1985
ussr,8.251,1986
ussr,8.8,1987
ussr,11.26,1988
ussr,15.32,1989
ussr,17.72,1990
uzb,9.279,1981
uzb,9.052,1982
uzb,6.901,1985
uzb,5.646,1986
uzb,4.98,1987
uzb,7.721,1988
uzb,11.92,1989
uzb,12.82,1990
uzb,11.92,1991
uzb,10.81,1992
uzb,9.139,1993
uzb,9.079,1994
uzb,10.06,1995
uzb,9.165,1996
uzb,7.194,1997
uzb,6.171,1998
uzb,5.583,1999
uzb,5.601,2000
uzb,5.493,2001
uzb,5.698,2002
uzb,3.649,2003
uzb,4.201,2004
vut,1.767,2004
ven,11.2,1955
ven,10.35,1956
ven,8.235,1957
ven,16.69,1958
ven,14.58,1959
ven,16.17,1960
ven,18.25,1961
ven,21.97,1962
ven,24.84,1963
ven,22.99,1964
ven,21.14,1965
ven,19.08,1966
ven,18.37,1967
ven,17.29,1968
ven,18.35,1969
ven,17.04,1970
ven,18.2,1971
ven,18.31,1972
ven,20.55,1973
ven,20.42,1974
ven,17.61,1975
ven,18.39,1976
ven,18.86,1977
ven,20.03,1978
ven,21.46,1979
ven,24.73,1980
ven,20.13,1981
ven,23.45,1982
ven,27.06,1983
ven,19.15,1985
ven,16.25,1986
ven,15.4,1987
ven,17.07,1988
ven,22.78,1989
ven,24.83,1990
ven,24.96,1992
ven,27.99,1993
ven,29.67,1994
ven,27.8,1996
ven,23.29,1997
ven,22.26,1998
ven,31.56,1999
ven,48.47,2000
ven,49.26,2001
ven,53.16,2002
ven,63.17,2003
ven,51.77,2004
deu_west,1.156,1952
deu_west,1.207,1953
deu_west,1.223,1954
deu_west,1.284,1955
deu_west,1.196,1956
deu_west,1.188,1957
deu_west,1.113,1958
deu_west,1.259,1959
deu_west,1.16,1960
deu_west,1.276,1961
deu_west,1.178,1962
deu_west,1.219,1963
deu_west,1.254,1964
deu_west,1.371,1965
deu_west,1.305,1966
deu_west,1.429,1967
deu_west,1.289,1968
deu_west,1.557,1969
deu_west,1.707,1970
deu_west,1.65,1971
deu_west,1.79,1972
deu_west,1.599,1973
deu_west,1.373,1974
deu_west,1.455,1975
deu_west,1.437,1976
deu_west,1.409,1977
deu_west,1.396,1978
deu_west,1.194,1979
deu_west,1.331,1980
deu_west,1.419,1981
deu_west,1.344,1982
deu_west,1.3,1983
deu_west,1.239,1984
deu_west,1.201,1985
deu_west,1.274,1986
deu_west,1.076,1987
deu_west,1.064,1988
deu_west,1.048,1989
deu_west,1.113,1990
vnm,6.797,2004
yem,5.479,2004
yug,6.077,1968
yug,5.501,1969
yug,3.199,1978
yug,3.061,1979
yug,2.401,1980
yug,3.142,1981
yug,3.0,1982
yug,2.796,1983
yug,2.651,1984
yug,2.243,1985
yug,2.238,1986
yug,2.24,1987
yug,2.139,1988
yug,2.354,1989
yug,2.792,1990
zmb,51.68,2004
zwe,63.48,2004
