food_supply_kilocalories_per_person_and_day,geo,time
1738,com,1999
1746,com,2000
1733,com,2001
1781,com,2002
1797,com,2003
1804,com,2004
1827,com,2005
1861,com,2006
1884,com,2007
2300,cod,1961
2309,cod,1962
2315,cod,1963
2286,cod,1964
2305,cod,1965
2278,cod,1966
2262,cod,1967
2259,cod,1968
2250,cod,1969
2275,cod,1970
2270,cod,1971
2255,cod,1972
2258,cod,1973
2261,cod,1974
2265,cod,1975
2261,cod,1976
2245,cod,1977
2126,cod,1978
2175,cod,1979
2181,cod,1980
2172,cod,1981
2186,cod,1982
2188,cod,1983
2192,cod,1984
2167,cod,1985
2188,cod,1986
2179,cod,1987
2200,cod,1988
2204,cod,1989
2206,cod,1990
2154,cod,1991
2157,cod,1992
2067,cod,1993
1994,cod,1994
1807,cod,1995
1743,cod,1996
1686,cod,1997
1668,cod,1998
1614,cod,1999
1597,cod,2000
1553,cod,2001
1547,cod,2002
1558,cod,2003
1565,cod,2004
1566,cod,2005
1585,cod,2006
1605,cod,2007
2097,cog,1961
2100,cog,1962
2099,cog,1963
2137,cog,1964
2089,cog,1965
2022,cog,1966
2019,cog,1967
2017,cog,1968
1939,cog,1969
1894,cog,1970
1940,cog,1971
2007,cog,1972
1958,cog,1973
1903,cog,1974
2009,cog,1975
1969,cog,1976
2000,cog,1977
2002,cog,1978
2001,cog,1979
2046,cog,1980
2006,cog,1981
2101,cog,1982
2078,cog,1983
2100,cog,1984
2093,cog,1985
2081,cog,1986
2116,cog,1987
2095,cog,1988
2056,cog,1989
1975,cog,1990
1956,cog,1991
1969,cog,1992
1929,cog,1993
1947,cog,1994
1948,cog,1995
1970,cog,1996
2016,cog,1997
2084,cog,1998
2211,cog,1999
2291,cog,2000
2373,cog,2001
2448,cog,2002
2454,cog,2003
2459,cog,2004
2504,cog,2005
2522,cog,2006
2512,cog,2007
1973,cri,1961
2017,cri,1962
2026,cri,1963
2108,cri,1964
2174,cri,1965
2146,cri,1966
2100,cri,1967
2167,cri,1968
2195,cri,1969
2251,cri,1970
2312,cri,1971
2340,cri,1972
2371,cri,1973
2384,cri,1974
2424,cri,1975
2461,cri,1976
2480,cri,1977
2453,cri,1978
2483,cri,1979
2563,cri,1980
2490,cri,1981
2413,cri,1982
2510,cri,1983
2556,cri,1984
2634,cri,1985
2627,cri,1986
2672,cri,1987
2699,cri,1988
2717,cri,1989
2803,cri,1990
2848,cri,1991
2810,cri,1992
2817,cri,1993
2790,cri,1994
2799,cri,1995
2734,cri,1996
2722,cri,1997
2793,cri,1998
2850,cri,1999
2804,cri,2000
2883,cri,2001
2778,cri,2002
2787,cri,2003
2781,cri,2004
2779,cri,2005
2820,cri,2006
2840,cri,2007
2344,civ,1961
2428,civ,1962
2501,civ,1963
2563,civ,1964
2603,civ,1965
2577,civ,1966
2571,civ,1967
2639,civ,1968
2638,civ,1969
2670,civ,1970
2599,civ,1971
2563,civ,1972
2538,civ,1973
2528,civ,1974
2694,civ,1975
2692,civ,1976
2675,civ,1977
2711,civ,1978
2847,civ,1979
2847,civ,1980
2871,civ,1981
2819,civ,1982
2713,civ,1983
2710,civ,1984
2638,civ,1985
2613,civ,1986
2564,civ,1987
2567,civ,1988
2497,civ,1989
2461,civ,1990
2477,civ,1991
2473,civ,1992
2394,civ,1993
2402,civ,1994
2410,civ,1995
2413,civ,1996
2466,civ,1997
2464,civ,1998
2454,civ,1999
2424,civ,2000
2435,civ,2001
2465,civ,2002
2474,civ,2003
2478,civ,2004
2504,civ,2005
2512,civ,2006
2528,civ,2007
2412,hrv,1992
2304,hrv,1993
2404,hrv,1994
2555,hrv,1995
2542,hrv,1996
2510,hrv,1997
2499,hrv,1998
2525,hrv,1999
2535,hrv,2000
2677,hrv,2001
2792,hrv,2002
2885,hrv,2003
2970,hrv,2004
2992,hrv,2005
2978,hrv,2006
2990,hrv,2007
2121,cub,1961
2192,cub,1962
2387,cub,1963
2330,cub,1964
2342,cub,1965
2233,cub,1966
2304,cub,1967
2414,cub,1968
2469,cub,1969
2581,cub,1970
2748,cub,1971
2652,cub,1972
2613,cub,1973
2826,cub,1974
2675,cub,1975
2764,cub,1976
2724,cub,1977
2805,cub,1978
2716,cub,1979
2893,cub,1980
2931,cub,1981
3009,cub,1982
3073,cub,1983
3128,cub,1984
3132,cub,1985
3081,cub,1986
3083,cub,1987
2994,cub,1988
3012,cub,1989
2921,cub,1990
2734,cub,1991
2504,cub,1992
2325,cub,1993
2365,cub,1994
2328,cub,1995
2451,cub,1996
2567,cub,1997
2654,cub,1998
2932,cub,1999
3051,cub,2000
3096,cub,2001
3183,cub,2002
3273,cub,2003
3376,cub,2004
3300,cub,2005
3311,cub,2006
3274,cub,2007
2473,cyp,1961
2424,cyp,1962
2372,cyp,1963
2596,cyp,1964
2695,cyp,1965
2751,cyp,1966
2895,cyp,1967
2962,cyp,1968
3287,cyp,1969
3048,cyp,1970
3085,cyp,1971
2871,cyp,1972
2953,cyp,1973
2536,cyp,1974
2534,cyp,1975
2503,cyp,1976
2560,cyp,1977
2671,cyp,1978
2834,cyp,1979
2758,cyp,1980
2775,cyp,1981
2971,cyp,1982
2933,cyp,1983
3053,cyp,1984
3117,cyp,1985
3001,cyp,1986
2983,cyp,1987
2915,cyp,1988
2990,cyp,1989
3021,cyp,1990
3120,cyp,1991
3203,cyp,1992
3228,cyp,1993
3260,cyp,1994
3293,cyp,1995
3196,cyp,1996
3213,cyp,1997
3239,cyp,1998
3231,cyp,1999
3207,cyp,2000
3193,cyp,2001
3203,cyp,2002
3188,cyp,2003
3201,cyp,2004
3214,cyp,2005
3202,cyp,2006
3181,cyp,2007
3042,cze,1993
2991,cze,1994
3208,cze,1995
3316,cze,1996
3239,cze,1997
3271,cze,1998
3120,cze,1999
3080,cze,2000
3166,cze,2001
3245,cze,2002
3313,cze,2003
3379,cze,2004
3366,cze,2005
3324,cze,2006
3260,cze,2007
3301,cheslo,1961
3348,cheslo,1962
3397,cheslo,1963
3377,cheslo,1964
3384,cheslo,1965
3417,cheslo,1966
3406,cheslo,1967
3456,cheslo,1968
3395,cheslo,1969
3357,cheslo,1970
3355,cheslo,1971
3348,cheslo,1972
3370,cheslo,1973
3374,cheslo,1974
3369,cheslo,1975
3361,cheslo,1976
3311,cheslo,1977
3362,cheslo,1978
3344,cheslo,1979
3342,cheslo,1980
3392,cheslo,1981
3441,cheslo,1982
3406,cheslo,1983
3450,cheslo,1984
3438,cheslo,1985
3478,cheslo,1986
3495,cheslo,1987
3593,cheslo,1988
3607,cheslo,1989
3650,cheslo,1990
3301,cheslo,1991
3161,cheslo,1992
3187,dnk,1961
3102,dnk,1962
3099,dnk,1963
3112,dnk,1964
3107,dnk,1965
3119,dnk,1966
3083,dnk,1967
3094,dnk,1968
3080,dnk,1969
3158,dnk,1970
3188,dnk,1971
3101,dnk,1972
3038,dnk,1973
3037,dnk,1974
2989,dnk,1975
2986,dnk,1976
3010,dnk,1977
3029,dnk,1978
3057,dnk,1979
3129,dnk,1980
3133,dnk,1981
3092,dnk,1982
3034,dnk,1983
3010,dnk,1984
3166,dnk,1985
3139,dnk,1986
3215,dnk,1987
3249,dnk,1988
3183,dnk,1989
3162,dnk,1990
3198,dnk,1991
3309,dnk,1992
3306,dnk,1993
3287,dnk,1994
3389,dnk,1995
3275,dnk,1996
3358,dnk,1997
3383,dnk,1998
3378,dnk,1999
3329,dnk,2000
3365,dnk,2001
3402,dnk,2002
3378,dnk,2003
3442,dnk,2004
3372,dnk,2005
3404,dnk,2006
3416,dnk,2007
1577,dji,1961
1611,dji,1962
1579,dji,1963
1550,dji,1964
1559,dji,1965
1586,dji,1966
1659,dji,1967
1681,dji,1968
1560,dji,1969
1686,dji,1970
1706,dji,1971
1658,dji,1972
1756,dji,1973
1673,dji,1974
1662,dji,1975
1644,dji,1976
1611,dji,1977
1519,dji,1978
1452,dji,1979
1527,dji,1980
1551,dji,1981
1600,dji,1982
1644,dji,1983
1576,dji,1984
1574,dji,1985
1610,dji,1986
1565,dji,1987
1752,dji,1988
1678,dji,1989
1734,dji,1990
1710,dji,1991
1721,dji,1992
1840,dji,1993
1820,dji,1994
1882,dji,1995
1890,dji,1996
1818,dji,1997
1861,dji,1998
1918,dji,1999
1993,dji,2000
2021,dji,2001
2061,dji,2002
2130,dji,2003
2155,dji,2004
2219,dji,2005
2282,dji,2006
2291,dji,2007
1793,dma,1961
1859,dma,1962
1933,dma,1963
1933,dma,1964
2008,dma,1965
2025,dma,1966
2069,dma,1967
2177,dma,1968
2177,dma,1969
2186,dma,1970
2178,dma,1971
2167,dma,1972
2076,dma,1973
2088,dma,1974
2107,dma,1975
2161,dma,1976
2228,dma,1977
2297,dma,1978
2141,dma,1979
2293,dma,1980
2314,dma,1981
2343,dma,1982
2313,dma,1983
2491,dma,1984
2558,dma,1985
2788,dma,1986
2929,dma,1987
3012,dma,1988
3082,dma,1989
3042,dma,1990
3010,dma,1991
2961,dma,1992
2944,dma,1993
2953,dma,1994
3002,dma,1995
2953,dma,1996
2980,dma,1997
2912,dma,1998
2983,dma,1999
3132,dma,2000
3086,dma,2001
3057,dma,2002
3073,dma,2003
3051,dma,2004
3092,dma,2005
3095,dma,2006
3157,dma,2007
1694,dom,1961
1824,dom,1962
1832,dom,1963
1837,dom,1964
1770,dom,1965
1884,dom,1966
1845,dom,1967
1899,dom,1968
1949,dom,1969
1930,dom,1970
1959,dom,1971
1982,dom,1972
2044,dom,1973
2083,dom,1974
2047,dom,1975
2060,dom,1976
2135,dom,1977
2106,dom,1978
2138,dom,1979
2223,dom,1980
2188,dom,1981
2168,dom,1982
2220,dom,1983
2248,dom,1984
2347,dom,1985
2305,dom,1986
2242,dom,1987
2192,dom,1988
2229,dom,1989
2130,dom,1990
2170,dom,1991
2173,dom,1992
2235,dom,1993
2290,dom,1994
2214,dom,1995
2182,dom,1996
2195,dom,1997
2193,dom,1998
2213,dom,1999
2185,dom,2000
2254,dom,2001
2265,dom,2002
2182,dom,2003
2225,dom,2004
2234,dom,2005
2260,dom,2006
2295,dom,2007
1912,ecu,1961
1936,ecu,1962
1967,ecu,1963
1931,ecu,1964
2037,ecu,1965
2011,ecu,1966
2052,ecu,1967
2010,ecu,1968
2037,ecu,1969
2074,ecu,1970
2014,ecu,1971
2083,ecu,1972
2000,ecu,1973
2023,ecu,1974
2122,ecu,1975
2179,ecu,1976
2098,ecu,1977
2092,ecu,1978
2103,ecu,1979
2201,ecu,1980
2094,ecu,1981
2117,ecu,1982
2035,ecu,1983
2074,ecu,1984
2030,ecu,1985
2144,ecu,1986
2182,ecu,1987
2452,ecu,1988
2390,ecu,1989
2134,ecu,1990
2048,ecu,1991
2135,ecu,1992
2106,ecu,1993
2264,ecu,1994
2190,ecu,1995
2250,ecu,1996
2314,ecu,1997
2233,ecu,1998
2303,ecu,1999
2226,ecu,2000
2227,ecu,2001
2265,ecu,2002
2221,ecu,2003
2262,ecu,2004
2316,ecu,2005
2295,ecu,2006
2301,ecu,2007
2095,egy,1961
2176,egy,1962
2194,egy,1963
2233,egy,1964
2265,egy,1965
2326,egy,1966
2271,egy,1967
2315,egy,1968
2316,egy,1969
2322,egy,1970
2312,egy,1971
2353,egy,1972
2396,egy,1973
2441,egy,1974
2477,egy,1975
2560,egy,1976
2602,egy,1977
2695,egy,1978
2814,egy,1979
2890,egy,1980
3028,egy,1981
3081,egy,1982
3057,egy,1983
3051,egy,1984
3051,egy,1985
3031,egy,1986
3093,egy,1987
3073,egy,1988
3040,egy,1989
3104,egy,1990
3083,egy,1991
3075,egy,1992
3086,egy,1993
3135,egy,1994
3195,egy,1995
3205,egy,1996
3222,egy,1997
3192,egy,1998
3198,egy,1999
3202,egy,2000
3235,egy,2001
3252,egy,2002
3195,egy,2003
3097,egy,2004
3161,egy,2005
3134,egy,2006
3195,egy,2007
1598,slv,1961
1635,slv,1962
1673,slv,1963
1648,slv,1964
1720,slv,1965
1727,slv,1966
1739,slv,1967
1767,slv,1968
1756,slv,1969
1758,slv,1970
1810,slv,1971
1805,slv,1972
1859,slv,1973
1908,slv,1974
2049,slv,1975
2079,slv,1976
2124,slv,1977
2161,slv,1978
2225,slv,1979
2258,slv,1980
2292,slv,1981
2253,slv,1982
2247,slv,1983
2283,slv,1984
2269,slv,1985
2210,slv,1986
2199,slv,1987
2257,slv,1988
2293,slv,1989
2334,slv,1990
2430,slv,1991
2435,slv,1992
2410,slv,1993
2389,slv,1994
2401,slv,1995
2420,slv,1996
2457,slv,1997
2458,slv,1998
2440,slv,1999
2571,slv,2000
2652,slv,2001
2660,slv,2002
2623,slv,2003
2587,slv,2004
2586,slv,2005
2580,slv,2006
2590,slv,2007
1465,eri,1993
1561,eri,1994
1565,eri,1995
1569,eri,1996
1579,eri,1997
1558,eri,1998
1533,eri,1999
1528,eri,2000
1515,eri,2001
1509,eri,2002
1515,eri,2003
1542,eri,2004
1568,eri,2005
1587,eri,2006
1605,eri,2007
2532,est,1992
2582,est,1993
2746,est,1994
2932,est,1995
3088,est,1996
2965,est,1997
2985,est,1998
3135,est,1999
3064,est,2000
3045,est,2001
3025,est,2002
3042,est,2003
3060,est,2004
3107,est,2005
3127,est,2006
3154,est,2007
1840,eth,1961
1826,eth,1962
1815,eth,1963
1805,eth,1964
1780,eth,1965
1726,eth,1966
1732,eth,1967
1658,eth,1968
1698,eth,1969
1695,eth,1970
1664,eth,1971
1568,eth,1972
1517,eth,1973
1507,eth,1974
1499,eth,1975
1497,eth,1976
1535,eth,1977
1558,eth,1978
1758,eth,1979
1842,eth,1980
1757,eth,1981
1772,eth,1982
1784,eth,1983
1573,eth,1984
1563,eth,1985
1635,eth,1986
1581,eth,1987
1647,eth,1988
1571,eth,1989
1556,eth,1990
1586,eth,1991
1557,eth,1992
1516,eth,1993
1558,eth,1994
1588,eth,1995
1667,eth,1996
1697,eth,1997
1710,eth,1998
1750,eth,1999
1810,eth,2000
1847,eth,2001
1857,eth,2002
1875,eth,2003
1906,eth,2004
1927,eth,2005
1948,eth,2006
1980,eth,2007
2550,fji,1961
2605,fji,1962
2683,fji,1963
2632,fji,1964
2763,fji,1965
2578,fji,1966
2506,fji,1967
2501,fji,1968
2530,fji,1969
2281,fji,1970
2546,fji,1971
2476,fji,1972
2363,fji,1973
2300,fji,1974
2303,fji,1975
2247,fji,1976
2366,fji,1977
2369,fji,1978
2455,fji,1979
2521,fji,1980
2525,fji,1981
2505,fji,1982
2519,fji,1983
2571,fji,1984
2604,fji,1985
2575,fji,1986
2586,fji,1987
2632,fji,1988
2560,fji,1989
2593,fji,1990
2647,fji,1991
2665,fji,1992
2751,fji,1993
2779,fji,1994
2723,fji,1995
2784,fji,1996
2792,fji,1997
2788,fji,1998
2843,fji,1999
2876,fji,2000
2936,fji,2001
2975,fji,2002
3003,fji,2003
3011,fji,2004
3025,fji,2005
3033,fji,2006
3041,fji,2007
3265,fin,1961
3152,fin,1962
3073,fin,1963
3092,fin,1964
3124,fin,1965
3141,fin,1966
3068,fin,1967
3070,fin,1968
3182,fin,1969
3129,fin,1970
3138,fin,1971
3156,fin,1972
3195,fin,1973
3151,fin,1974
3205,fin,1975
3146,fin,1976
3045,fin,1977
3041,fin,1978
3008,fin,1979
3096,fin,1980
3029,fin,1981
3112,fin,1982
2992,fin,1983
3006,fin,1984
2967,fin,1985
2966,fin,1986
2944,fin,1987
3102,fin,1988
3231,fin,1989
3147,fin,1990
3109,fin,1991
3188,fin,1992
3036,fin,1993
2986,fin,1994
3029,fin,1995
3012,fin,1996
3147,fin,1997
3175,fin,1998
3178,fin,1999
3161,fin,2000
3178,fin,2001
3154,fin,2002
3154,fin,2003
3185,fin,2004
3208,fin,2005
3217,fin,2006
3221,fin,2007
3194,fra,1961
3261,fra,1962
3238,fra,1963
3226,fra,1964
3238,fra,1965
3223,fra,1966
3278,fra,1967
3278,fra,1968
3281,fra,1969
3302,fra,1970
3284,fra,1971
3253,fra,1972
3269,fra,1973
3274,fra,1974
3246,fra,1975
3279,fra,1976
3340,fra,1977
3384,fra,1978
3379,fra,1979
3374,fra,1980
3417,fra,1981
3418,fra,1982
3457,fra,1983
3445,fra,1984
3487,fra,1985
3463,fra,1986
3532,fra,1987
3561,fra,1988
3557,fra,1989
3507,fra,1990
3540,fra,1991
3548,fra,1992
3542,fra,1993
3511,fra,1994
3517,fra,1995
3520,fra,1996
3550,fra,1997
3597,fra,1998
3598,fra,1999
3603,fra,2000
3644,fra,2001
3665,fra,2002
3599,fra,2003
3569,fra,2004
3586,fra,2005
3541,fra,2006
3532,fra,2007
2571,pyf,1961
2564,pyf,1962
2529,pyf,1963
2590,pyf,1964
2685,pyf,1965
2848,pyf,1966
2831,pyf,1967
2813,pyf,1968
2807,pyf,1969
2876,pyf,1970
2835,pyf,1971
2846,pyf,1972
2847,pyf,1973
2886,pyf,1974
2833,pyf,1975
2845,pyf,1976
2804,pyf,1977
2812,pyf,1978
2812,pyf,1979
2730,pyf,1980
2710,pyf,1981
2754,pyf,1982
2754,pyf,1983
2768,pyf,1984
2769,pyf,1985
2805,pyf,1986
2830,pyf,1987
2193,pyf,1988
2780,pyf,1989
2834,pyf,1990
2245,pyf,1991
2382,pyf,1992
2332,pyf,1993
2830,pyf,1994
2458,pyf,1995
2825,pyf,1996
2813,pyf,1997
2794,pyf,1998
2369,pyf,1999
2810,pyf,2000
2864,pyf,2001
2880,pyf,2002
2886,pyf,2003
2902,pyf,2004
2909,pyf,2005
2921,pyf,2006
2942,pyf,2007
1977,gab,1961
2001,gab,1962
1961,gab,1963
1966,gab,1964
1992,gab,1965
2042,gab,1966
2121,gab,1967
2184,gab,1968
2148,gab,1969
2174,gab,1970
2208,gab,1971
2167,gab,1972
2148,gab,1973
2314,gab,1974
2416,gab,1975
2482,gab,1976
2483,gab,1977
2545,gab,1978
2471,gab,1979
2444,gab,1980
2449,gab,1981
2542,gab,1982
2555,gab,1983
2616,gab,1984
2580,gab,1985
2583,gab,1986
2526,gab,1987
2583,gab,1988
2555,gab,1989
2424,gab,1990
2598,gab,1991
2540,gab,1992
2560,gab,1993
2476,gab,1994
2561,gab,1995
2611,gab,1996
2618,gab,1997
2646,gab,1998
2692,gab,1999
2689,gab,2000
2667,gab,2001
2618,gab,2002
2639,gab,2003
2674,gab,2004
2694,gab,2005
2741,gab,2006
2755,gab,2007
2385,gmb,1961
2371,gmb,1962
2365,gmb,1963
2347,gmb,1964
2491,gmb,1965
2387,gmb,1966
2422,gmb,1967
2434,gmb,1968
2422,gmb,1969
2321,gmb,1970
2344,gmb,1971
2131,gmb,1972
2104,gmb,1973
1981,gmb,1974
1823,gmb,1975
1844,gmb,1976
1818,gmb,1977
1872,gmb,1978
1863,gmb,1979
1921,gmb,1980
1993,gmb,1981
2038,gmb,1982
2119,gmb,1983
2160,gmb,1984
2363,gmb,1985
2567,gmb,1986
2526,gmb,1987
2504,gmb,1988
2466,gmb,1989
2521,gmb,1990
2472,gmb,1991
2409,gmb,1992
2355,gmb,1993
2252,gmb,1994
2269,gmb,1995
2212,gmb,1996
2253,gmb,1997
2245,gmb,1998
2248,gmb,1999
2288,gmb,2000
2303,gmb,2001
2255,gmb,2002
2245,gmb,2003
2277,gmb,2004
2285,gmb,2005
2366,gmb,2006
2385,gmb,2007
1816,geo,1992
1570,geo,1993
1777,geo,1994
2226,geo,1995
2339,geo,1996
2386,geo,1997
2429,geo,1998
2392,geo,1999
2374,geo,2000
2529,geo,2001
2609,geo,2002
2709,geo,2003
2828,geo,2004
2855,geo,2005
2725,geo,2006
2859,geo,2007
2888,deu,1961
2944,deu,1962
2928,deu,1963
3017,deu,1964
3044,deu,1965
3046,deu,1966
3043,deu,1967
3098,deu,1968
3086,deu,1969
3146,deu,1970
3174,deu,1971
3163,deu,1972
3206,deu,1973
3168,deu,1974
3161,deu,1975
3207,deu,1976
3167,deu,1977
3279,deu,1978
3308,deu,1979
3338,deu,1980
3334,deu,1981
3363,deu,1982
3378,deu,1983
3412,deu,1984
3463,deu,1985
3463,deu,1986
3473,deu,1987
3514,deu,1988
3452,deu,1989
3307,deu,1990
3404,deu,1991
3446,deu,1992
3292,deu,1993
3305,deu,1994
3354,deu,1995
3403,deu,1996
3283,deu,1997
3390,deu,1998
3385,deu,1999
3433,deu,2000
3478,deu,2001
3521,deu,2002
3495,deu,2003
3496,deu,2004
3524,deu,2005
3519,deu,2006
3547,deu,2007
2095,gha,1961
2014,gha,1962
1902,gha,1963
1920,gha,1964
1934,gha,1965
2139,gha,1966
2241,gha,1967
2133,gha,1968
2142,gha,1969
2308,gha,1970
2295,gha,1971
2187,gha,1972
2213,gha,1973
2263,gha,1974
2102,gha,1975
1960,gha,1976
1779,gha,1977
1743,gha,1978
1723,gha,1979
1691,gha,1980
1679,gha,1981
1598,gha,1982
1603,gha,1983
1940,gha,1984
1933,gha,1985
1948,gha,1986
2045,gha,1987
2051,gha,1988
2046,gha,1989
1854,gha,1990
2256,gha,1991
2253,gha,1992
2415,gha,1993
2435,gha,1994
2479,gha,1995
2487,gha,1996
2484,gha,1997
2519,gha,1998
2561,gha,1999
2596,gha,2000
2603,gha,2001
2675,gha,2002
2715,gha,2003
2767,gha,2004
2795,gha,2005
2845,gha,2006
2907,gha,2007
2824,grc,1961
2780,grc,1962
2794,grc,1963
2877,grc,1964
2924,grc,1965
2947,grc,1966
3008,grc,1967
3043,grc,1968
3041,grc,1969
3146,grc,1970
3171,grc,1971
3134,grc,1972
3420,grc,1973
3355,grc,1974
3342,grc,1975
3324,grc,1976
3340,grc,1977
3341,grc,1978
3337,grc,1979
3195,grc,1980
3368,grc,1981
3405,grc,1982
3433,grc,1983
3550,grc,1984
3510,grc,1985
3338,grc,1986
3461,grc,1987
3544,grc,1988
3628,grc,1989
3539,grc,1990
3535,grc,1991
3603,grc,1992
3543,grc,1993
3578,grc,1994
3508,grc,1995
3512,grc,1996
3521,grc,1997
3589,grc,1998
3668,grc,1999
3620,grc,2000
3672,grc,2001
3691,grc,2002
3680,grc,2003
3713,grc,2004
3697,grc,2005
3678,grc,2006
3725,grc,2007
1732,grd,1961
1813,grd,1962
1856,grd,1963
1932,grd,1964
1985,grd,1965
2057,grd,1966
2070,grd,1967
2105,grd,1968
2155,grd,1969
2241,grd,1970
2199,grd,1971
2171,grd,1972
2148,grd,1973
2060,grd,1974
2050,grd,1975
2102,grd,1976
2250,grd,1977
2277,grd,1978
2290,grd,1979
2258,grd,1980
2252,grd,1981
2190,grd,1982
2106,grd,1983
2102,grd,1984
2106,grd,1985
2141,grd,1986
2358,grd,1987
2401,grd,1988
2454,grd,1989
2496,grd,1990
2464,grd,1991
2458,grd,1992
2475,grd,1993
2457,grd,1994
2407,grd,1995
2376,grd,1996
2399,grd,1997
2328,grd,1998
2253,grd,1999
2254,grd,2000
2327,grd,2001
2324,grd,2002
2359,grd,2003
2405,grd,2004
2384,grd,2005
2434,grd,2006
2454,grd,2007
1817,gtm,1961
1847,gtm,1962
1893,gtm,1963
1953,gtm,1964
1960,gtm,1965
1966,gtm,1966
1973,gtm,1967
1985,gtm,1968
2016,gtm,1969
2027,gtm,1970
1998,gtm,1971
2006,gtm,1972
2060,gtm,1973
2039,gtm,1974
2120,gtm,1975
2067,gtm,1976
2106,gtm,1977
2122,gtm,1978
2129,gtm,1979
2158,gtm,1980
2387,gtm,1981
2259,gtm,1982
2115,gtm,1983
1995,gtm,1984
2182,gtm,1985
2329,gtm,1986
2330,gtm,1987
2346,gtm,1988
2216,gtm,1989
2353,gtm,1990
2318,gtm,1991
2203,gtm,1992
2290,gtm,1993
2281,gtm,1994
2228,gtm,1995
2185,gtm,1996
2098,gtm,1997
2102,gtm,1998
2086,gtm,1999
2092,gtm,2000
2135,gtm,2001
2203,gtm,2002
2139,gtm,2003
2133,gtm,2004
2165,gtm,2005
2188,gtm,2006
2159,gtm,2007
2234,gin,1961
2208,gin,1962
2198,gin,1963
2317,gin,1964
2267,gin,1965
2249,gin,1966
2232,gin,1967
2207,gin,1968
2162,gin,1969
2213,gin,1970
2240,gin,1971
2219,gin,1972
2351,gin,1973
2322,gin,1974
2338,gin,1975
2326,gin,1976
2326,gin,1977
2338,gin,1978
2364,gin,1979
2286,gin,1980
2347,gin,1981
2251,gin,1982
2243,gin,1983
2331,gin,1984
2316,gin,1985
2361,gin,1986
2350,gin,1987
2425,gin,1988
2421,gin,1989
2384,gin,1990
2403,gin,1991
2457,gin,1992
2481,gin,1993
2480,gin,1994
2492,gin,1995
2454,gin,1996
2387,gin,1997
2374,gin,1998
2423,gin,1999
2465,gin,2000
2430,gin,2001
2411,gin,2002
2452,gin,2003
2483,gin,2004
2498,gin,2005
2522,gin,2006
2568,gin,2007
1740,gnb,1961
1702,gnb,1962
1738,gnb,1963
1776,gnb,1964
1833,gnb,1965
1853,gnb,1966
1829,gnb,1967
1729,gnb,1968
1830,gnb,1969
1735,gnb,1970
1857,gnb,1971
1797,gnb,1972
1790,gnb,1973
1823,gnb,1974
1881,gnb,1975
1912,gnb,1976
1943,gnb,1977
1999,gnb,1978
1930,gnb,1979
1977,gnb,1980
2081,gnb,1981
2090,gnb,1982
2100,gnb,1983
2103,gnb,1984
2324,gnb,1985
2221,gnb,1986
2251,gnb,1987
2212,gnb,1988
2192,gnb,1989
2239,gnb,1990
2303,gnb,1991
2336,gnb,1992
2230,gnb,1993
2292,gnb,1994
2289,gnb,1995
2198,gnb,1996
2147,gnb,1997
2094,gnb,1998
2135,gnb,1999
2247,gnb,2000
2222,gnb,2001
2199,gnb,2002
2211,gnb,2003
2235,gnb,2004
2274,gnb,2005
2284,gnb,2006
2306,gnb,2007
2272,guy,1961
2279,guy,1962
2232,guy,1963
2298,guy,1964
2228,guy,1965
2265,guy,1966
2255,guy,1967
2251,guy,1968
2277,guy,1969
2273,guy,1970
2278,guy,1971
2289,guy,1972
2404,guy,1973
2451,guy,1974
2464,guy,1975
2518,guy,1976
2515,guy,1977
2496,guy,1978
2406,guy,1979
2441,guy,1980
2500,guy,1981
2441,guy,1982
2493,guy,1983
2429,guy,1984
2409,guy,1985
2425,guy,1986
2450,guy,1987
2368,guy,1988
2337,guy,1989
2310,guy,1990
2281,guy,1991
2318,guy,1992
2436,guy,1993
2420,guy,1994
2508,guy,1995
2542,guy,1996
2657,guy,1997
2671,guy,1998
2696,guy,1999
2785,guy,2000
2791,guy,2001
2751,guy,2002
2750,guy,2003
2734,guy,2004
2754,guy,2005
2747,guy,2006
2759,guy,2007
1904,hti,1961
1934,hti,1962
1929,hti,1963
1865,hti,1964
1936,hti,1965
1902,hti,1966
1891,hti,1967
1861,hti,1968
1870,hti,1969
1865,hti,1970
1869,hti,1971
1892,hti,1972
1946,hti,1973
1919,hti,1974
1918,hti,1975
1955,hti,1976
1919,hti,1977
1946,hti,1978
1954,hti,1979
1941,hti,1980
1978,hti,1981
1947,hti,1982
1932,hti,1983
1871,hti,1984
1891,hti,1985
1865,hti,1986
1785,hti,1987
1728,hti,1988
1684,hti,1989
1735,hti,1990
1741,hti,1991
1708,hti,1992
1711,hti,1993
1678,hti,1994
1718,hti,1995
1784,hti,1996
1830,hti,1997
1889,hti,1998
1916,hti,1999
1929,hti,2000
1897,hti,2001
1864,hti,2002
1842,hti,2003
1836,hti,2004
1825,hti,2005
1849,hti,2006
1870,hti,2007
1882,hnd,1961
1852,hnd,1962
1864,hnd,1963
1863,hnd,1964
1919,hnd,1965
1977,hnd,1966
2029,hnd,1967
2043,hnd,1968
2089,hnd,1969
2076,hnd,1970
2033,hnd,1971
2005,hnd,1972
2039,hnd,1973
2012,hnd,1974
2078,hnd,1975
2106,hnd,1976
2092,hnd,1977
2055,hnd,1978
2042,hnd,1979
2072,hnd,1980
2125,hnd,1981
2032,hnd,1982
2099,hnd,1983
2099,hnd,1984
2141,hnd,1985
