trade_balance_us_not_inflation_adjusted,geo,time
-402900000.0,khm,1997
-410100000.0,khm,1998
-460400000.0,khm,1999
-435500000.0,khm,2000
-345100000.0,khm,2001
-379100000.0,khm,2002
-467700000.0,khm,2003
-389600000.0,khm,2004
-545100000.0,khm,2005
-540300000.0,khm,2006
-658000000.0,khm,2007
-231200000.0,khm,2008
-696600000.0,khm,2009
-611400000.0,khm,2010
-4081000.0,cmr,1965
-22040000.0,cmr,1966
-18250000.0,cmr,1967
-26430000.0,cmr,1968
6042000.0,cmr,1969
17860000.0,cmr,1970
-51080000.0,cmr,1971
-81480000.0,cmr,1972
-58100000.0,cmr,1973
59500000.0,cmr,1974
-78680000.0,cmr,1975
-145300000.0,cmr,1976
-92430000.0,cmr,1977
-197000000.0,cmr,1978
-416300000.0,cmr,1979
50780000.0,cmr,1980
-500000000.0,cmr,1981
315100000.0,cmr,1982
80760000.0,cmr,1983
193900000.0,cmr,1984
152600000.0,cmr,1985
59150000.0,cmr,1986
-483700000.0,cmr,1987
8913000.0,cmr,1988
327200000.0,cmr,1989
320000000.0,cmr,1990
666400000.0,cmr,1991
254300000.0,cmr,1992
83130000.0,cmr,1993
388900000.0,cmr,1994
504900000.0,cmr,1995
485600000.0,cmr,1996
301900000.0,cmr,1997
358600000.0,cmr,1998
454900000.0,cmr,1999
361800000.0,cmr,2000
-124200000.0,cmr,2001
-85200000.0,cmr,2002
44630000.0,cmr,2003
-67860000.0,cmr,2004
-168500000.0,cmr,2005
368200000.0,cmr,2006
168400000.0,cmr,2007
-716800000.0,cmr,2008
-1072000000.0,cmr,2009
-698600000.0,cmr,2010
-480600000.0,can,1960
-121800000.0,can,1961
-4339000.0,can,1962
358900000.0,can,1963
505000000.0,can,1964
-63080000.0,can,1965
18560000.0,can,1966
658200000.0,can,1967
859400000.0,can,1968
79870000.0,can,1969
2194000000.0,can,1970
1604000000.0,can,1971
1006000000.0,can,1972
1817000000.0,can,1973
220900000.0,can,1974
-2993000000.0,can,1975
-1450000000.0,can,1976
-361100000.0,can,1977
799500000.0,can,1978
1339000000.0,can,1979
4983000000.0,can,1980
2182000000.0,can,1981
11990000000.0,can,1982
10870000000.0,can,1983
12240000000.0,can,1984
8277000000.0,can,1985
3581000000.0,can,1986
4975000000.0,can,1987
3839000000.0,can,1988
179900000.0,can,1989
761900000.0,can,1990
-3432000000.0,can,1991
-2159000000.0,can,1992
-6976000.0,can,1993
6673000000.0,can,1994
18840000000.0,can,1995
24710000000.0,can,1996
12520000000.0,can,1997
12360000000.0,can,1998
24200000000.0,can,1999
41700000000.0,can,2000
41080000000.0,can,2001
32420000000.0,can,2002
32560000000.0,can,2003
42790000000.0,can,2004
42220000000.0,can,2005
32090000000.0,can,2006
27620000000.0,can,2007
22890000000.0,can,2008
-22570000000.0,can,2009
-29630000000.0,can,2010
-65220000.0,cpv,1986
-64800000.0,cpv,1987
-77260000.0,cpv,1988
-100900000.0,cpv,1989
-105000000.0,cpv,1990
-106900000.0,cpv,1991
-149600000.0,cpv,1992
-130800000.0,cpv,1993
-166400000.0,cpv,1994
-196200000.0,cpv,1995
-161500000.0,cpv,1996
-153700000.0,cpv,1997
-189400000.0,cpv,1998
-224300000.0,cpv,1999
-180700000.0,cpv,2000
-183200000.0,cpv,2001
-223500000.0,cpv,2002
-293300000.0,cpv,2003
-347200000.0,cpv,2004
-279800000.0,cpv,2005
-305200000.0,cpv,2006
-465200000.0,cpv,2007
-514600000.0,cpv,2008
-510400000.0,cpv,2009
-461600000.0,cpv,2010
-12240000.0,caf,1960
-11420000.0,caf,1961
-16330000.0,caf,1962
-17140000.0,caf,1963
-17550000.0,caf,1964
-15800000.0,caf,1965
-22280000.0,caf,1966
-33620000.0,caf,1967
-10230000.0,caf,1968
-19320000.0,caf,1969
-18110000.0,caf,1970
-15260000.0,caf,1971
-20410000.0,caf,1972
-21340000.0,caf,1973
-43900000.0,caf,1974
-71150000.0,caf,1975
-32210000.0,caf,1976
-46270000.0,caf,1977
-63900000.0,caf,1978
-89000000.0,caf,1979
-126400000.0,caf,1980
-67230000.0,caf,1981
-90150000.0,caf,1982
-82120000.0,caf,1983
-77230000.0,caf,1984
-103400000.0,caf,1985
-157100000.0,caf,1986
-155700000.0,caf,1987
-133200000.0,caf,1988
-116800000.0,caf,1989
-191300000.0,caf,1990
-138000000.0,caf,1991
-180800000.0,caf,1992
-108400000.0,caf,1993
-48740000.0,caf,1994
-81940000.0,caf,1995
-39870000.0,caf,1996
-54330000.0,caf,1997
-86270000.0,caf,1998
-35900000.0,caf,1999
-41730000.0,caf,2000
-43390000.0,caf,2001
-48270000.0,caf,2002
-51410000.0,caf,2003
-78350000.0,caf,2004
-118400000.0,caf,2005
-116300000.0,caf,2006
-127200000.0,caf,2007
-256400000.0,caf,2008
-159200000.0,caf,2009
-11440000.0,tcd,1960
-15520000.0,tcd,1961
-20030000.0,tcd,1962
-23290000.0,tcd,1963
-29820000.0,tcd,1964
-17850000.0,tcd,1965
-17450000.0,tcd,1966
-17040000.0,tcd,1967
-17050000.0,tcd,1968
-21210000.0,tcd,1969
-27040000.0,tcd,1970
-25660000.0,tcd,1971
-28160000.0,tcd,1972
-50300000.0,tcd,1973
-54900000.0,tcd,1974
-98980000.0,tcd,1975
-89210000.0,tcd,1976
-121800000.0,tcd,1977
-128600000.0,tcd,1978
-169300000.0,tcd,1979
-123100000.0,tcd,1980
-66300000.0,tcd,1981
-57850000.0,tcd,1982
-59290000.0,tcd,1983
-55470000.0,tcd,1984
-200600000.0,tcd,1985
-234700000.0,tcd,1986
-244100000.0,tcd,1987
-223700000.0,tcd,1988
-252700000.0,tcd,1989
-250800000.0,tcd,1990
-233600000.0,tcd,1991
-258200000.0,tcd,1992
-234100000.0,tcd,1993
-221500000.0,tcd,1994
-171200000.0,tcd,1995
-185200000.0,tcd,1996
-188800000.0,tcd,1997
-193200000.0,tcd,1998
-213200000.0,tcd,1999
-246400000.0,tcd,2000
-598100000.0,tcd,2001
-2007000000.0,tcd,2002
-933600000.0,tcd,2003
11000000.0,tcd,2004
910000000.0,tcd,2005
1343000000.0,tcd,2006
175400000.0,tcd,2007
217300000.0,tcd,2008
-1915000000.0,tcd,2009
-1882000000.0,tcd,2010
-94520000.0,chl,1960
-188900000.0,chl,1961
-93720000.0,chl,1962
-122300000.0,chl,1963
-42980000.0,chl,1964
63360000.0,chl,1965
77900000.0,chl,1966
78920000.0,chl,1967
58170000.0,chl,1968
185700000.0,chl,1969
53210000.0,chl,1970
-106500000.0,chl,1971
-393600000.0,chl,1972
-297300000.0,chl,1973
105100000.0,chl,1974
-142600000.0,chl,1975
426700000.0,chl,1976
-240700000.0,chl,1977
-514800000.0,chl,1978
-586800000.0,chl,1979
-1146000000.0,chl,1980
-3374000000.0,chl,1981
-458800000.0,chl,1982
532200000.0,chl,1983
-213200000.0,chl,1984
401400000.0,chl,1985
542200000.0,chl,1986
607500000.0,chl,1987
1724000000.0,chl,1988
1345000000.0,chl,1989
1084000000.0,chl,1990
1685000000.0,chl,1991
730600000.0,chl,1992
-951800000.0,chl,1993
917600000.0,chl,1994
1570000000.0,chl,1995
-1279000000.0,chl,1996
-1755000000.0,chl,1997
-2592000000.0,chl,1998
1659000000.0,chl,1999
1402000000.0,chl,2000
1052000000.0,chl,2001
1626000000.0,chl,2002
3042000000.0,chl,2003
8775000000.0,chl,2004
10070000000.0,chl,2005
22100000000.0,chl,2006
23010000000.0,chl,2007
6181000000.0,chl,2008
12480000000.0,chl,2009
14620000000.0,chl,2010
-86800000.0,chn,1970
-253000000.0,chn,1971
-272600000.0,chn,1972
749400000.0,chn,1973
-405200000.0,chn,1974
37600000.0,chn,1975
518200000.0,chn,1976
647400000.0,chn,1977
-688400000.0,chn,1978
-1627000000.0,chn,1979
-692000000.0,chn,1980
983800000.0,chn,1981
4812000000.0,chn,1982
2571000000.0,chn,1983
54000000.0,chn,1984
-12500000000.0,chn,1985
-7390000000.0,chn,1986
291000000.0,chn,1987
-4061000000.0,chn,1988
-4928000000.0,chn,1989
10670000000.0,chn,1990
11600000000.0,chn,1991
4998000000.0,chn,1992
-11790000000.0,chn,1993
7357000000.0,chn,1994
11960000000.0,chn,1995
17550000000.0,chn,1996
42820000000.0,chn,1997
43840000000.0,chn,1998
28700000000.0,chn,1999
28870000000.0,chn,2000
28080000000.0,chn,2001
37380000000.0,chn,2002
36080000000.0,chn,2003
49280000000.0,chn,2004
124800000000.0,chn,2005
208900000000.0,chn,2006
307500000000.0,chn,2007
348900000000.0,chn,2008
220100000000.0,chn,2009
232100000000.0,chn,2010
37780000.0,col,1960
-38070000.0,col,1961
-188600.0,col,1962
-17770000.0,col,1963
-41460000.0,col,1964
58950000.0,col,1965
-161600000.0,col,1966
29570000.0,col,1967
-77330000.0,col,1968
-73440000.0,col,1969
-108400000.0,col,1970
-301000000.0,col,1971
-45730000.0,col,1972
84850000.0,col,1973
-115100000.0,col,1974
226300000.0,col,1975
490000000.0,col,1976
707000000.0,col,1977
665000000.0,col,1978
493600000.0,col,1979
211500000.0,col,1980
-1303000000.0,col,1981
-1654000000.0,col,1982
-1078000000.0,col,1983
-228100000.0,col,1984
449700000.0,col,1985
2391000000.0,col,1986
1467000000.0,col,1987
952600000.0,col,1988
1655000000.0,col,1989
2314000000.0,col,1990
3066000000.0,col,1991
961600000.0,col,1992
-1300000000.0,col,1993
-4838000000.0,col,1994
-5948000000.0,col,1995
-5485000000.0,col,1996
-6308000000.0,col,1997
-5802000000.0,col,1998
468700000.0,col,1999
-367500000.0,col,2000
-2709000000.0,col,2001
-2942000000.0,col,2002
-2927000000.0,col,2003
-2494000000.0,col,2004
-2600000000.0,col,2005
-4674000000.0,col,2006
-6750000000.0,col,2007
-5507000000.0,col,2008
-4833000000.0,col,2009
-6391000000.0,col,2010
-53410000.0,com,1980
-42800000.0,com,1981
-40860000.0,com,1982
-37750000.0,com,1983
-50000000.0,com,1984
-37850000.0,com,1985
-40710000.0,com,1986
-53540000.0,com,1987
-49350000.0,com,1988
-48500000.0,com,1989
-57240000.0,com,1990
-44910000.0,com,1991
-63380000.0,com,1992
-46760000.0,com,1993
-50480000.0,com,1994
-57520000.0,com,1995
-53150000.0,com,1996
-52770000.0,com,1997
-55790000.0,com,1998
-47190000.0,com,1999
-31900000.0,com,2000
-33620000.0,com,2001
-37750000.0,com,2002
-44370000.0,com,2003
-64740000.0,com,2004
-83640000.0,com,2005
-98430000.0,com,2006
-123700000.0,com,2007
-182200000.0,com,2008
-179300000.0,com,2009
-17160000.0,cod,1960
14740000.0,cod,1961
11470000.0,cod,1962
6997000.0,cod,1963
-109600000.0,cod,1964
-52980000.0,cod,1965
-312800000.0,cod,1966
-27760000.0,cod,1967
-30730000.0,cod,1968
-52680000.0,cod,1969
-134800000.0,cod,1970
-357900000.0,cod,1971
-279400000.0,cod,1972
-191600000.0,cod,1973
-273500000.0,cod,1974
-525000000.0,cod,1975
-723300000.0,cod,1976
-1154000000.0,cod,1977
484400000.0,cod,1978
392900000.0,cod,1979
18220000.0,cod,1980
-376300000.0,cod,1981
-246100000.0,cod,1982
-115900000.0,cod,1983
-8195000.0,cod,1984
135000000.0,cod,1985
55010000.0,cod,1986
-220700000.0,cod,1987
-205900000.0,cod,1988
58740000.0,cod,1989
27980000.0,cod,1990
-340300000.0,cod,1991
-69440000.0,cod,1992
237600000.0,cod,1993
159100000.0,cod,1994
268400000.0,cod,1995
-17930000.0,cod,1996
228400000.0,cod,1997
-192700000.0,cod,1998
281800000.0,cod,1999
43480000.0,cod,2000
-95670000.0,cod,2001
-272200000.0,cod,2002
-409000000.0,cod,2003
-574200000.0,cod,2004
-585800000.0,cod,2005
-1169000000.0,cod,2006
-1073000000.0,cod,2007
-1779000000.0,cod,2008
-1505000000.0,cod,2009
-1685000000.0,cod,2010
-85840000.0,cog,1960
-97400000.0,cog,1961
-54070000.0,cog,1962
-36820000.0,cog,1963
-33980000.0,cog,1964
-33620000.0,cog,1965
-46590000.0,cog,1966
-59950000.0,cog,1967
-67650000.0,cog,1968
-65840000.0,cog,1969
-63020000.0,cog,1970
-64230000.0,cog,1971
-96240000.0,cog,1972
-63710000.0,cog,1973
-36560000.0,cog,1974
-213700000.0,cog,1975
-197500000.0,cog,1976
-150600000.0,cog,1977
-152400000.0,cog,1978
-14570000.0,cog,1979
-1893000.0,cog,1980
-360300000.0,cog,1981
-286100000.0,cog,1982
129600000.0,cog,1983
351100000.0,cog,1984
16920000.0,cog,1985
-255800000.0,cog,1986
71540000.0,cog,1987
4365000.0,cog,1988
327300000.0,cog,1989
220400000.0,cog,1990
-52460000.0,cog,1991
81600000.0,cog,1992
-113300000.0,cog,1993
-277900000.0,cog,1994
23240000.0,cog,1995
222900000.0,cog,1996
358500000.0,cog,1997
71230000.0,cog,1998
310400000.0,cog,1999
1181000000.0,cog,2000
673700000.0,cog,2001
832700000.0,cog,2002
166500000.0,cog,2003
1380000000.0,cog,2004
1805000000.0,cog,2005
1433000000.0,cog,2006
2099000000.0,cog,2007
3338000000.0,cog,2008
1939000000.0,cog,2009
3653000000.0,cog,2010
-24170000.0,cri,1960
-17740000.0,cri,1961
-13200000.0,cri,1962
-23320000.0,cri,1963
-18950000.0,cri,1964
-59380000.0,cri,1965
-36970000.0,cri,1966
-43250000.0,cri,1967
-34910000.0,cri,1968
-44320000.0,cri,1969
-66670000.0,cri,1970
-111900000.0,cri,1971
-79700000.0,cri,1972
-93280000.0,cri,1973
-246800000.0,cri,1974
-166400000.0,cri,1975
-144800000.0,cri,1976
-167900000.0,cri,1977
-276600000.0,cri,1978
-414500000.0,cri,1979
-499600000.0,cri,1980
-128800000.0,cri,1981
76090000.0,cri,1982
-37150000.0,cri,1983
-1211000.0,cri,1984
-76750000.0,cri,1985
3914000.0,cri,1986
-236800000.0,cri,1987
-134900000.0,cri,1988
-262400000.0,cri,1989
-448900000.0,cri,1990
-255100000.0,cri,1991
-396700000.0,cri,1992
-623200000.0,cri,1993
-588200000.0,cri,1994
-329400000.0,cri,1995
-411100000.0,cri,1996
-492700000.0,cri,1997
-372900000.0,cri,1998
919000000.0,cri,1999
455500000.0,cri,2000
-500900000.0,cri,2001
-883800000.0,cri,2002
-326900000.0,cri,2003
-599700000.0,cri,2004
-1093000000.0,cri,2005
-1385000000.0,cri,2006
-1265000000.0,cri,2007
-2910000000.0,cri,2008
171200000.0,cri,2009
-1109000000.0,cri,2010
61910000.0,civ,1960
44450000.0,civ,1961
55790000.0,civ,1962
79270000.0,civ,1963
102800000.0,civ,1964
61170000.0,civ,1965
78590000.0,civ,1966
80210000.0,civ,1967
163300000.0,civ,1968
132100000.0,civ,1969
96500000.0,civ,1970
59540000.0,civ,1971
83260000.0,civ,1972
63310000.0,civ,1973
224900000.0,civ,1974
5599000.0,civ,1975
256100000.0,civ,1976
394400000.0,civ,1977
-72240000.0,civ,1978
-279700000.0,civ,1979
-628500000.0,civ,1980
-599500000.0,civ,1981
-219700000.0,civ,1982
84760000.0,civ,1983
925000000.0,civ,1984
1003000000.0,civ,1985
853100000.0,civ,1986
384300000.0,civ,1987
266400000.0,civ,1988
290600000.0,civ,1989
494300000.0,civ,1990
317500000.0,civ,1991
423100000.0,civ,1992
390600000.0,civ,1993
932600000.0,civ,1994
804800000.0,civ,1995
1054000000.0,civ,1996
976400000.0,civ,1997
813600000.0,civ,1998
1025000000.0,civ,1999
740000000.0,civ,2000
883600000.0,civ,2001
1910000000.0,civ,2002
1501000000.0,civ,2003
1424000000.0,civ,2004
1221000000.0,civ,2005
1788000000.0,civ,2006
1163000000.0,civ,2007
1805000000.0,civ,2008
1856000000.0,civ,2009
1046000000.0,civ,2010
-1539000000.0,hrv,1991
562100000.0,hrv,1992
-129000000.0,hrv,1993
-10490000.0,hrv,1994
-1854000000.0,hrv,1995
-1546000000.0,hrv,1996
-3075000000.0,hrv,1997
-1727000000.0,hrv,1998
-1445000000.0,hrv,1999
-703800000.0,hrv,2000
-905000000.0,hrv,2001
-2222000000.0,hrv,2002
-2689000000.0,hrv,2003
-2619000000.0,hrv,2004
-2911000000.0,hrv,2005
-3525000000.0,hrv,2006
-4520000000.0,hrv,2007
-5787000000.0,hrv,2008
-2496000000.0,hrv,2009
-310100000.0,hrv,2010
-657900000.0,cub,1970
-799100000.0,cub,1971
-940200000.0,cub,1972
-1154000000.0,cub,1973
-1318000000.0,cub,1974
-1505000000.0,cub,1975
-1595000000.0,cub,1976
-1642000000.0,cub,1977
-2059000000.0,cub,1978
-2268000000.0,cub,1979
-2296000000.0,cub,1980
-2341000000.0,cub,1981
-2413000000.0,cub,1982
-2541000000.0,cub,1983
-2837000000.0,cub,1984
-2583000000.0,cub,1985
-2919000000.0,cub,1986
-2778000000.0,cub,1987
-3043000000.0,cub,1988
-3676000000.0,cub,1989
-3047000000.0,cub,1990
-1735000000.0,cub,1991
-289400000.0,cub,1992
-565300000.0,cub,1993
-368800000.0,cub,1994
-762400000.0,cub,1995
-499900000.0,cub,1996
-737400000.0,cub,1997
-1029000000.0,cub,1998
-792500000.0,cub,1999
-860700000.0,cub,2000
-915900000.0,cub,2001
-562700000.0,cub,2002
-245300000.0,cub,2003
279700000.0,cub,2004
1140000000.0,cub,2005
125700000.0,cub,2006
1585000000.0,cub,2007
-2300000000.0,cub,2008
-103900000.0,cyp,1975
-74190000.0,cyp,1976
-146600000.0,cyp,1977
-198500000.0,cyp,1978
-246000000.0,cyp,1979
-383700000.0,cyp,1980
-272900000.0,cyp,1981
-287600000.0,cyp,1982
-293100000.0,cyp,1983
-283500000.0,cyp,1984
-245300000.0,cyp,1985
-104600000.0,cyp,1986
-110500000.0,cyp,1987
-232200000.0,cyp,1988
-384000000.0,cyp,1989
-313500000.0,cyp,1990
-577500000.0,cyp,1991
-773000000.0,cyp,1992
-28580000.0,cyp,1993
-29490000.0,cyp,1994
-7206000.0,cyp,1995
-271200000.0,cyp,1996
-154600000.0,cyp,1997
-90780000.0,cyp,1998
170500000.0,cyp,1999
78620000.0,cyp,2000
200200000.0,cyp,2001
-164600000.0,cyp,2002
-165200000.0,cyp,2003
-388600000.0,cyp,2004
-436400000.0,cyp,2005
-691400000.0,cyp,2006
-1366000000.0,cyp,2007
-2722000000.0,cyp,2008
-1245000000.0,cyp,2009
-1490000000.0,cyp,2010
919100000.0,cze,1990
1798000000.0,cze,1991
268800000.0,cze,1992
524800000.0,cze,1993
-1101000000.0,cze,1994
-2391000000.0,cze,1995
-3622000000.0,cze,1996
-2961000000.0,cze,1997
-673200000.0,cze,1998
-703000000.0,cze,1999
-1713000000.0,cze,2000
-1546000000.0,cze,2001
-1569000000.0,cze,2002
-2084000000.0,cze,2003
74480000.0,cze,2004
3953000000.0,cze,2005
4883000000.0,cze,2006
8663000000.0,cze,2007
9840000000.0,cze,2008
10570000000.0,cze,2009
9156000000.0,cze,2010
-125700000.0,dnk,1960
-162600000.0,dnk,1961
-303600000.0,dnk,1962
-32300000.0,dnk,1963
-263900000.0,dnk,1964
-239500000.0,dnk,1965
-261500000.0,dnk,1966
-340900000.0,dnk,1967
-268400000.0,dnk,1968
-426700000.0,dnk,1969
-615700000.0,dnk,1970
-515900000.0,dnk,1971
-240600000.0,dnk,1972
-825400000.0,dnk,1973
-1186000000.0,dnk,1974
-669700000.0,dnk,1975
-2310000000.0,dnk,1976
-2116000000.0,dnk,1977
-1704000000.0,dnk,1978
-2466000000.0,dnk,1979
-1128000000.0,dnk,1980
266600000.0,dnk,1981
-25560000.0,dnk,1982
818000000.0,dnk,1983
403300000.0,dnk,1984
-147800000.0,dnk,1985
-1096000000.0,dnk,1986
1026000000.0,dnk,1987
2584000000.0,dnk,1988
2911000000.0,dnk,1989
6248000000.0,dnk,1990
7429000000.0,dnk,1991
9372000000.0,dnk,1992
9412000000.0,dnk,1993
8060000000.0,dnk,1994
7440000000.0,dnk,1995
9053000000.0,dnk,1996
6259000000.0,dnk,1997
3672000000.0,dnk,1998
8782000000.0,dnk,1999
9662000000.0,dnk,2000
10660000000.0,dnk,2001
10150000000.0,dnk,2002
13290000000.0,dnk,2003
11920000000.0,dnk,2004
12640000000.0,dnk,2005
8720000000.0,dnk,2006
7113000000.0,dnk,2007
10910000000.0,dnk,2008
11680000000.0,dnk,2009
16430000000.0,dnk,2010
-111300000.0,dji,1990
-112000000.0,dji,1991
-154200000.0,dji,1992
-94250000.0,dji,1993
-69330000.0,dji,1994
-60090000.0,dji,1995
-58630000.0,dji,1996
-57840000.0,dji,1997
-66890000.0,dji,1998
-59180000.0,dji,1999
-84480000.0,dji,2000
-48520000.0,dji,2001
-30610000.0,dji,2002
-56970000.0,dji,2003
-114600000.0,dji,2004
-73240000.0,dji,2005
-134100000.0,dji,2006
-170100000.0,dji,2007
-7185000.0,dma,1977
-10000000.0,dma,1978
-27890000.0,dma,1979
-41700000.0,dma,1980
-29220000.0,dma,1981
-20410000.0,dma,1982
-15520000.0,dma,1983
-29440000.0,dma,1984
-23080000.0,dma,1985
-6600000.0,dma,1986
-10240000.0,dma,1987
-20330000.0,dma,1988
-47960000.0,dma,1989
-43230000.0,dma,1990
-34000000.0,dma,1991
-25540000.0,dma,1992
-24960000.0,dma,1993
-29600000.0,dma,1994
-32700000.0,dma,1995
-23700000.0,dma,1996
-35700000.0,dma,1997
-20580000.0,dma,1998
-23780000.0,dma,1999
-39730000.0,dma,2000
-45480000.0,dma,2001
-34020000.0,dma,2002
-39940000.0,dma,2003
-45160000.0,dma,2004
-68250000.0,dma,2005
-57210000.0,dma,2006
-91160000.0,dma,2007
-128900000.0,dma,2008
-110200000.0,dma,2009
-107100000.0,dma,2010
45600000.0,dom,1960
45200000.0,dom,1961
-2600000.0,dom,1962
-49400000.0,dom,1963
-85500000.0,dom,1964
-35200000.0,dom,1965
-88500000.0,dom,1966
-71700000.0,dom,1967
-88000000.0,dom,1968
-93900000.0,dom,1969
-109400000.0,dom,1970
-135400000.0,dom,1971
-95600000.0,dom,1972
-89100000.0,dom,1973
-330500000.0,dom,1974
-82800000.0,dom,1975
-288500000.0,dom,1976
-191200000.0,dom,1977
-326000000.0,dom,1978
-349400000.0,dom,1979
-648000000.0,dom,1980
-305000000.0,dom,1981
-391000000.0,dom,1982
-336000000.0,dom,1983
-479000000.0,dom,1984
-451500000.0,dom,1985
-557400000.0,dom,1986
-691100000.0,dom,1987
-469000000.0,dom,1988
-739400000.0,dom,1989
-697800000.0,dom,1990
-285700000.0,dom,1991
-780800000.0,dom,1992
-688500000.0,dom,1993
-704100000.0,dom,1994
-581600000.0,dom,1995
-537600000.0,dom,1996
-780700000.0,dom,1997
-1636000000.0,dom,1998
-1467000000.0,dom,1999
-2116000000.0,dom,2000
-1809000000.0,dom,2001
-2087000000.0,dom,2002
-71980000.0,dom,2003
170100000.0,dom,2004
-1861000000.0,dom,2005
-2871000000.0,dom,2006
-3758000000.0,dom,2007
-6299000000.0,dom,2008
-3745000000.0,dom,2009
-6080000000.0,dom,2010
-26630000.0,ecu,1960
-38780000.0,ecu,1961
-25540000.0,ecu,1962
-27660000.0,ecu,1963
-51010000.0,ecu,1964
-45020000.0,ecu,1965
-34020000.0,ecu,1966
-62030000.0,ecu,1967
-85040000.0,ecu,1968
-133100000.0,ecu,1969
-117100000.0,ecu,1970
-196100000.0,ecu,1971
-109100000.0,ecu,1972
24010000.0,ecu,1973
198100000.0,ecu,1974
-288100000.0,ecu,1975
-167100000.0,ecu,1976
-215100000.0,ecu,1977
-502200000.0,ecu,1978
-111100000.0,ecu,1979
-255100000.0,ecu,1980
-266100000.0,ecu,1981
-713300000.0,ecu,1982
33020000.0,ecu,1983
278100000.0,ecu,1984
621300000.0,ecu,1985
-199100000.0,ecu,1986
-984500000.0,ecu,1987
-479200000.0,ecu,1988
-659300000.0,ecu,1989
102000000.0,ecu,1990
383200000.0,ecu,1991
581300000.0,ecu,1992
-240100000.0,ecu,1993
-318200000.0,ecu,1994
-511200000.0,ecu,1995
488200000.0,ecu,1996
-20010000.0,ecu,1997
-1599000000.0,ecu,1998
1097000000.0,ecu,1999
967500000.0,ecu,2000
-933300000.0,ecu,2001
-1854000000.0,ecu,2002
-694700000.0,ecu,2003
-606000000.0,ecu,2004
-405100000.0,ecu,2005
369800000.0,ecu,2006
292000000.0,ecu,2007
38920000.0,ecu,2008
-1266000000.0,ecu,2009
-3287000000.0,ecu,2010
-23830000.0,egy,1960
-150800000.0,egy,1961
-234900000.0,egy,1962
-272500000.0,egy,1963
-217600000.0,egy,1964
-194600000.0,egy,1965
-157300000.0,egy,1966
-173800000.0,egy,1967
-232700000.0,egy,1968
-226600000.0,egy,1969
-350900000.0,egy,1970
-421600000.0,egy,1971
-507000000.0,egy,1972
-498000000.0,egy,1973
-1508000000.0,egy,1974
-2413000000.0,egy,1975
-1567000000.0,egy,1976
-1568000000.0,egy,1977
-2268000000.0,egy,1978
-3377000000.0,egy,1979
-2830000000.0,egy,1980
-3612000000.0,egy,1981
-3813000000.0,egy,1982
-3080000000.0,egy,1983
-4125000000.0,egy,1984
-4207000000.0,egy,1985
-3539000000.0,egy,1986
-4135000000.0,egy,1987
-6253000000.0,egy,1988
-5732000000.0,egy,1989
-5463000000.0,egy,1990
-2950000000.0,egy,1991
-1053000000.0,egy,1992
-1981000000.0,egy,1993
-2847000000.0,egy,1994
-3096000000.0,egy,1995
-3685000000.0,egy,1996
-4749000000.0,egy,1997
-8058000000.0,egy,1998
-7490000000.0,egy,1999
-6605000000.0,egy,2000
-4736000000.0,egy,2001
-3826000000.0,egy,2002
-2145000000.0,egy,2003
-1072000000.0,egy,2004
-2032000000.0,egy,2005
-1740000000.0,egy,2006
-5974000000.0,egy,2007
-9109000000.0,egy,2008
-12550000000.0,egy,2009
-10470000000.0,egy,2010
-28360000.0,slv,1960
440000.0,slv,1961
3360000.0,slv,1962
-13520000.0,slv,1963
-29200000.0,slv,1964
-21280000.0,slv,1965
-47560000.0,slv,1966
-29480000.0,slv,1967
-17720000.0,slv,1968
-27360000.0,slv,1969
3240000.0,slv,1970
-23520000.0,slv,1971
12240000.0,slv,1972
-43600000.0,slv,1973
-140200000.0,slv,1974
-97400000.0,slv,1975
-29640000.0,slv,1976
20360000.0,slv,1977
-289800000.0,slv,1978
-5880000.0,slv,1979
32760000.0,slv,1980
-237500000.0,slv,1981
-193500000.0,slv,1982
-190100000.0,slv,1983
-248300000.0,slv,1984
-287400000.0,slv,1985
-165100000.0,slv,1986
-281400000.0,slv,1987
-271300000.0,slv,1988
-457000000.0,slv,1989
-608300000.0,slv,1990
-706700000.0,slv,1991
-973300000.0,slv,1992
-1024000000.0,slv,1993
-1232000000.0,slv,1994
-1532000000.0,slv,1995
-1326000000.0,slv,1996
-1298000000.0,slv,1997
-1476000000.0,slv,1998
-1539000000.0,slv,1999
-1974000000.0,slv,2000
-2183000000.0,slv,2001
-2105000000.0,slv,2002
-2393000000.0,slv,2003
-2725000000.0,slv,2004
-3166000000.0,slv,2005
-3800000000.0,slv,2006
-4506000000.0,slv,2007
-4890000000.0,slv,2008
-3198000000.0,slv,2009
-3706000000.0,slv,2010
1531000.0,gnq,1962
3069000.0,gnq,1963
3073000.0,gnq,1964
5867000.0,gnq,1965
8967000.0,gnq,1966
7022000.0,gnq,1967
9743000.0,gnq,1968
10670000.0,gnq,1969
-6230000.0,gnq,1970
-1965000.0,gnq,1971
-6273000.0,gnq,1972
-12350000.0,gnq,1973
-15540000.0,gnq,1974
-8168000.0,gnq,1975
-5686000.0,gnq,1976
-5887000.0,gnq,1977
-36000000.0,gnq,1982
-10000000.0,gnq,1983
-22290000.0,gnq,1984
-7548000.0,gnq,1985
-21680000.0,gnq,1986
-44990000.0,gnq,1987
-52980000.0,gnq,1988
-36060000.0,gnq,1989
-49470000.0,gnq,1990
