number_of_child_deaths,geo,time
8042,cog,1883
8099,cog,1884
8157,cog,1885
8216,cog,1886
8275,cog,1887
8334,cog,1888
8394,cog,1889
8455,cog,1890
8516,cog,1891
8577,cog,1892
8640,cog,1893
8701,cog,1894
8764,cog,1895
8826,cog,1896
8887,cog,1897
8948,cog,1898
9007,cog,1899
9066,cog,1900
9123,cog,1901
9179,cog,1902
9234,cog,1903
9288,cog,1904
9342,cog,1905
9393,cog,1906
9443,cog,1907
9492,cog,1908
9541,cog,1909
9588,cog,1910
9634,cog,1911
9681,cog,1912
9728,cog,1913
9774,cog,1914
9821,cog,1915
9868,cog,1916
9915,cog,1917
9963,cog,1918
10020,cog,1919
10070,cog,1920
10130,cog,1921
10180,cog,1922
10240,cog,1923
10300,cog,1924
10350,cog,1925
10410,cog,1926
10470,cog,1927
10520,cog,1928
10580,cog,1929
10700,cog,1930
10810,cog,1931
10920,cog,1932
11030,cog,1933
11140,cog,1934
11260,cog,1935
11370,cog,1936
11480,cog,1937
11580,cog,1938
11690,cog,1939
11800,cog,1940
11910,cog,1941
12020,cog,1942
12120,cog,1943
12230,cog,1944
12340,cog,1945
11760,cog,1946
11190,cog,1947
10640,cog,1948
10240,cog,1949
9843,cog,1950
9455,cog,1951
9169,cog,1952
8906,cog,1953
8662,cog,1954
8437,cog,1955
8226,cog,1956
8030,cog,1957
7332,cog,1958
7380,cog,1959
7431,cog,1960
7480,cog,1961
7530,cog,1962
7604,cog,1963
7660,cog,1964
7692,cog,1965
7710,cog,1966
7710,cog,1967
7716,cog,1968
7735,cog,1969
7767,cog,1970
7816,cog,1971
7852,cog,1972
7899,cog,1973
7975,cog,1974
8029,cog,1975
8084,cog,1976
8125,cog,1977
8143,cog,1978
8124,cog,1979
8100,cog,1980
8051,cog,1981
7964,cog,1982
7849,cog,1983
7728,cog,1984
7636,cog,1985
7592,cog,1986
7604,cog,1987
7681,cog,1988
7841,cog,1989
8077,cog,1990
8393,cog,1991
8770,cog,1992
9223,cog,1993
9796,cog,1994
10460,cog,1995
11230,cog,1996
12060,cog,1997
12850,cog,1998
13510,cog,1999
13920,cog,2000
14080,cog,2001
13880,cog,2002
13430,cog,2003
12830,cog,2004
12180,cog,2005
11450,cog,2006
10770,cog,2007
10080,cog,2008
9442,cog,2009
8878,cog,2010
8436,cog,2011
8089,cog,2012
7774,cog,2013
7502,cog,2014
7269,cog,2015
122,cok,1951
116,cok,1952
111,cok,1953
108,cok,1954
107,cok,1955
108,cok,1956
108,cok,1957
108,cok,1958
106,cok,1959
102,cok,1960
96,cok,1961
87,cok,1962
79,cok,1963
71,cok,1964
65,cok,1965
60,cok,1966
56,cok,1967
53,cok,1968
50,cok,1969
45,cok,1970
40,cok,1971
35,cok,1972
30,cok,1973
26,cok,1974
22,cok,1975
20,cok,1976
18,cok,1977
16,cok,1978
15,cok,1979
15,cok,1980
14,cok,1981
14,cok,1982
14,cok,1983
14,cok,1984
14,cok,1985
14,cok,1986
14,cok,1987
13,cok,1988
13,cok,1989
13,cok,1990
12,cok,1991
12,cok,1992
11,cok,1993
11,cok,1994
10,cok,1995
9,cok,1996
9,cok,1997
8,cok,1998
7,cok,1999
7,cok,2000
6,cok,2001
6,cok,2002
5,cok,2003
5,cok,2004
5,cok,2005
4,cok,2006
4,cok,2007
4,cok,2008
4,cok,2009
4,cok,2010
4,cok,2011
3,cok,2012
3,cok,2013
3,cok,2014
3,cok,2015
1094,cri,1800
1115,cri,1801
1125,cri,1802
1135,cri,1803
1146,cri,1804
1156,cri,1805
1167,cri,1806
1177,cri,1807
1188,cri,1808
1199,cri,1809
1211,cri,1810
1223,cri,1811
1234,cri,1812
1245,cri,1813
1256,cri,1814
1268,cri,1815
1280,cri,1816
1292,cri,1817
1305,cri,1818
1319,cri,1819
1333,cri,1820
1348,cri,1821
1364,cri,1822
1379,cri,1823
1396,cri,1824
1413,cri,1825
1431,cri,1826
1450,cri,1827
1471,cri,1828
1492,cri,1829
1516,cri,1830
1540,cri,1831
1567,cri,1832
1595,cri,1833
1624,cri,1834
1654,cri,1835
1685,cri,1836
1715,cri,1837
1746,cri,1838
1776,cri,1839
1807,cri,1840
1839,cri,1841
1870,cri,1842
1901,cri,1843
1933,cri,1844
1965,cri,1845
1997,cri,1846
2029,cri,1847
2060,cri,1848
2092,cri,1849
2122,cri,1850
2152,cri,1851
2181,cri,1852
2210,cri,1853
2238,cri,1854
2266,cri,1855
2296,cri,1856
2328,cri,1857
2362,cri,1858
2397,cri,1859
2434,cri,1860
2472,cri,1861
2514,cri,1862
2556,cri,1863
2600,cri,1864
2647,cri,1865
2696,cri,1866
2746,cri,1867
2799,cri,1868
2854,cri,1869
2912,cri,1870
2971,cri,1871
3034,cri,1872
3092,cri,1873
3161,cri,1874
3232,cri,1875
3308,cri,1876
3376,cri,1877
3458,cri,1878
3544,cri,1879
3634,cri,1880
3714,cri,1881
3813,cri,1882
3911,cri,1883
4004,cri,1884
4119,cri,1885
4241,cri,1886
4350,cri,1887
4485,cri,1888
4624,cri,1889
4707,cri,1890
4780,cri,1891
4705,cri,1892
4794,cri,1893
4881,cri,1894
4950,cri,1895
5042,cri,1896
5135,cri,1897
5200,cri,1898
5269,cri,1899
5340,cri,1900
5466,cri,1901
5583,cri,1902
5741,cri,1903
5865,cri,1904
6013,cri,1905
6142,cri,1906
6261,cri,1907
6349,cri,1908
6427,cri,1909
6498,cri,1910
6580,cri,1911
6637,cri,1912
6647,cri,1913
6636,cri,1914
6659,cri,1915
6577,cri,1916
6548,cri,1917
6646,cri,1918
6744,cri,1919
6851,cri,1920
6815,cri,1921
6840,cri,1922
6897,cri,1923
6952,cri,1924
6983,cri,1925
7033,cri,1926
7081,cri,1927
7039,cri,1928
6995,cri,1929
6999,cri,1930
7046,cri,1931
7112,cri,1932
7148,cri,1933
7177,cri,1934
7202,cri,1935
7247,cri,1936
7261,cri,1937
7268,cri,1938
7300,cri,1939
7298,cri,1940
7179,cri,1941
7053,cri,1942
6893,cri,1943
6756,cri,1944
6614,cri,1945
6466,cri,1946
6312,cri,1947
6126,cri,1948
5965,cri,1949
5799,cri,1950
5876,cri,1951
6027,cri,1952
6179,cri,1953
6267,cri,1954
6324,cri,1955
6374,cri,1956
6404,cri,1957
6413,cri,1958
6399,cri,1959
6357,cri,1960
6285,cri,1961
6180,cri,1962
6042,cri,1963
5874,cri,1964
5587,cri,1965
5326,cri,1966
5127,cri,1967
4970,cri,1968
4820,cri,1969
4607,cri,1970
4238,cri,1971
3736,cri,1972
3259,cri,1973
2903,cri,1974
2630,cri,1975
2366,cri,1976
2100,cri,1977
1892,cri,1978
1769,cri,1979
1715,cri,1980
1714,cri,1981
1729,cri,1982
1737,cri,1983
1717,cri,1984
1670,cri,1985
1603,cri,1986
1529,cri,1987
1469,cri,1988
1421,cri,1989
1384,cri,1990
1354,cri,1991
1321,cri,1992
1294,cri,1993
1265,cri,1994
1237,cri,1995
1217,cri,1996
1198,cri,1997
1161,cri,1998
1102,cri,1999
1022,cri,2000
938,cri,2001
866,cri,2002
795,cri,2003
754,cri,2004
724,cri,2005
721,cri,2006
736,cri,2007
757,cri,2008
766,cri,2009
772,cri,2010
760,cri,2011
745,cri,2012
717,cri,2013
690,cri,2014
663,cri,2015
21770,civ,1800
21770,civ,1801
21770,civ,1802
21770,civ,1803
21770,civ,1804
21770,civ,1805
21770,civ,1806
21770,civ,1807
21770,civ,1808
21770,civ,1809
21770,civ,1810
21780,civ,1811
21790,civ,1812
21810,civ,1813
21840,civ,1814
21880,civ,1815
21920,civ,1816
21970,civ,1817
22030,civ,1818
22090,civ,1819
22160,civ,1820
22240,civ,1821
22330,civ,1822
22430,civ,1823
22530,civ,1824
22640,civ,1825
22760,civ,1826
22890,civ,1827
23020,civ,1828
23170,civ,1829
23320,civ,1830
23480,civ,1831
23640,civ,1832
23800,civ,1833
23960,civ,1834
24120,civ,1835
24290,civ,1836
24450,civ,1837
24620,civ,1838
24790,civ,1839
24950,civ,1840
25120,civ,1841
25300,civ,1842
25470,civ,1843
25640,civ,1844
25820,civ,1845
25990,civ,1846
26170,civ,1847
26350,civ,1848
26530,civ,1849
26710,civ,1850
26880,civ,1851
27060,civ,1852
27250,civ,1853
27430,civ,1854
27610,civ,1855
27800,civ,1856
27980,civ,1857
28170,civ,1858
28360,civ,1859
28550,civ,1860
28740,civ,1861
28930,civ,1862
29130,civ,1863
29320,civ,1864
29520,civ,1865
29710,civ,1866
29910,civ,1867
30110,civ,1868
30320,civ,1869
30520,civ,1870
30720,civ,1871
30930,civ,1872
31130,civ,1873
31340,civ,1874
31550,civ,1875
31760,civ,1876
31970,civ,1877
32180,civ,1878
32400,civ,1879
32610,civ,1880
32830,civ,1881
33050,civ,1882
33270,civ,1883
33490,civ,1884
33710,civ,1885
33940,civ,1886
34160,civ,1887
34390,civ,1888
34620,civ,1889
34850,civ,1890
35090,civ,1891
35320,civ,1892
35560,civ,1893
35790,civ,1894
36030,civ,1895
36270,civ,1896
36500,civ,1897
36730,civ,1898
36960,civ,1899
37180,civ,1900
37390,civ,1901
37600,civ,1902
37810,civ,1903
38010,civ,1904
38210,civ,1905
38400,civ,1906
38580,civ,1907
38760,civ,1908
38940,civ,1909
39110,civ,1910
39280,civ,1911
39450,civ,1912
39620,civ,1913
39790,civ,1914
39960,civ,1915
40120,civ,1916
40290,civ,1917
40460,civ,1918
40630,civ,1919
40800,civ,1920
40970,civ,1921
41140,civ,1922
41310,civ,1923
41490,civ,1924
41660,civ,1925
41780,civ,1926
41950,civ,1927
42060,civ,1928
42180,civ,1929
42650,civ,1930
43120,civ,1931
43580,civ,1932
44040,civ,1933
44500,civ,1934
44960,civ,1935
45410,civ,1936
45860,civ,1937
46300,civ,1938
46740,civ,1939
47180,civ,1940
47620,civ,1941
48050,civ,1942
48480,civ,1943
48910,civ,1944
49340,civ,1945
49760,civ,1946
49830,civ,1947
49900,civ,1948
49960,civ,1949
50020,civ,1950
50380,civ,1951
51600,civ,1952
52880,civ,1953
54230,civ,1954
55640,civ,1955
56310,civ,1956
50140,civ,1957
51180,civ,1958
52290,civ,1959
53410,civ,1960
54260,civ,1961
54910,civ,1962
55600,civ,1963
56320,civ,1964
57300,civ,1965
58160,civ,1966
59070,civ,1967
60120,civ,1968
61130,civ,1969
62190,civ,1970
62880,civ,1971
63300,civ,1972
63470,civ,1973
63440,civ,1974
63230,civ,1975
62960,civ,1976
62750,civ,1977
62670,civ,1978
62760,civ,1979
63050,civ,1980
63480,civ,1981
63920,civ,1982
64480,civ,1983
65290,civ,1984
66390,civ,1985
67870,civ,1986
69630,civ,1987
71580,civ,1988
73770,civ,1989
76080,civ,1990
78440,civ,1991
80760,civ,1992
83150,civ,1993
85560,civ,1994
87830,civ,1995
90400,civ,1996
92670,civ,1997
94320,civ,1998
95230,civ,1999
95240,civ,2000
94970,civ,2001
93820,civ,2002
92060,civ,2003
90120,civ,2004
88140,civ,2005
86230,civ,2006
84270,civ,2007
82080,civ,2008
80680,civ,2009
79630,civ,2010
78800,civ,2011
77980,civ,2012
77120,civ,2013
76130,civ,2014
75390,civ,2015
18110,hrv,1800
18110,hrv,1801
18110,hrv,1802
18110,hrv,1803
18110,hrv,1804
18110,hrv,1805
18110,hrv,1806
18110,hrv,1807
18110,hrv,1808
18110,hrv,1809
18110,hrv,1810
18120,hrv,1811
18130,hrv,1812
18160,hrv,1813
18190,hrv,1814
18220,hrv,1815
18270,hrv,1816
18330,hrv,1817
18390,hrv,1818
18460,hrv,1819
18540,hrv,1820
18630,hrv,1821
18720,hrv,1822
18830,hrv,1823
18940,hrv,1824
19060,hrv,1825
19190,hrv,1826
19330,hrv,1827
19480,hrv,1828
19640,hrv,1829
19800,hrv,1830
19980,hrv,1831
20150,hrv,1832
20330,hrv,1833
20510,hrv,1834
20690,hrv,1835
20870,hrv,1836
21060,hrv,1837
21240,hrv,1838
21430,hrv,1839
21620,hrv,1840
21810,hrv,1841
22000,hrv,1842
22200,hrv,1843
22400,hrv,1844
22590,hrv,1845
22790,hrv,1846
22990,hrv,1847
23200,hrv,1848
23400,hrv,1849
23610,hrv,1850
23820,hrv,1851
24030,hrv,1852
24240,hrv,1853
24450,hrv,1854
24670,hrv,1855
24890,hrv,1856
25110,hrv,1857
25330,hrv,1858
25560,hrv,1859
25780,hrv,1860
26010,hrv,1861
26240,hrv,1862
26470,hrv,1863
26700,hrv,1864
26940,hrv,1865
27180,hrv,1866
27420,hrv,1867
27660,hrv,1868
27910,hrv,1869
28150,hrv,1870
28400,hrv,1871
28650,hrv,1872
28900,hrv,1873
29150,hrv,1874
29410,hrv,1875
29670,hrv,1876
29930,hrv,1877
30190,hrv,1878
30460,hrv,1879
30730,hrv,1880
33070,hrv,1881
33990,hrv,1882
34910,hrv,1883
35850,hrv,1884
36800,hrv,1885
36080,hrv,1886
35340,hrv,1887
34590,hrv,1888
33820,hrv,1889
33030,hrv,1890
34030,hrv,1891
35050,hrv,1892
36080,hrv,1893
37120,hrv,1894
38180,hrv,1895
37960,hrv,1896
37740,hrv,1897
37500,hrv,1898
37250,hrv,1899
36990,hrv,1900
37020,hrv,1901
37040,hrv,1902
37050,hrv,1903
37050,hrv,1904
37040,hrv,1905
37030,hrv,1906
37000,hrv,1907
36970,hrv,1908
36940,hrv,1909
36900,hrv,1910
36840,hrv,1911
36790,hrv,1912
36740,hrv,1913
36680,hrv,1914
37620,hrv,1915
38570,hrv,1916
39540,hrv,1917
40510,hrv,1918
41490,hrv,1919
41300,hrv,1920
40040,hrv,1921
38820,hrv,1922
37610,hrv,1923
36430,hrv,1924
35040,hrv,1925
33690,hrv,1926
32360,hrv,1927
31070,hrv,1928
29800,hrv,1929
28540,hrv,1930
27420,hrv,1931
26330,hrv,1932
25270,hrv,1933
24240,hrv,1934
23230,hrv,1935
22260,hrv,1936
21310,hrv,1937
20380,hrv,1938
19490,hrv,1939
18620,hrv,1940
17720,hrv,1941
16860,hrv,1942
16020,hrv,1943
15220,hrv,1944
14430,hrv,1945
13680,hrv,1946
12950,hrv,1947
12240,hrv,1948
11560,hrv,1949
10850,hrv,1950
10480,hrv,1951
10010,hrv,1952
9574,hrv,1953
9157,hrv,1954
8762,hrv,1955
8386,hrv,1956
8030,hrv,1957
7688,hrv,1958
7360,hrv,1959
7041,hrv,1960
6339,hrv,1961
5700,hrv,1962
5121,hrv,1963
4598,hrv,1964
4134,hrv,1965
3729,hrv,1966
3379,hrv,1967
3079,hrv,1968
2820,hrv,1969
2594,hrv,1970
2465,hrv,1971
2343,hrv,1972
2224,hrv,1973
2109,hrv,1974
1994,hrv,1975
1885,hrv,1976
1782,hrv,1977
1685,hrv,1978
1594,hrv,1979
1507,hrv,1980
1385,hrv,1981
1345,hrv,1982
1304,hrv,1983
1261,hrv,1984
1187,hrv,1985
1105,hrv,1986
999,hrv,1987
900,hrv,1988
802,hrv,1989
714,hrv,1990
639,hrv,1991
572,hrv,1992
522,hrv,1993
482,hrv,1994
458,hrv,1995
448,hrv,1996
453,hrv,1997
456,hrv,1998
454,hrv,1999
437,hrv,2000
403,hrv,2001
355,hrv,2002
304,hrv,2003
263,hrv,2004
240,hrv,2005
234,hrv,2006
242,hrv,2007
255,hrv,2008
263,hrv,2009
263,hrv,2010
248,hrv,2011
229,hrv,2012
205,hrv,2013
182,hrv,2014
165,hrv,2015
5783,cub,1800
5939,cub,1801
6080,cub,1802
6244,cub,1803
6413,cub,1804
6565,cub,1805
6742,cub,1806
6903,cub,1807
7089,cub,1808
7258,cub,1809
7544,cub,1810
7704,cub,1811
7889,cub,1812
8049,cub,1813
8236,cub,1814
8424,cub,1815
8612,cub,1816
8802,cub,1817
8994,cub,1818
9189,cub,1819
9328,cub,1820
9438,cub,1821
9577,cub,1822
9686,cub,1823
9827,cub,1824
10130,cub,1825
10410,cub,1826
10730,cub,1827
11020,cub,1828
11360,cub,1829
11600,cub,1830
11810,cub,1831
12060,cub,1832
12280,cub,1833
12530,cub,1834
12790,cub,1835
13090,cub,1836
13350,cub,1837
13650,cub,1838
13920,cub,1839
14270,cub,1840
14630,cub,1841
15030,cub,1842
15390,cub,1843
15750,cub,1844
16060,cub,1845
16310,cub,1846
16620,cub,1847
16860,cub,1848
17160,cub,1849
17400,cub,1850
17700,cub,1851
17910,cub,1852
18170,cub,1853
18340,cub,1854
18560,cub,1855
18760,cub,1856
18880,cub,1857
19040,cub,1858
19180,cub,1859
19560,cub,1860
19880,cub,1861
20270,cub,1862
20610,cub,1863
21030,cub,1864
21860,cub,1865
22810,cub,1866
23720,cub,1867
24720,cub,1868
25670,cub,1869
25780,cub,1870
25950,cub,1871
26030,cub,1872
26130,cub,1873
26260,cub,1874
25540,cub,1875
24840,cub,1876
24260,cub,1877
23630,cub,1878
23010,cub,1879
22530,cub,1880
22010,cub,1881
21480,cub,1882
20850,cub,1883
20300,cub,1884
20060,cub,1885
19740,cub,1886
19520,cub,1887
19180,cub,1888
18910,cub,1889
21970,cub,1890
24410,cub,1891
27030,cub,1892
29620,cub,1893
32430,cub,1894
32120,cub,1895
31810,cub,1896
31560,cub,1897
31480,cub,1898
31440,cub,1899
23120,cub,1900
25820,cub,1901
30320,cub,1902
29130,cub,1903
29820,cub,1904
30570,cub,1905
31410,cub,1906
32130,cub,1907
32790,cub,1908
33430,cub,1909
34150,cub,1910
34870,cub,1911
35590,cub,1912
36270,cub,1913
37080,cub,1914
37850,cub,1915
38680,cub,1916
39520,cub,1917
40280,cub,1918
40960,cub,1919
41060,cub,1920
41050,cub,1921
41080,cub,1922
38860,cub,1923
36780,cub,1924
34720,cub,1925
32740,cub,1926
30900,cub,1927
28980,cub,1928
27180,cub,1929
26350,cub,1930
25510,cub,1931
24680,cub,1932
30660,cub,1933
22540,cub,1934
31030,cub,1935
25620,cub,1936
20660,cub,1937
20030,cub,1938
19790,cub,1939
19540,cub,1940
19280,cub,1941
19020,cub,1942
18750,cub,1943
15200,cub,1944
18950,cub,1945
10680,cub,1946
11210,cub,1947
10530,cub,1948
10440,cub,1949
9740,cub,1950
10560,cub,1951
9573,cub,1952
9104,cub,1953
7591,cub,1954
8307,cub,1955
7952,cub,1956
9065,cub,1957
9707,cub,1958
10480,cub,1959
11320,cub,1960
12160,cub,1961
12940,cub,1962
12570,cub,1963
13580,cub,1964
13970,cub,1965
13680,cub,1966
12870,cub,1967
11750,cub,1968
10660,cub,1969
9638,cub,1970
8610,cub,1971
7804,cub,1972
7410,cub,1973
7244,cub,1974
6823,cub,1975
5894,cub,1976
4705,cub,1977
3663,cub,1978
2954,cub,1979
2611,cub,1980
2537,cub,1981
2732,cub,1982
3040,cub,1983
3311,cub,1984
3440,cub,1985
3396,cub,1986
3228,cub,1987
2993,cub,1988
2744,cub,1989
2496,cub,1990
2238,cub,1991
1974,cub,1992
1767,cub,1993
1651,cub,1994
1559,cub,1995
1487,cub,1996
1436,cub,1997
1394,cub,1998
1341,cub,1999
1292,cub,2000
1220,cub,2001
1143,cub,2002
1055,cub,2003
970,cub,2004
896,cub,2005
845,cub,2006
801,cub,2007
777,cub,2008
756,cub,2009
736,cub,2010
718,cub,2011
693,cub,2012
680,cub,2013
665,cub,2014
647,cub,2015
2625,cyp,1800
2625,cyp,1801
2626,cyp,1802
2626,cyp,1803
2626,cyp,1804
2626,cyp,1805
2627,cyp,1806
2627,cyp,1807
2628,cyp,1808
2628,cyp,1809
2628,cyp,1810
2628,cyp,1811
2629,cyp,1812
2629,cyp,1813
2629,cyp,1814
2629,cyp,1815
2630,cyp,1816
2630,cyp,1817
2630,cyp,1818
2631,cyp,1819
2631,cyp,1820
2631,cyp,1821
2631,cyp,1822
2632,cyp,1823
2632,cyp,1824
2632,cyp,1825
2633,cyp,1826
2633,cyp,1827
2633,cyp,1828
2633,cyp,1829
2634,cyp,1830
2634,cyp,1831
2634,cyp,1832
2634,cyp,1833
2635,cyp,1834
2635,cyp,1835
2635,cyp,1836
2636,cyp,1837
2636,cyp,1838
2636,cyp,1839
2636,cyp,1840
2637,cyp,1841
2637,cyp,1842
2637,cyp,1843
2638,cyp,1844
2638,cyp,1845
2638,cyp,1846
2638,cyp,1847
2639,cyp,1848
2639,cyp,1849
2639,cyp,1850
2640,cyp,1851
2640,cyp,1852
2640,cyp,1853
2641,cyp,1854
2641,cyp,1855
2642,cyp,1856
2642,cyp,1857
2642,cyp,1858
2643,cyp,1859
2643,cyp,1860
2644,cyp,1861
2644,cyp,1862
2645,cyp,1863
2645,cyp,1864
2645,cyp,1865
2646,cyp,1866
2646,cyp,1867
2647,cyp,1868
2647,cyp,1869
2648,cyp,1870
2648,cyp,1871
2650,cyp,1872
2651,cyp,1873
2654,cyp,1874
2659,cyp,1875
2638,cyp,1876
2609,cyp,1877
2590,cyp,1878
2568,cyp,1879
2553,cyp,1880
2527,cyp,1881
2514,cyp,1882
2503,cyp,1883
2484,cyp,1884
2477,cyp,1885
2468,cyp,1886
2464,cyp,1887
2463,cyp,1888
2458,cyp,1889
2456,cyp,1890
2450,cyp,1891
2448,cyp,1892
2442,cyp,1893
2439,cyp,1894
2436,cyp,1895
2372,cyp,1896
2321,cyp,1897
2258,cyp,1898
2208,cyp,1899
2146,cyp,1900
2158,cyp,1901
2113,cyp,1902
2077,cyp,1903
2034,cyp,1904
1998,cyp,1905
2043,cyp,1906
2079,cyp,1907
2124,cyp,1908
2160,cyp,1909
2204,cyp,1910
2235,cyp,1911
2273,cyp,1912
2300,cyp,1913
2337,cyp,1914
2364,cyp,1915
2318,cyp,1916
2272,cyp,1917
2226,cyp,1918
2178,cyp,1919
2130,cyp,1920
2080,cyp,1921
2029,cyp,1922
1976,cyp,1923
1922,cyp,1924
1868,cyp,1925
1980,cyp,1926
2094,cyp,1927
2210,cyp,1928
2327,cyp,1929
2361,cyp,1930
2395,cyp,1931
2429,cyp,1932
2462,cyp,1933
2496,cyp,1934
2529,cyp,1935
2562,cyp,1936
2595,cyp,1937
2544,cyp,1938
2492,cyp,1939
2429,cyp,1940
2375,cyp,1941
2320,cyp,1942
2254,cyp,1943
2107,cyp,1944
1952,cyp,1945
1799,cyp,1946
1658,cyp,1947
1511,cyp,1948
1366,cyp,1949
1234,cyp,1950
1132,cyp,1951
1037,cyp,1952
952,cyp,1953
875,cyp,1954
807,cyp,1955
745,cyp,1956
688,cyp,1957
636,cyp,1958
587,cyp,1959
540,cyp,1960
535,cyp,1961
527,cyp,1962
515,cyp,1963
500,cyp,1964
483,cyp,1965
465,cyp,1966
449,cyp,1967
436,cyp,1968
427,cyp,1969
422,cyp,1970
404,cyp,1971
389,cyp,1972
375,cyp,1973
363,cyp,1974
353,cyp,1975
343,cyp,1976
336,cyp,1977
330,cyp,1978
295,cyp,1979
277,cyp,1980
260,cyp,1981
242,cyp,1982
224,cyp,1983
207,cyp,1984
191,cyp,1985
177,cyp,1986
167,cyp,1987
161,cyp,1988
158,cyp,1989
156,cyp,1990
152,cyp,1991
150,cyp,1992
147,cyp,1993
141,cyp,1994
132,cyp,1995
123,cyp,1996
112,cyp,1997
102,cyp,1998
92,cyp,1999
84,cyp,2000
75,cyp,2001
70,cyp,2002
65,cyp,2003
61,cyp,2004
57,cyp,2005
56,cyp,2006
53,cyp,2007
52,cyp,2008
49,cyp,2009
47,cyp,2010
45,cyp,2011
43,cyp,2012
40,cyp,2013
38,cyp,2014
35,cyp,2015
89510,cze,1800
89250,cze,1801
88990,cze,1802
88730,cze,1803
88470,cze,1804
88210,cze,1805
87950,cze,1806
87690,cze,1807
87430,cze,1808
87170,cze,1809
86910,cze,1810
86660,cze,1811
86430,cze,1812
86220,cze,1813
86020,cze,1814
85830,cze,1815
85660,cze,1816
85510,cze,1817
85360,cze,1818
85240,cze,1819
85130,cze,1820
85030,cze,1821
84940,cze,1822
84870,cze,1823
84820,cze,1824
84780,cze,1825
85020,cze,1826
85290,cze,1827
85560,cze,1828
85860,cze,1829
86170,cze,1830
86490,cze,1831
86820,cze,1832
87140,cze,1833
87470,cze,1834
87800,cze,1835
88130,cze,1836
88460,cze,1837
88800,cze,1838
89130,cze,1839
89470,cze,1840
89800,cze,1841
90140,cze,1842
90480,cze,1843
90820,cze,1844
91160,cze,1845
91510,cze,1846
91850,cze,1847
92200,cze,1848
92550,cze,1849
92900,cze,1850
92840,cze,1851
92780,cze,1852
92720,cze,1853
92660,cze,1854
92590,cze,1855
92530,cze,1856
92460,cze,1857
92390,cze,1858
92320,cze,1859
92250,cze,1860
93000,cze,1861
93760,cze,1862
94520,cze,1863
95290,cze,1864
96060,cze,1865
96840,cze,1866
97620,cze,1867
98400,cze,1868
99190,cze,1869
99980,cze,1870
99820,cze,1871
99660,cze,1872
99480,cze,1873
99310,cze,1874
99140,cze,1875
98960,cze,1876
98780,cze,1877
98600,cze,1878
98420,cze,1879
98230,cze,1880
98120,cze,1881
98000,cze,1882
97890,cze,1883
97770,cze,1884
97650,cze,1885
97530,cze,1886
97400,cze,1887
97280,cze,1888
97150,cze,1889
97020,cze,1890
97050,cze,1891
97080,cze,1892
97110,cze,1893
97140,cze,1894
94400,cze,1895
91700,cze,1896
89340,cze,1897
86700,cze,1898
84100,cze,1899
81520,cze,1900
79050,cze,1901
76610,cze,1902
74190,cze,1903
71800,cze,1904
69440,cze,1905
67100,cze,1906
64790,cze,1907
62520,cze,1908
60280,cze,1909
58070,cze,1910
58500,cze,1911
56220,cze,1912
53660,cze,1913
51170,cze,1914
49050,cze,1915
46690,cze,1916
44570,cze,1917
42440,cze,1918
40260,cze,1919
38300,cze,1920
38260,cze,1921
35700,cze,1922
33880,cze,1923
31280,cze,1924
29570,cze,1925
27980,cze,1926
25880,cze,1927
25060,cze,1928
23610,cze,1929
23330,cze,1930
23260,cze,1931
23170,cze,1932
23080,cze,1933
22970,cze,1934
22840,cze,1935
22710,cze,1936
22450,cze,1937
22290,cze,1938
22000,cze,1939
21820,cze,1940
21300,cze,1941
20780,cze,1942
20270,cze,1943
19770,cze,1944
19280,cze,1945
18790,cze,1946
18320,cze,1947
17850,cze,1948
17390,cze,1949
16940,cze,1950
14720,cze,1951
10870,cze,1952
8305,cze,1953
6785,cze,1954
5982,cze,1955
5304,cze,1956
5021,cze,1957
4584,cze,1958
4001,cze,1959
3766,cze,1960
3630,cze,1961
3874,cze,1962
3723,cze,1963
3478,cze,1964
4000,cze,1965
3746,cze,1966
3775,cze,1967
3810,cze,1968
4108,cze,1969
3935,cze,1970
4116,cze,1971
4062,cze,1972
4264,cze,1973
4226,cze,1974
4124,cze,1975
4037,cze,1976
3902,cze,1977
3493,cze,1978
3097,cze,1979
3021,cze,1980
2933,cze,1981
2595,cze,1982
2273,cze,1983
2033,cze,1984
1905,cze,1985
1878,cze,1986
1944,cze,1987
2055,cze,1988
2135,cze,1989
2130,cze,1990
2024,cze,1991
1850,cze,1992
1613,cze,1993
1352,cze,1994
1128,cze,1995
926,cze,1996
762,cze,1997
624,cze,1998
543,cze,1999
491,cze,2000
472,cze,2001
495,cze,2002
521,cze,2003
553,cze,2004
564,cze,2005
571,cze,2006
555,cze,2007
541,cze,2008
517,cze,2009
486,cze,2010
451,cze,2011
419,cze,2012
386,cze,2013
347,cze,2014
328,cze,2015
12070,dnk,1800
12100,dnk,1801
12130,dnk,1802
12160,dnk,1803
12180,dnk,1804
12210,dnk,1805
12240,dnk,1806
12270,dnk,1807
12300,dnk,1808
12320,dnk,1809
12360,dnk,1810
12400,dnk,1811
12490,dnk,1812
12540,dnk,1813
12600,dnk,1814
12660,dnk,1815
12740,dnk,1816
12810,dnk,1817
12890,dnk,1818
12960,dnk,1819
13040,dnk,1820
13110,dnk,1821
13180,dnk,1822
13260,dnk,1823
13330,dnk,1824
13410,dnk,1825
13090,dnk,1826
12770,dnk,1827
12460,dnk,1828
12160,dnk,1829
11860,dnk,1830
