number_of_child_deaths,geo,time
5720,aus,1814
5691,aus,1815
5661,aus,1816
5630,aus,1817
5599,aus,1818
5567,aus,1819
5540,aus,1820
5516,aus,1821
5497,aus,1822
5487,aus,1823
5482,aus,1824
5480,aus,1825
5469,aus,1826
5463,aus,1827
5460,aus,1828
5477,aus,1829
5507,aus,1830
5558,aus,1831
5614,aus,1832
5683,aus,1833
5759,aus,1834
5840,aus,1835
5927,aus,1836
6013,aus,1837
6124,aus,1838
6260,aus,1839
6415,aus,1840
6574,aus,1841
6791,aus,1842
7059,aus,1843
7379,aus,1844
7755,aus,1845
8163,aus,1846
8633,aus,1847
9144,aus,1848
9666,aus,1849
10710,aus,1850
11500,aus,1851
11410,aus,1852
12860,aus,1853
13140,aus,1854
15170,aus,1855
15590,aus,1856
17820,aus,1857
19010,aus,1858
20110,aus,1859
20920,aus,1860
19890,aus,1861
19470,aus,1862
17890,aus,1863
17520,aus,1864
16320,aus,1865
14620,aus,1866
14040,aus,1867
13300,aus,1868
12000,aus,1869
11320,aus,1870
10530,aus,1871
12320,aus,1872
12200,aus,1873
13780,aus,1874
15660,aus,1875
13380,aus,1876
14390,aus,1877
15530,aus,1878
13820,aus,1879
14390,aus,1880
14670,aus,1881
17780,aus,1882
16280,aus,1883
17880,aus,1884
19080,aus,1885
19180,aus,1886
18040,aus,1887
18560,aus,1888
21810,aus,1889
17540,aus,1890
19370,aus,1891
17540,aus,1892
19490,aus,1893
16350,aus,1894
15860,aus,1895
17500,aus,1896
15980,aus,1897
19920,aus,1898
18030,aus,1899
15260,aus,1900
16180,aus,1901
16680,aus,1902
16770,aus,1903
12260,aus,1904
12350,aus,1905
12930,aus,1906
12800,aus,1907
12360,aus,1908
11500,aus,1909
12390,aus,1910
11520,aus,1911
13390,aus,1912
13580,aus,1913
13550,aus,1914
12620,aus,1915
12850,aus,1916
9881,aus,1917
10140,aus,1918
11710,aus,1919
13060,aus,1920
12270,aus,1921
9865,aus,1922
10830,aus,1923
10370,aus,1924
9590,aus,1925
9472,aus,1926
9765,aus,1927
9712,aus,1928
8905,aus,1929
8519,aus,1930
7417,aus,1931
7477,aus,1932
7584,aus,1933
8426,aus,1934
7937,aus,1935
8429,aus,1936
7801,aus,1937
7914,aus,1938
8066,aus,1939
8164,aus,1940
8696,aus,1941
8681,aus,1942
8624,aus,1943
7226,aus,1944
6730,aus,1945
6948,aus,1946
6559,aus,1947
6320,aus,1948
5963,aus,1949
6169,aus,1950
5949,aus,1951
5735,aus,1952
5564,aus,1953
5468,aus,1954
5457,aus,1955
5494,aus,1956
5574,aus,1957
5681,aus,1958
5752,aus,1959
5775,aus,1960
5722,aus,1961
5592,aus,1962
5451,aus,1963
5319,aus,1964
5278,aus,1965
5257,aus,1966
5312,aus,1967
5387,aus,1968
5438,aus,1969
5447,aus,1970
5442,aus,1971
5378,aus,1972
5222,aus,1973
4983,aus,1974
4606,aus,1975
4154,aus,1976
3687,aus,1977
3221,aus,1978
2862,aus,1979
2666,aus,1980
2618,aus,1981
2673,aus,1982
2798,aus,1983
2903,aus,1984
2937,aus,1985
2903,aus,1986
2775,aus,1987
2614,aus,1988
2432,aus,1989
2281,aus,1990
2143,aus,1991
2051,aus,1992
1990,aus,1993
1916,aus,1994
1848,aus,1995
1789,aus,1996
1714,aus,1997
1657,aus,1998
1601,aus,1999
1532,aus,2000
1494,aus,2001
1464,aus,2002
1472,aus,2003
1470,aus,2004
1458,aus,2005
1482,aus,2006
1494,aus,2007
1508,aus,2008
1504,aus,2009
1478,aus,2010
1396,aus,2011
1323,aus,2012
1243,aus,2013
1171,aus,2014
1146,aus,2015
44800,aut,1800
43250,aut,1801
41750,aut,1802
40310,aut,1803
38920,aut,1804
37570,aut,1805
36270,aut,1806
38280,aut,1807
37220,aut,1808
35380,aut,1809
35860,aut,1810
36540,aut,1811
35280,aut,1812
36160,aut,1813
39200,aut,1814
36770,aut,1815
34910,aut,1816
35420,aut,1817
35740,aut,1818
37470,aut,1819
36600,aut,1820
36940,aut,1821
39700,aut,1822
36830,aut,1823
38810,aut,1824
39990,aut,1825
39740,aut,1826
37040,aut,1827
38660,aut,1828
36130,aut,1829
49170,aut,1830
56050,aut,1831
50910,aut,1832
54720,aut,1833
57330,aut,1834
52760,aut,1835
50480,aut,1836
54390,aut,1837
51890,aut,1838
55400,aut,1839
53330,aut,1840
55160,aut,1841
54160,aut,1842
57560,aut,1843
51450,aut,1844
55570,aut,1845
56810,aut,1846
56580,aut,1847
56330,aut,1848
56080,aut,1849
58290,aut,1850
56580,aut,1851
56960,aut,1852
53800,aut,1853
65080,aut,1854
66720,aut,1855
58250,aut,1856
58160,aut,1857
61240,aut,1858
62630,aut,1859
58860,aut,1860
65510,aut,1861
62050,aut,1862
64260,aut,1863
62040,aut,1864
66860,aut,1865
68840,aut,1866
62670,aut,1867
61440,aut,1868
59970,aut,1869
62690,aut,1870
63990,aut,1871
69830,aut,1872
76840,aut,1873
68960,aut,1874
65240,aut,1875
68300,aut,1876
69070,aut,1877
66400,aut,1878
63880,aut,1879
67280,aut,1880
66700,aut,1881
69100,aut,1882
68170,aut,1883
68150,aut,1884
69620,aut,1885
69090,aut,1886
67720,aut,1887
68910,aut,1888
66060,aut,1889
69840,aut,1890
69900,aut,1891
72390,aut,1892
66280,aut,1893
71990,aut,1894
70940,aut,1895
68340,aut,1896
67400,aut,1897
67180,aut,1898
66370,aut,1899
70310,aut,1900
64490,aut,1901
67440,aut,1902
64410,aut,1903
64190,aut,1904
68200,aut,1905
60600,aut,1906
61520,aut,1907
58270,aut,1908
61190,aut,1909
54220,aut,1910
56860,aut,1911
50150,aut,1912
50460,aut,1913
44100,aut,1914
53810,aut,1915
45340,aut,1916
41730,aut,1917
40470,aut,1918
30550,aut,1919
37160,aut,1920
38230,aut,1921
38210,aut,1922
33460,aut,1923
28660,aut,1924
25090,aut,1925
24460,aut,1926
23260,aut,1927
21780,aut,1928
19430,aut,1929
17430,aut,1930
17110,aut,1931
17610,aut,1932
15090,aut,1933
14600,aut,1934
15860,aut,1935
14590,aut,1936
14300,aut,1937
11980,aut,1938
10650,aut,1939
10750,aut,1940
9987,aut,1941
10600,aut,1942
11380,aut,1943
12870,aut,1944
26380,aut,1945
11470,aut,1946
10300,aut,1947
9012,aut,1948
8437,aut,1949
7259,aut,1950
6872,aut,1951
6104,aut,1952
6022,aut,1953
5579,aut,1954
5688,aut,1955
5815,aut,1956
5934,aut,1957
5982,aut,1958
5925,aut,1959
5754,aut,1960
5502,aut,1961
5183,aut,1962
4869,aut,1963
4577,aut,1964
4331,aut,1965
4108,aut,1966
3929,aut,1967
3783,aut,1968
3653,aut,1969
3503,aut,1970
3305,aut,1971
3050,aut,1972
2745,aut,1973
2421,aut,1974
2120,aut,1975
1866,aut,1976
1680,aut,1977
1557,aut,1978
1476,aut,1979
1422,aut,1980
1377,aut,1981
1340,aut,1982
1309,aut,1983
1261,aut,1984
1194,aut,1985
1104,aut,1986
988,aut,1987
888,aut,1988
814,aut,1989
765,aut,1990
741,aut,1991
737,aut,1992
737,aut,1993
712,aut,1994
662,aut,1995
611,aut,1996
553,aut,1997
489,aut,1998
439,aut,1999
412,aut,2000
397,aut,2001
395,aut,2002
400,aut,2003
396,aut,2004
395,aut,2005
389,aut,2006
377,aut,2007
364,aut,2008
351,aut,2009
341,aut,2010
327,aut,2011
315,aut,2012
312,aut,2013
300,aut,2014
288,aut,2015
18620,aze,1800
18580,aze,1801
18550,aze,1802
18510,aze,1803
18470,aze,1804
18430,aze,1805
18400,aze,1806
18360,aze,1807
18320,aze,1808
18280,aze,1809
18250,aze,1810
18220,aze,1811
18200,aze,1812
18180,aze,1813
18180,aze,1814
18180,aze,1815
18190,aze,1816
18210,aze,1817
18240,aze,1818
18280,aze,1819
18320,aze,1820
18370,aze,1821
18430,aze,1822
18500,aze,1823
18580,aze,1824
18670,aze,1825
18760,aze,1826
18860,aze,1827
18980,aze,1828
19100,aze,1829
19220,aze,1830
19360,aze,1831
19500,aze,1832
19640,aze,1833
19780,aze,1834
19920,aze,1835
20060,aze,1836
20210,aze,1837
20350,aze,1838
20500,aze,1839
20640,aze,1840
20790,aze,1841
20940,aze,1842
21090,aze,1843
21240,aze,1844
21390,aze,1845
21540,aze,1846
21700,aze,1847
21850,aze,1848
22010,aze,1849
22160,aze,1850
22320,aze,1851
22480,aze,1852
22640,aze,1853
22800,aze,1854
22960,aze,1855
23120,aze,1856
23280,aze,1857
23450,aze,1858
23620,aze,1859
23780,aze,1860
23950,aze,1861
24120,aze,1862
24290,aze,1863
24460,aze,1864
24640,aze,1865
24810,aze,1866
24980,aze,1867
25160,aze,1868
25340,aze,1869
25520,aze,1870
25700,aze,1871
25880,aze,1872
26060,aze,1873
26240,aze,1874
26420,aze,1875
26610,aze,1876
26790,aze,1877
26980,aze,1878
27170,aze,1879
27370,aze,1880
27550,aze,1881
27750,aze,1882
27940,aze,1883
28140,aze,1884
28340,aze,1885
28540,aze,1886
28730,aze,1887
28940,aze,1888
29140,aze,1889
29340,aze,1890
29550,aze,1891
29760,aze,1892
29970,aze,1893
30180,aze,1894
30400,aze,1895
30510,aze,1896
30620,aze,1897
30720,aze,1898
30830,aze,1899
30940,aze,1900
30810,aze,1901
30680,aze,1902
30550,aze,1903
30420,aze,1904
30290,aze,1905
30160,aze,1906
30030,aze,1907
29900,aze,1908
29770,aze,1909
29650,aze,1910
29520,aze,1911
29390,aze,1912
29260,aze,1913
29130,aze,1914
29010,aze,1915
28880,aze,1916
28750,aze,1917
28630,aze,1918
28500,aze,1919
28380,aze,1920
28260,aze,1921
28130,aze,1922
28010,aze,1923
27880,aze,1924
27760,aze,1925
27530,aze,1926
27300,aze,1927
27040,aze,1928
26810,aze,1929
26630,aze,1930
26070,aze,1931
25530,aze,1932
24990,aze,1933
24460,aze,1934
23950,aze,1935
23450,aze,1936
22950,aze,1937
22470,aze,1938
22000,aze,1939
21530,aze,1940
21080,aze,1941
20630,aze,1942
20200,aze,1943
19770,aze,1944
19360,aze,1945
18950,aze,1946
18550,aze,1947
18160,aze,1948
17780,aze,1949
17410,aze,1950
17400,aze,1951
17370,aze,1952
17460,aze,1953
17570,aze,1954
17700,aze,1955
17840,aze,1956
17970,aze,1957
18050,aze,1958
18070,aze,1959
17990,aze,1960
17790,aze,1961
17310,aze,1962
16760,aze,1963
16070,aze,1964
15260,aze,1965
14380,aze,1966
13480,aze,1967
12650,aze,1968
11890,aze,1969
11300,aze,1970
10810,aze,1971
10460,aze,1972
10820,aze,1973
11250,aze,1974
11760,aze,1975
12340,aze,1976
12990,aze,1977
13720,aze,1978
14540,aze,1979
18760,aze,1980
19140,aze,1981
18210,aze,1982
18270,aze,1983
18370,aze,1984
18510,aze,1985
18750,aze,1986
19010,aze,1987
19250,aze,1988
19420,aze,1989
19510,aze,1990
19440,aze,1991
19180,aze,1992
18680,aze,1993
17920,aze,1994
16860,aze,1995
15530,aze,1996
13960,aze,1997
12340,aze,1998
10880,aze,1999
9630,aze,2000
8618,aze,2001
7883,aze,2002
7379,aze,2003
7006,aze,2004
6737,aze,2005
6519,aze,2006
6329,aze,2007
6211,aze,2008
6200,aze,2009
6327,aze,2010
6611,aze,2011
6982,aze,2012
7296,aze,2013
7403,aze,2014
7206,aze,2015
530,bhs,1800
526,bhs,1801
521,bhs,1802
517,bhs,1803
512,bhs,1804
508,bhs,1805
503,bhs,1806
499,bhs,1807
495,bhs,1808
491,bhs,1809
486,bhs,1810
482,bhs,1811
478,bhs,1812
474,bhs,1813
470,bhs,1814
466,bhs,1815
462,bhs,1816
458,bhs,1817
454,bhs,1818
450,bhs,1819
447,bhs,1820
443,bhs,1821
439,bhs,1822
436,bhs,1823
432,bhs,1824
429,bhs,1825
425,bhs,1826
422,bhs,1827
419,bhs,1828
415,bhs,1829
412,bhs,1830
409,bhs,1831
405,bhs,1832
402,bhs,1833
399,bhs,1834
396,bhs,1835
393,bhs,1836
390,bhs,1837
387,bhs,1838
384,bhs,1839
381,bhs,1840
378,bhs,1841
375,bhs,1842
373,bhs,1843
371,bhs,1844
370,bhs,1845
369,bhs,1846
368,bhs,1847
368,bhs,1848
368,bhs,1849
369,bhs,1850
370,bhs,1851
371,bhs,1852
373,bhs,1853
375,bhs,1854
376,bhs,1855
378,bhs,1856
380,bhs,1857
383,bhs,1858
385,bhs,1859
387,bhs,1860
390,bhs,1861
393,bhs,1862
395,bhs,1863
398,bhs,1864
400,bhs,1865
403,bhs,1866
405,bhs,1867
407,bhs,1868
408,bhs,1869
410,bhs,1870
411,bhs,1871
412,bhs,1872
413,bhs,1873
414,bhs,1874
415,bhs,1875
416,bhs,1876
417,bhs,1877
418,bhs,1878
419,bhs,1879
420,bhs,1880
421,bhs,1881
421,bhs,1882
422,bhs,1883
423,bhs,1884
423,bhs,1885
423,bhs,1886
423,bhs,1887
424,bhs,1888
424,bhs,1889
425,bhs,1890
425,bhs,1891
426,bhs,1892
427,bhs,1893
428,bhs,1894
429,bhs,1895
430,bhs,1896
431,bhs,1897
432,bhs,1898
432,bhs,1899
432,bhs,1900
432,bhs,1901
432,bhs,1902
431,bhs,1903
430,bhs,1904
428,bhs,1905
426,bhs,1906
424,bhs,1907
422,bhs,1908
420,bhs,1909
417,bhs,1910
414,bhs,1911
410,bhs,1912
404,bhs,1913
398,bhs,1914
393,bhs,1915
387,bhs,1916
382,bhs,1917
376,bhs,1918
371,bhs,1919
366,bhs,1920
363,bhs,1921
362,bhs,1922
363,bhs,1923
365,bhs,1924
366,bhs,1925
363,bhs,1926
360,bhs,1927
357,bhs,1928
354,bhs,1929
354,bhs,1930
354,bhs,1931
354,bhs,1932
354,bhs,1933
354,bhs,1934
354,bhs,1935
353,bhs,1936
353,bhs,1937
353,bhs,1938
353,bhs,1939
353,bhs,1940
352,bhs,1941
352,bhs,1942
352,bhs,1943
351,bhs,1944
351,bhs,1945
351,bhs,1946
350,bhs,1947
350,bhs,1948
350,bhs,1949
349,bhs,1950
346,bhs,1951
342,bhs,1952
341,bhs,1953
343,bhs,1954
346,bhs,1955
350,bhs,1956
356,bhs,1957
361,bhs,1958
334,bhs,1959
307,bhs,1960
280,bhs,1961
253,bhs,1962
227,bhs,1963
201,bhs,1964
177,bhs,1965
156,bhs,1966
139,bhs,1967
120,bhs,1968
118,bhs,1969
120,bhs,1970
128,bhs,1971
141,bhs,1972
155,bhs,1973
167,bhs,1974
172,bhs,1975
170,bhs,1976
162,bhs,1977
152,bhs,1978
145,bhs,1979
143,bhs,1980
148,bhs,1981
160,bhs,1982
174,bhs,1983
184,bhs,1984
188,bhs,1985
182,bhs,1986
167,bhs,1987
150,bhs,1988
134,bhs,1989
125,bhs,1990
122,bhs,1991
124,bhs,1992
128,bhs,1993
129,bhs,1994
126,bhs,1995
118,bhs,1996
107,bhs,1997
96,bhs,1998
87,bhs,1999
82,bhs,2000
79,bhs,2001
80,bhs,2002
82,bhs,2003
85,bhs,2004
87,bhs,2005
87,bhs,2006
87,bhs,2007
87,bhs,2008
86,bhs,2009
85,bhs,2010
83,bhs,2011
80,bhs,2012
76,bhs,2013
73,bhs,2014
70,bhs,2015
1370,bhr,1800
1370,bhr,1801
1370,bhr,1802
1370,bhr,1803
1370,bhr,1804
1370,bhr,1805
1370,bhr,1806
1370,bhr,1807
1370,bhr,1808
1370,bhr,1809
1370,bhr,1810
1369,bhr,1811
1369,bhr,1812
1369,bhr,1813
1369,bhr,1814
1369,bhr,1815
1369,bhr,1816
1369,bhr,1817
1369,bhr,1818
1369,bhr,1819
1369,bhr,1820
1369,bhr,1821
1369,bhr,1822
1369,bhr,1823
1369,bhr,1824
1369,bhr,1825
1369,bhr,1826
1369,bhr,1827
1369,bhr,1828
1369,bhr,1829
1369,bhr,1830
1369,bhr,1831
1367,bhr,1832
1367,bhr,1833
1367,bhr,1834
1367,bhr,1835
1367,bhr,1836
1367,bhr,1837
1367,bhr,1838
1367,bhr,1839
1367,bhr,1840
1367,bhr,1841
1367,bhr,1842
1367,bhr,1843
1367,bhr,1844
1367,bhr,1845
1367,bhr,1846
1367,bhr,1847
1367,bhr,1848
1367,bhr,1849
1367,bhr,1850
1367,bhr,1851
1367,bhr,1852
1365,bhr,1853
1365,bhr,1854
1365,bhr,1855
1365,bhr,1856
1365,bhr,1857
1365,bhr,1858
1365,bhr,1859
1365,bhr,1860
1365,bhr,1861
1366,bhr,1862
1367,bhr,1863
1368,bhr,1864
1370,bhr,1865
1373,bhr,1866
1375,bhr,1867
1378,bhr,1868
1381,bhr,1869
1385,bhr,1870
1389,bhr,1871
1394,bhr,1872
1395,bhr,1873
1400,bhr,1874
1406,bhr,1875
1412,bhr,1876
1418,bhr,1877
1425,bhr,1878
1433,bhr,1879
1441,bhr,1880
1449,bhr,1881
1457,bhr,1882
1465,bhr,1883
1473,bhr,1884
1482,bhr,1885
1490,bhr,1886
1498,bhr,1887
1506,bhr,1888
1515,bhr,1889
1523,bhr,1890
1532,bhr,1891
1540,bhr,1892
1549,bhr,1893
1555,bhr,1894
1564,bhr,1895
1572,bhr,1896
1581,bhr,1897
1589,bhr,1898
1597,bhr,1899
1604,bhr,1900
1612,bhr,1901
1619,bhr,1902
1626,bhr,1903
1633,bhr,1904
1640,bhr,1905
1646,bhr,1906
1652,bhr,1907
1658,bhr,1908
1664,bhr,1909
1669,bhr,1910
1675,bhr,1911
1680,bhr,1912
1688,bhr,1913
1697,bhr,1914
1707,bhr,1915
1718,bhr,1916
1730,bhr,1917
1742,bhr,1918
1754,bhr,1919
1766,bhr,1920
1778,bhr,1921
1790,bhr,1922
1803,bhr,1923
1815,bhr,1924
1827,bhr,1925
1840,bhr,1926
1852,bhr,1927
1867,bhr,1928
1880,bhr,1929
1888,bhr,1930
1895,bhr,1931
1903,bhr,1932
1911,bhr,1933
1918,bhr,1934
1926,bhr,1935
1892,bhr,1936
1859,bhr,1937
1821,bhr,1938
1788,bhr,1939
1756,bhr,1940
1724,bhr,1941
1686,bhr,1942
1655,bhr,1943
1623,bhr,1944
1592,bhr,1945
1556,bhr,1946
1565,bhr,1947
1575,bhr,1948
1584,bhr,1949
1593,bhr,1950
1622,bhr,1951
1681,bhr,1952
1744,bhr,1953
1812,bhr,1954
1883,bhr,1955
1705,bhr,1956
1641,bhr,1957
1581,bhr,1958
1506,bhr,1959
1410,bhr,1960
1323,bhr,1961
1207,bhr,1962
1083,bhr,1963
971,bhr,1964
882,bhr,1965
812,bhr,1966
760,bhr,1967
716,bhr,1968
672,bhr,1969
626,bhr,1970
566,bhr,1971
508,bhr,1972
458,bhr,1973
421,bhr,1974
399,bhr,1975
381,bhr,1976
373,bhr,1977
370,bhr,1978
367,bhr,1979
359,bhr,1980
355,bhr,1981
348,bhr,1982
341,bhr,1983
333,bhr,1984
330,bhr,1985
328,bhr,1986
328,bhr,1987
331,bhr,1988
333,bhr,1989
331,bhr,1990
322,bhr,1991
304,bhr,1992
282,bhr,1993
255,bhr,1994
231,bhr,1995
210,bhr,1996
191,bhr,1997
178,bhr,1998
169,bhr,1999
164,bhr,2000
158,bhr,2001
156,bhr,2002
156,bhr,2003
159,bhr,2004
164,bhr,2005
162,bhr,2006
161,bhr,2007
158,bhr,2008
155,bhr,2009
151,bhr,2010
152,bhr,2011
150,bhr,2012
148,bhr,2013
142,bhr,2014
135,bhr,2015
451500,bgd,1800
452400,bgd,1801
453300,bgd,1802
454100,bgd,1803
455000,bgd,1804
455900,bgd,1805
456800,bgd,1806
457700,bgd,1807
458600,bgd,1808
459500,bgd,1809
460500,bgd,1810
461400,bgd,1811
462500,bgd,1812
463500,bgd,1813
464600,bgd,1814
465800,bgd,1815
467000,bgd,1816
468300,bgd,1817
469700,bgd,1818
471000,bgd,1819
472500,bgd,1820
474000,bgd,1821
475600,bgd,1822
477200,bgd,1823
478800,bgd,1824
480600,bgd,1825
482400,bgd,1826
484200,bgd,1827
486100,bgd,1828
488100,bgd,1829
490100,bgd,1830
492200,bgd,1831
494300,bgd,1832
496400,bgd,1833
498500,bgd,1834
500600,bgd,1835
502700,bgd,1836
504900,bgd,1837
507000,bgd,1838
509200,bgd,1839
511300,bgd,1840
513500,bgd,1841
515700,bgd,1842
517900,bgd,1843
520100,bgd,1844
522300,bgd,1845
524500,bgd,1846
526700,bgd,1847
529000,bgd,1848
531200,bgd,1849
533500,bgd,1850
535600,bgd,1851
537800,bgd,1852
540000,bgd,1853
542200,bgd,1854
544500,bgd,1855
546700,bgd,1856
548900,bgd,1857
551200,bgd,1858
553400,bgd,1859
555700,bgd,1860
558000,bgd,1861
560400,bgd,1862
562800,bgd,1863
565300,bgd,1864
567800,bgd,1865
570400,bgd,1866
573000,bgd,1867
575700,bgd,1868
578500,bgd,1869
581300,bgd,1870
584200,bgd,1871
587200,bgd,1872
589900,bgd,1873
593000,bgd,1874
596100,bgd,1875
599300,bgd,1876
606000,bgd,1877
614800,bgd,1878
622000,bgd,1879
629300,bgd,1880
636600,bgd,1881
645900,bgd,1882
653400,bgd,1883
661000,bgd,1884
670700,bgd,1885
678500,bgd,1886
684300,bgd,1887
690200,bgd,1888
698300,bgd,1889
704400,bgd,1890
710500,bgd,1891
716700,bgd,1892
722900,bgd,1893
731300,bgd,1894
737500,bgd,1895
743800,bgd,1896
747900,bgd,1897
754100,bgd,1898
758000,bgd,1899
764000,bgd,1900
767700,bgd,1901
773600,bgd,1902
777100,bgd,1903
782800,bgd,1904
786000,bgd,1905
791600,bgd,1906
789900,bgd,1907
790400,bgd,1908
788500,bgd,1909
786700,bgd,1910
784700,bgd,1911
785100,bgd,1912
782800,bgd,1913
780300,bgd,1914
779900,bgd,1915
777300,bgd,1916
774600,bgd,1917
774500,bgd,1918
771900,bgd,1919
769300,bgd,1920
766800,bgd,1921
766500,bgd,1922
764000,bgd,1923
761400,bgd,1924
761100,bgd,1925
756500,bgd,1926
740800,bgd,1927
723300,bgd,1928
710000,bgd,1929
694800,bgd,1930
682000,bgd,1931
667200,bgd,1932
654600,bgd,1933
640200,bgd,1934
628000,bgd,1935
614000,bgd,1936
602000,bgd,1937
588300,bgd,1938
576700,bgd,1939
563300,bgd,1940
551900,bgd,1941
557800,bgd,1942
563700,bgd,1943
569700,bgd,1944
575700,bgd,1945
581800,bgd,1946
588000,bgd,1947
594200,bgd,1948
600400,bgd,1949
606700,bgd,1950
600100,bgd,1951
604300,bgd,1952
542900,bgd,1953
536200,bgd,1954
538500,bgd,1955
544400,bgd,1956
554800,bgd,1957
566900,bgd,1958
578100,bgd,1959
586300,bgd,1960
591900,bgd,1961
592400,bgd,1962
590600,bgd,1963
590700,bgd,1964
596300,bgd,1965
606700,bgd,1966
621800,bgd,1967
638200,bgd,1968
651300,bgd,1969
657600,bgd,1970
660600,bgd,1971
655000,bgd,1972
644900,bgd,1973
638100,bgd,1974
640000,bgd,1975
646200,bgd,1976
658100,bgd,1977
672500,bgd,1978
684100,bgd,1979
688800,bgd,1980
686600,bgd,1981
676500,bgd,1982
660800,bgd,1983
642700,bgd,1984
625100,bgd,1985
606800,bgd,1986
588400,bgd,1987
569500,bgd,1988
549100,bgd,1989
527600,bgd,1990
504900,bgd,1991
480700,bgd,1992
456200,bgd,1993
432400,bgd,1994
410600,bgd,1995
390000,bgd,1996
370900,bgd,1997
352500,bgd,1998
334500,bgd,1999
317000,bgd,2000
300600,bgd,2001
283500,bgd,2002
266700,bgd,2003
249600,bgd,2004
232600,bgd,2005
216100,bgd,2006
199700,bgd,2007
183900,bgd,2008
169700,bgd,2009
157900,bgd,2010
147400,bgd,2011
138700,bgd,2012
131500,bgd,2013
125300,bgd,2014
119300,bgd,2015
1421,brb,1800
1418,brb,1801
1414,brb,1802
1411,brb,1803
1408,brb,1804
1405,brb,1805
1401,brb,1806
1398,brb,1807
1394,brb,1808
1391,brb,1809
1387,brb,1810
1385,brb,1811
1384,brb,1812
1383,brb,1813
1384,brb,1814
1386,brb,1815
1389,brb,1816
1393,brb,1817
1398,brb,1818
1433,brb,1819
1471,brb,1820
1510,brb,1821
1551,brb,1822
1594,brb,1823
1640,brb,1824
1688,brb,1825
1738,brb,1826
1790,brb,1827
1845,brb,1828
1904,brb,1829
1965,brb,1830
2029,brb,1831
2095,brb,1832
2162,brb,1833
2204,brb,1834
2246,brb,1835
2289,brb,1836
2333,brb,1837
2378,brb,1838
2423,brb,1839
2470,brb,1840
2517,brb,1841
2565,brb,1842
2613,brb,1843
2661,brb,1844
2709,brb,1845
2758,brb,1846
2807,brb,1847
2855,brb,1848
2905,brb,1849
2954,brb,1850
3004,brb,1851
3052,brb,1852
3100,brb,1853
3147,brb,1854
3193,brb,1855
3238,brb,1856
3281,brb,1857
3325,brb,1858
3366,brb,1859
3407,brb,1860
3446,brb,1861
3485,brb,1862
3522,brb,1863
3560,brb,1864
3596,brb,1865
3632,brb,1866
3668,brb,1867
3703,brb,1868
3737,brb,1869
3770,brb,1870
3803,brb,1871
3835,brb,1872
3867,brb,1873
3900,brb,1874
3933,brb,1875
3967,brb,1876
4000,brb,1877
4034,brb,1878
4069,brb,1879
4105,brb,1880
4140,brb,1881
4175,brb,1882
4212,brb,1883
4248,brb,1884
4285,brb,1885
4322,brb,1886
4360,brb,1887
4399,brb,1888
4438,brb,1889
4478,brb,1890
4519,brb,1891
4560,brb,1892
4602,brb,1893
4645,brb,1894
4688,brb,1895
4732,brb,1896
4768,brb,1897
4795,brb,1898
4814,brb,1899
4824,brb,1900
4826,brb,1901
4842,brb,1902
4824,brb,1903
4795,brb,1904
4756,brb,1905
4706,brb,1906
3335,brb,1907
3474,brb,1908
2706,brb,1909
2840,brb,1910
2749,brb,1911
4299,brb,1912
2487,brb,1913
4081,brb,1914
1938,brb,1915
2403,brb,1916
2849,brb,1917
2010,brb,1918
3422,brb,1919
2607,brb,1920
3806,brb,1921
1757,brb,1922
3434,brb,1923
2764,brb,1924
2876,brb,1925
2883,brb,1926
1840,brb,1927
3013,brb,1928
2167,brb,1929
2133,brb,1930
2799,brb,1931
1895,brb,1932
2286,brb,1933
2531,brb,1934
2214,brb,1935
2026,brb,1936
2256,brb,1937
2333,brb,1938
2081,brb,1939
1960,brb,1940
2476,brb,1941
1963,brb,1942
1869,brb,1943
1974,brb,1944
1735,brb,1945
1902,brb,1946
2002,brb,1947
1877,brb,1948
1550,brb,1949
1513,brb,1950
1665,brb,1951
1779,brb,1952
1681,brb,1953
1192,brb,1954
1031,brb,1955
906,brb,1956
805,brb,1957
726,brb,1958
664,brb,1959
615,brb,1960
574,brb,1961
536,brb,1962
496,brb,1963
456,brb,1964
417,brb,1965
373,brb,1966
329,brb,1967
288,brb,1968
253,brb,1969
228,brb,1970
210,brb,1971
200,brb,1972
194,brb,1973
187,brb,1974
177,brb,1975
163,brb,1976
146,brb,1977
128,brb,1978
115,brb,1979
105,brb,1980
101,brb,1981
101,brb,1982
102,brb,1983
104,brb,1984
103,brb,1985
99,brb,1986
93,brb,1987
85,brb,1988
78,brb,1989
72,brb,1990
68,brb,1991
65,brb,1992
63,brb,1993
62,brb,1994
60,brb,1995
59,brb,1996
58,brb,1997
57,brb,1998
57,brb,1999
58,brb,2000
59,brb,2001
60,brb,2002
61,brb,2003
61,brb,2004
60,brb,2005
59,brb,2006
56,brb,2007
53,brb,2008
51,brb,2009
49,brb,2010
48,brb,2011
47,brb,2012
46,brb,2013
45,brb,2014
44,brb,2015
41450,blr,1800
41450,blr,1801
41450,blr,1802
41450,blr,1803
41450,blr,1804
41450,blr,1805
41450,blr,1806
41450,blr,1807
41450,blr,1808
41450,blr,1809
41450,blr,1810
41470,blr,1811
41510,blr,1812
41560,blr,1813
41640,blr,1814
41730,blr,1815
41840,blr,1816
41970,blr,1817
42120,blr,1818
42290,blr,1819
42480,blr,1820
42690,blr,1821
42920,blr,1822
