geo,electricity_use_total,time
yem,257000000,1975
yem,301000000,1976
yem,317000000,1977
yem,360000000,1978
yem,394000000,1979
yem,503000000,1980
yem,543000000,1981
yem,655000000,1982
yem,693000000,1983
yem,776000000,1984
yem,823000000,1985
yem,972000000,1986
yem,1041000000,1987
yem,1185000000,1988
yem,1212000000,1989
yem,1471000000,1990
yem,1640000000,1991
yem,1739000000,1992
yem,1862000000,1993
yem,1751000000,1994
yem,1909000000,1995
yem,1909000000,1996
yem,2189000000,1997
yem,2202000000,1998
yem,2239000000,1999
yem,2465000000,2000
yem,2613000000,2001
yem,2835000000,2002
yem,3118000000,2003
yem,3388000000,2004
yem,3693000000,2005
yem,4011000000,2006
yem,4495000000,2007
yem,5039000000,2008
yem,5105000000,2009
yem,5980000000,2010
zmb,4411000000,1971
zmb,4785000000,1972
zmb,5174000000,1973
zmb,5671000000,1974
zmb,5710000000,1975
zmb,5993000000,1976
zmb,5874000000,1977
zmb,5838000000,1978
zmb,5917000000,1979
zmb,6070000000,1980
zmb,6499000000,1981
zmb,6620000000,1982
zmb,6708000000,1983
zmb,6660000000,1984
zmb,6565000000,1985
zmb,6435000000,1986
zmb,6517000000,1987
zmb,7095000000,1988
zmb,6099000000,1989
zmb,6123000000,1990
zmb,6076000000,1991
zmb,6218000000,1992
zmb,6411000000,1993
zmb,6488000000,1994
zmb,6463000000,1995
zmb,6403000000,1996
zmb,6126000000,1997
zmb,5748000000,1998
zmb,5939000000,1999
zmb,6224000000,2000
zmb,6615000000,2001
zmb,7066000000,2002
zmb,7467000000,2003
zmb,7913000000,2004
zmb,8214000000,2005
zmb,8763000000,2006
zmb,8308000000,2007
zmb,7578000000,2008
zmb,7524000000,2009
zmb,8156000000,2010
zwe,3560000000,1971
zwe,4676000000,1972
zwe,4962000000,1973
zwe,5336000000,1974
zwe,5967000000,1975
zwe,6546000000,1976
zwe,6175000000,1977
zwe,5942000000,1978
zwe,6406000000,1979
zwe,6995000000,1980
zwe,7263000000,1981
zwe,7456000000,1982
zwe,7283000000,1983
zwe,7109000000,1984
zwe,8308000000,1985
zwe,8019000000,1986
zwe,8373000000,1987
zwe,8452000000,1988
zwe,8973000000,1989
zwe,9028000000,1990
zwe,9144000000,1991
zwe,8581000000,1992
zwe,8178000000,1993
zwe,8757000000,1994
zwe,9391000000,1995
zwe,10010000000,1996
zwe,10500000000,1997
zwe,10290000000,1998
zwe,10960000000,1999
zwe,10670000000,2000
zwe,10400000000,2001
zwe,10500000000,2002
zwe,10540000000,2003
zwe,10290000000,2004
zwe,12500000000,2005
zwe,12500000000,2006
zwe,12730000000,2007
zwe,12740000000,2008
zwe,12800000000,2009
zwe,12850000000,2010
