geo,females_aged_15plus_employment_rate_percent,time
tgo,48.6,2006
tgo,48.4,2007
tto,34.3,1991
tto,33.6,1992
tto,33.5,1993
tto,34.9,1994
tto,36.2,1995
tto,37.7,1996
tto,38.5,1997
tto,38.9,1998
tto,39.8,1999
tto,40.3,2000
tto,41.2,2001
tto,41.7,2002
tto,43.3,2003
tto,46.6,2004
tto,48.5,2005
tto,53.2,2006
tto,50.5,2007
tun,17.0,1991
tun,17.4,1992
tun,17.9,1993
tun,18.3,1994
tun,18.6,1995
tun,19.1,1996
tun,19.6,1997
tun,19.3,1998
tun,19.5,1999
tun,19.8,2000
tun,20.2,2001
tun,20.4,2002
tun,20.9,2003
tun,21.2,2004
tun,21.2,2005
tun,21.5,2006
tun,21.4,2007
tur,31.9,1991
tur,30.4,1992
tur,24.5,1993
tur,28.9,1994
tur,28.9,1995
tur,28.9,1996
tur,26.7,1997
tur,27.4,1998
tur,27.8,1999
tur,25.0,2000
tur,25.1,2001
tur,25.3,2002
tur,23.9,2003
tur,23.0,2004
tur,22.3,2005
tur,22.3,2006
tur,21.9,2007
tkm,50.6,1991
tkm,50.9,1992
tkm,51.3,1993
tkm,51.4,1994
tkm,51.5,1995
tkm,51.0,1996
tkm,50.3,1997
tkm,52.4,1998
tkm,53.7,1999
tkm,54.2,2000
tkm,54.4,2001
tkm,54.1,2002
tkm,54.1,2003
tkm,53.8,2004
tkm,53.6,2005
tkm,53.4,2006
tkm,53.9,2007
uga,79.9,1991
uga,79.8,1992
uga,79.6,1993
uga,79.2,1994
uga,79.5,1995
uga,79.8,1996
uga,79.9,1997
uga,80.3,1998
uga,80.3,1999
uga,80.1,2000
uga,80.2,2001
uga,80.0,2002
uga,79.8,2003
uga,79.8,2004
uga,79.8,2005
uga,79.8,2006
uga,80.0,2007
ukr,52.7,1991
ukr,52.2,1992
ukr,52.5,1993
ukr,53.1,1994
ukr,53.4,1995
ukr,53.6,1996
ukr,54.1,1997
ukr,53.9,1998
ukr,44.5,1999
ukr,44.9,2000
ukr,46.0,2001
ukr,47.0,2002
ukr,47.1,2003
ukr,47.4,2004
ukr,48.2,2005
ukr,48.3,2006
ukr,49.4,2007
are,25.1,1991
are,26.2,1992
are,27.3,1993
are,28.9,1994
are,30.3,1995
are,30.0,1996
are,29.9,1997
are,31.3,1998
are,31.7,1999
are,33.2,2000
are,34.1,2001
are,35.4,2002
are,36.2,2003
are,36.5,2004
are,36.4,2005
are,36.0,2006
are,37.3,2007
gbr,49.0,1991
gbr,48.7,1992
gbr,48.6,1993
gbr,48.8,1994
gbr,49.1,1995
gbr,49.7,1996
gbr,50.4,1997
gbr,50.6,1998
gbr,51.3,1999
gbr,51.8,2000
gbr,52.0,2001
gbr,52.4,2002
gbr,52.5,2003
gbr,52.8,2004
gbr,53.0,2005
gbr,53.1,2006
gbr,53.1,2007
usa,53.2,1991
usa,53.3,1992
usa,53.6,1993
usa,54.8,1994
usa,55.2,1995
usa,55.6,1996
usa,56.3,1997
usa,56.6,1998
usa,56.9,1999
usa,57.1,2000
usa,56.5,2001
usa,55.7,2002
usa,55.5,2003
usa,55.4,2004
usa,55.6,2005
usa,56.0,2006
usa,56.0,2007
ury,39.5,1991
ury,41.5,1992
ury,40.4,1993
ury,41.5,1994
ury,42.6,1995
ury,43.2,1996
ury,43.6,1997
ury,44.0,1998
ury,44.2,1999
ury,44.3,2000
ury,44.5,2001
ury,44.6,2002
ury,44.8,2003
ury,44.9,2004
ury,45.1,2005
ury,44.8,2006
ury,46.0,2007
uzb,48.9,1991
uzb,48.0,1992
uzb,47.8,1993
uzb,47.5,1994
uzb,47.4,1995
uzb,47.8,1996
uzb,48.4,1997
uzb,48.9,1998
uzb,49.3,1999
uzb,49.6,2000
uzb,50.0,2001
uzb,50.2,2002
uzb,50.4,2003
uzb,51.0,2004
uzb,51.3,2005
uzb,51.7,2006
uzb,52.6,2007
ven,28.7,1991
ven,30.1,1992
ven,31.4,1993
ven,31.6,1994
ven,32.1,1995
ven,31.8,1996
ven,33.9,1997
ven,35.6,1998
ven,35.4,1999
ven,37.3,2000
ven,38.5,2001
ven,37.6,2002
ven,37.9,2003
ven,40.1,2004
ven,42.2,2005
ven,45.7,2006
ven,45.8,2007
vnm,72.3,1991
vnm,72.0,1992
vnm,71.4,1993
vnm,72.2,1994
vnm,72.5,1995
vnm,72.7,1996
vnm,70.5,1997
vnm,70.3,1998
vnm,70.4,1999
vnm,68.8,2000
vnm,69.0,2001
vnm,69.1,2002
vnm,68.7,2003
vnm,68.1,2004
vnm,68.1,2005
vnm,67.9,2006
vnm,67.6,2007
pse,7.8,1991
pse,8.3,1992
pse,8.7,1993
pse,8.6,1994
pse,9.3,1995
pse,8.7,1996
pse,9.0,1997
pse,9.4,1998
pse,9.6,1999
pse,9.3,2000
pse,9.0,2001
pse,8.7,2002
pse,9.9,2003
pse,10.7,2004
pse,11.3,2005
pse,11.5,2006
pse,11.3,2007
yem,13.9,1991
yem,14.8,1992
yem,14.9,1993
yem,15.7,1994
yem,16.4,1995
yem,16.4,1996
yem,16.7,1997
yem,16.5,1998
yem,16.8,1999
yem,17.2,2000
yem,17.4,2001
yem,17.8,2002
yem,19.1,2003
yem,19.4,2004
yem,20.2,2005
yem,20.5,2006
yem,20.3,2007
zmb,51.3,1991
zmb,50.7,1992
zmb,50.6,1993
zmb,50.3,1994
zmb,50.4,1995
zmb,51.9,1996
zmb,52.6,1997
zmb,53.3,1998
zmb,52.9,1999
zmb,52.7,2000
zmb,52.9,2001
zmb,52.9,2002
zmb,53.0,2003
zmb,53.5,2004
zmb,53.6,2005
zmb,53.9,2006
zmb,53.5,2007
zwe,65.4,1991
zwe,64.9,1992
zwe,64.6,1993
zwe,65.4,1994
zwe,65.1,1995
zwe,64.9,1996
zwe,64.5,1997
zwe,63.0,1998
zwe,61.6,1999
zwe,61.5,2000
zwe,61.3,2001
zwe,60.8,2002
zwe,60.0,2003
zwe,59.7,2004
zwe,59.3,2005
zwe,58.8,2006
zwe,58.1,2007
