energy_use_per_person,geo,time
0.2221,yem,1996
0.2285,yem,1997
0.237,yem,1998
0.2598,yem,1999
0.2675,yem,2000
0.2882,yem,2001
0.2708,yem,2002
0.2915,yem,2003
0.3087,yem,2004
0.3191,yem,2005
0.3229,yem,2006
0.3253,yem,2007
0.3157,yem,2008
0.3156,yem,2009
0.2979,yem,2010
0.8184,zmb,1971
0.8442,zmb,1972
0.8646,zmb,1973
0.8716,zmb,1974
0.7964,zmb,1975
0.8577,zmb,1976
0.8155,zmb,1977
0.7944,zmb,1978
0.7729,zmb,1979
0.7789,zmb,1980
0.7651,zmb,1981
0.7587,zmb,1982
0.7478,zmb,1983
0.7342,zmb,1984
0.7261,zmb,1985
0.7169,zmb,1986
0.7117,zmb,1987
0.7295,zmb,1988
0.7098,zmb,1989
0.6869,zmb,1990
0.6898,zmb,1991
0.6848,zmb,1992
0.6702,zmb,1993
0.6591,zmb,1994
0.6534,zmb,1995
0.6307,zmb,1996
0.6399,zmb,1997
0.6286,zmb,1998
0.6128,zmb,1999
0.6121,zmb,2000
0.6154,zmb,2001
0.6203,zmb,2002
0.6243,zmb,2003
0.6259,zmb,2004
0.6292,zmb,2005
0.6295,zmb,2006
0.6137,zmb,2007
0.6173,zmb,2008
0.618,zmb,2009
0.6278,zmb,2010
1.01,zwe,1971
0.9942,zwe,1972
1.017,zwe,1973
0.996,zwe,1974
0.9589,zwe,1975
0.9799,zwe,1976
0.9216,zwe,1977
0.8866,zwe,1978
0.873,zwe,1979
0.8907,zwe,1980
0.8697,zwe,1981
0.8426,zwe,1982
0.8301,zwe,1983
0.8119,zwe,1984
0.8363,zwe,1985
0.8522,zwe,1986
0.8978,zwe,1987
0.8787,zwe,1988
0.8704,zwe,1989
0.8881,zwe,1990
0.9169,zwe,1991
0.9247,zwe,1992
0.8658,zwe,1993
0.8427,zwe,1994
0.8422,zwe,1995
0.8241,zwe,1996
0.8027,zwe,1997
0.8097,zwe,1998
0.8535,zwe,1999
0.7903,zwe,2000
0.7721,zwe,2001
0.7701,zwe,2002
0.7546,zwe,2003
0.7372,zwe,2004
0.7719,zwe,2005
0.7704,zwe,2006
0.7789,zwe,2007
0.7448,zwe,2008
0.7546,zwe,2009
0.764,zwe,2010
