geo,urban_population_percent_of_total,time
gnb,41.02,2007
gnb,41.75,2008
gnb,42.48,2009
gnb,43.22,2010
gnb,43.9,2011
guy,29.0,1960
guy,29.05,1961
guy,29.09,1962
guy,29.13,1963
guy,29.17,1964
guy,29.21,1965
guy,29.25,1966
guy,29.3,1967
guy,29.34,1968
guy,29.38,1969
guy,29.43,1970
guy,29.53,1971
guy,29.64,1972
guy,29.75,1973
guy,29.86,1974
guy,29.97,1975
guy,30.07,1976
guy,30.18,1977
guy,30.28,1978
guy,30.38,1979
guy,30.49,1980
guy,30.4,1981
guy,30.31,1982
guy,30.21,1983
guy,30.12,1984
guy,30.03,1985
guy,29.94,1986
guy,29.85,1987
guy,29.76,1988
guy,29.67,1989
guy,29.58,1990
guy,29.49,1991
guy,29.4,1992
guy,29.32,1993
guy,29.23,1994
guy,29.14,1995
guy,29.05,1996
guy,28.96,1997
guy,28.87,1998
guy,28.78,1999
guy,28.69,2000
guy,28.62,2001
guy,28.54,2002
guy,28.46,2003
guy,28.39,2004
guy,28.31,2005
guy,28.31,2006
guy,28.31,2007
guy,28.31,2008
guy,28.31,2009
guy,28.31,2010
guy,28.4,2011
hti,15.6,1960
hti,15.99,1961
hti,16.39,1962
hti,16.79,1963
hti,17.18,1964
hti,17.58,1965
hti,18.02,1966
hti,18.45,1967
hti,18.89,1968
hti,19.33,1969
hti,19.76,1970
hti,19.89,1971
hti,20.02,1972
hti,20.15,1973
hti,20.28,1974
hti,20.4,1975
hti,20.43,1976
hti,20.46,1977
hti,20.49,1978
hti,20.51,1979
hti,20.54,1980
hti,21.09,1981
hti,21.63,1982
hti,22.17,1983
hti,22.72,1984
hti,23.26,1985
hti,24.31,1986
hti,25.36,1987
hti,26.41,1988
hti,27.46,1989
hti,28.51,1990
hti,29.33,1991
hti,30.14,1992
hti,30.96,1993
hti,31.77,1994
hti,32.59,1995
hti,33.19,1996
hti,33.79,1997
hti,34.4,1998
hti,35.0,1999
hti,35.6,2000
hti,37.3,2001
hti,38.99,2002
hti,40.69,2003
hti,42.39,2004
hti,44.08,2005
hti,45.66,2006
hti,47.25,2007
hti,48.83,2008
hti,50.41,2009
hti,51.99,2010
hti,53.31,2011
hnd,22.7,1960
hnd,23.34,1961
hnd,23.93,1962
hnd,24.52,1963
hnd,25.11,1964
hnd,25.7,1965
hnd,26.34,1966
hnd,26.98,1967
hnd,27.62,1968
hnd,28.26,1969
hnd,28.9,1970
hnd,29.54,1971
hnd,30.19,1972
hnd,30.83,1973
hnd,31.47,1974
hnd,32.11,1975
hnd,32.66,1976
hnd,33.21,1977
hnd,33.77,1978
hnd,34.32,1979
hnd,34.87,1980
hnd,35.44,1981
hnd,36.02,1982
hnd,36.59,1983
hnd,37.16,1984
hnd,37.73,1985
hnd,38.28,1986
hnd,38.83,1987
hnd,39.37,1988
hnd,39.91,1989
hnd,40.46,1990
hnd,40.96,1991
hnd,41.45,1992
hnd,41.95,1993
hnd,42.44,1994
hnd,42.94,1995
hnd,43.44,1996
hnd,43.95,1997
hnd,44.45,1998
hnd,44.95,1999
hnd,45.46,2000
hnd,46.1,2001
hnd,46.73,2002
hnd,47.37,2003
hnd,48.01,2004
hnd,48.65,2005
hnd,49.23,2006
hnd,49.82,2007
hnd,50.41,2008
hnd,50.99,2009
hnd,51.58,2010
hnd,52.15,2011
hkg,85.2,1960
hkg,85.44,1961
hkg,85.69,1962
hkg,85.93,1963
hkg,86.18,1964
hkg,86.42,1965
hkg,86.68,1966
hkg,86.94,1967
hkg,87.21,1968
hkg,87.47,1969
hkg,87.73,1970
hkg,88.12,1971
hkg,88.52,1972
hkg,88.91,1973
hkg,89.3,1974
hkg,89.69,1975
hkg,90.05,1976
hkg,90.41,1977
hkg,90.76,1978
hkg,91.12,1979
hkg,91.48,1980
hkg,91.77,1981
hkg,92.05,1982
hkg,92.34,1983
hkg,92.63,1984
hkg,92.92,1985
hkg,94.24,1986
hkg,95.56,1987
hkg,96.88,1988
hkg,98.2,1989
hkg,99.52,1990
hkg,99.61,1991
hkg,99.71,1992
hkg,99.81,1993
hkg,99.9,1994
hkg,100.0,1995
hkg,100.0,1996
hkg,100.0,1997
hkg,100.0,1998
hkg,100.0,1999
hkg,100.0,2000
hkg,100.0,2001
hkg,100.0,2002
hkg,100.0,2003
hkg,100.0,2004
hkg,100.0,2005
hkg,100.0,2006
hkg,100.0,2007
hkg,100.0,2008
hkg,100.0,2009
hkg,100.0,2010
hkg,100.0,2011
hun,55.9,1960
hun,56.33,1961
hun,56.76,1962
hun,57.18,1963
hun,57.6,1964
hun,58.02,1965
hun,58.44,1966
hun,58.86,1967
hun,59.28,1968
hun,59.69,1969
hun,60.11,1970
hun,60.54,1971
hun,60.96,1972
hun,61.38,1973
hun,61.81,1974
hun,62.23,1975
hun,62.62,1976
hun,63.02,1977
hun,63.41,1978
hun,63.8,1979
hun,64.19,1980
hun,64.37,1981
hun,64.55,1982
hun,64.73,1983
hun,64.91,1984
hun,65.09,1985
hun,65.24,1986
hun,65.39,1987
hun,65.54,1988
hun,65.69,1989
hun,65.84,1990
hun,65.71,1991
hun,65.59,1992
hun,65.46,1993
hun,65.33,1994
hun,65.21,1995
hun,65.08,1996
hun,64.96,1997
hun,64.83,1998
hun,64.7,1999
hun,64.58,2000
hun,64.93,2001
hun,65.29,2002
hun,65.65,2003
hun,66.01,2004
hun,66.36,2005
hun,66.89,2006
hun,67.41,2007
hun,67.92,2008
hun,68.44,2009
hun,68.97,2010
hun,69.44,2011
isl,80.3,1960
isl,80.78,1961
isl,81.27,1962
isl,81.75,1963
isl,82.24,1964
isl,82.72,1965
isl,83.16,1966
isl,83.59,1967
isl,84.03,1968
isl,84.46,1969
isl,84.9,1970
isl,85.25,1971
isl,85.61,1972
isl,85.96,1973
isl,86.32,1974
isl,86.67,1975
isl,86.99,1976
isl,87.31,1977
isl,87.62,1978
isl,87.94,1979
isl,88.26,1980
isl,88.52,1981
isl,88.78,1982
isl,89.05,1983
isl,89.31,1984
isl,89.57,1985
isl,89.81,1986
isl,90.04,1987
isl,90.28,1988
isl,90.51,1989
isl,90.75,1990
isl,90.93,1991
isl,91.1,1992
isl,91.28,1993
isl,91.45,1994
isl,91.63,1995
isl,91.78,1996
isl,91.94,1997
isl,92.09,1998
isl,92.25,1999
isl,92.4,2000
isl,92.53,2001
isl,92.66,2002
isl,92.78,2003
isl,92.91,2004
isl,93.04,2005
isl,93.15,2006
isl,93.27,2007
isl,93.39,2008
isl,93.51,2009
isl,93.62,2010
isl,93.73,2011
ind,17.9,1960
ind,18.1,1961
ind,18.27,1962
ind,18.44,1963
ind,18.61,1964
ind,18.79,1965
ind,18.98,1966
ind,19.18,1967
ind,19.37,1968
ind,19.57,1969
ind,19.76,1970
ind,20.07,1971
ind,20.39,1972
ind,20.7,1973
ind,21.02,1974
ind,21.33,1975
ind,21.69,1976
ind,22.04,1977
ind,22.39,1978
ind,22.74,1979
ind,23.1,1980
ind,23.35,1981
ind,23.6,1982
ind,23.85,1983
ind,24.1,1984
ind,24.35,1985
ind,24.59,1986
ind,24.83,1987
ind,25.07,1988
ind,25.31,1989
ind,25.55,1990
ind,25.76,1991
ind,25.97,1992
ind,26.18,1993
ind,26.39,1994
ind,26.61,1995
ind,26.82,1996
ind,27.03,1997
ind,27.24,1998
ind,27.45,1999
ind,27.67,2000
ind,27.98,2001
ind,28.29,2002
ind,28.61,2003
ind,28.92,2004
ind,29.23,2005
ind,29.57,2006
ind,29.91,2007
ind,30.25,2008
ind,30.59,2009
ind,30.93,2010
ind,31.3,2011
idn,14.6,1960
idn,14.83,1961
idn,15.07,1962
idn,15.31,1963
idn,15.55,1964
idn,15.79,1965
idn,16.05,1966
idn,16.3,1967
idn,16.56,1968
idn,16.81,1969
idn,17.07,1970
idn,17.52,1971
idn,17.97,1972
idn,18.42,1973
idn,18.87,1974
idn,19.32,1975
idn,19.87,1976
idn,20.43,1977
idn,20.99,1978
idn,21.55,1979
idn,22.1,1980
idn,22.9,1981
idn,23.7,1982
idn,24.5,1983
idn,25.29,1984
idn,26.09,1985
idn,26.99,1986
idn,27.89,1987
idn,28.79,1988
idn,29.68,1989
idn,30.58,1990
idn,31.58,1991
idn,32.57,1992
idn,33.57,1993
idn,34.56,1994
idn,35.55,1995
idn,36.84,1996
idn,38.13,1997
idn,39.42,1998
idn,40.71,1999
idn,42.0,2000
idn,42.79,2001
idn,43.58,2002
idn,44.36,2003
idn,45.15,2004
idn,45.94,2005
idn,46.73,2006
idn,47.53,2007
idn,48.33,2008
idn,49.13,2009
idn,49.92,2010
idn,50.69,2011
irn,33.7,1960
irn,34.4,1961
irn,35.07,1962
irn,35.73,1963
irn,36.4,1964
irn,37.07,1965
irn,37.9,1966
irn,38.73,1967
irn,39.55,1968
irn,40.38,1969
irn,41.21,1970
irn,42.12,1971
irn,43.03,1972
irn,43.93,1973
irn,44.84,1974
irn,45.75,1975
irn,46.54,1976
irn,47.33,1977
irn,48.11,1978
irn,48.9,1979
irn,49.69,1980
irn,50.43,1981
irn,51.17,1982
irn,51.91,1983
irn,52.65,1984
irn,53.4,1985
irn,53.98,1986
irn,54.57,1987
irn,55.16,1988
irn,55.74,1989
irn,56.33,1990
irn,57.11,1991
irn,57.89,1992
irn,58.67,1993
irn,59.45,1994
irn,60.24,1995
irn,61.0,1996
irn,61.76,1997
irn,62.52,1998
irn,63.28,1999
irn,64.04,2000
irn,64.75,2001
irn,65.45,2002
irn,66.15,2003
irn,66.85,2004
irn,67.56,2005
irn,67.83,2006
irn,68.11,2007
irn,68.39,2008
irn,68.66,2009
irn,68.94,2010
irn,69.08,2011
irq,42.9,1960
irq,44.45,1961
irq,46.0,1962
irq,47.55,1963
irq,49.1,1964
irq,50.65,1965
irq,51.75,1966
irq,52.85,1967
irq,53.95,1968
irq,55.05,1969
irq,56.15,1970
irq,57.2,1971
irq,58.24,1972
irq,59.29,1973
irq,60.33,1974
irq,61.38,1975
irq,62.21,1976
irq,63.04,1977
irq,63.86,1978
irq,64.69,1979
irq,65.52,1980
irq,66.17,1981
irq,66.82,1982
irq,67.47,1983
irq,68.12,1984
irq,68.77,1985
irq,68.95,1986
irq,69.14,1987
irq,69.33,1988
irq,69.52,1989
irq,69.71,1990
irq,69.52,1991
irq,69.34,1992
irq,69.15,1993
irq,68.97,1994
irq,68.78,1995
irq,68.59,1996
irq,68.4,1997
irq,68.21,1998
irq,68.02,1999
irq,67.83,2000
irq,67.67,2001
irq,67.51,2002
irq,67.36,2003
irq,67.2,2004
irq,67.04,2005
irq,66.94,2006
irq,66.84,2007
irq,66.74,2008
irq,66.64,2009
irq,66.54,2010
irq,66.5,2011
irl,45.8,1960
irl,46.4,1961
irl,46.98,1962
irl,47.55,1963
irl,48.13,1964
irl,48.71,1965
irl,49.31,1966
irl,49.91,1967
irl,50.52,1968
irl,51.12,1969
irl,51.72,1970
irl,52.1,1971
irl,52.49,1972
irl,52.87,1973
irl,53.25,1974
irl,53.63,1975
irl,53.97,1976
irl,54.31,1977
irl,54.65,1978
irl,54.99,1979
irl,55.33,1980
irl,55.52,1981
irl,55.71,1982
irl,55.9,1983
irl,56.09,1984
irl,56.27,1985
irl,56.4,1986
irl,56.53,1987
irl,56.65,1988
irl,56.78,1989
irl,56.91,1990
irl,57.11,1991
irl,57.31,1992
irl,57.51,1993
irl,57.72,1994
irl,57.92,1995
irl,58.17,1996
irl,58.41,1997
irl,58.66,1998
irl,58.9,1999
irl,59.15,2000
irl,59.41,2001
irl,59.68,2002
irl,59.94,2003
irl,60.21,2004
irl,60.48,2005
irl,60.76,2006
irl,61.05,2007
irl,61.33,2008
irl,61.61,2009
irl,61.9,2010
irl,62.2,2011
gbm,55.1,1960
gbm,55.36,1961
gbm,55.6,1962
gbm,55.83,1963
gbm,56.07,1964
gbm,56.3,1965
gbm,56.21,1966
gbm,56.12,1967
gbm,56.02,1968
gbm,55.93,1969
gbm,55.83,1970
gbm,55.15,1971
gbm,54.46,1972
gbm,53.77,1973
gbm,53.09,1974
gbm,52.4,1975
gbm,52.28,1976
gbm,52.16,1977
gbm,52.03,1978
gbm,51.91,1979
gbm,51.78,1980
gbm,51.78,1981
gbm,51.78,1982
gbm,51.77,1983
gbm,51.77,1984
gbm,51.77,1985
gbm,51.76,1986
gbm,51.76,1987
gbm,51.75,1988
gbm,51.75,1989
gbm,51.75,1990
gbm,51.75,1991
gbm,51.76,1992
gbm,51.77,1993
gbm,51.78,1994
gbm,51.78,1995
gbm,51.79,1996
gbm,51.8,1997
gbm,51.81,1998
gbm,51.81,1999
gbm,51.82,2000
gbm,51.7,2001
gbm,51.57,2002
gbm,51.45,2003
gbm,51.32,2004
gbm,51.19,2005
gbm,51.07,2006
gbm,50.95,2007
gbm,50.83,2008
gbm,50.71,2009
gbm,50.59,2010
gbm,50.55,2011
isr,76.8,1960
isr,77.67,1961
isr,78.48,1962
isr,79.3,1963
isr,80.12,1964
isr,80.94,1965
isr,81.59,1966
isr,82.24,1967
isr,82.89,1968
isr,83.54,1969
isr,84.19,1970
isr,84.68,1971
isr,85.17,1972
isr,85.66,1973
isr,86.15,1974
isr,86.64,1975
isr,87.03,1976
isr,87.42,1977
isr,87.81,1978
isr,88.19,1979
isr,88.58,1980
isr,88.83,1981
isr,89.08,1982
isr,89.33,1983
isr,89.58,1984
isr,89.83,1985
isr,89.93,1986
isr,90.04,1987
isr,90.15,1988
isr,90.25,1989
isr,90.36,1990
isr,90.46,1991
isr,90.56,1992
isr,90.66,1993
isr,90.76,1994
isr,90.87,1995
isr,90.93,1996
isr,91.0,1997
isr,91.07,1998
isr,91.14,1999
isr,91.2,2000
isr,91.27,2001
isr,91.33,2002
isr,91.39,2003
isr,91.45,2004
isr,91.52,2005
isr,91.58,2006
isr,91.64,2007
isr,91.7,2008
isr,91.76,2009
isr,91.82,2010
isr,91.88,2011
ita,59.4,1960
ita,59.86,1961
ita,60.35,1962
ita,60.85,1963
ita,61.35,1964
ita,61.84,1965
ita,62.33,1966
ita,62.81,1967
ita,63.3,1968
ita,63.79,1969
ita,64.27,1970
ita,64.55,1971
ita,64.82,1972
ita,65.09,1973
ita,65.37,1974
ita,65.64,1975
ita,65.84,1976
ita,66.04,1977
ita,66.24,1978
ita,66.44,1979
ita,66.64,1980
ita,66.68,1981
ita,66.71,1982
ita,66.75,1983
ita,66.79,1984
ita,66.83,1985
ita,66.81,1986
ita,66.79,1987
ita,66.77,1988
ita,66.75,1989
ita,66.73,1990
ita,66.77,1991
ita,66.8,1992
ita,66.84,1993
ita,66.88,1994
ita,66.92,1995
ita,66.98,1996
ita,67.04,1997
ita,67.1,1998
ita,67.16,1999
ita,67.22,2000
ita,67.3,2001
ita,67.37,2002
ita,67.44,2003
ita,67.51,2004
ita,67.59,2005
ita,67.71,2006
ita,67.84,2007
ita,67.97,2008
ita,68.09,2009
ita,68.22,2010
ita,68.4,2011
jam,33.8,1960
jam,34.52,1961
jam,35.26,1962
jam,36.01,1963
jam,36.75,1964
jam,37.5,1965
jam,38.26,1966
jam,39.03,1967
jam,39.79,1968
jam,40.56,1969
jam,41.32,1970
jam,41.86,1971
jam,42.4,1972
jam,42.94,1973
jam,43.48,1974
jam,44.01,1975
jam,44.56,1976
jam,45.1,1977
jam,45.65,1978
jam,46.19,1979
jam,46.74,1980
jam,47.08,1981
jam,47.41,1982
jam,47.75,1983
jam,48.09,1984
jam,48.42,1985
jam,48.63,1986
jam,48.83,1987
jam,49.04,1988
jam,49.24,1989
jam,49.44,1990
jam,49.68,1991
jam,49.91,1992
jam,50.15,1993
jam,50.38,1994
jam,50.62,1995
jam,50.85,1996
jam,51.09,1997
jam,51.33,1998
jam,51.57,1999
jam,51.81,2000
jam,51.86,2001
jam,51.9,2002
jam,51.94,2003
jam,51.98,2004
jam,52.03,2005
jam,52.02,2006
jam,52.01,2007
jam,52.01,2008
jam,52.0,2009
jam,51.99,2010
jam,52.07,2011
jpn,43.1,1960
jpn,64.19,1961
jpn,65.11,1962
jpn,66.03,1963
jpn,66.95,1964
jpn,67.87,1965
jpn,68.67,1966
jpn,69.47,1967
jpn,70.27,1968
jpn,71.07,1969
jpn,71.88,1970
jpn,72.64,1971
jpn,73.41,1972
jpn,74.18,1973
jpn,74.95,1974
jpn,75.72,1975
jpn,75.81,1976
jpn,75.9,1977
jpn,75.99,1978
jpn,76.08,1979
jpn,76.17,1980
jpn,76.28,1981
jpn,76.39,1982
jpn,76.5,1983
jpn,76.6,1984
jpn,76.71,1985
jpn,76.84,1986
jpn,76.96,1987
jpn,77.09,1988
jpn,77.21,1989
jpn,77.34,1990
jpn,77.47,1991
jpn,77.61,1992
jpn,77.75,1993
jpn,77.88,1994
jpn,78.02,1995
jpn,78.14,1996
jpn,78.27,1997
jpn,78.4,1998
jpn,78.52,1999
jpn,78.65,2000
jpn,80.11,2001
jpn,81.58,2002
jpn,83.05,2003
jpn,84.51,2004
jpn,85.98,2005
jpn,86.89,2006
jpn,87.8,2007
jpn,88.72,2008
jpn,89.63,2009
jpn,90.54,2010
jpn,91.14,2011
jor,50.9,1960
jor,51.56,1961
jor,52.23,1962
jor,52.91,1963
jor,53.59,1964
jor,54.26,1965
jor,54.6,1966
jor,54.95,1967
jor,55.29,1968
jor,55.63,1969
jor,55.97,1970
jor,56.31,1971
jor,56.64,1972
jor,56.98,1973
jor,57.31,1974
jor,57.65,1975
jor,58.11,1976
jor,58.57,1977
jor,59.02,1978
jor,59.48,1979
jor,59.94,1980
jor,61.2,1981
jor,62.47,1982
jor,63.73,1983
jor,65.0,1984
jor,66.26,1985
jor,67.45,1986
jor,68.65,1987
jor,69.84,1988
jor,71.03,1989
jor,72.23,1990
jor,73.46,1991
jor,74.68,1992
jor,75.91,1993
jor,77.14,1994
jor,78.36,1995
jor,78.65,1996
jor,78.94,1997
jor,79.23,1998
jor,79.52,1999
jor,79.81,2000
jor,80.08,2001
jor,80.36,2002
jor,80.63,2003
jor,80.9,2004
jor,81.18,2005
jor,81.44,2006
jor,81.7,2007
jor,81.95,2008
jor,82.21,2009
jor,82.47,2010
jor,82.71,2011
kaz,44.2,1960
kaz,44.77,1961
kaz,45.34,1962
kaz,45.91,1963
kaz,46.48,1964
kaz,47.05,1965
kaz,47.68,1966
kaz,48.32,1967
kaz,48.96,1968
kaz,49.6,1969
kaz,50.24,1970
kaz,50.7,1971
kaz,51.17,1972
kaz,51.63,1973
kaz,52.1,1974
kaz,52.56,1975
kaz,52.88,1976
kaz,53.2,1977
kaz,53.51,1978
kaz,53.83,1979
kaz,54.14,1980
kaz,54.52,1981
kaz,54.89,1982
kaz,55.26,1983
kaz,55.64,1984
kaz,56.01,1985
kaz,56.06,1986
kaz,56.11,1987
kaz,56.16,1988
kaz,56.21,1989
kaz,56.27,1990
kaz,56.2,1991
kaz,56.13,1992
kaz,56.06,1993
kaz,55.99,1994
kaz,55.92,1995
kaz,55.88,1996
kaz,55.84,1997
kaz,55.81,1998
kaz,55.77,1999
kaz,55.73,2000
kaz,55.53,2001
kaz,55.33,2002
kaz,55.12,2003
kaz,54.92,2004
kaz,54.72,2005
kaz,54.52,2006
kaz,54.32,2007
kaz,54.13,2008
kaz,53.93,2009
kaz,53.73,2010
kaz,53.64,2011
ken,7.4,1960
ken,7.611,1961
ken,7.859,1962
ken,8.108,1963
ken,8.356,1964
ken,8.605,1965
ken,8.943,1966
ken,9.281,1967
ken,9.619,1968
ken,9.957,1969
ken,10.29,1970
ken,10.82,1971
ken,11.34,1972
ken,11.87,1973
ken,12.39,1974
ken,12.91,1975
ken,13.45,1976
ken,13.98,1977
ken,14.52,1978
ken,15.05,1979
ken,15.58,1980
ken,15.68,1981
ken,15.78,1982
ken,15.88,1983
ken,15.98,1984
ken,16.08,1985
ken,16.21,1986
ken,16.35,1987
ken,16.48,1988
ken,16.61,1989
ken,16.75,1990
ken,17.05,1991
ken,17.35,1992
ken,17.66,1993
ken,17.96,1994
ken,18.26,1995
ken,18.59,1996
ken,18.91,1997
ken,19.24,1998
ken,19.57,1999
ken,19.89,2000
ken,20.25,2001
ken,20.61,2002
ken,20.96,2003
ken,21.32,2004
ken,21.68,2005
ken,22.05,2006
ken,22.43,2007
ken,22.81,2008
ken,23.19,2009
ken,23.57,2010
ken,23.98,2011
kir,16.3,1960
kir,16.96,1961
kir,17.62,1962
kir,18.29,1963
kir,18.96,1964
kir,19.62,1965
kir,20.52,1966
kir,21.41,1967
kir,22.3,1968
kir,23.2,1969
kir,24.09,1970
kir,25.19,1971
kir,26.3,1972
kir,27.4,1973
kir,28.5,1974
kir,29.61,1975
kir,30.14,1976
kir,30.68,1977
kir,31.21,1978
kir,31.75,1979
kir,32.28,1980
kir,32.54,1981
kir,32.79,1982
kir,33.04,1983
kir,33.29,1984
kir,33.54,1985
kir,33.83,1986
kir,34.12,1987
kir,34.41,1988
kir,34.7,1989
kir,34.99,1990
kir,35.27,1991
kir,35.56,1992
kir,35.84,1993
kir,36.12,1994
kir,36.41,1995
kir,37.72,1996
kir,39.03,1997
kir,40.34,1998
kir,41.65,1999
kir,42.96,2000
kir,43.08,2001
kir,43.2,2002
kir,43.31,2003
kir,43.43,2004
kir,43.55,2005
kir,43.6,2006
kir,43.65,2007
kir,43.7,2008
kir,43.76,2009
kir,43.81,2010
kir,43.94,2011
prk,40.2,1960
prk,41.17,1961
prk,42.15,1962
prk,43.13,1963
prk,44.11,1964
prk,45.09,1965
prk,46.91,1966
prk,48.73,1967
prk,50.56,1968
prk,52.38,1969
prk,54.2,1970
prk,54.7,1971
prk,55.2,1972
prk,55.7,1973
prk,56.2,1974
prk,56.7,1975
prk,56.74,1976
prk,56.78,1977
prk,56.82,1978
prk,56.86,1979
prk,56.9,1980
prk,57.05,1981
prk,57.2,1982
prk,57.35,1983
prk,57.5,1984
prk,57.64,1985
prk,57.79,1986
prk,57.94,1987
prk,58.09,1988
prk,58.24,1989
prk,58.38,1990
prk,58.51,1991
prk,58.64,1992
prk,58.76,1993
prk,58.89,1994
prk,59.02,1995
prk,59.1,1996
prk,59.18,1997
prk,59.25,1998
prk,59.33,1999
prk,59.41,2000
prk,59.49,2001
prk,59.57,2002
prk,59.65,2003
prk,59.73,2004
prk,59.8,2005
prk,59.89,2006
prk,59.97,2007
prk,60.05,2008
prk,60.13,2009
prk,60.21,2010
prk,60.34,2011
kor,27.7,1960
kor,28.64,1961
kor,29.57,1962
kor,30.49,1963
kor,31.42,1964
kor,32.35,1965
kor,34.02,1966
kor,35.69,1967
kor,37.36,1968
kor,39.03,1969
kor,40.7,1970
kor,42.17,1971
kor,43.64,1972
kor,45.1,1973
kor,46.57,1974
kor,48.03,1975
kor,49.77,1976
kor,51.51,1977
kor,53.25,1978
kor,54.98,1979
kor,56.72,1980
kor,58.35,1981
kor,59.98,1982
kor,61.61,1983
kor,63.24,1984
kor,64.88,1985
kor,66.67,1986
kor,68.46,1987
kor,70.26,1988
kor,72.05,1989
kor,73.84,1990
kor,74.72,1991
kor,75.6,1992
kor,76.48,1993
kor,77.36,1994
kor,78.24,1995
kor,78.52,1996
kor,78.79,1997
kor,79.07,1998
kor,79.34,1999
kor,79.62,2000
kor,79.97,2001
kor,80.31,2002
kor,80.66,2003
kor,81.0,2004
kor,81.34,2005
kor,81.66,2006
kor,81.98,2007
kor,82.3,2008
kor,82.62,2009
kor,82.93,2010
kor,83.2,2011
kwt,74.9,1960
kwt,75.77,1961
kwt,76.64,1962
kwt,77.52,1963
kwt,78.4,1964
kwt,79.27,1965
kwt,80.55,1966
kwt,81.83,1967
kwt,83.11,1968
kwt,84.38,1969
kwt,85.66,1970
kwt,86.41,1971
kwt,87.15,1972
kwt,87.89,1973
kwt,88.64,1974
kwt,89.38,1975
kwt,90.46,1976
kwt,91.54,1977
kwt,92.62,1978
kwt,93.7,1979
kwt,94.78,1980
kwt,95.41,1981
kwt,96.03,1982
kwt,96.65,1983
kwt,97.28,1984
kwt,97.9,1985
kwt,97.92,1986
kwt,97.93,1987
kwt,97.95,1988
kwt,97.96,1989
kwt,97.97,1990
kwt,97.99,1991
kwt,98.0,1992
kwt,98.02,1993
kwt,98.03,1994
kwt,98.04,1995
kwt,98.06,1996
kwt,98.07,1997
kwt,98.08,1998
kwt,98.1,1999
kwt,98.11,2000
kwt,98.12,2001
kwt,98.14,2002
kwt,98.15,2003
kwt,98.16,2004
kwt,98.18,2005
kwt,98.19,2006
kwt,98.2,2007
kwt,98.22,2008
kwt,98.23,2009
kwt,98.24,2010
kwt,98.25,2011
kgz,34.2,1960
kgz,34.52,1961
kgz,34.85,1962
kgz,35.18,1963
kgz,35.52,1964
kgz,35.85,1965
kgz,36.17,1966
kgz,36.5,1967
kgz,36.82,1968
kgz,37.14,1969
kgz,37.47,1970
kgz,37.61,1971
kgz,37.75,1972
kgz,37.9,1973
kgz,38.04,1974
kgz,38.19,1975
kgz,38.27,1976
kgz,38.36,1977
kgz,38.45,1978
kgz,38.54,1979
kgz,38.63,1980
kgz,38.58,1981
kgz,38.53,1982
kgz,38.48,1983
kgz,38.43,1984
kgz,38.38,1985
kgz,38.26,1986
kgz,38.14,1987
kgz,38.02,1988
kgz,37.9,1989
kgz,37.78,1990
kgz,37.49,1991
kgz,37.21,1992
kgz,36.92,1993
kgz,36.63,1994
kgz,36.35,1995
kgz,36.14,1996
kgz,35.93,1997
kgz,35.72,1998
kgz,35.51,1999
kgz,35.3,2000
kgz,35.3,2001
kgz,35.29,2002
kgz,35.29,2003
kgz,35.29,2004
kgz,35.29,2005
kgz,35.29,2006
kgz,35.3,2007
kgz,35.3,2008
kgz,35.3,2009
kgz,35.3,2010
kgz,35.39,2011
lao,7.9,1960
lao,8.021,1961
lao,8.097,1962
lao,8.172,1963
lao,8.248,1964
lao,8.323,1965
lao,8.583,1966
lao,8.844,1967
lao,9.104,1968
lao,9.365,1969
lao,9.625,1970
lao,9.916,1971
lao,10.21,1972
lao,10.5,1973
lao,10.79,1974
lao,11.08,1975
lao,11.34,1976
lao,11.6,1977
lao,11.86,1978
lao,12.12,1979
lao,12.38,1980
lao,12.66,1981
lao,12.95,1982
lao,13.23,1983
lao,13.52,1984
lao,13.8,1985
lao,14.13,1986
lao,14.46,1987
lao,14.78,1988
lao,15.11,1989
lao,15.44,1990
lao,15.83,1991
lao,16.21,1992
lao,16.6,1993
lao,16.99,1994
lao,17.38,1995
lao,18.3,1996
lao,19.22,1997
lao,20.14,1998
lao,21.06,1999
lao,21.98,2000
lao,23.06,2001
lao,24.14,2002
lao,25.22,2003
lao,26.3,2004
lao,27.39,2005
lao,28.53,2006
lao,29.68,2007
lao,30.83,2008
lao,31.97,2009
lao,33.12,2010
lao,34.22,2011
lva,52.9,1960
lva,53.66,1961
lva,54.45,1962
lva,55.25,1963
lva,56.04,1964
lva,56.83,1965
lva,57.61,1966
lva,58.38,1967
lva,59.16,1968
lva,59.94,1969
lva,60.71,1970
lva,61.4,1971
lva,62.09,1972
lva,62.78,1973
lva,63.47,1974
lva,64.16,1975
lva,64.74,1976
lva,65.33,1977
lva,65.92,1978
lva,66.51,1979
lva,67.09,1980
lva,67.39,1981
lva,67.68,1982
lva,67.97,1983
lva,68.27,1984
lva,68.56,1985
lva,68.7,1986
lva,68.84,1987
lva,68.97,1988
lva,69.11,1989
lva,69.25,1990
lva,69.15,1991
lva,69.05,1992
lva,68.95,1993
lva,68.85,1994
lva,68.75,1995
lva,68.61,1996
lva,68.48,1997
lva,68.34,1998
lva,68.2,1999
lva,68.07,2000
lva,68.05,2001
lva,68.04,2002
lva,68.03,2003
lva,68.01,2004
lva,68.0,2005
lva,67.94,2006
lva,67.89,2007
lva,67.83,2008
lva,67.77,2009
lva,67.72,2010
lva,67.71,2011
lbn,42.3,1960
lbn,44.06,1961
lbn,45.78,1962
lbn,47.5,1963
