geo,urban_population_percent_of_total,time
dji,75.04,1987
dji,75.24,1988
dji,75.45,1989
dji,75.65,1990
dji,75.78,1991
dji,75.91,1992
dji,76.04,1993
dji,76.17,1994
dji,76.3,1995
dji,76.35,1996
dji,76.39,1997
dji,76.44,1998
dji,76.49,1999
dji,76.53,2000
dji,76.58,2001
dji,76.62,2002
dji,76.67,2003
dji,76.72,2004
dji,76.76,2005
dji,76.81,2006
dji,76.86,2007
dji,76.9,2008
dji,76.95,2009
dji,77.0,2010
dji,77.08,2011
dma,27.3,1960
dma,29.15,1961
dma,31.01,1962
dma,32.87,1963
dma,34.72,1964
dma,36.58,1965
dma,38.64,1966
dma,40.71,1967
dma,42.77,1968
dma,44.83,1969
dma,46.89,1970
dma,48.57,1971
dma,50.25,1972
dma,51.93,1973
dma,53.62,1974
dma,55.3,1975
dma,56.92,1976
dma,58.54,1977
dma,60.16,1978
dma,61.79,1979
dma,63.41,1980
dma,63.94,1981
dma,64.47,1982
dma,64.99,1983
dma,65.52,1984
dma,66.05,1985
dma,66.38,1986
dma,66.71,1987
dma,67.05,1988
dma,67.38,1989
dma,67.72,1990
dma,67.7,1991
dma,67.68,1992
dma,67.66,1993
dma,67.65,1994
dma,67.63,1995
dma,67.54,1996
dma,67.45,1997
dma,67.36,1998
dma,67.27,1999
dma,67.18,2000
dma,67.12,2001
dma,67.07,2002
dma,67.01,2003
dma,66.96,2004
dma,66.9,2005
dma,66.93,2006
dma,66.96,2007
dma,67.0,2008
dma,67.03,2009
dma,67.06,2010
dma,67.18,2011
dom,30.2,1960
dom,31.19,1961
dom,32.15,1962
dom,33.12,1963
dom,34.08,1964
dom,35.04,1965
dom,36.07,1966
dom,37.11,1967
dom,38.14,1968
dom,39.17,1969
dom,40.21,1970
dom,41.31,1971
dom,42.4,1972
dom,43.5,1973
dom,44.59,1974
dom,45.69,1975
dom,46.81,1976
dom,47.93,1977
dom,49.05,1978
dom,50.16,1979
dom,51.28,1980
dom,51.8,1981
dom,52.32,1982
dom,52.83,1983
dom,53.35,1984
dom,53.87,1985
dom,54.14,1986
dom,54.41,1987
dom,54.68,1988
dom,54.95,1989
dom,55.23,1990
dom,55.7,1991
dom,56.17,1992
dom,56.65,1993
dom,57.12,1994
dom,57.6,1995
dom,58.43,1996
dom,59.26,1997
dom,60.09,1998
dom,60.92,1999
dom,61.75,2000
dom,62.53,2001
dom,63.32,2002
dom,64.11,2003
dom,64.89,2004
dom,65.68,2005
dom,66.36,2006
dom,67.04,2007
dom,67.72,2008
dom,68.39,2009
dom,69.07,2010
dom,69.64,2011
ecu,33.9,1960
ecu,34.43,1961
ecu,34.98,1962
ecu,35.54,1963
ecu,36.09,1964
ecu,36.64,1965
ecu,37.17,1966
ecu,37.7,1967
ecu,38.22,1968
ecu,38.75,1969
ecu,39.28,1970
ecu,39.9,1971
ecu,40.51,1972
ecu,41.13,1973
ecu,41.75,1974
ecu,42.36,1975
ecu,43.28,1976
ecu,44.2,1977
ecu,45.12,1978
ecu,46.04,1979
ecu,46.96,1980
ecu,47.81,1981
ecu,48.66,1982
ecu,49.51,1983
ecu,50.36,1984
ecu,51.22,1985
ecu,51.99,1986
ecu,52.77,1987
ecu,53.54,1988
ecu,54.31,1989
ecu,55.09,1990
ecu,55.63,1991
ecu,56.16,1992
ecu,56.7,1993
ecu,57.23,1994
ecu,57.77,1995
ecu,58.27,1996
ecu,58.78,1997
ecu,59.29,1998
ecu,59.79,1999
ecu,60.3,2000
ecu,60.96,2001
ecu,61.62,2002
ecu,62.28,2003
ecu,62.95,2004
ecu,63.61,2005
ecu,64.26,2006
ecu,64.91,2007
ecu,65.56,2008
ecu,66.21,2009
ecu,66.86,2010
ecu,67.42,2011
egy,37.9,1960
egy,38.43,1961
egy,38.99,1962
egy,39.55,1963
egy,40.12,1964
egy,40.68,1965
egy,40.99,1966
egy,41.29,1967
egy,41.6,1968
egy,41.9,1969
egy,42.21,1970
egy,42.46,1971
egy,42.71,1972
egy,42.95,1973
egy,43.2,1974
egy,43.45,1975
egy,43.53,1976
egy,43.61,1977
egy,43.7,1978
egy,43.78,1979
egy,43.86,1980
egy,43.87,1981
egy,43.89,1982
egy,43.91,1983
egy,43.92,1984
egy,43.94,1985
egy,43.85,1986
egy,43.75,1987
egy,43.66,1988
egy,43.57,1989
egy,43.48,1990
egy,43.35,1991
egy,43.21,1992
egy,43.08,1993
egy,42.95,1994
egy,42.81,1995
egy,42.81,1996
egy,42.81,1997
egy,42.8,1998
egy,42.8,1999
egy,42.8,2000
egy,42.84,2001
egy,42.89,2002
egy,42.94,2003
egy,42.98,2004
egy,43.03,2005
egy,43.1,2006
egy,43.17,2007
egy,43.24,2008
egy,43.31,2009
egy,43.38,2010
egy,43.54,2011
slv,38.3,1960
slv,38.46,1961
slv,38.57,1962
slv,38.68,1963
slv,38.8,1964
slv,38.91,1965
slv,39.01,1966
slv,39.11,1967
slv,39.2,1968
slv,39.3,1969
slv,39.4,1970
slv,39.82,1971
slv,40.25,1972
slv,40.67,1973
slv,41.09,1974
slv,41.51,1975
slv,42.02,1976
slv,42.53,1977
slv,43.04,1978
slv,43.55,1979
slv,44.06,1980
slv,44.57,1981
slv,45.09,1982
slv,45.6,1983
slv,46.12,1984
slv,46.64,1985
slv,47.16,1986
slv,47.67,1987
slv,48.19,1988
slv,48.71,1989
slv,49.23,1990
slv,50.18,1991
slv,51.13,1992
slv,52.07,1993
slv,53.02,1994
slv,53.97,1995
slv,54.96,1996
slv,55.95,1997
slv,56.93,1998
slv,57.92,1999
slv,58.91,2000
slv,59.46,2001
slv,60.01,2002
slv,60.55,2003
slv,61.1,2004
slv,61.65,2005
slv,62.17,2006
slv,62.7,2007
slv,63.23,2008
slv,63.75,2009
slv,64.28,2010
slv,64.76,2011
gnq,25.5,1960
gnq,25.73,1961
gnq,25.92,1962
gnq,26.12,1963
gnq,26.31,1964
gnq,26.5,1965
gnq,26.59,1966
gnq,26.68,1967
gnq,26.77,1968
gnq,26.86,1969
gnq,26.95,1970
gnq,27.05,1971
gnq,27.14,1972
gnq,27.23,1973
gnq,27.32,1974
gnq,27.41,1975
gnq,27.5,1976
gnq,27.59,1977
gnq,27.69,1978
gnq,27.78,1979
gnq,27.87,1980
gnq,28.29,1981
gnq,28.7,1982
gnq,29.11,1983
gnq,29.53,1984
gnq,29.94,1985
gnq,30.9,1986
gnq,31.86,1987
gnq,32.82,1988
gnq,33.78,1989
gnq,34.74,1990
gnq,35.56,1991
gnq,36.38,1992
gnq,37.2,1993
gnq,38.02,1994
gnq,38.83,1995
gnq,38.83,1996
gnq,38.82,1997
gnq,38.82,1998
gnq,38.81,1999
gnq,38.81,2000
gnq,38.82,2001
gnq,38.83,2002
gnq,38.85,2003
gnq,38.86,2004
gnq,38.88,2005
gnq,38.97,2006
gnq,39.06,2007
gnq,39.15,2008
gnq,39.24,2009
gnq,39.34,2010
gnq,39.51,2011
eri,9.8,1960
eri,10.08,1961
eri,10.4,1962
eri,10.73,1963
eri,11.06,1964
eri,11.38,1965
eri,11.62,1966
eri,11.87,1967
eri,12.11,1968
eri,12.35,1969
eri,12.59,1970
eri,12.77,1971
eri,12.94,1972
eri,13.11,1973
eri,13.28,1974
eri,13.45,1975
eri,13.64,1976
eri,13.82,1977
eri,14.0,1978
eri,14.18,1979
eri,14.36,1980
eri,14.54,1981
eri,14.71,1982
eri,14.88,1983
eri,15.06,1984
eri,15.23,1985
eri,15.34,1986
eri,15.46,1987
eri,15.57,1988
eri,15.69,1989
eri,15.8,1990
eri,15.95,1991
eri,16.1,1992
eri,16.25,1993
eri,16.4,1994
eri,16.55,1995
eri,16.77,1996
eri,16.98,1997
eri,17.2,1998
eri,17.41,1999
eri,17.62,2000
eri,17.91,2001
eri,18.2,2002
eri,18.48,2003
eri,18.77,2004
eri,19.05,2005
eri,19.42,2006
eri,19.79,2007
eri,20.16,2008
eri,20.53,2009
eri,20.9,2010
eri,21.36,2011
est,57.5,1960
est,58.3,1961
est,59.06,1962
est,59.82,1963
est,60.59,1964
est,61.35,1965
est,62.07,1966
est,62.79,1967
est,63.51,1968
est,64.23,1969
est,64.95,1970
est,65.48,1971
est,66.0,1972
est,66.53,1973
est,67.06,1974
est,67.59,1975
est,68.01,1976
est,68.44,1977
est,68.86,1978
est,69.29,1979
est,69.71,1980
est,69.92,1981
est,70.13,1982
est,70.34,1983
est,70.56,1984
est,70.77,1985
est,70.84,1986
est,70.91,1987
est,70.98,1988
est,71.06,1989
est,71.13,1990
est,70.9,1991
est,70.67,1992
est,70.44,1993
est,70.21,1994
est,69.98,1995
est,69.86,1996
est,69.75,1997
est,69.63,1998
est,69.52,1999
est,69.4,2000
est,69.41,2001
est,69.41,2002
est,69.42,2003
est,69.42,2004
est,69.42,2005
est,69.43,2006
est,69.44,2007
est,69.45,2008
est,69.45,2009
est,69.46,2010
est,69.52,2011
eth,6.4,1960
eth,6.664,1961
eth,6.895,1962
eth,7.125,1963
eth,7.356,1964
eth,7.587,1965
eth,7.787,1966
eth,7.987,1967
eth,8.188,1968
eth,8.388,1969
eth,8.588,1970
eth,8.762,1971
eth,8.937,1972
eth,9.111,1973
eth,9.286,1974
eth,9.46,1975
eth,9.65,1976
eth,9.84,1977
eth,10.03,1978
eth,10.22,1979
eth,10.41,1980
eth,10.62,1981
eth,10.83,1982
eth,11.04,1983
eth,11.24,1984
eth,11.45,1985
eth,11.69,1986
eth,11.92,1987
eth,12.15,1988
eth,12.39,1989
eth,12.62,1990
eth,12.86,1991
eth,13.1,1992
eth,13.34,1993
eth,13.59,1994
eth,13.83,1995
eth,14.01,1996
eth,14.19,1997
eth,14.37,1998
eth,14.56,1999
eth,14.74,2000
eth,14.93,2001
eth,15.12,2002
eth,15.32,2003
eth,15.51,2004
eth,15.7,2005
eth,15.91,2006
eth,16.12,2007
eth,16.33,2008
eth,16.55,2009
eth,16.76,2010
eth,17.02,2011
fro,21.4,1960
fro,22.22,1961
fro,23.05,1962
fro,23.89,1963
fro,24.72,1964
fro,25.55,1965
fro,26.03,1966
fro,26.51,1967
fro,26.99,1968
fro,27.47,1969
fro,27.95,1970
fro,28.43,1971
fro,28.9,1972
fro,29.38,1973
fro,29.85,1974
fro,30.33,1975
fro,30.5,1976
fro,30.67,1977
fro,30.84,1978
fro,31.01,1979
fro,31.19,1980
fro,31.1,1981
fro,31.02,1982
fro,30.93,1983
fro,30.85,1984
fro,30.77,1985
fro,30.73,1986
fro,30.7,1987
fro,30.66,1988
fro,30.63,1989
fro,30.59,1990
fro,30.66,1991
fro,30.73,1992
fro,30.79,1993
fro,30.86,1994
fro,30.93,1995
fro,32.01,1996
fro,33.09,1997
fro,34.17,1998
fro,35.25,1999
fro,36.34,2000
fro,37.03,2001
fro,37.71,2002
fro,38.4,2003
fro,39.09,2004
fro,39.78,2005
fro,40.01,2006
fro,40.24,2007
fro,40.47,2008
fro,40.7,2009
fro,40.93,2010
fro,41.14,2011
fji,29.7,1960
fji,30.26,1961
fji,30.84,1962
fji,31.42,1963
fji,32.0,1964
fji,32.58,1965
fji,33.02,1966
fji,33.45,1967
fji,33.89,1968
fji,34.32,1969
fji,34.76,1970
fji,35.15,1971
fji,35.54,1972
fji,35.94,1973
fji,36.33,1974
fji,36.72,1975
fji,36.93,1976
fji,37.14,1977
fji,37.35,1978
fji,37.56,1979
fji,37.77,1980
fji,37.92,1981
fji,38.07,1982
fji,38.22,1983
fji,38.37,1984
fji,38.52,1985
fji,39.14,1986
fji,39.76,1987
fji,40.38,1988
fji,40.99,1989
fji,41.61,1990
fji,42.39,1991
fji,43.16,1992
fji,43.94,1993
fji,44.72,1994
fji,45.5,1995
fji,45.98,1996
fji,46.46,1997
fji,46.94,1998
fji,47.43,1999
fji,47.91,2000
fji,48.3,2001
fji,48.69,2002
fji,49.09,2003
fji,49.48,2004
fji,49.87,2005
fji,50.26,2006
fji,50.66,2007
fji,51.05,2008
fji,51.44,2009
fji,51.84,2010
fji,52.23,2011
fin,38.1,1960
fin,56.16,1961
fin,57.04,1962
fin,57.91,1963
fin,58.78,1964
fin,59.66,1965
fin,60.47,1966
fin,61.28,1967
fin,62.09,1968
fin,62.89,1969
fin,63.7,1970
fin,64.53,1971
fin,65.35,1972
fin,66.18,1973
fin,67.01,1974
fin,67.83,1975
fin,68.61,1976
fin,69.39,1977
fin,70.17,1978
fin,70.95,1979
fin,71.73,1980
fin,72.54,1981
fin,73.36,1982
fin,74.18,1983
fin,74.99,1984
fin,75.81,1985
fin,76.52,1986
fin,77.23,1987
fin,77.94,1988
fin,78.66,1989
fin,79.37,1990
fin,79.69,1991
fin,80.01,1992
fin,80.32,1993
fin,80.64,1994
fin,80.96,1995
fin,81.21,1996
fin,81.45,1997
fin,81.69,1998
fin,81.94,1999
fin,82.18,2000
fin,82.33,2001
fin,82.47,2002
fin,82.62,2003
fin,82.76,2004
fin,82.91,2005
fin,83.04,2006
fin,83.17,2007
fin,83.3,2008
fin,83.43,2009
fin,83.56,2010
fin,83.69,2011
fra,61.9,1960
fra,62.92,1961
fra,63.96,1962
fra,64.99,1963
fra,66.03,1964
fra,67.07,1965
fra,67.87,1966
fra,68.66,1967
fra,69.46,1968
fra,70.26,1969
fra,71.06,1970
fra,71.43,1971
fra,71.8,1972
fra,72.18,1973
fra,72.55,1974
fra,72.93,1975
fra,73.0,1976
fra,73.07,1977
fra,73.14,1978
fra,73.21,1979
fra,73.28,1980
fra,73.36,1981
fra,73.43,1982
fra,73.5,1983
fra,73.58,1984
fra,73.65,1985
fra,73.73,1986
fra,73.81,1987
fra,73.89,1988
fra,73.97,1989
fra,74.06,1990
fra,74.23,1991
fra,74.4,1992
fra,74.57,1993
fra,74.74,1994
fra,74.91,1995
fra,75.31,1996
fra,75.71,1997
fra,76.1,1998
fra,76.5,1999
fra,76.89,2000
fra,77.83,2001
fra,78.76,2002
fra,79.69,2003
fra,80.62,2004
fra,81.56,2005
fra,82.29,2006
fra,83.02,2007
fra,83.76,2008
fra,84.49,2009
fra,85.23,2010
fra,85.74,2011
pyf,42.4,1960
pyf,43.6,1961
pyf,44.75,1962
pyf,45.9,1963
pyf,47.06,1964
pyf,48.21,1965
pyf,49.62,1966
pyf,51.03,1967
pyf,52.43,1968
pyf,53.84,1969
pyf,55.25,1970
pyf,55.58,1971
pyf,55.9,1972
pyf,56.23,1973
pyf,56.55,1974
pyf,56.88,1975
pyf,56.98,1976
pyf,57.09,1977
pyf,57.19,1978
pyf,57.29,1979
pyf,57.4,1980
pyf,57.37,1981
pyf,57.35,1982
pyf,57.33,1983
pyf,57.31,1984
pyf,57.29,1985
pyf,57.0,1986
pyf,56.72,1987
pyf,56.43,1988
pyf,56.15,1989
pyf,55.86,1990
pyf,55.4,1991
pyf,54.94,1992
pyf,54.47,1993
pyf,54.01,1994
pyf,53.55,1995
pyf,53.31,1996
pyf,53.08,1997
pyf,52.85,1998
pyf,52.61,1999
pyf,52.38,2000
pyf,52.26,2001
pyf,52.14,2002
pyf,52.02,2003
pyf,51.9,2004
pyf,51.78,2005
pyf,51.71,2006
pyf,51.64,2007
pyf,51.56,2008
pyf,51.49,2009
pyf,51.42,2010
pyf,51.43,2011
gab,17.4,1960
gab,18.67,1961
gab,19.95,1962
gab,21.22,1963
gab,22.5,1964
gab,23.77,1965
gab,25.42,1966
gab,27.07,1967
gab,28.71,1968
gab,30.36,1969
gab,32.0,1970
gab,34.19,1971
gab,36.39,1972
gab,38.58,1973
gab,40.78,1974
gab,42.97,1975
gab,45.31,1976
gab,47.66,1977
gab,50.0,1978
gab,52.34,1979
gab,54.68,1980
gab,56.23,1981
gab,57.77,1982
gab,59.31,1983
gab,60.86,1984
gab,62.4,1985
gab,63.75,1986
gab,65.1,1987
gab,66.45,1988
gab,67.79,1989
gab,69.14,1990
gab,70.39,1991
gab,71.63,1992
gab,72.87,1993
gab,74.12,1994
gab,75.36,1995
gab,76.31,1996
gab,77.26,1997
gab,78.21,1998
gab,79.16,1999
gab,80.11,2000
gab,80.79,2001
gab,81.46,2002
gab,82.14,2003
gab,82.82,2004
gab,83.49,2005
gab,83.96,2006
gab,84.43,2007
gab,84.9,2008
gab,85.37,2009
gab,85.84,2010
gab,86.15,2011
gmb,12.1,1960
gmb,12.61,1961
gmb,13.09,1962
gmb,13.57,1963
gmb,14.05,1964
gmb,14.53,1965
gmb,15.53,1966
gmb,16.52,1967
gmb,17.51,1968
gmb,18.5,1969
gmb,19.5,1970
gmb,20.48,1971
gmb,21.47,1972
gmb,22.45,1973
gmb,23.44,1974
gmb,24.43,1975
gmb,25.22,1976
gmb,26.02,1977
gmb,26.82,1978
gmb,27.62,1979
gmb,28.41,1980
gmb,29.34,1981
gmb,30.26,1982
gmb,31.18,1983
gmb,32.1,1984
gmb,33.02,1985
gmb,34.08,1986
gmb,35.14,1987
gmb,36.19,1988
gmb,37.25,1989
gmb,38.31,1990
gmb,39.41,1991
gmb,40.51,1992
gmb,41.61,1993
gmb,42.71,1994
gmb,43.81,1995
gmb,44.81,1996
gmb,45.81,1997
gmb,46.82,1998
gmb,47.82,1999
gmb,48.82,2000
gmb,49.68,2001
gmb,50.54,2002
gmb,51.4,2003
gmb,52.26,2004
gmb,53.12,2005
gmb,53.83,2006
gmb,54.53,2007
gmb,55.24,2008
gmb,55.95,2009
gmb,56.66,2010
gmb,57.21,2011
geo,42.3,1960
geo,43.56,1961
geo,44.05,1962
geo,44.55,1963
geo,45.04,1964
geo,45.53,1965
geo,46.03,1966
geo,46.52,1967
geo,47.02,1968
geo,47.51,1969
geo,48.01,1970
geo,48.47,1971
geo,48.94,1972
geo,49.41,1973
geo,49.88,1974
geo,50.34,1975
geo,50.77,1976
geo,51.21,1977
geo,51.64,1978
geo,52.07,1979
geo,52.5,1980
geo,52.84,1981
geo,53.18,1982
geo,53.52,1983
geo,53.85,1984
geo,54.19,1985
geo,54.36,1986
geo,54.53,1987
geo,54.7,1988
geo,54.87,1989
geo,55.04,1990
geo,54.8,1991
geo,54.56,1992
geo,54.32,1993
geo,54.08,1994
geo,53.84,1995
geo,53.6,1996
geo,53.36,1997
geo,53.12,1998
geo,52.88,1999
geo,52.64,2000
geo,52.6,2001
geo,52.57,2002
geo,52.54,2003
geo,52.5,2004
geo,52.47,2005
geo,52.52,2006
geo,52.58,2007
geo,52.63,2008
geo,52.69,2009
geo,52.74,2010
geo,52.86,2011
deu,71.4,1960
deu,71.5,1961
deu,71.61,1962
deu,71.73,1963
deu,71.84,1964
deu,71.95,1965
deu,72.02,1966
deu,72.08,1967
deu,72.15,1968
deu,72.21,1969
deu,72.27,1970
deu,72.33,1971
deu,72.39,1972
deu,72.45,1973
deu,72.5,1974
deu,72.56,1975
deu,72.62,1976
deu,72.67,1977
deu,72.73,1978
deu,72.79,1979
deu,72.84,1980
deu,72.82,1981
deu,72.79,1982
deu,72.76,1983
deu,72.74,1984
deu,72.71,1985
deu,72.79,1986
deu,72.87,1987
deu,72.96,1988
deu,73.04,1989
deu,73.12,1990
deu,73.15,1991
deu,73.19,1992
deu,73.22,1993
deu,73.25,1994
deu,73.29,1995
deu,73.24,1996
deu,73.2,1997
deu,73.15,1998
deu,73.11,1999
deu,73.07,2000
deu,73.12,2001
deu,73.18,2002
deu,73.24,2003
deu,73.3,2004
deu,73.36,2005
deu,73.45,2006
deu,73.54,2007
deu,73.63,2008
deu,73.72,2009
deu,73.81,2010
deu,73.94,2011
gha,23.3,1960
gha,23.82,1961
gha,24.38,1962
gha,24.95,1963
gha,25.51,1964
gha,26.07,1965
gha,26.65,1966
gha,27.23,1967
gha,27.81,1968
gha,28.39,1969
gha,28.97,1970
gha,29.19,1971
gha,29.41,1972
gha,29.62,1973
gha,29.84,1974
gha,30.06,1975
gha,30.28,1976
gha,30.5,1977
gha,30.72,1978
gha,30.95,1979
gha,31.17,1980
gha,31.51,1981
gha,31.86,1982
gha,32.2,1983
gha,32.55,1984
gha,32.9,1985
gha,33.6,1986
gha,34.31,1987
gha,35.02,1988
gha,35.73,1989
gha,36.44,1990
gha,37.18,1991
gha,37.92,1992
gha,38.66,1993
gha,39.4,1994
gha,40.14,1995
gha,40.9,1996
gha,41.66,1997
gha,42.43,1998
gha,43.19,1999
gha,43.95,2000
gha,44.7,2001
gha,45.45,2002
gha,46.2,2003
gha,46.95,2004
gha,47.69,2005
gha,48.4,2006
gha,49.1,2007
gha,49.81,2008
gha,50.51,2009
gha,51.22,2010
gha,51.87,2011
grc,42.9,1960
grc,43.82,1961
grc,44.75,1962
grc,45.67,1963
grc,46.6,1964
grc,47.53,1965
grc,48.52,1966
grc,49.52,1967
grc,50.51,1968
grc,51.51,1969
grc,52.5,1970
grc,53.06,1971
grc,53.63,1972
grc,54.19,1973
grc,54.75,1974
grc,55.31,1975
grc,55.79,1976
grc,56.28,1977
grc,56.76,1978
grc,57.25,1979
grc,57.73,1980
grc,57.88,1981
grc,58.02,1982
grc,58.16,1983
grc,58.3,1984
grc,58.44,1985
grc,58.52,1986
grc,58.6,1987
grc,58.68,1988
grc,58.76,1989
grc,58.84,1990
grc,58.93,1991
grc,59.02,1992
grc,59.11,1993
grc,59.2,1994
grc,59.29,1995
grc,59.38,1996
grc,59.47,1997
grc,59.56,1998
grc,59.65,1999
grc,59.74,2000
grc,59.85,2001
grc,59.97,2002
grc,60.08,2003
grc,60.2,2004
grc,60.32,2005
grc,60.5,2006
grc,60.68,2007
grc,60.86,2008
grc,61.04,2009
grc,61.22,2010
grc,61.46,2011
grl,58.5,1960
grl,60.04,1961
grl,61.54,1962
grl,63.04,1963
grl,64.55,1964
grl,66.05,1965
grl,67.39,1966
grl,68.73,1967
grl,70.07,1968
grl,71.41,1969
grl,72.74,1970
grl,73.07,1971
grl,73.4,1972
grl,73.73,1973
grl,74.06,1974
grl,74.39,1975
grl,74.74,1976
grl,75.08,1977
grl,75.43,1978
grl,75.77,1979
grl,76.12,1980
grl,76.49,1981
grl,76.86,1982
grl,77.22,1983
grl,77.59,1984
grl,77.96,1985
grl,78.31,1986
grl,78.66,1987
grl,79.0,1988
grl,79.35,1989
grl,79.7,1990
grl,79.93,1991
grl,80.16,1992
grl,80.4,1993
grl,80.63,1994
grl,80.86,1995
grl,81.01,1996
grl,81.16,1997
grl,81.3,1998
grl,81.45,1999
grl,81.6,2000
grl,81.85,2001
grl,82.1,2002
grl,82.35,2003
grl,82.61,2004
grl,82.86,2005
grl,83.16,2006
grl,83.47,2007
grl,83.77,2008
grl,84.08,2009
grl,84.38,2010
grl,84.66,2011
grd,30.3,1960
grd,30.52,1961
grd,30.71,1962
grd,30.9,1963
grd,31.09,1964
grd,31.27,1965
grd,31.46,1966
grd,31.65,1967
grd,31.84,1968
grd,32.02,1969
grd,32.21,1970
grd,32.28,1971
grd,32.35,1972
grd,32.42,1973
grd,32.49,1974
grd,32.56,1975
grd,32.64,1976
grd,32.71,1977
grd,32.78,1978
grd,32.85,1979
grd,32.92,1980
grd,32.97,1981
grd,33.03,1982
grd,33.08,1983
grd,33.13,1984
grd,33.18,1985
grd,33.23,1986
grd,33.28,1987
grd,33.33,1988
grd,33.38,1989
grd,33.43,1990
grd,33.65,1991
grd,33.88,1992
grd,34.1,1993
grd,34.32,1994
grd,34.55,1995
grd,34.81,1996
grd,35.08,1997
grd,35.34,1998
grd,35.61,1999
grd,35.87,2000
grd,36.15,2001
grd,36.43,2002
grd,36.71,2003
grd,36.99,2004
grd,37.27,2005
grd,37.58,2006
grd,37.88,2007
grd,38.19,2008
grd,38.5,2009
grd,38.81,2010
grd,39.15,2011
gum,50.1,1960
gum,51.23,1961
gum,52.31,1962
gum,53.39,1963
gum,54.47,1964
gum,55.55,1965
gum,56.82,1966
gum,58.1,1967
gum,59.37,1968
gum,60.65,1969
gum,61.92,1970
gum,66.26,1971
gum,70.6,1972
gum,74.95,1973
gum,79.29,1974
gum,83.63,1975
gum,85.66,1976
gum,87.68,1977
gum,89.7,1978
gum,91.73,1979
gum,93.75,1980
gum,93.47,1981
gum,93.19,1982
gum,92.9,1983
gum,92.62,1984
gum,92.34,1985
gum,92.03,1986
gum,91.72,1987
gum,91.41,1988
gum,91.1,1989
gum,90.8,1990
gum,91.05,1991
gum,91.3,1992
gum,91.55,1993
gum,91.8,1994
gum,92.06,1995
gum,92.26,1996
gum,92.47,1997
gum,92.68,1998
gum,92.89,1999
gum,93.1,2000
gum,93.1,2001
gum,93.1,2002
gum,93.1,2003
gum,93.1,2004
gum,93.1,2005
gum,93.12,2006
gum,93.13,2007
gum,93.15,2008
gum,93.16,2009
gum,93.17,2010
gum,93.21,2011
gtm,31.1,1960
gtm,31.69,1961
gtm,32.27,1962
gtm,32.84,1963
gtm,33.42,1964
gtm,33.99,1965
gtm,34.3,1966
gtm,34.61,1967
gtm,34.92,1968
gtm,35.23,1969
gtm,35.55,1970
gtm,35.78,1971
gtm,36.01,1972
gtm,36.25,1973
gtm,36.48,1974
gtm,36.72,1975
gtm,36.85,1976
gtm,36.99,1977
gtm,37.13,1978
gtm,37.26,1979
gtm,37.4,1980
gtm,37.75,1981
gtm,38.1,1982
gtm,38.45,1983
gtm,38.8,1984
gtm,39.15,1985
gtm,39.55,1986
gtm,39.94,1987
gtm,40.33,1988
gtm,40.72,1989
gtm,41.12,1990
gtm,41.52,1991
gtm,41.91,1992
gtm,42.31,1993
gtm,42.71,1994
gtm,43.11,1995
gtm,43.51,1996
gtm,43.92,1997
gtm,44.32,1998
gtm,44.72,1999
gtm,45.13,2000
gtm,45.54,2001
gtm,45.95,2002
gtm,46.35,2003
gtm,46.76,2004
gtm,47.17,2005
gtm,47.6,2006
gtm,48.03,2007
gtm,48.47,2008
gtm,48.9,2009
gtm,49.33,2010
gtm,49.78,2011
gin,10.5,1960
gin,10.97,1961
gin,11.47,1962
gin,11.98,1963
gin,12.48,1964
gin,12.98,1965
gin,13.58,1966
gin,14.18,1967
gin,14.78,1968
gin,15.38,1969
gin,15.98,1970
gin,16.68,1971
gin,17.39,1972
gin,18.1,1973
gin,18.81,1974
gin,19.52,1975
gin,20.34,1976
gin,21.16,1977
gin,21.98,1978
gin,22.8,1979
gin,23.62,1980
gin,24.22,1981
gin,24.82,1982
gin,25.42,1983
gin,26.02,1984
gin,26.62,1985
gin,26.9,1986
gin,27.18,1987
gin,27.46,1988
gin,27.75,1989
gin,28.03,1990
gin,28.32,1991
gin,28.61,1992
gin,28.9,1993
gin,29.19,1994
gin,29.48,1995
gin,29.78,1996
gin,30.09,1997
gin,30.4,1998
gin,30.71,1999
gin,31.02,2000
gin,31.39,2001
gin,31.75,2002
gin,32.12,2003
gin,32.48,2004
gin,32.84,2005
gin,33.27,2006
gin,33.69,2007
gin,34.12,2008
gin,34.54,2009
gin,34.97,2010
gin,35.46,2011
gnb,13.6,1960
gnb,13.75,1961
gnb,13.9,1962
gnb,14.05,1963
gnb,14.2,1964
gnb,14.35,1965
gnb,14.51,1966
gnb,14.66,1967
gnb,14.82,1968
gnb,14.98,1969
gnb,15.13,1970
gnb,15.3,1971
gnb,15.46,1972
gnb,15.62,1973
gnb,15.79,1974
gnb,15.95,1975
gnb,16.28,1976
gnb,16.61,1977
gnb,16.94,1978
gnb,17.27,1979
gnb,17.61,1980
gnb,18.57,1981
gnb,19.54,1982
gnb,20.5,1983
gnb,21.47,1984
gnb,22.43,1985
gnb,23.57,1986
gnb,24.71,1987
gnb,25.85,1988
gnb,26.99,1989
gnb,28.13,1990
gnb,28.97,1991
gnb,29.8,1992
gnb,30.64,1993
gnb,31.48,1994
gnb,32.31,1995
gnb,33.02,1996
gnb,33.73,1997
gnb,34.44,1998
gnb,35.14,1999
gnb,35.85,2000
gnb,36.59,2001
gnb,37.33,2002
gnb,38.07,2003
gnb,38.81,2004
gnb,39.55,2005
gnb,40.28,2006
