geo,infectious_tb_new_cases_per_100000_estimated,time
kaz,58,1999
kaz,63,2000
kaz,66,2001
kaz,66,2002
kaz,66,2003
kaz,64,2004
kaz,61,2005
kaz,60,2006
kaz,58,2007
ken,46,1990
ken,46,1991
ken,54,1992
ken,63,1993
ken,75,1994
ken,87,1995
ken,100,1996
ken,117,1997
ken,134,1998
ken,149,1999
ken,158,2000
ken,160,2001
ken,165,2002
ken,173,2003
ken,175,2004
ken,162,2005
ken,149,2006
ken,142,2007
kir,231,1990
kir,226,1991
kir,222,1992
kir,217,1993
kir,213,1994
kir,209,1995
kir,205,1996
kir,201,1997
kir,197,1998
kir,193,1999
kir,189,2000
kir,185,2001
kir,182,2002
kir,178,2003
kir,174,2004
kir,171,2005
kir,168,2006
kir,164,2007
kwt,20,1990
kwt,19,1991
kwt,18,1992
kwt,17,1993
kwt,16,1994
kwt,15,1995
kwt,15,1996
kwt,14,1997
kwt,14,1998
kwt,13,1999
kwt,12,2000
kwt,12,2001
kwt,12,2002
kwt,11,2003
kwt,11,2004
kwt,11,2005
kwt,11,2006
kwt,11,2007
kgz,25,1990
kgz,26,1991
kgz,26,1992
kgz,27,1993
kgz,29,1994
kgz,35,1995
kgz,42,1996
kgz,49,1997
kgz,56,1998
kgz,58,1999
kgz,61,2000
kgz,61,2001
kgz,60,2002
kgz,58,2003
kgz,56,2004
kgz,55,2005
kgz,55,2006
kgz,54,2007
lao,80,1990
lao,80,1991
lao,79,1992
lao,78,1993
lao,77,1994
lao,76,1995
lao,76,1996
lao,75,1997
lao,74,1998
lao,73,1999
lao,73,2000
lao,72,2001
lao,71,2002
lao,70,2003
lao,70,2004
lao,69,2005
lao,68,2006
lao,67,2007
lva,15,1990
lva,16,1991
lva,17,1992
lva,18,1993
lva,22,1994
lva,27,1995
lva,33,1996
lva,37,1997
lva,38,1998
lva,38,1999
lva,37,2000
lva,37,2001
lva,35,2002
lva,33,2003
lva,30,2004
lva,28,2005
lva,26,2006
lva,24,2007
lbn,15,1990
lbn,15,1991
lbn,15,1992
lbn,15,1993
lbn,15,1994
lbn,14,1995
lbn,12,1996
lbn,11,1997
lbn,10,1998
lbn,9,1999
lbn,8,2000
lbn,7,2001
lbn,6,2002
lbn,5,2003
lbn,5,2004
lbn,5,2005
lbn,5,2006
lbn,6,2007
lso,81,1990
lso,88,1991
lso,93,1992
lso,100,1993
lso,112,1994
lso,126,1995
lso,138,1996
lso,155,1997
lso,174,1998
lso,195,1999
lso,207,2000
lso,216,2001
lso,229,2002
lso,238,2003
lso,241,2004
lso,239,2005
lso,239,2006
lso,238,2007
lbr,88,1990
lbr,90,1991
lbr,91,1992
lbr,92,1993
lbr,94,1994
lbr,95,1995
lbr,97,1996
lbr,99,1997
lbr,101,1998
lbr,103,1999
lbr,105,2000
lbr,107,2001
lbr,109,2002
lbr,111,2003
lbr,113,2004
lbr,115,2005
lbr,117,2006
lbr,119,2007
lby,13,1990
lby,13,1991
lby,13,1992
lby,13,1993
lby,13,1994
lby,12,1995
lby,12,1996
lby,11,1997
lby,11,1998
lby,10,1999
lby,10,2000
lby,10,2001
lby,9,2002
lby,9,2003
lby,9,2004
lby,8,2005
lby,8,2006
lby,8,2007
ltu,18,1990
ltu,19,1991
ltu,21,1992
ltu,23,1993
ltu,26,1994
ltu,29,1995
ltu,33,1996
ltu,36,1997
ltu,37,1998
ltu,36,1999
ltu,34,2000
ltu,33,2001
ltu,33,2002
ltu,30,2003
ltu,29,2004
ltu,28,2005
ltu,29,2006
ltu,30,2007
lux,10,1990
lux,10,1991
lux,9,1992
lux,9,1993
lux,8,1994
lux,8,1995
lux,8,1996
lux,7,1997
lux,7,1998
lux,7,1999
lux,6,2000
lux,6,2001
lux,6,2002
lux,6,2003
lux,6,2004
lux,6,2005
lux,6,2006
lux,5,2007
mdg,80,1990
mdg,81,1991
mdg,83,1992
mdg,85,1993
mdg,87,1994
mdg,88,1995
mdg,90,1996
mdg,92,1997
mdg,94,1998
mdg,96,1999
mdg,98,2000
mdg,99,2001
mdg,101,2002
mdg,104,2003
mdg,106,2004
mdg,108,2005
mdg,110,2006
mdg,112,2007
mwi,110,1990
mwi,119,1991
mwi,127,1992
mwi,135,1993
mwi,145,1994
mwi,150,1995
mwi,149,1996
mwi,153,1997
mwi,157,1998
mwi,159,1999
mwi,161,2000
mwi,158,2001
mwi,158,2002
mwi,156,2003
mwi,154,2004
mwi,149,2005
mwi,141,2006
mwi,132,2007
mys,53,1990
mys,53,1991
mys,52,1992
mys,52,1993
mys,51,1994
mys,51,1995
mys,50,1996
mys,50,1997
mys,49,1998
mys,49,1999
mys,48,2000
mys,48,2001
mys,47,2002
mys,47,2003
mys,46,2004
mys,46,2005
mys,45,2006
mys,45,2007
mdv,58,1990
mdv,55,1991
mdv,51,1992
mdv,48,1993
mdv,46,1994
mdv,43,1995
mdv,41,1996
mdv,38,1997
mdv,36,1998
mdv,34,1999
mdv,32,2000
mdv,30,2001
mdv,28,2002
mdv,27,2003
mdv,25,2004
mdv,24,2005
mdv,22,2006
mdv,21,2007
mli,123,1990
mli,124,1991
mli,125,1992
mli,125,1993
mli,126,1994
mli,127,1995
mli,127,1996
mli,128,1997
mli,128,1998
mli,129,1999
mli,130,2000
mli,131,2001
mli,132,2002
mli,133,2003
mli,134,2004
mli,136,2005
mli,137,2006
mli,138,2007
mlt,5,1990
mlt,5,1991
mlt,5,1992
mlt,4,1993
mlt,4,1994
mlt,4,1995
mlt,4,1996
mlt,4,1997
mlt,3,1998
mlt,3,1999
mlt,3,2000
mlt,3,2001
mlt,3,2002
mlt,3,2003
mlt,3,2004
mlt,3,2005
mlt,3,2006
mlt,3,2007
mrt,102,1990
mrt,104,1991
mrt,107,1992
mrt,109,1993
mrt,111,1994
mrt,113,1995
mrt,115,1996
mrt,117,1997
mrt,119,1998
mrt,121,1999
mrt,123,2000
mrt,125,2001
mrt,127,2002
mrt,129,2003
mrt,132,2004
mrt,134,2005
mrt,137,2006
mrt,140,2007
mus,12,1990
mus,12,1991
mus,12,1992
mus,12,1993
mus,12,1994
mus,12,1995
mus,12,1996
mus,11,1997
mus,11,1998
mus,11,1999
mus,11,2000
mus,11,2001
mus,11,2002
mus,11,2003
mus,10,2004
mus,10,2005
mus,10,2006
mus,10,2007
mex,34,1990
mex,31,1991
mex,29,1992
mex,28,1993
mex,26,1994
mex,24,1995
mex,23,1996
mex,21,1997
mex,20,1998
mex,18,1999
mex,17,2000
mex,16,2001
mex,15,2002
mex,14,2003
mex,13,2004
mex,12,2005
mex,12,2006
mex,11,2007
fsm,85,1990
fsm,82,1991
fsm,78,1992
fsm,75,1993
fsm,73,1994
fsm,70,1995
fsm,67,1996
fsm,65,1997
fsm,62,1998
fsm,60,1999
fsm,57,2000
fsm,55,2001
fsm,53,2002
fsm,51,2003
fsm,49,2004
fsm,47,2005
fsm,45,2006
fsm,44,2007
mco,2,1990
mco,2,1991
mco,2,1992
mco,2,1993
mco,2,1994
mco,2,1995
mco,1,1996
mco,1,1997
mco,1,1998
mco,1,1999
mco,1,2000
mco,1,2001
mco,1,2002
mco,1,2003
mco,1,2004
mco,1,2005
mco,1,2006
mco,1,2007
mng,92,1990
mng,92,1991
mng,92,1992
mng,92,1993
mng,92,1994
mng,92,1995
mng,92,1996
mng,92,1997
mng,92,1998
mng,92,1999
mng,92,2000
mng,92,2001
mng,92,2002
mng,92,2003
mng,92,2004
mng,92,2005
mng,92,2006
mng,92,2007
msr,5,1990
msr,5,1991
msr,5,1992
msr,5,1993
msr,5,1994
msr,5,1995
msr,5,1996
msr,5,1997
msr,5,1998
msr,5,1999
msr,5,2000
msr,4,2001
msr,4,2002
msr,4,2003
msr,4,2004
msr,4,2005
msr,4,2006
msr,4,2007
mar,67,1990
mar,65,1991
mar,63,1992
mar,61,1993
mar,60,1994
mar,58,1995
mar,56,1996
mar,55,1997
mar,53,1998
mar,52,1999
mar,50,2000
mar,49,2001
mar,48,2002
mar,46,2003
mar,45,2004
mar,44,2005
mar,42,2006
mar,41,2007
moz,80,1990
moz,88,1991
moz,94,1992
moz,100,1993
moz,106,1994
moz,112,1995
moz,117,1996
moz,124,1997
moz,133,1998
moz,143,1999
moz,155,2000
moz,167,2001
moz,177,2002
moz,184,2003
moz,186,2004
moz,183,2005
moz,178,2006
moz,174,2007
mmr,76,1990
mmr,76,1991
mmr,76,1992
mmr,75,1993
mmr,75,1994
mmr,75,1995
mmr,75,1996
mmr,75,1997
mmr,75,1998
mmr,75,1999
mmr,75,2000
mmr,75,2001
mmr,75,2002
mmr,75,2003
mmr,75,2004
mmr,75,2005
mmr,75,2006
mmr,75,2007
nam,142,1990
nam,155,1991
nam,164,1992
nam,172,1993
nam,181,1994
nam,190,1995
nam,197,1996
nam,209,1997
nam,223,1998
nam,240,1999
nam,260,2000
nam,281,2001
nam,299,2002
nam,311,2003
nam,314,2004
nam,310,2005
nam,302,2006
nam,294,2007
nru,38,1990
nru,64,1991
nru,63,1992
nru,62,1993
nru,23,1994
nru,59,1995
nru,58,1996
nru,57,1997
nru,56,1998
nru,22,1999
nru,44,2000
nru,22,2001
nru,22,2002
nru,11,2003
nru,50,2004
nru,0,2005
nru,22,2006
nru,33,2007
npl,109,1990
npl,107,1991
npl,105,1992
npl,103,1993
npl,101,1994
npl,99,1995
npl,97,1996
npl,95,1997
npl,93,1998
npl,91,1999
npl,89,2000
npl,87,2001
npl,86,2002
npl,84,2003
npl,82,2004
npl,81,2005
npl,79,2006
npl,77,2007
nld,6,1990
nld,6,1991
nld,6,1992
nld,5,1993
nld,5,1994
nld,5,1995
nld,5,1996
nld,5,1997
nld,4,1998
nld,4,1999
nld,4,2000
nld,4,2001
nld,4,2002
nld,4,2003
nld,4,2004
nld,3,2005
nld,3,2006
nld,3,2007
ant,6,1990
ant,6,1991
ant,6,1992
ant,5,1993
ant,5,1994
ant,5,1995
ant,5,1996
ant,5,1997
ant,4,1998
ant,4,1999
ant,4,2000
ant,4,2001
ant,4,2002
ant,4,2003
ant,4,2004
ant,3,2005
ant,3,2006
ant,3,2007
ncl,42,1990
ncl,40,1991
ncl,39,1992
ncl,10,1993
ncl,17,1994
ncl,12,1995
ncl,15,1996
ncl,13,1997
ncl,14,1998
ncl,12,1999
ncl,10,2000
ncl,10,2001
ncl,10,2002
ncl,6,2003
ncl,7,2004
ncl,8,2005
ncl,4,2006
ncl,6,2007
nzl,5,1990
nzl,5,1991
nzl,4,1992
nzl,4,1993
nzl,4,1994
nzl,5,1995
nzl,5,1996
nzl,4,1997
nzl,5,1998
nzl,5,1999
nzl,5,2000
nzl,4,2001
nzl,4,2002
nzl,4,2003
nzl,4,2004
nzl,4,2005
nzl,4,2006
nzl,3,2007
nic,59,1990
nic,56,1991
nic,54,1992
nic,51,1993
nic,49,1994
nic,47,1995
nic,45,1996
nic,43,1997
nic,41,1998
nic,39,1999
nic,37,2000
nic,35,2001
nic,34,2002
nic,32,2003
nic,31,2004
nic,29,2005
nic,28,2006
nic,27,2007
ner,56,1990
ner,57,1991
ner,58,1992
ner,59,1993
ner,60,1994
ner,62,1995
ner,63,1996
ner,64,1997
ner,65,1998
ner,66,1999
ner,67,2000
ner,68,2001
ner,70,2002
ner,71,2003
ner,72,2004
ner,74,2005
ner,75,2006
ner,77,2007
nga,58,1990
nga,64,1991
nga,68,1992
nga,72,1993
nga,77,1994
nga,81,1995
nga,85,1996
nga,91,1997
nga,98,1998
nga,106,1999
nga,115,2000
nga,125,2001
nga,133,2002
nga,139,2003
nga,140,2004
nga,138,2005
nga,135,2006
nga,131,2007
niu,26,1990
niu,26,1991
niu,25,1992
niu,25,1993
niu,24,1994
niu,24,1995
niu,51,1996
niu,0,1997
niu,0,1998
niu,57,1999
niu,0,2000
niu,0,2001
niu,63,2002
niu,0,2003
niu,0,2004
niu,0,2005
niu,0,2006
niu,0,2007
mnp,32,1990
mnp,45,1991
mnp,68,1992
mnp,44,1993
mnp,42,1994
mnp,27,1995
mnp,48,1996
mnp,37,1997
mnp,45,1998
mnp,25,1999
mnp,43,2000
mnp,30,2001
mnp,32,2002
mnp,23,2003
mnp,20,2004
mnp,21,2005
mnp,20,2006
mnp,19,2007
nor,5,1990
nor,4,1991
nor,4,1992
nor,4,1993
nor,4,1994
nor,4,1995
nor,3,1996
nor,3,1997
nor,3,1998
nor,3,1999
nor,3,2000
nor,3,2001
nor,3,2002
nor,3,2003
nor,3,2004
nor,3,2005
nor,3,2006
nor,2,2007
omn,12,1990
omn,10,1991
omn,9,1992
omn,7,1993
omn,6,1994
omn,6,1995
omn,6,1996
omn,6,1997
omn,6,1998
omn,6,1999
omn,6,2000
omn,6,2001
omn,5,2002
omn,5,2003
omn,5,2004
omn,5,2005
omn,6,2006
omn,6,2007
pak,82,1990
pak,82,1991
pak,82,1992
pak,82,1993
pak,81,1994
pak,81,1995
pak,81,1996
pak,81,1997
pak,81,1998
pak,81,1999
pak,81,2000
pak,81,2001
pak,81,2002
pak,81,2003
pak,81,2004
pak,81,2005
pak,81,2006
pak,81,2007
plw,29,1990
plw,20,1991
plw,13,1992
plw,55,1993
plw,74,1994
plw,59,1995
plw,25,1996
plw,43,1997
plw,24,1998
plw,117,1999
plw,23,2000
plw,23,2001
plw,51,2002
plw,28,2003
plw,28,2004
plw,17,2005
plw,33,2006
plw,27,2007
pan,26,1990
pan,26,1991
pan,26,1992
pan,26,1993
pan,26,1994
pan,26,1995
pan,26,1996
pan,26,1997
pan,26,1998
pan,25,1999
pan,25,2000
pan,25,2001
pan,25,2002
pan,25,2003
pan,25,2004
pan,25,2005
pan,25,2006
pan,25,2007
png,112,1990
png,112,1991
png,112,1992
png,112,1993
png,112,1994
png,112,1995
png,112,1996
png,112,1997
png,112,1998
png,112,1999
png,111,2000
png,111,2001
png,111,2002
png,110,2003
png,110,2004
png,109,2005
png,108,2006
png,108,2007
pry,33,1990
pry,33,1991
pry,33,1992
pry,33,1993
pry,33,1994
pry,33,1995
pry,33,1996
pry,33,1997
pry,32,1998
pry,32,1999
pry,32,2000
pry,32,2001
pry,32,2002
pry,32,2003
pry,32,2004
pry,32,2005
pry,32,2006
pry,32,2007
per,174,1990
per,165,1991
per,156,1992
per,148,1993
per,140,1994
per,132,1995
per,125,1996
per,118,1997
per,112,1998
per,106,1999
per,100,2000
per,95,2001
per,90,2002
per,85,2003
per,81,2004
per,76,2005
per,72,2006
per,68,2007
phl,177,1990
phl,174,1991
phl,171,1992
phl,168,1993
phl,165,1994
phl,162,1995
phl,159,1996
phl,156,1997
phl,153,1998
phl,151,1999
phl,148,2000
phl,145,2001
phl,143,2002
phl,140,2003
phl,138,2004
phl,135,2005
phl,133,2006
phl,130,2007
pol,23,1990
pol,24,1991
pol,24,1992
pol,24,1993
pol,23,1994
pol,23,1995
pol,21,1996
pol,20,1997
pol,19,1998
pol,17,1999
pol,16,2000
pol,15,2001
pol,14,2002
pol,14,2003
pol,13,2004
pol,12,2005
pol,12,2006
pol,11,2007
prt,30,1990
prt,29,1991
prt,27,1992
prt,27,1993
prt,26,1994
prt,26,1995
prt,25,1996
prt,24,1997
prt,23,1998
prt,21,1999
prt,20,2000
prt,19,2001
prt,19,2002
prt,18,2003
prt,16,2004
prt,15,2005
prt,14,2006
prt,13,2007
pri,5,1990
pri,4,1991
pri,5,1992
pri,5,1993
pri,5,1994
pri,5,1995
pri,5,1996
pri,5,1997
pri,4,1998
pri,4,1999
pri,3,2000
pri,3,2001
pri,2,2002
pri,2,2003
pri,2,2004
pri,2,2005
pri,2,2006
pri,2,2007
qat,27,1990
qat,27,1991
qat,27,1992
qat,29,1993
qat,33,1994
qat,34,1995
qat,32,1996
qat,29,1997
qat,28,1998
qat,30,1999
qat,30,2000
qat,29,2001
qat,27,2002
qat,25,2003
qat,25,2004
qat,26,2005
qat,29,2006
qat,31,2007
kor,74,1990
kor,65,1991
kor,58,1992
kor,50,1993
kor,47,1994
kor,44,1995
kor,42,1996
kor,39,1997
kor,36,1998
kor,32,1999
kor,32,2000
kor,33,2001
kor,37,2002
kor,36,2003
kor,37,2004
kor,38,2005
kor,39,2006
kor,40,2007
mda,29,1990
mda,28,1991
mda,29,1992
mda,32,1993
mda,36,1994
mda,41,1995
mda,46,1996
mda,51,1997
mda,55,1998
mda,58,1999
mda,62,2000
mda,63,2001
mda,63,2002
mda,62,2003
mda,62,2004
mda,63,2005
mda,63,2006
mda,63,2007
rou,33,1990
rou,36,1991
rou,39,1992
rou,43,1993
rou,47,1994
rou,50,1995
rou,52,1996
rou,54,1997
rou,56,1998
rou,59,1999
rou,61,2000
rou,64,2001
rou,65,2002
rou,65,2003
rou,63,2004
rou,60,2005
rou,56,2006
rou,51,2007
rus,20,1990
rus,19,1991
rus,21,1992
rus,23,1993
rus,27,1994
rus,33,1995
rus,39,1996
rus,42,1997
rus,45,1998
rus,48,1999
rus,50,2000
rus,49,2001
rus,47,2002
rus,46,2003
rus,46,2004
rus,46,2005
rus,47,2006
rus,48,2007
rwa,65,1990
rwa,72,1991
rwa,77,1992
rwa,83,1993
rwa,89,1994
rwa,95,1995
rwa,100,1996
rwa,108,1997
rwa,117,1998
rwa,127,1999
rwa,139,2000
rwa,151,2001
rwa,163,2002
rwa,170,2003
rwa,173,2004
rwa,171,2005
rwa,168,2006
rwa,164,2007
kna,6,1990
kna,6,1991
kna,6,1992
kna,6,1993
kna,6,1994
kna,6,1995
kna,5,1996
kna,5,1997
kna,5,1998
kna,5,1999
kna,5,2000
kna,5,2001
kna,5,2002
kna,5,2003
kna,5,2004
kna,5,2005
kna,5,2006
kna,5,2007
lca,9,1990
lca,9,1991
lca,9,1992
lca,9,1993
lca,8,1994
lca,8,1995
lca,8,1996
lca,8,1997
lca,8,1998
lca,8,1999
lca,8,2000
lca,8,2001
lca,8,2002
lca,8,2003
lca,8,2004
lca,8,2005
lca,8,2006
lca,8,2007
vct,15,1990
vct,15,1991
vct,15,1992
vct,15,1993
vct,15,1994
vct,15,1995
vct,15,1996
vct,14,1997
vct,14,1998
vct,14,1999
vct,14,2000
vct,14,2001
vct,14,2002
vct,14,2003
vct,14,2004
vct,14,2005
vct,14,2006
vct,14,2007
wsm,14,1990
wsm,14,1991
wsm,13,1992
wsm,13,1993
wsm,13,1994
wsm,12,1995
wsm,12,1996
wsm,12,1997
wsm,11,1998
wsm,11,1999
wsm,11,2000
wsm,10,2001
wsm,10,2002
wsm,10,2003
wsm,9,2004
wsm,9,2005
wsm,9,2006
wsm,8,2007
smr,5,1990
smr,5,1991
smr,5,1992
smr,4,1993
smr,4,1994
smr,4,1995
smr,4,1996
smr,4,1997
smr,4,1998
smr,3,1999
smr,3,2000
smr,3,2001
smr,3,2002
smr,3,2003
smr,3,2004
smr,3,2005
smr,3,2006
smr,3,2007
stp,61,1990
stp,60,1991
stp,59,1992
stp,58,1993
stp,57,1994
stp,56,1995
stp,55,1996
stp,54,1997
stp,53,1998
stp,52,1999
stp,51,2000
stp,50,2001
stp,50,2002
stp,49,2003
stp,48,2004
stp,47,2005
stp,46,2006
stp,45,2007
sau,19,1990
sau,17,1991
sau,17,1992
sau,17,1993
sau,18,1994
sau,19,1995
sau,20,1996
sau,21,1997
sau,22,1998
sau,22,1999
sau,21,2000
sau,21,2001
sau,20,2002
sau,19,2003
sau,19,2004
sau,19,2005
sau,20,2006
sau,21,2007
sen,87,1990
sen,89,1991
sen,91,1992
sen,93,1993
sen,94,1994
sen,96,1995
sen,98,1996
sen,100,1997
sen,102,1998
sen,104,1999
sen,105,2000
sen,107,2001
sen,109,2002
sen,111,2003
sen,113,2004
sen,115,2005
sen,117,2006
sen,119,2007
syc,20,1990
syc,19,1991
syc,19,1992
syc,19,1993
syc,18,1994
syc,18,1995
syc,18,1996
syc,17,1997
syc,17,1998
syc,17,1999
syc,16,2000
syc,16,2001
syc,16,2002
syc,16,2003
syc,15,2004
syc,15,2005
syc,15,2006
syc,15,2007
sle,93,1990
sle,98,1991
sle,104,1992
sle,109,1993
sle,116,1994
sle,122,1995
sle,130,1996
sle,138,1997
sle,146,1998
sle,155,1999
sle,164,2000
sle,174,2001
sle,184,2002
sle,195,2003
sle,207,2004
sle,219,2005
sle,233,2006
sle,247,2007
sgp,22,1990
sgp,22,1991
sgp,23,1992
sgp,22,1993
sgp,21,1994
sgp,21,1995
sgp,22,1996
sgp,22,1997
sgp,21,1998
sgp,19,1999
sgp,17,2000
sgp,15,2001
sgp,15,2002
sgp,14,2003
sgp,13,2004
sgp,12,2005
sgp,12,2006
sgp,12,2007
svk,18,1990
svk,19,1991
svk,20,1992
svk,20,1993
svk,20,1994
svk,18,1995
svk,17,1996
svk,16,1997
svk,14,1998
svk,13,1999
svk,12,2000
svk,11,2001
svk,11,2002
svk,10,2003
svk,9,2004
svk,8,2005
svk,8,2006
svk,7,2007
svn,19,1990
svn,18,1991
svn,17,1992
svn,17,1993
svn,16,1994
svn,15,1995
svn,14,1996
svn,14,1997
svn,12,1998
svn,11,1999
svn,10,2000
svn,10,2001
svn,9,2002
svn,8,2003
svn,7,2004
svn,6,2005
svn,6,2006
svn,6,2007
slb,141,1990
slb,133,1991
slb,127,1992
slb,120,1993
slb,114,1994
slb,108,1995
slb,103,1996
slb,97,1997
slb,92,1998
slb,88,1999
slb,83,2000
slb,79,2001
slb,75,2002
slb,71,2003
slb,67,2004
slb,64,2005
slb,61,2006
slb,58,2007
som,112,1990
som,112,1991
som,112,1992
som,112,1993
som,112,1994
som,111,1995
som,111,1996
som,111,1997
som,111,1998
som,111,1999
som,111,2000
som,110,2001
som,110,2002
som,110,2003
som,110,2004
som,110,2005
som,110,2006
som,110,2007
zaf,133,1990
zaf,132,1991
zaf,131,1992
zaf,129,1993
zaf,128,1994
zaf,129,1995
zaf,133,1996
zaf,141,1997
zaf,158,1998
zaf,184,1999
zaf,220,2000
zaf,260,2001
zaf,295,2002
zaf,322,2003
zaf,339,2004
zaf,349,2005
zaf,355,2006
zaf,358,2007
esp,25,1990
esp,23,1991
esp,22,1992
esp,21,1993
esp,20,1994
esp,19,1995
esp,18,1996
esp,18,1997
esp,17,1998
esp,16,1999
esp,15,2000
esp,15,2001
esp,15,2002
esp,14,2003
esp,14,2004
esp,13,2005
esp,13,2006
esp,13,2007
lka,27,1990
lka,27,1991
lka,27,1992
lka,27,1993
lka,27,1994
lka,27,1995
lka,27,1996
lka,27,1997
lka,27,1998
lka,27,1999
lka,27,2000
lka,27,2001
lka,27,2002
lka,27,2003
lka,27,2004
lka,27,2005
lka,27,2006
lka,27,2007
sdn,78,1990
sdn,79,1991
sdn,80,1992
sdn,82,1993
sdn,83,1994
sdn,85,1995
sdn,86,1996
sdn,88,1997
sdn,90,1998
sdn,92,1999
sdn,93,2000
sdn,95,2001
sdn,97,2002
sdn,99,2003
sdn,101,2004
sdn,103,2005
sdn,105,2006
sdn,107,2007
sur,36,1990
sur,34,1991
sur,27,1992
sur,28,1993
sur,27,1994
sur,28,1995
sur,31,1996
sur,36,1997
sur,43,1998
sur,45,1999
sur,42,2000
sur,42,2001
sur,43,2002
sur,46,2003
sur,48,2004
sur,53,2005
sur,57,2006
sur,61,2007
swz,118,1990
swz,116,1991
swz,111,1992
swz,111,1993
swz,118,1994
swz,132,1995
swz,153,1996
swz,180,1997
swz,209,1998
swz,258,1999
swz,298,2000
swz,340,2001
swz,368,2002
swz,398,2003
swz,417,2004
swz,422,2005
swz,432,2006
swz,443,2007
swe,3,1990
swe,3,1991
swe,3,1992
swe,3,1993
swe,3,1994
swe,3,1995
swe,3,1996
swe,3,1997
swe,2,1998
swe,2,1999
swe,2,2000
swe,2,2001
swe,2,2002
swe,2,2003
swe,2,2004
swe,3,2005
swe,3,2006
swe,3,2007
che,8,1990
che,8,1991
che,7,1992
che,6,1993
che,6,1994
che,6,1995
che,5,1996
che,5,1997
che,5,1998
che,4,1999
che,4,2000
che,4,2001
che,4,2002
che,4,2003
che,3,2004
che,3,2005
che,3,2006
che,3,2007
syr,19,1990
syr,18,1991
syr,17,1992
syr,16,1993
syr,15,1994
syr,14,1995
syr,13,1996
syr,13,1997
syr,12,1998
syr,11,1999
syr,11,2000
syr,10,2001
syr,10,2002
syr,9,2003
syr,9,2004
syr,8,2005
syr,8,2006
syr,7,2007
tjk,50,1990
tjk,43,1991
tjk,30,1992
tjk,21,1993
tjk,23,1994
tjk,29,1995
tjk,37,1996
tjk,39,1997
tjk,44,1998
tjk,47,1999
tjk,53,2000
tjk,61,2001
tjk,69,2002
tjk,74,2003
tjk,81,2004
tjk,86,2005
tjk,94,2006
tjk,103,2007
tha,62,1990
tha,62,1991
tha,61,1992
tha,61,1993
tha,61,1994
tha,61,1995
tha,61,1996
tha,61,1997
tha,61,1998
tha,61,1999
tha,61,2000
tha,61,2001
tha,61,2002
tha,61,2003
tha,62,2004
tha,62,2005
tha,62,2006
tha,62,2007
mkd,24,1990
mkd,24,1991
mkd,24,1992
mkd,24,1993
mkd,23,1994
mkd,22,1995
mkd,21,1996
mkd,21,1997
mkd,20,1998
mkd,18,1999
mkd,16,2000
mkd,15,2001
mkd,15,2002
mkd,14,2003
mkd,14,2004
mkd,13,2005
mkd,13,2006
mkd,13,2007
tls,145,1990
tls,145,1991
tls,145,1992
tls,145,1993
tls,145,1994
tls,145,1995
tls,145,1996
tls,145,1997
tls,145,1998
tls,145,1999
tls,145,2000
tls,145,2001
tls,145,2002
tls,145,2003
tls,145,2004
tls,145,2005
tls,145,2006
tls,145,2007
tgo,136,1990
tgo,138,1991
tgo,140,1992
tgo,141,1993
tgo,143,1994
tgo,145,1995
tgo,147,1996
tgo,149,1997
tgo,152,1998
tgo,155,1999
tgo,158,2000
tgo,161,2001
tgo,164,2002
tgo,167,2003
tgo,171,2004
tgo,174,2005
tgo,178,2006
tgo,181,2007
tkl,31,1990
tkl,32,1991
tkl,32,1992
tkl,25,1993
tkl,0,1994
tkl,75,1995
tkl,0,1996
tkl,25,1997
tkl,25,1998
tkl,0,1999
tkl,0,2000
tkl,0,2001
tkl,25,2002
tkl,0,2003
tkl,25,2004
tkl,0,2005
tkl,0,2006
tkl,0,2007
ton,15,1990
ton,15,1991
ton,15,1992
ton,14,1993
ton,14,1994
ton,14,1995
ton,13,1996
ton,13,1997
ton,13,1998
ton,13,1999
ton,12,2000
ton,12,2001
ton,12,2002
ton,12,2003
ton,11,2004
ton,11,2005
ton,11,2006
ton,11,2007
tto,5,1990
tto,5,1991
tto,5,1992
tto,5,1993
tto,5,1994
tto,5,1995
tto,5,1996
tto,5,1997
tto,5,1998
tto,5,1999
tto,5,2000
tto,5,2001
tto,5,2002
tto,5,2003
tto,5,2004
tto,5,2005
tto,5,2006
tto,5,2007
tun,14,1990
tun,13,1991
tun,14,1992
tun,15,1993
tun,15,1994
tun,14,1995
tun,14,1996
tun,13,1997
tun,13,1998
tun,12,1999
tun,11,2000
tun,11,2001
tun,11,2002
tun,10,2003
tun,11,2004
tun,11,2005
tun,11,2006
tun,12,2007
tur,22,1990
tur,21,1991
tur,21,1992
tur,20,1993
tur,19,1994
tur,18,1995
tur,18,1996
tur,18,1997
tur,19,1998
tur,16,1999
tur,14,2000
tur,13,2001
tur,13,2002
tur,13,2003
tur,13,2004
tur,13,2005
tur,13,2006
tur,13,2007
tkm,29,1990
tkm,28,1991
tkm,29,1992
tkm,28,1993
tkm,27,1994
tkm,24,1995
tkm,27,1996
tkm,33,1997
tkm,40,1998
tkm,42,1999
tkm,42,2000
tkm,40,2001
tkm,38,2002
tkm,36,2003
tkm,34,2004
tkm,31,2005
tkm,31,2006
tkm,31,2007
tca,14,1990
tca,13,1991
tca,13,1992
tca,12,1993
tca,11,1994
tca,11,1995
tca,10,1996
tca,10,1997
tca,10,1998
tca,9,1999
tca,9,2000
tca,8,2001
tca,8,2002
tca,8,2003
tca,8,2004
