geo,population_density_per_square_km,time
gmb,108.5,1998
gmb,111.6,1999
gmb,114.8,2000
gmb,118.3,2001
gmb,121.8,2002
gmb,125.5,2003
gmb,129.3,2004
gmb,133.1,2005
gmb,137.0,2006
gmb,140.9,2007
gmb,144.9,2008
gmb,148.9,2009
gmb,153.0,2010
geo,50.6,1950
geo,51.43,1951
geo,52.32,1952
geo,53.23,1953
geo,54.16,1954
geo,55.09,1955
geo,56.01,1956
geo,56.92,1957
geo,57.83,1958
geo,58.75,1959
geo,59.68,1960
geo,60.62,1961
geo,61.58,1962
geo,62.52,1963
geo,63.41,1964
geo,64.24,1965
geo,65.0,1966
geo,65.68,1967
geo,66.32,1968
geo,66.94,1969
geo,67.54,1970
geo,68.14,1971
geo,68.74,1972
geo,69.33,1973
geo,69.89,1974
geo,70.42,1975
geo,70.9,1976
geo,71.35,1977
geo,71.8,1978
geo,72.27,1979
geo,72.78,1980
geo,73.34,1981
geo,73.91,1982
geo,74.52,1983
geo,75.17,1984
geo,75.85,1985
geo,76.61,1986
geo,77.4,1987
geo,78.07,1988
geo,78.42,1989
geo,78.34,1990
geo,77.74,1991
geo,76.7,1992
geo,75.38,1993
geo,74.0,1994
geo,72.73,1995
geo,71.63,1996
geo,70.65,1997
geo,69.78,1998
geo,68.94,1999
geo,68.09,2000
geo,67.22,2001
geo,66.37,2002
geo,65.56,2003
geo,64.84,2004
geo,64.23,2005
geo,63.74,2006
geo,63.36,2007
geo,63.04,2008
geo,62.75,2009
geo,62.44,2010
deu,191.5,1950
deu,192.5,1951
deu,193.5,1952
deu,194.6,1953
deu,195.8,1954
deu,197.0,1955
deu,198.2,1956
deu,199.5,1957
deu,200.9,1958
deu,202.4,1959
deu,204.0,1960
deu,205.7,1961
deu,207.5,1962
deu,209.3,1963
deu,211.1,1964
deu,212.8,1965
deu,214.3,1966
deu,215.7,1967
deu,217.0,1968
deu,218.1,1969
deu,218.9,1970
deu,219.6,1971
deu,220.0,1972
deu,220.3,1973
deu,220.4,1974
deu,220.4,1975
deu,220.3,1976
deu,220.2,1977
deu,219.9,1978
deu,219.7,1979
deu,219.3,1980
deu,218.8,1981
deu,218.3,1982
deu,217.9,1983
deu,217.6,1984
deu,217.6,1985
deu,217.9,1986
deu,218.4,1987
deu,219.2,1988
deu,220.3,1989
deu,221.6,1990
deu,223.1,1991
deu,224.9,1992
deu,226.7,1993
deu,228.3,1994
deu,229.5,1995
deu,230.2,1996
deu,230.6,1997
deu,230.7,1998
deu,230.6,1999
deu,230.7,2000
deu,230.8,2001
deu,230.9,2002
deu,231.0,2003
deu,231.1,2004
deu,231.2,2005
deu,231.2,2006
deu,231.1,2007
deu,231.0,2008
deu,230.8,2009
deu,230.5,2010
gha,20.88,1950
gha,21.33,1951
gha,21.92,1952
gha,22.61,1953
gha,23.35,1954
gha,24.12,1955
gha,24.92,1956
gha,25.72,1957
gha,26.55,1958
gha,27.39,1959
gha,28.27,1960
gha,29.17,1961
gha,30.1,1962
gha,31.02,1963
gha,31.91,1964
gha,32.73,1965
gha,33.48,1966
gha,34.17,1967
gha,34.84,1968
gha,35.57,1969
gha,36.4,1970
gha,37.36,1971
gha,38.43,1972
gha,39.56,1973
gha,40.63,1974
gha,41.6,1975
gha,42.42,1976
gha,43.14,1977
gha,43.86,1978
gha,44.71,1979
gha,45.79,1980
gha,47.15,1981
gha,48.73,1982
gha,50.47,1983
gha,52.25,1984
gha,53.96,1985
gha,55.6,1986
gha,57.18,1987
gha,58.74,1988
gha,60.34,1989
gha,62.02,1990
gha,63.79,1991
gha,65.63,1992
gha,67.52,1993
gha,69.4,1994
gha,71.26,1995
gha,73.07,1996
gha,74.85,1997
gha,76.64,1998
gha,78.46,1999
gha,80.35,2000
gha,82.3,2001
gha,84.33,2002
gha,86.41,2003
gha,88.54,2004
gha,90.72,2005
gha,92.94,2006
gha,95.22,2007
gha,97.53,2008
gha,99.88,2009
gha,102.3,2010
gib,3416.0,1950
gib,3440.0,1951
gib,3462.0,1952
gib,3479.0,1953
gib,3492.0,1954
gib,3502.0,1955
gib,3511.0,1956
gib,3520.0,1957
gib,3533.0,1958
gib,3554.0,1959
gib,3586.0,1960
gib,3631.0,1961
gib,3687.0,1962
gib,3750.0,1963
gib,3814.0,1964
gib,3875.0,1965
gib,3930.0,1966
gib,3982.0,1967
gib,4030.0,1968
gib,4072.0,1969
gib,4109.0,1970
gib,4140.0,1971
gib,4164.0,1972
gib,4186.0,1973
gib,4210.0,1974
gib,4240.0,1975
gib,4277.0,1976
gib,4320.0,1977
gib,4364.0,1978
gib,4401.0,1979
gib,4428.0,1980
gib,4441.0,1981
gib,4444.0,1982
gib,4441.0,1983
gib,4436.0,1984
gib,4435.0,1985
gib,4437.0,1986
gib,4442.0,1987
gib,4450.0,1988
gib,4460.0,1989
gib,4472.0,1990
gib,4487.0,1991
gib,4505.0,1992
gib,4524.0,1993
gib,4539.0,1994
gib,4547.0,1995
gib,4546.0,1996
gib,4538.0,1997
gib,4531.0,1998
gib,4536.0,1999
gib,4558.0,2000
gib,4602.0,2001
gib,4665.0,2002
gib,4735.0,2003
gib,4799.0,2004
gib,4846.0,2005
gib,4873.0,2006
gib,4883.0,2007
gib,4881.0,2008
gib,4876.0,2009
gib,4874.0,2010
grc,57.34,1950
grc,57.95,1951
grc,58.55,1952
grc,59.15,1953
grc,59.76,1954
grc,60.37,1955
grc,60.98,1956
grc,61.58,1957
grc,62.16,1958
grc,62.69,1959
grc,63.15,1960
grc,63.55,1961
grc,63.89,1962
grc,64.19,1963
grc,64.49,1964
grc,64.8,1965
grc,65.15,1966
grc,65.52,1967
grc,65.91,1968
grc,66.28,1969
grc,66.64,1970
grc,66.94,1971
grc,67.22,1972
grc,67.54,1973
grc,67.97,1974
grc,68.56,1975
grc,69.34,1976
grc,70.28,1977
grc,71.3,1978
grc,72.26,1979
grc,73.07,1980
grc,73.72,1981
grc,74.23,1982
grc,74.63,1983
grc,74.97,1984
grc,75.28,1985
grc,75.58,1986
grc,75.84,1987
grc,76.12,1988
grc,76.5,1989
grc,77.0,1990
grc,77.66,1991
grc,78.44,1992
grc,79.3,1993
grc,80.13,1994
grc,80.87,1995
grc,81.5,1996
grc,82.03,1997
grc,82.49,1998
grc,82.89,1999
grc,83.26,2000
grc,83.61,2001
grc,83.92,2002
grc,84.2,2003
grc,84.48,2004
grc,84.75,2005
grc,85.02,2006
grc,85.3,2007
grc,85.57,2008
grc,85.84,2009
grc,86.08,2010
grl,0.011,1950
grl,0.011,1951
grl,0.011,1952
grl,0.011,1953
grl,0.012,1954
grl,0.012,1955
grl,0.013,1956
grl,0.013,1957
grl,0.014,1958
grl,0.014,1959
grl,0.015,1960
grl,0.016,1961
grl,0.016,1962
grl,0.017,1963
grl,0.017,1964
grl,0.018,1965
grl,0.019,1966
grl,0.019,1967
grl,0.02,1968
grl,0.021,1969
grl,0.021,1970
grl,0.022,1971
grl,0.022,1972
grl,0.022,1973
grl,0.023,1974
grl,0.023,1975
grl,0.023,1976
grl,0.023,1977
grl,0.023,1978
grl,0.023,1979
grl,0.023,1980
grl,0.023,1981
grl,0.024,1982
grl,0.024,1983
grl,0.024,1984
grl,0.024,1985
grl,0.025,1986
grl,0.025,1987
grl,0.025,1988
grl,0.025,1989
grl,0.026,1990
grl,0.026,1991
grl,0.026,1992
grl,0.026,1993
grl,0.026,1994
grl,0.026,1995
grl,0.026,1996
grl,0.026,1997
grl,0.026,1998
grl,0.026,1999
grl,0.026,2000
grl,0.026,2001
grl,0.026,2002
grl,0.026,2003
grl,0.026,2004
grl,0.026,2005
grl,0.026,2006
grl,0.026,2007
grl,0.026,2008
grl,0.026,2009
grl,0.026,2010
grd,222.9,1950
grd,222.7,1951
grd,224.2,1952
grd,227.0,1953
grd,230.9,1954
grd,235.5,1955
grd,240.6,1956
grd,246.0,1957
grd,251.4,1958
grd,256.5,1959
grd,261.2,1960
grd,265.2,1961
grd,268.6,1962
grd,271.3,1963
grd,273.4,1964
grd,274.9,1965
grd,275.8,1966
grd,276.0,1967
grd,275.7,1968
grd,275.1,1969
grd,274.4,1970
grd,273.7,1971
grd,273.0,1972
grd,272.1,1973
grd,270.7,1974
grd,268.6,1975
grd,265.7,1976
grd,262.0,1977
grd,258.8,1978
grd,257.3,1979
grd,258.5,1980
grd,263.1,1981
grd,270.4,1982
grd,278.8,1983
grd,285.9,1984
grd,290.2,1985
grd,290.9,1986
grd,288.7,1987
grd,284.8,1988
grd,281.4,1989
grd,279.7,1990
grd,280.1,1991
grd,282.3,1992
grd,285.5,1993
grd,288.7,1994
grd,291.2,1995
grd,292.8,1996
grd,293.7,1997
grd,294.2,1998
grd,294.6,1999
grd,295.1,2000
grd,295.7,2001
grd,296.4,2002
grd,297.1,2003
grd,297.8,2004
grd,298.6,2005
grd,299.5,2006
grd,300.5,2007
grd,301.5,2008
grd,302.6,2009
grd,303.7,2010
glp,123.2,1950
glp,125.0,1951
glp,127.5,1952
glp,130.6,1953
glp,134.3,1954
glp,138.6,1955
glp,143.2,1956
glp,148.0,1957
glp,152.8,1958
glp,157.4,1959
glp,161.6,1960
glp,165.3,1961
glp,168.4,1962
glp,171.2,1963
glp,173.8,1964
glp,176.4,1965
glp,178.9,1966
glp,181.4,1967
glp,183.8,1968
glp,185.9,1969
glp,187.7,1970
glp,189.3,1971
glp,190.7,1972
glp,191.8,1973
glp,192.4,1974
glp,192.7,1975
glp,192.4,1976
glp,191.7,1977
glp,191.0,1978
glp,190.9,1979
glp,191.8,1980
glp,193.7,1981
glp,196.6,1982
glp,200.3,1983
glp,204.2,1984
glp,208.2,1985
glp,212.2,1986
glp,216.2,1987
glp,220.0,1988
glp,223.5,1989
glp,226.7,1990
glp,229.3,1991
glp,231.4,1992
glp,233.3,1993
glp,235.2,1994
glp,237.4,1995
glp,239.8,1996
glp,242.4,1997
glp,245.2,1998
glp,248.0,1999
glp,250.6,2000
glp,253.0,2001
glp,255.3,2002
glp,257.4,2003
glp,259.5,2004
glp,261.5,2005
glp,263.4,2006
glp,265.3,2007
glp,267.0,2008
glp,268.7,2009
glp,270.2,2010
gum,108.7,1950
gum,110.0,1951
gum,111.2,1952
gum,112.5,1953
gum,113.7,1954
gum,114.8,1955
gum,116.1,1956
gum,117.4,1957
gum,118.9,1958
gum,120.7,1959
gum,122.8,1960
gum,125.4,1961
gum,128.3,1962
gum,131.5,1963
gum,134.9,1964
gum,138.3,1965
gum,141.7,1966
gum,145.1,1967
gum,148.6,1968
gum,152.1,1969
gum,155.7,1970
gum,159.2,1971
gum,162.8,1972
gum,166.3,1973
gum,170.0,1974
gum,173.7,1975
gum,177.6,1976
gum,181.5,1977
gum,185.6,1978
gum,189.8,1979
gum,194.1,1980
gum,198.5,1981
gum,203.1,1982
gum,207.7,1983
gum,212.6,1984
gum,217.6,1985
gum,222.8,1986
gum,228.2,1987
gum,233.6,1988
gum,238.9,1989
gum,243.9,1990
gum,248.7,1991
gum,253.2,1992
gum,257.4,1993
gum,261.4,1994
gum,265.1,1995
gum,268.6,1996
gum,271.9,1997
gum,275.2,1998
gum,278.7,1999
gum,282.6,2000
gum,287.1,2001
gum,292.0,2002
gum,297.1,2003
gum,302.2,2004
gum,307.0,2005
gum,311.5,2006
gum,315.7,2007
gum,319.7,2008
gum,323.7,2009
gum,327.7,2010
gtm,28.89,1950
gtm,29.75,1951
gtm,30.61,1952
gtm,31.5,1953
gtm,32.4,1954
gtm,33.31,1955
gtm,34.24,1956
gtm,35.2,1957
gtm,36.17,1958
gtm,37.17,1959
gtm,38.19,1960
gtm,39.25,1961
gtm,40.33,1962
gtm,41.44,1963
gtm,42.58,1964
gtm,43.74,1965
gtm,44.93,1966
gtm,46.15,1967
gtm,47.41,1968
gtm,48.7,1969
gtm,50.03,1970
gtm,51.41,1971
gtm,52.83,1972
gtm,54.28,1973
gtm,55.74,1974
gtm,57.2,1975
gtm,58.65,1976
gtm,60.1,1977
gtm,61.57,1978
gtm,63.07,1979
gtm,64.62,1980
gtm,66.23,1981
gtm,67.9,1982
gtm,69.6,1983
gtm,71.32,1984
gtm,73.05,1985
gtm,74.79,1986
gtm,76.53,1987
gtm,78.29,1988
gtm,80.09,1989
gtm,81.95,1990
gtm,83.86,1991
gtm,85.82,1992
gtm,87.84,1993
gtm,89.89,1994
gtm,91.98,1995
gtm,94.1,1996
gtm,96.26,1997
gtm,98.48,1998
gtm,100.8,1999
gtm,103.2,2000
gtm,105.7,2001
gtm,108.4,2002
gtm,111.1,2003
gtm,113.9,2004
gtm,116.8,2005
gtm,119.7,2006
gtm,122.7,2007
gtm,125.7,2008
gtm,128.9,2009
gtm,132.1,2010
gin,12.58,1950
gin,12.77,1951
gin,12.94,1952
gin,13.1,1953
gin,13.26,1954
gin,13.42,1955
gin,13.6,1956
gin,13.79,1957
gin,13.99,1958
gin,14.19,1959
gin,14.4,1960
gin,14.61,1961
gin,14.83,1962
gin,15.05,1963
gin,15.29,1964
gin,15.55,1965
gin,15.83,1966
gin,16.12,1967
gin,16.41,1968
gin,16.68,1969
gin,16.89,1970
gin,17.07,1971
gin,17.2,1972
gin,17.3,1973
gin,17.37,1974
gin,17.44,1975
gin,17.49,1976
gin,17.54,1977
gin,17.61,1978
gin,17.73,1979
gin,17.92,1980
gin,18.21,1981
gin,18.59,1982
gin,19.04,1983
gin,19.52,1984
gin,20.03,1985
gin,20.52,1986
gin,21.03,1987
gin,21.62,1988
gin,22.4,1989
gin,23.43,1990
gin,24.75,1991
gin,26.3,1992
gin,27.95,1993
gin,29.49,1994
gin,30.77,1995
gin,31.75,1996
gin,32.47,1997
gin,33.0,1998
gin,33.46,1999
gin,33.94,2000
gin,34.46,2001
gin,35.0,2002
gin,35.56,2003
gin,36.16,2004
gin,36.77,2005
gin,37.43,2006
gin,38.13,2007
gin,38.88,2008
gin,39.7,2009
gin,40.6,2010
gnb,14.34,1950
gnb,14.6,1951
gnb,14.88,1952
gnb,15.16,1953
gnb,15.43,1954
gnb,15.67,1955
gnb,15.89,1956
gnb,16.07,1957
gnb,16.22,1958
gnb,16.33,1959
gnb,16.42,1960
gnb,16.49,1961
gnb,16.54,1962
gnb,16.56,1963
gnb,16.56,1964
gnb,16.55,1965
gnb,16.51,1966
gnb,16.46,1967
gnb,16.45,1968
gnb,16.51,1969
gnb,16.69,1970
gnb,16.99,1971
gnb,17.41,1972
gnb,17.93,1973
gnb,18.54,1974
gnb,19.21,1975
gnb,19.96,1976
gnb,20.78,1977
gnb,21.61,1978
gnb,22.4,1979
gnb,23.1,1980
gnb,23.7,1981
gnb,24.2,1982
gnb,24.64,1983
gnb,25.07,1984
gnb,25.52,1985
gnb,26.0,1986
gnb,26.51,1987
gnb,27.04,1988
gnb,27.59,1989
gnb,28.14,1990
gnb,28.72,1991
gnb,29.31,1992
gnb,29.92,1993
gnb,30.53,1994
gnb,31.15,1995
gnb,31.78,1996
gnb,32.41,1997
gnb,33.04,1998
gnb,33.69,1999
gnb,34.34,2000
gnb,35.01,2001
gnb,35.7,2002
gnb,36.4,2003
gnb,37.12,2004
gnb,37.86,2005
gnb,38.63,2006
gnb,39.42,2007
gnb,40.24,2008
gnb,41.08,2009
gnb,41.94,2010
guy,1.891,1950
guy,1.97,1951
guy,2.043,1952
guy,2.112,1953
guy,2.18,1954
guy,2.248,1955
guy,2.317,1956
guy,2.388,1957
guy,2.46,1958
guy,2.533,1959
guy,2.606,1960
guy,2.679,1961
guy,2.752,1962
guy,2.826,1963
guy,2.901,1964
guy,2.979,1965
guy,3.06,1966
guy,3.143,1967
guy,3.224,1968
guy,3.295,1969
guy,3.353,1970
guy,3.395,1971
guy,3.423,1972
guy,3.442,1973
guy,3.461,1974
guy,3.483,1975
guy,3.513,1976
guy,3.547,1977
guy,3.58,1978
guy,3.604,1979
guy,3.614,1980
guy,3.608,1981
guy,3.589,1982
guy,3.561,1983
guy,3.528,1984
guy,3.496,1985
guy,3.466,1986
guy,3.436,1987
guy,3.409,1988
guy,3.387,1989
guy,3.372,1990
guy,3.365,1991
guy,3.366,1992
guy,3.372,1993
guy,3.38,1994
guy,3.386,1995
guy,3.391,1996
guy,3.395,1997
guy,3.398,1998
guy,3.403,1999
guy,3.41,2000
guy,3.421,2001
guy,3.433,2002
guy,3.447,2003
guy,3.46,2004
guy,3.471,2005
guy,3.481,2006
guy,3.489,2007
guy,3.496,2008
guy,3.503,2009
guy,3.51,2010
hti,116.1,1950
hti,118.0,1951
hti,120.1,1952
hti,122.2,1953
hti,124.4,1954
hti,126.7,1955
hti,129.0,1956
hti,131.5,1957
hti,134.0,1958
hti,136.7,1959
hti,139.4,1960
hti,142.2,1961
hti,145.0,1962
hti,147.9,1963
hti,150.9,1964
hti,154.0,1965
hti,157.1,1966
hti,160.2,1967
hti,163.4,1968
hti,166.6,1969
hti,169.7,1970
hti,172.8,1971
hti,175.8,1972
hti,178.8,1973
hti,181.9,1974
hti,185.3,1975
hti,188.8,1976
hti,192.5,1977
hti,196.4,1978
hti,200.5,1979
hti,205.0,1980
hti,209.7,1981
hti,214.7,1982
hti,219.9,1983
hti,225.2,1984
hti,230.5,1985
hti,235.7,1986
hti,240.9,1987
hti,246.2,1988
hti,251.4,1989
hti,256.8,1990
hti,262.1,1991
hti,267.5,1992
hti,272.9,1993
hti,278.4,1994
hti,283.9,1995
hti,289.4,1996
hti,295.0,1997
hti,300.6,1998
hti,306.1,1999
hti,311.5,2000
hti,316.8,2001
hti,322.0,2002
hti,327.0,2003
hti,332.0,2004
hti,336.8,2005
hti,341.6,2006
hti,346.3,2007
hti,350.9,2008
hti,355.5,2009
hti,360.1,2010
hos,2057.0,1950
hos,2016.0,1951
hos,2009.0,1952
hos,2020.0,1953
hos,2039.0,1954
hos,2057.0,1955
hos,2068.0,1956
hos,2073.0,1957
hos,2070.0,1958
hos,2064.0,1959
hos,2059.0,1960
hos,2055.0,1961
hos,2048.0,1962
hos,2036.0,1963
hos,2002.0,1964
hos,1943.0,1965
hos,1857.0,1966
hos,1743.0,1967
hos,1625.0,1968
hos,1527.0,1969
hos,1473.0,1970
hos,1464.0,1971
hos,1500.0,1972
hos,1557.0,1973
hos,1616.0,1974
hos,1657.0,1975
hos,1675.0,1976
hos,1675.0,1977
hos,1666.0,1978
hos,1655.0,1979
hos,1650.0,1980
hos,1655.0,1981
hos,1661.0,1982
hos,1673.0,1983
hos,1686.0,1984
hos,1698.0,1985
hos,1709.0,1986
hos,1720.0,1987
hos,1732.0,1988
hos,1741.0,1989
hos,1750.0,1990
hos,1755.0,1991
hos,1757.0,1992
hos,1759.0,1993
hos,1764.0,1994
hos,1775.0,1995
hos,1798.0,1996
hos,1827.0,1997
hos,1850.0,1998
hos,1839.0,1999
hos,1789.0,2000
hos,1686.0,2001
hos,1541.0,2002
hos,1380.0,2003
hos,1230.0,2004
hos,1118.0,2005
hos,1050.0,2006
hos,1023.0,2007
hos,1023.0,2008
hos,1034.0,2009
hos,1041.0,2010
hnd,13.27,1950
hnd,13.61,1951
hnd,13.99,1952
hnd,14.41,1953
hnd,14.85,1954
hnd,15.31,1955
hnd,15.78,1956
hnd,16.26,1957
hnd,16.76,1958
hnd,17.28,1959
hnd,17.84,1960
hnd,18.43,1961
hnd,19.06,1962
hnd,19.7,1963
hnd,20.34,1964
hnd,20.96,1965
hnd,21.56,1966
hnd,22.15,1967
hnd,22.74,1968
hnd,23.35,1969
hnd,23.98,1970
hnd,24.65,1971
hnd,25.35,1972
hnd,26.09,1973
hnd,26.86,1974
hnd,27.68,1975
hnd,28.54,1976
hnd,29.45,1977
hnd,30.39,1978
hnd,31.37,1979
hnd,32.36,1980
hnd,33.38,1981
hnd,34.43,1982
hnd,35.49,1983
hnd,36.58,1984
hnd,37.7,1985
hnd,38.85,1986
hnd,40.02,1987
hnd,41.2,1988
hnd,42.41,1989
hnd,43.62,1990
hnd,44.85,1991
hnd,46.08,1992
hnd,47.32,1993
hnd,48.54,1994
hnd,49.74,1995
hnd,50.91,1996
hnd,52.06,1997
hnd,53.2,1998
hnd,54.33,1999
hnd,55.48,2000
hnd,56.63,2001
hnd,57.79,2002
hnd,58.97,2003
hnd,60.16,2004
hnd,61.37,2005
hnd,62.61,2006
hnd,63.87,2007
hnd,65.15,2008
hnd,66.47,2009
hnd,67.81,2010
hkg,1796.0,1950
hkg,1853.0,1951
hkg,1941.0,1952
hkg,2047.0,1953
hkg,2157.0,1954
hkg,2266.0,1955
hkg,2369.0,1956
hkg,2469.0,1957
hkg,2569.0,1958
hkg,2677.0,1959
hkg,2799.0,1960
hkg,2937.0,1961
hkg,3086.0,1962
hkg,3234.0,1963
hkg,3362.0,1964
hkg,3459.0,1965
hkg,3520.0,1966
hkg,3550.0,1967
hkg,3562.0,1968
hkg,3575.0,1969
hkg,3602.0,1970
hkg,3645.0,1971
hkg,3702.0,1972
hkg,3774.0,1973
hkg,3861.0,1974
hkg,3963.0,1975
hkg,4082.0,1976
hkg,4216.0,1977
hkg,4355.0,1978
hkg,4486.0,1979
hkg,4598.0,1980
hkg,4688.0,1981
hkg,4758.0,1982
hkg,4814.0,1983
hkg,4868.0,1984
hkg,4927.0,1985
hkg,4993.0,1986
hkg,5063.0,1987
hkg,5136.0,1988
hkg,5207.0,1989
hkg,5272.0,1990
hkg,5329.0,1991
hkg,5381.0,1992
hkg,5436.0,1993
hkg,5503.0,1994
hkg,5591.0,1995
hkg,5704.0,1996
hkg,5836.0,1997
hkg,5973.0,1998
hkg,6090.0,1999
hkg,6172.0,2000
hkg,6214.0,2001
hkg,6221.0,2002
hkg,6208.0,2003
hkg,6194.0,2004
hkg,6196.0,2005
hkg,6217.0,2006
hkg,6254.0,2007
hkg,6302.0,2008
hkg,6358.0,2009
hkg,6418.0,2010
hun,100.4,1950
hun,101.9,1951
hun,103.1,1952
hun,104.2,1953
hun,105.0,1954
hun,105.6,1955
hun,106.1,1956
hun,106.5,1957
hun,106.8,1958
hun,107.0,1959
hun,107.3,1960
hun,107.6,1961
hun,107.9,1962
hun,108.3,1963
hun,108.6,1964
hun,109.0,1965
hun,109.4,1966
hun,109.7,1967
hun,110.1,1968
hun,110.5,1969
hun,110.9,1970
hun,111.3,1971
hun,111.7,1972
hun,112.2,1973
hun,112.6,1974
hun,113.1,1975
hun,113.6,1976
hun,114.1,1977
hun,114.5,1978
hun,114.9,1979
hun,115.0,1980
hun,114.9,1981
hun,114.6,1982
hun,114.2,1983
hun,113.8,1984
hun,113.3,1985
hun,112.9,1986
hun,112.5,1987
hun,112.1,1988
hun,111.8,1989
hun,111.5,1990
hun,111.4,1991
hun,111.3,1992
hun,111.2,1993
hun,111.2,1994
hun,111.1,1995
hun,110.9,1996
hun,110.6,1997
hun,110.3,1998
hun,110.0,1999
hun,109.8,2000
hun,109.5,2001
hun,109.2,2002
hun,108.9,2003
hun,108.7,2004
hun,108.4,2005
hun,108.2,2006
hun,107.9,2007
hun,107.7,2008
hun,107.5,2009
hun,107.3,2010
isl,1.388,1950
isl,1.411,1951
isl,1.437,1952
isl,1.467,1953
isl,1.5,1954
isl,1.534,1955
isl,1.569,1956
isl,1.604,1957
isl,1.639,1958
isl,1.674,1959
isl,1.709,1960
isl,1.742,1961
isl,1.775,1962
isl,1.807,1963
isl,1.836,1964
isl,1.864,1965
isl,1.889,1966
isl,1.913,1967
isl,1.935,1968
isl,1.957,1969
isl,1.982,1970
isl,2.008,1971
isl,2.036,1972
isl,2.065,1973
isl,2.092,1974
isl,2.117,1975
isl,2.138,1976
isl,2.158,1977
isl,2.176,1978
isl,2.194,1979
isl,2.215,1980
isl,2.238,1981
isl,2.263,1982
isl,2.29,1983
isl,2.317,1984
isl,2.344,1985
isl,2.37,1986
isl,2.396,1987
isl,2.423,1988
isl,2.448,1989
isl,2.474,1990
isl,2.499,1991
isl,2.523,1992
isl,2.547,1993
isl,2.572,1994
isl,2.597,1995
isl,2.623,1996
isl,2.649,1997
isl,2.676,1998
isl,2.703,1999
isl,2.73,2000
isl,2.757,2001
isl,2.784,2002
isl,2.813,2003
isl,2.845,2004
isl,2.881,2005
isl,2.922,2006
isl,2.968,2007
isl,3.016,2008
isl,3.064,2009
isl,3.108,2010
ind,113.1,1950
ind,115.0,1951
ind,117.1,1952
ind,119.2,1953
ind,121.3,1954
ind,123.6,1955
ind,126.0,1956
ind,128.4,1957
ind,130.9,1958
ind,133.5,1959
ind,136.2,1960
ind,139.0,1961
ind,141.9,1962
ind,144.8,1963
ind,147.9,1964
ind,151.0,1965
ind,154.3,1966
ind,157.6,1967
ind,161.1,1968
ind,164.7,1969
ind,168.5,1970
ind,172.4,1971
ind,176.4,1972
ind,180.6,1973
ind,184.8,1974
ind,189.2,1975
ind,193.8,1976
ind,198.4,1977
ind,203.2,1978
ind,208.0,1979
ind,213.0,1980
ind,218.0,1981
ind,223.0,1982
ind,228.2,1983
ind,233.4,1984
ind,238.6,1985
ind,244.0,1986
ind,249.4,1987
ind,254.8,1988
ind,260.3,1989
ind,265.8,1990
ind,271.3,1991
ind,276.8,1992
ind,282.4,1993
ind,287.9,1994
ind,293.4,1995
ind,298.9,1996
ind,304.4,1997
ind,309.8,1998
ind,315.2,1999
ind,320.6,2000
ind,325.9,2001
ind,331.2,2002
ind,336.4,2003
ind,341.6,2004
ind,346.8,2005
ind,352.0,2006
ind,357.1,2007
ind,362.3,2008
ind,367.4,2009
ind,372.5,2010
idn,39.29,1950
idn,39.89,1951
idn,40.56,1952
idn,41.31,1953
idn,42.12,1954
idn,43.0,1955
idn,43.95,1956
idn,44.95,1957
idn,46.01,1958
idn,47.12,1959
idn,48.28,1960
idn,49.47,1961
idn,50.71,1962
idn,51.99,1963
idn,53.31,1964
idn,54.68,1965
idn,56.1,1966
idn,57.55,1967
idn,59.05,1968
idn,60.58,1969
idn,62.15,1970
idn,63.74,1971
idn,65.37,1972
idn,67.03,1973
idn,68.71,1974
idn,70.41,1975
idn,72.13,1976
idn,73.87,1977
idn,75.62,1978
idn,77.39,1979
idn,79.19,1980
idn,81.0,1981
idn,82.83,1982
idn,84.66,1983
idn,86.48,1984
idn,88.27,1985
idn,90.03,1986
idn,91.76,1987
idn,93.46,1988
idn,95.14,1989
idn,96.79,1990
idn,98.42,1991
idn,100.0,1992
idn,101.6,1993
idn,103.2,1994
idn,104.7,1995
idn,106.2,1996
idn,107.7,1997
idn,109.1,1998
idn,110.6,1999
idn,112.0,2000
idn,113.5,2001
idn,115.0,2002
idn,116.5,2003
idn,117.9,2004
idn,119.3,2005
idn,120.7,2006
idn,122.1,2007
idn,123.4,2008
idn,124.7,2009
idn,125.9,2010
irn,10.57,1950
irn,10.78,1951
irn,11.01,1952
irn,11.26,1953
irn,11.52,1954
irn,11.79,1955
irn,12.08,1956
irn,12.38,1957
irn,12.69,1958
irn,13.01,1959
irn,13.35,1960
irn,13.7,1961
irn,14.05,1962
irn,14.43,1963
irn,14.81,1964
irn,15.21,1965
irn,15.62,1966
irn,16.05,1967
irn,16.49,1968
irn,16.93,1969
irn,17.39,1970
irn,17.85,1971
irn,18.32,1972
irn,18.81,1973
irn,19.33,1974
irn,19.9,1975
irn,20.5,1976
irn,21.15,1977
irn,21.84,1978
irn,22.59,1979
irn,23.41,1980
irn,24.28,1981
irn,25.2,1982
irn,26.17,1983
irn,27.18,1984
irn,28.21,1985
irn,29.28,1986
irn,30.37,1987
irn,31.43,1988
irn,32.42,1989
irn,33.29,1990
irn,34.02,1991
irn,34.62,1992
irn,35.15,1993
irn,35.68,1994
irn,36.26,1995
irn,36.9,1996
irn,37.59,1997
irn,38.3,1998
irn,39.0,1999
irn,39.65,2000
irn,40.23,2001
irn,40.78,2002
irn,41.3,2003
irn,41.8,2004
irn,42.31,2005
irn,42.82,2006
irn,43.34,2007
irn,43.86,2008
irn,44.37,2009
