geo,population_density_per_square_km,time
spm,21.86,1968
spm,22.2,1969
spm,22.55,1970
spm,22.93,1971
spm,23.32,1972
spm,23.7,1973
spm,24.04,1974
spm,24.31,1975
spm,24.5,1976
spm,24.62,1977
spm,24.68,1978
spm,24.73,1979
spm,24.79,1980
spm,24.86,1981
spm,24.93,1982
spm,25.02,1983
spm,25.12,1984
spm,25.24,1985
spm,25.38,1986
spm,25.53,1987
spm,25.69,1988
spm,25.84,1989
spm,25.95,1990
spm,26.02,1991
spm,26.05,1992
spm,26.05,1993
spm,26.05,1994
spm,26.04,1995
spm,26.03,1996
spm,26.02,1997
spm,26.0,1998
spm,25.97,1999
spm,25.91,2000
spm,25.82,2001
spm,25.71,2002
spm,25.59,2003
spm,25.47,2004
spm,25.36,2005
spm,25.26,2006
spm,25.16,2007
spm,25.09,2008
spm,25.03,2009
spm,24.98,2010
wsm,29.0,1950
wsm,29.73,1951
wsm,30.52,1952
wsm,31.37,1953
wsm,32.28,1954
wsm,33.25,1955
wsm,34.28,1956
wsm,35.36,1957
wsm,36.49,1958
wsm,37.65,1959
wsm,38.83,1960
wsm,40.02,1961
wsm,41.22,1962
wsm,42.43,1963
wsm,43.63,1964
wsm,44.84,1965
wsm,46.03,1966
wsm,47.21,1967
wsm,48.34,1968
wsm,49.38,1969
wsm,50.28,1970
wsm,51.05,1971
wsm,51.69,1972
wsm,52.22,1973
wsm,52.69,1974
wsm,53.12,1975
wsm,53.52,1976
wsm,53.9,1977
wsm,54.24,1978
wsm,54.53,1979
wsm,54.76,1980
wsm,54.92,1981
wsm,55.05,1982
wsm,55.15,1983
wsm,55.27,1984
wsm,55.43,1985
wsm,55.65,1986
wsm,55.91,1987
wsm,56.23,1988
wsm,56.59,1989
wsm,56.98,1990
wsm,57.4,1991
wsm,57.86,1992
wsm,58.34,1993
wsm,58.87,1994
wsm,59.43,1995
wsm,60.04,1996
wsm,60.67,1997
wsm,61.3,1998
wsm,61.88,1999
wsm,62.36,2000
wsm,62.75,2001
wsm,63.05,2002
wsm,63.28,2003
wsm,63.48,2004
wsm,63.66,2005
wsm,63.85,2006
wsm,64.03,2007
wsm,64.22,2008
wsm,64.43,2009
wsm,64.67,2010
smr,209.5,1950
smr,211.8,1951
smr,214.6,1952
smr,217.8,1953
smr,221.6,1954
smr,225.7,1955
smr,230.2,1956
smr,235.1,1957
smr,240.5,1958
smr,246.2,1959
smr,252.3,1960
smr,258.8,1961
smr,265.5,1962
smr,272.4,1963
smr,279.2,1964
smr,285.9,1965
smr,292.4,1966
smr,298.8,1967
smr,304.7,1968
smr,309.8,1969
smr,313.7,1970
smr,316.4,1971
smr,318.0,1972
smr,319.1,1973
smr,320.7,1974
smr,323.5,1975
smr,327.7,1976
smr,333.0,1977
smr,339.1,1978
smr,345.1,1979
smr,350.8,1980
smr,355.9,1981
smr,360.5,1982
smr,364.8,1983
smr,369.1,1984
smr,373.4,1985
smr,377.7,1986
smr,382.0,1987
smr,386.4,1988
smr,390.9,1989
smr,395.6,1990
smr,400.7,1991
smr,406.0,1992
smr,411.4,1993
smr,416.5,1994
smr,421.0,1995
smr,424.5,1996
smr,427.5,1997
smr,430.7,1998
smr,435.3,1999
smr,442.1,2000
smr,451.5,2001
smr,463.1,2002
smr,475.6,2003
smr,487.2,2004
smr,496.7,2005
smr,503.6,2006
smr,508.3,2007
smr,511.4,2008
smr,514.1,2009
smr,517.0,2010
stp,62.24,1950
stp,61.36,1951
stp,60.64,1952
stp,60.28,1953
stp,60.39,1954
stp,60.97,1955
stp,61.98,1956
stp,63.27,1957
stp,64.64,1958
stp,65.83,1959
stp,66.65,1960
stp,66.97,1961
stp,66.88,1962
stp,66.64,1963
stp,66.67,1964
stp,67.22,1965
stp,68.42,1966
stp,70.16,1967
stp,72.25,1968
stp,74.39,1969
stp,76.38,1970
stp,78.15,1971
stp,79.77,1972
stp,81.36,1973
stp,83.13,1974
stp,85.19,1975
stp,87.6,1976
stp,90.29,1977
stp,93.09,1978
stp,95.79,1979
stp,98.22,1980
stp,100.3,1981
stp,102.2,1982
stp,103.9,1983
stp,105.7,1984
stp,107.7,1985
stp,110.0,1986
stp,112.5,1987
stp,115.2,1988
stp,117.9,1989
stp,120.5,1990
stp,122.9,1991
stp,125.3,1992
stp,127.7,1993
stp,130.2,1994
stp,132.7,1995
stp,135.4,1996
stp,138.1,1997
stp,140.9,1998
stp,143.6,1999
stp,146.3,2000
stp,148.8,2001
stp,151.2,2002
stp,153.6,2003
stp,155.9,2004
stp,158.3,2005
stp,160.8,2006
stp,163.2,2007
stp,165.8,2008
stp,168.6,2009
stp,171.6,2010
sau,1.452,1950
sau,1.486,1951
sau,1.523,1952
sau,1.563,1953
sau,1.603,1954
sau,1.644,1955
sau,1.686,1956
sau,1.73,1957
sau,1.776,1958
sau,1.826,1959
sau,1.88,1960
sau,1.94,1961
sau,2.006,1962
sau,2.076,1963
sau,2.15,1964
sau,2.227,1965
sau,2.306,1966
sau,2.39,1967
sau,2.479,1968
sau,2.577,1969
sau,2.685,1970
sau,2.804,1971
sau,2.936,1972
sau,3.081,1973
sau,3.241,1974
sau,3.417,1975
sau,3.608,1976
sau,3.815,1977
sau,4.04,1978
sau,4.288,1979
sau,4.559,1980
sau,4.857,1981
sau,5.176,1982
sau,5.506,1983
sau,5.834,1984
sau,6.15,1985
sau,6.448,1986
sau,6.731,1987
sau,6.999,1988
sau,7.257,1989
sau,7.508,1990
sau,7.754,1991
sau,7.996,1992
sau,8.224,1993
sau,8.428,1994
sau,8.602,1995
sau,8.739,1996
sau,8.848,1997
sau,8.958,1998
sau,9.108,1999
sau,9.325,2000
sau,9.621,2001
sau,9.984,2002
sau,10.39,2003
sau,10.8,2004
sau,11.18,2005
sau,11.54,2006
sau,11.86,2007
sau,12.17,2008
sau,12.47,2009
sau,12.77,2010
sen,12.28,1950
sen,12.53,1951
sen,12.78,1952
sen,13.05,1953
sen,13.33,1954
sen,13.64,1955
sen,13.97,1956
sen,14.32,1957
sen,14.7,1958
sen,15.09,1959
sen,15.49,1960
sen,15.91,1961
sen,16.35,1962
sen,16.81,1963
sen,17.3,1964
sen,17.82,1965
sen,18.36,1966
sen,18.94,1967
sen,19.54,1968
sen,20.17,1969
sen,20.82,1970
sen,21.51,1971
sen,22.22,1972
sen,22.94,1973
sen,23.65,1974
sen,24.33,1975
sen,24.97,1976
sen,25.59,1977
sen,26.2,1978
sen,26.84,1979
sen,27.52,1980
sen,28.26,1981
sen,29.05,1982
sen,29.89,1983
sen,30.76,1984
sen,31.68,1985
sen,32.64,1986
sen,33.63,1987
sen,34.66,1988
sen,35.72,1989
sen,36.81,1990
sen,37.93,1991
sen,39.08,1992
sen,40.23,1993
sen,41.39,1994
sen,42.54,1995
sen,43.67,1996
sen,44.8,1997
sen,45.93,1998
sen,47.1,1999
sen,48.32,2000
sen,49.61,2001
sen,50.95,2002
sen,52.35,2003
sen,53.79,2004
sen,55.27,2005
sen,56.78,2006
sen,58.33,2007
sen,59.92,2008
sen,61.54,2009
sen,63.2,2010
srb,76.19,1950
srb,77.41,1951
srb,78.57,1952
srb,79.67,1953
srb,80.7,1954
srb,81.68,1955
srb,82.6,1956
srb,83.46,1957
srb,84.28,1958
srb,85.07,1959
srb,85.82,1960
srb,86.56,1961
srb,87.27,1962
srb,87.96,1963
srb,88.64,1964
srb,89.28,1965
srb,89.91,1966
srb,90.53,1967
srb,91.15,1968
srb,91.8,1969
srb,92.49,1970
srb,93.23,1971
srb,94.02,1972
srb,94.85,1973
srb,95.71,1974
srb,96.61,1975
srb,97.53,1976
srb,98.48,1977
srb,99.44,1978
srb,100.4,1979
srb,101.2,1980
srb,102.1,1981
srb,102.9,1982
srb,103.6,1983
srb,104.3,1984
srb,104.9,1985
srb,105.5,1986
srb,106.0,1987
srb,106.5,1988
srb,107.3,1989
srb,108.3,1990
srb,109.7,1991
srb,111.3,1992
srb,113.0,1993
srb,114.5,1994
srb,115.5,1995
srb,116.0,1996
srb,116.0,1997
srb,115.7,1998
srb,115.3,1999
srb,114.7,2000
srb,114.0,2001
srb,113.3,2002
srb,112.6,2003
srb,112.0,2004
srb,111.5,2005
srb,111.3,2006
srb,111.3,2007
srb,111.4,2008
srb,111.5,2009
srb,111.5,2010
syc,79.83,1950
syc,81.08,1951
syc,82.31,1952
syc,83.47,1953
syc,84.53,1954
syc,85.49,1955
syc,86.4,1956
syc,87.32,1957
syc,88.34,1958
syc,89.56,1959
syc,91.08,1960
syc,92.94,1961
syc,95.12,1962
syc,97.5,1963
syc,99.93,1964
syc,102.3,1965
syc,104.5,1966
syc,106.7,1967
syc,108.9,1968
syc,111.1,1969
syc,113.5,1970
syc,116.1,1971
syc,118.9,1972
syc,121.7,1973
syc,124.4,1974
syc,127.0,1975
syc,129.5,1976
syc,131.8,1977
syc,134.0,1978
syc,136.0,1979
syc,138.0,1980
syc,139.9,1981
syc,141.8,1982
syc,143.5,1983
syc,145.3,1984
syc,147.1,1985
syc,148.9,1986
syc,150.7,1987
syc,152.6,1988
syc,154.4,1989
syc,156.1,1990
syc,157.8,1991
syc,159.4,1992
syc,161.1,1993
syc,162.7,1994
syc,164.3,1995
syc,165.9,1996
syc,167.5,1997
syc,169.2,1998
syc,171.0,1999
syc,172.9,2000
syc,175.0,2001
syc,177.2,2002
syc,179.5,2003
syc,181.6,2004
syc,183.5,2005
syc,185.3,2006
syc,186.8,2007
syc,188.1,2008
syc,189.2,2009
syc,190.1,2010
sle,26.42,1950
sle,26.77,1951
sle,27.13,1952
sle,27.5,1953
sle,27.89,1954
sle,28.29,1955
sle,28.7,1956
sle,29.12,1957
sle,29.56,1958
sle,30.02,1959
sle,30.49,1960
sle,30.97,1961
sle,31.47,1962
sle,31.99,1963
sle,32.53,1964
sle,33.08,1965
sle,33.66,1966
sle,34.26,1967
sle,34.87,1968
sle,35.5,1969
sle,36.15,1970
sle,36.8,1971
sle,37.48,1972
sle,38.17,1973
sle,38.9,1974
sle,39.66,1975
sle,40.47,1976
sle,41.31,1977
sle,42.2,1978
sle,43.12,1979
sle,44.07,1980
sle,45.04,1981
sle,46.01,1982
sle,47.03,1983
sle,48.13,1984
sle,49.35,1985
sle,50.73,1986
sle,52.23,1987
sle,53.66,1988
sle,54.81,1989
sle,55.5,1990
sle,55.69,1991
sle,55.47,1992
sle,55.02,1993
sle,54.57,1994
sle,54.34,1995
sle,54.34,1996
sle,54.55,1997
sle,55.11,1998
sle,56.15,1999
sle,57.75,2000
sle,59.99,2001
sle,62.8,2002
sle,65.93,2003
sle,69.03,2004
sle,71.83,2005
sle,74.26,2006
sle,76.36,2007
sle,78.23,2008
sle,80.0,2009
sle,81.79,2010
sgp,1496.0,1950
sgp,1564.0,1951
sgp,1640.0,1952
sgp,1725.0,1953
sgp,1816.0,1954
sgp,1912.0,1955
sgp,2010.0,1956
sgp,2110.0,1957
sgp,2208.0,1958
sgp,2303.0,1959
sgp,2392.0,1960
sgp,2475.0,1961
sgp,2551.0,1962
sgp,2622.0,1963
sgp,2688.0,1964
sgp,2752.0,1965
sgp,2813.0,1966
sgp,2870.0,1967
sgp,2926.0,1968
sgp,2981.0,1969
sgp,3037.0,1970
sgp,3094.0,1971
sgp,3152.0,1972
sgp,3209.0,1973
sgp,3263.0,1974
sgp,3313.0,1975
sgp,3355.0,1976
sgp,3394.0,1977
sgp,3432.0,1978
sgp,3478.0,1979
sgp,3535.0,1980
sgp,3607.0,1981
sgp,3690.0,1982
sgp,3782.0,1983
sgp,3875.0,1984
sgp,3966.0,1985
sgp,4051.0,1986
sgp,4133.0,1987
sgp,4217.0,1988
sgp,4310.0,1989
sgp,4417.0,1990
sgp,4538.0,1991
sgp,4672.0,1992
sgp,4813.0,1993
sgp,4957.0,1994
sgp,5098.0,1995
sgp,5237.0,1996
sgp,5374.0,1997
sgp,5507.0,1998
sgp,5629.0,1999
sgp,5738.0,2000
sgp,5829.0,2001
sgp,5904.0,2002
sgp,5983.0,2003
sgp,6091.0,2004
sgp,6246.0,2005
sgp,6457.0,2006
sgp,6713.0,2007
sgp,6987.0,2008
sgp,7241.0,2009
sgp,7447.0,2010
svk,70.09,1950
svk,71.27,1951
svk,72.56,1952
svk,73.94,1953
svk,75.36,1954
svk,76.79,1955
svk,78.21,1956
svk,79.6,1957
svk,80.95,1958
svk,82.25,1959
svk,83.49,1960
svk,84.67,1961
svk,85.78,1962
svk,86.81,1963
svk,87.75,1964
svk,88.6,1965
svk,89.35,1966
svk,90.02,1967
svk,90.65,1968
svk,91.28,1969
svk,91.97,1970
svk,92.71,1971
svk,93.52,1972
svk,94.38,1973
svk,95.28,1974
svk,96.22,1975
svk,97.21,1976
svk,98.23,1977
svk,99.26,1978
svk,100.3,1979
svk,101.2,1980
svk,102.0,1981
svk,102.8,1982
svk,103.6,1983
svk,104.2,1984
svk,104.9,1985
svk,105.5,1986
svk,106.0,1987
svk,106.5,1988
svk,107.0,1989
svk,107.5,1990
svk,107.9,1991
svk,108.4,1992
svk,108.8,1993
svk,109.2,1994
svk,109.5,1995
svk,109.7,1996
svk,109.9,1997
svk,110.1,1998
svk,110.2,1999
svk,110.2,2000
svk,110.3,2001
svk,110.3,2002
svk,110.3,2003
svk,110.4,2004
svk,110.4,2005
svk,110.6,2006
svk,110.8,2007
svk,111.0,2008
svk,111.2,2009
svk,111.4,2010
svn,72.72,1950
svn,73.32,1951
svn,73.94,1952
svn,74.54,1953
svn,75.12,1954
svn,75.66,1955
svn,76.16,1956
svn,76.63,1957
svn,77.08,1958
svn,77.53,1959
svn,78.0,1960
svn,78.5,1961
svn,79.02,1962
svn,79.55,1963
svn,80.04,1964
svn,80.48,1965
svn,80.87,1966
svn,81.22,1967
svn,81.56,1968
svn,81.95,1969
svn,82.43,1970
svn,83.0,1971
svn,83.65,1972
svn,84.37,1973
svn,85.16,1974
svn,86.0,1975
svn,86.89,1976
svn,87.83,1977
svn,88.78,1978
svn,89.66,1979
svn,90.44,1980
svn,91.09,1981
svn,91.64,1982
svn,92.11,1983
svn,92.54,1984
svn,92.97,1985
svn,93.41,1986
svn,93.84,1987
svn,94.27,1988
svn,94.69,1989
svn,95.12,1990
svn,95.54,1991
svn,95.97,1992
svn,96.38,1993
svn,96.75,1994
svn,97.07,1995
svn,97.33,1996
svn,97.54,1997
svn,97.71,1998
svn,97.87,1999
svn,98.02,2000
svn,98.16,2001
svn,98.31,2002
svn,98.46,2003
svn,98.64,2004
svn,98.84,2005
svn,99.08,2006
svn,99.35,2007
svn,99.63,2008
svn,99.92,2009
svn,100.2,2010
slb,3.107,1950
slb,3.178,1951
slb,3.258,1952
slb,3.344,1953
slb,3.437,1954
slb,3.535,1955
slb,3.637,1956
slb,3.743,1957
slb,3.853,1958
slb,3.967,1959
slb,4.085,1960
slb,4.208,1961
slb,4.335,1962
slb,4.467,1963
slb,4.602,1964
slb,4.743,1965
slb,4.887,1966
slb,5.035,1967
slb,5.192,1968
slb,5.361,1969
slb,5.546,1970
slb,5.747,1971
slb,5.963,1972
slb,6.192,1973
slb,6.429,1974
slb,6.669,1975
slb,6.914,1976
slb,7.162,1977
slb,7.414,1978
slb,7.671,1979
slb,7.933,1980
slb,8.201,1981
slb,8.474,1982
slb,8.751,1983
slb,9.028,1984
slb,9.304,1985
slb,9.58,1986
slb,9.855,1987
slb,10.13,1988
slb,10.42,1989
slb,10.71,1990
slb,11.02,1991
slb,11.34,1992
slb,11.66,1993
slb,11.99,1994
slb,12.33,1995
slb,12.68,1996
slb,13.03,1997
slb,13.39,1998
slb,13.76,1999
slb,14.14,2000
slb,14.54,2001
slb,14.95,2002
slb,15.38,2003
slb,15.81,2004
slb,16.26,2005
slb,16.71,2006
slb,17.18,2007
slb,17.66,2008
slb,18.14,2009
slb,18.62,2010
som,3.551,1950
som,3.628,1951
som,3.707,1952
som,3.787,1953
som,3.87,1954
som,3.955,1955
som,4.042,1956
som,4.133,1957
som,4.226,1958
som,4.322,1959
som,4.421,1960
som,4.524,1961
som,4.63,1962
som,4.739,1963
som,4.854,1964
som,4.973,1965
som,5.104,1966
som,5.25,1967
som,5.399,1968
som,5.533,1969
som,5.648,1970
som,5.719,1971
som,5.761,1972
som,5.842,1973
som,6.055,1974
som,6.458,1975
som,7.09,1976
som,7.908,1977
som,8.788,1978
som,9.556,1979
som,10.09,1980
som,10.35,1981
som,10.36,1982
som,10.23,1983
som,10.07,1984
som,9.98,1985
som,9.993,1986
som,10.08,1987
som,10.2,1988
som,10.3,1989
som,10.35,1990
som,10.33,1991
som,10.26,1992
som,10.19,1993
som,10.17,1994
som,10.23,1995
som,10.39,1996
som,10.64,1997
som,10.95,1998
som,11.28,1999
som,11.6,2000
som,11.91,2001
som,12.22,2002
som,12.52,2003
som,12.81,2004
som,13.11,2005
som,13.4,2006
som,13.7,2007
som,13.99,2008
som,14.3,2009
som,14.63,2010
zaf,11.21,1950
zaf,11.46,1951
zaf,11.73,1952
zaf,12.01,1953
zaf,12.3,1954
zaf,12.6,1955
zaf,12.91,1956
zaf,13.22,1957
zaf,13.55,1958
zaf,13.89,1959
zaf,14.25,1960
zaf,14.62,1961
zaf,15.01,1962
zaf,15.4,1963
zaf,15.81,1964
zaf,16.23,1965
zaf,16.65,1966
zaf,17.07,1967
zaf,17.5,1968
zaf,17.96,1969
zaf,18.43,1970
zaf,18.92,1971
zaf,19.44,1972
zaf,19.97,1973
zaf,20.51,1974
zaf,21.05,1975
zaf,21.58,1976
zaf,22.12,1977
zaf,22.66,1978
zaf,23.23,1979
zaf,23.81,1980
zaf,24.43,1981
zaf,25.07,1982
zaf,25.72,1983
zaf,26.38,1984
zaf,27.01,1985
zaf,27.63,1986
zaf,28.23,1987
zaf,28.82,1988
zaf,29.45,1989
zaf,30.13,1990
zaf,30.87,1991
zaf,31.65,1992
zaf,32.44,1993
zaf,33.2,1994
zaf,33.91,1995
zaf,34.54,1996
zaf,35.11,1997
zaf,35.64,1998
zaf,36.15,1999
zaf,36.66,2000
zaf,37.17,2001
zaf,37.69,2002
zaf,38.19,2003
zaf,38.68,2004
zaf,39.14,2005
zaf,39.58,2006
zaf,40.0,2007
zaf,40.39,2008
zaf,40.74,2009
zaf,41.06,2010
esp,55.48,1950
esp,55.8,1951
esp,56.18,1952
esp,56.6,1953
esp,57.03,1954
esp,57.49,1955
esp,57.96,1956
esp,58.45,1957
esp,58.97,1958
esp,59.52,1959
esp,60.11,1960
esp,60.73,1961
esp,61.4,1962
esp,62.09,1963
esp,62.78,1964
esp,63.46,1965
esp,64.12,1966
esp,64.77,1967
esp,65.41,1968
esp,66.08,1969
esp,66.78,1970
esp,67.52,1971
esp,68.29,1972
esp,69.07,1973
esp,69.86,1974
esp,70.63,1975
esp,71.39,1976
esp,72.14,1977
esp,72.85,1978
esp,73.51,1979
esp,74.1,1980
esp,74.62,1981
esp,75.07,1982
esp,75.45,1983
esp,75.77,1984
esp,76.04,1985
esp,76.26,1986
esp,76.43,1987
esp,76.57,1988
esp,76.71,1989
esp,76.86,1990
esp,77.03,1991
esp,77.25,1992
esp,77.48,1993
esp,77.71,1994
esp,77.92,1995
esp,78.1,1996
esp,78.28,1997
esp,78.53,1998
esp,78.95,1999
esp,79.62,2000
esp,80.57,2001
esp,81.75,2002
esp,83.08,2003
esp,84.45,2004
esp,85.76,2005
esp,86.99,2006
esp,88.15,2007
esp,89.22,2008
esp,90.19,2009
esp,91.06,2010
lka,125.6,1950
lka,127.5,1951
lka,129.5,1952
lka,131.7,1953
lka,134.2,1954
lka,136.8,1955
lka,139.7,1956
lka,142.8,1957
lka,146.0,1958
lka,149.3,1959
lka,152.7,1960
lka,156.2,1961
lka,159.7,1962
lka,163.4,1963
lka,167.1,1964
lka,170.9,1965
lka,174.9,1966
lka,179.0,1967
lka,183.2,1968
lka,187.3,1969
lka,191.4,1970
lka,195.3,1971
lka,199.1,1972
lka,202.9,1973
lka,206.7,1974
lka,210.5,1975
lka,214.4,1976
lka,218.3,1977
lka,222.3,1978
lka,226.1,1979
lka,229.9,1980
lka,233.5,1981
lka,236.9,1982
lka,240.3,1983
lka,243.7,1984
lka,247.1,1985
lka,250.6,1986
lka,254.1,1987
lka,257.6,1988
lka,261.0,1989
lka,264.2,1990
lka,267.4,1991
lka,270.4,1992
lka,273.2,1993
lka,275.7,1994
lka,277.8,1995
lka,279.5,1996
lka,280.9,1997
lka,282.1,1998
lka,283.6,1999
lka,285.7,2000
lka,288.4,2001
lka,291.6,2002
lka,295.2,2003
lka,298.9,2004
lka,302.4,2005
lka,305.8,2006
lka,309.0,2007
lka,312.1,2008
lka,315.0,2009
lka,317.9,2010
sdn,3.667,1950
sdn,3.744,1951
sdn,3.827,1952
sdn,3.914,1953
sdn,4.006,1954
sdn,4.1,1955
sdn,4.198,1956
sdn,4.298,1957
sdn,4.401,1958
sdn,4.506,1959
sdn,4.614,1960
sdn,4.724,1961
sdn,4.838,1962
sdn,4.954,1963
sdn,5.073,1964
sdn,5.196,1965
sdn,5.323,1966
sdn,5.453,1967
sdn,5.59,1968
sdn,5.736,1969
sdn,5.893,1970
sdn,6.06,1971
sdn,6.24,1972
sdn,6.429,1973
sdn,6.629,1974
sdn,6.837,1975
sdn,7.053,1976
sdn,7.276,1977
sdn,7.509,1978
sdn,7.753,1979
sdn,8.01,1980
sdn,8.281,1981
sdn,8.564,1982
sdn,8.851,1983
sdn,9.131,1984
sdn,9.395,1985
sdn,9.641,1986
sdn,9.871,1987
sdn,10.1,1988
sdn,10.33,1989
sdn,10.57,1990
sdn,10.84,1991
sdn,11.12,1992
sdn,11.42,1993
sdn,11.72,1994
sdn,12.03,1995
sdn,12.34,1996
sdn,12.66,1997
sdn,12.99,1998
sdn,13.32,1999
sdn,13.64,2000
sdn,13.97,2001
sdn,14.29,2002
sdn,14.62,2003
sdn,14.97,2004
sdn,15.33,2005
sdn,15.71,2006
sdn,16.11,2007
sdn,16.53,2008
sdn,16.95,2009
sdn,17.38,2010
sur,1.312,1950
sur,1.359,1951
sur,1.402,1952
sur,1.442,1953
sur,1.483,1954
sur,1.526,1955
sur,1.571,1956
sur,1.619,1957
sur,1.669,1958
sur,1.719,1959
sur,1.77,1960
sur,1.821,1961
sur,1.871,1962
sur,1.921,1963
sur,1.973,1964
sur,2.028,1965
sur,2.085,1966
sur,2.145,1967
sur,2.201,1968
sur,2.245,1969
sur,2.273,1970
sur,2.282,1971
sur,2.275,1972
sur,2.258,1973
sur,2.239,1974
sur,2.225,1975
sur,2.218,1976
sur,2.217,1977
sur,2.221,1978
sur,2.227,1979
sur,2.233,1980
sur,2.239,1981
sur,2.247,1982
sur,2.257,1983
sur,2.273,1984
sur,2.296,1985
sur,2.326,1986
sur,2.362,1987
sur,2.403,1988
sur,2.444,1989
sur,2.484,1990
sur,2.521,1991
sur,2.557,1992
sur,2.591,1993
sur,2.625,1994
sur,2.661,1995
sur,2.697,1996
sur,2.734,1997
sur,2.772,1998
sur,2.811,1999
sur,2.85,2000
sur,2.89,2001
sur,2.931,2002
sur,2.972,2003
sur,3.011,2004
sur,3.048,2005
sur,3.082,2006
sur,3.114,2007
sur,3.144,2008
sur,3.173,2009
sur,3.203,2010
swz,15.72,1950
swz,16.07,1951
swz,16.43,1952
swz,16.83,1953
swz,17.25,1954
swz,17.69,1955
swz,18.16,1956
swz,18.64,1957
swz,19.13,1958
swz,19.62,1959
swz,20.11,1960
swz,20.59,1961
swz,21.06,1962
swz,21.53,1963
swz,22.03,1964
swz,22.55,1965
swz,23.1,1966
swz,23.69,1967
swz,24.31,1968
swz,24.97,1969
swz,25.67,1970
swz,26.41,1971
swz,27.2,1972
swz,28.02,1973
swz,28.88,1974
swz,29.78,1975
swz,30.71,1976
swz,31.68,1977
swz,32.69,1978
swz,33.71,1979
swz,34.75,1980
swz,35.78,1981
swz,36.82,1982
swz,37.93,1983
swz,39.18,1984
swz,40.64,1985
swz,42.33,1986
swz,44.2,1987
swz,46.16,1988
swz,48.03,1989
swz,49.7,1990
swz,51.11,1991
swz,52.3,1992
swz,53.35,1993
swz,54.39,1994
swz,55.49,1995
swz,56.7,1996
swz,57.98,1997
swz,59.24,1998
swz,60.37,1999
swz,61.27,2000
swz,61.91,2001
swz,62.36,2002
swz,62.7,2003
swz,63.09,2004
swz,63.63,2005
swz,64.36,2006
swz,65.25,2007
swz,66.25,2008
swz,67.28,2009
swz,68.31,2010
swe,15.59,1950
swe,15.73,1951
swe,15.84,1952
swe,15.95,1953
swe,16.05,1954
swe,16.14,1955
swe,16.23,1956
swe,16.33,1957
swe,16.42,1958
swe,16.52,1959
swe,16.62,1960
swe,16.73,1961
swe,16.83,1962
swe,16.94,1963
swe,17.06,1964
swe,17.19,1965
swe,17.33,1966
swe,17.47,1967
swe,17.62,1968
swe,17.76,1969
swe,17.87,1970
swe,17.97,1971
swe,18.04,1972
swe,18.1,1973
swe,18.15,1974
swe,18.21,1975
swe,18.27,1976
swe,18.33,1977
swe,18.39,1978
swe,18.43,1979
swe,18.47,1980
swe,18.49,1981
swe,18.5,1982
swe,18.5,1983
swe,18.52,1984
swe,18.56,1985
swe,18.62,1986
swe,18.7,1987
swe,18.79,1988
swe,18.9,1989
swe,19.02,1990
swe,19.15,1991
swe,19.29,1992
swe,19.42,1993
swe,19.54,1994
swe,19.62,1995
swe,19.66,1996
swe,19.68,1997
swe,19.67,1998
swe,19.67,1999
swe,19.69,2000
swe,19.73,2001
swe,19.78,2002
swe,19.86,2003
swe,19.95,2004
swe,20.07,2005
swe,20.2,2006
swe,20.36,2007
swe,20.53,2008
swe,20.69,2009
swe,20.84,2010
che,113.1,1950
che,114.5,1951
che,116.0,1952
che,117.5,1953
che,119.0,1954
che,120.4,1955
che,121.8,1956
che,123.1,1957
che,124.6,1958
che,126.3,1959
che,128.3,1960
che,130.6,1961
che,133.3,1962
che,136.1,1963
che,138.8,1964
che,141.2,1965
che,143.3,1966
che,145.1,1967
che,146.7,1968
che,148.1,1969
che,149.4,1970
che,150.7,1971
che,151.9,1972
che,152.9,1973
che,153.6,1974
che,154.0,1975
che,153.9,1976
che,153.6,1977
che,153.1,1978
che,152.8,1979
che,152.7,1980
che,153.0,1981
che,153.6,1982
che,154.5,1983
che,155.4,1984
che,156.4,1985
che,157.3,1986
che,158.2,1987
che,159.2,1988
che,160.3,1989
che,161.7,1990
che,163.3,1991
che,165.1,1992
che,166.9,1993
che,168.6,1994
che,170.0,1995
che,171.0,1996
che,171.7,1997
che,172.3,1998
che,172.9,1999
che,173.6,2000
che,174.6,2001
che,175.7,2002
che,177.0,2003
che,178.3,2004
che,179.6,2005
che,180.9,2006
che,182.2,2007
che,183.4,2008
che,184.6,2009
che,185.6,2010
syr,18.43,1950
syr,18.88,1951
syr,19.37,1952
syr,19.9,1953
syr,20.47,1954
syr,21.08,1955
syr,21.73,1956
syr,22.41,1957
syr,23.13,1958
syr,23.88,1959
syr,24.66,1960
syr,25.47,1961
syr,26.31,1962
syr,27.18,1963
syr,28.09,1964
syr,29.04,1965
syr,30.03,1966
syr,31.06,1967
syr,32.13,1968
syr,33.24,1969
syr,34.39,1970
syr,35.58,1971
syr,36.82,1972
syr,38.09,1973
syr,39.41,1974
syr,40.75,1975
syr,42.12,1976
syr,43.52,1977
syr,44.98,1978
syr,46.49,1979
syr,48.1,1980
syr,49.79,1981
syr,51.56,1982
syr,53.39,1983
syr,55.25,1984
syr,57.12,1985
syr,58.98,1986
syr,60.84,1987
syr,62.72,1988
syr,64.62,1989
syr,66.55,1990
syr,68.53,1991
syr,70.54,1992
syr,72.57,1993
syr,74.57,1994
syr,76.53,1995
syr,78.4,1996
syr,80.23,1997
syr,82.08,1998
syr,84.1,1999
syr,86.34,2000
syr,88.86,2001
syr,91.6,2002
syr,94.45,2003
syr,97.23,2004
syr,99.82,2005
