life_expectancy_female,geo,time
66.25,tcd,2045
66.63,tcd,2046
67.02,tcd,2047
67.39,tcd,2048
67.76,tcd,2049
68.11,tcd,2050
68.46,tcd,2051
68.8,tcd,2052
69.12,tcd,2053
69.44,tcd,2054
69.73,tcd,2055
70.02,tcd,2056
70.29,tcd,2057
70.55,tcd,2058
70.8,tcd,2059
71.05,tcd,2060
71.29,tcd,2061
71.52,tcd,2062
71.76,tcd,2063
71.99,tcd,2064
72.23,tcd,2065
72.46,tcd,2066
72.7,tcd,2067
72.93,tcd,2068
73.17,tcd,2069
73.39,tcd,2070
73.62,tcd,2071
73.84,tcd,2072
74.06,tcd,2073
74.27,tcd,2074
74.47,tcd,2075
74.67,tcd,2076
74.85,tcd,2077
75.03,tcd,2078
75.2,tcd,2079
75.36,tcd,2080
75.52,tcd,2081
75.67,tcd,2082
75.82,tcd,2083
75.97,tcd,2084
76.11,tcd,2085
76.25,tcd,2086
76.39,tcd,2087
76.53,tcd,2088
76.67,tcd,2089
76.81,tcd,2090
76.94,tcd,2091
77.08,tcd,2092
77.21,tcd,2093
77.34,tcd,2094
77.47,tcd,2095
77.61,tcd,2096
77.74,tcd,2097
77.87,tcd,2098
78.0,tcd,2099
70.91,chanisl,1950
71.14,chanisl,1951
71.58,chanisl,1952
71.97,chanisl,1953
72.32,chanisl,1954
72.62,chanisl,1955
72.89,chanisl,1956
73.11,chanisl,1957
73.31,chanisl,1958
73.47,chanisl,1959
73.61,chanisl,1960
73.74,chanisl,1961
73.87,chanisl,1962
74.01,chanisl,1963
74.15,chanisl,1964
74.3,chanisl,1965
74.46,chanisl,1966
74.6,chanisl,1967
74.73,chanisl,1968
74.84,chanisl,1969
74.95,chanisl,1970
75.05,chanisl,1971
75.15,chanisl,1972
75.26,chanisl,1973
75.38,chanisl,1974
75.51,chanisl,1975
75.67,chanisl,1976
75.85,chanisl,1977
76.04,chanisl,1978
76.24,chanisl,1979
76.45,chanisl,1980
76.66,chanisl,1981
76.86,chanisl,1982
77.05,chanisl,1983
77.23,chanisl,1984
77.4,chanisl,1985
77.56,chanisl,1986
77.73,chanisl,1987
77.91,chanisl,1988
78.09,chanisl,1989
78.28,chanisl,1990
78.47,chanisl,1991
78.66,chanisl,1992
78.83,chanisl,1993
78.98,chanisl,1994
79.13,chanisl,1995
79.28,chanisl,1996
79.43,chanisl,1997
79.6,chanisl,1998
79.78,chanisl,1999
79.98,chanisl,2000
80.19,chanisl,2001
80.42,chanisl,2002
80.65,chanisl,2003
80.88,chanisl,2004
81.11,chanisl,2005
81.32,chanisl,2006
81.51,chanisl,2007
81.69,chanisl,2008
81.84,chanisl,2009
81.97,chanisl,2010
82.09,chanisl,2011
82.21,chanisl,2012
82.32,chanisl,2013
82.43,chanisl,2014
82.54,chanisl,2015
82.66,chanisl,2016
82.78,chanisl,2017
82.9,chanisl,2018
83.02,chanisl,2019
83.14,chanisl,2020
83.26,chanisl,2021
83.38,chanisl,2022
83.5,chanisl,2023
83.62,chanisl,2024
83.74,chanisl,2025
83.86,chanisl,2026
83.98,chanisl,2027
84.1,chanisl,2028
84.22,chanisl,2029
84.33,chanisl,2030
84.45,chanisl,2031
84.56,chanisl,2032
84.67,chanisl,2033
84.79,chanisl,2034
84.9,chanisl,2035
85.01,chanisl,2036
85.13,chanisl,2037
85.24,chanisl,2038
85.35,chanisl,2039
85.47,chanisl,2040
85.58,chanisl,2041
85.7,chanisl,2042
85.82,chanisl,2043
85.93,chanisl,2044
86.05,chanisl,2045
86.16,chanisl,2046
86.27,chanisl,2047
86.39,chanisl,2048
86.5,chanisl,2049
86.61,chanisl,2050
86.72,chanisl,2051
86.83,chanisl,2052
86.95,chanisl,2053
87.06,chanisl,2054
87.17,chanisl,2055
87.29,chanisl,2056
87.4,chanisl,2057
87.52,chanisl,2058
87.63,chanisl,2059
87.74,chanisl,2060
87.85,chanisl,2061
87.97,chanisl,2062
88.08,chanisl,2063
88.19,chanisl,2064
88.3,chanisl,2065
88.41,chanisl,2066
88.52,chanisl,2067
88.63,chanisl,2068
88.75,chanisl,2069
88.86,chanisl,2070
88.97,chanisl,2071
89.08,chanisl,2072
89.19,chanisl,2073
89.3,chanisl,2074
89.41,chanisl,2075
89.52,chanisl,2076
89.63,chanisl,2077
89.75,chanisl,2078
89.86,chanisl,2079
89.97,chanisl,2080
90.08,chanisl,2081
90.19,chanisl,2082
90.3,chanisl,2083
90.41,chanisl,2084
90.52,chanisl,2085
90.62,chanisl,2086
90.73,chanisl,2087
90.84,chanisl,2088
90.95,chanisl,2089
91.06,chanisl,2090
91.17,chanisl,2091
91.28,chanisl,2092
91.39,chanisl,2093
91.5,chanisl,2094
91.61,chanisl,2095
91.72,chanisl,2096
91.83,chanisl,2097
91.94,chanisl,2098
92.06,chanisl,2099
56.08,chl,1950
56.24,chl,1951
56.59,chl,1952
56.94,chl,1953
57.3,chl,1954
57.68,chl,1955
58.06,chl,1956
58.46,chl,1957
58.88,chl,1958
59.3,chl,1959
59.75,chl,1960
60.22,chl,1961
60.7,chl,1962
61.21,chl,1963
61.74,chl,1964
62.29,chl,1965
62.85,chl,1966
63.42,chl,1967
64.0,chl,1968
64.59,chl,1969
65.2,chl,1970
65.83,chl,1971
66.49,chl,1972
67.18,chl,1973
67.9,chl,1974
68.65,chl,1975
69.42,chl,1976
70.21,chl,1977
71.0,chl,1978
71.78,chl,1979
72.52,chl,1980
73.2,chl,1981
73.81,chl,1982
74.34,chl,1983
74.8,chl,1984
75.19,chl,1985
75.52,chl,1986
75.82,chl,1987
76.1,chl,1988
76.37,chl,1989
76.65,chl,1990
76.92,chl,1991
77.2,chl,1992
77.47,chl,1993
77.74,chl,1994
78.03,chl,1995
78.34,chl,1996
78.68,chl,1997
79.06,chl,1998
79.45,chl,1999
79.84,chl,2000
80.22,chl,2001
80.55,chl,2002
80.83,chl,2003
81.06,chl,2004
81.24,chl,2005
81.39,chl,2006
81.53,chl,2007
81.69,chl,2008
81.86,chl,2009
82.06,chl,2010
82.27,chl,2011
82.48,chl,2012
82.7,chl,2013
82.91,chl,2014
83.11,chl,2015
83.31,chl,2016
83.5,chl,2017
83.69,chl,2018
83.87,chl,2019
84.05,chl,2020
84.23,chl,2021
84.41,chl,2022
84.58,chl,2023
84.74,chl,2024
84.91,chl,2025
85.07,chl,2026
85.23,chl,2027
85.39,chl,2028
85.55,chl,2029
85.71,chl,2030
85.86,chl,2031
86.02,chl,2032
86.17,chl,2033
86.32,chl,2034
86.47,chl,2035
86.61,chl,2036
86.76,chl,2037
86.9,chl,2038
87.05,chl,2039
87.19,chl,2040
87.33,chl,2041
87.47,chl,2042
87.61,chl,2043
87.74,chl,2044
87.88,chl,2045
88.01,chl,2046
88.15,chl,2047
88.28,chl,2048
88.41,chl,2049
88.54,chl,2050
88.67,chl,2051
88.81,chl,2052
88.94,chl,2053
89.06,chl,2054
89.19,chl,2055
89.32,chl,2056
89.45,chl,2057
89.57,chl,2058
89.69,chl,2059
89.82,chl,2060
89.94,chl,2061
90.06,chl,2062
90.18,chl,2063
90.31,chl,2064
90.43,chl,2065
90.55,chl,2066
90.67,chl,2067
90.79,chl,2068
90.91,chl,2069
91.03,chl,2070
91.14,chl,2071
91.26,chl,2072
91.38,chl,2073
91.5,chl,2074
91.61,chl,2075
91.73,chl,2076
91.84,chl,2077
91.96,chl,2078
92.08,chl,2079
92.19,chl,2080
92.31,chl,2081
92.42,chl,2082
92.54,chl,2083
92.65,chl,2084
92.76,chl,2085
92.87,chl,2086
92.98,chl,2087
93.1,chl,2088
93.21,chl,2089
93.32,chl,2090
93.43,chl,2091
93.54,chl,2092
93.66,chl,2093
93.77,chl,2094
93.88,chl,2095
93.99,chl,2096
94.1,chl,2097
94.22,chl,2098
94.33,chl,2099
43.59,chn,1950
43.92,chn,1951
44.5,chn,1952
44.92,chn,1953
45.18,chn,1954
45.28,chn,1955
45.26,chn,1956
45.14,chn,1957
44.99,chn,1958
44.94,chn,1959
45.11,chn,1960
45.64,chn,1961
46.64,chn,1962
48.16,chn,1963
50.16,chn,1964
52.53,chn,1965
55.1,chn,1966
57.65,chn,1967
59.98,chn,1968
61.99,chn,1969
63.61,chn,1970
64.83,chn,1971
65.74,chn,1972
66.44,chn,1973
66.96,chn,1974
67.36,chn,1975
67.66,chn,1976
67.9,chn,1977
68.12,chn,1978
68.35,chn,1979
68.59,chn,1980
68.87,chn,1981
69.14,chn,1982
69.41,chn,1983
69.67,chn,1984
69.92,chn,1985
70.17,chn,1986
70.41,chn,1987
70.64,chn,1988
70.87,chn,1989
71.09,chn,1990
71.29,chn,1991
71.47,chn,1992
71.64,chn,1993
71.81,chn,1994
72.0,chn,1995
72.23,chn,1996
72.51,chn,1997
72.84,chn,1998
73.21,chn,1999
73.62,chn,2000
74.04,chn,2001
74.43,chn,2002
74.78,chn,2003
75.09,chn,2004
75.34,chn,2005
75.55,chn,2006
75.72,chn,2007
75.89,chn,2008
76.05,chn,2009
76.21,chn,2010
76.36,chn,2011
76.52,chn,2012
76.67,chn,2013
76.83,chn,2014
76.98,chn,2015
77.13,chn,2016
77.28,chn,2017
77.42,chn,2018
77.57,chn,2019
77.72,chn,2020
77.86,chn,2021
78.0,chn,2022
78.14,chn,2023
78.28,chn,2024
78.42,chn,2025
78.56,chn,2026
78.69,chn,2027
78.83,chn,2028
78.96,chn,2029
79.09,chn,2030
79.22,chn,2031
79.35,chn,2032
79.47,chn,2033
79.6,chn,2034
79.73,chn,2035
79.85,chn,2036
79.98,chn,2037
80.1,chn,2038
80.23,chn,2039
80.35,chn,2040
80.48,chn,2041
80.6,chn,2042
80.72,chn,2043
80.84,chn,2044
80.96,chn,2045
81.08,chn,2046
81.19,chn,2047
81.31,chn,2048
81.42,chn,2049
81.54,chn,2050
81.66,chn,2051
81.77,chn,2052
81.89,chn,2053
82.0,chn,2054
82.12,chn,2055
82.24,chn,2056
82.35,chn,2057
82.47,chn,2058
82.58,chn,2059
82.7,chn,2060
82.81,chn,2061
82.92,chn,2062
83.04,chn,2063
83.15,chn,2064
83.26,chn,2065
83.37,chn,2066
83.48,chn,2067
83.59,chn,2068
83.7,chn,2069
83.81,chn,2070
83.92,chn,2071
84.03,chn,2072
84.13,chn,2073
84.24,chn,2074
84.34,chn,2075
84.45,chn,2076
84.56,chn,2077
84.67,chn,2078
84.77,chn,2079
84.88,chn,2080
84.99,chn,2081
85.09,chn,2082
85.2,chn,2083
85.31,chn,2084
85.41,chn,2085
85.52,chn,2086
85.62,chn,2087
85.72,chn,2088
85.83,chn,2089
85.94,chn,2090
86.04,chn,2091
86.15,chn,2092
86.25,chn,2093
86.36,chn,2094
86.46,chn,2095
86.57,chn,2096
86.67,chn,2097
86.77,chn,2098
86.87,chn,2099
50.08,col,1950
50.69,col,1951
51.85,col,1952
52.94,col,1953
53.95,col,1954
54.89,col,1955
55.75,col,1956
56.53,col,1957
57.24,col,1958
57.88,col,1959
58.47,col,1960
59.0,col,1961
59.49,col,1962
59.95,col,1963
60.39,col,1964
60.82,col,1965
61.23,col,1966
61.64,col,1967
62.03,col,1968
62.42,col,1969
62.82,col,1970
63.21,col,1971
63.61,col,1972
64.01,col,1973
64.44,col,1974
64.91,col,1975
65.45,col,1976
66.08,col,1977
66.78,col,1978
67.53,col,1979
68.31,col,1980
69.05,col,1981
69.73,col,1982
70.31,col,1983
70.78,col,1984
71.15,col,1985
71.44,col,1986
71.68,col,1987
71.91,col,1988
72.14,col,1989
72.38,col,1990
72.64,col,1991
72.89,col,1992
73.14,col,1993
73.39,col,1994
73.63,col,1995
73.87,col,1996
74.11,col,1997
74.34,col,1998
74.58,col,1999
74.82,col,2000
75.06,col,2001
75.31,col,2002
75.55,col,2003
75.79,col,2004
76.04,col,2005
76.27,col,2006
76.5,col,2007
76.72,col,2008
76.94,col,2009
77.14,col,2010
77.34,col,2011
77.53,col,2012
77.72,col,2013
77.91,col,2014
78.1,col,2015
78.29,col,2016
78.47,col,2017
78.65,col,2018
78.83,col,2019
79.0,col,2020
79.17,col,2021
79.34,col,2022
79.51,col,2023
79.67,col,2024
79.84,col,2025
80.0,col,2026
80.16,col,2027
80.32,col,2028
80.48,col,2029
80.64,col,2030
80.79,col,2031
80.94,col,2032
81.1,col,2033
81.25,col,2034
81.4,col,2035
81.55,col,2036
81.7,col,2037
81.84,col,2038
81.99,col,2039
82.13,col,2040
82.27,col,2041
82.41,col,2042
82.55,col,2043
82.69,col,2044
82.83,col,2045
82.97,col,2046
83.11,col,2047
83.25,col,2048
83.39,col,2049
83.52,col,2050
83.65,col,2051
83.78,col,2052
83.92,col,2053
84.05,col,2054
84.17,col,2055
84.3,col,2056
84.43,col,2057
84.55,col,2058
84.68,col,2059
84.8,col,2060
84.93,col,2061
85.05,col,2062
85.17,col,2063
85.3,col,2064
85.42,col,2065
85.55,col,2066
85.67,col,2067
85.79,col,2068
85.91,col,2069
86.03,col,2070
86.15,col,2071
86.27,col,2072
86.39,col,2073
86.51,col,2074
86.63,col,2075
86.74,col,2076
86.86,col,2077
86.98,col,2078
87.1,col,2079
87.22,col,2080
87.33,col,2081
87.45,col,2082
87.57,col,2083
87.69,col,2084
87.8,col,2085
87.92,col,2086
88.03,col,2087
88.15,col,2088
88.26,col,2089
88.38,col,2090
88.49,col,2091
88.6,col,2092
88.72,col,2093
88.83,col,2094
88.94,col,2095
89.05,col,2096
89.17,col,2097
89.28,col,2098
89.39,col,2099
41.21,com,1950
41.41,com,1951
41.8,com,1952
42.2,com,1953
42.59,com,1954
42.99,com,1955
43.4,com,1956
43.8,com,1957
44.2,com,1958
44.6,com,1959
45.0,com,1960
45.39,com,1961
45.77,com,1962
46.15,com,1963
46.53,com,1964
46.93,com,1965
47.36,com,1966
47.84,com,1967
48.36,com,1968
48.92,com,1969
49.5,com,1970
50.08,com,1971
50.64,com,1972
51.16,com,1973
51.64,com,1974
52.07,com,1975
52.47,com,1976
52.85,com,1977
53.23,com,1978
53.61,com,1979
54.01,com,1980
54.41,com,1981
54.83,com,1982
55.25,com,1983
55.67,com,1984
56.08,com,1985
56.45,com,1986
56.79,com,1987
57.09,com,1988
57.35,com,1989
57.58,com,1990
57.77,com,1991
57.95,com,1992
58.13,com,1993
58.31,com,1994
58.5,com,1995
58.7,com,1996
58.9,com,1997
59.1,com,1998
59.3,com,1999
59.5,com,2000
59.7,com,2001
59.89,com,2002
60.09,com,2003
60.29,com,2004
60.48,com,2005
60.69,com,2006
60.91,com,2007
61.13,com,2008
61.36,com,2009
61.59,com,2010
61.83,com,2011
62.07,com,2012
62.31,com,2013
62.54,com,2014
62.76,com,2015
62.98,com,2016
63.19,com,2017
63.4,com,2018
63.6,com,2019
63.8,com,2020
63.99,com,2021
64.19,com,2022
64.38,com,2023
64.57,com,2024
64.76,com,2025
64.94,com,2026
65.12,com,2027
65.3,com,2028
65.47,com,2029
65.64,com,2030
65.81,com,2031
65.98,com,2032
66.15,com,2033
66.31,com,2034
66.47,com,2035
66.64,com,2036
66.8,com,2037
66.96,com,2038
67.12,com,2039
67.28,com,2040
67.44,com,2041
67.59,com,2042
67.75,com,2043
67.9,com,2044
68.05,com,2045
68.2,com,2046
68.35,com,2047
68.49,com,2048
68.64,com,2049
68.78,com,2050
68.92,com,2051
69.06,com,2052
69.2,com,2053
69.34,com,2054
69.48,com,2055
69.62,com,2056
69.76,com,2057
69.9,com,2058
70.04,com,2059
70.17,com,2060
70.31,com,2061
70.44,com,2062
70.58,com,2063
70.71,com,2064
70.85,com,2065
70.98,com,2066
71.11,com,2067
71.25,com,2068
71.38,com,2069
71.51,com,2070
71.64,com,2071
71.78,com,2072
71.91,com,2073
72.04,com,2074
72.17,com,2075
72.3,com,2076
72.42,com,2077
72.55,com,2078
72.68,com,2079
72.81,com,2080
72.93,com,2081
73.06,com,2082
73.18,com,2083
73.31,com,2084
73.44,com,2085
73.56,com,2086
73.69,com,2087
73.81,com,2088
73.94,com,2089
74.06,com,2090
74.19,com,2091
74.31,com,2092
74.43,com,2093
74.55,com,2094
74.68,com,2095
74.8,com,2096
74.92,com,2097
75.04,com,2098
75.16,com,2099
39.71,cod,1950
39.9,cod,1951
40.26,cod,1952
40.61,cod,1953
40.93,cod,1954
41.23,cod,1955
41.51,cod,1956
41.77,cod,1957
42.02,cod,1958
42.24,cod,1959
42.47,cod,1960
42.68,cod,1961
42.9,cod,1962
43.13,cod,1963
43.37,cod,1964
43.63,cod,1965
43.92,cod,1966
44.24,cod,1967
44.58,cod,1968
44.94,cod,1969
45.3,cod,1970
45.64,cod,1971
45.95,cod,1972
46.22,cod,1973
46.45,cod,1974
46.65,cod,1975
46.83,cod,1976
47.0,cod,1977
47.17,cod,1978
47.35,cod,1979
47.54,cod,1980
47.73,cod,1981
47.91,cod,1982
48.08,cod,1983
48.23,cod,1984
48.37,cod,1985
48.5,cod,1986
48.62,cod,1987
48.74,cod,1988
48.84,cod,1989
48.9,cod,1990
48.86,cod,1991
48.73,cod,1992
48.51,cod,1993
48.21,cod,1994
47.9,cod,1995
47.63,cod,1996
47.47,cod,1997
47.44,cod,1998
47.55,cod,1999
47.8,cod,2000
48.12,cod,2001
48.48,cod,2002
48.82,cod,2003
49.13,cod,2004
49.39,cod,2005
49.63,cod,2006
49.87,cod,2007
50.14,cod,2008
50.43,cod,2009
50.74,cod,2010
51.08,cod,2011
51.42,cod,2012
51.76,cod,2013
52.09,cod,2014
52.41,cod,2015
52.73,cod,2016
53.05,cod,2017
53.36,cod,2018
53.68,cod,2019
54.0,cod,2020
54.33,cod,2021
54.66,cod,2022
54.98,cod,2023
55.31,cod,2024
55.65,cod,2025
55.98,cod,2026
56.31,cod,2027
56.65,cod,2028
56.98,cod,2029
57.31,cod,2030
57.64,cod,2031
57.98,cod,2032
58.31,cod,2033
58.64,cod,2034
58.97,cod,2035
59.3,cod,2036
59.63,cod,2037
59.95,cod,2038
60.28,cod,2039
60.61,cod,2040
60.93,cod,2041
61.25,cod,2042
61.57,cod,2043
61.89,cod,2044
62.2,cod,2045
62.51,cod,2046
62.82,cod,2047
63.12,cod,2048
63.42,cod,2049
63.72,cod,2050
64.02,cod,2051
64.31,cod,2052
64.6,cod,2053
64.88,cod,2054
65.16,cod,2055
65.44,cod,2056
65.72,cod,2057
65.99,cod,2058
66.26,cod,2059
66.52,cod,2060
66.78,cod,2061
67.04,cod,2062
67.29,cod,2063
67.54,cod,2064
67.78,cod,2065
68.02,cod,2066
68.26,cod,2067
68.49,cod,2068
68.72,cod,2069
68.94,cod,2070
69.17,cod,2071
69.39,cod,2072
69.6,cod,2073
69.81,cod,2074
70.02,cod,2075
70.23,cod,2076
70.43,cod,2077
70.63,cod,2078
70.83,cod,2079
71.02,cod,2080
71.21,cod,2081
71.39,cod,2082
71.58,cod,2083
71.76,cod,2084
71.94,cod,2085
72.11,cod,2086
72.29,cod,2087
72.46,cod,2088
72.62,cod,2089
72.79,cod,2090
72.95,cod,2091
73.11,cod,2092
73.27,cod,2093
73.43,cod,2094
73.58,cod,2095
73.73,cod,2096
73.88,cod,2097
74.03,cod,2098
74.17,cod,2099
42.41,cog,1950
42.83,cog,1951
43.65,cog,1952
44.46,cog,1953
45.27,cog,1954
46.07,cog,1955
46.85,cog,1956
47.63,cog,1957
48.39,cog,1958
49.13,cog,1959
49.86,cog,1960
50.55,cog,1961
51.21,cog,1962
51.83,cog,1963
52.41,cog,1964
52.94,cog,1965
53.41,cog,1966
53.84,cog,1967
54.23,cog,1968
54.58,cog,1969
54.89,cog,1970
55.18,cog,1971
55.45,cog,1972
55.72,cog,1973
55.98,cog,1974
56.24,cog,1975
56.52,cog,1976
56.8,cog,1977
57.08,cog,1978
57.36,cog,1979
57.62,cog,1980
57.86,cog,1981
58.07,cog,1982
58.23,cog,1983
58.33,cog,1984
58.34,cog,1985
58.24,cog,1986
58.03,cog,1987
57.72,cog,1988
57.31,cog,1989
56.83,cog,1990
56.3,cog,1991
55.75,cog,1992
55.22,cog,1993
54.74,cog,1994
54.32,cog,1995
53.97,cog,1996
53.7,cog,1997
53.5,cog,1998
53.4,cog,1999
53.4,cog,2000
53.52,cog,2001
53.78,cog,2002
54.15,cog,2003
54.63,cog,2004
55.2,cog,2005
55.84,cog,2006
56.53,cog,2007
57.23,cog,2008
57.93,cog,2009
58.59,cog,2010
59.19,cog,2011
59.74,cog,2012
60.24,cog,2013
60.68,cog,2014
61.08,cog,2015
61.44,cog,2016
61.79,cog,2017
62.13,cog,2018
62.48,cog,2019
62.84,cog,2020
63.21,cog,2021
63.59,cog,2022
63.97,cog,2023
64.35,cog,2024
64.74,cog,2025
65.12,cog,2026
65.5,cog,2027
65.89,cog,2028
66.27,cog,2029
66.64,cog,2030
67.01,cog,2031
67.37,cog,2032
67.72,cog,2033
68.06,cog,2034
68.39,cog,2035
68.7,cog,2036
69.01,cog,2037
69.32,cog,2038
69.61,cog,2039
69.91,cog,2040
70.2,cog,2041
70.5,cog,2042
70.79,cog,2043
71.09,cog,2044
71.38,cog,2045
71.66,cog,2046
71.93,cog,2047
72.19,cog,2048
72.44,cog,2049
72.68,cog,2050
72.9,cog,2051
73.12,cog,2052
73.32,cog,2053
73.52,cog,2054
73.7,cog,2055
73.89,cog,2056
74.06,cog,2057
74.22,cog,2058
74.39,cog,2059
74.54,cog,2060
74.7,cog,2061
74.85,cog,2062
75.0,cog,2063
75.15,cog,2064
75.3,cog,2065
75.45,cog,2066
75.61,cog,2067
75.76,cog,2068
75.91,cog,2069
76.05,cog,2070
76.2,cog,2071
76.35,cog,2072
76.49,cog,2073
76.64,cog,2074
76.78,cog,2075
76.93,cog,2076
77.07,cog,2077
77.21,cog,2078
77.35,cog,2079
77.49,cog,2080
77.63,cog,2081
77.77,cog,2082
77.91,cog,2083
78.05,cog,2084
78.18,cog,2085
78.32,cog,2086
78.46,cog,2087
78.59,cog,2088
78.73,cog,2089
78.86,cog,2090
78.99,cog,2091
79.12,cog,2092
79.24,cog,2093
79.36,cog,2094
79.48,cog,2095
79.59,cog,2096
79.7,cog,2097
79.81,cog,2098
79.91,cog,2099
57.35,cri,1950
57.65,cri,1951
58.25,cri,1952
58.85,cri,1953
59.45,cri,1954
60.05,cri,1955
60.64,cri,1956
61.24,cri,1957
61.84,cri,1958
62.44,cri,1959
63.04,cri,1960
63.64,cri,1961
64.24,cri,1962
64.83,cri,1963
65.42,cri,1964
66.01,cri,1965
66.59,cri,1966
67.16,cri,1967
67.72,cri,1968
68.27,cri,1969
68.83,cri,1970
69.39,cri,1971
69.97,cri,1972
70.55,cri,1973
71.15,cri,1974
71.77,cri,1975
72.39,cri,1976
73.03,cri,1977
73.65,cri,1978
74.25,cri,1979
74.83,cri,1980
75.36,cri,1981
75.83,cri,1982
76.25,cri,1983
76.62,cri,1984
76.94,cri,1985
77.21,cri,1986
77.45,cri,1987
77.67,cri,1988
77.88,cri,1989
78.09,cri,1990
78.3,cri,1991
78.52,cri,1992
78.73,cri,1993
78.94,cri,1994
79.16,cri,1995
79.37,cri,1996
79.58,cri,1997
79.78,cri,1998
79.97,cri,1999
80.15,cri,2000
80.32,cri,2001
80.48,cri,2002
80.62,cri,2003
80.76,cri,2004
80.9,cri,2005
81.04,cri,2006
81.19,cri,2007
81.34,cri,2008
81.5,cri,2009
81.67,cri,2010
81.84,cri,2011
82.01,cri,2012
82.19,cri,2013
82.36,cri,2014
82.53,cri,2015
82.69,cri,2016
82.85,cri,2017
83.01,cri,2018
83.17,cri,2019
83.32,cri,2020
83.47,cri,2021
83.62,cri,2022
83.77,cri,2023
83.91,cri,2024
84.06,cri,2025
84.2,cri,2026
84.34,cri,2027
84.48,cri,2028
84.62,cri,2029
84.76,cri,2030
84.89,cri,2031
85.03,cri,2032
85.16,cri,2033
85.29,cri,2034
85.42,cri,2035
85.55,cri,2036
85.68,cri,2037
85.8,cri,2038
85.93,cri,2039
86.06,cri,2040
86.18,cri,2041
86.31,cri,2042
86.43,cri,2043
86.56,cri,2044
86.68,cri,2045
86.81,cri,2046
86.93,cri,2047
87.05,cri,2048
87.17,cri,2049
87.29,cri,2050
87.41,cri,2051
87.52,cri,2052
87.64,cri,2053
87.76,cri,2054
87.88,cri,2055
87.99,cri,2056
88.11,cri,2057
88.22,cri,2058
88.34,cri,2059
88.45,cri,2060
88.56,cri,2061
88.68,cri,2062
88.79,cri,2063
88.9,cri,2064
89.02,cri,2065
89.13,cri,2066
89.24,cri,2067
89.36,cri,2068
89.47,cri,2069
89.58,cri,2070
89.69,cri,2071
89.8,cri,2072
89.91,cri,2073
90.02,cri,2074
90.13,cri,2075
90.24,cri,2076
90.34,cri,2077
90.45,cri,2078
90.56,cri,2079
90.67,cri,2080
90.78,cri,2081
90.89,cri,2082
90.99,cri,2083
91.1,cri,2084
91.21,cri,2085
91.32,cri,2086
91.43,cri,2087
91.53,cri,2088
91.64,cri,2089
91.75,cri,2090
91.86,cri,2091
91.97,cri,2092
92.07,cri,2093
92.18,cri,2094
92.28,cri,2095
92.39,cri,2096
92.49,cri,2097
92.59,cri,2098
92.69,cri,2099
32.17,civ,1950
32.37,civ,1951
32.8,civ,1952
33.28,civ,1953
33.82,civ,1954
34.4,civ,1955
35.03,civ,1956
35.71,civ,1957
36.42,civ,1958
37.15,civ,1959
37.88,civ,1960
38.61,civ,1961
39.31,civ,1962
39.99,civ,1963
40.63,civ,1964
41.28,civ,1965
41.96,civ,1966
42.7,civ,1967
43.51,civ,1968
44.38,civ,1969
45.3,civ,1970
46.25,civ,1971
47.18,civ,1972
48.07,civ,1973
48.9,civ,1974
49.66,civ,1975
50.36,civ,1976
51.01,civ,1977
51.61,civ,1978
52.18,civ,1979
52.7,civ,1980
53.19,civ,1981
53.64,civ,1982
54.05,civ,1983
54.4,civ,1984
54.69,civ,1985
54.91,civ,1986
55.04,civ,1987
55.07,civ,1988
54.99,civ,1989
54.75,civ,1990
54.31,civ,1991
53.65,civ,1992
52.82,civ,1993
51.84,civ,1994
50.79,civ,1995
49.74,civ,1996
48.79,civ,1997
47.99,civ,1998
47.4,civ,1999
47.05,civ,2000
46.94,civ,2001
47.04,civ,2002
47.28,civ,2003
47.65,civ,2004
48.1,civ,2005
48.6,civ,2006
49.1,civ,2007
49.6,civ,2008
50.06,civ,2009
50.48,civ,2010
50.86,civ,2011
51.23,civ,2012
51.6,civ,2013
51.98,civ,2014
52.36,civ,2015
52.75,civ,2016
53.15,civ,2017
53.55,civ,2018
53.94,civ,2019
54.34,civ,2020
54.74,civ,2021
55.15,civ,2022
55.55,civ,2023
55.96,civ,2024
56.37,civ,2025
56.77,civ,2026
57.18,civ,2027
57.59,civ,2028
58.0,civ,2029
58.41,civ,2030
58.82,civ,2031
59.23,civ,2032
59.63,civ,2033
60.04,civ,2034
60.45,civ,2035
60.85,civ,2036
61.25,civ,2037
61.65,civ,2038
62.05,civ,2039
62.45,civ,2040
62.84,civ,2041
63.23,civ,2042
63.62,civ,2043
64.0,civ,2044
64.38,civ,2045
64.75,civ,2046
65.12,civ,2047
65.49,civ,2048
65.85,civ,2049
66.2,civ,2050
66.55,civ,2051
66.89,civ,2052
67.23,civ,2053
67.56,civ,2054
67.89,civ,2055
68.21,civ,2056
68.52,civ,2057
68.83,civ,2058
69.13,civ,2059
69.42,civ,2060
69.71,civ,2061
70.0,civ,2062
70.27,civ,2063
70.54,civ,2064
70.8,civ,2065
71.06,civ,2066
71.31,civ,2067
71.56,civ,2068
71.8,civ,2069
72.04,civ,2070
72.27,civ,2071
72.49,civ,2072
72.71,civ,2073
72.93,civ,2074
73.14,civ,2075
73.34,civ,2076
73.55,civ,2077
73.74,civ,2078
73.94,civ,2079
74.12,civ,2080
74.31,civ,2081
74.49,civ,2082
74.67,civ,2083
74.85,civ,2084
75.02,civ,2085
75.19,civ,2086
75.36,civ,2087
