imports_percent_of_gdp,geo,time
55.28,jam,1996
51.88,jam,1997
53.52,jam,2005
59.38,jam,2006
65.95,jam,2007
69.19,jam,2008
51.18,jam,2009
43.26,jam,2010
10.29,jpn,1960
10.9,jpn,1961
9.291,jpn,1962
9.876,jpn,1963
9.691,jpn,1964
9.135,jpn,1965
9.031,jpn,1966
9.45,jpn,1967
9.013,jpn,1968
8.98,jpn,1969
9.419,jpn,1970
8.891,jpn,1971
8.184,jpn,1972
9.9,jpn,1973
14.19,jpn,1974
12.62,jpn,1975
12.62,jpn,1976
11.33,jpn,1977
9.278,jpn,1978
12.33,jpn,1979
14.43,jpn,1980
13.76,jpn,1981
13.62,jpn,1982
12.02,jpn,1983
12.17,jpn,1984
10.8,jpn,1985
7.275,jpn,1986
7.234,jpn,1987
7.667,jpn,1988
8.787,jpn,1989
9.415,jpn,1990
8.334,jpn,1991
7.673,jpn,1992
6.893,jpn,1993
7.04,jpn,1994
7.729,jpn,1995
9.311,jpn,1996
9.758,jpn,1997
9.033,jpn,1998
8.691,jpn,1999
9.531,jpn,2000
9.924,jpn,2001
10.06,jpn,2002
10.38,jpn,2003
11.37,jpn,2004
12.95,jpn,2005
14.86,jpn,2006
15.94,jpn,2007
17.4,jpn,2008
12.33,jpn,2009
14.07,jpn,2010
82.66,jor,1976
84.62,jor,1977
81.47,jor,1978
86.87,jor,1979
84.19,jor,1980
97.16,jor,1981
91.45,jor,1982
79.47,jor,1983
76.67,jor,1984
74.38,jor,1985
55.44,jor,1986
59.75,jor,1987
67.11,jor,1988
76.07,jor,1989
92.73,jor,1990
82.75,jor,1991
81.41,jor,1992
80.16,jor,1993
70.46,jor,1994
72.86,jor,1995
78.17,jor,1996
71.47,jor,1997
64.24,jor,1998
61.15,jor,1999
68.48,jor,2000
67.11,jor,2001
66.6,jor,2002
68.32,jor,2003
82.43,jor,2004
94.21,jor,2005
84.57,jor,2006
88.38,jor,2007
84.72,jor,2008
64.96,jor,2009
65.91,jor,2010
75.33,kaz,1992
46.74,kaz,1993
47.12,kaz,1994
43.55,kaz,1995
36.0,kaz,1996
37.44,kaz,1997
34.86,kaz,1998
40.12,kaz,1999
49.1,kaz,2000
46.95,kaz,2001
47.04,kaz,2002
43.05,kaz,2003
43.91,kaz,2004
44.73,kaz,2005
40.48,kaz,2006
42.75,kaz,2007
37.14,kaz,2008
33.82,kaz,2009
29.21,kaz,2010
33.67,ken,1960
31.13,ken,1961
30.13,ken,1962
28.96,ken,1963
29.21,ken,1964
30.7,ken,1965
30.87,ken,1966
29.37,ken,1967
29.3,ken,1968
28.09,ken,1969
30.66,ken,1970
35.19,ken,1971
28.73,ken,1972
28.67,ken,1973
40.9,ken,1974
34.51,ken,1975
31.76,ken,1976
31.59,ken,1977
38.69,ken,1978
31.61,ken,1979
35.9,ken,1980
33.82,ken,1981
31.56,ken,1982
28.21,ken,1983
32.05,ken,1984
30.15,ken,1985
29.89,ken,1986
26.4,ken,1987
27.6,ken,1988
30.12,ken,1989
31.33,ken,1990
28.56,ken,1991
26.67,ken,1992
33.95,ken,1993
34.23,ken,1994
39.15,ken,1995
32.11,ken,1996
31.37,ken,1997
28.73,ken,1998
27.36,ken,1999
31.72,ken,2000
33.02,ken,2001
30.27,ken,2002
30.05,ken,2003
32.87,ken,2004
35.97,ken,2005
36.31,ken,2006
37.7,ken,2007
41.67,ken,2008
36.61,ken,2009
37.87,ken,2010
39.4,kir,1972
39.3,kir,1973
23.8,kir,1974
27.81,kir,1975
35.7,kir,1976
38.2,kir,1977
46.2,kir,1978
59.59,kir,1979
110.2,kir,1980
122.6,kir,1981
116.5,kir,1982
100.6,kir,1983
105.8,kir,1984
125.9,kir,1985
134.7,kir,1986
119.3,kir,1987
114.1,kir,1988
124.7,kir,1989
147.2,kir,1990
85.62,kir,1991
77.73,kir,1992
62.22,kir,1993
60.06,kir,1994
71.94,kir,1995
68.14,kir,1996
62.03,kir,1997
51.79,kir,1998
52.64,kir,1999
46.81,kir,2000
50.42,kir,2001
51.71,kir,2002
74.27,kir,2003
76.48,kir,2004
12.6,kor,1960
14.94,kor,1961
16.5,kor,1962
15.7,kor,1963
13.35,kor,1964
15.92,kor,1965
20.13,kor,1966
21.92,kor,1967
25.3,kor,1968
25.15,kor,1969
23.82,kor,1970
25.58,kor,1971
24.19,kor,1972
31.85,kor,1973
37.89,kor,1974
35.41,kor,1975
32.01,kor,1976
31.21,kor,1977
32.15,kor,1978
33.65,kor,1979
39.97,kor,1980
39.67,kor,1981
35.75,kor,1982
34.07,kor,1983
33.64,kor,1984
31.38,kor,1985
30.58,kor,1986
31.2,kor,1987
29.28,kor,1988
28.74,kor,1989
29.03,kor,1990
28.99,kor,1991
27.75,kor,1992
26.14,kor,1993
27.38,kor,1994
29.92,kor,1995
31.34,kor,1996
33.0,kor,1997
33.29,kor,1998
32.38,kor,1999
35.71,kor,2000
33.48,kor,2001
31.65,kor,2002
33.1,kor,2003
36.73,kor,2004
36.57,kor,2005
38.3,kor,2006
40.41,kor,2007
54.19,kor,2008
46.03,kor,2009
49.6,kor,2010
50.76,kos,2006
53.65,kos,2007
56.37,kos,2008
53.76,kos,2009
62.14,kos,2010
18.68,kwt,1962
20.77,kwt,1963
19.05,kwt,1964
23.1,kwt,1965
24.36,kwt,1966
28.44,kwt,1967
26.08,kwt,1968
28.92,kwt,1969
24.12,kwt,1970
18.66,kwt,1971
20.66,kwt,1972
22.17,kwt,1973
13.84,kwt,1974
26.01,kwt,1975
32.55,kwt,1976
43.44,kwt,1977
39.87,kwt,1978
28.82,kwt,1979
34.3,kwt,1980
38.48,kwt,1981
52.36,kwt,1982
49.35,kwt,1983
44.64,kwt,1984
42.74,kwt,1985
48.01,kwt,1986
37.12,kwt,1987
42.94,kwt,1988
41.37,kwt,1989
58.07,kwt,1990
125.7,kwt,1991
54.22,kwt,1992
44.29,kwt,1993
42.33,kwt,1994
41.96,kwt,1995
39.19,kwt,1996
39.59,kwt,1997
51.09,kwt,1998
39.44,kwt,1999
30.15,kwt,2000
35.54,kwt,2001
36.61,kwt,2002
34.46,kwt,2003
32.38,kwt,2004
28.27,kwt,2005
24.17,kwt,2006
28.32,kwt,2007
25.68,kwt,2008
28.03,kwt,2009
49.55,kgz,1990
36.63,kgz,1991
47.59,kgz,1992
41.18,kgz,1993
40.07,kgz,1994
42.36,kgz,1995
56.56,kgz,1996
46.19,kgz,1997
58.03,kgz,1998
57.0,kgz,1999
47.58,kgz,2000
37.02,kgz,2001
43.34,kgz,2002
45.25,kgz,2003
51.26,kgz,2004
57.71,kgz,2005
79.03,kgz,2006
84.15,kgz,2007
92.56,kgz,2008
78.68,kgz,2009
89.16,kgz,2010
6.341,lao,1984
9.765,lao,1985
7.701,lao,1986
14.02,lao,1987
31.9,lao,1988
32.0,lao,1989
24.52,lao,1990
25.23,lao,1991
27.11,lao,1992
31.17,lao,1993
39.82,lao,1994
37.33,lao,1995
41.06,lao,1996
41.26,lao,1997
47.81,lao,1998
44.18,lao,1999
44.11,lao,2000
37.81,lao,2001
35.45,lao,2002
34.88,lao,2003
44.32,lao,2004
48.79,lao,2005
47.56,lao,2006
50.14,lao,2007
47.0,lao,2008
42.61,lao,2009
40.89,lao,2010
49.02,lva,1990
25.49,lva,1991
73.07,lva,1992
56.98,lva,1993
44.39,lva,1994
44.87,lva,1995
54.25,lva,1996
54.65,lva,1997
59.62,lva,1998
49.6,lva,1999
48.67,lva,2000
51.11,lva,2001
50.62,lva,2002
54.65,lva,2003
59.57,lva,2004
62.23,lva,2005
66.35,lva,2006
62.38,lva,2007
56.46,lva,2008
45.37,lva,2009
54.2,lva,2010
91.58,lbn,1989
99.91,lbn,1990
84.22,lbn,1991
75.86,lbn,1992
70.8,lbn,1993
62.4,lbn,1994
62.33,lbn,1995
55.25,lbn,1996
47.55,lbn,1997
40.95,lbn,1998
36.75,lbn,1999
35.94,lbn,2000
39.95,lbn,2001
34.94,lbn,2002
37.35,lbn,2003
41.68,lbn,2004
42.61,lbn,2005
42.15,lbn,2006
48.19,lbn,2007
53.47,lbn,2008
47.83,lbn,2009
43.78,lbn,2010
38.46,lso,1960
45.49,lso,1961
47.83,lso,1962
50.89,lso,1963
49.6,lso,1964
53.32,lso,1965
56.54,lso,1966
56.7,lso,1967
55.14,lso,1968
51.57,lso,1969
48.88,lso,1970
54.84,lso,1971
69.13,lso,1972
67.78,lso,1973
77.07,lso,1974
104.0,lso,1975
138.6,lso,1976
112.4,lso,1977
90.6,lso,1978
123.6,lso,1979
110.1,lso,1980
117.0,lso,1981
122.8,lso,1982
127.5,lso,1983
130.9,lso,1984
124.0,lso,1985
119.4,lso,1986
134.3,lso,1987
142.9,lso,1988
140.2,lso,1989
123.2,lso,1990
147.7,lso,1991
136.6,lso,1992
128.9,lso,1993
124.6,lso,1994
127.9,lso,1995
132.4,lso,1996
128.5,lso,1997
112.0,lso,1998
107.4,lso,1999
103.4,lso,2000
105.6,lso,2001
126.6,lso,2002
113.2,lso,2003
129.8,lso,2004
120.9,lso,2005
119.1,lso,2006
118.0,lso,2007
121.0,lso,2008
115.6,lso,2009
113.9,lso,2010
38.32,lbr,1960
52.03,lbr,1961
72.4,lbr,1962
56.83,lbr,1963
51.29,lbr,1964
46.03,lbr,1965
49.58,lbr,1966
52.71,lbr,1967
45.25,lbr,1968
43.47,lbr,1969
45.6,lbr,1970
47.48,lbr,1971
46.24,lbr,1972
57.27,lbr,1973
62.96,lbr,1974
60.0,lbr,1975
68.6,lbr,1976
70.02,lbr,1977
68.08,lbr,1978
64.44,lbr,1979
64.39,lbr,1980
59.99,lbr,1981
58.35,lbr,1982
55.54,lbr,1983
45.6,lbr,1984
43.32,lbr,1985
39.83,lbr,1986
71.98,lbr,1997
39.35,lbr,1998
41.67,lbr,1999
25.99,lbr,2000
31.55,lbr,2001
27.95,lbr,2002
44.9,lbr,2003
51.16,lbr,2004
51.91,lbr,2005
83.24,lbr,2006
190.9,lbr,2007
172.6,lbr,2008
31.12,lby,1990
30.76,lby,1991
25.47,lby,1992
31.55,lby,1993
26.12,lby,1994
22.42,lby,1995
23.89,lby,1996
21.85,lby,1997
20.88,lby,1998
17.21,lby,1999
15.49,lby,2000
19.96,lby,2001
35.19,lby,2002
36.67,lby,2003
32.12,lby,2004
28.3,lby,2005
25.46,lby,2006
29.35,lby,2007
27.47,lby,2008
60.67,ltu,1990
21.04,ltu,1991
19.93,ltu,1992
90.36,ltu,1993
61.4,ltu,1994
57.97,ltu,1995
59.17,ltu,1996
61.58,ltu,1997
56.41,ltu,1998
48.65,ltu,1999
51.02,ltu,2000
55.3,ltu,2001
58.42,ltu,2002
56.98,ltu,2003
59.13,ltu,2004
64.65,ltu,2005
69.26,ltu,2006
67.43,ltu,2007
71.69,ltu,2008
56.05,ltu,2009
69.61,ltu,2010
69.04,lux,1960
75.14,lux,1961
74.19,lux,1962
72.58,lux,1963
73.75,lux,1964
75.1,lux,1965
70.62,lux,1966
66.35,lux,1967
66.21,lux,1968
65.55,lux,1969
71.15,lux,1970
79.3,lux,1971
72.11,lux,1972
71.96,lux,1973
76.5,lux,1974
82.79,lux,1975
77.29,lux,1976
77.74,lux,1977
77.36,lux,1978
81.59,lux,1979
83.82,lux,1980
84.1,lux,1981
85.15,lux,1982
84.6,lux,1983
93.37,lux,1984
97.15,lux,1985
88.4,lux,1986
90.09,lux,1987
90.02,lux,1988
89.33,lux,1989
88.23,lux,1990
89.19,lux,1991
84.07,lux,1992
82.66,lux,1993
83.77,lux,1994
85.19,lux,1995
90.9,lux,1996
103.6,lux,1997
111.1,lux,1998
115.0,lux,1999
129.0,lux,2000
129.0,lux,2001
121.1,lux,2002
113.2,lux,2003
128.2,lux,2004
130.3,lux,2005
139.1,lux,2006
143.6,lux,2007
142.6,lux,2008
129.8,lux,2009
133.8,lux,2010
111.2,mac,1982
113.2,mac,1983
107.0,mac,1984
102.8,mac,1985
107.5,mac,1986
100.4,mac,1987
98.04,mac,1988
94.45,mac,1989
83.97,mac,1990
83.48,mac,1991
69.71,mac,1992
62.7,mac,1993
61.14,mac,1994
55.21,mac,1995
52.39,mac,1996
53.84,mac,1997
55.85,mac,1998
61.77,mac,1999
64.63,mac,2000
68.29,mac,2001
70.58,mac,2002
70.93,mac,2003
66.84,mac,2004
62.55,mac,2005
61.45,mac,2006
66.03,mac,2007
63.45,mac,2008
49.6,mac,2009
49.81,mac,2010
35.86,mkd,1990
25.88,mkd,1991
53.35,mkd,1992
54.69,mkd,1993
48.41,mkd,1994
42.77,mkd,1995
38.52,mkd,1996
50.85,mkd,1997
56.09,mkd,1998
52.15,mkd,1999
63.52,mkd,2000
56.61,mkd,2001
58.16,mkd,2002
54.5,mkd,2003
60.06,mkd,2004
61.14,mkd,2005
64.46,mkd,2006
70.8,mkd,2007
76.2,mkd,2008
60.58,mkd,2009
65.95,mkd,2010
16.62,mdg,1960
19.5,mdg,1961
18.38,mdg,1962
19.93,mdg,1963
19.93,mdg,1964
20.0,mdg,1965
23.2,mdg,1966
21.5,mdg,1967
22.79,mdg,1968
23.11,mdg,1969
21.59,mdg,1970
21.03,mdg,1971
18.32,mdg,1972
18.88,mdg,1973
20.21,mdg,1974
20.89,mdg,1975
17.52,mdg,1976
20.05,mdg,1977
24.06,mdg,1978
30.39,mdg,1979
29.74,mdg,1980
22.82,mdg,1981
20.67,mdg,1982
17.53,mdg,1983
17.91,mdg,1984
20.51,mdg,1985
15.55,mdg,1986
22.51,mdg,1987
23.1,mdg,1988
22.27,mdg,1989
28.03,mdg,1990
26.69,mdg,1991
24.67,mdg,1992
24.62,mdg,1993
29.6,mdg,1994
31.71,mdg,1995
26.0,mdg,1996
29.96,mdg,1997
29.28,mdg,1998
32.21,mdg,1999
38.01,mdg,2000
32.29,mdg,2001
22.57,mdg,2002
32.07,mdg,2003
47.48,mdg,2004
45.56,mdg,2005
45.77,mdg,2006
52.07,mdg,2007
57.02,mdg,2008
52.82,mdg,2009
38.4,mwi,1960
36.17,mwi,1961
35.02,mwi,1962
37.49,mwi,1963
28.25,mwi,1964
33.25,mwi,1965
37.31,mwi,1966
34.9,mwi,1967
39.16,mwi,1968
39.59,mwi,1969
39.16,mwi,1970
35.47,mwi,1971
37.94,mwi,1972
37.58,mwi,1973
38.96,mwi,1974
45.89,mwi,1975
38.87,mwi,1976
34.63,mwi,1977
41.11,mwi,1978
40.83,mwi,1979
38.8,mwi,1980
31.5,mwi,1981
28.85,mwi,1982
28.32,mwi,1983
26.43,mwi,1984
29.9,mwi,1985
25.05,mwi,1986
27.81,mwi,1987
32.54,mwi,1988
34.52,mwi,1989
33.42,mwi,1990
29.31,mwi,1991
42.46,mwi,1992
32.22,mwi,1993
61.75,mwi,1994
48.09,mwi,1995
31.88,mwi,1996
33.59,mwi,1997
38.11,mwi,1998
43.29,mwi,1999
35.33,mwi,2000
39.13,mwi,2001
34.15,mwi,2002
40.6,mwi,2003
43.19,mwi,2004
52.19,mwi,2005
47.11,mwi,2006
42.47,mwi,2007
51.35,mwi,2008
42.12,mwi,2009
47.22,mwi,2010
38.44,mys,1960
40.88,mys,1961
41.77,mys,1962
40.91,mys,1963
39.19,mys,1964
37.62,mys,1965
36.33,mys,1966
35.05,mys,1967
36.2,mys,1968
33.63,mys,1969
37.31,mys,1970
36.82,mys,1971
35.24,mys,1972
33.82,mys,1973
45.35,mys,1974
42.54,mys,1975
39.03,mys,1976
40.22,mys,1977
42.88,mys,1978
46.48,mys,1979
54.27,mys,1980
57.7,mys,1981
58.77,mys,1982
56.1,mys,1983
51.63,mys,1984
49.08,mys,1985
49.5,mys,1986
49.03,mys,1987
56.21,mys,1988
65.31,mys,1989
72.42,mys,1990
81.49,mys,1991
74.63,mys,1992
79.02,mys,1993
90.75,mys,1994
98.02,mys,1995
90.19,mys,1996
92.38,mys,1997
93.75,mys,1998
96.26,mys,1999
100.6,mys,2000
92.96,mys,2001
91.05,mys,2002
87.25,mys,2003
95.0,mys,2004
94.63,mys,2005
93.91,mys,2006
89.43,mys,2007
80.02,mys,2008
74.85,mys,2009
79.49,mys,2010
205.1,mdv,1980
209.0,mdv,1981
195.5,mdv,1982
166.9,mdv,1983
86.94,mdv,1984
66.85,mdv,1985
60.75,mdv,1986
67.18,mdv,1987
68.68,mdv,1988
73.97,mdv,1989
82.63,mdv,1990
82.86,mdv,1991
83.31,mdv,1992
79.73,mdv,1993
79.21,mdv,1994
77.2,mdv,1995
73.1,mdv,1996
78.46,mdv,1997
75.78,mdv,1998
79.93,mdv,1999
71.62,mdv,2000
57.85,mdv,2001
55.96,mdv,2002
57.35,mdv,2003
68.21,mdv,2004
88.67,mdv,2005
81.61,mdv,2006
81.69,mdv,2007
87.81,mdv,2008
65.31,mdv,2009
67.3,mdv,2010
23.9,mli,1967
18.1,mli,1968
19.01,mli,1969
18.2,mli,1970
20.22,mli,1971
19.57,mli,1972
22.84,mli,1973
40.87,mli,1974
29.26,mli,1975
21.03,mli,1976
19.58,mli,1977
29.83,mli,1978
27.23,mli,1979
29.1,mli,1980
29.32,mli,1981
29.78,mli,1982
31.5,mli,1983
32.82,mli,1984
43.97,mli,1985
37.28,mli,1986
33.09,mli,1987
34.58,mli,1988
32.71,mli,1989
33.73,mli,1990
34.6,mli,1991
32.85,mli,1992
31.23,mli,1993
42.87,mli,1994
36.24,mli,1995
35.75,mli,1996
36.76,mli,1997
35.25,mli,1998
38.19,mli,1999
39.38,mli,2000
50.27,mli,2001
39.22,mli,2002
37.36,mli,2003
37.76,mli,2004
37.31,mli,2005
40.23,mli,2006
35.58,mli,2007
71.36,mlt,1970
68.94,mlt,1971
67.46,mlt,1972
75.91,mlt,1973
101.1,mlt,1974
86.33,mlt,1975
86.49,mlt,1976
90.43,mlt,1977
80.53,mlt,1978
84.62,mlt,1979
86.41,mlt,1980
80.57,mlt,1981
76.56,mlt,1982
73.66,mlt,1983
76.48,mlt,1984
79.15,mlt,1985
73.82,mlt,1986
78.47,mlt,1987
79.91,mlt,1988
82.47,mlt,1989
88.65,mlt,1990
87.87,mlt,1991
88.71,mlt,1992
94.09,mlt,1993
95.74,mlt,1994
96.29,mlt,1995
90.46,mlt,1996
84.19,mlt,1997
84.33,mlt,1998
88.17,mlt,1999
102.7,mlt,2000
86.57,mlt,2001
81.96,mlt,2002
82.53,mlt,2003
82.81,mlt,2004
82.43,mlt,2005
92.82,mlt,2006
93.31,mlt,2007
88.31,mlt,2008
78.19,mlt,2009
83.41,mlt,2010
22.99,mrt,1960
27.05,mrt,1961
31.09,mrt,1962
29.54,mrt,1963
22.62,mrt,1964
21.62,mrt,1965
21.05,mrt,1966
23.3,mrt,1967
21.94,mrt,1968
23.51,mrt,1969
24.96,mrt,1970
24.61,mrt,1971
49.21,mrt,1972
46.34,mrt,1973
59.29,mrt,1974
60.4,mrt,1975
77.89,mrt,1976
73.57,mrt,1977
64.85,mrt,1978
59.79,mrt,1979
66.66,mrt,1980
74.95,mrt,1981
84.7,mrt,1982
76.3,mrt,1983
73.14,mrt,1984
80.79,mrt,1985
79.31,mrt,1986
66.58,mrt,1987
63.03,mrt,1988
56.74,mrt,1989
60.73,mrt,1990
40.94,mrt,1991
42.22,mrt,1992
45.06,mrt,1993
55.8,mrt,1994
64.52,mrt,1995
68.39,mrt,1996
60.21,mrt,1997
38.99,mrt,1998
36.62,mrt,1999
45.3,mrt,2000
46.63,mrt,2001
42.27,mrt,2002
46.81,mrt,2003
66.61,mrt,2004
82.48,mrt,2005
51.99,mrt,2006
61.19,mrt,2007
81.92,mrt,2008
66.95,mrt,2009
73.62,mrt,2010
57.41,mus,1976
59.2,mus,1977
55.33,mus,1978
54.2,mus,1979
61.17,mus,1980
54.96,mus,1981
49.76,mus,1982
46.81,mus,1983
51.8,mus,1984
55.19,mus,1985
53.62,mus,1986
62.25,mus,1987
69.39,mus,1988
71.23,mus,1989
72.16,mus,1990
66.05,mus,1991
62.55,mus,1992
64.28,mus,1993
65.46,mus,1994
61.08,mus,1995
64.27,mus,1996
66.34,mus,1997
66.52,mus,1998
67.42,mus,1999
61.94,mus,2000
62.53,mus,2001
58.78,mus,2002
55.39,mus,2003
56.39,mus,2004
65.86,mus,2005
72.91,mus,2006
67.17,mus,2007
66.1,mus,2008
58.37,mus,2009
63.78,mus,2010
11.65,mex,1960
10.62,mex,1961
10.09,mex,1962
9.967,mex,1963
9.858,mex,1964
9.527,mex,1965
9.007,mex,1966
9.011,mex,1967
9.352,mex,1968
9.261,mex,1969
9.652,mex,1970
8.719,mex,1971
8.834,mex,1972
9.466,mex,1973
10.58,mex,1974
9.62,mex,1975
9.867,mex,1976
10.22,mex,1977
11.04,mex,1978
12.45,mex,1979
12.97,mex,1980
12.94,mex,1981
10.32,mex,1982
9.421,mex,1983
9.553,mex,1984
10.33,mex,1985
13.43,mex,1986
13.39,mex,1987
18.54,mex,1988
19.06,mex,1989
19.71,mex,1990
19.27,mex,1991
20.27,mex,1992
19.17,mex,1993
21.6,mex,1994
27.7,mex,1995
30.02,mex,1996
30.37,mex,1997
32.81,mex,1998
32.36,mex,1999
32.93,mex,2000
29.77,mex,2001
28.64,mex,2002
26.82,mex,2003
28.37,mex,2004
28.55,mex,2005
29.22,mex,2006
29.51,mex,2007
30.28,mex,2008
29.06,mex,2009
31.74,mex,2010
84.32,fsm,1983
50.56,mda,1990
33.98,mda,1991
40.62,mda,1992
29.72,mda,1993
44.12,mda,1994
57.96,mda,1995
73.92,mda,1996
74.29,mda,1997
75.04,mda,1998
67.42,mda,1999
75.43,mda,2000
73.53,mda,2001
77.93,mda,2002
87.25,mda,2003
82.0,mda,2004
91.67,mda,2005
91.9,mda,2006
97.14,mda,2007
93.6,mda,2008
73.49,mda,2009
78.23,mda,2010
71.03,mng,1981
64.46,mng,1982
62.42,mng,1983
65.07,mng,1984
68.21,mng,1985
81.39,mng,1986
72.26,mng,1987
66.02,mng,1988
53.88,mng,1989
40.35,mng,1990
82.54,mng,1991
36.36,mng,1992
70.41,mng,1993
54.53,mng,1994
41.56,mng,1995
42.45,mng,1996
47.33,mng,1997
59.51,mng,1998
62.08,mng,1999
67.89,mng,2000
65.5,mng,2001
67.79,mng,2002
67.95,mng,2003
70.54,mng,2004
63.61,mng,2005
53.49,mng,2006
58.27,mng,2007
67.18,mng,2008
57.54,mng,2009
62.35,mng,2010
51.11,mne,2000
61.99,mne,2001
59.88,mne,2002
46.99,mne,2003
58.09,mne,2004
61.08,mne,2005
78.8,mne,2006
86.72,mne,2007
94.1,mne,2008
65.88,mne,2009
63.62,mne,2010
22.7,mar,1960
24.78,mar,1961
21.09,mar,1962
20.08,mar,1963
19.14,mar,1964
16.89,mar,1965
19.37,mar,1966
20.17,mar,1967
20.05,mar,1968
18.83,mar,1969
21.58,mar,1970
19.73,mar,1971
19.22,mar,1972
22.11,mar,1973
28.19,mar,1974
33.35,mar,1975
36.73,mar,1976
37.32,mar,1977
30.07,mar,1978
29.86,mar,1979
26.74,mar,1980
33.3,mar,1981
31.97,mar,1982
29.16,mar,1983
33.59,mar,1984
33.35,mar,1985
27.78,mar,1986
27.03,mar,1987
26.19,mar,1988
27.37,mar,1989
31.86,mar,1990
28.55,mar,1991
31.49,mar,1992
31.82,mar,1993
30.75,mar,1994
34.02,mar,1995
30.19,mar,1996
32.23,mar,1997
28.11,mar,1998
29.64,mar,1999
33.35,mar,2000
31.94,mar,2001
32.26,mar,2002
31.49,mar,2003
34.32,mar,2004
37.92,mar,2005
39.68,mar,2006
44.86,mar,2007
50.87,mar,2008
39.69,mar,2009
42.92,mar,2010
27.36,moz,1980
25.75,moz,1981
26.21,moz,1982
22.76,moz,1983
18.36,moz,1984
11.47,moz,1985
12.03,moz,1986
31.39,moz,1987
37.3,moz,1988
38.65,moz,1989
36.07,moz,1990
34.9,moz,1991
43.94,moz,1992
47.25,moz,1993
48.0,moz,1994
41.04,moz,1995
29.45,moz,1996
24.61,moz,1997
24.56,moz,1998
33.72,moz,1999
36.98,moz,2000
38.48,moz,2001
48.85,moz,2002
47.62,moz,2003
41.79,moz,2004
43.94,moz,2005
47.22,moz,2006
45.15,moz,2007
46.35,moz,2008
42.8,moz,2009
43.23,moz,2010
20.68,mmr,1960
17.58,mmr,1961
19.04,mmr,1962
17.32,mmr,1963
19.47,mmr,1964
20.38,mmr,1965
13.68,mmr,1966
11.35,mmr,1967
8.104,mmr,1968
7.595,mmr,1969
8.743,mmr,1970
8.163,mmr,1971
8.55,mmr,1972
5.999,mmr,1973
8.006,mmr,1974
6.577,mmr,1975
6.567,mmr,1976
10.61,mmr,1977
12.7,mmr,1978
13.06,mmr,1979
12.94,mmr,1980
15.15,mmr,1981
15.74,mmr,1982
10.43,mmr,1983
9.405,mmr,1984
8.577,mmr,1985
6.668,mmr,1986
5.919,mmr,1987
4.841,mmr,1988
3.16,mmr,1989
3.635,mmr,1990
2.857,mmr,1991
2.151,mmr,1992
2.199,mmr,1993
1.762,mmr,1994
1.704,mmr,1995
1.487,mmr,1996
1.283,mmr,1997
1.048,mmr,1998
0.7426,mmr,1999
0.59,mmr,2000
0.5179,mmr,2001
0.2651,mmr,2002
0.1736,mmr,2003
0.1249,mmr,2004
0.09371,mmr,2005
0.09989,mmr,2006
0.07893,mmr,2007
0.08509,mmr,2008
0.06735,mmr,2009
0.08766,mmr,2010
71.11,nam,1980
88.43,nam,1981
81.0,nam,1982
70.96,nam,1983
70.02,nam,1984
53.87,nam,1985
61.89,nam,1986
69.1,nam,1987
59.35,nam,1988
61.48,nam,1989
67.41,nam,1990
67.84,nam,1991
66.93,nam,1992
56.69,nam,1993
51.32,nam,1994
55.67,nam,1995
58.6,nam,1996
57.54,nam,1997
58.01,nam,1998
56.92,nam,1999
44.55,nam,2000
47.67,nam,2001
48.08,nam,2002
52.47,nam,2003
42.08,nam,2004
40.31,nam,2005
41.56,nam,2006
52.04,nam,2007
60.07,nam,2008
60.16,nam,2009
37.82,nam,2010
13.92,npl,1965
8.757,npl,1966
6.952,npl,1967
7.5,npl,1968
10.22,npl,1969
8.303,npl,1970
9.13,npl,1971
7.918,npl,1972
10.37,npl,1973
10.55,npl,1974
13.37,npl,1975
14.18,npl,1976
14.32,npl,1977
15.47,npl,1978
15.97,npl,1979
18.73,npl,1980
19.62,npl,1981
18.81,npl,1982
21.32,npl,1983
19.45,npl,1984
20.0,npl,1985
20.3,npl,1986
20.91,npl,1987
22.38,npl,1988
22.28,npl,1989
21.66,npl,1990
23.18,npl,1991
25.74,npl,1992
28.76,npl,1993
31.44,npl,1994
34.52,npl,1995
35.64,npl,1996
37.71,npl,1997
33.89,npl,1998
29.72,npl,1999
32.43,npl,2000
33.28,npl,2001
28.49,npl,2002
28.55,npl,2003
29.46,npl,2004
29.48,npl,2005
31.32,npl,2006
31.72,npl,2007
33.75,npl,2008
34.67,npl,2009
37.05,npl,2010
46.99,nld,1960
46.46,nld,1961
45.53,nld,1962
46.71,nld,1963
46.68,nld,1964
42.99,nld,1965
42.56,nld,1966
40.89,nld,1967
40.49,nld,1968
42.17,nld,1969
45.95,nld,1970
44.53,nld,1971
41.73,nld,1972
42.98,nld,1973
49.44,nld,1974
45.4,nld,1975
46.65,nld,1976
45.94,nld,1977
44.87,nld,1978
49.54,nld,1979
52.42,nld,1980
53.03,nld,1981
52.63,nld,1982
53.29,nld,1983
55.33,nld,1984
57.91,nld,1985
49.17,nld,1986
49.04,nld,1987
51.19,nld,1988
54.12,nld,1989
52.65,nld,1990
53.05,nld,1991
51.59,nld,1992
49.15,nld,1993
51.16,nld,1994
53.68,nld,1995
54.35,nld,1996
57.65,nld,1997
57.88,nld,1998
58.83,nld,1999
64.54,nld,2000
61.49,nld,2001
57.63,nld,2002
56.72,nld,2003
59.02,nld,2004
61.1,nld,2005
65.1,nld,2006
