geo,year_categorization_1820_2010,time
fji,1840,1840
fji,1850,1850
fji,1860,1860
fji,1870,1870
fji,1880,1880
fji,1890,1890
fji,1900,1900
fji,1910,1910
fji,1920,1920
fji,1930,1930
fji,1940,1940
fji,1950,1950
fji,1960,1960
fji,1970,1970
fji,1980,1980
fji,1990,1990
fji,2000,2000
fji,2010,2010
fin,1820,1820
fin,1830,1830
fin,1840,1840
fin,1850,1850
fin,1860,1860
fin,1870,1870
fin,1880,1880
fin,1890,1890
fin,1900,1900
fin,1910,1910
fin,1920,1920
fin,1930,1930
fin,1940,1940
fin,1950,1950
fin,1960,1960
fin,1970,1970
fin,1980,1980
fin,1990,1990
fin,2000,2000
fin,2010,2010
fra,1820,1820
fra,1830,1830
fra,1840,1840
fra,1850,1850
fra,1860,1860
fra,1870,1870
fra,1880,1880
fra,1890,1890
fra,1900,1900
fra,1910,1910
fra,1920,1920
fra,1930,1930
fra,1940,1940
fra,1950,1950
fra,1960,1960
fra,1970,1970
fra,1980,1980
fra,1990,1990
fra,2000,2000
fra,2010,2010
guf,1820,1820
guf,1830,1830
guf,1840,1840
guf,1850,1850
guf,1860,1860
guf,1870,1870
guf,1880,1880
guf,1890,1890
guf,1900,1900
guf,1910,1910
guf,1920,1920
guf,1930,1930
guf,1940,1940
guf,1950,1950
guf,1960,1960
guf,1970,1970
guf,1980,1980
guf,1990,1990
guf,2000,2000
guf,2010,2010
pyf,1820,1820
pyf,1830,1830
pyf,1840,1840
pyf,1850,1850
pyf,1860,1860
pyf,1870,1870
pyf,1880,1880
pyf,1890,1890
pyf,1900,1900
pyf,1910,1910
pyf,1920,1920
pyf,1930,1930
pyf,1940,1940
pyf,1950,1950
pyf,1960,1960
pyf,1970,1970
pyf,1980,1980
pyf,1990,1990
pyf,2000,2000
pyf,2010,2010
gab,1820,1820
gab,1830,1830
gab,1840,1840
gab,1850,1850
gab,1860,1860
gab,1870,1870
gab,1880,1880
gab,1890,1890
gab,1900,1900
gab,1910,1910
gab,1920,1920
gab,1930,1930
gab,1940,1940
gab,1950,1950
gab,1960,1960
gab,1970,1970
gab,1980,1980
gab,1990,1990
gab,2000,2000
gab,2010,2010
gmb,1820,1820
gmb,1830,1830
gmb,1840,1840
gmb,1850,1850
gmb,1860,1860
gmb,1870,1870
gmb,1880,1880
gmb,1890,1890
gmb,1900,1900
gmb,1910,1910
gmb,1920,1920
gmb,1930,1930
gmb,1940,1940
gmb,1950,1950
gmb,1960,1960
gmb,1970,1970
gmb,1980,1980
gmb,1990,1990
gmb,2000,2000
gmb,2010,2010
geo,1820,1820
geo,1830,1830
geo,1840,1840
geo,1850,1850
geo,1860,1860
geo,1870,1870
geo,1880,1880
geo,1890,1890
geo,1900,1900
geo,1910,1910
geo,1920,1920
geo,1930,1930
geo,1940,1940
geo,1950,1950
geo,1960,1960
geo,1970,1970
geo,1980,1980
geo,1990,1990
geo,2000,2000
geo,2010,2010
deu,1820,1820
deu,1830,1830
deu,1840,1840
deu,1850,1850
deu,1860,1860
deu,1870,1870
deu,1880,1880
deu,1890,1890
deu,1900,1900
deu,1910,1910
deu,1920,1920
deu,1930,1930
deu,1940,1940
deu,1950,1950
deu,1960,1960
deu,1970,1970
deu,1980,1980
deu,1990,1990
deu,2000,2000
deu,2010,2010
gha,1820,1820
gha,1830,1830
gha,1840,1840
gha,1850,1850
gha,1860,1860
gha,1870,1870
gha,1880,1880
gha,1890,1890
gha,1900,1900
gha,1910,1910
gha,1920,1920
gha,1930,1930
gha,1940,1940
gha,1950,1950
gha,1960,1960
gha,1970,1970
gha,1980,1980
gha,1990,1990
gha,2000,2000
gha,2010,2010
gib,1820,1820
gib,1830,1830
gib,1840,1840
gib,1850,1850
gib,1860,1860
gib,1870,1870
gib,1880,1880
gib,1890,1890
gib,1900,1900
gib,1910,1910
gib,1920,1920
gib,1930,1930
gib,1940,1940
gib,1950,1950
gib,1960,1960
gib,1970,1970
gib,1980,1980
gib,1990,1990
gib,2000,2000
gib,2010,2010
grc,1820,1820
grc,1830,1830
grc,1840,1840
grc,1850,1850
grc,1860,1860
grc,1870,1870
grc,1880,1880
grc,1890,1890
grc,1900,1900
grc,1910,1910
grc,1920,1920
grc,1930,1930
grc,1940,1940
grc,1950,1950
grc,1960,1960
grc,1970,1970
grc,1980,1980
grc,1990,1990
grc,2000,2000
grc,2010,2010
grl,1820,1820
grl,1830,1830
grl,1840,1840
grl,1850,1850
grl,1860,1860
grl,1870,1870
grl,1880,1880
grl,1890,1890
grl,1900,1900
grl,1910,1910
grl,1920,1920
grl,1930,1930
grl,1940,1940
grl,1950,1950
grl,1960,1960
grl,1970,1970
grl,1980,1980
grl,1990,1990
grl,2000,2000
grl,2010,2010
grd,1820,1820
grd,1830,1830
grd,1840,1840
grd,1850,1850
grd,1860,1860
grd,1870,1870
grd,1880,1880
grd,1890,1890
grd,1900,1900
grd,1910,1910
grd,1920,1920
grd,1930,1930
grd,1940,1940
grd,1950,1950
grd,1960,1960
grd,1970,1970
grd,1980,1980
grd,1990,1990
grd,2000,2000
grd,2010,2010
glp,1820,1820
glp,1830,1830
glp,1840,1840
glp,1850,1850
glp,1860,1860
glp,1870,1870
glp,1880,1880
glp,1890,1890
glp,1900,1900
glp,1910,1910
glp,1920,1920
glp,1930,1930
glp,1940,1940
glp,1950,1950
glp,1960,1960
glp,1970,1970
glp,1980,1980
glp,1990,1990
glp,2000,2000
glp,2010,2010
gum,1820,1820
gum,1830,1830
gum,1840,1840
gum,1850,1850
gum,1860,1860
gum,1870,1870
gum,1880,1880
gum,1890,1890
gum,1900,1900
gum,1910,1910
gum,1920,1920
gum,1930,1930
gum,1940,1940
gum,1950,1950
gum,1960,1960
gum,1970,1970
gum,1980,1980
gum,1990,1990
gum,2000,2000
gum,2010,2010
gtm,1820,1820
gtm,1830,1830
gtm,1840,1840
gtm,1850,1850
gtm,1860,1860
gtm,1870,1870
gtm,1880,1880
gtm,1890,1890
gtm,1900,1900
gtm,1910,1910
gtm,1920,1920
gtm,1930,1930
gtm,1940,1940
gtm,1950,1950
gtm,1960,1960
gtm,1970,1970
gtm,1980,1980
gtm,1990,1990
gtm,2000,2000
gtm,2010,2010
gbg,1820,1820
gbg,1830,1830
gbg,1840,1840
gbg,1850,1850
gbg,1860,1860
gbg,1870,1870
gbg,1880,1880
gbg,1890,1890
gbg,1900,1900
gbg,1910,1910
gbg,1920,1920
gbg,1930,1930
gbg,1940,1940
gbg,1950,1950
gbg,1960,1960
gbg,1970,1970
gbg,1980,1980
gbg,1990,1990
gbg,2000,2000
gbg,2010,2010
gin,1820,1820
gin,1830,1830
gin,1840,1840
gin,1850,1850
gin,1860,1860
gin,1870,1870
gin,1880,1880
gin,1890,1890
gin,1900,1900
gin,1910,1910
gin,1920,1920
gin,1930,1930
gin,1940,1940
gin,1950,1950
gin,1960,1960
gin,1970,1970
gin,1980,1980
gin,1990,1990
gin,2000,2000
gin,2010,2010
gnb,1820,1820
gnb,1830,1830
gnb,1840,1840
gnb,1850,1850
gnb,1860,1860
gnb,1870,1870
gnb,1880,1880
gnb,1890,1890
gnb,1900,1900
gnb,1910,1910
gnb,1920,1920
gnb,1930,1930
gnb,1940,1940
gnb,1950,1950
gnb,1960,1960
gnb,1970,1970
gnb,1980,1980
gnb,1990,1990
gnb,2000,2000
gnb,2010,2010
guy,1820,1820
guy,1830,1830
guy,1840,1840
guy,1850,1850
guy,1860,1860
guy,1870,1870
guy,1880,1880
guy,1890,1890
guy,1900,1900
guy,1910,1910
guy,1920,1920
guy,1930,1930
guy,1940,1940
guy,1950,1950
guy,1960,1960
guy,1970,1970
guy,1980,1980
guy,1990,1990
guy,2000,2000
guy,2010,2010
hti,1820,1820
hti,1830,1830
hti,1840,1840
hti,1850,1850
hti,1860,1860
hti,1870,1870
hti,1880,1880
hti,1890,1890
hti,1900,1900
hti,1910,1910
hti,1920,1920
hti,1930,1930
hti,1940,1940
hti,1950,1950
hti,1960,1960
hti,1970,1970
hti,1980,1980
hti,1990,1990
hti,2000,2000
hti,2010,2010
hos,1820,1820
hos,1830,1830
hos,1840,1840
hos,1850,1850
hos,1860,1860
hos,1870,1870
hos,1880,1880
hos,1890,1890
hos,1900,1900
hos,1910,1910
hos,1920,1920
hos,1930,1930
hos,1940,1940
hos,1950,1950
hos,1960,1960
hos,1970,1970
hos,1980,1980
hos,1990,1990
hos,2000,2000
hos,2010,2010
hnd,1820,1820
hnd,1830,1830
hnd,1840,1840
hnd,1850,1850
hnd,1860,1860
hnd,1870,1870
hnd,1880,1880
hnd,1890,1890
hnd,1900,1900
hnd,1910,1910
hnd,1920,1920
hnd,1930,1930
hnd,1940,1940
hnd,1950,1950
hnd,1960,1960
hnd,1970,1970
hnd,1980,1980
hnd,1990,1990
hnd,2000,2000
hnd,2010,2010
hkg,1820,1820
hkg,1830,1830
hkg,1840,1840
hkg,1850,1850
hkg,1860,1860
hkg,1870,1870
hkg,1880,1880
hkg,1890,1890
hkg,1900,1900
hkg,1910,1910
hkg,1920,1920
hkg,1930,1930
hkg,1940,1940
hkg,1950,1950
hkg,1960,1960
hkg,1970,1970
hkg,1980,1980
hkg,1990,1990
hkg,2000,2000
hkg,2010,2010
hun,1820,1820
hun,1830,1830
hun,1840,1840
hun,1850,1850
hun,1860,1860
hun,1870,1870
hun,1880,1880
hun,1890,1890
hun,1900,1900
hun,1910,1910
hun,1920,1920
hun,1930,1930
hun,1940,1940
hun,1950,1950
hun,1960,1960
hun,1970,1970
hun,1980,1980
hun,1990,1990
hun,2000,2000
hun,2010,2010
isl,1820,1820
isl,1830,1830
isl,1840,1840
isl,1850,1850
isl,1860,1860
isl,1870,1870
isl,1880,1880
isl,1890,1890
isl,1900,1900
isl,1910,1910
isl,1920,1920
isl,1930,1930
isl,1940,1940
isl,1950,1950
isl,1960,1960
isl,1970,1970
isl,1980,1980
isl,1990,1990
isl,2000,2000
isl,2010,2010
ind,1820,1820
ind,1830,1830
ind,1840,1840
ind,1850,1850
ind,1860,1860
ind,1870,1870
ind,1880,1880
ind,1890,1890
ind,1900,1900
ind,1910,1910
ind,1920,1920
ind,1930,1930
ind,1940,1940
ind,1950,1950
ind,1960,1960
ind,1970,1970
ind,1980,1980
ind,1990,1990
ind,2000,2000
ind,2010,2010
idn,1820,1820
idn,1830,1830
idn,1840,1840
idn,1850,1850
idn,1860,1860
idn,1870,1870
idn,1880,1880
idn,1890,1890
idn,1900,1900
idn,1910,1910
idn,1920,1920
idn,1930,1930
idn,1940,1940
idn,1950,1950
idn,1960,1960
idn,1970,1970
idn,1980,1980
idn,1990,1990
idn,2000,2000
idn,2010,2010
irn,1820,1820
irn,1830,1830
irn,1840,1840
irn,1850,1850
irn,1860,1860
irn,1870,1870
irn,1880,1880
irn,1890,1890
irn,1900,1900
irn,1910,1910
irn,1920,1920
irn,1930,1930
irn,1940,1940
irn,1950,1950
irn,1960,1960
irn,1970,1970
irn,1980,1980
irn,1990,1990
irn,2000,2000
irn,2010,2010
irq,1820,1820
irq,1830,1830
irq,1840,1840
irq,1850,1850
irq,1860,1860
irq,1870,1870
irq,1880,1880
irq,1890,1890
irq,1900,1900
irq,1910,1910
irq,1920,1920
irq,1930,1930
irq,1940,1940
irq,1950,1950
irq,1960,1960
irq,1970,1970
irq,1980,1980
irq,1990,1990
irq,2000,2000
irq,2010,2010
irl,1820,1820
irl,1830,1830
irl,1840,1840
irl,1850,1850
irl,1860,1860
irl,1870,1870
irl,1880,1880
irl,1890,1890
irl,1900,1900
irl,1910,1910
irl,1920,1920
irl,1930,1930
irl,1940,1940
irl,1950,1950
irl,1960,1960
irl,1970,1970
irl,1980,1980
irl,1990,1990
irl,2000,2000
irl,2010,2010
gbm,1820,1820
gbm,1830,1830
gbm,1840,1840
gbm,1850,1850
gbm,1860,1860
gbm,1870,1870
gbm,1880,1880
gbm,1890,1890
gbm,1900,1900
gbm,1910,1910
gbm,1920,1920
gbm,1930,1930
gbm,1940,1940
gbm,1950,1950
gbm,1960,1960
gbm,1970,1970
gbm,1980,1980
gbm,1990,1990
gbm,2000,2000
gbm,2010,2010
isr,1820,1820
isr,1830,1830
isr,1840,1840
isr,1850,1850
isr,1860,1860
isr,1870,1870
isr,1880,1880
isr,1890,1890
isr,1900,1900
isr,1910,1910
isr,1920,1920
isr,1930,1930
isr,1940,1940
isr,1950,1950
isr,1960,1960
isr,1970,1970
isr,1980,1980
isr,1990,1990
isr,2000,2000
isr,2010,2010
ita,1820,1820
ita,1830,1830
ita,1840,1840
ita,1850,1850
ita,1860,1860
ita,1870,1870
ita,1880,1880
ita,1890,1890
ita,1900,1900
ita,1910,1910
ita,1920,1920
ita,1930,1930
ita,1940,1940
ita,1950,1950
ita,1960,1960
ita,1970,1970
ita,1980,1980
ita,1990,1990
ita,2000,2000
ita,2010,2010
jam,1820,1820
jam,1830,1830
jam,1840,1840
jam,1850,1850
jam,1860,1860
jam,1870,1870
jam,1880,1880
jam,1890,1890
jam,1900,1900
jam,1910,1910
jam,1920,1920
jam,1930,1930
jam,1940,1940
jam,1950,1950
jam,1960,1960
jam,1970,1970
jam,1980,1980
jam,1990,1990
jam,2000,2000
jam,2010,2010
jpn,1820,1820
jpn,1830,1830
jpn,1840,1840
jpn,1850,1850
jpn,1860,1860
jpn,1870,1870
jpn,1880,1880
jpn,1890,1890
jpn,1900,1900
jpn,1910,1910
jpn,1920,1920
jpn,1930,1930
jpn,1940,1940
jpn,1950,1950
jpn,1960,1960
jpn,1970,1970
jpn,1980,1980
jpn,1990,1990
jpn,2000,2000
jpn,2010,2010
jey,1820,1820
jey,1830,1830
jey,1840,1840
jey,1850,1850
jey,1860,1860
jey,1870,1870
jey,1880,1880
jey,1890,1890
jey,1900,1900
jey,1910,1910
jey,1920,1920
jey,1930,1930
jey,1940,1940
jey,1950,1950
jey,1960,1960
jey,1970,1970
jey,1980,1980
jey,1990,1990
jey,2000,2000
jey,2010,2010
jor,1820,1820
jor,1830,1830
jor,1840,1840
jor,1850,1850
jor,1860,1860
jor,1870,1870
jor,1880,1880
jor,1890,1890
jor,1900,1900
jor,1910,1910
jor,1920,1920
jor,1930,1930
jor,1940,1940
jor,1950,1950
jor,1960,1960
jor,1970,1970
jor,1980,1980
jor,1990,1990
jor,2000,2000
jor,2010,2010
kaz,1820,1820
kaz,1830,1830
kaz,1840,1840
kaz,1850,1850
kaz,1860,1860
kaz,1870,1870
kaz,1880,1880
kaz,1890,1890
kaz,1900,1900
kaz,1910,1910
kaz,1920,1920
kaz,1930,1930
kaz,1940,1940
kaz,1950,1950
kaz,1960,1960
kaz,1970,1970
kaz,1980,1980
kaz,1990,1990
kaz,2000,2000
kaz,2010,2010
ken,1820,1820
ken,1830,1830
ken,1840,1840
ken,1850,1850
ken,1860,1860
ken,1870,1870
ken,1880,1880
ken,1890,1890
ken,1900,1900
ken,1910,1910
ken,1920,1920
ken,1930,1930
ken,1940,1940
ken,1950,1950
ken,1960,1960
ken,1970,1970
ken,1980,1980
ken,1990,1990
ken,2000,2000
ken,2010,2010
kir,1820,1820
kir,1830,1830
kir,1840,1840
kir,1850,1850
kir,1860,1860
kir,1870,1870
kir,1880,1880
kir,1890,1890
kir,1900,1900
kir,1910,1910
kir,1920,1920
kir,1930,1930
kir,1940,1940
kir,1950,1950
kir,1960,1960
kir,1970,1970
kir,1980,1980
kir,1990,1990
kir,2000,2000
kir,2010,2010
prk,1820,1820
prk,1830,1830
prk,1840,1840
prk,1850,1850
prk,1860,1860
prk,1870,1870
prk,1880,1880
prk,1890,1890
prk,1900,1900
prk,1910,1910
prk,1920,1920
prk,1930,1930
prk,1940,1940
prk,1950,1950
prk,1960,1960
prk,1970,1970
prk,1980,1980
prk,1990,1990
prk,2000,2000
prk,2010,2010
kor,1820,1820
kor,1830,1830
kor,1840,1840
kor,1850,1850
kor,1860,1860
kor,1870,1870
kor,1880,1880
kor,1890,1890
kor,1900,1900
kor,1910,1910
kor,1920,1920
kor,1930,1930
kor,1940,1940
kor,1950,1950
kor,1960,1960
kor,1970,1970
kor,1980,1980
kor,1990,1990
kor,2000,2000
kor,2010,2010
kos,1820,1820
kos,1830,1830
kos,1840,1840
kos,1850,1850
kos,1860,1860
kos,1870,1870
kos,1880,1880
kos,1890,1890
kos,1900,1900
kos,1910,1910
kos,1920,1920
kos,1930,1930
kos,1940,1940
kos,1950,1950
kos,1960,1960
kos,1970,1970
kos,1980,1980
kos,1990,1990
kos,2000,2000
kos,2010,2010
kwt,1820,1820
kwt,1830,1830
kwt,1840,1840
kwt,1850,1850
kwt,1860,1860
kwt,1870,1870
kwt,1880,1880
kwt,1890,1890
kwt,1900,1900
kwt,1910,1910
kwt,1920,1920
kwt,1930,1930
kwt,1940,1940
kwt,1950,1950
kwt,1960,1960
kwt,1970,1970
kwt,1980,1980
kwt,1990,1990
kwt,2000,2000
kwt,2010,2010
kgz,1820,1820
kgz,1830,1830
kgz,1840,1840
kgz,1850,1850
kgz,1860,1860
kgz,1870,1870
kgz,1880,1880
kgz,1890,1890
kgz,1900,1900
kgz,1910,1910
kgz,1920,1920
kgz,1930,1930
kgz,1940,1940
kgz,1950,1950
kgz,1960,1960
kgz,1970,1970
kgz,1980,1980
kgz,1990,1990
kgz,2000,2000
kgz,2010,2010
lao,1820,1820
lao,1830,1830
lao,1840,1840
lao,1850,1850
lao,1860,1860
lao,1870,1870
lao,1880,1880
lao,1890,1890
lao,1900,1900
lao,1910,1910
lao,1920,1920
lao,1930,1930
lao,1940,1940
lao,1950,1950
lao,1960,1960
lao,1970,1970
lao,1980,1980
lao,1990,1990
lao,2000,2000
lao,2010,2010
lva,1820,1820
lva,1830,1830
lva,1840,1840
lva,1850,1850
lva,1860,1860
lva,1870,1870
lva,1880,1880
lva,1890,1890
lva,1900,1900
lva,1910,1910
lva,1920,1920
lva,1930,1930
lva,1940,1940
lva,1950,1950
lva,1960,1960
lva,1970,1970
lva,1980,1980
lva,1990,1990
lva,2000,2000
lva,2010,2010
lbn,1820,1820
lbn,1830,1830
lbn,1840,1840
lbn,1850,1850
lbn,1860,1860
lbn,1870,1870
lbn,1880,1880
lbn,1890,1890
lbn,1900,1900
lbn,1910,1910
lbn,1920,1920
lbn,1930,1930
lbn,1940,1940
lbn,1950,1950
lbn,1960,1960
lbn,1970,1970
lbn,1980,1980
lbn,1990,1990
lbn,2000,2000
lbn,2010,2010
lso,1820,1820
lso,1830,1830
lso,1840,1840
lso,1850,1850
lso,1860,1860
lso,1870,1870
lso,1880,1880
lso,1890,1890
lso,1900,1900
lso,1910,1910
lso,1920,1920
lso,1930,1930
lso,1940,1940
lso,1950,1950
lso,1960,1960
lso,1970,1970
lso,1980,1980
lso,1990,1990
lso,2000,2000
lso,2010,2010
lbr,1820,1820
lbr,1830,1830
lbr,1840,1840
lbr,1850,1850
lbr,1860,1860
lbr,1870,1870
lbr,1880,1880
lbr,1890,1890
lbr,1900,1900
lbr,1910,1910
lbr,1920,1920
lbr,1930,1930
lbr,1940,1940
lbr,1950,1950
lbr,1960,1960
lbr,1970,1970
lbr,1980,1980
lbr,1990,1990
lbr,2000,2000
lbr,2010,2010
lby,1820,1820
lby,1830,1830
lby,1840,1840
lby,1850,1850
lby,1860,1860
lby,1870,1870
lby,1880,1880
lby,1890,1890
lby,1900,1900
lby,1910,1910
lby,1920,1920
lby,1930,1930
lby,1940,1940
lby,1950,1950
lby,1960,1960
lby,1970,1970
lby,1980,1980
lby,1990,1990
lby,2000,2000
lby,2010,2010
lie,1820,1820
lie,1830,1830
lie,1840,1840
lie,1850,1850
lie,1860,1860
lie,1870,1870
lie,1880,1880
lie,1890,1890
lie,1900,1900
lie,1910,1910
lie,1920,1920
lie,1930,1930
lie,1940,1940
lie,1950,1950
lie,1960,1960
lie,1970,1970
lie,1980,1980
lie,1990,1990
lie,2000,2000
lie,2010,2010
ltu,1820,1820
ltu,1830,1830
ltu,1840,1840
ltu,1850,1850
ltu,1860,1860
ltu,1870,1870
ltu,1880,1880
ltu,1890,1890
ltu,1900,1900
ltu,1910,1910
ltu,1920,1920
ltu,1930,1930
ltu,1940,1940
ltu,1950,1950
ltu,1960,1960
ltu,1970,1970
ltu,1980,1980
ltu,1990,1990
ltu,2000,2000
ltu,2010,2010
lux,1820,1820
lux,1830,1830
lux,1840,1840
lux,1850,1850
lux,1860,1860
lux,1870,1870
lux,1880,1880
lux,1890,1890
lux,1900,1900
lux,1910,1910
lux,1920,1920
lux,1930,1930
lux,1940,1940
lux,1950,1950
lux,1960,1960
lux,1970,1970
lux,1980,1980
lux,1990,1990
lux,2000,2000
lux,2010,2010
mac,1820,1820
mac,1830,1830
mac,1840,1840
mac,1850,1850
mac,1860,1860
mac,1870,1870
mac,1880,1880
mac,1890,1890
mac,1900,1900
mac,1910,1910
mac,1920,1920
mac,1930,1930
mac,1940,1940
mac,1950,1950
mac,1960,1960
mac,1970,1970
mac,1980,1980
mac,1990,1990
mac,2000,2000
mac,2010,2010
mkd,1820,1820
mkd,1830,1830
mkd,1840,1840
mkd,1850,1850
mkd,1860,1860
mkd,1870,1870
mkd,1880,1880
mkd,1890,1890
mkd,1900,1900
mkd,1910,1910
mkd,1920,1920
mkd,1930,1930
mkd,1940,1940
mkd,1950,1950
mkd,1960,1960
mkd,1970,1970
mkd,1980,1980
mkd,1990,1990
mkd,2000,2000
mkd,2010,2010
mdg,1820,1820
mdg,1830,1830
mdg,1840,1840
mdg,1850,1850
mdg,1860,1860
mdg,1870,1870
mdg,1880,1880
mdg,1890,1890
mdg,1900,1900
mdg,1910,1910
mdg,1920,1920
mdg,1930,1930
mdg,1940,1940
mdg,1950,1950
mdg,1960,1960
mdg,1970,1970
mdg,1980,1980
mdg,1990,1990
mdg,2000,2000
mdg,2010,2010
mwi,1820,1820
mwi,1830,1830
mwi,1840,1840
mwi,1850,1850
mwi,1860,1860
mwi,1870,1870
mwi,1880,1880
mwi,1890,1890
mwi,1900,1900
mwi,1910,1910
mwi,1920,1920
mwi,1930,1930
mwi,1940,1940
mwi,1950,1950
mwi,1960,1960
mwi,1970,1970
mwi,1980,1980
mwi,1990,1990
mwi,2000,2000
mwi,2010,2010
mys,1820,1820
mys,1830,1830
mys,1840,1840
mys,1850,1850
mys,1860,1860
mys,1870,1870
mys,1880,1880
mys,1890,1890
mys,1900,1900
mys,1910,1910
mys,1920,1920
mys,1930,1930
mys,1940,1940
mys,1950,1950
mys,1960,1960
mys,1970,1970
mys,1980,1980
mys,1990,1990
mys,2000,2000
mys,2010,2010
mdv,1820,1820
mdv,1830,1830
mdv,1840,1840
mdv,1850,1850
mdv,1860,1860
mdv,1870,1870
mdv,1880,1880
mdv,1890,1890
mdv,1900,1900
mdv,1910,1910
mdv,1920,1920
mdv,1930,1930
mdv,1940,1940
mdv,1950,1950
mdv,1960,1960
mdv,1970,1970
mdv,1980,1980
mdv,1990,1990
mdv,2000,2000
mdv,2010,2010
mli,1820,1820
mli,1830,1830
mli,1840,1840
mli,1850,1850
mli,1860,1860
mli,1870,1870
mli,1880,1880
mli,1890,1890
mli,1900,1900
mli,1910,1910
mli,1920,1920
mli,1930,1930
mli,1940,1940
mli,1950,1950
mli,1960,1960
mli,1970,1970
mli,1980,1980
mli,1990,1990
mli,2000,2000
mli,2010,2010
mlt,1820,1820
mlt,1830,1830
mlt,1840,1840
mlt,1850,1850
mlt,1860,1860
mlt,1870,1870
mlt,1880,1880
mlt,1890,1890
mlt,1900,1900
mlt,1910,1910
mlt,1920,1920
mlt,1930,1930
mlt,1940,1940
mlt,1950,1950
mlt,1960,1960
mlt,1970,1970
mlt,1980,1980
mlt,1990,1990
mlt,2000,2000
mlt,2010,2010
mhl,1820,1820
mhl,1830,1830
mhl,1840,1840
mhl,1850,1850
mhl,1860,1860
mhl,1870,1870
mhl,1880,1880
mhl,1890,1890
mhl,1900,1900
mhl,1910,1910
mhl,1920,1920
mhl,1930,1930
mhl,1940,1940
mhl,1950,1950
mhl,1960,1960
mhl,1970,1970
mhl,1980,1980
mhl,1990,1990
mhl,2000,2000
mhl,2010,2010
mtq,1820,1820
mtq,1830,1830
mtq,1840,1840
mtq,1850,1850
mtq,1860,1860
mtq,1870,1870
mtq,1880,1880
mtq,1890,1890
mtq,1900,1900
mtq,1910,1910
mtq,1920,1920
mtq,1930,1930
mtq,1940,1940
mtq,1950,1950
mtq,1960,1960
mtq,1970,1970
mtq,1980,1980
mtq,1990,1990
mtq,2000,2000
mtq,2010,2010
mrt,1820,1820
mrt,1830,1830
mrt,1840,1840
mrt,1850,1850
mrt,1860,1860
mrt,1870,1870
mrt,1880,1880
mrt,1890,1890
mrt,1900,1900
mrt,1910,1910
mrt,1920,1920
mrt,1930,1930
mrt,1940,1940
mrt,1950,1950
mrt,1960,1960
mrt,1970,1970
mrt,1980,1980
mrt,1990,1990
mrt,2000,2000
mrt,2010,2010
mus,1820,1820
mus,1830,1830
mus,1840,1840
mus,1850,1850
mus,1860,1860
mus,1870,1870
mus,1880,1880
mus,1890,1890
mus,1900,1900
mus,1910,1910
mus,1920,1920
mus,1930,1930
mus,1940,1940
mus,1950,1950
mus,1960,1960
mus,1970,1970
mus,1980,1980
mus,1990,1990
mus,2000,2000
mus,2010,2010
myt,1820,1820
myt,1830,1830
myt,1840,1840
myt,1850,1850
myt,1860,1860
myt,1870,1870
myt,1880,1880
myt,1890,1890
myt,1900,1900
myt,1910,1910
myt,1920,1920
myt,1930,1930
myt,1940,1940
myt,1950,1950
myt,1960,1960
myt,1970,1970
myt,1980,1980
myt,1990,1990
myt,2000,2000
myt,2010,2010
mex,1820,1820
mex,1830,1830
mex,1840,1840
mex,1850,1850
mex,1860,1860
mex,1870,1870
mex,1880,1880
mex,1890,1890
mex,1900,1900
mex,1910,1910
mex,1920,1920
mex,1930,1930
mex,1940,1940
mex,1950,1950
mex,1960,1960
mex,1970,1970
mex,1980,1980
mex,1990,1990
mex,2000,2000
mex,2010,2010
fsm,1820,1820
fsm,1830,1830
fsm,1840,1840
fsm,1850,1850
fsm,1860,1860
fsm,1870,1870
fsm,1880,1880
fsm,1890,1890
fsm,1900,1900
fsm,1910,1910
fsm,1920,1920
fsm,1930,1930
fsm,1940,1940
fsm,1950,1950
fsm,1960,1960
fsm,1970,1970
fsm,1980,1980
fsm,1990,1990
fsm,2000,2000
fsm,2010,2010
mda,1820,1820
mda,1830,1830
mda,1840,1840
mda,1850,1850
mda,1860,1860
mda,1870,1870
mda,1880,1880
mda,1890,1890
mda,1900,1900
mda,1910,1910
mda,1920,1920
mda,1930,1930
mda,1940,1940
mda,1950,1950
mda,1960,1960
mda,1970,1970
mda,1980,1980
mda,1990,1990
mda,2000,2000
mda,2010,2010
mco,1820,1820
mco,1830,1830
mco,1840,1840
mco,1850,1850
mco,1860,1860
mco,1870,1870
mco,1880,1880
mco,1890,1890
mco,1900,1900
mco,1910,1910
mco,1920,1920
mco,1930,1930
mco,1940,1940
mco,1950,1950
mco,1960,1960
mco,1970,1970
mco,1980,1980
mco,1990,1990
mco,2000,2000
mco,2010,2010
mng,1820,1820
mng,1830,1830
mng,1840,1840
mng,1850,1850
mng,1860,1860
mng,1870,1870
mng,1880,1880
mng,1890,1890
mng,1900,1900
mng,1910,1910
mng,1920,1920
mng,1930,1930
mng,1940,1940
mng,1950,1950
mng,1960,1960
mng,1970,1970
mng,1980,1980
mng,1990,1990
mng,2000,2000
mng,2010,2010
mne,1820,1820
mne,1830,1830
mne,1840,1840
mne,1850,1850
mne,1860,1860
mne,1870,1870
mne,1880,1880
mne,1890,1890
mne,1900,1900
mne,1910,1910
mne,1920,1920
mne,1930,1930
mne,1940,1940
mne,1950,1950
mne,1960,1960
mne,1970,1970
mne,1980,1980
mne,1990,1990
mne,2000,2000
mne,2010,2010
msr,1820,1820
msr,1830,1830
