geo,males_aged_15_24_employment_rate_percent,time
jam,38.5,1999
jam,37.9,2000
jam,36.7,2001
jam,36.7,2002
jam,40.5,2003
jam,38.1,2004
jam,39.8,2005
jam,40.8,2006
jam,39.8,2007
jpn,42.6,1991
jpn,44.3,1992
jpn,45.2,1993
jpn,45.2,1994
jpn,45.0,1995
jpn,45.4,1996
jpn,45.8,1997
jpn,44.6,1998
jpn,42.7,1999
jpn,42.4,2000
jpn,41.8,2001
jpn,41.1,2002
jpn,40.3,2003
jpn,39.5,2004
jpn,39.8,2005
jpn,40.5,2006
jpn,39.9,2007
jor,38.1,1991
jor,37.8,1992
jor,37.2,1993
jor,38.8,1994
jor,40.2,1995
jor,40.0,1996
jor,38.3,1997
jor,37.5,1998
jor,36.3,1999
jor,34.2,2000
jor,33.1,2001
jor,31.2,2002
jor,31.7,2003
jor,33.6,2004
jor,33.4,2005
jor,33.1,2006
jor,31.4,2007
kaz,49.8,1991
kaz,46.7,1992
kaz,48.0,1993
kaz,50.4,1994
kaz,47.3,1995
kaz,45.5,1996
kaz,45.3,1997
kaz,44.9,1998
kaz,44.3,1999
kaz,44.6,2000
kaz,46.2,2001
kaz,46.2,2002
kaz,47.0,2003
kaz,46.0,2004
kaz,44.1,2005
kaz,42.8,2006
kaz,45.2,2007
ken,65.4,1991
ken,65.0,1992
ken,64.7,1993
ken,64.5,1994
ken,64.3,1995
ken,63.9,1996
ken,63.4,1997
ken,63.1,1998
ken,65.7,1999
ken,65.2,2000
ken,64.7,2001
ken,64.2,2002
ken,63.9,2003
ken,63.6,2004
ken,63.7,2005
ken,63.6,2006
ken,63.3,2007
prk,51.1,1991
prk,50.7,1992
prk,50.4,1993
prk,49.9,1994
prk,48.8,1995
prk,44.7,1996
prk,42.6,1997
prk,39.6,1998
prk,38.5,1999
prk,37.8,2000
prk,37.4,2001
prk,39.0,2002
prk,40.6,2003
prk,42.5,2004
prk,43.3,2005
prk,43.9,2006
prk,43.4,2007
kor,32.2,1991
kor,32.4,1992
kor,30.6,1993
kor,32.7,1994
kor,32.8,1995
kor,32.5,1996
kor,31.3,1997
kor,26.2,1998
kor,27.1,1999
kor,28.1,2000
kor,27.2,2001
kor,28.2,2002
kor,27.1,2003
kor,27.8,2004
kor,26.6,2005
kor,25.3,2006
kor,25.6,2007
kwt,38.9,1991
kwt,39.7,1992
kwt,40.1,1993
kwt,40.8,1994
kwt,40.9,1995
kwt,41.0,1996
kwt,40.9,1997
kwt,39.9,1998
kwt,39.3,1999
kwt,38.9,2000
kwt,39.2,2001
kwt,38.8,2002
kwt,38.3,2003
kwt,38.4,2004
kwt,38.3,2005
kwt,37.9,2006
kwt,37.5,2007
kgz,45.1,1991
kgz,44.7,1992
kgz,44.6,1993
kgz,46.3,1994
kgz,45.4,1995
kgz,46.1,1996
kgz,46.2,1997
kgz,46.0,1998
kgz,47.1,1999
kgz,46.5,2000
kgz,46.6,2001
kgz,44.4,2002
kgz,46.3,2003
kgz,47.2,2004
kgz,47.3,2005
kgz,47.4,2006
kgz,48.3,2007
lao,66.6,1991
lao,66.2,1992
lao,65.8,1993
lao,65.1,1994
lao,62.7,1995
lao,62.4,1996
lao,61.7,1997
lao,61.6,1998
lao,61.3,1999
lao,60.4,2000
lao,60.0,2001
lao,59.4,2002
lao,58.5,2003
lao,58.1,2004
lao,57.1,2005
lao,56.3,2006
lao,56.7,2007
lva,44.5,1991
lva,45.3,1992
lva,46.2,1993
lva,47.0,1994
lva,50.9,1995
lva,37.6,1996
lva,38.7,1997
lva,35.3,1998
lva,35.4,1999
lva,33.1,2000
lva,30.5,2001
lva,36.1,2002
lva,36.7,2003
lva,35.9,2004
lva,37.9,2005
lva,42.2,2006
lva,38.8,2007
lbn,52.7,1991
lbn,50.5,1992
lbn,50.4,1993
lbn,49.5,1994
lbn,49.4,1995
lbn,48.6,1996
lbn,47.5,1997
lbn,47.1,1998
lbn,47.3,1999
lbn,47.4,2000
lbn,46.7,2001
lbn,46.3,2002
lbn,45.5,2003
lbn,45.4,2004
lbn,45.2,2005
lbn,45.3,2006
lbn,44.7,2007
lso,54.6,1991
lso,52.8,1992
lso,53.7,1993
lso,53.6,1994
lso,51.5,1995
lso,48.1,1996
lso,45.1,1997
lso,49.0,1998
lso,52.6,1999
lso,54.3,2000
lso,52.7,2001
lso,53.1,2002
lso,52.2,2003
lso,52.9,2004
lso,51.0,2005
lso,54.1,2006
lso,51.3,2007
lbr,63.4,1991
lbr,63.5,1992
lbr,63.5,1993
lbr,63.4,1994
lbr,63.2,1995
lbr,62.9,1996
lbr,62.8,1997
lbr,62.8,1998
lbr,62.8,1999
lbr,62.7,2000
lbr,62.5,2001
lbr,62.5,2002
lbr,62.4,2003
lbr,62.4,2004
lbr,62.4,2005
lbr,62.5,2006
lbr,62.5,2007
lby,44.4,1991
lby,43.4,1992
lby,43.7,1993
lby,43.9,1994
lby,43.2,1995
lby,43.3,1996
lby,42.9,1997
lby,42.3,1998
lby,41.9,1999
lby,41.9,2000
lby,41.8,2001
lby,42.4,2002
lby,43.3,2003
lby,43.3,2004
lby,43.5,2005
lby,42.9,2006
lby,42.4,2007
ltu,38.4,1991
ltu,38.2,1992
ltu,37.9,1993
ltu,38.1,1994
ltu,38.3,1995
ltu,39.3,1996
ltu,37.8,1997
ltu,37.4,1998
ltu,35.3,1999
ltu,30.5,2000
ltu,26.6,2001
ltu,26.3,2002
ltu,26.2,2003
ltu,23.8,2004
ltu,24.7,2005
ltu,26.4,2006
ltu,20.6,2007
lux,54.7,1991
lux,49.1,1992
lux,46.8,1993
lux,43.1,1994
lux,38.8,1995
lux,37.7,1996
lux,36.3,1997
lux,34.1,1998
lux,32.7,1999
lux,35.6,2000
lux,34.4,2001
lux,36.4,2002
lux,28.2,2003
lux,26.1,2004
lux,28.6,2005
lux,26.3,2006
lux,25.1,2007
mac,47.9,1991
mac,45.4,1992
mac,52.0,1993
mac,48.0,1994
mac,48.5,1995
mac,48.5,1996
mac,42.8,1997
mac,38.9,1998
mac,35.5,1999
mac,34.1,2000
mac,35.2,2001
mac,30.2,2002
mac,26.7,2003
mac,29.3,2004
mac,32.7,2005
mac,36.3,2006
mac,32.6,2007
mdg,64.6,1991
mdg,65.1,1992
mdg,65.4,1993
mdg,65.7,1994
mdg,65.9,1995
mdg,66.3,1996
mdg,66.5,1997
mdg,66.7,1998
mdg,67.3,1999
mdg,66.8,2000
mdg,65.7,2001
mdg,65.9,2002
mdg,63.5,2003
mdg,68.4,2004
mdg,73.2,2005
mdg,72.5,2006
mdg,71.7,2007
mwi,45.6,1991
mwi,44.6,1992
mwi,44.1,1993
mwi,43.2,1994
mwi,43.2,1995
mwi,43.0,1996
mwi,43.0,1997
mwi,43.1,1998
mwi,44.0,1999
mwi,44.8,2000
mwi,46.1,2001
mwi,46.6,2002
mwi,46.6,2003
mwi,46.5,2004
mwi,46.4,2005
mwi,45.8,2006
mwi,46.7,2007
mys,55.2,1991
mys,53.9,1992
mys,54.6,1993
mys,54.2,1994
mys,53.6,1995
mys,54.0,1996
mys,53.5,1997
mys,52.0,1998
mys,51.2,1999
mys,52.2,2000
mys,51.8,2001
mys,51.8,2002
mys,51.6,2003
mys,51.2,2004
mys,51.3,2005
mys,51.2,2006
mys,51.0,2007
mdv,60.0,1991
mdv,58.0,1992
mdv,55.7,1993
mdv,54.9,1994
mdv,53.2,1995
mdv,51.7,1996
mdv,50.0,1997
mdv,49.4,1998
mdv,49.3,1999
mdv,47.2,2000
mdv,47.9,2001
mdv,51.2,2002
mdv,52.7,2003
mdv,53.9,2004
mdv,53.3,2005
mdv,49.6,2006
mdv,49.8,2007
mli,49.0,1991
mli,48.4,1992
mli,49.2,1993
mli,49.1,1994
mli,49.7,1995
mli,50.6,1996
mli,51.1,1997
mli,49.5,1998
mli,47.3,1999
mli,48.0,2000
mli,46.7,2001
mli,46.7,2002
mli,45.0,2003
mli,43.3,2004
mli,42.8,2005
mli,42.3,2006
mli,40.5,2007
mlt,58.8,1991
mlt,59.0,1992
mlt,57.8,1993
mlt,55.1,1994
mlt,59.3,1995
mlt,58.8,1996
mlt,53.3,1997
mlt,50.5,1998
mlt,53.1,1999
mlt,51.6,2000
mlt,51.6,2001
mlt,50.9,2002
mlt,44.0,2003
mlt,50.4,2004
mlt,47.5,2005
mlt,47.7,2006
mlt,46.7,2007
mtq,28.1,1991
mtq,27.1,1992
mtq,27.1,1993
mtq,26.1,1994
mtq,22.6,1995
mtq,20.4,1996
mtq,17.8,1997
mtq,15.7,1998
mtq,14.5,1999
mtq,14.6,2000
mtq,15.0,2001
mtq,16.2,2002
mtq,16.5,2003
mtq,16.9,2004
mtq,17.5,2005
mtq,16.1,2006
mtq,15.5,2007
mrt,45.4,1991
mrt,45.1,1992
mrt,44.3,1993
mrt,44.1,1994
mrt,43.6,1995
mrt,43.2,1996
mrt,42.9,1997
mrt,42.5,1998
mrt,43.1,1999
mrt,44.0,2000
mrt,40.6,2001
mrt,39.2,2002
mrt,36.0,2003
mrt,32.8,2004
mrt,31.8,2005
mrt,31.2,2006
mrt,30.9,2007
mus,60.8,1991
mus,67.3,1992
mus,65.8,1993
mus,64.5,1994
mus,51.3,1995
mus,56.8,1996
mus,55.4,1997
mus,54.9,1998
mus,53.6,1999
mus,51.8,2000
mus,50.8,2001
mus,64.5,2002
mus,62.7,2003
mus,44.2,2004
mus,42.4,2005
mus,42.7,2006
mus,44.4,2007
mex,68.0,1991
mex,69.2,1992
mex,70.5,1993
mex,68.6,1994
mex,65.7,1995
mex,66.4,1996
mex,67.5,1997
mex,68.2,1998
mex,68.2,1999
mex,65.9,2000
mex,64.5,2001
mex,61.9,2002
mex,60.3,2003
mex,60.6,2004
mex,58.6,2005
mex,60.1,2006
mex,55.1,2007
mng,42.8,1991
mng,44.0,1992
mng,44.0,1993
mng,44.4,1994
mng,45.2,1995
mng,43.8,1996
mng,43.3,1997
mng,43.1,1998
mng,42.5,1999
mng,41.6,2000
mng,41.3,2001
mng,40.9,2002
mng,41.4,2003
mng,39.0,2004
mng,37.9,2005
mng,37.3,2006
mng,36.9,2007
mar,55.2,1991
mar,56.4,1992
mar,56.9,1993
mar,55.9,1994
mar,57.2,1995
mar,55.8,1996
mar,56.3,1997
mar,55.5,1998
mar,52.4,1999
mar,51.3,2000
mar,51.6,2001
mar,51.4,2002
mar,51.8,2003
mar,53.2,2004
mar,52.0,2005
mar,50.4,2006
mar,50.1,2007
moz,59.9,1991
moz,59.5,1992
moz,59.8,1993
moz,59.6,1994
moz,59.4,1995
moz,59.5,1996
moz,59.2,1997
moz,58.2,1998
moz,57.7,1999
moz,57.6,2000
moz,56.7,2001
moz,56.7,2002
moz,56.3,2003
moz,55.9,2004
moz,55.4,2005
moz,54.9,2006
moz,54.9,2007
mmr,70.3,1991
mmr,70.3,1992
mmr,69.9,1993
mmr,69.4,1994
mmr,68.8,1995
mmr,68.2,1996
mmr,67.7,1997
mmr,68.2,1998
mmr,67.7,1999
mmr,67.0,2000
mmr,66.8,2001
mmr,66.3,2002
mmr,65.9,2003
mmr,65.2,2004
mmr,64.7,2005
mmr,63.2,2006
mmr,63.8,2007
nam,27.2,1991
nam,26.5,1992
nam,27.1,1993
nam,27.2,1994
nam,25.2,1995
nam,23.5,1996
nam,21.9,1997
nam,21.3,1998
nam,20.6,1999
nam,19.1,2000
nam,22.3,2001
nam,19.0,2002
nam,17.0,2003
nam,16.7,2004
nam,15.8,2005
nam,15.0,2006
nam,15.4,2007
npl,57.7,1991
npl,59.7,1992
npl,58.8,1993
npl,57.9,1994
npl,57.0,1995
npl,53.9,1996
npl,54.2,1997
npl,54.4,1998
npl,55.4,1999
npl,50.6,2000
npl,46.1,2001
npl,47.0,2002
npl,46.2,2003
npl,45.9,2004
npl,46.0,2005
npl,45.7,2006
npl,45.3,2007
nld,56.4,1991
nld,57.0,1992
nld,55.3,1993
nld,55.3,1994
nld,57.5,1995
nld,59.8,1996
nld,63.2,1997
nld,63.8,1998
nld,66.7,1999
nld,67.9,2000
nld,67.5,2001
nld,67.0,2002
nld,65.8,2003
nld,63.4,2004
nld,62.1,2005
nld,65.0,2006
nld,66.6,2007
ant,35.4,1991
ant,34.3,1992
ant,34.9,1993
ant,32.9,1994
ant,33.2,1995
ant,34.0,1996
ant,29.7,1997
ant,30.4,1998
ant,29.1,1999
ant,27.7,2000
ant,25.4,2001
ant,25.6,2002
ant,25.9,2003
ant,23.8,2004
ant,22.7,2005
ant,25.0,2006
ant,27.0,2007
nzl,56.8,1991
nzl,55.5,1992
nzl,56.2,1993
nzl,59.2,1994
nzl,62.9,1995
nzl,62.3,1996
nzl,60.8,1997
nzl,57.7,1998
nzl,57.5,1999
nzl,56.8,2000
nzl,58.5,2001
nzl,59.2,2002
nzl,58.8,2003
nzl,60.0,2004
nzl,59.5,2005
nzl,61.4,2006
nzl,58.8,2007
nic,57.2,1991
nic,61.1,1992
nic,57.7,1993
nic,66.9,1994
nic,56.3,1995
nic,58.7,1996
nic,60.7,1997
nic,61.2,1998
nic,63.7,1999
nic,70.5,2000
nic,65.4,2001
nic,64.4,2002
nic,68.1,2003
nic,69.2,2004
nic,70.3,2005
nic,70.0,2006
nic,70.4,2007
ner,69.5,1991
ner,69.9,1992
ner,69.9,1993
ner,69.6,1994
ner,69.7,1995
ner,70.0,1996
ner,70.0,1997
ner,69.7,1998
ner,70.0,1999
ner,70.5,2000
ner,70.4,2001
ner,70.5,2002
ner,70.4,2003
ner,70.6,2004
ner,70.8,2005
ner,70.6,2006
ner,70.7,2007
nga,38.5,1991
nga,38.6,1992
nga,38.4,1993
nga,38.8,1994
nga,38.9,1995
nga,38.8,1996
nga,38.4,1997
nga,37.8,1998
nga,38.1,1999
nga,36.9,2000
nga,36.7,2001
nga,36.1,2002
nga,34.6,2003
nga,33.6,2004
nga,33.2,2005
nga,32.5,2006
nga,31.3,2007
nor,49.9,1991
nor,48.8,1992
nor,48.0,1993
nor,48.6,1994
nor,49.4,1995
nor,53.5,1996
nor,57.2,1997
nor,59.3,1998
nor,59.0,1999
nor,59.8,2000
nor,56.1,2001
nor,55.4,2002
nor,53.6,2003
nor,52.7,2004
nor,51.7,2005
nor,53.2,2006
nor,54.3,2007
omn,41.9,1991
omn,40.9,1992
omn,40.2,1993
omn,39.7,1994
omn,39.7,1995
omn,40.0,1996
omn,40.4,1997
omn,40.8,1998
omn,41.3,1999
omn,41.4,2000
omn,40.8,2001
omn,40.2,2002
omn,39.6,2003
omn,39.2,2004
omn,38.8,2005
omn,38.4,2006
omn,38.5,2007
pak,64.7,1991
pak,64.9,1992
pak,62.8,1993
pak,62.4,1994
pak,61.4,1995
pak,61.7,1996
pak,61.9,1997
pak,60.9,1998
pak,62.3,1999
pak,62.4,2000
pak,61.9,2001
pak,62.0,2002
pak,61.7,2003
pak,62.9,2004
pak,63.8,2005
pak,66.8,2006
pak,68.6,2007
pan,46.9,1991
pan,49.8,1992
pan,52.8,1993
pan,51.6,1994
pan,52.2,1995
pan,49.3,1996
pan,50.1,1997
pan,50.0,1998
pan,52.3,1999
pan,47.8,2000
pan,46.7,2001
pan,47.4,2002
pan,48.0,2003
pan,49.2,2004
pan,51.0,2005
pan,51.3,2006
pan,53.5,2007
png,57.7,1991
png,55.4,1992
png,53.1,1993
png,52.8,1994
png,53.9,1995
png,53.0,1996
png,53.9,1997
png,55.1,1998
png,54.1,1999
png,55.2,2000
png,56.0,2001
png,55.1,2002
png,53.8,2003
png,53.7,2004
png,54.1,2005
png,54.0,2006
png,54.5,2007
pry,60.3,1991
pry,62.5,1992
pry,62.3,1993
pry,62.1,1994
pry,65.8,1995
pry,64.3,1996
pry,62.6,1997
pry,62.5,1998
pry,61.4,1999
pry,60.6,2000
pry,60.4,2001
pry,58.8,2002
pry,60.7,2003
pry,61.2,2004
pry,62.7,2005
pry,61.7,2006
pry,62.9,2007
per,50.8,1991
per,51.4,1992
per,52.0,1993
per,53.4,1994
per,54.1,1995
per,54.5,1996
per,55.8,1997
per,56.1,1998
per,57.1,1999
per,58.2,2000
per,58.8,2001
per,60.0,2002
per,58.9,2003
per,57.7,2004
per,56.2,2005
per,54.8,2006
per,58.7,2007
phl,53.1,1991
phl,52.8,1992
phl,52.3,1993
phl,52.7,1994
phl,53.8,1995
phl,55.6,1996
phl,53.9,1997
phl,52.9,1998
phl,51.2,1999
phl,47.5,2000
phl,49.5,2001
phl,47.4,2002
phl,47.8,2003
phl,46.8,2004
phl,49.0,2005
phl,47.9,2006
phl,48.7,2007
pol,37.1,1991
pol,37.6,1992
pol,34.5,1993
pol,31.5,1994
pol,31.1,1995
pol,31.6,1996
pol,32.5,1997
pol,31.4,1998
pol,25.6,1999
pol,26.7,2000
pol,24.1,2001
pol,21.9,2002
pol,22.1,2003
pol,22.8,2004
pol,23.0,2005
pol,27.4,2006
pol,28.8,2007
prt,59.5,1991
prt,54.0,1992
prt,48.1,1993
prt,45.2,1994
prt,42.0,1995
prt,41.6,1996
prt,43.7,1997
prt,46.3,1998
prt,46.8,1999
prt,47.6,2000
prt,48.4,2001
prt,47.4,2002
prt,42.7,2003
prt,41.2,2004
prt,40.3,2005
prt,39.6,2006
prt,40.1,2007
pri,29.5,1991
pri,26.9,1992
pri,29.8,1993
pri,30.8,1994
pri,30.4,1995
pri,32.0,1996
pri,33.7,1997
pri,35.8,1998
pri,34.6,1999
pri,33.7,2000
pri,33.6,2001
pri,34.3,2002
pri,35.1,2003
pri,36.0,2004
pri,36.4,2005
pri,34.4,2006
pri,34.4,2007
qat,53.3,1991
qat,53.2,1992
qat,52.5,1993
qat,50.9,1994
qat,48.8,1995
qat,48.5,1996
qat,44.4,1997
qat,42.6,1998
qat,38.4,1999
qat,41.7,2000
qat,38.1,2001
qat,41.6,2002
qat,45.6,2003
qat,53.6,2004
qat,54.0,2005
qat,53.6,2006
qat,53.7,2007
mda,38.3,1991
mda,37.2,1992
mda,36.1,1993
mda,34.7,1994
mda,33.1,1995
mda,32.0,1996
mda,30.8,1997
mda,28.0,1998
mda,25.5,1999
mda,25.6,2000
mda,24.8,2001
mda,23.5,2002
mda,21.7,2003
mda,19.7,2004
mda,18.3,2005
mda,19.0,2006
mda,18.4,2007
reu,19.0,1991
reu,18.9,1992
reu,18.8,1993
reu,20.1,1994
reu,21.4,1995
reu,17.7,1996
reu,17.6,1997
reu,16.3,1998
reu,14.3,1999
reu,16.2,2000
reu,17.3,2001
reu,18.3,2002
reu,17.4,2003
reu,17.0,2004
reu,17.9,2005
reu,18.9,2006
reu,21.1,2007
rou,45.7,1991
rou,49.5,1992
rou,50.3,1993
rou,46.1,1994
rou,48.6,1995
rou,46.3,1996
rou,45.4,1997
rou,43.5,1998
rou,42.2,1999
rou,40.8,2000
rou,39.5,2001
rou,32.7,2002
rou,33.0,2003
rou,32.7,2004
rou,29.3,2005
rou,28.2,2006
rou,27.0,2007
rus,35.4,1991
rus,35.1,1992
rus,37.5,1993
rus,37.8,1994
rus,39.4,1995
rus,35.9,1996
rus,34.5,1997
rus,33.4,1998
rus,35.4,1999
rus,37.3,2000
rus,37.0,2001
rus,36.6,2002
rus,34.1,2003
rus,35.3,2004
rus,36.0,2005
rus,34.4,2006
rus,36.3,2007
rwa,78.5,1991
rwa,77.9,1992
rwa,78.4,1993
rwa,83.4,1994
rwa,80.8,1995
rwa,78.9,1996
rwa,77.1,1997
rwa,75.8,1998
rwa,74.4,1999
rwa,73.0,2000
rwa,71.2,2001
rwa,68.9,2002
rwa,67.2,2003
rwa,65.5,2004
rwa,64.3,2005
rwa,63.6,2006
rwa,62.6,2007
sau,44.4,1991
sau,43.6,1992
sau,42.9,1993
sau,42.9,1994
sau,42.8,1995
sau,42.3,1996
sau,42.7,1997
sau,43.1,1998
sau,45.2,1999
sau,44.7,2000
sau,44.9,2001
sau,44.5,2002
sau,44.0,2003
sau,43.9,2004
sau,42.4,2005
sau,40.8,2006
sau,41.7,2007
sen,69.6,1991
sen,69.6,1992
sen,69.7,1993
sen,69.5,1994
sen,69.5,1995
sen,69.1,1996
sen,68.8,1997
sen,68.6,1998
sen,68.0,1999
sen,67.5,2000
sen,67.1,2001
sen,66.6,2002
sen,66.2,2003
sen,65.6,2004
sen,64.9,2005
sen,64.8,2006
sen,64.2,2007
scg,32.9,1991
scg,32.2,1992
scg,32.1,1993
scg,31.1,1994
scg,35.0,1995
scg,36.6,1996
scg,36.3,1997
scg,36.6,1998
scg,36.9,1999
scg,38.3,2000
scg,38.3,2001
scg,37.6,2002
scg,36.6,2003
scg,33.8,2004
scg,32.0,2005
scg,32.4,2006
scg,34.2,2007
sle,30.8,1991
sle,32.3,1992
sle,33.2,1993
sle,33.3,1994
sle,35.8,1995
sle,35.2,1996
sle,38.4,1997
sle,38.7,1998
sle,40.5,1999
sle,40.8,2000
sle,39.3,2001
sle,36.7,2002
sle,36.0,2003
sle,35.6,2004
sle,35.3,2005
sle,34.9,2006
sle,35.5,2007
sgp,56.7,1991
sgp,55.8,1992
sgp,53.0,1993
sgp,51.4,1994
sgp,48.5,1995
sgp,47.0,1996
sgp,44.0,1997
sgp,41.0,1998
sgp,41.2,1999
sgp,43.7,2000
sgp,42.4,2001
sgp,40.1,2002
sgp,39.0,2003
sgp,38.2,2004
sgp,37.7,2005
sgp,37.8,2006
sgp,38.0,2007
svk,43.3,1991
svk,42.9,1992
svk,42.9,1993
svk,38.4,1994
svk,38.7,1995
svk,40.5,1996
svk,39.9,1997
svk,37.8,1998
svk,33.1,1999
svk,30.0,2000
svk,29.4,2001
svk,29.4,2002
svk,30.0,2003
svk,28.7,2004
svk,28.3,2005
svk,29.0,2006
svk,33.0,2007
svn,37.6,1991
svn,33.4,1992
svn,26.0,1993
svn,33.7,1994
svn,36.9,1995
svn,32.5,1996
svn,41.7,1997
svn,39.3,1998
svn,35.5,1999
svn,34.0,2000
svn,33.8,2001
svn,33.5,2002
svn,32.5,2003
svn,37.7,2004
svn,37.0,2005
svn,37.3,2006
svn,38.0,2007
slb,63.5,1991
slb,64.1,1992
slb,64.3,1993
slb,64.6,1994
slb,64.5,1995
slb,63.9,1996
slb,63.2,1997
slb,62.5,1998
slb,61.7,1999
slb,60.5,2000
slb,60.1,2001
slb,59.7,2002
slb,59.4,2003
slb,58.9,2004
slb,58.3,2005
slb,57.7,2006
slb,56.6,2007
som,69.6,1991
som,68.9,1992
som,67.9,1993
som,67.1,1994
som,66.8,1995
som,66.8,1996
som,67.3,1997
som,67.8,1998
som,68.3,1999
som,68.6,2000
som,68.4,2001
som,68.0,2002
som,67.6,2003
som,67.3,2004
som,67.0,2005
som,67.0,2006
som,67.4,2007
zaf,23.0,1991
zaf,22.7,1992
zaf,22.0,1993
zaf,24.2,1994
zaf,25.3,1995
zaf,22.5,1996
zaf,20.9,1997
zaf,20.2,1998
zaf,19.0,1999
zaf,18.4,2000
zaf,16.2,2001
zaf,15.0,2002
zaf,13.4,2003
zaf,16.8,2004
zaf,16.2,2005
zaf,16.2,2006
zaf,16.2,2007
esp,43.8,1991
esp,40.3,1992
esp,33.3,1993
esp,31.8,1994
esp,32.4,1995
esp,32.3,1996
esp,33.5,1997
esp,35.9,1998
esp,39.7,1999
esp,41.4,2000
esp,42.5,2001
esp,41.4,2002
esp,41.3,2003
esp,42.9,2004
esp,46.1,2005
esp,46.9,2006
esp,44.0,2007
lka,40.4,1991
lka,41.8,1992
lka,38.4,1993
lka,41.7,1994
lka,38.4,1995
lka,41.0,1996
lka,42.3,1997
lka,44.5,1998
lka,45.2,1999
lka,45.7,2000
lka,45.0,2001
lka,43.9,2002
lka,44.1,2003
lka,43.3,2004
lka,45.4,2005
lka,46.0,2006
lka,46.8,2007
sdn,42.1,1991
sdn,42.9,1992
sdn,44.7,1993
sdn,41.9,1994
sdn,39.4,1995
sdn,36.8,1996
sdn,36.7,1997
sdn,35.7,1998
sdn,34.7,1999
sdn,33.8,2000
sdn,33.5,2001
sdn,32.9,2002
sdn,32.2,2003
sdn,31.5,2004
sdn,30.4,2005
sdn,29.1,2006
sdn,29.4,2007
sur,32.2,1991
sur,29.4,1992
sur,30.9,1993
sur,31.2,1994
sur,29.5,1995
sur,29.3,1996
sur,29.2,1997
sur,28.8,1998
sur,29.6,1999
sur,29.3,2000
sur,30.2,2001
sur,30.0,2002
sur,30.6,2003
sur,31.4,2004
sur,31.1,2005
sur,30.9,2006
sur,31.5,2007
swz,35.6,1991
swz,35.7,1992
swz,35.3,1993
swz,34.5,1994
swz,35.5,1995
swz,35.7,1996
swz,35.7,1997
swz,34.3,1998
swz,33.5,1999
swz,32.3,2000
swz,31.8,2001
swz,30.3,2002
swz,29.5,2003
swz,28.8,2004
swz,28.0,2005
swz,27.3,2006
swz,27.0,2007
swe,58.8,1991
swe,49.0,1992
swe,39.5,1993
swe,38.8,1994
swe,40.2,1995
swe,38.9,1996
swe,38.4,1997
swe,40.8,1998
swe,43.1,1999
swe,44.8,2000
swe,45.2,2001
swe,43.5,2002
swe,42.1,2003
swe,40.2,2004
swe,39.9,2005
swe,42.1,2006
swe,44.0,2007
che,69.4,1991
che,66.8,1992
che,65.7,1993
che,63.0,1994
che,63.5,1995
che,65.2,1996
che,63.1,1997
che,67.5,1998
che,64.5,1999
che,66.4,2000
che,64.1,2001
che,65.0,2002
che,64.2,2003
che,62.1,2004
che,60.7,2005
che,64.5,2006
che,63.4,2007
syr,59.8,1991
syr,60.0,1992
syr,60.4,1993
syr,61.1,1994
syr,61.9,1995
syr,57.0,1996
syr,50.0,1997
syr,54.7,1998
syr,56.3,1999
syr,61.2,2000
syr,58.0,2001
syr,59.5,2002
syr,52.4,2003
syr,52.5,2004
syr,52.5,2005
syr,52.5,2006
syr,50.3,2007
twn,32.8,1991
twn,31.9,1992
twn,32.7,1993
twn,32.0,1994
twn,30.7,1995
twn,29.1,1996
twn,27.8,1997
twn,28.5,1998
twn,28.6,1999
twn,27.4,2000
twn,25.7,2001
twn,23.7,2002
twn,24.0,2003
twn,24.0,2004
twn,23.9,2005
twn,23.5,2006
twn,23.3,2007
tjk,39.8,1991
tjk,36.9,1992
tjk,34.0,1993
tjk,29.5,1994
tjk,26.6,1995
tjk,22.4,1996
tjk,22.3,1997
tjk,23.3,1998
tjk,23.9,1999
tjk,25.4,2000
tjk,28.2,2001
tjk,29.2,2002
tjk,31.3,2003
tjk,32.7,2004
tjk,33.5,2005
tjk,34.7,2006
tjk,39.5,2007
tza,79.7,1991
tza,79.4,1992
tza,79.0,1993
tza,78.7,1994
tza,78.3,1995
tza,77.5,1996
tza,77.9,1997
tza,77.7,1998
tza,77.6,1999
tza,76.6,2000
tza,75.3,2001
tza,74.1,2002
tza,72.9,2003
tza,71.5,2004
tza,70.0,2005
tza,69.0,2006
tza,70.4,2007
tha,71.8,1991
tha,71.8,1992
tha,69.0,1993
tha,67.3,1994
tha,65.6,1995
tha,63.5,1996
tha,62.0,1997
tha,57.1,1998
tha,53.2,1999
tha,53.6,2000
tha,55.4,2001
tha,55.4,2002
tha,54.4,2003
tha,55.8,2004
tha,54.7,2005
tha,54.5,2006
tha,53.6,2007
mkd,22.0,1991
mkd,21.6,1992
mkd,20.1,1993
mkd,24.6,1994
mkd,22.7,1995
mkd,18.7,1996
mkd,19.2,1997
mkd,14.4,1998
mkd,17.2,1999
mkd,19.2,2000
mkd,19.7,2001
mkd,17.8,2002
mkd,14.2,2003
mkd,13.7,2004
mkd,14.2,2005
mkd,17.3,2006
mkd,16.2,2007
tgo,67.0,1991
tgo,67.1,1992
tgo,67.7,1993
tgo,67.3,1994
tgo,66.6,1995
tgo,66.0,1996
tgo,64.7,1997
tgo,64.7,1998
tgo,64.6,1999
tgo,64.5,2000
tgo,64.4,2001
tgo,64.1,2002
tgo,63.9,2003
tgo,63.5,2004
tgo,63.0,2005
