agriculture_percent_of_gdp,geo,time
0.2316,kwt,1971
0.2596,kwt,1972
0.293,kwt,1973
0.1547,kwt,1974
0.2524,kwt,1975
0.2683,kwt,1976
0.1901,kwt,1977
0.2345,kwt,1978
0.1725,kwt,1979
0.1809,kwt,1980
0.3436,kwt,1981
0.4588,kwt,1982
0.3005,kwt,1983
0.4294,kwt,1984
0.6105,kwt,1985
0.7694,kwt,1986
0.4668,kwt,1987
0.4833,kwt,1988
0.6412,kwt,1989
0.6161,kwt,1990
0.278,kwt,1991
0.2557,kwt,1992
0.2932,kwt,1993
0.4214,kwt,1994
0.419,kwt,1995
0.3945,kwt,1996
0.3943,kwt,1997
0.4464,kwt,1998
0.4275,kwt,1999
0.3552,kwt,2000
0.4458,kwt,2001
0.5168,kwt,2002
0.4612,kwt,2003
31.83,kgz,1988
33.61,kgz,1989
33.54,kgz,1990
36.98,kgz,1991
39.05,kgz,1992
41.01,kgz,1993
40.88,kgz,1994
43.9,kgz,1995
49.75,kgz,1996
44.61,kgz,1997
39.53,kgz,1998
37.68,kgz,1999
36.75,kgz,2000
37.29,kgz,2001
37.68,kgz,2002
37.06,kgz,2003
33.27,kgz,2004
31.95,kgz,2005
32.77,kgz,2006
31.08,kgz,2007
27.04,kgz,2008
21.08,kgz,2009
20.72,kgz,2010
19.82,kgz,2011
60.55,lao,1989
61.23,lao,1990
58.23,lao,1991
61.81,lao,1992
57.54,lao,1993
57.58,lao,1994
55.68,lao,1995
53.35,lao,1996
52.8,lao,1997
53.3,lao,1998
53.71,lao,1999
45.17,lao,2000
43.96,lao,2001
42.69,lao,2002
41.03,lao,2003
39.03,lao,2004
36.18,lao,2005
35.26,lao,2006
36.06,lao,2007
34.87,lao,2008
35.04,lao,2009
32.75,lao,2010
30.8,lao,2011
11.85,lva,1980
13.79,lva,1981
15.74,lva,1982
18.63,lva,1983
20.8,lva,1984
21.63,lva,1985
20.28,lva,1986
18.02,lva,1987
21.72,lva,1988
19.94,lva,1989
21.9,lva,1990
23.15,lva,1991
17.61,lva,1992
11.78,lva,1993
9.466,lva,1994
9.075,lva,1995
7.423,lva,1996
5.114,lva,1997
3.996,lva,1998
3.937,lva,1999
4.604,lva,2000
4.504,lva,2001
4.602,lva,2002
4.129,lva,2003
4.421,lva,2004
3.965,lva,2005
3.508,lva,2006
3.58,lva,2007
3.046,lva,2008
3.295,lva,2009
4.138,lva,2010
7.108,lbn,1994
7.598,lbn,1995
6.891,lbn,1996
7.484,lbn,1997
6.911,lbn,1998
7.165,lbn,1999
7.11,lbn,2000
6.683,lbn,2001
6.667,lbn,2002
6.58,lbn,2003
6.368,lbn,2004
6.247,lbn,2005
7.17,lbn,2006
7.119,lbn,2007
6.938,lbn,2008
5.894,lbn,2009
6.389,lbn,2010
6.242,lbn,2011
94.22,lso,1961
94.85,lso,1962
89.65,lso,1963
88.38,lso,1964
83.1,lso,1965
57.93,lso,1966
48.56,lso,1967
48.89,lso,1968
45.76,lso,1969
47.91,lso,1970
30.39,lso,1971
46.93,lso,1972
56.9,lso,1973
45.63,lso,1974
41.46,lso,1975
34.61,lso,1976
43.72,lso,1977
37.9,lso,1978
38.83,lso,1979
24.61,lso,1980
26.81,lso,1981
22.37,lso,1982
24.38,lso,1983
24.83,lso,1984
22.75,lso,1985
22.65,lso,1986
25.84,lso,1987
27.42,lso,1988
25.12,lso,1989
24.95,lso,1990
18.03,lso,1991
18.95,lso,1992
19.47,lso,1993
18.7,lso,1994
19.04,lso,1995
19.08,lso,1996
18.0,lso,1997
18.08,lso,1998
18.49,lso,1999
12.34,lso,2000
13.19,lso,2001
10.34,lso,2002
10.22,lso,2003
9.616,lso,2004
9.011,lso,2005
7.886,lso,2006
7.663,lso,2007
8.015,lso,2008
7.739,lso,2009
8.625,lso,2010
7.762,lso,2011
5.205,lby,2002
4.336,lby,2003
2.992,lby,2004
2.339,lby,2005
1.986,lby,2006
2.083,lby,2007
1.865,lby,2008
27.08,ltu,1990
16.72,ltu,1991
14.32,ltu,1992
14.95,ltu,1993
11.08,ltu,1994
10.93,ltu,1995
12.02,ltu,1996
10.71,ltu,1997
8.672,ltu,1998
7.207,ltu,1999
6.349,ltu,2000
5.533,ltu,2001
5.425,ltu,2002
4.998,ltu,2003
4.659,ltu,2004
4.815,ltu,2005
4.301,ltu,2006
3.94,ltu,2007
3.717,ltu,2008
3.36,ltu,2009
3.506,ltu,2010
2.874,lux,1970
2.859,lux,1971
3.03,lux,1972
2.934,lux,1973
2.257,lux,1974
2.552,lux,1975
2.077,lux,1976
2.225,lux,1977
2.318,lux,1978
2.203,lux,1979
1.965,lux,1980
2.074,lux,1981
2.565,lux,1982
2.154,lux,1983
2.016,lux,1984
2.048,lux,1985
1.888,lux,1986
1.749,lux,1987
1.631,lux,1988
1.597,lux,1989
1.423,lux,1990
1.046,lux,1991
1.098,lux,1992
1.054,lux,1993
0.982,lux,1994
1.028,lux,1995
0.9125,lux,1996
0.8284,lux,1997
0.8802,lux,1998
0.8055,lux,1999
0.6844,lux,2000
0.6733,lux,2001
0.6666,lux,2002
0.609,lux,2003
0.5851,lux,2004
0.4451,lux,2005
0.3867,lux,2006
0.399,lux,2007
0.3377,lux,2008
0.2837,lux,2009
0.2935,lux,2010
0.3034,lux,2011
0.0,mac,1991
0.0,mac,1992
0.0,mac,1993
0.0,mac,1994
0.0,mac,1995
0.0,mac,1996
0.0,mac,1997
0.0,mac,1998
0.0,mac,1999
0.0,mac,2000
0.0,mac,2001
0.0,mac,2002
0.0,mac,2003
0.0,mac,2004
0.0,mac,2005
0.0,mac,2006
0.0,mac,2007
0.0,mac,2008
0.0,mac,2009
0.0,mac,2010
8.512,mkd,1990
13.64,mkd,1991
17.06,mkd,1992
11.82,mkd,1993
13.26,mkd,1994
13.21,mkd,1995
13.25,mkd,1996
12.78,mkd,1997
13.24,mkd,1998
12.9,mkd,1999
12.04,mkd,2000
11.76,mkd,2001
12.37,mkd,2002
12.91,mkd,2003
12.76,mkd,2004
12.32,mkd,2005
12.13,mkd,2006
10.56,mkd,2007
11.57,mkd,2008
11.19,mkd,2009
11.27,mkd,2010
11.12,mkd,2011
25.02,mdg,1966
25.16,mdg,1967
24.28,mdg,1968
23.92,mdg,1969
24.43,mdg,1970
24.31,mdg,1971
24.99,mdg,1972
26.78,mdg,1973
34.22,mdg,1974
34.04,mdg,1975
33.32,mdg,1976
32.8,mdg,1977
32.23,mdg,1978
29.77,mdg,1979
30.05,mdg,1980
33.08,mdg,1981
34.23,mdg,1982
35.78,mdg,1983
35.29,mdg,1984
35.14,mdg,1985
36.79,mdg,1986
36.17,mdg,1987
33.49,mdg,1988
32.94,mdg,1989
28.58,mdg,1990
29.68,mdg,1991
29.1,mdg,1992
28.71,mdg,1993
23.81,mdg,1994
26.69,mdg,1995
27.2,mdg,1996
31.55,mdg,1997
30.58,mdg,1998
30.03,mdg,1999
29.21,mdg,2000
27.89,mdg,2001
31.68,mdg,2002
29.2,mdg,2003
28.8,mdg,2004
28.29,mdg,2005
27.48,mdg,2006
25.69,mdg,2007
24.81,mdg,2008
29.11,mdg,2009
50.29,mwi,1961
50.32,mwi,1962
50.95,mwi,1963
49.78,mwi,1964
49.94,mwi,1965
47.31,mwi,1966
46.44,mwi,1967
44.66,mwi,1968
44.27,mwi,1969
43.97,mwi,1970
44.33,mwi,1971
45.63,mwi,1972
41.58,mwi,1973
41.17,mwi,1974
37.23,mwi,1975
39.2,mwi,1976
41.79,mwi,1977
39.72,mwi,1978
55.2,mwi,1979
43.73,mwi,1980
39.83,mwi,1981
41.06,mwi,1982
42.3,mwi,1983
42.04,mwi,1984
42.9,mwi,1985
43.12,mwi,1986
49.03,mwi,1987
50.02,mwi,1988
47.69,mwi,1989
45.0,mwi,1990
43.72,mwi,1991
38.82,mwi,1992
48.9,mwi,1993
25.08,mwi,1994
30.4,mwi,1995
34.69,mwi,1996
32.59,mwi,1997
35.58,mwi,1998
37.84,mwi,1999
39.54,mwi,2000
38.78,mwi,2001
36.74,mwi,2002
35.74,mwi,2003
34.63,mwi,2004
32.63,mwi,2005
31.17,mwi,2006
30.3,mwi,2007
30.11,mwi,2008
30.53,mwi,2009
35.63,mys,1961
33.81,mys,1962
32.55,mys,1963
30.69,mys,1964
28.75,mys,1965
29.22,mys,1966
28.66,mys,1967
28.46,mys,1968
29.98,mys,1969
29.44,mys,1970
26.73,mys,1971
26.57,mys,1972
27.21,mys,1973
30.52,mys,1974
28.88,mys,1975
27.64,mys,1976
26.53,mys,1977
25.91,mys,1978
24.43,mys,1979
22.61,mys,1980
21.43,mys,1981
21.12,mys,1982
20.0,mys,1983
19.98,mys,1984
19.92,mys,1985
19.82,mys,1986
19.96,mys,1987
20.07,mys,1988
18.08,mys,1989
15.22,mys,1990
14.36,mys,1991
14.57,mys,1992
13.79,mys,1993
13.66,mys,1994
12.95,mys,1995
11.68,mys,1996
11.1,mys,1997
13.31,mys,1998
10.84,mys,1999
8.599,mys,2000
8.011,mys,2001
8.985,mys,2002
9.306,mys,2003
9.271,mys,2004
8.394,mys,2005
8.78,mys,2006
10.12,mys,2007
10.18,mys,2008
9.519,mys,2009
10.63,mys,2010
11.46,mdv,1995
10.74,mdv,1996
9.851,mdv,1997
9.548,mdv,1998
9.195,mdv,1999
8.761,mdv,2000
9.52,mdv,2001
10.12,mdv,2002
9.584,mdv,2003
8.928,mdv,2004
9.945,mdv,2005
8.777,mdv,2006
4.339,mdv,2007
3.771,mdv,2008
3.764,mdv,2009
3.142,mdv,2010
69.06,mli,1967
64.96,mli,1968
64.46,mli,1969
66.02,mli,1970
65.4,mli,1971
61.79,mli,1972
57.45,mli,1973
51.23,mli,1974
63.28,mli,1975
61.23,mli,1976
61.26,mli,1977
58.19,mli,1978
61.42,mli,1979
48.31,mli,1980
45.7,mli,1981
44.09,mli,1982
41.44,mli,1983
44.16,mli,1984
40.29,mli,1985
42.44,mli,1986
45.19,mli,1987
44.98,mli,1988
47.8,mli,1989
45.52,mli,1990
45.12,mli,1991
46.14,mli,1992
44.45,mli,1993
46.45,mli,1994
49.54,mli,1995
51.85,mli,1996
44.5,mli,1997
46.47,mli,1998
46.51,mli,1999
41.57,mli,2000
37.8,mli,2001
35.03,mli,2002
38.79,mli,2003
36.37,mli,2004
36.58,mli,2005
36.91,mli,2006
36.54,mli,2007
7.179,mlt,1970
7.273,mlt,1971
7.617,mlt,1972
7.443,mlt,1973
7.135,mlt,1974
6.056,mlt,1975
6.06,mlt,1976
5.788,mlt,1977
4.404,mlt,1978
3.759,mlt,1979
3.66,mlt,1980
3.75,mlt,1981
3.877,mlt,1982
4.311,mlt,1983
4.454,mlt,1984
4.352,mlt,1985
4.387,mlt,1986
4.312,mlt,1987
3.906,mlt,1988
3.76,mlt,1989
3.467,mlt,1990
3.3,mlt,1991
3.05,mlt,1992
3.008,mlt,1993
2.802,mlt,1994
2.864,mlt,1995
2.941,mlt,1996
2.825,mlt,1997
2.869,mlt,1998
2.685,mlt,1999
2.346,mlt,2000
2.765,mlt,2001
2.779,mlt,2002
2.888,mlt,2003
2.726,mlt,2004
2.634,mlt,2005
2.677,mlt,2006
2.387,mlt,2007
1.832,mlt,2008
2.048,mlt,2009
1.919,mlt,2010
43.37,mrt,1961
43.02,mrt,1962
43.84,mrt,1963
34.95,mrt,1964
32.2,mrt,1965
31.73,mrt,1966
32.17,mrt,1967
31.48,mrt,1968
27.81,mrt,1969
29.27,mrt,1970
28.03,mrt,1971
27.87,mrt,1972
38.59,mrt,1973
35.62,mrt,1974
29.59,mrt,1975
28.48,mrt,1976
29.23,mrt,1977
30.83,mrt,1978
28.45,mrt,1979
30.38,mrt,1980
31.88,mrt,1981
33.12,mrt,1982
33.8,mrt,1983
28.57,mrt,1984
22.52,mrt,1985
26.63,mrt,1986
32.31,mrt,1987
32.69,mrt,1988
31.91,mrt,1989
29.62,mrt,1990
37.52,mrt,1991
37.47,mrt,1992
38.0,mrt,1993
36.95,mrt,1994
37.43,mrt,1995
36.24,mrt,1996
33.38,mrt,1997
33.6,mrt,1998
36.07,mrt,1999
36.68,mrt,2000
35.79,mrt,2001
35.13,mrt,2002
37.07,mrt,2003
35.53,mrt,2004
30.52,mrt,2005
22.94,mrt,2006
25.57,mrt,2007
18.88,mrt,2008
20.16,mrt,2009
17.15,mrt,2010
16.26,mrt,2011
23.91,mus,1976
20.87,mus,1977
18.88,mus,1978
19.87,mus,1979
13.13,mus,1980
15.23,mus,1981
16.21,mus,1982
14.65,mus,1983
15.29,mus,1984
16.24,mus,1985
16.2,mus,1986
15.35,mus,1987
13.85,mus,1988
13.08,mus,1989
12.85,mus,1990
11.7,mus,1991
11.63,mus,1992
10.65,mus,1993
9.938,mus,1994
10.38,mus,1995
10.19,mus,1996
9.426,mus,1997
9.257,mus,1998
6.099,mus,1999
6.966,mus,2000
7.314,mus,2001
6.288,mus,2002
6.282,mus,2003
6.449,mus,2004
6.037,mus,2005
5.566,mus,2006
4.48,mus,2007
4.089,mus,2008
3.9,mus,2009
3.646,mus,2010
3.522,mus,2011
13.74,mex,1965
12.6,mex,1966
12.29,mex,1967
11.45,mex,1968
10.95,mex,1969
12.73,mex,1970
12.61,mex,1971
11.52,mex,1972
12.15,mex,1973
12.04,mex,1974
11.81,mex,1975
11.21,mex,1976
11.16,mex,1977
10.91,mex,1978
9.849,mex,1979
8.996,mex,1980
8.965,mex,1981
8.143,mex,1982
8.451,mex,1983
9.392,mex,1984
10.07,mex,1985
10.3,mex,1986
9.679,mex,1987
7.9,mex,1988
7.754,mex,1989
7.848,mex,1990
7.525,mex,1991
6.684,mex,1992
6.294,mex,1993
5.969,mex,1994
5.666,mex,1995
6.262,mex,1996
5.699,mex,1997
5.267,mex,1998
4.737,mex,1999
4.168,mex,2000
4.153,mex,2001
3.945,mex,2002
3.989,mex,2003
3.854,mex,2004
3.722,mex,2005
3.667,mex,2006
3.642,mex,2007
3.648,mex,2008
3.95,mex,2009
3.911,mex,2010
3.734,mex,2011
44.54,fsm,1983
36.5,mda,1989
36.14,mda,1990
42.74,mda,1991
50.93,mda,1992
32.54,mda,1993
29.21,mda,1994
33.02,mda,1995
31.4,mda,1996
30.21,mda,1997
31.76,mda,1998
27.87,mda,1999
29.03,mda,2000
25.96,mda,2001
24.08,mda,2002
21.52,mda,2003
20.47,mda,2004
19.53,mda,2005
17.38,mda,2006
12.01,mda,2007
10.71,mda,2008
10.1,mda,2009
14.33,mda,2010
13.46,mda,2011
16.74,mng,1981
18.04,mng,1982
18.42,mng,1983
17.2,mng,1984
16.4,mng,1985
18.67,mng,1986
16.42,mng,1987
16.63,mng,1988
15.52,mng,1989
12.86,mng,1990
13.1,mng,1991
27.19,mng,1992
27.85,mng,1993
29.29,mng,1994
34.36,mng,1995
40.98,mng,1996
34.73,mng,1997
35.09,mng,1998
34.76,mng,1999
30.88,mng,2000
26.35,mng,2001
21.5,mng,2002
20.76,mng,2003
22.61,mng,2004
22.06,mng,2005
19.62,mng,2006
20.46,mng,2007
21.41,mng,2008
19.63,mng,2009
16.22,mng,2010
15.33,mng,2011
12.46,mne,2000
11.95,mne,2001
12.19,mne,2002
11.61,mne,2003
10.88,mne,2004
10.46,mne,2005
10.17,mne,2006
9.108,mne,2007
9.307,mne,2008
9.982,mne,2009
9.195,mne,2010
10.1,mne,2011
18.48,mar,1980
12.91,mar,1981
15.44,mar,1982
15.29,mar,1983
14.96,mar,1984
16.45,mar,1985
19.28,mar,1986
15.77,mar,1987
17.73,mar,1988
17.72,mar,1989
18.26,mar,1990
20.72,mar,1991
16.1,mar,1992
15.38,mar,1993
19.09,mar,1994
15.09,mar,1995
19.6,mar,1996
15.8,mar,1997
20.22,mar,1998
17.46,mar,1999
14.94,mar,2000
16.55,mar,2001
16.54,mar,2002
17.29,mar,2003
16.32,mar,2004
14.68,mar,2005
16.89,mar,2006
13.73,mar,2007
14.64,mar,2008
16.39,mar,2009
15.38,mar,2010
15.09,mar,2011
37.09,moz,1980
35.1,moz,1981
33.8,moz,1982
37.6,moz,1983
30.16,moz,1984
47.48,moz,1985
41.14,moz,1986
44.15,moz,1987
42.88,moz,1988
47.38,moz,1989
37.12,moz,1990
39.14,moz,1991
34.51,moz,1992
38.27,moz,1993
33.25,moz,1994
34.8,moz,1995
35.22,moz,1996
34.85,moz,1997
30.84,moz,1998
28.56,moz,1999
24.01,moz,2000
22.51,moz,2001
27.82,moz,2002
28.04,moz,2003
27.41,moz,2004
26.96,moz,2005
27.86,moz,2006
27.71,moz,2007
30.47,moz,2008
31.46,moz,2009
31.85,moz,2010
31.96,moz,2011
35.1,mmr,1965
34.4,mmr,1966
37.7,mmr,1967
39.81,mmr,1968
38.57,mmr,1969
38.0,mmr,1970
38.3,mmr,1971
37.81,mmr,1972
38.61,mmr,1973
45.64,mmr,1974
47.07,mmr,1975
46.63,mmr,1976
44.94,mmr,1977
44.21,mmr,1978
45.86,mmr,1979
46.54,mmr,1980
47.41,mmr,1981
47.68,mmr,1982
47.59,mmr,1983
48.13,mmr,1984
48.2,mmr,1985
50.2,mmr,1986
55.3,mmr,1987
57.37,mmr,1988
57.01,mmr,1989
57.26,mmr,1990
58.83,mmr,1991
60.51,mmr,1992
63.01,mmr,1993
62.96,mmr,1994
59.99,mmr,1995
60.09,mmr,1996
58.93,mmr,1997
59.05,mmr,1998
59.91,mmr,1999
57.24,mmr,2000
57.07,mmr,2001
54.53,mmr,2002
50.62,mmr,2003
48.35,mmr,2004
11.16,nam,1980
11.89,nam,1981
11.34,nam,1982
10.55,nam,1983
10.45,nam,1984
9.443,nam,1985
10.24,nam,1986
12.56,nam,1987
12.42,nam,1988
11.49,nam,1989
11.72,nam,1990
12.44,nam,1991
9.272,nam,1992
9.469,nam,1993
12.76,nam,1994
12.11,nam,1995
11.93,nam,1996
10.9,nam,1997
10.97,nam,1998
11.37,nam,1999
11.82,nam,2000
10.51,nam,2001
10.94,nam,2002
10.94,nam,2003
9.74,nam,2004
11.33,nam,2005
10.47,nam,2006
9.362,nam,2007
9.329,nam,2008
9.352,nam,2009
7.502,nam,2010
7.327,nam,2011
65.5,npl,1965
70.51,npl,1966
67.19,npl,1967
68.42,npl,1968
67.79,npl,1969
67.29,npl,1970
68.08,npl,1971
69.45,npl,1972
66.7,npl,1973
70.53,npl,1974
71.76,npl,1975
69.29,npl,1976
63.91,npl,1977
63.04,npl,1978
64.32,npl,1979
61.77,npl,1980
60.9,npl,1981
61.01,npl,1982
60.3,npl,1983
60.99,npl,1984
51.71,npl,1985
51.47,npl,1986
50.72,npl,1987
50.9,npl,1988
50.37,npl,1989
51.63,npl,1990
47.21,npl,1991
44.86,npl,1992
42.23,npl,1993
43.07,npl,1994
41.76,npl,1995
41.51,npl,1996
41.43,npl,1997
39.91,npl,1998
41.29,npl,1999
40.82,npl,2000
37.64,npl,2001
38.59,npl,2002
37.54,npl,2003
37.17,npl,2004
36.35,npl,2005
34.64,npl,2006
33.56,npl,2007
32.73,npl,2008
34.03,npl,2009
36.53,npl,2010
38.14,npl,2011
5.702,nld,1970
5.333,nld,1971
5.256,nld,1972
5.166,nld,1973
4.543,nld,1974
4.732,nld,1975
4.731,nld,1976
4.381,nld,1977
4.216,nld,1978
3.871,nld,1979
3.796,nld,1980
4.246,nld,1981
4.351,nld,1982
4.163,nld,1983
4.133,nld,1984
4.141,nld,1985
4.279,nld,1986
4.209,nld,1987
4.163,nld,1988
4.495,nld,1989
4.374,nld,1990
4.251,nld,1991
3.988,nld,1992
3.517,nld,1993
3.56,nld,1994
3.478,nld,1995
3.289,nld,1996
3.457,nld,1997
2.97,nld,1998
2.667,nld,1999
2.643,nld,2000
2.56,nld,2001
2.325,nld,2002
2.346,nld,2003
2.151,nld,2004
2.09,nld,2005
2.202,nld,2006
2.078,nld,2007
1.811,nld,2008
1.728,nld,2009
1.96,nld,2010
3.624,ncl,1990
3.619,ncl,1991
3.619,ncl,1992
3.703,ncl,1993
3.876,ncl,1994
3.547,ncl,1995
3.484,ncl,1996
3.675,ncl,1997
11.72,nzl,1971
13.57,nzl,1972
12.32,nzl,1973
8.512,nzl,1974
10.23,nzl,1975
11.12,nzl,1976
9.75,nzl,1977
9.251,nzl,1978
11.83,nzl,1979
10.35,nzl,1980
8.909,nzl,1981
7.534,nzl,1982
7.797,nzl,1983
8.725,nzl,1984
7.657,nzl,1985
6.589,nzl,1986
7.001,nzl,1987
7.354,nzl,1988
7.714,nzl,1989
6.884,nzl,1990
7.848,nzl,1991
7.672,nzl,1992
8.327,nzl,1993
7.45,nzl,1994
7.366,nzl,1995
7.364,nzl,1996
6.968,nzl,1997
6.751,nzl,1998
7.147,nzl,1999
8.78,nzl,2000
9.116,nzl,2001
6.83,nzl,2002
6.701,nzl,2003
6.332,nzl,2004
5.403,nzl,2005
5.635,nzl,2006
22.13,nic,1994
23.4,nic,1995
24.99,nic,1996
23.67,nic,1997
22.85,nic,1998
20.05,nic,1999
20.89,nic,2000
19.53,nic,2001
19.15,nic,2002
18.33,nic,2003
18.74,nic,2004
18.99,nic,2005
19.2,nic,2006
18.28,nic,2007
20.17,nic,2008
19.89,nic,2009
20.77,nic,2010
21.5,nic,2011
73.89,ner,1961
76.0,ner,1962
72.95,ner,1963
74.32,ner,1964
67.7,ner,1965
66.87,ner,1966
70.71,ner,1967
69.17,ner,1968
66.42,ner,1969
64.88,ner,1970
65.46,ner,1971
62.46,ner,1972
60.27,ner,1973
63.79,ner,1974
50.31,ner,1975
47.03,ner,1976
51.79,ner,1977
52.68,ner,1978
48.68,ner,1979
43.06,ner,1980
45.65,ner,1981
44.3,ner,1982
41.58,ner,1983
35.77,ner,1984
36.74,ner,1985
34.73,ner,1986
35.21,ner,1987
35.35,ner,1988
34.07,ner,1989
35.25,ner,1990
39.16,ner,1991
38.75,ner,1992
38.47,ner,1993
40.8,ner,1994
40.19,ner,1995
38.93,ner,1996
38.87,ner,1997
42.62,ner,1998
40.73,ner,1999
37.84,ner,2000
40.01,ner,2001
39.57,ner,2002
39.65,ner,2003
48.57,nga,2002
42.71,nga,2003
34.21,nga,2004
32.76,nga,2005
32.0,nga,2006
32.71,nga,2007
5.889,nor,1970
5.931,nor,1971
5.35,nor,1972
5.174,nor,1973
5.057,nor,1974
4.726,nor,1975
5.06,nor,1976
5.107,nor,1977
4.833,nor,1978
4.313,nor,1979
4.107,nor,1980
4.125,nor,1981
3.893,nor,1982
3.383,nor,1983
3.507,nor,1984
3.313,nor,1985
3.711,nor,1986
3.763,nor,1987
3.594,nor,1988
3.343,nor,1989
3.423,nor,1990
3.346,nor,1991
3.037,nor,1992
3.034,nor,1993
3.051,nor,1994
3.052,nor,1995
2.625,nor,1996
2.43,nor,1997
2.674,nor,1998
2.409,nor,1999
2.097,nor,2000
1.818,nor,2001
1.748,nor,2002
1.54,nor,2003
1.61,nor,2004
1.522,nor,2005
1.488,nor,2006
1.34,nor,2007
1.191,nor,2008
1.24,nor,2009
1.611,nor,2010
74.23,omn,1961
61.19,omn,1962
60.28,omn,1963
60.18,omn,1964
60.62,omn,1965
58.68,omn,1966
36.86,omn,1967
19.19,omn,1968
16.1,omn,1969
15.54,omn,1970
13.43,omn,1971
12.07,omn,1972
9.858,omn,1973
3.237,omn,1974
2.789,omn,1975
2.069,omn,1976
2.545,omn,1977
3.244,omn,1978
3.125,omn,1979
2.546,omn,1980
2.477,omn,1981
2.533,omn,1982
2.938,omn,1983
2.921,omn,1984
2.772,omn,1985
3.428,omn,1986
3.509,omn,1987
3.833,omn,1988
3.25,omn,1989
2.586,omn,1990
2.633,omn,1991
2.335,omn,1992
2.396,omn,1993
2.533,omn,1994
2.776,omn,1995
2.504,omn,1996
2.619,omn,1997
2.829,omn,1998
2.632,omn,1999
1.955,omn,2000
2.051,omn,2001
2.114,omn,2002
1.991,omn,2003
1.861,omn,2004
45.04,pak,1961
43.33,pak,1962
42.15,pak,1963
41.64,pak,1964
40.23,pak,1965
37.07,pak,1966
38.69,pak,1967
39.81,pak,1968
37.38,pak,1969
36.83,pak,1970
35.53,pak,1971
36.47,pak,1972
36.03,pak,1973
34.91,pak,1974
32.05,pak,1975
31.57,pak,1976
32.33,pak,1977
31.62,pak,1978
30.41,pak,1979
29.52,pak,1980
30.83,pak,1981
31.56,pak,1982
30.26,pak,1983
27.92,pak,1984
28.54,pak,1985
27.62,pak,1986
26.25,pak,1987
26.02,pak,1988
26.95,pak,1989
25.98,pak,1990
25.77,pak,1991
26.35,pak,1992
24.99,pak,1993
25.55,pak,1994
26.14,pak,1995
25.48,pak,1996
26.7,pak,1997
27.31,pak,1998
27.03,pak,1999
25.93,pak,2000
24.09,pak,2001
23.35,pak,2002
23.36,pak,2003
22.18,pak,2004
21.47,pak,2005
20.36,pak,2006
20.46,pak,2007
20.33,pak,2008
21.56,pak,2009
21.18,pak,2010
21.62,pak,2011
18.52,plw,1992
10.65,plw,1993
8.28,plw,1994
5.855,plw,1995
3.929,plw,1996
3.022,plw,1997
2.985,plw,1998
4.063,plw,1999
3.918,plw,2000
3.869,plw,2001
3.349,plw,2002
3.376,plw,2003
3.278,plw,2004
3.483,plw,2005
3.487,plw,2006
3.498,plw,2007
8.919,pan,1980
8.733,pan,1981
8.132,pan,1982
8.713,pan,1983
8.158,pan,1984
8.296,pan,1985
8.9,pan,1986
8.987,pan,1987
9.52,pan,1988
10.21,pan,1989
9.779,pan,1990
9.256,pan,1991
8.378,pan,1992
8.052,pan,1993
7.891,pan,1994
7.919,pan,1995
7.472,pan,1996
7.3,pan,1997
7.449,pan,1998
6.98,pan,1999
7.236,pan,2000
7.73,pan,2001
7.543,pan,2002
7.75,pan,2003
8.032,pan,2004
6.979,pan,2005
6.526,pan,2006
5.951,pan,2007
5.438,pan,2008
5.051,pan,2009
4.034,pan,2010
3.999,pan,2011
50.31,png,1961
48.66,png,1962
45.32,png,1963
43.87,png,1964
43.03,png,1965
42.97,png,1966
43.73,png,1967
44.73,png,1968
43.75,png,1969
39.11,png,1970
36.4,png,1971
34.07,png,1972
29.47,png,1973
29.37,png,1974
31.43,png,1975
33.6,png,1976
35.24,png,1977
38.33,png,1978
35.96,png,1979
35.4,png,1980
35.84,png,1981
35.13,png,1982
35.17,png,1983
40.53,png,1984
36.63,png,1985
35.34,png,1986
32.91,png,1987
32.01,png,1988
30.12,png,1989
30.86,png,1990
27.51,png,1991
25.66,png,1992
28.72,png,1993
33.87,png,1994
35.49,png,1995
33.31,png,1996
36.97,png,1997
35.48,png,1998
36.15,png,1999
35.77,png,2000
36.27,png,2001
39.95,png,2002
40.06,png,2003
37.8,png,2004
38.61,png,2005
35.87,png,2006
36.01,png,2007
33.61,png,2008
35.89,png,2009
35.79,png,2010
35.89,png,2011
36.0,pry,1961
37.0,pry,1962
38.2,pry,1963
37.58,pry,1964
36.71,pry,1965
35.68,pry,1966
32.9,pry,1967
32.49,pry,1968
32.55,pry,1969
32.07,pry,1970
33.2,pry,1971
34.46,pry,1972
37.7,pry,1973
35.3,pry,1974
36.91,pry,1975
34.55,pry,1976
34.11,pry,1977
32.07,pry,1978
31.4,pry,1979
28.62,pry,1980
27.01,pry,1981
25.88,pry,1982
25.74,pry,1983
28.69,pry,1984
28.93,pry,1985
27.21,pry,1986
27.35,pry,1987
29.63,pry,1988
29.55,pry,1989
27.78,pry,1990
26.56,pry,1991
24.5,pry,1992
24.51,pry,1993
20.6,pry,1994
20.72,pry,1995
20.56,pry,1996
18.45,pry,1997
17.59,pry,1998
17.58,pry,1999
17.02,pry,2000
16.28,pry,2001
17.53,pry,2002
20.19,pry,2003
21.7,pry,2004
21.13,pry,2005
20.2,pry,2006
22.0,pry,2007
23.59,pry,2008
19.24,pry,2009
22.28,pry,2010
21.99,pry,2011
21.07,per,1961
19.95,per,1962
18.85,per,1963
