mean_years_in_school_women_25_years_and_older,geo,time
7.8,kor,1986
8.0,kor,1987
8.2,kor,1988
8.4,kor,1989
8.6,kor,1990
8.8,kor,1991
9.0,kor,1992
9.2,kor,1993
9.4,kor,1994
9.5,kor,1995
9.7,kor,1996
9.9,kor,1997
10.1,kor,1998
10.3,kor,1999
10.4,kor,2000
10.6,kor,2001
10.8,kor,2002
11.0,kor,2003
11.1,kor,2004
11.3,kor,2005
11.4,kor,2006
11.6,kor,2007
11.8,kor,2008
11.9,kor,2009
1.4,kwt,1970
1.4,kwt,1971
1.5,kwt,1972
1.6,kwt,1973
1.7,kwt,1974
1.8,kwt,1975
1.9,kwt,1976
2.0,kwt,1977
2.1,kwt,1978
2.3,kwt,1979
2.4,kwt,1980
2.5,kwt,1981
2.6,kwt,1982
2.8,kwt,1983
2.9,kwt,1984
3.0,kwt,1985
3.2,kwt,1986
3.3,kwt,1987
3.4,kwt,1988
3.6,kwt,1989
3.7,kwt,1990
3.9,kwt,1991
4.0,kwt,1992
4.2,kwt,1993
4.3,kwt,1994
4.5,kwt,1995
4.6,kwt,1996
4.8,kwt,1997
5.0,kwt,1998
5.2,kwt,1999
5.3,kwt,2000
5.5,kwt,2001
5.7,kwt,2002
5.9,kwt,2003
6.0,kwt,2004
6.2,kwt,2005
6.4,kwt,2006
6.6,kwt,2007
6.8,kwt,2008
7.0,kwt,2009
4.9,kgz,1970
5.1,kgz,1971
5.2,kgz,1972
5.4,kgz,1973
5.6,kgz,1974
5.7,kgz,1975
5.9,kgz,1976
6.1,kgz,1977
6.3,kgz,1978
6.4,kgz,1979
6.6,kgz,1980
6.8,kgz,1981
7.0,kgz,1982
7.2,kgz,1983
7.3,kgz,1984
7.5,kgz,1985
7.7,kgz,1986
7.9,kgz,1987
8.1,kgz,1988
8.3,kgz,1989
8.4,kgz,1990
8.6,kgz,1991
8.8,kgz,1992
9.0,kgz,1993
9.1,kgz,1994
9.3,kgz,1995
9.5,kgz,1996
9.6,kgz,1997
9.8,kgz,1998
10.0,kgz,1999
10.1,kgz,2000
10.3,kgz,2001
10.4,kgz,2002
10.6,kgz,2003
10.7,kgz,2004
10.9,kgz,2005
11.0,kgz,2006
11.1,kgz,2007
11.3,kgz,2008
11.4,kgz,2009
0.4,lao,1970
0.4,lao,1971
0.5,lao,1972
0.5,lao,1973
0.5,lao,1974
0.5,lao,1975
0.6,lao,1976
0.6,lao,1977
0.6,lao,1978
0.7,lao,1979
0.7,lao,1980
0.7,lao,1981
0.8,lao,1982
0.8,lao,1983
0.9,lao,1984
0.9,lao,1985
1.0,lao,1986
1.0,lao,1987
1.1,lao,1988
1.1,lao,1989
1.2,lao,1990
1.2,lao,1991
1.3,lao,1992
1.4,lao,1993
1.4,lao,1994
1.5,lao,1995
1.6,lao,1996
1.6,lao,1997
1.7,lao,1998
1.8,lao,1999
1.8,lao,2000
1.9,lao,2001
2.0,lao,2002
2.1,lao,2003
2.2,lao,2004
2.3,lao,2005
2.3,lao,2006
2.4,lao,2007
2.5,lao,2008
2.6,lao,2009
6.1,lva,1970
6.3,lva,1971
6.5,lva,1972
6.7,lva,1973
6.9,lva,1974
7.1,lva,1975
7.3,lva,1976
7.5,lva,1977
7.7,lva,1978
7.9,lva,1979
8.1,lva,1980
8.3,lva,1981
8.6,lva,1982
8.8,lva,1983
9.0,lva,1984
9.2,lva,1985
9.4,lva,1986
9.5,lva,1987
9.7,lva,1988
9.9,lva,1989
10.0,lva,1990
10.2,lva,1991
10.4,lva,1992
10.6,lva,1993
10.7,lva,1994
10.9,lva,1995
11.0,lva,1996
11.2,lva,1997
11.4,lva,1998
11.5,lva,1999
11.7,lva,2000
11.8,lva,2001
12.0,lva,2002
12.1,lva,2003
12.2,lva,2004
12.4,lva,2005
12.5,lva,2006
12.6,lva,2007
12.7,lva,2008
12.9,lva,2009
1.6,lbn,1970
1.7,lbn,1971
1.8,lbn,1972
2.0,lbn,1973
2.1,lbn,1974
2.2,lbn,1975
2.3,lbn,1976
2.5,lbn,1977
2.6,lbn,1978
2.8,lbn,1979
2.9,lbn,1980
3.1,lbn,1981
3.2,lbn,1982
3.4,lbn,1983
3.6,lbn,1984
3.7,lbn,1985
3.9,lbn,1986
4.1,lbn,1987
4.3,lbn,1988
4.4,lbn,1989
4.6,lbn,1990
4.8,lbn,1991
5.0,lbn,1992
5.2,lbn,1993
5.4,lbn,1994
5.6,lbn,1995
5.8,lbn,1996
6.0,lbn,1997
6.2,lbn,1998
6.4,lbn,1999
6.6,lbn,2000
6.8,lbn,2001
7.0,lbn,2002
7.2,lbn,2003
7.4,lbn,2004
7.6,lbn,2005
7.8,lbn,2006
8.0,lbn,2007
8.2,lbn,2008
8.5,lbn,2009
2.3,lso,1970
2.5,lso,1971
2.6,lso,1972
2.7,lso,1973
2.8,lso,1974
2.9,lso,1975
3.1,lso,1976
3.2,lso,1977
3.3,lso,1978
3.5,lso,1979
3.6,lso,1980
3.7,lso,1981
3.9,lso,1982
4.0,lso,1983
4.2,lso,1984
4.3,lso,1985
4.5,lso,1986
4.6,lso,1987
4.8,lso,1988
4.9,lso,1989
5.1,lso,1990
5.2,lso,1991
5.4,lso,1992
5.5,lso,1993
5.7,lso,1994
5.9,lso,1995
6.0,lso,1996
6.2,lso,1997
6.4,lso,1998
6.6,lso,1999
6.7,lso,2000
6.9,lso,2001
7.1,lso,2002
7.3,lso,2003
7.5,lso,2004
7.7,lso,2005
7.9,lso,2006
8.1,lso,2007
8.2,lso,2008
8.4,lso,2009
0.3,lbr,1970
0.3,lbr,1971
0.3,lbr,1972
0.4,lbr,1973
0.4,lbr,1974
0.4,lbr,1975
0.4,lbr,1976
0.4,lbr,1977
0.5,lbr,1978
0.5,lbr,1979
0.5,lbr,1980
0.5,lbr,1981
0.6,lbr,1982
0.6,lbr,1983
0.7,lbr,1984
0.7,lbr,1985
0.7,lbr,1986
0.8,lbr,1987
0.8,lbr,1988
0.9,lbr,1989
0.9,lbr,1990
1.0,lbr,1991
1.0,lbr,1992
1.1,lbr,1993
1.1,lbr,1994
1.2,lbr,1995
1.2,lbr,1996
1.3,lbr,1997
1.4,lbr,1998
1.4,lbr,1999
1.5,lbr,2000
1.6,lbr,2001
1.6,lbr,2002
1.7,lbr,2003
1.8,lbr,2004
1.9,lbr,2005
2.0,lbr,2006
2.0,lbr,2007
2.1,lbr,2008
2.2,lbr,2009
4.9,ltu,1970
5.1,ltu,1971
5.3,ltu,1972
5.5,ltu,1973
5.7,ltu,1974
5.9,ltu,1975
6.1,ltu,1976
6.3,ltu,1977
6.5,ltu,1978
6.8,ltu,1979
7.0,ltu,1980
7.2,ltu,1981
7.4,ltu,1982
7.7,ltu,1983
7.9,ltu,1984
8.1,ltu,1985
8.3,ltu,1986
8.5,ltu,1987
8.7,ltu,1988
8.9,ltu,1989
9.1,ltu,1990
9.3,ltu,1991
9.5,ltu,1992
9.7,ltu,1993
9.9,ltu,1994
10.1,ltu,1995
10.3,ltu,1996
10.5,ltu,1997
10.7,ltu,1998
10.9,ltu,1999
11.1,ltu,2000
11.2,ltu,2001
11.4,ltu,2002
11.6,ltu,2003
11.7,ltu,2004
11.9,ltu,2005
12.1,ltu,2006
12.2,ltu,2007
12.4,ltu,2008
12.5,ltu,2009
5.5,lux,1970
5.7,lux,1971
5.8,lux,1972
6.0,lux,1973
6.1,lux,1974
6.3,lux,1975
6.5,lux,1976
6.6,lux,1977
6.8,lux,1978
7.0,lux,1979
7.1,lux,1980
7.3,lux,1981
7.4,lux,1982
7.6,lux,1983
7.8,lux,1984
7.9,lux,1985
8.1,lux,1986
8.2,lux,1987
8.4,lux,1988
8.5,lux,1989
8.6,lux,1990
8.8,lux,1991
8.9,lux,1992
9.1,lux,1993
9.2,lux,1994
9.3,lux,1995
9.5,lux,1996
9.6,lux,1997
9.7,lux,1998
9.8,lux,1999
10.0,lux,2000
10.1,lux,2001
10.2,lux,2002
10.3,lux,2003
10.5,lux,2004
10.6,lux,2005
10.7,lux,2006
10.8,lux,2007
10.9,lux,2008
11.0,lux,2009
3.8,mkd,1970
3.9,mkd,1971
4.1,mkd,1972
4.2,mkd,1973
4.3,mkd,1974
4.4,mkd,1975
4.6,mkd,1976
4.7,mkd,1977
4.8,mkd,1978
5.0,mkd,1979
5.1,mkd,1980
5.3,mkd,1981
5.4,mkd,1982
5.6,mkd,1983
5.7,mkd,1984
5.9,mkd,1985
6.0,mkd,1986
6.2,mkd,1987
6.3,mkd,1988
6.5,mkd,1989
6.6,mkd,1990
6.8,mkd,1991
7.0,mkd,1992
7.1,mkd,1993
7.3,mkd,1994
7.4,mkd,1995
7.6,mkd,1996
7.7,mkd,1997
7.9,mkd,1998
8.1,mkd,1999
8.2,mkd,2000
8.4,mkd,2001
8.5,mkd,2002
8.7,mkd,2003
8.8,mkd,2004
9.0,mkd,2005
9.1,mkd,2006
9.3,mkd,2007
9.4,mkd,2008
9.6,mkd,2009
0.8,mdg,1970
0.8,mdg,1971
0.9,mdg,1972
0.9,mdg,1973
1.0,mdg,1974
1.0,mdg,1975
1.1,mdg,1976
1.2,mdg,1977
1.2,mdg,1978
1.3,mdg,1979
1.4,mdg,1980
1.4,mdg,1981
1.5,mdg,1982
1.6,mdg,1983
1.7,mdg,1984
1.7,mdg,1985
1.8,mdg,1986
1.9,mdg,1987
2.0,mdg,1988
2.1,mdg,1989
2.2,mdg,1990
2.3,mdg,1991
2.4,mdg,1992
2.4,mdg,1993
2.5,mdg,1994
2.7,mdg,1995
2.8,mdg,1996
2.9,mdg,1997
3.0,mdg,1998
3.1,mdg,1999
3.2,mdg,2000
3.3,mdg,2001
3.5,mdg,2002
3.6,mdg,2003
3.7,mdg,2004
3.9,mdg,2005
4.0,mdg,2006
4.2,mdg,2007
4.3,mdg,2008
4.5,mdg,2009
0.6,mwi,1970
0.6,mwi,1971
0.6,mwi,1972
0.7,mwi,1973
0.7,mwi,1974
0.8,mwi,1975
0.8,mwi,1976
0.8,mwi,1977
0.9,mwi,1978
0.9,mwi,1979
1.0,mwi,1980
1.0,mwi,1981
1.1,mwi,1982
1.2,mwi,1983
1.2,mwi,1984
1.3,mwi,1985
1.3,mwi,1986
1.4,mwi,1987
1.4,mwi,1988
1.5,mwi,1989
1.6,mwi,1990
1.6,mwi,1991
1.7,mwi,1992
1.8,mwi,1993
1.8,mwi,1994
1.9,mwi,1995
2.0,mwi,1996
2.1,mwi,1997
2.2,mwi,1998
2.3,mwi,1999
2.4,mwi,2000
2.4,mwi,2001
2.5,mwi,2002
2.6,mwi,2003
2.7,mwi,2004
2.8,mwi,2005
3.0,mwi,2006
3.1,mwi,2007
3.2,mwi,2008
3.3,mwi,2009
1.6,mys,1970
1.6,mys,1971
1.7,mys,1972
1.8,mys,1973
2.0,mys,1974
2.1,mys,1975
2.2,mys,1976
2.3,mys,1977
2.4,mys,1978
2.6,mys,1979
2.7,mys,1980
2.8,mys,1981
3.0,mys,1982
3.1,mys,1983
3.3,mys,1984
3.4,mys,1985
3.6,mys,1986
3.7,mys,1987
3.9,mys,1988
4.1,mys,1989
4.2,mys,1990
4.4,mys,1991
4.6,mys,1992
4.8,mys,1993
4.9,mys,1994
5.1,mys,1995
5.3,mys,1996
5.5,mys,1997
5.7,mys,1998
5.9,mys,1999
6.0,mys,2000
6.2,mys,2001
6.4,mys,2002
6.6,mys,2003
6.8,mys,2004
7.0,mys,2005
7.2,mys,2006
7.4,mys,2007
7.6,mys,2008
7.7,mys,2009
2.0,mdv,1970
2.0,mdv,1971
2.1,mdv,1972
2.1,mdv,1973
2.2,mdv,1974
2.2,mdv,1975
2.3,mdv,1976
2.3,mdv,1977
2.4,mdv,1978
2.4,mdv,1979
2.4,mdv,1980
2.5,mdv,1981
2.5,mdv,1982
2.5,mdv,1983
2.6,mdv,1984
2.6,mdv,1985
2.6,mdv,1986
2.6,mdv,1987
2.7,mdv,1988
2.7,mdv,1989
2.7,mdv,1990
2.7,mdv,1991
2.8,mdv,1992
2.8,mdv,1993
2.8,mdv,1994
2.9,mdv,1995
2.9,mdv,1996
2.9,mdv,1997
3.0,mdv,1998
3.0,mdv,1999
3.0,mdv,2000
3.1,mdv,2001
3.1,mdv,2002
3.2,mdv,2003
3.2,mdv,2004
3.2,mdv,2005
3.3,mdv,2006
3.3,mdv,2007
3.4,mdv,2008
3.4,mdv,2009
0.1,mli,1970
0.1,mli,1971
0.1,mli,1972
0.1,mli,1973
0.2,mli,1974
0.2,mli,1975
0.2,mli,1976
0.2,mli,1977
0.2,mli,1978
0.2,mli,1979
0.2,mli,1980
0.2,mli,1981
0.2,mli,1982
0.3,mli,1983
0.3,mli,1984
0.3,mli,1985
0.3,mli,1986
0.3,mli,1987
0.3,mli,1988
0.4,mli,1989
0.4,mli,1990
0.4,mli,1991
0.4,mli,1992
0.4,mli,1993
0.5,mli,1994
0.5,mli,1995
0.5,mli,1996
0.5,mli,1997
0.5,mli,1998
0.6,mli,1999
0.6,mli,2000
0.6,mli,2001
0.6,mli,2002
0.7,mli,2003
0.7,mli,2004
0.7,mli,2005
0.8,mli,2006
0.8,mli,2007
0.8,mli,2008
0.8,mli,2009
2.6,mhl,1970
2.8,mhl,1971
2.9,mhl,1972
3.0,mhl,1973
3.2,mhl,1974
3.3,mhl,1975
3.5,mhl,1976
3.6,mhl,1977
3.8,mhl,1978
4.0,mhl,1979
4.1,mhl,1980
4.3,mhl,1981
4.5,mhl,1982
4.7,mhl,1983
4.9,mhl,1984
5.0,mhl,1985
5.2,mhl,1986
5.4,mhl,1987
5.6,mhl,1988
5.7,mhl,1989
5.9,mhl,1990
6.1,mhl,1991
6.2,mhl,1992
6.4,mhl,1993
6.5,mhl,1994
6.7,mhl,1995
6.9,mhl,1996
7.0,mhl,1997
7.2,mhl,1998
7.4,mhl,1999
7.5,mhl,2000
7.7,mhl,2001
7.8,mhl,2002
8.0,mhl,2003
8.2,mhl,2004
8.3,mhl,2005
8.5,mhl,2006
8.6,mhl,2007
8.8,mhl,2008
8.9,mhl,2009
0.2,mrt,1970
0.2,mrt,1971
0.2,mrt,1972
0.2,mrt,1973
0.2,mrt,1974
0.2,mrt,1975
0.2,mrt,1976
0.2,mrt,1977
0.2,mrt,1978
0.3,mrt,1979
0.3,mrt,1980
0.3,mrt,1981
0.3,mrt,1982
0.3,mrt,1983
0.3,mrt,1984
0.3,mrt,1985
0.4,mrt,1986
0.4,mrt,1987
0.4,mrt,1988
0.5,mrt,1989
0.5,mrt,1990
0.5,mrt,1991
0.6,mrt,1992
0.6,mrt,1993
0.6,mrt,1994
0.7,mrt,1995
0.7,mrt,1996
0.8,mrt,1997
0.8,mrt,1998
0.9,mrt,1999
0.9,mrt,2000
1.0,mrt,2001
1.0,mrt,2002
1.1,mrt,2003
1.1,mrt,2004
1.2,mrt,2005
1.3,mrt,2006
1.3,mrt,2007
1.4,mrt,2008
1.5,mrt,2009
1.4,mus,1970
1.5,mus,1971
1.6,mus,1972
1.7,mus,1973
1.8,mus,1974
1.9,mus,1975
2.0,mus,1976
2.1,mus,1977
2.2,mus,1978
2.3,mus,1979
2.4,mus,1980
2.6,mus,1981
2.7,mus,1982
2.9,mus,1983
3.0,mus,1984
3.2,mus,1985
3.3,mus,1986
3.5,mus,1987
3.7,mus,1988
3.9,mus,1989
4.0,mus,1990
4.2,mus,1991
4.4,mus,1992
4.6,mus,1993
4.8,mus,1994
5.0,mus,1995
5.2,mus,1996
5.4,mus,1997
5.7,mus,1998
5.9,mus,1999
6.1,mus,2000
6.3,mus,2001
6.5,mus,2002
6.8,mus,2003
7.0,mus,2004
7.2,mus,2005
7.4,mus,2006
7.7,mus,2007
7.9,mus,2008
8.1,mus,2009
2.5,mex,1970
2.6,mex,1971
2.7,mex,1972
2.8,mex,1973
2.9,mex,1974
3.0,mex,1975
3.1,mex,1976
3.3,mex,1977
3.4,mex,1978
3.5,mex,1979
3.6,mex,1980
3.7,mex,1981
3.8,mex,1982
4.0,mex,1983
4.1,mex,1984
4.2,mex,1985
4.3,mex,1986
4.5,mex,1987
4.6,mex,1988
4.7,mex,1989
4.9,mex,1990
5.0,mex,1991
5.1,mex,1992
5.3,mex,1993
5.4,mex,1994
5.6,mex,1995
5.7,mex,1996
5.8,mex,1997
6.0,mex,1998
6.1,mex,1999
6.3,mex,2000
6.4,mex,2001
6.6,mex,2002
6.7,mex,2003
6.8,mex,2004
7.0,mex,2005
7.1,mex,2006
7.3,mex,2007
7.4,mex,2008
7.6,mex,2009
5.6,mda,1970
5.7,mda,1971
5.9,mda,1972
6.0,mda,1973
6.2,mda,1974
6.3,mda,1975
6.4,mda,1976
6.6,mda,1977
6.7,mda,1978
6.9,mda,1979
7.0,mda,1980
7.2,mda,1981
7.3,mda,1982
7.5,mda,1983
7.7,mda,1984
7.8,mda,1985
8.0,mda,1986
8.1,mda,1987
8.3,mda,1988
8.5,mda,1989
8.6,mda,1990
8.8,mda,1991
8.9,mda,1992
9.1,mda,1993
9.2,mda,1994
9.3,mda,1995
9.5,mda,1996
9.6,mda,1997
9.8,mda,1998
9.9,mda,1999
10.0,mda,2000
10.2,mda,2001
10.3,mda,2002
10.4,mda,2003
10.6,mda,2004
10.7,mda,2005
10.8,mda,2006
10.9,mda,2007
11.1,mda,2008
11.2,mda,2009
3.7,mng,1970
3.8,mng,1971
4.0,mng,1972
4.1,mng,1973
4.2,mng,1974
4.4,mng,1975
4.5,mng,1976
4.6,mng,1977
4.8,mng,1978
4.9,mng,1979
5.1,mng,1980
5.2,mng,1981
5.4,mng,1982
5.5,mng,1983
5.7,mng,1984
5.8,mng,1985
5.9,mng,1986
6.1,mng,1987
6.2,mng,1988
6.4,mng,1989
6.5,mng,1990
6.7,mng,1991
6.8,mng,1992
6.9,mng,1993
7.1,mng,1994
7.2,mng,1995
7.4,mng,1996
7.5,mng,1997
7.7,mng,1998
7.8,mng,1999
8.0,mng,2000
8.1,mng,2001
8.2,mng,2002
8.4,mng,2003
8.5,mng,2004
8.7,mng,2005
8.8,mng,2006
8.9,mng,2007
9.1,mng,2008
9.2,mng,2009
4.8,mne,1970
4.9,mne,1971
5.1,mne,1972
5.2,mne,1973
5.4,mne,1974
5.5,mne,1975
5.6,mne,1976
5.8,mne,1977
5.9,mne,1978
6.1,mne,1979
6.2,mne,1980
6.4,mne,1981
6.5,mne,1982
6.7,mne,1983
6.8,mne,1984
7.0,mne,1985
7.1,mne,1986
7.3,mne,1987
7.5,mne,1988
7.6,mne,1989
7.8,mne,1990
7.9,mne,1991
8.1,mne,1992
8.3,mne,1993
8.4,mne,1994
8.6,mne,1995
8.7,mne,1996
8.9,mne,1997
9.0,mne,1998
9.2,mne,1999
9.3,mne,2000
9.5,mne,2001
9.6,mne,2002
9.7,mne,2003
9.9,mne,2004
10.0,mne,2005
10.2,mne,2006
10.3,mne,2007
10.4,mne,2008
10.6,mne,2009
0.3,mar,1970
0.3,mar,1971
0.3,mar,1972
0.3,mar,1973
0.4,mar,1974
0.4,mar,1975
0.4,mar,1976
0.4,mar,1977
0.5,mar,1978
0.5,mar,1979
0.5,mar,1980
0.6,mar,1981
0.6,mar,1982
0.7,mar,1983
0.7,mar,1984
0.8,mar,1985
0.8,mar,1986
0.9,mar,1987
0.9,mar,1988
1.0,mar,1989
1.0,mar,1990
1.1,mar,1991
1.1,mar,1992
1.2,mar,1993
1.3,mar,1994
1.3,mar,1995
1.4,mar,1996
1.5,mar,1997
1.5,mar,1998
1.6,mar,1999
1.7,mar,2000
1.8,mar,2001
1.9,mar,2002
2.0,mar,2003
2.1,mar,2004
2.1,mar,2005
2.2,mar,2006
2.3,mar,2007
2.4,mar,2008
2.5,mar,2009
0.2,moz,1970
0.3,moz,1971
0.3,moz,1972
0.3,moz,1973
0.3,moz,1974
0.3,moz,1975
0.3,moz,1976
0.4,moz,1977
0.4,moz,1978
0.4,moz,1979
0.4,moz,1980
0.4,moz,1981
0.5,moz,1982
0.5,moz,1983
0.5,moz,1984
0.5,moz,1985
0.6,moz,1986
0.6,moz,1987
0.6,moz,1988
0.7,moz,1989
0.7,moz,1990
0.7,moz,1991
0.8,moz,1992
0.8,moz,1993
0.9,moz,1994
0.9,moz,1995
1.0,moz,1996
1.0,moz,1997
1.0,moz,1998
1.1,moz,1999
1.1,moz,2000
1.2,moz,2001
1.3,moz,2002
1.3,moz,2003
1.4,moz,2004
1.4,moz,2005
1.5,moz,2006
1.6,moz,2007
1.6,moz,2008
1.7,moz,2009
1.3,mmr,1970
1.3,mmr,1971
1.4,mmr,1972
1.5,mmr,1973
1.5,mmr,1974
1.6,mmr,1975
1.7,mmr,1976
1.7,mmr,1977
1.8,mmr,1978
1.9,mmr,1979
2.0,mmr,1980
2.0,mmr,1981
2.1,mmr,1982
2.2,mmr,1983
2.3,mmr,1984
2.4,mmr,1985
2.5,mmr,1986
2.5,mmr,1987
2.6,mmr,1988
2.7,mmr,1989
2.8,mmr,1990
2.9,mmr,1991
3.0,mmr,1992
3.0,mmr,1993
3.1,mmr,1994
3.2,mmr,1995
3.3,mmr,1996
3.4,mmr,1997
3.5,mmr,1998
3.6,mmr,1999
3.7,mmr,2000
3.8,mmr,2001
3.9,mmr,2002
4.0,mmr,2003
4.1,mmr,2004
4.2,mmr,2005
4.3,mmr,2006
4.4,mmr,2007
4.5,mmr,2008
4.6,mmr,2009
1.5,nam,1970
1.6,nam,1971
1.7,nam,1972
1.8,nam,1973
1.9,nam,1974
2.0,nam,1975
2.1,nam,1976
2.2,nam,1977
2.3,nam,1978
2.4,nam,1979
2.6,nam,1980
2.7,nam,1981
2.8,nam,1982
2.9,nam,1983
3.1,nam,1984
3.2,nam,1985
3.3,nam,1986
3.5,nam,1987
3.6,nam,1988
3.7,nam,1989
3.9,nam,1990
4.0,nam,1991
4.1,nam,1992
4.3,nam,1993
4.4,nam,1994
4.6,nam,1995
4.8,nam,1996
4.9,nam,1997
5.1,nam,1998
5.2,nam,1999
5.4,nam,2000
5.6,nam,2001
5.7,nam,2002
5.9,nam,2003
6.1,nam,2004
6.2,nam,2005
6.4,nam,2006
6.6,nam,2007
6.8,nam,2008
6.9,nam,2009
0.1,npl,1970
0.1,npl,1971
0.1,npl,1972
0.1,npl,1973
0.1,npl,1974
0.2,npl,1975
0.2,npl,1976
0.2,npl,1977
0.2,npl,1978
0.2,npl,1979
0.2,npl,1980
0.2,npl,1981
0.2,npl,1982
0.3,npl,1983
0.3,npl,1984
0.3,npl,1985
0.3,npl,1986
0.3,npl,1987
0.4,npl,1988
0.4,npl,1989
0.4,npl,1990
0.5,npl,1991
0.5,npl,1992
0.5,npl,1993
0.6,npl,1994
0.6,npl,1995
0.6,npl,1996
0.7,npl,1997
0.7,npl,1998
0.8,npl,1999
0.8,npl,2000
0.9,npl,2001
0.9,npl,2002
1.0,npl,2003
1.0,npl,2004
1.1,npl,2005
1.1,npl,2006
1.2,npl,2007
1.3,npl,2008
1.3,npl,2009
6.2,nld,1970
6.4,nld,1971
6.5,nld,1972
6.7,nld,1973
6.8,nld,1974
7.0,nld,1975
7.1,nld,1976
7.3,nld,1977
7.4,nld,1978
7.6,nld,1979
7.7,nld,1980
7.9,nld,1981
8.0,nld,1982
8.2,nld,1983
8.3,nld,1984
8.5,nld,1985
8.6,nld,1986
8.7,nld,1987
8.9,nld,1988
9.0,nld,1989
9.1,nld,1990
9.2,nld,1991
9.4,nld,1992
9.5,nld,1993
9.6,nld,1994
9.7,nld,1995
9.9,nld,1996
10.0,nld,1997
10.1,nld,1998
10.2,nld,1999
10.4,nld,2000
10.5,nld,2001
10.6,nld,2002
10.7,nld,2003
10.8,nld,2004
10.9,nld,2005
11.1,nld,2006
11.2,nld,2007
11.3,nld,2008
11.4,nld,2009
6.4,nzl,1970
6.6,nzl,1971
6.8,nzl,1972
7.0,nzl,1973
7.2,nzl,1974
7.4,nzl,1975
7.6,nzl,1976
7.8,nzl,1977
7.9,nzl,1978
8.1,nzl,1979
8.3,nzl,1980
8.4,nzl,1981
8.6,nzl,1982
8.8,nzl,1983
8.9,nzl,1984
9.1,nzl,1985
9.2,nzl,1986
9.4,nzl,1987
9.5,nzl,1988
9.7,nzl,1989
9.8,nzl,1990
9.9,nzl,1991
10.1,nzl,1992
10.2,nzl,1993
10.4,nzl,1994
10.5,nzl,1995
10.6,nzl,1996
10.8,nzl,1997
10.9,nzl,1998
11.1,nzl,1999
11.2,nzl,2000
11.3,nzl,2001
11.5,nzl,2002
11.6,nzl,2003
11.7,nzl,2004
11.8,nzl,2005
12.0,nzl,2006
12.1,nzl,2007
12.2,nzl,2008
12.3,nzl,2009
1.9,nic,1970
1.9,nic,1971
2.0,nic,1972
2.1,nic,1973
2.1,nic,1974
2.2,nic,1975
2.3,nic,1976
2.4,nic,1977
2.5,nic,1978
2.5,nic,1979
2.6,nic,1980
2.7,nic,1981
2.8,nic,1982
2.9,nic,1983
3.0,nic,1984
3.1,nic,1985
3.2,nic,1986
3.3,nic,1987
3.4,nic,1988
3.5,nic,1989
3.6,nic,1990
3.7,nic,1991
3.8,nic,1992
3.9,nic,1993
4.0,nic,1994
4.1,nic,1995
4.3,nic,1996
4.4,nic,1997
4.5,nic,1998
4.6,nic,1999
4.7,nic,2000
4.8,nic,2001
5.0,nic,2002
5.1,nic,2003
5.2,nic,2004
5.3,nic,2005
5.4,nic,2006
5.6,nic,2007
5.7,nic,2008
5.8,nic,2009
0.1,ner,1970
0.1,ner,1971
0.1,ner,1972
0.1,ner,1973
0.1,ner,1974
0.1,ner,1975
0.1,ner,1976
0.1,ner,1977
0.1,ner,1978
0.1,ner,1979
0.1,ner,1980
0.1,ner,1981
0.1,ner,1982
0.1,ner,1983
0.1,ner,1984
0.1,ner,1985
0.2,ner,1986
0.2,ner,1987
0.2,ner,1988
0.2,ner,1989
0.2,ner,1990
0.2,ner,1991
0.2,ner,1992
0.3,ner,1993
0.3,ner,1994
0.3,ner,1995
0.3,ner,1996
0.3,ner,1997
0.3,ner,1998
0.4,ner,1999
0.4,ner,2000
0.4,ner,2001
0.4,ner,2002
0.5,ner,2003
0.5,ner,2004
0.5,ner,2005
0.5,ner,2006
0.6,ner,2007
0.6,ner,2008
0.6,ner,2009
0.5,nga,1970
0.6,nga,1971
0.6,nga,1972
0.6,nga,1973
0.7,nga,1974
0.7,nga,1975
0.8,nga,1976
0.8,nga,1977
0.8,nga,1978
0.9,nga,1979
1.0,nga,1980
1.0,nga,1981
1.1,nga,1982
1.2,nga,1983
1.2,nga,1984
1.3,nga,1985
1.4,nga,1986
1.5,nga,1987
1.6,nga,1988
1.6,nga,1989
1.7,nga,1990
1.8,nga,1991
1.9,nga,1992
2.0,nga,1993
2.1,nga,1994
2.2,nga,1995
2.3,nga,1996
2.4,nga,1997
2.6,nga,1998
2.7,nga,1999
2.8,nga,2000
2.9,nga,2001
3.1,nga,2002
3.2,nga,2003
3.3,nga,2004
3.5,nga,2005
3.6,nga,2006
3.8,nga,2007
3.9,nga,2008
4.1,nga,2009
6.1,nor,1970
6.3,nor,1971
6.6,nor,1972
6.9,nor,1973
7.2,nor,1974
7.4,nor,1975
7.7,nor,1976
8.0,nor,1977
8.2,nor,1978
8.5,nor,1979
8.7,nor,1980
9.0,nor,1981
9.2,nor,1982
9.5,nor,1983
9.7,nor,1984
9.9,nor,1985
10.1,nor,1986
10.3,nor,1987
10.5,nor,1988
10.7,nor,1989
10.9,nor,1990
11.1,nor,1991
11.2,nor,1992
11.4,nor,1993
11.6,nor,1994
11.7,nor,1995
11.9,nor,1996
12.1,nor,1997
12.2,nor,1998
12.4,nor,1999
12.5,nor,2000
12.7,nor,2001
12.8,nor,2002
12.9,nor,2003
13.0,nor,2004
13.2,nor,2005
13.3,nor,2006
13.4,nor,2007
13.5,nor,2008
13.6,nor,2009
0.5,omn,1970
