foreign_direct_investment_net_outflows_percent_of_gdp,geo,time
0.04355,isr,1977
0.0514,isr,1978
0.005711,isr,1979
-0.01377,isr,1980
0.4897,isr,1981
0.7708,isr,1982
0.3652,isr,1983
0.09254,isr,1984
0.3976,isr,1985
0.4276,isr,1986
0.4716,isr,1987
0.3354,isr,1988
0.2453,isr,1989
0.3799,isr,1990
0.5594,isr,1991
0.8811,isr,1992
0.9335,isr,1993
0.9932,isr,1994
0.8538,isr,1995
0.7736,isr,1996
0.8513,isr,1997
1.023,isr,1998
0.7484,isr,1999
2.674,isr,2000
0.5585,isr,2001
0.8679,isr,2002
1.754,isr,2003
3.574,isr,2004
2.194,isr,2005
10.6,isr,2006
5.152,isr,2007
3.567,isr,2008
0.8673,isr,2009
3.663,isr,2010
0.1046,ita,1970
0.3382,ita,1971
0.1577,ita,1972
0.1634,ita,1973
0.1058,ita,1974
0.1563,ita,1975
0.07351,ita,1976
0.2256,ita,1977
0.05269,ita,1978
0.1419,ita,1979
0.1609,ita,1980
0.3354,ita,1981
0.2354,ita,1982
0.4738,ita,1983
0.446,ita,1984
0.3984,ita,1985
0.398,ita,1986
0.2697,ita,1987
0.5475,ita,1988
0.2414,ita,1989
0.6524,ita,1990
0.6303,ita,1991
0.3261,ita,1992
0.7143,ita,1993
0.4946,ita,1994
0.6206,ita,1995
0.6868,ita,1996
0.8688,ita,1997
1.013,ita,1998
0.5564,ita,1999
1.094,ita,2000
1.936,ita,2001
1.408,ita,2002
0.5934,ita,2003
1.109,ita,2004
2.283,ita,2005
2.268,ita,2006
4.331,ita,2007
3.013,ita,2008
0.9316,ita,2009
1.582,ita,2010
1.067,jam,1994
1.14,jam,1995
1.429,jam,1996
0.7574,jam,1997
0.938,jam,1998
1.075,jam,1999
0.8248,jam,2000
0.9775,jam,2001
0.7637,jam,2002
1.237,jam,2003
0.5916,jam,2004
0.9058,jam,2005
0.7124,jam,2006
0.8918,jam,2007
0.5325,jam,2008
0.486,jam,2009
0.4085,jam,2010
0.2361,jpn,1977
0.2413,jpn,1978
0.2837,jpn,1979
0.2232,jpn,1980
0.4139,jpn,1981
0.4126,jpn,1982
0.3008,jpn,1983
0.4672,jpn,1984
0.4759,jpn,1985
0.7261,jpn,1986
0.829,jpn,1987
1.194,jpn,1988
1.548,jpn,1989
1.651,jpn,1990
0.9074,jpn,1991
0.4581,jpn,1992
0.318,jpn,1993
0.3785,jpn,1994
0.4275,jpn,1995
0.505,jpn,1996
0.6114,jpn,1997
0.6384,jpn,1998
0.5097,jpn,1999
0.6756,jpn,2000
0.94,jpn,2001
0.8171,jpn,2002
0.6802,jpn,2003
0.6721,jpn,2004
0.9982,jpn,2005
1.15,jpn,2006
1.679,jpn,2007
2.681,jpn,2008
1.483,jpn,2009
1.048,jpn,2010
0.2131,jor,1972
0.5805,jor,1973
0.2852,jor,1974
0.4588,jor,1975
0.1644,jor,1976
0.07722,jor,1980
-0.1571,jor,1981
0.07059,jor,1982
0.09504,jor,1983
0.052,jor,1984
-0.01462,jor,1985
0.06386,jor,1986
0.01777,jor,1987
-0.001831,jor,1988
0.4046,jor,1989
-0.7831,jor,1990
0.3262,jor,1991
-0.064,jor,1992
-0.9461,jor,1993
-0.371,jor,1994
-0.4058,jor,1995
-0.625,jor,1996
0.05537,jor,1999
0.1017,jor,2000
0.3518,jor,2001
0.1442,jor,2002
-0.03596,jor,2003
0.1594,jor,2004
1.296,jor,2005
-0.8826,jor,2006
0.2707,jor,2007
0.05648,jor,2008
0.2885,jor,2009
0.1032,jor,2010
0.001472,kaz,1995
0.006316,kaz,1997
0.03659,kaz,1998
0.02134,kaz,1999
0.02385,kaz,2000
-0.1156,kaz,2001
1.731,kaz,2002
-0.3935,kaz,2003
-2.964,kaz,2004
-0.2553,kaz,2005
-0.4749,kaz,2006
3.007,kaz,2007
0.9022,kaz,2008
2.739,kaz,2009
5.246,kaz,2010
0.04178,ken,1975
0.1238,ken,1976
0.05914,ken,1977
0.04391,ken,1978
0.09441,ken,1979
0.01484,ken,1980
0.08546,ken,1981
0.1495,ken,1982
0.2425,ken,1983
0.1109,ken,1984
0.08828,ken,1985
0.06811,ken,1986
0.3858,ken,1987
0.0263,ken,1988
0.01645,ken,1989
0.1255,ken,1995
0.02291,ken,1996
0.04539,ken,1997
0.08603,ken,1998
0.1905,ken,1999
0.0564,ken,2002
0.01392,ken,2003
0.02744,ken,2004
0.0517,ken,2005
0.1065,ken,2006
0.1323,ken,2007
0.1434,ken,2008
0.1504,ken,2009
0.004901,ken,2010
0.04944,kir,1994
0.0203,kor,1976
0.05537,kor,1977
0.05477,kor,1978
0.02898,kor,1979
0.04089,kor,1980
0.06646,kor,1981
0.1985,kor,1982
0.1537,kor,1983
0.05589,kor,1984
0.6117,kor,1985
1.102,kor,1986
0.3678,kor,1987
0.343,kor,1988
0.2594,kor,1989
0.3987,kor,1990
0.483,kor,1991
0.3521,kor,1992
0.37,kor,1993
0.5812,kor,1994
0.6869,kor,1995
0.8375,kor,1996
0.8618,kor,1997
1.225,kor,1998
0.8522,kor,1999
0.8402,kor,2000
0.4351,kor,2001
0.5251,kor,2002
0.6424,kor,2003
0.7827,kor,2004
0.7535,kor,2005
1.174,kor,2006
1.879,kor,2007
2.174,kor,2008
2.062,kor,2009
1.896,kor,2010
0.7743,kwt,1975
0.8334,kwt,1976
0.3703,kwt,1977
0.6097,kwt,1978
-0.7603,kwt,1979
1.421,kwt,1980
-0.6012,kwt,1981
0.499,kwt,1982
1.151,kwt,1983
0.4358,kwt,1984
0.3256,kwt,1985
1.384,kwt,1986
3.465,kwt,1987
2.304,kwt,1988
4.088,kwt,1989
1.298,kwt,1990
-1.693,kwt,1991
6.097,kwt,1992
2.726,kwt,1993
-6.114,kwt,1994
-3.758,kwt,1995
5.525,kwt,1996
-3.193,kwt,1997
-7.196,kwt,1998
0.07634,kwt,1999
-0.8038,kwt,2000
-5.485,kwt,2001
-0.201,kwt,2002
-10.36,kwt,2003
4.343,kwt,2004
6.364,kwt,2005
8.084,kwt,2006
8.529,kwt,2007
6.11,kwt,2008
7.889,kwt,2009
1.374,kgz,1998
0.4851,kgz,1999
0.3285,kgz,2000
0.4,kgz,2001
1.987,kgz,2004
-0.004812,kgz,2007
-0.002489,kgz,2008
-0.005697,kgz,2009
-0.0005372,kgz,2010
0.04361,lva,1992
-0.1007,lva,1993
-1.277,lva,1994
-1.241,lva,1995
0.05352,lva,1996
0.09918,lva,1997
0.8161,lva,1998
0.2332,lva,1999
0.1545,lva,2000
0.2129,lva,2001
0.03543,lva,2002
0.447,lva,2003
0.7957,lva,2004
0.7992,lva,2005
0.8668,lva,2006
1.288,lva,2007
0.7883,lva,2008
-0.2191,lva,2009
0.0833,lva,2010
0.001096,lbn,2002
3.042,lbn,2003
3.796,lbn,2004
3.273,lbn,2005
3.898,lbn,2006
3.385,lbn,2007
3.28,lbn,2008
3.223,lbn,2009
1.248,lbn,2010
0.01381,lso,1988
0.007502,lso,2002
0.0001358,lso,2003
0.07406,lso,2004
-0.06484,lso,2005
0.2333,lso,2006
-0.119,lso,2007
-0.1117,lso,2008
-0.1103,lso,2009
-0.1041,lso,2010
0.3641,lby,1990
0.5434,lby,1991
-0.4444,lby,1992
-1.563,lby,1993
0.0903,lby,1994
0.2687,lby,1995
0.1872,lby,1996
0.7605,lby,1997
0.9386,lby,1998
0.7412,lby,1999
0.2891,lby,2000
0.6158,lby,2001
-0.6854,lby,2002
0.2618,lby,2003
0.8567,lby,2004
0.2909,lby,2005
0.8392,lby,2006
5.477,lby,2007
6.32,lby,2008
1.868,lby,2009
0.01268,ltu,1995
0.001483,ltu,1996
0.2656,ltu,1997
0.03732,ltu,1998
0.07857,ltu,1999
0.03236,ltu,2000
0.05839,ltu,2001
0.1248,ltu,2002
0.1999,ltu,2003
1.165,ltu,2004
1.321,ltu,2005
0.9623,ltu,2006
1.556,ltu,2007
0.7524,ltu,2008
0.5446,ltu,2009
0.2266,ltu,2010
0.9883,mac,2002
-0.02884,mac,2003
-0.7907,mac,2004
0.5119,mac,2005
3.527,mac,2006
0.01783,mac,2007
-0.4452,mac,2008
-3.325,mac,2009
-1.786,mac,2010
0.0002828,mkd,1998
0.008245,mkd,1999
-0.01681,mkd,2000
0.02538,mkd,2001
0.002756,mkd,2002
0.006244,mkd,2003
0.02103,mkd,2004
0.04625,mkd,2005
0.002949,mkd,2006
-0.01297,mkd,2007
-0.1378,mkd,2008
0.1241,mkd,2009
0.02066,mkd,2010
0.05415,mwi,2003
0.06489,mwi,2004
0.05207,mwi,2005
0.04604,mwi,2006
0.04151,mwi,2007
-0.472,mwi,2008
-0.4068,mwi,2009
1.797,mys,1999
2.16,mys,2000
0.2876,mys,2001
1.889,mys,2002
1.243,mys,2003
1.652,mys,2004
2.155,mys,2005
3.846,mys,2006
6.068,mys,2007
6.826,mys,2008
4.154,mys,2009
5.683,mys,2010
0.07302,mli,1975
0.8109,mli,1976
0.7638,mli,1977
0.7249,mli,1978
-0.1915,mli,1979
0.05934,mli,1996
-0.2741,mli,1997
-0.0005875,mli,1998
0.03223,mli,1999
0.1656,mli,2000
0.6566,mli,2001
0.04708,mli,2002
0.03262,mli,2003
0.01604,mli,2004
-0.6899,mli,2005
-0.5882,mli,2006
-0.164,mli,2007
-0.5493,mli,2008
-0.3447,mli,2009
0.03341,mlt,1993
-0.03433,mlt,1994
0.03258,mlt,1995
1.986,mlt,1996
0.9356,mlt,1997
0.5463,mlt,1998
1.511,mlt,1999
0.5388,mlt,2000
0.2465,mlt,2001
-0.6859,mlt,2002
11.52,mlt,2003
0.1306,mlt,2004
-0.4079,mlt,2005
0.4693,mlt,2006
0.2105,mlt,2007
3.57,mlt,2008
1.645,mlt,2009
1.056,mlt,2010
0.1691,mrt,1986
0.02678,mrt,1987
0.09854,mrt,1988
-0.06351,mus,1976
-0.09149,mus,1977
-0.01591,mus,1978
-0.2085,mus,1979
0.006944,mus,1988
0.02693,mus,1989
0.02282,mus,1990
0.3802,mus,1991
1.343,mus,1992
1.018,mus,1993
0.02973,mus,1994
0.08968,mus,1995
0.06048,mus,1996
0.07599,mus,1997
0.3289,mus,1998
0.1499,mus,1999
0.2826,mus,2000
0.06322,mus,2001
0.1824,mus,2002
-0.1073,mus,2003
0.4978,mus,2004
0.7474,mus,2005
0.1474,mus,2006
0.7646,mus,2007
0.5438,mus,2008
0.4288,mus,2009
1.331,mus,2010
0.7079,mex,2001
0.1372,mex,2002
0.179,mex,2003
0.5833,mex,2004
0.7626,mex,2005
0.6047,mex,2006
0.797,mex,2007
0.1057,mex,2008
0.7955,mex,2009
1.31,mex,2010
0.02966,mda,1995
0.03304,mda,1996
0.02332,mda,1997
-0.04514,mda,1998
0.005125,mda,1999
0.006209,mda,2000
0.008105,mda,2001
0.02708,mda,2002
0.005553,mda,2003
0.1239,mda,2004
-0.005354,mda,2005
-0.02729,mda,2006
0.3943,mda,2007
0.2656,mda,2008
0.1243,mda,2009
0.06043,mda,2010
0.3011,mng,2007
0.111,mng,2008
1.174,mng,2009
0.752,mng,2010
0.0817,mar,1991
0.114,mar,1992
0.08627,mar,1993
0.07876,mar,1994
0.04437,mar,1995
0.08267,mar,1996
0.02576,mar,1997
0.05099,mar,1998
0.04543,mar,1999
0.1581,mar,2000
0.2573,mar,2001
0.07009,mar,2002
0.02532,mar,2003
0.0543,mar,2004
0.1245,mar,2005
0.6869,mar,2006
0.8401,mar,2007
0.3554,mar,2008
0.5269,mar,2009
0.6387,mar,2010
0.005707,moz,2006
-0.003901,moz,2007
0.0004467,moz,2008
0.02896,moz,2009
-0.008083,moz,2010
0.05756,nam,1990
0.2557,nam,1991
-0.0556,nam,1992
0.3042,nam,1993
-0.1879,nam,1994
-0.1007,nam,1995
-0.6209,nam,1996
0.01791,nam,1997
-0.06387,nam,1998
-0.02185,nam,1999
0.0435,nam,2000
-0.3529,nam,2001
-0.2336,nam,2003
-0.3438,nam,2004
-0.1687,nam,2005
-0.1578,nam,2006
0.03105,nam,2007
0.06951,nam,2008
-0.03244,nam,2009
0.03626,nam,2010
0.000105,npl,2010
4.13,nld,1967
3.907,nld,1968
4.112,nld,1969
3.725,nld,1970
3.194,nld,1971
3.237,nld,1972
3.162,nld,1973
3.522,nld,1974
2.702,nld,1975
2.313,nld,1976
2.557,nld,1977
2.33,nld,1978
3.775,nld,1979
3.274,nld,1980
2.977,nld,1981
2.223,nld,1982
2.698,nld,1983
3.634,nld,1984
2.03,nld,1985
2.2,nld,1986
3.814,nld,1987
2.934,nld,1988
6.209,nld,1989
4.652,nld,1990
4.231,nld,1991
3.8,nld,1992
3.039,nld,1993
5.006,nld,1994
4.818,nld,1995
7.641,nld,1996
6.338,nld,1997
9.174,nld,1998
13.89,nld,1999
19.35,nld,2000
12.67,nld,2001
7.254,nld,2002
8.293,nld,2003
4.73,nld,2004
20.35,nld,2005
9.456,nld,2006
6.867,nld,2007
7.758,nld,2008
3.262,nld,2009
6.321,nld,2010
0.03785,nzl,1972
0.15,nzl,1973
0.1521,nzl,1974
0.1703,nzl,1975
0.2666,nzl,1976
0.2103,nzl,1977
0.3066,nzl,1978
0.3655,nzl,1979
0.4685,nzl,1980
0.432,nzl,1981
0.2933,nzl,1982
0.3126,nzl,1983
1.986,nzl,1984
1.279,nzl,1985
1.975,nzl,1986
1.102,nzl,1987
0.8445,nzl,1988
4.409,nzl,1989
3.583,nzl,1990
1.649,nzl,1991
-2.387,nzl,1992
2.321,nzl,1993
3.106,nzl,1994
-0.7649,nzl,1995
-2.274,nzl,1996
-0.1216,nzl,1997
1.622,nzl,1998
1.322,nzl,1999
1.433,nzl,2000
-2.038,nzl,2001
0.5831,nzl,2002
1.057,nzl,2003
-0.4309,nzl,2004
-1.356,nzl,2005
0.1438,nzl,2006
2.633,nzl,2007
0.7674,nzl,2008
-1.104,nzl,2009
0.03036,ner,1974
0.602,ner,1975
-0.1325,ner,1976
-0.2833,ner,1977
-0.3809,ner,1978
0.5318,ner,1979
-0.1689,ner,1980
-0.02746,ner,1981
0.1627,ner,1982
0.09809,ner,1983
0.01801,ner,1984
0.1349,ner,1985
1.545,ner,1986
0.4558,ner,1987
0.2052,ner,1988
0.07162,ner,1989
0.0007403,ner,1990
0.1122,ner,1991
1.737,ner,1992
0.3581,ner,1993
-0.1156,ner,1994
0.3801,ner,1995
0.3756,ner,1996
0.08791,ner,1997
0.007836,ner,1998
-0.01183,ner,1999
-0.03452,ner,2000
-0.1863,ner,2001
-0.07919,ner,2002
0.000126,ner,2003
0.4284,ner,2004
0.272,ner,2005
-0.02686,ner,2006
0.1877,ner,2007
0.4539,ner,2008
1.701,ner,2009
0.01051,nga,1979
0.01304,nga,2005
0.2198,nga,2006
0.5229,nga,2007
0.5077,nga,2008
0.9048,nga,2009
0.4519,nga,2010
0.5267,nor,1975
0.5417,nor,1976
0.3046,nor,1977
0.1429,nor,1978
0.08308,nor,1979
0.3974,nor,1980
0.2754,nor,1981
0.494,nor,1982
0.5848,nor,1983
0.9832,nor,1984
2.03,nor,1985
2.072,nor,1986
0.9446,nor,1987
0.9778,nor,1988
1.348,nor,1989
1.25,nor,1990
1.489,nor,1991
-0.09369,nor,1992
0.6079,nor,1993
1.739,nor,1994
1.92,nor,1995
3.675,nor,1996
3.162,nor,1997
2.117,nor,1998
3.651,nor,1999
5.605,nor,2000
0.4938,nor,2001
2.806,nor,2002
2.691,nor,2003
2.019,nor,2004
7.176,nor,2005
6.129,nor,2006
3.277,nor,2007
5.223,nor,2008
8.041,nor,2009
2.935,nor,2010
0.01297,omn,2002
0.4105,omn,2003
0.1687,omn,2004
0.7557,omn,2005
0.7462,omn,2006
-0.08876,omn,2007
0.9649,omn,2008
0.1565,omn,2009
-0.01504,pak,1984
-0.02526,pak,1985
-0.002037,pak,1986
0.05765,pak,1987
0.03312,pak,1988
0.1072,pak,1989
0.004869,pak,1990
-0.008222,pak,1991
-0.02381,pak,1992
-0.004183,pak,1993
0.001863,pak,1994
0.0006769,pak,1995
0.01072,pak,1996
-0.03894,pak,1997
0.0804,pak,1998
0.03335,pak,1999
0.01487,pak,2000
0.04287,pak,2001
0.03872,pak,2002
0.02282,pak,2003
0.05716,pak,2004
0.04015,pak,2005
0.08549,pak,2006
0.06845,pak,2007
0.0299,pak,2008
0.04388,pak,2009
0.02657,pak,2010
-0.1246,png,1976
0.1081,png,1977
0.2496,png,1978
0.1407,png,1979
0.6181,png,1980
0.02471,png,1981
0.07487,png,1982
0.04387,png,1983
0.08898,png,1984
0.03788,png,1985
-0.329,png,1986
-0.7071,png,1987
0.9255,png,1988
-0.5038,png,1989
0.0008323,png,1990
0.2317,png,2003
0.0158,png,2004
0.1342,png,2005
0.01928,png,2006
0.122,png,2007
0.001387,png,2008
0.05595,png,2009
0.002327,png,2010
1.471,pry,1976
0.1953,pry,1978
0.06323,pry,1995
0.05947,pry,1996
0.06425,pry,1997
0.07075,pry,1998
0.0768,pry,1999
0.08061,pry,2000
0.08998,pry,2001
0.109,pry,2002
0.09907,pry,2003
0.08633,pry,2004
0.08564,pry,2005
0.07331,pry,2006
0.05891,pry,2007
0.02371,pry,2008
0.05056,pry,2009
0.03928,pry,2010
0.0149,per,1995
-0.03044,per,1996
0.1435,per,1997
0.1093,per,1998
0.2485,per,1999
0.1379,per,2001
0.0978,per,2003
0.06115,per,2007
0.5802,per,2008
0.3137,per,2009
0.1369,per,2010
0.6879,phl,1993
0.4713,phl,1994
0.5383,phl,1995
0.2197,phl,1996
0.1652,phl,1997
0.2216,phl,1998
0.1603,phl,1999
0.1543,phl,2000
-0.1836,phl,2001
0.07989,phl,2002
0.3611,phl,2003
0.6337,phl,2004
0.1834,phl,2005
0.08428,phl,2006
2.367,phl,2007
0.1492,phl,2008
0.2133,phl,2009
0.244,phl,2010
0.001408,pol,1985
0.02977,pol,1986
0.01252,pol,1987
0.03197,pol,1988
0.02189,pol,1989
-0.008368,pol,1991
0.01409,pol,1992
0.01916,pol,1993
0.02675,pol,1994
0.0302,pol,1995
0.03383,pol,1996
0.02863,pol,1997
0.1828,pol,1998
0.01847,pol,1999
0.009342,pol,2000
-0.04726,pol,2001
0.1161,pol,2002
0.1407,pol,2003
0.3778,pol,2004
1.116,pol,2005
2.683,pol,2006
1.332,pol,2007
0.8714,pol,2008
1.06,pol,2009
1.178,pol,2010
0.0424,prt,1975
0.02557,prt,1976
0.01251,prt,1977
0.02623,prt,1978
-0.03066,prt,1979
0.04216,prt,1980
0.05214,prt,1981
0.0282,prt,1982
0.06785,prt,1983
0.03566,prt,1984
0.08103,prt,1985
-0.000668,prt,1986
-0.02143,prt,1987
0.1435,prt,1988
0.141,prt,1989
0.2099,prt,1990
0.5263,prt,1991
0.6476,prt,1992
0.1571,prt,1993
0.2916,prt,1994
0.5905,prt,1995
0.5999,prt,1996
1.794,prt,1997
3.288,prt,1998
2.406,prt,1999
6.977,prt,2000
5.176,prt,2001
-0.159,prt,2002
4.061,prt,2003
3.979,prt,2004
1.174,prt,2005
3.555,prt,2006
2.358,prt,2007
1.101,prt,2008
0.3274,prt,2009
-3.572,prt,2010
0.047,rou,1990
0.0104,rou,1991
0.01594,rou,1992
0.02655,rou,1993
0.005637,rou,1995
-0.02551,rou,1997
-0.02137,rou,1998
0.04495,rou,1999
-0.02969,rou,2000
-0.04231,rou,2001
0.03492,rou,2002
0.06554,rou,2003
0.09273,rou,2004
-0.03045,rou,2005
0.3444,rou,2006
0.1642,rou,2007
0.1385,rou,2008
-0.05462,rou,2009
-0.01361,rou,2010
0.07112,rus,1994
0.153,rus,1995
0.2354,rus,1996
0.7866,rus,1997
0.4686,rus,1998
1.127,rus,1999
1.223,rus,2000
0.826,rus,2001
1.024,rus,2002
2.26,rus,2003
2.332,rus,2004
1.671,rus,2005
2.339,rus,2006
3.533,rus,2007
3.347,rus,2008
3.573,rus,2009
3.549,rus,2010
-0.4609,rwa,2006
-0.3461,rwa,2007
0.03013,kna,2001
0.1139,wsm,2004
0.4961,wsm,2005
12.79,stp,2005
4.943,stp,2006
4.353,stp,2007
0.1107,stp,2008
0.1582,stp,2009
0.05447,stp,2010
-0.111,sau,2005
-0.01084,sau,2006
-0.03502,sau,2007
0.7341,sau,2008
0.5842,sau,2009
0.8988,sau,2010
0.1954,sen,1974
-0.3068,sen,1975
-0.01662,sen,1976
0.1245,sen,1977
0.01881,sen,1978
0.1224,sen,1979
0.04458,sen,1980
0.4645,sen,1981
0.5774,sen,1982
-0.0577,sen,1983
0.06852,sen,1984
0.1052,sen,1985
-0.111,sen,1986
-0.03697,sen,1987
0.2761,sen,1988
0.1748,sen,1989
-0.167,sen,1990
-0.3408,sen,1991
0.855,sen,1992
0.005597,sen,1993
0.4487,sen,1994
-0.06816,sen,1995
0.0387,sen,1996
-0.01874,sen,1997
0.2037,sen,1998
0.2146,sen,1999
0.01383,sen,2000
-0.1443,sen,2001
0.6377,sen,2002
0.03876,sen,2003
0.1627,sen,2004
-0.08888,sen,2005
0.1056,sen,2006
0.2182,sen,2007
0.9432,sen,2008
0.604,sen,2009
2.458,srb,2007
0.5903,srb,2008
0.1366,srb,2009
0.4903,srb,2010
4.103,syc,1976
3.509,syc,1977
3.127,syc,1978
2.461,syc,1979
2.588,syc,1980
4.696,syc,1981
3.341,syc,1982
2.211,syc,1983
2.588,syc,1984
6.254,syc,1985
2.779,syc,1986
2.162,syc,1987
1.51,syc,1988
0.2988,syc,1989
0.3054,syc,1990
0.3027,syc,1991
0.2703,syc,1992
0.2118,syc,1993
2.737,syc,1994
3.339,syc,1995
2.48,syc,1996
1.756,syc,1997
0.4935,syc,1998
1.442,syc,1999
1.708,syc,2000
1.372,syc,2001
1.252,syc,2002
1.154,syc,2003
1.086,syc,2004
0.8427,syc,2005
0.8274,syc,2006
1.749,syc,2007
1.405,syc,2008
0.6773,syc,2009
0.6568,syc,2010
-0.6091,sle,2005
0.7451,sgp,1972
0.7051,sgp,1973
0.5742,sgp,1974
0.674,sgp,1975
0.7107,sgp,1976
1.29,sgp,1977
1.512,sgp,1978
1.804,sgp,1979
0.8229,sgp,1980
-0.1038,sgp,1981
1.899,sgp,1982
0.2779,sgp,1983
0.4705,sgp,1984
1.248,sgp,1985
0.9785,sgp,1986
0.9886,sgp,1987
0.4654,sgp,1988
2.899,sgp,1989
5.635,sgp,1990
1.221,sgp,1991
2.685,sgp,1992
3.587,sgp,1993
6.611,sgp,1994
8.401,sgp,1995
8.397,sgp,1996
10.43,sgp,1997
2.259,sgp,1998
9.309,sgp,1999
6.167,sgp,2000
21.9,sgp,2001
2.571,sgp,2002
2.886,sgp,2003
9.88,sgp,2004
9.083,sgp,2005
13.56,sgp,2006
19.44,sgp,2007
-0.1443,sgp,2008
9.796,sgp,2009
9.455,sgp,2010
0.3756,svk,1993
0.07035,svk,1994
0.03994,svk,1995
0.1747,svk,1996
0.3524,svk,1997
0.4948,svk,1998
-1.256,svk,1999
0.07488,svk,2000
0.00941,svk,2002
0.05144,svk,2003
-0.0234,svk,2004
0.2359,svk,2005
0.5336,svk,2006
0.4795,svk,2007
0.2559,svk,2008
0.4696,svk,2009
0.3656,svk,2010
-0.01437,svn,1992
0.01026,svn,1993
-0.08967,svn,1994
-0.04775,svn,1995
0.03404,svn,1996
0.1513,svn,1997
-0.02529,svn,1998
0.2138,svn,1999
0.3268,svn,2000
0.6474,svn,2001
0.6535,svn,2002
1.632,svn,2003
1.625,svn,2004
1.761,svn,2005
2.325,svn,2006
3.805,svn,2007
2.707,svn,2008
0.4963,svn,2009
-0.1559,svn,2010
0.01355,slb,2000
0.1821,slb,2001
0.3284,slb,2002
0.008032,slb,2003
0.003735,slb,2004
0.3808,slb,2005
1.038,slb,2006
2.079,slb,2007
0.5844,slb,2008
0.4962,slb,2009
0.3377,slb,2010
0.07061,zaf,1985
0.08928,zaf,1986
0.1078,zaf,1987
0.05633,zaf,1988
0.1303,zaf,1989
0.02497,zaf,1990
0.1717,zaf,1991
1.486,zaf,1992
0.2239,zaf,1993
0.9284,zaf,1994
1.65,zaf,1995
0.7291,zaf,1996
1.561,zaf,1997
1.217,zaf,1998
1.189,zaf,1999
0.2086,zaf,2000
-2.967,zaf,2001
-0.3621,zaf,2002
0.3285,zaf,2003
0.5958,zaf,2004
0.3681,zaf,2005
2.272,zaf,2006
1.042,zaf,2007
-0.77,zaf,2008
0.4638,zaf,2009
-0.04432,zaf,2010
0.1525,esp,1975
0.1674,esp,1976
0.08981,esp,1977
0.06526,esp,1978
0.06375,esp,1979
0.1375,esp,1980
0.1377,esp,1981
0.2686,esp,1982
0.1465,esp,1983
0.1486,esp,1984
0.1425,esp,1985
0.1547,esp,1986
0.2408,esp,1987
0.3381,esp,1988
0.3659,esp,1989
0.6761,esp,1990
0.7927,esp,1991
0.3578,esp,1992
0.6253,esp,1993
0.7863,esp,1994
0.7906,esp,1995
1.135,esp,1996
2.498,esp,1997
3.39,esp,1998
7.13,esp,1999
9.887,esp,2000
5.4,esp,2001
4.904,esp,2002
3.254,esp,2003
5.889,esp,2004
3.709,esp,2005
8.381,esp,2006
9.678,esp,2007
4.641,esp,2008
0.6002,esp,2009
1.461,esp,2010
0.0228,lka,1985
0.008356,lka,1986
0.02,lka,1987
0.03008,lka,1988
0.02919,lka,1989
0.01024,lka,1990
0.05026,lka,1991
0.01675,lka,1992
0.06672,lka,1993
0.07045,lka,1994
0.06695,lka,2002
0.1446,lka,2003
0.02802,lka,2004
0.1573,lka,2005
0.1037,lka,2006
0.17,lka,2007
0.1515,lka,2008
0.04754,lka,2009
0.08617,lka,2010
0.1537,sdn,2008
1.657,swz,1980
0.9317,swz,1981
-0.5291,swz,1982
-0.01614,swz,1983
0.9754,swz,1984
0.7469,swz,1985
0.503,swz,1986
1.143,swz,1987
1.764,swz,1988
2.238,swz,1989
0.6829,swz,1990
2.161,swz,1991
2.58,swz,1992
2.044,swz,1993
4.555,swz,1994
1.212,swz,1995
-0.3995,swz,1996
-0.6977,swz,1997
1.517,swz,1998
0.8552,swz,1999
1.12,swz,2000
-1.312,swz,2001
-0.04638,swz,2002
0.8824,swz,2003
-0.05977,swz,2004
-0.8525,swz,2005
-0.02085,swz,2006
0.7585,swz,2007
-0.263,swz,2008
0.2379,swz,2009
0.1056,swz,2010
0.602,swe,1970
0.4545,swe,1971
0.5815,swe,1972
0.5308,swe,1973
0.7012,swe,1974
0.5639,swe,1975
0.7179,swe,1976
0.8397,swe,1977
0.428,swe,1978
0.5386,swe,1979
0.4729,swe,1980
0.6848,swe,1981
1.14,swe,1982
1.492,swe,1983
1.474,swe,1984
1.698,swe,1985
2.816,swe,1986
2.787,swe,1987
3.856,swe,1988
5.039,swe,1989
5.985,swe,1990
2.817,swe,1991
0.1568,swe,1992
0.7279,swe,1993
3.073,swe,1994
4.493,swe,1995
1.849,swe,1996
4.787,swe,1997
9.566,swe,1998
8.535,swe,1999
16.7,swe,2000
3.436,swe,2001
4.253,swe,2002
6.762,swe,2003
6.199,swe,2004
7.594,swe,2005
6.564,swe,2006
8.162,swe,2007
6.585,swe,2008
6.583,swe,2009
7.008,swe,2010
0.4789,che,1983
1.161,che,1984
4.597,che,1985
1.024,che,1986
0.7131,che,1987
4.5,che,1988
4.93,che,1989
2.321,che,1990
2.264,che,1991
2.293,che,1992
3.338,che,1993
3.978,che,1994
3.573,che,1995
5.3,che,1996
6.702,che,1997
6.884,che,1998
12.4,che,1999
17.6,che,2000
7.207,che,2001
3.081,che,2002
4.822,che,2003
7.181,che,2004
13.65,che,2005
19.57,che,2006
11.98,che,2007
8.662,che,2008
5.731,che,2009
12.41,che,2010
0.02532,tha,1978
0.01432,tha,1979
0.009371,tha,1980
0.006697,tha,1981
0.005822,tha,1982
0.003583,tha,1983
0.001394,tha,1984
0.002211,tha,1985
