mean_years_in_school_women_25_to_34_years,geo,time
10.6,lka,2006
10.8,lka,2007
10.9,lka,2008
11.0,lka,2009
0.7,sdn,1970
0.8,sdn,1971
0.8,sdn,1972
0.9,sdn,1973
1.0,sdn,1974
1.0,sdn,1975
1.1,sdn,1976
1.2,sdn,1977
1.2,sdn,1978
1.3,sdn,1979
1.4,sdn,1980
1.5,sdn,1981
1.6,sdn,1982
1.8,sdn,1983
1.9,sdn,1984
2.0,sdn,1985
2.2,sdn,1986
2.3,sdn,1987
2.5,sdn,1988
2.6,sdn,1989
2.8,sdn,1990
2.9,sdn,1991
3.1,sdn,1992
3.3,sdn,1993
3.5,sdn,1994
3.6,sdn,1995
3.8,sdn,1996
4.0,sdn,1997
4.2,sdn,1998
4.3,sdn,1999
4.5,sdn,2000
4.7,sdn,2001
4.9,sdn,2002
5.1,sdn,2003
5.3,sdn,2004
5.4,sdn,2005
5.6,sdn,2006
5.8,sdn,2007
6.0,sdn,2008
6.2,sdn,2009
3.8,sur,1970
4.0,sur,1971
4.1,sur,1972
4.3,sur,1973
4.4,sur,1974
4.6,sur,1975
4.7,sur,1976
4.9,sur,1977
5.0,sur,1978
5.2,sur,1979
5.3,sur,1980
5.5,sur,1981
5.6,sur,1982
5.8,sur,1983
5.9,sur,1984
6.1,sur,1985
6.2,sur,1986
6.4,sur,1987
6.5,sur,1988
6.6,sur,1989
6.7,sur,1990
6.8,sur,1991
6.9,sur,1992
7.0,sur,1993
7.2,sur,1994
7.3,sur,1995
7.4,sur,1996
7.5,sur,1997
7.6,sur,1998
7.7,sur,1999
7.9,sur,2000
8.0,sur,2001
8.1,sur,2002
8.2,sur,2003
8.3,sur,2004
8.4,sur,2005
8.5,sur,2006
8.6,sur,2007
8.7,sur,2008
8.8,sur,2009
2.2,swz,1970
2.4,swz,1971
2.5,swz,1972
2.6,swz,1973
2.8,swz,1974
2.9,swz,1975
3.1,swz,1976
3.2,swz,1977
3.4,swz,1978
3.6,swz,1979
3.7,swz,1980
3.9,swz,1981
4.1,swz,1982
4.3,swz,1983
4.4,swz,1984
4.6,swz,1985
4.8,swz,1986
5.1,swz,1987
5.3,swz,1988
5.5,swz,1989
5.7,swz,1990
5.9,swz,1991
6.1,swz,1992
6.3,swz,1993
6.5,swz,1994
6.7,swz,1995
6.9,swz,1996
7.2,swz,1997
7.4,swz,1998
7.6,swz,1999
7.8,swz,2000
8.0,swz,2001
8.2,swz,2002
8.4,swz,2003
8.6,swz,2004
8.8,swz,2005
9.0,swz,2006
9.1,swz,2007
9.3,swz,2008
9.5,swz,2009
8.3,swe,1970
8.6,swe,1971
8.8,swe,1972
9.1,swe,1973
9.3,swe,1974
9.6,swe,1975
9.8,swe,1976
10.0,swe,1977
10.2,swe,1978
10.4,swe,1979
10.6,swe,1980
10.8,swe,1981
11.0,swe,1982
11.1,swe,1983
11.3,swe,1984
11.4,swe,1985
11.6,swe,1986
11.7,swe,1987
11.9,swe,1988
12.0,swe,1989
12.1,swe,1990
12.2,swe,1991
12.4,swe,1992
12.5,swe,1993
12.6,swe,1994
12.7,swe,1995
12.8,swe,1996
12.9,swe,1997
13.0,swe,1998
13.1,swe,1999
13.2,swe,2000
13.3,swe,2001
13.4,swe,2002
13.5,swe,2003
13.5,swe,2004
13.6,swe,2005
13.7,swe,2006
13.8,swe,2007
13.8,swe,2008
13.9,swe,2009
7.6,che,1970
7.9,che,1971
8.2,che,1972
8.5,che,1973
8.8,che,1974
9.0,che,1975
9.3,che,1976
9.5,che,1977
9.8,che,1978
10.0,che,1979
10.2,che,1980
10.4,che,1981
10.6,che,1982
10.8,che,1983
11.0,che,1984
11.1,che,1985
11.3,che,1986
11.4,che,1987
11.5,che,1988
11.6,che,1989
11.7,che,1990
11.8,che,1991
11.9,che,1992
12.0,che,1993
12.1,che,1994
12.2,che,1995
12.2,che,1996
12.3,che,1997
12.4,che,1998
12.5,che,1999
12.5,che,2000
12.6,che,2001
12.7,che,2002
12.7,che,2003
12.8,che,2004
12.8,che,2005
12.9,che,2006
12.9,che,2007
13.0,che,2008
13.0,che,2009
1.4,syr,1970
1.5,syr,1971
1.6,syr,1972
1.7,syr,1973
1.9,syr,1974
2.0,syr,1975
2.1,syr,1976
2.2,syr,1977
2.4,syr,1978
2.5,syr,1979
2.6,syr,1980
2.8,syr,1981
2.9,syr,1982
3.1,syr,1983
3.3,syr,1984
3.4,syr,1985
3.6,syr,1986
3.8,syr,1987
4.0,syr,1988
4.1,syr,1989
4.3,syr,1990
4.5,syr,1991
4.7,syr,1992
4.9,syr,1993
5.1,syr,1994
5.2,syr,1995
5.4,syr,1996
5.6,syr,1997
5.8,syr,1998
6.0,syr,1999
6.2,syr,2000
6.4,syr,2001
6.6,syr,2002
6.7,syr,2003
6.9,syr,2004
7.1,syr,2005
7.3,syr,2006
7.5,syr,2007
7.6,syr,2008
7.8,syr,2009
4.2,twn,1970
4.5,twn,1971
4.8,twn,1972
5.1,twn,1973
5.4,twn,1974
5.7,twn,1975
6.0,twn,1976
6.3,twn,1977
6.6,twn,1978
6.9,twn,1979
7.2,twn,1980
7.5,twn,1981
7.8,twn,1982
8.1,twn,1983
8.4,twn,1984
8.7,twn,1985
9.0,twn,1986
9.3,twn,1987
9.6,twn,1988
9.8,twn,1989
10.1,twn,1990
10.3,twn,1991
10.5,twn,1992
10.8,twn,1993
11.0,twn,1994
11.2,twn,1995
11.5,twn,1996
11.7,twn,1997
11.9,twn,1998
12.1,twn,1999
12.3,twn,2000
12.5,twn,2001
12.6,twn,2002
12.8,twn,2003
13.0,twn,2004
13.1,twn,2005
13.3,twn,2006
13.4,twn,2007
13.6,twn,2008
13.7,twn,2009
5.9,tjk,1970
6.1,tjk,1971
6.3,tjk,1972
6.5,tjk,1973
6.7,tjk,1974
6.9,tjk,1975
7.1,tjk,1976
7.3,tjk,1977
7.6,tjk,1978
7.8,tjk,1979
8.0,tjk,1980
8.2,tjk,1981
8.4,tjk,1982
8.7,tjk,1983
8.9,tjk,1984
9.1,tjk,1985
9.3,tjk,1986
9.4,tjk,1987
9.6,tjk,1988
9.8,tjk,1989
9.9,tjk,1990
10.1,tjk,1991
10.2,tjk,1992
10.4,tjk,1993
10.5,tjk,1994
10.6,tjk,1995
10.8,tjk,1996
10.9,tjk,1997
11.0,tjk,1998
11.1,tjk,1999
11.3,tjk,2000
11.4,tjk,2001
11.5,tjk,2002
11.6,tjk,2003
11.7,tjk,2004
11.8,tjk,2005
11.9,tjk,2006
12.0,tjk,2007
12.1,tjk,2008
12.2,tjk,2009
1.6,tza,1970
1.7,tza,1971
1.8,tza,1972
1.8,tza,1973
1.9,tza,1974
2.0,tza,1975
2.1,tza,1976
2.2,tza,1977
2.4,tza,1978
2.5,tza,1979
2.6,tza,1980
2.7,tza,1981
2.9,tza,1982
3.0,tza,1983
3.2,tza,1984
3.3,tza,1985
3.5,tza,1986
3.6,tza,1987
3.8,tza,1988
3.9,tza,1989
4.0,tza,1990
4.2,tza,1991
4.3,tza,1992
4.5,tza,1993
4.6,tza,1994
4.7,tza,1995
4.9,tza,1996
5.0,tza,1997
5.1,tza,1998
5.3,tza,1999
5.4,tza,2000
5.5,tza,2001
5.6,tza,2002
5.7,tza,2003
5.8,tza,2004
6.0,tza,2005
6.1,tza,2006
6.2,tza,2007
6.3,tza,2008
6.4,tza,2009
4.1,tha,1970
4.2,tha,1971
4.3,tha,1972
4.5,tha,1973
4.6,tha,1974
4.7,tha,1975
4.8,tha,1976
5.0,tha,1977
5.1,tha,1978
5.2,tha,1979
5.3,tha,1980
5.4,tha,1981
5.6,tha,1982
5.7,tha,1983
5.8,tha,1984
5.9,tha,1985
6.0,tha,1986
6.1,tha,1987
6.2,tha,1988
6.3,tha,1989
6.5,tha,1990
6.6,tha,1991
6.7,tha,1992
6.8,tha,1993
6.9,tha,1994
7.1,tha,1995
7.2,tha,1996
7.3,tha,1997
7.4,tha,1998
7.5,tha,1999
7.7,tha,2000
7.8,tha,2001
7.9,tha,2002
8.0,tha,2003
8.1,tha,2004
8.2,tha,2005
8.3,tha,2006
8.5,tha,2007
8.6,tha,2008
8.7,tha,2009
0.5,tls,1970
0.5,tls,1971
0.5,tls,1972
0.6,tls,1973
0.6,tls,1974
0.6,tls,1975
0.6,tls,1976
0.7,tls,1977
0.7,tls,1978
0.7,tls,1979
0.8,tls,1980
0.8,tls,1981
0.9,tls,1982
0.9,tls,1983
1.0,tls,1984
1.1,tls,1985
1.2,tls,1986
1.3,tls,1987
1.4,tls,1988
1.5,tls,1989
1.7,tls,1990
1.8,tls,1991
1.9,tls,1992
2.1,tls,1993
2.2,tls,1994
2.4,tls,1995
2.5,tls,1996
2.7,tls,1997
2.9,tls,1998
3.0,tls,1999
3.2,tls,2000
3.4,tls,2001
3.6,tls,2002
3.8,tls,2003
4.0,tls,2004
4.2,tls,2005
4.3,tls,2006
4.5,tls,2007
4.7,tls,2008
4.9,tls,2009
0.6,tgo,1970
0.6,tgo,1971
0.7,tgo,1972
0.7,tgo,1973
0.8,tgo,1974
0.8,tgo,1975
0.9,tgo,1976
0.9,tgo,1977
1.0,tgo,1978
1.0,tgo,1979
1.1,tgo,1980
1.2,tgo,1981
1.2,tgo,1982
1.3,tgo,1983
1.4,tgo,1984
1.5,tgo,1985
1.5,tgo,1986
1.6,tgo,1987
1.7,tgo,1988
1.8,tgo,1989
1.9,tgo,1990
2.0,tgo,1991
2.1,tgo,1992
2.2,tgo,1993
2.3,tgo,1994
2.4,tgo,1995
2.5,tgo,1996
2.6,tgo,1997
2.7,tgo,1998
2.8,tgo,1999
2.9,tgo,2000
3.0,tgo,2001
3.1,tgo,2002
3.2,tgo,2003
3.3,tgo,2004
3.5,tgo,2005
3.6,tgo,2006
3.7,tgo,2007
3.8,tgo,2008
3.9,tgo,2009
6.7,ton,1970
6.9,ton,1971
7.1,ton,1972
7.3,ton,1973
7.5,ton,1974
7.7,ton,1975
7.9,ton,1976
8.1,ton,1977
8.3,ton,1978
8.5,ton,1979
8.7,ton,1980
8.9,ton,1981
9.0,ton,1982
9.2,ton,1983
9.4,ton,1984
9.5,ton,1985
9.7,ton,1986
9.8,ton,1987
10.0,ton,1988
10.1,ton,1989
10.3,ton,1990
10.4,ton,1991
10.6,ton,1992
10.7,ton,1993
10.8,ton,1994
11.0,ton,1995
11.1,ton,1996
11.2,ton,1997
11.4,ton,1998
11.5,ton,1999
11.6,ton,2000
11.7,ton,2001
11.8,ton,2002
11.9,ton,2003
12.0,ton,2004
12.2,ton,2005
12.3,ton,2006
12.4,ton,2007
12.5,ton,2008
12.5,ton,2009
6.3,tto,1970
6.4,tto,1971
6.6,tto,1972
6.8,tto,1973
7.0,tto,1974
7.2,tto,1975
7.4,tto,1976
7.6,tto,1977
7.8,tto,1978
7.9,tto,1979
8.1,tto,1980
8.3,tto,1981
8.4,tto,1982
8.6,tto,1983
8.8,tto,1984
8.9,tto,1985
9.1,tto,1986
9.2,tto,1987
9.4,tto,1988
9.5,tto,1989
9.6,tto,1990
9.8,tto,1991
9.9,tto,1992
10.0,tto,1993
10.2,tto,1994
10.3,tto,1995
10.4,tto,1996
10.5,tto,1997
10.7,tto,1998
10.8,tto,1999
10.9,tto,2000
11.0,tto,2001
11.1,tto,2002
11.2,tto,2003
11.3,tto,2004
11.4,tto,2005
11.5,tto,2006
11.6,tto,2007
11.7,tto,2008
11.8,tto,2009
1.0,tun,1970
1.1,tun,1971
1.2,tun,1972
1.3,tun,1973
1.4,tun,1974
1.5,tun,1975
1.6,tun,1976
1.7,tun,1977
1.8,tun,1978
2.0,tun,1979
2.1,tun,1980
2.2,tun,1981
2.4,tun,1982
2.6,tun,1983
2.8,tun,1984
2.9,tun,1985
3.1,tun,1986
3.3,tun,1987
3.4,tun,1988
3.6,tun,1989
3.8,tun,1990
4.0,tun,1991
4.2,tun,1992
4.3,tun,1993
4.5,tun,1994
4.7,tun,1995
4.9,tun,1996
5.0,tun,1997
5.2,tun,1998
5.4,tun,1999
5.6,tun,2000
5.7,tun,2001
5.9,tun,2002
6.1,tun,2003
6.2,tun,2004
6.4,tun,2005
6.5,tun,2006
6.7,tun,2007
6.8,tun,2008
6.9,tun,2009
1.8,tur,1970
1.9,tur,1971
2.1,tur,1972
2.2,tur,1973
2.3,tur,1974
2.4,tur,1975
2.6,tur,1976
2.7,tur,1977
2.9,tur,1978
3.0,tur,1979
3.2,tur,1980
3.3,tur,1981
3.5,tur,1982
3.7,tur,1983
3.9,tur,1984
4.0,tur,1985
4.2,tur,1986
4.4,tur,1987
4.6,tur,1988
4.8,tur,1989
4.9,tur,1990
5.1,tur,1991
5.3,tur,1992
5.5,tur,1993
5.7,tur,1994
5.9,tur,1995
6.1,tur,1996
6.3,tur,1997
6.5,tur,1998
6.7,tur,1999
6.9,tur,2000
7.1,tur,2001
7.3,tur,2002
7.5,tur,2003
7.7,tur,2004
7.8,tur,2005
8.0,tur,2006
8.2,tur,2007
8.4,tur,2008
8.6,tur,2009
6.3,tkm,1970
6.5,tkm,1971
6.7,tkm,1972
6.9,tkm,1973
7.2,tkm,1974
7.4,tkm,1975
7.6,tkm,1976
7.8,tkm,1977
8.0,tkm,1978
8.2,tkm,1979
8.4,tkm,1980
8.6,tkm,1981
8.9,tkm,1982
9.1,tkm,1983
9.2,tkm,1984
9.4,tkm,1985
9.6,tkm,1986
9.7,tkm,1987
9.9,tkm,1988
10.0,tkm,1989
10.2,tkm,1990
10.3,tkm,1991
10.5,tkm,1992
10.6,tkm,1993
10.8,tkm,1994
10.9,tkm,1995
11.0,tkm,1996
11.2,tkm,1997
11.3,tkm,1998
11.4,tkm,1999
11.6,tkm,2000
11.7,tkm,2001
11.8,tkm,2002
11.9,tkm,2003
12.0,tkm,2004
12.1,tkm,2005
12.2,tkm,2006
12.3,tkm,2007
12.4,tkm,2008
12.5,tkm,2009
1.3,uga,1970
1.3,uga,1971
1.4,uga,1972
1.5,uga,1973
1.6,uga,1974
1.7,uga,1975
1.8,uga,1976
1.8,uga,1977
1.9,uga,1978
2.0,uga,1979
2.1,uga,1980
2.2,uga,1981
2.4,uga,1982
2.5,uga,1983
2.6,uga,1984
2.7,uga,1985
2.8,uga,1986
2.9,uga,1987
3.0,uga,1988
3.1,uga,1989
3.2,uga,1990
3.4,uga,1991
3.5,uga,1992
3.6,uga,1993
3.7,uga,1994
3.8,uga,1995
4.0,uga,1996
4.1,uga,1997
4.2,uga,1998
4.3,uga,1999
4.4,uga,2000
4.6,uga,2001
4.7,uga,2002
4.8,uga,2003
4.9,uga,2004
5.0,uga,2005
5.1,uga,2006
5.3,uga,2007
5.4,uga,2008
5.5,uga,2009
8.9,ukr,1970
9.1,ukr,1971
9.3,ukr,1972
9.5,ukr,1973
9.7,ukr,1974
9.8,ukr,1975
10.0,ukr,1976
10.2,ukr,1977
10.4,ukr,1978
10.5,ukr,1979
10.7,ukr,1980
10.9,ukr,1981
11.0,ukr,1982
11.2,ukr,1983
11.3,ukr,1984
11.4,ukr,1985
11.6,ukr,1986
11.7,ukr,1987
11.8,ukr,1988
11.9,ukr,1989
12.0,ukr,1990
12.1,ukr,1991
12.2,ukr,1992
12.3,ukr,1993
12.4,ukr,1994
12.4,ukr,1995
12.5,ukr,1996
12.6,ukr,1997
12.7,ukr,1998
12.7,ukr,1999
12.8,ukr,2000
12.9,ukr,2001
12.9,ukr,2002
13.0,ukr,2003
13.1,ukr,2004
13.1,ukr,2005
13.2,ukr,2006
13.2,ukr,2007
13.3,ukr,2008
13.3,ukr,2009
3.6,are,1970
3.8,are,1971
4.0,are,1972
4.2,are,1973
4.5,are,1974
4.7,are,1975
4.9,are,1976
5.2,are,1977
5.4,are,1978
5.7,are,1979
5.9,are,1980
6.2,are,1981
6.5,are,1982
6.7,are,1983
7.0,are,1984
7.3,are,1985
7.6,are,1986
7.9,are,1987
8.2,are,1988
8.5,are,1989
8.8,are,1990
9.0,are,1991
9.3,are,1992
9.5,are,1993
9.8,are,1994
10.0,are,1995
10.3,are,1996
10.5,are,1997
10.7,are,1998
10.9,are,1999
11.1,are,2000
11.3,are,2001
11.5,are,2002
11.7,are,2003
11.9,are,2004
12.0,are,2005
12.2,are,2006
12.3,are,2007
12.5,are,2008
12.6,are,2009
8.9,gbr,1970
9.1,gbr,1971
9.3,gbr,1972
9.6,gbr,1973
9.8,gbr,1974
10.0,gbr,1975
10.2,gbr,1976
10.3,gbr,1977
10.5,gbr,1978
10.7,gbr,1979
10.8,gbr,1980
11.0,gbr,1981
11.1,gbr,1982
11.2,gbr,1983
11.3,gbr,1984
11.4,gbr,1985
11.5,gbr,1986
11.7,gbr,1987
11.7,gbr,1988
11.8,gbr,1989
11.9,gbr,1990
12.0,gbr,1991
12.1,gbr,1992
12.2,gbr,1993
12.3,gbr,1994
12.4,gbr,1995
12.5,gbr,1996
12.6,gbr,1997
12.7,gbr,1998
12.8,gbr,1999
12.8,gbr,2000
12.9,gbr,2001
13.0,gbr,2002
13.1,gbr,2003
13.2,gbr,2004
13.3,gbr,2005
13.3,gbr,2006
13.4,gbr,2007
13.5,gbr,2008
13.6,gbr,2009
12.0,usa,1970
12.1,usa,1971
12.2,usa,1972
12.3,usa,1973
12.4,usa,1974
12.5,usa,1975
12.6,usa,1976
12.6,usa,1977
12.7,usa,1978
12.8,usa,1979
12.8,usa,1980
12.9,usa,1981
13.0,usa,1982
13.0,usa,1983
13.1,usa,1984
13.1,usa,1985
13.2,usa,1986
13.2,usa,1987
13.3,usa,1988
13.3,usa,1989
13.3,usa,1990
13.4,usa,1991
13.4,usa,1992
13.4,usa,1993
13.5,usa,1994
13.5,usa,1995
13.6,usa,1996
13.6,usa,1997
13.6,usa,1998
13.6,usa,1999
13.7,usa,2000
13.7,usa,2001
13.7,usa,2002
13.8,usa,2003
13.8,usa,2004
13.8,usa,2005
13.8,usa,2006
13.9,usa,2007
13.9,usa,2008
13.9,usa,2009
6.6,ury,1970
6.7,ury,1971
6.9,ury,1972
7.1,ury,1973
7.3,ury,1974
7.4,ury,1975
7.6,ury,1976
7.8,ury,1977
7.9,ury,1978
8.1,ury,1979
8.2,ury,1980
8.4,ury,1981
8.5,ury,1982
8.7,ury,1983
8.8,ury,1984
8.9,ury,1985
9.1,ury,1986
9.2,ury,1987
9.3,ury,1988
9.4,ury,1989
9.5,ury,1990
9.6,ury,1991
9.8,ury,1992
9.9,ury,1993
10.0,ury,1994
10.1,ury,1995
10.2,ury,1996
10.3,ury,1997
10.4,ury,1998
10.5,ury,1999
10.7,ury,2000
10.8,ury,2001
10.9,ury,2002
11.0,ury,2003
11.1,ury,2004
11.2,ury,2005
11.3,ury,2006
11.4,ury,2007
11.5,ury,2008
11.6,ury,2009
6.3,uzb,1970
6.5,uzb,1971
6.7,uzb,1972
7.0,uzb,1973
7.2,uzb,1974
7.4,uzb,1975
7.7,uzb,1976
7.9,uzb,1977
8.1,uzb,1978
8.3,uzb,1979
8.5,uzb,1980
8.7,uzb,1981
8.9,uzb,1982
9.1,uzb,1983
9.3,uzb,1984
9.5,uzb,1985
9.7,uzb,1986
9.8,uzb,1987
10.0,uzb,1988
10.1,uzb,1989
10.2,uzb,1990
10.4,uzb,1991
10.5,uzb,1992
10.6,uzb,1993
10.8,uzb,1994
10.9,uzb,1995
11.0,uzb,1996
11.1,uzb,1997
11.2,uzb,1998
11.4,uzb,1999
11.5,uzb,2000
11.6,uzb,2001
11.7,uzb,2002
11.8,uzb,2003
11.9,uzb,2004
12.0,uzb,2005
12.1,uzb,2006
12.2,uzb,2007
12.2,uzb,2008
12.3,uzb,2009
2.5,vut,1970
2.6,vut,1971
2.8,vut,1972
2.9,vut,1973
3.0,vut,1974
3.2,vut,1975
3.3,vut,1976
3.5,vut,1977
3.7,vut,1978
3.8,vut,1979
4.0,vut,1980
4.1,vut,1981
4.3,vut,1982
4.4,vut,1983
4.5,vut,1984
4.7,vut,1985
4.8,vut,1986
4.9,vut,1987
5.1,vut,1988
5.2,vut,1989
5.3,vut,1990
5.5,vut,1991
5.6,vut,1992
5.7,vut,1993
5.9,vut,1994
6.0,vut,1995
6.2,vut,1996
6.3,vut,1997
6.5,vut,1998
6.6,vut,1999
6.8,vut,2000
6.9,vut,2001
7.0,vut,2002
7.2,vut,2003
7.3,vut,2004
7.5,vut,2005
7.6,vut,2006
7.8,vut,2007
7.9,vut,2008
8.1,vut,2009
4.3,ven,1970
4.5,ven,1971
4.7,ven,1972
4.9,ven,1973
5.0,ven,1974
5.2,ven,1975
5.4,ven,1976
5.6,ven,1977
5.8,ven,1978
6.0,ven,1979
6.2,ven,1980
6.3,ven,1981
6.5,ven,1982
6.7,ven,1983
6.9,ven,1984
7.1,ven,1985
7.3,ven,1986
7.4,ven,1987
7.6,ven,1988
7.8,ven,1989
7.9,ven,1990
8.1,ven,1991
8.3,ven,1992
8.4,ven,1993
8.6,ven,1994
8.8,ven,1995
8.9,ven,1996
9.1,ven,1997
9.2,ven,1998
9.4,ven,1999
9.5,ven,2000
9.7,ven,2001
9.8,ven,2002
10.0,ven,2003
10.1,ven,2004
10.2,ven,2005
10.4,ven,2006
10.5,ven,2007
10.6,ven,2008
10.7,ven,2009
4.4,vnm,1970
4.6,vnm,1971
4.7,vnm,1972
4.8,vnm,1973
5.0,vnm,1974
5.1,vnm,1975
5.3,vnm,1976
5.4,vnm,1977
5.5,vnm,1978
5.7,vnm,1979
5.8,vnm,1980
5.9,vnm,1981
6.1,vnm,1982
6.2,vnm,1983
6.3,vnm,1984
6.4,vnm,1985
6.5,vnm,1986
6.6,vnm,1987
6.7,vnm,1988
6.8,vnm,1989
6.9,vnm,1990
7.0,vnm,1991
7.1,vnm,1992
7.2,vnm,1993
7.3,vnm,1994
7.3,vnm,1995
7.4,vnm,1996
7.5,vnm,1997
7.6,vnm,1998
7.6,vnm,1999
7.7,vnm,2000
7.8,vnm,2001
7.8,vnm,2002
7.9,vnm,2003
8.0,vnm,2004
8.0,vnm,2005
8.1,vnm,2006
8.1,vnm,2007
8.1,vnm,2008
8.2,vnm,2009
3.1,pse,1970
3.2,pse,1971
3.4,pse,1972
3.6,pse,1973
3.8,pse,1974
4.1,pse,1975
4.3,pse,1976
4.5,pse,1977
4.8,pse,1978
5.0,pse,1979
5.3,pse,1980
5.6,pse,1981
5.9,pse,1982
6.2,pse,1983
6.5,pse,1984
6.8,pse,1985
7.0,pse,1986
7.3,pse,1987
7.5,pse,1988
7.7,pse,1989
7.9,pse,1990
8.1,pse,1991
8.3,pse,1992
8.5,pse,1993
8.7,pse,1994
8.9,pse,1995
9.1,pse,1996
9.3,pse,1997
9.5,pse,1998
9.7,pse,1999
9.9,pse,2000
10.1,pse,2001
10.3,pse,2002
10.4,pse,2003
10.6,pse,2004
10.8,pse,2005
10.9,pse,2006
11.0,pse,2007
11.2,pse,2008
11.3,pse,2009
0.1,yem,1970
0.1,yem,1971
0.1,yem,1972
0.1,yem,1973
0.1,yem,1974
0.2,yem,1975
0.2,yem,1976
0.2,yem,1977
0.2,yem,1978
0.2,yem,1979
0.2,yem,1980
0.2,yem,1981
0.3,yem,1982
0.3,yem,1983
0.3,yem,1984
0.3,yem,1985
0.4,yem,1986
0.4,yem,1987
0.5,yem,1988
0.5,yem,1989
0.5,yem,1990
0.6,yem,1991
0.6,yem,1992
0.7,yem,1993
0.7,yem,1994
0.8,yem,1995
0.9,yem,1996
0.9,yem,1997
1.0,yem,1998
1.0,yem,1999
1.1,yem,2000
1.2,yem,2001
1.3,yem,2002
1.3,yem,2003
1.4,yem,2004
1.5,yem,2005
1.6,yem,2006
1.6,yem,2007
1.7,yem,2008
1.8,yem,2009
2.4,zmb,1970
2.6,zmb,1971
2.7,zmb,1972
2.8,zmb,1973
2.9,zmb,1974
3.0,zmb,1975
3.1,zmb,1976
3.3,zmb,1977
3.4,zmb,1978
3.5,zmb,1979
3.7,zmb,1980
3.8,zmb,1981
4.0,zmb,1982
4.2,zmb,1983
4.3,zmb,1984
4.5,zmb,1985
4.6,zmb,1986
4.7,zmb,1987
4.9,zmb,1988
5.0,zmb,1989
5.1,zmb,1990
5.2,zmb,1991
5.3,zmb,1992
5.4,zmb,1993
5.5,zmb,1994
5.6,zmb,1995
5.7,zmb,1996
5.8,zmb,1997
5.9,zmb,1998
6.0,zmb,1999
6.1,zmb,2000
6.2,zmb,2001
6.2,zmb,2002
6.3,zmb,2003
6.4,zmb,2004
6.5,zmb,2005
6.5,zmb,2006
6.6,zmb,2007
6.6,zmb,2008
6.7,zmb,2009
2.6,zwe,1970
2.7,zwe,1971
2.9,zwe,1972
3.0,zwe,1973
3.2,zwe,1974
3.4,zwe,1975
3.6,zwe,1976
3.7,zwe,1977
3.9,zwe,1978
4.1,zwe,1979
4.3,zwe,1980
4.4,zwe,1981
4.6,zwe,1982
4.8,zwe,1983
4.9,zwe,1984
5.1,zwe,1985
5.3,zwe,1986
5.5,zwe,1987
5.7,zwe,1988
5.9,zwe,1989
6.0,zwe,1990
6.2,zwe,1991
6.4,zwe,1992
6.6,zwe,1993
6.8,zwe,1994
7.0,zwe,1995
7.1,zwe,1996
7.3,zwe,1997
7.5,zwe,1998
7.7,zwe,1999
7.9,zwe,2000
8.0,zwe,2001
8.2,zwe,2002
8.4,zwe,2003
8.6,zwe,2004
8.7,zwe,2005
8.9,zwe,2006
9.1,zwe,2007
9.2,zwe,2008
9.4,zwe,2009
