cholesterol_fat_in_blood_women_mmolperl,geo,time
4.856,pry,2001
4.847,pry,2002
4.834,pry,2003
4.82,pry,2004
4.807,pry,2005
4.796,pry,2006
4.786,pry,2007
4.778,pry,2008
4.951,per,1980
4.949,per,1981
4.946,per,1982
4.938,per,1983
4.934,per,1984
4.931,per,1985
4.929,per,1986
4.93,per,1987
4.926,per,1988
4.914,per,1989
4.9,per,1990
4.886,per,1991
4.873,per,1992
4.861,per,1993
4.856,per,1994
4.854,per,1995
4.851,per,1996
4.849,per,1997
4.845,per,1998
4.842,per,1999
4.837,per,2000
4.831,per,2001
4.825,per,2002
4.815,per,2003
4.804,per,2004
4.79,per,2005
4.776,per,2006
4.764,per,2007
4.753,per,2008
4.767,phl,1980
4.763,phl,1981
4.759,phl,1982
4.758,phl,1983
4.753,phl,1984
4.744,phl,1985
4.737,phl,1986
4.732,phl,1987
4.731,phl,1988
4.732,phl,1989
4.736,phl,1990
4.74,phl,1991
4.744,phl,1992
4.751,phl,1993
4.758,phl,1994
4.768,phl,1995
4.777,phl,1996
4.789,phl,1997
4.8,phl,1998
4.812,phl,1999
4.828,phl,2000
4.842,phl,2001
4.858,phl,2002
4.872,phl,2003
4.885,phl,2004
4.896,phl,2005
4.907,phl,2006
4.917,phl,2007
4.927,phl,2008
5.353,pol,1980
5.351,pol,1981
5.342,pol,1982
5.338,pol,1983
5.334,pol,1984
5.333,pol,1985
5.334,pol,1986
5.336,pol,1987
5.338,pol,1988
5.338,pol,1989
5.331,pol,1990
5.32,pol,1991
5.307,pol,1992
5.291,pol,1993
5.274,pol,1994
5.259,pol,1995
5.246,pol,1996
5.235,pol,1997
5.228,pol,1998
5.223,pol,1999
5.218,pol,2000
5.212,pol,2001
5.206,pol,2002
5.199,pol,2003
5.191,pol,2004
5.181,pol,2005
5.172,pol,2006
5.163,pol,2007
5.154,pol,2008
5.55,prt,1980
5.536,prt,1981
5.518,prt,1982
5.499,prt,1983
5.477,prt,1984
5.455,prt,1985
5.434,prt,1986
5.415,prt,1987
5.399,prt,1988
5.386,prt,1989
5.374,prt,1990
5.362,prt,1991
5.351,prt,1992
5.342,prt,1993
5.332,prt,1994
5.321,prt,1995
5.309,prt,1996
5.296,prt,1997
5.284,prt,1998
5.274,prt,1999
5.261,prt,2000
5.25,prt,2001
5.237,prt,2002
5.223,prt,2003
5.206,prt,2004
5.192,prt,2005
5.18,prt,2006
5.171,prt,2007
5.161,prt,2008
5.164,pri,1980
5.151,pri,1981
5.137,pri,1982
5.125,pri,1983
5.112,pri,1984
5.102,pri,1985
5.091,pri,1986
5.082,pri,1987
5.074,pri,1988
5.067,pri,1989
5.06,pri,1990
5.056,pri,1991
5.051,pri,1992
5.047,pri,1993
5.044,pri,1994
5.043,pri,1995
5.04,pri,1996
5.036,pri,1997
5.032,pri,1998
5.029,pri,1999
5.025,pri,2000
5.021,pri,2001
5.013,pri,2002
5.005,pri,2003
4.995,pri,2004
4.985,pri,2005
4.973,pri,2006
4.96,pri,2007
4.948,pri,2008
5.558,qat,1980
5.542,qat,1981
5.523,qat,1982
5.5,qat,1983
5.478,qat,1984
5.452,qat,1985
5.428,qat,1986
5.405,qat,1987
5.385,qat,1988
5.369,qat,1989
5.354,qat,1990
5.341,qat,1991
5.333,qat,1992
5.324,qat,1993
5.316,qat,1994
5.309,qat,1995
5.302,qat,1996
5.3,qat,1997
5.3,qat,1998
5.3,qat,1999
5.299,qat,2000
5.294,qat,2001
5.288,qat,2002
5.282,qat,2003
5.277,qat,2004
5.271,qat,2005
5.265,qat,2006
5.26,qat,2007
5.252,qat,2008
5.326,rou,1980
5.326,rou,1981
5.323,rou,1982
5.317,rou,1983
5.312,rou,1984
5.31,rou,1985
5.305,rou,1986
5.298,rou,1987
5.285,rou,1988
5.266,rou,1989
5.25,rou,1990
5.233,rou,1991
5.207,rou,1992
5.178,rou,1993
5.152,rou,1994
5.13,rou,1995
5.108,rou,1996
5.083,rou,1997
5.059,rou,1998
5.033,rou,1999
5.007,rou,2000
4.985,rou,2001
4.968,rou,2002
4.951,rou,2003
4.935,rou,2004
4.922,rou,2005
4.912,rou,2006
4.907,rou,2007
4.903,rou,2008
5.774,rus,1980
5.758,rus,1981
5.74,rus,1982
5.721,rus,1983
5.701,rus,1984
5.681,rus,1985
5.66,rus,1986
5.636,rus,1987
5.613,rus,1988
5.589,rus,1989
5.563,rus,1990
5.532,rus,1991
5.496,rus,1992
5.461,rus,1993
5.421,rus,1994
5.379,rus,1995
5.334,rus,1996
5.293,rus,1997
5.253,rus,1998
5.221,rus,1999
5.19,rus,2000
5.165,rus,2001
5.144,rus,2002
5.129,rus,2003
5.118,rus,2004
5.109,rus,2005
5.101,rus,2006
5.096,rus,2007
5.091,rus,2008
4.489,rwa,1980
4.484,rwa,1981
4.476,rwa,1982
4.469,rwa,1983
4.458,rwa,1984
4.445,rwa,1985
4.435,rwa,1986
4.424,rwa,1987
4.413,rwa,1988
4.402,rwa,1989
4.391,rwa,1990
4.379,rwa,1991
4.371,rwa,1992
4.358,rwa,1993
4.329,rwa,1994
4.315,rwa,1995
4.307,rwa,1996
4.299,rwa,1997
4.295,rwa,1998
4.292,rwa,1999
4.289,rwa,2000
4.287,rwa,2001
4.286,rwa,2002
4.288,rwa,2003
4.292,rwa,2004
4.295,rwa,2005
4.295,rwa,2006
4.294,rwa,2007
4.295,rwa,2008
4.985,kna,1980
4.979,kna,1981
4.969,kna,1982
4.959,kna,1983
4.949,kna,1984
4.942,kna,1985
4.935,kna,1986
4.93,kna,1987
4.923,kna,1988
4.915,kna,1989
4.91,kna,1990
4.904,kna,1991
4.9,kna,1992
4.898,kna,1993
4.899,kna,1994
4.904,kna,1995
4.908,kna,1996
4.911,kna,1997
4.912,kna,1998
4.916,kna,1999
4.921,kna,2000
4.921,kna,2001
4.924,kna,2002
4.923,kna,2003
4.921,kna,2004
4.916,kna,2005
4.91,kna,2006
4.902,kna,2007
4.895,kna,2008
4.883,lca,1980
4.87,lca,1981
4.856,lca,1982
4.844,lca,1983
4.839,lca,1984
4.832,lca,1985
4.831,lca,1986
4.828,lca,1987
4.827,lca,1988
4.829,lca,1989
4.834,lca,1990
4.842,lca,1991
4.848,lca,1992
4.856,lca,1993
4.858,lca,1994
4.863,lca,1995
4.859,lca,1996
4.852,lca,1997
4.85,lca,1998
4.848,lca,1999
4.842,lca,2000
4.837,lca,2001
4.827,lca,2002
4.827,lca,2003
4.821,lca,2004
4.817,lca,2005
4.811,lca,2006
4.806,lca,2007
4.8,lca,2008
4.803,vct,1980
4.793,vct,1981
4.786,vct,1982
4.78,vct,1983
4.778,vct,1984
4.776,vct,1985
4.774,vct,1986
4.773,vct,1987
4.773,vct,1988
4.775,vct,1989
4.778,vct,1990
4.779,vct,1991
4.783,vct,1992
4.784,vct,1993
4.782,vct,1994
4.782,vct,1995
4.779,vct,1996
4.779,vct,1997
4.776,vct,1998
4.775,vct,1999
4.773,vct,2000
4.77,vct,2001
4.772,vct,2002
4.771,vct,2003
4.772,vct,2004
4.773,vct,2005
4.778,vct,2006
4.78,vct,2007
4.782,vct,2008
4.782,wsm,1980
4.765,wsm,1981
4.749,wsm,1982
4.729,wsm,1983
4.71,wsm,1984
4.702,wsm,1985
4.69,wsm,1986
4.685,wsm,1987
4.675,wsm,1988
4.669,wsm,1989
4.661,wsm,1990
4.652,wsm,1991
4.647,wsm,1992
4.643,wsm,1993
4.632,wsm,1994
4.622,wsm,1995
4.615,wsm,1996
4.605,wsm,1997
4.598,wsm,1998
4.595,wsm,1999
4.598,wsm,2000
4.608,wsm,2001
4.618,wsm,2002
4.631,wsm,2003
4.643,wsm,2004
4.658,wsm,2005
4.672,wsm,2006
4.683,wsm,2007
4.694,wsm,2008
4.712,stp,1980
4.694,stp,1981
4.682,stp,1982
4.666,stp,1983
4.644,stp,1984
4.626,stp,1985
4.606,stp,1986
4.586,stp,1987
4.567,stp,1988
4.547,stp,1989
4.526,stp,1990
4.505,stp,1991
4.482,stp,1992
4.46,stp,1993
4.439,stp,1994
4.42,stp,1995
4.402,stp,1996
4.383,stp,1997
4.364,stp,1998
4.345,stp,1999
4.325,stp,2000
4.305,stp,2001
4.285,stp,2002
4.265,stp,2003
4.245,stp,2004
4.225,stp,2005
4.206,stp,2006
4.187,stp,2007
4.169,stp,2008
5.374,sau,1980
5.374,sau,1981
5.366,sau,1982
5.353,sau,1983
5.338,sau,1984
5.321,sau,1985
5.305,sau,1986
5.288,sau,1987
5.27,sau,1988
5.251,sau,1989
5.234,sau,1990
5.223,sau,1991
5.209,sau,1992
5.191,sau,1993
5.174,sau,1994
5.156,sau,1995
5.138,sau,1996
5.118,sau,1997
5.095,sau,1998
5.073,sau,1999
5.049,sau,2000
5.022,sau,2001
4.992,sau,2002
4.964,sau,2003
4.938,sau,2004
4.912,sau,2005
4.886,sau,2006
4.863,sau,2007
4.84,sau,2008
4.7,sen,1980
4.679,sen,1981
4.662,sen,1982
4.647,sen,1983
4.626,sen,1984
4.603,sen,1985
4.583,sen,1986
4.568,sen,1987
4.553,sen,1988
4.537,sen,1989
4.52,sen,1990
4.503,sen,1991
4.487,sen,1992
4.468,sen,1993
4.449,sen,1994
4.431,sen,1995
4.414,sen,1996
4.398,sen,1997
4.384,sen,1998
4.37,sen,1999
4.357,sen,2000
4.345,sen,2001
4.331,sen,2002
4.316,sen,2003
4.301,sen,2004
4.286,sen,2005
4.269,sen,2006
4.252,sen,2007
4.236,sen,2008
5.226,srb,1980
5.209,srb,1981
5.189,srb,1982
5.171,srb,1983
5.152,srb,1984
5.134,srb,1985
5.117,srb,1986
5.101,srb,1987
5.089,srb,1988
5.079,srb,1989
5.073,srb,1990
5.068,srb,1991
5.055,srb,1992
5.029,srb,1993
5.012,srb,1994
5.004,srb,1995
5.002,srb,1996
5.004,srb,1997
5.011,srb,1998
5.012,srb,1999
5.018,srb,2000
5.025,srb,2001
5.035,srb,2002
5.043,srb,2003
5.05,srb,2004
5.059,srb,2005
5.069,srb,2006
5.079,srb,2007
5.092,srb,2008
5.175,syc,1980
5.193,syc,1981
5.205,syc,1982
5.218,syc,1983
5.231,syc,1984
5.246,syc,1985
5.257,syc,1986
5.268,syc,1987
5.278,syc,1988
5.289,syc,1989
5.3,syc,1990
5.307,syc,1991
5.32,syc,1992
5.329,syc,1993
5.334,syc,1994
5.336,syc,1995
5.337,syc,1996
5.336,syc,1997
5.334,syc,1998
5.33,syc,1999
5.322,syc,2000
5.316,syc,2001
5.306,syc,2002
5.293,syc,2003
5.267,syc,2004
5.244,syc,2005
5.221,syc,2006
5.201,syc,2007
5.18,syc,2008
4.607,sle,1980
4.591,sle,1981
4.574,sle,1982
4.557,sle,1983
4.539,sle,1984
4.52,sle,1985
4.5,sle,1986
4.481,sle,1987
4.459,sle,1988
4.437,sle,1989
4.415,sle,1990
4.391,sle,1991
4.365,sle,1992
4.339,sle,1993
4.316,sle,1994
4.292,sle,1995
4.266,sle,1996
4.235,sle,1997
4.206,sle,1998
4.175,sle,1999
4.149,sle,2000
4.127,sle,2001
4.111,sle,2002
4.097,sle,2003
4.085,sle,2004
4.075,sle,2005
4.068,sle,2006
4.061,sle,2007
4.053,sle,2008
6.007,sgp,1980
5.895,sgp,1981
5.782,sgp,1982
5.668,sgp,1983
5.554,sgp,1984
5.438,sgp,1985
5.326,sgp,1986
5.22,sgp,1987
5.121,sgp,1988
5.03,sgp,1989
4.947,sgp,1990
4.875,sgp,1991
4.811,sgp,1992
4.762,sgp,1993
4.723,sgp,1994
4.691,sgp,1995
4.669,sgp,1996
4.659,sgp,1997
4.664,sgp,1998
4.685,sgp,1999
4.725,sgp,2000
4.775,sgp,2001
4.835,sgp,2002
4.904,sgp,2003
4.979,sgp,2004
5.058,sgp,2005
5.137,sgp,2006
5.219,sgp,2007
5.3,sgp,2008
5.41,svk,1980
5.406,svk,1981
5.4,svk,1982
5.393,svk,1983
5.387,svk,1984
5.379,svk,1985
5.373,svk,1986
5.365,svk,1987
5.362,svk,1988
5.358,svk,1989
5.352,svk,1990
5.342,svk,1991
5.33,svk,1992
5.318,svk,1993
5.301,svk,1994
5.287,svk,1995
5.272,svk,1996
5.263,svk,1997
5.25,svk,1998
5.234,svk,1999
5.213,svk,2000
5.193,svk,2001
5.177,svk,2002
5.158,svk,2003
5.136,svk,2004
5.121,svk,2005
5.11,svk,2006
5.102,svk,2007
5.095,svk,2008
5.46,svn,1980
5.455,svn,1981
5.448,svn,1982
5.44,svn,1983
5.434,svn,1984
5.426,svn,1985
5.417,svn,1986
5.409,svn,1987
5.402,svn,1988
5.395,svn,1989
5.388,svn,1990
5.375,svn,1991
5.36,svn,1992
5.354,svn,1993
5.349,svn,1994
5.342,svn,1995
5.334,svn,1996
5.329,svn,1997
5.318,svn,1998
5.306,svn,1999
5.295,svn,2000
5.287,svn,2001
5.275,svn,2002
5.262,svn,2003
5.247,svn,2004
5.232,svn,2005
5.219,svn,2006
5.208,svn,2007
5.196,svn,2008
4.71,slb,1980
4.706,slb,1981
4.7,slb,1982
4.69,slb,1983
4.681,slb,1984
4.671,slb,1985
4.661,slb,1986
4.652,slb,1987
4.644,slb,1988
4.64,slb,1989
4.639,slb,1990
4.638,slb,1991
4.642,slb,1992
4.647,slb,1993
4.652,slb,1994
4.657,slb,1995
4.663,slb,1996
4.668,slb,1997
4.672,slb,1998
4.675,slb,1999
4.672,slb,2000
4.666,slb,2001
4.661,slb,2002
4.658,slb,2003
4.657,slb,2004
4.658,slb,2005
4.661,slb,2006
4.666,slb,2007
4.673,slb,2008
4.656,som,1980
4.64,som,1981
4.626,som,1982
4.608,som,1983
4.591,som,1984
4.573,som,1985
4.557,som,1986
4.544,som,1987
4.531,som,1988
4.519,som,1989
4.508,som,1990
4.496,som,1991
4.482,som,1992
4.47,som,1993
4.454,som,1994
4.44,som,1995
4.428,som,1996
4.414,som,1997
4.402,som,1998
4.392,som,1999
4.381,som,2000
4.371,som,2001
4.362,som,2002
4.355,som,2003
4.348,som,2004
4.342,som,2005
4.336,som,2006
4.331,som,2007
4.326,som,2008
5.22,zaf,1980
5.175,zaf,1981
5.127,zaf,1982
5.079,zaf,1983
5.033,zaf,1984
4.984,zaf,1985
4.934,zaf,1986
4.886,zaf,1987
4.84,zaf,1988
4.796,zaf,1989
4.752,zaf,1990
4.707,zaf,1991
4.664,zaf,1992
4.623,zaf,1993
4.59,zaf,1994
4.563,zaf,1995
4.545,zaf,1996
4.534,zaf,1997
4.529,zaf,1998
4.53,zaf,1999
4.537,zaf,2000
4.548,zaf,2001
4.563,zaf,2002
4.581,zaf,2003
4.603,zaf,2004
4.626,zaf,2005
4.652,zaf,2006
4.678,zaf,2007
4.705,zaf,2008
5.646,esp,1980
5.621,esp,1981
5.595,esp,1982
5.569,esp,1983
5.541,esp,1984
5.513,esp,1985
5.486,esp,1986
5.462,esp,1987
5.439,esp,1988
5.416,esp,1989
5.395,esp,1990
5.374,esp,1991
5.353,esp,1992
5.335,esp,1993
5.318,esp,1994
5.303,esp,1995
5.284,esp,1996
5.265,esp,1997
5.248,esp,1998
5.233,esp,1999
5.218,esp,2000
5.204,esp,2001
5.191,esp,2002
5.179,esp,2003
5.165,esp,2004
5.152,esp,2005
5.142,esp,2006
5.133,esp,2007
5.124,esp,2008
4.599,lka,1980
4.595,lka,1981
4.589,lka,1982
4.582,lka,1983
4.576,lka,1984
4.573,lka,1985
4.569,lka,1986
4.566,lka,1987
4.563,lka,1988
4.562,lka,1989
4.561,lka,1990
4.561,lka,1991
4.562,lka,1992
4.566,lka,1993
4.57,lka,1994
4.575,lka,1995
4.581,lka,1996
4.588,lka,1997
4.595,lka,1998
4.601,lka,1999
4.611,lka,2000
4.618,lka,2001
4.628,lka,2002
4.637,lka,2003
4.646,lka,2004
4.653,lka,2005
4.664,lka,2006
4.674,lka,2007
4.686,lka,2008
4.699,sdn,1980
4.69,sdn,1981
4.681,sdn,1982
4.67,sdn,1983
4.653,sdn,1984
4.634,sdn,1985
4.616,sdn,1986
4.601,sdn,1987
4.585,sdn,1988
4.574,sdn,1989
4.561,sdn,1990
4.549,sdn,1991
4.54,sdn,1992
4.533,sdn,1993
4.527,sdn,1994
4.523,sdn,1995
4.519,sdn,1996
4.517,sdn,1997
4.516,sdn,1998
4.514,sdn,1999
4.515,sdn,2000
4.517,sdn,2001
4.521,sdn,2002
4.525,sdn,2003
4.529,sdn,2004
4.533,sdn,2005
4.536,sdn,2006
4.54,sdn,2007
4.543,sdn,2008
5.025,sur,1980
5.013,sur,1981
4.998,sur,1982
4.982,sur,1983
4.959,sur,1984
4.94,sur,1985
4.918,sur,1986
4.889,sur,1987
4.868,sur,1988
4.851,sur,1989
4.837,sur,1990
4.825,sur,1991
4.811,sur,1992
4.794,sur,1993
4.777,sur,1994
4.761,sur,1995
4.751,sur,1996
4.75,sur,1997
4.748,sur,1998
4.748,sur,1999
4.742,sur,2000
4.742,sur,2001
4.742,sur,2002
4.743,sur,2003
4.744,sur,2004
4.745,sur,2005
4.745,sur,2006
4.746,sur,2007
4.748,sur,2008
4.894,swz,1980
4.879,swz,1981
4.862,swz,1982
4.844,swz,1983
4.822,swz,1984
4.801,swz,1985
4.778,swz,1986
4.757,swz,1987
4.735,swz,1988
4.715,swz,1989
4.694,swz,1990
4.674,swz,1991
4.656,swz,1992
4.639,swz,1993
4.623,swz,1994
4.609,swz,1995
4.594,swz,1996
4.587,swz,1997
4.58,swz,1998
4.577,swz,1999
4.578,swz,2000
4.576,swz,2001
4.571,swz,2002
4.567,swz,2003
4.566,swz,2004
4.563,swz,2005
4.557,swz,2006
4.551,swz,2007
4.546,swz,2008
6.089,swe,1980
6.063,swe,1981
6.035,swe,1982
6.007,swe,1983
5.978,swe,1984
5.948,swe,1985
5.918,swe,1986
5.887,swe,1987
5.853,swe,1988
5.817,swe,1989
5.776,swe,1990
5.732,swe,1991
5.685,swe,1992
5.637,swe,1993
5.59,swe,1994
5.541,swe,1995
5.49,swe,1996
5.438,swe,1997
5.386,swe,1998
5.334,swe,1999
5.283,swe,2000
5.233,swe,2001
5.185,swe,2002
5.141,swe,2003
5.098,swe,2004
5.061,swe,2005
5.025,swe,2006
4.99,swe,2007
4.958,swe,2008
5.969,che,1980
5.946,che,1981
5.922,che,1982
5.899,che,1983
5.877,che,1984
5.855,che,1985
5.832,che,1986
5.808,che,1987
5.782,che,1988
5.757,che,1989
5.731,che,1990
5.703,che,1991
5.673,che,1992
5.642,che,1993
5.609,che,1994
5.576,che,1995
5.541,che,1996
5.505,che,1997
5.471,che,1998
5.436,che,1999
5.404,che,2000
5.376,che,2001
5.349,che,2002
5.326,che,2003
5.303,che,2004
5.285,che,2005
5.269,che,2006
5.255,che,2007
5.243,che,2008
4.942,syr,1980
4.949,syr,1981
4.953,syr,1982
4.955,syr,1983
4.954,syr,1984
4.95,syr,1985
4.942,syr,1986
4.932,syr,1987
4.926,syr,1988
4.916,syr,1989
4.909,syr,1990
4.906,syr,1991
4.904,syr,1992
4.904,syr,1993
4.907,syr,1994
4.91,syr,1995
4.913,syr,1996
4.915,syr,1997
4.916,syr,1998
4.913,syr,1999
4.908,syr,2000
4.898,syr,2001
4.886,syr,2002
4.873,syr,2003
4.861,syr,2004
4.851,syr,2005
4.842,syr,2006
4.836,syr,2007
4.828,syr,2008
4.879,twn,1980
4.877,twn,1981
4.874,twn,1982
4.872,twn,1983
4.871,twn,1984
4.869,twn,1985
4.869,twn,1986
4.87,twn,1987
4.871,twn,1988
4.871,twn,1989
4.871,twn,1990
4.871,twn,1991
4.873,twn,1992
4.874,twn,1993
4.877,twn,1994
4.878,twn,1995
4.88,twn,1996
4.881,twn,1997
4.881,twn,1998
4.881,twn,1999
4.881,twn,2000
4.878,twn,2001
4.874,twn,2002
4.87,twn,2003
4.865,twn,2004
4.858,twn,2005
4.851,twn,2006
4.843,twn,2007
4.835,twn,2008
5.162,tjk,1980
5.147,tjk,1981
5.13,tjk,1982
5.116,tjk,1983
5.101,tjk,1984
5.085,tjk,1985
5.069,tjk,1986
5.048,tjk,1987
5.027,tjk,1988
4.999,tjk,1989
4.967,tjk,1990
4.928,tjk,1991
4.875,tjk,1992
4.817,tjk,1993
4.755,tjk,1994
4.694,tjk,1995
4.629,tjk,1996
4.57,tjk,1997
4.518,tjk,1998
4.473,tjk,1999
4.435,tjk,2000
4.408,tjk,2001
4.386,tjk,2002
4.368,tjk,2003
4.355,tjk,2004
4.346,tjk,2005
4.336,tjk,2006
4.328,tjk,2007
4.32,tjk,2008
4.466,tza,1980
4.437,tza,1981
4.409,tza,1982
4.378,tza,1983
4.348,tza,1984
4.318,tza,1985
4.293,tza,1986
4.268,tza,1987
4.247,tza,1988
4.228,tza,1989
4.215,tza,1990
4.205,tza,1991
4.2,tza,1992
4.197,tza,1993
4.196,tza,1994
4.197,tza,1995
4.199,tza,1996
4.207,tza,1997
4.215,tza,1998
4.223,tza,1999
4.23,tza,2000
4.24,tza,2001
4.25,tza,2002
4.259,tza,2003
4.272,tza,2004
4.285,tza,2005
4.297,tza,2006
4.31,tza,2007
4.324,tza,2008
4.723,tha,1980
4.731,tha,1981
4.738,tha,1982
4.745,tha,1983
4.752,tha,1984
4.761,tha,1985
4.769,tha,1986
4.781,tha,1987
4.794,tha,1988
4.811,tha,1989
4.83,tha,1990
4.85,tha,1991
4.87,tha,1992
4.893,tha,1993
4.915,tha,1994
4.938,tha,1995
4.961,tha,1996
4.98,tha,1997
4.992,tha,1998
5.003,tha,1999
5.015,tha,2000
5.026,tha,2001
5.04,tha,2002
5.053,tha,2003
5.066,tha,2004
5.078,tha,2005
5.091,tha,2006
5.104,tha,2007
5.117,tha,2008
4.414,tls,1980
4.404,tls,1981
4.394,tls,1982
4.385,tls,1983
4.378,tls,1984
4.373,tls,1985
4.37,tls,1986
4.367,tls,1987
4.365,tls,1988
4.364,tls,1989
4.367,tls,1990
4.369,tls,1991
4.374,tls,1992
4.38,tls,1993
4.386,tls,1994
4.393,tls,1995
4.4,tls,1996
4.412,tls,1997
4.426,tls,1998
4.424,tls,1999
4.423,tls,2000
4.425,tls,2001
4.422,tls,2002
4.42,tls,2003
4.414,tls,2004
4.409,tls,2005
4.402,tls,2006
4.399,tls,2007
4.401,tls,2008
4.625,tgo,1980
4.605,tgo,1981
4.582,tgo,1982
4.557,tgo,1983
4.533,tgo,1984
4.508,tgo,1985
4.485,tgo,1986
4.462,tgo,1987
4.441,tgo,1988
4.42,tgo,1989
4.399,tgo,1990
4.378,tgo,1991
4.357,tgo,1992
4.33,tgo,1993
4.309,tgo,1994
4.29,tgo,1995
4.272,tgo,1996
4.254,tgo,1997
4.238,tgo,1998
4.222,tgo,1999
4.205,tgo,2000
4.188,tgo,2001
4.17,tgo,2002
4.155,tgo,2003
4.138,tgo,2004
4.121,tgo,2005
4.105,tgo,2006
4.09,tgo,2007
4.074,tgo,2008
4.648,ton,1980
4.652,ton,1981
4.658,ton,1982
4.662,ton,1983
4.667,ton,1984
4.675,ton,1985
4.685,ton,1986
4.694,ton,1987
4.702,ton,1988
4.709,ton,1989
4.715,ton,1990
4.723,ton,1991
4.731,ton,1992
4.74,ton,1993
4.751,ton,1994
4.763,ton,1995
4.774,ton,1996
4.786,ton,1997
4.8,ton,1998
4.815,ton,1999
4.83,ton,2000
4.846,ton,2001
4.861,ton,2002
4.873,ton,2003
4.882,ton,2004
4.89,ton,2005
4.898,ton,2006
4.905,ton,2007
4.911,ton,2008
5.035,tto,1980
5.03,tto,1981
5.023,tto,1982
5.012,tto,1983
5.0,tto,1984
4.984,tto,1985
4.961,tto,1986
4.936,tto,1987
4.906,tto,1988
4.876,tto,1989
4.848,tto,1990
4.826,tto,1991
4.806,tto,1992
4.789,tto,1993
4.777,tto,1994
4.765,tto,1995
4.757,tto,1996
4.751,tto,1997
4.748,tto,1998
4.748,tto,1999
4.75,tto,2000
4.753,tto,2001
4.756,tto,2002
4.764,tto,2003
4.772,tto,2004
4.78,tto,2005
4.789,tto,2006
4.8,tto,2007
4.808,tto,2008
4.786,tun,1980
4.778,tun,1981
4.768,tun,1982
4.758,tun,1983
4.747,tun,1984
4.737,tun,1985
4.726,tun,1986
4.72,tun,1987
4.715,tun,1988
4.713,tun,1989
4.713,tun,1990
4.715,tun,1991
4.723,tun,1992
4.731,tun,1993
4.743,tun,1994
4.754,tun,1995
4.764,tun,1996
4.774,tun,1997
4.785,tun,1998
4.795,tun,1999
4.807,tun,2000
4.819,tun,2001
4.83,tun,2002
4.838,tun,2003
4.845,tun,2004
4.852,tun,2005
4.859,tun,2006
4.865,tun,2007
4.872,tun,2008
4.868,tur,1980
4.872,tur,1981
4.875,tur,1982
4.876,tur,1983
4.881,tur,1984
4.884,tur,1985
4.889,tur,1986
4.895,tur,1987
4.899,tur,1988
4.903,tur,1989
4.907,tur,1990
4.909,tur,1991
4.912,tur,1992
4.917,tur,1993
4.918,tur,1994
4.918,tur,1995
4.917,tur,1996
4.917,tur,1997
4.913,tur,1998
4.905,tur,1999
4.893,tur,2000
4.874,tur,2001
4.855,tur,2002
4.842,tur,2003
4.832,tur,2004
4.822,tur,2005
4.816,tur,2006
4.809,tur,2007
4.804,tur,2008
5.269,tkm,1980
5.253,tkm,1981
5.235,tkm,1982
5.217,tkm,1983
5.201,tkm,1984
5.18,tkm,1985
5.162,tkm,1986
5.142,tkm,1987
5.12,tkm,1988
5.095,tkm,1989
5.067,tkm,1990
5.033,tkm,1991
4.995,tkm,1992
4.958,tkm,1993
4.914,tkm,1994
4.87,tkm,1995
4.827,tkm,1996
4.782,tkm,1997
4.744,tkm,1998
4.715,tkm,1999
4.693,tkm,2000
4.675,tkm,2001
4.662,tkm,2002
4.654,tkm,2003
4.651,tkm,2004
4.649,tkm,2005
4.646,tkm,2006
4.641,tkm,2007
4.636,tkm,2008
4.52,uga,1980
4.495,uga,1981
4.472,uga,1982
4.449,uga,1983
4.428,uga,1984
4.408,uga,1985
4.389,uga,1986
4.37,uga,1987
4.354,uga,1988
4.339,uga,1989
4.327,uga,1990
4.317,uga,1991
4.309,uga,1992
4.304,uga,1993
4.3,uga,1994
4.297,uga,1995
4.298,uga,1996
4.298,uga,1997
4.296,uga,1998
4.295,uga,1999
4.294,uga,2000
4.292,uga,2001
4.289,uga,2002
4.286,uga,2003
4.284,uga,2004
4.282,uga,2005
4.282,uga,2006
4.283,uga,2007
4.284,uga,2008
5.547,ukr,1980
5.536,ukr,1981
5.525,ukr,1982
5.515,ukr,1983
5.504,ukr,1984
5.489,ukr,1985
5.477,ukr,1986
5.462,ukr,1987
5.446,ukr,1988
5.428,ukr,1989
5.407,ukr,1990
5.38,ukr,1991
5.348,ukr,1992
5.309,ukr,1993
5.263,ukr,1994
5.219,ukr,1995
5.171,ukr,1996
5.126,ukr,1997
5.083,ukr,1998
5.043,ukr,1999
5.007,ukr,2000
4.976,ukr,2001
4.95,ukr,2002
4.929,ukr,2003
4.915,ukr,2004
4.904,ukr,2005
4.895,ukr,2006
4.889,ukr,2007
4.883,ukr,2008
5.662,are,1980
5.665,are,1981
5.663,are,1982
5.65,are,1983
5.635,are,1984
5.612,are,1985
5.576,are,1986
5.547,are,1987
5.516,are,1988
5.488,are,1989
5.468,are,1990
5.452,are,1991
5.437,are,1992
5.423,are,1993
5.415,are,1994
5.408,are,1995
5.41,are,1996
5.408,are,1997
5.399,are,1998
5.389,are,1999
5.379,are,2000
5.363,are,2001
5.35,are,2002
5.343,are,2003
5.329,are,2004
5.313,are,2005
5.302,are,2006
5.29,are,2007
5.281,are,2008
6.193,gbr,1980
6.163,gbr,1981
6.133,gbr,1982
6.101,gbr,1983
6.069,gbr,1984
6.036,gbr,1985
6.002,gbr,1986
5.968,gbr,1987
5.93,gbr,1988
5.893,gbr,1989
