geo,alternative_gdppercapita_ppp_inflation_adjusted_from_pwt,time
chl,5807.0,1984
chl,5795.0,1985
chl,5981.0,1986
chl,6201.0,1987
chl,6517.0,1988
chl,7041.0,1989
chl,7143.0,1990
chl,7552.0,1991
chl,8314.0,1992
chl,8746.0,1993
chl,9120.0,1994
chl,9911.0,1995
chl,10520.0,1996
chl,11050.0,1997
chl,11250.0,1998
chl,11140.0,1999
chl,11430.0,2000
chl,11660.0,2001
chl,11780.0,2002
chl,12140.0,2003
chl,12680.0,2004
chn,334.2,1952
chn,351.0,1953
chn,349.4,1954
chn,362.7,1955
chn,393.7,1956
chn,402.2,1957
chn,438.0,1958
chn,441.1,1959
chn,444.9,1960
chn,377.7,1961
chn,371.7,1962
chn,390.5,1963
chn,425.7,1964
chn,462.3,1965
chn,484.9,1966
chn,457.5,1967
chn,432.3,1968
chn,466.7,1969
chn,500.0,1970
chn,533.9,1971
chn,536.3,1972
chn,561.9,1973
chn,561.5,1974
chn,588.9,1975
chn,591.7,1976
chn,616.0,1977
chn,667.8,1978
chn,723.6,1979
chn,751.0,1980
chn,802.7,1981
chn,888.5,1982
chn,944.5,1983
chn,1061.0,1984
chn,1135.0,1985
chn,1293.0,1986
chn,1414.0,1987
chn,1489.0,1988
chn,1497.0,1989
chn,1678.0,1990
chn,1798.0,1991
chn,1983.0,1992
chn,2131.0,1993
chn,2453.0,1994
chn,2702.0,1995
chn,2925.0,1996
chn,3229.0,1997
chn,3475.0,1998
chn,3691.0,1999
chn,4002.0,2000
chn,4281.0,2001
chn,4630.0,2002
chn,4970.0,2003
chn,5333.0,2004
col,2465.0,1950
col,2469.0,1951
col,2554.0,1952
col,2645.0,1953
col,2716.0,1954
col,2739.0,1955
col,2732.0,1956
col,2689.0,1957
col,2677.0,1958
col,2766.0,1959
col,2806.0,1960
col,2866.0,1961
col,2944.0,1962
col,2958.0,1963
col,3071.0,1964
col,3036.0,1965
col,3087.0,1966
col,3139.0,1967
col,3218.0,1968
col,3353.0,1969
col,3469.0,1970
col,3622.0,1971
col,3782.0,1972
col,3935.0,1973
col,4040.0,1974
col,4077.0,1975
col,4191.0,1976
col,4268.0,1977
col,4553.0,1978
col,4720.0,1979
col,4823.0,1980
col,4818.0,1981
col,4763.0,1982
col,4723.0,1983
col,4787.0,1984
col,4840.0,1985
col,4984.0,1986
col,5125.0,1987
col,5233.0,1988
col,5327.0,1989
col,5442.0,1990
col,5459.0,1991
col,5524.0,1992
col,5596.0,1993
col,5725.0,1994
col,5901.0,1995
col,6048.0,1996
col,6186.0,1997
col,6167.0,1998
col,6045.0,1999
col,6080.0,2000
col,6022.0,2001
col,6045.0,2002
col,6095.0,2003
com,1348.0,1960
com,1445.0,1961
com,1459.0,1962
com,1726.0,1963
com,1751.0,1964
com,1530.0,1965
com,1670.0,1966
com,1859.0,1967
com,1979.0,1968
com,1893.0,1969
com,1660.0,1970
com,1651.0,1971
com,1810.0,1972
com,1639.0,1973
com,1645.0,1974
com,1924.0,1975
com,1857.0,1976
com,1764.0,1977
com,1784.0,1978
com,1872.0,1979
com,1888.0,1980
com,1939.0,1981
com,2011.0,1982
com,1995.0,1983
com,1910.0,1984
com,2019.0,1985
com,2087.0,1986
com,2061.0,1987
com,2102.0,1988
com,2045.0,1989
com,1973.0,1990
com,1965.0,1991
com,1863.0,1992
com,1854.0,1993
com,1796.0,1994
com,1664.0,1995
com,1642.0,1996
com,1576.0,1997
com,1499.0,1998
com,1436.0,1999
com,1359.0,2000
com,1358.0,2001
com,1354.0,2002
com,1278.0,2003
cod,1419.0,1970
cod,1493.0,1971
cod,1453.0,1972
cod,1537.0,1973
cod,1479.0,1974
cod,1372.0,1975
cod,1214.0,1976
cod,1168.0,1977
cod,1137.0,1978
cod,1166.0,1979
cod,1154.0,1980
cod,1099.0,1981
cod,931.4,1982
cod,988.2,1983
cod,958.9,1984
cod,954.8,1985
cod,986.2,1986
cod,958.8,1987
cod,927.7,1988
cod,884.3,1989
cod,973.7,1990
cod,892.0,1991
cod,694.6,1992
cod,560.4,1993
cod,546.2,1994
cod,498.1,1995
cod,488.3,1996
cod,479.8,1997
cod,466.2,1998
cod,409.2,1999
cod,359.1,2000
cod,348.1,2001
cod,338.1,2002
cod,435.5,2003
cod,419.8,2004
cog,953.9,1960
cog,1014.0,1961
cog,1061.0,1962
cog,1015.0,1963
cog,1027.0,1964
cog,1044.0,1965
cog,1030.0,1966
cog,1038.0,1967
cog,1103.0,1968
cog,1173.0,1969
cog,1235.0,1970
cog,1407.0,1971
cog,1393.0,1972
cog,1461.0,1973
cog,1386.0,1974
cog,1514.0,1975
cog,1587.0,1976
cog,1587.0,1977
cog,1673.0,1978
cog,1890.0,1979
cog,2089.0,1980
cog,2555.0,1981
cog,2813.0,1982
cog,2830.0,1983
cog,2903.0,1984
cog,2807.0,1985
cog,2535.0,1986
cog,2439.0,1987
cog,2423.0,1988
cog,2402.0,1989
cog,2646.0,1990
cog,2368.0,1991
cog,2512.0,1992
cog,2107.0,1993
cog,1956.0,1994
cog,2161.0,1995
cog,2193.0,1996
cog,2238.0,1997
cog,2548.0,1998
cog,1512.0,1999
cog,1286.0,2000
cog,1405.0,2001
cog,1477.0,2002
cog,1421.0,2003
cri,3137.0,1950
cri,3131.0,1951
cri,3384.0,1952
cri,3872.0,1953
cri,3906.0,1954
cri,4146.0,1955
cri,3906.0,1956
cri,4011.0,1957
cri,4385.0,1958
cri,4272.0,1959
cri,4484.0,1960
cri,4251.0,1961
cri,4377.0,1962
cri,4512.0,1963
cri,4627.0,1964
cri,4921.0,1965
cri,5033.0,1966
cri,5128.0,1967
cri,5324.0,1968
cri,5397.0,1969
cri,5662.0,1970
cri,5734.0,1971
cri,5991.0,1972
cri,6156.0,1973
cri,6312.0,1974
cri,6360.0,1975
cri,6432.0,1976
cri,6841.0,1977
cri,7040.0,1978
cri,7113.0,1979
cri,6974.0,1980
cri,6636.0,1981
cri,6029.0,1982
cri,5972.0,1983
cri,6202.0,1984
cri,6130.0,1985
cri,6164.0,1986
cri,6183.0,1987
cri,6233.0,1988
cri,6331.0,1989
cri,6351.0,1990
cri,6289.0,1991
cri,6595.0,1992
cri,6903.0,1993
cri,7103.0,1994
cri,7268.0,1995
cri,7264.0,1996
cri,7414.0,1997
cri,7728.0,1998
cri,8324.0,1999
cri,8341.0,2000
cri,8105.0,2001
cri,8154.0,2002
cri,8587.0,2003
cri,8739.0,2004
civ,1298.0,1960
civ,1320.0,1961
civ,1365.0,1962
civ,1488.0,1963
civ,1638.0,1964
civ,1519.0,1965
civ,1638.0,1966
civ,1652.0,1967
civ,1801.0,1968
civ,1853.0,1969
civ,1913.0,1970
civ,2016.0,1971
civ,2011.0,1972
civ,1964.0,1973
civ,1892.0,1974
civ,2066.0,1975
civ,2171.0,1976
civ,2153.0,1977
civ,2321.0,1978
civ,2358.0,1979
civ,2065.0,1980
civ,2064.0,1981
civ,2319.0,1982
civ,2195.0,1983
civ,2176.0,1984
civ,2222.0,1985
civ,2337.0,1986
civ,2302.0,1987
civ,2278.0,1988
civ,2574.0,1989
civ,2353.0,1990
civ,2210.0,1991
civ,2183.0,1992
civ,2082.0,1993
civ,1955.0,1994
civ,2007.0,1995
civ,2067.0,1996
civ,2086.0,1997
civ,2133.0,1998
civ,2175.0,1999
civ,2172.0,2000
civ,2109.0,2001
civ,2060.0,2002
civ,2019.0,2003
hrv,10720.0,1990
hrv,8420.0,1991
hrv,7355.0,1992
hrv,6655.0,1993
hrv,7042.0,1994
hrv,7418.0,1995
hrv,7736.0,1996
hrv,8159.0,1997
hrv,8531.0,1998
hrv,8611.0,1999
hrv,8980.0,2000
hrv,9215.0,2001
hrv,9502.0,2002
hrv,9778.0,2003
hrv,10130.0,2004
cub,2675.0,1970
cub,2812.0,1971
cub,2868.0,1972
cub,2896.0,1973
cub,2867.0,1974
cub,3132.0,1975
cub,3277.0,1976
cub,3658.0,1977
cub,3900.0,1978
cub,3967.0,1979
cub,3749.0,1980
cub,4471.0,1981
cub,5017.0,1982
cub,5234.0,1983
cub,5345.0,1984
cub,6941.0,1985
cub,7086.0,1986
cub,7134.0,1987
cub,7240.0,1988
cub,7227.0,1989
cub,6726.0,1990
cub,6589.0,1991
cub,5748.0,1992
cub,4948.0,1993
cub,5008.0,1994
cub,4979.0,1995
cub,5165.0,1996
cub,5093.0,1997
cub,5164.0,1998
cub,5475.0,1999
cub,5699.0,2000
cub,5892.0,2001
cub,6031.0,2002
cub,6288.0,2003
cyp,5318.0,1970
cyp,5886.0,1971
cyp,6186.0,1972
cyp,6263.0,1973
cyp,5246.0,1974
cyp,4626.0,1975
cyp,5630.0,1976
cyp,6599.0,1977
cyp,7229.0,1978
cyp,7762.0,1979
cyp,8289.0,1980
cyp,8570.0,1981
cyp,8971.0,1982
cyp,9460.0,1983
cyp,9936.0,1984
cyp,10370.0,1985
cyp,10810.0,1986
cyp,11740.0,1987
cyp,12930.0,1988
cyp,13600.0,1989
cyp,14630.0,1990
cyp,14630.0,1991
cyp,15420.0,1992
cyp,15150.0,1993
cyp,15800.0,1994
cyp,17300.0,1995
cyp,17630.0,1996
cyp,18130.0,1997
cyp,18870.0,1998
cyp,19840.0,1999
cyp,20460.0,2000
cyp,21400.0,2001
cyp,21650.0,2002
cyp,22010.0,2003
cyp,22380.0,2004
cze,13500.0,1990
cze,11920.0,1991
cze,11790.0,1992
cze,11890.0,1993
cze,12070.0,1994
cze,12510.0,1995
cze,13000.0,1996
cze,13030.0,1997
cze,12930.0,1998
cze,13210.0,1999
cze,13620.0,2000
cze,13960.0,2001
cze,14180.0,2002
cze,14640.0,2003
cze,15100.0,2004
dnk,8796.0,1950
dnk,8449.0,1951
dnk,8548.0,1952
dnk,9059.0,1953
dnk,9424.0,1954
dnk,9257.0,1955
dnk,9430.0,1956
dnk,9767.0,1957
dnk,9877.0,1958
dnk,10720.0,1959
dnk,11350.0,1960
dnk,12010.0,1961
dnk,12640.0,1962
dnk,12600.0,1963
dnk,13680.0,1964
dnk,14160.0,1965
dnk,14480.0,1966
dnk,14900.0,1967
dnk,15320.0,1968
dnk,16180.0,1969
dnk,16470.0,1970
dnk,16770.0,1971
dnk,17440.0,1972
dnk,17970.0,1973
dnk,17600.0,1974
dnk,17200.0,1975
dnk,18270.0,1976
dnk,18400.0,1977
dnk,18660.0,1978
dnk,19190.0,1979
dnk,19020.0,1980
dnk,18580.0,1981
dnk,19100.0,1982
dnk,19460.0,1983
dnk,20190.0,1984
dnk,20930.0,1985
dnk,21810.0,1986
dnk,21780.0,1987
dnk,22030.0,1988
dnk,22030.0,1989
dnk,22200.0,1990
dnk,22420.0,1991
dnk,22790.0,1992
dnk,22630.0,1993
dnk,23860.0,1994
dnk,24540.0,1995
dnk,25120.0,1996
dnk,25890.0,1997
dnk,26370.0,1998
dnk,26900.0,1999
dnk,27830.0,2000
dnk,27880.0,2001
dnk,27880.0,2002
dnk,27970.0,2003
dnk,28450.0,2004
dji,4809.0,1979
dji,4650.0,1980
dji,4214.0,1981
dji,4086.0,1982
dji,3853.0,1983
dji,4166.0,1984
dji,3821.0,1985
dji,4239.0,1986
dji,4291.0,1987
dji,4079.0,1988
dji,3997.0,1989
dji,3848.0,1990
dji,2984.0,1991
dji,3083.0,1992
dji,3239.0,1993
dji,2860.0,1994
dji,3402.0,1995
dji,3244.0,1996
dji,3098.0,1997
dji,3012.0,1998
dji,4493.0,1999
dji,4376.0,2000
dji,4545.0,2001
dji,4441.0,2002
dji,4324.0,2003
dma,4385.0,1970
dma,4574.0,1971
dma,4584.0,1972
dma,4320.0,1973
dma,3828.0,1974
dma,3570.0,1975
dma,3851.0,1976
dma,3968.0,1977
dma,4127.0,1978
dma,3641.0,1979
dma,3438.0,1980
dma,4293.0,1981
dma,4643.0,1982
dma,4896.0,1983
dma,4882.0,1984
dma,5022.0,1985
dma,5569.0,1986
dma,5897.0,1987
dma,6068.0,1988
dma,5752.0,1989
dma,6183.0,1990
dma,6106.0,1991
dma,6958.0,1992
dma,7060.0,1993
dma,6993.0,1994
dma,6997.0,1995
dma,7337.0,1996
dma,7546.0,1997
dma,8090.0,1998
dma,8306.0,1999
dma,8197.0,2000
dma,7692.0,2001
dma,7907.0,2002
dma,7566.0,2003
dom,1725.0,1951
dom,1733.0,1952
dom,1671.0,1953
dom,1723.0,1954
dom,1761.0,1955
dom,1889.0,1956
dom,1955.0,1957
dom,2013.0,1958
dom,2043.0,1959
dom,2125.0,1960
dom,2043.0,1961
dom,2481.0,1962
dom,2630.0,1963
dom,2717.0,1964
dom,2413.0,1965
dom,2522.0,1966
dom,2427.0,1967
dom,2345.0,1968
dom,2452.0,1969
dom,2761.0,1970
dom,2875.0,1971
dom,3017.0,1972
dom,3232.0,1973
dom,3403.0,1974
dom,3355.0,1975
dom,3426.0,1976
dom,3511.0,1977
dom,3553.0,1978
dom,3613.0,1979
dom,3922.0,1980
dom,4210.0,1981
dom,4331.0,1982
dom,4404.0,1983
dom,4337.0,1984
dom,4197.0,1985
dom,4269.0,1986
dom,4327.0,1987
dom,4328.0,1988
dom,4374.0,1989
dom,4135.0,1990
dom,4188.0,1991
dom,4584.0,1992
dom,4781.0,1993
dom,4921.0,1994
dom,4994.0,1995
dom,5325.0,1996
dom,5589.0,1997
dom,5936.0,1998
dom,6172.0,1999
dom,6497.0,2000
dom,6803.0,2001
dom,7158.0,2002
dom,6899.0,2003
ecu,1912.0,1951
ecu,2015.0,1952
ecu,2041.0,1953
ecu,2100.0,1954
ecu,2116.0,1955
ecu,2138.0,1956
ecu,2182.0,1957
ecu,2154.0,1958
ecu,2218.0,1959
ecu,2339.0,1960
ecu,2313.0,1961
ecu,2328.0,1962
ecu,2356.0,1963
ecu,2469.0,1964
ecu,2460.0,1965
ecu,2426.0,1966
ecu,2502.0,1967
ecu,2537.0,1968
ecu,2546.0,1969
ecu,2661.0,1970
ecu,2687.0,1971
ecu,2972.0,1972
ecu,3611.0,1973
ecu,3875.0,1974
ecu,4035.0,1975
ecu,4321.0,1976
ecu,4569.0,1977
ecu,4704.0,1978
ecu,4823.0,1979
ecu,4939.0,1980
ecu,5014.0,1981
ecu,4924.0,1982
ecu,4679.0,1983
ecu,4690.0,1984
ecu,4680.0,1985
ecu,4684.0,1986
ecu,4255.0,1987
ecu,4595.0,1988
ecu,4446.0,1989
ecu,4453.0,1990
ecu,4501.0,1991
ecu,4506.0,1992
ecu,4462.0,1993
ecu,4511.0,1994
ecu,4525.0,1995
ecu,4532.0,1996
ecu,4583.0,1997
ecu,4492.0,1998
ecu,4340.0,1999
ecu,4314.0,2000
ecu,4319.0,2001
ecu,4297.0,2002
ecu,4330.0,2003
ecu,4516.0,2004
egy,1232.0,1950
egy,1307.0,1951
egy,1344.0,1952
egy,1363.0,1953
egy,1293.0,1954
egy,1263.0,1955
egy,1278.0,1956
egy,1300.0,1957
egy,1376.0,1958
egy,1379.0,1959
egy,1451.0,1960
egy,1498.0,1961
egy,1473.0,1962
egy,1447.0,1963
egy,1696.0,1964
egy,1724.0,1965
egy,1678.0,1966
egy,1708.0,1967
egy,1800.0,1968
egy,1848.0,1969
egy,1892.0,1970
egy,1908.0,1971
egy,1978.0,1972
egy,1873.0,1973
egy,1900.0,1974
egy,1829.0,1975
egy,2042.0,1976
egy,2228.0,1977
egy,2239.0,1978
egy,2335.0,1979
egy,2572.0,1980
egy,2550.0,1981
egy,2608.0,1982
egy,2714.0,1983
egy,2789.0,1984
egy,2862.0,1985
egy,2957.0,1986
egy,3081.0,1987
egy,3124.0,1988
egy,3266.0,1989
egy,3384.0,1990
egy,3499.0,1991
egy,3566.0,1992
egy,3587.0,1993
egy,3667.0,1994
egy,3757.0,1995
egy,4103.0,1996
egy,4095.0,1997
egy,4252.0,1998
egy,4425.0,1999
egy,4536.0,2000
egy,4609.0,2001
egy,4688.0,2002
egy,4759.0,2003
slv,2610.0,1950
slv,2622.0,1951
slv,2746.0,1952
slv,2882.0,1953
slv,2884.0,1954
slv,2944.0,1955
slv,3005.0,1956
slv,3047.0,1957
slv,3032.0,1958
slv,3041.0,1959
slv,2979.0,1960
slv,2975.0,1961
slv,3209.0,1962
slv,3226.0,1963
slv,3350.0,1964
slv,3465.0,1965
slv,3588.0,1966
slv,3678.0,1967
slv,3692.0,1968
slv,3696.0,1969
slv,3701.0,1970
slv,3693.0,1971
slv,3830.0,1972
slv,3932.0,1973
slv,3988.0,1974
slv,4144.0,1975
slv,4281.0,1976
slv,4370.0,1977
slv,4508.0,1978
slv,4289.0,1979
slv,3994.0,1980
slv,3774.0,1981
slv,3653.0,1982
slv,3610.0,1983
slv,3671.0,1984
slv,3738.0,1985
slv,3707.0,1986
slv,3721.0,1987
slv,3709.0,1988
slv,3660.0,1989
slv,3718.0,1990
slv,3762.0,1991
slv,3921.0,1992
slv,4111.0,1993
slv,4269.0,1994
slv,4472.0,1995
slv,4532.0,1996
slv,4611.0,1997
slv,4631.0,1998
slv,4709.0,1999
slv,4732.0,2000
slv,4744.0,2001
slv,4769.0,2002
slv,4752.0,2003
gnq,955.6,1960
gnq,948.9,1961
gnq,959.3,1962
gnq,1010.0,1963
gnq,1035.0,1964
gnq,1049.0,1965
gnq,1097.0,1966
gnq,1163.0,1967
gnq,1192.0,1968
gnq,1219.0,1969
gnq,1213.0,1970
gnq,1226.0,1971
gnq,1244.0,1972
gnq,1435.0,1973
gnq,1552.0,1974
gnq,2051.0,1975
gnq,2499.0,1976
gnq,2735.0,1977
gnq,2538.0,1978
gnq,2170.0,1979
gnq,1969.0,1980
gnq,1886.0,1981
gnq,1887.0,1982
gnq,1795.0,1983
gnq,1742.0,1984
gnq,1723.0,1985
gnq,1581.0,1986
gnq,1447.0,1987
gnq,1569.0,1988
gnq,1490.0,1989
gnq,1603.0,1990
gnq,1567.0,1991
gnq,1826.0,1992
gnq,1558.0,1993
gnq,936.6,1994
gnq,1032.0,1995
gnq,1626.0,1996
gnq,3679.0,1997
gnq,4473.0,1998
gnq,5322.0,1999
gnq,6495.0,2000
gnq,9088.0,2001
gnq,13300.0,2002
gnq,11600.0,2003
eri,522.5,1992
eri,569.2,1993
eri,643.7,1994
eri,636.4,1995
eri,662.5,1996
eri,699.5,1997
eri,640.7,1998
eri,565.8,1999
eri,555.4,2000
eri,573.1,2001
eri,597.0,2002
eri,609.5,2003
eri,592.7,2004
est,11390.0,1990
est,9794.0,1991
est,8065.0,1992
est,8031.0,1993
est,7951.0,1994
est,8693.0,1995
est,8973.0,1996
est,9655.0,1997
est,10020.0,1998
est,10280.0,1999
est,11080.0,2000
est,11580.0,2001
est,12610.0,2002
est,12790.0,2003
est,13780.0,2004
eth,329.3,1950
eth,365.9,1951
eth,370.4,1952
eth,383.1,1953
eth,376.3,1954
eth,381.5,1955
eth,393.1,1956
eth,379.9,1957
eth,373.7,1958
eth,391.7,1959
eth,399.0,1960
eth,405.7,1961
eth,409.4,1962
eth,414.6,1963
eth,427.5,1964
eth,444.8,1965
eth,450.9,1966
eth,450.6,1967
eth,464.5,1968
eth,480.1,1969
eth,478.7,1970
eth,489.3,1971
eth,497.4,1972
eth,502.2,1973
eth,500.0,1974
eth,489.3,1975
eth,496.1,1976
eth,490.2,1977
eth,480.1,1978
eth,493.3,1979
eth,505.3,1980
eth,515.2,1981
eth,504.4,1982
eth,520.6,1983
eth,465.9,1984
eth,461.2,1985
eth,463.7,1986
eth,363.9,1987
eth,462.9,1988
eth,429.0,1989
eth,463.8,1990
eth,437.2,1991
eth,552.3,1992
eth,593.2,1993
eth,595.6,1994
eth,607.5,1995
eth,645.6,1996
eth,668.7,1997
eth,668.7,1998
eth,722.9,1999
eth,725.4,2000
eth,723.4,2001
eth,737.7,2002
eth,687.3,2003
fji,3138.0,1970
fji,3291.0,1971
fji,3460.0,1972
fji,3946.0,1973
fji,3917.0,1974
fji,3916.0,1975
fji,3987.0,1976
fji,4027.0,1977
fji,4108.0,1978
fji,4626.0,1979
fji,4464.0,1980
fji,4324.0,1981
fji,4312.0,1982
fji,3999.0,1983
fji,4323.0,1984
fji,4482.0,1985
fji,4059.0,1986
fji,4124.0,1987
fji,3931.0,1988
fji,4071.0,1989
fji,5169.0,1990
fji,5194.0,1991
fji,4883.0,1992
fji,4672.0,1993
fji,4750.0,1994
fji,4753.0,1995
fji,5017.0,1996
fji,4777.0,1997
fji,4763.0,1998
fji,4678.0,1999
fji,4572.0,2000
fji,4656.0,2001
fji,4891.0,2002
fji,4919.0,2003
fin,5139.0,1950
fin,5611.0,1951
fin,5851.0,1952
fin,5669.0,1953
fin,6157.0,1954
fin,6602.0,1955
fin,6730.0,1956
fin,6682.0,1957
fin,6587.0,1958
fin,7041.0,1959
fin,7674.0,1960
fin,8204.0,1961
fin,8352.0,1962
fin,8575.0,1963
fin,9006.0,1964
fin,9495.0,1965
fin,9676.0,1966
fin,9816.0,1967
fin,9985.0,1968
fin,10960.0,1969
fin,11800.0,1970
fin,11970.0,1971
fin,12670.0,1972
fin,13380.0,1973
fin,14090.0,1974
fin,14010.0,1975
fin,13740.0,1976
fin,14010.0,1977
fin,14100.0,1978
fin,14950.0,1979
fin,15760.0,1980
fin,16050.0,1981
fin,16480.0,1982
fin,16760.0,1983
fin,17160.0,1984
fin,17380.0,1985
fin,17640.0,1986
fin,18210.0,1987
fin,19160.0,1988
fin,20290.0,1989
fin,19880.0,1990
fin,18220.0,1991
fin,17310.0,1992
fin,16800.0,1993
fin,17450.0,1994
fin,18220.0,1995
fin,18590.0,1996
fin,19900.0,1997
fin,21070.0,1998
fin,21590.0,1999
fin,22740.0,2000
fin,22910.0,2001
fin,23460.0,2002
fin,23790.0,2003
fin,24610.0,2004
fra,6042.0,1950
fra,6378.0,1951
fra,6699.0,1952
fra,6808.0,1953
fra,6849.0,1954
fra,7066.0,1955
fra,7583.0,1956
fra,7906.0,1957
fra,7944.0,1958
fra,8201.0,1959
fra,8605.0,1960
fra,8961.0,1961
fra,9450.0,1962
fra,9817.0,1963
fra,10360.0,1964
fra,10700.0,1965
fra,11150.0,1966
fra,11580.0,1967
fra,12010.0,1968
fra,12800.0,1969
fra,13360.0,1970
fra,13880.0,1971
fra,14400.0,1972
fra,15080.0,1973
fra,15380.0,1974
fra,15190.0,1975
fra,15820.0,1976
fra,16200.0,1977
fra,16660.0,1978
fra,17150.0,1979
fra,17400.0,1980
fra,17540.0,1981
fra,18000.0,1982
fra,18170.0,1983
fra,18320.0,1984
fra,18620.0,1985
fra,19050.0,1986
fra,19400.0,1987
fra,20170.0,1988
fra,20830.0,1989
fra,21300.0,1990
fra,21400.0,1991
fra,21650.0,1992
fra,21220.0,1993
fra,21590.0,1994
fra,22020.0,1995
fra,22120.0,1996
fra,22570.0,1997
fra,23370.0,1998
fra,24110.0,1999
fra,25040.0,2000
fra,25440.0,2001
fra,25580.0,2002
fra,25660.0,2003
fra,26170.0,2004
gab,6596.0,1960
gab,7086.0,1961
gab,7807.0,1962
gab,9204.0,1963
gab,10290.0,1964
gab,11280.0,1965
gab,10470.0,1966
gab,12230.0,1967
gab,12410.0,1968
gab,13480.0,1969
gab,14430.0,1970
gab,14890.0,1971
gab,17460.0,1972
gab,18710.0,1973
gab,21120.0,1974
gab,20540.0,1975
gab,28770.0,1976
gab,21740.0,1977
gab,15000.0,1978
gab,14600.0,1979
gab,15750.0,1980
gab,14110.0,1981
gab,14270.0,1982
gab,14030.0,1983
gab,14140.0,1984
gab,14010.0,1985
gab,13180.0,1986
gab,12670.0,1987
gab,12380.0,1988
gab,12310.0,1989
gab,13050.0,1990
gab,13200.0,1991
gab,12870.0,1992
gab,12960.0,1993
gab,13640.0,1994
gab,13470.0,1995
gab,13290.0,1996
gab,12620.0,1997
gab,12320.0,1998
gab,11120.0,1999
gab,10440.0,2000
gab,9985.0,2001
gab,9650.0,2002
gab,9562.0,2003
gab,9257.0,2004
gmb,760.5,1960
gmb,680.1,1961
gmb,635.3,1962
gmb,805.0,1963
gmb,729.1,1964
gmb,898.3,1965
gmb,919.7,1966
gmb,890.3,1967
gmb,914.9,1968
gmb,904.2,1969
gmb,923.2,1970
gmb,899.0,1971
gmb,874.1,1972
gmb,922.7,1973
gmb,943.5,1974
gmb,1014.0,1975
gmb,995.3,1976
gmb,1012.0,1977
gmb,935.1,1978
gmb,872.8,1979
gmb,887.8,1980
gmb,894.2,1981
gmb,974.2,1982
gmb,964.2,1983
gmb,928.1,1984
gmb,904.1,1985
gmb,934.7,1986
gmb,914.0,1987
gmb,918.6,1988
gmb,919.4,1989
gmb,912.5,1990
gmb,890.3,1991
gmb,889.9,1992
gmb,871.7,1993
gmb,829.5,1994
gmb,772.7,1995
gmb,787.4,1996
gmb,787.6,1997
gmb,834.1,1998
gmb,925.5,1999
gmb,953.9,2000
gmb,963.2,2001
gmb,890.6,2002
gmb,937.4,2003
geo,4616.0,1992
geo,2769.0,1993
geo,2503.0,1994
geo,2635.0,1995
geo,3345.0,1996
geo,3697.0,1997
geo,3664.0,1998
geo,3714.0,1999
geo,3886.0,2000
geo,3982.0,2001
geo,4236.0,2002
geo,4224.0,2003
geo,5788.0,2004
deu,13550.0,1970
deu,13970.0,1971
deu,14510.0,1972
deu,15090.0,1973
deu,15000.0,1974
deu,14890.0,1975
deu,15630.0,1976
deu,16110.0,1977
deu,16630.0,1978
deu,17370.0,1979
deu,17550.0,1980
deu,17470.0,1981
deu,17300.0,1982
deu,17660.0,1983
deu,18090.0,1984
deu,18400.0,1985
deu,18880.0,1986
deu,19130.0,1987
deu,19740.0,1988
deu,20340.0,1989
deu,21280.0,1990
deu,22130.0,1991
deu,22480.0,1992
deu,22160.0,1993
deu,22630.0,1994
deu,22950.0,1995
deu,23070.0,1996
deu,23420.0,1997
deu,23870.0,1998
deu,24320.0,1999
deu,25060.0,2000
deu,25320.0,2001
deu,25260.0,2002
deu,25190.0,2003
deu,25610.0,2004
gha,476.2,1955
gha,575.7,1956
gha,596.6,1957
gha,633.5,1958
gha,505.1,1959
gha,372.1,1960
gha,456.3,1961
gha,661.3,1962
gha,527.6,1963
gha,680.4,1964
gha,314.2,1965
gha,677.0,1966
gha,675.8,1967
gha,844.7,1968
gha,828.7,1969
gha,1041.0,1970
gha,1129.0,1971
gha,1432.0,1972
gha,1296.0,1973
gha,1239.0,1974
gha,1078.0,1975
gha,1065.0,1976
gha,957.6,1977
gha,1181.0,1978
gha,1190.0,1979
gha,1140.0,1980
gha,1130.0,1981
gha,1181.0,1982
gha,1042.0,1983
gha,1079.0,1984
gha,1014.0,1985
gha,1094.0,1986
gha,1091.0,1987
gha,1136.0,1988
gha,1152.0,1989
gha,1153.0,1990
gha,1156.0,1991
gha,1195.0,1992
gha,1194.0,1993
gha,1167.0,1994
gha,1224.0,1995
gha,1225.0,1996
gha,1127.0,1997
gha,1205.0,1998
gha,1221.0,1999
gha,1392.0,2000
gha,1373.0,2001
gha,1449.0,2002
gha,1440.0,2003
grc,2928.0,1951
grc,2839.0,1952
grc,3081.0,1953
grc,3168.0,1954
grc,3315.0,1955
grc,3584.0,1956
grc,3809.0,1957
grc,3962.0,1958
grc,4082.0,1959
grc,4156.0,1960
grc,4588.0,1961
grc,4644.0,1962
grc,5095.0,1963
grc,5493.0,1964
grc,5991.0,1965
grc,6314.0,1966
grc,6626.0,1967
grc,7041.0,1968
grc,7686.0,1969
grc,8240.0,1970
grc,8843.0,1971
grc,9697.0,1972
grc,10430.0,1973
grc,9693.0,1974
grc,10220.0,1975
grc,10790.0,1976
grc,10970.0,1977
grc,11600.0,1978
grc,11820.0,1979
grc,11770.0,1980
grc,11480.0,1981
grc,11290.0,1982
grc,11110.0,1983
grc,11270.0,1984
grc,11500.0,1985
grc,11520.0,1986
grc,11220.0,1987
grc,11680.0,1988
grc,12070.0,1989
grc,12000.0,1990
