body_mass_index_bmi_men_kgperm2,geo,time
26.55,gbr,1999
26.65,gbr,2000
26.75,gbr,2001
26.84,gbr,2002
26.93,gbr,2003
27.02,gbr,2004
27.1,gbr,2005
27.2,gbr,2006
27.3,gbr,2007
27.39,gbr,2008
25.46,usa,1980
25.58,usa,1981
25.68,usa,1982
25.79,usa,1983
25.91,usa,1984
26.03,usa,1985
26.14,usa,1986
26.26,usa,1987
26.38,usa,1988
26.49,usa,1989
26.61,usa,1990
26.72,usa,1991
26.84,usa,1992
26.95,usa,1993
27.07,usa,1994
27.18,usa,1995
27.28,usa,1996
27.39,usa,1997
27.5,usa,1998
27.6,usa,1999
27.71,usa,2000
27.81,usa,2001
27.9,usa,2002
28.0,usa,2003
28.1,usa,2004
28.2,usa,2005
28.29,usa,2006
28.38,usa,2007
28.46,usa,2008
24.24,ury,1980
24.32,ury,1981
24.39,ury,1982
24.44,ury,1983
24.5,ury,1984
24.55,ury,1985
24.6,ury,1986
24.67,ury,1987
24.74,ury,1988
24.81,ury,1989
24.87,ury,1990
24.95,ury,1991
25.06,ury,1992
25.16,ury,1993
25.27,ury,1994
25.37,ury,1995
25.48,ury,1996
25.58,ury,1997
25.69,ury,1998
25.79,ury,1999
25.87,ury,2000
25.93,ury,2001
25.97,ury,2002
26.01,ury,2003
26.06,ury,2004
26.13,ury,2005
26.21,ury,2006
26.29,ury,2007
26.39,ury,2008
24.57,uzb,1980
24.6,uzb,1981
24.62,uzb,1982
24.65,uzb,1983
24.67,uzb,1984
24.7,uzb,1985
24.72,uzb,1986
24.75,uzb,1987
24.77,uzb,1988
24.78,uzb,1989
24.78,uzb,1990
24.78,uzb,1991
24.75,uzb,1992
24.73,uzb,1993
24.71,uzb,1994
24.7,uzb,1995
24.68,uzb,1996
24.68,uzb,1997
24.7,uzb,1998
24.72,uzb,1999
24.75,uzb,2000
24.79,uzb,2001
24.84,uzb,2002
24.89,uzb,2003
24.95,uzb,2004
25.03,uzb,2005
25.13,uzb,2006
25.22,uzb,2007
25.32,uzb,2008
23.21,vut,1980
23.33,vut,1981
23.46,vut,1982
23.6,vut,1983
23.75,vut,1984
23.89,vut,1985
24.03,vut,1986
24.16,vut,1987
24.28,vut,1988
24.4,vut,1989
24.53,vut,1990
24.66,vut,1991
24.79,vut,1992
24.93,vut,1993
25.06,vut,1994
25.19,vut,1995
25.32,vut,1996
25.46,vut,1997
25.6,vut,1998
25.72,vut,1999
25.85,vut,2000
25.96,vut,2001
26.06,vut,2002
26.16,vut,2003
26.27,vut,2004
26.39,vut,2005
26.51,vut,2006
26.65,vut,2007
26.79,vut,2008
24.58,ven,1980
24.7,ven,1981
24.8,ven,1982
24.89,ven,1983
24.98,ven,1984
25.07,ven,1985
25.16,ven,1986
25.25,ven,1987
25.35,ven,1988
25.43,ven,1989
25.53,ven,1990
25.63,ven,1991
25.76,ven,1992
25.87,ven,1993
25.97,ven,1994
26.08,ven,1995
26.18,ven,1996
26.29,ven,1997
26.4,ven,1998
26.5,ven,1999
26.61,ven,2000
26.72,ven,2001
26.79,ven,2002
26.85,ven,2003
26.95,ven,2004
27.06,ven,2005
27.18,ven,2006
27.31,ven,2007
27.45,ven,2008
19.01,vnm,1980
19.04,vnm,1981
19.07,vnm,1982
19.1,vnm,1983
19.13,vnm,1984
19.16,vnm,1985
19.2,vnm,1986
19.23,vnm,1987
19.27,vnm,1988
19.31,vnm,1989
19.35,vnm,1990
19.4,vnm,1991
19.45,vnm,1992
19.51,vnm,1993
19.59,vnm,1994
19.67,vnm,1995
19.76,vnm,1996
19.85,vnm,1997
19.94,vnm,1998
20.02,vnm,1999
20.1,vnm,2000
20.19,vnm,2001
20.27,vnm,2002
20.36,vnm,2003
20.47,vnm,2004
20.57,vnm,2005
20.69,vnm,2006
20.8,vnm,2007
20.92,vnm,2008
24.32,pse,1980
24.4,pse,1981
24.49,pse,1982
24.57,pse,1983
24.66,pse,1984
24.74,pse,1985
24.83,pse,1986
24.92,pse,1987
25.0,pse,1988
25.09,pse,1989
25.18,pse,1990
25.27,pse,1991
25.38,pse,1992
25.49,pse,1993
25.61,pse,1994
25.73,pse,1995
25.87,pse,1996
26.01,pse,1997
26.15,pse,1998
26.28,pse,1999
26.39,pse,2000
26.46,pse,2001
26.49,pse,2002
26.51,pse,2003
26.53,pse,2004
26.54,pse,2005
26.54,pse,2006
26.55,pse,2007
26.58,pse,2008
22.9,yem,1980
22.97,yem,1981
23.03,yem,1982
23.07,yem,1983
23.13,yem,1984
23.17,yem,1985
23.21,yem,1986
23.25,yem,1987
23.29,yem,1988
23.34,yem,1989
23.38,yem,1990
23.42,yem,1991
23.47,yem,1992
23.51,yem,1993
23.56,yem,1994
23.62,yem,1995
23.67,yem,1996
23.73,yem,1997
23.79,yem,1998
23.85,yem,1999
23.92,yem,2000
23.99,yem,2001
24.06,yem,2002
24.12,yem,2003
24.19,yem,2004
24.26,yem,2005
24.32,yem,2006
24.38,yem,2007
24.44,yem,2008
19.66,zmb,1980
19.7,zmb,1981
19.73,zmb,1982
19.75,zmb,1983
19.78,zmb,1984
19.8,zmb,1985
19.82,zmb,1986
19.85,zmb,1987
19.88,zmb,1988
19.92,zmb,1989
19.97,zmb,1990
20.01,zmb,1991
20.04,zmb,1992
20.08,zmb,1993
20.1,zmb,1994
20.1,zmb,1995
20.11,zmb,1996
20.12,zmb,1997
20.13,zmb,1998
20.15,zmb,1999
20.17,zmb,2000
20.2,zmb,2001
20.24,zmb,2002
20.29,zmb,2003
20.36,zmb,2004
20.43,zmb,2005
20.51,zmb,2006
20.6,zmb,2007
20.68,zmb,2008
21.47,zwe,1980
21.49,zwe,1981
21.51,zwe,1982
21.53,zwe,1983
21.53,zwe,1984
21.54,zwe,1985
21.55,zwe,1986
21.55,zwe,1987
21.55,zwe,1988
21.57,zwe,1989
21.58,zwe,1990
21.6,zwe,1991
21.59,zwe,1992
21.59,zwe,1993
21.59,zwe,1994
21.59,zwe,1995
21.6,zwe,1996
21.63,zwe,1997
21.65,zwe,1998
21.69,zwe,1999
21.73,zwe,2000
21.77,zwe,2001
21.8,zwe,2002
21.82,zwe,2003
21.86,zwe,2004
21.89,zwe,2005
21.93,zwe,2006
21.97,zwe,2007
22.03,zwe,2008
