geo,government_share_of_total_health_spending_percent,time
tgo,24.8,2004
tgo,29.54,2005
tgo,32.3,2006
tgo,31.7,2007
tgo,35.29,2008
tgo,42.95,2009
tgo,44.22,2010
ton,65.4,1995
ton,66.83,1996
ton,68.1,1997
ton,68.48,1998
ton,73.27,1999
ton,70.75,2000
ton,75.69,2001
ton,75.71,2002
ton,83.15,2003
ton,83.15,2004
ton,87.07,2005
ton,87.04,2006
ton,84.93,2007
ton,84.93,2008
ton,79.62,2009
ton,81.5,2010
tto,47.56,1995
tto,45.83,1996
tto,46.31,1997
tto,39.48,1998
tto,44.45,1999
tto,43.04,2000
tto,47.44,2001
tto,50.87,2002
tto,48.91,2003
tto,47.47,2004
tto,52.87,2005
tto,53.75,2006
tto,49.15,2007
tto,48.88,2008
tto,60.59,2009
tto,59.89,2010
tun,51.69,1995
tun,52.97,1996
tun,52.59,1997
tun,52.35,1998
tun,51.73,1999
tun,54.93,2000
tun,53.75,2001
tun,52.65,2002
tun,52.71,2003
tun,51.84,2004
tun,51.53,2005
tun,52.4,2006
tun,52.37,2007
tun,54.09,2008
tun,54.88,2009
tun,54.3,2010
tur,70.32,1995
tur,69.16,1996
tur,71.61,1997
tur,71.93,1998
tur,61.13,1999
tur,62.93,2000
tur,68.07,2001
tur,70.68,2002
tur,71.92,2003
tur,71.25,2004
tur,67.84,2005
tur,68.34,2006
tur,67.83,2007
tur,73.02,2008
tur,75.13,2009
tur,75.2,2010
tkm,60.35,1995
tkm,69.66,1996
tkm,71.77,1997
tkm,72.8,1998
tkm,69.1,1999
tkm,79.59,2000
tkm,75.96,2001
tkm,69.92,2002
tkm,71.36,2003
tkm,67.66,2004
tkm,63.26,2005
tkm,58.0,2006
tkm,55.56,2007
tkm,49.14,2008
tkm,59.24,2009
tkm,59.38,2010
tuv,99.57,1995
tuv,99.81,1996
tuv,99.73,1997
tuv,99.75,1998
tuv,99.77,1999
tuv,99.88,2000
tuv,99.88,2001
tuv,99.86,2002
tuv,99.9,2003
tuv,99.89,2004
tuv,99.89,2005
tuv,99.9,2006
tuv,99.89,2007
tuv,99.91,2008
tuv,99.87,2009
tuv,99.89,2010
uga,26.43,1995
uga,26.89,1996
uga,30.22,1997
uga,28.8,1998
uga,30.57,1999
uga,26.85,2000
uga,27.33,2001
uga,29.5,2002
uga,29.18,2003
uga,25.89,2004
uga,25.29,2005
uga,21.04,2006
uga,19.54,2007
uga,17.18,2008
uga,21.76,2009
uga,21.74,2010
ukr,61.24,1995
ukr,63.6,1996
ukr,56.2,1997
ukr,53.51,1998
ukr,49.91,1999
ukr,51.8,2000
ukr,54.3,2001
ukr,56.19,2002
ukr,58.3,2003
ukr,58.55,2004
ukr,59.46,2005
ukr,60.77,2006
ukr,61.85,2007
ukr,57.66,2008
ukr,55.03,2009
ukr,56.63,2010
are,78.97,1995
are,79.25,1996
are,78.34,1997
are,67.31,1998
are,66.01,1999
are,65.14,2000
are,78.27,2001
are,63.07,2002
are,63.16,2003
are,59.14,2004
are,59.0,2005
are,59.39,2006
are,59.62,2007
are,66.01,2008
are,76.93,2009
are,74.37,2010
gbr,83.86,1995
gbr,82.94,1996
gbr,80.36,1997
gbr,80.35,1998
gbr,80.63,1999
gbr,79.2,2000
gbr,79.88,2001
gbr,79.81,2002
gbr,80.03,2003
gbr,81.34,2004
gbr,81.88,2005
gbr,81.27,2006
gbr,81.34,2007
gbr,82.35,2008
gbr,84.15,2009
gbr,83.89,2010
usa,44.91,1995
usa,44.97,1996
usa,44.67,1997
usa,43.51,1998
usa,43.06,1999
usa,43.2,2000
usa,44.16,2001
usa,44.1,2002
usa,43.6,2003
usa,44.0,2004
usa,44.08,2005
usa,44.88,2006
usa,45.12,2007
usa,46.04,2008
usa,47.67,2009
usa,53.06,2010
ury,59.56,1995
ury,53.0,1996
ury,41.94,1997
ury,43.57,1998
ury,73.35,1999
ury,72.3,2000
ury,71.91,2001
ury,70.84,2002
ury,67.97,2003
ury,49.34,2004
ury,50.69,2005
ury,53.13,2006
ury,54.61,2007
ury,63.79,2008
ury,65.32,2009
ury,67.06,2010
uzb,69.59,1995
uzb,68.1,1996
uzb,63.39,1997
uzb,45.83,1998
uzb,46.68,1999
uzb,44.07,2000
uzb,44.85,2001
uzb,43.88,2002
uzb,45.4,2003
uzb,41.72,2004
uzb,43.29,2005
uzb,41.85,2006
uzb,41.52,2007
uzb,45.84,2008
uzb,45.35,2009
uzb,47.47,2010
vut,76.87,1995
vut,72.14,1996
vut,76.76,1997
vut,77.81,1998
vut,74.9,1999
vut,76.63,2000
vut,75.99,2001
vut,75.58,2002
vut,75.09,2003
vut,74.0,2004
vut,72.89,2005
vut,79.28,2006
vut,86.56,2007
vut,88.43,2008
vut,89.85,2009
vut,90.61,2010
ven,42.6,1995
ven,42.44,1996
ven,35.93,1997
ven,32.49,1998
ven,37.01,1999
ven,41.48,2000
ven,40.67,2001
ven,39.3,2002
ven,38.13,2003
ven,41.4,2004
ven,43.29,2005
ven,41.66,2006
ven,46.51,2007
ven,44.95,2008
ven,40.05,2009
ven,34.9,2010
vnm,34.51,1995
vnm,32.61,1996
vnm,33.04,1997
vnm,35.02,1998
vnm,35.16,1999
vnm,30.95,2000
vnm,31.46,2001
vnm,30.48,2002
vnm,32.07,2003
vnm,27.4,2004
vnm,26.4,2005
vnm,32.9,2006
vnm,39.98,2007
vnm,33.96,2008
vnm,37.54,2009
vnm,37.84,2010
yem,31.46,1995
yem,43.71,1996
yem,45.4,1997
yem,46.81,1998
yem,49.91,1999
yem,53.82,2000
yem,53.27,2001
yem,51.25,2002
yem,45.81,2003
yem,37.85,2004
yem,33.86,2005
yem,31.59,2006
yem,29.75,2007
yem,30.97,2008
yem,26.49,2009
yem,24.16,2010
zmb,60.62,1995
zmb,62.05,1996
zmb,65.28,1997
zmb,62.16,1998
zmb,49.42,1999
zmb,51.26,2000
zmb,56.94,2001
zmb,63.85,2002
zmb,61.61,2003
zmb,57.28,2004
zmb,54.86,2005
zmb,60.71,2006
zmb,55.69,2007
zmb,59.5,2008
zmb,58.65,2009
zmb,60.28,2010
zwe,54.63,1995
zwe,51.4,1996
zwe,47.36,1997
zwe,55.87,1998
zwe,48.94,1999
zwe,52.77,2000
zwe,38.38,2001
