geo,males_aged_15plus_employment_rate_percent,time
jam,69.3,1999
jam,69.1,2000
jam,68.7,2001
jam,67.4,2002
jam,69.4,2003
jam,68.7,2004
jam,69.3,2005
jam,69.7,2006
jam,69.5,2007
jpn,76.1,1991
jpn,76.5,1992
jpn,76.3,1993
jpn,75.7,1994
jpn,75.3,1995
jpn,75.2,1996
jpn,75.1,1997
jpn,74.1,1998
jpn,73.2,1999
jpn,72.7,2000
jpn,71.9,2001
jpn,70.9,2002
jpn,70.4,2003
jpn,70.1,2004
jpn,70.2,2005
jpn,70.2,2006
jpn,69.2,2007
jor,60.5,1991
jor,60.6,1992
jor,60.2,1993
jor,62.3,1994
jor,64.0,1995
jor,64.7,1996
jor,64.0,1997
jor,64.2,1998
jor,63.7,1999
jor,62.6,2000
jor,62.2,2001
jor,61.4,2002
jor,61.8,2003
jor,63.7,2004
jor,63.5,2005
jor,63.5,2006
jor,63.2,2007
kaz,72.2,1991
kaz,69.8,1992
kaz,70.9,1993
kaz,72.4,1994
kaz,70.0,1995
kaz,68.5,1996
kaz,68.3,1997
kaz,68.1,1998
kaz,67.8,1999
kaz,68.1,2000
kaz,69.5,2001
kaz,70.2,2002
kaz,70.1,2003
kaz,69.7,2004
kaz,69.1,2005
kaz,68.9,2006
kaz,69.9,2007
ken,79.9,1991
ken,79.6,1992
ken,79.5,1993
ken,79.5,1994
ken,79.4,1995
ken,79.2,1996
ken,78.9,1997
ken,78.9,1998
ken,80.5,1999
ken,80.2,2000
ken,80.1,2001
ken,79.8,2002
ken,79.7,2003
ken,79.7,2004
ken,79.8,2005
ken,79.9,2006
ken,79.9,2007
prk,76.3,1991
prk,76.5,1992
prk,76.9,1993
prk,77.2,1994
prk,77.2,1995
prk,75.0,1996
prk,74.7,1997
prk,73.7,1998
prk,73.9,1999
prk,73.8,2000
prk,73.1,2001
prk,73.5,2002
prk,73.6,2003
prk,73.9,2004
prk,73.8,2005
prk,73.8,2006
prk,73.5,2007
kor,72.0,1991
kor,72.3,1992
kor,71.8,1993
kor,72.9,1994
kor,73.4,1995
kor,73.4,1996
kor,73.1,1997
kor,68.4,1998
kor,68.2,1999
kor,69.6,2000
kor,69.7,2001
kor,70.8,2002
kor,70.4,2003
kor,70.6,2004
kor,70.2,2005
kor,70.0,2006
kor,70.0,2007
kwt,80.1,1991
kwt,80.7,1992
kwt,81.0,1993
kwt,81.6,1994
kwt,82.0,1995
kwt,82.5,1996
kwt,83.0,1997
kwt,83.1,1998
kwt,83.1,1999
kwt,83.0,2000
kwt,82.8,2001
kwt,81.9,2002
kwt,81.0,2003
kwt,80.5,2004
kwt,80.2,2005
kwt,79.9,2006
kwt,79.8,2007
kgz,67.8,1991
kgz,67.6,1992
kgz,67.4,1993
kgz,67.9,1994
kgz,67.4,1995
kgz,68.0,1996
kgz,68.1,1997
kgz,67.4,1998
kgz,68.2,1999
kgz,67.6,2000
kgz,67.6,2001
kgz,65.6,2002
kgz,67.4,2003
kgz,68.3,2004
kgz,68.6,2005
kgz,68.7,2006
kgz,69.7,2007
lao,81.7,1991
lao,81.6,1992
lao,81.5,1993
lao,81.2,1994
lao,80.2,1995
lao,80.2,1996
lao,80.0,1997
lao,80.1,1998
lao,80.1,1999
lao,79.8,2000
lao,79.7,2001
lao,79.5,2002
lao,79.1,2003
lao,78.9,2004
lao,78.5,2005
lao,78.2,2006
lao,78.3,2007
lva,65.1,1991
lva,64.5,1992
lva,63.8,1993
lva,63.0,1994
lva,66.2,1995
lva,55.0,1996
lva,57.8,1997
lva,58.6,1998
lva,57.6,1999
lva,54.6,2000
lva,55.5,2001
lva,58.0,2002
lva,59.1,2003
lva,59.6,2004
lva,60.9,2005
lva,63.9,2006
lva,64.3,2007
lbn,74.5,1991
lbn,73.2,1992
lbn,73.3,1993
lbn,73.0,1994
lbn,73.1,1995
lbn,72.7,1996
lbn,72.2,1997
lbn,72.1,1998
lbn,72.4,1999
lbn,72.5,2000
lbn,72.2,2001
lbn,72.0,2002
lbn,71.5,2003
lbn,71.5,2004
lbn,71.4,2005
lbn,71.6,2006
lbn,71.4,2007
lso,63.2,1991
lso,61.8,1992
lso,62.6,1993
lso,62.5,1994
lso,60.9,1995
lso,58.1,1996
lso,55.7,1997
lso,59.3,1998
lso,62.6,1999
lso,64.6,2000
lso,63.4,2001
lso,64.1,2002
lso,63.5,2003
lso,64.5,2004
lso,62.9,2005
lso,66.2,2006
lso,64.2,2007
lbr,79.4,1991
lbr,79.4,1992
lbr,79.4,1993
lbr,79.4,1994
lbr,79.3,1995
lbr,79.1,1996
lbr,79.0,1997
lbr,79.0,1998
lbr,79.0,1999
lbr,78.9,2000
lbr,78.8,2001
lbr,78.8,2002
lbr,78.7,2003
lbr,78.7,2004
lbr,78.7,2005
lbr,78.8,2006
lbr,78.9,2007
lby,71.9,1991
lby,71.1,1992
lby,71.1,1993
lby,71.2,1994
lby,70.6,1995
lby,70.7,1996
lby,70.5,1997
lby,70.1,1998
lby,70.0,1999
lby,70.0,2000
lby,70.0,2001
lby,70.5,2002
lby,71.2,2003
lby,71.3,2004
lby,71.8,2005
lby,71.8,2006
lby,72.0,2007
ltu,61.5,1991
ltu,60.8,1992
ltu,60.0,1993
ltu,59.6,1994
ltu,59.3,1995
ltu,59.7,1996
ltu,60.1,1997
ltu,59.9,1998
ltu,59.2,1999
ltu,55.2,2000
ltu,53.9,2001
ltu,55.1,2002
ltu,56.3,2003
ltu,56.6,2004
ltu,57.7,2005
ltu,58.1,2006
ltu,58.3,2007
lux,68.1,1991
lux,67.1,1992
lux,66.9,1993
lux,65.2,1994
lux,64.6,1995
lux,64.4,1996
lux,64.1,1997
lux,64.1,1998
lux,63.9,1999
lux,64.6,2000
lux,64.1,2001
lux,64.8,2002
lux,62.7,2003
lux,62.2,2004
lux,62.7,2005
lux,62.3,2006
lux,61.5,2007
mac,70.6,1991
mac,70.4,1992
mac,69.8,1993
mac,68.8,1994
mac,69.5,1995
mac,77.3,1996
mac,76.9,1997
mac,74.5,1998
mac,71.0,1999
mac,69.0,2000
mac,70.3,2001
mac,67.1,2002
mac,66.7,2003
mac,68.5,2004
mac,69.6,2005
mac,71.7,2006
mac,70.6,2007
mdg,83.0,1991
mdg,83.3,1992
mdg,83.5,1993
mdg,83.7,1994
mdg,83.8,1995
mdg,84.0,1996
mdg,84.2,1997
mdg,84.3,1998
mdg,84.5,1999
mdg,84.3,2000
mdg,83.9,2001
mdg,83.8,2002
mdg,82.5,2003
mdg,85.3,2004
mdg,87.6,2005
mdg,87.3,2006
mdg,86.8,2007
mwi,74.9,1991
mwi,74.5,1992
mwi,74.5,1993
mwi,74.0,1994
mwi,74.1,1995
mwi,73.9,1996
mwi,73.8,1997
mwi,73.6,1998
mwi,73.8,1999
mwi,74.0,2000
mwi,74.5,2001
mwi,74.7,2002
mwi,74.7,2003
mwi,74.6,2004
mwi,74.6,2005
mwi,74.3,2006
mwi,74.7,2007
mys,78.4,1991
mys,78.1,1992
mys,78.7,1993
mys,78.8,1994
mys,78.8,1995
mys,79.3,1996
mys,79.3,1997
mys,78.7,1998
mys,78.0,1999
mys,78.6,2000
mys,78.3,2001
mys,78.3,2002
mys,78.1,2003
mys,78.0,2004
mys,78.0,2005
mys,78.0,2006
mys,77.5,2007
mdv,76.3,1991
mdv,75.6,1992
mdv,74.6,1993
mdv,74.5,1994
mdv,73.9,1995
mdv,73.2,1996
mdv,72.4,1997
mdv,72.2,1998
mdv,72.3,1999
mdv,71.3,2000
mdv,71.3,2001
mdv,73.0,2002
mdv,73.6,2003
mdv,74.1,2004
mdv,73.4,2005
mdv,70.4,2006
mdv,71.0,2007
mli,64.2,1991
mli,63.6,1992
mli,64.1,1993
mli,63.7,1994
mli,64.3,1995
mli,65.1,1996
mli,65.6,1997
mli,64.0,1998
mli,61.7,1999
mli,62.5,2000
mli,62.0,2001
mli,62.3,2002
mli,60.8,2003
mli,59.1,2004
mli,59.0,2005
mli,58.8,2006
mli,58.4,2007
mlt,68.7,1991
mlt,68.3,1992
mlt,67.7,1993
mlt,66.6,1994
mlt,67.5,1995
mlt,68.2,1996
mlt,67.7,1997
mlt,66.8,1998
mlt,67.7,1999
mlt,66.7,2000
mlt,66.5,2001
mlt,65.4,2002
mlt,63.5,2003
mlt,64.9,2004
mlt,64.4,2005
mlt,64.5,2006
mlt,63.9,2007
mtq,53.3,1991
mtq,53.1,1992
mtq,53.8,1993
mtq,53.7,1994
mtq,51.7,1995
mtq,50.7,1996
mtq,49.2,1997
mtq,48.4,1998
mtq,48.4,1999
mtq,49.1,2000
mtq,49.7,2001
mtq,50.7,2002
mtq,50.4,2003
mtq,50.2,2004
mtq,50.3,2005
mtq,48.1,2006
mtq,47.5,2007
mrt,60.0,1991
mrt,59.8,1992
mrt,59.4,1993
mrt,59.2,1994
mrt,59.0,1995
mrt,58.8,1996
mrt,58.7,1997
mrt,58.6,1998
mrt,59.8,1999
mrt,61.1,2000
mrt,57.7,2001
mrt,55.6,2002
mrt,52.6,2003
mrt,49.2,2004
mrt,48.8,2005
mrt,48.8,2006
mrt,48.5,2007
mus,77.5,1991
mus,80.2,1992
mus,79.8,1993
mus,79.3,1994
mus,73.9,1995
mus,76.8,1996
mus,76.4,1997
mus,76.2,1998
mus,75.8,1999
mus,75.2,2000
mus,75.1,2001
mus,78.2,2002
mus,77.4,2003
mus,73.3,2004
mus,72.7,2005
mus,72.4,2006
mus,73.2,2007
mex,82.4,1991
mex,82.7,1992
mex,83.0,1993
mex,81.2,1994
mex,78.2,1995
mex,79.6,1996
mex,81.5,1997
mex,81.5,1998
mex,81.7,1999
mex,80.9,2000
mex,80.5,2001
mex,79.8,2002
mex,79.3,2003
mex,79.3,2004
mex,78.6,2005
mex,79.6,2006
mex,77.7,2007
mng,55.5,1991
mng,56.2,1992
mng,55.7,1993
mng,55.5,1994
mng,57.0,1995
mng,55.4,1996
mng,55.1,1997
mng,55.1,1998
mng,54.7,1999
mng,54.1,2000
mng,54.2,2001
mng,54.3,2002
mng,55.3,2003
mng,54.7,2004
mng,53.7,2005
mng,53.7,2006
mng,53.3,2007
mar,71.5,1991
mar,72.2,1992
mar,72.6,1993
mar,72.1,1994
mar,72.9,1995
mar,72.2,1996
mar,72.6,1997
mar,72.3,1998
mar,70.1,1999
mar,69.9,2000
mar,70.5,2001
mar,71.1,2002
mar,70.8,2003
mar,71.8,2004
mar,71.4,2005
mar,71.9,2006
mar,71.8,2007
moz,77.3,1991
moz,76.8,1992
moz,76.8,1993
moz,76.4,1994
moz,75.8,1995
moz,75.3,1996
moz,74.4,1997
moz,73.8,1998
moz,73.4,1999
moz,73.2,2000
moz,72.7,2001
moz,72.7,2002
moz,72.4,2003
moz,72.1,2004
moz,71.7,2005
moz,71.4,2006
moz,71.3,2007
mmr,83.8,1991
mmr,83.9,1992
mmr,83.8,1993
mmr,83.7,1994
mmr,83.6,1995
mmr,83.5,1996
mmr,83.4,1997
mmr,83.7,1998
mmr,83.8,1999
mmr,83.7,2000
mmr,83.7,2001
mmr,83.6,2002
mmr,83.6,2003
mmr,83.5,2004
mmr,83.4,2005
mmr,83.0,2006
mmr,83.3,2007
nam,53.1,1991
nam,52.7,1992
nam,53.2,1993
nam,52.8,1994
nam,52.1,1995
nam,51.5,1996
nam,51.0,1997
nam,51.4,1998
nam,51.6,1999
nam,51.6,2000
nam,52.4,2001
nam,50.0,2002
nam,50.1,2003
nam,48.0,2004
nam,47.2,2005
nam,46.5,2006
nam,46.9,2007
npl,76.0,1991
npl,77.5,1992
npl,77.1,1993
npl,76.7,1994
npl,76.3,1995
npl,74.4,1996
npl,74.7,1997
npl,75.0,1998
npl,75.9,1999
npl,72.8,2000
npl,69.6,2001
npl,70.3,2002
npl,69.7,2003
npl,69.5,2004
npl,69.6,2005
npl,69.4,2006
npl,69.4,2007
nld,66.7,1991
nld,66.8,1992
nld,66.0,1993
nld,65.6,1994
nld,66.6,1995
nld,67.4,1996
nld,68.5,1997
nld,69.7,1998
nld,70.3,1999
nld,70.6,2000
nld,70.4,2001
nld,70.0,2002
nld,68.8,2003
nld,67.6,2004
nld,66.9,2005
nld,67.8,2006
nld,68.6,2007
ant,60.6,1991
ant,61.7,1992
ant,61.1,1993
ant,61.3,1994
ant,62.0,1995
ant,62.1,1996
ant,60.2,1997
ant,59.6,1998
ant,59.5,1999
ant,59.2,2000
ant,58.5,2001
ant,58.5,2002
ant,58.5,2003
ant,56.6,2004
ant,55.2,2005
ant,58.6,2006
ant,61.1,2007
nzl,65.7,1991
nzl,65.2,1992
nzl,65.8,1993
nzl,67.4,1994
nzl,69.5,1995
nzl,69.9,1996
nzl,69.3,1997
nzl,68.0,1998
nzl,68.3,1999
nzl,69.1,2000
nzl,70.1,2001
nzl,70.9,2002
nzl,70.5,2003
nzl,71.7,2004
nzl,72.3,2005
nzl,72.9,2006
nzl,72.0,2007
nic,73.4,1991
nic,76.5,1992
nic,73.0,1993
nic,80.4,1994
nic,70.6,1995
nic,73.0,1996
nic,74.6,1997
nic,74.9,1998
nic,77.0,1999
nic,81.9,2000
nic,77.6,2001
nic,76.8,2002
nic,80.2,2003
nic,81.3,2004
nic,82.2,2005
nic,82.3,2006
nic,82.4,2007
ner,81.8,1991
ner,81.9,1992
ner,81.9,1993
ner,81.8,1994
ner,81.9,1995
ner,82.2,1996
ner,82.3,1997
ner,82.3,1998
ner,82.4,1999
ner,82.6,2000
ner,82.7,2001
ner,82.7,2002
ner,82.6,2003
ner,82.6,2004
ner,82.7,2005
ner,82.5,2006
ner,82.5,2007
nga,69.8,1991
nga,69.8,1992
nga,69.7,1993
nga,69.8,1994
nga,69.8,1995
nga,69.7,1996
nga,69.4,1997
nga,69.1,1998
nga,69.1,1999
nga,68.5,2000
nga,68.4,2001
nga,68.2,2002
nga,67.3,2003
nga,66.8,2004
nga,66.5,2005
nga,66.2,2006
nga,65.7,2007
nor,66.2,1991
nor,65.6,1992
nor,64.9,1993
nor,65.8,1994
nor,66.8,1995
nor,68.4,1996
nor,69.9,1997
nor,71.2,1998
nor,70.4,1999
nor,70.3,2000
nor,70.1,2001
nor,69.5,2002
nor,68.3,2003
nor,68.1,2004
nor,68.0,2005
nor,69.0,2006
nor,69.2,2007
omn,76.0,1991
omn,76.1,1992
omn,76.3,1993
omn,76.4,1994
omn,76.4,1995
omn,76.0,1996
omn,75.5,1997
omn,74.8,1998
omn,74.3,1999
omn,73.8,2000
omn,73.1,2001
omn,72.5,2002
omn,72.1,2003
omn,71.8,2004
omn,71.5,2005
omn,71.2,2006
omn,71.2,2007
pak,81.4,1991
pak,81.8,1992
pak,80.9,1993
pak,81.1,1994
pak,80.7,1995
pak,80.7,1996
pak,80.7,1997
pak,80.1,1998
pak,80.2,1999
pak,79.4,2000
pak,78.7,2001
pak,78.4,2002
pak,77.9,2003
pak,78.5,2004
pak,78.8,2005
pak,80.5,2006
pak,81.2,2007
pan,70.2,1991
pan,72.2,1992
pan,74.3,1993
pan,73.5,1994
pan,73.6,1995
pan,72.9,1996
pan,73.1,1997
pan,73.3,1998
pan,74.4,1999
pan,72.2,2000
pan,71.5,2001
pan,71.9,2002
pan,72.3,2003
pan,73.7,2004
pan,74.5,2005
pan,74.9,2006
pan,76.1,2007
png,72.6,1991
png,71.6,1992
png,70.7,1993
png,70.6,1994
png,71.1,1995
png,70.9,1996
png,71.3,1997
png,71.9,1998
png,71.5,1999
png,72.2,2000
png,72.5,2001
png,72.2,2002
png,71.6,2003
png,71.6,2004
png,71.7,2005
png,71.7,2006
png,71.9,2007
pry,77.7,1991
pry,78.6,1992
pry,79.4,1993
pry,79.9,1994
pry,83.1,1995
pry,82.2,1996
pry,81.2,1997
pry,80.8,1998
pry,79.8,1999
pry,79.2,2000
pry,79.0,2001
pry,77.2,2002
pry,79.0,2003
pry,79.2,2004
pry,80.8,2005
pry,80.0,2006
pry,80.9,2007
per,71.0,1991
per,71.3,1992
per,71.7,1993
per,73.0,1994
per,73.1,1995
per,73.1,1996
per,74.0,1997
per,73.8,1998
per,74.5,1999
per,75.2,2000
per,75.4,2001
per,76.4,2002
per,76.1,2003
per,75.9,2004
per,75.7,2005
per,75.4,2006
per,76.9,2007
phl,76.2,1991
phl,76.5,1992
phl,75.8,1993
phl,76.2,1994
phl,76.9,1995
phl,77.6,1996
phl,76.9,1997
phl,76.0,1998
phl,75.2,1999
phl,73.2,2000
phl,74.2,2001
phl,73.5,2002
phl,73.9,2003
phl,73.4,2004
phl,73.9,2005
phl,73.3,2006
phl,75.3,2007
pol,62.2,1991
pol,61.3,1992
pol,60.4,1993
pol,58.7,1994
pol,58.4,1995
pol,58.5,1996
pol,59.1,1997
pol,58.6,1998
pol,55.9,1999
pol,54.3,2000
pol,52.5,2001
pol,50.3,2002
pol,50.2,2003
pol,50.8,2004
pol,52.1,2005
pol,54.2,2006
pol,55.8,2007
prt,71.2,1991
prt,68.8,1992
prt,66.9,1993
prt,65.7,1994
prt,64.4,1995
prt,64.5,1996
prt,65.1,1997
prt,67.1,1998
prt,66.9,1999
prt,67.7,2000
prt,68.1,2001
prt,67.6,2002
prt,66.3,2003
prt,65.5,2004
prt,64.8,2005
prt,65.2,2006
prt,65.2,2007
pri,50.5,1991
pri,49.5,1992
pri,50.1,1993
pri,51.1,1994
pri,51.0,1995
pri,52.6,1996
pri,53.3,1997
pri,53.6,1998
pri,52.5,1999
pri,52.6,2000
pri,51.3,2001
pri,51.0,2002
pri,51.4,2003
pri,52.0,2004
pri,51.7,2005
pri,51.2,2006
pri,51.2,2007
qat,90.8,1991
qat,90.3,1992
qat,89.5,1993
qat,88.6,1994
qat,87.8,1995
qat,87.7,1996
qat,86.9,1997
qat,87.0,1998
qat,86.5,1999
qat,87.7,2000
qat,86.9,2001
qat,87.7,2002
qat,88.6,2003
qat,90.3,2004
qat,90.4,2005
qat,90.3,2006
qat,90.7,2007
mda,63.4,1991
mda,62.8,1992
mda,62.1,1993
mda,61.1,1994
mda,60.0,1995
mda,59.3,1996
mda,58.4,1997
mda,56.1,1998
mda,53.7,1999
mda,53.8,2000
mda,52.7,2001
mda,51.1,2002
mda,48.3,2003
mda,45.8,2004
mda,45.9,2005
mda,46.2,2006
mda,45.0,2007
reu,42.4,1991
reu,43.0,1992
reu,43.7,1993
reu,46.3,1994
reu,48.7,1995
reu,44.4,1996
reu,45.0,1997
reu,43.8,1998
reu,41.2,1999
reu,44.4,2000
reu,46.3,2001
reu,47.6,2002
reu,46.3,2003
reu,45.7,2004
reu,46.8,2005
reu,48.0,2006
reu,50.9,2007
rou,62.6,1991
rou,65.5,1992
rou,67.2,1993
rou,66.6,1994
rou,68.8,1995
rou,68.1,1996
rou,68.4,1997
rou,67.0,1998
rou,66.1,1999
rou,65.3,2000
rou,64.4,2001
rou,56.1,2002
rou,59.3,2003
rou,56.7,2004
rou,57.0,2005
rou,57.6,2006
rou,55.6,2007
rus,65.2,1991
rus,68.3,1992
rus,67.6,1993
rus,65.6,1994
rus,63.9,1995
rus,62.6,1996
rus,60.7,1997
rus,59.1,1998
rus,58.7,1999
rus,61.3,2000
rus,61.9,2001
rus,62.4,2002
rus,61.8,2003
rus,62.3,2004
rus,63.2,2005
rus,62.8,2006
rus,64.8,2007
rwa,87.9,1991
rwa,87.7,1992
rwa,88.0,1993
rwa,90.6,1994
rwa,89.3,1995
rwa,88.3,1996
rwa,87.3,1997
rwa,86.5,1998
rwa,85.6,1999
rwa,84.7,2000
rwa,83.6,2001
rwa,82.2,2002
rwa,81.1,2003
rwa,80.1,2004
rwa,79.4,2005
rwa,79.2,2006
rwa,79.0,2007
sau,76.6,1991
sau,76.7,1992
sau,76.7,1993
sau,77.0,1994
sau,77.0,1995
sau,76.3,1996
sau,76.0,1997
sau,75.7,1998
sau,76.7,1999
sau,76.3,2000
sau,76.5,2001
sau,76.5,2002
sau,76.7,2003
sau,77.1,2004
sau,76.3,2005
sau,75.3,2006
sau,76.1,2007
sen,77.2,1991
sen,77.2,1992
sen,77.2,1993
sen,77.0,1994
sen,77.1,1995
sen,76.8,1996
sen,76.6,1997
sen,76.5,1998
sen,76.2,1999
sen,75.9,2000
sen,75.7,2001
sen,75.4,2002
sen,75.4,2003
sen,75.0,2004
sen,74.7,2005
sen,74.8,2006
sen,74.5,2007
scg,57.1,1991
scg,56.4,1992
scg,56.1,1993
scg,55.1,1994
scg,57.3,1995
scg,58.2,1996
scg,57.8,1997
scg,57.9,1998
scg,57.9,1999
scg,58.8,2000
scg,58.7,2001
scg,58.3,2002
scg,57.7,2003
scg,56.0,2004
scg,54.8,2005
scg,55.2,2006
scg,56.6,2007
sle,62.3,1991
sle,63.4,1992
sle,64.0,1993
sle,64.1,1994
sle,65.7,1995
sle,65.2,1996
sle,67.1,1997
sle,67.3,1998
sle,68.2,1999
sle,68.3,2000
sle,67.3,2001
sle,65.6,2002
sle,65.0,2003
sle,64.6,2004
sle,64.2,2005
sle,63.9,2006
sle,64.3,2007
sgp,78.6,1991
sgp,78.6,1992
sgp,78.3,1993
sgp,78.6,1994
sgp,76.8,1995
sgp,77.7,1996
sgp,77.3,1997
sgp,75.9,1998
sgp,74.9,1999
sgp,74.4,2000
sgp,75.6,2001
sgp,73.9,2002
sgp,73.4,2003
sgp,73.2,2004
sgp,73.3,2005
sgp,73.7,2006
sgp,73.5,2007
svk,62.4,1991
svk,61.9,1992
svk,61.6,1993
svk,60.0,1994
svk,60.3,1995
svk,61.7,1996
svk,60.6,1997
svk,59.9,1998
svk,57.1,1999
svk,55.2,2000
svk,55.2,2001
svk,55.8,2002
svk,56.9,2003
svk,56.8,2004
svk,58.1,2005
svk,60.0,2006
svk,62.2,2007
svn,61.6,1991
svn,57.9,1992
svn,53.6,1993
svn,59.7,1994
svn,61.2,1995
svn,59.9,1996
svn,60.5,1997
svn,61.4,1998
svn,60.2,1999
svn,60.1,2000
svn,60.7,2001
svn,60.9,2002
svn,59.3,2003
svn,61.7,2004
svn,61.9,2005
svn,62.3,2006
svn,62.9,2007
slb,78.6,1991
slb,78.9,1992
slb,78.9,1993
slb,79.1,1994
slb,79.1,1995
slb,79.0,1996
slb,78.8,1997
slb,78.7,1998
slb,78.6,1999
slb,78.2,2000
slb,78.2,2001
slb,78.3,2002
slb,78.4,2003
slb,78.4,2004
slb,78.2,2005
slb,78.2,2006
slb,77.8,2007
som,81.9,1991
som,81.6,1992
som,81.1,1993
som,80.8,1994
som,80.6,1995
som,80.7,1996
som,80.9,1997
som,81.2,1998
som,81.5,1999
som,81.7,2000
som,81.7,2001
som,81.7,2002
som,81.6,2003
som,81.6,2004
som,81.5,2005
som,81.6,2006
som,81.8,2007
zaf,49.3,1991
zaf,49.5,1992
zaf,49.2,1993
zaf,52.0,1994
zaf,53.4,1995
zaf,50.7,1996
zaf,49.5,1997
zaf,48.5,1998
zaf,48.5,1999
zaf,46.3,2000
zaf,45.1,2001
zaf,44.9,2002
zaf,44.2,2003
zaf,46.9,2004
zaf,46.2,2005
zaf,46.5,2006
zaf,48.4,2007
esp,60.2,1991
esp,57.4,1992
esp,53.6,1993
esp,52.4,1994
esp,53.4,1995
esp,53.8,1996
esp,54.8,1997
esp,56.5,1998
esp,58.5,1999
esp,60.0,2000
esp,60.8,2001
esp,60.8,2002
esp,61.3,2003
esp,61.9,2004
esp,63.3,2005
esp,64.0,2006
esp,63.8,2007
lka,70.5,1991
lka,69.9,1992
lka,69.1,1993
lka,70.1,1994
lka,69.0,1995
lka,70.6,1996
lka,71.5,1997
lka,73.3,1998
lka,73.0,1999
lka,73.7,2000
lka,73.1,2001
lka,72.3,2002
lka,71.7,2003
lka,71.2,2004
lka,71.1,2005
lka,70.7,2006
lka,71.8,2007
sdn,71.2,1991
sdn,70.1,1992
sdn,69.1,1993
sdn,69.7,1994
sdn,69.9,1995
sdn,69.8,1996
sdn,69.9,1997
sdn,69.3,1998
sdn,68.8,1999
sdn,68.4,2000
sdn,68.3,2001
sdn,68.1,2002
sdn,67.8,2003
sdn,67.5,2004
sdn,67.0,2005
sdn,66.5,2006
sdn,66.7,2007
sur,59.9,1991
sur,58.9,1992
sur,59.4,1993
sur,58.9,1994
sur,61.7,1995
sur,60.2,1996
sur,60.1,1997
sur,59.4,1998
sur,58.2,1999
sur,58.1,2000
sur,58.8,2001
sur,58.5,2002
sur,58.8,2003
sur,59.3,2004
sur,59.1,2005
sur,59.1,2006
sur,59.4,2007
swz,61.1,1991
swz,61.3,1992
swz,61.2,1993
swz,60.8,1994
swz,61.9,1995
swz,61.9,1996
swz,61.8,1997
swz,60.9,1998
swz,60.4,1999
swz,59.5,2000
swz,59.1,2001
swz,57.9,2002
swz,57.2,2003
swz,56.6,2004
swz,55.9,2005
swz,55.4,2006
swz,55.1,2007
swe,69.3,1991
swe,65.4,1992
swe,61.0,1993
swe,60.6,1994
swe,61.6,1995
swe,61.1,1996
swe,60.6,1997
swe,61.8,1998
swe,62.7,1999
swe,64.1,2000
swe,64.6,2001
swe,64.1,2002
swe,63.6,2003
swe,62.7,2004
swe,63.8,2005
swe,64.4,2006
swe,64.8,2007
che,80.3,1991
che,79.1,1992
che,78.5,1993
che,77.4,1994
che,77.5,1995
che,76.7,1996
che,75.6,1997
che,76.4,1998
che,76.5,1999
che,76.5,2000
che,76.4,2001
che,74.9,2002
che,74.0,2003
che,73.0,2004
che,72.2,2005
che,72.8,2006
che,72.2,2007
syr,77.4,1991
syr,77.4,1992
syr,77.5,1993
syr,77.8,1994
syr,78.1,1995
syr,75.5,1996
syr,71.6,1997
syr,74.2,1998
syr,76.1,1999
syr,78.8,2000
syr,76.1,2001
syr,76.8,2002
syr,72.3,2003
syr,72.6,2004
syr,72.8,2005
syr,73.1,2006
syr,72.7,2007
twn,73.2,1991
twn,72.3,1992
twn,72.2,1993
twn,71.5,1994
twn,70.2,1995
twn,69.0,1996
twn,68.4,1997
twn,67.4,1998
twn,66.8,1999
twn,65.5,2000
twn,64.0,2001
twn,63.0,2002
twn,63.1,2003
twn,63.0,2004
twn,62.7,2005
twn,62.3,2006
twn,61.9,2007
tjk,60.1,1991
tjk,57.6,1992
tjk,55.2,1993
tjk,51.5,1994
tjk,49.0,1995
tjk,45.1,1996
tjk,45.1,1997
tjk,46.2,1998
tjk,46.7,1999
tjk,48.1,2000
tjk,50.5,2001
tjk,51.3,2002
tjk,52.9,2003
tjk,53.8,2004
tjk,54.3,2005
tjk,55.1,2006
tjk,59.3,2007
tza,89.5,1991
tza,89.4,1992
tza,89.3,1993
tza,89.1,1994
tza,88.9,1995
tza,88.4,1996
tza,88.5,1997
tza,88.3,1998
tza,88.1,1999
tza,87.3,2000
tza,86.4,2001
tza,85.4,2002
tza,84.3,2003
tza,83.0,2004
tza,81.5,2005
tza,80.2,2006
tza,80.5,2007
tha,84.2,1991
tha,84.5,1992
tha,83.6,1993
tha,83.1,1994
tha,82.8,1995
tha,82.2,1996
tha,82.0,1997
tha,79.5,1998
tha,78.7,1999
tha,79.3,2000
tha,79.6,2001
tha,79.9,2002
tha,79.7,2003
tha,79.9,2004
tha,79.7,2005
tha,79.7,2006
tha,79.5,2007
mkd,45.6,1991
mkd,45.8,1992
mkd,45.7,1993
mkd,47.8,1994
mkd,46.6,1995
mkd,44.0,1996
mkd,43.0,1997
mkd,44.7,1998
mkd,44.7,1999
mkd,45.4,2000
mkd,46.2,2001
mkd,44.5,2002
mkd,41.0,2003
mkd,39.9,2004
mkd,40.6,2005
mkd,43.0,2006
mkd,43.1,2007
tgo,81.6,1991
tgo,81.6,1992
tgo,81.8,1993
tgo,81.8,1994
tgo,81.4,1995
tgo,81.2,1996
tgo,80.6,1997
tgo,80.5,1998
tgo,80.5,1999
tgo,80.4,2000
tgo,80.4,2001
tgo,80.3,2002
tgo,80.3,2003
tgo,80.1,2004
tgo,80.0,2005
