cholesterol_fat_in_blood_men_mmolperl,geo,time
4.729,pry,2001
4.714,pry,2002
4.697,pry,2003
4.678,pry,2004
4.661,pry,2005
4.647,pry,2006
4.633,pry,2007
4.622,pry,2008
4.914,per,1980
4.913,per,1981
4.912,per,1982
4.906,per,1983
4.902,per,1984
4.9,per,1985
4.898,per,1986
4.899,per,1987
4.892,per,1988
4.877,per,1989
4.861,per,1990
4.844,per,1991
4.83,per,1992
4.815,per,1993
4.806,per,1994
4.799,per,1995
4.79,per,1996
4.782,per,1997
4.771,per,1998
4.762,per,1999
4.751,per,2000
4.739,per,2001
4.729,per,2002
4.717,per,2003
4.705,per,2004
4.692,per,2005
4.681,per,2006
4.672,per,2007
4.667,per,2008
4.774,phl,1980
4.765,phl,1981
4.755,phl,1982
4.75,phl,1983
4.741,phl,1984
4.727,phl,1985
4.714,phl,1986
4.703,phl,1987
4.696,phl,1988
4.692,phl,1989
4.689,phl,1990
4.686,phl,1991
4.682,phl,1992
4.679,phl,1993
4.677,phl,1994
4.676,phl,1995
4.674,phl,1996
4.675,phl,1997
4.675,phl,1998
4.675,phl,1999
4.679,phl,2000
4.682,phl,2001
4.686,phl,2002
4.689,phl,2003
4.692,phl,2004
4.693,phl,2005
4.696,phl,2006
4.697,phl,2007
4.699,phl,2008
5.304,pol,1980
5.304,pol,1981
5.297,pol,1982
5.295,pol,1983
5.294,pol,1984
5.297,pol,1985
5.304,pol,1986
5.311,pol,1987
5.319,pol,1988
5.327,pol,1989
5.328,pol,1990
5.325,pol,1991
5.319,pol,1992
5.308,pol,1993
5.297,pol,1994
5.286,pol,1995
5.278,pol,1996
5.273,pol,1997
5.271,pol,1998
5.272,pol,1999
5.273,pol,2000
5.272,pol,2001
5.274,pol,2002
5.274,pol,2003
5.273,pol,2004
5.27,pol,2005
5.268,pol,2006
5.268,pol,2007
5.267,pol,2008
5.471,prt,1980
5.463,prt,1981
5.45,prt,1982
5.434,prt,1983
5.415,prt,1984
5.396,prt,1985
5.375,prt,1986
5.357,prt,1987
5.343,prt,1988
5.333,prt,1989
5.324,prt,1990
5.316,prt,1991
5.311,prt,1992
5.307,prt,1993
5.304,prt,1994
5.299,prt,1995
5.292,prt,1996
5.286,prt,1997
5.279,prt,1998
5.276,prt,1999
5.27,prt,2000
5.264,prt,2001
5.256,prt,2002
5.244,prt,2003
5.229,prt,2004
5.216,prt,2005
5.204,prt,2006
5.194,prt,2007
5.182,prt,2008
5.026,pri,1980
5.016,pri,1981
5.003,pri,1982
4.991,pri,1983
4.979,pri,1984
4.97,pri,1985
4.961,pri,1986
4.955,pri,1987
4.948,pri,1988
4.943,pri,1989
4.939,pri,1990
4.936,pri,1991
4.934,pri,1992
4.933,pri,1993
4.933,pri,1994
4.933,pri,1995
4.932,pri,1996
4.93,pri,1997
4.929,pri,1998
4.928,pri,1999
4.927,pri,2000
4.925,pri,2001
4.921,pri,2002
4.917,pri,2003
4.911,pri,2004
4.905,pri,2005
4.897,pri,2006
4.888,pri,2007
4.879,pri,2008
5.555,qat,1980
5.535,qat,1981
5.51,qat,1982
5.482,qat,1983
5.454,qat,1984
5.422,qat,1985
5.391,qat,1986
5.362,qat,1987
5.335,qat,1988
5.313,qat,1989
5.294,qat,1990
5.276,qat,1991
5.263,qat,1992
5.251,qat,1993
5.238,qat,1994
5.228,qat,1995
5.217,qat,1996
5.214,qat,1997
5.214,qat,1998
5.212,qat,1999
5.211,qat,2000
5.206,qat,2001
5.2,qat,2002
5.195,qat,2003
5.191,qat,2004
5.186,qat,2005
5.181,qat,2006
5.176,qat,2007
5.169,qat,2008
5.262,rou,1980
5.26,rou,1981
5.252,rou,1982
5.242,rou,1983
5.234,rou,1984
5.232,rou,1985
5.228,rou,1986
5.223,rou,1987
5.212,rou,1988
5.194,rou,1989
5.183,rou,1990
5.171,rou,1991
5.15,rou,1992
5.123,rou,1993
5.101,rou,1994
5.082,rou,1995
5.062,rou,1996
5.041,rou,1997
5.02,rou,1998
4.995,rou,1999
4.97,rou,2000
4.949,rou,2001
4.934,rou,2002
4.919,rou,2003
4.905,rou,2004
4.895,rou,2005
4.888,rou,2006
4.888,rou,2007
4.888,rou,2008
5.613,rus,1980
5.588,rus,1981
5.56,rus,1982
5.532,rus,1983
5.505,rus,1984
5.476,rus,1985
5.45,rus,1986
5.421,rus,1987
5.395,rus,1988
5.368,rus,1989
5.341,rus,1990
5.31,rus,1991
5.274,rus,1992
5.24,rus,1993
5.201,rus,1994
5.161,rus,1995
5.116,rus,1996
5.075,rus,1997
5.036,rus,1998
5.008,rus,1999
4.98,rus,2000
4.959,rus,2001
4.943,rus,2002
4.934,rus,2003
4.929,rus,2004
4.926,rus,2005
4.925,rus,2006
4.925,rus,2007
4.926,rus,2008
4.094,rwa,1980
4.097,rwa,1981
4.097,rwa,1982
4.097,rwa,1983
4.095,rwa,1984
4.09,rwa,1985
4.092,rwa,1986
4.091,rwa,1987
4.092,rwa,1988
4.089,rwa,1989
4.091,rwa,1990
4.091,rwa,1991
4.093,rwa,1992
4.086,rwa,1993
4.061,rwa,1994
4.052,rwa,1995
4.051,rwa,1996
4.047,rwa,1997
4.046,rwa,1998
4.047,rwa,1999
4.048,rwa,2000
4.051,rwa,2001
4.053,rwa,2002
4.06,rwa,2003
4.071,rwa,2004
4.08,rwa,2005
4.084,rwa,2006
4.089,rwa,2007
4.094,rwa,2008
4.792,kna,1980
4.79,kna,1981
4.78,kna,1982
4.772,kna,1983
4.765,kna,1984
4.762,kna,1985
4.758,kna,1986
4.756,kna,1987
4.751,kna,1988
4.745,kna,1989
4.746,kna,1990
4.744,kna,1991
4.743,kna,1992
4.744,kna,1993
4.747,kna,1994
4.751,kna,1995
4.753,kna,1996
4.756,kna,1997
4.757,kna,1998
4.759,kna,1999
4.763,kna,2000
4.762,kna,2001
4.762,kna,2002
4.759,kna,2003
4.754,kna,2004
4.746,kna,2005
4.736,kna,2006
4.723,kna,2007
4.712,kna,2008
4.665,lca,1980
4.654,lca,1981
4.642,lca,1982
4.633,lca,1983
4.631,lca,1984
4.627,lca,1985
4.631,lca,1986
4.634,lca,1987
4.638,lca,1988
4.644,lca,1989
4.654,lca,1990
4.665,lca,1991
4.674,lca,1992
4.684,lca,1993
4.685,lca,1994
4.691,lca,1995
4.683,lca,1996
4.671,lca,1997
4.666,lca,1998
4.662,lca,1999
4.652,lca,2000
4.645,lca,2001
4.631,lca,2002
4.632,lca,2003
4.623,lca,2004
4.614,lca,2005
4.602,lca,2006
4.592,lca,2007
4.581,lca,2008
4.577,vct,1980
4.568,vct,1981
4.564,vct,1982
4.561,vct,1983
4.562,vct,1984
4.563,vct,1985
4.564,vct,1986
4.567,vct,1987
4.569,vct,1988
4.574,vct,1989
4.58,vct,1990
4.583,vct,1991
4.589,vct,1992
4.591,vct,1993
4.593,vct,1994
4.593,vct,1995
4.592,vct,1996
4.591,vct,1997
4.589,vct,1998
4.585,vct,1999
4.58,vct,2000
4.572,vct,2001
4.566,vct,2002
4.556,vct,2003
4.55,vct,2004
4.541,vct,2005
4.54,vct,2006
4.533,vct,2007
4.528,vct,2008
4.711,wsm,1980
4.693,wsm,1981
4.677,wsm,1982
4.658,wsm,1983
4.639,wsm,1984
4.632,wsm,1985
4.622,wsm,1986
4.617,wsm,1987
4.605,wsm,1988
4.602,wsm,1989
4.598,wsm,1990
4.593,wsm,1991
4.596,wsm,1992
4.597,wsm,1993
4.591,wsm,1994
4.579,wsm,1995
4.568,wsm,1996
4.55,wsm,1997
4.533,wsm,1998
4.516,wsm,1999
4.506,wsm,2000
4.502,wsm,2001
4.497,wsm,2002
4.493,wsm,2003
4.49,wsm,2004
4.489,wsm,2005
4.486,wsm,2006
4.482,wsm,2007
4.477,wsm,2008
4.307,stp,1980
4.292,stp,1981
4.282,stp,1982
4.266,stp,1983
4.242,stp,1984
4.22,stp,1985
4.199,stp,1986
4.178,stp,1987
4.161,stp,1988
4.143,stp,1989
4.124,stp,1990
4.108,stp,1991
4.09,stp,1992
4.074,stp,1993
4.059,stp,1994
4.046,stp,1995
4.034,stp,1996
4.019,stp,1997
4.005,stp,1998
3.993,stp,1999
3.98,stp,2000
3.969,stp,2001
3.96,stp,2002
3.954,stp,2003
3.95,stp,2004
3.946,stp,2005
3.942,stp,2006
3.941,stp,2007
3.941,stp,2008
5.299,sau,1980
5.289,sau,1981
5.269,sau,1982
5.244,sau,1983
5.219,sau,1984
5.194,sau,1985
5.173,sau,1986
5.149,sau,1987
5.123,sau,1988
5.097,sau,1989
5.073,sau,1990
5.057,sau,1991
5.036,sau,1992
5.012,sau,1993
4.988,sau,1994
4.966,sau,1995
4.946,sau,1996
4.924,sau,1997
4.898,sau,1998
4.877,sau,1999
4.852,sau,2000
4.822,sau,2001
4.791,sau,2002
4.763,sau,2003
4.736,sau,2004
4.709,sau,2005
4.68,sau,2006
4.656,sau,2007
4.632,sau,2008
4.352,sen,1980
4.328,sen,1981
4.312,sen,1982
4.299,sen,1983
4.28,sen,1984
4.257,sen,1985
4.238,sen,1986
4.228,sen,1987
4.217,sen,1988
4.206,sen,1989
4.195,sen,1990
4.182,sen,1991
4.17,sen,1992
4.154,sen,1993
4.141,sen,1994
4.128,sen,1995
4.118,sen,1996
4.11,sen,1997
4.103,sen,1998
4.096,sen,1999
4.093,sen,2000
4.091,sen,2001
4.089,sen,2002
4.087,sen,2003
4.085,sen,2004
4.083,sen,2005
4.081,sen,2006
4.078,sen,2007
4.076,sen,2008
5.117,srb,1980
5.106,srb,1981
5.091,srb,1982
5.079,srb,1983
5.066,srb,1984
5.054,srb,1985
5.042,srb,1986
5.031,srb,1987
5.023,srb,1988
5.017,srb,1989
5.014,srb,1990
5.009,srb,1991
4.994,srb,1992
4.964,srb,1993
4.943,srb,1994
4.931,srb,1995
4.92,srb,1996
4.914,srb,1997
4.912,srb,1998
4.905,srb,1999
4.906,srb,2000
4.905,srb,2001
4.909,srb,2002
4.906,srb,2003
4.903,srb,2004
4.905,srb,2005
4.908,srb,2006
4.911,srb,2007
4.915,srb,2008
4.991,syc,1980
5.004,syc,1981
5.014,syc,1982
5.026,syc,1983
5.038,syc,1984
5.053,syc,1985
5.064,syc,1986
5.076,syc,1987
5.087,syc,1988
5.102,syc,1989
5.118,syc,1990
5.132,syc,1991
5.152,syc,1992
5.169,syc,1993
5.181,syc,1994
5.192,syc,1995
5.202,syc,1996
5.213,syc,1997
5.224,syc,1998
5.233,syc,1999
5.237,syc,2000
5.246,syc,2001
5.252,syc,2002
5.256,syc,2003
5.247,syc,2004
5.242,syc,2005
5.237,syc,2006
5.235,syc,2007
5.233,syc,2008
4.202,sle,1980
4.189,sle,1981
4.177,sle,1982
4.164,sle,1983
4.151,sle,1984
4.138,sle,1985
4.122,sle,1986
4.108,sle,1987
4.093,sle,1988
4.076,sle,1989
4.06,sle,1990
4.042,sle,1991
4.019,sle,1992
3.998,sle,1993
3.977,sle,1994
3.956,sle,1995
3.932,sle,1996
3.901,sle,1997
3.874,sle,1998
3.849,sle,1999
3.83,sle,2000
3.816,sle,2001
3.81,sle,2002
3.806,sle,2003
3.804,sle,2004
3.805,sle,2005
3.809,sle,2006
3.814,sle,2007
3.819,sle,2008
5.84,sgp,1980
5.789,sgp,1981
5.738,sgp,1982
5.687,sgp,1983
5.636,sgp,1984
5.581,sgp,1985
5.528,sgp,1986
5.477,sgp,1987
5.43,sgp,1988
5.386,sgp,1989
5.344,sgp,1990
5.304,sgp,1991
5.266,sgp,1992
5.233,sgp,1993
5.204,sgp,1994
5.179,sgp,1995
5.155,sgp,1996
5.136,sgp,1997
5.12,sgp,1998
5.11,sgp,1999
5.108,sgp,2000
5.107,sgp,2001
5.11,sgp,2002
5.115,sgp,2003
5.123,sgp,2004
5.133,sgp,2005
5.144,sgp,2006
5.155,sgp,2007
5.165,sgp,2008
5.364,svk,1980
5.359,svk,1981
5.352,svk,1982
5.343,svk,1983
5.336,svk,1984
5.328,svk,1985
5.321,svk,1986
5.313,svk,1987
5.311,svk,1988
5.308,svk,1989
5.305,svk,1990
5.295,svk,1991
5.284,svk,1992
5.274,svk,1993
5.256,svk,1994
5.241,svk,1995
5.225,svk,1996
5.215,svk,1997
5.2,svk,1998
5.185,svk,1999
5.166,svk,2000
5.149,svk,2001
5.138,svk,2002
5.123,svk,2003
5.104,svk,2004
5.091,svk,2005
5.082,svk,2006
5.076,svk,2007
5.07,svk,2008
5.436,svn,1980
5.43,svn,1981
5.422,svn,1982
5.414,svn,1983
5.406,svn,1984
5.397,svn,1985
5.389,svn,1986
5.382,svn,1987
5.377,svn,1988
5.373,svn,1989
5.368,svn,1990
5.358,svn,1991
5.346,svn,1992
5.343,svn,1993
5.34,svn,1994
5.334,svn,1995
5.323,svn,1996
5.318,svn,1997
5.304,svn,1998
5.291,svn,1999
5.276,svn,2000
5.267,svn,2001
5.252,svn,2002
5.238,svn,2003
5.222,svn,2004
5.207,svn,2005
5.194,svn,2006
5.186,svn,2007
5.176,svn,2008
4.648,slb,1980
4.645,slb,1981
4.64,slb,1982
4.628,slb,1983
4.619,slb,1984
4.608,slb,1985
4.597,slb,1986
4.587,slb,1987
4.575,slb,1988
4.567,slb,1989
4.56,slb,1990
4.555,slb,1991
4.554,slb,1992
4.555,slb,1993
4.555,slb,1994
4.554,slb,1995
4.553,slb,1996
4.55,slb,1997
4.545,slb,1998
4.539,slb,1999
4.526,slb,2000
4.508,slb,2001
4.49,slb,2002
4.474,slb,2003
4.463,slb,2004
4.454,slb,2005
4.45,slb,2006
4.448,slb,2007
4.449,slb,2008
4.428,som,1980
4.414,som,1981
4.404,som,1982
4.389,som,1983
4.373,som,1984
4.358,som,1985
4.347,som,1986
4.338,som,1987
4.331,som,1988
4.323,som,1989
4.318,som,1990
4.311,som,1991
4.301,som,1992
4.294,som,1993
4.28,som,1994
4.269,som,1995
4.261,som,1996
4.25,som,1997
4.24,som,1998
4.234,som,1999
4.227,som,2000
4.224,som,2001
4.22,som,2002
4.219,som,2003
4.221,som,2004
4.22,som,2005
4.222,som,2006
4.221,som,2007
4.222,som,2008
4.926,zaf,1980
4.899,zaf,1981
4.871,zaf,1982
4.842,zaf,1983
4.814,zaf,1984
4.784,zaf,1985
4.752,zaf,1986
4.721,zaf,1987
4.692,zaf,1988
4.663,zaf,1989
4.635,zaf,1990
4.605,zaf,1991
4.575,zaf,1992
4.544,zaf,1993
4.519,zaf,1994
4.496,zaf,1995
4.477,zaf,1996
4.463,zaf,1997
4.45,zaf,1998
4.439,zaf,1999
4.434,zaf,2000
4.43,zaf,2001
4.43,zaf,2002
4.432,zaf,2003
4.437,zaf,2004
4.445,zaf,2005
4.455,zaf,2006
4.466,zaf,2007
4.477,zaf,2008
5.62,esp,1980
5.603,esp,1981
5.585,esp,1982
5.568,esp,1983
5.552,esp,1984
5.533,esp,1985
5.517,esp,1986
5.503,esp,1987
5.491,esp,1988
5.478,esp,1989
5.466,esp,1990
5.453,esp,1991
5.438,esp,1992
5.426,esp,1993
5.414,esp,1994
5.405,esp,1995
5.391,esp,1996
5.375,esp,1997
5.363,esp,1998
5.351,esp,1999
5.338,esp,2000
5.326,esp,2001
5.314,esp,2002
5.301,esp,2003
5.286,esp,2004
5.27,esp,2005
5.254,esp,2006
5.241,esp,2007
5.225,esp,2008
4.51,lka,1980
4.503,lka,1981
4.497,lka,1982
4.489,lka,1983
4.483,lka,1984
4.481,lka,1985
4.478,lka,1986
4.476,lka,1987
4.473,lka,1988
4.472,lka,1989
4.471,lka,1990
4.468,lka,1991
4.467,lka,1992
4.467,lka,1993
4.466,lka,1994
4.467,lka,1995
4.468,lka,1996
4.469,lka,1997
4.47,lka,1998
4.469,lka,1999
4.47,lka,2000
4.469,lka,2001
4.471,lka,2002
4.473,lka,2003
4.476,lka,2004
4.477,lka,2005
4.481,lka,2006
4.485,lka,2007
4.49,lka,2008
4.497,sdn,1980
4.495,sdn,1981
4.497,sdn,1982
4.493,sdn,1983
4.484,sdn,1984
4.473,sdn,1985
4.462,sdn,1986
4.453,sdn,1987
4.445,sdn,1988
4.441,sdn,1989
4.437,sdn,1990
4.432,sdn,1991
4.431,sdn,1992
4.431,sdn,1993
4.431,sdn,1994
4.431,sdn,1995
4.432,sdn,1996
4.436,sdn,1997
4.438,sdn,1998
4.441,sdn,1999
4.447,sdn,2000
4.454,sdn,2001
4.461,sdn,2002
4.471,sdn,2003
4.481,sdn,2004
4.493,sdn,2005
4.502,sdn,2006
4.511,sdn,2007
4.52,sdn,2008
4.857,sur,1980
4.846,sur,1981
4.833,sur,1982
4.819,sur,1983
4.798,sur,1984
4.781,sur,1985
4.762,sur,1986
4.734,sur,1987
4.712,sur,1988
4.697,sur,1989
4.682,sur,1990
4.666,sur,1991
4.649,sur,1992
4.625,sur,1993
4.601,sur,1994
4.578,sur,1995
4.563,sur,1996
4.557,sur,1997
4.55,sur,1998
4.546,sur,1999
4.537,sur,2000
4.534,sur,2001
4.531,sur,2002
4.528,sur,2003
4.525,sur,2004
4.522,sur,2005
4.519,sur,2006
4.515,sur,2007
4.513,sur,2008
4.606,swz,1980
4.601,swz,1981
4.594,swz,1982
4.586,swz,1983
4.572,swz,1984
4.558,swz,1985
4.542,swz,1986
4.528,swz,1987
4.511,swz,1988
4.497,swz,1989
4.482,swz,1990
4.47,swz,1991
4.459,swz,1992
4.45,swz,1993
4.441,swz,1994
4.435,swz,1995
4.425,swz,1996
4.424,swz,1997
4.421,swz,1998
4.421,swz,1999
4.425,swz,2000
4.423,swz,2001
4.418,swz,2002
4.413,swz,2003
4.412,swz,2004
4.41,swz,2005
4.405,swz,2006
4.399,swz,2007
4.397,swz,2008
6.032,swe,1980
5.992,swe,1981
5.952,swe,1982
5.915,swe,1983
5.882,swe,1984
5.852,swe,1985
5.825,swe,1986
5.798,swe,1987
5.772,swe,1988
5.746,swe,1989
5.715,swe,1990
5.681,swe,1991
5.646,swe,1992
5.609,swe,1993
5.576,swe,1994
5.544,swe,1995
5.509,swe,1996
5.474,swe,1997
5.442,swe,1998
5.409,swe,1999
5.378,swe,2000
5.347,swe,2001
5.318,swe,2002
5.291,swe,2003
5.264,swe,2004
5.239,swe,2005
5.211,swe,2006
5.182,swe,2007
5.154,swe,2008
5.953,che,1980
5.928,che,1981
5.902,che,1982
5.881,che,1983
5.86,che,1984
5.842,che,1985
5.822,che,1986
5.804,che,1987
5.784,che,1988
5.766,che,1989
5.746,che,1990
5.725,che,1991
5.701,che,1992
5.675,che,1993
5.646,che,1994
5.618,che,1995
5.586,che,1996
5.554,che,1997
5.523,che,1998
5.492,che,1999
5.462,che,2000
5.437,che,2001
5.413,che,2002
5.39,che,2003
5.367,che,2004
5.347,che,2005
5.328,che,2006
5.309,che,2007
5.291,che,2008
4.838,syr,1980
4.84,syr,1981
4.84,syr,1982
4.84,syr,1983
4.835,syr,1984
4.829,syr,1985
4.817,syr,1986
4.804,syr,1987
4.794,syr,1988
4.783,syr,1989
4.775,syr,1990
4.77,syr,1991
4.765,syr,1992
4.762,syr,1993
4.762,syr,1994
4.762,syr,1995
4.762,syr,1996
4.762,syr,1997
4.76,syr,1998
4.753,syr,1999
4.744,syr,2000
4.732,syr,2001
4.717,syr,2002
4.702,syr,2003
4.69,syr,2004
4.679,syr,2005
4.67,syr,2006
4.666,syr,2007
4.661,syr,2008
4.884,twn,1980
4.885,twn,1981
4.884,twn,1982
4.884,twn,1983
4.885,twn,1984
4.885,twn,1985
4.888,twn,1986
4.892,twn,1987
4.894,twn,1988
4.895,twn,1989
4.896,twn,1990
4.896,twn,1991
4.897,twn,1992
4.897,twn,1993
4.898,twn,1994
4.897,twn,1995
4.897,twn,1996
4.896,twn,1997
4.893,twn,1998
4.89,twn,1999
4.885,twn,2000
4.878,twn,2001
4.871,twn,2002
4.863,twn,2003
4.854,twn,2004
4.843,twn,2005
4.833,twn,2006
4.82,twn,2007
4.807,twn,2008
4.99,tjk,1980
4.974,tjk,1981
4.956,tjk,1982
4.94,tjk,1983
4.924,tjk,1984
4.908,tjk,1985
4.891,tjk,1986
4.871,tjk,1987
4.85,tjk,1988
4.824,tjk,1989
4.793,tjk,1990
4.755,tjk,1991
4.701,tjk,1992
4.64,tjk,1993
4.575,tjk,1994
4.51,tjk,1995
4.442,tjk,1996
4.379,tjk,1997
4.328,tjk,1998
4.283,tjk,1999
4.248,tjk,2000
4.224,tjk,2001
4.206,tjk,2002
4.193,tjk,2003
4.185,tjk,2004
4.181,tjk,2005
4.177,tjk,2006
4.173,tjk,2007
4.169,tjk,2008
4.104,tza,1980
4.09,tza,1981
4.076,tza,1982
4.059,tza,1983
4.042,tza,1984
4.028,tza,1985
4.019,tza,1986
4.01,tza,1987
4.004,tza,1988
3.998,tza,1989
3.996,tza,1990
3.996,tza,1991
3.999,tza,1992
4.003,tza,1993
4.007,tza,1994
4.012,tza,1995
4.017,tza,1996
4.026,tza,1997
4.034,tza,1998
4.042,tza,1999
4.05,tza,2000
4.06,tza,2001
4.068,tza,2002
4.077,tza,2003
4.088,tza,2004
4.099,tza,2005
4.106,tza,2006
4.116,tza,2007
4.128,tza,2008
4.66,tha,1980
4.663,tha,1981
4.666,tha,1982
4.668,tha,1983
4.67,tha,1984
4.675,tha,1985
4.678,tha,1986
4.685,tha,1987
4.693,tha,1988
4.705,tha,1989
4.721,tha,1990
4.738,tha,1991
4.755,tha,1992
4.775,tha,1993
4.795,tha,1994
4.815,tha,1995
4.835,tha,1996
4.852,tha,1997
4.86,tha,1998
4.868,tha,1999
4.878,tha,2000
4.888,tha,2001
4.899,tha,2002
4.913,tha,2003
4.926,tha,2004
4.939,tha,2005
4.956,tha,2006
4.974,tha,2007
4.993,tha,2008
4.356,tls,1980
4.339,tls,1981
4.324,tls,1982
4.311,tls,1983
4.299,tls,1984
4.291,tls,1985
4.285,tls,1986
4.28,tls,1987
4.275,tls,1988
4.272,tls,1989
4.272,tls,1990
4.271,tls,1991
4.271,tls,1992
4.272,tls,1993
4.272,tls,1994
4.273,tls,1995
4.277,tls,1996
4.286,tls,1997
4.298,tls,1998
4.289,tls,1999
4.282,tls,2000
4.277,tls,2001
4.268,tls,2002
4.258,tls,2003
4.244,tls,2004
4.232,tls,2005
4.218,tls,2006
4.209,tls,2007
4.204,tls,2008
4.221,tgo,1980
4.202,tgo,1981
4.182,tgo,1982
4.161,tgo,1983
4.14,tgo,1984
4.119,tgo,1985
4.1,tgo,1986
4.082,tgo,1987
4.065,tgo,1988
4.049,tgo,1989
4.03,tgo,1990
4.015,tgo,1991
3.998,tgo,1992
3.975,tgo,1993
3.959,tgo,1994
3.945,tgo,1995
3.932,tgo,1996
3.921,tgo,1997
3.914,tgo,1998
3.907,tgo,1999
3.9,tgo,2000
3.892,tgo,2001
3.886,tgo,2002
3.883,tgo,2003
3.878,tgo,2004
3.872,tgo,2005
3.869,tgo,2006
3.865,tgo,2007
3.863,tgo,2008
4.748,ton,1980
4.761,ton,1981
4.774,ton,1982
4.785,ton,1983
4.797,ton,1984
4.812,ton,1985
4.83,ton,1986
4.846,ton,1987
4.859,ton,1988
4.873,ton,1989
4.881,ton,1990
4.893,ton,1991
4.902,ton,1992
4.912,ton,1993
4.922,ton,1994
4.934,ton,1995
4.944,ton,1996
4.955,ton,1997
4.971,ton,1998
4.985,ton,1999
4.999,ton,2000
5.013,ton,2001
5.029,ton,2002
5.042,ton,2003
5.053,ton,2004
5.062,ton,2005
5.071,ton,2006
5.078,ton,2007
5.084,ton,2008
4.888,tto,1980
4.882,tto,1981
4.877,tto,1982
4.866,tto,1983
4.853,tto,1984
4.836,tto,1985
4.814,tto,1986
4.788,tto,1987
4.757,tto,1988
4.728,tto,1989
4.7,tto,1990
4.677,tto,1991
4.658,tto,1992
4.641,tto,1993
4.627,tto,1994
4.613,tto,1995
4.602,tto,1996
4.594,tto,1997
4.588,tto,1998
4.585,tto,1999
4.585,tto,2000
4.584,tto,2001
4.582,tto,2002
4.586,tto,2003
4.593,tto,2004
4.597,tto,2005
4.605,tto,2006
4.614,tto,2007
4.62,tto,2008
4.477,tun,1980
4.475,tun,1981
4.469,tun,1982
4.463,tun,1983
4.455,tun,1984
4.448,tun,1985
4.44,tun,1986
4.436,tun,1987
4.436,tun,1988
4.436,tun,1989
4.438,tun,1990
4.443,tun,1991
4.451,tun,1992
4.459,tun,1993
4.471,tun,1994
4.483,tun,1995
4.494,tun,1996
4.505,tun,1997
4.515,tun,1998
4.524,tun,1999
4.537,tun,2000
4.552,tun,2001
4.568,tun,2002
4.58,tun,2003
4.59,tun,2004
4.602,tun,2005
4.612,tun,2006
4.622,tun,2007
4.633,tun,2008
4.812,tur,1980
4.811,tur,1981
4.808,tur,1982
4.803,tur,1983
4.803,tur,1984
4.8,tur,1985
4.801,tur,1986
4.802,tur,1987
4.8,tur,1988
4.797,tur,1989
4.796,tur,1990
4.793,tur,1991
4.792,tur,1992
4.794,tur,1993
4.792,tur,1994
4.791,tur,1995
4.789,tur,1996
4.79,tur,1997
4.789,tur,1998
4.785,tur,1999
4.775,tur,2000
4.76,tur,2001
4.741,tur,2002
4.73,tur,2003
4.722,tur,2004
4.71,tur,2005
4.702,tur,2006
4.694,tur,2007
4.686,tur,2008
5.109,tkm,1980
5.092,tkm,1981
5.074,tkm,1982
5.056,tkm,1983
5.038,tkm,1984
5.018,tkm,1985
5.0,tkm,1986
4.981,tkm,1987
4.961,tkm,1988
4.938,tkm,1989
4.912,tkm,1990
4.88,tkm,1991
4.843,tkm,1992
4.806,tkm,1993
4.761,tkm,1994
4.717,tkm,1995
4.674,tkm,1996
4.629,tkm,1997
4.592,tkm,1998
4.565,tkm,1999
4.547,tkm,2000
4.535,tkm,2001
4.527,tkm,2002
4.526,tkm,2003
4.53,tkm,2004
4.535,tkm,2005
4.539,tkm,2006
4.541,tkm,2007
4.542,tkm,2008
4.164,uga,1980
4.142,uga,1981
4.119,uga,1982
4.094,uga,1983
4.076,uga,1984
4.06,uga,1985
4.044,uga,1986
4.029,uga,1987
4.016,uga,1988
4.004,uga,1989
3.996,uga,1990
3.99,uga,1991
3.989,uga,1992
3.989,uga,1993
3.991,uga,1994
3.993,uga,1995
4.0,uga,1996
4.007,uga,1997
4.01,uga,1998
4.017,uga,1999
4.023,uga,2000
4.025,uga,2001
4.027,uga,2002
4.03,uga,2003
4.035,uga,2004
4.041,uga,2005
4.049,uga,2006
4.058,uga,2007
4.067,uga,2008
5.438,ukr,1980
5.421,ukr,1981
5.404,ukr,1982
5.389,ukr,1983
5.372,ukr,1984
5.353,ukr,1985
5.336,ukr,1986
5.318,ukr,1987
5.299,ukr,1988
5.28,ukr,1989
5.257,ukr,1990
5.229,ukr,1991
5.196,ukr,1992
5.154,ukr,1993
5.109,ukr,1994
5.066,ukr,1995
5.019,ukr,1996
4.977,ukr,1997
4.937,ukr,1998
4.903,ukr,1999
4.871,ukr,2000
4.844,ukr,2001
4.825,ukr,2002
4.811,ukr,2003
4.804,ukr,2004
4.799,ukr,2005
4.798,ukr,2006
4.8,ukr,2007
4.802,ukr,2008
5.659,are,1980
5.655,are,1981
5.647,are,1982
5.629,are,1983
5.603,are,1984
5.57,are,1985
5.523,are,1986
5.484,are,1987
5.449,are,1988
5.412,are,1989
5.387,are,1990
5.368,are,1991
5.347,are,1992
5.33,are,1993
5.316,are,1994
5.304,are,1995
5.306,are,1996
5.303,are,1997
5.293,are,1998
5.283,are,1999
5.273,are,2000
5.258,are,2001
5.246,are,2002
5.24,are,2003
5.227,are,2004
5.214,are,2005
5.201,are,2006
5.189,are,2007
5.179,are,2008
6.241,gbr,1980
6.202,gbr,1981
6.164,gbr,1982
6.126,gbr,1983
6.088,gbr,1984
6.051,gbr,1985
6.014,gbr,1986
5.98,gbr,1987
5.945,gbr,1988
5.911,gbr,1989
