geo,government_health_spending_of_total_gov_spending_percent,time
tgo,9.528,2003
tgo,10.14,2004
tgo,9.837,2005
tgo,10.16,2006
tgo,10.57,2007
tgo,13.5,2008
tgo,15.38,2009
tgo,15.38,2010
ton,12.39,1995
ton,12.06,1996
ton,13.09,1997
ton,14.43,1998
ton,17.16,1999
ton,13.33,2000
ton,15.65,2001
ton,11.83,2002
ton,17.87,2003
ton,14.16,2004
ton,16.93,2005
ton,17.79,2006
ton,22.95,2007
ton,23.55,2008
ton,11.66,2009
ton,12.93,2010
tto,7.911,1995
tto,6.824,1996
tto,5.287,1997
tto,4.327,1998
tto,6.401,1999
tto,5.788,2000
tto,6.558,2001
tto,8.836,2002
tto,8.272,2003
tto,8.345,2004
tto,10.92,2005
tto,8.255,2006
tto,8.267,2007
tto,8.802,2008
tto,9.581,2009
tto,9.282,2010
tun,8.195,1995
tun,7.672,1996
tun,7.607,1997
tun,7.771,1998
tun,7.889,1999
tun,8.11,2000
tun,8.407,2001
tun,8.069,2002
tun,9.07,2003
tun,8.708,2004
tun,9.213,2005
tun,9.736,2006
tun,9.756,2007
tun,10.46,2008
tun,10.69,2009
tun,10.69,2010
tur,10.66,1995
tur,10.05,1996
tur,10.78,1997
tur,11.53,1998
tur,10.34,1999
tur,9.763,2000
tur,9.545,2001
tur,9.072,2002
tur,9.729,2003
tur,10.75,2004
tur,11.28,2005
tur,11.95,2006
tur,12.13,2007
tur,12.79,2008
tur,12.79,2009
tur,12.79,2010
tkm,9.215,1995
tkm,13.86,1996
tkm,13.89,1997
tkm,14.24,1998
tkm,12.3,1999
tkm,13.72,2000
tkm,13.71,2001
tkm,13.47,2002
tkm,13.99,2003
tkm,12.8,2004
tkm,10.57,2005
tkm,10.29,2006
tkm,10.42,2007
tkm,9.861,2008
tkm,9.861,2009
tkm,9.861,2010
tuv,4.005,1995
tuv,4.601,1996
tuv,4.427,1997
tuv,6.33,1998
tuv,6.519,1999
tuv,7.146,2000
tuv,10.32,2001
tuv,12.7,2002
tuv,19.24,2003
tuv,19.46,2004
tuv,18.39,2005
tuv,25.32,2006
tuv,23.39,2007
tuv,16.94,2008
tuv,11.96,2009
tuv,14.37,2010
uga,9.848,1995
uga,9.848,1996
uga,9.848,1997
uga,9.848,1998
uga,11.34,1999
uga,7.256,2000
uga,9.693,2001
uga,9.691,2002
uga,9.951,2003
uga,9.41,2004
uga,11.21,2005
uga,10.18,2006
uga,9.775,2007
uga,10.58,2008
uga,13.62,2009
uga,12.11,2010
ukr,9.305,1995
ukr,9.305,1996
ukr,9.305,1997
ukr,9.305,1998
ukr,8.624,1999
ukr,8.399,2000
ukr,8.922,2001
ukr,9.351,2002
ukr,10.41,2003
ukr,9.343,2004
ukr,8.746,2005
ukr,8.695,2006
ukr,9.085,2007
ukr,8.41,2008
ukr,8.881,2009
ukr,9.414,2010
are,8.086,1995
are,7.129,1996
are,8.757,1997
are,7.998,1998
are,8.008,1999
are,7.644,2000
are,7.729,2001
are,7.981,2002
are,8.349,2003
are,8.211,2004
are,8.695,2005
are,8.952,2006
are,8.925,2007
are,8.851,2008
are,8.758,2009
are,8.79,2010
gbr,13.05,1995
gbr,13.43,1996
gbr,13.1,1997
gbr,13.55,1998
gbr,14.29,1999
gbr,15.11,2000
gbr,14.39,2001
gbr,14.68,2002
gbr,14.76,2003
gbr,15.14,2004
gbr,15.3,2005
gbr,15.59,2006
gbr,15.59,2007
gbr,15.24,2008
gbr,16.03,2009
gbr,16.03,2010
usa,16.4,1995
usa,16.59,1996
usa,16.82,1997
usa,16.8,1998
usa,16.83,1999
usa,17.1,2000
usa,17.77,2001
usa,18.21,2002
usa,18.83,2003
usa,19.2,2004
usa,19.13,2005
usa,19.75,2006
usa,19.66,2007
usa,19.41,2008
usa,19.64,2009
usa,22.35,2010
ury,22.24,1995
ury,19.4,1996
ury,11.61,1997
ury,12.65,1998
ury,20.98,1999
ury,20.47,2000
ury,17.53,2001
ury,16.06,2002
ury,12.47,2003
ury,12.29,2004
ury,12.89,2005
ury,11.65,2006
ury,11.65,2007
ury,13.91,2008
ury,20.24,2009
ury,20.35,2010
uzb,7.162,1995
uzb,6.951,1996
uzb,7.515,1997
uzb,6.198,1998
uzb,6.371,1999
uzb,6.049,2000
uzb,6.625,2001
uzb,6.26,2002
uzb,7.363,2003
uzb,7.539,2004
uzb,7.43,2005
uzb,8.22,2006
uzb,7.622,2007
uzb,7.619,2008
uzb,8.014,2009
uzb,8.541,2010
vut,7.806,1995
vut,7.016,1996
vut,10.34,1997
vut,10.52,1998
vut,10.68,1999
vut,10.49,2000
vut,11.97,2001
vut,12.64,2002
vut,13.91,2003
vut,13.67,2004
vut,12.89,2005
vut,12.42,2006
vut,14.76,2007
vut,14.79,2008
vut,16.37,2009
vut,18.19,2010
ven,7.798,1995
ven,6.556,1996
ven,5.446,1997
ven,6.19,1998
ven,8.529,1999
ven,7.983,2000
ven,7.678,2001
ven,7.561,2002
ven,7.202,2003
ven,8.902,2004
ven,9.068,2005
ven,9.126,2006
ven,7.074,2007
ven,8.414,2008
ven,8.56,2009
ven,7.523,2010
vnm,7.371,1995
vnm,7.06,1996
vnm,6.483,1997
vnm,7.623,1998
vnm,7.155,1999
vnm,6.622,2000
vnm,6.518,2001
vnm,5.664,2002
vnm,5.674,2003
vnm,5.064,2004
vnm,5.035,2005
vnm,6.424,2006
vnm,8.677,2007
vnm,7.85,2008
vnm,7.79,2009
vnm,7.79,2010
yem,6.915,1995
yem,5.175,1996
yem,6.126,1997
yem,7.832,1998
yem,8.487,1999
yem,8.297,2000
yem,8.372,2001
yem,7.707,2002
yem,7.623,2003
yem,6.237,2004
yem,4.796,2005
yem,4.871,2006
yem,4.303,2007
yem,4.299,2008
yem,4.31,2009
yem,4.325,2010
zmb,10.37,1995
zmb,13.27,1996
zmb,15.54,1997
zmb,13.28,1998
zmb,9.756,1999
zmb,9.377,2000
zmb,10.51,2001
zmb,13.61,2002
zmb,13.25,2003
zmb,14.23,2004
zmb,14.74,2005
zmb,16.38,2006
zmb,13.39,2007
zmb,15.29,2008
zmb,15.68,2009
zmb,15.64,2010
zwe,12.05,1995
zwe,12.05,1996
zwe,12.05,1997
zwe,12.05,1998
zwe,10.03,1999
zwe,10.71,2000
zwe,9.259,2001
