coal_consumption_total,geo,time
30000,mys,1978
30000,mys,1979
30000,mys,1980
93000,mys,1981
85000,mys,1982
221000,mys,1983
239000,mys,1984
319000,mys,1985
237000,mys,1986
327000,mys,1987
260000,mys,1988
1197000,mys,1989
1326000,mys,1990
1562000,mys,1991
1640000,mys,1992
1371000,mys,1993
1523000,mys,1994
1669000,mys,1995
1677000,mys,1996
1622000,mys,1997
1731000,mys,1998
1940000,mys,1999
2486000,mys,2000
2971000,mys,2001
3642000,mys,2002
5316000,mys,2003
6632000,mys,2004
6889000,mys,2005
7298000,mys,2006
8847000,mys,2007
9782000,mys,2008
10620000,mys,2009
13750000,mys,2010
15020000,mys,2011
688300,mex,1965
737700,mex,1966
905000,mex,1967
947800,mex,1968
960800,mex,1969
1079000,mex,1970
1350000,mex,1971
1497000,mex,1972
1610000,mex,1973
1759000,mex,1974
2028000,mex,1975
1568000,mex,1976
2210000,mex,1977
2347000,mex,1978
2297000,mex,1979
2329000,mex,1980
2060000,mex,1981
2391000,mex,1982
2373000,mex,1983
2450000,mex,1984
2688000,mex,1985
3432000,mex,1986
3329000,mex,1987
3567000,mex,1988
3395000,mex,1989
3436000,mex,1990
3360000,mex,1991
3376000,mex,1992
3835000,mex,1993
4462000,mex,1994
4858000,mex,1995
5617000,mex,1996
5603000,mex,1997
5715000,mex,1998
5793000,mex,1999
5903000,mex,2000
6893000,mex,2001
7784000,mex,2002
8903000,mex,2003
7093000,mex,2004
9309000,mex,2005
9133000,mex,2006
9098000,mex,2007
6770000,mex,2008
8391000,mex,2009
9367000,mex,2010
9895000,mex,2011
9511000,nld,1965
8572000,nld,1966
8274000,nld,1967
7645000,nld,1968
6660000,nld,1969
4793000,nld,1970
3613000,nld,1971
3083000,nld,1972
3081000,nld,1973
2893000,nld,1974
2540000,nld,1975
3191000,nld,1976
3231000,nld,1977
3136000,nld,1978
3281000,nld,1979
3892000,nld,1980
4090000,nld,1981
5396000,nld,1982
5268000,nld,1983
6664000,nld,1984
7011000,nld,1985
6802000,nld,1986
7101000,nld,1987
8396000,nld,1988
8200000,nld,1989
9539000,nld,1990
8241000,nld,1991
7662000,nld,1992
8230000,nld,1993
8964000,nld,1994
9786000,nld,1995
9340000,nld,1996
9517000,nld,1997
9395000,nld,1998
7686000,nld,1999
8565000,nld,2000
8476000,nld,2001
8890000,nld,2002
9144000,nld,2003
9100000,nld,2004
8693000,nld,2005
8456000,nld,2006
9004000,nld,2007
8478000,nld,2008
7934000,nld,2009
7935000,nld,2010
7804000,nld,2011
1645000,nzl,1965
1600000,nzl,1966
1461000,nzl,1967
1375000,nzl,1968
1410000,nzl,1969
1411000,nzl,1970
1255000,nzl,1971
1286000,nzl,1972
1457000,nzl,1973
1500000,nzl,1974
1412000,nzl,1975
1455000,nzl,1976
1385000,nzl,1977
1278000,nzl,1978
1139000,nzl,1979
1172000,nzl,1980
1167000,nzl,1981
1145000,nzl,1982
1268000,nzl,1983
1179000,nzl,1984
1089000,nzl,1985
1252000,nzl,1986
1045000,nzl,1987
1132000,nzl,1988
1233000,nzl,1989
1198000,nzl,1990
1142000,nzl,1991
1258000,nzl,1992
1239000,nzl,1993
1171000,nzl,1994
1213000,nzl,1995
1176000,nzl,1996
1264000,nzl,1997
1150000,nzl,1998
1178000,nzl,1999
1122000,nzl,2000
1398000,nzl,2001
1398000,nzl,2002
2007000,nzl,2003
2069000,nzl,2004
2287000,nzl,2005
2247000,nzl,2006
1713000,nzl,2007
2124000,nzl,2008
1605000,nzl,2009
1390000,nzl,2010
1417000,nzl,2011
763000,nor,1965
702000,nor,1966
738000,nor,1967
751000,nor,1968
837000,nor,1969
862000,nor,1970
811000,nor,1971
886000,nor,1972
910000,nor,1973
1022000,nor,1974
980000,nor,1975
991000,nor,1976
833000,nor,1977
873000,nor,1978
992000,nor,1979
1005000,nor,1980
939000,nor,1981
1021000,nor,1982
943000,nor,1983
1147000,nor,1984
1169000,nor,1985
1040000,nor,1986
989000,nor,1987
986000,nor,1988
957000,nor,1989
811500,nor,1990
722200,nor,1991
725600,nor,1992
784000,nor,1993
884600,nor,1994
965900,nor,1995
960500,nor,1996
953100,nor,1997
1034000,nor,1998
969200,nor,1999
992700,nor,2000
882600,nor,2001
767200,nor,2002
745700,nor,2003
842400,nor,2004
718900,nor,2005
616200,nor,2006
678600,nor,2007
698000,nor,2008
492700,nor,2009
634300,nor,2010
647700,nor,2011
1379000,pak,1965
1164000,pak,1966
1118000,pak,1967
1231000,pak,1968
1108000,pak,1969
923000,pak,1970
731000,pak,1971
586000,pak,1972
582000,pak,1973
533000,pak,1974
517000,pak,1975
512000,pak,1976
557000,pak,1977
593000,pak,1978
661000,pak,1979
704000,pak,1980
799000,pak,1981
906000,pak,1982
1028000,pak,1983
1166000,pak,1984
1323000,pak,1985
1501000,pak,1986
1704000,pak,1987
1782000,pak,1988
1952000,pak,1989
2069000,pak,1990
2048000,pak,1991
2103000,pak,1992
2208000,pak,1993
2192000,pak,1994
2210000,pak,1995
2240000,pak,1996
2094000,pak,1997
2096000,pak,1998
2097000,pak,1999
2028000,pak,2000
2105000,pak,2001
2360000,pak,2002
2910000,pak,2003
3764000,pak,2004
4139000,pak,2005
4238000,pak,2006
5105000,pak,2007
5258000,pak,2008
4677000,pak,2009
4486000,pak,2010
4223000,pak,2011
30000,per,1965
30000,per,1966
30000,per,1967
30000,per,1968
30000,per,1969
30000,per,1970
30000,per,1971
53960,per,1972
59950,per,1973
53960,per,1974
30000,per,1975
30000,per,1976
30000,per,1977
30000,per,1978
30000,per,1979
51970,per,1980
79940,per,1981
73950,per,1982
86940,per,1983
100900,per,1984
74950,per,1985
80940,per,1986
108900,per,1987
108900,per,1988
136900,per,1989
103900,per,1990
186900,per,1991
195900,per,1992
288800,per,1993
267800,per,1994
272800,per,1995
275800,per,1996
276800,per,1997
328400,per,1998
318500,per,1999
495200,per,2000
434500,per,2001
663300,per,2002
715900,per,2003
746100,per,2004
751200,per,2005
594800,per,2006
825400,per,2007
750300,per,2008
799000,per,2009
770000,per,2010
823200,per,2011
30000,phl,1965
30000,phl,1966
30000,phl,1967
30000,phl,1968
30000,phl,1969
30000,phl,1970
30000,phl,1971
30000,phl,1972
30000,phl,1973
30000,phl,1974
55000,phl,1975
64000,phl,1976
136000,phl,1977
139000,phl,1978
122000,phl,1979
143000,phl,1980
146000,phl,1981
164000,phl,1982
528000,phl,1983
846000,phl,1984
1201000,phl,1985
925000,phl,1986
1042000,phl,1987
1249000,phl,1988
1070000,phl,1989
1028000,phl,1990
1267000,phl,1991
1147000,phl,1992
1313000,phl,1993
1310000,phl,1994
1435000,phl,1995
1999000,phl,1996
2373000,phl,1997
2721000,phl,1998
2883000,phl,1999
4280000,phl,2000
4530000,phl,2001
4720000,phl,2002
4737000,phl,2003
4988000,phl,2004
5713000,phl,2005
5547000,phl,2006
5935000,phl,2007
6997000,phl,2008
6678000,phl,2009
7731000,phl,2010
8270000,phl,2011
59480000,pol,1965
60280000,pol,1966
61370000,pol,1967
64320000,pol,1968
67580000,pol,1969
70180000,pol,1970
71840000,pol,1971
75150000,pol,1972
75460000,pol,1973
77580000,pol,1974
83700000,pol,1975
87520000,pol,1976
90620000,pol,1977
94840000,pol,1978
95980000,pol,1979
101600000,pol,1980
90630000,pol,1981
93820000,pol,1982
93590000,pol,1983
97590000,pol,1984
99860000,pol,1985
102400000,pol,1986
106100000,pol,1987
103200000,pol,1988
98590000,pol,1989
80210000,pol,1990
77600000,pol,1991
73020000,pol,1992
74020000,pol,1993
72310000,pol,1994
71700000,pol,1995
73160000,pol,1996
70130000,pol,1997
63760000,pol,1998
60990000,pol,1999
57610000,pol,2000
58030000,pol,2001
56720000,pol,2002
57750000,pol,2003
57250000,pol,2004
55680000,pol,2005
58040000,pol,2006
57920000,pol,2007
55960000,pol,2008
51910000,pol,2009
56380000,pol,2010
59770000,pol,2011
601000,prt,1965
612000,prt,1966
604000,prt,1967
544000,prt,1968
511000,prt,1969
467000,prt,1970
432000,prt,1971
382000,prt,1972
565000,prt,1973
439000,prt,1974
412000,prt,1975
400000,prt,1976
363000,prt,1977
428000,prt,1978
447000,prt,1979
350000,prt,1980
397000,prt,1981
366000,prt,1982
400000,prt,1983
495000,prt,1984
769000,prt,1985
1450000,prt,1986
1888000,prt,1987
2177000,prt,1988
2429000,prt,1989
2848000,prt,1990
2984000,prt,1991
3021000,prt,1992
3290000,prt,1993
3427000,prt,1994
4202000,prt,1995
3920000,prt,1996
3566000,prt,1997
3565000,prt,1998
3647000,prt,1999
4533000,prt,2000
3678000,prt,2001
4106000,prt,2002
3760000,prt,2003
3700000,prt,2004
3805000,prt,2005
3794000,prt,2006
3302000,prt,2007
2909000,prt,2008
3274000,prt,2009
1891000,prt,2010
2590000,prt,2011
4053000,rou,1965
4365000,rou,1966
4837000,rou,1967
5303000,rou,1968
6128000,rou,1969
6658000,rou,1970
7032000,rou,1971
7586000,rou,1972
8494000,rou,1973
9246000,rou,1974
9798000,rou,1975
9603000,rou,1976
10280000,rou,1977
11830000,rou,1978
12220000,rou,1979
12860000,rou,1980
13140000,rou,1981
12980000,rou,1982
16050000,rou,1983
15860000,rou,1984
16930000,rou,1985
17180000,rou,1986
18540000,rou,1987
19990000,rou,1988
20720000,rou,1989
11700000,rou,1990
9645000,rou,1991
10320000,rou,1992
9535000,rou,1993
9410000,rou,1994
9714000,rou,1995
9544000,rou,1996
8386000,rou,1997
7032000,rou,1998
6688000,rou,1999
7038000,rou,2000
7161000,rou,2001
7602000,rou,2002
7760000,rou,2003
7380000,rou,2004
7584000,rou,2005
8511000,rou,2006
7367000,rou,2007
7388000,rou,2008
6608000,rou,2009
6064000,rou,2010
7070000,rou,2011
195600000,rus,1985
200400000,rus,1986
205100000,rus,1987
200800000,rus,1988
194400000,rus,1989
180600000,rus,1990
165600000,rus,1991
154700000,rus,1992
140800000,rus,1993
126400000,rus,1994
119400000,rus,1995
116100000,rus,1996
107100000,rus,1997
100700000,rus,1998
101000000,rus,1999
105200000,rus,2000
102400000,rus,2001
103000000,rus,2002
104000000,rus,2003
99540000,rus,2004
94220000,rus,2005
96670000,rus,2006
93450000,rus,2007
100400000,rus,2008
91910000,rus,2009
90230000,rus,2010
90930000,rus,2011
30000,sgp,1965
30000,sgp,1966
30000,sgp,1967
30000,sgp,1968
30000,sgp,1969
30000,sgp,1970
30000,sgp,1971
30000,sgp,1972
30000,sgp,1973
30000,sgp,1974
30000,sgp,1983
30000,sgp,1985
5805000,svk,1965
5878000,svk,1966
5668000,svk,1967
5961000,svk,1968
6270000,svk,1969
6321000,svk,1970
6631000,svk,1971
6595000,svk,1972
6392000,svk,1973
6410000,svk,1974
6642000,svk,1975
6851000,svk,1976
7053000,svk,1977
7091000,svk,1978
7133000,svk,1979
6889000,svk,1980
7021000,svk,1981
6971000,svk,1982
7127000,svk,1983
7420000,svk,1984
7199000,svk,1985
7241000,svk,1986
7131000,svk,1987
7234000,svk,1988
7360000,svk,1989
6867000,svk,1990
6290000,svk,1991
6220000,svk,1992
5608000,svk,1993
4996000,svk,1994
5120000,svk,1995
4995000,svk,1996
4665000,svk,1997
4474000,svk,1998
4259000,svk,1999
4022000,svk,2000
4125000,svk,2001
4015000,svk,2002
4227000,svk,2003
4104000,svk,2004
3925000,svk,2005
3844000,svk,2006
3846000,svk,2007
3712000,svk,2008
3516000,svk,2009
3358000,svk,2010
3251000,svk,2011
24660000,zaf,1965
24340000,zaf,1966
25050000,zaf,1967
26220000,zaf,1968
26480000,zaf,1969
27350000,zaf,1970
29250000,zaf,1971
29450000,zaf,1972
31370000,zaf,1973
32870000,zaf,1974
35080000,zaf,1975
36830000,zaf,1976
38160000,zaf,1977
37060000,zaf,1978
39530000,zaf,1979
42700000,zaf,1980
50610000,zaf,1981
55470000,zaf,1982
56310000,zaf,1983
60680000,zaf,1984
62310000,zaf,1985
63180000,zaf,1986
64280000,zaf,1987
69560000,zaf,1988
64900000,zaf,1989
66360000,zaf,1990
65140000,zaf,1991
61180000,zaf,1992
63030000,zaf,1993
66840000,zaf,1994
70210000,zaf,1995
74340000,zaf,1996
77010000,zaf,1997
76410000,zaf,1998
74870000,zaf,1999
74630000,zaf,2000
73430000,zaf,2001
75930000,zaf,2002
81440000,zaf,2003
85420000,zaf,2004
82950000,zaf,2005
83950000,zaf,2006
89070000,zaf,2007
95130000,zaf,2008
89930000,zaf,2009
91320000,zaf,2010
92860000,zaf,2011
9597000,esp,1965
9120000,esp,1966
8944000,esp,1967
9392000,esp,1968
9286000,esp,1969
9731000,esp,1970
9954000,esp,1971
10020000,esp,1972
9875000,esp,1973
9169000,esp,1974
10330000,esp,1975
9584000,esp,1976
10230000,esp,1977
10230000,esp,1978
10650000,esp,1979
13340000,esp,1980
15180000,esp,1981
17250000,esp,1982
17640000,esp,1983
18060000,esp,1984
19120000,esp,1985
18700000,esp,1986
18000000,esp,1987
15250000,esp,1988
19170000,esp,1989
18970000,esp,1990
18990000,esp,1991
19280000,esp,1992
18420000,esp,1993
18020000,esp,1994
18720000,esp,1995
15860000,esp,1996
18010000,esp,1997
18300000,esp,1998
20990000,esp,1999
22350000,esp,2000
20100000,esp,2001
22680000,esp,2002
21050000,esp,2003
22000000,esp,2004
22510000,esp,2005
19850000,esp,2006
21860000,esp,2007
15470000,esp,2008
11790000,esp,2009
9784000,esp,2010
14880000,esp,2011
1173000,swe,1965
1242000,swe,1966
1145000,swe,1967
1137000,swe,1968
1100000,swe,1969
1500000,swe,1970
1500000,swe,1971
1500000,swe,1972
1600000,swe,1973
1900000,swe,1974
2000000,swe,1975
1900000,swe,1976
1500000,swe,1977
1600000,swe,1978
1800000,swe,1979
1700000,swe,1980
1552000,swe,1981
1600000,swe,1982
2200000,swe,1983
2600000,swe,1984
2900000,swe,1985
2900000,swe,1986
2751000,swe,1987
2659000,swe,1988
1801000,swe,1989
2179000,swe,1990
2427000,swe,1991
2163000,swe,1992
2124000,swe,1993
2111000,swe,1994
2100000,swe,1995
2361000,swe,1996
2146000,swe,1997
2039000,swe,1998
1953000,swe,1999
1867000,swe,2000
2023000,swe,2001
2166000,swe,2002
2195000,swe,2003
2306000,swe,2004
2219000,swe,2005
2272000,swe,2006
2187000,swe,2007
1957000,swe,2008
1646000,swe,2009
2131000,swe,2010
1960000,swe,2011
1167000,che,1965
940000,che,1966
725000,che,1967
636000,che,1968
610000,che,1969
393000,che,1970
236000,che,1971
217000,che,1972
202000,che,1973
143000,che,1974
99000,che,1975
84000,che,1976
125000,che,1977
117000,che,1978
115000,che,1979
225000,che,1980
398000,che,1981
348000,che,1982
319000,che,1983
449000,che,1984
445000,che,1985
379000,che,1986
357000,che,1987
309000,che,1988
321000,che,1989
328000,che,1990
272000,che,1991
182000,che,1992
150000,che,1993
155000,che,1994
168000,che,1995
126000,che,1996
92000,che,1997
75000,che,1998
77000,che,1999
119000,che,2000
132000,che,2001
115000,che,2002
123000,che,2003
121000,che,2004
138000,che,2005
136000,che,2006
163000,che,2007
145000,che,2008
136000,che,2009
141000,che,2010
138200,che,2011
2985000,twn,1965
2969000,twn,1966
3013000,twn,1967
3037000,twn,1968
2788000,twn,1969
2724000,twn,1970
2419000,twn,1971
2304000,twn,1972
2062000,twn,1973
2099000,twn,1974
1914000,twn,1975
2027000,twn,1976
2321000,twn,1977
2561000,twn,1978
3233000,twn,1979
3825000,twn,1980
3530000,twn,1981
4088000,twn,1982
5624000,twn,1983
6678000,twn,1984
7089000,twn,1985
8698000,twn,1986
9577000,twn,1987
11000000,twn,1988
11610000,twn,1989
11020000,twn,1990
12000000,twn,1991
14150000,twn,1992
15480000,twn,1993
16450000,twn,1994
16930000,twn,1995
19230000,twn,1996
21690000,twn,1997
23590000,twn,1998
24750000,twn,1999
28680000,twn,2000
30640000,twn,2001
32670000,twn,2002
35130000,twn,2003
36570000,twn,2004
38070000,twn,2005
39580000,twn,2006
41830000,twn,2007
40200000,twn,2008
38710000,twn,2009
40280000,twn,2010
41630000,twn,2011
30000,tha,1965
65000,tha,1966
116000,tha,1967
128000,tha,1968
136000,tha,1969
145000,tha,1970
165000,tha,1971
138000,tha,1972
136000,tha,1973
137000,tha,1974
138000,tha,1975
164000,tha,1976
133000,tha,1977
167000,tha,1978
362000,tha,1979
379000,tha,1980
483000,tha,1981
623000,tha,1982
409000,tha,1983
786000,tha,1984
1589000,tha,1985
1627000,tha,1986
2094000,tha,1987
2271000,tha,1988
2763000,tha,1989
3737000,tha,1990
4466000,tha,1991
4794000,tha,1992
5379000,tha,1993
6125000,tha,1994
7067000,tha,1995
8656000,tha,1996
8731000,tha,1997
7268000,tha,1998
7918000,tha,1999
7795000,tha,2000
8815000,tha,2001
9180000,tha,2002
9381000,tha,2003
10360000,tha,2004
11220000,tha,2005
12370000,tha,2006
14130000,tha,2007
15280000,tha,2008
14480000,tha,2009
15290000,tha,2010
13860000,tha,2011
3670000,tur,1965
4084000,tur,1966
3620000,tur,1967
3935000,tur,1968
4180000,tur,1969
4615000,tur,1970
4750000,tur,1971
5036000,tur,1972
5096000,tur,1973
5525000,tur,1974
5717000,tur,1975
6013000,tur,1976
6204000,tur,1977
6356000,tur,1978
6558000,tur,1979
6794000,tur,1980
6939000,tur,1981
7693000,tur,1982
8549000,tur,1983
9872000,tur,1984
11710000,tur,1985
12870000,tur,1986
13590000,tur,1987
13140000,tur,1988
14930000,tur,1989
15920000,tur,1990
17070000,tur,1991
16990000,tur,1992
15750000,tur,1993
15840000,tur,1994
16510000,tur,1995
18590000,tur,1996
20770000,tur,1997
21550000,tur,1998
20020000,tur,1999
22450000,tur,2000
18440000,tur,2001
19270000,tur,2002
20670000,tur,2003
21780000,tur,2004
21840000,tur,2005
25910000,tur,2006
28860000,tur,2007
29180000,tur,2008
30440000,tur,2009
30860000,tur,2010
32450000,tur,2011
322000,tkm,1985
322000,tkm,1986
322000,tkm,1987
276000,tkm,1988
322000,tkm,1989
368000,tkm,1990
322000,tkm,1991
138000,tkm,1992
30000,tkm,1994
30000,tkm,1995
30000,tkm,1996
76500000,ukr,1985
75950000,ukr,1986
75260000,ukr,1987
70980000,ukr,1988
64720000,ukr,1989
74800000,ukr,1990
62100000,ukr,1991
63940000,ukr,1992
56300000,ukr,1993
46300000,ukr,1994
42080000,ukr,1995
33210000,ukr,1996
38040000,ukr,1997
36890000,ukr,1998
38500000,ukr,1999
39070000,ukr,2000
39740000,ukr,2001
38940000,ukr,2002
40290000,ukr,2003
39130000,ukr,2004
37370000,ukr,2005
39650000,ukr,2006
39670000,ukr,2007
40160000,ukr,2008
35090000,ukr,2009
37870000,ukr,2010
42370000,ukr,2011
117400000,gbr,1965
111700000,gbr,1966
104400000,gbr,1967
104400000,gbr,1968
101800000,gbr,1969
96020000,gbr,1970
85100000,gbr,1971
74540000,gbr,1972
80740000,gbr,1973
71080000,gbr,1974
71500000,gbr,1975
72770000,gbr,1976
73000000,gbr,1977
71120000,gbr,1978
76450000,gbr,1979
71060000,gbr,1980
70680000,gbr,1981
65920000,gbr,1982
66530000,gbr,1983
47280000,gbr,1984
62880000,gbr,1985
67910000,gbr,1986
69570000,gbr,1987
67530000,gbr,1988
65000000,gbr,1989
64940000,gbr,1990
65060000,gbr,1991
61170000,gbr,1992
53270000,gbr,1993
49730000,gbr,1994
47460000,gbr,1995
44370000,gbr,1996
39570000,gbr,1997
38580000,gbr,1998
34300000,gbr,1999
36730000,gbr,2000
38910000,gbr,2001
35710000,gbr,2002
38100000,gbr,2003
36620000,gbr,2004
37430000,gbr,2005
40930000,gbr,2006
38390000,gbr,2007
35620000,gbr,2008
29910000,gbr,2009
31020000,gbr,2010
30820000,gbr,2011
291800000,usa,1965
306000000,usa,1966
300200000,usa,1967
310700000,usa,1968
312000000,usa,1969
309100000,usa,1970
292300000,usa,1971
304300000,usa,1972
326900000,usa,1973
319100000,usa,1974
319100000,usa,1975
342300000,usa,1976
350800000,usa,1977
346900000,usa,1978
379000000,usa,1979
388600000,usa,1980
400900000,usa,1981
386100000,usa,1982
400500000,usa,1983
430200000,usa,1984
440400000,usa,1985
435000000,usa,1986
453800000,usa,1987
474900000,usa,1988
480500000,usa,1989
483100000,usa,1990
478600000,usa,1991
481900000,usa,1992
499800000,usa,1993
501700000,usa,1994
506200000,usa,1995
529200000,usa,1996
540400000,usa,1997
545700000,usa,1998
544900000,usa,1999
569000000,usa,2000
552200000,usa,2001
552000000,usa,2002
562500000,usa,2003
566100000,usa,2004
574200000,usa,2005
565700000,usa,2006
573300000,usa,2007
564100000,usa,2008
496200000,usa,2009
526100000,usa,2010
501900000,usa,2011
3450000,uzb,1985
4186000,uzb,1986
4186000,uzb,1987
3404000,uzb,1988
4094000,uzb,1989
4140000,uzb,1990
4002000,uzb,1991
2852000,uzb,1992
1886000,uzb,1993
1762000,uzb,1994
1389000,uzb,1995
1196000,uzb,1996
1200000,uzb,1997
1200000,uzb,1998
900000,uzb,1999
1025000,uzb,2000
1050000,uzb,2001
1030000,uzb,2002
690000,uzb,2003
1242000,uzb,2004
1242000,uzb,2005
1748000,uzb,2006
1380000,uzb,2007
1380000,uzb,2008
1380000,uzb,2009
1335000,uzb,2010
1334000,uzb,2011
30000,ven,1965
30000,ven,1966
30000,ven,1967
30000,ven,1968
30000,ven,1969
30000,ven,1970
30000,ven,1971
30000,ven,1972
30000,ven,1973
30000,ven,1974
30000,ven,1975
30000,ven,1976
30000,ven,1977
30000,ven,1978
30000,ven,1979
30000,ven,1980
30000,ven,1981
30000,ven,1982
30000,ven,1983
30000,ven,1984
30000,ven,1985
30000,ven,1986
30000,ven,1987
30000,ven,1988
268000,ven,1989
218000,ven,1990
30000,ven,1992
30000,ven,1993
56000,ven,1994
30000,ven,1995
30000,ven,1996
30000,ven,1997
30000,ven,1998
105000,ven,1999
30000,ven,2000
30000,ven,2001
30000,ven,2002
30000,ven,2003
30000,ven,2005
30000,ven,2006
30000,ven,2007
30000,ven,2008
52000,ven,2009
1929000,ven,2010
2010000,ven,2011
3213000,vnm,1965
3375000,vnm,1966
3699000,vnm,1967
4104000,vnm,1968
4374000,vnm,1969
4671000,vnm,1970
5130000,vnm,1971
5373000,vnm,1972
6264000,vnm,1973
6696000,vnm,1974
6912000,vnm,1975
7074000,vnm,1976
7082000,vnm,1977
7255000,vnm,1978
7298000,vnm,1979
7460000,vnm,1980
7501000,vnm,1981
7586000,vnm,1982
7883000,vnm,1983
7834000,vnm,1984
7762000,vnm,1985
7662000,vnm,1986
7363000,vnm,1987
7409000,vnm,1988
7117000,vnm,1989
6938000,vnm,1990
6752000,vnm,1991
5861000,vnm,1992
5397000,vnm,1993
5040000,vnm,1994
4878000,vnm,1995
4375000,vnm,1996
4578000,vnm,1997
4241000,vnm,1998
4330000,vnm,1999
4704000,vnm,2000
4984000,vnm,2001
5320000,vnm,2002
5544000,vnm,2003
8176000,vnm,2004
8008000,vnm,2005
9520000,vnm,2006
10080000,vnm,2007
10020000,vnm,2008
14000000,vnm,2009
13880000,vnm,2010
15020000,vnm,2011
