geo,ratio_of_girls_to_boys_in_primary_and_secondary_education_perc,time
che,96.37,1995
che,96.81,1996
che,95.62,1998
che,96.09,1999
che,96.73,2000
che,97.48,2001
che,97.19,2002
che,97.02,2003
che,96.5,2004
che,96.73,2005
che,96.76,2006
che,97.05,2007
che,97.33,2008
che,97.64,2009
che,98.24,2010
syr,50.73,1971
syr,53.14,1972
syr,55.47,1973
syr,57.46,1974
syr,58.87,1975
syr,60.36,1976
syr,62.3,1977
syr,63.87,1978
syr,65.78,1979
syr,69.57,1980
syr,71.65,1981
syr,73.84,1982
syr,75.45,1983
syr,77.34,1984
syr,79.42,1985
syr,81.28,1986
syr,82.63,1987
syr,83.48,1988
syr,83.89,1989
syr,84.83,1990
syr,85.37,1991
syr,86.38,1992
syr,87.96,1993
syr,88.33,1994
syr,88.99,1995
syr,90.06,1996
syr,90.94,1997
syr,91.76,1998
syr,91.76,1999
syr,92.31,2000
syr,92.53,2001
syr,92.72,2002
syr,93.86,2003
syr,94.3,2004
syr,94.95,2005
syr,95.67,2006
syr,97.45,2007
syr,98.49,2008
syr,99.14,2009
syr,99.14,2010
tjk,89.98,1999
tjk,89.06,2000
tjk,87.16,2001
tjk,87.67,2002
tjk,88.03,2003
tjk,88.45,2004
tjk,88.32,2005
tjk,87.84,2006
tjk,88.71,2007
tjk,90.53,2008
tjk,91.32,2009
tjk,90.38,2010
tjk,90.66,2011
tza,63.31,1970
tza,63.37,1971
tza,63.65,1972
tza,65.29,1973
tza,67.25,1974
tza,70.8,1975
tza,74.83,1976
tza,78.15,1977
tza,82.66,1978
tza,85.41,1979
tza,89.98,1981
tza,92.24,1982
tza,95.07,1983
tza,98.83,1986
tza,98.05,1987
tza,97.8,1988
tza,97.25,1989
tza,97.06,1990
tza,96.66,1991
tza,95.82,1992
tza,96.1,1993
tza,96.87,1994
tza,97.22,1995
tza,97.68,1996
tza,97.88,1997
tza,99.19,1999
tza,97.79,2000
tza,96.53,2006
tza,97.51,2010
tha,88.62,1971
tha,89.27,1973
tha,89.31,1974
tha,90.02,1975
tha,90.8,1976
tha,91.65,1977
tha,92.38,1978
tha,97.79,1991
tha,97.97,1992
tha,98.08,1993
tha,97.93,2001
tha,98.92,2002
tha,98.96,2003
tha,102.1,2004
tha,101.1,2005
tha,102.4,2006
tha,103.2,2007
tha,103.1,2008
tha,103.5,2009
tls,94.25,2004
tls,94.34,2005
tls,95.97,2008
tls,96.02,2009
tls,97.55,2010
tgo,42.91,1971
tgo,44.49,1972
tgo,45.31,1973
tgo,46.56,1974
tgo,47.35,1975
tgo,49.05,1976
tgo,50.12,1977
tgo,51.94,1978
tgo,53.78,1979
tgo,54.79,1980
tgo,57.09,1982
tgo,57.66,1983
tgo,57.06,1984
tgo,56.34,1985
tgo,55.45,1986
tgo,55.69,1987
tgo,56.19,1988
tgo,56.8,1989
tgo,58.1,1990
tgo,58.96,1991
tgo,59.63,1992
tgo,59.86,1994
tgo,61.22,1995
tgo,61.94,1996
tgo,63.48,1997
tgo,67.0,1999
tgo,69.05,2000
tgo,69.94,2001
tgo,71.22,2002
tgo,71.97,2003
tgo,73.3,2004
tgo,74.16,2005
tgo,75.34,2006
tgo,75.18,2007
ton,98.59,1970
ton,98.44,1971
ton,97.69,1972
ton,98.19,1973
ton,99.13,1974
ton,99.29,1975
ton,99.83,1978
ton,96.04,1981
ton,96.87,1982
ton,101.7,1984
ton,103.7,1985
ton,100.8,1986
ton,98.8,1990
ton,100.8,1991
ton,99.49,1993
ton,104.4,1998
ton,103.5,1999
ton,102.1,2000
ton,102.0,2001
ton,102.0,2002
ton,99.4,2004
ton,98.11,2006
tto,98.95,1971
tto,98.4,1972
tto,99.09,1973
tto,99.14,1977
tto,99.52,1978
tto,99.86,1979
tto,100.2,1982
tto,101.8,1983
tto,100.9,1984
tto,100.8,1985
tto,100.4,1987
tto,100.3,1988
tto,100.7,1989
tto,102.0,1990
tto,100.9,1991
tto,100.5,1992
tto,100.9,1993
tto,103.2,1999
tto,103.2,2000
tto,102.1,2001
tto,103.8,2002
tto,101.9,2003
tto,101.0,2004
tto,100.8,2008
tun,60.0,1971
tun,59.53,1972
tun,60.21,1973
tun,60.87,1974
tun,62.34,1975
tun,64.73,1976
tun,66.09,1977
tun,67.33,1978
tun,68.98,1979
tun,69.8,1980
tun,71.5,1981
tun,73.38,1982
tun,74.64,1983
tun,76.57,1984
tun,78.24,1985
tun,79.36,1986
tun,80.38,1987
tun,81.05,1988
tun,82.35,1989
tun,83.49,1990
tun,84.8,1991
tun,86.32,1992
tun,87.66,1993
tun,89.28,1994
tun,90.29,1995
tun,91.46,1996
tun,92.67,1997
tun,95.56,1999
tun,97.57,2000
tun,98.05,2001
tun,97.81,2002
tun,99.91,2003
tun,101.2,2005
tun,101.4,2006
tun,101.2,2008
tun,101.2,2009
tur,67.51,1971
tur,67.99,1972
tur,69.17,1973
tur,70.42,1974
tur,71.35,1976
tur,71.2,1977
tur,71.02,1978
tur,71.79,1979
tur,74.97,1982
tur,77.29,1984
tur,78.26,1985
tur,77.77,1986
tur,77.71,1987
tur,78.04,1988
tur,78.0,1989
tur,78.58,1990
tur,78.85,1991
tur,79.35,1992
tur,79.53,1993
tur,80.65,1994
tur,80.03,1995
tur,80.24,1999
tur,82.37,2000
tur,82.39,2001
tur,82.45,2002
tur,82.64,2003
tur,85.73,2004
tur,89.33,2005
tur,90.09,2006
tur,91.02,2007
tur,92.96,2008
tur,94.69,2009
tur,95.04,2010
tca,98.2,2002
tca,97.01,2003
tca,101.1,2004
tca,99.53,2005
tuv,112.3,2001
uga,64.98,1975
uga,67.7,1976
uga,68.44,1977
uga,69.14,1978
uga,70.89,1979
uga,72.55,1981
uga,72.32,1982
uga,79.97,1986
uga,77.67,1990
uga,76.22,1992
uga,89.16,1994
uga,85.47,1997
uga,91.07,2000
uga,93.2,2001
uga,95.18,2002
uga,94.78,2003
uga,95.16,2004
uga,95.76,2005
uga,96.85,2006
uga,96.73,2007
uga,97.39,2008
uga,97.51,2009
uga,98.5,2010
ukr,101.9,1981
ukr,101.8,1990
ukr,101.8,1991
ukr,101.3,1992
ukr,104.3,1993
ukr,104.5,1994
ukr,102.0,1999
ukr,100.3,2000
ukr,99.07,2001
ukr,100.0,2002
ukr,99.6,2003
ukr,98.78,2004
ukr,94.51,2005
ukr,98.69,2006
ukr,99.55,2007
ukr,98.75,2008
ukr,98.64,2009
ukr,98.62,2010
ukr,98.54,2011
are,82.84,1973
are,92.17,1974
are,92.9,1975
are,94.32,1976
are,101.5,1977
are,105.3,1978
are,103.7,1979
are,100.3,1980
are,96.27,1981
are,98.53,1982
are,98.27,1983
are,97.61,1984
are,97.83,1985
are,99.64,1986
are,103.4,1987
are,105.2,1988
are,106.1,1989
are,106.1,1990
are,105.3,1991
are,105.0,1992
are,104.6,1993
are,102.7,1994
are,101.1,1995
are,103.5,1997
are,104.4,1998
are,103.4,1999
are,101.9,2000
are,101.2,2001
are,103.5,2002
are,103.4,2003
are,102.0,2004
are,101.3,2005
are,102.2,2006
gbr,99.91,1971
gbr,99.84,1972
gbr,99.96,1973
gbr,100.2,1974
gbr,100.5,1975
gbr,100.7,1976
gbr,100.9,1977
gbr,101.0,1978
gbr,101.3,1979
gbr,101.5,1980
gbr,101.8,1981
gbr,101.8,1982
gbr,101.7,1983
gbr,101.5,1984
gbr,101.6,1985
gbr,102.1,1986
gbr,101.5,1987
gbr,101.5,1988
gbr,101.7,1989
gbr,101.9,1990
gbr,102.2,1991
gbr,101.8,1992
gbr,100.3,1998
gbr,100.4,1999
gbr,100.5,2000
gbr,100.5,2001
gbr,100.8,2002
gbr,101.9,2003
gbr,101.5,2004
gbr,101.6,2005
gbr,101.8,2006
gbr,101.5,2007
gbr,101.2,2008
gbr,101.0,2009
gbr,100.5,2010
usa,100.3,1981
usa,99.84,1982
usa,98.94,1983
usa,99.4,1984
usa,99.49,1985
usa,100.0,1986
usa,99.45,1987
usa,99.58,1990
usa,99.96,1991
usa,99.18,1993
usa,99.48,1994
usa,100.5,1995
usa,99.72,1996
usa,103.4,1998
usa,99.81,2000
usa,100.6,2001
usa,100.0,2002
usa,100.2,2003
usa,100.7,2004
usa,100.3,2005
usa,100.0,2006
usa,100.2,2007
usa,99.93,2008
usa,101.0,2009
usa,100.1,2010
ury,101.6,1970
ury,104.9,1971
ury,104.4,1972
ury,106.0,1973
ury,107.5,1978
ury,102.8,1979
ury,106.9,1994
ury,107.5,1995
ury,112.1,1998
ury,106.3,1999
ury,105.1,2000
ury,105.0,2001
ury,104.5,2002
ury,105.6,2003
ury,105.6,2004
ury,105.5,2005
ury,105.7,2006
ury,97.9,2007
ury,103.9,2008
ury,103.8,2009
ury,104.2,2010
uzb,98.98,1999
uzb,98.02,2000
uzb,97.73,2001
uzb,97.38,2002
uzb,97.39,2003
uzb,96.63,2004
uzb,97.2,2005
uzb,97.5,2006
uzb,98.04,2007
uzb,98.34,2008
uzb,98.73,2009
uzb,98.26,2010
uzb,97.62,2011
vut,85.78,1970
vut,91.27,1971
vut,91.69,1972
vut,90.75,1973
vut,89.16,1974
vut,90.68,1975
vut,89.44,1976
vut,89.12,1977
vut,89.85,1978
vut,92.67,1980
vut,91.93,1981
vut,93.06,1991
vut,95.29,1999
vut,100.7,2000
vut,96.63,2001
vut,97.78,2002
vut,95.06,2003
vut,94.62,2004
vut,98.99,2008
vut,99.15,2009
vut,97.32,2010
ven,102.9,1971
ven,102.9,1972
ven,103.4,1973
ven,104.2,1974
ven,104.2,1975
ven,106.2,1984
ven,106.1,1985
ven,105.6,1986
ven,105.7,1987
ven,105.8,1988
ven,106.1,1989
ven,105.2,1991
ven,104.6,1992
ven,104.7,1993
ven,105.0,1999
ven,104.5,2000
ven,104.0,2001
ven,103.8,2002
ven,103.5,2003
ven,103.3,2004
ven,103.2,2005
ven,103.0,2006
ven,102.6,2007
ven,102.2,2008
ven,101.9,2009
ven,101.9,2010
ven,102.0,2011
pse,97.38,1995
pse,98.18,1996
pse,99.54,1997
pse,101.2,1999
pse,102.3,2000
pse,103.7,2001
pse,103.1,2002
pse,102.9,2003
pse,102.7,2004
pse,102.6,2005
pse,103.8,2006
pse,104.1,2007
pse,104.4,2008
pse,104.3,2009
pse,104.4,2010
pse,106.1,2011
vnm,98.83,1976
vnm,97.59,1977
vnm,92.13,1998
vnm,91.48,1999
vnm,92.97,2000
vnm,93.08,2001
vnm,93.41,2002
vnm,93.57,2003
vnm,94.64,2004
vnm,96.2,2005
vnm,97.66,2006
vnm,99.2,2007
vnm,101.2,2009
vnm,102.1,2010
yem,49.29,1999
yem,55.0,2000
yem,54.95,2001
yem,60.28,2003
yem,62.35,2004
yem,65.38,2005
yem,72.39,2008
yem,75.07,2010
yem,75.49,2011
zmb,77.23,1970
zmb,78.55,1972
zmb,79.68,1974
zmb,84.14,1979
zmb,84.55,1980
zmb,85.64,1981
zmb,85.57,1982
zmb,86.74,1986
zmb,87.18,1988
zwe,81.03,1970
zwe,81.72,1971
zwe,81.38,1972
zwe,81.85,1973
zwe,82.8,1974
zwe,84.0,1975
zwe,84.8,1976
zwe,86.36,1977
zwe,86.88,1978
zwe,87.16,1979
zwe,90.99,1981
zwe,90.33,1982
zwe,89.79,1983
zwe,89.35,1984
zwe,89.34,1985
zwe,89.75,1986
zwe,90.81,1987
zwe,91.24,1988
zwe,92.26,1989
zwe,96.51,1990
zwe,92.21,1991
zwe,93.86,1992
zwe,94.06,1995
zwe,94.38,1996
