geo,time,sg_gini
tha,1853,41.20
tjk,1853,47.40
tkm,1853,41.40
tls,1853,41.30
ton,1853,46.20
tto,1853,43.90
tun,1853,60.90
tur,1853,40.60
tza,1853,37.60
uga,1853,41.00
ukr,1853,32.90
ury,1853,48.10
usa,1853,54.50
uzb,1853,44.40
vct,1853,44.80
ven,1853,43.90
vnm,1853,40.40
vut,1853,46.70
wsm,1853,44.00
yem,1853,60.30
zaf,1853,35.90
zmb,1853,43.40
zwe,1853,34.60
afg,1854,34.30
ago,1854,39.20
alb,1854,41.20
are,1854,44.00
arg,1854,32.00
arm,1854,35.20
atg,1854,45.10
aus,1854,45.90
aut,1854,36.10
aze,1854,40.00
bdi,1854,43.70
bel,1854,52.80
ben,1854,45.50
bfa,1854,37.50
bgd,1854,43.50
bgr,1854,47.80
bhr,1854,43.10
bhs,1854,43.90
bih,1854,38.00
blr,1854,53.20
blz,1854,50.30
bol,1854,36.90
bra,1854,39.30
brb,1854,45.80
brn,1854,43.70
btn,1854,47.50
bwa,1854,35.60
caf,1854,47.20
can,1854,30.10
che,1854,49.80
chl,1854,64.40
chn,1854,36.90
civ,1854,41.60
cmr,1854,44.90
cod,1854,42.10
cog,1854,46.70
col,1854,58.90
com,1854,41.80
cpv,1854,49.00
cri,1854,46.10
cub,1854,39.60
cyp,1854,37.30
cze,1854,49.70
deu,1854,44.00
dji,1854,44.30
dnk,1854,52.20
dom,1854,43.80
dza,1854,59.40
ecu,1854,43.50
egy,1854,60.00
eri,1854,47.30
esp,1854,32.00
est,1854,48.90
eth,1854,47.50
fin,1854,50.60
fji,1854,46.70
fra,1854,55.10
fsm,1854,54.30
gab,1854,45.90
gbr,1854,44.60
geo,1854,29.70
gha,1854,45.60
gin,1854,32.70
gmb,1854,46.20
gnb,1854,49.80
gnq,1854,49.10
grc,1854,49.90
grd,1854,44.90
gtm,1854,35.30
guy,1854,38.20
hnd,1854,50.90
hti,1854,43.50
hun,1854,35.50
idn,1854,41.40
ind,1854,37.30
irl,1854,31.40
irn,1854,60.40
irq,1854,60.60
isl,1854,35.40
isr,1854,44.90
ita,1854,50.60
jam,1854,39.10
jor,1854,42.10
jpn,1854,45.80
kaz,1854,43.30
ken,1854,46.30
kgz,1854,46.00
khm,1854,43.10
kir,1854,47.50
kor,1854,32.10
kwt,1854,43.70
lao,1854,38.40
lbn,1854,59.40
lbr,1854,43.10
lby,1854,43.00
lca,1854,44.40
lka,1854,45.70
lso,1854,53.40
ltu,1854,48.90
lux,1854,34.60
lva,1854,48.90
mar,1854,60.20
mda,1854,47.80
mdg,1854,41.00
mdv,1854,44.70
mex,1854,35.50
mkd,1854,32.50
mli,1854,47.20
mlt,1854,38.50
mmr,1854,33.60
mne,1854,37.60
mng,1854,42.40
moz,1854,47.70
mrt,1854,48.50
mus,1854,42.00
mwi,1854,45.70
mys,1854,28.40
nam,1854,52.60
ner,1854,43.30
nga,1854,46.20
nic,1854,48.20
nld,1854,50.10
nor,1854,48.10
npl,1854,41.00
nzl,1854,38.20
omn,1854,44.80
pak,1854,32.30
pan,1854,49.40
per,1854,46.80
phl,1854,36.60
png,1854,29.70
pol,1854,34.30
prk,1854,48.00
prt,1854,37.10
pry,1854,48.00
pse,1854,40.40
qat,1854,43.70
rou,1854,47.80
rus,1854,53.20
rwa,1854,59.00
sau,1854,45.80
sdn,1854,33.80
sds,1854,33.78
sen,1854,44.20
sgp,1854,41.80
slb,1854,48.50
sle,1854,51.60
slv,1854,47.20
som,1854,50.90
srb,1854,32.50
stp,1854,48.00
sur,1854,37.70
svk,1854,49.70
svn,1854,30.80
swe,1854,57.90
swz,1854,53.20
syc,1854,45.70
syr,1854,62.30
tcd,1854,50.10
tgo,1854,42.00
tha,1854,40.90
tjk,1854,47.40
tkm,1854,41.40
tls,1854,41.50
ton,1854,46.30
tto,1854,43.80
tun,1854,60.20
tur,1854,41.60
tza,1854,37.60
uga,1854,41.00
ukr,1854,33.80
ury,1854,48.10
usa,1854,54.60
uzb,1854,44.40
vct,1854,44.80
ven,1854,43.90
vnm,1854,40.40
vut,1854,46.70
wsm,1854,43.90
yem,1854,59.40
zaf,1854,35.90
zmb,1854,43.50
zwe,1854,34.60
afg,1855,35.30
ago,1855,39.00
alb,1855,41.20
are,1855,44.00
arg,1855,31.60
arm,1855,36.70
atg,1855,45.10
aus,1855,45.70
aut,1855,36.10
aze,1855,40.20
bdi,1855,43.70
bel,1855,52.80
ben,1855,45.40
bfa,1855,37.50
bgd,1855,43.90
bgr,1855,47.80
bhr,1855,43.10
bhs,1855,43.90
bih,1855,38.30
blr,1855,53.00
blz,1855,50.20
bol,1855,36.90
bra,1855,39.50
brb,1855,45.80
brn,1855,43.70
btn,1855,47.50
bwa,1855,35.60
caf,1855,47.20
can,1855,31.00
che,1855,49.80
chl,1855,64.60
chn,1855,36.90
civ,1855,41.70
cmr,1855,44.60
cod,1855,42.10
cog,1855,46.60
col,1855,58.90
com,1855,42.00
cpv,1855,49.00
cri,1855,46.00
cub,1855,39.70
cyp,1855,37.40
cze,1855,50.00
deu,1855,44.00
dji,1855,44.30
dnk,1855,52.40
dom,1855,43.90
dza,1855,58.50
ecu,1855,43.60
egy,1855,59.20
eri,1855,47.30
esp,1855,32.10
est,1855,48.90
eth,1855,47.50
fin,1855,50.60
fji,1855,46.70
fra,1855,55.20
fsm,1855,54.10
gab,1855,45.90
gbr,1855,44.90
geo,1855,29.70
gha,1855,46.20
gin,1855,32.70
gmb,1855,46.20
gnb,1855,49.80
gnq,1855,49.20
grc,1855,49.90
grd,1855,44.90
gtm,1855,35.30
guy,1855,38.20
hnd,1855,50.70
hti,1855,43.50
hun,1855,36.10
idn,1855,41.20
ind,1855,36.90
irl,1855,31.90
irn,1855,59.70
irq,1855,60.00
isl,1855,35.60
isr,1855,44.90
ita,1855,50.70
jam,1855,39.10
jor,1855,42.20
jpn,1855,45.80
kaz,1855,43.30
ken,1855,46.30
kgz,1855,46.00
khm,1855,43.20
kir,1855,47.60
kor,1855,32.10
kwt,1855,43.70
lao,1855,38.40
lbn,1855,58.50
lbr,1855,43.20
lby,1855,43.00
lca,1855,44.40
lka,1855,45.70
lso,1855,53.30
ltu,1855,48.90
lux,1855,34.80
lva,1855,48.90
mar,1855,59.50
mda,1855,47.80
mdg,1855,41.00
mdv,1855,44.70
mex,1855,36.40
mkd,1855,32.50
mli,1855,47.20
mlt,1855,38.60
mmr,1855,34.40
mne,1855,37.70
mng,1855,42.50
moz,1855,47.80
mrt,1855,48.50
mus,1855,42.00
mwi,1855,45.70
mys,1855,29.20
nam,1855,52.60
ner,1855,43.30
nga,1855,45.90
nic,1855,48.10
nld,1855,50.50
nor,1855,48.10
npl,1855,41.00
nzl,1855,38.20
omn,1855,44.80
pak,1855,33.20
pan,1855,49.20
per,1855,47.20
phl,1855,37.60
png,1855,30.60
pol,1855,33.90
prk,1855,48.00
prt,1855,38.00
pry,1855,47.80
pse,1855,40.60
qat,1855,43.70
rou,1855,47.80
rus,1855,53.00
rwa,1855,59.00
sau,1855,45.80
sdn,1855,33.80
sds,1855,33.78
sen,1855,44.10
sgp,1855,41.90
slb,1855,48.50
sle,1855,51.50
slv,1855,47.10
som,1855,50.90
srb,1855,32.50
stp,1855,48.00
sur,1855,37.80
svk,1855,50.00
svn,1855,31.60
swe,1855,57.80
swz,1855,53.10
syc,1855,45.70
syr,1855,62.20
tcd,1855,50.00
tgo,1855,42.10
tha,1855,40.60
tjk,1855,47.40
tkm,1855,41.40
tls,1855,41.70
ton,1855,46.30
tto,1855,43.80
tun,1855,59.50
tur,1855,42.70
tza,1855,37.60
uga,1855,41.00
ukr,1855,34.70
ury,1855,48.10
usa,1855,54.60
uzb,1855,44.40
vct,1855,44.70
ven,1855,43.90
vnm,1855,40.40
vut,1855,46.70
wsm,1855,43.90
yem,1855,58.50
zaf,1855,35.90
zmb,1855,43.60
zwe,1855,34.60
afg,1856,36.20
ago,1856,38.70
alb,1856,41.20
are,1856,44.00
arg,1856,31.20
arm,1856,38.20
atg,1856,45.10
aus,1856,45.60
aut,1856,36.20
aze,1856,40.30
bdi,1856,43.70
bel,1856,52.80
ben,1856,45.30
bfa,1856,37.50
bgd,1856,44.30
bgr,1856,47.80
bhr,1856,43.00
bhs,1856,43.80
bih,1856,38.50
blr,1856,52.80
blz,1856,50.10
bol,1856,36.90
bra,1856,39.60
brb,1856,45.70
brn,1856,43.70
btn,1856,47.50
bwa,1856,35.60
caf,1856,47.30
can,1856,31.90
che,1856,49.90
chl,1856,64.80
chn,1856,36.90
civ,1856,41.80
cmr,1856,44.30
cod,1856,42.10
cog,1856,46.40
col,1856,58.90
com,1856,42.20
cpv,1856,49.00
cri,1856,45.90
cub,1856,39.80
cyp,1856,37.60
cze,1856,50.30
deu,1856,44.10
dji,1856,44.40
dnk,1856,52.50
dom,1856,43.90
dza,1856,57.60
ecu,1856,43.70
egy,1856,58.40
eri,1856,47.30
esp,1856,32.20
est,1856,48.90
eth,1856,47.50
fin,1856,50.60
fji,1856,46.70
fra,1856,55.40
fsm,1856,54.00
gab,1856,45.90
gbr,1856,45.10
geo,1856,29.70
gha,1856,46.90
gin,1856,32.70
gmb,1856,46.20
gnb,1856,49.80
gnq,1856,49.20
grc,1856,49.90
grd,1856,44.90
gtm,1856,35.30
guy,1856,38.20
hnd,1856,50.50
hti,1856,43.60
hun,1856,36.70
idn,1856,41.10
ind,1856,36.60
irl,1856,32.30
irn,1856,59.00
irq,1856,59.30
isl,1856,35.80
isr,1856,44.90
ita,1856,50.70
jam,1856,39.10
jor,1856,42.30
jpn,1856,45.80
kaz,1856,43.30
ken,1856,46.30
kgz,1856,46.00
khm,1856,43.20
kir,1856,47.60
kor,1856,32.10
kwt,1856,43.70
lao,1856,38.40
lbn,1856,57.60
lbr,1856,43.30
lby,1856,43.00
lca,1856,44.50
lka,1856,45.60
lso,1856,53.30
ltu,1856,48.90
lux,1856,34.90
lva,1856,48.90
mar,1856,58.80
mda,1856,47.80
mdg,1856,41.00
mdv,1856,44.80
mex,1856,37.40
mkd,1856,32.50
mli,1856,47.20
mlt,1856,38.80
mmr,1856,35.20
mne,1856,37.90
mng,1856,42.70
moz,1856,47.80
mrt,1856,48.50
mus,1856,42.10
mwi,1856,45.70
mys,1856,30.00
nam,1856,52.60
ner,1856,43.30
nga,1856,45.70
nic,1856,47.90
nld,1856,50.90
nor,1856,48.20
npl,1856,41.00
nzl,1856,38.20
omn,1856,44.80
pak,1856,34.10
pan,1856,49.00
per,1856,47.60
phl,1856,38.60
png,1856,31.60
pol,1856,33.40
prk,1856,48.10
prt,1856,38.90
pry,1856,47.70
pse,1856,40.70
qat,1856,43.70
rou,1856,47.80
rus,1856,52.80
rwa,1856,59.00
sau,1856,45.90
sdn,1856,33.80
sds,1856,33.78
sen,1856,44.10
sgp,1856,41.90
slb,1856,48.60
sle,1856,51.30
slv,1856,47.00
som,1856,50.90
srb,1856,32.50
stp,1856,47.90
sur,1856,38.00
svk,1856,50.30
svn,1856,32.40
swe,1856,57.80
swz,1856,53.00
syc,1856,45.70
syr,1856,62.00
tcd,1856,49.90
tgo,1856,42.20
tha,1856,40.30
tjk,1856,47.40
tkm,1856,41.40
tls,1856,41.90
ton,1856,46.30
tto,1856,43.80
tun,1856,58.80
tur,1856,43.70
tza,1856,37.60
uga,1856,41.00
ukr,1856,35.60
ury,1856,48.10
usa,1856,54.70
uzb,1856,44.40
vct,1856,44.70
ven,1856,43.90
vnm,1856,40.40
vut,1856,46.80
wsm,1856,43.90
yem,1856,57.60
zaf,1856,35.90
zmb,1856,43.70
zwe,1856,34.60
afg,1857,37.20
ago,1857,38.40
alb,1857,41.20
are,1857,44.00
arg,1857,30.80
arm,1857,39.80
atg,1857,45.10
aus,1857,45.40
aut,1857,36.20
aze,1857,40.50
bdi,1857,43.70
bel,1857,52.80
ben,1857,45.20
bfa,1857,37.50
bgd,1857,44.80
bgr,1857,47.80
bhr,1857,43.00
bhs,1857,43.80
bih,1857,38.70
blr,1857,52.60
blz,1857,50.00
bol,1857,36.90
bra,1857,39.80
brb,1857,45.70
brn,1857,43.60
btn,1857,47.60
bwa,1857,35.60
caf,1857,47.30
can,1857,32.70
che,1857,50.00
chl,1857,65.00
chn,1857,36.90
civ,1857,41.90
cmr,1857,43.90
cod,1857,42.10
cog,1857,46.30
col,1857,58.90
com,1857,42.30
cpv,1857,49.00
cri,1857,45.80
cub,1857,39.80
cyp,1857,37.70
cze,1857,50.60
deu,1857,44.20
dji,1857,44.40
dnk,1857,52.70
dom,1857,44.00
dza,1857,56.70
ecu,1857,43.80
egy,1857,57.70
eri,1857,47.40
esp,1857,32.30
est,1857,48.90
eth,1857,47.50
fin,1857,50.60
fji,1857,46.70
fra,1857,55.60
fsm,1857,53.90
gab,1857,45.90
gbr,1857,45.40
geo,1857,29.70
gha,1857,47.50
gin,1857,32.70
gmb,1857,46.30
gnb,1857,49.80
gnq,1857,49.30
grc,1857,49.90
grd,1857,44.90
gtm,1857,35.30
guy,1857,38.20
hnd,1857,50.30
hti,1857,43.60
hun,1857,37.30
idn,1857,40.90
ind,1857,36.20
irl,1857,32.80
irn,1857,58.30
irq,1857,58.70
isl,1857,36.00
isr,1857,44.90
ita,1857,50.70
jam,1857,39.10
jor,1857,42.30
jpn,1857,45.80
kaz,1857,43.30
ken,1857,46.30
kgz,1857,46.00
khm,1857,43.30
kir,1857,47.60
kor,1857,32.10
kwt,1857,43.70
lao,1857,38.40
lbn,1857,56.70
lbr,1857,43.30
lby,1857,42.90
lca,1857,44.50
lka,1857,45.50
lso,1857,53.20
ltu,1857,48.90
lux,1857,35.10
lva,1857,48.90
mar,1857,58.00
mda,1857,47.80
mdg,1857,41.00
mdv,1857,44.90
mex,1857,38.40
mkd,1857,32.50
mli,1857,47.20
mlt,1857,38.90
mmr,1857,35.90
mne,1857,38.00
mng,1857,42.90
moz,1857,47.90
mrt,1857,48.50
mus,1857,42.20
mwi,1857,45.70
mys,1857,30.70
nam,1857,52.60
ner,1857,43.30
nga,1857,45.40
nic,1857,47.80
nld,1857,51.30
nor,1857,48.30
npl,1857,41.00
nzl,1857,38.20
omn,1857,44.80
pak,1857,35.00
pan,1857,48.80
per,1857,48.00
phl,1857,39.60
png,1857,32.60
pol,1857,32.90
prk,1857,48.10
prt,1857,39.80
pry,1857,47.60
pse,1857,40.80
qat,1857,43.70
rou,1857,47.80
rus,1857,52.60
rwa,1857,59.00
sau,1857,45.90
sdn,1857,33.80
sds,1857,33.78
sen,1857,44.00
sgp,1857,41.90
slb,1857,48.70
sle,1857,51.20
slv,1857,46.80
som,1857,50.90
srb,1857,32.50
stp,1857,47.80
sur,1857,38.10
svk,1857,50.60
svn,1857,33.20
swe,1857,57.80
swz,1857,52.80
syc,1857,45.70
syr,1857,61.80
tcd,1857,49.80
tgo,1857,42.30
tha,1857,40.10
tjk,1857,47.40
tkm,1857,41.40
tls,1857,42.10
ton,1857,46.30
tto,1857,43.80
tun,1857,58.00
tur,1857,44.80
tza,1857,37.60
uga,1857,41.00
ukr,1857,36.50
ury,1857,48.10
usa,1857,54.70
uzb,1857,44.40
vct,1857,44.70
ven,1857,43.90
vnm,1857,40.40
vut,1857,46.80
wsm,1857,43.90
yem,1857,56.70
zaf,1857,35.90
zmb,1857,43.80
zwe,1857,34.60
afg,1858,38.10
ago,1858,38.10
alb,1858,41.20
are,1858,43.90
arg,1858,30.30
arm,1858,41.30
atg,1858,45.10
aus,1858,45.20
aut,1858,36.20
aze,1858,40.60
bdi,1858,43.70
bel,1858,52.80
ben,1858,45.20
bfa,1858,37.50
bgd,1858,45.20
bgr,1858,47.80
bhr,1858,43.00
bhs,1858,43.70
bih,1858,38.90
blr,1858,52.40
blz,1858,49.90
bol,1858,36.90
bra,1858,40.00
brb,1858,45.60
brn,1858,43.60
btn,1858,47.60
bwa,1858,35.60
caf,1858,47.40
can,1858,33.60
che,1858,50.00
chl,1858,65.20
chn,1858,36.90
civ,1858,42.00
cmr,1858,43.60
cod,1858,42.10
cog,1858,46.20
col,1858,58.90
com,1858,42.50
cpv,1858,48.90
cri,1858,45.80
cub,1858,39.90
cyp,1858,37.90
cze,1858,50.90
deu,1858,44.20
dji,1858,44.50
dnk,1858,52.90
dom,1858,44.10
dza,1858,55.80
ecu,1858,43.90
egy,1858,56.90
eri,1858,47.40
esp,1858,32.40
est,1858,48.90
eth,1858,47.50
fin,1858,50.60
fji,1858,46.70
fra,1858,55.80
fsm,1858,53.80
gab,1858,45.90
gbr,1858,45.70
geo,1858,29.70
gha,1858,48.20
gin,1858,32.70
gmb,1858,46.30
gnb,1858,49.80
gnq,1858,49.40
grc,1858,49.90
grd,1858,44.90
gtm,1858,35.30
guy,1858,38.20
hnd,1858,50.10
hti,1858,43.60
hun,1858,37.90
idn,1858,40.80
ind,1858,35.80
irl,1858,33.20
irn,1858,57.60
irq,1858,58.10
isl,1858,36.20
isr,1858,44.90
ita,1858,50.80
jam,1858,39.10
jor,1858,42.40
jpn,1858,45.80
kaz,1858,43.30
ken,1858,46.30
kgz,1858,46.00
khm,1858,43.40
kir,1858,47.70
kor,1858,32.10
kwt,1858,43.70
lao,1858,38.40
lbn,1858,55.80
lbr,1858,43.40
lby,1858,42.90
lca,1858,44.50
lka,1858,45.50
lso,1858,53.20
ltu,1858,48.90
lux,1858,35.20
lva,1858,48.90
mar,1858,57.30
mda,1858,47.80
mdg,1858,41.00
mdv,1858,44.90
mex,1858,39.30
mkd,1858,32.50
mli,1858,47.20
mlt,1858,39.10
mmr,1858,36.70
mne,1858,38.10
mng,1858,43.00
moz,1858,48.00
mrt,1858,48.40
mus,1858,42.30
mwi,1858,45.70
mys,1858,31.50
nam,1858,52.60
ner,1858,43.30
nga,1858,45.10
nic,1858,47.60
nld,1858,51.70
nor,1858,48.30
npl,1858,41.00
nzl,1858,38.20
omn,1858,44.80
pak,1858,35.90
pan,1858,48.70
per,1858,48.40
phl,1858,40.60
png,1858,33.50
pol,1858,32.50
prk,1858,48.20
prt,1858,40.70
pry,1858,47.40
pse,1858,40.90
qat,1858,43.70
rou,1858,47.80
rus,1858,52.40
rwa,1858,59.00
sau,1858,45.90
sdn,1858,33.80
sds,1858,33.78
sen,1858,44.00
sgp,1858,41.90
slb,1858,48.70
sle,1858,51.00
slv,1858,46.70
som,1858,50.90
srb,1858,32.50
stp,1858,47.80
sur,1858,38.20
svk,1858,50.90
svn,1858,34.00
swe,1858,57.80
swz,1858,52.70
syc,1858,45.70
syr,1858,61.60
tcd,1858,49.60
tgo,1858,42.50
tha,1858,39.80
tjk,1858,47.40
tkm,1858,41.40
tls,1858,42.30
ton,1858,46.40
tto,1858,43.80
tun,1858,57.30
tur,1858,45.80
tza,1858,37.60
uga,1858,41.00
ukr,1858,37.30
ury,1858,48.10
usa,1858,54.80
uzb,1858,44.40
vct,1858,44.70
ven,1858,43.90
vnm,1858,40.40
vut,1858,46.80
wsm,1858,43.90
yem,1858,55.80
zaf,1858,35.90
zmb,1858,43.90
zwe,1858,34.60
afg,1859,39.10
ago,1859,37.80
alb,1859,41.20
are,1859,43.90
arg,1859,29.90
arm,1859,42.80
atg,1859,45.10
aus,1859,45.10
aut,1859,36.20
aze,1859,40.80
bdi,1859,43.70
bel,1859,52.80
ben,1859,45.10
bfa,1859,37.50
bgd,1859,45.60
bgr,1859,47.80
bhr,1859,42.90
bhs,1859,43.70
bih,1859,39.10
blr,1859,52.20
blz,1859,49.80
bol,1859,36.90
bra,1859,40.10
brb,1859,45.60
brn,1859,43.60
btn,1859,47.60
bwa,1859,35.60
caf,1859,47.40
can,1859,34.40
che,1859,50.10
chl,1859,65.50
chn,1859,36.90
civ,1859,42.10
cmr,1859,43.30
cod,1859,42.10
cog,1859,46.10
col,1859,58.90
com,1859,42.60
cpv,1859,48.90
cri,1859,45.70
cub,1859,39.90
cyp,1859,38.00
cze,1859,51.20
deu,1859,44.30
dji,1859,44.50
dnk,1859,53.10
dom,1859,44.10
dza,1859,54.80
ecu,1859,44.00
egy,1859,56.10
eri,1859,47.50
esp,1859,32.50
est,1859,48.90
eth,1859,47.50
fin,1859,50.60
fji,1859,46.60
fra,1859,56.00
fsm,1859,53.60
gab,1859,45.90
gbr,1859,46.00
geo,1859,29.70
gha,1859,48.80
gin,1859,32.70
gmb,1859,46.30
gnb,1859,49.80
gnq,1859,49.50
grc,1859,49.90
grd,1859,44.90
gtm,1859,35.30
guy,1859,38.20
hnd,1859,49.90
hti,1859,43.70
hun,1859,38.50
idn,1859,40.60
ind,1859,35.50
irl,1859,33.60
irn,1859,56.90
irq,1859,57.40
isl,1859,36.40
isr,1859,44.90
ita,1859,50.80
jam,1859,39.10
jor,1859,42.40
jpn,1859,45.90
kaz,1859,43.30
ken,1859,46.30
kgz,1859,46.00
khm,1859,43.50
kir,1859,47.70
kor,1859,32.10
kwt,1859,43.60
lao,1859,38.40
lbn,1859,54.80
lbr,1859,43.50
lby,1859,42.80
lca,1859,44.60
lka,1859,45.40
lso,1859,53.10
ltu,1859,48.90
lux,1859,35.40
lva,1859,48.90
mar,1859,56.60
mda,1859,47.80
mdg,1859,41.00
mdv,1859,45.00
mex,1859,40.30
mkd,1859,32.50
mli,1859,47.20
mlt,1859,39.20
mmr,1859,37.50
mne,1859,38.30
mng,1859,43.20
moz,1859,48.10
mrt,1859,48.40
mus,1859,42.30
mwi,1859,45.70
mys,1859,32.30
nam,1859,52.60
ner,1859,43.30
nga,1859,44.90
nic,1859,47.40
nld,1859,52.10
nor,1859,48.40
npl,1859,41.00
nzl,1859,38.20
omn,1859,44.80
pak,1859,36.80
pan,1859,48.50
per,1859,48.80
phl,1859,41.60
png,1859,34.50
pol,1859,32.00
prk,1859,48.20
prt,1859,41.60
pry,1859,47.30
pse,1859,41.00
qat,1859,43.60
rou,1859,47.80
rus,1859,52.20
rwa,1859,59.00
sau,1859,45.90
sdn,1859,33.80
sds,1859,33.78
sen,1859,43.90
sgp,1859,42.00
slb,1859,48.80
sle,1859,50.80
slv,1859,46.60
som,1859,50.90
srb,1859,32.50
stp,1859,47.70
sur,1859,38.30
svk,1859,51.20
svn,1859,34.80
swe,1859,57.70
swz,1859,52.50
syc,1859,45.70
syr,1859,61.40
tcd,1859,49.50
tgo,1859,42.60
tha,1859,39.50
tjk,1859,47.40
tkm,1859,41.40
tls,1859,42.50
ton,1859,46.40
tto,1859,43.80
tun,1859,56.60
tur,1859,46.90
tza,1859,37.60
uga,1859,41.00
ukr,1859,38.20
ury,1859,48.10
usa,1859,54.80
uzb,1859,44.40
vct,1859,44.70
ven,1859,43.90
vnm,1859,40.40
vut,1859,46.90
wsm,1859,43.80
yem,1859,54.80
zaf,1859,35.90
zmb,1859,44.00
zwe,1859,34.60
afg,1860,40.00
ago,1860,37.50
alb,1860,41.20
are,1860,43.90
arg,1860,29.50
arm,1860,44.30
atg,1860,45.10
aus,1860,44.90
aut,1860,36.20
aze,1860,41.00
bdi,1860,43.70
bel,1860,52.80
ben,1860,45.00
bfa,1860,37.50
bgd,1860,46.00
bgr,1860,47.80
bhr,1860,42.90
bhs,1860,43.60
bih,1860,39.40
blr,1860,52.00
blz,1860,49.70
bol,1860,36.90
bra,1860,40.30
brb,1860,45.50
brn,1860,43.60
btn,1860,47.60
bwa,1860,35.60
caf,1860,47.50
can,1860,35.30
che,1860,50.10
chl,1860,65.70
chn,1860,36.80
civ,1860,42.20
cmr,1860,42.90
cod,1860,42.10
cog,1860,45.90
col,1860,58.90
com,1860,42.80
cpv,1860,48.90
cri,1860,45.60
cub,1860,40.00
cyp,1860,38.20
cze,1860,51.50
deu,1860,44.30
dji,1860,44.60
dnk,1860,53.20
dom,1860,44.20
dza,1860,53.90
ecu,1860,44.10
egy,1860,55.30
eri,1860,47.50
esp,1860,32.60
est,1860,48.90
eth,1860,47.50
fin,1860,50.60
fji,1860,46.60
fra,1860,56.20
fsm,1860,53.50
gab,1860,45.90
gbr,1860,46.20
geo,1860,29.70
gha,1860,49.50
gin,1860,32.70
gmb,1860,46.30
gnb,1860,49.80
gnq,1860,49.50
grc,1860,49.90
grd,1860,44.90
gtm,1860,35.30
guy,1860,38.20
hnd,1860,49.70
hti,1860,43.70
hun,1860,39.10
idn,1860,40.50
ind,1860,35.10
irl,1860,34.10
irn,1860,56.20
irq,1860,56.80
isl,1860,36.60
isr,1860,44.90
ita,1860,50.80
jam,1860,39.10
jor,1860,42.50
jpn,1860,45.90
kaz,1860,43.30
ken,1860,46.30
kgz,1860,46.00
khm,1860,43.60
kir,1860,47.80
kor,1860,32.10
kwt,1860,43.60
lao,1860,38.40
lbn,1860,53.90
lbr,1860,43.60
lby,1860,42.80
lca,1860,44.60
lka,1860,45.30
lso,1860,53.10
ltu,1860,48.90
lux,1860,35.60
lva,1860,48.90
mar,1860,55.90
mda,1860,47.80
mdg,1860,41.00
mdv,1860,45.10
mex,1860,41.20
mkd,1860,32.50
mli,1860,47.20
mlt,1860,39.40
mmr,1860,38.30
mne,1860,38.40
mng,1860,43.40
moz,1860,48.10
mrt,1860,48.40
mus,1860,42.40
mwi,1860,45.70
mys,1860,33.10
nam,1860,52.60
ner,1860,43.30
nga,1860,44.60
nic,1860,47.30
nld,1860,52.50
nor,1860,48.40
npl,1860,41.00
nzl,1860,38.20
omn,1860,44.80
pak,1860,37.70
pan,1860,48.30
per,1860,49.20
phl,1860,42.60
png,1860,35.50
pol,1860,31.50
prk,1860,48.30
prt,1860,42.50
pry,1860,47.10
pse,1860,41.20
qat,1860,43.60
rou,1860,47.80
rus,1860,52.00
rwa,1860,59.00
sau,1860,45.90
sdn,1860,33.80
sds,1860,33.78
sen,1860,43.90
sgp,1860,42.00
slb,1860,48.90
sle,1860,50.70
slv,1860,46.50
som,1860,50.90
srb,1860,32.50
stp,1860,47.70
sur,1860,38.40
svk,1860,51.50
svn,1860,35.50
swe,1860,57.70
swz,1860,52.40
syc,1860,45.70
syr,1860,61.20
tcd,1860,49.40
tgo,1860,42.70
tha,1860,39.20
tjk,1860,47.40
tkm,1860,41.40
tls,1860,42.70
ton,1860,46.40
tto,1860,43.70
tun,1860,55.90
tur,1860,47.90
tza,1860,37.60
uga,1860,41.00
ukr,1860,39.10
ury,1860,48.10
usa,1860,54.90
uzb,1860,44.40
vct,1860,44.70
ven,1860,43.90
vnm,1860,40.40
vut,1860,46.90
wsm,1860,43.80
yem,1860,53.90
zaf,1860,35.90
zmb,1860,44.10
zwe,1860,34.60
afg,1861,41.00
ago,1861,37.20
alb,1861,41.20
are,1861,43.90
arg,1861,29.10
arm,1861,45.90
atg,1861,45.10
aus,1861,44.80
aut,1861,36.20
aze,1861,41.10
bdi,1861,43.70
bel,1861,52.80
ben,1861,45.00
bfa,1861,37.50
bgd,1861,46.40
bgr,1861,47.80
bhr,1861,42.90
bhs,1861,43.50
bih,1861,39.60
blr,1861,51.80
blz,1861,49.60
bol,1861,36.90
bra,1861,40.50
brb,1861,45.50
brn,1861,43.60
btn,1861,47.60
bwa,1861,35.60
caf,1861,47.50
can,1861,36.10
che,1861,50.20
chl,1861,65.90
chn,1861,36.80
civ,1861,42.30
cmr,1861,42.60
cod,1861,42.10
cog,1861,45.80
col,1861,58.90
com,1861,43.00
cpv,1861,48.90
cri,1861,45.60
cub,1861,40.10
cyp,1861,38.30
cze,1861,51.80
deu,1861,44.40
dji,1861,44.60
dnk,1861,53.40
dom,1861,44.30
dza,1861,53.00
ecu,1861,44.20
egy,1861,54.60
eri,1861,47.50
esp,1861,32.70
est,1861,48.90
eth,1861,47.50
fin,1861,50.60
fji,1861,46.60
fra,1861,56.30
fsm,1861,53.40
gab,1861,45.90
gbr,1861,46.50
geo,1861,29.70
gha,1861,50.20
gin,1861,32.70
gmb,1861,46.30
gnb,1861,49.80
