basomrade,year,mean_income_aged_lt_20
4270100_karby,2013,298699.23
4270100_karby,2014,294041.27
4270200_brottby,2000,208420.59
4270200_brottby,2001,231998.28
4270200_brottby,2002,245563.7
4270200_brottby,2003,247278.92
4270200_brottby,2004,252297.1
4270200_brottby,2005,258781.11
4270200_brottby,2006,258005.27
4270200_brottby,2007,277048.06
4270200_brottby,2008,286920.54
4270200_brottby,2009,298419.58
4270200_brottby,2010,280092.35
4270200_brottby,2011,289949.38
4270200_brottby,2012,295274.15
4270200_brottby,2013,306093.79
4270200_brottby,2014,339878.41
4270501_ovr_osseby_garns_glesbygd,2000,216489.63
4270501_ovr_osseby_garns_glesbygd,2001,231165.9
4270501_ovr_osseby_garns_glesbygd,2002,237716.89
4270501_ovr_osseby_garns_glesbygd,2003,232505.05
4270501_ovr_osseby_garns_glesbygd,2004,238193.16
4270501_ovr_osseby_garns_glesbygd,2005,260634.43
4270501_ovr_osseby_garns_glesbygd,2006,264606.74
4270501_ovr_osseby_garns_glesbygd,2007,282591.87
4270501_ovr_osseby_garns_glesbygd,2008,287208.13
4270501_ovr_osseby_garns_glesbygd,2009,291604.05
4270501_ovr_osseby_garns_glesbygd,2010,295690.76
4270501_ovr_osseby_garns_glesbygd,2011,312074.52
4270501_ovr_osseby_garns_glesbygd,2012,319601.18
4270501_ovr_osseby_garns_glesbygd,2013,324211.28
4270501_ovr_osseby_garns_glesbygd,2014,342694.39
4270502_algeby_garns_ekskogen,2000,184293.47
4270502_algeby_garns_ekskogen,2001,193640.07
4270502_algeby_garns_ekskogen,2002,203540.05
4270502_algeby_garns_ekskogen,2003,204271.19
4270502_algeby_garns_ekskogen,2004,207257.36
4270502_algeby_garns_ekskogen,2005,219407.25
4270502_algeby_garns_ekskogen,2006,224588.45
4270502_algeby_garns_ekskogen,2007,238469.8
4270502_algeby_garns_ekskogen,2008,252240.83
4270502_algeby_garns_ekskogen,2009,251807.29
4270502_algeby_garns_ekskogen,2010,257965.01
4270502_algeby_garns_ekskogen,2011,264673.18
4270502_algeby_garns_ekskogen,2012,274727.7
4270502_algeby_garns_ekskogen,2013,282223.78
4270502_algeby_garns_ekskogen,2014,286826.86
4280000_angarns_forsamling,2000,217463.19
4280000_angarns_forsamling,2001,218936.23
4280000_angarns_forsamling,2002,231916.8
4280000_angarns_forsamling,2003,247730.28
4280000_angarns_forsamling,2004,245857.07
4280000_angarns_forsamling,2005,251057.97
4280000_angarns_forsamling,2006,244029.86
4280000_angarns_forsamling,2007,273840.24
4280000_angarns_forsamling,2008,279910.59
4280000_angarns_forsamling,2009,282134.7
4280000_angarns_forsamling,2010,303205.27
4280000_angarns_forsamling,2011,312781.37
4280000_angarns_forsamling,2012,315896.79
4280000_angarns_forsamling,2013,323206.82
4280000_angarns_forsamling,2014,327232.48
4440110_ljustero,2000,184291.56
4440110_ljustero,2001,196941.7
4440110_ljustero,2002,201922.8
4440110_ljustero,2003,209568.6
4440110_ljustero,2004,210510.45
4440110_ljustero,2005,217296.74
4440110_ljustero,2006,230975.87
4440110_ljustero,2007,235675.41
4440110_ljustero,2008,246624.25
4440110_ljustero,2009,249693.33
4440110_ljustero,2010,253790.88
4440110_ljustero,2011,260982.77
4440110_ljustero,2012,269293.49
4440110_ljustero,2013,276625.15
4440110_ljustero,2014,280172.75
4440120_ingmarso_m_fl_oar,2000,145874.4
4440120_ingmarso_m_fl_oar,2001,151850.21
4440120_ingmarso_m_fl_oar,2002,164329.92
4440120_ingmarso_m_fl_oar,2003,172271.53
4440120_ingmarso_m_fl_oar,2004,178395.53
4440120_ingmarso_m_fl_oar,2005,186532.17
4440120_ingmarso_m_fl_oar,2006,181384.31
4440120_ingmarso_m_fl_oar,2007,196240.34
4440120_ingmarso_m_fl_oar,2008,205940.01
4440120_ingmarso_m_fl_oar,2009,213498.1
4440120_ingmarso_m_fl_oar,2010,236213.34
4440120_ingmarso_m_fl_oar,2011,236303.81
4440120_ingmarso_m_fl_oar,2012,226562.6
4440120_ingmarso_m_fl_oar,2013,245721.34
4440120_ingmarso_m_fl_oar,2014,249702.92
4440200_roslags_kulla_fd_forsaml,2000,177014.32
4440200_roslags_kulla_fd_forsaml,2001,185131.16
4440200_roslags_kulla_fd_forsaml,2002,189411.95
4440200_roslags_kulla_fd_forsaml,2003,204963.54
4440200_roslags_kulla_fd_forsaml,2004,213798.33
4440200_roslags_kulla_fd_forsaml,2005,218859.8
4440200_roslags_kulla_fd_forsaml,2006,223002.54
4440200_roslags_kulla_fd_forsaml,2007,235082.77
4440200_roslags_kulla_fd_forsaml,2008,254431.74
4440200_roslags_kulla_fd_forsaml,2009,262940.01
4440200_roslags_kulla_fd_forsaml,2010,270585.68
4440200_roslags_kulla_fd_forsaml,2011,278978.14
4440200_roslags_kulla_fd_forsaml,2012,284022.69
4440200_roslags_kulla_fd_forsaml,2013,296484.94
4440200_roslags_kulla_fd_forsaml,2014,293524.03
4450110_ekbacken,2000,227989.8
4450110_ekbacken,2001,243354.14
4450110_ekbacken,2002,255745.92
4450110_ekbacken,2003,251478.47
4450110_ekbacken,2004,247931.26
4450110_ekbacken,2005,253489.62
4450110_ekbacken,2006,265980.22
4450110_ekbacken,2007,267801.88
4450110_ekbacken,2008,275994.74
4450110_ekbacken,2009,282780.6
4450110_ekbacken,2010,286657.4
4450110_ekbacken,2011,289374.8
4450110_ekbacken,2012,299422.15
4450110_ekbacken,2013,300429.85
4450110_ekbacken,2014,300231.92
4450120_runo_gard,2000,185937.14
4450120_runo_gard,2001,196460.72
4450120_runo_gard,2002,206087.9
4450120_runo_gard,2003,206797.44
4450120_runo_gard,2004,211228.97
4450120_runo_gard,2005,215837.07
4450120_runo_gard,2006,227044.71
4450120_runo_gard,2007,232303.34
4450120_runo_gard,2008,238801.38
4450120_runo_gard,2009,242514.61
4450120_runo_gard,2010,243967.22
4450120_runo_gard,2011,251584.95
4450120_runo_gard,2012,258579.57
4450120_runo_gard,2013,266110.3
4450120_runo_gard,2014,270326.41
4450130_akersberga,2000,163282.53
4450130_akersberga,2001,172586.66
4450130_akersberga,2002,178692.74
4450130_akersberga,2003,184179.76
4450130_akersberga,2004,188069.07
4450130_akersberga,2005,191060.09
4450130_akersberga,2006,197188.37
4450130_akersberga,2007,204116.16
4450130_akersberga,2008,207809.04
4450130_akersberga,2009,210907.87
4450130_akersberga,2010,214034.38
4450130_akersberga,2011,217993.24
4450130_akersberga,2012,223099.34
4450130_akersberga,2013,230421.3
4450130_akersberga,2014,235175.55
4450140_kullen,2000,235782.69
4450140_kullen,2001,240177.46
4450140_kullen,2002,247114.98
4450140_kullen,2003,256421.6
4450140_kullen,2004,271493.25
4450140_kullen,2005,272060.43
4450140_kullen,2006,278303.09
4450140_kullen,2007,279134.95
4450140_kullen,2008,289110.91
4450140_kullen,2009,291217.57
4450140_kullen,2010,304921.85
4450140_kullen,2011,310366.99
4450140_kullen,2012,325699.42
4450140_kullen,2013,319540.27
4450140_kullen,2014,320510.34
4450150_ostra_sora,2000,237635.9
4450150_ostra_sora,2001,249971.2
4450150_ostra_sora,2002,255932.56
4450150_ostra_sora,2003,260909.4
4450150_ostra_sora,2004,265889.73
4450150_ostra_sora,2005,276953.82
4450150_ostra_sora,2006,283195.15
4450150_ostra_sora,2007,294831.86
4450150_ostra_sora,2008,312286.46
4450150_ostra_sora,2009,316543.39
4450150_ostra_sora,2010,320097.22
4450150_ostra_sora,2011,331936.15
4450150_ostra_sora,2012,337306.07
4450150_ostra_sora,2013,340568.26
4450150_ostra_sora,2014,362431.2
4450160_vastra_sora,2000,217979.7
4450160_vastra_sora,2001,225663.87
4450160_vastra_sora,2002,234550.83
4450160_vastra_sora,2003,243186.32
4450160_vastra_sora,2004,245515.04
4450160_vastra_sora,2005,248375.09
4450160_vastra_sora,2006,256894
4450160_vastra_sora,2007,270137.48
4450160_vastra_sora,2008,271760.59
4450160_vastra_sora,2009,284841.22
4450160_vastra_sora,2010,280935.91
4450160_vastra_sora,2011,285418.18
4450160_vastra_sora,2012,290720.89
4450160_vastra_sora,2013,295503.98
4450160_vastra_sora,2014,305665.16
4450170_neptunus,2000,179973.68
4450170_neptunus,2001,186714.98
4450170_neptunus,2002,189793.32
4450170_neptunus,2003,199354.52
4450170_neptunus,2004,200843.81
4450170_neptunus,2005,208768.53
4450170_neptunus,2006,216462.52
4450170_neptunus,2007,223185.33
4450170_neptunus,2008,226563.3
4450170_neptunus,2009,236878.09
4450170_neptunus,2010,234643.45
4450170_neptunus,2011,233559.98
4450170_neptunus,2012,246145.4
4450170_neptunus,2013,253366.33
4450170_neptunus,2014,251300
4450180_kungsangen,2000,260959.61
4450180_kungsangen,2001,269289.67
4450180_kungsangen,2002,279306.78
4450180_kungsangen,2003,285947.09
4450180_kungsangen,2004,296441.67
4450180_kungsangen,2005,312989.69
4450180_kungsangen,2006,316483.02
4450180_kungsangen,2007,327094.98
4450180_kungsangen,2008,344155.77
4450180_kungsangen,2009,344597.12
4450180_kungsangen,2010,346023.9
4450180_kungsangen,2011,358432
4450180_kungsangen,2012,365661.18
4450180_kungsangen,2013,378110.14
4450180_kungsangen,2014,386946.91
4450190_tunagard_osterskar,2000,306281.43
4450190_tunagard_osterskar,2001,322983.64
4450190_tunagard_osterskar,2002,335647.45
4450190_tunagard_osterskar,2003,337724.06
4450190_tunagard_osterskar,2004,350584.48
4450190_tunagard_osterskar,2005,360658.49
4450190_tunagard_osterskar,2006,377532.86
4450190_tunagard_osterskar,2007,393978.39
4450190_tunagard_osterskar,2008,412606.82
4450190_tunagard_osterskar,2009,407171.34
4450190_tunagard_osterskar,2010,417445.58
4450190_tunagard_osterskar,2011,425550.98
4450190_tunagard_osterskar,2012,437250.6
4450190_tunagard_osterskar,2013,465196.43
4450190_tunagard_osterskar,2014,471302.8
4450210_akerstorp,2000,232771.65
4450210_akerstorp,2001,245712.49
4450210_akerstorp,2002,250875.83
4450210_akerstorp,2003,254280.56
4450210_akerstorp,2004,261867.58
4450210_akerstorp,2005,266027.64
4450210_akerstorp,2006,281165.84
4450210_akerstorp,2007,289531.41
4450210_akerstorp,2008,295450.64
4450210_akerstorp,2009,302062.83
4450210_akerstorp,2010,310345.33
4450210_akerstorp,2011,313042.81
4450210_akerstorp,2012,318408.46
4450210_akerstorp,2013,327225.63
4450210_akerstorp,2014,341835.89
4450220_smedby,2000,240776.6
4450220_smedby,2001,242363.9
4450220_smedby,2002,241754.56
4450220_smedby,2003,246479.73
4450220_smedby,2004,247158.43
4450220_smedby,2005,258716.58
4450220_smedby,2006,263117.52
4450220_smedby,2007,272758.82
4450220_smedby,2008,280975.58
4450220_smedby,2009,289983.01
4450220_smedby,2010,290341.34
4450220_smedby,2011,301530.6
4450220_smedby,2012,311078.18
4450220_smedby,2013,318370.85
4450220_smedby,2014,317782.09
4450230_hacksta,2000,217665.48
4450230_hacksta,2001,261435.68
4450230_hacksta,2002,267686.93
4450230_hacksta,2003,266191.16
4450230_hacksta,2004,277539.05
4450230_hacksta,2005,290179.26
4450230_hacksta,2006,297950.77
4450230_hacksta,2007,308156.66
4450230_hacksta,2008,327883.75
4450230_hacksta,2009,333916.82
4450230_hacksta,2010,328791.43
4450230_hacksta,2011,343563.42
4450230_hacksta,2012,347375.86
4450230_hacksta,2013,351090.04
4450230_hacksta,2014,347698.71
4450240_skansta,2000,244286.45
4450240_skansta,2001,255288.82
4450240_skansta,2002,262168.09
4450240_skansta,2003,266957.64
4450240_skansta,2004,268510.03
4450240_skansta,2005,277949.48
4450240_skansta,2006,284413.88
4450240_skansta,2007,293865.8
4450240_skansta,2008,303088.06
4450240_skansta,2009,308225.53
4450240_skansta,2010,310552.69
4450240_skansta,2011,314624.54
4450240_skansta,2012,325383.9
4450240_skansta,2013,337214.28
4450240_skansta,2014,338740.81
4450250_singo,2000,201183.73
4450250_singo,2001,224339.96
4450250_singo,2002,226504.03
4450250_singo,2003,233106.55
4450250_singo,2004,233474.38
4450250_singo,2005,244027.29
4450250_singo,2006,254651.84
4450250_singo,2007,258832.18
4450250_singo,2008,260016.37
4450250_singo,2009,266261.85
4450250_singo,2010,279059.7
4450250_singo,2011,282053.82
4450250_singo,2012,293280.33
4450250_singo,2013,295440.77
4450250_singo,2014,296355.9
4450260_asatra,2000,205408.29
4450260_asatra,2001,213269.58
4450260_asatra,2002,221369.32
4450260_asatra,2003,226814.85
4450260_asatra,2004,232430.21
4450260_asatra,2005,246655.51
4450260_asatra,2006,253559.37
4450260_asatra,2007,266774.39
4450260_asatra,2008,278162.93
4450260_asatra,2009,290405.23
4450260_asatra,2010,290434.06
4450260_asatra,2011,299882.33
4450260_asatra,2012,307061.13
4450260_asatra,2013,318787.18
4450260_asatra,2014,331731.51
4450310_margretelund,2000,295466.97
4450310_margretelund,2001,294536.7
4450310_margretelund,2002,300952.66
4450310_margretelund,2003,307662.5
4450310_margretelund,2004,319615.84
4450310_margretelund,2005,338567.78
4450310_margretelund,2006,351955.61
4450310_margretelund,2007,369179.37
4450310_margretelund,2008,388309.2
4450310_margretelund,2009,384396.64
4450310_margretelund,2010,397152.49
4450310_margretelund,2011,420448.79
4450310_margretelund,2012,433514.1
4450310_margretelund,2013,446154.02
4450310_margretelund,2014,442252.81
4450320_trasatra,2000,241123.1
4450320_trasatra,2001,252665.37
4450320_trasatra,2002,260518.07
4450320_trasatra,2003,261917.89
4450320_trasatra,2004,267143.64
4450320_trasatra,2005,278099.23
4450320_trasatra,2006,284613.24
4450320_trasatra,2007,293866.56
4450320_trasatra,2008,309478.06
4450320_trasatra,2009,311442.28
4450320_trasatra,2010,312006.57
4450320_trasatra,2011,323879.34
4450320_trasatra,2012,331296.9
4450320_trasatra,2013,333750.57
4450320_trasatra,2014,338468.84
4450330_flaxenvik,2000,221347.73
4450330_flaxenvik,2001,226751.34
4450330_flaxenvik,2002,239434.86
4450330_flaxenvik,2003,243060.7
4450330_flaxenvik,2004,240213.09
4450330_flaxenvik,2005,256208.91
4450330_flaxenvik,2006,264946.15
4450330_flaxenvik,2007,274408.17
4450330_flaxenvik,2008,296457.67
4450330_flaxenvik,2009,303775.54
4450330_flaxenvik,2010,315440.33
4450330_flaxenvik,2011,317402.13
4450330_flaxenvik,2012,334374.97
4450330_flaxenvik,2013,340598
4450330_flaxenvik,2014,347785.3
4450340_skargardsstad,2000,293374.39
4450340_skargardsstad,2001,307309.47
4450340_skargardsstad,2002,313140.61
4450340_skargardsstad,2003,311387.34
4450340_skargardsstad,2004,315270.91
4450340_skargardsstad,2005,331374.08
4450340_skargardsstad,2006,341983.59
4450340_skargardsstad,2007,363285.63
4450340_skargardsstad,2008,367849.79
4450340_skargardsstad,2009,371259.81
4450340_skargardsstad,2010,369751.26
4450340_skargardsstad,2011,374963.38
4450340_skargardsstad,2012,382768.9
4450340_skargardsstad,2013,387173.11
4450340_skargardsstad,2014,403409.82
4451231_okand,2000,210578.55
4451231_okand,2001,231383.03
4451231_okand,2002,244543.81
4451231_okand,2003,254804.92
4451231_okand,2004,273259.11
4451231_okand,2005,286805.07
4451231_okand,2006,304253.07
4451231_okand,2007,321153.06
4451231_okand,2008,334230.34
4451231_okand,2009,330409.49
4451240_norra_runo,2000,249304.95
4451240_norra_runo,2001,245546.28
4451240_norra_runo,2002,262566.7
4451240_norra_runo,2003,270760.64
4451240_norra_runo,2004,285523.62
4451240_norra_runo,2005,302080.69
4451240_norra_runo,2006,297834.45
4451240_norra_runo,2007,315708.11
4451240_norra_runo,2008,338715.32
4451240_norra_runo,2009,346278.23
4451240_norra_runo,2010,341335.65
4451240_norra_runo,2011,357288.4
4451240_norra_runo,2012,367514.48
4451240_norra_runo,2013,378617.58
4451240_norra_runo,2014,383868.06
4451250_svinninge,2000,234075.54
4451250_svinninge,2001,247137.6
4451250_svinninge,2002,253537.7
4451250_svinninge,2003,264264.8
4451250_svinninge,2004,260662.17
4451250_svinninge,2005,274005.78
4451250_svinninge,2006,286333.55
4451250_svinninge,2007,297658.96
4451250_svinninge,2008,325636.06
4451250_svinninge,2009,323732.68
4451250_svinninge,2010,331049.57
4451250_svinninge,2011,342519.66
4451250_svinninge,2012,355628.16
4451250_svinninge,2013,374178.62
4451250_svinninge,2014,376314.49
4451410_rydbo,2000,251415.45
4451410_rydbo,2001,265302.64
4451410_rydbo,2002,267312.02
4451410_rydbo,2003,281412.78
4451410_rydbo,2004,297010.55
4451410_rydbo,2005,302299.26
4451410_rydbo,2006,322424.14
4451410_rydbo,2007,341842.04
4451410_rydbo,2008,350531.43
4451410_rydbo,2009,358360.1
4451410_rydbo,2010,366768.85
4451410_rydbo,2011,379917.36
4451410_rydbo,2012,378072.91
4451410_rydbo,2013,384135.64
4451410_rydbo,2014,397316.66
4451420_svartgarn,2000,238626.27
4451420_svartgarn,2001,268496.42
4451420_svartgarn,2002,266395.07
4451420_svartgarn,2003,268319.75
4451420_svartgarn,2004,283147.64
4451420_svartgarn,2005,305433.39
4451420_svartgarn,2006,329104.98
4451420_svartgarn,2007,343456.42
4451420_svartgarn,2008,361490.58
4451420_svartgarn,2009,332012.6
4451420_svartgarn,2010,345753.3
4451420_svartgarn,2011,391163.69
4451420_svartgarn,2012,376320.14
4451420_svartgarn,2013,388033.31
4451420_svartgarn,2014,402522.75
4451430_ostra_ryds_glesbygd,2000,214040.37
4451430_ostra_ryds_glesbygd,2001,234043.81
4451430_ostra_ryds_glesbygd,2002,249213.15
4451430_ostra_ryds_glesbygd,2003,251332.61
4451430_ostra_ryds_glesbygd,2004,266669.5
4451430_ostra_ryds_glesbygd,2005,285184.58
4451430_ostra_ryds_glesbygd,2006,295737.03
4451430_ostra_ryds_glesbygd,2007,302291.74
4451430_ostra_ryds_glesbygd,2008,301462.5
4451430_ostra_ryds_glesbygd,2009,302555.45
4451430_ostra_ryds_glesbygd,2010,299320.32
4451430_ostra_ryds_glesbygd,2011,316617.1
4451430_ostra_ryds_glesbygd,2012,327104.98
4451430_ostra_ryds_glesbygd,2013,319231.43
4451430_ostra_ryds_glesbygd,2014,333831.56
5610200_mortnas,2000,265163.96
5610200_mortnas,2001,270967.03
5610200_mortnas,2002,279064.11
5610200_mortnas,2003,291210.8
5610200_mortnas,2004,312164.66
5610200_mortnas,2005,321292.07
5610200_mortnas,2006,340167.95
5610200_mortnas,2007,380250.02
5610200_mortnas,2008,385094.01
5610200_mortnas,2009,387600.04
5610200_mortnas,2010,409801.63
5610200_mortnas,2011,427472.31
5610200_mortnas,2012,441427.25
5610200_mortnas,2013,451457.03
5610200_mortnas,2014,466050.17
5610500_okand,2000,270372.92
5610500_okand,2001,289403.38
5610500_okand,2002,298447.51
5610500_okand,2003,312292.84
5610500_okand,2004,320823.33
5610500_okand,2005,333629.06
5610500_okand,2006,341526.06
5610500_okand,2007,349969.51
5610500_okand,2008,369511.89
5610500_okand,2009,382516.73
5611110_munkmora,2000,164622.78
5611110_munkmora,2001,172439.76
5611110_munkmora,2002,179348.45
5611110_munkmora,2003,187168.86
5611110_munkmora,2004,186111.18
5611110_munkmora,2005,187023.32
5611110_munkmora,2006,191210.83
5611110_munkmora,2007,201766.68
5611110_munkmora,2008,202053.57
5611110_munkmora,2009,198208.66
5611110_munkmora,2010,198169.22
5611110_munkmora,2011,201578.82
5611110_munkmora,2012,208066.3
5611110_munkmora,2013,214085.43
5611110_munkmora,2014,212598.4
5611120_lugnet_flerbostadshus,2000,178984.45
5611120_lugnet_flerbostadshus,2001,189277.64
5611120_lugnet_flerbostadshus,2002,194818.25
5611120_lugnet_flerbostadshus,2003,197016.4
5611120_lugnet_flerbostadshus,2004,200355.89
5611120_lugnet_flerbostadshus,2005,201314.84
5611120_lugnet_flerbostadshus,2006,206350.87
5611120_lugnet_flerbostadshus,2007,212046.04
5611120_lugnet_flerbostadshus,2008,216125.6
5611120_lugnet_flerbostadshus,2009,220876.2
5611120_lugnet_flerbostadshus,2010,220175.08
5611120_lugnet_flerbostadshus,2011,215724.79
5611120_lugnet_flerbostadshus,2012,227593.82
5611120_lugnet_flerbostadshus,2013,232093.12
5611120_lugnet_flerbostadshus,2014,234154.13
5611130_lugnet_smahus,2000,227334.81
5611130_lugnet_smahus,2001,232765.98
5611130_lugnet_smahus,2002,243401.52
5611130_lugnet_smahus,2003,251595.42
5611130_lugnet_smahus,2004,259701.08
5611130_lugnet_smahus,2005,268950.27
5611130_lugnet_smahus,2006,271333.78
5611130_lugnet_smahus,2007,279077.61
5611130_lugnet_smahus,2008,295109.72
5611130_lugnet_smahus,2009,293751.19
5611130_lugnet_smahus,2010,290562.26
5611130_lugnet_smahus,2011,293425.44
5611130_lugnet_smahus,2012,300262.92
5611130_lugnet_smahus,2013,300907.05
5611130_lugnet_smahus,2014,309074.46
5611140_hojdhagen,2000,214406.32
5611140_hojdhagen,2001,225841.26
5611140_hojdhagen,2002,229440.78
5611140_hojdhagen,2003,238630.83
5611140_hojdhagen,2004,240531.12
5611140_hojdhagen,2005,245209.24
5611140_hojdhagen,2006,255582.6
5611140_hojdhagen,2007,261479.83
5611140_hojdhagen,2008,299445.48
5611140_hojdhagen,2009,290018.6
5611140_hojdhagen,2010,302686.53
5611140_hojdhagen,2011,304902.37
