basomrade,year,mean_income_aged_lt_20
4050100_habo_tibble_kyrkby,2009,358658.51
4050100_habo_tibble_kyrkby,2010,345929.4
4050100_habo_tibble_kyrkby,2011,364727.04
4050100_habo_tibble_kyrkby,2012,358694.39
4050100_habo_tibble_kyrkby,2013,374316.74
4050100_habo_tibble_kyrkby,2014,369739.27
4050200_mariedal_nashagen,2000,188209.6
4050200_mariedal_nashagen,2001,199027.53
4050200_mariedal_nashagen,2002,199817.24
4050200_mariedal_nashagen,2003,205955.47
4050200_mariedal_nashagen,2004,211140
4050200_mariedal_nashagen,2005,218104.55
4050200_mariedal_nashagen,2006,230366.69
4050200_mariedal_nashagen,2007,240041.99
4050200_mariedal_nashagen,2008,243022.19
4050200_mariedal_nashagen,2009,247699.31
4050200_mariedal_nashagen,2010,252181.06
4050200_mariedal_nashagen,2011,266997.54
4050200_mariedal_nashagen,2012,275096.05
4050200_mariedal_nashagen,2013,283388.79
4050200_mariedal_nashagen,2014,283153.61
4050500_habo_tibble_glesbygd,2000,207007.28
4050500_habo_tibble_glesbygd,2001,220589.39
4050500_habo_tibble_glesbygd,2002,230651.25
4050500_habo_tibble_glesbygd,2003,249030.16
4050500_habo_tibble_glesbygd,2004,244743.31
4050500_habo_tibble_glesbygd,2005,269052.69
4050500_habo_tibble_glesbygd,2006,263697.81
4050500_habo_tibble_glesbygd,2007,285389.28
4050500_habo_tibble_glesbygd,2008,299528.24
4050500_habo_tibble_glesbygd,2009,293323.52
4050500_habo_tibble_glesbygd,2010,302348.7
4050500_habo_tibble_glesbygd,2011,302819.33
4050500_habo_tibble_glesbygd,2012,320925.73
4050500_habo_tibble_glesbygd,2013,328538.28
4050500_habo_tibble_glesbygd,2014,324185.63
4060000_hatuna_forsamling,2000,191358.75
4060000_hatuna_forsamling,2001,205664.59
4060000_hatuna_forsamling,2002,210442.45
4060000_hatuna_forsamling,2003,217539.81
4060000_hatuna_forsamling,2004,219730.47
4060000_hatuna_forsamling,2005,227521.92
4060000_hatuna_forsamling,2006,240082.26
4060000_hatuna_forsamling,2007,252279.79
4060000_hatuna_forsamling,2008,262086.29
4060000_hatuna_forsamling,2009,265578.41
4060000_hatuna_forsamling,2010,271705.66
4060000_hatuna_forsamling,2011,279885.04
4060000_hatuna_forsamling,2012,296453.46
4060000_hatuna_forsamling,2013,311482.19
4060000_hatuna_forsamling,2014,325158.26
4070110_sodra_kungsangen,2000,213096.38
4070110_sodra_kungsangen,2001,221259.78
4070110_sodra_kungsangen,2002,225289.38
4070110_sodra_kungsangen,2003,233969.16
4070110_sodra_kungsangen,2004,232138.31
4070110_sodra_kungsangen,2005,236167.52
4070110_sodra_kungsangen,2006,248420.29
4070110_sodra_kungsangen,2007,256744.82
4070110_sodra_kungsangen,2008,266591.88
4070110_sodra_kungsangen,2009,271206.65
4070110_sodra_kungsangen,2010,271738.53
4070110_sodra_kungsangen,2011,280010.91
4070110_sodra_kungsangen,2012,281008.6
4070110_sodra_kungsangen,2013,286296.28
4070110_sodra_kungsangen,2014,287253.34
4070120_norra_kungsangen,2000,209776.17
4070120_norra_kungsangen,2001,218160.64
4070120_norra_kungsangen,2002,223752.57
4070120_norra_kungsangen,2003,222294.82
4070120_norra_kungsangen,2004,233379.37
4070120_norra_kungsangen,2005,233270.09
4070120_norra_kungsangen,2006,241179.23
4070120_norra_kungsangen,2007,249610.1
4070120_norra_kungsangen,2008,258180.32
4070120_norra_kungsangen,2009,252711.55
4070120_norra_kungsangen,2010,261109.56
4070120_norra_kungsangen,2011,260900.9
4070120_norra_kungsangen,2012,266613.05
4070120_norra_kungsangen,2013,271141.96
4070120_norra_kungsangen,2014,273792.61
4070130_tibblehojden,2000,223507.45
4070130_tibblehojden,2001,236002.5
4070130_tibblehojden,2002,240616.48
4070130_tibblehojden,2003,246570.23
4070130_tibblehojden,2004,259031.66
4070130_tibblehojden,2005,257673.4
4070130_tibblehojden,2006,267591.79
4070130_tibblehojden,2007,279682.61
4070130_tibblehojden,2008,287659.96
4070130_tibblehojden,2009,295002.45
4070130_tibblehojden,2010,298058.34
4070130_tibblehojden,2011,309638.86
4070130_tibblehojden,2012,321634.81
4070130_tibblehojden,2013,325068.29
4070130_tibblehojden,2014,327792.39
4070150_tibbleangen,2000,195969.9
4070150_tibbleangen,2001,204698.94
4070150_tibbleangen,2002,210294.11
4070150_tibbleangen,2003,214803.87
4070150_tibbleangen,2004,220648.36
4070150_tibbleangen,2005,225051.7
4070150_tibbleangen,2006,228924.41
4070150_tibbleangen,2007,235977.75
4070150_tibbleangen,2008,245793.91
4070150_tibbleangen,2009,245543.14
4070150_tibbleangen,2010,246138.19
4070150_tibbleangen,2011,251851.96
4070150_tibbleangen,2012,257934.16
4070150_tibbleangen,2013,265370.22
4070150_tibbleangen,2014,268811.98
4070160_sylta,2000,234160.24
4070160_sylta,2001,262902.02
4070160_sylta,2002,269853.89
4070160_sylta,2003,290191.25
4070160_sylta,2004,285353.16
4070160_sylta,2005,298690.22
4070160_sylta,2006,302749.65
4070160_sylta,2007,321674.88
4070160_sylta,2008,328980.27
4070160_sylta,2009,335065.27
4070160_sylta,2010,342890.75
4070160_sylta,2011,351714.32
4070160_sylta,2012,369739.22
4070160_sylta,2013,387024.84
4070160_sylta,2014,389834.84
4070170_okand,2000,264359.2
4070170_okand,2001,258337.75
4070170_okand,2002,267523.43
4070170_okand,2003,272342.74
4070170_okand,2004,273337.89
4070170_okand,2005,269144.53
4070170_okand,2006,279704.64
4070170_okand,2007,305918.33
4070170_okand,2008,324971.36
4070170_okand,2009,322444.63
4070210_brunna_tatort,2000,241423.43
4070210_brunna_tatort,2001,249645.72
4070210_brunna_tatort,2002,256522.04
4070210_brunna_tatort,2003,260460.58
4070210_brunna_tatort,2004,265664.96
4070210_brunna_tatort,2005,270664.79
4070210_brunna_tatort,2006,271446.06
4070210_brunna_tatort,2007,284030.45
4070210_brunna_tatort,2008,295124.15
4070210_brunna_tatort,2009,297475.95
4070210_brunna_tatort,2010,299214.56
4070210_brunna_tatort,2011,305887.15
4070210_brunna_tatort,2012,314265.89
4070210_brunna_tatort,2013,318990.65
4070210_brunna_tatort,2014,325926.01
6410100_nykvarn,2000,222961.18
6410100_nykvarn,2001,236920.33
6410100_nykvarn,2002,242323.29
6410100_nykvarn,2003,248768.64
6410100_nykvarn,2004,258413.22
6410100_nykvarn,2005,265596.72
6410100_nykvarn,2006,273581.8
6410100_nykvarn,2007,288790.34
6410100_nykvarn,2008,300936.75
6410100_nykvarn,2009,293919.61
6410100_nykvarn,2010,301912.01
6410100_nykvarn,2011,310471.05
6410100_nykvarn,2012,316892.87
6410100_nykvarn,2013,323746.79
6410100_nykvarn,2014,328269.16
6410500_turinge_glesbygd,2000,217234.45
6410500_turinge_glesbygd,2001,225227.11
6410500_turinge_glesbygd,2002,235544.4
6410500_turinge_glesbygd,2003,238844.33
6410500_turinge_glesbygd,2004,252397.66
6410500_turinge_glesbygd,2005,261623.12
6410500_turinge_glesbygd,2006,271918.85
6410500_turinge_glesbygd,2007,285074.92
6410500_turinge_glesbygd,2008,298852.14
6410500_turinge_glesbygd,2009,304931.58
6410500_turinge_glesbygd,2010,314842
6410500_turinge_glesbygd,2011,323798.77
6410500_turinge_glesbygd,2012,329922.11
6410500_turinge_glesbygd,2013,335798.19
6410500_turinge_glesbygd,2014,344950.87
6420000_taxinge_forsamling,2000,202546.52
6420000_taxinge_forsamling,2001,215259.48
6420000_taxinge_forsamling,2002,219602.73
6420000_taxinge_forsamling,2003,227609.54
6420000_taxinge_forsamling,2004,234823.1
6420000_taxinge_forsamling,2005,246734.3
6420000_taxinge_forsamling,2006,256826.05
6420000_taxinge_forsamling,2007,270125.58
6420000_taxinge_forsamling,2008,283609.65
6420000_taxinge_forsamling,2009,280085.08
6420000_taxinge_forsamling,2010,291850.9
6420000_taxinge_forsamling,2011,294835.24
6420000_taxinge_forsamling,2012,314057.99
6420000_taxinge_forsamling,2013,309809.49
6420000_taxinge_forsamling,2014,309848.4
3910110_vastra_nasbypark,2000,305919.08
3910110_vastra_nasbypark,2001,325143.12
3910110_vastra_nasbypark,2002,331052.1
3910110_vastra_nasbypark,2003,333859.21
3910110_vastra_nasbypark,2004,350167.01
3910110_vastra_nasbypark,2005,361898.66
3910110_vastra_nasbypark,2006,382376.25
3910110_vastra_nasbypark,2007,407378.83
3910110_vastra_nasbypark,2008,425773.27
3910110_vastra_nasbypark,2009,421583.43
3910110_vastra_nasbypark,2010,443399.55
3910110_vastra_nasbypark,2011,462958.5
3910110_vastra_nasbypark,2012,477820.78
3910110_vastra_nasbypark,2013,481175.38
3910110_vastra_nasbypark,2014,491752.61
3910120_ornstigen,2000,223972.54
3910120_ornstigen,2001,238384.24
3910120_ornstigen,2002,245840.4
3910120_ornstigen,2003,243906.97
3910120_ornstigen,2004,246891.38
3910120_ornstigen,2005,252650.04
3910120_ornstigen,2006,251784.82
3910120_ornstigen,2007,272008.22
3910120_ornstigen,2008,295367.91
3910120_ornstigen,2009,285806.12
3910120_ornstigen,2010,280563.49
3910120_ornstigen,2011,299338.01
3910120_ornstigen,2012,303816.51
3910120_ornstigen,2013,317576.99
3910120_ornstigen,2014,313569.7
3910130_nasbyparks_centrum,2000,190439.42
3910130_nasbyparks_centrum,2001,196619.05
3910130_nasbyparks_centrum,2002,205605.35
3910130_nasbyparks_centrum,2003,215090.24
3910130_nasbyparks_centrum,2004,215274.68
3910130_nasbyparks_centrum,2005,222661.56
3910130_nasbyparks_centrum,2006,231286.57
3910130_nasbyparks_centrum,2007,242685.26
3910130_nasbyparks_centrum,2008,242687.94
3910130_nasbyparks_centrum,2009,247866.38
3910130_nasbyparks_centrum,2010,250914.22
3910130_nasbyparks_centrum,2011,262373.02
3910130_nasbyparks_centrum,2012,271149.56
3910130_nasbyparks_centrum,2013,282054.75
3910130_nasbyparks_centrum,2014,286736.83
3910140_nasby_slott,2000,378683.62
3910140_nasby_slott,2001,404921.66
3910140_nasby_slott,2002,374998.05
3910140_nasby_slott,2003,382192.02
3910140_nasby_slott,2004,411100.92
3910140_nasby_slott,2005,452993.75
3910140_nasby_slott,2006,487557.37
3910140_nasby_slott,2007,528930.19
3910140_nasby_slott,2008,548788.89
3910140_nasby_slott,2009,527370.67
3910140_nasby_slott,2010,559051.21
3910140_nasby_slott,2011,568390.59
3910140_nasby_slott,2012,558748.19
3910140_nasby_slott,2013,554220.34
3910140_nasby_slott,2014,555424.91
3910170_ostra_nasbypark,2000,373646.16
3910170_ostra_nasbypark,2001,386562.2
3910170_ostra_nasbypark,2002,399336.97
3910170_ostra_nasbypark,2003,394419.72
3910170_ostra_nasbypark,2004,418459.07
3910170_ostra_nasbypark,2005,441122.29
3910170_ostra_nasbypark,2006,445589.23
3910170_ostra_nasbypark,2007,479789.6
3910170_ostra_nasbypark,2008,501088.69
3910170_ostra_nasbypark,2009,489733.36
3910170_ostra_nasbypark,2010,496663.31
3910170_ostra_nasbypark,2011,502696.78
3910170_ostra_nasbypark,2012,513002.07
3910170_ostra_nasbypark,2013,522225.09
3910170_ostra_nasbypark,2014,543970.86
3910190_lahall,2000,325299.33
3910190_lahall,2001,343825
3910190_lahall,2002,349699.07
3910190_lahall,2003,346827.03
3910190_lahall,2004,366132.11
3910190_lahall,2005,382247.56
3910190_lahall,2006,391214.65
3910190_lahall,2007,444545.09
3910190_lahall,2008,443827.42
3910190_lahall,2009,452407.24
3910190_lahall,2010,472324.57
3910190_lahall,2011,497287.01
3910190_lahall,2012,504162.27
3910190_lahall,2013,517097.7
3910190_lahall,2014,539430.16
3910210_nasbydal,2000,206305.19
3910210_nasbydal,2001,221672.42
3910210_nasbydal,2002,223902.22
3910210_nasbydal,2003,226552.11
3910210_nasbydal,2004,228127.41
3910210_nasbydal,2005,234750.56
3910210_nasbydal,2006,243999.78
3910210_nasbydal,2007,259856
3910210_nasbydal,2008,259464.3
3910210_nasbydal,2009,261196.28
3910210_nasbydal,2010,264691.76
3910210_nasbydal,2011,269336.13
3910210_nasbydal,2012,273353.46
3910210_nasbydal,2013,282177.39
3910210_nasbydal,2014,288058.67
3910220_grindtorp,2000,202600.28
3910220_grindtorp,2001,209404.75
3910220_grindtorp,2002,212435.91
3910220_grindtorp,2003,217381.41
3910220_grindtorp,2004,219099.8
3910220_grindtorp,2005,226443.21
3910220_grindtorp,2006,230655.64
3910220_grindtorp,2007,236376.77
3910220_grindtorp,2008,244477.72
3910220_grindtorp,2009,249055.47
3910220_grindtorp,2010,252323.73
3910220_grindtorp,2011,256009.65
3910220_grindtorp,2012,264451.36
3910220_grindtorp,2013,267367.45
3910220_grindtorp,2014,270222.78
3910240_taby_centrum,2000,179022.6
3910240_taby_centrum,2001,185554.99
3910240_taby_centrum,2002,193683.83
3910240_taby_centrum,2003,202495.48
3910240_taby_centrum,2004,205071.74
3910240_taby_centrum,2005,206283.19
3910240_taby_centrum,2006,212148.98
3910240_taby_centrum,2007,220070.11
3910240_taby_centrum,2008,229633.06
3910240_taby_centrum,2009,232395.65
3910240_taby_centrum,2010,228860.6
3910240_taby_centrum,2011,234701.42
3910240_taby_centrum,2012,241377.64
3910240_taby_centrum,2013,254014.98
3910240_taby_centrum,2014,268512.51
3910270_marknadsvagen,2000,214366.98
3910270_marknadsvagen,2001,224128.89
3910270_marknadsvagen,2002,229700.33
3910270_marknadsvagen,2003,238963.21
3910270_marknadsvagen,2004,241509.48
3910270_marknadsvagen,2005,242595.41
3910270_marknadsvagen,2006,247784.64
3910270_marknadsvagen,2007,261200.4
3910270_marknadsvagen,2008,272506.97
3910270_marknadsvagen,2009,278940.41
3910270_marknadsvagen,2010,278273.61
3910270_marknadsvagen,2011,282582.44
3910270_marknadsvagen,2012,287646.93
3910270_marknadsvagen,2013,293374.92
3910270_marknadsvagen,2014,300100.87
3910280_akerbyvagen,2000,212473.12
3910280_akerbyvagen,2001,225568.27
3910280_akerbyvagen,2002,228635.36
3910280_akerbyvagen,2003,235045.18
3910280_akerbyvagen,2004,240692.95
3910280_akerbyvagen,2005,247494.49
3910280_akerbyvagen,2006,255875.74
3910280_akerbyvagen,2007,275511.13
3910280_akerbyvagen,2008,275960.68
3910280_akerbyvagen,2009,278433.21
3910280_akerbyvagen,2010,286546.12
3910280_akerbyvagen,2011,292797.17
3910280_akerbyvagen,2012,293519.79
3910280_akerbyvagen,2013,292613.12
3910280_akerbyvagen,2014,295525.67
3910310_sodra_viggbyholm,2000,386803.39
3910310_sodra_viggbyholm,2001,402098.24
3910310_sodra_viggbyholm,2002,410771.43
3910310_sodra_viggbyholm,2003,421706.62
3910310_sodra_viggbyholm,2004,420295.6
3910310_sodra_viggbyholm,2005,449488.36
3910310_sodra_viggbyholm,2006,461296.3
3910310_sodra_viggbyholm,2007,492792.55
3910310_sodra_viggbyholm,2008,514491.45
3910310_sodra_viggbyholm,2009,515745.38
3910310_sodra_viggbyholm,2010,520748.78
3910310_sodra_viggbyholm,2011,536724.45
3910310_sodra_viggbyholm,2012,564616.79
3910310_sodra_viggbyholm,2013,588314.99
3910310_sodra_viggbyholm,2014,600247.99
3910320_viggbygardet,2000,210764.52
3910320_viggbygardet,2001,216752.86
3910320_viggbygardet,2002,223340.2
3910320_viggbygardet,2003,229410.35
3910320_viggbygardet,2004,232111.4
3910320_viggbygardet,2005,233944.83
3910320_viggbygardet,2006,242116.84
3910320_viggbygardet,2007,254547.23
3910320_viggbygardet,2008,263232
3910320_viggbygardet,2009,265866.97
3910320_viggbygardet,2010,263742.53
3910320_viggbygardet,2011,264274.08
3910320_viggbygardet,2012,267983.88
3910320_viggbygardet,2013,281353.61
3910320_viggbygardet,2014,280534.43
3910330_mellersta_viggbyholm,2000,283051.79
3910330_mellersta_viggbyholm,2001,299255.24
3910330_mellersta_viggbyholm,2002,308410.21
3910330_mellersta_viggbyholm,2003,305827.81
3910330_mellersta_viggbyholm,2004,319201.25
3910330_mellersta_viggbyholm,2005,336834.38
3910330_mellersta_viggbyholm,2006,354406.65
3910330_mellersta_viggbyholm,2007,374184.68
3910330_mellersta_viggbyholm,2008,396120.95
3910330_mellersta_viggbyholm,2009,392052.74
3910330_mellersta_viggbyholm,2010,411074.82
3910330_mellersta_viggbyholm,2011,417269.63
3910330_mellersta_viggbyholm,2012,417008.04
3910330_mellersta_viggbyholm,2013,423621.75
3910330_mellersta_viggbyholm,2014,432207.68
3910350_norra_viggbyholm,2000,395571.54
3910350_norra_viggbyholm,2001,402265.41
3910350_norra_viggbyholm,2002,389465.37
3910350_norra_viggbyholm,2003,385031.46
3910350_norra_viggbyholm,2004,407744.11
3910350_norra_viggbyholm,2005,423741.26
3910350_norra_viggbyholm,2006,432115.93
3910350_norra_viggbyholm,2007,476740.84
3910350_norra_viggbyholm,2008,445626.84
3910350_norra_viggbyholm,2009,446372.87
3910350_norra_viggbyholm,2010,523294.53
3910350_norra_viggbyholm,2011,498951.45
3910350_norra_viggbyholm,2012,498149.22
3910350_norra_viggbyholm,2013,533816.27
3910350_norra_viggbyholm,2014,551389.1
3910370_norra_hagernas,2000,200612.32
3910370_norra_hagernas,2001,213050.32
3910370_norra_hagernas,2002,215817.59
3910370_norra_hagernas,2003,217897.41
3910370_norra_hagernas,2004,216692.27
3910370_norra_hagernas,2005,223514.01
3910370_norra_hagernas,2006,230209.93
3910370_norra_hagernas,2007,237147.82
3910370_norra_hagernas,2008,243971.65
3910370_norra_hagernas,2009,250248.18
3910370_norra_hagernas,2010,249914.68
3910370_norra_hagernas,2011,246871.45
3910370_norra_hagernas,2012,253566.61
3910370_norra_hagernas,2013,256176.96
3910370_norra_hagernas,2014,261915.92
3910380_sodra_hagernas,2000,143523.56
3910380_sodra_hagernas,2001,149650.83
3910380_sodra_hagernas,2002,157338.38
3910380_sodra_hagernas,2003,182485.88
3910380_sodra_hagernas,2004,206627.17
3910380_sodra_hagernas,2005,235454.08
3910380_sodra_hagernas,2006,261441.65
3910380_sodra_hagernas,2007,286531.93
3910380_sodra_hagernas,2008,301803.77
3910380_sodra_hagernas,2009,315805.71
3910380_sodra_hagernas,2010,316677.1
3910380_sodra_hagernas,2011,331361.47
3910380_sodra_hagernas,2012,345553.8
3910380_sodra_hagernas,2013,350753.95
3910380_sodra_hagernas,2014,359908.58
3910480_norra_landsbygden,2000,273332.5
3910480_norra_landsbygden,2001,254636.91
3910480_norra_landsbygden,2002,222235.74
3910480_norra_landsbygden,2003,238823.26
3910480_norra_landsbygden,2004,246753.49
3910480_norra_landsbygden,2005,264152.45
3910480_norra_landsbygden,2006,334758.37
3910480_norra_landsbygden,2007,342350.87
3910480_norra_landsbygden,2008,410731.31
3910480_norra_landsbygden,2009,395650.64
3910480_norra_landsbygden,2010,419921.5
3910480_norra_landsbygden,2011,458394.7
3910480_norra_landsbygden,2012,478884.06
3910480_norra_landsbygden,2013,489006.68
3910480_norra_landsbygden,2014,495561.4
3910730_ella,2000,345825.1
3910730_ella,2001,354575
3910730_ella,2002,360006.44
3910730_ella,2003,367435.42
3910730_ella,2004,374331.17
3910730_ella,2005,385761.26
3910730_ella,2006,400432.3
3910730_ella,2007,425084.13
3910730_ella,2008,441607.66
3910730_ella,2009,446535.15
3910730_ella,2010,449422.65
3910730_ella,2011,467501.06
3910730_ella,2012,478709.43
3910730_ella,2013,491806.81
3910730_ella,2014,507626.87
3910770_vastra_ensta,2000,350065.1
3910770_vastra_ensta,2001,363122.67
3910770_vastra_ensta,2002,371777.25
3910770_vastra_ensta,2003,368939.57
3910770_vastra_ensta,2004,366436.75
3910770_vastra_ensta,2005,382744.41
3910770_vastra_ensta,2006,402998.57
3910770_vastra_ensta,2007,412258.02
3910770_vastra_ensta,2008,429331.49
3910770_vastra_ensta,2009,428568.97
3910770_vastra_ensta,2010,439887.1
3910770_vastra_ensta,2011,464701.18
3910770_vastra_ensta,2012,475466.67
3910770_vastra_ensta,2013,492801.62
3910770_vastra_ensta,2014,495966.02
3910780_ostra_ensta,2000,329442.1
3910780_ostra_ensta,2001,325406.42
3910780_ostra_ensta,2002,337061.62
3910780_ostra_ensta,2003,346834.3
3910780_ostra_ensta,2004,350339.27
3910780_ostra_ensta,2005,365881.39
3910780_ostra_ensta,2006,372188.79
3910780_ostra_ensta,2007,388619.39
3910780_ostra_ensta,2008,421831.2
3910780_ostra_ensta,2009,414198.21
3910780_ostra_ensta,2010,417071.14
3910780_ostra_ensta,2011,418352.75
3910780_ostra_ensta,2012,426479.58
3910780_ostra_ensta,2013,429035.05
3910780_ostra_ensta,2014,439078.88
3910790_kullagrand,2000,148833.79
3910790_kullagrand,2001,156637.04
3910790_kullagrand,2002,158990.07
3910790_kullagrand,2003,158189.36
3910790_kullagrand,2004,155067.83
3910790_kullagrand,2005,154698.1
3910790_kullagrand,2006,159996.1
3910790_kullagrand,2007,172066.65
3910790_kullagrand,2008,176772.59
3910790_kullagrand,2009,171723.13
3910790_kullagrand,2010,175285.2
3910790_kullagrand,2011,179112.79
3910790_kullagrand,2012,191343.04
3910790_kullagrand,2013,194563.34
3910790_kullagrand,2014,209997.47
3910810_norra_ellagard,2000,294049.74
3910810_norra_ellagard,2001,306231.47
3910810_norra_ellagard,2002,309569.1
3910810_norra_ellagard,2003,315006.1
3910810_norra_ellagard,2004,331514.53
3910810_norra_ellagard,2005,348768.7
3910810_norra_ellagard,2006,374626.73
3910810_norra_ellagard,2007,377286.53
3910810_norra_ellagard,2008,396134.88
3910810_norra_ellagard,2009,403840.58
3910810_norra_ellagard,2010,408953.61
3910810_norra_ellagard,2011,418433.49
3910810_norra_ellagard,2012,427908.51
3910810_norra_ellagard,2013,437498.12
3910810_norra_ellagard,2014,447952.79
3910820_sodra_ellagard,2000,311559
3910820_sodra_ellagard,2001,318388.98
3910820_sodra_ellagard,2002,318349.41
3910820_sodra_ellagard,2003,334057.06
3910820_sodra_ellagard,2004,341605.08
3910820_sodra_ellagard,2005,357658.58
3910820_sodra_ellagard,2006,374513.08
3910820_sodra_ellagard,2007,381829.17
3910820_sodra_ellagard,2008,398332.94
3910820_sodra_ellagard,2009,412123.94
3910820_sodra_ellagard,2010,402563.56
3910820_sodra_ellagard,2011,415866.12
3910820_sodra_ellagard,2012,420803.63
3910820_sodra_ellagard,2013,430669.75
3910820_sodra_ellagard,2014,431074.24
3910830_ava,2000,278374.87
3910830_ava,2001,307624.89
3910830_ava,2002,319479.65
3910830_ava,2003,326024.36
3910830_ava,2004,324260.55
3910830_ava,2005,352028.98
3910830_ava,2006,355368.36
3910830_ava,2007,366666.09
3910830_ava,2008,395840.86
3910830_ava,2009,397405.61
3910830_ava,2010,419758.49
3910830_ava,2011,424276.1
3910830_ava,2012,450947
3910830_ava,2013,442689.66
3910830_ava,2014,457563.63
3910840_vastra_ellagard,2000,276207.14
3910840_vastra_ellagard,2001,286210.62
3910840_vastra_ellagard,2002,291909.75
3910840_vastra_ellagard,2003,295087.72
3910840_vastra_ellagard,2004,298802.26
3910840_vastra_ellagard,2005,304694.66
3910840_vastra_ellagard,2006,320435.63
3910840_vastra_ellagard,2007,327414.34
3910840_vastra_ellagard,2008,340593.17
3910840_vastra_ellagard,2009,344510.36
3910840_vastra_ellagard,2010,341120.6
3910840_vastra_ellagard,2011,350164.81
3910840_vastra_ellagard,2012,358742.49
3910840_vastra_ellagard,2013,364144.94
3910840_vastra_ellagard,2014,366976.86
3910910_skarpang,2000,340261.85
3910910_skarpang,2001,365574.41
3910910_skarpang,2002,363831.7
3910910_skarpang,2003,361731.53
3910910_skarpang,2004,370157.83
3910910_skarpang,2005,389259.23
3910910_skarpang,2006,405362.44
3910910_skarpang,2007,425411.28
3910910_skarpang,2008,449744.8
3910910_skarpang,2009,447991.06
3910910_skarpang,2010,455804.33
3910910_skarpang,2011,468758.42
3910910_skarpang,2012,475593.2
3910910_skarpang,2013,487670.81
3910910_skarpang,2014,501466.78
3910920_gripsvall,2000,316279.05
3910920_gripsvall,2001,323043.46
3910920_gripsvall,2002,328643.74
3910920_gripsvall,2003,333110.76
3910920_gripsvall,2004,346594.62
3910920_gripsvall,2005,353063.77
3910920_gripsvall,2006,373797.05
3910920_gripsvall,2007,397572.64
3910920_gripsvall,2008,400960.92
3910920_gripsvall,2009,399960.96
3910920_gripsvall,2010,400334.19
3910920_gripsvall,2011,417144.56
3910920_gripsvall,2012,438380.33
3910920_gripsvall,2013,465004.45
3910920_gripsvall,2014,474739.36
3911010_ostra_roslags_nasby,2000,255001.94
3911010_ostra_roslags_nasby,2001,254990.27
3911010_ostra_roslags_nasby,2002,264205.26
3911010_ostra_roslags_nasby,2003,261513.93
3911010_ostra_roslags_nasby,2004,262501.48
3911010_ostra_roslags_nasby,2005,270839.3
3911010_ostra_roslags_nasby,2006,275433.74
3911010_ostra_roslags_nasby,2007,298985.3
3911010_ostra_roslags_nasby,2008,302442.24
3911010_ostra_roslags_nasby,2009,306938.57
3911010_ostra_roslags_nasby,2010,318890.27
3911010_ostra_roslags_nasby,2011,332306.87
3911010_ostra_roslags_nasby,2012,334019.03
3911010_ostra_roslags_nasby,2013,342995.79
3911010_ostra_roslags_nasby,2014,367086.27
3911020_vastra_roslags_nasby,2000,287406.56
3911020_vastra_roslags_nasby,2001,291070.3
3911020_vastra_roslags_nasby,2002,270369.32
3911020_vastra_roslags_nasby,2003,291405.13
3911020_vastra_roslags_nasby,2004,284329.51
3911020_vastra_roslags_nasby,2005,308415.85
3911020_vastra_roslags_nasby,2006,310770.41
3911020_vastra_roslags_nasby,2007,327060.73
3911020_vastra_roslags_nasby,2008,337669.48
3911020_vastra_roslags_nasby,2009,314934.26
3911020_vastra_roslags_nasby,2010,307315.99
3911020_vastra_roslags_nasby,2011,333160.09
3911020_vastra_roslags_nasby,2012,366474.78
3911020_vastra_roslags_nasby,2013,392216.48
3911020_vastra_roslags_nasby,2014,371372.95
3911510_lansen,2000,284890.58
3911510_lansen,2001,300400.07
3911510_lansen,2002,302557.82
3911510_lansen,2003,310641.31
3911510_lansen,2004,316511.25
3911510_lansen,2005,324119.56
3911510_lansen,2006,336466.24
3911510_lansen,2007,356922.88
3911510_lansen,2008,376040.89
3911510_lansen,2009,375047.96
3911510_lansen,2010,381974.47
3911510_lansen,2011,390159.59
3911510_lansen,2012,400931.81
3911510_lansen,2013,404745.84
3911510_lansen,2014,414041.99
3911520_sodra_gribbylund,2000,308833.89
3911520_sodra_gribbylund,2001,323551.56
3911520_sodra_gribbylund,2002,337920.02
3911520_sodra_gribbylund,2003,341816
3911520_sodra_gribbylund,2004,358952.47
3911520_sodra_gribbylund,2005,360472.22
3911520_sodra_gribbylund,2006,378813.21
3911520_sodra_gribbylund,2007,404504.46
3911520_sodra_gribbylund,2008,419583.62
3911520_sodra_gribbylund,2009,423172.12
3911520_sodra_gribbylund,2010,418693.43
3911520_sodra_gribbylund,2011,414959.95
3911520_sodra_gribbylund,2012,426301.58
3911520_sodra_gribbylund,2013,451367.36
3911520_sodra_gribbylund,2014,461792.93
3911530_gribbylunds_centrum,2000,198183.36
3911530_gribbylunds_centrum,2001,203652.07
3911530_gribbylunds_centrum,2002,205916.58
3911530_gribbylunds_centrum,2003,207264.87
3911530_gribbylunds_centrum,2004,210906.5
3911530_gribbylunds_centrum,2005,209260.82
3911530_gribbylunds_centrum,2006,212464.76
3911530_gribbylunds_centrum,2007,222998.77
3911530_gribbylunds_centrum,2008,229533.01
3911530_gribbylunds_centrum,2009,228653.26
3911530_gribbylunds_centrum,2010,230422.39
3911530_gribbylunds_centrum,2011,228286.59
3911530_gribbylunds_centrum,2012,234508.56
3911530_gribbylunds_centrum,2013,239592.19
3911530_gribbylunds_centrum,2014,244615.44
3911540_norra_gribbylund,2000,331038.33
3911540_norra_gribbylund,2001,351814.71
3911540_norra_gribbylund,2002,351136.94
3911540_norra_gribbylund,2003,352842.17
